Migliarello	id=g:2524159
Torrente la Socenna	id=g:3166463
Socchieve	id=g:3166464
Soccavo	id=g:3166465
Monte Sobretta	id=g:3166466
Sobrano	id=g:3166467
Soave	id=g:3166468
Soave	id=g:3166469
Torrente Soara	id=g:3166470
Soanne	id=g:3166471
Torrente Soana	id=g:3166472
Smirra	id=g:3166473
Sluderno - Schluderns	id=g:3166474
Slivia	id=g:3166476
Slingia	id=g:3166477
Sizzano	id=g:3166478
Siziano	id=g:3166479
Sivizzo	id=g:3166480
Sivignano	id=g:3166481
Siviano	id=g:3166482
Siusi	id=g:3166483
Monte Sistu	id=g:3166484
Foce del Fiume Sisto	id=g:3166485
Fiume Sisto	id=g:3166486
Golfo di Sistiana	id=g:3166487
Sistiana	id=g:3166488
Sista	id=g:3166489
Sissa	id=g:3166490
Sismano	id=g:3166491
Cala Sisine	id=g:3166492
Monte Sisiddò	id=g:3166493
Monte Sises	id=g:3166494
Monte Siserno	id=g:3166495
Monte Siseri	id=g:3166496
Siror	id=g:3166497
Sirolo	id=g:3166498
Sirmione	id=g:3166499
Monte Sirino	id=g:3166500
Sirignano	id=g:3166501
Monte Sirente	id=g:3166502
Siponto	id=g:3166503
Sipicciano	id=g:3166504
Sipicciano	id=g:3166505
Monte Siola	id=g:3166506
Fiume Sinni	id=g:3166507
Riu de Siniscola	id=g:3166508
Siniscola	id=g:3166509
Singlin	id=g:3166510
Torrente Singerna	id=g:3166511
Torrente Sinello	id=g:3166512
Sindia	id=g:3166513
Torrente Sinarca	id=g:3166514
Stazione di Sinalunga	id=g:3166515
Sinalunga	id=g:3166516
Similaun	id=g:3166517
Fiume Simbrivio	id=g:3166518
Silvi Marina	id=g:3166519
Silvi	id=g:3166520
Silvano Pietra	id=g:3166521
Silvano d'Orba	id=g:3166522
Punta de Silvanas	id=g:3166523
Sillavengo	id=g:3166524
Torrente Sillaro	id=g:3166525
Monte Sillara	id=g:3166526
Sillano	id=g:3166527
Silla	id=g:3166528
Fiume Silis	id=g:3166529
Monte Siliolo	id=g:3166530
Siligo	id=g:3166531
Silea	id=g:3166532
Taglio del Sile	id=g:3166533
Fiume Sile	id=g:3166534
Silanus	id=g:3166535
Riu Silanis	id=g:3166536
Silandro - Schlanders	id=g:3166537
Signatico	id=g:3166538
Punta Grober	id=g:3166539
Signa	id=g:3166540
Sigillo	id=g:3166541
Sigillo	id=g:3166542
Sigiletto	id=g:3166543
Fiume Sieve	id=g:3166544
Sieti	id=g:3166545
Provincia di Siena	id=g:3166546
Le Masse di Siena	id=g:3166547
Siena	id=g:3166548
Vado di Siella	id=g:3166549
Monte Siella	id=g:3166550
Torrente Siele	id=g:3166551
Canale Il Siedi	id=g:3166552
Borro delle Sieci	id=g:3166553
Riu Siddu	id=g:3166554
Sicilì	id=g:3166555
Sicignano degli Alburni	id=g:3166556
Stazione di Sicignano	id=g:3166557
Monti Sibillini	id=g:3166558
Punta Sibilla	id=g:3166559
Sibano	id=g:3166560
Siano	id=g:3166561
Sgurgola	id=g:3166562
Fosso Sgrilla	id=g:3166563
Sgonico	id=g:3166564
Sgonico	id=g:3166565
Sghittosa	id=g:3166566
Sgarbozio	id=g:3166567
Castello Sforzesco	id=g:3166568
Sforzatica	id=g:3166569
Sforzacosta	id=g:3166570
Sezze	id=g:3166571
Seytes	id=g:3166572
Torrente Seveso	id=g:3166573
Seveso	id=g:3166574
Settimo Vittone	id=g:3166575
Settimo Torinese	id=g:3166576
Settimo Rottaro	id=g:3166577
Settimo	id=g:3166578
Torrente Settimana	id=g:3166579
Settima	id=g:3166580
Settignano	id=g:3166581
Settequerce	id=g:3166582
Sette Polesini	id=g:3166583
Monte Settepani	id=g:3166584
Riu Sette Ortas	id=g:3166585
Settefrati	id=g:3166586
Settecerri	id=g:3166587
Settecamini	id=g:3166588
Settebagni	id=g:3166589
Valle del Setta	id=g:3166590
Torrente Setta	id=g:3166591
Setri	id=g:3166592
Sestri Ponente	id=g:3166594
Sestri Levante	id=g:3166595
Sestriere	id=g:3166596
Sesto San Giovanni	id=g:3166598
Sestola	id=g:3166599
Sesto Imolese	id=g:3166600
Sesto Fiorentino	id=g:3166601
Sesto ed Uniti	id=g:3166602
Sesto Campano	id=g:3166603
Sesto Calende	id=g:3166604
Sesto al Reghena	id=g:3166605
Sesto - Sexten	id=g:3166606
Sestino	id=g:3166607
Sesta Godano	id=g:3166608
Sesso	id=g:3166609
Torrente Sessera	id=g:3166610
Sessant	id=g:3166611
Sessano del Molise	id=g:3166612
Sessa Cilento	id=g:3166613
Sessa Aurunca	id=g:3166614
Sesoret	id=g:3166615
Fiume Sesia	id=g:3166616
Servola	id=g:3166617
Servillo	id=g:3166618
Servigliano	id=g:3166619
Servagno	id=g:3166620
Stazione di Serrungarina-Tavernelle	id=g:3166621
Monte Serrone	id=g:3166622
Serrone	id=g:3166623
Serrone	id=g:3166624
Stazione Serro	id=g:3166625
Contrada Serro	id=g:3166626
Monte Serripola	id=g:3166627
Bocca Serriola	id=g:3166628
Serretto	id=g:3166629
Monte Serretella	id=g:3166630
Serreta	id=g:3166631
Serre di Rapolano	id=g:3166632
Serre	id=g:3166633
Serrazzano	id=g:3166634
Monte Serrazasilla	id=g:3166635
Serravalle Sesia	id=g:3166636
Serravalle Scrivia	id=g:3166637
Serravalle Pistoiese	id=g:3166638
Serravalle di Chienti	id=g:3166639
Serravalle Langhe	id=g:3166640
Serravalle d’Asti	id=g:3166641
Serravalle all’Adige	id=g:3166642
Isola Serravalle	id=g:3166643
Serravalle	id=g:3166644
Serravalle	id=g:3166646
Serravalle	id=g:3166647
Serravalle	id=g:3166648
Serravalle	id=g:3166649
Monte Serrato	id=g:3166651
Serrato	id=g:3166652
Serra Sant'Abbondio	id=g:3166653
Monte Serra Santa	id=g:3166654
Serra San Quirico	id=g:3166655
Serra Riccò	id=g:3166656
Serrara Fontana	id=g:3166657
Torrente Serrapotamo	id=g:3166658
Monte Serrapopolo	id=g:3166659
Serrapetrona	id=g:3166660
Stazione Serranova	id=g:3166661
Serrano	id=g:3166662
Serramonacesca	id=g:3166663
Serramezzana	id=g:3166664
Serramazzoni	id=g:3166665
Serralunga di Crea	id=g:3166666
Serralunga	id=g:3166667
Serralta	id=g:3166668
Serralta	id=g:3166669
Riu Serra Ispidda	id=g:3166670
Serraglione	id=g:3166671
Serraglio	id=g:3166672
Serragli Alti	id=g:3166673
Fosso di Serradica	id=g:3166674
Serradica	id=g:3166675
Serra del Monte	id=g:3166676
Serra dei Turchi	id=g:3166677
Serra de' Conti	id=g:3166678
Serrada	id=g:3166679
Serracapriola	id=g:3166680
Torrente Serra	id=g:3166681
Rio Serra	id=g:3166682
Punta della Serra	id=g:3166683
Monte la Serra	id=g:3166684
Monte Serra	id=g:3166685
Monte Serra	id=g:3166686
Serra	id=g:3166687
Serra	id=g:3166688
Serra	id=g:3166689
Fosso Serpenna	id=g:3166690
Serole	id=g:3166691
Serò	id=g:3166692
Sernaglia della Battaglia	id=g:3166693
Sermugnano	id=g:3166694
Sermoneta	id=g:3166695
Stazione di Sermide	id=g:3166696
Sermide	id=g:3166697
Torrente Sermenza	id=g:3166698
Serle	id=g:3166699
Monte Serio	id=g:3166700
Fiume Serio	id=g:3166701
Serino	id=g:3166702
Serini	id=g:3166703
Serina	id=g:3166704
Monte Serima	id=g:3166705
Seriate	id=g:3166706
Valle Seriana	id=g:3166707
Sergnano	id=g:3166708
Sergine di Sotto	id=g:3166709
Seren del Grappa	id=g:3166710
Seregno	id=g:3166711
Fiume Serchio	id=g:3166712
Riu Serbagusa	id=g:3166713
Seravezza	id=g:3166714
Sèrapo	id=g:3166715
Monte Serano	id=g:3166716
Sequsino	id=g:3166717
Sequals	id=g:3166718
Seppio	id=g:3166719
Sepino	id=g:3166720
Sepicciano	id=g:3166721
Torrente Sentino	id=g:3166722
Sentino	id=g:3166723
Monte Sentinella	id=g:3166724
Torrente Sente	id=g:3166725
Fiume Sente	id=g:3166726
Sensano	id=g:3166727
Sensano	id=g:3166728
Sennori	id=g:3166729
Sennes	id=g:3166730
Riu de Sennariolo	id=g:3166731
Sennariolo	id=g:3166732
Senna Lodigiana	id=g:3166733
Torrente Senna	id=g:3166734
Torrente Senna	id=g:3166735
Fosso Senna	id=g:3166736
Senise	id=g:3166737
Torrente Senio	id=g:3166738
Senin	id=g:3166739
Senigallia	id=g:3166740
Seniga	id=g:3166741
Fosso Seneta	id=g:3166742
Piano Senese	id=g:3166743
Monte Senes	id=g:3166744
Senerchia	id=g:3166745
Seneghe	id=g:3166746
Torrente Senatello	id=g:3166747
Monte Senario	id=g:3166748
Senarega	id=g:3166749
Punta di Senalonga	id=g:3166750
Comune di Senales	id=g:3166751
Senale-San Felice - Unsere Liebe Frau im Walde-St. Felix	id=g:3166752
Senago	id=g:3166753
Monte Semprevisa	id=g:3166754
Semon	id=g:3166756
Semivicoli	id=g:3166757
Semiana	id=g:3166758
Semestene	id=g:3166759
Semelano di Sotto	id=g:3166760
Selvuzzis	id=g:3166761
Selvone	id=g:3166762
Selvino	id=g:3166763
Selvetta	id=g:3166764
Selvena	id=g:3166765
Selvazzano Dentro	id=g:3166766
Fosso di Selvazzano	id=g:3166767
Selvavecchia	id=g:3166768
Selvatelle	id=g:3166769
Torrente Selva Spressa	id=g:3166770
Selvapiana	id=g:3166771
Selvanizza	id=g:3166772
Selva Grossa	id=g:3166773
Selva di Fasano	id=g:3166774
Selva di Cadore	id=g:3166775
Rio Selva dei Molini	id=g:3166776
Selva dei Molini - Muehlwald	id=g:3166777
Selvacava	id=g:3166778
Monte Selva Canuta	id=g:3166779
Poggio Selva	id=g:3166780
Monte della Selva	id=g:3166781
Monte della Selva	id=g:3166782
Fosso della Selva	id=g:3166783
Selva di Val Gardena - Wolkenstein in Groeden	id=g:3166784
Selva	id=g:3166785
Selva	id=g:3166786
Selva	id=g:3166787
Selva	id=g:3166788
Selva	id=g:3166789
Sellero	id=g:3166791
Torrente Sellate	id=g:3166792
Sellano	id=g:3166793
Sella della Turra	id=g:3166794
Passo di Sella	id=g:3166795
Monte Sella	id=g:3166796
Gruppo di Sella	id=g:3166797
Sella	id=g:3166798
Piana del Sele	id=g:3166799
Foce del Sele	id=g:3166800
Fiume Sele	id=g:3166801
Fosso della Selciatella	id=g:3166802
Selci	id=g:3166803
Selci	id=g:3166804
Canale della Selcella	id=g:3166805
Selbagnone	id=g:3166806
Segrate	id=g:3166808
Segondin	id=g:3166809
Torrente Segno	id=g:3166810
Fosso Segno	id=g:3166811
Segno	id=g:3166812
Segni	id=g:3166813
