Ali Muhammad Buhar	id=g:1184661
Chak Fifty-four Five L	id=g:1332173
Chak Seventy-five Five R	id=g:1332174
Chak Sixty-two-Four R	id=g:1332175
Amīrgarh	id=g:1332176
Chak Sixty-two Four R	id=g:1332177
Chak Sixty Four R	id=g:1332178
Chak Sixty Four R	id=g:1332179
Chak Fifty-three Five L	id=g:1332180
Chak Twenty-one Four L	id=g:1332181
Raīsānwāla	id=g:1332182
Chak Twenty-four Four L	id=g:1332183
Dhāya Minor	id=g:1332184
Four L Distributary	id=g:1332185
Chak Twenty-five Four L	id=g:1332186
Chak Seventeen Four L	id=g:1332187
Chak Fifteen Four L	id=g:1332188
Chak Fifty-two Five L	id=g:1332189
Chak Sixteen-Four L	id=g:1332190
Chak Thirty-nine Two L	id=g:1332191
Chak Forty Two L	id=g:1332192
Chak Forty-one Two L	id=g:1332193
Chak Twenty-seven Four L	id=g:1332194
Chak Forty-two Two L	id=g:1332195
Chak Twenty-six Four L	id=g:1332196
Chak Seven Four L	id=g:1332197
Chak Six Four L	id=g:1332198
Chak Thirty-five Two L	id=g:1332199
Chak Balochian	id=g:1332200
Chak Forty-four Two L	id=g:1332201
Chak Forty-five Two L	id=g:1332202
Two L Distributary	id=g:1332203
Three R Minor	id=g:1332204
Rahmat Deora	id=g:1332497
Chak Forty ML	id=g:1332498
Chak Thirty-nine ML	id=g:1332499
Chak Fifty-seven DB	id=g:1332500
Jāhānwāla	id=g:1332501
Sohānwāla	id=g:1332502
Sālārwāla	id=g:1332503
Chak Forty-nine DB	id=g:1332504
Chārgul	id=g:1332505
Tor Dheri Bāba	id=g:1332506
Khat Kili	id=g:1332507
Kūdezai	id=g:1332508
Khat Korūna	id=g:1332509
Bānda	id=g:1332510
Chatrāl	id=g:1332511
Kula Dheri	id=g:1332512
Fazal Kili	id=g:1332513
Hindi Khel	id=g:1332514
Jāni Khel	id=g:1332515
Araz Shāh Quli Khān	id=g:1332516
Sorāna Khān	id=g:1332517
Tarkhā Bāzi Khel	id=g:1332518
Hakīm Khān	id=g:1332519
Aspārla Khān	id=g:1332520
Tarkhānān	id=g:1332521
Nār Shukrullāh	id=g:1332522
Hasan Khan	id=g:1332523
Multāni	id=g:1332524
Faqīr Muhammad Masūm	id=g:1332525
Dourān Khān	id=g:1332526
Mani Khān	id=g:1332527
Fateh Khān Khel	id=g:1332528
Nār Bostān	id=g:1332529
Āzād Khān	id=g:1332530
Lāi Mīr Ahmad Shāh	id=g:1332531
Zindi Akbar Khān	id=g:1332532
Shaikh Pasanni	id=g:1332533
Hāji Gul	id=g:1332534
Kāzam Khān	id=g:1332535
Naurang Khān	id=g:1332536
Kalla Khān Multānj	id=g:1332537
Lāl Khān	id=g:1332538
Kuli Khān Pasanni	id=g:1332539
Muhammad Batanni	id=g:1332540
Muhammad Yār Khān	id=g:1332541
Atu Rām	id=g:1332542
Tāj Muhammad Khān	id=g:1332543
Āsa Nand	id=g:1332544
Saīd Khān	id=g:1332545
Asu Rām	id=g:1332546
Abdul Karīm Khān	id=g:1332547
Zindi Pasanni	id=g:1332548
Bachkl	id=g:1332549
Ali Khel	id=g:1332550
Malik Shāhi	id=g:1332551
Kas Jaimal	id=g:1332552
Zaman Shah	id=g:1332553
Zawāna	id=g:1332554
Ālam Khelan	id=g:1332555
Hayāt Khān	id=g:1332556
Kach Dourān Khān	id=g:1332557
Mir Akbar	id=g:1332558
Muhammad Ayāz Khān	id=g:1332559
Marwat	id=g:1332560
Azīm Khān	id=g:1332561
Nār Najīb Khān	id=g:1332562
Nekam	id=g:1332563
Kaski Abba Khel	id=g:1332564
Kana Khel	id=g:1332565
Sikandar Khān	id=g:1332566
Siman Khan	id=g:1332567
Dildā	id=g:1332568
Gul Dīn Khān	id=g:1332569
Akbar Khān Takhti Khel	id=g:1332570
Kāwal Shāh	id=g:1332571
Nār Mīr Abbās Shāh	id=g:1332572
Sher Ahmad	id=g:1332573
Karīm Khan	id=g:1332574
Muhammad Khān	id=g:1332575
Nawāz	id=g:1332576
Tarazam	id=g:1332577
Sardi Khel	id=g:1332578
Khān Khel	id=g:1332579
Madāk Khān Khel	id=g:1332580
Khati Rām	id=g:1332581
Landidāk Shāh Najīb	id=g:1332582
Landīdāk Khān Sūba	id=g:1332583
Mamat Khān	id=g:1332584
Wazīr Khan	id=g:1332585
Rahmat Ali	id=g:1332586
Jandu Khel	id=g:1332587
Akbar Ali Khān	id=g:1332588
Dallāh Khel Naurang	id=g:1332589
Ahmad Shāh	id=g:1332590
Ahmad Shāh	id=g:1332591
Sādullah Khān	id=g:1332592
Ghazā	id=g:1332593
Muhammad Amīr Wazīr	id=g:1332594
Gulbadīn	id=g:1332595
Landīdāk Khwāja	id=g:1332596
Damodhar	id=g:1332597
Sherdīl Khān	id=g:1332598
Niamat Garh	id=g:1332599
Faqīrābād	id=g:1332600
Abdur Rahmān	id=g:1332601
Gachi	id=g:1332602
Landīdāk Shādi	id=g:1332603
Shādi Khān	id=g:1332604
Saīd Khān	id=g:1332605
Landak Shaikh	id=g:1332606
Mīra Khel	id=g:1332607
Aligaper	id=g:1332608
Kalaniar	id=g:1332609
Torkaki	id=g:1332610
Murād Khān	id=g:1332611
Asmat	id=g:1332612
Topan Rām	id=g:1332613
Darya Khān	id=g:1332614
Kabūt Khān	id=g:1332615
Mīr Akbar Khān	id=g:1332616
Nār Mīr Akbar Khān	id=g:1332617
Nār Jafar Khān	id=g:1332618
Faizullāh Khān	id=g:1332619
Darab Khan	id=g:1332620
Totīābād	id=g:1332621
Attak	id=g:1332622
Āwāzi	id=g:1332623
Muzaffar Khān	id=g:1332624
Gula Khān	id=g:1332625
Jahāngīr	id=g:1332626
Hayāt Khān	id=g:1332627
Mīr Galam	id=g:1332628
Mad Aghrab	id=g:1332629
Muzaffar Khān	id=g:1332630
Pikhal Khān	id=g:1332631
Khān Shīrīn	id=g:1332632
Ghulām Haidar Khān	id=g:1332633
Rabāki	id=g:1332634
Muhammad Khān Qasūrīah	id=g:1332635
Mani Singh	id=g:1332636
Kashmīr Khān	id=g:1332637
Allāhdād	id=g:1332638
Gulfarāz	id=g:1332639
Mīr Abbās Khān	id=g:1332640
Som Nath	id=g:1332641
Aiam Khan	id=g:1332642
Nasar	id=g:1332643
Manzar	id=g:1332644
Abdul Hakīm	id=g:1332645
Ākhundān	id=g:1332646
Gidari	id=g:1332647
Nekam Gul	id=g:1332648
Sakho	id=g:1332649
Sikanoar	id=g:1332650
Shāh Malik	id=g:1332651
Nāib	id=g:1332652
Pir Khel	id=g:1332653
Dost Muhammad Khān	id=g:1332654
Muhammad Khān	id=g:1332655
Khān Zād Mughal Khel	id=g:1332656
Surkamand	id=g:1332657
Ganati	id=g:1332658
Jandar Qala	id=g:1332659
Gul Khān	id=g:1332660
Khīzān Khān	id=g:1332661
Kamāl Shāh	id=g:1332662
Zābta Khān	id=g:1332663
Shawāni Khel	id=g:1332664
Farīq Kalle	id=g:1332665
Sherzād	id=g:1332666
Sāiyidān	id=g:1332667
Rahmat Shāh	id=g:1332668
Pīrāt Kalle	id=g:1332669
Muzam Sher Ali	id=g:1332670
Hasan Khel Shāhdev	id=g:1332671
Hasan Khel	id=g:1332672
Surkamand	id=g:1332673
Nasri Bharat	id=g:1332674
Amīr Dād	id=g:1332675
Lāl Shāh	id=g:1332676
Hakīm Khojari	id=g:1332677
Shama Khel	id=g:1332678
Shakrullāh Jānbāz	id=g:1332679
Khojari Jāna	id=g:1332680
Bahāwal Khojari	id=g:1332681
Kot Jān Bahādur Land	id=g:1332682
Sādāt Rehmat Shāh	id=g:1332683
Abdullāh Khān	id=g:1332684
Purdil Khān	id=g:1332685
Ghoriwāla Station	id=g:1332686
Kot Pasha	id=g:1332687
Nam Shāh	id=g:1332688
Bahrām Shāh	id=g:1332689
Nama Dīn	id=g:1332690
Sher Ghain	id=g:1332691
Jahāngīr Khel	id=g:1332692
Sāle Khān	id=g:1332693
Ākhundān	id=g:1332694
Zargar Mama Khel	id=g:1332695
Ismāīli Mama Khel	id=g:1332696
Shāh Barri	id=g:1332697
Khuchi Puchi	id=g:1332698
Jalāt	id=g:1332699
Shābib Khān	id=g:1332700
Mughal Khel	id=g:1332701
Kajal	id=g:1332702
Kalān Tughal Khel	id=g:1332703
Pirān Tughal Khel	id=g:1332704
Bhangi Khān	id=g:1332705
Hāthi Khel	id=g:1332706
Hasan Khel	id=g:1332707
Hasan Khel	id=g:1332708
Zābta Khān	id=g:1332709
Būzi Hāji Gul Kili	id=g:1332710
Kot Qalandar	id=g:1332711
Azmat	id=g:1332712
Kabdona	id=g:1332713
Zamān Khān	id=g:1332714
Barat Khel	id=g:1332715
Kot Mehtar	id=g:1332716
Micnan Khel	id=g:1332717
Kandarwāla	id=g:1332718
Pīr Kalle	id=g:1332719
Jegi	id=g:1332720
Zanda Ghaibi	id=g:1332721
Gati Kalle	id=g:1332722
Mambāti Bārakzai	id=g:1332723
Gul Badan	id=g:1332724
Gidar	id=g:1332725
Shāh Dev	id=g:1332726
Fazal Dād	id=g:1332727
Bazīd Khān	id=g:1332728
Rahmān	id=g:1332729
Jhāngi	id=g:1332730
Haidar	id=g:1332731
Musa Khel	id=g:1332732
Ākhundān	id=g:1332733
Diwāna Tughal Khel	id=g:1332734
Mandra Khel	id=g:1332735
Sarmast Khān	id=g:1332736
Mīra Khel	id=g:1332737
Chapri	id=g:1332738
Mad Āzam	id=g:1332739
Daulat Khel	id=g:1332740
Bezāri Kili	id=g:1332741
Bait Ali	id=g:1332742
Michan Khel	id=g:1332743
Muāvia	id=g:1332744
Sarrsast	id=g:1332745
Manjha Khel	id=g:1332746
Kot Abduilāh Jān	id=g:1332747
Raz Gul	id=g:1332748
Sarbuland	id=g:1332749
Tarkhīwāla	id=g:1332750
Hasan Khel	id=g:1332751
Hukam Khān	id=g:1332752
Shagi Michan Khel	id=g:1332753
Kot Khanjān	id=g:1332754
Kot Begi	id=g:1332755
Tarkhiwāla Fazl Shāh	id=g:1332756
Allāh Dād	id=g:1332757
Gul Haidar Khān	id=g:1332758
Barākzai Mīrbāz	id=g:1332759
Barakhai	id=g:1332760
Kotka Snāh Madi	id=g:1332761
Madāmān Kalle	id=g:1332762
Habībullāl	id=g:1332763
Lāli Kalle	id=g:1332764
Tori Kalle	id=g:1332765
Guldād	id=g:1332766
Gula Khān	id=g:1332767
Amīrdād	id=g:1332768
Mehtar Īsa	id=g:1332769
Hakīm	id=g:1332770
Mandān	id=g:1332771
Sherzād Khān	id=g:1332772
Zālmi	id=g:1332773
Nanbezar Khān	id=g:1332774
Bada Mir Abbās	id=g:1332775
Kotka Muhammad Akhtar	id=g:1332776
Bhāi Khān	id=g:1332777
Mīr Ālam	id=g:1332778
Kotka Sāleh Khān	id=g:1332779
Khajram Khel	id=g:1332780
Mandūri	id=g:1332781
Kotka Muhammad Hussain	id=g:1332782
Kotka Nūr	id=g:1332783
Chak Dādān	id=g:1332784
Kotkai Targul Khān	id=g:1332785
Kotka Azmat	id=g:1332786
Nasībābād Gambar	id=g:1332787
Gambar	id=g:1332788
Ālam Khan	id=g:1332789
Tatar Khel	id=g:1332790
Ākhundān Kalle	id=g:1332791
Ayūb Khān	id=g:1332792
Nazīr Shāh	id=g:1332793
Ghulām Qādir	id=g:1332794
Bābar Kalle	id=g:1332795
Manai	id=g:1332796
Shāh Jahān	id=g:1332797
Kamar	id=g:1332798
Faqīrān	id=g:1332799
Dād Kili	id=g:1332800
Guli Kalle	id=g:1332801
Arsala Kalle	id=g:1332802
Changa Kalle	id=g:1332803
Saiyid Āzam	id=g:1332804
Shāh Zamāni	id=g:1332805
Ambar Shāh	id=g:1332806
Mita Fāzal Shāh	id=g:1332807
Ākhundān	id=g:1332808
Kingar	id=g:1332809
Sherdili Kili	id=g:1332810
Shaikhān	id=g:1332811
Khattak Khel	id=g:1332812
Qāzī Kalle	id=g:1332813
Bāzi	id=g:1332814
Umaro Kalle	id=g:1332815
Rāl Kili	id=g:1332816
Kili Nūr Muhammad	id=g:1332817
Mandān Sābu Khel	id=g:1332818
Sāleh Khān	id=g:1332819
Madāi	id=g:1332820
Kotkai Kili	id=g:1332821
Abbās Kalle	id=g:1332822
Bodāri Kalle	id=g:1332823
Wāja Dīn	id=g:1332824
Bari Khel	id=g:1332825
Ākhundān Kalle	id=g:1332826
Kotka Khwāja Jad	id=g:1332827
Kotka Miān Khel	id=g:1332828
Kori Shaikhān	id=g:1332829
Kotka Nādir Khān	id=g:1332830
Kotka Masīh Khān	id=g:1332831
Kotkai Ālar Khān	id=g:1332832
Piao Dīn	id=g:1332833
Ismāil Khāni	id=g:1332834
Gul Mir Khān	id=g:1332835
Kotka Azmat Khel	id=g:1332836
Bada Khel	id=g:1332837
Saru Bada Khel	id=g:1332838
Shāhbāz Azmat Khel	id=g:1332839
Ghani Michan Khel	id=g:1332840
Kotka Bābar	id=g:1332841
Mīrāsh	id=g:1332842
Nūrmali	id=g:1332843
Uzda	id=g:1332844
Pirān	id=g:1332845
Raza Khān	id=g:1332846
Imām Shāh	id=g:1332847
Allāhdād Khān	id=g:1332848
Abdul Rahmān	id=g:1332849
Ahmad Khān	id=g:1332850
Parez	id=g:1332851
Kotka Pīrān	id=g:1332852
Nāsir Fateh Khel	id=g:1332853
Pankzai	id=g:1332854
Mīr Azam	id=g:1332855
Danda Kalle	id=g:1332856
Sponi Kalle	id=g:1332857
Qalanari Kili	id=g:1332858
Koshi Kalle	id=g:1332859
Faiztalab	id=g:1332860
Bābu Jān	id=g:1332861
Hāli Khel	id=g:1332862
Hinjai Nūrbāz	id=g:1332863
Kotka Nawāl Khān	id=g:1332864
Juma Khān	id=g:1332865
Shakruilah	id=g:1332866
Drāb Khān	id=g:1332867
Ābezai	id=g:1332868
Sher Khān	id=g:1332869
Sher Ahmad Kalle	id=g:1332870
Manzar Shāh	id=g:1332871
Wazīr Hasan Khel	id=g:1332872
Sharīf Shāh	id=g:1332873
Gandli	id=g:1332874
Kotka Allāhdād	id=g:1332875
Salma Sikandar Khel	id=g:1332876
Aimal Khel	id=g:1332877
Akbar Khān	id=g:1332878
Behrām Shāh	id=g:1332879
Sadarwān	id=g:1332880
Khān Bahādur Gāzi	id=g:1332881
Mitha Khān	id=g:1332882
Khwāja Mīr	id=g:1332883
Gula Khān	id=g:1332884
Shinkandai	id=g:1332885
Maulādād	id=g:1332886
Shāh Zamāni	id=g:1332887
Nadamān	id=g:1332888
Samand Khān	id=g:1332889
Garhi Saiyidān	id=g:1332890
Shaikhān	id=g:1332891
Hindki	id=g:1332892
Parez	id=g:1332893
Jābār Kili	id=g:1332894
Bhittanni Kili	id=g:1332895
Akbar Ali Khān	id=g:1332896
Bābu Kili	id=g:1332897
Fātima Khel	id=g:1332898
Sherzād Khel	id=g:1332899
Kot Beli	id=g:1332900
Tālib Shāh	id=g:1332901
Kotka Feroz	id=g:1332902
Pīrdil Kili	id=g:1332903
Nizām Darman	id=g:1332904
Niāmat	id=g:1332905
Bīzān Khel	id=g:1332906
Gulzār Kalle	id=g:1332907
Matki Bizān Khel	id=g:1332908
Bharat Khel	id=g:1332909
Mehar	id=g:1332963
Kot Mūlchand Railway Station	id=g:1332964
Sikha Dheri	id=g:1332999
Bangla Dheri	id=g:1333000
Pole Bāba	id=g:1333001
Tahsīl	id=g:1333002
Nāsar Kili	id=g:1333003
Khazam	id=g:1333004
Nawe Kili	id=g:1333005
Sāīs Mandi	id=g:1333006
Kheshgi Distributary	id=g:1333007
Dheri Zardād Distributary	id=g:1333008
Risalpur Airfield	id=g:1333009
Nisatta Branch	id=g:1333010
Launda	id=g:1333011
Shāh Pasand Korūna	id=g:1333012
Sultānābad	id=g:1333013
Sardārābād	id=g:1333014
Lāl Dīn Talāo	id=g:1333015
Ghāzi Talāo	id=g:1333016
Zandau Talāo	id=g:1333017
Pīr Piai	id=g:1333018
Ganderi	id=g:1333019
Gul Khamīr Korūna	id=g:1333020
Tājak Korūna	id=g:1333021
Kalyās Bānda	id=g:1333022
Yusuf Khān Kili	id=g:1333023
Hāfiz Talāo	id=g:1333024
Rahīm Talāo	id=g:1333025
Hindu Talāo	id=g:1333026
Imra Dheri	id=g:1333027
Dab Canal	id=g:1333028
Abdur Rahmān Korūna	id=g:1333029
Saparli Dheri	id=g:1333030
Sher Bahādur Korūna	id=g:1333031
Captain Kili	id=g:1333032
Dherīwāl	id=g:1333033
Hindu Kili	id=g:1333034
Shāt Kili	id=g:1333035
Kālinjar Khesh	id=g:1333036
Dere Kili	id=g:1333037
Rashkai Minor	id=g:1333038
Gid Bannu Korūna	id=g:1333039
Sheno Kili	id=g:1333040
Qāzi Korūna	id=g:1333041
Tor Dher	id=g:1333042
Khatāb Korūna	id=g:1333043
Fazalābād	id=g:1333044
Garhi Akbar Khān	id=g:1333045
Garhi Amīnjān	id=g:1333046
Dheri Kili	id=g:1333047
Dab Akram Khān	id=g:1333048
Sūtmāra	id=g:1333049
Sultānābad	id=g:1333050
Qāzīābād	id=g:1333051
Patwāri Kili	id=g:1333052
Derai	id=g:1333053
Landi Nau	id=g:1333054
Dosehra Branch	id=g:1333055
Sultān Korūna	id=g:1333056
Spīnkāni	id=g:1333057
Tamīd Khān Kili	id=g:1333058
Sarband	id=g:1333059
Faqīr Kili	id=g:1333060
Papra	id=g:1333061
Amīrābād	id=g:1333062
Bāz Miān Kili	id=g:1333063
Garhi Sarfarāz Khān	id=g:1333064
Garhi Ghandal Khān	id=g:1333065
Malka Dher	id=g:1333066
Azīm Gul Miān Kili	id=g:1333067
Safdar Khān Korūna	id=g:1333068
Abās Korūna	id=g:1333069
Palosa Branch	id=g:1333070
Shekhi Bahādur Korūna	id=g:1333071
Shekhi Suhbat Khān	id=g:1333072
Bājor Korūna	id=g:1333073
Mahmūdābād	id=g:1333074
Khalah Korūna	id=g:1333075
Khānpur	id=g:1333076
Manz	id=g:1333077
Khadai	id=g:1333078
Manjāwar	id=g:1333079
Pasham Korūna	id=g:1333080
Maulagi Kili	id=g:1333081
Rahat Korūna	id=g:1333082
Sher Bādshāh Kili	id=g:1333083
Sar Dheri	id=g:1333084
Rānat Shāh Miān	id=g:1333085
Matīullāh Korūna	id=g:1333086
Yāqūb Khān Korūna	id=g:1333087
Kote Kili	id=g:1333088
Shergarh	id=g:1333089
Natu Hindu Kili	id=g:1333090
Sherdil Korūna	id=g:1333091
Charcha	id=g:1333092
Māho Dheri Minor	id=g:1333093
Said Azīm Korūna	id=g:1333094
Kandare	id=g:1333095
Narai	id=g:1333096
Miāngul Kili	id=g:1333097
Bakkare	id=g:1333098
Marwandi Kandah	id=g:1333099
Mufti Kili	id=g:1333100
Ayūbābād	id=g:1333101
Kulālān	id=g:1333102
Abdullāh Khān Korūna	id=g:1333103
Gujjaran Kili	id=g:1333104
Bāojān Kili	id=g:1333105
Būche	id=g:1333106
Uncha Kandah	id=g:1333107
Abdullāhābād	id=g:1333108
Kandarai	id=g:1333109
Chitrāl	id=g:1333110
Shātir Kili	id=g:1333111
Tūt Kili	id=g:1333112
Kandar	id=g:1333113
Muhammadgul Kili	id=g:1333114
Swāti	id=g:1333115
Isāra Nāla	id=g:1333116
Kulālān	id=g:1333117
Sherdil Khān Korūna	id=g:1333118
Qutab Garh	id=g:1333119
Shaikh Yūsuf Minor	id=g:1333120
Ibrāhīm Khān	id=g:1333121
Murdāra Drain	id=g:1333122
Gulpans Kili	id=g:1333123
Calvary Rakh	id=g:1333124
Shankar Kili	id=g:1333125
Ajāra	id=g:1333126
Anzar Korūna	id=g:1333127
Ajūn Korūna	id=g:1333128
Lāl Shāh Korūna	id=g:1333138
Sultāni Kili	id=g:1333140
Taibun Kili	id=g:1333141
Badrak Korūna	id=g:1333142
Aslam Kili	id=g:1333143
Habibzai	id=g:1333144
Chamyara Kili	id=g:1333145
Giggi Dheri	id=g:1333146
Ajun Kili	id=g:1333147
Yār Muhammad Korūna	id=g:1333148
Anwar Khān Korūna	id=g:1333149
Azim Khān Korūna	id=g:1333150
Īsa Khān Kili	id=g:1333151
Kaudare	id=g:1333152
Haidar Khān Kili	id=g:1333153
Geodi Minor	id=g:1333154
Lāl Muhammad	id=g:1333155
Kash Band	id=g:1333156
Kashband	id=g:1333157
Kumb Kaur	id=g:1333158
Meskin Kaur	id=g:1333159
Okar	id=g:1333160
Tāzān	id=g:1333161
Sāiji	id=g:1333162
Hujjāt Bāzār	id=g:1333163
Garuk	id=g:1333165
Sarchibi	id=g:1333169
Saman	id=g:1333170
Nawe Kaudare	id=g:1333171
Mīr Rahmān Korūna	id=g:1333172
Ūna Khel	id=g:1333173
Kanda Kili	id=g:1333174
Sadullah Khān Mīra Khel	id=g:1333175
Shāhwali Fateh Sher	id=g:1333176
Ahmad Mira Khel	id=g:1333177
Ali Siāl Khel	id=g:1333178
Miāniānwāli	id=g:1333179
Bharuli	id=g:1333180
Jhallewāli	id=g:1333181
Mahauriānwāla	id=g:1333182
Grīmali	id=g:1333183
Nurī	id=g:1333184
Sultān	id=g:1333185
Tura Bāz	id=g:1333186
Gole Khel	id=g:1333187
Chhidru Nāla	id=g:1333188
Gharīb Shāh	id=g:1333189
Shāhwāli	id=g:1333190
Khān Zamān Nāla	id=g:1333191
Mahāranwāla	id=g:1333192
Channūwāi	id=g:1333193
Sarāi	id=g:1333194
Shekalwāh	id=g:1333195
Kaprawāli	id=g:1333198
Uchhāli Reserve Forest	id=g:1333199
Naurang	id=g:1333200
Muhammad Shāh	id=g:1333201
Kariānwāla	id=g:1333202
Bāzar Nāla	id=g:1333203
Ratta Chohr	id=g:1333204
Lalumi	id=g:1333205
Dhāre	id=g:1333207
Saloki	id=g:1333208
Sakesar Reserve Forest	id=g:1333209
Tuletar	id=g:1333210
Amb Reserve Forest	id=g:1333212
Loh Wāhan	id=g:1333218
Dhodha Wāhan	id=g:1333219
Salt Chauki	id=g:1333220
Dhodha Wāhan	id=g:1333221
Jantok	id=g:1333222
Uchhwāli Wāhan	id=g:1333223
Ucha Dhera	id=g:1333224
Kāngar	id=g:1333225
Kuner	id=g:1333226
Binaki	id=g:1333227
Habib	id=g:1333228
Wauraroh	id=g:1333229
Bhān Gulla	id=g:1333230
Kuwariwāla Burj	id=g:1333231
Athla	id=g:1333232
Ghoghewāli	id=g:1333233
Chitta Reserve Forest	id=g:1333234
Seri Wāhan	id=g:1333235
Seri	id=g:1333236
Sangu Khel	id=g:1333237
Trimu Wāhan	id=g:1333238
Manjewāli	id=g:1333239
Chātūwāla	id=g:1333240
Khāji	id=g:1333241
Warhela Wāhan	id=g:1333242
Pirha	id=g:1333243
Jalīli	id=g:1333244
Hayātwāli Ban	id=g:1333245
Sutewāli	id=g:1333246
Murān	id=g:1333247
Keri	id=g:1333248
Muzaffar	id=g:1333249
Chātūwāla Nāla	id=g:1333250
Khaji Wāhan	id=g:1333251
Ganjaroh	id=g:1333252
Dhok Khānwāli	id=g:1333253
Allāhyār Khān	id=g:1333254
Zulfiqārwāli	id=g:1333255
Dhok Miāni	id=g:1333256
Athia Wāhan	id=g:1333257
Kairi Wāhan	id=g:1333258
Bagganwāla	id=g:1333259
Chauhar	id=g:1333260
Kanhatta	id=g:1333261
Karang Reserve Forest	id=g:1333262
Watumar	id=g:1333263
Sher Khān	id=g:1333264
Ahmad	id=g:1333265
Khān Zamānwāla	id=g:1333266
Ahmadwāla	id=g:1333267
Muhammad Khān	id=g:1333268
Kasānwāla Nāla	id=g:1333269
Allāhyār	id=g:1333270
Shatāla Nāla	id=g:1333271
Shatāla	id=g:1333272
Gorah Wāhan	id=g:1333273
Mahmdewāli	id=g:1333274
Bidhri Nāla	id=g:1333275
Kālāpāni	id=g:1333276
Sadhewāli	id=g:1333277
Lasūri	id=g:1333278
Khalak Dād	id=g:1333279
Adhin	id=g:1333280
Saidullāh Khān	id=g:1333281
Sultān Nāru	id=g:1333282
Ahmad Khanwāla	id=g:1333283
Sunroh	id=g:1333284
Galli	id=g:1333285
Bedri	id=g:1333286
Gumtān	id=g:1333287
Surandi	id=g:1333288
Warlāki	id=g:1333289
Shakkar Kakka	id=g:1333290
Loharānwāli	id=g:1333291
Nāra Nāla	id=g:1333292
Burzi	id=g:1333293
Mehrūwāli Gandi	id=g:1333294
Pighārwāla	id=g:1333295
Kharākuh	id=g:1333296
Rahīm	id=g:1333297
Miari Khān	id=g:1333298
Ratti Wāhan	id=g:1333299
Ganna	id=g:1333300
Bakwāla Kaili	id=g:1333301
Patāla Nāla	id=g:1333302
Kasaura	id=g:1333303
Bidar	id=g:1333304
Dhok Uchhur	id=g:1333305
Golar Nāla	id=g:1333306
Dudhārān	id=g:1333307
Majwanna	id=g:1333308
Las	id=g:1333309
Sambalwāla	id=g:1333310
Wandhārewāli	id=g:1333311
Lakhwālwāla Jāba	id=g:1333312
Kakuwāli	id=g:1333313
Serūwāli	id=g:1333314
Kachānwāli	id=g:1333315
Nammal Canal	id=g:1333316
Khān Beg	id=g:1333317
Wāhi River	id=g:1333318
Garūri	id=g:1333319
Gurābwāli	id=g:1333320
Wāhani	id=g:1333321
Raghaira Nāla	id=g:1333322
Qutb Khel	id=g:1333323
Allāhyār Khānwāli	id=g:1333324
Dhok Ahmad	id=g:1333325
Hassan Bahīwāli	id=g:1333326
Pakhoka	id=g:1333327
Dhanwānewāli	id=g:1333328
Arbelewāli	id=g:1333329
Qāzīwāli	id=g:1333330
Gadhīwāli	id=g:1333331
Tumān Jāba	id=g:1333332
Agumar	id=g:1333333
Guraddi Nāla	id=g:1333334
Kalwān	id=g:1333335
Fort Sirkap Rāja	id=g:1333336
Dhok Janwāl	id=g:1333337
Dhok Mora	id=g:1333338
Ziārat Hāfizj	id=g:1333340
Chāh Dherūwāla	id=g:1333341
Dhurnakka	id=g:1333342
Kalrī	id=g:1333343
Bhangyārwāli	id=g:1333344
Miān Sarwarwāli	id=g:1333345
Gulrangwāli	id=g:1333346
Ali Khān	id=g:1333347
Salt Chauki	id=g:1333348
Nammal Lake	id=g:1333349
Dhok Baloch Geru	id=g:1333350
Jangwalānwāla	id=g:1333351
Dhok Chhappar	id=g:1333352
Jhat	id=g:1333353
Dhok Geruānwāli	id=g:1333354
Dhok Ali Khān	id=g:1333355
Dhok Bānera	id=g:1333356
Allāhyār	id=g:1333357
Chāh Dulla Khel	id=g:1333358
Toba Nūr Shāh	id=g:1333359
Chaki	id=g:1333360
Turte Bahnīwāli	id=g:1333361
Kuthāla Kas	id=g:1333362
Ratti Dandīwāli	id=g:1333363
Rikhi Nāla	id=g:1333364
Rikhi	id=g:1333365
Bhir Nūr Ahmad Khelwāli	id=g:1333366
Bhir Shāh Niwāz	id=g:1333367
Dhok Muhammad Khānwāli	id=g:1333368
Nāoni	id=g:1333369
Dhok Bhakkar	id=g:1333370
Khudāyār	id=g:1333371
Dhok Fateh Khān Hamsāl	id=g:1333372
Gharīb	id=g:1333373
Akhtiār	id=g:1333374
Ashewāli	id=g:1333375
Azīz Khānwāli	id=g:1333376
Nāinwāli	id=g:1333377
Bherewāli	id=g:1333378
Kharog Nāla	id=g:1333379
Rahmān	id=g:1333380
Gul Muhammad	id=g:1333381
Fateh Khān	id=g:1333382
Dhok Muhammad Khel	id=g:1333383
Dhok Muhammad Yār	id=g:1333384
Hāfizji	id=g:1333385
Chak Dāh	id=g:1333386
Nūr Muhammad	id=g:1333387
Dhok Marchu Khel	id=g:1333388
Fateh Khān	id=g:1333389
Gulwāli	id=g:1333390
Bundīwāli	id=g:1333391
Nāiwāli	id=g:1333392
Kasi	id=g:1333393
Sultān Mahmūdwāli	id=g:1333394
Azīz Khān	id=g:1333395
Changa	id=g:1333396
Māndho	id=g:1333397
Mehr Khān	id=g:1333398
Qāzi Sharfuddīn	id=g:1333399
Allu	id=g:1333400
Sultān Ahmad	id=g:1333401
Yār Gul	id=g:1333402
