Kalalella	id=g:1242308
Hamillawa Wewa	id=g:1244917
Hameediyawatta Colony	id=g:1244918
Hameedia	id=g:1244919
Hambegamuwa Tank	id=g:1244920
Hambegamuwa	id=g:1244921
Hambare	id=g:1244922
Hambanwala	id=g:1244923
Hambantota Oya	id=g:1244924
Hambantota District	id=g:1244925
Hambantota	id=g:1244926
Hambankaragama	id=g:1244927
Hambakkarayagama	id=g:1244928
Hambagama	id=g:1244929
Hamarutan Kulam	id=g:1244930
Hamarayagala	id=g:1244931
Hamapola	id=g:1244932
Hamanugala Ela	id=g:1244933
Hamannawa Oya	id=g:1244934
Hamannawa	id=g:1244935
Hamannapahuwa Wewa	id=g:1244936
Hamannapahuwa	id=g:1244937
Hamangalla	id=g:1244938
Hamangalla	id=g:1244939
Hamangalla	id=g:1244940
Hamangala	id=g:1244941
Hamanduwa	id=g:1244942
Hamanawa	id=g:1244943
Hamanagoda	id=g:1244944
Saliyala	id=g:1244945
Halwitigala	id=g:1244946
Halwinna Dola	id=g:1244947
Halwinna	id=g:1244948
Halwinna	id=g:1244949
Halwella	id=g:1244950
Halwature Ganga	id=g:1244951
Halwaturakanda	id=g:1244952
Halwathurawatta	id=g:1244953
Halwatura	id=g:1244954
Halwala	id=g:1244955
Halwahala	id=g:1244956
Halugama	id=g:1244957
Halugama	id=g:1244958
Halugama	id=g:1244959
Haluepulu Wewa	id=g:1244960
Haltota	id=g:1244961
Halpola	id=g:1244962
Halpitiya	id=g:1244963
Halpita	id=g:1244964
Halpe	id=g:1244965
Halpe	id=g:1244966
Halpe	id=g:1244967
Halpe Estate	id=g:1244968
Halpe	id=g:1244969
Halpe	id=g:1244970
Halpe	id=g:1244971
Halpe	id=g:1244972
Halpawala	id=g:1244973
Halpatota	id=g:1244974
Halpanwila	id=g:1244975
Halpanwila	id=g:1244976
Halpan Wewa	id=g:1244977
Halpanwewa	id=g:1244978
Halpanwela	id=g:1244979
Halpankotuwa	id=g:1244980
Halpangoda Eliya	id=g:1244981
Halpane	id=g:1244982
Helpandeniya	id=g:1244983
Halpandeniya	id=g:1244984
Halpandenikanda	id=g:1244985
Hal Oya	id=g:1244986
Hal Oya	id=g:1244987
Haloya	id=g:1244988
Halovita	id=g:1244989
Haloluwa Ela	id=g:1244990
Haloluwa	id=g:1244991
Haloluwa	id=g:1244992
Haloluwa	id=g:1244993
Halminiya	id=g:1244994
Halmini Oya	id=g:1244995
Halmille Wewa	id=g:1244996
Halmille Wewa	id=g:1244997
Halmillewa Wewa	id=g:1244998
Halmillewa Wewa	id=g:1244999
Halmillewa Wewa	id=g:1245000
Halmillewa Wewa	id=g:1245001
Halmillewa	id=g:1245002
Halmillewa	id=g:1245003
Halmillewa	id=g:1245004
Halmilla Wewa	id=g:1245005
Halmilla Wewa	id=g:1245006
Hamilla Wewa	id=g:1245007
Halmilla Wewa	id=g:1245008
Halmilla Wewa	id=g:1245009
Halmilla Wewa	id=g:1245010
Halmilla Wewa	id=g:1245011
Halmillawewa	id=g:1245012
Halmillawetiya	id=g:1245013
Halmillapilawa Kandiya Wewa	id=g:1245014
Halmilla Oya	id=g:1245015
Halmillakulama	id=g:1245016
Halmillaketiya	id=g:1245017
Halmillagollewa	id=g:1245018
Halmillagolla	id=g:1245019
Halmillagaswewa	id=g:1245020
Halmillagalewala	id=g:1245021
Halmilla Ela	id=g:1245022
Halmilla Ara	id=g:1245023
Halmessa	id=g:1245024
Halmehikandura	id=g:1245025
Halloowella	id=g:1245026
Hailayem	id=g:1245027
Hallawa	id=g:1245028
Hallala	id=g:1245029
Hallakulam	id=g:1245030
Hallakanda	id=g:1245031
Halkandawila	id=g:1245032
Halkandawila	id=g:1245033
Haliellegedera	id=g:1245034
Haliyala	id=g:1245035
Haliyala	id=g:1245036
Haliyala	id=g:1245037
Haliyagama	id=g:1245038
Haliyadda	id=g:1245039
Haliwala	id=g:1245040
Hali Puhudiwula	id=g:1245041
Halinne Wewa	id=g:1245042
Halinna	id=g:1245043
Hali Kumbukgollewa	id=g:1245044
Halikuda Wewa	id=g:1245045
Haligangoda	id=g:1245046
Haligama	id=g:1245047
Haliela Tank	id=g:1245048
Hali Ela	id=g:1245049
Haliamulla	id=g:1245050
Halgran Oya	id=g:1245051
Halgranoya	id=g:1245052
Halgolle	id=g:1245053
Halgolla	id=g:1245054
Halgolla	id=g:1245055
Halgolla	id=g:1245056
Halgolla	id=g:1245057
Halgolla	id=g:1245058
Halgastota	id=g:1245059
Halgasmulla	id=g:1245060
Halgasketuwa Wewa	id=g:1245061
Halgashena	id=g:1245062
Halgampitiya	id=g:1245063
Halgahapitiya	id=g:1245064
Haldummulla	id=g:1245065
Haldummulla	id=g:1245066
Haldola	id=g:1245067
Haldanduwana North	id=g:1245068
Halbarawa Estate	id=g:1245069
Halawegoda	id=g:1245070
Halatutenna	id=g:1245071
Halaturakele	id=g:1245072
Halatura Ganga	id=g:1245073
Halapitiya	id=g:1245074
Halangoda	id=g:1245075
Halangoda	id=g:1245076
Halanduruwa	id=g:1245077
Halambe Wewa	id=g:1245078
Halambe Wewa	id=g:1245079
Halambe Wewa	id=g:1245080
Halambe	id=g:1245081
Halamba Wewa	id=g:1245082
Halamba Wewa	id=g:1245083
Halambawa Wewa	id=g:1245084
Halambagas Wewa	id=g:1245085
Halambagala Wewa	id=g:1245086
Halambagala	id=g:1245087
Halambadigana Wewa	id=g:1245088
Halagiriya	id=g:1245089
Halagamagama	id=g:1245090
Halagama	id=g:1245091
Haladiwela	id=g:1245092
Hala Apullana Wewa	id=g:1245093
Hakwetuna Oya	id=g:1245094
Hakwatune Oya Reservoir	id=g:1245095
Hakwadunna	id=g:1245096
Hakuruwela	id=g:1245097
Hakurutale	id=g:1245098
Hakurusiyambalawe	id=g:1245099
Hakuru Siyambala	id=g:1245100
Hakuruliyadda	id=g:1245101
Hakurukumbura	id=g:1245102
Hakuruketiyawa	id=g:1245103
Hakurukatiyawa	id=g:1245104
Hakuruhalmillewa	id=g:1245105
Hakurugammana	id=g:1245106
Hakmana	id=g:1245107
Hakmana	id=g:1245108
Hakirilla	id=g:1245109
Hakirilla	id=g:1245110
Hakgedi Wewa	id=g:1245111
Hakgalla	id=g:1245112
Hakgala Strict Natural Reserve	id=g:1245113
Hakgala	id=g:1245114
Hakgala	id=g:1245115
Hakamuwa	id=g:1245116
Hakahinna	id=g:1245117
Haggomuwa	id=g:1245118
Haggamuwa	id=g:1245119
Hagamwela	id=g:1245120
Haggala Group	id=g:1245121
Hagala	id=g:1245122
Hagala	id=g:1245123
Hagala	id=g:1245124
Hadu Wewa	id=g:1245125
Haduwela	id=g:1245126
Hadupitiya	id=g:1245127
Hadley	id=g:1245128
Hadiramulla	id=g:1245129
Hades	id=g:1245130
Heddagoda	id=g:1245131
Hadaththa Oya	id=g:1245132
Haburugala	id=g:1245133
Habetiya Wewa	id=g:1245134
Habessa Ruins	id=g:1245135
Habessa	id=g:1245136
Habunkaduwa	id=g:1245137
Habbeliara	id=g:1245138
Habba Wewa	id=g:1245139
Haba Wewa	id=g:1245140
Haba Wewa	id=g:1245141
Habawewa	id=g:1245142
Habawewa	id=g:1245143
Habarogama	id=g:1245144
Habarewa	id=g:1245145
Habarettawa	id=g:1245146
Habara Wewa	id=g:1245147
Habarawewa	id=g:1245148
Habarawatte Wewa	id=g:1245149
Habarawa	id=g:1245150
Habarawa	id=g:1245151
Habarawa	id=g:1245152
Habarattewala	id=g:1245153
Habarattewala	id=g:1245154
Habarattawala	id=g:1245155
Habarathtawela	id=g:1245156
Habarane Oya	id=g:1245157
Habarane	id=g:1245158
Habarane	id=g:1245159
Habaralu Wewa	id=g:1245160
Habaralu Ara	id=g:1245161
Habaralagahalanda	id=g:1245162
Habarakadawatta	id=g:1245163
Habarakada	id=g:1245164
Habarakada	id=g:1245165
Habaragoda Wewa	id=g:1245166
Habaragodagala	id=g:1245167
Habaragaswala	id=g:1245168
Habaragala Ara	id=g:1245169
Habaragahamada	id=g:1245170
Kabaragaha Ela	id=g:1245171
Habaraduwa West	id=g:1245172
Habaraduwa Central	id=g:1245173
Habaraduwa	id=g:1245174
Habalakkawa	id=g:1245175
Haba Kudawewa	id=g:1245176
Habakkala	id=g:1245177
Habagama	id=g:1245178
Haba Diwulwewa	id=g:1245179
Habadanekanda	id=g:1245180
Habadanekanda	id=g:1245181
Gu Wewa	id=g:1245182
Guruwewatta	id=g:1245183
Guruwewa	id=g:1245184
Guruwela	id=g:1245185
Guruwala Oya	id=g:1245186
Guruwala Ara	id=g:1245187
Guruwala	id=g:1245188
Guruththa Wewa	id=g:1245189
Gurutalawa	id=g:1245190
Gurussa	id=g:1245191
Gurussa	id=g:1245192
Gurusinghagoda	id=g:1245193
Gurupokuna	id=g:1245194
Gurupihilla	id=g:1245195
Gurupaswewa	id=g:1245196
Gurupanwela	id=g:1245197
Gurupanwela	id=g:1245198
Gurunnehele Ulpota	id=g:1245199
Gurunnehelagama	id=g:1245200
Gurunnehegeara	id=g:1245201
Gurunnahena	id=g:1245202
Gurumuddenna	id=g:1245203
Gurumaditta	id=g:1245204
Gurumade	id=g:1245205
Gurumada	id=g:1245206
Gurumada	id=g:1245207
Guruluwela Wewa	id=g:1245208
Guruluwela	id=g:1245209
Guruluwana	id=g:1245210
Gurulupota	id=g:1245211
Gurulupitiyagama	id=g:1245212
Gurulubedda	id=g:1245213
Gurullawala	id=g:1245214
Gurulepola	id=g:1245215
Gurukumbura	id=g:1245216
Gurukete	id=g:1245217
Gurukanda	id=g:1245218
Guruhela Ela	id=g:1245219
Guruhela	id=g:1245220
Guruhela	id=g:1245221
Guru Hammillewa	id=g:1245222
Gurugudu Point	id=g:1245223
Gurugodella	id=g:1245224
Gurugodella	id=g:1245225
Gurugoda Oya	id=g:1245226
Gurugoda	id=g:1245227
Gurugoda	id=g:1245228
Gurugoda	id=g:1245229
Gurugoda	id=g:1245230
Gurugama	id=g:1245231
Gurugama	id=g:1245232
Gurugal Oya	id=g:1245233
Gurugalla	id=g:1245234
Gurugalaella	id=g:1245235
Gurugala	id=g:1245236
Gurudola	id=g:1245237
Gurudola	id=g:1245238
Gurudeniya	id=g:1245239
Gurubewilagama	id=g:1245240
Gurubewila	id=g:1245241
Gurubebila	id=g:1245242
Guru Ara	id=g:1245243
Guruara	id=g:1245244
Guriyamba	id=g:1245245
Gurikana Ela	id=g:1245246
Gurulawela	id=g:1245247
Udagammedda	id=g:1245248
Gunnepana Pallegammedda	id=g:1245249
Gunnepana Madige	id=g:1245250
Gunnepana Gabadagama	id=g:1245251
Gungomuwa	id=g:1245252
Gungoda-arawa	id=g:1245253
Gunadaha	id=g:1245254
Gulupettawewa	id=g:1245255
Gulupettawewa	id=g:1245256
Gulawita	id=g:1245257
Gulanekanda	id=g:1245258
Gulanawatta	id=g:1245259
Gulagedara Ela	id=g:1245260
Gulagedara	id=g:1245261
Guava Hill	id=g:1245262
Grommet Rock	id=g:1245263
Greymont	id=g:1245264
Gregory Lake	id=g:1245265
Greenwood	id=g:1245266
Greenwood	id=g:1245267
Green Hayes	id=g:1245268
Great Western	id=g:1245269
Great Western	id=g:1245270
Greatwalley	id=g:1245271
Great Sober Island Sanctuary	id=g:1245272
Great Sober Island	id=g:1245273
Great Basses Ridge	id=g:1245274
Great Basses Reef	id=g:1245275
Gravet Point	id=g:1245276
Grandpass	id=g:1245277
Grahams Land	id=g:1245278
Gracelynwatta Colony	id=g:1245279
Gracelyn	id=g:1245280
Graceland	id=g:1245281
Graal Odai	id=g:1245282
Goyigoda	id=g:1245283
Goyankola Mayagala Wewa	id=g:1245284
Goyambokka	id=g:1245285
Goyagala Wewa	id=g:1245286
Govinna	id=g:1245287
Gowerakelle	id=g:1245288
Gowamulla	id=g:1245289
Govinna	id=g:1245290
Govinda	id=g:1245291
Govindagama	id=g:1245292
Govinda	id=g:1245293
Govigama	id=g:1245294
Governors Pool	id=g:1245295
Goussagama	id=g:1245296
Goussa	id=g:1245297
Gouravilla	id=g:1245298
Gotuwela	id=g:1245299
Gottembara Ela	id=g:1245300
Gotetuwa	id=g:1245301
Gotatuwa	id=g:1245302
Gotamegama	id=g:1245303
Gorthie	id=g:1245304
Gorakaluwa	id=g:1245305
Gorokgoda	id=g:1245306
Gorakagahapotta	id=g:1245307
Gorokgahamada	id=g:1245308
Gordon	id=g:1245309
Gorandihela	id=g:1245310
Gorakgasagare	id=g:1245311
Gorakgas Agara	id=g:1245312
Gorakgala	id=g:1245313
Gorakawela	id=g:1245314
Gorakawala	id=g:1245315
Gorakapola	id=g:1245316
Gorakapokuna	id=g:1245317
Gorakapitiya	id=g:1245318
Gorakana	id=g:1245319
Gorakamaditta	id=g:1245320
Gorakagoda	id=g:1245321
Gorakagahakotuwa	id=g:1245322
Goraka Ela	id=g:1245323
Gorakaela	id=g:1245324
Gorakadola Colony	id=g:1245325
Gorakadola	id=g:1245326
Gorakadola	id=g:1245327
Gorakadeniya	id=g:1245328
Gorakadeniya	id=g:1245329
Gopelessa	id=g:1245330
Gopallawa	id=g:1245331
Gopallawa	id=g:1245332
Gopalagedara	id=g:1245333
Goo Wewa	id=g:1245334
Goorook Oya	id=g:1245335
Goorookoya	id=g:1245336
Goonambilwatta	id=g:1245337
Goonalagama	id=g:1245338
Gomarayawatta	id=g:1245339
Goolshaneally	id=g:1245340
Goodwood	id=g:1245341
Goodview	id=g:1245342
Good Hope	id=g:1245343
Good Hope	id=g:1245344
Gonunpennu Ela	id=g:1245345
Gonungama	id=g:1245346
Gonumeriyawa	id=g:1245347
Gonumeruwewa	id=g:1245348
Gonumalepidiwilla	id=g:1245349
Gonulla	id=g:1245350
Gonuhaddanawa Kudagama	id=g:1245351
Gonuhaddanawa	id=g:1245352
Gontale	id=g:1245353
Gontalawa	id=g:1245354
Gonoruwa	id=g:1245355
Gonnowa Ela	id=g:1245356
Gonnowa	id=g:1245357
Gonnawa	id=g:1245358
Gonnape	id=g:1245359
Gonnagassewa	id=g:1245360
Gonnagama	id=g:1245361
Gonkatuwa	id=g:1245362
Gonkatuwa	id=g:1245363
Goniketiya	id=g:1245364
Gonigoda	id=g:1245365
Gonigoda	id=g:1245366
Gonigale	id=g:1245367
Gongitota	id=g:1245368
Gongawelana	id=g:1245369
Gongawala	id=g:1245370
Gongalla	id=g:1245371
Gongala	id=g:1245372
Gonewe Ihala Wewa	id=g:1245373
Gonewala	id=g:1245374
Gonewa	id=g:1245375
Gonewa	id=g:1245376
Gondiwala	id=g:1245377
Gondennawa	id=g:1245378
Gondeniya	id=g:1245379
Gondenikanda	id=g:1245380
Gondawela	id=g:1245381
Gondamana	id=g:1245382
Gondaiyoalu Kandura	id=g:1245383
Gonawila	id=g:1245384
Gonawila	id=g:1245385
Gonawiddi Wewa	id=g:1245386
Gonawiddagala Wewa	id=g:1245387
Gonawiddagala	id=g:1245388
Gona Wewa	id=g:1245389
Gonawella	id=g:1245390
Gonawela	id=g:1245391
Gonawala	id=g:1245392
Gonawattekanda	id=g:1245393
Gonawatta	id=g:1245394
Gonawala	id=g:1245395
Gonawala	id=g:1245396
Gonawala	id=g:1245397
Gonawa	id=g:1245398
Gonavy	id=g:1245399
Gothatuwegedera	id=g:1245400
Gonatulawa Oya	id=g:1245401
Gonatibbatugolla	id=g:1245402
Gonaramba	id=g:1245403
Gonapure	id=g:1245404
Gonapola	id=g:1245405
Gonapola	id=g:1245406
Gonapitiya	id=g:1245407
Gonapitiya	id=g:1245408
Gonapinuwala West	id=g:1245409
Gonapinuwala East	id=g:1245410
Gonapetiyawa	id=g:1245411
Gonaoluwa Wewa	id=g:1245412
Gonamuwa Wewa	id=g:1245413
Gonamuwa	id=g:1245414
Gonamotawa	id=g:1245415
Gonamotawa	id=g:1245416
Gonamale Wewa	id=g:1245417
Gonamalewa Wewa	id=g:1245418
Gonamalakema	id=g:1245419
Gonamala Ara	id=g:1245420
Gonamaditta	id=g:1245421
Gonamaditta	id=g:1245422
Gonamaditta	id=g:1245423
Gonamada	id=g:1245424
Gonalagoda	id=g:1245425
Gonalagama	id=g:1245426
Gonalabbe Lewaya	id=g:1245427
Gonakumbura	id=g:1245428
Gonakellie	id=g:1245429
Gonahena	id=g:1245430
Gonahena	id=g:1245431
Gonagomuwa	id=g:1245432
Gonagolla	id=g:1245433
Gonagamuwa	id=g:1245434
Gonagamma	id=g:1245435
Gonagama Wewa	id=g:1245436
Gonagan Ara	id=g:1245437
Gonagama	id=g:1245438
Gonagama	id=g:1245439
Gonagama	id=g:1245440
Gonagaldeniya	id=g:1245441
Gonagaldeniya	id=g:1245442
Gonagala Wewa	id=g:1245443
Gona Gala	id=g:1245444
Gonagala	id=g:1245445
Gonagala	id=g:1245446
Gona Gala	id=g:1245447
Gonagala	id=g:1245448
Gonagala	id=g:1245449
Gonagala	id=g:1245450
Gonagala	id=g:1245451
Gonagaha	id=g:1245452
Gonaduwa	id=g:1245453
Gonadeniyagama	id=g:1245454
Gonadeniya Forest Reserve	id=g:1245455
Gonadeniya	id=g:1245456
Gonadeniya	id=g:1245457
Gonadeniya	id=g:1245458
Gonadeniya	id=g:1245459
Gonabokka	id=g:1245460
Gonabendewa Wewa	id=g:1245461
Gomugomuwa Pahala	id=g:1245462
Gomugomuwa Ihala	id=g:1245463
Gommunewa	id=g:1245464
Gommotawa Vihare	id=g:1245465
Gommoliya Rocks	id=g:1245466
Gomila	id=g:1245467
Gomiarawa	id=g:1245468
Gombaddala	id=g:1245469
Gomarayankalla Colony	id=g:1245470
Gomarayankadawala	id=g:1245471
Gomarankadawala	id=g:1245472
Gomarakanda	id=g:1245473
Gomala Oya	id=g:1245474
Gomagoda	id=g:1245475
Gomagoda	id=g:1245476
Gomaduwa	id=g:1245477
Gomadiyawala Ara	id=g:1245478
Gomadiyagala	id=g:1245479
Gomadale	id=g:1245480
Goluwawa	id=g:1245481
Goluwamulla	id=g:1245482
Golupettawewa	id=g:1245483
Golummahara	id=g:1245484
Golumaradankulama	id=g:1245485
Golten Wewa	id=g:1245486
Gollangolla	id=g:1245487
Golinda	id=g:1245488
Golegammana	id=g:1245489
Golden Hope	id=g:1245490
Golconda	id=g:1245491
Gola Wewa	id=g:1245492
Golahenwatta	id=g:1245493
Golahela	id=g:1245494
Gokarellagama	id=g:1245495
Gokarella	id=g:1245496
Gokarella	id=g:1245497
Gojaragama	id=g:1245498
Goiyapana	id=g:1245499
Goipola Ara	id=g:1245500
Goindu Oya	id=g:1245501
Goindahela	id=g:1245502
Goigama	id=g:1245503
Godunna	id=g:1245504
Godigomuwa Wewa	id=g:1245505
Godigamuwa East	id=g:1245506
Godigomuwa	id=g:1245507
Godigomuwa	id=g:1245508
Godigamuwa Wewa	id=g:1245509
Godigamuwa	id=g:1245510
Godigamuwa	id=g:1245511
Godigamuwa	id=g:1245512
Godigamuwa	id=g:1245513
Godigamuwa	id=g:1245514
Godigamuwa	id=g:1245515
Godigamuwa	id=g:1245516
Godepatha Wewa	id=g:1245517
Godelletota	id=g:1245518
Godellawela	id=g:1245519
Godellawatta	id=g:1245520
Godella	id=g:1245521
Godella	id=g:1245522
Godella	id=g:1245523
Gode Kalapuwa	id=g:1245524
Godegama	id=g:1245525
Godduwa	id=g:1245526
Godayaya	id=g:1245527
Godayaya	id=g:1245528
Godayaya	id=g:1245529
Godayakanda	id=g:1245530
Godayagama	id=g:1245531
Godawitigedara	id=g:1245532
Godawita	id=g:1245533
Goda Wewa	id=g:1245534
Godawewa	id=g:1245535
Godawenna	id=g:1245536
Godawelipokuna Hela	id=g:1245537
Godawela Wewa	id=g:1245538
Godawela Wewa	id=g:1245539
Godawela	id=g:1245540
Godawela	id=g:1245541
Godawela	id=g:1245542
Godawela	id=g:1245543
Godawela	id=g:1245544
Godawela	id=g:1245545
Godawaye	id=g:1245546
Godawanegoda	id=g:1245547
Godawana	id=g:1245548
Godawala Wewa	id=g:1245549
Godawa	id=g:1245550
Godaudawela	id=g:1245551
Godaudawadikanda	id=g:1245552
Godauda	id=g:1245553
Godatale	id=g:1245554
Godasheha	id=g:1245555
Godaratmale	id=g:1245556
Godapussa	id=g:1245557
Godapola Colony	id=g:1245558
Godapola	id=g:1245559
Godapola	id=g:1245560
Godapola	id=g:1245561
Godapitagama	id=g:1245562
Godapala	id=g:1245563
Goda Oya	id=g:1245564
Godanwala	id=g:1245565
Godamunna	id=g:1245566
Godamunna	id=g:1245567
Godamune	id=g:1245568
Godathurawa	id=g:1245569
Godakumbura Wewa	id=g:1245570
Godakumbura Oya	id=g:1245571
Godakumbura	id=g:1245572
Godakumbura	id=g:1245573
Godakumbura	id=g:1245574
Godakoggalla	id=g:1245575
Godakewela	id=g:1245576
Godakanda	id=g:1245577
Godakanda	id=g:1245578
Godakanda	id=g:1245579
Godakalana	id=g:1245580
Godahitigama	id=g:1245581
Godahinna	id=g:1245582
Godahena	id=g:1245583
Godahena	id=g:1245584
Godahena	id=g:1245585
Godahena	id=g:1245586
Godahela	id=g:1245587
Godagomayagama	id=g:1245588
Godagedipokuna	id=g:1245589
Godagedara	id=g:1245590
Godagedara	id=g:1245591
Godaganwela	id=g:1245592
Godagandeniya	id=g:1245593
Godagandeniya	id=g:1245594
Godagampola	id=g:1245595
Godagampola	id=g:1245596
Godagama	id=g:1245597
Godagama	id=g:1245598
Godagama	id=g:1245599
Godagama	id=g:1245600
Godagama	id=g:1245601
Godagama	id=g:1245602
Godagama	id=g:1245603
Godagama	id=g:1245604
Godagama	id=g:1245605
Godagama	id=g:1245606
Godagama	id=g:1245607
Godagama	id=g:1245608
Godagama	id=g:1245609
Godagala Point	id=g:1245610
Goda Gala	id=g:1245611
Goda Gala	id=g:1245612
Godagala	id=g:1245613
Godagaha Wewa	id=g:1245614
Godagaha Wewa	id=g:1245615
Godagaha Wewa	id=g:1245616
Godagaha Ela	id=g:1245617
Goda Ela	id=g:1245618
Godabedda	id=g:1245619
Goatfell	id=g:1245620
Gneiss-Rock	id=g:1245621
Gnaniyaur Tank	id=g:1245622
Gnanimadam	id=g:1245623
Gnanikulama	id=g:1245624
Gnanikulama	id=g:1245625
Glosenberg Point	id=g:1245626
Glenury	id=g:1245627
Glenugie	id=g:1245628
Glentress	id=g:1245629
Glentilt	id=g:1245630
Glentaffe	id=g:1245631
Glenorchy	id=g:1245632
Glenomera	id=g:1245633
Glenlyon	id=g:1245634
Glengariff	id=g:1245635
Glenesk Estate	id=g:1245636
Glenella	id=g:1245637
Gleneagles	id=g:1245638
Goendon	id=g:1245639
Glen Devon	id=g:1245640
Glencorse Estate	id=g:1245641
Glencairn	id=g:1245642
Glenanore	id=g:1245643
Glenalvah	id=g:1245644
Glenalmond	id=g:1245645
Glenalla	id=g:1245646
Glassel Estate	id=g:1245647
Glassaugh	id=g:1245648
Glasgow	id=g:1245649
Gladstone	id=g:1245650
Giriwara	id=g:1245651
Giriullakanda	id=g:1245652
Giriulla	id=g:1245653
Giritale Wewa	id=g:1245654
Giritale Oya	id=g:1245655
Giritalemulla	id=g:1245656
Giritale Colony	id=g:1245657
Giritale	id=g:1245658
Giritala	id=g:1245659
Girikula Kalapuwa	id=g:1245660
Girikula Ara	id=g:1245661
Girikola	id=g:1245662
Girihagama	id=g:1245663
Giridara	id=g:1245664
Giridamuna Wewa	id=g:1245665
Giridamuna	id=g:1245666
Giraulla	id=g:1245667
Giratalane South	id=g:1245668
Giratalana	id=g:1245669
Giratalana	id=g:1245670
Girantalawa	id=g:1245671
Girankitte Oya	id=g:1245672
Giranegama Wewa	id=g:1245673
Giranegama	id=g:1245674
Giranegama	id=g:1245675
Giranduwa	id=g:1245676
Girana	id=g:1245677
Giramba	id=g:1245678
Giramadola	id=g:1245679
Giralagolla Wewa	id=g:1245680
Girakettewa	id=g:1245681
Girakethikumbura	id=g:1245682
Giragoda	id=g:1245683
Giragammana	id=g:1245684
Giragama	id=g:1245685
Giragama	id=g:1245686
Giragama	id=g:1245687
Gintota	id=g:1245688
Gin Oya	id=g:1245689
Gin Oya	id=g:1245690
Ginnoruwa	id=g:1245691
Ginniedominie	id=g:1245692
Ginneriya	id=g:1245693
Ginneliya	id=g:1245694
Ginitillawala	id=g:1245695
Ginipendegam	id=g:1245696
Ginipenda	id=g:1245697
Ginimellagaha West	id=g:1245698
Ginimellagaha East	id=g:1245699
Ginimanna	id=g:1245700
Ginimanna	id=g:1245701
Ginimandawela	id=g:1245702
Ginikatuwewa	id=g:1245703
Ginikarawa	id=g:1245704
Ginihiriya	id=g:1245705
Giniheriya	id=g:1245706
Ginihappitiya	id=g:1245707
Ginigathpitiya	id=g:1245708
Ginigathena	id=g:1245709
Ginigatgala	id=g:1245710
Ginigasmulla	id=g:1245711
Ginigal Wewa	id=g:1245712
Ginigalpelessa	id=g:1245713
Ginigala Gawahena	id=g:1245714
Ginidammana	id=g:1245715
Ginidammana	id=g:1245716
Ginidamana Wewa	id=g:1245717
Gingranoya	id=g:1245718
Gin Ganga	id=g:1245719
Gillards Town	id=g:1245720
Gilimale	id=g:1245721
Gilcroft	id=g:1245722
Gillury	id=g:1245723
Gekiyanakanda	id=g:1245724
Geekiyanagedara	id=g:1245725
Gigurawa Pahala	id=g:1245726
Gigurawa Ihala	id=g:1245727
Gigunmaduwa	id=g:1245728
Giddawa	id=g:1245729
Giddawa Waradiwela	id=g:1245730
Gibbet Island	id=g:1245731
Giants Tomb	id=g:1245732
Giants Tank Sanctuary	id=g:1245733
Giants Tank	id=g:1245734
Ghulana	id=g:1245735
Gewilipitiya	id=g:1245736
Gevilipitiya	id=g:1245737
Getuwana Ela	id=g:1245738
Getulawa Wewa	id=g:1245739
Getulawa	id=g:1245740
Getulawa	id=g:1245741
Gettuwana	id=g:1245742
Gettiyawala	id=g:1245743
Gathtararemunagoda	id=g:1245744
Geltapola	id=g:1245745
Getiyamulla	id=g:1245746
Getilewa	id=g:1245747
Getilawa	id=g:1245748
Getilawa	id=g:1245749
Gete Wewa	id=g:1245750
Getelewa Colony	id=g:1245751
Getawaragala	id=g:1245752
Getaulawa	id=g:1245753
Getaulawa	id=g:1245754
Getapalugolla	id=g:1245755
Gatangama	id=g:1245756
Getamuruta	id=g:1245757
Getamune Wewa	id=g:1245758
Getamune	id=g:1245759
Getambe	id=g:1245760
Getamanna South	id=g:1245761
Getamanna North	id=g:1245762
Getalewa Wewa	id=g:1245763
Getalagamakanda	id=g:1245764
Getalagama	id=g:1245765
Getakumbuka Wewa	id=g:1245766
Getakumbuka Ara	id=g:1245767
Gotakullawa	id=g:1245768
Gatahetta Oya	id=g:1245769
Getahetta	id=g:1245770
Getahena	id=g:1245771
Getadiwula	id=g:1245772
Getadivulwewa	id=g:1245773
Getadivula	id=g:1245774
Getadivula	id=g:1245775
Getaberikanda	id=g:1245776
Gertrudesland	id=g:1245777
Gertrudesland	id=g:1245778
Gerimus Pokuna Wewa	id=g:1245779
Gerimas Pokuna	id=g:1245780
Gerapatgama	id=g:1245781
Gerandiyahela	id=g:1245782
Gerandigala	id=g:1245783
Gerandiella	id=g:1245784
Gerandiella	id=g:1245785
Gerandibakinna	id=g:1245786
Geralipitiya	id=g:1245787
Gepellawa	id=g:1245788
Gepallawa	id=g:1245789
Gepallewa	id=g:1245790
Genogamuwa Wewa	id=g:1245791
Gengala Villu	id=g:1245792
Gengala Villu	id=g:1245793
Gendagala	id=g:1245794
Genawana	id=g:1245795
Gemunupura	id=g:1245796
Gem-pit Pool	id=g:1245797
Gembrooke	id=g:1245798
Geli Oya	id=g:1245799
Geli Oya	id=g:1245800
Gelanigama	id=g:1245801
Gehenuwala	id=g:1245802
Geekiyanagedera	id=g:1245803
Geekiyanagedara Wewa	id=g:1245804
Gedumana	id=g:1245805
Geduwagaswewa	id=g:1245806
Gediwila	id=g:1245807
Gedippala	id=g:1245808
Gedigaswalana	id=g:1245809
