Quebrada La Julia	id=g:3781369
Las Macanas	id=g:3784944
Quebrada Los Chorros	id=g:3784945
Quebrada del Bosque	id=g:3784946
Quebrada Santa Ana	id=g:3784947
Quebrada San Antonio	id=g:3784948
La Cascada	id=g:3784949
Quebrada San Rafael	id=g:3784950
San Rafael	id=g:3784951
Quebrada Olivares	id=g:3784952
Quebrada Valdivia	id=g:3784953
La Salada	id=g:3784954
El Clavel	id=g:3784955
Quebrada La Honda	id=g:3784956
Morro El Cuchillón	id=g:3784957
Río San Antonio	id=g:3784958
Río Claro	id=g:3784959
Campo Alegre	id=g:3784960
Alto Nudillales	id=g:3784961
Río Cartama	id=g:3784962
Quebrada El Salado	id=g:3784963
Alto Chaquito	id=g:3784964
Betania	id=g:3784965
Cuchilla Valle	id=g:3784966
Cartama	id=g:3784967
Cañada La Miel	id=g:3784968
Cuchilla Papeles	id=g:3784969
Quebrada Vieja	id=g:3784970
Cañada Mina	id=g:3784971
Quebrada Organales	id=g:3784972
Río Conde	id=g:3784973
Cañada Santa Elena	id=g:3784974
Quebrada Mundo Nuevo	id=g:3784975
Quebrada Tacos	id=g:3784976
Hacienda La Línea	id=g:3784977
Quebrada Cañas	id=g:3784978
Quebrada Santa Mónica	id=g:3784979
La Unión	id=g:3784980
Quebrada La Unión	id=g:3784981
Quebrada La Sierra	id=g:3784982
Cuchilla Potrerillo	id=g:3784983
Poleal	id=g:3784984
Hacienda La Pastora	id=g:3784985
Yarumalito	id=g:3784986
Cuchilla Poterillo	id=g:3784987
Hacienda La Graciela	id=g:3784988
Hacienda Ismael	id=g:3784989
Hacienda La Esperanza	id=g:3784990
Quebrada Sabaleta	id=g:3784991
Guadalajara	id=g:3784992
Hacienda La Esmeralda	id=g:3784993
Corinto	id=g:3784994
Quebrada Colorada	id=g:3784995
Quebrada Sardina	id=g:3784996
Fabiana	id=g:3784997
Hacienda La Coqueta	id=g:3784998
San José	id=g:3784999
Hacienda La Zulia	id=g:3785000
Quebrada Palmichala	id=g:3785001
Estación Aguadas	id=g:3785002
Cañada Balsal	id=g:3785003
Quebrada Vequedo	id=g:3785004
Quebrada Gatos	id=g:3785005
Hacienda Malabel	id=g:3785006
Cañada San Roque	id=g:3785007
La Marina	id=g:3785008
Quebrada La Guavita	id=g:3785009
Hacienda Ataganado	id=g:3785010
Quebrada Lajones	id=g:3785011
Quebrada Villarás	id=g:3785012
Quebrada Calzones	id=g:3785013
Quebrada Doña María	id=g:3785014
Estación La María	id=g:3785015
Guaduarajo	id=g:3785016
El Verjel	id=g:3785017
Quebrada San Francisco	id=g:3785018
Hacienda Rotavista	id=g:3785019
Echadía	id=g:3785020
Quebrada El Rayo	id=g:3785021
Cuchilla Cabullal	id=g:3785022
Cerro Tagón	id=g:3785023
Quebrada El Salado	id=g:3785024
Quebrada Cartagena	id=g:3785025
Cuchilla Guacas	id=g:3785026
Río Pozo	id=g:3785027
Lomas de Chontaduro	id=g:3785028
Alto de La Playa	id=g:3785029
Quebrada Honda	id=g:3785030
Quebrada El Obispo	id=g:3785031
Cerro Curí	id=g:3785032
Quebrada Guaduita	id=g:3785033
Loma de Pozo	id=g:3785034
Quebrada Montañita	id=g:3785035
Quebrada Zarzal	id=g:3785036
Quebrada La Juliana	id=g:3785037
Canalón de Martínez	id=g:3785038
Quebrada Piedrancha	id=g:3785039
Hacienda La Julia	id=g:3785040
Quebrada Remolino	id=g:3785041
Club La Vega	id=g:3785042
Hacienda El Higuerón	id=g:3785043
Hacienda La Otaima	id=g:3785044
La Felisa	id=g:3785045
Cuchilla Las Bocas	id=g:3785046
Cerro Mudarria	id=g:3785047
Quebrada Botija	id=g:3785048
Quebrada Doctrinas	id=g:3785049
Quebrada San Isidro	id=g:3785050
Hacienda La Suiza	id=g:3785051
Cerro Velasquez	id=g:3785052
Cerro Santa Marta	id=g:3785053
Hacienda Saibo	id=g:3785054
Hacienda El Mango	id=g:3785055
Quebrada Despensas	id=g:3785056
Cuchilla El Tambo	id=g:3785057
Río Maiba	id=g:3785058
Quebrada Santa Rosa	id=g:3785059
Cuchilla Cocorná	id=g:3785060
Cerro de La Mica	id=g:3785061
Cuchilla Agua Bonita	id=g:3785062
Cerro Palo Grande	id=g:3785063
Cuchilla Gavilanes	id=g:3785064
Cerro Congo	id=g:3785065
Quebrada La Peña	id=g:3785066
Cerro La Ermita	id=g:3785067
Quebrada Juan Díaz	id=g:3785068
Cerro El Robial	id=g:3785069
Quebrada Nacederos	id=g:3785070
Cerro de Ibá	id=g:3785071
Hacienda Aguacatal	id=g:3785072
Cerro de Gallo	id=g:3785073
Quebrada Aguacatal	id=g:3785074
La Iberia	id=g:3785075
Sipirra	id=g:3785076
Sevilla	id=g:3785077
Quebrada Cáñamo	id=g:3785078
Quebrada Sipirra	id=g:3785079
Quebrada San Sebastián	id=g:3785080
Quebrada La Honda	id=g:3785081
Quebrada El Hato	id=g:3785082
La Julia	id=g:3785083
Río Supía	id=g:3785084
Guamal	id=g:3785085
Alto Guática	id=g:3785086
Cuchilla de Gallinazo	id=g:3785087
Tumbarreto	id=g:3785088
Hacienda San José	id=g:3785089
Quebrada Grande	id=g:3785090
Quebrada Rodas	id=g:3785091
Murillo	id=g:3785092
La Loma	id=g:3785093
Quebrada Guarino	id=g:3785094
Río Aguas Claras	id=g:3785095
San Jerónimo	id=g:3785096
San José	id=g:3785097
Río Arcón	id=g:3785098
Quebrada El Caramelo	id=g:3785099
Lomitas	id=g:3785100
Cerro Barranquilla	id=g:3785101
Eneros	id=g:3785102
Hacienda San Joaquín	id=g:3785103
Hacienda Orofino	id=g:3785104
Quebrada Arconcito	id=g:3785105
Alto Llanadas	id=g:3785106
Cerro Biringa	id=g:3785107
Caral	id=g:3785108
Quebrada Los Ortices	id=g:3785109
Quebrada Rapado	id=g:3785110
Quebrada Bermejal	id=g:3785111
Quebrada Alegrías	id=g:3785112
Quebrada Peñas Blancas	id=g:3785113
Quebrada Pescado	id=g:3785114
Lomas de Peñas Blancas	id=g:3785115
Río Arroyo Hondo	id=g:3785116
Méjico	id=g:3785117
Arroyo Dos Quebradas	id=g:3785118
Alto Bellavista	id=g:3785119
El Silencio	id=g:3785120
Peñas Blancas	id=g:3785121
San Félix	id=g:3785122
Alto Pavía	id=g:3785123
Pavia	id=g:3785124
Quebrada Ahogagatos	id=g:3785125
Quebrada El Cedro	id=g:3785126
La Cristina	id=g:3785127
La Florida	id=g:3785128
La Palma	id=g:3785129
Las Brisas	id=g:3785130
Quebrada Palmar	id=g:3785131
Alto La Pintada	id=g:3785132
Río de Los Quingos	id=g:3785133
Cuchilla La Robada	id=g:3785134
Cerro Ingruma	id=g:3785135
El Llano	id=g:3785136
Tres Cruces	id=g:3785137
Alto de Tursagá	id=g:3785138
Quebrada Canalón	id=g:3785139
Quebrada El Llano	id=g:3785140
Cuchilla del Oro	id=g:3785141
Quebrada Sabanetas	id=g:3785142
El Rubí	id=g:3785143
Cuchilla del Roble	id=g:3785144
La Sirena	id=g:3785145
Quebrada Palo Negro	id=g:3785146
El Silencio	id=g:3785147
Llano Grande	id=g:3785148
Méjico	id=g:3785149
Cerro La Coca	id=g:3785150
Río de Janeiro	id=g:3785151
Río Aguas Claras	id=g:3785152
Juntas	id=g:3785153
Río Arriba	id=g:3785154
Quebrada Malpaso	id=g:3785155
Idárraga	id=g:3785156
Quebrada Negra	id=g:3785157
Roble Bonito	id=g:3785158
Quebrada El Salto	id=g:3785159
Pirineos	id=g:3785160
Quebrada Pirineos	id=g:3785161
Quebrada La Luisa	id=g:3785162
Quebrada Chirribiana	id=g:3785163
La Palermo	id=g:3785164
La Estrella	id=g:3785165
El Rosario	id=g:3785166
La Caucana	id=g:3785167
Alto San Vicente	id=g:3785168
Quebrada Lombardia	id=g:3785169
La María	id=g:3785170
Quebrada Frontino	id=g:3785171
Quebrada Palestina	id=g:3785172
Quebrada Peñas Blancas	id=g:3785173
Quebrada Chancos	id=g:3785174
Chancos	id=g:3785175
Quebrada Saltadera	id=g:3785176
Quebrada Chuscal	id=g:3785177
Las Cruces	id=g:3785178
Marsella	id=g:3785179
Cuchilla de Los Largos	id=g:3785180
Quebrada Palermo	id=g:3785181
Cuchilla de Apa	id=g:3785182
Quebrada Catabral	id=g:3785183
Santa Inés	id=g:3785184
Quebrada Carboneta	id=g:3785185
Quebrada Robada	id=g:3785186
Quebrada Estancias	id=g:3785187
Pueblo Viejo	id=g:3785188
El Centradero	id=g:3785189
Quebrada Moral	id=g:3785190
Alto La Ermita	id=g:3785191
Quebrada Congoja	id=g:3785192
Cabarga	id=g:3785193
Temblaco	id=g:3785194
Quebrada Seca	id=g:3785195
Quebrada Florencia	id=g:3785196
Cuchilla Zarcero	id=g:3785197
Cuchilla Arrayán	id=g:3785198
Río Quinchía	id=g:3785199
Quebrada Converga	id=g:3785200
Miracampos	id=g:3785201
Cerro de Gobia	id=g:3785202
Quebrada Barrigón	id=g:3785203
Ensemillal	id=g:3785204
El Higo	id=g:3785205
Quebrada Batero	id=g:3785206
Cerro Batero	id=g:3785207
Moreta	id=g:3785208
Cerro Clavijo	id=g:3785209
Río Grande	id=g:3785210
El Chuscal	id=g:3785211
Cuchilla Barro Blanco	id=g:3785212
La Palma	id=g:3785213
La Ceiba	id=g:3785214
Quebrada El Roble	id=g:3785215
Cerro Las Colmenas	id=g:3785216
Alto de Barro Blanco	id=g:3785217
Bolívar	id=g:3785218
Quebrada del Chisme	id=g:3785219
Los Álpes	id=g:3785220
Hacienda Sumera	id=g:3785221
Sumera	id=g:3785222
Cerro Opirama	id=g:3785223
Insambra	id=g:3785224
Río Opirama	id=g:3785225
Jordán	id=g:3785226
Ospirma	id=g:3785227
Peña La Victoria	id=g:3785228
Las Lomas	id=g:3785229
Las Peñas	id=g:3785230
Quebrada Las Cascada	id=g:3785231
Cuchilla Estrella	id=g:3785232
Ocharma	id=g:3785233
Santa Teresita	id=g:3785234
Quebrada Ocharma	id=g:3785235
La Linda	id=g:3785236
Quebrada Agua Bonita	id=g:3785237
El Jardín	id=g:3785238
Cerro La Florida	id=g:3785239
Ocharma	id=g:3785240
La Palmera	id=g:3785241
El Retiro	id=g:3785242
Alturas	id=g:3785243
La Serna	id=g:3785244
Tambora	id=g:3785245
Los Naranjos	id=g:3785246
Quebrada El Retiro	id=g:3785247
La Magdalena	id=g:3785248
Quebrada La Castrillona	id=g:3785249
Quebrada La María	id=g:3785250
La María	id=g:3785251
La Robada	id=g:3785252
La Cumbre	id=g:3785253
Playa Bonita	id=g:3785254
Quebrada Villada	id=g:3785255
Quebrada La Robada	id=g:3785256
Quebrada Mampaicito	id=g:3785257
Cuchilla Las Palmas	id=g:3785258
Risaralda	id=g:3785259
Hoyo Hondo	id=g:3785260
Quebrada Atarraya	id=g:3785261
Quebrada La Selva	id=g:3785262
Cuchilla de Guapa	id=g:3785263
Quebrada San Rafael	id=g:3785264
Quebrada La Unión	id=g:3785265
Quebrada San Pablo	id=g:3785266
Quebrada Sardinas	id=g:3785267
Atarraya	id=g:3785268
La María	id=g:3785269
Soratama	id=g:3785270
La Unión	id=g:3785271
Caracolí	id=g:3785272
El Silencio	id=g:3785273
Río San Juan Bravo	id=g:3785274
Quebrada El Cedro	id=g:3785275
Quebrada La Siria	id=g:3785276
Quebrada Sinifana	id=g:3785277
Albania	id=g:3785278
Quebrada San Antonio	id=g:3785279
Quebrada La Guayacana	id=g:3785280
Hacienda La Palestina	id=g:3785281
Hacienda El Diamante	id=g:3785282
Loma Hermosa	id=g:3785283
Guayabal	id=g:3785284
Buenos Aires	id=g:3785285
Cuchilla Buenos Aires	id=g:3785286
Quebrada Sutu	id=g:3785287
Guapa	id=g:3785288
Quebrada El Aguila	id=g:3785289
Filo Citabará	id=g:3785290
Citabará	id=g:3785291
Quebrada Citabará	id=g:3785292
Quebrada del Unuma	id=g:3785293
Costa Rica	id=g:3785294
Quebrada Costa Rica	id=g:3785295
Chorro Seco	id=g:3785296
Quebrada La Carpa	id=g:3785297
Mampay	id=g:3785298
Quebrada Mapay	id=g:3785299
Quebrada Las Palomas	id=g:3785300
El Asomadero	id=g:3785301
Quebrada de Amacay	id=g:3785302
Quebrada Mondó	id=g:3785303
Quebrada Aribató	id=g:3785304
Arribató	id=g:3785305
Río Chami	id=g:3785306
Quabrada Nutriera	id=g:3785307
Lomas Aisladas	id=g:3785308
Pablo Guerrero	id=g:3785309
Finca Casa Verde	id=g:3785310
Quebrada Tolloza	id=g:3785311
Finca la Agripina	id=g:3785312
Finca San Judas	id=g:3785313
Finca Los Cibeles	id=g:3785314
Hacienda La Pradera	id=g:3785315
La Sarita	id=g:3785316
Tulia Sofia	id=g:3785317
La Victoria	id=g:3785318
Río Arcua	id=g:3785319
Hacienda Lituania	id=g:3785320
Quebrada Piedras Blancas	id=g:3785321
Quebrada Caracoli	id=g:3785322
El Congo	id=g:3785323
Río Chigorodocito	id=g:3785324
Río Congo	id=g:3785325
La Mejia	id=g:3785326
Hacienda La Primavera	id=g:3785327
Hacienda La Rosita	id=g:3785328
Bohío	id=g:3785329
Barranquillita	id=g:3785330
Hacienda El Roble	id=g:3785331
Caño la Madre	id=g:3785332
Quebrada El Venado	id=g:3785333
Quebrada Polines	id=g:3785334
Quebrada Champita	id=g:3785335
Hacienda La Rivera	id=g:3785336
Finca de Burgos	id=g:3785337
Ganadería Santillana	id=g:3785338
Quebrada Honda	id=g:3785339
Bijagual	id=g:3785340
Puerto Caribe	id=g:3785341
Maderas del Darién	id=g:3785342
Nueva Colonia	id=g:3785343
Quebrada Zumbadora	id=g:3785344
Quebrada El Chivito	id=g:3785345
Quebrada Las Palmas	id=g:3785346
Costarrica	id=g:3785347
Cañada Guapacito	id=g:3785348
Villa Nueva	id=g:3785349
El Semillero	id=g:3785350
Hacienda Arcua	id=g:3785351
Finca Petra	id=g:3785352
Hacienda La Paloma	id=g:3785353
Finca Balboa	id=g:3785354
Hacienda Eupo	id=g:3785355
Quebrada Nicuro	id=g:3785356
Hacienda El Oasis	id=g:3785357
Hacienda La Esmeralda	id=g:3785358
Hacienda La Mapona	id=g:3785359
La Primavera	id=g:3785360
Santa Cruz	id=g:3785361
Hacienda Santa Marta	id=g:3785362
Finca Sobando	id=g:3785363
Chinita	id=g:3785364
Santa Maria	id=g:3785365
Francia Elena	id=g:3785366
Bananeras Las Haches	id=g:3785367
Río Churidó	id=g:3785368
La Zullia	id=g:3785369
Cabo de hornos	id=g:3785370
Flores Negras	id=g:3785371
La Navarra	id=g:3785372
La Sierra	id=g:3785373
El Estoril	id=g:3785374
La Trinidad	id=g:3785375
La Estrella	id=g:3785376
Campo Alegre	id=g:3785377
Villa Nohora	id=g:3785378
El Amparo	id=g:3785379
San José	id=g:3785380
La Lorena	id=g:3785381
Hacienda El Tagual	id=g:3785382
El Porvenir	id=g:3785383
Finca Pan Gordito	id=g:3785384
Hacienda California	id=g:3785385
Villa Lily	id=g:3785386
Los Planes	id=g:3785387
La Torre	id=g:3785388
El Reposo	id=g:3785389
Augura	id=g:3785390
El Cortijo	id=g:3785391
La Astilla	id=g:3785392
Maria Bonita	id=g:3785393
Hacienda El Caribe	id=g:3785394
Bananera Santillana	id=g:3785395
Santana	id=g:3785396
Promexco	id=g:3785397
El Prado	id=g:3785398
Hacienda La Linda	id=g:3785399
Hacienda El Carmen	id=g:3785400
Los Alamos	id=g:3785401
La Cabaña uno	id=g:3785402
La Cabaña dos	id=g:3785403
Casaverde	id=g:3785404
Bellavista	id=g:3785405
Frutera de Sevilla	id=g:3785406
El Carmen	id=g:3785407
Hacienda Carepa	id=g:3785408
Santa Isabel	id=g:3785409
Lukania	id=g:3785410
Pechinde	id=g:3785411
Impancay	id=g:3785412
Villa Rocío	id=g:3785413
Caño Los Patos	id=g:3785414
Hacienda Clarita	id=g:3785415
Hacienda Blanca Y Roja	id=g:3785416
La Estrella dos	id=g:3785417
Hacienda El Eden	id=g:3785418
Villa Patricia	id=g:3785419
Santa Rita	id=g:3785420
Quebrada La Arenosa	id=g:3785421
Hacienda Los Patos	id=g:3785422
Hacienda Montecristo	id=g:3785423
Sincerín	id=g:3785424
Hacienda Las Dalias	id=g:3785425
El Venado	id=g:3785426
Calamar	id=g:3785427
Las Hamacas	id=g:3785428
Guineo	id=g:3785429
La Gitana	id=g:3785430
Rancho Grande	id=g:3785431
Quebrada Guineo	id=g:3785432
Andalucía	id=g:3785433
El Tigre	id=g:3785434
Escuela Agropecuaría Chigorodó	id=g:3785435
Vereda Vijagual	id=g:3785436
Vereda Churido	id=g:3785437
Vereda Zungo	id=g:3785438
Vereda El Cuchillo	id=g:3785439
Vereda La Cadena	id=g:3785440
Vereda Chigorodo	id=g:3785441
Vereda Viejo Esteban	id=g:3785442
Canal Zungo	id=g:3785443
Hacienda Santa Marta	id=g:3785444
Quebrada Vijagual	id=g:3785445
Cerro Gundo	id=g:3786452
Buenavista Baja	id=g:3786453
Río Coello	id=g:3786454
Dantas	id=g:3786455
Cuchilla El Cajicá	id=g:3786456
Cuchilla Garabatos	id=g:3786457
Cerro Gordo	id=g:3786458
Guadualito	id=g:3786459
Río Ortega	id=g:3786460
Cerro Gordo	id=g:3786461
La Reforma	id=g:3786462
Los Andes	id=g:3786463
Los Naranjos	id=g:3786464
Quebrada Pava	id=g:3786465
Alto de La Torre	id=g:3786466
Quebrada Aguirre	id=g:3786467
Hacienda Altamira	id=g:3786468
Alto de Belleza	id=g:3786469
Alto de Miradorcito	id=g:3786470
Quebrada Balsillo	id=g:3786471
Quebrada Barbonita	id=g:3786472
Hacienda Betamal	id=g:3786473
Quebrada de Boguini	id=g:3786474
Casino Obrero	id=g:3786475
Quebrada Chicuali	id=g:3786476
Quebrada Cula	id=g:3786477
El Cajón	id=g:3786478
Hacienda El Cedro	id=g:3786479
Quebrada El Higurón	id=g:3786480
Quebrada El Samuario	id=g:3786481
Hacienda El Tigre	id=g:3786482
Hacienda El Triunfa	id=g:3786483
Flautillo	id=g:3786484
Quebrada Gallegos	id=g:3786485
Alto de Garabatos	id=g:3786486
Quebrada Grande	id=g:3786487
Guacán	id=g:3786488
Quebrada Guacarí	id=g:3786489
Quebrada Guinaral	id=g:3786491
Zanja Honda	id=g:3786492
La Arenosa	id=g:3786493
Quebrada La Arenosa	id=g:3786494
Quebrada La Balsa	id=g:3786495
Zanja La Betea	id=g:3786496
La Cabaña	id=g:3786497
Quebrada La Dominga	id=g:3786498
Quebrada La Elena	id=g:3786499
La Esmeralda	id=g:3786500
Quebrada La Florida	id=g:3786501
La Laguna	id=g:3786502
La Loma de Cocora	id=g:3786503
Quebrada La Osera	id=g:3786504
Quebrada La Piñuela	id=g:3786505
Quebrada La Plata	id=g:3786506
Quebrada La Plato	id=g:3786507
Quebrada La Soha	id=g:3786508
Quebrada La Unión	id=g:3786509
Quebrada de La Venta	id=g:3786510
Quebrada Las Abras	id=g:3786511
Quebrada Las Auras	id=g:3786512
Quebrada Los Cauchos	id=g:3786513
Luisa	id=g:3786514
Quebrada Miragatos	id=g:3786515
Monte Bello	id=g:3786516
Quebrada Munjarres	id=g:3786517
Quebrada Negril	id=g:3786518
Quebrada Ocona	id=g:3786519
Quebrada Opani	id=g:3786520
Quebrada Opia	id=g:3786521
Peñones	id=g:3786522
Quebrada Peñones	id=g:3786523
Hato Perales	id=g:3786524
Quebrada Platica	id=g:3786525
Quebrada Salado	id=g:3786526
San Antonio	id=g:3786527
Quebrada San Antonio	id=g:3786528
Quebrada San Antonio	id=g:3786529
San Rafael	id=g:3786530
Quebrada Santa Ana	id=g:3786531
Quebrada Santa Lucia	id=g:3786532
Santa Rosa	id=g:3786533
Quebrada Torrijos	id=g:3786534
Hato Viejo	id=g:3786535
Quebrada Betamarte	id=g:3786536
Río Luisa	id=g:3786537
Vallecito	id=g:3786538
Alto del Cielo	id=g:3786539
El Pando	id=g:3786540
El Salitre	id=g:3786541
La Florida	id=g:3786542
Quebrada Agua Sucia	id=g:3786543
Aguacaliente	id=g:3786544
Loma Aparador	id=g:3786545
Arrayanal	id=g:3786546
Quebrada Balaños	id=g:3786547
Cerros de la Buitrera	id=g:3786548
Quebrada Cañada	id=g:3786549
Quebrada Catabozo	id=g:3786550
Quebrada Charros Blancos	id=g:3786551
Quebrada Chicuali	id=g:3786552
Quebrada Chupadero	id=g:3786553
Quebrada El Sallo	id=g:3786554
Quebrada del Horno	id=g:3786555
Quebrada Igud	id=g:3786556
Quebrada José Hernandez	id=g:3786557
Quebrada La Honda	id=g:3786558
Quebrada La Honda	id=g:3786559
Quebrada La Pedregosa	id=g:3786560
Quebrada La Platu	id=g:3786561
Hacienda La Salina	id=g:3786562
Alto de Loma Alta	id=g:3786563
Quebrada Los Bayoe	id=g:3786564
Quebrada Los Organos	id=g:3786565
Río Opia	id=g:3786566
Quebrada Samúo	id=g:3786567
Quebrada San Javier	id=g:3786568
Alto de San Jouquín	id=g:3786569
San Lorenzo Balo	id=g:3786570
Quebrada Santa Rosa	id=g:3786571
Vereda Martínez	id=g:3786572
Salto del Mico	id=g:3786573
Cerro Cuchilla	id=g:3786574
Quebrada Larga Boba	id=g:3786575
Hacienda Juradó	id=g:3786576
Juradó	id=g:3786577
Hacienda Fortuna	id=g:3786578
Río Juradó	id=g:3786579
Quebrada Ecuarandó	id=g:3786580
Hacienda Santa Magdalena	id=g:3786581
Hacienda El Jardin	id=g:3786582
Caño Bobedó	id=g:3786583
Caño Seco	id=g:3786584
Hacienda Porroso	id=g:3786585
La Engañera	id=g:3786586
Porroso	id=g:3786587
Quebrada Sabaleta Caliente	id=g:3786588
Quebrada Los Micos	id=g:3786589
Quebrada Buguarandó	id=g:3786590
Caño León	id=g:3786591
Río Villarteaga	id=g:3786592
Caño Bijara	id=g:3786593
Quebrada Toporado	id=g:3786594
La Primavera	id=g:3786595
Bajira	id=g:3786596
Quebrada La Madre	id=g:3786597
Campo Alegre	id=g:3786598
Río Bajira	id=g:3786599
Quebrada La Eugenia	id=g:3786600
Caño Sucio	id=g:3786601
Caño Claro	id=g:3786602
La Loma	id=g:3786603
Choiba	id=g:3786604
Caño Pedeguita	id=g:3786605
Bocas de Caño Claro	id=g:3786606
Caño La Despensa	id=g:3786607
Río Curvaradó	id=g:3786608
Quebrada El Cerrado	id=g:3786609
Río Remacho	id=g:3786610
Quebrada Rurada	id=g:3786611
Pepita	id=g:3786612
Choiva	id=g:3786613
Quebrada de La Muna	id=g:3786614
Río Urada	id=g:3786615
Río Choco	id=g:3786616
Puerto Lleras	id=g:3786617
Hacienda Santa Rosa	id=g:3786618
La Juana	id=g:3786619
Yavisa	id=g:3786620
Ciénaga del Lobo	id=g:3786621
El Remolino	id=g:3786622
Caño Engado	id=g:3786623
Ciénaga El Limón	id=g:3786624
Caño El Limón	id=g:3786625
Ciénaga Las Mujeres	id=g:3786626
Brazo del Río Sucio	id=g:3786627
Caño La Juliana	id=g:3786628
Ciénaga San Alejandro	id=g:3786629
Brazo de Montaño	id=g:3786630
Ciénagas El Burro	id=g:3786631
Caño de Los Medios	id=g:3786632
Cienagas La Grande	id=g:3786633
Caño Grande	id=g:3786634
Ciénaga Juacho	id=g:3786635
Ludomar	id=g:3786636
El Carrizal	id=g:3786637
Río Coredo	id=g:3786638
Cuchilla de Batatal	id=g:3786639
Pavarando Grande	id=g:3786640
Terrenos de Hacienda Cauchera	id=g:3786641
Vereda El Manso	id=g:3786642
Alto Inglés	id=g:3786643
Vereda Larga Boba	id=g:3786644
Isla Grande	id=g:3786645
Caño La Larga	id=g:3786646
El Remolino	id=g:3786647
Finca Bellavista	id=g:3786648
Abriojo	id=g:3786649
Quebrada Adentro	id=g:3786650
Quebrada Agua Clara	id=g:3786651
Cañada Aguada	id=g:3786652
Agualinda	id=g:3786653
Cañada Aguas Frias	id=g:3786654
Quebrada Aguilar	id=g:3786655
Aguirre	id=g:3786656
Loma Albañil	id=g:3786657
Aldea	id=g:3786658
Cañada Aldea	id=g:3786659
Alejandría	id=g:3786660
Algarrobo	id=g:3786661
Quebrada Algarrobo	id=g:3786662
Alta Miranda	id=g:3786663
Altamaria	id=g:3786664
Alto Cruz	id=g:3786665
Alto La Piedra	id=g:3786666
Alto Venecia	id=g:3786667
Amantible	id=g:3786668
Angelina	id=g:3786669
Quebrada Anzante	id=g:3786670
Cañada Aqualinda	id=g:3786671
Quebrada Aquiosesco	id=g:3786672
Araos	id=g:3786673
Cañada Arates	id=g:3786674
Quebrada Arce	id=g:3786675
Alto de Arenas	id=g:3786676
Quebrada Arriba	id=g:3786677
Quebrada Arriba	id=g:3786678
Arroyave	id=g:3786679
Quebrada Asesi	id=g:3786680
Aurra	id=g:3786681
Azucenos	id=g:3786682
Quebrada Badillo	id=g:3786683
Balastera	id=g:3786684
Balsal	id=g:3786685
Cañada Balsal	id=g:3786686
Barrancón	id=g:3786687
Alto Barrancón	id=g:3786688
Cañada Barrancón	id=g:3786689
Quebrada Barrancón	id=g:3786690
Quebrada Barrancón	id=g:3786691
Bella Luz	id=g:3786692
Bella María	id=g:3786693
Bellavista	id=g:3786694
Cuchilla de Belmira	id=g:3786695
Quebrada Bennejal	id=g:3786696
Quebrada Biogui	id=g:3786697
Quebrada Bioguí	id=g:3786698
Bismar	id=g:3786699
Quebrada Bobo	id=g:3786700
Boca de Niquia	id=g:3786701
Cañada Bosa	id=g:3786702
Cañada Brisas	id=g:3786703
Buena Vista	id=g:3786704
Quebrada Buenaventura	id=g:3786705
Buenavista	id=g:3786706
Alto Buenavista	id=g:3786707
Alto Buenavista	id=g:3786708
Loma Buenavista	id=g:3786709
Buenos	id=g:3786710
Buenos Aires	id=g:3786711
Buenos Aires	id=g:3786712
Quebrada Buturu	id=g:3786713
Cacique	id=g:3786714
Alto Cajón	id=g:3786715
Calabacera	id=g:3786716
Quebrada Camali	id=g:3786717
Camburé	id=g:3786718
Campoalegre	id=g:3786719
Quebrada Cañadona	id=g:3786720
Quebrada Cañadulce	id=g:3786721
Quebrada Canalón	id=g:3786722
Cañaona	id=g:3786723
Quebrada Candelaria	id=g:3786724
Quebrada Candelaria	id=g:3786725
Quebrada Candelaria	id=g:3786726
Quebrada Candelaria	id=g:3786727
Candevacito	id=g:3786728
Cañada Canejal	id=g:3786729
Loma del Cangrejo	id=g:3786730
Quebrada Cantagallo	id=g:3786731
Quebrada Cantarrana	id=g:3786732
