Strong Ranch	id=g:5399398
The Glass House State Historic Landmark	id=g:5401984
The Good Earth Apple Farm	id=g:5401985
The Good Shepherd Cemetery	id=g:5401986
The Gospel Chapel	id=g:5401987
The Grand Canal	id=g:5401988
The Grape Yard Shopping Center	id=g:5401989
The Greater Circle Mission	id=g:5401990
The Greenhouse Shopping Center	id=g:5401991
The Grove	id=g:5401992
The Guardian Inglewood Convalescent Hospital	id=g:5401993
The Hardy School	id=g:5401994
The Hermitage	id=g:5401995
The Hollywood Chapel	id=g:5401996
The Holy Temple Church	id=g:5401997
The Homestead	id=g:5401998
The House of Prayer	id=g:5401999
The Indian	id=g:5402000
The Institute - the road to Excellence	id=g:5402001
The Interdenominational Church	id=g:5402002
The Island Club	id=g:5402003
The Kings Academy	id=g:5402004
The Kings Gathering Church	id=g:5402005
The Knoll Shopping Center	id=g:5402006
The Lakes Country Club	id=g:5402007
The Lakes Shopping Center	id=g:5402008
The Lighthouse Church	id=g:5402009
The Links at Spanish Bay	id=g:5402010
The Livery Arts Center	id=g:5402011
The Livery Shopping Center	id=g:5402012
The Living Gospel Church	id=g:5402013
The Living Gospel Church	id=g:5402014
The Lodge	id=g:5402015
The Lodge at Pebble Beach	id=g:5402016
The Lone Cypress	id=g:5402017
The Loop	id=g:5402018
The Lords House	id=g:5402019
The Mall Shopping Center	id=g:5402020
The Mall at North Gate Shopping Center	id=g:5402021
The Mall of Victor Valley Shopping Center	id=g:5402022
The Market Place Shopping Center	id=g:5402023
The Market Place Shopping Center	id=g:5402024
The Marketplace Shopping Center	id=g:5402025
The Marketplace Shopping Center	id=g:5402026
The Meadows	id=g:5402027
The Meadows Country Club	id=g:5402028
The Mesa	id=g:5402029
The Midway Shopping Center	id=g:5402030
The Mission Zanja	id=g:5402031
The Mole	id=g:5402032
The Monterey Vineyard	id=g:5402033
The Muirlands	id=g:5402034
The Mystery Spot	id=g:5402035
The Neighborhood Church	id=g:5402036
The Network Shopping Center	id=g:5402037
The New Mercado Shopping Center	id=g:5402038
The Oakland Museum	id=g:5402039
The Oaks	id=g:5402040
The Oaks	id=g:5402041
The Oaks	id=g:5402042
The Oaks School	id=g:5402043
The Oaks Shopping Center	id=g:5402044
The Oaks Shopping Center	id=g:5402045
The Old Adobe	id=g:5402046
The Old School House Shopping Center	id=g:5402047
The Ontario Center School	id=g:5402048
The Open Door Church of God in Christ	id=g:5402049
The Outlets at Gilroy Shopping Center	id=g:5402050
The Palms Trailer Park	id=g:5402051
The Pavilions Shopping Center	id=g:5402052
The Pavillion Shopping Center	id=g:5402053
The Peoples Church	id=g:5402054
The Peoples Independent Church of Christ	id=g:5402055
The Peoples Missionary Baptist Church	id=g:5402056
The Pethen Vineyards	id=g:5402057
The Pianobox Prospect	id=g:5402058
The Pier Shopping Center	id=g:5402059
The Pillar and Ground of the Truth Church of the Living God	id=g:5402060
The Church of Jesus Christ of Latter Day Saints	id=g:5402061
The Pines	id=g:5402062
The Pines	id=g:5402063
The Pines (historical)	id=g:5402064
The Pines Camp Ground	id=g:5402065
The Pines Campground	id=g:5402066
The Pines Campground	id=g:5402067
The Pines Picnic Area	id=g:5402068
The Pipes	id=g:5402069
The Pipes Ranch	id=g:5402070
The Plaza	id=g:5402071
The Plaza La Jolla Village Heliport	id=g:5402072
The Plaza Shopping Center	id=g:5402073
The Plaza Shopping Center	id=g:5402074
The Plaza Shopping Center	id=g:5402075
The Plaza Shopping Center	id=g:5402076
The Plaza at Puente Hills Shopping Center	id=g:5402077
The Plaza at Sunrise Shopping Center	id=g:5402078
The Plaza on Sixth Street Shopping Center	id=g:5402079
The Point Gospel Chapel	id=g:5402080
The Potters House Christian Fellowship Church	id=g:5402081
The Presbyterian Church of Fowler	id=g:5402082
The Promenade	id=g:5402083
The Promenade at Woodland Hills Shopping Center	id=g:5402084
The Pruneyard Shopping Center	id=g:5402085
The Pyramids Club	id=g:5402086
The Quad at Whittier Shopping Center	id=g:5402087
The Quadrangle	id=g:5402088
The Redwoods Shopping Center	id=g:5402089
The Ritz-Carlton Hotel Company Heliport	id=g:5402090
The Rock Trail	id=g:5402091
The Rock United Pentecostal Church	id=g:5402092
The Rosicrucian Fellowship	id=g:5402093
The Sea Ranch Airport	id=g:5402094
The Settlers Tree	id=g:5402095
The Shepherds Gate Foursquare Church	id=g:5402096
The Shops at Lincoln School Shopping Center	id=g:5402097
The Shops at Palos Verdes Shopping Center	id=g:5402098
The Shores of Poker Flat	id=g:5402099
The Slot	id=g:5402100
The Spirit of Monterey Wax Museum	id=g:5402101
The Springs Country Club	id=g:5402102
The Square Shopping Center	id=g:5402103
The Strand	id=g:5402104
The Tanks	id=g:5402105
The Temple of Faith	id=g:5402106
The Temple of the People	id=g:5402107
The Views Mobile Home Park	id=g:5402108
The Village	id=g:5402109
The Village at Livermore Shopping Center	id=g:5402110
The Village Center Shopping Center	id=g:5402111
The Village Center Shopping Center	id=g:5402112
The Village Fair Shopping Center	id=g:5402113
The Village Shopping Center	id=g:5402114
The Village Shopping Center	id=g:5402115
The Village at Corte Madera Shopping Center	id=g:5402116
The Vineyard Ontario Shopping Center	id=g:5402117
The Vineyard Shopping Center	id=g:5402118
The Vineyard Shopping Center	id=g:5402119
The Vineyard Shopping Center	id=g:5402120
The Vineyard Shopping Center	id=g:5402121
The Vineyards	id=g:5402122
The Voice of Christ Full Gospel Church	id=g:5402123
The Wall Street Plaza Shopping Center	id=g:5402124
The Wesleyan Church	id=g:5402125
The Westin Bonaventure Hotel Heliport	id=g:5402126
The White Rose Church of God in Christ	id=g:5402127
The Willows	id=g:5402128
The Willows	id=g:5402129
The Wilshire Thayer Heliport	id=g:5402130
The Windmill	id=g:5402131
The Windmill Shopping Center	id=g:5402132
The Woods Trailer Park	id=g:5402133
The Word of Faith Church	id=g:5402134
The World Church	id=g:5402135
The Wye	id=g:5402136
The Y	id=g:5402137
Thelma B Bedell Elementary School	id=g:5402138
Thenard	id=g:5402139
Theodore Judah Elementary School	id=g:5402140
Theodore Judah Elementary School	id=g:5402141
Theodore Judah Monument	id=g:5402142
Theodore Roosevelt Elementary School	id=g:5402143
Theodore Roosevelt Elementary School	id=g:5402144
Theodore Roosevelt Elementary School	id=g:5402145
Theodore Roosevelt Middle School	id=g:5402146
Theodore Roosevelt School	id=g:5402147
Theophile Vache Adobe	id=g:5402148
Theosophical Headquarters (historical)	id=g:5402149
Theosophy Hall	id=g:5402150
Theresa Lindsay Park	id=g:5402151
Thermal	id=g:5402152
Thermal Airport	id=g:5402153
Thermal Army Air Field (historical)	id=g:5402154
Thermal Ball Park	id=g:5402155
Thermal Canyon	id=g:5402156
The Pine Campground	id=g:5402157
Thermalands	id=g:5402158
Thermalito	id=g:5402159
Thermalito Afterbay	id=g:5402160
Thermalito Afterbay 1-055 Dam	id=g:5402161
Thermalito Diversion 1-049 Dam	id=g:5402162
Thermalito Diversion Dam	id=g:5402163
Thermalito Diversion Pool	id=g:5402164
Thermalito Forebay	id=g:5402165
Thermalito Forebay 1-054 Dam	id=g:5402166
Thermalito Forebay North Picnic Area	id=g:5402167
Thermalito Forebay South Boat Ramp	id=g:5402168
Thermalito Power Canal	id=g:5402169
Thermalito Southern Baptist Church	id=g:5402170
Theuerkauf Elementary School	id=g:5402171
Thibaut Creek	id=g:5402172
Thermal School (historical)	id=g:5402173
Thibodo Park	id=g:5402174
Thimble Peak	id=g:5402175
Thimble Peak	id=g:5402176
The Thimble	id=g:5402177
Thimbleberry Creek	id=g:5402178
Thibaut Ponds	id=g:5402179
Thing Valley	id=g:5402180
Thing Ranch	id=g:5402181
Third Baptist Church	id=g:5402182
Third Brushy Canyon	id=g:5402183
Thing Valley 856 Dam	id=g:5402184
Third Church of Christ Scientist	id=g:5402185
Third Church of Christ Scientist	id=g:5402186
Third Church of Christ Scientist	id=g:5402187
Third Divide	id=g:5402188
Third Divide Trail	id=g:5402189
Third Jurisdiction Church of God	id=g:5402190
Third Lake	id=g:5402191
Third Lift Canal	id=g:5402192
Third Missionary Baptist Church	id=g:5402193
Third Napa Slough	id=g:5402194
Third Recess	id=g:5402195
Third Chirothesian Church of Faith	id=g:5402196
Third Street Elementary School	id=g:5402197
Third Street Park	id=g:5402198
Third Wash	id=g:5402199
Third Recess Lake	id=g:5402200
Third Water Creek	id=g:5402201
Thirteenmile Creek	id=g:5402202
Thirteenth Avenue County Park	id=g:5402203
Thirteenth Street Reservoir	id=g:5402204
Thirtieth Church of Christ Scientist	id=g:5402205
Thirty Eighth Street County Park	id=g:5402206
Thirty Five-R Gas Plant	id=g:5402207
Thirty-Eighth and Normandie Park	id=g:5402208
Thirty-Second Street-University of Southern California Magnet School	id=g:5402209
Thirteenth Church of Christ Scientist	id=g:5402210
Thirty-eighth Street Park	id=g:5402211
Thirty-nine Mile Campground	id=g:5402212
Thirtyfifth Church of Christ Scientist	id=g:5402213
Thirtyfive Canyon	id=g:5402214
Thirty-Sixth Street Elementary School	id=g:5402215
Thirtyninth Avenue Reservoir	id=g:5402216
Thirtyninth Church of Christ Scientist	id=g:5402217
Tom Bradley Environmental Science And Humanities Charter Magnet School	id=g:5402218
Thirtysecond Church of Christ Scientist	id=g:5402219
Thirtyseventh Street Baptist Church	id=g:5402220
Thirtythird Church of Christ Scientist	id=g:5402221
Thirtythird Street School	id=g:5402222
Thistle Canal	id=g:5402223
Thistle Drain	id=g:5402224
Thistle Five Drain	id=g:5402225
Thistle Four Drain	id=g:5402226
Thistle Glade Campground	id=g:5402227
Thistle Glade Creek	id=g:5402228
Thirtyfive Spring	id=g:5402229
Thistle Lateral Eight	id=g:5402230
Thistle Lateral Five	id=g:5402231
Thistle Lateral Four	id=g:5402232
Thistle Lateral One	id=g:5402233
Thistle Lateral Seven	id=g:5402234
Thistle Seven Drain	id=g:5402235
Thistle Shaft	id=g:5402236
Thistle Spring	id=g:5402237
Thoman	id=g:5402238
Thomas A Edison Elementary School	id=g:5402239
Thomas A Edison Elementary School	id=g:5402240
Thomas Administration Building	id=g:5402241
Thomas B Moffitt Elementary School	id=g:5402242
Thomas Brothers Mine	id=g:5402243
Thomas Creek	id=g:5402244
Thistle Glenn Camp	id=g:5402245
Thomas E Erwin Elementary School	id=g:5402246
Thomas Edison Elementary School	id=g:5402247
Thomas Edison Elementary School	id=g:5402248
Thomas Edison Elementary School	id=g:5402249
Thomas Elementary School	id=g:5402250
Thomas F Regan Memorial City Beach	id=g:5402251
Thomas F Riley Terminal	id=g:5402252
Thomas House	id=g:5402253
Thomas Hunting Grounds	id=g:5402254
Thomas Jaeger Winery	id=g:5402255
Thomas Jefferson Elementary School	id=g:5402256
Thomas Jefferson Elementary School	id=g:5402257
Thomas Jefferson Elementary School	id=g:5402258
Thomas Jefferson Elementary School	id=g:5402259
Thomas Jefferson Elementary School	id=g:5402260
Thomas Jefferson Elementary School	id=g:5402261
Thomas Jefferson High School	id=g:5402262
Thomas Jefferson High School	id=g:5402263
Thomas Jefferson Junior High School	id=g:5402264
Thomas Jefferson Middle School	id=g:5402265
Thomas Kelly Elementary School	id=g:5402266
Thomas Kruse Winery	id=g:5402267
Thomas Lane	id=g:5402268
Thomas McCarthy Memorial School	id=g:5402269
Thomas Mountain	id=g:5402270
Thomas Mountain	id=g:5402271
Thomas Mountain Campground	id=g:5402272
Thomas Olaeta Elementary School	id=g:5402273
Thomas Page Elementary School	id=g:5402274
Thomas Paine Elementary School	id=g:5402275
Thomas Paine Square	id=g:5402276
Thomas Place	id=g:5402277
Thomas R Pollicita Middle School	id=g:5402278
Thomas Ranch	id=g:5402279
Thomas Ranch	id=g:5402280
Thomas Russell Middle School	id=g:5402281
Thomas S Burton Park	id=g:5402282
Thomas Star King Middle School	id=g:5402283
Thomas Starr King Junior High School	id=g:5402284
Thomas W Coleman Elementary School	id=g:5402285
Thomasson	id=g:5402286
Thomes Creek	id=g:5402287
Thomas Downey High School	id=g:5402288
Thompson 2411 Dam	id=g:5402289
Thompson Airstrip	id=g:5402290
Thompson Cabin	id=g:5402291
Thompson Cabin	id=g:5402292
Thompson Camp	id=g:5402293
Thompson Camp	id=g:5402294
Thompson Camp (historical)	id=g:5402295
Thompson Camp Spring	id=g:5402296
Thompson Canal	id=g:5402297
Thompson Canyon	id=g:5402298
Thompson	id=g:5402299
Thompson Canyon	id=g:5402300
Thompson Canyon	id=g:5402301
Thompson Canyon	id=g:5402302
Thompson Canyon	id=g:5402303
Thompson Creek	id=g:5402304
Thompson Creek	id=g:5402305
Thompson Creek	id=g:5402306
Thompson Creek	id=g:5402307
Thompson Creek	id=g:5402308
Thompson Creek	id=g:5402309
Thompson Creek	id=g:5402310
Thompson Creek	id=g:5402311
Thompson Creek	id=g:5402312
Thompson Creek	id=g:5402313
Thompson Creek Dam	id=g:5402314
Thompson Drain	id=g:5402315
Thompson Elementary School	id=g:5402316
Thompson Elementary School	id=g:5402317
Thompson Elementary School	id=g:5402318
Thompson Extension Canal	id=g:5402319
Thompson Field	id=g:5402320
Thompson Flat	id=g:5402321
Thompson Flat	id=g:5402322
Thompson Flat	id=g:5402323
Thompson Flat Cemetery	id=g:5402324
Thompson Gulch	id=g:5402325
Thompson Dam	id=g:5402326
Thompson Lake	id=g:5402327
Thompson Lake	id=g:5402328
Thompson Lake	id=g:5402329
Thompson Lateral	id=g:5402330
Thompson Meadow	id=g:5402331
Thompson Meadow	id=g:5402332
Thompson Meadows	id=g:5402333
Thompson Memorial Church of God in Christ	id=g:5402334
Thompson Memorial Medical Center (historical)	id=g:5402335
Thompson Park	id=g:5402336
Thompson Park	id=g:5402337
Thompson Park	id=g:5402338
Thompson Pass	id=g:5402339
Thompson Peak	id=g:5402340
Thompson Peak	id=g:5402341
Thompson Peak	id=g:5402342
Thompson Ranch	id=g:5402343
Thompson Ranch	id=g:5402344
Thompson Ranch	id=g:5402345
Thompson Ridge	id=g:5402346
Thompson Ridge	id=g:5402347
Thompson Ridge	id=g:5402348
Thompson Ridge	id=g:5402349
Thompson School	id=g:5402350
Thompson Spring	id=g:5402351
Thompson Spring	id=g:5402352
Thompson Spring	id=g:5402353
Thompson Spring	id=g:5402354
Thompson Valley	id=g:5402355
Thompson Valley	id=g:5402356
Thompson Hill	id=g:5402357
Thompson Valley	id=g:5402358
Thompson Wash	id=g:5402359
Mount Thompson	id=g:5402360
Thompsons Grove	id=g:5402361
Thomson School	id=g:5402362
Thoreau Center for Sustainability	id=g:5402363
Thoreau Hall	id=g:5402364
Thorn	id=g:5402365
Thorn	id=g:5402366
Thorn 1 Canal	id=g:5402367
Thorn Canal	id=g:5402368
Thorn Meadows	id=g:5402369
Thorn Meadows Campground	id=g:5402370
Thorn Meadows Guard Station	id=g:5402371
Thorn Point	id=g:5402372
Thorn Siding (historical)	id=g:5402373
Thornberry Mountain	id=g:5402374
Thornburg Canyon	id=g:5402375
Thompsons Camp	id=g:5402376
Thornburg Peak	id=g:5402377
Thornbury Park	id=g:5402378
Thorndike Campground	id=g:5402379
Thorndike Mine	id=g:5402380
Thorndyke Canyon	id=g:5402381
Thornburg Park	id=g:5402382
Thorndyke Top	id=g:5402383
Thorne Mine	id=g:5402384
Thornewood Open Space Preserve	id=g:5402385
Thornhill Elementary School	id=g:5402386
Thornhill Station (historical)	id=g:5402387
Thornton	id=g:5402388
Thornton Beach State Park	id=g:5402389
Thornton Branch Stockton-San Joaquin County Public Library	id=g:5402390
Thorndyke Mine	id=g:5402391
Thornton Junior High School	id=g:5402392
Thornton Lateral	id=g:5402393
Thornton Meadow	id=g:5402394
Thornton Migratory Labor Camp (historical)	id=g:5402395
Thornton Post Office	id=g:5402396
Thornton High School	id=g:5402397
Thorpe Building	id=g:5402398
Thorpe Canyon	id=g:5402399
Thornton Hall	id=g:5402400
Thorps Creek	id=g:5402401
Thortin Youth Center - Esperanza	id=g:5402402
Thousand Hills Shopping Center	id=g:5402403
Thousand Island Lake	id=g:5402404
Thousand Oaks	id=g:5402405
Thousand Oaks	id=g:5402406
Thousand Oaks High School	id=g:5402407
Thousand Oaks Library	id=g:5402408
Thousand Oaks Park	id=g:5402409
Thousand Oaks Elementary School	id=g:5402410
Thousand Oask Community Center	id=g:5402411
Thousand Palm Canyon Wash	id=g:5402412
Thorpe Prospect	id=g:5402413
Thousand Palms Canyon	id=g:5402414
Thousand Palms	id=g:5402415
Thousand Palms Dry Camp Siding	id=g:5402416
Thousand Palms Oasis	id=g:5402417
Thousand Palms Post Office	id=g:5402418
Thousand Pines Camp	id=g:5402419
Thousand Trail Resort	id=g:5402420
Thousand Trails Campground	id=g:5402421
Thrash Ranch	id=g:5402422
Thrash Ranch (historical)	id=g:5402423
Thrasher Park	id=g:5402424
Three Arch Bay	id=g:5402425
Three Arches	id=g:5402426
Three Brothers	id=g:5402427
Three Buttes	id=g:5402428
Three C Mine	id=g:5402429
The Three Chimneys	id=g:5402430
Three Chop Ridge	id=g:5402431
Three Cornered Meadow	id=g:5402432
Three Corners	id=g:5402433
Three Corners	id=g:5402434
Three Corners	id=g:5402435
Three Corners Creek	id=g:5402436
Thousand Palms Community Church	id=g:5402437
Three Crossing	id=g:5402438
Three Finger Lake	id=g:5402439
Three Fingers Prospect	id=g:5402440
Three Island Lake	id=g:5402441
Three J Ranch 590 Dam	id=g:5402442
Three Lakes	id=g:5402443
Three Lakes Campground	id=g:5402444
Three Lakes Trail	id=g:5402445
Three Lakes Trailhead	id=g:5402446
Three Meadows	id=g:5402447
Three Mile Beach	id=g:5402448
Three Mile Campground	id=g:5402449
Three Mile Campsite	id=g:5402450
Three Oaks Baptist Church	id=g:5402451
Three Oaks Park	id=g:5402452
Three P Plant	id=g:5402453
Three Peaks	id=g:5402454
Three Peaks	id=g:5402455
Three Peaks	id=g:5402456
Three Peaks	id=g:5402457
Three Peaks	id=g:5402458
Three Peaks Campground	id=g:5402459
Three Pines Canyon	id=g:5402460
Three Corners Dam	id=g:5402461
Three Points	id=g:5402462
Three Prong Campground	id=g:5402463
Three Prong Valley	id=g:5402464
Three Queens Mine	id=g:5402465
Three River Reach	id=g:5402466
Three Rivers Elementary School	id=g:5402467
Three Rivers Golf Course	id=g:5402468
Three Rocks	id=g:5402469
Three Rocks	id=g:5402470
Three Rocks	id=g:5402471
The Three Sirens	id=g:5402472
Three Sisters	id=g:5402473
Three Sisters	id=g:5402474
Three Sisters	id=g:5402475
Three Sisters	id=g:5402476
Three Sisters	id=g:5402477
Three Sisters	id=g:5402478
Three Sisters	id=g:5402479
Three Sisters Peaks	id=g:5402480
Three Sisters Rock	id=g:5402481
Three Springs	id=g:5402482
Three Springs	id=g:5402483
Three Springs Creek	id=g:5402484
Three Points	id=g:5402485
Three Troughs	id=g:5402486
Three Troughs Canyon	id=g:5402487
Three Tree Flat	id=g:5402488
Canyon Three	id=g:5402489
Three in One Mine	id=g:5402490
Threemile Bridge	id=g:5402491
Threemile Guard Station (historical)	id=g:5402492
Threemile Rock	id=g:5402493
Threemile Slough	id=g:5402494
Threemile Tank	id=g:5402495
Threemile Valley	id=g:5402496
Three-G Gas Plant	id=g:5402497
Throop Park	id=g:5402498
Throop Peak	id=g:5402499
Through Canyon	id=g:5402500
Throckmorton Trail	id=g:5402501
The Thumb	id=g:5402502
