Malmunj	id=g:1468082
Darah-ye Bāy Mōrād	id=g:1471776
Kōtal-e Dulghah	id=g:1471777
Darah-ye Safayd Shōrakā	id=g:1471778
Srē Tangaī Ghar	id=g:1471779
Pushtah-ye Shōrakā	id=g:1471780
Shaykh Mīrān	id=g:1471781
Nāwah-ye Sīāh Sangak	id=g:1471782
Wūṯ Ghar	id=g:1471783
Sēway	id=g:1471784
Jar-e Muḩammad Khān	id=g:1471785
Ḩasan Algaḏah	id=g:1471786
Sūr Tangaī	id=g:1471787
Raṯah	id=g:1471788
Pushtah-ye Ismā‘īl Kushtah	id=g:1471789
Kīṉah Ghwāygūzah	id=g:1471790
Tapah-ye Ḩowẕ-e Murghān	id=g:1471791
Kaṯahsang Ghar	id=g:1471792
Maṉah	id=g:1471793
Ghurghurō Ghar	id=g:1471794
Spīnah Tīz̲h̲ah Algaḏah	id=g:1471795
Wadānah Ghar	id=g:1471796
Darah-ye Galah Chashmah	id=g:1471797
S̲h̲ay Ghwāygūzah	id=g:1471798
Wêch Tangaī	id=g:1471799
Ghêlō Algaḏ	id=g:1471800
Ghinjalay Ghar	id=g:1471801
Darah-ye Kōrābak	id=g:1471802
Takhtakay Ghar	id=g:1471803
Ōbas̲h̲taī Darah	id=g:1471804
Sarmas Kānay	id=g:1471805
Naraī Khadanah	id=g:1471806
Shīn Kunḏ Darah	id=g:1471807
Ghāznī Algaḏ	id=g:1471808
Lakaṟay Darah	id=g:1471809
Dērkī Khēl	id=g:1471810
Dādī Khēl	id=g:1471811
Spīn Jumā’at Algaḏ	id=g:1471812
‘Arab Khēlō Darah	id=g:1471813
‘Arab Khēl	id=g:1471814
Kharōṯō Darah	id=g:1471815
Bāghak Darah	id=g:1471816
Mangal Darah	id=g:1471817
Qal‘ah-ye Pārah	id=g:1471818
Rashak-e Paytāb	id=g:1471819
Kōy Kēnak	id=g:1471820
Darah-ye Band-e Amīr	id=g:1471821
Darah-ye Buzghālah	id=g:1471822
Nāw-e Shōrah Kharak	id=g:1471823
Band-e Khāk-e Jabār	id=g:1471824
Surtay	id=g:1471825
Salām Khēlō Khwaṟ	id=g:1471826
Darah-ye Kōtak	id=g:1471827
Balōtak Khwaṟ	id=g:1471828
Kakaray Ghar	id=g:1471829
Balōtak Ghar	id=g:1471830
Jar-e Chatak	id=g:1471832
Tizīn-e Khāş Khwaṟ	id=g:1471833
Sum-e Duldul	id=g:1471834
Gaṟaī Ghar	id=g:1471835
Jorōbay Khwaṟ	id=g:1471836
Kaṟkachē Khwaṟ	id=g:1471838
Sahāk Khwaṟ	id=g:1471839
Qalāgaī	id=g:1471840
Āhangarān	id=g:1471841
Kaflayzak	id=g:1471842
Safayd Gulī	id=g:1471843
Darah-ye Surkh Gulī	id=g:1471844
Zardīgāh	id=g:1471846
Kōh-e Āb Qōl	id=g:1471847
Kōh-e Āzād	id=g:1471848
Kōh-e Baldarghanak	id=g:1471849
Kōh-e Shānah Sang	id=g:1471850
Kōh-e Yak Rūyah	id=g:1471851
Kōtal-e Showbāshak	id=g:1471852
Kōh-e Chashmah-ye Dowlat	id=g:1471853
Kōh-e Shōrah Kharak	id=g:1471854
Band-e Darah-ye ‘Alī	id=g:1471855
Kōh-e Barbar	id=g:1471856
Kōh-e Sar Sorākh	id=g:1471857
Dasht-e Shōrah Qōl	id=g:1471858
Kōtal-e Farāmōz	id=g:1471859
Band-e Z̄ūlfaqār	id=g:1471860
Jigdalaī	id=g:1471861
Shāh Ālam Khwaṟ	id=g:1471862
Tishankaī	id=g:1471863
Ṯisank	id=g:1471864
Barah Kulālah	id=g:1471865
Kamzīz̲h̲aī	id=g:1471866
Kōṯagaī	id=g:1471867
Ūşbargarah	id=g:1471868
Mīrgaḏ Khēl	id=g:1471869
Kalāgaī	id=g:1471870
Kalī Khēl	id=g:1471871
Bihzād Khēl	id=g:1471872
Band-e Panayr	id=g:1471873
Langar Khēl	id=g:1471874
Shōrlā Khēl	id=g:1471875
Samal Khēl	id=g:1471876
Ghāṟah	id=g:1471877
Panangzaī	id=g:1471878
Halīkzaī	id=g:1471879
Kōk Khēl	id=g:1471880
Band-e Ghulāmān	id=g:1471881
Pul-e Balōlī	id=g:1471882
Band-e Haībat	id=g:1471883
Āwzangānī	id=g:1471884
Kaṟkachē Ghar	id=g:1471885
Gāṟī	id=g:1471886
Ghajūrak	id=g:1471887
Jar-e Jedā Chel	id=g:1471888
Kōh-e Jedā Chel	id=g:1471889
Jarhā-ye Yakhak	id=g:1471890
Darreh-ye Zardigāh	id=g:1471891
Niyān Khwaṟ	id=g:1471892
Kōtal-e Khamīn	id=g:1471893
Gora Darsaruna	id=g:1471894
Wāsōzhaī	id=g:1471895
Maskōṟaī	id=g:1471896
Tōrwukay	id=g:1471897
Tang	id=g:1471898
Srametay	id=g:1471899
Ḩowẕ-e Khāş	id=g:1471900
Zēṟay Khanḏay	id=g:1471901
Shakar Kushtah	id=g:1471902
Mangalī	id=g:1471903
Jar-e Khar Murdah	id=g:1471904
Zārai Khande Kandao	id=g:1471905
Būrmordeh	id=g:1471906
Markī Khēlō Tangaī	id=g:1471907
Spinkhvar	id=g:1471908
Jōkān Khwaṟ	id=g:1471909
Jar-e Ōlangak	id=g:1471910
Jar-e Tabarghān Qōl	id=g:1471911
Ladzhgarkhvar	id=g:1471912
Nughlak	id=g:1471913
Nughlak	id=g:1471914
Wêchakī Sar	id=g:1471915
Zargānah	id=g:1471916
Nāw-e Kaltūn	id=g:1471917
Jar-e Kanday	id=g:1471918
Jar-e Ghārak	id=g:1471919
Jar-e Mārtū	id=g:1471920
Kūzah Chow Atrah	id=g:1471921
Darah-ye Māmūrak	id=g:1471922
Mullāyān	id=g:1471923
Kham-e Khushk	id=g:1471924
Salīm Khēl	id=g:1471925
Khōshḩāl Khēl	id=g:1471926
Rasūl Khēl	id=g:1471927
Zāndah Kêlay	id=g:1471928
Muḩammadī Khwaṟ	id=g:1471929
‘Alam Kats	id=g:1471930
Gāṟī	id=g:1471931
Ḩasan Kats	id=g:1471932
Ḩişārak Khwaṟ	id=g:1471933
Nāw-e Tundak	id=g:1471934
Gāw Band	id=g:1471935
Āsiferān	id=g:1471936
Jāndah Khwaṟ	id=g:1471937
Pelandarah	id=g:1471938
Tsapêrī	id=g:1471939
Āmān Kōṯ	id=g:1471940
Āmān Kōṯ	id=g:1471941
Kam Amān Kōṯ	id=g:1471942
Bagak	id=g:1471943
Jalak Sar	id=g:1471944
Spāndō Kats	id=g:1471945
Nāwêr Tangaī	id=g:1471946
Kunḏaī	id=g:1471947
Kam Kunḏaī	id=g:1471948
Tsaplay Ghar	id=g:1471949
Ghwāygūzah	id=g:1471950
Tōr Kāṉī	id=g:1471951
Gora Lagar	id=g:1471952
Kāghānō Chīnah	id=g:1471953
Sharīf Khēl	id=g:1471954
Qādir Khēl	id=g:1471955
Gulāb Khēl	id=g:1471956
Ḩājī Kamō Kanḏow	id=g:1471957
Kōh-e Ōlangak	id=g:1471958
Khar Khurdah	id=g:1471959
Sīāh Kōh	id=g:1471960
Khar Murdah	id=g:1471961
Qabr-e Afghān	id=g:1471962
Qabr-e Afghān	id=g:1471963
Buḏaī Naw	id=g:1471964
Tir	id=g:1471965
Mushkuṉah	id=g:1471966
Nūrah Nāw	id=g:1471967
Band-e Kham-e Nīl	id=g:1471968
Tōrīnow	id=g:1471969
Band-e Tabarghān Qōl	id=g:1471970
Ōbas̲h̲taī Khwaṟ	id=g:1471971
Kōtal-e Ghārak	id=g:1471972
Sang-e Zard	id=g:1471973
Dowlat	id=g:1471974
Kal Tōp Bāsh	id=g:1471975
Khānah	id=g:1471976
Teray	id=g:1471977
Shīnwār	id=g:1471978
Srē Khāwrē	id=g:1471979
Bar-Ashpan	id=g:1471980
Piṯlah	id=g:1471981
Mohmand	id=g:1471982
Khōshḩāl Khēl	id=g:1471983
‘Alam Bēg Khēl	id=g:1471984
Surkh Pul	id=g:1471985
Towdah Chīnah	id=g:1471986
Zakay	id=g:1471987
Murdār Ḏanḏ	id=g:1471989
Pīchangālōbā Ghar	id=g:1471990
Shaykhān	id=g:1471991
Muḩammadaī	id=g:1471992
Maīdānī Ghunḏêy	id=g:1471993
Kōh-e Gumbazī	id=g:1471994
Menkowak	id=g:1471995
Myā Şāḩib Kêlay	id=g:1471997
Kōh-e Sīāh Qarkh	id=g:1471998
Kōtal-e Kelkelak	id=g:1471999
Zard Sang	id=g:1472000
Kōtal-e Sīāh Rayg	id=g:1472001
Kōh-e Sar Sorākh	id=g:1472002
Parjinah	id=g:1472003
Mūzah Khān	id=g:1472004
Zīārat-e Nishpātī	id=g:1472005
Surdag	id=g:1472006
Sūrī Khēl	id=g:1472007
Chahār Tūt	id=g:1472008
‘Alī Khēl	id=g:1472009
Langar Khēl	id=g:1472010
Ḩalīm Khēl	id=g:1472011
Z̧arīf Khēl	id=g:1472012
Tōrī Khēl	id=g:1472013
Mīz Ghunḏêy	id=g:1472014
Jabaī	id=g:1472015
Rāghah	id=g:1472016
Ganjah Khēl	id=g:1472017
Khumār Khēl	id=g:1472018
Pāchāhī Qal‘ah	id=g:1472019
Lakah Ghunḏêy	id=g:1472020
Qal‘ah-ye Ḩājī	id=g:1472021
Āshpān Dāg	id=g:1472022
Seh Āb-e Pā’īn	id=g:1472023
Nāwur	id=g:1472024
Mīā Şāḩib Kêlay	id=g:1472025
Wūdī Ḩişār	id=g:1472026
Tsêrlāṟē Ghar	id=g:1472027
Dāgīān	id=g:1472028
Seh Āb	id=g:1472029
Tangōṟaī Khwaṟ	id=g:1472030
Dōzālā Khēl	id=g:1472031
‘Arab Khēl	id=g:1472032
Spīn Kêlay	id=g:1472033
Chār Chīnār	id=g:1472034
Jōkān Khwaṟ	id=g:1472035
Chakan	id=g:1472036
Piṯlah	id=g:1472037
Ghāzī Kêlay	id=g:1472038
Khānumī Kōṯē	id=g:1472039
Ghānchaī Ghar	id=g:1472040
Shaykhān	id=g:1472041
Hambarkhānē Ghar	id=g:1472042
Sarwar Bāgh	id=g:1472043
Wêch Algaḏ Khūlah	id=g:1472044
Wêch Algaḏ	id=g:1472045
Shahristān	id=g:1472046
Nāw-e Bayg Naẕar	id=g:1472048
Nāw-e Qodoghak	id=g:1472049
Jar-e Shākh	id=g:1472050
Jar-e Tāwah	id=g:1472051
Darah-ye Safar	id=g:1472052
Jar-e Yakhdān	id=g:1472053
Jar-e Dādah Bayg	id=g:1472054
Jar-e Shūlūk	id=g:1472055
Kōh-e Sōkhtahgī	id=g:1472056
Dasht-e Aghadow	id=g:1472057
Kōh-e Qar Tepah	id=g:1472058
Kōh-e Paysh-e Pōzah	id=g:1472059
Band-e Nāwur	id=g:1472060
Nāw-e Gurg	id=g:1472061
Jar-e Āwtū	id=g:1472062
Jar-e Targhaī Būlāq	id=g:1472063
Jar-e Takatū	id=g:1472064
Sar-e Khāk Dow	id=g:1472065
Nāw-e Tundak	id=g:1472066
Jar-e Paysh Band	id=g:1472067
Band-e Amīr	id=g:1472068
Jar-e Ḩowẕ-e Murghān	id=g:1472069
Jar-e Mīān Jōyak	id=g:1472070
Nāwah-ye Ābol	id=g:1472071
Band-e Gharatarah	id=g:1472072
Shaylah-ye Munjūwak	id=g:1472073
Kōrāb-e Murtaẕá	id=g:1472074
Damāghah-ye Shībar	id=g:1472075
Shaylah-ye Garg Āwak	id=g:1472076
Nāwah-ye Ābol	id=g:1472077
Pushtah-ye Sar Sangī Alghūchak	id=g:1472078
Shaylah-ye Muḩammad Khān	id=g:1472079
Shaylah-ye Lūkhī	id=g:1472080
Darah-ye Alghūchak	id=g:1472081
Pushtah-ye Sangpōsh	id=g:1472082
Darwāzah	id=g:1472083
Kōrāb-e Behzād	id=g:1472084
Karezi-Mulla	id=g:1472085
Khaydarbaland	id=g:1472086
Shamshayr Sang	id=g:1472087
Pushtah-ye Gōrāb	id=g:1472088
Sarkōkī	id=g:1472089
Kyariz Bazirgan	id=g:1472090
Kārīz-e Kelkah	id=g:1472091
Jar-e Raygī	id=g:1472092
Pushtah-ye Sarkōkī	id=g:1472093
Khrebet Bandibedak	id=g:1472094
Kōh-e Nakhshī	id=g:1472095
Pushtah-ye Zowārah	id=g:1472096
Nakhshī	id=g:1472097
Nāwah-ye Nakhshī	id=g:1472098
Pushtah-ye Sag Murdah	id=g:1472099
Pushtah-ye Kōrāb-e Raḩīm	id=g:1472100
Kōrāb-e Raḩīm	id=g:1472101
Pushtah-ye Chāhābah	id=g:1472102
Shaylah-ye Sag Mūrdah	id=g:1472103
Shaylah-ye Chāhābah	id=g:1472104
Shaylah-ye Āb Khōrah	id=g:1472105
Shaylah-ye Chashmah-ye Safayd	id=g:1472106
Chūnḏey Sang	id=g:1472107
Chashmah-ye Safayd	id=g:1472108
Pushtah-ye Galah Bayd	id=g:1472109
Jar-e Takabughur	id=g:1472110
Jar-e Naweshkan	id=g:1472111
Jar-e Rahnowak	id=g:1472112
Daywār Safayd	id=g:1472113
Rāḩ Nowak	id=g:1472114
Gārīzārak	id=g:1472115
Shōraghār	id=g:1472116
Band-e Bowr	id=g:1472117
Mīān Jōyāk	id=g:1472118
Ghul Ghulah	id=g:1472119
Zan Kushta	id=g:1472120
Bazirgun	id=g:1472121
Mazar Seyid-Mukhtar	id=g:1472122
Zīārat-e Khvājeh Ghatlān	id=g:1472123
Burj	id=g:1472124
Rāhīsuchū	id=g:1472125
Istochnik Mullakhodzhayi-Kokhi	id=g:1472126
Cheshmeh-ye Tūtak	id=g:1472127
Gharghaw	id=g:1472128
Shaylah-ye Chashmah-ye Safayd	id=g:1472129
Pushtah-ye Kashkar	id=g:1472130
Jar-e Kashkar	id=g:1472131
Jar-e Khayrātī	id=g:1472132
Jar-e Ḩājī Jamāl	id=g:1472133
Jar-e Sikaychak	id=g:1472134
Qal‘ah-ye Mīr Aḩmad Khān	id=g:1472135
Qal‘ah-ye Mīrā	id=g:1472136
Pushtah-ye Sikaychak	id=g:1472137
Band-e Gurzak	id=g:1472138
Shaylah-ye Daywār-e Yār Khān	id=g:1472139
Tayzān	id=g:1472140
Ghulī Shāh	id=g:1472141
Tanghār Chan	id=g:1472142
Qal‘ah-ye Khān	id=g:1472143
Pushtah-ye Kōrābak-e Murtaẕá	id=g:1472144
Qal‘ah-ye Hazār Jirīb	id=g:1472145
Ghaslambār	id=g:1472146
Kalah Gird	id=g:1472147
Jagharah	id=g:1472148
Kalātah	id=g:1472149
Qal‘ah-ye Wakīl	id=g:1472150
Kalayi-Kuma	id=g:1472151
Gurgī	id=g:1472152
Shaylah-ye Buzghālak	id=g:1472153
Jar-e Bālā-ye Gharghat	id=g:1472154
Nāwah-ye Khalashkī	id=g:1472155
Jar-e Ḩasīnī	id=g:1472156
Pushtah-ye Sang Surkh	id=g:1472157
Shaylah-ye Yakhdān	id=g:1472158
Khūlah	id=g:1472159
Band-e Mārpēch	id=g:1472160
Sīāh Chōb	id=g:1472161
Deh Tapah	id=g:1472162
Sowristān	id=g:1472163
Chīrī	id=g:1472164
Udwān	id=g:1472165
Ja‘farābād	id=g:1472166
Aḩmadī	id=g:1472167
Qal‘ah-ye Safaydak	id=g:1472168
Sar-e Asb	id=g:1472169
Qal‘ah-ye Ḩasan Khān	id=g:1472170
Sayyid Qadam	id=g:1472171
Mūqābād	id=g:1472172
Dar Band	id=g:1472173
Islām ‘Alī	id=g:1472174
Kamīzān	id=g:1472175
Kabulikha	id=g:1472176
Kalāteh	id=g:1472177
Pūrān-e Khaşah	id=g:1472178
Khavadekh	id=g:1472179
Khavadekh	id=g:1472180
Qā’enīhā	id=g:1472181
Rabāţ-e Qulugh	id=g:1472182
Ravashan	id=g:1472183
Kalayi-Gulabikha	id=g:1472184
Shorabad	id=g:1472185
Mazrayi-Khadzhi-Kayum	id=g:1472186
Chahār Khānah	id=g:1472187
Pushtah-ye Sōz Sang	id=g:1472188
Kanati-Khalir	id=g:1472189
Kalayi-Sharif	id=g:1472190
Dogabad	id=g:1472191
Dzhelalabad	id=g:1472192
Karezi-Nau	id=g:1472193
Garmīābād	id=g:1472194
Taryak	id=g:1472195
Katani	id=g:1472196
Sava	id=g:1472197
Gurāzān	id=g:1472198
Kushkisak	id=g:1472199
Bagi-Masan	id=g:1472200
Bozdān	id=g:1472201
Makhmudabad	id=g:1472202
Ṯōṟkan-e ‘Ulyā	id=g:1472203
Azizrud	id=g:1472204
Chungar	id=g:1472205
Kalayi-Dasht	id=g:1472206
Qal‘eh-ye Deldār	id=g:1472207
Nangabad	id=g:1472208
Kalayi-Azimkhan	id=g:1472209
Nakkash	id=g:1472210
Charburdzh	id=g:1472211
Jalwardī	id=g:1472212
‘Abdulābād	id=g:1472213
Qal‘ah-ye Mullā ‘Abdullāh	id=g:1472214
Zamanabad	id=g:1472215
Akhmedabad	id=g:1472216
Dekhshadi	id=g:1472217
Amrah-ye Gerd	id=g:1472218
Laklakkhana	id=g:1472219
Tokchi	id=g:1472220
Deh Lattah	id=g:1472221
Asiacha	id=g:1472222
Robāţ-e Shahryār	id=g:1472223
Rabati-Suleyman	id=g:1472224
Dzhuyi-Nau	id=g:1472225
Sari-Khasankhodzha	id=g:1472226
Khunani	id=g:1472227
Lakani	id=g:1472228
Qashshah	id=g:1472229
Nangabad	id=g:1472230
Takht-e Safar	id=g:1472231
Bagi-Nazargakh	id=g:1472232
Razvaliny Khanshakh	id=g:1472233
Mazār-e Yakah Pistah	id=g:1472234
Kālar	id=g:1472235
Alghawān	id=g:1472236
Qaşāb	id=g:1472237
Nalistān	id=g:1472238
Kōh-e Khūlah-ye Ambays	id=g:1472239
Rūd-e Karokh	id=g:1472240
Alimansur	id=g:1472241
Naqīābād	id=g:1472242
Dzhuyi-Sava	id=g:1472243
Kārēz-e Şūfī	id=g:1472244
Guṟzīḏ	id=g:1472245
Bāghhā	id=g:1472246
Tānūrah	id=g:1472247
Anjīrak	id=g:1472248
Āwchang	id=g:1472249
Deh-e Dāyān	id=g:1472250
Kaftarsūrākh	id=g:1472251
Barbayk	id=g:1472252
Taghankoh	id=g:1472253
Darreh-ye Kham	id=g:1472254
Kharābehhā-ye Waṟask	id=g:1472255
Kharābehhā-ye Waṟask	id=g:1472256
Kharābeh-ye Waṟask	id=g:1472257
Tanūrah	id=g:1472258
Cheheldokhtarān	id=g:1472259
‘Ārf Haft Galah	id=g:1472260
Āsāṟ-e Kulāw	id=g:1472261
Āsār-e Kulāw	id=g:1472262
Kūh-e Āsāṟ-e Kulāw	id=g:1472263
Sīāhlengān	id=g:1472264
Tangī Azaw	id=g:1472265
Kohe Slanjaw	id=g:1472266
Gardaneh Sorkhbīd	id=g:1472267
Sowta’i	id=g:1472268
Gazān	id=g:1472269
Kūh-e Sorkhbīd	id=g:1472270
Kūh-e Kheḏāj	id=g:1472271
Kūh-e Lūng	id=g:1472272
Kūh-e Waṟask	id=g:1472273
Damāghah-ye Kaj Kōtal	id=g:1472274
Kohe Gazma	id=g:1472275
Kūh-e Chahārmīveh	id=g:1472276
Shēlah-ye Kulāw	id=g:1472277
Hāmrūḏu	id=g:1472278
Shēlah-ye Sorkhbīd	id=g:1472279
Dahāneh Gharavī	id=g:1472280
Shēlah-ye Aspaṟ	id=g:1472281
Shēlah-ye Zereshk	id=g:1472282
Shēlah-ye Wāṟishk	id=g:1472283
Shēlah-ye Ābkhāneh	id=g:1472284
Dahāneh-ye Lūng	id=g:1472285
Banaws Geṟaw	id=g:1472286
Rigi	id=g:1472287
Shākheh-ye Rēgay	id=g:1472288
Shēlah-ye Guṟzīḏ	id=g:1472289
Shēlah-ye Kaṟs	id=g:1472290
Shaylah-ye ‘Onā	id=g:1472291
Shēlah-ye Kajkowtal	id=g:1472292
Shēlah-e Taysorkh	id=g:1472293
Shēlah-ye Taysorkh	id=g:1472294
Darah-ye Hunād	id=g:1472295
Shēlah-ye Ghaṟamqul	id=g:1472296
Jar-e Zowtō	id=g:1472297
Shaylah-ye Khwājah Larbī	id=g:1472298
Khōz̲h̲ Āwak	id=g:1472299
Jar-e Andar	id=g:1472300
Sar-e Awsayr	id=g:1472301
Jow-e Sīāh	id=g:1472302
Qaţār-e Awshapalān	id=g:1472303
Minkharah	id=g:1472304
Kūh-e `Alamsang	id=g:1472305
Kōh-e Dūshākh	id=g:1472306
Khūlah-ye Gazak	id=g:1472307
Sīālākh	id=g:1472308
Dahāneh-ye Balwā	id=g:1472309
Robāţ-e Ākhvond	id=g:1472310
Panjmiṟān	id=g:1472311
Goz̄arah	id=g:1472312
Bīdak	id=g:1472313
Zīārat-e Moḩammad A‘lā	id=g:1472314
Baṟbēk	id=g:1472315
Mīānkholah	id=g:1472316
Shēlah-ye Bāghchar	id=g:1472317
Shēlah-ye Taykūshk	id=g:1472318
Shēlah-ye Gimhā	id=g:1472319
Shēlah-ye Ābrīzī	id=g:1472320
Kārīz-e Sheykh ‘Alī	id=g:1472321
Kārīz-e Ḩājjī Şāḩeb	id=g:1472322
Kārīz-e Mollā Khvājeh	id=g:1472323
Dasht-e Shoragerd	id=g:1472324
Dasht-e Nāspandah	id=g:1472325
Dasht-e Robāţ-e Sarāb	id=g:1472326
Poshteh-ye Moghol Bābā	id=g:1472327
Ghar-e Mehrabān	id=g:1472328
Damāgheh-ye Poshteh-ye Pajī	id=g:1472329
Kūh-e Taghāṟak	id=g:1472330
Kūh-e Qolleh-ye Chahāk	id=g:1472331
Pūzeh-ye Rashāk	id=g:1472332
Kowtal-e Pāṟaganḏah	id=g:1472333
Qal‘ah-ye Ghanī	id=g:1472334
Kalāchah	id=g:1472335
Pārayat	id=g:1472336
Ghilō Kazan	id=g:1472337
Qal‘ah-ye Khwājah	id=g:1472338
Qal‘ah-ye Khanjar	id=g:1472339
Tōghak	id=g:1472340
Dōghābād	id=g:1472341
Qudratullāh Walī	id=g:1472342
Khwājah Kalātī	id=g:1472343
Sābāt	id=g:1472344
Kōh-e Sābāt	id=g:1472345
Zarshō	id=g:1472346
Sīnza’i	id=g:1472347
Kaylī	id=g:1472348
Darrah-e Pachahghān	id=g:1472349
Ḩosayn Khān Khēl	id=g:1472350
Kōh-e Taybush	id=g:1472351
Darah-ye Gimah	id=g:1472352
Darah-ye Hazh Dārman	id=g:1472353
Angōrūk	id=g:1472354
Dowlat Zāwar	id=g:1472355
Chāhī Khēl	id=g:1472356
Kalīl	id=g:1472357
Kōh-e Kayl	id=g:1472358
Odōrmuk	id=g:1472359
Kōh-e Mayō	id=g:1472360
Kōh-e Aīresh Kachī	id=g:1472361
Kōh-e Kamashān	id=g:1472362
Moḩsin Khēl-e ‘Olyā	id=g:1472363
Darah-ye Āsōrān	id=g:1472365
Kōh-e Naychah	id=g:1472366
Kōh-e Mizhdar	id=g:1472367
Darah-ye Lāmīah	id=g:1472368
Sikīn	id=g:1472369
Sūr Gunbad	id=g:1472370
Kōh-e Sarikdar	id=g:1472371
Qal‘ah-ye Nashar	id=g:1472372
Martān	id=g:1472373
Kastar Khēl	id=g:1472374
Darah-ye Kachā	id=g:1472375
Sarikdar	id=g:1472376
Dūmkah Zāwar	id=g:1472377
Lakah Khēl	id=g:1472378
Shātah Gadār	id=g:1472379
Pāch Khām	id=g:1472380
Jānah Gal	id=g:1472381
Mīrān Khēl	id=g:1472382
Raygī	id=g:1472383
Dārahtā	id=g:1472384
Nachah Lām	id=g:1472385
Mukhtār Kalā	id=g:1472386
Jōy-e Shāhī	id=g:1472387
Now Deh	id=g:1472388
Ḩājī ‘Abdur Raḩīm Ṯak	id=g:1472389
Hamah Nag	id=g:1472390
Kōh-e Kōdar	id=g:1472391
Mīrān Khēl	id=g:1472392
Chūrah Khēl	id=g:1472393
Mullā Āghā Muḩammad Nāwêr	id=g:1472394
Pāyil	id=g:1472395
Tangī Khēl	id=g:1472396
Tōr Māndêh	id=g:1472397
Wazīrīānō Māndêh	id=g:1472398
Jānakah Sāṯ	id=g:1472399
Şādiqān	id=g:1472400
Sharak Khēl	id=g:1472401
Indzêr	id=g:1472402
Shīnḏak	id=g:1472403
Muḩammad Nūr Ghunḏêy	id=g:1472404
Bahādor Khēl	id=g:1472405
Mōminānō Ghunḏêy	id=g:1472406
Hindū Ghunḏêy	id=g:1472407
Gumbad-e Sarōkhān Bābā	id=g:1472408
Yakah Bābā Zīārat	id=g:1472409
Solţān Khēl	id=g:1472410
Tāband	id=g:1472411
Ghwênḏ Sar	id=g:1472412
Karājī	id=g:1472413
Bakaray Kalā	id=g:1472414
Darwālī	id=g:1472415
Khushkāwah	id=g:1472416
Shārō Khēl	id=g:1472417
Khushkava	id=g:1472418
Lakah Khēl	id=g:1472419
Kōrdak	id=g:1472420
Dowlat Khēl	id=g:1472421
Adīza’ī	id=g:1472422
Mīrā Khēl	id=g:1472423
S̲h̲êh Kōṯ	id=g:1472424
Tatar Khēl	id=g:1472425
Kākar	id=g:1472426
Afghanīah	id=g:1472427
Ḩaydar Khēl	id=g:1472428
Ghayn-e Pā’īn	id=g:1472429
Kōhī	id=g:1472430
Āsīah Khēl	id=g:1472431
Mullā Khēl	id=g:1472432
Fayrōza’ī	id=g:1472433
Bābā Sangō Walī	id=g:1472434
‘Abdul Khēl	id=g:1472435
Drē Tselī	id=g:1472436
Bahlōlzaī	id=g:1472437
Bādizō Kêlay	id=g:1472438
Aḩmadjān Kalā	id=g:1472439
Darwāzah	id=g:1472440
Manşūr Kêlay	id=g:1472441
Kōrah	id=g:1472442
Tōr Nīkêh Malangān	id=g:1472443
‘Ebād Khēl	id=g:1472444
Dēwāl Kêlay	id=g:1472445
Tājak	id=g:1472446
Akhtar Khēlō Kêlay	id=g:1472447
Bābā ‘Alī	id=g:1472448
Lanḏī Kārēz Kêlay	id=g:1472449
Khowgānī	id=g:1472450
Chōlāwak	id=g:1472451
Lālazaī	id=g:1472452
Adīn Khēl	id=g:1472453
Pīr Sabz Nīkêh	id=g:1472454
Mullā Ibrāhīm Nīkêh	id=g:1472455
Faqīr Mīrākhō Nīkêh	id=g:1472456
Tōr Nīkêh Zīārat	id=g:1472457
Qal‘ah-ye Şāliḩ	id=g:1472458
Jālō Khēl	id=g:1472459
Tātarī Khwaṟ	id=g:1472460
Iskām Darah	id=g:1472461
Lakaṟay Band	id=g:1472462
Srah Ghunḏêy	id=g:1472463
Gumbad Māndêh	id=g:1472464
Naray Māndêh	id=g:1472465
‘Omar Khēl	id=g:1472466
Āghā Mīr Māndêh	id=g:1472467
Khākē Chōpān Māndêh	id=g:1472468
Sīnza’i	id=g:1472469
Jowybār	id=g:1472470
Pāyindah Muḩammad Ghāzī	id=g:1472471
Khwājah Boland	id=g:1472472
Shkanē Māndêh	id=g:1472473
Mṟah Shaylah	id=g:1472474
Mullā Khēl	id=g:1472475
Pīr Sabz Nīkêh Māndêh	id=g:1472476
Nāwêr-e Junūbī	id=g:1472477
Shaylah	id=g:1472478
Dê Ḏalē Shaylah	id=g:1472479
Mullā Naz̧ar Muḩammad Bābā	id=g:1472480
Khrō Ghbargē Māndêh	id=g:1472481
Zarzadah	id=g:1472482
Motawālī	id=g:1472483
Srē Ghunḏêy Māndêh	id=g:1472484
Yakah Bābā Māndêh	id=g:1472485
Nahr-e Mīr Afẕal	id=g:1472486
Shāhzādah Khēl	id=g:1472487
Darwāzahgay	id=g:1472488
Shātūt	id=g:1472489
Qanāt-e Dīn	id=g:1472490
Qanāt-e Darwāzah	id=g:1472491
Dandī Pushtī	id=g:1472492
Khinjak Mazār	id=g:1472493
Dasht-e Farhād	id=g:1472494
Zar Kōh	id=g:1472495
Dê Gūrāzān Band	id=g:1472496
Dê Kārēz Ghar	id=g:1472497
Kōh-e Galah	id=g:1472498
Dê Changōlak Band	id=g:1472499
Sīāh Khūlah	id=g:1472500
Nayār Khēl	id=g:1472501
Zīārat-e Malang	id=g:1472502
Dê Kārēz Afghān Ghar	id=g:1472503
