Pico Pomer	id=g:3113238
Lugueros	id=g:3117810
Lugones	id=g:3117811
Estación de Lugo de Llanera	id=g:3117812
Provincia de Lugo	id=g:3117813
Lugo	id=g:3117814
Lugilde	id=g:3117815
Lugás	id=g:3117816
Lugarín	id=g:3117817
Lugarejos	id=g:3117818
Lugar de Arriba	id=g:3117819
Lugar de Abajo	id=g:3117820
Arroyo del Lugar	id=g:3117821
Luezas	id=g:3117822
Luey	id=g:3117823
Luesma	id=g:3117824
Sierra de Luesia	id=g:3117825
Sierra de Luesia	id=g:3117826
Luesia	id=g:3117827
Luerces	id=g:3117828
Luengos	id=g:3117829
Luelmo	id=g:3117830
Lueiro	id=g:3117831
Lué	id=g:3117832
Ludrio	id=g:3117833
Ludiente	id=g:3117834
Luco de Jiloca	id=g:3117835
Luco de Bordón	id=g:3117836
Luco	id=g:3117837
Río Lucio	id=g:3117838
Lucín	id=g:3117839
Lucillo	id=g:3117840
Luciernas	id=g:3117841
Portilla de la Lucía	id=g:3117842
Laguna Lucía	id=g:3117843
Lucí	id=g:3117844
Lutxana	id=g:3117845
Luces	id=g:3117846
Punta Lucero	id=g:3117847
Lucenza	id=g:3117848
Luceni	id=g:3117849
Lucena del Cid	id=g:3117850
Lucena de Jalón	id=g:3117851
Río de Lucena	id=g:3117852
Lubrió	id=g:3117853
Lubre	id=g:3117854
Lubiano	id=g:3117855
Lubián	id=g:3117856
Lubia	id=g:3117857
Luberio	id=g:3117858
Lubayo	id=g:3117859
Luarca	id=g:3117860
Ensenada de Luanco	id=g:3117861
Luanco	id=g:3117862
Luaña	id=g:3117863
Luama	id=g:3117864
Luaces	id=g:3117865
Lúa	id=g:3117866
Lozoyuela	id=g:3117867
Río Lozoya	id=g:3117868
Canal del Lozoya	id=g:3117869
Lozoya	id=g:3117870
Lozariegos	id=g:3117871
Lozares de Tobalina	id=g:3117872
Río Louzara	id=g:3117873
Lozana	id=g:3117874
Loza	id=g:3117875
Lotza	id=g:3117876
Loza	id=g:3117877
Loyos	id=g:3117878
Loiola	id=g:3117879
Loiola	id=g:3117880
Loyo	id=g:3117881
Barranco Loya	id=g:3117882
Río Lovios	id=g:3117883
Lobios	id=g:3117884
Lovingos	id=g:3117885
Louzarella	id=g:3117886
Louteiro	id=g:3117887
Lousame	id=g:3117888
Lousadela	id=g:3117889
Lousadela	id=g:3117890
Lousada	id=g:3117891
Lousada	id=g:3117892
Lousada	id=g:3117893
Lousada	id=g:3117894
Río Louro	id=g:3117895
Río Louro	id=g:3117896
Monte Louro	id=g:3117897
Louro	id=g:3117898
Louro	id=g:3117899
Lourizán	id=g:3117900
Louriño	id=g:3117901
Río Lourido	id=g:3117902
Lourido	id=g:3117903
Lourido	id=g:3117904
Lourido	id=g:3117905
Lourido	id=g:3117906
Lourido	id=g:3117907
Lourido	id=g:3117908
Lourido	id=g:3117909
Lourido	id=g:3117910
Loureza	id=g:3117911
Río de Loureiro	id=g:3117912
Loureiro	id=g:3117913
Loureiro	id=g:3117914
Loureiro	id=g:3117915
Loureiro	id=g:3117916
Louredo	id=g:3117917
Louredo	id=g:3117918
Louredo	id=g:3117919
Louredo	id=g:3117920
Louredo	id=g:3117921
Loureda	id=g:3117922
Loureda	id=g:3117923
Loureda	id=g:3117924
Lourdes	id=g:3117926
Loujedo	id=g:3117927
Lougares	id=g:3117928
Los Villares de Soria	id=g:3117929
Los Villanuevas	id=g:3117930
Los Villaesteres	id=g:3117931
Los Veneros	id=g:3117932
Los Valles de Fuentidueña	id=g:3117933
Los Valles	id=g:3117934
Los Valcárceres	id=g:3117935
Los Tres Hermanos	id=g:3117936
Los Tremellos	id=g:3117937
Los Toyos	id=g:3117938
Los Tornos	id=g:3117939
Los Tornos	id=g:3117940
Los Torneros	id=g:3117941
Los Tojos	id=g:3117942
Laguna Los Tejares	id=g:3117943
Los Sauces	id=g:3117944
Los Santos de la Humosa	id=g:3117945
Los Santos	id=g:3117946
Los Santos	id=g:3117947
Los Rubios	id=g:3117948
Los Ramones	id=g:3117949
Los Rábanos	id=g:3117950
Los Quintanales	id=g:3117951
Los Prietos	id=g:3117952
Arroyo Los Prados	id=g:3117953
Los Prados	id=g:3117954
Los Pontones	id=g:3117955
Los Pontones	id=g:3117956
els Pinars	id=g:3117957
Los Perales	id=g:3117958
Los Peñones	id=g:3117959
Los Peirós	id=g:3117960
Estación de Os Peares	id=g:3117961
Los Pastores	id=g:3117962
Los Pandos	id=g:3117963
Los Pallés	id=g:3117964
Los Pajares	id=g:3117965
Losorrio	id=g:3117966
Losón	id=g:3117967
Losón	id=g:3117968
Los Olmos	id=g:3117969
Los Olmos	id=g:3117970
Arroyo Los Nogales	id=g:3117971
Los Nogales	id=g:3117972
Os Netos	id=g:3117973
Los Narros	id=g:3117974
Los Morales	id=g:3117975
Los Montes de la Ermita	id=g:3117976
Los Monegros	id=g:3117977
Los Molinos de Ocón	id=g:3117978
Los Molinos	id=g:3117979
Los Molinos	id=g:3117980
Los Molinos	id=g:3117981
Los Molinos	id=g:3117982
Los Mesones	id=g:3117983
Los Mazos	id=g:3117984
Los Mases	id=g:3117985
Los Mases	id=g:3117986
Los Masecicos	id=g:3117987
Osintxu	id=g:3117988
Los Maniles	id=g:3117989
Los Loros	id=g:3117990
Los Lodos	id=g:3117991
Los Llazos	id=g:3117992
Los Llares	id=g:3117993
Los Llaós	id=g:3117994
Los Llanos de Tormes	id=g:3117995
Los Llanos	id=g:3117996
Los Llanos	id=g:3117997
Los Llanos	id=g:3117998
Los Llanos	id=g:3117999
Los Llamosos	id=g:3118000
Los Límites	id=g:3118001
Losilla	id=g:3118002
Los Huertos	id=g:3118003
Los Hueros	id=g:3118004
Los Hospitales	id=g:3118005
Los Hornos	id=g:3118006
Los Hermanos	id=g:3118007
Los Guijuelos	id=g:3118008
Los Giles	id=g:3118009
Los Fornos	id=g:3118010
Os Forcados	id=g:3118011
Los Fayos	id=g:3118012
Os Farallons	id=g:3118013
Los Evanes	id=g:3118014
Los Espejos de la Reina	id=g:3118015
Louseiro	id=g:3118016
Los Demetrios	id=g:3118017
Los Currás	id=g:3118018
Los Cuartos	id=g:3118019
Los Cos	id=g:3118020
Loscos	id=g:3118021
Los Cortos	id=g:3118022
Los Cortijos	id=g:3118023
Los Corrales de Buelna	id=g:3118024
Loscorrales	id=g:3118025
Loscertales	id=g:3118026
Los Cerezos	id=g:3118027
Os Casares	id=g:3118028
Los Carriles	id=g:3118029
Bajo Los Carreros	id=g:3118030
Los Carballos	id=g:3118031
Los Cantos	id=g:3118032
Los Cándanos	id=g:3118033
Los Campos	id=g:3118034
Los Campos	id=g:3118035
Los Campos	id=g:3118036
Los Campillos	id=g:3118037
Los Campanarios	id=g:3118038
Los Caminos	id=g:3118039
Los Calpes	id=g:3118040
Los Callejos	id=g:3118041
Los Caleyos	id=g:3118042
Los Cabos	id=g:3118043
Los Berrocosos	id=g:3118044
Los Bayos	id=g:3118045
Los Barrios de Nistoso	id=g:3118046
Los Barrios de Luna	id=g:3118047
Los Barrios de Bureba	id=g:3118048
Los Barredos	id=g:3118049
Los Baños	id=g:3118050
Apeadero de Los Balbases	id=g:3118051
Los Balbases	id=g:3118052
Los Ausines	id=g:3118053
Fuente de las Losas	id=g:3118054
Los Artos	id=g:3118055
Los Arévalos	id=g:3118056
Losar de la Vera	id=g:3118057
Los Arcos	id=g:3118058
Los Arañones	id=g:3118059
Losanglis	id=g:3118060
Losana de Pirón	id=g:3118061
Losana	id=g:3118062
Los Alagones	id=g:3118063
Os Aguillóns	id=g:3118064
Losadillo	id=g:3118065
Lousada	id=g:3118066
Losada	id=g:3118067
Lousada	id=g:3118068
Lousada	id=g:3118069
Losacio	id=g:3118070
Losacino	id=g:3118071
Loroños	id=g:3118072
Loroño	id=g:3118073
Loroñe	id=g:3118074
Loro	id=g:3118075
Loris	id=g:3118076
Lorío	id=g:3118077
Lorigados	id=g:3118078
Loriana	id=g:3118079
Alberca de Loreto	id=g:3118080
Lores	id=g:3118081
Sierra de Lorenzana	id=g:3118082
Lorenzana	id=g:3118083
Lorenzana	id=g:3118084
Lorenzana	id=g:3118085
Lorenzana	id=g:3118086
Loredo	id=g:3118087
Loredo	id=g:3118088
Loredo	id=g:3118089
Loredo	id=g:3118090
Lordemanos	id=g:3118091
Lorca	id=g:3118092
Lorbés	id=g:3118093
Loranquillo	id=g:3118094
Loranca de Tajuña	id=g:3118095
Loranca del Campo	id=g:3118096
Arroyo de Loranca	id=g:3118097
Río Lor	id=g:3118098
Laguna de Lor	id=g:3118099
Loporzano	id=g:3118100
Barranco de Lopin	id=g:3118101
Lopidana	id=g:3118102
Loño	id=g:3118103
Longrey	id=g:3118104
Longoseiro	id=g:3118105
Longos	id=g:3118106
Longoria	id=g:3118107
Longás	id=g:3118108
Longares	id=g:3118109
Lóngara	id=g:3118110
Longalendo	id=g:3118111
Sierra Longa	id=g:3118112
Punta Longa	id=g:3118113
Longa	id=g:3118114
Loña do Monte	id=g:3118115
Río Loña	id=g:3118116
Lon	id=g:3118117
Lomo viejo	id=g:3118118
Lomo Galdín	id=g:3118119
Lominchar	id=g:3118120
Lomilla	id=g:3118121
Lomes	id=g:3118122
Lomeña-Basieda	id=g:3118123
Lomeda	id=g:3118124
Lombraña	id=g:3118125
Lombera	id=g:3118126
Lombatín	id=g:3118127
Lombal	id=g:3118128
Punta Lomba de Vesta	id=g:3118129
Lomba	id=g:3118130
Lomba	id=g:3118131
Lomba	id=g:3118132
Loma Somera	id=g:3118133
Lomas de Villamediana	id=g:3118134
Lomas	id=g:3118135
Lomana	id=g:3118136
Loma de Montija	id=g:3118137
Loma de Castrejón	id=g:3118138
Bajo Loma de Caranza	id=g:3118139
Loma	id=g:3118140
Lojo	id=g:3118141
Lois	id=g:3118142
Lois	id=g:3118143
Loiro	id=g:3118144
Punta Loira	id=g:3118145
Loira	id=g:3118146
Loimil	id=g:3118147
Loiba	id=g:3118148
Logrosa	id=g:3118149
Logroño	id=g:3118150
Logrezana	id=g:3118151
Logares	id=g:3118152
Loentia	id=g:3118153
Loeda	id=g:3118154
Loeches	id=g:3118155
Lodoso	id=g:3118156
Lodoso	id=g:3118157
Río Lodoselo	id=g:3118158
Lodoselo	id=g:3118159
Canal de Lodosa	id=g:3118160
Lodosa	id=g:3118161
Lodeña	id=g:3118162
Lodeiros	id=g:3118163
Lodeiro	id=g:3118164
Lodás	id=g:3118165
Lodares de Osma	id=g:3118166
Lodares del Monte	id=g:3118167
Lodares	id=g:3118168
Lodares	id=g:3118169
Garganta Lóbrega	id=g:3118170
Loboso	id=g:3118171
Sierra del Lobosillo	id=g:3118172
Río Lobos	id=g:3118173
Torca del Lobo	id=g:3118174
Lobios	id=g:3118175
Lobeznos	id=g:3118176
Arroyo Loberas	id=g:3118177
Lobera de Onsella	id=g:3118178
Lobera	id=g:3118179
Lobera	id=g:3118180
Lober	id=g:3118181
Lobelos	id=g:3118182
Lobelle	id=g:3118183
Lobeira Grande	id=g:3118184
Lobeira pequena	id=g:3118185
Lobeira	id=g:3118186
Praia de Lobás	id=g:3118187
Lobás	id=g:3118188
Lobanes	id=g:3118189
Lobaces	id=g:3118190
Serra da Loba	id=g:3118191
Barranco da Loba	id=g:3118192
Sierra de Loarre	id=g:3118193
Loarre	id=g:3118194
Loalo	id=g:3118195
Monte Llusas	id=g:3118196
Riera de Lluçanès	id=g:3118197
Lluçà	id=g:3118198
Llueves	id=g:3118199
Llueva	id=g:3118200
Llovio	id=g:3118201
Rocabandera	id=g:3118202
Lloberola	id=g:3118203
l'Alzina	id=g:3118204
Llovera	id=g:3118205
Llosoiro	id=g:3118206
Pla de Lloses	id=g:3118207
Lloses	id=g:3118208
Lagunas Llosas	id=g:3118209
Riu de la Llosa	id=g:3118210
Lliurona	id=g:3118211
Lloret de Mar	id=g:3118212
Platja de Lloret	id=g:3118213
Llorenç del Penedès	id=g:3118214
Lloréns	id=g:3118215
Llorengoz	id=g:3118216
Lloreda	id=g:3118217
Lloreda	id=g:3118218
Lloreda	id=g:3118219
Llordón	id=g:3118220
Llorà	id=g:3118221
el Llor	id=g:3118222
Arroyo del Llop de Chebeli	id=g:3118223
Serra de la Balmeta	id=g:3118224
Llonín	id=g:3118225
Llombera	id=g:3118226
Llofriu	id=g:3118227
Llodio	id=g:3118228
Llodero	id=g:3118229
Llodares	id=g:3118230
el Llobregós	id=g:3118231
el Llobregat	id=g:3118232
el Llobregat	id=g:3118233
Punta del Llobregat	id=g:3118234
Lloá	id=g:3118235
Llívia	id=g:3118236
Lliçà de Vall	id=g:3118237
Lliçà d'Amunt	id=g:3118238
Arroyo de la Llinera	id=g:3118239
Llinars del Vallès	id=g:3118240
Llimiana	id=g:3118241
Lligordà	id=g:3118242
el Llierca	id=g:3118243
Costa de Llevant	id=g:3118244
Lletger	id=g:3118245
Llesúy	id=g:3118246
Llesp	id=g:3118247
Lles de Cerdanya	id=g:3118248
Llert	id=g:3118249
Llers	id=g:3118250
Llerona	id=g:3118251
Barranco de Lleriola	id=g:3118252
Llerices	id=g:3118253
Punta Llerga	id=g:3118254
Lleret	id=g:3118255
Llerandi	id=g:3118256
Llerana	id=g:3118257
Llenín	id=g:3118258
Llendemozo	id=g:3118259
Llendellana	id=g:3118260
Llencias	id=g:3118261
Sierra de la Llena	id=g:3118262
Río Llémana	id=g:3118263
Lleiras	id=g:3118264
Arroyo de Lledó	id=g:3118265
Lledó	id=g:3118266
Lledías	id=g:3118267
Estany Llebreta	id=g:3118268
Barranco de Llebreta	id=g:3118269
Llavorsí	id=g:3118270
Llabià	id=g:3118271
Llaves	id=g:3118272
Llaberia	id=g:3118273
Monte Llatias	id=g:3118274
Punta de las Llastras de Cotariella	id=g:3118275
Llasa Agustina	id=g:3118276
Llares	id=g:3118277
Llardecáns	id=g:3118278
Llaranes	id=g:3118279
Llanuces	id=g:3118280
Llantrales	id=g:3118281
Llantones	id=g:3118282
Llanteno	id=g:3118283
Llantada	id=g:3118284
Punta de les Llanses	id=g:3118285
Platja de Grifeu	id=g:3118286
Llançà	id=g:3118287
Llanos de Somerón	id=g:3118288
Llanos de Alba	id=g:3118289
Llanos	id=g:3118290
Llanos	id=g:3118291
Llano de Zaldu	id=g:3118292
Llano de Olmedo	id=g:3118293
Llano de Bureba	id=g:3118294
Llano-Con	id=g:3118295
Rambla del Llano	id=g:3118296
Monte Llano	id=g:3118297
Llano	id=g:3118298
Llano	id=g:3118299
Llano	id=g:3118300
Llano	id=g:3118301
Llanillo	id=g:3118302
Llánez	id=g:3118303
Llanes	id=g:3118304
Llanes	id=g:3118305
Río de Llanera	id=g:3118306
Llanera	id=g:3118307
Llanera	id=g:3118308
Llanera	id=g:3118309
Llanelo	id=g:3118310
Llaneces de la Barca	id=g:3118311
Llaneces	id=g:3118312
Llandepereira	id=g:3118313
Llánaves de la Reina	id=g:3118314
Llanars	id=g:3118315
Llananzanes	id=g:3118316
Sierra Llana	id=g:3118317
Llan	id=g:3118318
Llampaies	id=g:3118319
Llamoso	id=g:3118320
Llamo	id=g:3118321
Llamigo	id=g:3118322
Llames Bajo	id=g:3118323
Llamés	id=g:3118324
Llamero	id=g:3118325
Llamera	id=g:3118326
Llamera	id=g:3118327
Llambilles	id=g:3118328
Llamazares	id=g:3118329
Llamas de Rueda	id=g:3118330
Llamas del Mouro	id=g:3118331
Llamas de la Ribera	id=g:3118332
Llamas de Laciana	id=g:3118333
Llamas de Cabrera	id=g:3118334
Río Llamas	id=g:3118335
Llamas	id=g:3118336
Llamaoscura	id=g:3118337
Llama de Colle	id=g:3118338
Llaguno	id=g:3118339
Llagostera	id=g:3118340
Playa de Llagosteira	id=g:3118341
Llafranc	id=g:3118342
Lladrós	id=g:3118343
Roca Lladra	id=g:3118344
Río de Lladorre	id=g:3118345
Lladorre	id=g:3118346
Lladó	id=g:3118347
Lladairo	id=g:3118348
Llaborre	id=g:3118349
Lizoáin	id=g:3118350
Lizasoáin	id=g:3118351
Lizaso	id=g:3118352
Lizartza	id=g:3118353
Lizarraga	id=g:3118354
Lizarraga	id=g:3118355
Lituénigo	id=g:3118356
Litos	id=g:3118357
Peña de Literola	id=g:3118358
Sierra de Litera	id=g:3118359
Litago	id=g:3118360
Punta Liseira	id=g:3118361
Liripio	id=g:3118362
Lirí	id=g:3118363
Lires	id=g:3118364
Lira	id=g:3118365
Lira	id=g:3118366
Linzoáin	id=g:3118367
Linto	id=g:3118368
Linteiros	id=g:3118369
Linyola	id=g:3118370
Lineres	id=g:3118371
Punta Liñera	id=g:3118372
Puerto de Linera	id=g:3118373
Linera	id=g:3118374
Liñeiras	id=g:3118375
Col de Lindus	id=g:3118376
Pic de Lindus	id=g:3118377
Lindota	id=g:3118378
Lindoso	id=g:3118379
Lindín	id=g:3118380
Lindes	id=g:3118381
Líncora	id=g:3118382
Liñayo	id=g:3118383
Liñayo	id=g:3118384
Linás de Marcuello	id=g:3118385
Linás de Broto	id=g:3118386
Linares de Villafurada	id=g:3118387
Linares de Riofrío	id=g:3118388
Linares de Mora	id=g:3118389
Linares de Maderne	id=g:3118390
Linares del Arroyo	id=g:3118391
Linares de Bricia	id=g:3118392
Río Liñares	id=g:3118393
Río Linares	id=g:3118394
Río Linares	id=g:3118395
Río Linares	id=g:3118396
Monte de Liñares	id=g:3118397
Linares	id=g:3118398
Liñares	id=g:3118399
Linares	id=g:3118400
Linares	id=g:3118401
Linares	id=g:3118402
Linares	id=g:3118403
Linares	id=g:3118404
Linares	id=g:3118405
Linares	id=g:3118406
Linares	id=g:3118407
Linares	id=g:3118408
Liñares	id=g:3118409
Linares	id=g:3118410
Liñares	id=g:3118411
Liñares	id=g:3118412
Linarejos	id=g:3118413
Liñarán	id=g:3118414
Limpias	id=g:3118415
Arroyo de los Limos	id=g:3118416
Limodre	id=g:3118417
Punta do Limo	id=g:3118418
Limiñón	id=g:3118419
Limiñón	id=g:3118420
Limianos de Sanabria	id=g:3118421
Sierra Limes	id=g:3118422
Limés	id=g:3118423
Playa de Limens	id=g:3118424
Limanes	id=g:3118425
Balsa L’Illot	id=g:3118426
Lillo del Bierzo	id=g:3118427
Lillo	id=g:3118428
Río Lillas	id=g:3118429
Lilla	id=g:3118430
Lijón	id=g:3118431
Lijárzaga	id=g:3118432
Cabeza Lijar	id=g:3118433
Ligüérzana	id=g:3118434
Ligüerre de Cinca	id=g:3118435
Ligüerre de Ara	id=g:3118436
Arroyo de Ligos	id=g:3118437
Ligos	id=g:3118438
Ligonde	id=g:3118439
Lierta	id=g:3118440
Lierni	id=g:3118441
Liermo	id=g:3118442
Liérganes	id=g:3118443
Lieres	id=g:3118444
Lier	id=g:3118445
Río Liendre	id=g:3118446
Liencres	id=g:3118447
Lieñas	id=g:3118448
Liena	id=g:3118449
Lieiro	id=g:3118450
Liegos	id=g:3118451
Liédena	id=g:3118452
Sierra de Lidón	id=g:3118453
Lidón	id=g:3118454
Likoa	id=g:3118455
Licín	id=g:3118456
Liceras	id=g:3118457
Libros	id=g:3118458
Libre	id=g:3118459
Librán	id=g:3118460
Liboi	id=g:3118461
Liber	id=g:3118462
Libardón	id=g:3118463
Arrieta-Libao	id=g:3118464
Estanque de Liat	id=g:3118465
Liáns	id=g:3118466
Liaño	id=g:3118467
Liandres	id=g:3118468
Lezo	id=g:3118469
Lezáun	id=g:3118470
Lezana de Mena	id=g:3118471
Lezama	id=g:3118472
Leza de Río Leza	id=g:3118473
Río Leza	id=g:3118474
Leza	id=g:3118475
Levinco	id=g:3118476
Leva	id=g:3118477
Embalses de Leurza	id=g:3118478
Letux	id=g:3118479
Letrillas	id=g:3118480
Letosa	id=g:3118481
Lestón de Arriba	id=g:3118482
Lestón de Abajo	id=g:3118483
Lestón	id=g:3118484
Lestón	id=g:3118485
Lestimoño	id=g:3118486
Lestelle	id=g:3118487
Lestedo	id=g:3118488
Lestedo	id=g:3118489
Lestayo	id=g:3118490
Lesta	id=g:3118491
Les Solanes	id=g:3118492
Les Ramblelles	id=g:3118494
Les Pinerets	id=g:3118495
Les Perellades	id=g:3118496
Lesón	id=g:3118497
Les Fonts	id=g:3118498
Lesende	id=g:3118499
Leschabre	id=g:3118500
Les Candeales	id=g:3118501
Lesaka	id=g:3118502
Lesa	id=g:3118503
Les	id=g:3118504
Les	id=g:3118505
Lérruz	id=g:3118506
Leroño	id=g:3118507
Lerones	id=g:3118508
Lermilla	id=g:3118509
Lermanda	id=g:3118510
Lerma	id=g:3118511
Lerín	id=g:3118512
Comarca de la Noguera	id=g:3118513
Lleida	id=g:3118514
Lería	id=g:3118515
Lerga	id=g:3118516
Río Lérez	id=g:3118517
Lérez	id=g:3118518
Lerés	id=g:3118519
Lerate	id=g:3118520
Lequizamón	id=g:3118521
Lekerika	id=g:3118522
Lekeitio	id=g:3118523
Río Leoz	id=g:3118524
Leoz	id=g:3118525
Leorio	id=g:3118526
Alto de los Leones de Castilla	id=g:3118527
Provincia de León	id=g:3118528
Montañas de León	id=g:3118529
Leon	id=g:3118530
León	id=g:3118531
León	id=g:3118532
León	id=g:3118533
Leobalde	id=g:3118534
Lentomil	id=g:3118535
Lentelláis	id=g:3118536
Punta Lens	id=g:3118537
Lens	id=g:3118538
Leintz Ibarra	id=g:3118539
Río Lengüelle	id=g:3118540
Lendo	id=g:3118541
Lendequintana	id=g:3118542
Lendepeña	id=g:3118543
Lende forno	id=g:3118544
Lences	id=g:3118545
Lenkaran	id=g:3118546
Lena	id=g:3118547
Lemorieta	id=g:3118548
Lemóniz	id=g:3118549
Lemoa	id=g:3118550
Lemaio	id=g:3118551
Lema	id=g:3118552
Lema	id=g:3118553
Leioa	id=g:3118554
Lejocairo	id=g:3118555
Lejo	id=g:3118556
Leiz-Miota	id=g:3118557
Río Leizarán	id=g:3118558
Leitza	id=g:3118559
Leixoes	id=g:3118560
Leiva	id=g:3118561
Leituego	id=g:3118562
Puerto de Leitariegos	id=g:3118563
Leis	id=g:3118564
Leiroso	id=g:3118565
Leirosa	id=g:3118566
Leiro Grande	id=g:3118567
Leiro	id=g:3118568
Leiro	id=g:3118569
Leiro	id=g:3118570
Leiro	id=g:3118571
Leirío	id=g:3118572
Leiriella	id=g:3118573
Sierra de Leire	id=g:3118574
Leiras	id=g:3118575
Leirado	id=g:3118576
Leirado	id=g:3118577
Río Leira	id=g:3118578
Leira	id=g:3118579
Leimán	id=g:3118580
Leiloyo	id=g:3118581
Leixazós	id=g:3118582
Regato de Leixa	id=g:3118583
Leixa	id=g:3118584
Leiguarda	id=g:3118585
Legorreta	id=g:3118586
Legazpi	id=g:3118587
Monte Legate	id=g:3118588
Legasa	id=g:3118589
Legaria	id=g:3118590
Legarda	id=g:3118591
Legarda	id=g:3118592
Leganiel	id=g:3118593
Leganés	id=g:3118594
Ledrado	id=g:3118595
Ledrada	id=g:3118596
Ledoño	id=g:3118597
Ledoira	id=g:3118598
Ledo	id=g:3118599
Ledigos	id=g:3118600
Ledesma de Soria	id=g:3118601
Ledesma de la Cogolla	id=g:3118602
Arroyo Ledesma	id=g:3118603
Ledesma	id=g:3118604
Ledesma	id=g:3118605
Ledantes	id=g:3118606
Ledanca	id=g:3118607
Lekunberri	id=g:3118608
Leciñena	id=g:3118609
Leciñana de Tobalina	id=g:3118610
Leciñana de Mena	id=g:3118611
Leciñana del Camino	id=g:3118612
Leciñana de la Oca	id=g:3118613
Lecina	id=g:3118614
Lechón	id=g:3118615
Lechedo	id=g:3118616
Lechago	id=g:3118617
Leces	id=g:3118618
Lécera	id=g:3118619
Leceñes	id=g:3118620
Lecároz	id=g:3118621
Lekamaña	id=g:3118622
Lebrujo	id=g:3118623
Lebredo	id=g:3118624
Lebrancón	id=g:3118625
Lebozán	id=g:3118626
Lebozán	id=g:3118627
Lebosende	id=g:3118628
Leborey	id=g:3118629
Leboreiro	id=g:3118630
Lebeña	id=g:3118631
Lebario	id=g:3118632
Lebanza	id=g:3118633
Learza	id=g:3118634
Leagi	id=g:3118635
Leache	id=g:3118636
Leaburu	id=g:3118637
Río Lea	id=g:3118638
Lea	id=g:3118639
Lea	id=g:3118640
La Zoma	id=g:3118641
Lazo	id=g:3118642
Lazkaomendi	id=g:3118643
Lazkao	id=g:3118644
La Zarza de Pumareda	id=g:3118645
La Zarza	id=g:3118646
La Zarza	id=g:3118647
Portillo de Lazar	id=g:3118648
Lazana	id=g:3118649
La Zaida	id=g:3118650
Lazagurría	id=g:3118651
Lazado	id=g:3118652
Laza	id=g:3118653
La Yunta	id=g:3118654
Layosa	id=g:3118655
Layna	id=g:3118656
Layés	id=g:3118657
Layas	id=g:3118658
Layana	id=g:3118659
Laya	id=g:3118660
Laya	id=g:3118661
La Vita	id=g:3118662
La Virgen del Campo	id=g:3118663
La Virgen del Camino	id=g:3118664
La Virgen	id=g:3118665
Canal de Riego de La Violada	id=g:3118666
Barranco de La Violada	id=g:3118667
Lavio	id=g:3118668
La Viña	id=g:3118669
La Viña	id=g:3118670
Lavín	id=g:3118671
La Vilueña	id=g:3118672
La Vilortera	id=g:3118673
La Villa	id=g:3118674
Lavilla	id=g:3118675
La Viliella	id=g:3118676
La Vihuela	id=g:3118677
Arroyo Lavieja	id=g:3118678
La Vídola	id=g:3118679
Lavid de Ojeda	id=g:3118680
La Vid de Bureba	id=g:3118681
La Vid	id=g:3118682
Lavit	id=g:3118683
Partido Judicial de Laviana	id=g:3118684
Laviana	id=g:3118685
Lavern	id=g:3118686
La Veredilla	id=g:3118687
La Vereda	id=g:3118688
La Vera	id=g:3118689
La Ventosilla	id=g:3118690
La Ventosa del Ducado	id=g:3118691
La Ventosa	id=g:3118692
La Vellés	id=g:3118693
La Velilla de Valdoré	id=g:3118694
La Velilla	id=g:3118695
Lavelilla	id=g:3118696
La Velilla	id=g:3118697
La Veiga	id=g:3118698
A Veiga	id=g:3118700
La Veguiña	id=g:3118701
La Veguilla	id=g:3118702
La Veguellina de Cepeda	id=g:3118703
La Veguellina	id=g:3118704
La Vega de Robledo	id=g:3118705
La Vega de Porras	id=g:3118706
La Vega de los Viejos	id=g:3118707
A Veiga de Cascallá	id=g:3118708
La Vega de Almanza	id=g:3118709
La Vega	id=g:3118710
La Vega	id=g:3118711
La Vega	id=g:3118712
La Vega	id=g:3118713
La Vega	id=g:3118714
La Vega	id=g:3118715
La Vega	id=g:3118716
La Vega	id=g:3118717
La Vega	id=g:3118718
La Vega	id=g:3118719
La Vega	id=g:3118720
La Vega	id=g:3118721
La Vega	id=g:3118722
La Vega	id=g:3118723
A Veiga	id=g:3118724
A Veiga	id=g:3118725
La Vega	id=g:3118726
La Vega	id=g:3118727
La Vecilla de Curueño	id=g:3118728
Lavasar	id=g:3118729
Lago La Vasa de la Mora	id=g:3118730
Ibón de la Lavasa	id=g:3118731
Lavares	id=g:3118732
Lavares	id=g:3118733
La Vara	id=g:3118734
Arroyo de Lavapes	id=g:3118735
Lavandera	id=g:3118736
Lavandera	id=g:3118737
Lavandera	id=g:3118738
Lavandelo	id=g:3118739
Punta Lavadoiro	id=g:3118740
Lavandeira	id=g:3118741
La Vallina	id=g:3118742
La Vallençana	id=g:3118743
La Valle	id=g:3118744
la Vall de Santa Creu	id=g:3118745
la Vall del Bac	id=g:3118746
Sierra del Lavall de la Torre	id=g:3118747
la Vall	id=g:3118748
La Válgoma	id=g:3118749
La Valenciana	id=g:3118750
Lavadores	id=g:3118751
Punta Lavadoira	id=g:3118752
La Uz	id=g:3118753
La Utrera	id=g:3118754
La Urz	id=g:3118755
La Uriola	id=g:3118756
Lauría	id=g:3118757
La Unión de Campos	id=g:3118758
La Uña	id=g:3118759
La Tuda	id=g:3118760
La Treita	id=g:3118761
Latre	id=g:3118762
Latrás	id=g:3118763
La Trapa	id=g:3118764
La Tossa	id=g:3118765
La Tosa	id=g:3118766
La Torresaviñan	id=g:3118767
