Santo Stefano d'Aveto	id=g:6542010
Hohe Angelus Spitze	id=g:6690375
Orgel Spitze	id=g:6690376
Piz Starlex	id=g:6690378
Rotwand	id=g:6690379
Roda di Diavolo	id=g:6690380
Mugoni	id=g:6690381
Torri del Vaiolet	id=g:6690382
Cima Scaglieret	id=g:6690383
Punta Emma	id=g:6690423
Rifugio Re Alberto I	id=g:6690424
Pietra Grande	id=g:6690425
Cima Flavona	id=g:6690426
Monte Bedole	id=g:6690427
Pizzo Serauta	id=g:6690428
Rifugio Serauta	id=g:6690429
Sasso Lungo	id=g:6690639
Punta dell'Alpetta	id=g:6690640
Cima di Pegno	id=g:6690641
Sasso Vernale	id=g:6690642
Sass Rigais	id=g:6690643
Piccolo Lagazuol	id=g:6690644
Furchetta	id=g:6690645
Cima San Cassiano	id=g:6690646
Guardia Alta	id=g:6690647
Monte di Sotto	id=g:6690648
Monte Pic	id=g:6690649
Sass Pordoi	id=g:6690650
Cime Cadine	id=g:6690651
Punta delle Quaire	id=g:6690709
Monte Principe	id=g:6690710
Cima del Lago	id=g:6690711
Cima della Chiesa	id=g:6690712
Cima Ombrettola	id=g:6690713
Monte Pitz	id=g:6690714
Piz Somplunt	id=g:6690715
San Martino	id=g:6690737
Monte Faè	id=g:6690766
Dos del Gal	id=g:6690767
Castel Pagan	id=g:6690768
Monte Cenon	id=g:6690795
Croz di Primalunetta	id=g:6690796
Sasso di Stria	id=g:6690856
Monte Agner	id=g:6690857
Lastei d'Agner	id=g:6690858
Cima di Ambrusogn	id=g:6690859
Piz Zorlet	id=g:6690860
Montefiolo	id=g:6690928
Paranzano	id=g:6690929
Valle Tassignana	id=g:6690930
San Vito	id=g:6690931
Caprignano	id=g:6690932
Santa Maria in Legarano	id=g:6690933
Quercieto	id=g:6690934
Caprignano	id=g:6690935
Montefiolo	id=g:6690936
Caneve	id=g:6690939
Punta Telegrafo	id=g:6690940
Revotano	id=g:6690960
Poggio Mirteto Scalo	id=g:6690961
Rocchette	id=g:6690962
Aci San Filippo	id=g:6690963
Eremo di Sant'Anna	id=g:6690964
San Nicolò	id=g:6690965
Vampolieri	id=g:6690966
Monte Luro	id=g:6691142
Rocca di Gradara	id=g:6691144
CIMeC Center for Mind Brain Sciences	id=g:6691297
Castel Madruzzo	id=g:6691299
Gabicce Monte	id=g:6691300
Granarola	id=g:6691301
Monte Merro	id=g:6691302
La Montagnola	id=g:6691303
Monte Trebbio	id=g:6691304
Monte Brisighella	id=g:6691305
Monte Bacchino	id=g:6691306
La Zagagnola	id=g:6691307
Santuario del Monte	id=g:6691308
Monte Calzolari	id=g:6691309
Monte Marrone	id=g:6691310
Monte Cappello	id=g:6691311
Monte Zaccarelli	id=g:6691312
Il Montino	id=g:6691313
Monte Faeti	id=g:6691314
Monte Spizo	id=g:6691414
Cornetto	id=g:6691415
Malga Albi	id=g:6691416
Ambiente Casa ( arredamenti)	id=g:6691666
La Becca	id=g:6691698
Cima Alta	id=g:6691699
Pizzo di Levico	id=g:6691706
Monte Persico	id=g:6691707
Stromboli	id=g:6691846
Vulcano	id=g:6691932
Castellar dela Groa	id=g:6691957
Canfedin	id=g:6691958
Passo di S. Giacomo	id=g:6691959
Oselera	id=g:6691960
Dossa	id=g:6691961
Monte Croce	id=g:6691962
Dos Ronco	id=g:6691963
Corno di Pra Grande	id=g:6691966
La Roda	id=g:6691968
Doss di Paion	id=g:6691969
Dosso della Tia	id=g:6691970
Monte Corno	id=g:6691971
Crozzon di Folgorida	id=g:6691972
Ago Mingo	id=g:6691973
Monte Stablel	id=g:6691974
Cimon della Gere	id=g:6691975
Cimon delle Rocchette	id=g:6691976
Ago di Nardis	id=g:6691977
Monte Gabbiolo	id=g:6691978
Cima di Vermiglio	id=g:6691979
Punta di Lago Ghiacciato	id=g:6691981
Punta Pisgana	id=g:6691982
Cima Payer	id=g:6691983
La Cingla	id=g:6691984
Spadalone	id=g:6691985
Corno Alto	id=g:6691986
Croz delle Pozze	id=g:6691987
Monte Cargadursi	id=g:6691988
Cima Durmont	id=g:6691989
Monte Fumo	id=g:6691990
Grattacul	id=g:6691994
Monte Fibbion	id=g:6691995
Crosara del Fibbion	id=g:6691996
Cima S. Maria	id=g:6691997
Piz Gallino	id=g:6691998
Cima dei Lasteri	id=g:6691999
Croz dell'Altissimo	id=g:6692000
Rifugio Croz Altissimo	id=g:6692001
Rifugio Selvata	id=g:6692002
Croz di Selvata	id=g:6692003
Monte Corona	id=g:6692004
Monte Rocca	id=g:6692005
Cima del Vallon	id=g:6692042
Cima Padaiola	id=g:6692043
Cima Padaiola Bassa	id=g:6692044
Croz delle Selvate	id=g:6692045
Cima della Finestra	id=g:6692046
L'Androna	id=g:6692047
Cima Falkner	id=g:6692048
Cima Occidentale di Brenta	id=g:6692049
Cima Mandron	id=g:6692050
Cima d'Amola	id=g:6692051
Cima Vedretta Nera	id=g:6692052
Cima Buciaga Nord	id=g:6692059
Cima Buciaga Sud	id=g:6692060
Rastignano-Carteria di Sesto	id=g:6692061
Pilastro	id=g:6692062
Cima di Coster	id=g:6692063
Cima dell'Artigliere	id=g:6692064
Monte Folletto	id=g:6692065
Monte Coel	id=g:6692066
Monte Altar	id=g:6692067
Bodrina	id=g:6692072
Monticello	id=g:6692073
Rocca Piana	id=g:6692074
Monte Cuc	id=g:6692075
Cima d'Arza	id=g:6692076
Corno di Tres	id=g:6692077
Schwarzer Kopf	id=g:6692078
Monte Roen	id=g:6692079
Monte Corona	id=g:6692080
Doss Trent	id=g:6692081
Cornello	id=g:6692082
quota 1852m	id=g:6692083
Cima Storta	id=g:6692084
La Fontanella	id=g:6692085
Monte Bruffione	id=g:6692086
Monte Boia	id=g:6692087
Monte Cadria	id=g:6692088
Certosa	id=g:6692130
Lucrino	id=g:6692133
Monte Faroma	id=g:6692140
Grand Tournalin	id=g:6692141
Ciarforon	id=g:6692142
Trebbo	id=g:6692147
Seiano	id=g:6692159
Cazzago	id=g:6692160
Monte Serra	id=g:6692190
Monte Orello	id=g:6692191
Monte Castello	id=g:6692193
Poggio della Chiusa	id=g:6692194
Agnano Terme	id=g:6692237
Isolaverde	id=g:6692278
Losson della Bataglia	id=g:6692279
Mozzavinci	id=g:6692282
Cadenabbia	id=g:6692284
Azzenza	id=g:6692285
Italiaanse Rivièra	id=g:6692286
Lago di Mergozzo	id=g:6692287
Pur	id=g:6692288
Murta Maria	id=g:6692291
Tottubella	id=g:6692292
Trinità d'Agulto	id=g:6692293
Montelaguardia	id=g:6692294
Cozzano	id=g:6692295
Ristonchi	id=g:6692297
Santomato	id=g:6692301
Massaciuccoli	id=g:6692303
Obereggen	id=g:6692304
Ridanna (Ridnaun)	id=g:6692305
Reinswald (San Martino)	id=g:6692310
Weissenbach	id=g:6692311
Montefioralle	id=g:6692312
Partigliano	id=g:6692313
Casino di Terra	id=g:6692314
Fontana (Umbria)	id=g:6692315
Oscano	id=g:6692316
Ripa (Umbria)	id=g:6692318
Rifugio Brentei	id=g:6692320
Rifugio Alimonta	id=g:6692322
Cima Scarpaco	id=g:6692325
Cima Palù	id=g:6692326
Cima Carega	id=g:6692328
Cima Trappola	id=g:6692329
Tre Cime di Lavaredo Grande	id=g:6692337
Marina di Arbus	id=g:6692698
Via Veneto	id=g:6692715
Bardino Vecchio	id=g:6692732
Pilzone	id=g:6692916
Oscivart	id=g:6693040
La Brada	id=g:6693042
Dosso di Puel	id=g:6693043
Dosso Alto	id=g:6693044
Dosso della Clinga	id=g:6693045
Fondazione E. Mach	id=g:6693058
La Roda	id=g:6693059
Corno dei Giu	id=g:6693060
Gavardina	id=g:6693061
Malga Trat	id=g:6693062
Dosso di Seaoi	id=g:6693063
Dos da Trat	id=g:6693064
Roccia Campei	id=g:6693065
Dosso della Torta	id=g:6693066
Tofino	id=g:6693067
Corno di Pichea	id=g:6693068
Mazza di Pichea	id=g:6693069
La Rocca	id=g:6693070
Tomeabru	id=g:6693071
Redola	id=g:6693072
Cima Pala	id=g:6693073
Cima di Valle Carnera	id=g:6693074
Monte dei Pini	id=g:6693075
Monte Vies	id=g:6693076
Monte Corno	id=g:6693078
Cima Caset	id=g:6693079
Monte Tremalzo	id=g:6693080
Cima Sclapa	id=g:6693081
Malga Grassi	id=g:6693082
Monte Nae	id=g:6693083
Malga Pian	id=g:6693084
Monte Stigolo	id=g:6693095
Cima di Meghe	id=g:6693096
Monte Vioz	id=g:6693474
Punta Taviela	id=g:6693475
Cima di Peio	id=g:6693476
Palon de la Mare	id=g:6693477
Cima Cevedale II	id=g:6693478
Punta Cadini	id=g:6693479
Monte Giumella	id=g:6693480
Torrione d'Albiolo	id=g:6693481
Cima Venezia	id=g:6693482
Punta Martello	id=g:6693483
Monte Palù	id=g:6693484
Cima Vegaia	id=g:6693485
Cima le Pozze	id=g:6693486
Cima Boai	id=g:6693487
Monticello di Mezzo	id=g:6693488
Monticello Superiore	id=g:6693489
Lago del Monticello	id=g:6693496
Punta di Castellaccio	id=g:6693497
Cima di Cadi	id=g:6693498
Cima Bleis	id=g:6693499
Corno dei Tre Signori	id=g:6693500
Cima di Caione	id=g:6693501
Punta di Ercavallo	id=g:6693502
Pizzo Tresero	id=g:6693503
Monte Cristallo	id=g:6693504
Cima Busazza	id=g:6693507
La Calotta	id=g:6693508
CNIPA	id=g:6693511
Punta Cornates	id=g:6693605
Pala di Vernel	id=g:6693606
Roda de Mulon	id=g:6693607
Castor	id=g:6693615
Becca di Luseney	id=g:6693617
Dent d'Herens	id=g:6693618
Sasso Becce	id=g:6693627
Sass de Moles	id=g:6693628
Cima Crode Larice	id=g:6693629
Col del Cuc	id=g:6693630
Sass Capel	id=g:6693631
Gazza Alta	id=g:6693634
Rifugio Malga d'Arza	id=g:6693636
Monte Paramont	id=g:6693638
Cima del Pra	id=g:6693645
Monte Castelnovo	id=g:6693646
Cima Undici	id=g:6693647
Dosso del Cuvolin	id=g:6693648
Monte Ortigara	id=g:6693649
Cima la Presa	id=g:6693650
Il Colazzo	id=g:6693651
Monte Lefre	id=g:6693653
Monte Vallazza	id=g:6693654
Monte Silana	id=g:6693655
Monte Agaro	id=g:6693656
Monte Zugna	id=g:6693658
Coston dei Laghi	id=g:6693660
Monte Maggio	id=g:6693661
Monte Cornetto	id=g:6693662
Cima del Longino	id=g:6693715
Corrubbio	id=g:6693772
Cima Valsorda	id=g:6693773
Cima Cavignon	id=g:6693774
Rifugio Torre di Pisa	id=g:6693775
Liscia di Vacca	id=g:6693801
Trasanni	id=g:6693802
Passo del Giovà	id=g:6693805
Osservatorio Astronomico Val d'Aosta	id=g:6693806
Lignan	id=g:6693810
Ferro di Cavallo	id=g:6693812
Stadio San Siro	id=g:6693813
Riva Traiano	id=g:6693819
Zivido	id=g:6693820
Civesio	id=g:6693821
Sesto Ulteriano	id=g:6693822
Noverasco	id=g:6693823
Poasco	id=g:6693824
Golf Club Le Rovendine	id=g:6693825
Fizzonasco	id=g:6693826
Tolcinasco	id=g:6693827
Centro Commerciale Fiordaliso	id=g:6693828
Barona	id=g:6693829
Gratosoglio	id=g:6693830
Quinto Stampi	id=g:6693831
Pontesesto	id=g:6693832
Forum Assago	id=g:6693833
Chiaravalle	id=g:6693834
Città Studi	id=g:6693835
Caleppio	id=g:6693836
Vigonzone	id=g:6693837
Cascina Bianca	id=g:6693838
Lorenteggio	id=g:6693839
Quartiere Otto	id=g:6693840
Fiera Campionaria	id=g:6693841
Stadio Adriatico	id=g:6693842
Cimitero Maggiore	id=g:6693843
Cimitero Monumentale	id=g:6693844
Seguro	id=g:6693845
Centro Direzionale	id=g:6693846
Greco	id=g:6693847
Ortica	id=g:6693848
Redecesio	id=g:6693849
Novegro	id=g:6693850
Milano Due	id=g:6693851
IRCCS San Raffaele	id=g:6693852
Idroscalo	id=g:6693853
Laghetto di Redecesio	id=g:6693854
Cima di Val Maggiore	id=g:6693855
Cima di Cece	id=g:6693856
Monte Mulat	id=g:6693858
Malgola	id=g:6693859
Cima di Canzenagol	id=g:6693860
Cima Moregna	id=g:6693861
Colrotondo	id=g:6693863
Cima di Valbona	id=g:6693864
Lago Brutto	id=g:6693865
Lago delle Trote	id=g:6693866
Monte Monarco	id=g:6693870
Lago di Moregna	id=g:6693872
Malga di Moregna	id=g:6693873
Cadinon	id=g:6693875
Cima di Breuil	id=g:6693876
Egro	id=g:6693880
Centonara	id=g:6693881
Monte San Giulio	id=g:6693882
Lagna	id=g:6693883
Alpiolo	id=g:6693884
Cireggio	id=g:6693885
Feriolo	id=g:6693886
Isola Superiore	id=g:6693887
Isola Bella	id=g:6693888
Isola Madre	id=g:6693889
Reno	id=g:6693890
Arolo	id=g:6693891
Centro Comune di Ricerca	id=g:6693892
Barza	id=g:6693893
Barzola	id=g:6693894
Camping Città d'Angera	id=g:6693895
Bruschera	id=g:6693896
Lisanza	id=g:6693897
Dormelletto	id=g:6693898
Solcio	id=g:6693899
Carpugnino	id=g:6693900
Magognino	id=g:6693901
Molino	id=g:6693902
Fervento	id=g:6693903
Isola	id=g:6693904
Scopelle	id=g:6693905
Balangera	id=g:6693906
Scopetta	id=g:6693907
Quare	id=g:6693908
Roccadipietra	id=g:6693909
Giare	id=g:6693910
Aniceti-Pianebelle	id=g:6693911
Crosa	id=g:6693912
Parone	id=g:6693913
Crevola	id=g:6693914
Doccio	id=g:6693915
Isolella	id=g:6693916
Agnona	id=g:6693917
Gattera	id=g:6693918
Montrigone	id=g:6693919
Ospedale Niguarda	id=g:6693920
Parco Lambro	id=g:6693921
Giardini Pubblici	id=g:6693922
Parco Sempione	id=g:6693923
Parco Solari	id=g:6693924
Parco di Trenno	id=g:6693925
Parco Nord	id=g:6693926
Parco Forlanini	id=g:6693927
Monte Stella	id=g:6693928
Bosco in Città	id=g:6693929
AS Molinetto Country Club	id=g:6693930
Golf Club Castello di Tolcinasco	id=g:6693931
Focene	id=g:6693932
Dosso di Penedallo	id=g:6693933
Monte Hoamonder	id=g:6693934
Passo Oscuro	id=g:6693935
Marina San Nicola	id=g:6693936
Marina di Cerveteri	id=g:6693938
Campo di Mare	id=g:6693939
Castello di Santa Severa	id=g:6693940
Negruzzo	id=g:6693967
Casale Staffora	id=g:6693968
Cegni	id=g:6693969
Monte delle Penne	id=g:6693970
Monte Rucitello	id=g:6693971
Monte Castelluccio	id=g:6693972
Monte Scopa	id=g:6693973
Monte Campanile	id=g:6693974
Monte Capo	id=g:6693975
Monte Rocchetta	id=g:6693976
Monte Enfola	id=g:6693990
Monte Giove	id=g:6693991
Cima dei Lecci	id=g:6693992
Poggio del Diavolo	id=g:6693993
Le Calanche	id=g:6693994
Le Filicaie	id=g:6693995
La Galera	id=g:6693996
Monte di Cote	id=g:6693997
Monte Forcone	id=g:6693998
Monte Pontica	id=g:6693999
Monte Arpagna	id=g:6694000
Torre delle Zenobito	id=g:6694001
La Peraiola	id=g:6694002
Monte Pericoli	id=g:6694003
Monte San Martino	id=g:6694004
Monte Barbatoia	id=g:6694005
Monte Strega	id=g:6694006
Torre del Giove	id=g:6694007
Monte Arco	id=g:6694008
Poggio Fino	id=g:6694009
Monte Pianellaccio	id=g:6694010
Croce di Pratomagno	id=g:6694011
Poggio Sentinella	id=g:6694012
Poggio la Guardia	id=g:6694013
Poggio di Furia	id=g:6694014
Poggio Meletone	id=g:6694015
Monte Nero	id=g:6694016
Poggio Scodella	id=g:6694017
Monte di Muro	id=g:6694018
Monte d'Alma	id=g:6694019
Poggio Peroni	id=g:6694020
Le Bozze	id=g:6694021
Poggio Santa Petronilla	id=g:6694022
Monte Forca	id=g:6694023
Col de Pausa	id=g:6694024
Le Forfes	id=g:6694025
Belvedere	id=g:6694026
Sasso di Mezzodi	id=g:6694027
Monte Mesola	id=g:6694028
Monte Padon	id=g:6694029
Monte Laste	id=g:6694030
Col Rossi	id=g:6694031
Cogolmai	id=g:6694032
Formenton	id=g:6694033
Monte la Banca	id=g:6694034
Monte Fop	id=g:6694035
Sasso Piatto	id=g:6694036
Punta Rocca	id=g:6694037
Cima Valon	id=g:6694038
Cima Valbona	id=g:6694039
Coston di Slavaci	id=g:6694040
Cime di Bragarolo	id=g:6694041
Cime di Ceremana	id=g:6694042
Colbricon	id=g:6694043
Cima d'Ambata	id=g:6694044
Tre Cime di Lavaredo Occidentale	id=g:6694045
Tre Cime di Lavaredo Piccola	id=g:6694046
Punta Nera	id=g:6694047
Becco di Mezzodi	id=g:6694048
Monte Coldai	id=g:6694049
Punta de Gasperi	id=g:6694050
Piccola Civetta	id=g:6694051
Cima delle Sasse	id=g:6694052
Monte della Madonna	id=g:6694077
Monte Larciano	id=g:6694078
Le due Sorelle	id=g:6694079
Becco di Filadonna	id=g:6694081
Cima del Campigolet	id=g:6694082
Monte Luco Grande	id=g:6694083
Monte Luco Piccolo	id=g:6694084
Monte Altacroce	id=g:6694085
Punta Cervina	id=g:6694086
Laste di Verdins	id=g:6694087
Cima Gaiarda	id=g:6694088
Crozzon dei Mandrini	id=g:6694089
Monte Ridont	id=g:6694090
Crozzon della Spora	id=g:6694091
Cima del Clamer	id=g:6694092
Sasso San Giovanni	id=g:6694093
Malga Campo Arco	id=g:6694094
Ciago	id=g:6694095
Cima Pradidali	id=g:6694096
Cima Immink	id=g:6694097
Cima Canali	id=g:6694098
Cima di Ball	id=g:6694099
Rifugio Pradidali	id=g:6694100
Monte Pincaldo	id=g:6694102
Castion	id=g:6694103
Corno Clicher	id=g:6694104
Granarolo	id=g:6694117
Ippodromo savio	id=g:6694118
Stazione Ferroviaria	id=g:6694120
Ponte Vecchio	id=g:6694123
Ponte Nuovo	id=g:6694124
Rocca Malatestiana	id=g:6694125
Cimitero comunale	id=g:6694130
Stadio Dino Manuzzi	id=g:6694131
Abazia del Monte	id=g:6694132
Ponte Abbadesse	id=g:6694134
Biblioteca Malatestiana	id=g:6694142
Noceto	id=g:6694144
Marciano	id=g:6694145
Caniparola	id=g:6694146
Villavecchia	id=g:6694147
Carignano	id=g:6694148
Vecchietto	id=g:6694149
Serricciolo	id=g:6694150
Soliera	id=g:6694151
Moncigoli	id=g:6694152
Magliano	id=g:6694153
Canossa	id=g:6694154
Selva	id=g:6694155
Vicolo	id=g:6694156
Agnetta	id=g:6694157
Corlaga	id=g:6694158
Caprio	id=g:6694159
Cirone	id=g:6694160
Capocolle	id=g:6694204
San Martino di Villafranca	id=g:6694205
San Lorenzo	id=g:6694206
Capannaguzzo	id=g:6694207
Pitigliano	id=g:6694208
Roccia Nera	id=g:6694229
Gobba di Rollin	id=g:6694232
Testa Grigia	id=g:6694233
Jägerhorn	id=g:6694238
Punta Rizzetti	id=g:6694239
Corno di Faller	id=g:6694240
Pizzo Bianco	id=g:6694241
Punta Felik	id=g:6694242
Punta Perazzi	id=g:6694243
Becca du Lac	id=g:6694244
Lago di San Grato	id=g:6694245
Le Lac Noir	id=g:6694246
Punta Loydon	id=g:6694247
Punta Tachuy	id=g:6694248
Monte Belvedere	id=g:6694249
Punta Lioy	id=g:6694250
Les Jumeaux	id=g:6694251
Punta Budden	id=g:6694252
Punta Margherita	id=g:6694253
Punta Carrel	id=g:6694254
Testa del Leone	id=g:6694255
Pic Tyndall	id=g:6694256
Monte Rous	id=g:6694261
Château des Dames	id=g:6694262
Monte Dragone	id=g:6694263
Punta di Fontanella	id=g:6694264
Tête de Valpelline	id=g:6694266
Dents des Bouquetins Sud	id=g:6694271
Grande Arête	id=g:6694272
Mont Brule	id=g:6694273
la Gengla	id=g:6694274
Tour de Créton	id=g:6694276
Monte Grosso	id=g:6694301
Monte Romito	id=g:6694302
Monte Frumento Supino	id=g:6694303
la Montagnola	id=g:6694304
Monte Frumento delle Concazze	id=g:6694305
P.zi Deneri	id=g:6694306
Punta Lucia	id=g:6694307
Monte Tremoggia	id=g:6694308
Vetta Orientale del Corno Grande	id=g:6694309
Pizzo Cefalone	id=g:6694311
Rifugio Duca degli Abruzzi	id=g:6694312
Freddolin	id=g:6694313
Sella del Freddolin	id=g:6694314
Cima Casinei	id=g:6694315
Rifugio Casinei	id=g:6694316
Castelletto Inferiore	id=g:6694317
Torrione di Vallesinella	id=g:6694318
Castello di Vallesinella	id=g:6694319
Castelletto Superiore	id=g:6694320
Punte di Campigio	id=g:6694321
Cima Fracinglo	id=g:6694322
Cima Nardis	id=g:6694323
Lorenz	id=g:6694324
La Palaccia	id=g:6694325
Col Mer	id=g:6694326
Col da le Baranchie	id=g:6694327
quota 2423	id=g:6694328
Rifugio Fredarola	id=g:6694329
Capanna Belvedere	id=g:6694330
Col di Tenna	id=g:6694331
Cherpei	id=g:6694332
Rifugio Vial del Pan	id=g:6694333
Cima Livournea	id=g:6694344
Cima Vagliana	id=g:6694354
Cima Grande	id=g:6694369
Cima Verdignana	id=g:6694370
La Clava	id=g:6694371
La Piccola Clava	id=g:6694372
Cima Sternai Meridionale	id=g:6694373
Cima di Rabbi	id=g:6694374
Cima di Saent	id=g:6694375
Cima Rossa di Saent	id=g:6694376
Cima Marmotta	id=g:6694377
Monte Tonale Orientale	id=g:6694378
Monte Redival	id=g:6694379
Malga Campo	id=g:6694380
Punta del Tasso	id=g:6694381
Cima della Stanga	id=g:6694382
Cima Vallaccia	id=g:6694383
Punta Pedranzini	id=g:6694384
Cime di Campo	id=g:6694385
Punta degli Spiriti	id=g:6694386
Punta Payer	id=g:6694387
Punta del Cristallo	id=g:6694388
Cima Tuckett	id=g:6694390
Cima di Trafoi	id=g:6694391
Punta T. Hurwieser	id=g:6694392
Monte Zebrù	id=g:6694393
Il Gran Zebrù	id=g:6694394
Punta del Lago Gelato	id=g:6694395
Punta Beltovo di Dentro	id=g:6694396
Punta Beltovo di Fuori	id=g:6694397
Punta delle Laste	id=g:6694398
Punta dello Scudo	id=g:6694399
Punta Peder di Fuori	id=g:6694400
Cima dei Camosci	id=g:6694401
Grugno di Porco	id=g:6694402
Croda di Cengles	id=g:6694403
Cima delle Pecore	id=g:6694404
Croda Tedesca	id=g:6694405
Maschio dell'Artemisio	id=g:6694406
Monte Cialancias	id=g:6694407
Testa della Costabella del Piz	id=g:6694408
Monte Calmoreggio	id=g:6694409
Monte Collalto	id=g:6694410
Monte Gibele	id=g:6694411
Montagna Grande	id=g:6694412
Cùddia Attàlora	id=g:6694413
Cùddia Randazzo	id=g:6694414
Monte Gelkhamar	id=g:6694415
Porta Molina	id=g:6694416
Punta Molina	id=g:6694417
Cima Isidoro	id=g:6694418
Cima della Caldiera	id=g:6694419
Monte Tomatico	id=g:6694420
Monte Santo	id=g:6694421
Cima Sassuma	id=g:6694422
Monte Magazon	id=g:6694423
Cima Snella	id=g:6694682
Monte del Cumolo	id=g:6694683
Montarso di Ponente	id=g:6694686
Monte della Neve	id=g:6694687
Cimon del Tres	id=g:6694690
Pizzo dei Tre Signori	id=g:6694705
Pizzo d'Erna	id=g:6694706
Pizzo Varrone	id=g:6694707
Zucco di Desio	id=g:6694708
Monte Rotondo	id=g:6694709
Monte Pim Pum	id=g:6694710
Pizzo Alto	id=g:6694711
Grignone	id=g:6694712
Monte Moregallo	id=g:6694713
I Tre Sassi	id=g:6694714
Monte Legnone	id=g:6694715
Monte Rai	id=g:6694716
Monte Cornizzolo	id=g:6694717
Monte Pilastro	id=g:6694718
Monte Croce	id=g:6694719
Pizzo Stella	id=g:6694720
Monte Oriolo	id=g:6694722
Monte Colla	id=g:6694723
Monte Megna	id=g:6694724
Pizzo Anna Maria	id=g:6694725
Pizzo Ledù	id=g:6694726
Cima della Bondasca	id=g:6694728
Punta Starling	id=g:6694729
Cima Brioschi	id=g:6694730
Cima di Jazzi	id=g:6694731
Gran Fillar	id=g:6694732
Monte Cappello	id=g:6694793
Monte Tuoro	id=g:6694794
Scoglio Vetara	id=g:6694795
La Castelluccia	id=g:6694796
San Costanzo	id=g:6694797
Monte S. Angelo	id=g:6694798
Monte Crocione	id=g:6694799
Monte Vico Alvano	id=g:6694800
Monte San Michele	id=g:6694801
Monte di Mezzo	id=g:6694802
Monte Caliello	id=g:6694803
Punta Lagno	id=g:6694804
Scoglio Scruopolo	id=g:6694805
Scoglio Pila Nuova	id=g:6694806
Scoglio dell'Isca	id=g:6694807
Duomo di Milano	id=g:6694825
Aranova	id=g:6694861
Cima Levante	id=g:6694862
Pala di Cherle	id=g:6694863
Cima Mosca	id=g:6694864
Monte Vignola	id=g:6694865
Carbonil	id=g:6694866
Malghetto	id=g:6694867
Monte Testo	id=g:6694868
Col Santino	id=g:6694869
Cima Palon	id=g:6694870
Monte Buso	id=g:6694871
Roite	id=g:6694872
Zenevri	id=g:6694873
Bisorte	id=g:6694874
Monte Forni Alti	id=g:6694875
Cima Quadro	id=g:6694876
Monte Sarta	id=g:6694877
Monte Mosna	id=g:6694878
Guglia Berti	id=g:6694879
Monte Grolla	id=g:6694880
Cima Mezzana	id=g:6694881
Lago della Busa	id=g:6694882
Monte Cornetto	id=g:6694883
Malga Brigolina	id=g:6694884
Cima del Calieron	id=g:6694946
Cima del Mesole	id=g:6694947
Cima Campo d'Avanti	id=g:6694948
Cima di Marana	id=g:6694949
Monte Campetto	id=g:6694950
Monte Gramolon	id=g:6694951
Monte Laghetto	id=g:6694952
Monte Zevola	id=g:6694953
Monte Plische	id=g:6694954
Monte Baffelan	id=g:6694955
Sommele Alto	id=g:6694956
Sommele Basso	id=g:6694957
Monte Focolle	id=g:6694958
Monte Sparavieri	id=g:6694959
Stadel	id=g:6694960
Lago di Specchieri	id=g:6694961
Monte di Mezzo	id=g:6694962
Eccheli	id=g:6694973
Mas	id=g:6694974
Ronchi	id=g:6694975
Cuneghi	id=g:6694976
Dosso Pode	id=g:6694977
Bastianello	id=g:6694978
Pezzati	id=g:6694979
Speccheri	id=g:6694980
Brozzi	id=g:6694981
Ometto	id=g:6694982
Malga Boffetà	id=g:6694983
Malga Pradimezzo	id=g:6694984
Cima Postal	id=g:6694985
Cima Campogrosso	id=g:6694986
Passo di Campogrosso	id=g:6694987
Cima delle Ofre	id=g:6694988
I Campanili di Cherle	id=g:6694989
Piccolo Roite	id=g:6694990
Campiluzzi	id=g:6694991
Monte Corno Battisti	id=g:6694992
Monte Spil	id=g:6694993
Malga Cheserle	id=g:6694994
Zugna Torta	id=g:6694995
Monte Biaena	id=g:6694996
Dosso Oveche	id=g:6694997
Dosso del Zatter	id=g:6694998
Matassone	id=g:6694999
Pilose	id=g:6695000
San Martino	id=g:6695001
Monte Ghello	id=g:6695002
Monte Somator	id=g:6695004
Dos del Longo	id=g:6695005
