Shīv-ā Hiskt	id=g:446063
Sāḩat al Fatḩ	id=g:6643178
Sāḩat al Andalus	id=g:6643179
Sāḩat al Wathbah	id=g:6643180
Sāḩat ash Shuhadāʼ	id=g:6643181
Sāḩat az Zahrāʼ	id=g:6643182
Sāḩat al Imām al Ḩusayn	id=g:6643183
Sāḩat ʻAdan	id=g:6643184
Sāḩat Şanʻāʼ	id=g:6643185
Sāḩat ʻAmmār	id=g:6643186
Sāḩat ash Shawāf	id=g:6643187
Sāḩat al Matḩaf	id=g:6643188
Sāḩat Arbaʻat ʻAshar Tammūz	id=g:6643189
Sāḩat ʻUmān	id=g:6643190
Sāḩat Ḩalaba	id=g:6643191
Sāḩat Dimashq	id=g:6643192
Sahat Al Hurriyah	id=g:6643193
Sāḩat al Manşūr	id=g:6643194
Sāḩat Arbaʻat ʻAshar Ramaḑān	id=g:6643195
Sāḩat an Nusūr	id=g:6643196
Sāḩat al Yarmūk	id=g:6643197
Sāḩat Wahrān	id=g:6643198
Sāḩat Bin Ghāzīy	id=g:6643199
Sāḩat Ţarābulus	id=g:6643200
Sāḩat an Nāfūrah	id=g:6643201
Sāḩat al Khilānīy	id=g:6643202
Sāḩat al Muaz̧z̧am	id=g:6643203
Sāḩat Jamāl	id=g:6643205
Sāḩat ar Raşāfī	id=g:6643206
Sāḩat al Wāthiq	id=g:6643207
Sāḩat al Kāz̧imī	id=g:6643208
Sāḩat al Kashāfah	id=g:6643209
Tall Isbī‘ āt	id=g:6647826
Isbī‘ āt	id=g:6647827
Madrasat al ‘Akarkūf	id=g:6647828
Ḩayy Suhayl	id=g:6647829
Tall ‘Akarkūf	id=g:6647830
Tall al Asmar	id=g:6647831
Nahr Biyālah	id=g:6647833
Nahr al Bid‘ah	id=g:6647834
Banī Tamīm	id=g:6647835
Tall Ḩalāwah	id=g:6647836
Muḩammad Jarū	id=g:6647837
‘Alī al Kuwār	id=g:6647838
Tall Ḩaţmāf	id=g:6647839
Jamīlah	id=g:6647840
Tall adh Dhahab	id=g:6647841
Tall Iḩţīḩaţ al Gharbī	id=g:6647842
Sa‘īdāt	id=g:6647843
Qaḩīţ ‘Alī	id=g:6647844
Tall Abū Ḩayyah	id=g:6647845
Nāīf al Kāz̧im	id=g:6647846
Tall Mizhar	id=g:6647847
Fayyāḑ al ‘Abd Allāh	id=g:6647848
Imām Shaykh Ḩadīd	id=g:6647849
Şadr al Yūsufiyah	id=g:6647850
Markaz Shurţah Şadr al Yūsufiyah	id=g:6647851
Jabūr	id=g:6647852
Zawba‘	id=g:6647853
Gharīr	id=g:6647854
Tall Iḩţīḩaţ ash Sharqī	id=g:6647855
Ţilāl	id=g:6647856
‘Alī al Ḩamādī	id=g:6647857
Tall Khaţţār	id=g:6647858
Nahr ash Shaykh ‘Alī as Sulaymān	id=g:6647859
Tall ‘Aţash	id=g:6647860
Tall As Sudayrī	id=g:6647861
Ḩayy an Naşr	id=g:6647862
Ḩayy al Awraflī	id=g:6647863
Maytham Aḩmad Ḩasan al Bakr	id=g:6647864
Qaryat al Awwal min Ḩazīrān	id=g:6647865
‘Arab Aḩmad Najm Kurayjī	id=g:6647866
Ḩamīd an Najjār	id=g:6647867
Minţaqat Ash Shimā‘īyah	id=g:6647868
Al Ḩabībīyah	id=g:6647869
Zayyūnah	id=g:6647870
Ḩayy ar Riyāḑ	id=g:6647871
Jazīrat Abū Rumayl	id=g:6647872
Qaryat Ālbū Yārī	id=g:6647873
Qaryat Umm al ‘Aşāfīr	id=g:6647874
Sāḩat al Manşūr	id=g:6647875
Ḩayy al Bayḑāʼ	id=g:6647876
Ḩayy ash Shamāsīyah	id=g:6647877
Ḩayy al ‘Aţayfīyah	id=g:6647878
Jameat  Baghddd	id=g:6647879
Jisr al Jādrīyah	id=g:6647880
Ḩayy al Janāʼin	id=g:6647881
Ḩayy ar Rabī‘	id=g:6647882
Ḩayy Diyālá	id=g:6647883
Mustashfá ar Rashīd	id=g:6647884
Jisr al Amīn	id=g:6647885
Tall Ghānim	id=g:6647886
Tall ‘Āyid	id=g:6647887
Fayyāḑ Jāsim Muḩīl	id=g:6647888
Minţaqat aḑ Ḑābi ţīyah	id=g:6647889
Qaryat aḑ Ḑābitīyahī	id=g:6647890
نهرالضابطية	id=g:6647891
Tall Muʻaskar al Faras	id=g:6647892
Mazraʻat Abū Dālī	id=g:6647893
Qaryat al Intişār	id=g:6647894
Bustān  Shākir ʻAwwād	id=g:6647895
Ḩayy al Muʻtaşam	id=g:6647896
Qaryat ad Duhnah	id=g:6647897
Ḩayy al Biţrah	id=g:6647898
Qaryat adh Dhahab al Abyaḑ	id=g:6647899
Qaryat Jabbār  ʻAlī	id=g:6647900
Qaryat ar Raḑīwāt	id=g:6647901
Qaryat Khamīs aḑ Ḑawrī	id=g:6647902
Qaryat Khalīl Ibrāhīm	id=g:6647903
Qaryat ash Shītī	id=g:6647904
Tall al Ḩadḩah	id=g:6647905
Finjān Ibrāhīm	id=g:6647906
Tall Ruwīj	id=g:6647907
Tulūl al Ḩumur	id=g:6647908
Tall Ţarīq	id=g:6647909
Tall Khaznah	id=g:6647910
Tall Ḩalījat al Kabīr	id=g:6647911
Sabʻ Abkār	id=g:6647912
Ḩayy Jukūk	id=g:6647913
Ḩayy al Fajr	id=g:6647914
Jisr Arba‘at ‘Ashar Ramaḑān	id=g:6647915
Muntazat az Zawrāʼ	id=g:6647916
Ḩayy Ţarābulus	id=g:6647917
Ḩayy al Khulūd	id=g:6647918
Tall Qannāş	id=g:6647919
Al Baladīyāt	id=g:6647920
Jisr al Muthanná	id=g:6647921
Qaryat Abū Munaysīr	id=g:6647922
Ḩayy ar Risālah	id=g:6647923
Qaryat Naşr Mubār	id=g:6647924
Qaryat ʻAbd ʻAwn	id=g:6647925
Qaryat Khaḑīr ʻAbbās	id=g:6647926
Qaryat Khalaf as Sulţān	id=g:6647927
Tall Darwīsh	id=g:6647928
Qaryat Fāḑil Muḩammad	id=g:6647929
Qaryat Yāsīn ad Dahlah	id=g:6647930
Jāmi‘ al Qurʼān al Karīm	id=g:6647931
Shīv-e Bespūr	id=g:6676168
Qimmat Kūrī Sankah	id=g:6676169
Kūh-e Kefārestān	id=g:6676170
Āv-e Bīrmah	id=g:6676171
Shīv-e Sīvīl	id=g:6676173
Makhfar Ḩudūd an Nu‘mān	id=g:6676781
Tappeh-ye Pīch	id=g:6676782
Pāsgāh-e Al Meymūt	id=g:6676783
Pāsgāh-e Tak Derakht	id=g:6676785
Pāsgāh-e Marzī-ye Chīrzad-e ‘Arāq	id=g:6676789
Chīrzad	id=g:6676790
Āb-e Ḩalavān	id=g:6676792
Sadd	id=g:6676794
Kāwlān	id=g:6676795
Sar-e Galū	id=g:6676796
Yūlān	id=g:6676797
Kamālān ‘Ulyā	id=g:6676798
Kamālān Suflá	id=g:6676799
Dasht-e Khat	id=g:6676800
Shinah	id=g:6676818
Shīno	id=g:6676819
Halshū	id=g:6676920
Darreh-ye Alshū	id=g:6676921
Sīnjalah	id=g:6676923
Jakūn	id=g:6676924
Ābīwah	id=g:6676925
Chankāvī	id=g:6676926
Veysī	id=g:6676927
Ganāv	id=g:6676946
Kūh-e Dānī Gowz	id=g:6676947
Rāzān	id=g:6676949
Barkeshān	id=g:6676950
Kheylarshān	id=g:6677183
Kaynak	id=g:6677185
Khawārū	id=g:6677186
Gomrok-e Iran and Iraq	id=g:6677187
Mahīyeh	id=g:6685411
Pāsgāh-e Marzī-ye Irāq	id=g:6685412
Meydān	id=g:6685413
Ghal‘eh-ye Rashīd ‘Abbās	id=g:6685414
Pāsgāh-e Anjīreh-e Iraq	id=g:6685416
Ertefāhāt-e Sorkh	id=g:6685417
Kūh-e Tak Tak Meshkī	id=g:6685418
Pāsgāh-e Marzī-ye Pelīkāneh	id=g:6685419
Kūh-e Chekeh Sorkh	id=g:6685420
Pāsgāh-e Marzī-ye Irāq	id=g:6685421
Shahrak-e Hashmīyeh	id=g:6685422
Rūdkhāneh-ye Khvosh	id=g:6685423
Makhfar Ḩudūd Jahaft al Māt	id=g:6685426
Kāseh Kāf	id=g:6685427
Ābshūr-e Khoshk	id=g:6685429
Sadah al Karmash	id=g:6685430
‘Arab Ḩusayn	id=g:6685431
Qal‘at Sa‘ūd al Ḩamad	id=g:6685432
‘Awdah an Nāşir	id=g:6685433
‘Abd Allāh as Sālim	id=g:6685434
Ḩasan as Sakrān	id=g:6685435
Tappeh-ye Raḩmān	id=g:6685436
Tappeh-ye Shohadā	id=g:6685437
Tappeh-ye Esḩāq	id=g:6685447
Pāsgāh-e Irāq	id=g:6685448
Tappeh-ye Panj Angoshtī	id=g:6685456
Tappeh-ye Sorkh	id=g:6685457
Tappehhā-ye Esmā‘īl Khān	id=g:6685458
‘Alī Āqā Maytūr	id=g:6685459
Mollā Ḩasan	id=g:6685460
Khalaf	id=g:6685461
Kūmeh Sang	id=g:6685462
‘Alī Nāyer	id=g:6685463
Qamar	id=g:6685464
Dāvūd Salīm	id=g:6685465
Mandalī	id=g:6685466
Miyān Tanak Darah	id=g:6685467
Jabal Kūmāh Sanak	id=g:6685468
Pāsgāh-e Tappeh Rādār	id=g:6685507
Pāsgāh-e Chahār Qadd Sang	id=g:6685508
Seyyed Karīm	id=g:6686018
Nahr Quwrat Tuw	id=g:6686070
Jabrūwah	id=g:6686084
Sarāv-e Soleymān Āghā	id=g:6686094
Solmesh-e Zhūrū	id=g:6686095
Katkā	id=g:6686096
Shānwān	id=g:6686097
Nāw Kirdān	id=g:6686098
Līch Tapān	id=g:6686099
Gerd-e Sarāv-e Soleymān	id=g:6686100
Shānadarī Khvārū	id=g:6686101
Kalat Zirdah	id=g:6686102
Sajbū	id=g:6686104
Walah Samit	id=g:6686105
Qūlī Khūrd	id=g:6686106
Kirdī Kū	id=g:6686107
Gardaneh-e Darūzīnah	id=g:6686108
Gowm Sarāv	id=g:6686109
Kheyr-e Qolūzeh	id=g:6686122
Cham-e Khān Bardaneh	id=g:6686123
Wādī Bī Salamīn	id=g:6686124
Vāzūl	id=g:6686125
Mazgosjār	id=g:6686126
Bashī Hājer	id=g:6686127
Wādī Hālārash	id=g:6686128
Cham-e Zhālenāv	id=g:6686129
Cham-e Bahārūk	id=g:6686133
Nādir	id=g:6686134
Mirwālī	id=g:6686135
Mām Shahīd	id=g:6686136
Wādī Khāh Zīnah	id=g:6686137
Āb-e Sīravān	id=g:6686138
Seyvāgaz	id=g:6686221
Kaleh	id=g:6686222
Sheykh Shalkhān	id=g:6686223
Cham-e Rashīd	id=g:6686224
Darūyeh	id=g:6686225
Sūrbān	id=g:6686226
Dasht Sūrabān	id=g:6686227
Dālrow	id=g:6686228
Sīrānah	id=g:6686229
Gilaynah Nisay	id=g:6686230
Lāleh Ḩamrah	id=g:6686231
Qalandarāwah	id=g:6686232
Mīrāwdalī	id=g:6686233
Razī Bābah	id=g:6686237
Kūh-e Qal‘eh	id=g:6686259
Aḩmad Āvā	id=g:6686261
Kānī Heram	id=g:6686262
Kūr Gol	id=g:6686263
Dīzeh	id=g:6686264
Galār Āveh	id=g:6686265
Sūrāv	id=g:6686266
Tātān	id=g:6686268
Bār Āvkan	id=g:6686269
Bamsar	id=g:6686270
Wādī Dawlah Drayz	id=g:6686276
Wādī Rangān	id=g:6686277
Wādī Hazār Gird	id=g:6686278
Cham-e Būltān	id=g:6686279
Wādī Kānī Waşāl	id=g:6686280
Cham-e Kānī Gūz	id=g:6686281
Cham-e Kānī Cherīkh	id=g:6686282
Mokal	id=g:6686283
Āveh-ye Gūgsūr	id=g:6686284
Galoz	id=g:6686285
Wādī Kūlān al ‘Ulyā	id=g:6686286
Satar Darreh	id=g:6686287
Kand Gorah	id=g:6686288
Wādī Razlah	id=g:6686289
Cham-e Kalā	id=g:6686290
Kalān Zhūrū	id=g:6686291
Cham-e Pīvalah	id=g:6686292
Yūleh	id=g:6686293
Cham-e Kākh	id=g:6686294
Daleh Kālāl	id=g:6686295
Cham-e Parkh	id=g:6686296
Chatān	id=g:6686297
Cham-e Qapān	id=g:6686298
Cham-e Nefrīnah	id=g:6686299
Tarātawan	id=g:6686300
Cham-e Darbon	id=g:6686301
Wādī Kānī Māngā	id=g:6686302
Kānī Sī	id=g:6686303
Darūzkān	id=g:6686304
Makhfar Shurţat Qziljah	id=g:6686305
Cham-e Tādīlneh	id=g:6686306
Darahwārah	id=g:6686307
Kānī Mīrān-e Khvārū	id=g:6686308
Kīvī Kangarak	id=g:6686309
Gadāveh	id=g:6686310
Nizārah	id=g:6686311
Cham-e Nezāreh	id=g:6686312
Wādī Milkaw	id=g:6686313
Gūr-e Sheykh ‘Abd ol Karīm	id=g:6686314
Cham-e Bāktū	id=g:6686315
Pāsgāh-e Polīs-e Kānī Māngā	id=g:6686316
Bākhī	id=g:6686319
Tāzah Day	id=g:6686320
Tūtmān Gūreh	id=g:6686321
Tūtmān Suflá	id=g:6686322
Kirkāshah	id=g:6686323
Marvah	id=g:6686324
Shānakhsan	id=g:6686325
Darrah as Suflá	id=g:6686326
Dere Zhūrū	id=g:6686327
Sūradīze	id=g:6686328
Sīra	id=g:6686329
Basne	id=g:6686330
Marānah	id=g:6686331
Būr	id=g:6686332
Tīmār	id=g:6686333
Mūsak	id=g:6686334
Shābadīn	id=g:6686335
Sūrbān	id=g:6686336
Bār Pīchūk	id=g:6686347
Bārgūrah	id=g:6686349
Sīrīn	id=g:6686350
Makhfar Ḩudūd Ţāriq Bin Ziyād	id=g:6687108
Makhfar Ḩudūd ‘Ayn al ‘Abd	id=g:6687109
Sheykh Yāsīn	id=g:6687111
Ostān-e Kūt	id=g:6687112
Manţaqeh-ye Naft Khīz-e Shahr-e Kūt	id=g:6687113
Nahr-e Do Khāneh	id=g:6687114
Shākir al Yāsīn	id=g:6687115
Pāsgāh-e Seykh Yāsīn	id=g:6687116
Sheykh Yāsīn	id=g:6687117
Nahr Balīghān	id=g:6687118
Pol-e Sarkhar	id=g:6687120
Makhfar Ḩudūd ash Shahābī	id=g:6687125
Shābīyeh-e Gharbī	id=g:6687126
Shābīyeh-e Sharqī	id=g:6687127
Shābīyeh-e Sharqī	id=g:6687128
Pāsgāh-e Bagsāyeh	id=g:6687129
Bagsāyeh	id=g:6687130
Seykh Aḩmad	id=g:6687131
Imām ‘Alī	id=g:6687132
Qal‘at Kandalān	id=g:6687133
Baqsāyā	id=g:6687134
Rūdkhāneh-ye Āzādkhān Koshteh	id=g:6687135
Kandalān	id=g:6687136
Sheykh Sa‘d	id=g:6687137
Ostān-e Al‘emarah	id=g:6687138
Shamāshīr	id=g:6687139
Khāledīyeh	id=g:6687140
Pādegān-e Khāled ebn Valīd	id=g:6687141
Jāddeh-ye Sheykh Ḩoseyn-e Khomeys	id=g:6687142
Pāygāh-e Nez̧āmī-ye Sheykh Ḩoseyn-e Khomeys	id=g:6687143
Arāḑī az Ziyādī	id=g:6687146
Seyyed Mūsá	id=g:6687147
Wurmihzār	id=g:6687197
Zarbātīyeh	id=g:6687198
Moqāvemat-e Varmehrāz	id=g:6687199
Pāygāh-e Khasham	id=g:6687200
Khasham	id=g:6687201
Rūdkhāneh-ye Golāl-e Badreh	id=g:6687202
Pādegān-e Āmūzeshī-ye Zarbātīyeh	id=g:6687203
Thamān	id=g:6687204
Pāygāh-e Ta‘ān	id=g:6687205
Makhfar Ḩudūd Ḩasan al ‘Askarī	id=g:6687206
Pol-e Chehel Dahaneh	id=g:6687207
Pāsgāh-e Şadr-e ‘Arafāt	id=g:6687208
Pāsgāh-e Kalāl Badreh	id=g:6687209
Fārs	id=g:6687215
Bānbūr	id=g:6687216
Makhfar Ḩudūd Khālid Bin al Walīd al Qadīm	id=g:6687217
Maḩdūdeh-e Pādegān-e Khaţībeh	id=g:6687218
Nameh Kalānbū	id=g:6687219
Makhfar Ḩudūd ad Dirājī	id=g:6687226
Nameh Kalānbu-ye Kūchek	id=g:6687227
Taleh Sharqī	id=g:6687232
Pāsgāh-e Farrokhābād	id=g:6687233
Pāsgāh-e Garmīsheh-ye Dāem-e ‘Arāq	id=g:6687238
Pāygāh-e Khaţībeh	id=g:6687239
Nahr-e Al Abayd	id=g:6687553
Zīādīyah	id=g:6687556
Nahr-e Şūfīyah	id=g:6687557
Nahr-e Al Zīyādīyah	id=g:6687559
Al Zīyādīyah	id=g:6687566
Manāzil Yaḩyá	id=g:6687570
Al Dowayb	id=g:6687571
Manāzil al ‘Azz Fayḑah	id=g:6687572
Manāzel Al Kharabeh	id=g:6687573
Nahr-e Sajrī	id=g:6687575
Kūt Al Bandar	id=g:6687577
Kūt al Khalīfah	id=g:6687583
Al Khvoshnām	id=g:6687584
Kūt Al Ḩājjī Jājīm	id=g:6687585
Kūt ad Davārīḩah	id=g:6687586
Kūt Moḩammad ol ‘Abdānī	id=g:6687587
Kūt ‘Abdollāh	id=g:6687588
Al Ḩājjī Maḩmūd	id=g:6687589
Kūt Zāyir Maslim	id=g:6687590
Kūt Zāyer ‘Alī	id=g:6687591
Al Dowreh	id=g:6687592
Manārīl ol Gheybānī	id=g:6687594
Al Ḩājjī ‘Ashūr	id=g:6687595
Al Doveybī	id=g:6687596
Tūl ol Ḩadī	id=g:6687597
Kūt To‘eymīs	id=g:6687598
Ma‘āmīr	id=g:6687604
Salmānīyah	id=g:6687608
Ḩodūd	id=g:6687609
Nahr al Khanūbīyah	id=g:6687624
Nahr-e Jāsam	id=g:6687625
Jazīreh-ye Māhī	id=g:6687626
Al ‘Amīyah	id=g:6687627
Sākht ol Şeykh	id=g:6687628
Jazīreh-ye Yalḩānīyah	id=g:6687629
Nahr Maţū‘at ar Ruways	id=g:6687630
Maţūḩ	id=g:6687631
Sahīl	id=g:6687687
Zūbeyrān	id=g:6687693
Kūt-e ‘Abīd	id=g:6687699
Nahr as Sulamānīyah	id=g:6687703
‘Alvat ol Fāşīl	id=g:6687704
Pāsgāh-e Marzī-ye ‘Arāq	id=g:6687733
Imām Abū Jamrah	id=g:6688520
Imām Qīdār	id=g:6688521
Tall Abū Ḩalīfah	id=g:6688522
Tall Abū Ḩalīfah	id=g:6688523
Tall an Nufayjī	id=g:6688524
Shaţţ al Qadīm	id=g:6688525
Nahr aţ Ţūlānī	id=g:6688526
Dawb az Zajarīyah	id=g:6688527
Nahr aţ Ţankūsh	id=g:6688528
Al Karīm	id=g:6688529
Albū Sulţān	id=g:6688530
Albū Majīd	id=g:6688531
An Nāşir	id=g:6688532
Ţabr Umm al Kharā’ib	id=g:6688533
Shaţţ al Khandaq	id=g:6688534
Wādī al Muşallī	id=g:6688535
Nahr al ‘Umaydīyah	id=g:6688536
Albū ‘Alī	id=g:6688537
Dawb al ‘Ujaynīyah	id=g:6688538
Nahr al Qāsimīyah	id=g:6688539
Shaţţ al Ḩaşbah	id=g:6688540
Īshān Abū Shurayḩ	id=g:6688541
Īshān Surayrah	id=g:6688542
Tall Khunfusah	id=g:6688543
Tall Umm an Na‘īm	id=g:6688544
Tulūl an Nakhlah	id=g:6688545
Hawr al Ibţīyah	id=g:6688546
Al ‘Awāy	id=g:6688547
Īshān al Wazīnah	id=g:6688548
Īshān ar Ruḩayyah	id=g:6688549
Hawr Abū Ghuzaylāt	id=g:6688550
Īshān al Wa‘z	id=g:6688551
Īshān Ḩajalah	id=g:6688553
Shaţţ Abū al Munhar	id=g:6688554
Īshān Abū Judāḩah	id=g:6688555
Shaţţ al Aswad	id=g:6688556
Shaţţ an Nusūr	id=g:6688557
Nahr al Ḩawlīyah	id=g:6688558
Nahr ar Ruḑafīyah	id=g:6688559
Nahr al Baḩrīyah	id=g:6688560
Dawb Abū Thalj	id=g:6688561
Dawb Umm as Sūd	id=g:6688562
Dawb al Ḩamdān	id=g:6688563
Nahr Dawb Umm Shalbah	id=g:6688564
Dawb an Naqāwah	id=g:6688565
Daḩlūs	id=g:6688566
Abū Khalaf	id=g:6688567
Abū Mītah	id=g:6688568
Khawāḩah	id=g:6688569
Al Jinjāwīyah	id=g:6688570
Tall Ḩawīshlī	id=g:6688571
Dawb ad Dughījī	id=g:6688572
Nahr al Jibāyah	id=g:6688573
‘Arab al Jibāyah	id=g:6688574
Ad Dukhaynah	id=g:6688575
‘Abd al ‘Alī	id=g:6688576
Huḑaymah	id=g:6688577
‘Arab Akshīsh	id=g:6688578
Imām al Munshir	id=g:6688579
Muḩsin al Ḩammūd	id=g:6688580
Al ‘Anjalīyah	id=g:6688581
Maḩaţţat Qiţār al Baţḩah	id=g:6688582
Al Ahfīfah	id=g:6688583
Nahr al Bāb	id=g:6688584
Nahr aţ Ţabāb	id=g:6688585
An Namsīyah	id=g:6688586
Nahr Shagrah	id=g:6688587
Shāhīnīyah	id=g:6688588
Īshān an Nakhlah	id=g:6688589
Īshān al Mashmal	id=g:6688590
Shaţţ Abū al ‘Ishsh	id=g:6688591
Shaţţ al Kilāb	id=g:6688592
Dawb al ‘Alāwīyah	id=g:6688593
‘Uwayjah	id=g:6688594
Ḩikmah	id=g:6688595
Makhfar ad Darrājī	id=g:6688596
Al Mashā‘ilīyah	id=g:6688597
Al Aşbīḩīyah	id=g:6688598
Khuraybiţ	id=g:6688599
Nahr al Khurbīţ	id=g:6688600
Ḩujāmah	id=g:6688601
Al Waydah	id=g:6688602
Abū Dīshah	id=g:6688603
Muţhak al Maḩlas	id=g:6688604
Al Amjarib	id=g:6688605
Mahdī az Zughayr	id=g:6688606
Imnayḩīḩ	id=g:6688607
Nahr aş Şaqlāwīyah	id=g:6688608
Nahr al Fiţrah	id=g:6688609
Aţ Ţabāb	id=g:6688610
Albū Ţabar	id=g:6688611
Al ‘Ayn	id=g:6688612
Ash Shāţirīyah	id=g:6688613
Nahr Ghurayn	id=g:6688614
Nahr at Tallah	id=g:6688615
Īshān al ‘Unwī	id=g:6688616
Nahr Abū Duwayl	id=g:6688617
Nahr Munshid Maţar	id=g:6688618
Nahr ash Shuwaylah	id=g:6688619
Shaţţ Umm al Jālī	id=g:6688620
Albu Dīshah	id=g:6688621
Ḩamīdīyah	id=g:6688622
Nahr ash Shūlī	id=g:6688623
Al Ḩinţah	id=g:6688624
Marḩī al Maḩmūd	id=g:6688625
Az̧ Z̧arīfīyah	id=g:6688626
Nahr al Uḑaybi‘	id=g:6688627
Ajrīr	id=g:6688628
Nahr aş Şafawī	id=g:6688629
As Sarḩah	id=g:6688630
Nahr as Sarḩah	id=g:6688631
Nahr az Zabīb	id=g:6688632
Nahr az̧ Z̧arīfīyah	id=g:6688633
Nahr al Ḩujāmah	id=g:6688634
Karīm	id=g:6688635
Qaryat as Sinnīyah	id=g:6688636
Nahr al Makīnah	id=g:6688637
Najm al Jā‘ib	id=g:6688638
Ad Darrājī	id=g:6688639
Al ‘Awān	id=g:6688640
Ḩuwayshalī	id=g:6688641
Al Fāliḩīyah	id=g:6688643
Al Khiḑr	id=g:6688644
Ar Rashādah	id=g:6688645
Nāşir al Ḩusayn	id=g:6688646
Āl Khiḑr	id=g:6688647
Al Kuwām	id=g:6688648
Az Zuwayr	id=g:6688649
Īshān aţ Ţulayl	id=g:6688650
Īshān al Ḩarrah	id=g:6688651
Az Zawīyah	id=g:6688652
Hānī az Zāyir	id=g:6688653
Īshān ‘Uţlah	id=g:6688654
Īshān al Ḩumr	id=g:6688655
Sa‘īd al Bāhī	id=g:6688656
Jabr Bijāy	id=g:6688657
Ḩusayn ash Shīmān	id=g:6688658
Banī Sarhār	id=g:6688659
Ḩājj Ihlīl	id=g:6688660
Imţaynahīmah	id=g:6688661
‘Aţshān	id=g:6688662
Muḩayjīrah	id=g:6688663
As Sayyid ‘Abd Allāh	id=g:6688664
Īshān Abū Khamīs	id=g:6688665
Īshān ar Rakhāmah	id=g:6688666
‘Ubayd Shurrush	id=g:6688667
Farḩān Jijāy	id=g:6688668
Qal‘at as Sarḩān	id=g:6688669
Īshān Imḩār	id=g:6688670
Īshān al Khafan	id=g:6688671
Uraybish al Ḩamad	id=g:6688672
Īshān Abū Ḩanz̧alah	id=g:6688673
Nahr aţ Ţawīl	id=g:6688674
Nahr Umm al Waşāyif	id=g:6688675
Nahr as Sulaymānīyah	id=g:6688676
Nahr al Fāliḩīyah	id=g:6688677
Nahr al Kharīţah	id=g:6688678
Nahr as Saydīd	id=g:6688679
Nahr Maḩmūlat ad Dāyir	id=g:6688680
Nahr al Ḩuwayshalī	id=g:6688681
Nahr aş Şāymah	id=g:6688682
Dawb aş Şāymah	id=g:6688683
Nahr al ‘Abīd	id=g:6688684
Nahr al Qulayţ	id=g:6688685
Nahr al Ḩajamīyah	id=g:6688686
Nahr ‘Abrat as Sayyid	id=g:6688687
Nahr al Ḩafīdīyah	id=g:6688688
Nahr al Jubaysah	id=g:6688689
Nahr ath Thaylah	id=g:6688690
Nahr Umm ash Shulūḩ	id=g:6688691
Nahr Abū Şar‘ah	id=g:6688692
Īshān al Ḩumr	id=g:6688693
Īshān Abū Darāhim	id=g:6688694
Umm az̧ Z̧urayţah	id=g:6688695
Nahr Umm Şāfī	id=g:6688696
Nahr al Ḩumr	id=g:6688697
Nahr Muḩayjīrah	id=g:6688698
Nahr ash Shūshah	id=g:6688699
Abū Kabar	id=g:6688700
Nahr al Mu’adhdhin	id=g:6688701
Nahr al Kabīrah	id=g:6688702
Nahr Ḩudaylah	id=g:6688703
Nahr an Naşūrīyah	id=g:6688704
Al ‘Ubayd	id=g:6688705
Īshān as Sabtah	id=g:6688706
Al Mu’adhdhin	id=g:6688707
Nahr al Waj‘ah	id=g:6688708
Nahr al Ḩirzah	id=g:6688709
Khaybar	id=g:6688711
Īshān Khaybar	id=g:6688712
Nahr al ‘Asal	id=g:6688714
Nahr al Ḩirzah al Qadīm	id=g:6688715
Īshān Sāqiyah	id=g:6688716
Nahr ‘Alī al Jūdah	id=g:6688717
Abū ‘Alī	id=g:6688718
Māyi‘ az Zayn	id=g:6688719
Īshān al Kharīţah	id=g:6688720
Nahr al Manfakhah	id=g:6688723
Nahr Abū Şuraymah	id=g:6688724
Īshān Jawwī	id=g:6688725
Īshān al Aḩmar	id=g:6688726
Īshān al Aḩmar	id=g:6688727
Ḩusaynīyah	id=g:6688728
Īshān ‘Afrah	id=g:6688730
Īshān ‘Afrah	id=g:6688731
Īshān ad Dīmah	id=g:6688732
Īshān Abū Şakhrah	id=g:6688733
Ar Rāf‘yah	id=g:6688734
Al Umfuwah	id=g:6688735
Īshān al ‘Abīd	id=g:6688736
Nahr al ‘Abīd	id=g:6688737
Īshān aş Şukayrī	id=g:6688738
Tall al Waj‘ah	id=g:6688739
Nahr al Mufawwakh	id=g:6688740
Nahr al Laban	id=g:6688741
Dawb ar Rumalīyah	id=g:6688742
Nahr al Makīnah	id=g:6688743
Raţb al Ḩarām	id=g:6688744
Nahr as Sayḩ	id=g:6688745
Muḑayhīmah	id=g:6688746
Īshān al ‘Abd	id=g:6688747
Abū Ţabar	id=g:6688748
Ţabr ad Dayr	id=g:6688749
Ţabr Rumayḩ	id=g:6688750
Nahr Abū ash Shuraym	id=g:6688751
Nahr al Gād	id=g:6688752
Nahr Abū Ḩurayrah	id=g:6688753
Nahr Umm Ţuways	id=g:6688754
Nahr Umm al Ḩişān	id=g:6688755
Nahr ad Duqdīrī	id=g:6688756
Şāfīyah	id=g:6688757
Nahr ar Rafī‘	id=g:6688758
Nahr aş Şuraymah	id=g:6688759
Nahr al Khaybar	id=g:6688760
Qaryat al ‘Uwayjah	id=g:6688761
Shaţţ al Khalaf	id=g:6688762
Nahr al Mājalīyah	id=g:6688763
Nahr al Ḩijāmīyah	id=g:6688764
Al Shuwīlah	id=g:6688765
Nahr al Inglīzīyah	id=g:6688766
Sha‘īb al ‘Arjāwī	id=g:6688910
Rijlat al Mīl	id=g:6688911
Al ‘Akīlīyāt	id=g:6688912
Sha‘īb D‘ayūj	id=g:6688913
