Republic of Kenya	id=g:192950
Galgacha	id=g:197845
Gale Burkuke	id=g:197847
Galbar	id=g:197848
Galas	id=g:197849
Galanema	id=g:197850
Galana Lafa Bade	id=g:197851
Galana Game Scheme	id=g:197852
Galana	id=g:197853
Galan	id=g:197854
Galimani	id=g:197855
Galagala	id=g:197856
Galafahi	id=g:197857
Gakwegore	id=g:197858
Gakuyu Sub-Location	id=g:197859
Gakuyu Sub-Location	id=g:197860
Gakuyu	id=g:197861
Gakuyu	id=g:197862
Gakuyu	id=g:197863
Gakuyu	id=g:197864
Gakuuni	id=g:197865
Gakurwe Sub-Location	id=g:197866
Gakurwe	id=g:197867
Gakurwe	id=g:197868
Gakurwe	id=g:197869
Gakurari	id=g:197870
Gakuoini	id=g:197871
Gakuo	id=g:197872
Gakuo	id=g:197873
Gakui Sub-Location	id=g:197874
Gakui	id=g:197875
Gaku	id=g:197876
Gakong	id=g:197877
Gakomboki	id=g:197878
Gakombe	id=g:197879
Gakoi Sub-Location	id=g:197880
Gakoigo Sub-Location	id=g:197881
Gakoigo	id=g:197882
Gakoigo	id=g:197883
Gakoi	id=g:197884
Gakoe Sub-Location	id=g:197885
Gakoe	id=g:197886
Gakoe	id=g:197887
Gakoe	id=g:197888
Gakirimu	id=g:197889
Gakira	id=g:197890
Gakira	id=g:197891
Gakiogo	id=g:197892
Gakindu	id=g:197893
Gakeu	id=g:197894
Gakero	id=g:197895
Gakayo	id=g:197896
Gakarara Sub-Location	id=g:197897
Gakarara	id=g:197898
Gakanga	id=g:197899
Gakalet	id=g:197900
Gajaja	id=g:197901
Gaitu Sub-Location	id=g:197902
Gaithege	id=g:197903
Gaitega Sub-Location	id=g:197904
Gaitega	id=g:197905
Gaitara	id=g:197906
Gaisamu	id=g:197907
Gai Rock Pools	id=g:197908
Gaikuyu Sub-Location	id=g:197909
Gaikuyu Forest	id=g:197910
Gaikuyu	id=g:197911
Gaikundo	id=g:197912
Gaikonde	id=g:197913
Gaikali	id=g:197914
Gaigedi	id=g:197915
Gaichanjiru	id=g:197916
Gaichamoki	id=g:197917
Gaia	id=g:197918
Gai	id=g:197919
Gai	id=g:197920
Gai	id=g:197921
Gahumbwa	id=g:197922
Gahie	id=g:197923
Gagoget Nagwatan	id=g:197924
Gagal Beid	id=g:197925
Gagaba Kalo	id=g:197926
Gagaba	id=g:197927
Gagaba	id=g:197928
Gagaba	id=g:197929
Melka Gafarsa	id=g:197930
Gadurumuto	id=g:197931
Gader	id=g:197932
Gader	id=g:197933
Gadeni	id=g:197934
Gar Gadamsa	id=g:197935
Gadamsa	id=g:197936
Kubi Gadamogi	id=g:197937
Laga Gada	id=g:197938
Kubi Gada	id=g:197939
Gacogu	id=g:197940
Gachuva	id=g:197941
Gachuku Sub-Location	id=g:197942
Gachuku	id=g:197943
Gachuiro Sub-Location	id=g:197944
Gachuiro	id=g:197945
Gachuiro	id=g:197946
Gachugi	id=g:197947
Gachoka	id=g:197948
Gachoka	id=g:197949
Gachoiri Sub-Location	id=g:197950
Gachoiri	id=g:197951
Gachocho Sub-Location	id=g:197952
Gachocho	id=g:197953
Gachoba	id=g:197954
Gachirero	id=g:197955
Gachiregera	id=g:197956
Gachioma	id=g:197957
Gachima	id=g:197958
Gachika Sub-Location	id=g:197959
Gachika Sub-Location	id=g:197960
Gachika	id=g:197961
Gachika	id=g:197962
Gachika	id=g:197963
Gachika	id=g:197964
Gachiguini	id=g:197965
Gachigi Sub-Location	id=g:197966
Gachiengur	id=g:197967
Gachie	id=g:197968
Gachichi	id=g:197969
Gachege	id=g:197970
Gachatha	id=g:197971
Gacharu Sub-Location	id=g:197972
Gacharu	id=g:197973
Gacharu	id=g:197974
Gacharu	id=g:197975
Gacharaigu	id=g:197976
Gacharaigu	id=g:197977
Gacharage Sub-Location	id=g:197978
Gacharage Sub-Location	id=g:197979
Gacharage Sub-Location	id=g:197980
Gacharage Location	id=g:197981
Gacharageini Sub-Location	id=g:197982
Gacharageini	id=g:197983
Gacharage	id=g:197984
Gacharage	id=g:197985
Gacharage	id=g:197986
Gacharage	id=g:197987
Gaaki Sub-Location	id=g:197988
Gaahi	id=g:197989
Gaabo	id=g:197990
Gaabo	id=g:197991
Futun	id=g:197992
Fusilier	id=g:197993
Furue	id=g:197994
Fur Fus	id=g:197995
Furaha	id=g:197996
Furaful	id=g:197997
Funzi Sub-Location	id=g:197998
Funzi Island	id=g:197999
Funzi Beach	id=g:198000
Funzi Bay	id=g:198001
Funzi	id=g:198002
Funyula	id=g:198003
Funga Zombo	id=g:198004
Fungazhombo	id=g:198005
Fundisa Sub-Location	id=g:198006
Fundisa Salt Works	id=g:198007
Fundisa Kibaoni	id=g:198008
Mto Fundisa	id=g:198009
Fundisa	id=g:198010
Fundisa	id=g:198011
Fundisa	id=g:198012
Funanyata	id=g:198013
Funan Tuti	id=g:198014
Funan Teso Boru	id=g:198015
Funan Sorawro	id=g:198016
Funanosa	id=g:198017
Funan Halo	id=g:198018
Funan Burara	id=g:198019
Fulugani Sub-Location	id=g:198020
Fuliko	id=g:198021
Fuldiko	id=g:198022
Fugugo	id=g:198023
Fudua	id=g:198024
Fudiwein	id=g:198025
Frere Town	id=g:198026
Fourteen Falls	id=g:198027
Fotobiro	id=g:198028
Fort Ternan	id=g:198029
Fort Jesus	id=g:198030
Fort Hall	id=g:198031
Furroli	id=g:198032
Forodoyo Sub-Location	id=g:198033
Forodhani Sub-Location	id=g:198034
Forestal Lands Estate	id=g:198035
Fora	id=g:198036
Fools Valley Road	id=g:198037
Folaad	id=g:198038
Foaker Falls	id=g:198039
Five Sisters	id=g:198040
Fitesa	id=g:198041
Fish Springs Lagoon	id=g:198042
Firmin Hut	id=g:198043
Firatsi	id=g:198044
Finno	id=g:198045
Fino	id=g:198046
Finan Gos	id=g:198047
Fikirini	id=g:198048
Figo	id=g:198049
Figini	id=g:198050
Fergusons Gulf	id=g:198051
Ndau Island	id=g:198052
Fazi Harbour	id=g:198053
Faza	id=g:198054
Farran Estate	id=g:198055
Farena	id=g:198056
Farda Homa	id=g:198057
Kampi ya Farasi	id=g:198058
Fanjua	id=g:198059
The Fang	id=g:198060
Fairview Estate	id=g:198061
Fairthorne	id=g:198062
Fafsula	id=g:198063
Fafi	id=g:198064
Fafi	id=g:198065
Fafabare	id=g:198066
Eyumo	id=g:198067
Eyuku	id=g:198068
Eyanaingulileu	id=g:198069
Ewaso Ng’iro Plain	id=g:198070
Ewaso Ngiro Lodge	id=g:198071
Ewaso Ngiro	id=g:198072
Ewaso Ngiro	id=g:198073
Ewaso Narok Swamp	id=g:198074
Ewaso Kedong	id=g:198075
Ewaso Kedong	id=g:198076
Ewaso Kedong	id=g:198077
Ewalel Location	id=g:198078
Evyinda	id=g:198079
Evurore Sub-Location	id=g:198080
Evurore Sub-Location	id=g:198081
Evurore Location	id=g:198082
Evindu Dam	id=g:198083
Evindu	id=g:198084
Evindu	id=g:198085
Evia	id=g:198086
Everglade Estate	id=g:198087
Euini	id=g:198088
Etundua	id=g:198089
Etumula	id=g:198090
Etumo	id=g:198091
Etulu	id=g:198092
Etulu	id=g:198093
Emuru Etuku	id=g:198094
Etsaba	id=g:198095
Etora	id=g:198096
Etionin	id=g:198097
Etingolo Sub-Location	id=g:198098
Etinda Dam	id=g:198099
Etinda	id=g:198100
Etiel	id=g:198101
Ethinyai	id=g:198102
Ethangathe	id=g:198103
Etepi Epewoi	id=g:198104
Etelech	id=g:198105
Etago	id=g:198106
Etago	id=g:198107
Etago	id=g:198108
Esunza	id=g:198109
Esumeyia Sub-Location	id=g:198110
Esumeyia	id=g:198111
Esukoroi	id=g:198112
Essumba	id=g:198113
Esosian	id=g:198114
Esorre	id=g:198115
Esorre	id=g:198116
Esorre	id=g:198117
Esorre	id=g:198118
Esonorua	id=g:198119
Esonorua	id=g:198120
Esonorua	id=g:198121
Esongolo	id=g:198122
Esokota	id=g:198123
Esokota	id=g:198124
Esoit Narok	id=g:198125
Esoit Naibor	id=g:198126
Esoiti Oltinga	id=g:198127
Olkeju Esiteti	id=g:198128
Endoinyo Esiteti	id=g:198129
Esiteti	id=g:198130
Esiteti	id=g:198131
Esita	id=g:198132
Esirua	id=g:198133
Esirabe	id=g:198134
Esinon	id=g:198135
Esinamutu	id=g:198136
Esikoma Sub-Location	id=g:198137
Esibuye	id=g:198138
Esibila	id=g:198139
Esibakara	id=g:198140
Esiayo	id=g:198141
Esiati	id=g:198142
Eshueshu	id=g:198143
Eshiunga	id=g:198144
Eshitari	id=g:198145
Eshisiru	id=g:198146
Eshisango	id=g:198147
Eshirombe Sub-Location	id=g:198148
Eshinutsa	id=g:198149
Eshikumu	id=g:198150
Eshihunya	id=g:198151
Eshibeye	id=g:198152
Eshibembe	id=g:198153
Eshiandumba Sub-Location	id=g:198154
Eshiandumba	id=g:198155
Eshianda	id=g:198156
Eserusopia	id=g:198157
Eseret	id=g:198158
Eselenkai	id=g:198159
Eseki	id=g:198160
Eseki	id=g:198161
Escarpment	id=g:198162
Escarpment	id=g:198163
Esani	id=g:198164
Esambu Keke	id=g:198165
Esambu Keke	id=g:198166
Esambu Keke	id=g:198167
Esalwa	id=g:198168
Esaigeri	id=g:198169
Esageri Sub-Location	id=g:198170
Esageri Halt	id=g:198171
Esageri	id=g:198172
Esageri	id=g:198173
Esageri	id=g:198174
Esaba Sub-Location	id=g:198175
Esaba	id=g:198176
Eruswi	id=g:198177
Erusia	id=g:198178
Errui	id=g:198179
Erron	id=g:198180
Eroret	id=g:198181
Eronge	id=g:198182
Erong	id=g:198183
Eron	id=g:198184
Ermuruswani	id=g:198185
Erkarkar	id=g:198186
Murua Erith	id=g:198187
Emurua Erith	id=g:198188
Eris Bona	id=g:198189
Erira	id=g:198190
Erip	id=g:198191
Erip	id=g:198192
Eria Dam	id=g:198193
Ereyon	id=g:198194
Eres Wachile	id=g:198195
Gar Eresgala	id=g:198196
Indoinyo Erekong	id=g:198197
Eregi	id=g:198198
Eregero	id=g:198199
Erap	id=g:198200
Oldoinyo Erangaon	id=g:198201
Eramba	id=g:198202
Erakwait	id=g:198203
Equator Meteorological Station	id=g:198204
Equator Estates	id=g:198205
Equator	id=g:198206
Equator	id=g:198207
Ongata Eposee	id=g:198208
Epiya Tuni	id=g:198209
Epiya Chapeyu	id=g:198210
Epeiyelel	id=g:198211
Epanga	id=g:198212
Eotoud	id=g:198213
Eoret Narasha	id=g:198214
Eorengitok	id=g:198215
Enzu	id=g:198216
Enziu	id=g:198217
Enzau	id=g:198218
Enzai	id=g:198219
Enyali	id=g:198220
Enwoiti Island	id=g:198221
Enunda	id=g:198222
Entuki	id=g:198223
Entosapia	id=g:198224
Entonyoosoito	id=g:198225
Entontol	id=g:198226
Entontol	id=g:198227
Entingaser	id=g:198228
Entepes	id=g:198229
Enteani	id=g:198230
Entasekera	id=g:198231
Entasekera	id=g:198232
Entapot	id=g:198233
Enopogh	id=g:198234
Enoorotet	id=g:198235
Enoomatathian Sub-Section	id=g:198236
Enon Sub-Location	id=g:198237
Enkutoto Olekunoni	id=g:198238
Enkutoto	id=g:198239
Enkutoto	id=g:198240
Enkusero Sambu	id=g:198241
Enkusero Ombuko	id=g:198242
Enkusero	id=g:198243
Enkurma-Enye	id=g:198244
Endoinyo Enkupito	id=g:198245
Enkunoni Pass	id=g:198246
Enkungalal	id=g:198247
Enkoyiapasei	id=g:198248
Enkoyiankalani	id=g:198249
Enkorika Sub-Location	id=g:198250
Enkorika	id=g:198251
Enkorika	id=g:198252
Enkorika	id=g:198253
Enkorika	id=g:198254
Enkorika	id=g:198255
Enkorika	id=g:198256
Enkorika	id=g:198257
Enkorika	id=g:198258
Enkongu Empakasi	id=g:198259
Enkongo Narok Lodge	id=g:198260
Enkongo Narok	id=g:198261
Enkojonga	id=g:198262
Enkoirie	id=g:198263
Enkoirera	id=g:198264
Enkiuosoito	id=g:198265
Enkiu	id=g:198266
Enkisoro	id=g:198267
Oldoinyo Enkirodini	id=g:198268
Enkirigirri	id=g:198269
Enkirigirri	id=g:198270
Enkilelengi	id=g:198271
Enkijiji Hills	id=g:198272
Enkereri	id=g:198273
Enkereri	id=g:198274
Endoinyo Enkejuemmoyny	id=g:198275
Enkashe	id=g:198276
Enkaroni	id=g:198277
Oldoinyo Enkaradini	id=g:198278
Endoinyo Enkapita	id=g:198279
Enjoro	id=g:198280
Enkeju Enirai	id=g:198281
Engwaki	id=g:198282
Engwaki	id=g:198283
Engusero Sambu	id=g:198284
Engusero Nanyokie	id=g:198285
Engumii	id=g:198286
Engumi	id=g:198287
Engumatisho	id=g:198288
Enguli	id=g:198289
Enguli	id=g:198290
Enguli	id=g:198291
Enguani	id=g:198292
Engoshura Farm	id=g:198293
Engongo Enjore	id=g:198294
Engoisusho	id=g:198295
Engare Engito	id=g:198296
Engeshui	id=g:198297
Engesenjani	id=g:198298
Endoinyo Engerr	id=g:198299
Lag Engeria	id=g:198300
Endonyo Enger	id=g:198301
Eldoinyo Engenyora	id=g:198302
Engenjeemie	id=g:198303
Engem	id=g:198304
Oldoinyo Engeloret	id=g:198305
Engelata	id=g:198306
Engela	id=g:198307
Engejuondare	id=g:198308
Engeju Elerai	id=g:198309
Engeju Eiti	id=g:198310
Engavu	id=g:198311
Engare Ng’iro Swamp	id=g:198312
Engare Narok Game Sanctuary	id=g:198313
Engare Narok	id=g:198314
En Gamendi	id=g:198315
Engamba	id=g:198316
Engaboli	id=g:198317
Engaboli	id=g:198318
Enga	id=g:198319
Enenkoiireroi	id=g:198320
Enemisikio	id=g:198321
Enembeneyo	id=g:198322
Enelangata Intiol	id=g:198323
Enekoiireroi	id=g:198324
Enegerami	id=g:198325
Endurato	id=g:198326
Endui Location	id=g:198327
Endui	id=g:198328
Endui	id=g:198329
Endosapia	id=g:198330
Engare Endorroboni	id=g:198331
Endoroto	id=g:198332
Endororr	id=g:198333
Endorois Location	id=g:198334
Endorohr	id=g:198335
Endonyo Narok	id=g:198336
Endo Location	id=g:198337
Endoinyo Olkena	id=g:198338
Endoinyo Leshurie	id=g:198339
Endoinyioi	id=g:198340
Endogh	id=g:198341
Endo	id=g:198342
Endo	id=g:198343
Endingi	id=g:198344
Endima Sawmills	id=g:198345
Endikum	id=g:198346
Endiak	id=g:198347
Endiabirir	id=g:198348
Endiabirir	id=g:198349
Enderkesi	id=g:198350
Enderit	id=g:198351
Enderit	id=g:198352
Endela Swamp	id=g:198353
Endebessi	id=g:198354
Endebess Club	id=g:198355
Endebess	id=g:198356
Endawa	id=g:198357
Endau Location	id=g:198358
Endau	id=g:198359
Endau	id=g:198360
Endarasha Settlement	id=g:198361
Endarasha	id=g:198362
Endarara	id=g:198363
Endaragweti	id=g:198364
Endaragwa	id=g:198365
Endamo	id=g:198366
Ndigir Endama	id=g:198367
Endadendera	id=g:198368
Endabash	id=g:198369
Enda	id=g:198370
Enchorro	id=g:198371
Enchorro	id=g:198372
Enchorro	id=g:198373
Enchorro	id=g:198374
Enchompolei Hills	id=g:198375
Enchompolei	id=g:198376
Enchanted Lake	id=g:198377
Enbenye	id=g:198378
Ena Sub-Location	id=g:198379
Ndigirr Enashamunyei	id=g:198380
Enarau	id=g:198381
Enarasurai	id=g:198382
Enangiperi	id=g:198383
Enameshera	id=g:198384
Enambadad Berouajou	id=g:198385
Enamatishoreki	id=g:198386
Enaiborr Are	id=g:198387
Enaibormuret	id=g:198388
Enaibor	id=g:198389
Enagum	id=g:198390
Enabilibil	id=g:198391
Enabatat Ouwaru	id=g:198392
Ena	id=g:198393
Ena	id=g:198394
Ena	id=g:198395
Emwea Dam	id=g:198396
Emuyundi	id=g:198397
Emusya	id=g:198398
Emusire Sub-Location	id=g:198399
Emusire	id=g:198400
Emusali	id=g:198401
Emuruentikirr	id=g:198402
Emuruentikirr	id=g:198403
Emurua Oremeta	id=g:198404
Emurua Oleraito	id=g:198405
Emuruakwemul Rock	id=g:198406
Emuroy	id=g:198407
Emurgiriani	id=g:198408
Emuranuk	id=g:198409
Emungurorkine	id=g:198410
Emulundu	id=g:198411
Emulole	id=g:198412
Emukur	id=g:198413
Emukotan	id=g:198414
Emukotan	id=g:198415
Emuhaya	id=g:198416
Emugur Oosoito	id=g:198417
Emugur Ole Torome	id=g:198418
Emugur Ole Torome	id=g:198419
Emugoi	id=g:198420
Emuchenje	id=g:198421
Emsos Sub-Location	id=g:198422
Emsos	id=g:198423
Emsos	id=g:198424
Emso	id=g:198425
Emsea	id=g:198426
Emsea	id=g:198427
Empuyiankat	id=g:198428
Empuyiankat	id=g:198429
Empungung	id=g:198430
Empor Narok	id=g:198431
Empoor Ngiro	id=g:198432
Emperon	id=g:198433
Empatipat	id=g:198434
Emparbal Osalei	id=g:198435
Emparbal Olkineji Swamp	id=g:198436
Emparbal	id=g:198437
Emparbal	id=g:198438
Marti Empara	id=g:198439
Empakasi Plain	id=g:198440
Empakasi	id=g:198441
Empakasi	id=g:198442
Empakasi	id=g:198443
Empakasi	id=g:198444
Empaash	id=g:198445
Empaash	id=g:198446
Empaash	id=g:198447
Emotoroki Borehole Number Two	id=g:198448
Emotoroki Borehole Number One	id=g:198449
Emokotan Dam	id=g:198450
Emokotan	id=g:198451
Emmaloba	id=g:198452
Emkwen Location	id=g:198453
Emisinga Hills	id=g:198454
Emirabi	id=g:198455
Eminwa	id=g:198456
Eminit Forest	id=g:198457
Emining Sub-Location	id=g:198458
Emining	id=g:198459
Emining	id=g:198460
Emetiot	id=g:198461
Emerald Tarn	id=g:198462
Emelil	id=g:198463
Emdin	id=g:198464
Emburbul	id=g:198465
Embukoi	id=g:198466
Embuko	id=g:198467
Embukani	id=g:198468
Embui Sub-Location	id=g:198469
Embui Dam	id=g:198470
Embui	id=g:198471
Embui	id=g:198472
Embu Forest Station	id=g:198473
Embu District	id=g:198474
Embuakita	id=g:198475
Embu	id=g:198476
Embu	id=g:198477
Emboya	id=g:198478
Embori Farm	id=g:198479
Embopopogni	id=g:198480
Emboornarok	id=g:198481
Embongit	id=g:198482
Embong’	id=g:198483
Embomoss	id=g:198484
Embomoruk	id=g:198485
Embolioi Nanyokie	id=g:198486
Embolioi Hills	id=g:198487
Embolioi	id=g:198488
Embolioi	id=g:198489
Embolioi	id=g:198490
Embokong	id=g:198491
Embogh	id=g:198492
Embogei	id=g:198493
Embobut Sub-Location	id=g:198494
Embobut Forest	id=g:198495
Embobit	id=g:198496
Embetera	id=g:198497
Embasos	id=g:198498
Embasos	id=g:198499
Embaringoi	id=g:198500
Embaringoi	id=g:198501
Embaringoi	id=g:198502
Embamon	id=g:198503
Embamachukwa	id=g:198504
Embaluai	id=g:198505
Embali Sub-Location	id=g:198506
Embaleki	id=g:198507
Embalbal Osalei	id=g:198508
Embalbal Ooikwit	id=g:198509
Embalbal Naresho	id=g:198510
Embalbal Naiborr	id=g:198511
Embalbal Longojit Plain	id=g:198512
Embalbal e Mokotan	id=g:198513
Embakasi Forest	id=g:198514
Embakasi	id=g:198515
Embakasi	id=g:198516
Embaga	id=g:198517
Emau	id=g:198518
Ematundu	id=g:198519
Ematsuli	id=g:198520
Ematsi	id=g:198521
Ematende	id=g:198522
Emasatsi Sub-Location	id=g:198523
Emasatsi	id=g:198524
Emarti Section	id=g:198525
Emartiolkimpai Hills	id=g:198526
Emarti Olainyamok Plain	id=g:198527
Emarti	id=g:198528
Emarti	id=g:198529
Emaroroi	id=g:198530
Emaroroi	id=g:198531
Emarangishu	id=g:198532
Emaoi Ole Lemepoiti	id=g:198533
Emanyinya	id=g:198534
Emanit	id=g:198535
Emali Tatu	id=g:198536
Emali	id=g:198537
Emali	id=g:198538
Emakoko	id=g:198539
Emaholia	id=g:198540
Emahene	id=g:198541
Emagada	id=g:198542
Emachembe	id=g:198543
Emabwi	id=g:198544
El Yibo	id=g:198545
Elwakhi	id=g:198546
El Wak	id=g:198547
Elunata	id=g:198549
Elukoni	id=g:198550
Elukongo Sub-Location	id=g:198551
Elukhari Sub-Location	id=g:198552
Elukanji	id=g:198553
Elukaka	id=g:198554
Eluhobe	id=g:198555
Eluche Sub-Location	id=g:198556
Eluche	id=g:198557
Eluai	id=g:198558
Eluai	id=g:198559
Eluaai Olkimosorogi	id=g:198560
Elsimiti	id=g:198562
El Roba	id=g:198563
Eloriti	id=g:198564
Elnadeni	id=g:198565
El Nadein	id=g:198566
El Molo Camp	id=g:198567
El Molo Bay	id=g:198568
Elmokotani	id=g:198569
Elmer Link Road	id=g:198570
Lake Elmenteita	id=g:198571
Elmenteita	id=g:198572
Ndoinyo El Mbaru	id=g:198573
Ellongo	id=g:198574
Lake Ellis	id=g:198575
Elliots Camp	id=g:198576
Elleshope	id=g:198577
Ellegirini	id=g:198578
Elkilongyeti	id=g:198579
Elkilongyeti	id=g:198580
Elkilongyeti	id=g:198581
Elkarama	id=g:198582
Elkanuna	id=g:198583
El Jera	id=g:198584
Eliyeti Ekatetemai	id=g:198585
Eliye Point	id=g:198586
Elisha	id=g:198587
Moru Elin Nakwanamor Dou	id=g:198588
Moru Elim	id=g:198589
El Guda	id=g:198590
Elgon Soy Road	id=g:198591
Elgon Location	id=g:198592
Elgon Link Road	id=g:198593
Elgon Estate	id=g:198594
Elgon Central Road	id=g:198595
Mount Elgon	id=g:198596
Elgidut	id=g:198597
Elgeyo-Marakwet District	id=g:198598
Elgeyo Forest Station	id=g:198599
Elgeyo Escarpment	id=g:198600
Elgess	id=g:198601
Elgeleta	id=g:198602
Oldoinyo Elgaria	id=g:198603
Marti Elgara	id=g:198604
Elgal	id=g:198605
Elerai Borehole Number Two	id=g:198606
Elerai Borehole Number One	id=g:198607
Engeju Elerai	id=g:198608
Elerai	id=g:198609
Elerai	id=g:198610
Elerai	id=g:198611
Elerai	id=g:198612
Elephant Pool	id=g:198613
Elephant Island	id=g:198614
Elephant Entry Road	id=g:198615
Elephant Bone Corner	id=g:198616
The Elephant	id=g:198617
Eleni Tok	id=g:198618
Elema	id=g:198619
Elele	id=g:198620
Elefantogoja	id=g:198621
Elefantogoja	id=g:198622
Ele Bor	id=g:198623
Elebaan	id=g:198624
Eldume Sub-Location	id=g:198625
Eldume	id=g:198626
El Doro	id=g:198627
Eldoret Waterworks	id=g:198628
Eldoret	id=g:198629
Eldoinyo Inchok	id=g:198630
Balesa El Dere	id=g:198631
El Dera	id=g:198632
Eldebe Sub-Location	id=g:198633
El Das	id=g:198634
Eldare	id=g:198635
Eldama Ravine	id=g:198636
Eldama Ravine	id=g:198637
Eldama	id=g:198638
Eldalat	id=g:198639
Eldalat	id=g:198640
El Bururi	id=g:198641
Elburgon Forest Station	id=g:198642
Elburgon	id=g:198643
Elburgon	id=g:198644
Elburgon	id=g:198645
El Bulo	id=g:198646
Elboitong	id=g:198647
Elbofa	id=g:198648
Elbi	id=g:198649
El Ben	id=g:198650
El Barta Plains	id=g:198651
Elba Loldobai	id=g:198652
El Baleisa Gara	id=g:198653
Elbach	id=g:198654
Oldoinyo Elashu	id=g:198655
Elangata Wuas	id=g:198656
Elangata Wuas	id=g:198657
Elangata Olmotonyi	id=g:198658
Elangalangaik	id=g:198659
Elands Hollow Dam	id=g:198660
Eland Hill Road	id=g:198661
Elaa	id=g:198662
Elaa	id=g:198663
Ekwanda Sub-Location	id=g:198664
Ekuyu	id=g:198665
Ekure	id=g:198666
Ekuni	id=g:198667
Ekulungu	id=g:198668
Ekulu	id=g:198669
Ekulu	id=g:198670
Ekuku Engata	id=g:198671
Ekuku	id=g:198672
Ekonjero	id=g:198673
Ekomboa	id=g:198674
Ekole	id=g:198675
Eko	id=g:198676
Eknua Etom	id=g:198677
Ekisoko Sub-Location	id=g:198678
Ekisoko	id=g:198679
Olkeju Ekisichiyo	id=g:198680
Ekinyang	id=g:198681
Ekichatta	id=g:198682
Ekhomo	id=g:198683
Ekhakamba	id=g:198684
Ekeru Sub-Location	id=g:198685
Ekerubo	id=g:198686
Ekeakou	id=g:198687
Ekatetemai	id=g:198688
Ekatetemai	id=g:198689
Ekatadema	id=g:198690
Ekaru	id=g:198691
Ekarakara Sub-Location	id=g:198692
Ekarakara	id=g:198693
Ekarakara	id=g:198694
Ekambuli	id=g:198695
Ekaie	id=g:198696
Ejuk	id=g:198697
Gar Ejessa	id=g:198698
Eiyeni	id=g:198699
Eisero	id=g:198700
Eisero	id=g:198701
Eiry	id=g:198702
Eimole Guba	id=g:198703
Eimole Diko	id=g:198704
Eimole	id=g:198705
Eilamoton	id=g:198706
Eibor	id=g:198707
Egu	id=g:198708
Egu	id=g:198709
Egu	id=g:198710
Eggelali	id=g:198711
Egge	id=g:198712
Egerton Agricultural College	id=g:198713
Egei	id=g:198714
Egedole	id=g:198715
Ege	id=g:198716
Ee Endei	id=g:198717
Ee Endei	id=g:198718
Edzawa	id=g:198719
Edzawa	id=g:198720
Edelvale Home	id=g:198721
Edagiri	id=g:198722
Ebwali	id=g:198723
Ebwa	id=g:198724
Ebuyangu	id=g:198725
Ebutanyi Sub-Location	id=g:198726
Ebusyubi	id=g:198727
Ebusundi Sub-Location	id=g:198728
Ebusonga Location	id=g:198729
Ebusonga	id=g:198730
Ebusiratsi Sub-Location	id=g:198731
Ebusiratsi	id=g:198732
Ebusiratsi	id=g:198733
Ebusiralo	id=g:198734
Ebusiloli	id=g:198735
Ebusikhale Sub-Location	id=g:198736
Ebusiekwe Sub-Location	id=g:198737
Ebusamia Sub-Location	id=g:198738
Ebusamba	id=g:198739
Ebusakami	id=g:198740
Ebusagami Sub-Location	id=g:198741
Eburru Settlement	id=g:198742
Eburrin	id=g:198743
Eburemia	id=g:198744
Ebunangwe	id=g:198745
Ebumwiru	id=g:198746
Ebulwani	id=g:198747
Ebulonga Sub-Location	id=g:198748
Ebulanda	id=g:198749
Ebulakayi	id=g:198750
Ebukwala	id=g:198751
Ebukoolo	id=g:198752
Ebukanga	id=g:198753
Ebukambuli	id=g:198754
Ebukalama	id=g:198755
Ebuchitwa Sub-Location	id=g:198756
Ebubayi Sub-Location	id=g:198757
Ebubayi	id=g:198758
Ebokwe	id=g:198759
Ebiyalu	id=g:198760
Ebiranyi	id=g:198761
Ebeldela	id=g:198762
East Siboti Sub-Location	id=g:198763
East Sasuri Sub-Location	id=g:198764
East Sangalo Sub-Location	id=g:198765
Eastleigh	id=g:198766
East Konyango Location	id=g:198767
East Koguta Sub-Location	id=g:198768
East Katwenga Sub-Location	id=g:198769
East Kano Location	id=g:198770
East Kadianga Sub-Location	id=g:198771
East Jimo Sub-Location	id=g:198772
Eastern Terminal	id=g:198773
Eastern Province	id=g:198774
Eastern Molo Road	id=g:198775
Eastern Molo Branch Road	id=g:198776
Eastern Mau Forest Reserve	id=g:198777
Eastern Mau	id=g:198778
East Endorroboni	id=g:198779
East Bukusu Location	id=g:198780
East Alego Location	id=g:198781
Dzuhoramawe	id=g:198782
Dzomeni	id=g:198783
Dzombo	id=g:198784
Dziwa Tseha	id=g:198785
Dzivani Sub-Location	id=g:198786
Dzitsuhe	id=g:198787
Dzirive Sub-Location	id=g:198788
Dzirive	id=g:198789
Dzirihini	id=g:198790
Dzihana Medical Centre	id=g:198791
Dzihana	id=g:198792
Dzihana	id=g:198793
Dzendereni	id=g:198794
Dwa Plantations	id=g:198795
Dwa	id=g:198796
Duvei	id=g:198797
Duvaro Sub-Location	id=g:198798
Duul	id=g:198799
Point Dutton	id=g:198800
Dusota	id=g:198801
Dusot	id=g:198802
Duse	id=g:198803
Duse	id=g:198804
Durwaya	id=g:198805
Dururumu	id=g:198806
Durumu	id=g:198807
Duruma	id=g:198808
Duruma	id=g:198809
Duruder	id=g:198810
Duredure	id=g:198811
Dupas	id=g:198812
Dunnottar Estate	id=g:198813
Dungicha	id=g:198814
Dunga Quarry	id=g:198815
Dundori	id=g:198816
Dundori	id=g:198817
Dundori	id=g:198818
Dundani	id=g:198819
