Bản A Ma	id=g:1591223
Ấp Ðức Vinh (1)	id=g:1593476
Ấp Ðức Mỹ	id=g:1593477
Ấp Ðức Hốt	id=g:1593478
Ấp Dừa	id=g:1593479
Ấp Dữa	id=g:1593480
Ấp Dữa	id=g:1593481
Ấp Duc Mỷ	id=g:1593482
Ấp Dùa (1)	id=g:1593483
Ấp Ðông (4)	id=g:1593484
Ấp Ðông (3)	id=g:1593485
Ấp Ðông (2)	id=g:1593486
Ấp Ðông (2)	id=g:1593487
Ấp Ðông (1)	id=g:1593488
Ấp Ðông (1)	id=g:1593489
Ấp Ðông (1)	id=g:1593490
Ấp Ðồng Xuân	id=g:1593491
Ấp Ðồng Thới	id=g:1593492
Ấp Ðông Thạnh (2)	id=g:1593493
Ấp Ðông Thạnh (1)	id=g:1593494
Ấp Ðông Thạnh (1)	id=g:1593495
Ấp Ðông Thành Thượng (2)	id=g:1593496
Ấp Ðồng Thanh	id=g:1593497
Ấp Ðông Thạnh	id=g:1593498
Ấp Dồng Thành	id=g:1593499
Ấp Ðông Thạnh	id=g:1593500
Ấp Ðông Tâu	id=g:1593501
Ấp Ðông Sơn	id=g:1593502
Ấp Ðồng Sao	id=g:1593503
Ấp Ðồng Sạc	id=g:1593504
Ấp Ðông Qứi	id=g:1593505
Ấp Ðông Quì	id=g:1593506
Ấp Ðông Phú (1)	id=g:1593507
Ấp Ðông Phước	id=g:1593508
Ấp Ðông Phước	id=g:1593509
Ấp Ðông Phất (2)	id=g:1593510
Ấp Ðông Ninh	id=g:1593511
Ấp Ðông Nhứt	id=g:1593512
Ấp Ðông Nhơn	id=g:1593513
Ấp Ðồng Nhì (2)	id=g:1593514
Ấp Ðồng Nguôn	id=g:1593515
Ấp Ðông Mỹ	id=g:1593516
Ấp Ðồng Miễu I	id=g:1593517
Ấp Ðồng Lớn	id=g:1593518
Ấp Ðông Lợi (1)	id=g:1593519
Ấp Ðông Long	id=g:1593520
Ấp Ðông Lộc	id=g:1593521
Ấp Ðông Lân	id=g:1593522
Ấp Ðông Lâm	id=g:1593523
Ấp Ðông Hưng	id=g:1593524
Ấp Ðông Hưng	id=g:1593525
Ấp Ðông Hưng	id=g:1593526
Ấp Ðồng Hô (1)	id=g:1593527
Ấp Ðồng Hòa	id=g:1593528
Ấp Ðông Hòa	id=g:1593529
Ấp Ðông Hiệp	id=g:1593530
Ấp Ðồng Gi	id=g:1593531
Ấp Ðông Ðô	id=g:1593532
Ấp Ðống Ðá	id=g:1593533
Ấp Dồng Cô Ki	id=g:1593534
Ấp Ðông Bình (2)	id=g:1593535
Ấp Ðông Bình (2)	id=g:1593536
Ấp Ðông Bình (1)	id=g:1593537
Ấp Ðông Bình Trạch	id=g:1593538
Ấp Ðông Bình	id=g:1593539
Ấp Ðông An (2)	id=g:1593540
Ấp Ðông An (2)	id=g:1593541
Ấp Ðông An (2)	id=g:1593542
Ấp Ðông An (1)	id=g:1593543
Ấp Ðòn Gánh	id=g:1593544
Ấp Ðông An	id=g:1593545
Ấp Ðông	id=g:1593546
Ấp Ðông	id=g:1593547
Ấp Ðông	id=g:1593548
Ấp Ðông	id=g:1593549
Ấp Ðô Hòa	id=g:1593550
Ấp Doãn Văn	id=g:1593551
Ấp Ðình (1)	id=g:1593552
Ấp Ðinh Thới	id=g:1593553
Ấp Ðịnh Tan	id=g:1593554
Ấp Ðịnh Phú	id=g:1593555
Ấp Ðịnh Hòa (2)	id=g:1593556
Ấp Ðịnh Hòa	id=g:1593557
Ấp Dinh Ba	id=g:1593558
Ấp Ðinh An (1)	id=g:1593559
Ấp Ðinh	id=g:1593560
Ấp Ðình	id=g:1593561
Ấp Diệu Hòa (1)	id=g:1593562
Ấp Ðiền Trướng	id=g:1593563
Ấp Ðiền Thầy Hội	id=g:1593564
Ấp Diên Tang	id=g:1593565
Ấp Ðiền Hội	id=g:1593566
Ấp Ðen	id=g:1593567
Ấp Dầy Oán	id=g:1593568
Ấp Ðáy Ba	id=g:1593569
Ấp Ðầu Lá	id=g:1593570
Ấp Dầu Giồng (2)	id=g:1593571
Ấp Ðầu Giồng	id=g:1593572
Ấp Dâu Chích	id=g:1593573
Ấp Ða Thiên	id=g:1593574
Ấp Ða Thành	id=g:1593575
Ấp Ðất Ðỏ	id=g:1593576
Ấp Ðất Cháy	id=g:1593577
Ấp Ðập Trưởng	id=g:1593578
Ấp Ða Phước	id=g:1593579
Ấp Ðào Viên	id=g:1593580
Ấp Dao Ðu	id=g:1593581
Ấp Ðạo	id=g:1593582
Ấp Ðàng Lâm	id=g:1593583
Ấp Dangia	id=g:1593584
Ấp Dang Gia Dit	id=g:1593585
Ấp Ðàm Trà Cứ	id=g:1593586
Ấp Dăm Thu	id=g:1593587
Ấp Ðàm Chít	id=g:1593588
Ấp Ðá Mài (2)	id=g:1593589
Ấp Ðá Mài (1)	id=g:1593590
Ấp Ða Lợi	id=g:1593591
Ấp Ða Lôc	id=g:1593592
Ấp Ðại Thạnh	id=g:1593593
Ấp Ðại Tài (2)	id=g:1593594
Ấp Ðại Nga (2)	id=g:1593595
Ấp Ðại Mông (1)	id=g:1593596
Ấp Ðại La	id=g:1593597
Ấp Ðại Bại	id=g:1593598
Ấp Ðại An	id=g:1593599
Ấp Ðá Chông	id=g:1593600
Ấp Ðá Bạc	id=g:1593601
Ấp Cù Là	id=g:1593602
Ấp Cụ B	id=g:1593603
Ấp Co18 Xuân (2)	id=g:1593604
Ấp Co18 Trạch	id=g:1593605
Ấp Co18 Tháp	id=g:1593606
Ấp Co18 Cò	id=g:1593607
Ấp Co18 Bi	id=g:1593608
Ấp Cỏ Xước	id=g:1593609
Ấp Cò Tuất	id=g:1593610
Ấp Cỏ Săng	id=g:1593611
Ấp Cỏ Sà	id=g:1593612
Ấp Cơ Ba	id=g:1593613
Ấp Công Nghiệp	id=g:1593614
Ấp Công Ðiền	id=g:1593615
Ấp Công Cã	id=g:1593616
Ấp Cồn Cù	id=g:1593617
Ấp Chuối Nước	id=g:1593618
Ấp Chùa Hoa	id=g:1593619
Ấp Chùa Bà Leng	id=g:1593620
Ấp Chót	id=g:1593621
Ấp Chợ (2)	id=g:1593622
Ấp Chợ (1)	id=g:1593623
Ấp Chợ Kinh Cùng	id=g:1593624
Ấp Chợ Dinh	id=g:1593625
Ấp Chợ	id=g:1593626
Ấp Chợ	id=g:1593627
Ấp Chợ	id=g:1593628
Ấp Chông Tập	id=g:1593629
Ấp Chong Sư	id=g:1593630
Ấp Chông Nô	id=g:1593631
Ấp Chông Giãng	id=g:1593632
Ấp Chòm Chúi	id=g:1593633
Ấp Chòm Ca	id=g:1593634
Ấp Chòi Mòi	id=g:1593635
Ấp Chô Bên	id=g:1593636
Ấp Chín (2)	id=g:1593637
Ấp Chín (1)	id=g:1593638
Ấp Chính Hòa	id=g:1593639
Ấp Chinh An	id=g:1593640
ẤpChín	id=g:1593641
Ấp Chi	id=g:1593642
Ấp Chà Và	id=g:1593643
Ấp Châu Thới	id=g:1593644
Ấp Châu Thanh	id=g:1593645
Ấp Châu Ma (2)	id=g:1593646
Ấp Chánh (4)	id=g:1593647
Ấp Chánh (2)	id=g:1593648
Ấp Chánh Tương	id=g:1593649
Ấp Chánh Hưng	id=g:1593650
Ấp Chánh	id=g:1593651
Ấp Chang Hai	id=g:1593652
Ấp Chàng Bé (2)	id=g:1593653
Ấp Chàm	id=g:1593654
Ấp Chà Dỏ	id=g:1593655
Ấp Cây Xăng	id=g:1593656
Ấp Cây Sộp	id=g:1593657
Ấp Cây Gừa	id=g:1593658
Ấp Cây Gian	id=g:1593659
Ấp Cây Giá	id=g:1593660
Ấp Cây Dương	id=g:1593661
Ấp Cây Chàm	id=g:1593662
Ấp Cây Cám	id=g:1593663
Ấp Cá Vàng	id=g:1593664
Ấp Cầu Xây	id=g:1593665
Ấp Cầu Thăng	id=g:1593666
Ấp Cầu Sen	id=g:1593667
Ấp Cầu Sáng	id=g:1593668
Ấp Cau Quang	id=g:1593669
Ấp Cầu Ngan	id=g:1593670
Ấp Cầu Khởi	id=g:1593671
Ấp Cầu Giài	id=g:1593672
Ấp Cầu Cây	id=g:1593673
Ấp Cậu Ba	id=g:1593674
Ấp Cá Tắc	id=g:1593675
Ấp Cà Tắc	id=g:1593676
Ấp Cá Rưng (2)	id=g:1593677
Ấp Cả Quản	id=g:1593678
Ấp Cả Quản	id=g:1593679
Ấp Cà Pho	id=g:1593680
Ấp Cao Xá	id=g:1593681
Ấp Cao Lãnh	id=g:1593682
Ấp Cao Bằng (1)	id=g:1593683
Ấp Cần Thới	id=g:1593684
Ấp Cần Thạnh	id=g:1593685
Ấp Cần Lộ	id=g:1593686
Ấp Canlê	id=g:1593687
Ấp Cà Nhung	id=g:1593688
Ấp Cà Nhen Trên	id=g:1593689
Ấp Cang Nom	id=g:1593690
Ấp Cá Nga (1)	id=g:1593691
Ấp Cần Ðế	id=g:1593692
Ấp Cà Na	id=g:1593693
Ấp Cà Na	id=g:1593694
Ấp Câm Sơn (2)	id=g:1593695
Ấp Cá Lóc	id=g:1593696
Ấp Cà Lanh Tamung	id=g:1593697
Ấp Cai Vãng	id=g:1593698
Ấp Cái Trầu	id=g:1593699
Ấp Cái Tràm	id=g:1593700
Ấp Cái Tắc	id=g:1593701
Ấp Cái Su	id=g:1593702
Ấp Cái Su	id=g:1593703
Ấp Cái Sách	id=g:1593704
Ấp Cái Rô	id=g:1593705
Ấp Cái Răng	id=g:1593706
Ấp Cái Rắn	id=g:1593707
Ấp Cai Quá (2)	id=g:1593708
Ấp Cai Quá	id=g:1593709
Ấp Cái Nhum (1)	id=g:1593710
Ấp Cái Ngan	id=g:1593711
Ấp Cái Môn	id=g:1593712
Ấp Cái Keo	id=g:1593713
Ấp Cái Góc	id=g:1593714
Ấp Cái Giữa	id=g:1593715
Ấp Cái Giếng	id=g:1593716
Ấp Cải Gia	id=g:1593717
Ấp Cái Giá	id=g:1593718
Ấp Cái Ðuốc Nhỏ	id=g:1593719
Ấp Cái Ðỉa	id=g:1593720
Ấp Cái Dây	id=g:1593721
Ấp Cai Cửu	id=g:1593722
Ấp Cái Chuối	id=g:1593723
Ấp Cả Hoản	id=g:1593724
Ấp Cả Hàng	id=g:1593725
Ấp Cá Góc	id=g:1593726
Ấp Cá Góc	id=g:1593727
Cả Gối	id=g:1593728
Ấp Cá Các	id=g:1593729
Ấp Bu Thạnh	id=g:1593730
Ấp Buo18i Cán	id=g:1593731
Ấp Bưng Tung	id=g:1593732
Ấp Bưng Thôm	id=g:1593733
Ấp Bưng Cầu	id=g:1593734
Ấp Bung Riềng	id=g:1593735
Ấp Bùng Chông	id=g:1593736
Ấp Bùng Binh	id=g:1593737
Ấp Bu Karr (2)	id=g:1593738
Ấp Bu Karr (1)	id=g:1593739
Ấp Boum (1)	id=g:1593740
Ấp Both Ko Ky	id=g:1593741
Ấp Bo Ray	id=g:1593742
Ấp Bời Lời	id=g:1593743
Ấp Bốn (3)	id=g:1593744
Ấp Bông Trang (1)	id=g:1593745
Ấp Bông Trang	id=g:1593746
Ấp Bông Giếng	id=g:1593747
Ấp Bon B'sop	id=g:1593748
Ấp Bốn	id=g:1593749
Ấp Bồ Lớn	id=g:1593750
Ấp Bồ Lá	id=g:1593751
Ấp Bồi	id=g:1593752
Ấp Bo Cang	id=g:1593753
Ấp Bố	id=g:1593754
Ấp Bình Yên	id=g:1593755
Ấp Bình Yên	id=g:1593756
Ấp Bình Xuân	id=g:1593757
Ấp Bình Xuân	id=g:1593758
Ấp Bình Tứ	id=g:1593759
Ấp Bình Tú	id=g:1593760
Ấp Bình Trương Tây	id=g:1593761
Ấp Bình Trung (2)	id=g:1593762
Ấp Bình Trung	id=g:1593763
Ấp Binh Trung	id=g:1593764
Ấp Bình Trung	id=g:1593765
Ấp Bình Trị (3)	id=g:1593766
Ấp Bình Trị (2)	id=g:1593767
Ấp Bình Trị (1)	id=g:1593768
Ấp Bình Tiên	id=g:1593769
Ấp Bình Thủy	id=g:1593770
Ấp Bình Thủy	id=g:1593771
Ấp Bình Thương	id=g:1593772
Ấp Bình Thuận (2)	id=g:1593773
Ấp Bình Thuận (1)	id=g:1593774
Ấp Bình Thuận	id=g:1593775
Ấp Bình Thuận	id=g:1593776
Ấp Bình Thuận	id=g:1593777
Ấp Bình Thớ (1)	id=g:1593778
Ấp Bình Thới	id=g:1593779
Ấp Bình Thới	id=g:1593780
Ấp Bình Thới	id=g:1593781
Ấp Bình Thới	id=g:1593782
Ấp Bình Thiên	id=g:1593783
Ấp Bình Thiền	id=g:1593784
Ấp Bình Thi	id=g:1593785
Ấp Bình Thanh (2)	id=g:1593786
Ấp Bình Thành (2)	id=g:1593787
Ấp Bình Thạnh (1)	id=g:1593788
Ấp Bình Thành Trung	id=g:1593789
Ấp Bình Thạnh	id=g:1593790
Ấp Bình Thạnh	id=g:1593791
Ấp Bình Thành	id=g:1593792
Ấp Bình Thạnh	id=g:1593793
Ấp Bình Thạnh	id=g:1593794
Ấp Bình Thạnh	id=g:1593795
Ấp Bình Tả (2)	id=g:1593796
Ấp Bình Tấn	id=g:1593797
Ấp Bình Tân	id=g:1593798
Ấp Bình Sung	id=g:1593799
Ấp Bình Sơn	id=g:1593800
Ấp Bình Quý	id=g:1593801
Ấp Bình Qứi (1)	id=g:1593802
Ấp Bình Qứi	id=g:1593803
Ấp Bình Qứi	id=g:1593804
Ấp Bình Qứi	id=g:1593805
Ấp Bình Qứi	id=g:1593806
Ấp Bình Quôn	id=g:1593807
Ấp Bình Quí	id=g:1593808
Ấp Bình Quang	id=g:1593809
Ấp Bình Phú (4)	id=g:1593810
Ấp Bình Phú (3)	id=g:1593811
Ấp Bình Phú (2)	id=g:1593812
Ấp Bình Phú (2)	id=g:1593813
Ấp Bình Phú (1)	id=g:1593814
Ấp Bình Phú (1)	id=g:1593815
Ấp Bình Phú (1)	id=g:1593816
Ấp Bình Phước (2)	id=g:1593817
Ấp Bình Phước (1)	id=g:1593818
Ấp Bình Phước	id=g:1593819
Ấp Bình Phước	id=g:1593820
Ấp Bình Phước	id=g:1593821
Ấp Bình Phụng	id=g:1593822
Ấp Bình Phục Ðông	id=g:1593823
Ấp Bình Phú	id=g:1593824
Ấp Bình Phú	id=g:1593825
Ấp Bình Phú	id=g:1593826
Ấp Bình Phú	id=g:1593827
Ấp Bình Phú	id=g:1593828
Ấp Bình Phú	id=g:1593829
Ấp Bình Phó	id=g:1593830
Ấp Bình Ninh (2)	id=g:1593831
Ấp Bình Ninh	id=g:1593832
Ấp Bình Ninh	id=g:1593833
Ấp Bình Ninh	id=g:1593834
Ấp Bình Nhì	id=g:1593835
Ấp Bình Lý	id=g:1593836
Ấp Bình Lương (2)	id=g:1593837
Ấp Bình Lương (1)	id=g:1593838
Ấp Bình Lương Ðông	id=g:1593839
Ấp Bình Lợi (4)	id=g:1593840
Ấp Bình Lợi	id=g:1593841
Ấp Bình Lợi	id=g:1593842
Ấp Bình Long	id=g:1593843
Ấp Bình Long	id=g:1593844
Ấp Bình Long	id=g:1593845
Ấp Bình Lộc	id=g:1593846
Ấp Bình Lan	id=g:1593847
Ấp Bình Lâm (1)	id=g:1593848
Ấp Bình Lạc	id=g:1593849
Ấp Bình Khương	id=g:1593850
Ấp Bình Khánh (2)	id=g:1593851
Ấp Bình Khánh	id=g:1593852
Ấp Bình Kế	id=g:1593853
Ấp Bình Hữu (2)	id=g:1593854
Ấp Bình Hưng (2)	id=g:1593855
Ấp Bình Hưng (1)	id=g:1593856
Ấp Bình Hưng	id=g:1593857
Ấp Bình Hưng	id=g:1593858
Ấp Bình Hưng	id=g:1593859
Ấp Bình Hưng	id=g:1593860
Ấp Bình Hưng	id=g:1593861
Ấp Bình Hội	id=g:1593862
Ấp Bình Hội	id=g:1593863
Ấp Bình Hòa (3)	id=g:1593864
Ấp Bình Hòa (2)	id=g:1593865
Ấp Bình Hòa (1)	id=g:1593866
Ấp Bình Hòa (1)	id=g:1593867
Ấp Bình Hòa (1)	id=g:1593868
Ấp Bình Hòa (1)	id=g:1593869
Ấp Bình Hòa	id=g:1593870
Ấp Bình Hòa	id=g:1593871
Ấp Bình Hòa	id=g:1593872
Ấp Bình Hòa	id=g:1593873
Ấp Bình Hiệp	id=g:1593874
Ấp Bình Giao	id=g:1593875
Ấp Bình Dương (1)	id=g:1593876
Ấp Bình Ðức (1)	id=g:1593877
Bình Ðức	id=g:1593878
Ấp Bình Ðức	id=g:1593879
Ấp Bình Ðông Hạ (2)	id=g:1593880
Ấp Bình Ðông	id=g:1593881
Ấp Bình Ðông	id=g:1593882
Ấp Bình Ðông	id=g:1593883
Ấp Bình Ðịnh (2)	id=g:1593884
Ấp Bình Ðịnh	id=g:1593885
Ấp Bình Ðiện	id=g:1593886
Ấp Binh Châu (2)	id=g:1593887
Ấp Binh Châu (1)	id=g:1593888
Ấp Bình Châu	id=g:1593889
Ấp Bình Chánh (1)	id=g:1593890
Ấp Bình Chánh	id=g:1593891
Ấp Bình Chánh	id=g:1593892
Ấp Binh Ba	id=g:1593893
Ấp Bình An	id=g:1593894
Ấp Bình An	id=g:1593895
Ấp Bình Ân	id=g:1593896
Ấp Bình An	id=g:1593897
Ấp Bình An	id=g:1593898
Ấp Bình	id=g:1593899
Ấp Bình	id=g:1593900
Ấp Bie18n	id=g:1593901
Ấp Bích Son	id=g:1593902
Dông Ấp Bia	id=g:1593903
Ấp Bia	id=g:1593904
Ấp Bên Xoài	id=g:1593905
Ấp Bến Tranh	id=g:1593906
Ấp Bên Tràm	id=g:1593907
Ấp Bên The	id=g:1593908
Ấp Bến Thang	id=g:1593909
Ấp Bến Sắn	id=g:1593910
Ấp Bến Rộng (2)	id=g:1593911
Ấp Bến Rộng (1)	id=g:1593912
Ấp Bến Mương	id=g:1593913
Ấp Bến Mã	id=g:1593914
Ấp Bến Ké (2)	id=g:1593915
Ấp Bến Ké (1)	id=g:1593916
Ấp Bến Gỗ	id=g:1593917
Ấp Bến Ðò (2)	id=g:1593918
Ấp Bến Ðồng Sổ	id=g:1593919
Ấp Bến Doi (1)	id=g:1593920
Ấp Bến Ðò	id=g:1593921
Ấp Bến Ðình	id=g:1593922
Ấp Bến Ðá	id=g:1593923
Ấp Bến Chùa	id=g:1593924
Ấp Bến Chơ	id=g:1593925
Ấp Bến Chò	id=g:1593926
Ấp Bến Cây	id=g:1593927
Ấp Bến Cầu	id=g:1593928
Ấp Bến Cấm	id=g:1593929
Ấp Be Moi	id=g:1593930
Ấp Béc Hen Lớn	id=g:1593931
Ấp Ba (4)	id=g:1593932
Ấp Ba (4)	id=g:1593933
Ấp Ba (3)	id=g:1593934
Ấp Ba (2)	id=g:1593935
Ấp Ba (2)	id=g:1593936
Ấp Ba (2)	id=g:1593937
Ấp Ba (2)	id=g:1593938
Ấp Ba (2)	id=g:1593939
Ấp Ba (2)	id=g:1593940
Ấp Ba (2)	id=g:1593941
Ấp Ba (2)	id=g:1593942
Ấp Ba (1)	id=g:1593943
Ấp Ba (1)	id=g:1593944
Ấp Ba (1)	id=g:1593945
Ấp Ba (1)	id=g:1593946
Ấp Bảy Thưa	id=g:1593947
Ấp Bảy	id=g:1593948
Ấp Ba Vinh	id=g:1593949
Ấp Bàu Vũng	id=g:1593950
Ấp Bàu Trâm	id=g:1593951
Ấp Bàu Sen	id=g:1593952
Ấp Bàu Sen	id=g:1593953
Ấp Bàu Rong	id=g:1593954
Ấp Bàu Nâu	id=g:1593955
Ấp Bàu Me	id=g:1593956
Ấp Bàu Lùng	id=g:1593957
Ấp Bàu Lồng	id=g:1593958
Ấp Bàu Dưng	id=g:1593959
Ấp Bầu Ðiều	id=g:1593960
Ấp Bàu Cỏ	id=g:1593961
Ấp Bầu Cá Một	id=g:1593962
Ấp Bàu Cầm	id=g:1593963
Ấp Bàu Biển (2)	id=g:1593964
Ấp Bàu Biển (1)	id=g:1593965
Ấp Bàu Bèo	id=g:1593966
Ấp Bàu Bàng	id=g:1593967
Ấp Bà Tứ	id=g:1593968
Ấp Bà Trùm	id=g:1593969
Ấp Bà Tiến	id=g:1593970
Ấp Bà Tá	id=g:1593971
Ấp Ba Rinh	id=g:1593972
Ấp Ba Rinh	id=g:1593973
Ấp Bào Tràm	id=g:1593974
Ấp Bảo Thuận	id=g:1593975
Ấp Bào Siêm	id=g:1593976
Ấp Bao Sen	id=g:1593977
Ấp Bào Sấu	id=g:1593978
Ấp Bào Nâu	id=g:1593979
Ấp Bào Gỏ	id=g:1593980
Ấp Bào Dưng	id=g:1593981
Ấp Bào Cua	id=g:1593982
Ấp Bào Công (2)	id=g:1593983
Ấp Bảo Chánh (2)	id=g:1593984
Ấp Bào Chà	id=g:1593985
Ấp Bảo Binh	id=g:1593986
Ấp Bảo	id=g:1593987
Ấp Bà Nhỏ	id=g:1593988
Ấp Bà Nhàn	id=g:1593989
Ấp Ba Nghe	id=g:1593990
Ấp Bá Nghệ	id=g:1593991
Ấp Bá Năm	id=g:1593992
Ấp Bà Mỹ	id=g:1593993
Ấp Bá Mao	id=g:1593994
Ấp Bá Lập	id=g:1593995
Ấp Bá Lan	id=g:1593996
Ấp Bái Yến	id=g:1593997
Ấp Bãi Ghe	id=g:1593998
Ấp Bái Bon	id=g:1593999
Ấp Bãi Bằng	id=g:1594000
Ấp Ba Ghe	id=g:1594001
Ấp Bắc Thạnh	id=g:1594002
Ấp Bác Thạnh	id=g:1594003
Ấp Bắc Lân	id=g:1594004
Ấp Ba Chúc	id=g:1594005
Ấp Bách Thạnh	id=g:1594006
Ấp Bà Chăng	id=g:1594007
Ấp Bắc Ðông	id=g:1594008
Ấp Bắc Chan (2)	id=g:1594009
Ấp Bắc Chan (1)	id=g:1594010
Ấp Bắc	id=g:1594011
Ấp Bắc	id=g:1594012
Ấp Bắc	id=g:1594013
Ấp Bắc	id=g:1594014
Ấp Ba Bèo	id=g:1594015
Ấp Ba Băng	id=g:1594016
Ấp Bà Ai II	id=g:1594017
Ấp Ba	id=g:1594018
Ấp Ba	id=g:1594019
Ấp Ba	id=g:1594020
Ấp Ba	id=g:1594021
Ấp Ba	id=g:1594022
Ấp Ba	id=g:1594023
Ấp Ba	id=g:1594024
Ấp Âu Thọ	id=g:1594025
A Patt (1)	id=g:1594026
A Patt	id=g:1594027
Ấp An Xuân	id=g:1594028
Ấp An Xuân	id=g:1594029
Ấp An Viễng	id=g:1594030
Ấp An Trạch Ðông	id=g:1594031
Ấp An Trạch	id=g:1594032
Ấp An Tịnh Ba	id=g:1594033
Ấp An Tịnh	id=g:1594034
Ấp An Tính	id=g:1594035
Ấp An Tín	id=g:1594036
Ấp An Thủy Tây	id=g:1594037
Ấp An Thuận Thượng	id=g:1594038
Ấp An Thuận	id=g:1594039
Ấp An Thuận	id=g:1594040
Ấp An Thuận	id=g:1594041
Ấp An Thuận	id=g:1594042
Ấp An Tho18	id=g:1594043
Ấp An Thới (2)	id=g:1594044
Ấp An Thới	id=g:1594045
Ấp An Thới	id=g:1594046
Ấp An Thiện	id=g:1594047
Ấp An Thành (2)	id=g:1594048
Ấp An Thạnh (1)	id=g:1594049
Ấp An Thành (1)	id=g:1594050
Ấp An Thạnh	id=g:1594051
Ấp An Thạnh	id=g:1594052
Ấp An Thành	id=g:1594053
Ấp An Thạnh	id=g:1594054
Ấp An Thạnh	id=g:1594055
Ấp An Thái (1)	id=g:1594056
Ấp An Thái	id=g:1594057
Ấp An Quý	id=g:1594058
Ấp An Qứi (1)	id=g:1594059
Ấp An Qứi	id=g:1594060
Ấp An Quói (1)	id=g:1594061
Ấp An Quí	id=g:1594062
Ấp An Phú (5)	id=g:1594063
Ấp An Phú (3)	id=g:1594064
Ấp An Phú (2)	id=g:1594065
Ấp An Phú (2)	id=g:1594066
Ấp An Phú (2)	id=g:1594067
Ấp An Phú (1)	id=g:1594068
Ấp An Phú (1)	id=g:1594069
Ấp An Phú (1)	id=g:1594070
Ấp An Phước	id=g:1594071
Ấp An Phú	id=g:1594072
Ấp An Phú	id=g:1594073
Ấp An Phú	id=g:1594074
Ấp An Phú	id=g:1594075
Ấp An Phú	id=g:1594076
Ấp An Nông	id=g:1594077
Ấp An Ninh (3)	id=g:1594078
Ấp An Ninh (2)	id=g:1594079
Ấp An Nhơn (3)	id=g:1594080
Ấp An Nhơn	id=g:1594081
Ấp An Nhơn	id=g:1594082
Ấp An Nhơn	id=g:1594083
Ấp An Nhơn	id=g:1594084
Ấp An Mỹ (2)	id=g:1594085
Ấp An Mỹ (2)	id=g:1594086
Ấp An Mỹ	id=g:1594087
Ấp An Mỹ	id=g:1594088
Ấp An Minh	id=g:1594089
Ấp An Lương	id=g:1594090
Ấp An Lương	id=g:1594091
Ấp An Lợi Ðông	id=g:1594092
Ấp An Lợi	id=g:1594093
Ấp An Lợi	id=g:1594094
Ấp An Lợi	id=g:1594095
Ấp An Lộc A	id=g:1594096
Ấp An Lộc	id=g:1594097
Ấp an Lỗ	id=g:1594098
Ấp An Lễ	id=g:1594099
Ấp An Lão	id=g:1594100
Ấp An Lâm (6)	id=g:1594101
Ấp An Lâm (1)	id=g:1594102
Ấp An Lâm	id=g:1594103
Ấp An Lái	id=g:1594104
Ấp An Lạc (1)	id=g:1594105
Ấp An Lạc	id=g:1594106
Ấp An Lạc	id=g:1594107
Ấp An Lạc	id=g:1594108
Ấp An Kroët	id=g:1594109
Ấp An Khương (1)	id=g:1594110
Ấp An Khương	id=g:1594111
Ấp An Khánh Hạ	id=g:1594112
Ấp An Hưng	id=g:1594113
Ấp An Hội	id=g:1594114
Ấp An Hòa (3)	id=g:1594115
Ấp An Hòa (2)	id=g:1594116
Ấp An Hòa (2)	id=g:1594117
Ấp An Hòa (2)	id=g:1594118
Ấp An Hòa (2)	id=g:1594119
Ấp An Hòa (2)	id=g:1594120
Ấp An Hòa (2)	id=g:1594121
Ấp An Hòa (1)	id=g:1594122
Ấp An Hóa (1)	id=g:1594123
Ấp An Hòa (1)	id=g:1594124
Ấp An Hòa (1)	id=g:1594125
Ấp An Hòa Thượng	id=g:1594126
Ấp An Hòa	id=g:1594127
Ấp An Hòa	id=g:1594128
Ấp An Hòa	id=g:1594129
Ấp An Hòa	id=g:1594130
Ấp An Hòa	id=g:1594131
Ấp An Hòa	id=g:1594132
Ấp An Hiệp	id=g:1594133
Ấp An Hậu (1)	id=g:1594134
Ấp Ang Trang Số (2)	id=g:1594135
Ấp Àn Dũng	id=g:1594136
Ấp An Ðông	id=g:1594137
Ấp An Ðinh	id=g:1594138
Ấp An Ðiền	id=g:1594139
Ấp An Ðiền	id=g:1594140
Ấp An Cơ	id=g:1594141
Ấp An Bình (2)	id=g:1594142
Ấp An Bình (1)	id=g:1594143
Ấp An Bình (1)	id=g:1594144
Ấp An Bình (1)	id=g:1594145
Ấp An Bình	id=g:1594146
A Pan	id=g:1594147
Ấp A Ðua	id=g:1594148
Phu Á Pà Chai San	id=g:1594149
Á Pà Chải	id=g:1594150
Ao Vè	id=g:1594151
Ao Tan	id=g:1594152
Ao Loan	id=g:1594153
Ao Kênh	id=g:1594154
Núi Ao Hồ	id=g:1594155
Lac Ao Hồ	id=g:1594156
Pointe An Yo	id=g:1594157
Mũi An Yến	id=g:1594158
An Xuan (1)	id=g:1594159
An Xuân	id=g:1594160
An Xuân	id=g:1594161
An Xã (7)	id=g:1594162
An Xã (1)	id=g:1594163
An Xá	id=g:1594164
An Vinh (2)	id=g:1594165
An Vinh (1)	id=g:1594166
An Vĩnh Phướng	id=g:1594167
An Vinh	id=g:1594168
Ðồn Ðiền An Viễng	id=g:1594169
An Vệ	id=g:1594170
An Vang (4)	id=g:1594171
An Tuyên (1)	id=g:1594172
Ản Tư Ha	id=g:1594173
An Tức	id=g:1594174
Núi An Trý	id=g:1594175
Ðầm An Truyền	id=g:1594176
