Iwey	id=g:2136806
Huljiljaj Mahala	id=g:832062
Pištansko Brdo	id=g:832063
Dobrostan	id=g:832064
Moli Rafš	id=g:832065
Kukić Mahala	id=g:832066
Deljavić Mahala	id=g:832067
Husenović Mahala	id=g:832068
Aručević	id=g:832069
Drvis	id=g:832070
Alurević	id=g:832071
Hajravić	id=g:832072
Reze	id=g:832073
Labljane	id=g:832074
Drna Glava	id=g:832075
Rudnički Potok	id=g:832076
Kurut	id=g:832077
Likovački Potok	id=g:832078
Ljaroj	id=g:832079
Buten	id=g:832080
Raponja Rakitnica	id=g:832081
Rakitnički Potok	id=g:832082
Krst Brdo	id=g:832083
Raponja	id=g:832084
Istrelov Vrh	id=g:832085
Žutovac	id=g:832086
Hasanaj	id=g:832087
Mrljavac	id=g:832088
Gecaj Mahala	id=g:832089
Gradina	id=g:832090
Bakarac	id=g:832091
Recaj Mahala	id=g:832092
Paraton	id=g:832093
Ludović	id=g:832094
Devička Šuma	id=g:832095
Barjak	id=g:832096
Delijaj Mahala	id=g:832097
Krstac	id=g:832098
Kodres Mahala	id=g:832099
Varga Mahala	id=g:832100
Istok Mahala	id=g:832101
Glavica	id=g:832102
Pajram Marine	id=g:832103
Bog Dalj	id=g:832104
Džamijska Mahala	id=g:832105
Grudić Mahala	id=g:832106
Novo Selo	id=g:832107
Misljon	id=g:832108
Mala Reka	id=g:832109
Poljance	id=g:832110
Kraljica	id=g:832111
Kraljica	id=g:832112
Gurina	id=g:832113
Fuša Mahala	id=g:832114
Vrdica	id=g:832115
Dobra Mahala	id=g:832116
Grablja	id=g:832117
Kraljica	id=g:832118
Duška	id=g:832119
Prelovce	id=g:832120
Kodra e Stanices	id=g:832121
Despotov Izvor	id=g:832122
Vnešte	id=g:832123
Haljtović	id=g:832124
Uković	id=g:832125
Fazlovići	id=g:832126
Podi Godancit	id=g:832127
Bardići	id=g:832128
Mujović	id=g:832129
Sadriović	id=g:832130
Jekić	id=g:832132
Kodra Špijes	id=g:832133
Litkovac	id=g:832134
Ševar Potok	id=g:832135
Donja Grabanica	id=g:832136
Deluga	id=g:832137
Sušica	id=g:832140
Straza	id=g:832141
Strmenjača	id=g:832146
Rudina	id=g:832147
Lisac	id=g:832148
Provalije	id=g:832149
Sapap	id=g:832150
Ljoševići	id=g:832151
Bukovik	id=g:832152
Ðelija Potok	id=g:832153
Milanov Krst	id=g:832154
Kostovići	id=g:832155
Mutavdžići	id=g:832156
Ivanje Brdo	id=g:832157
Glavica	id=g:832158
Kovački Breg	id=g:832160
Košarišta	id=g:832161
Rnjac	id=g:832162
Ruišta	id=g:832163
Raduša	id=g:832171
Durakovske Bačije	id=g:832172
Budisanske Bačije	id=g:832175
Savina Voda	id=g:832176
Vojin Do	id=g:832177
Vraža Glava	id=g:832178
Lučin Krš	id=g:832179
Kapak	id=g:832180
Raškovići	id=g:832181
Kaludranska Reka	id=g:832182
Zadok	id=g:832183
Petrova Glava	id=g:832184
Veternik	id=g:832185
Štit	id=g:832186
Berim	id=g:832187
Berim Dolovi	id=g:832188
Berim Međeđak	id=g:832189
Čkalja	id=g:832191
Žabarska Klisura	id=g:832202
Kamlik	id=g:832205
Kamenito Brdo	id=g:832206
Jagodnjača	id=g:832211
Vragodol	id=g:832212
Veliki Lugovi	id=g:832213
Jelenjak	id=g:832214
Rogalića Brdo	id=g:832215
Brodanovići	id=g:832216
Stenjevac Čuka	id=g:832217
Lepovići	id=g:832218
Gubavać	id=g:832219
Velja Glava	id=g:832220
Vragodol	id=g:832221
Cumirsko Brdo	id=g:832222
Jazbirsko Brdo	id=g:832223
Turjane	id=g:832224
Jovanovici	id=g:832225
Surdup Šuma	id=g:832226
Dumanovica	id=g:832227
Gusar	id=g:832228
Krivača	id=g:832229
Spasov Breg	id=g:832230
Začko Brdo	id=g:832231
Kujavča	id=g:832232
Pantića Brdo	id=g:832233
Ðokmarkovica Brdo	id=g:832234
Vranjevac	id=g:832235
Bajrak	id=g:832236
Ðelbina	id=g:832237
Žegina	id=g:832238
Rezalska Glava	id=g:832239
Čečevska Reka	id=g:832240
Ðukići	id=g:832241
Vasići	id=g:832242
Paralova	id=g:832243
Kleče	id=g:832244
Kosovac	id=g:832245
Pogračka Klisura	id=g:832246
Guri i Gat	id=g:832247
Kukavica	id=g:832248
Međa	id=g:832249
Iljina Glava	id=g:832250
Boka	id=g:832251
Skoze	id=g:832252
Rovački Potok	id=g:832253
Malo Riđevo	id=g:832254
Svrhe Čuka	id=g:832255
Golotin	id=g:832256
Glavica	id=g:832257
Stanica	id=g:832258
Orlova Glava	id=g:832259
Cukare	id=g:832260
Roga Gat	id=g:832261
Razvala	id=g:832262
Bandera	id=g:832263
Lućka Reka	id=g:832264
Brosovačka Reka	id=g:832265
Babudovačka Reka	id=g:832266
Stariko Šin	id=g:832267
Završe	id=g:832268
Štitni Potok	id=g:832269
Jošanski Potok	id=g:832270
Brnjačko Brdo	id=g:832271
Tear	id=g:832272
Trnjane	id=g:832273
Oklačko Brdo	id=g:832274
Glavica	id=g:832275
Krst Rakoc	id=g:832276
Troja	id=g:832277
Garača	id=g:832278
Velika Bara	id=g:832279
Kodra Dubočak	id=g:832280
Crna Gora	id=g:832281
Straza	id=g:832282
Vardište	id=g:832283
Medoš	id=g:832284
Krivaja	id=g:832285
Makva	id=g:832286
Bindža	id=g:832287
Trsovi	id=g:832288
Zahaćki Vinograd	id=g:832289
Vučara	id=g:832290
Renovica	id=g:832291
Drenovačko Lozije	id=g:832292
Pasji Potok	id=g:832293
Bobovački Potok	id=g:832294
Suha Dol	id=g:832295
Proni Volujak	id=g:832296
Labučevski Potok	id=g:832297
Skrke	id=g:832298
Sušica	id=g:832299
Gaja	id=g:832300
Klisura Kramovik	id=g:832301
Vnest	id=g:832302
Uljarica	id=g:832303
Donji Drsnik	id=g:832304
Drimski Lug	id=g:832306
Vragodol	id=g:832307
Toplanaj	id=g:832308
Velika Čuka	id=g:832309
Babička Reka	id=g:832327
Brnjačka Reka	id=g:832328
Veliko Brdo	id=g:832329
Momlje	id=g:832330
Lipa	id=g:832331
Železnička Stanica Volujak	id=g:832332
Perala	id=g:832333
Ðurovići	id=g:832334
Korać	id=g:832335
Ugarine	id=g:832336
Radoševica	id=g:832337
Preslo	id=g:832338
Paljevo	id=g:832339
Tomaševo Brdo	id=g:832340
Ledenik	id=g:832341
Vrtina	id=g:832342
Vukoslavljeviće	id=g:832343
Sovrliće	id=g:832344
Vitakovo	id=g:832345
Kozarnik	id=g:832362
Varaška Reka	id=g:832363
Šušov Krš	id=g:832364
Brankovo Brdo	id=g:832365
Ciganski Potok	id=g:832366
Prevlja	id=g:832367
Jelje	id=g:832368
Raškov Potok	id=g:832369
Lipa	id=g:832370
Saljijov Krš	id=g:832371
Bleište	id=g:832372
Gluhobanjša	id=g:832373
Samar	id=g:832374
Šipovik	id=g:832375
Mariča Njive	id=g:832376
Ðurića Planina	id=g:832377
Troica	id=g:832378
Zaliplje	id=g:832379
Buavica	id=g:832380
Šipot	id=g:832381
Suvi Potok	id=g:832382
Saljijevići	id=g:832383
Lugići	id=g:832384
Smigići	id=g:832385
Trnova	id=g:832386
Suka Crmljan	id=g:832387
Mala Ostrika	id=g:832389
Gradina	id=g:832390
Boka	id=g:832395
Crni Krš	id=g:832396
Režin Dol	id=g:832397
Zamnigore	id=g:832398
Garačevska Kula	id=g:832399
Rasa	id=g:832400
Okovan	id=g:832401
Kapolje	id=g:832402
Mali Turjak	id=g:832403
Garaćeva Šuma	id=g:832404
Gornji Dragoljevac	id=g:832405
Donji Dragoljevac	id=g:832406
Tursko	id=g:832407
Gornja Sušica	id=g:832408
Donja Ukča	id=g:832409
Gornja Ukča	id=g:832410
Goleš	id=g:832411
Brežđe	id=g:832412
Jagodnjak	id=g:832413
Solilo	id=g:832414
Krasta	id=g:832415
Strana	id=g:832416
Dela	id=g:832417
Gradište	id=g:832419
Razdol	id=g:832420
Carevc	id=g:832421
Rudina	id=g:832422
Kosmaja	id=g:832423
Boka	id=g:832424
Mazniće	id=g:832425
Duškaja	id=g:832426
Radonjićka Suka	id=g:832427
Parotica	id=g:832428
Suka e Vogelj	id=g:832429
Rezina	id=g:832430
Kozmaj	id=g:832431
Kroni i Dems	id=g:832432
Kaja	id=g:832433
Kodra e Čerkezit	id=g:832434
Sarosh	id=g:832435
Rezina	id=g:832436
Bobovac	id=g:832437
Trševina	id=g:832438
Kroni i Ševarit	id=g:832439
Krisa	id=g:832440
Fera	id=g:832441
Žakavica	id=g:832442
Motina	id=g:832443
Ćelija	id=g:832444
Troje	id=g:832445
Ždrelo	id=g:832446
Kršovina	id=g:832447
Galicijeva Ploča	id=g:832448
Zanogina Krasta	id=g:832449
Turine	id=g:832450
Vran Stena	id=g:832451
Velika Krasta	id=g:832452
Mala Krasta	id=g:832453
Blato	id=g:832454
Amovac	id=g:832455
Bugarska Česma	id=g:832456
Leskovac	id=g:832457
Šošnica	id=g:832458
Dubljansko Brdo	id=g:832459
Palatica	id=g:832460
Stara Reka	id=g:832461
Rimnik	id=g:832462
Našpalska Reka	id=g:832463
Bajrak	id=g:832464
Rezina	id=g:832465
Jezina	id=g:832466
Rezina	id=g:832467
Srđe	id=g:832468
Šiza	id=g:832469
Proni i Beces	id=g:832470
Bistrica	id=g:832471
Çabrat	id=g:832472
Piskota	id=g:832473
Poluža	id=g:832474
Saros	id=g:832475
Šavarina	id=g:832476
Vogovica	id=g:832477
Rafšina	id=g:832479
Mlin Adžis	id=g:832480
Terzinski Most	id=g:832481
Zajin Most	id=g:832482
Gradište	id=g:832483
Svanjski Most	id=g:832484
Brinja	id=g:832485
Belaja	id=g:832486
Paski Do	id=g:832487
Paski	id=g:832488
Asanski Potok	id=g:832489
Hočanska Reka	id=g:832490
Kodra	id=g:832491
Buni	id=g:832492
Brestovačke Padine	id=g:832493
Laz	id=g:832494
Gropa Gušinjac	id=g:832495
Smonica	id=g:832496
Luka	id=g:832497
Buna	id=g:832498
Sakra	id=g:832499
Batalina	id=g:832500
Mlaka	id=g:832501
Poštra	id=g:832502
Ramahmat Mahala	id=g:832503
Landovičko Brdo	id=g:832504
Ćeramida	id=g:832505
Topluga	id=g:832506
Mahala Beriša	id=g:832507
Mahala Cakaj	id=g:832508
Mahala Kajtas	id=g:832509
Mahala Bogza	id=g:832510
Mahala Duškit	id=g:832511
Isar	id=g:832512
Kivza	id=g:832513
Bogagat	id=g:832514
Slupe	id=g:832515
Mačak	id=g:832516
Goranče	id=g:832517
Boka	id=g:832518
Breg-Drim	id=g:832519
Škom	id=g:832520
Brinja	id=g:832521
Morselj	id=g:832522
Trava	id=g:832523
Kodra e Bokšit	id=g:832524
Mahadri Mahala	id=g:832525
Ezumit-Mahala	id=g:832526
Pronit-Mahala	id=g:832527
Mala Poštra	id=g:832528
Kroni i Made	id=g:832529
Pniš	id=g:832530
Ibrac	id=g:832531
Guri i Kišes	id=g:832532
Kodra e Gropštajes	id=g:832533
Suka e Vogelj	id=g:832534
Škrepi i Made	id=g:832535
Rezina	id=g:832536
Skokovica	id=g:832537
Špela e Kusarit	id=g:832538
Kuja e Zez	id=g:832539
Rača	id=g:832540
Požege	id=g:832541
Kodra Čerini	id=g:832542
Erenik	id=g:832543
Guri Bar	id=g:832545
Karaula Goden	id=g:832559
Gola Brda	id=g:832560
Fuša Breškos	id=g:832561
Karaula Grčina	id=g:832562
Gura i Bare	id=g:832563
Lipovica	id=g:832564
Barica	id=g:832565
Glavica	id=g:832566
Rujački Breg	id=g:832567
Glovnik	id=g:832568
Rosulja	id=g:832569
Trešnjevac	id=g:832570
Drenovac	id=g:832571
Donja Mahala	id=g:832572
Lozište	id=g:832573
Čuka	id=g:832574
Jazbina	id=g:832575
Lipovica	id=g:832576
Gola Čuka	id=g:832577
Manastir	id=g:832578
Drvnik	id=g:832579
Crkveno Brdo	id=g:832580
Oklap Čuka	id=g:832581
Godanačka	id=g:832582
Trbuvce	id=g:832583
Zboračka Reka	id=g:832584
Slovinjska Čuka	id=g:832585
Oraš	id=g:832586
Drenje	id=g:832587
Čanovica Brdo	id=g:832588
Beliš	id=g:832589
Livade	id=g:832590
Bučala	id=g:832591
Rog	id=g:832592
Lešnica	id=g:832593
Vodovađa	id=g:832594
Bušanovac	id=g:832595
Vrševačka Reka	id=g:832596
Pojate	id=g:832597
Majdan	id=g:832598
Trešnjevo	id=g:832599
Suvi Breg	id=g:832600
Blato	id=g:832601
Podvala	id=g:832602
Kozarnik	id=g:832603
Lovka	id=g:832604
Šamak	id=g:832605
Grap	id=g:832606
Dugacko Bilo	id=g:832607
Guščija Glava	id=g:832608
Livadički Breg	id=g:832609
Popova Laz	id=g:832610
Bukovica	id=g:832611
Šišarka	id=g:832612
Veternik	id=g:832613
Sušička Čuka	id=g:832614
Kišnica	id=g:832615
Glavica	id=g:832616
Strnjik	id=g:832617
Goleš	id=g:832618
Temiškovac	id=g:832619
Vojsilovica	id=g:832620
Androvačke Planine	id=g:832621
Koštanje	id=g:832622
Gajtan Mahala	id=g:832623
Lozan Mahala	id=g:832624
Rboje	id=g:832625
Vranja	id=g:832626
Sjuljevićka Čuka	id=g:832627
Kodra e Gurit	id=g:832628
Cerovik	id=g:832629
Srednji Red	id=g:832630
Matičansko Brdo	id=g:832631
Nerodimska Planina	id=g:832632
Pusto Ade	id=g:832633
Rudnik Kosovo	id=g:832634
Termoelektrana Kosovo A	id=g:832635
Gornji Mazgit	id=g:832636
Novi Obilić	id=g:832731
Kolibe	id=g:832732
Nova Kolonija	id=g:832733
Novo Selo	id=g:832734
Trojna Čuka	id=g:832735
Spajević Mahala	id=g:832736
Amatević Mahala	id=g:832737
Stulčak Mahala	id=g:832738
Vujanov Mahala	id=g:832739
Ugrija Mahala	id=g:832740
Koprani Mahala	id=g:832741
Crvodik Mahala	id=g:832742
Ajetović Mahala	id=g:832743
Adilović Mahala	id=g:832744
Baljević Mahala	id=g:832745
Miđanska Mahala	id=g:832746
Spasina Mahala	id=g:832747
Stari Obilić	id=g:832748
Breg	id=g:832749
Kodra e Bajrakut	id=g:832750
Roga e But	id=g:832751
Bukva	id=g:832752
Butovac	id=g:832753
Železnička Stanica Lipljan	id=g:832760
Stanica Suvi Do	id=g:832762
Stanica Gračanica	id=g:832766
Stanica Kosovo Polje Teretna	id=g:832767
Stanica Kosovo Polje	id=g:832769
Stanica Priština	id=g:832770
Stanica Devet Jugovića	id=g:832772
Stanica Dobro Selo	id=g:832775
Stanica Obilić	id=g:832777
Stanica Plemetina	id=g:832779
Stanica Prilužje	id=g:832780
Stanica Belaćevac	id=g:832782
Mavrić	id=g:832794
Lug Dubnica	id=g:832796
Rustoli Mahala	id=g:832797
Roga	id=g:832800
Krić	id=g:832806
Stanica Jug Bogdan	id=g:832812
Mašala	id=g:832814
Stanica Donje Ljupče	id=g:832815
Majance	id=g:832821
Železnička Stanica Uroševac	id=g:832822
Grdeč	id=g:832824
Gradina	id=g:832827
Stražba	id=g:832830
Golo Brdo	id=g:832833
Markov Krš	id=g:832835
Bila	id=g:832838
Crni Breg	id=g:832840
Orlovo Brdo	id=g:832843
Železnička Stanica Stari Kačanik	id=g:832844
Koriz	id=g:832850
Železnička Stanica Stagovo	id=g:832853
Bajčinovce	id=g:832857
Kodra e Golme	id=g:832859
Stan	id=g:832862
Železnička Stanica Kosin	id=g:832864
Železnička Stanica Babljak	id=g:832865
Suka	id=g:832867
Roga e Ðale	id=g:832871
Hodžović Mahala	id=g:832873
Isljamovići	id=g:832874
Borica	id=g:832876
Kodra e Čenit	id=g:832877
Stanica Malo Kosovo	id=g:832879
Majamad	id=g:832880
Govorce	id=g:832882
Šakovička Čuka	id=g:832884
Kodra e Alabakut	id=g:832886
Donja Penduha	id=g:832893
Glamska Mala	id=g:832894
Donja Mala	id=g:832895
Gornja Mala	id=g:832896
Batatin Mahala	id=g:832899
Ðidova	id=g:832929
Golem Izvor	id=g:832930
Kovačica	id=g:832931
Ðumiševo	id=g:832932
Kotao	id=g:832933
Štedima	id=g:832934
Stanica Poljanica	id=g:832935
Stanica Podujevo	id=g:832936
Stanica Livadica	id=g:832938
Šanci	id=g:832939
Pateleica	id=g:832940
Muridža	id=g:832941
Goračino Borče	id=g:832942
Miljevska Reka	id=g:832943
Popov Rid	id=g:832944
Šolin Most	id=g:832946
Duškaj	id=g:832947
Leva Reka	id=g:832948
Govedara	id=g:832949
Papka	id=g:832950
Slubička Reka	id=g:832951
Brodska Planina	id=g:832953
Polokanikov Grob	id=g:832954
Ðekovec	id=g:832955
Merdarski Tunel	id=g:832956
Ćule	id=g:832959
Štedima	id=g:832961
Steska	id=g:832963
Čarem	id=g:832965
Mavra	id=g:832967
Crn Kamen	id=g:832969
Čubra	id=g:832970
Plat	id=g:832971
Rila	id=g:832973
Bratanov Venac	id=g:832974
Čelepinska Reka	id=g:832975
Bućka	id=g:832976
Midov Izvor	id=g:832977
Gradski Kamen	id=g:832978
Golem Kamen	id=g:832979
Mramor	id=g:832980
Čemerička Planina	id=g:832981
Peš	id=g:832982
Veljin Beg	id=g:832983
Gorni Def	id=g:832984
Oblo	id=g:832985
Igranoica	id=g:832987
Rudina	id=g:832988
Toplec	id=g:832990
Gola Glava	id=g:832991
Toarnik	id=g:832992
Popovica	id=g:832993
Stratorija	id=g:832994
Zeneto Brdo	id=g:832995
Grobiška Česma	id=g:832996
Čardaci	id=g:832997
Borovo Brdo	id=g:832998
Kokince	id=g:832999
Rekalije	id=g:833000
Čukica	id=g:833001
Dovna Šuma	id=g:833002
Šištevački Put	id=g:833003
Bajroska Mlaka	id=g:833004
Zli Potok	id=g:833006
Kolenica	id=g:833007
Krstovo Polje	id=g:833008
Milenković	id=g:833009
Javorov Do	id=g:833010
Jelak	id=g:833012
Huskina Česma	id=g:833014
Orlice	id=g:833015
Borić	id=g:833016
Kobec	id=g:833017
Osoje	id=g:833018
Zlovordžište	id=g:833019
Morava	id=g:833020
Lisičji Kamen	id=g:833021
Crni Vrh	id=g:833022
Žoutica	id=g:833027
Pročelja	id=g:833028
Kadijin Kamen	id=g:833031
Soput	id=g:833032
Kadijin Most	id=g:833035
Sirnica	id=g:833036
Bunarče	id=g:833037
Šištevačka Planina	id=g:833038
Govedarnik	id=g:833039
Okletec	id=g:833040
Alimov Javor	id=g:833041
Leva Ravan	id=g:833043
Visok Zavor	id=g:833044
Jedriec	id=g:833045
Restelička Planina	id=g:833046
Crnkamenska Kula	id=g:833047
Gini Voda	id=g:833048
Golem Izvor	id=g:833049
Kuatovo Ezero	id=g:833050
Kukudenice	id=g:833051
Azir Mahala	id=g:833052
Lokme Mahala	id=g:833053
Paramida	id=g:833055
Kušljevica	id=g:833057
Novo Selo	id=g:833059
Bećiri	id=g:833061
Paljeva	id=g:833062
Poneška Čuka	id=g:833063
Kodra e Džepes	id=g:833064
Gornja Morava	id=g:833065
Dva Groba	id=g:833066
Honičarnica	id=g:833067
Velji Vrh	id=g:833068
Elezov Most	id=g:833069
Samakovo	id=g:833070
Ðeravište	id=g:833071
Kleč	id=g:833072
Abdaf	id=g:833073
Gaščen	id=g:833074
Požaran	id=g:833075
Krstila	id=g:833076
Lešoj	id=g:833077
Razdovje	id=g:833078
Gradište	id=g:833079
Košarište	id=g:833080
Utov Kamen	id=g:833081
Oster Kamen	id=g:833082
Ramno Brdo	id=g:833083
Ropu	id=g:833084
Crveni Karpi	id=g:833085
Grčki Dupki	id=g:833086
Bajrak	id=g:833087
Dolne Ravne Mlake	id=g:833088
Kruševačka Planina	id=g:833089
Dejkin Kamen	id=g:833090
Ciganska Česma	id=g:833091
Omerov Kamen	id=g:833092
Govedarnik	id=g:833093
Mrtvi Čovek	id=g:833094
Juriško Groblje	id=g:833096
Strežnica	id=g:833097
Suljejmanova Česma	id=g:833098
Crnkamenska Gramada	id=g:833099
Crn Kamen	id=g:833100
Dolni Def	id=g:833101
Gorno Lukovo Pole	id=g:833102
Novakova Čuka	id=g:833176
Jelaća	id=g:833177
Donje Rečane	id=g:833179
Kučište	id=g:833181
Tirince	id=g:833185
Pančelo	id=g:833190
Ljubinjska Reka	id=g:833223
Manastirska Reka	id=g:833231
Drenovci	id=g:833232
Mukata	id=g:833247
Leštanska Reka	id=g:833266
Kula	id=g:833303
Livađe	id=g:833307
Zagrejac	id=g:833308
Lauša	id=g:833310
Klječ	id=g:833311
Maja	id=g:833312
Kosovič	id=g:833317
Miljevo	id=g:833319
Kodra e Begit	id=g:833328
Brinja e Šahit	id=g:833330
Sinovna Rupa	id=g:833337
Zelena Rojna	id=g:833339
Guri Pervardem	id=g:833345
Šulan	id=g:833349
Vučak	id=g:833353
Špate	id=g:833364
Čuka e Gurve	id=g:833378
Kraišta	id=g:833379
Ržana	id=g:833381
Pogledalo	id=g:833383
Crni Kamen	id=g:833387
Mogila	id=g:833388
Ćelov Kamen	id=g:833389
Jezerište	id=g:833391
Dančovo	id=g:833394
Dupnica	id=g:833407
Mali Vrh	id=g:833409
Beli Soaranj	id=g:833412
Maslar	id=g:833413
Guri i Zgatarit	id=g:833418
Štava	id=g:833421
Bušterica	id=g:833422
Preslop	id=g:833423
Sinčina Voda	id=g:833425
Strge	id=g:833426
Trmkin Grob	id=g:833427
Dubrava	id=g:833428
Crni Izvor	id=g:833429
Ebipski Potok	id=g:833430
Peskovi	id=g:833432
Šerupska Reka	id=g:833433
Suva Reka	id=g:833434
Dovodenica	id=g:833435
Velika Planina	id=g:833436
Jažinačko Jezero	id=g:833437
Donje Jezero	id=g:833438
Gojleš Moliševski	id=g:833439
Kruševačka Planina	id=g:833440
Mala Planina	id=g:833441
Moravica	id=g:833442
Gradina	id=g:833443
Kališev Vrh	id=g:833445
Furna	id=g:833446
Kika	id=g:833447
Bačevac	id=g:833448
Gajrak Mališevski	id=g:833450
Gumnište	id=g:833452
Goježnik	id=g:833455
Gajraki i Belanices	id=g:833456
Kitke	id=g:833458
Mrsko Polje	id=g:833461
Gajrak	id=g:833463
Torec	id=g:833465
Šulan	id=g:833466
Preseka	id=g:833469
Rikavec	id=g:833474
Ljevun	id=g:833476
Glava Izvor	id=g:833478
Šiljast Kamen	id=g:833479
Gajrak	id=g:833483
Goluša	id=g:833487
Aslanova Česma	id=g:833490
Grab	id=g:833494
Boka	id=g:833496
Birač	id=g:833500
Popovo Prase	id=g:833502
Birač	id=g:833503
Bazaljica	id=g:833508
Struge	id=g:833509
Bivoli	id=g:833513
Virovi	id=g:833517
Mokra Gora	id=g:833518
Bulac	id=g:833522
Uši	id=g:833524
Pešter	id=g:833528
Mečkina Dupka	id=g:833530
Tociv	id=g:833531
Duvska Klisura	id=g:833534
Pljoš	id=g:833535
Dušanov Grad	id=g:833537
Vrtop	id=g:833538
Popova Glava	id=g:833541
Crni Vrh	id=g:833544
Grdoman	id=g:833545
Tumba	id=g:833547
Studenica	id=g:833549
Čerenački Vrh	id=g:833550
Gobeljinac	id=g:833554
Piljevac	id=g:833558
Crni Kamen	id=g:833559
Malo Borče	id=g:833560
Buzovik	id=g:833561
Zavoj	id=g:833562
Suvopolje	id=g:833563
Ostrvica	id=g:833564
Veliki Tupan	id=g:833565
Tromeđa	id=g:833566
Tis Orman	id=g:833567
Široko	id=g:833570
Tepe	id=g:833571
Golemo Brdo	id=g:833572
Sarapina	id=g:833574
Prizrensko Polje	id=g:833576
Nerezine	id=g:833577
Pavlić	id=g:833578
Veleška Taražda	id=g:833579
Borov Rid	id=g:833580
Maja e Šolanit	id=g:833581
Čuka	id=g:833582
Kulin Rid	id=g:833584
Kodra e Made	id=g:833585
Brezovina	id=g:833586
Grab	id=g:833587
Crni Vrh	id=g:833589
Torce	id=g:833590
Vrčak	id=g:833593
Okravno	id=g:833596
Javori	id=g:833597
Beličevina	id=g:833600
Čuka	id=g:833601
Dubrava	id=g:833604
Garamele	id=g:833605
Štrazna	id=g:833606
Podstrana	id=g:833608
Čestak	id=g:833615
Bogdance	id=g:833620
Rihna	id=g:833624
Rudina	id=g:833627
Lopušnik	id=g:833628
Vlačija	id=g:833629
Korenik	id=g:833642
Grečinje	id=g:833644
Štrbačko Jezero	id=g:833648
Kočanica	id=g:833708
Mršejca	id=g:833709
Crni Vrh	id=g:833710
Kafedžija	id=g:833711
Bela Voda	id=g:833712
Sapotnički Ljak	id=g:833713
Mali Tupan	id=g:833714
Belo Brdo	id=g:833723
Planinarski Dom Stojkova Kuća	id=g:833728
Železnička Stanica Kačanik	id=g:833733
Železnička Stanica Ðeneral Janković	id=g:833734
Ahišta e Gurzez	id=g:833741
Bačila Stara Žurska	id=g:833743
Prslina	id=g:833746
Topličane	id=g:833748
Boka Ostrovices	id=g:833749
Ðurza	id=g:833751
Sopinski Most	id=g:833753
Hajdučka Česma	id=g:833755
Peljevica	id=g:833757
Gračanica	id=g:833760
Brutska Glava	id=g:833763
Čikovec	id=g:833768
Listran	id=g:833772
Krevi i Puljes	id=g:833777
Brinja	id=g:833778
Golo Brdo	id=g:833781
Žegura	id=g:833784
Čeja	id=g:833787
Kregza	id=g:833789
Zginje	id=g:833793
Gomen	id=g:833794
Krevi i Kaljbit	id=g:833795
Lagemi i Manes	id=g:833799
Atmegdan	id=g:833801
Gorica	id=g:833802
Maja e Bokrovsa	id=g:833803
Ponare	id=g:833807
Špela e Maljokit	id=g:833814
Ćuka Liken	id=g:833820
Krbos	id=g:833827
Trumš	id=g:833829
Kaljaja	id=g:833832
Ara e Gat	id=g:833835
Konaj	id=g:833836
Tumba	id=g:833838
Hajla	id=g:834113
Jablanica	id=g:834115
Adžovića Reka	id=g:834287
Laletić	id=g:834306
Karaula Mustafa Hasić	id=g:834339
Ćafa Maruzi Broj 27	id=g:834341
Karaula Boro-Vukmirović	id=g:834344
Ćafa Mular	id=g:834346
Ćafa Liken	id=g:834347
Paštrik	id=g:834348
Gorožupska Bačila	id=g:834349
Karaula Gorožup	id=g:834350
Karaula Veljko Vlahović	id=g:834351
Karaula Molić	id=g:834352
Vrbnica Broj 38	id=g:834353
Plješ	id=g:834354
Vrbnička Bačila	id=g:834356
Karaula Morina	id=g:834357
Knjaževac	id=g:834358
Karaula Sedmog Jula	id=g:834359
Karaula Bratstvo	id=g:834361
Karaula Babaj-Baks	id=g:834362
Qafa e Kashlës	id=g:834363
Ćafa e Prušit	id=g:834365
Karaula Deva	id=g:834366
Karaula Stojanović	id=g:834367
Koritnik Broj 41	id=g:834368
Koritnik Broj 42	id=g:834369
Koritnik Broj Četrdeset Tri	id=g:834370
Karaula Dvadeset Peti Maj	id=g:834371
Veliki Krstac	id=g:834372
Mali Krstac	id=g:834373
Karaula Orčuša	id=g:834374
Rajkov Kladenac	id=g:834375
Karaula Čestak	id=g:834376
Borski Put	id=g:834377
Jasika	id=g:834378
Šištevački Put	id=g:834379
Milenković	id=g:834380
Murga	id=g:834381
Trmkin Grob	id=g:834382
Kalabak	id=g:834383
Karaula Restelica	id=g:834384
Čaljanska Reka	id=g:834385
Police Post	id=g:834386
Karaula Šara	id=g:834387
Bušterica	id=g:834388
Karaula Zulfaj	id=g:834390
Ćafa e Mularit	id=g:834392
Mitar Vojinovic	id=g:834395
Karaula Žilović	id=g:834397
Karaula Ðeravica	id=g:834399
Jarinje	id=g:834414
Jasici	id=g:834826
Tairovici	id=g:834827
Kneževo Brdo	id=g:834835
Dratnica	id=g:834844
Mikulina	id=g:834857
Bataire	id=g:834877
Sarci	id=g:834885
Mijalovići	id=g:834918
Petkovac	id=g:834922
Grčevo	id=g:834924
Grkajci	id=g:834929
Ravni	id=g:834930
Birovo	id=g:834934
Jankov Potok	id=g:834948
Kralište	id=g:834952
Gornja Trnavica	id=g:834984
Čanoga	id=g:835069
Donja Repa	id=g:835074
Šipovo	id=g:835235
Erska Čukara	id=g:835256
Zapis	id=g:835300
Mali Kom	id=g:835457
Beden	id=g:835460
