Richards Cemetery	id=g:4048692
Bootsville (historical)	id=g:4051299
Bootsville Gap	id=g:4051300
Boozer (historical)	id=g:4051301
Boozer Cemetery	id=g:4051302
Boozer Cemetery	id=g:4051303
Boozer Dam	id=g:4051304
Boozer Lake	id=g:4051305
Boozer Post Office (historical)	id=g:4051306
Boozers Lake	id=g:4051307
Boozers Lake	id=g:4051308
Borden Branch	id=g:4051309
Boones Chapel Baptist Church	id=g:4051310
Borden Creek	id=g:4051311
Borden Creek	id=g:4051312
Borden Springs	id=g:4051313
Borden Wheeler Springs	id=g:4051314
Bordens Mill (historical)	id=g:4051315
Borders Dam	id=g:4051316
Borders Lake	id=g:4051317
Bordshaw Branch	id=g:4051318
Borden Creek Trail	id=g:4051319
Boromville	id=g:4051320
Boroughs Pond	id=g:4051321
Borrow Creek	id=g:4051322
Borom Cemetery	id=g:4051323
Boshart Creek	id=g:4051324
Boshell Branch	id=g:4051325
Boshell Cemetery	id=g:4051326
Boshell Hill	id=g:4051327
Boshells Mill	id=g:4051328
Boshells Mill Dam	id=g:4051329
Boshells Mill Pond	id=g:4051330
Bostic	id=g:4051331
Bostick Creek	id=g:4051332
Boshell Diabetes Center	id=g:4051333
Boston	id=g:4051334
Boston Cemetery	id=g:4051335
Boston Cemetery	id=g:4051336
Boston Hollow	id=g:4051337
Bostick Hill Church	id=g:4051338
Boston Hollow	id=g:4051339
Boston School (historical)	id=g:4051340
Boswell Branch	id=g:4051341
Boswell Gin (historical)	id=g:4051342
Boswell Tabernacle	id=g:4051343
Bosworth	id=g:4051344
Boteler High School (historical)	id=g:4051345
Bothwell Methodist Church	id=g:4051346
Bottle Creek	id=g:4051347
Bottle Creek	id=g:4051348
Boswell Golf Course	id=g:4051349
Bottom Creek	id=g:4051350
Bottom Cemetery	id=g:4051351
Botts Ferry (historical)	id=g:4051352
Botush Church	id=g:4051353
Boucher Lake	id=g:4051354
Boudans Cemetery	id=g:4051355
Bough Bend	id=g:4051356
Bouldin Cemetery	id=g:4051357
Bouldin Point	id=g:4051358
Bouldin-Hammond Cemetery	id=g:4051359
Bounds Lake	id=g:4051360
Boutwell Auditorium	id=g:4051361
Boutwell-Bundy Cemetery	id=g:4051362
Bovell Branch	id=g:4051363
Bottoms Mill Bridge	id=g:4051364
Bow Creek	id=g:4051365
Bowden Dam	id=g:4051366
Bowden Grove Baptist Church	id=g:4051367
Bowden Lake	id=g:4051368
Bowden Mill Creek	id=g:4051369
Bowden Grove	id=g:4051370
Bowden Sessions Pond Dam	id=g:4051371
Bowden Terrace	id=g:4051372
Bowdens Landing (historical)	id=g:4051373
Bowdens Store (historical)	id=g:4051374
Bowen (historical)	id=g:4051375
Bowen Branch	id=g:4051376
Bowden Mine	id=g:4051377
Bowen Schoolhouse Branch	id=g:4051378
Bowen United Methodist Church	id=g:4051379
Bowers Cemetery	id=g:4051380
Bowers Lake	id=g:4051381
Bowers Spring	id=g:4051382
Bowie Branch	id=g:4051383
Bower Memorial Baptist Church	id=g:4051384
Bowie Hollow	id=g:4051385
Bowies Quarry	id=g:4051386
Bowles Church	id=g:4051387
Bowles Creek	id=g:4051388
Bowing Bridge	id=g:4051389
Bowlin Creek	id=g:4051390
Bowlin Bluff	id=g:4051391
Bowling Branch	id=g:4051392
Bowlin Mountain	id=g:4051393
Bowling Branch	id=g:4051394
Bowling Dam	id=g:4051395
Bowling Library	id=g:4051396
Bowling Pond	id=g:4051397
Bowlings Ferry (historical)	id=g:4051398
Bowlings Woodyard Landing (historical)	id=g:4051399
Bowls Branch	id=g:4051400
Bowling Dam	id=g:4051401
Bowman Branch	id=g:4051402
Bowman Cemetery	id=g:4051403
Bowman Crossroads	id=g:4051404
Bowman's Chapel Methodist Church	id=g:4051405
Bowmans Chapel Cemetery	id=g:4051406
Box Branch	id=g:4051407
Bowman Cemetery	id=g:4051408
Box Branch	id=g:4051409
Box Cemetery	id=g:4051410
Box Creek	id=g:4051411
Box Cemetery	id=g:4051412
Box Creek	id=g:4051413
Box Creek	id=g:4051414
Box Hill Church (historical)	id=g:4051415
Box Springs	id=g:4051416
Boxes Cove	id=g:4051417
Box Shoals (historical)	id=g:4051418
Boxes Cove School (historical)	id=g:4051419
Boxes Creek	id=g:4051420
Boxes Cove Church	id=g:4051421
Boxes Creek	id=g:4051422
Boxes Creek Gas Field	id=g:4051423
Boxtel	id=g:4051424
Boy Scout Dam	id=g:4051425
Boy Scout Lake	id=g:4051426
Boy Scout Lake Dam	id=g:4051427
Boy Scouts Spring	id=g:4051428
Boy's Ranch Airport	id=g:4051429
Boyd	id=g:4051430
Boyd Cemetery	id=g:4051431
Boyd Cemetery	id=g:4051432
Boyd Cemetery	id=g:4051433
Boyd Cemetery	id=g:4051434
Boyd Cemetery	id=g:4051435
Boyd Creek	id=g:4051436
Boxes Creek School (historical)	id=g:4051437
Boyd Lake	id=g:4051438
Boyd Lane Baptist Church (historical)	id=g:4051439
Boyd Mill Branch	id=g:4051440
Boyd Dam	id=g:4051441
Boyd Spring Branch	id=g:4051442
Boyd School (historical)	id=g:4051443
Boyden Lake Dam	id=g:4051444
Boyds	id=g:4051445
Boyds Camp (historical)	id=g:4051446
Boyds Cemetery	id=g:4051447
Boyds Chapel Methodist Church	id=g:4051448
Boyds Creek	id=g:4051449
Boyden Lake	id=g:4051450
Boyds Landing	id=g:4051451
Boyds Mill Creek	id=g:4051452
Boyds Crossing	id=g:4051453
Boydston Bridge	id=g:4051454
Boydston Creek	id=g:4051455
Boykin	id=g:4051456
Boykin	id=g:4051457
Boykin	id=g:4051458
Boykin Cemetery	id=g:4051459
Boykin Cemetery	id=g:4051460
Boykin Creek	id=g:4051461
Boyds Store (historical)	id=g:4051462
Boykin Elementary School	id=g:4051463
Boykin Junior High School	id=g:4051464
Boykin Lake	id=g:4051465
Boykin Middle School	id=g:4051466
Boykin Park	id=g:4051467
Boykin State Wildlife Management Area	id=g:4051468
Boykin Truitt Cemetery	id=g:4051469
Boyle Gap	id=g:4051470
Boyles Baptist Church	id=g:4051471
Boyles Cemetery	id=g:4051472
Boyles Gap	id=g:4051473
Boyles Gap Lake	id=g:4051474
Boyles Gap Lake Dam	id=g:4051475
Boyles Highlands	id=g:4051476
Boyles Public School (historical)	id=g:4051477
Boylston	id=g:4051478
Boylston Methodist Church	id=g:4051479
Boylston Post Office	id=g:4051480
Bozeman Cemetery	id=g:4051481
Bozeman Landing	id=g:4051482
Bozeman Pond	id=g:4051483
Bozeman Pond Dam	id=g:4051484
Bozos Camp	id=g:4051485
Brackens Ditch	id=g:4051486
Boykin Dam	id=g:4051487
Brackin Mill Creek	id=g:4051488
Bracketts Bar	id=g:4051489
Bradbottom Branch	id=g:4051490
Braden Point	id=g:4051491
Bradford	id=g:4051492
Bradford Cemetery	id=g:4051493
Bradford Cemetery	id=g:4051494
Bradford Cemetery	id=g:4051495
Bradford Cemetery	id=g:4051496
Bradford Chapel	id=g:4051497
Bradford Chapel Cemetery	id=g:4051498
Bradford Chapel School (historical)	id=g:4051499
Bradford Methodist Church	id=g:4051500
Bradford Church	id=g:4051501
Bradford Clinic	id=g:4051502
Bradford Creek	id=g:4051503
Bradford	id=g:4051504
Bradford Junior High School	id=g:4051505
Bradford Mountain	id=g:4051506
Bradford Ridge	id=g:4051507
Bradford Slope Mine	id=g:4051508
Bradford Subdivision	id=g:4051509
Bradford United Methodist Church	id=g:4051510
Bradleton Lake Dam	id=g:4051511
Bradley	id=g:4051512
Bradley Branch	id=g:4051513
Bradford Ferry (historical)	id=g:4051514
Bradley Assembly of God Church	id=g:4051515
Bradley Church Cemetery	id=g:4051516
Bradley Junior High School	id=g:4051517
Bradley Landing	id=g:4051518
Bradley Mill Creek	id=g:4051519
Bradley Chapel Church of Christ	id=g:4051520
Bradleyton	id=g:4051521
Bradleyton Church	id=g:4051522
Bradleyton Post Office (historical)	id=g:4051523
Bradleytown	id=g:4051524
Bradshaw Church	id=g:4051525
Bradshaw Dam	id=g:4051526
Bradshaw Lake	id=g:4051527
Bradshaw School (historical)	id=g:4051528
Brady Branch	id=g:4051529
Bradleys Pond	id=g:4051530
Brady Lake Dam	id=g:4051531
Braehead (historical)	id=g:4051532
Braehead Slope Mine	id=g:4051533
Bragg Cemetery	id=g:4051534
Bragg Cemetery	id=g:4051535
Bragg Cemetery	id=g:4051536
Bragg Hill Church	id=g:4051537
Bragg Hill School	id=g:4051538
Braggs Bluff	id=g:4051539
Braggs Church	id=g:4051540
Braggs Junior High School	id=g:4051541
Braggs Store Post Office (historical)	id=g:4051542
Braggsville	id=g:4051543
Braggville	id=g:4051544
Brahan Spring	id=g:4051545
Brahan Spring Park	id=g:4051546
Braisher Chapel School (historical)	id=g:4051547
Brake (historical)	id=g:4051548
Brake Bend	id=g:4051549
Brake Ferry (historical)	id=g:4051550
Brake Mine	id=g:4051551
Brakefield Bend	id=g:4051552
Brakes Branch	id=g:4051553
Brady Lake	id=g:4051554
Braly Lake	id=g:4051555
Branch Church of God	id=g:4051556
Branch Grove Baptist Church	id=g:4051557
Branchland Farms Lake	id=g:4051558
Branchland Lake Dam	id=g:4051559
Branchville	id=g:4051560
Branchville Cemetery	id=g:4051561
Brand Branch	id=g:4051562
Brakeworth Junior Academy	id=g:4051563
Brandon Cemetery	id=g:4051564
Brandon Cemetery	id=g:4051565
Brandon Elementary School	id=g:4051566
Brandon Memorial Methodist Church (historical)	id=g:4051567
Brandon School (historical)	id=g:4051568
Mount Brandon	id=g:4051569
Brandontown	id=g:4051570
Brannan School (historical)	id=g:4051571
Brannon Cemetery	id=g:4051572
Brannon Creek	id=g:4051573
New River Primitive Baptist Church	id=g:4051574
Brannon Springs Missionary Baptist Church	id=g:4051575
Brannon Stand	id=g:4051576
Brannon Stand Heights	id=g:4051577
Branon Hollow	id=g:4051578
Brannon Springs (historical)	id=g:4051579
Brans Chapel Congregational Methodist Church	id=g:4051580
Brantley	id=g:4051581
Brantley	id=g:4051582
Brantley Assembly of God Church	id=g:4051583
Brantley Baptist Church	id=g:4051584
Brantley Cemetery	id=g:4051585
Brantley Crossing	id=g:4051586
Brantley Dam	id=g:4051587
Brantley Gin (historical)	id=g:4051588
Brantley High School	id=g:4051589
Brantley High School	id=g:4051590
Brantley Lake	id=g:4051591
Brantley Lake	id=g:4051592
Brantley Lake Dam	id=g:4051593
Brantley Mobile Home Park	id=g:4051594
Brantley Pond	id=g:4051595
Brantley United Methodist Church	id=g:4051596
Brantleyville	id=g:4051597
Brantleyville Church	id=g:4051598
Brantwood Pond	id=g:4051599
Branyon Cemetery	id=g:4051600
Brasfield Cemetery	id=g:4051601
Brasfield Landing	id=g:4051602
Brasfield Landing (historical)	id=g:4051603
Brasher Branch	id=g:4051604
Brans Chapel	id=g:4051605
Brasher Cemetery	id=g:4051606
Brasher Cemetery	id=g:4051607
Brasher Cemetery	id=g:4051608
Brasher Cemetery	id=g:4051609
Brasher Creek	id=g:4051610
Brasher Cemetery	id=g:4051611
Brasher Spring Camp	id=g:4051612
Brashers Chapel Church	id=g:4051613
Brashier Chapel	id=g:4051614
Brashier Chapel Cemetery	id=g:4051615
Brashier Chapel School (historical)	id=g:4051616
Brasier Gap	id=g:4051617
Brass Church	id=g:4051618
Brassell	id=g:4051619
Brassell Bottom	id=g:4051620
Bravo	id=g:4051621
Bray Creek	id=g:4051622
Brasher Spring	id=g:4051623
Brazeal Branch	id=g:4051624
Brazel Cemetery	id=g:4051625
Brazelton Spring	id=g:4051626
Braziel Canyon	id=g:4051627
Brazelton Cemetery	id=g:4051628
Braziel Creek	id=g:4051629
Braziel Creek Trail	id=g:4051630
Brazill Mill (historical)	id=g:4051631
Bread Tray Hill	id=g:4051632
Breakfast Creek	id=g:4051633
Brazil Mine	id=g:4051634
Breastworks Creek	id=g:4051635
Breakstone Village	id=g:4051636
Brecon	id=g:4051637
Brecon Church	id=g:4051638
Breeding Cemetery	id=g:4051639
Breeding Cemetery	id=g:4051640
Breeding Industrial Park	id=g:4051641
Breeding Mountain	id=g:4051642
Breeds Creek	id=g:4051643
Breckenridge Landing (historical)	id=g:4051644
Bremen	id=g:4051645
Bremen Community Center	id=g:4051646
Bremen Missionary Baptist Church	id=g:4051647
Bremen Post Office	id=g:4051648
Bremen School (historical)	id=g:4051649
Bremon School (historical)	id=g:4051650
Brensen Branch	id=g:4051651
Breezeway Bay	id=g:4051652
Brent Baptist Church	id=g:4051653
Brent Cemetery	id=g:4051654
Brent Church of God	id=g:4051655
Brent Elementary School	id=g:4051656
Brent Post Office	id=g:4051657
Brent Presbyterian Church	id=g:4051658
Brent-Centreville Public Library	id=g:4051659
Brents Cross Roads	id=g:4051660
Brentwood	id=g:4051661
Brentwood	id=g:4051662
Brentwood	id=g:4051663
Brentwood	id=g:4051664
Brentwood	id=g:4051665
Brentwood Hills	id=g:4051666
Brentwood Plantation (historical)	id=g:4051667
Brestwork Creek	id=g:4051668
Brent	id=g:4051669
Brewbaker Dam	id=g:4051670
Brewbaker Elementary School	id=g:4051671
Brewbaker Junior High School	id=g:4051672
Brewbaker Lake	id=g:4051673
Brewbaker Number Two Dam	id=g:4051674
Brewbaker Number Two Lake	id=g:4051675
Brewer Cemetery	id=g:4051676
Brewer Creek	id=g:4051677
Bretherick Plantation (historical)	id=g:4051678
Brewer Creek	id=g:4051679
Brewer Estates	id=g:4051680
Brewer Hollow	id=g:4051681
Brewer Memorial Church	id=g:4051682
Brewer Point	id=g:4051683
Brewer School (historical)	id=g:4051684
Brewer Slope Mine	id=g:4051685
Brewer Spring	id=g:4051686
Brewer State Junior College	id=g:4051687
Brewer-Porch Childrens Center	id=g:4051688
Brewers Crossroad (historical)	id=g:4051689
Brewers Store (historical)	id=g:4051690
Brewersville	id=g:4051691
Brewersville Cemetery	id=g:4051692
Brewersville Church	id=g:4051693
Brewster Elementary School	id=g:4051694
Brewster Hollow	id=g:4051695
Brewer Mountain	id=g:4051696
Brewton Agricultural Experiment Station	id=g:4051697
Brewton Chapel	id=g:4051698
Brewton Church	id=g:4051699
Brewton Country Club	id=g:4051700
Brewton Elementary School	id=g:4051701
Brewton Grammer School (historical)	id=g:4051702
Brewton Heights Shopping Center	id=g:4051703
Brewton High School	id=g:4051704
Brewton Historic Commercial District	id=g:4051705
Brewton Middle School	id=g:4051706
Brewton Municipal Airport	id=g:4051707
Brewton Pentecostal Holiness Church	id=g:4051708
Brewton Post Office	id=g:4051709
Brewton Revival Center	id=g:4051710
Brewton Sewage Lagoon	id=g:4051711
Brewton Sewage Lagoon Dam	id=g:4051712
Briar Branch	id=g:4051713
Brewton	id=g:4051714
Briar Creek	id=g:4051715
Briar Creek	id=g:4051716
Briar Creek	id=g:4051717
Briar Creek Park	id=g:4051718
Briar Fork Music Camp	id=g:4051719
Briar Hill	id=g:4051720
Briar Hill Church	id=g:4051721
Briar Hill School (historical)	id=g:4051722
Briar Lake	id=g:4051723
Briar Lake Estates	id=g:4051724
Briar Place Plantation (historical)	id=g:4051725
Briarcliff	id=g:4051726
Briarcliff	id=g:4051727
Briarcliff Estates	id=g:4051728
Briarfield	id=g:4051729
Briarfield School	id=g:4051730
Briarhill Acres	id=g:4051731
Briarwood	id=g:4051732
Briarwood Church	id=g:4051733
Briarwood School	id=g:4051734
Brice	id=g:4051735
Brice Creek	id=g:4051736
Briar Fork Cemetery	id=g:4051737
Bricefield Church (historical)	id=g:4051738
Briceston Hollow	id=g:4051739
Brice School (historical)	id=g:4051740
Brick Spring	id=g:4051741
Brickdale Estates	id=g:4051742
Brickhouse Cemetery	id=g:4051743
Brickhouse Ford	id=g:4051744
Brickley Place (historical)	id=g:4051745
Brickville Post Office (historical)	id=g:4051746
Brickyard	id=g:4051747
Brickyard Branch	id=g:4051748
Brick Elementary School	id=g:4051749
Brickyard Creek	id=g:4051750
Brickyard Cemetery	id=g:4051751
Brickyard Lake	id=g:4051752
Brickyard School	id=g:4051753
Brides Hill	id=g:4051754
Brides Hill Cemetery	id=g:4051755
Bridge Avenue Church of God	id=g:4051756
Bridge Branch	id=g:4051757
Brickyard Junction	id=g:4051758
Bridge Branch	id=g:4051759
Bridge Branch	id=g:4051760
Bridge Branch	id=g:4051761
Bridge Branch	id=g:4051762
Bridge Branch	id=g:4051763
Bridge Creek	id=g:4051764
Bridge Creek	id=g:4051765
Bridge Creek	id=g:4051766
Bridge Creek	id=g:4051767
Bridge Creek	id=g:4051768
Bridge Creek Fishing Club Dam	id=g:4051769
Bridge Landing (historical)	id=g:4051770
Bridgeforth Branch	id=g:4051771
Bridge Creek Lake	id=g:4051772
Bridgehead	id=g:4051773
Bridgeport	id=g:4051774
Bridgeport Baptist Church	id=g:4051775
Bridgeport Bar	id=g:4051776
Bridgeport Beach	id=g:4051777
Bridgeport Community Park	id=g:4051778
Bridgeport Elementary School	id=g:4051779
Bridgeport High School	id=g:4051780
Bridgeport Landing	id=g:4051781
Bridgeport Public Use Area	id=g:4051782
Bridgeport United Methodist Church	id=g:4051783
Bridges Cemetery	id=g:4051784
Bridges Dam	id=g:4051785
Bridges Spring	id=g:4051786
Bridgeton	id=g:4051787
Bridgeview	id=g:4051788
Bridgeview Baptist Church	id=g:4051789
Bridgeville	id=g:4051790
Bridlewood	id=g:4051791
Bridlewood Forest Estates	id=g:4051792
Brier Creek	id=g:4051793
Bridgeforth Cemetery	id=g:4051794
Briar Fork Primitive Baptist Church	id=g:4051795
Brier Fork Flint River	id=g:4051796
Brier Fork Church	id=g:4051797
Brierfield	id=g:4051798
Brierfield Baptist Church	id=g:4051799
Brierfield Cemetery	id=g:4051800
Brierfield Post Office	id=g:4051801
Bright Hope Church	id=g:4051802
Bright Hope School (historical)	id=g:4051803
Bright Morning Star Baptist Church	id=g:4051804
Bright Star	id=g:4051805
Brighter Cemetery	id=g:4051806
Brighton Cemetery	id=g:4051807
Brighton City Hall	id=g:4051808
Brighton Elementary School	id=g:4051809
Brighton Elementary School (historical)	id=g:4051810
Brighton Estates	id=g:4051811
Brighton High School	id=g:4051812
Brighton Junior High School	id=g:4051813
Brights Creek	id=g:4051814
Brier Fork School (historical)	id=g:4051815
Brightwater	id=g:4051816
Brightwater Cemetery	id=g:4051817
Brightwater Methodist Church	id=g:4051818
Briley Creek	id=g:4051819
Brights Creek Gas Field	id=g:4051820
Brilliant High School	id=g:4051821
Brilliant Lake	id=g:4051822
Brilliant Lake Dam	id=g:4051823
Brilliant Memorial Cemetery	id=g:4051824
Brimwood Lakes	id=g:4051825
Brindley Branch	id=g:4051826
Brilliant	id=g:4051827
Brindley Cemetery	id=g:4051828
Brindley Creek	id=g:4051829
Brindley Cemetery	id=g:4051830
Brindley Hollow	id=g:4051831
Brindley Hollow Spring	id=g:4051832
Brinn	id=g:4051833
Brisco Store	id=g:4051834
Briscoe	id=g:4051835
Brison Memorial Chapel	id=g:4051836
Bristol Store (historical)	id=g:4051837
Bristow	id=g:4051838
Bristow Cemetery	id=g:4051839
Bristow Cove	id=g:4051840
Brindley Mountain	id=g:4051841
Bristow Creek	id=g:4051842
Bristow Methodist Episcopal Church (historical)	id=g:4051843
Bristows Creek Watershed Dam Number 1	id=g:4051844
British Bay	id=g:4051845
Britton Branch	id=g:4051846
Bristow Spring	id=g:4051847
Broach Mill	id=g:4051848
Broad Branch	id=g:4051849
Britton Cemetery	id=g:4051850
Broad Street Methodist Church	id=g:4051851
Liveoak Missionary Baptist Church	id=g:4051852
Broad View	id=g:4051853
Broadhead Creek	id=g:4051854
Broad Street Baptist Church	id=g:4051855
Broadhead Creek	id=g:4051856
Broadmoor	id=g:4051857
Broadnax Landing (historical)	id=g:4051858
Broadview	id=g:4051859
Broadway Church	id=g:4051860
Broadwells Mill	id=g:4051861
Brock Branch	id=g:4051862
Brock Cemetery	id=g:4051863
Brock Cemetery	id=g:4051864
Brock Chapel	id=g:4051865
Brock Church of Christ	id=g:4051866
Brock Gap	id=g:4051867
Brock Hall	id=g:4051868
Brock Mountain	id=g:4051869
Brock School (historical)	id=g:4051870
Brocks (historical)	id=g:4051871
Brocks Mill (historical)	id=g:4051872
Brockway Creek	id=g:4051873
Broadmoor	id=g:4051874
Brodrick Branch	id=g:4051875
Brodnax Bar	id=g:4051876
Broglan Branch	id=g:4051877
Broglen Branch	id=g:4051878
Broglen River	id=g:4051879
Brogue Branch	id=g:4051880
Broken Arrow Cemetery	id=g:4051881
Broken Arrow Creek	id=g:4051882
Broken Arrow Church	id=g:4051883
Broken Arrow Creek	id=g:4051884
Broken Arrow Creek	id=g:4051885
Broken Arrow Shoals	id=g:4051886
Broken Leg Creek	id=g:4051887
Broken Bar (historical)	id=g:4051888
Bromley School	id=g:4051889
Brompton	id=g:4051890
Bronson Creek	id=g:4051891
Bromley	id=g:4051892
Brook Cedron Cemetery	id=g:4051893
Brook Highland	id=g:4051894
Brook Mountain	id=g:4051895
Brooke Hill School	id=g:4051896
Brooke Memorial Baptist Church	id=g:4051897
Brookhaven	id=g:4051898
Brookhaven Baptist Church	id=g:4051899
Brookhaven Church	id=g:4051900
Brookhaven Methodist Church	id=g:4051901
Brookhaven Middle School	id=g:4051902
Brookhurst	id=g:4051903
Brookhurst	id=g:4051904
Brooking Mill Creek	id=g:4051905
Bronson Ford	id=g:4051906
Brooklane Place	id=g:4051907
Brookley Air Force Base (historical)	id=g:4051908
Brookley Airport	id=g:4051909
Brooklyn	id=g:4051910
Brooklyn	id=g:4051911
Brooklyn	id=g:4051912
Brooklyn Academy (historical)	id=g:4051913
Brooklyn Baptist Church	id=g:4051914
Brooklyn Cemetery	id=g:4051915
Brooklyn Cemetery	id=g:4051916
Brooklyn Congregational Methodist Church	id=g:4051917
Brooklyn Church	id=g:4051918
Brooklyn Church	id=g:4051919
Brooklyn Cumberland Presbyterian Church	id=g:4051920
Brooklyn Holiness Church	id=g:4051921
Brooklyn Missionary Baptist Church	id=g:4051922
Brooklyn United Methodist Church	id=g:4051923
Brooklyn Zion School (historical)	id=g:4051924
Brookmeade	id=g:4051925
Brookmont	id=g:4051926
Brooks	id=g:4051927
Brooks Acres	id=g:4051928
Brooks Branch	id=g:4051929
Brooklane Church	id=g:4051930
Brooks Cemetery	id=g:4051931
Brooks Cemetery	id=g:4051932
Brooks Church	id=g:4051933
Brooks Crossroads	id=g:4051934
Brooks Dam	id=g:4051935
Brooks Estates	id=g:4051936
Brooks Farm Lake	id=g:4051937
Brooks Farm Pond	id=g:4051938
Brooks Farm Pond Dam	id=g:4051939
Brooks Graves	id=g:4051940
Brooks Hall	id=g:4051941
Brooks High School	id=g:4051942
Brooks Lake	id=g:4051943
Brooks Lake Number Two	id=g:4051944
Brooks Lookout Tower	id=g:4051945
Brooks Memorial Church	id=g:4051946
Brooks Mountain	id=g:4051947
Brooks Number 2 Dam	id=g:4051948
Brooks School	id=g:4051949
Brooks School (historical)	id=g:4051950
Brooks Spring	id=g:4051951
Brooks Spring Mountain	id=g:4051952
