Qaanaaq	id=g:3831208
Sembou Kourou	id=g:2415818
Sembou	id=g:2415819
Sembaya	id=g:2415820
Sembakounian	id=g:2415821
Sembafagatou	id=g:2415822
Fello Selouma	id=g:2415823
Selouma	id=g:2415824
Selouma	id=g:2415825
Selo Kouré	id=g:2415826
Sélo	id=g:2415827
Sélinngbala	id=g:2415828
Sélingué	id=g:2415829
Sélia	id=g:2415830
Séley Pompo	id=g:2415831
Séley	id=g:2415832
Seley	id=g:2415833
Séley	id=g:2415834
Sélékongo	id=g:2415835
Séléa	id=g:2415836
Séla	id=g:2415837
Sékourou	id=g:2415838
Sékoulou	id=g:2415839
Sékoudougou	id=g:2415840
Bowal Sékou	id=g:2415841
Sékoto	id=g:2415842
Sekoro	id=g:2415843
Sékoro	id=g:2415844
Sékoro	id=g:2415845
Sékoréa	id=g:2415846
Sékoréa	id=g:2415847
Sékofoli	id=g:2415848
Séko	id=g:2415849
Sèkhèbadé	id=g:2415850
Seinséry	id=g:2415851
Seïni	id=g:2415852
Sein	id=g:2415853
Seïmandougou	id=g:2415854
Seïmana	id=g:2415855
Seidou	id=g:2415856
Seïa	id=g:2415857
Sehipa	id=g:2415858
Sehipa	id=g:2415859
Séguéya	id=g:2415860
Bowal Séguéréfougou	id=g:2415861
Séguéréfougou	id=g:2415862
Seguembe Kourou	id=g:2415863
Séguéla	id=g:2415864
Séguéfou	id=g:2415865
Séguédénia	id=g:2415866
Séguébani	id=g:2415867
Segbemaï	id=g:2415868
Segbelazou	id=g:2415869
Segbédougou	id=g:2415870
Segbédou	id=g:2415871
Segbé	id=g:2415872
Segba	id=g:2415873
Séfouré	id=g:2415874
Séfounou	id=g:2415875
Séfouno	id=g:2415876
Sédougou	id=g:2415877
Sédima	id=g:2415878
Sedakoudou	id=g:2415879
Sédabolon	id=g:2415880
Sébouri	id=g:2415881
Venndou Sébou	id=g:2415882
Sébori	id=g:2415883
Sébétarani	id=g:2415884
Sébénikili	id=g:2415885
Sébélassou	id=g:2415886
Sébékoro	id=g:2415887
Sébékero	id=g:2415888
Sébékémé	id=g:2415889
Fello Sébékélé	id=g:2415890
Sébéfarani	id=g:2415891
Sébaya	id=g:2415892
Sébadougou	id=g:2415893
Séan	id=g:2415894
Seako	id=g:2415895
Sé	id=g:2415896
Sclifara	id=g:2415897
Sayodougou	id=g:2415898
Sayintan	id=g:2415899
Sayama	id=g:2415900
Sayalo	id=g:2415901
Saya	id=g:2415902
Say	id=g:2415903
Sauzia	id=g:2415904
Saumon	id=g:2415905
Satina	id=g:2415906
Satiguia	id=g:2415907
Sataméli	id=g:2415908
Sassina	id=g:2415909
Sassi	id=g:2415910
Sassankowa	id=g:2415911
Sassani	id=g:2415912
Sassani	id=g:2415913
Sassama	id=g:2415914
Sassama	id=g:2415915
Sassama	id=g:2415916
Sassama	id=g:2415917
Sassa	id=g:2415918
Sasakoloné Kourou	id=g:2415919
Sarro	id=g:2415920
Saroudia	id=g:2415921
Saroudia	id=g:2415922
Sarinka	id=g:2415923
Saréya	id=g:2415924
Saré Toboye	id=g:2415925
Saré Tehikam	id=g:2415926
Saressin	id=g:2415927
Saré Paté	id=g:2415928
Saré Oupa	id=g:2415929
Saré Modi	id=g:2415930
Saré Kolia	id=g:2415931
Saré Kébé	id=g:2415932
Saré Kalina Houndé	id=g:2415933
Sarékali	id=g:2415934
Saré Hogo	id=g:2415935
Saré Guido	id=g:2415936
Saré Guélado	id=g:2415937
Saré Goumbambel	id=g:2415938
Saréfoula	id=g:2415939
Saré Fara	id=g:2415940
Saré Dounia Sambassara	id=g:2415941
Saré Dounia	id=g:2415942
Saré Djimi	id=g:2415943
Saré-Demmba	id=g:2415944
Saréboval	id=g:2415945
Saré Bourem	id=g:2415946
Saré Bourem	id=g:2415947
Sarébodio	id=g:2415948
Saré Bessoro	id=g:2415949
Sarébani	id=g:2415950
Sarébani	id=g:2415951
Saré Bagui	id=g:2415952
Saré Ambori	id=g:2415953
Saré Almidou	id=g:2415954
Saré Alkèné	id=g:2415955
Saré Aladji Tierno	id=g:2415956
Saré Abdoulaye	id=g:2415957
Saré	id=g:2415958
Sardou	id=g:2415959
Sardou	id=g:2415960
Saraya	id=g:2415961
Saraya	id=g:2415962
Saraya	id=g:2415963
Saraya	id=g:2415964
Saratigui	id=g:2415965
Sarankoutaya	id=g:2415966
Sarangaïka	id=g:2415967
Sarang	id=g:2415968
Saramardou	id=g:2415969
Saramanian	id=g:2415970
Saramadia	id=g:2415971
Sarala	id=g:2415972
Sarakondyi	id=g:2415973
Sarafilaya	id=g:2415974
Sarabolé	id=g:2415975
Sarabé	id=g:2415976
Sarabaya Kourou	id=g:2415977
Sarabaya	id=g:2415978
Sarabaga	id=g:2415979
Sarabadou	id=g:2415980
Sarabadou	id=g:2415981
Sarabadafarani	id=g:2415982
Sapiani	id=g:2415983
Saousoudougou	id=g:2415984
Saourou	id=g:2415985
Saourou	id=g:2415986
Saouro	id=g:2415987
Saoura Kourou	id=g:2415988
Saouradou	id=g:2415989
Saoundou	id=g:2415990
Saoulou	id=g:2415991
Saoulé	id=g:2415992
Saorou	id=g:2415993
Saobéré	id=g:2415994
Santo	id=g:2415995
Santimolya	id=g:2415996
Santiguila	id=g:2415997
Fello Santiguia	id=g:2415998
Santiguia	id=g:2415999
Santiguia	id=g:2416000
Santiguia	id=g:2416001
Santiguia	id=g:2416002
Santhia	id=g:2416003
Santarella	id=g:2416004
Santarella	id=g:2416005
Santara	id=g:2416006
Santankoro	id=g:2416007
Santani	id=g:2416008
Santa	id=g:2416009
Sansarala	id=g:2416010
Sansara	id=g:2416011
Sansanyi	id=g:2416012
Sansanni	id=g:2416013
Sansan Koura	id=g:2416014
Sansanko	id=g:2416015
Sansanghi	id=g:2416016
Sansando	id=g:2416017
Sansando	id=g:2416018
Sansando	id=g:2416019
Sansandi Kourou	id=g:2416020
Sansanbou	id=g:2416021
Sansanbaya	id=g:2416022
Sansan	id=g:2416023
Sansan	id=g:2416024
Sansan	id=g:2416025
Sansan	id=g:2416026
Sansamadou	id=g:2416027
Sansalé	id=g:2416028
Sanpolia	id=g:2416029
Sanouya	id=g:2416030
Sanokola	id=g:2416031
Sanofilala	id=g:2416032
Sannou	id=g:2416033
San Kolodou	id=g:2416034
Sankoli	id=g:2416035
Sanko	id=g:2416036
Sanko	id=g:2416037
Sankirissa	id=g:2416038
Bowal Sankiri	id=g:2416039
Bowal Sankiri	id=g:2416040
Sankiniana	id=g:2416041
Sankiné	id=g:2416042
Sankassou	id=g:2416043
Sankaran Dantaré	id=g:2416044
Fello Sankaran	id=g:2416045
Sankaran	id=g:2416046
Sankaran	id=g:2416047
Sankaman	id=g:2416048
Sankama	id=g:2416049
Sankama	id=g:2416050
Sankali	id=g:2416051
Sankadougou	id=g:2416052
Sanka	id=g:2416053
Sanissia	id=g:2416054
Saniola	id=g:2416055
Saniola	id=g:2416056
Saningui	id=g:2416057
Sanikongo	id=g:2416058
Sanigbé	id=g:2416059
Sanguia	id=g:2416060
Sanguéya	id=g:2416061
Sanguétank	id=g:2416062
Sangué	id=g:2416063
Sangoya	id=g:2416064
Sangoya	id=g:2416065
Sangouya	id=g:2416066
Sangouya	id=g:2416067
Sangounia	id=g:2416068
Sangouéla	id=g:2416069
Sangouanian	id=g:2416070
Sangou	id=g:2416071
Sangosifarani	id=g:2416072
Sangoho	id=g:2416073
Sangodiya	id=g:2416074
Sangbaye	id=g:2416075
Sangbayan	id=g:2416076
Sangbaouali	id=g:2416077
Sangbandougou	id=g:2416078
Sangban	id=g:2416079
Baie de Sangareya	id=g:2416080
Sangaréya	id=g:2416081
Sangaréya	id=g:2416082
Sangaréya	id=g:2416083
Sangarella	id=g:2416084
Sangarédi	id=g:2416085
Sangarédi	id=g:2416086
Sangaré-Bowal	id=g:2416087
Sangaré	id=g:2416088
Sangardo	id=g:2416089
Sangardo	id=g:2416090
Sangaranmadia	id=g:2416091
Sangaou Ya	id=g:2416092
Sanganian	id=g:2416093
Bowal Sangan	id=g:2416094
Sangan	id=g:2416095
Sangan	id=g:2416096
Sangalé	id=g:2416097
Sangalagoyan	id=g:2416098
Sangalabadou	id=g:2416099
Sangalabadou	id=g:2416100
Sangakouré	id=g:2416101
Sangadou	id=g:2416102
Sangadou	id=g:2416103
Sanga	id=g:2416104
Sanfina	id=g:2416105
Sanéba	id=g:2416106
Sandja Tongui	id=g:2416107
Sandikodou	id=g:2416108
Sandian	id=g:2416109
Sandia Kolé	id=g:2416110
Sandia	id=g:2416111
Sandia	id=g:2416112
Sandia	id=g:2416113
Sandia	id=g:2416114
Sandia	id=g:2416115
Sandia	id=g:2416116
Sandia	id=g:2416117
Sandia	id=g:2416118
Sandeniaki	id=g:2416119
Sanden	id=g:2416120
Sandem Kourou	id=g:2416121
Sandédou	id=g:2416122
Sandaya	id=g:2416123
Sandankoro	id=g:2416124
Sandankoro	id=g:2416125
Sandankoro	id=g:2416126
Sandankoro	id=g:2416127
Sandanko	id=g:2416128
Sandala	id=g:2416129
Sanda	id=g:2416130
Sanbouya	id=g:2416131
Sanboey	id=g:2416132
Sanbaya	id=g:2416133
Sanbadiouri	id=g:2416134
Sanaya	id=g:2416135
Sanaya	id=g:2416136
Sanata	id=g:2416137
Sanata	id=g:2416138
Sanarabé	id=g:2416139
Sanara	id=g:2416140
Sananmouroukolé	id=g:2416141
Sanankoro Sanou	id=g:2416142
Sanankoroni	id=g:2416143
Sanankoroni	id=g:2416144
Sanankoroni	id=g:2416145
Sanankoroni	id=g:2416146
Sanankoro	id=g:2416147
Sanankoro	id=g:2416148
Sanankoro	id=g:2416149
Sananfarani	id=g:2416150
Sananfarani	id=g:2416151
Sananbaladougou	id=g:2416152
Sanana	id=g:2416153
Sanambala	id=g:2416154
Sanambakoro	id=g:2416155
Sanama	id=g:2416156
Sanadou	id=g:2416157
Sanabé Kourou	id=g:2416158
Sana	id=g:2416159
Sampouyara	id=g:2416160
Sampiri	id=g:2416161
Samouya	id=g:2416162
Samoussa Yessé	id=g:2416163
Samourou	id=g:2416164
Samourala	id=g:2416165
Samoukadougou	id=g:2416166
Samou	id=g:2416167
Samoé	id=g:2416168
Samodougou	id=g:2416169
Saminfoi	id=g:2416170
Samenta	id=g:2416171
Samédougou	id=g:2416172
Samé	id=g:2416173
Samboudou	id=g:2416174
Sambeldo	id=g:2416175
Sambaya Péquéty	id=g:2416176
Sambaya Kokoun	id=g:2416177
Sambaya Foula	id=g:2416178
Sambaya Dimbereya	id=g:2416179
Sambaya Dialonké	id=g:2416180
Sambaya Baleya	id=g:2416181
Fello Sambaya	id=g:2416182
Sambaya	id=g:2416183
Sambaya	id=g:2416184
Sambaya	id=g:2416185
Sambaya	id=g:2416186
Samba Poulo	id=g:2416187
Sambaouali	id=g:2416188
Sambamoudoula	id=g:2416189
Sambaldé Boïni	id=g:2416190
Sambaldé	id=g:2416191
Sambakourou	id=g:2416192
Sambaïlo	id=g:2416193
Sambahoum	id=g:2416194
Rio Bussunca	id=g:2416195
Samba	id=g:2416196
Samba	id=g:2416197
Samayakoudani	id=g:2416198
Samaya	id=g:2416199
Samaya	id=g:2416200
Samaya	id=g:2416201
Samaya	id=g:2416202
Samaya	id=g:2416203
Samaya	id=g:2416204
Samatondé	id=g:2416205
Samantan	id=g:2416206
Samansira	id=g:2416207
Samankou	id=g:2416208
Samankoto	id=g:2416209
Samaninké	id=g:2416210
Samané	id=g:2416211
Samandou	id=g:2416212
Lac Samanantan	id=g:2416213
Samana	id=g:2416214
Saman	id=g:2416215
Saman	id=g:2416216
Samalakourou	id=g:2416217
Samalakolé	id=g:2416218
Samakonko	id=g:2416219
Samakissan	id=g:2416220
Samadougou	id=g:2416221
Samadogotou Kourou	id=g:2416222
Saloya	id=g:2416223
Salounian	id=g:2416224
Salounia	id=g:2416225
Salou	id=g:2416226
Salona	id=g:2416227
Salo	id=g:2416228
Pointe Sallatouk	id=g:2416229
Saliya	id=g:2416230
Salifouya	id=g:2416231
Sali	id=g:2416232
Salesses Gare	id=g:2416233
Salendala	id=g:2416234
Salékanié	id=g:2416235
Salé	id=g:2416236
Salé	id=g:2416237
Salamodia	id=g:2416238
Salaminiatini	id=g:2416239
Salambandé	id=g:2416240
Salambandé	id=g:2416241
Salamalé	id=g:2416242
Salamaï	id=g:2416243
Salakolo	id=g:2416244
Salako	id=g:2416245
Salako	id=g:2416246
Salagbé	id=g:2416247
Saladougou	id=g:2416248
Saladalakolé	id=g:2416249
Sala	id=g:2416250
Sala	id=g:2416251
Sala	id=g:2416252
Sakoya	id=g:2416253
Sakoya	id=g:2416254
Sakoya	id=g:2416255
Sakoulou	id=g:2416256
Sakouedou	id=g:2416257
Sakonko	id=g:2416258
Sakona	id=g:2416259
Sakoma	id=g:2416260
Sakoma	id=g:2416261
Sakolon	id=g:2416262
Sakodoutini	id=g:2416263
Sakodougou	id=g:2416264
Sakata	id=g:2416265
Sakaran	id=g:2416266
Sakanokola	id=g:2416267
Sakambaya	id=g:2416268
Sakala	id=g:2416269
Mont Sakafo	id=g:2416270
Sakadi	id=g:2416271
Sakabariley	id=g:2416272
Sakabari	id=g:2416273
Sakabamdo	id=g:2416274
Sainte-Thérèse	id=g:2416275
Saint-Antonin	id=g:2416276
Saint-Alexis	id=g:2416277
Saïn	id=g:2416278
Saïmafarané	id=g:2416279
Saiémoridougou	id=g:2416280
Saïalé	id=g:2416281
Saïalé	id=g:2416282
Sahanfara	id=g:2416283
Saguebé	id=g:2416284
Saguebé	id=g:2416285
Saguebé	id=g:2416286
Saguebaou	id=g:2416287
Sagou	id=g:2416288
Sagnondougou	id=g:2416289
Sagnia	id=g:2416290
Sagbéléa	id=g:2416291
Sagbé	id=g:2416292
Sagbala	id=g:2416293
Sagani	id=g:2416294
Safiya	id=g:2416295
Safinatanba	id=g:2416296
Safinakolé	id=g:2416297
Safina	id=g:2416298
Safina	id=g:2416299
Saférikolé	id=g:2416300
Saféri	id=g:2416301
Saféré	id=g:2416302
Safela	id=g:2416303
Safaran	id=g:2416304
Safakhouré	id=g:2416305
Safa	id=g:2416306
Sadougou	id=g:2416307
Sadou	id=g:2416308
Sadou	id=g:2416309
Sadou	id=g:2416310
Sadièye	id=g:2416311
Saddou	id=g:2416312
Saddou	id=g:2416313
Saddou	id=g:2416314
Sadassou	id=g:2416315
Sadanfodé	id=g:2416316
Sabrékalia	id=g:2416317
Saboukondo	id=g:2416318
Sabouïa	id=g:2416319
Sabouella	id=g:2416320
Sabouédou	id=g:2416321
Saboudougou	id=g:2416322
Sabouciré	id=g:2416323
Saboléa	id=g:2416324
Sabokoroda	id=g:2416325
Île de Sable	id=g:2416326
Sabiadougou	id=g:2416327
Sabéré Salam	id=g:2416328
Sabéré Sako	id=g:2416329
Sabéré-Kassinian	id=g:2416330
Fello Sabéré Faran	id=g:2416331
Sabéré Faran	id=g:2416332
Sabéré Eri	id=g:2416333
Sabérédougou	id=g:2416334
Sabéré-Bara	id=g:2416335
Fello Sabéré Bani	id=g:2416336
Sabéré Bani	id=g:2416337
Sabéré Bani	id=g:2416338
Fello Sabéré	id=g:2416339
Sabéré	id=g:2416340
Sabéré	id=g:2416341
Sabéré	id=g:2416342
Sabendé	id=g:2416343
Sabara-Koura	id=g:2416344
Sabalia	id=g:2416345
Sabalia	id=g:2416346
Sabakoro	id=g:2416347
Saba	id=g:2416348
Saba	id=g:2416349
Saânya	id=g:2416350
Saanama	id=g:2416351
Saadougou	id=g:2416352
Saadougou	id=g:2416353
Saadou	id=g:2416354
Saadou	id=g:2416355
Saadou	id=g:2416356
Saadou	id=g:2416357
Saabéré Ngayou	id=g:2416358
Sa	id=g:2416359
Roundé-Tanbou	id=g:2416360
Roundé-Sangui	id=g:2416361
Roundéoubou	id=g:2416362
Roundé-Héré	id=g:2416363
Roundé Haïré	id=g:2416364
Roundé Denda	id=g:2416365
Rounde Dara	id=g:2416366
Roundé Bennsané	id=g:2416367
Île Roume	id=g:2416368
Rougou Oudou Oudououol	id=g:2416369
Fello Rougou	id=g:2416370
Rorougna	id=g:2416371
Rondéfodéya	id=g:2416372
Rogbané	id=g:2416373
La Tête de Roche	id=g:2416374
Robompa	id=g:2416375
Robané	id=g:2416376
Pointe Répin	id=g:2416377
Ratoma	id=g:2416378
Rafou	id=g:2416379
Quiyinnin	id=g:2416380
Île Quito	id=g:2416381
Quimpako	id=g:2416382
Quégneboko	id=g:2416384
Bancs de la Prudente	id=g:2416385
Prèdou	id=g:2416386
Powal Gokikolo	id=g:2416387
Pouro	id=g:2416388
Pouraragui	id=g:2416389
Pouniar	id=g:2416390
Poundouali	id=g:2416391
Poumou Va	id=g:2416392
Île Poulet	id=g:2416393
Poukou	id=g:2416394
Pouha	id=g:2416395
Poudoukou	id=g:2416396
Potopoto	id=g:2416397
Potopata	id=g:2416398
Potikoko Ya	id=g:2416399
Posséya	id=g:2416400
Portofita	id=g:2416401
Port-Kamsar	id=g:2416402
Porodji	id=g:2416403
Porédaka	id=g:2416404
Poporé	id=g:2416405
Popokoni	id=g:2416406
Popodji	id=g:2416407
Popodara	id=g:2416408
Popaya	id=g:2416409
Bowal Pontiolo	id=g:2416410
Pontaligny	id=g:2416411
Rio Pongo	id=g:2416412
Pondodou	id=g:2416413
Pompolon	id=g:2416414
Pomaré	id=g:2416415
Poloni Ya	id=g:2416416
Polo	id=g:2416417
Politio	id=g:2416418
Polando	id=g:2416419
Pola	id=g:2416420
Pohé	id=g:2416422
Pogon	id=g:2416423
Poé	id=g:2416424
Podouguessou	id=g:2416425
Poboguié	id=g:2416426
Pobenguo	id=g:2416427
Poa	id=g:2416428
Poa	id=g:2416429
Poa	id=g:2416430
Plateau de Verga	id=g:2416431
Pointe Plate	id=g:2416432
Pitika Lankon	id=g:2416433
Pitika	id=g:2416434
Pitika	id=g:2416435
Pitika	id=g:2416436
Pitika	id=g:2416437
Pitika	id=g:2416438
Pitika	id=g:2416439
Préfecture de Pita	id=g:2416440
Fello Pita	id=g:2416441
Pita	id=g:2416442
Pita	id=g:2416443
Pita	id=g:2416444
Pinsou	id=g:2416445
Pinselli	id=g:2416446
Pinéta	id=g:2416447
Pineta	id=g:2416448
Piné	id=g:2416449
Pindédou	id=g:2416450
Passe des Pilotes	id=g:2416451
Pilimini	id=g:2416452
Pilel-Bowal	id=g:2416453
Pilel	id=g:2416454
Piké	id=g:2416455
Mont Pierre Richaud	id=g:2416456
Piékonda	id=g:2416457
Piebo Ya	id=g:2416458
Piaro	id=g:2416459
Petty	id=g:2416460
Petta	id=g:2416461
Pétou	id=g:2416462
Petit Gouan	id=g:2416463
Petit Gouan	id=g:2416464
Pétéwol	id=g:2416465
Pétéwol	id=g:2416466
Pété Sori	id=g:2416467
Pété Noudé	id=g:2416468
Pété Mamadou Ali	id=g:2416469
Petel Komo	id=g:2416470
Pétéla	id=g:2416471
Pétéla	id=g:2416472
Pétel	id=g:2416473
Pétel	id=g:2416474
Pété Hammé	id=g:2416475
Pétédié	id=g:2416476
Pété	id=g:2416477
Périnet	id=g:2416478
Péré	id=g:2416479
Pépoli	id=g:2416480
Péoaou	id=g:2416481
Péoaou	id=g:2416482
Pénouma	id=g:2416483
Pennou	id=g:2416484
Pénédiou	id=g:2416485
Péna Yallo	id=g:2416486
Péna	id=g:2416487
Pelloye Niabi	id=g:2416488
Pelloye Guinki	id=g:2416489
Pelloye Guinki	id=g:2416490
Pelloye	id=g:2416491
Pelloum Paté	id=g:2416492
Pellou Edi	id=g:2416493
Pellou	id=g:2416494
Pellou	id=g:2416495
Pelloi	id=g:2416496
Pello	id=g:2416497
Pellel Toro	id=g:2416498
Pellel Kobi	id=g:2416499
Pellel Katata	id=g:2416500
Péllé Kidi	id=g:2416501
Pellal	id=g:2416502
Pellal	id=g:2416503
Péli	id=g:2416504
Pélessané	id=g:2416505
Pélébala Ya	id=g:2416506
Pêle	id=g:2416507
Péle	id=g:2416508
Pélé	id=g:2416509
Péla Mako	id=g:2416510
Péla	id=g:2416511
Péla	id=g:2416512
Pégétti	id=g:2416513
Pedi	id=g:2416514
Pècola	id=g:2416515
Pointe des Pêcheurs	id=g:2416516
Péa	id=g:2416518
Pe	id=g:2416519
Pazia	id=g:2416520
Pateïa	id=g:2416521
Patédougou	id=g:2416522
Tiangol Paté	id=g:2416523
Pelloum Paté	id=g:2416524
Passima	id=g:2416525
Passifaran	id=g:2416526
Passaya	id=g:2416527
Pasquetdou	id=g:2416528
Parora	id=g:2416529
Passe Paroisse	id=g:2416530
Paria	id=g:2416531
Paré	id=g:2416532
Para Ya	id=g:2416533
Parawol-Bowal	id=g:2416534
Parawol	id=g:2416535
Parawol	id=g:2416536
Parawol	id=g:2416537
Paraparazié	id=g:2416538
Paraoual	id=g:2416539
Paraol Niagui	id=g:2416540
Paraol Koubali	id=g:2416541
Paraol	id=g:2416542
Paramani	id=g:2416543
Paramangui	id=g:2416544
Parakanta	id=g:2416545
Paragui	id=g:2416546
Paragogo	id=g:2416547
Paradji	id=g:2416548
Paradie	id=g:2416549
Parabolé	id=g:2416550
Bowal Papa	id=g:2416551
Paoumka	id=g:2416552
Panziazou	id=g:2416553
Panziazou	id=g:2416554
Pan Ya	id=g:2416555
Panoumpou	id=g:2416556
Pano	id=g:2416557
Panini	id=g:2416558
Pango Ya	id=g:2416559
Pandédougou	id=g:2416560
Pananpou	id=g:2416561
Pan	id=g:2416562
Pampolé	id=g:2416563
Pamparé	id=g:2416564
Pampara	id=g:2416565
Pampako	id=g:2416566
Pampako	id=g:2416567
Pamgué	id=g:2416568
Paméré	id=g:2416569
Pamélap	id=g:2416570
Pambay	id=g:2416571
Paloma	id=g:2416572
Palé	id=g:2416573
Palatougui	id=g:2416574
Palaga	id=g:2416575
Pakaye	id=g:2416576
Pakaya	id=g:2416577
Païa	id=g:2416578
Pahérabara	id=g:2416579
Pahan	id=g:2416580
Pagnini	id=g:2416581
Pabou	id=g:2416582
Oyouka	id=g:2416583
Oyo	id=g:2416584
Oyé	id=g:2416585
O Ya	id=g:2416586
Owé	id=g:2416587
Ouzou	id=g:2416588
Ouzik	id=g:2416589
Ouzié	id=g:2416590
Ouzézézou	id=g:2416591
Ouzaroulazou	id=g:2416592
Ouyéyé	id=g:2416593
Ouyégo	id=g:2416594
Ouyé	id=g:2416595
Ouyé	id=g:2416596
Ouyarotéro	id=g:2416597
Ouyari	id=g:2416598
Ouyane	id=g:2416599
Ouyan	id=g:2416600
Ouyala	id=g:2416601
Fello Ouyabé	id=g:2416602
Ouyabé	id=g:2416603
Ouyaba	id=g:2416604
Outounou	id=g:2416605
Outirak	id=g:2416606
Outala	id=g:2416607
Outakourou	id=g:2416608
Oussouya	id=g:2416609
Oussouma	id=g:2416610
Oussoukonko	id=g:2416611
Oussoudougou	id=g:2416612
Oussonkoro	id=g:2416613
Ousson	id=g:2416614
Oussokorota	id=g:2416615
Oussédou	id=g:2416616
Oussalazou	id=g:2416617
Massif de l’ Oursa	id=g:2416618
Ourovaïé	id=g:2416619
Ourouzié	id=g:2416620
Ouroussako	id=g:2416621
Ourouss	id=g:2416622
Ourourou	id=g:2416623
Ourououroudougou	id=g:2416624
Bowal Ourouol	id=g:2416625
Ourouogada	id=g:2416626
Ourouogada	id=g:2416627
Ourouninda	id=g:2416628
Ourouninda	id=g:2416629
Ouroumpa Ya	id=g:2416630
Ourouméyé	id=g:2416631
Ouroumba	id=g:2416632
Ouroumakoro	id=g:2416633
Ouroulo Ye	id=g:2416634
Ourou Loumban	id=g:2416635
Ouroukoro	id=g:2416636
Ouroukoro	id=g:2416637
Ouroukoro	id=g:2416638
Ouroukonko	id=g:2416639
Ouroukonko	id=g:2416640
Ourouko	id=g:2416641
Ourouiou	id=g:2416642
Ourougada	id=g:2416643
Ouroufou	id=g:2416644
Ouroufaye	id=g:2416645
Ouroufay	id=g:2416646
Ourouézou	id=g:2416647
Ourouboto	id=g:2416648
Ouroubékoro	id=g:2416649
Ourouba	id=g:2416650
Ourouaraguizé	id=g:2416651
Ourou	id=g:2416652
Ouro Téliré	id=g:2416653
Ouroro	id=g:2416654
Ouropoué	id=g:2416655
Ouromi Ya	id=g:2416656
Ourokoro	id=g:2416657
Ourofello	id=g:2416658
Ouro Fello	id=g:2416659
Ourodji	id=g:2416660
Ourodji	id=g:2416661
Ourodji	id=g:2416662
Ourobayafi	id=g:2416663
Ouroba	id=g:2416664
Ouro	id=g:2416665
Ouro	id=g:2416666
Ourki	id=g:2416667
Ouriye	id=g:2416668
Ourirazou	id=g:2416669
Ouriouri	id=g:2416670
Ouriatou	id=g:2416671
Ourianinouna	id=g:2416672
Ouriala	id=g:2416673
Ouria	id=g:2416674
Ouria	id=g:2416675
Ouria	id=g:2416676
Ouria	id=g:2416677
Ouri	id=g:2416678
Ouréya	id=g:2416679
Ourémaï	id=g:2416680
Ouranga	id=g:2416681
Ouranbaya	id=g:2416682
Ourala	id=g:2416683
Ourakaré	id=g:2416684
Ourak	id=g:2416685
Ouradougou Kourou	id=g:2416686
Oupirdé	id=g:2416687
Ouoyokori	id=g:2416688
Ouoya	id=g:2416689
Ouotoula	id=g:2416690
Ouota	id=g:2416691
Ouossou	id=g:2416692
Ouossonkoro	id=g:2416693
Ouossokourou	id=g:2416694
Ouossokorouma	id=g:2416695
Ouossé	id=g:2416696
Ouorossi	id=g:2416697
Ouorono	id=g:2416698
Ouorohoni	id=g:2416699
Ouorofi	id=g:2416700
Ouorodou	id=g:2416701
Ouoro	id=g:2416702
Ouorénendo	id=g:2416703
Ouopolo	id=g:2416704
Ouonsonsaré	id=g:2416705
Bowal Ouonsonsantari	id=g:2416706
Bowal Ouonsonouol	id=g:2416707
Ouonsonouol	id=g:2416708
Ouono	id=g:2416709
Ouonili	id=g:2416710
Ouong	id=g:2416711
Ouondédou	id=g:2416712
Ouomé	id=g:2416713
Womba River	id=g:2416714
Ouoloyé	id=g:2416715
Ouoloyakoélé	id=g:2416716
Ouoloyakoélé	id=g:2416717
Ouolon	id=g:2416718
Ouolokola	id=g:2416719
Ouolo	id=g:2416720
Ouoldou	id=g:2416721
Ouokouama	id=g:2416722
Ouokouama	id=g:2416723
Ouodoboyé	id=g:2416724
Ouo	id=g:2416725
Ounsiré Diata	id=g:2416726
Ounsiré Bourédi	id=g:2416727
Ounou	id=g:2416728
Ounkoum	id=g:2416729
Ounié	id=g:2416730
Oungwariel	id=g:2416731
Ounéol	id=g:2416732
Oundouféré	id=g:2416733
Oundou Doula	id=g:2416734
Oundou	id=g:2416735
Oundou	id=g:2416736
Oundou	id=g:2416737
Oundou	id=g:2416738
Oundémia	id=g:2416739
Oundagne	id=g:2416740
Oumpi	id=g:2416741
Oumézia	id=g:2416742
Oumé	id=g:2416743
Oumboura	id=g:2416744
Oumbia	id=g:2416745
Oumbaya	id=g:2416746
Oumalé	id=g:2416747
Ouloyo	id=g:2416748
Ouloupouloui	id=g:2416749
Oulounkoubi	id=g:2416750
Ouloumou Va	id=g:2416751
Ouloukoye	id=g:2416752
Ouloukoro	id=g:2416753
Oulougna	id=g:2416754
Ouloubatinti	id=g:2416755
Ouloubatinti	id=g:2416756
Oulouba	id=g:2416757
Ouloua	id=g:2416758
Oulou	id=g:2416759
Oulopalayi	id=g:2416760
Oulo Ouloko	id=g:2416761
Oulondougou	id=g:2416762
Oulo	id=g:2416763
Oulimé	id=g:2416764
Oule Oule	id=g:2416765
Ouléou	id=g:2416766
Ouléla	id=g:2416767
Ouleinko	id=g:2416768
Oulei	id=g:2416769
Oulé	id=g:2416770
Oulaye	id=g:2416771
Oulandji	id=g:2416772
Oulandji	id=g:2416773
Oulako Doma	id=g:2416774
Oulako	id=g:2416775
Ouladin	id=g:2416776
Ouladin	id=g:2416777
Oula	id=g:2416778
Oukégué	id=g:2416779
Ouizié	id=g:2416780
