Wādī Medhar Brega	id=g:2469031
‘Ayn adh Dhi’bah	id=g:2471416
Wādī adh Dhi’b	id=g:2471417
Shu‘bat adh Dhi’b	id=g:2471418
Hanshīr adh Dhi’b	id=g:2471419
Aïn ed Dib	id=g:2471420
‘Ayn adh Dhi’b	id=g:2471421
Wādī Dhi’ābī	id=g:2471422
Wādī adh Dhi’āb	id=g:2471423
Satour ed Diab	id=g:2471424
Qulayb adh Dhi’āb	id=g:2471425
Marqab adh Dhi’āb	id=g:2471426
Kudyat adh Dhi’āb	id=g:2471427
Henchir ed Diab	id=g:2471428
Henchir el Diab	id=g:2471429
Aïne ed Diab	id=g:2471430
Jabal Dheroia	id=g:2471431
Jabal Dharawī	id=g:2471432
Wādī adh Dhahībāt	id=g:2471433
Wādī adh Dhahībāt	id=g:2471434
Ţawīl adh Dhahībāt	id=g:2471435
Qārat adh Dhahībāt	id=g:2471436
Kāf Derourhi	id=g:2471437
‘Ayn Dernis	id=g:2471438
Hanshīr Dernbi	id=g:2471439
Denndrah	id=g:2471440
Argoub ed Demrhaïa	id=g:2471441
Wādī Demetchine	id=g:2471442
Jebel Demaïne	id=g:2471443
Bir ed Dellala	id=g:2471444
Bi’r Dellal	id=g:2471445
Draa Delala	id=g:2471446
Dekrnia	id=g:2471447
Kāf ad Dekouane	id=g:2471448
Shu‘bat Dekharhna	id=g:2471449
Ḩasy Deidou	id=g:2471450
Shi‘b ad Dehess	id=g:2471451
Oued Deguene	id=g:2471452
Ra’s Degbi Marsa	id=g:2471453
Degache	id=g:2471454
Deffa al Qadīm	id=g:2471455
De Carnières	id=g:2471456
Aïn Debouba	id=g:2471457
Debilb	id=g:2471458
Hanshīr ad Debar	id=g:2471459
Chott ed Debaïa	id=g:2471460
Bi’r ad Debaïa	id=g:2471461
‘Ayn Debaga	id=g:2471462
Wādī ad Debab	id=g:2471463
Dazinville	id=g:2471464
Oued ed Deiik	id=g:2471465
Jabal Dayr al Asmi	id=g:2471466
Saline de Dimas	id=g:2471467
Rass Dimasse	id=g:2471468
Ḩasy Ḑayf Allāh	id=g:2471469
Douar Youssef Bey	id=g:2471470
Dawwār ‘Uwayn al Ḩajjāj	id=g:2471471
Douar Atmane Ben Hassene	id=g:2471472
Dawwār ‘Unq al Jamal	id=g:2471473
Dawwār ‘Umar Cherina	id=g:2471474
Dawwār Tīnjah	id=g:2471475
Douar Souk et Tnine	id=g:2471476
Sidi Othman	id=g:2471477
Dawwār Sīdī Şāliḩ Bin Ḩusayn	id=g:2471478
Dawwār Sīdī Muḩammad Bū al Qurūn	id=g:2471479
Douar Sidi Bou Hanech	id=g:2471480
Douar Sidi Ameur	id=g:2471481
Dawwār Shāwush Bū al Qāsim	id=g:2471482
Douar Chaïb	id=g:2471483
Douar Salah Ben Saad	id=g:2471484
Dawwār Ra’s al ‘Ayn	id=g:2471485
Douar Gournata	id=g:2471486
Douar Kmamsa	id=g:2471487
Dawwār Muḩammad Bū al Ḩājj Bū al Qāsim	id=g:2471488
Douar Mraf	id=g:2471489
Douar Messeftine	id=g:2471490
Douar Mennzel Ameur	id=g:2471491
Douar Lezdine	id=g:2471492
Douar Jaouel	id=g:2471493
Douar Jafeur	id=g:2471494
Dawwār Henna	id=g:2471495
Dawwār Ḩammūdah Sardūk	id=g:2471496
Dawwār Ḩammādah	id=g:2471497
Dawwār Guerfdjana	id=g:2471498
Douar Goungla	id=g:2471499
Douar Ghar Ouïnkel	id=g:2471500
Douar Farouja	id=g:2471501
Douar Dar Ramel	id=g:2471502
Douar Cherfech	id=g:2471503
Dawwār Bū Sem	id=g:2471504
Douar Bou Nefil	id=g:2471505
Douar Bel Aïd	id=g:2471506
Douar Bir es Soula	id=g:2471507
Douar Ben Mosbah	id=g:2471508
Douar Ben Mannsour	id=g:2471509
Douar Ben Jarou	id=g:2471510
Dawwār Bin Ḩasīm	id=g:2471511
Dar Ben Frej	id=g:2471512
Dawwār Bed	id=g:2471513
Douar Bechouk	id=g:2471514
Douar Beze	id=g:2471515
Douar Bayoud	id=g:2471516
Dawwār az Zughb	id=g:2471517
Dawwār az Zarqūn	id=g:2471518
Dawwār az Zarībah	id=g:2471519
Douar Oulad Zitoun	id=g:2471520
Dawwār Awlād Sīdī ‘Abīd	id=g:2471521
Dawwār Awlād Mas‘ūd	id=g:2471522
Dawwār Awlād Gana	id=g:2471523
Dawwār Awlād Bū ‘Azīz	id=g:2471524
Douar Oulad el Ouaar	id=g:2471525
Dawwār Awlād ‘Alī Bin Nāşir	id=g:2471526
Douar Oulad Haj Ahmed	id=g:2471527
Douar Oulad Abbas	id=g:2471528
Dawwār at Tawābi‘	id=g:2471529
Dawwār at Tallah	id=g:2471530
Douar et Taleb Ali	id=g:2471531
Douar es Soula	id=g:2471532
Douar Soualem	id=g:2471533
Douar ech Cheïkh Saad	id=g:2471534
Douar ech Chott	id=g:2471535
Douar ech Chatib	id=g:2471536
Douar ech Cheniti	id=g:2471537
Douar er Rainine	id=g:2471538
Dawwār al Waslātīyah	id=g:2471539
Douar el Ksir	id=g:2471540
Dawwār al Qawādirīyah	id=g:2471541
Douar el Mnara	id=g:2471542
Dawwār al Malikāt	id=g:2471543
Dawwār al Majānīn	id=g:2471544
Douar el Mabtouha	id=g:2471545
Dawwār al Mā’	id=g:2471546
Douar el Khima	id=g:2471547
Douar Kharrata	id=g:2471548
Douar Jouaouda	id=g:2471549
Dawwār ‘Alī Bin Khulūţ	id=g:2471550
Dawwār ‘Alī Bin az Zayn	id=g:2471551
Douar el Haouidh	id=g:2471552
Douar el Hofer	id=g:2471553
Dawwār al Ḩammāmjī	id=g:2471554
Dawwār al Ḩājj Wanīs	id=g:2471555
Douar el Haj Mannsour	id=g:2471556
Dawwār al Ḩājj Aḩmad	id=g:2471557
Douar el Haj Ahmed	id=g:2471558
Dawwār al Ḩājj Aḩmad	id=g:2471559
Douar el Hajerine	id=g:2471560
Douar el Ghirane	id=g:2471561
Dawwār al Frinine	id=g:2471562
Douar el Faroua	id=g:2471563
Douar el Felta	id=g:2471564
Dawwār al Bashīr	id=g:2471565
Dawwār al Barāshinīyah	id=g:2471566
Douar el Azaïzia	id=g:2471567
Douar el Arab	id=g:2471568
Douar el Aouata	id=g:2471569
Douar el Amamria	id=g:2471570
Douar el Adhla	id=g:2471571
Douar ed Douira	id=g:2471572
Douar ed Douimis	id=g:2471573
Douar Douaouda	id=g:2471574
Douar Dahmani	id=g:2471575
Ra’s ad Dawwār	id=g:2471576
‘Ayn ad Dawrah	id=g:2471577
Jebel ed Doum	id=g:2471578
Ḩasy ad Dawlah	id=g:2471579
Bi’r ad Dawlah	id=g:2471580
Jabal Dawāyah	id=g:2471581
Aïn Daouaïa	id=g:2471582
Shabakat ad Dawāwīr	id=g:2471583
Wādī ad Dawāmīs	id=g:2471584
Jebel Douames	id=g:2471585
Hanshīr ad Dawāmīs	id=g:2471586
Dawālah	id=g:2471587
Jabal Ḑaw’	id=g:2471588
Jebel Daouda	id=g:2471589
Bir Daoud	id=g:2471590
Bilād Dassour	id=g:2471591
Bi’r ad Dassa	id=g:2471592
Dashrat Zāwiyat Sīdī Şāliḩ	id=g:2471593
Dechret Sidi Hamada	id=g:2471594
Dechret Sefaïeb	id=g:2471595
Dechret Mannsoura	id=g:2471596
Dashrat Kāf ash Shāmī	id=g:2471597
Dechret Jenoua	id=g:2471598
Dashrat Chetlou	id=g:2471599
Dashrat Bū Tays	id=g:2471600
Dechret Bou Sabioun	id=g:2471601
Dechret Bou Dabouss	id=g:2471602
Bou Abdallah	id=g:2471603
Dar Ben Saïdane	id=g:2471604
Dechret Beni Abdallah	id=g:2471605
Dashrat Ballūţah	id=g:2471606
Dechret ez Zriba	id=g:2471607
Dechret Ouled Mohamed Ben Saïd	id=g:2471608
Dechret Ouled Aïssaoui	id=g:2471609
Dechret Touama	id=g:2471610
Douiret es Serdouk	id=g:2471611
Dashrat an Nechad	id=g:2471612
Douar el Ouslatia	id=g:2471613
Dashrat al Qulay‘ah	id=g:2471614
Dechret el Garia	id=g:2471615
Dechret el Guennara	id=g:2471616
Dechret el Gamboura	id=g:2471617
Dashrat al Oucelti	id=g:2471618
Dashrat al Mazārah	id=g:2471619
Dashrat al Kramet	id=g:2471620
Dechra el Hedaya	id=g:2471621
Dashrat al Ghār	id=g:2471622
Dechret Ghamlia	id=g:2471623
Dashrat al Fuqrah	id=g:2471624
Dashrat al Bahirine	id=g:2471625
Dashrat al ‘Ar‘arah	id=g:2471626
Dashrat al Aouach	id=g:2471627
Wādī ad Dashrah	id=g:2471628
Dār ‘Umrūs	id=g:2471629
Dār Umm Sa‘īd	id=g:2471630
Douar Amor Ben Ramah	id=g:2471631
Dar Suwayd	id=g:2471632
Dār Sūdān	id=g:2471633
Dar Sidi M’hamed ech Cherif	id=g:2471634
Dār Sīdī al Azhar	id=g:2471635
Dar Chaouch Ali Ben Khalifa	id=g:2471636
Dar Chabanne	id=g:2471637
Dār Şāliḩ Bey	id=g:2471638
Dār Sa‘d Bin Sa‘dī	id=g:2471639
Hanshīr ad Darrājī	id=g:2471640
Sebkhet Dar Rebiah	id=g:2471641
Jebel Dernaïa	id=g:2471642
Hanshīr ad Darnāyah	id=g:2471643
Dernaïa	id=g:2471644
Dar Naji	id=g:2471645
Dar Naheli	id=g:2471646
Dār Muḩammad Bū al Ḩājj ‘Alī	id=g:2471647
Dār Muḩammad Bin Mas‘ūd	id=g:2471648
Dār Muḩammad Bin Ibrāhīm	id=g:2471649
Dār Muḩammad Bin ‘Abd Allāh	id=g:2471650
Dār Mezab	id=g:2471651
Dār Mensbah	id=g:2471652
Dār Mas‘ūd Jibālī	id=g:2471653
Dār Marrouch	id=g:2471654
Dār Manzil Ibrāhīm	id=g:2471655
Dar Mansour	id=g:2471656
Dar Melloul	id=g:2471657
Dār Magoura	id=g:2471658
Dār Ktory	id=g:2471659
Dar Khaled	id=g:2471660
Dār Kāf al Ghurāb	id=g:2471661
Hanshīr Dār Juḩá	id=g:2471662
Aïn Dar Jaber	id=g:2471663
Dar Azdine	id=g:2471664
Ra’s Darīnah	id=g:2471665
‘Ayn ad Darīn	id=g:2471666
Dar Hassine Ben Ameur	id=g:2471667
Hanshīr Dār Ḩassān	id=g:2471668
Dar Hassen Zegoulli	id=g:2471669
Dār Ḩasan al Murābiţ	id=g:2471670
Dār Ḩasan al Māwī	id=g:2471671
Jabal ad Darhariet	id=g:2471672
Dar Hamdane	id=g:2471673
Dār Ḩalfāwī	id=g:2471674
Dar Farjouna	id=g:2471675
Dār Farīkāt	id=g:2471676
Koudiat Dardouria	id=g:2471677
Jebel Dardyss	id=g:2471678
Dār Derouat	id=g:2471679
Aïn Dardara	id=g:2471680
Dār Bū Zayd	id=g:2471681
Dar Bou Ramdame	id=g:2471682
Dār Bū Qaţţāyah	id=g:2471683
Dar Bou Gadoum	id=g:2471684
Dār Bū Ḑiyā’	id=g:2471685
Dar Bou Aziz	id=g:2471686
Dar Bel Louaar	id=g:2471687
Dar Bel Ouar	id=g:2471688
Dār Bū al Qāsim	id=g:2471689
Dar Ben Zineb	id=g:2471690
Dar Ben Maali	id=g:2471691
Dār Bin al Ḩājj	id=g:2471692
Dār Bertmil	id=g:2471693
Bir ed Derbali	id=g:2471694
‘Ayn Dār Bahīm	id=g:2471695
Oued ed Darb	id=g:2471696
Dār az Zayn	id=g:2471697
Jabal ad Dārayn	id=g:2471698
Ouled Sidi Ferhatt	id=g:2471699
Dār Awlād Khalīfah	id=g:2471700
Oulad Mrabot	id=g:2471701
Dar et Touibia	id=g:2471702
Dar Taleb Hassene	id=g:2471703
‘Urqūb ad Darat	id=g:2471704
Dar Serdouk	id=g:2471705
Dār aş Şāfī	id=g:2471706
Dar Cheikh Brahim	id=g:2471707
Bi’r Dār ash Shaykh	id=g:2471708
Dar ech Chaouch Abd Alla	id=g:2471709
Dar ech Chroua	id=g:2471710
Aïn ed Draga	id=g:2471711
Wādī ad Daraq	id=g:2471712
Dar el Oudiane	id=g:2471713
Dar el Oussif	id=g:2471714
Jebel Dar el Kasba	id=g:2471715
Dār al Qanţarah	id=g:2471716
Dār al Qābisī	id=g:2471717
Dar Mouaddenne Ben Kassem	id=g:2471718
Douar Mesratia	id=g:2471719
Dar el Menngoub	id=g:2471720
Hanshīr Dār ‘Allūsh	id=g:2471721
Dar el Knissa	id=g:2471722
Dār al Jundī	id=g:2471723
Dār al Jarbī	id=g:2471724
Douar Jelelba	id=g:2471725
Dār ‘Alī Bin Ḩassān	id=g:2471726
Dar Ali Ben Hamidou	id=g:2471727
Dar Ali Sfaxi	id=g:2471728
Dar el Haj Youssef	id=g:2471729
Dar el Haj Salih Ben Moubarak	id=g:2471730
Dār al Ḩājj Ḩasan	id=g:2471731
Dār al Ḩājj ‘Alī Bin Sulaymān	id=g:2471732
Dār al Ghālib	id=g:2471733
Douar Fellah	id=g:2471734
Dār al Bāy	id=g:2471735
Dār al Bāy	id=g:2471736
Dar el Bey	id=g:2471737
Dar el Aouani	id=g:2471738
Dar el Aroussi	id=g:2471739
Rass ed-Drek	id=g:2471740
Dār Aḩmad Bin Sa‘īd	id=g:2471741
Dar ed Draga	id=g:2471742
Dar Dahmani	id=g:2471743
Dār ad Dabbūs	id=g:2471744
Hassi ed Drablia	id=g:2471745
Dar Abd Allah	id=g:2471746
Dār ‘Abd Allāh	id=g:2471747
Dar Abd el Jellil	id=g:2471748
Dār ‘Abd al ‘Azīz	id=g:2471749
Bi’r Daoula	id=g:2471750
Jebel Daouess	id=g:2471751
‘Urqūb Daouas	id=g:2471752
Hanshīr Daouadi	id=g:2471753
Oued Damous	id=g:2471754
Wādī ad Dāmūs	id=g:2471755
Wādī ad Dāmūs	id=g:2471756
Jabal ad Dāmūs	id=g:2471757
Hanshīr ad Dāmūs	id=g:2471758
‘Ayn ad Dāmūs	id=g:2471759
‘Ayn ad Dāmūs	id=g:2471760
Kudyat Ḑamrānah	id=g:2471761
Shūshat aḑ Ḑamrān	id=g:2471762
Shabakat aḑ Ḑamrān	id=g:2471763
Bi’r Dammey	id=g:2471764
Bi’r Ḑamārīnah	id=g:2471765
Wādī ad Dam	id=g:2471766
Wādī ad Dam	id=g:2471767
Oued Dalloussi	id=g:2471768
Henchir ed Dalia	id=g:2471769
Aïn ed Dalia	id=g:2471770
Jabal Dakhlat az Zamīt	id=g:2471771
Oued Dakhlet el Aajaj	id=g:2471772
Wādī ad Dakhlah	id=g:2471773
Ra’s ad Dakhlah	id=g:2471774
‘Ayn ad Dakhlah	id=g:2471775
Dakhīlat al Qawāţinah	id=g:2471776
Wādī ad Dakhīlah	id=g:2471777
Wādī ad Dakhīlah	id=g:2471778
Sabkhat ad Dakhīlah	id=g:2471779
Jabal ad Dakhīlah	id=g:2471780
Jebel ed Dekrila	id=g:2471781
Station de Dakla	id=g:2471782
Dakāmis aş Şaghīr	id=g:2471783
Dakāmis al Kabīr	id=g:2471784
Sayḩ Dajājah	id=g:2471785
‘Ayn Dajājah	id=g:2471786
Shu‘bat ad Dajāj	id=g:2471787
Dahmani	id=g:2471788
Bi’r ad Daḩdāḩ az̧ Z̧ahrāwī	id=g:2471789
Bir ed Dahdah el Gueblaoui	id=g:2471790
Wādī Daghūmis	id=g:2471791
‘Uqlat Daghūmis	id=g:2471792
Jabal Daghūmis	id=g:2471793
Wādī Daghşān	id=g:2471794
Wādī Daghşān	id=g:2471795
Zamlat Daghmūs	id=g:2471796
Wādī Daghghūlīyah	id=g:2471797
Bi’r Daghāmir	id=g:2471798
Sāniyat ad Daghāghirah	id=g:2471799
Kāf ad Daghāghirah	id=g:2471800
Bir Deghaghra	id=g:2471801
Ḑaghāghah	id=g:2471802
Jabal ad Daghāfilah	id=g:2471803
Ra’s Dagardu	id=g:2471804
Wādī Daffah	id=g:2471805
Wādī ad Daf‘	id=g:2471806
Wādī ad Daf‘	id=g:2471807
Kudyat ad Daf‘	id=g:2471808
Jabal ad Daf‘	id=g:2471809
Wādī aḑ Ḑabwah	id=g:2471810
Kef ed Deboua	id=g:2471811
Jebel ed Debouaa	id=g:2471812
Hanshīr aḑ Ḑabwah	id=g:2471813
Bilād ad Dabdābah	id=g:2471814
Bilād ad Dabdābah	id=g:2471815
Bir Debbache	id=g:2471816
Majene ed Debba	id=g:2471817
Kāf ad Dabbah	id=g:2471818
Damouss ed Deba	id=g:2471819
Zamlat ad Dabash	id=g:2471820
Jabal ad Dabādīb	id=g:2471821
Debabcha	id=g:2471822
Kāf aḑ Ḑab‘	id=g:2471823
Jabal aḑ Ḑab‘	id=g:2471824
Jabal aḑ Ḑab‘	id=g:2471825
Hanshīr aḑ Ḑab‘	id=g:2471826
Bi’r ad Dab	id=g:2471827
Crétéville	id=g:2471828
Crémieuxville	id=g:2471829
Île Conigliera	id=g:2471830
Pointe du Condor	id=g:2471831
Claire Paul	id=g:2471832
Shaţţ Chtihatt Srhat	id=g:2471833
Hanshīr ash Chraf	id=g:2471834
Jabal Choulac	id=g:2471835
Z̧ahrat ash Chouggaf	id=g:2471836
Wādī Chouggaf	id=g:2471837
‘Uqlat Chouggaf	id=g:2471838
Hanshīr Chouggaf	id=g:2471839
Hanshīr Chouggaf	id=g:2471840
Wādī Chouchou	id=g:2471841
Jebel Chirich	id=g:2471842
Pointe des Chiens	id=g:2471843
Plaine de Chetrana	id=g:2471844
Bi’r ash Cheteya	id=g:2471845
Bir ech Chetaoua	id=g:2471846
Bi’r Cherouandi	id=g:2471847
Jazīrat ash Chermandia	id=g:2471848
Cheria	id=g:2471849
Bir ech Cherfi	id=g:2471850
Bi’r ash Cherfa	id=g:2471851
Cherfa	id=g:2471852
Jabal Cherb	id=g:2471853
Wādī ash Cherarik	id=g:2471854
Wadī Cheraïa	id=g:2471855
‘Ayn Cheraïa	id=g:2471856
Jebel ech Cheniti	id=g:2471857
Jabal Chenata	id=g:2471858
Hanshīr Chenah	id=g:2471859
Wādī ech Chemel	id=g:2471860
Wādī ech Chemel	id=g:2471861
Wādī ash Chellaïkia	id=g:2471862
Ḩasy Cheldoun	id=g:2471863
Bi’r Chelbi	id=g:2471864
Hanshīr Chehaya	id=g:2471865
Bilād ash Cheguetma	id=g:2471866
Jabal Chebli	id=g:2471867
Wādī Chebib	id=g:2471868
Bi’r ash Chebbou	id=g:2471869
Chebbaou	id=g:2471870
‘Ayn ash Chbiha	id=g:2471871
Chavannes le Chêne	id=g:2471872
Chassart-Teffaha	id=g:2471873
Charpin Ville	id=g:2471874
Wādī Charouri	id=g:2471875
Wādī ash Chardegaïa	id=g:2471876
Chandegoura	id=g:2471877
Wādī Chakmou	id=g:2471878
Col du Chaïd	id=g:2471879
Jabal Chafiet ash Chaba	id=g:2471880
Hanshīr Chafiet al Khawī	id=g:2471881
Pointe du Chacal	id=g:2471882
Anse du Chacal	id=g:2471883
Henchir Chabouni	id=g:2471884
Bir Chabouni	id=g:2471885
Bir Châbouni	id=g:2471886
Jabal Chabita	id=g:2471887
Chabbia	id=g:2471888
Chaaba	id=g:2471889
Cedriane	id=g:2471890
Cedeghien	id=g:2471891
Baie des Carrières	id=g:2471892
Pointe de la Carrière	id=g:2471893
Cape Bon	id=g:2471894
Îles Cani	id=g:2471895
Bi’r Bū Zuwaytah	id=g:2471896
Bi’r Bū Zu‘rūrah	id=g:2471897
‘Uqlat Bū Zuraydah	id=g:2471898
Bi’r Bū Zuraydah	id=g:2471899
Bū Zuraydah	id=g:2471900
Wādī Bū Zayyān	id=g:2471901
Qaţţāyat Bū Zayyān	id=g:2471902
Sabkhat Bū Zayd	id=g:2471903
Aïn Bou Zid	id=g:2471904
Sebkha Bouzaria	id=g:2471905
Wādī Bū Zannah	id=g:2471906
‘Ayn Bū Zannah	id=g:2471907
Jebel Bou Zellouma	id=g:2471908
Bū Z̧ahr al Kabīr	id=g:2471909
‘Ayn al Būyah	id=g:2471910
Bi’r al Buwaytah	id=g:2471911
Sabkhat al Buwayqilah	id=g:2471912
Hanshīr al Buwayqilah	id=g:2471913
Bū ‘Urqūb	id=g:2471914
Bū ‘Urqūb	id=g:2471915
Jabal Bū Udhayn	id=g:2471916
Oued Btoutch	id=g:2471917
Wādī al Buţūn	id=g:2471918
‘Ayn Bū Ţūbah	id=g:2471919
Rass Bou Tria	id=g:2471920
Henchir Bou Tria	id=g:2471921
Wādī Bū Tirfās	id=g:2471922
Oued Bou Terfess	id=g:2471923
Jebel Bou Thadi	id=g:2471924
Bū Thady	id=g:2471925
Qar‘at Bū Tebba	id=g:2471926
Jabal Bū Ţawīl	id=g:2471927
Jabal Bū Ţawīl	id=g:2471928
Mzaret Bou Tarfaya	id=g:2471929
Oglet Bou Sriouil	id=g:2471930
Bū Slaa	id=g:2471931
Jabal Bū Shūshah	id=g:2471932
Jebel Bou Choucha	id=g:2471933
Aïn Bou Choucha	id=g:2471934
Bir Bou Cheguir	id=g:2471935
Jebel Bou Chaab	id=g:2471936
Wādī Bū Shaybah	id=g:2471937
Jebel Boucherik	id=g:2471938
Chott Bou Chareb	id=g:2471939
Bir Bou Chareb	id=g:2471940
Kudyat Bū Shaqshāq	id=g:2471941
Bir Bou Chegg	id=g:2471942
Bir Bou Chegg	id=g:2471943
Bū Shammah	id=g:2471944
Qa‘rat Bū Shabakah	id=g:2471945
Bir Bou Chebka	id=g:2471946
Bou Chebka	id=g:2471947
‘Ayn Bū Sela	id=g:2471948
Hanshīr Bū Sbia	id=g:2471949
‘Ayn Bū Samāḩ	id=g:2471950
Oued Bou Selim	id=g:2471951
Oued Bou Selim	id=g:2471952
Mu‘tamadīyat Bū Sālim	id=g:2471953
Aïn Bou Salem	id=g:2471954
‘Ayn Bū Sālim	id=g:2471955
Bou Salem	id=g:2471956
Wādī Bū Şāliḩ	id=g:2471957
Wādī Bū Sa‘īd	id=g:2471958
Wādī Bū Sa‘īd	id=g:2471959
Hanshīr Bū Sa‘īd	id=g:2471960
Draa Bou Saïa	id=g:2471961
Jebel Bou Sefra	id=g:2471962
Hanshīr Bū Sāf	id=g:2471963
Bou Saeda	id=g:2471964
Bū Sa‘dīyah	id=g:2471965
Khawī Bū Sa‘d	id=g:2471966
Burj Bū Sa‘d	id=g:2471967
Bū Sabībah	id=g:2471968
Bū Şabāḩ	id=g:2471969
Draa Bou Rouïne	id=g:2471970
Bū Ruqbah	id=g:2471971
Burj Bū Ruqaybah	id=g:2471972
Oued el Broug	id=g:2471973
Jebel Bou Rokba	id=g:2471974
Zamlat al Burmah	id=g:2471975
Jebel Barkane	id=g:2471976
Burj Yonga	id=g:2471977
Burj ‘Umar Banī ash Shaykh	id=g:2471978
Burj Tuwaymirah	id=g:2471979
Burj Titi	id=g:2471980
Burj Tarbella	id=g:2471981
Borj Sidi Farhat	id=g:2471982
Burj Sīdī aţ Ţawī	id=g:2471983
Borj Selim	id=g:2471984
Burj Sa‘īdah	id=g:2471985
Borj Gourbata	id=g:2471986
Borj Guelib el Mdaoueur	id=g:2471987
Borj Nerva	id=g:2471988
Burj Muḩammad Şāliḩ	id=g:2471989
Burj Menza	id=g:2471990
Borj Maala	id=g:2471991
Borj Mejen Bel Abbès	id=g:2471992
Burj Kharrūbī	id=g:2471993
Burj Ḩamdūnah	id=g:2471994
Burj Ḩakīmah	id=g:2471995
Burj Fulayfil	id=g:2471996
Borj Frennj	id=g:2471997
Burj Fendri	id=g:2471998
Burj Farsh al Bāy	id=g:2471999
Burj Ennferkik	id=g:2472000
Borj Bou Jemel	id=g:2472001
Burj Bū ar Ramādah	id=g:2472002
Borj Bou er Rebia	id=g:2472003
Borj Ben Chelbi	id=g:2472004
Borj Bach Mamlouk	id=g:2472005
Borj Bach Hamba	id=g:2472006
Borj Turki	id=g:2472007
Borj et Tourba	id=g:2472008
Burj at Tūm	id=g:2472009
Burj aţ Ţiwāl	id=g:2472010
Borj et Touil	id=g:2472011
Burj aţ Ţāhir	id=g:2472012
Borj Seridik	id=g:2472013
Burj as Sidrīyah-Potinville	id=g:2472014
Burj aş Şanam	id=g:2472015
Burj ash Shaykh Bū al Qāsim	id=g:2472016
Burj ash Shawāsh	id=g:2472017
Burj ash Sha‘nabī	id=g:2472018
Borj er Riri	id=g:2472019
Burj al Wasţānī	id=g:2472020
Borj Ouali	id=g:2472021
Borj el Adouani	id=g:2472022
Burj al Muzawwaq	id=g:2472023
Borj Meou	id=g:2472024
Borj el Magroun	id=g:2472025
Borj el Menzel	id=g:2472026
Borj Menngoub	id=g:2472027
Burj al Lawz	id=g:2472028
Burj al Lawz	id=g:2472029
Borj el Kherba	id=g:2472030
Burj ‘Alī Şāliḩ	id=g:2472031
Borj Ali Ben Ammar	id=g:2472032
El Haouaria	id=g:2472033
Burj al Ḩājj Muḩammad	id=g:2472034
Borj el Haj Meftah	id=g:2472035
Borj el Haj Mahjoub	id=g:2472036
Burj al Ḩājj Ibrāhīm	id=g:2472037
Burj al Ḩājj ‘Alī	id=g:2472038
Borj el Hafsia	id=g:2472039
Burj al Ḩāff Muḩammad Bin Qamarah	id=g:2472040
Borj el Bey	id=g:2472041
Borj el Bey	id=g:2472042
Burj al Bāb	id=g:2472043
Borj Aalouine	id=g:2472044
Borj el Assa el Jiriba	id=g:2472045
Burj al Ancel	id=g:2472046
Bordj el Amri	id=g:2472047
Borj Ahmed Zaïd	id=g:2472048
Borj Abd es Selam	id=g:2472049
‘Ayn al Burj	id=g:2472050
Bi’r Bū Riga	id=g:2472051
Wādī Bū Rīḑān	id=g:2472052
Aïn Bou Rdaf	id=g:2472053
Jazīrat al Burghūthīyah	id=g:2472054
Berghoutsia	id=g:2472055
Rass el Berghout	id=g:2472056
Draa el Bririg	id=g:2472057
Wādī Burayqah Ghāfiş	id=g:2472058
Jabal Burayqah Ghāfiş	id=g:2472059
Wādī Burayqah aş Şaghīrah	id=g:2472060
Burayqah aş Şaghīrah	id=g:2472061
Wādī Burayqah al Kabīrah	id=g:2472062
Burayqah al Kabīrah	id=g:2472063
Khanqat al Burayqah	id=g:2472064
Hanshīr Burayq	id=g:2472065
Jabal Buraykīs	id=g:2472066
‘Ayn al Buraykāt	id=g:2472067
Wādī al Buraykah	id=g:2472068
Jabal Buraykah	id=g:2472069
Aïn Brighitsa	id=g:2472070
Jabal Burayghīth	id=g:2472071
Wādī al Buraydhi‘	id=g:2472072
Wādī Bū Rashrāsh	id=g:2472073
Hanshīr Bū Rashādah	id=g:2472074
Wādī Bū Ra’s	id=g:2472075
Kāf Bū Ra’s	id=g:2472076
Hanshīr Bū Ra’s	id=g:2472077
Jebel Bou Ramli	id=g:2472078
Hanshīr Bū Ramlī	id=g:2472079
Wādī Bū Ramādah	id=g:2472080
Ras Bourmada	id=g:2472081
Bled Bou Remada	id=g:2472082
Jebel Bou Rdim	id=g:2472083
Jabal Bū Qurbuş	id=g:2472084
Jabal Bū Qurayn	id=g:2472085
Karūmat Bū Qulay‘ah	id=g:2472086
Jebel Bou Gobrine	id=g:2472087
Aïn Bouk Saad	id=g:2472088
Bir Bou Kaz	id=g:2472089
Wādī Bū Qayţūn	id=g:2472090
‘Urqūb Bū Qayţūn	id=g:2472091
Hanshīr al Buqayrah	id=g:2472092
Jebel Bou Goutrane	id=g:2472093
Jebel Bou Guetrane	id=g:2472094
‘Ayn Bū Qaţrān	id=g:2472095
Hanshīr Bū Qaş‘ah	id=g:2472096
Bū Qarţūf	id=g:2472097
Wādī Bū Qarrā‘	id=g:2472098
Jabal Bū Qarnūnah	id=g:2472099
Jebel Bou Kournine	id=g:2472100
Jebel Bou Kournine	id=g:2472101
Hanshīr Bū Qarnayn	id=g:2472102
Oued Bogal	id=g:2472103
Bir el Bougal	id=g:2472104
Oued Bou Gueffa	id=g:2472105
Oglat Bou Gueffa	id=g:2472106
‘Ayn Bū Qa‘dah	id=g:2472107
Wādī Bū Oonia	id=g:2472108
