Duvaduve	id=g:7453416
Vega Canyon	id=g:2130756
Vega Basin	id=g:2130757
Vavilov Spur	id=g:2130758
Ulm Plateau	id=g:2130759
TINRO Rise	id=g:2130760
TINRO Basin	id=g:2130761
Thurmond Knoll	id=g:2130762
Thurmond Canyon	id=g:2130763
Thurmond Basin	id=g:2130764
Tenji Seamount	id=g:2130765
Teck Knoll	id=g:2130766
Tatar Trough	id=g:2130767
Takuyō-daiichi Seamount	id=g:2130768
Tahoma Reef	id=g:2130769
Tahoma Knoll	id=g:2130770
Tahoma Canyon	id=g:2130771
Tahoma Basin	id=g:2130772
Suiko Seamount	id=g:2130773
Sturdevant Rock	id=g:2130774
Strandberg Canyon	id=g:2130775
Stephen Spur	id=g:2130776
Stalemate Canyon	id=g:2130777
Stalemate Bank	id=g:2130778
Southwest Aleutian Ridge	id=g:2130779
Sounder Ridge	id=g:2130780
Somnitel'naya Shoal	id=g:2130781
Sobaka Canyon	id=g:2130782
Smetanin Seamount	id=g:2130783
Sitkin Canyon	id=g:2130784
Shuleykin Seamount	id=g:2130785
Showa Guyot	id=g:2130786
Shirshov Ridge	id=g:2130787
Shiashkotan Valley	id=g:2130788
Seymour Spur	id=g:2130789
Seymour Canyon	id=g:2130790
Segula Knoll	id=g:2130791
Segula Canyon	id=g:2130792
Segula Basin	id=g:2130793
Saint Canyon	id=g:2130794
Saga Guyot	id=g:2130795
Rude Knoll	id=g:2130796
Rude Canyon	id=g:2130797
Roberts Canyon	id=g:2130798
Rat Island Canyon	id=g:2130799
Rat Fracture Zone	id=g:2130800
Pratt Basin	id=g:2130801
Pokatyy Canyon	id=g:2130802
Podvodnikov Basin	id=g:2130803
Pillar Basin	id=g:2130804
Pillar Bank	id=g:2130805
Petrel Bank	id=g:2130806
Peters Canyon	id=g:2130807
Pennant Trough	id=g:2130808
Pennant Canyon	id=g:2130809
Pavlov Seamount	id=g:2130810
Ozernoy Spur	id=g:2130811
Okhotsk Valley	id=g:2130812
Okhotsk Plain	id=g:2130813
Okhotsk Basin	id=g:2130814
Oglala Canyon	id=g:2130815
Obruchev Seamount	id=g:2130816
Obruchev Rise	id=g:2130817
Nintoku Seamount	id=g:2130818
Ninigi Seamount	id=g:2130819
Nevel'skoye Seamount	id=g:2130820
Nerpich'ye Spur	id=g:2130821
Nerpich'ye Canyon	id=g:2130822
Navarin Canyon	id=g:2130823
Musashi Banks	id=g:2130824
Murray Spur	id=g:2130825
Murray Canyon	id=g:2130826
Murray Basin	id=g:2130827
Morozko Seamount	id=g:2130828
Minnetonka Seamount	id=g:2130829
Middle Reef	id=g:2130830
Meiji Guyot	id=g:2130831
Mednyy Seamount	id=g:2130832
McArthur Reef	id=g:2130833
Makarov Basin	id=g:2130834
Makar Canyon	id=g:2130835
Lomonosov Ridge	id=g:2130836
Litke Canyon	id=g:2130837
Kushiro Canyon	id=g:2130838
Kuril Trench	id=g:2130839
Kuril Ridge	id=g:2130840
Kuril Gap	id=g:2130841
Kuril Basin	id=g:2130842
Krysi Canyon	id=g:2130843
Kronotskaya Canyon	id=g:2130844
Kozlova Spur	id=g:2130845
Kozlova Canyon	id=g:2130846
Kotzebue Seamount	id=g:2130847
Komandorskaya Basin	id=g:2130848
Kolyma Valley	id=g:2130849
Kiska Spur	id=g:2130850
Kiska Knoll	id=g:2130851
Kiska Basin	id=g:2130852
Kay Knoll	id=g:2130853
Karius Canyon	id=g:2130854
Kamchatka Terrace	id=g:2130855
Jimmu Seamount	id=g:2130856
James Knoll	id=g:2130857
James Canyon	id=g:2130858
James Basin	id=g:2130859
IO Rise	id=g:2130860
Ingenstrem Trough	id=g:2130861
Inga Canyon	id=g:2130862
Indigirka Valley	id=g:2130863
Hydro Knoll	id=g:2130864
Hokkaido Seamount	id=g:2130865
Hokkaido Rise	id=g:2130866
Heck Canyon	id=g:2130867
Haycock Basin	id=g:2130868
Grenell Canyon	id=g:2130869
Golovnin Seamount	id=g:2130870
Godaigo Seamount	id=g:2130871
Geofizikov Spur	id=g:2130872
Etienne Canyon	id=g:2130873
Erimo Seamount	id=g:2130874
Emperor Trough	id=g:2130875
Emperor Seamounts	id=g:2130876
East Cape Trough	id=g:2130877
Detroit Tablemount	id=g:2130878
Deryugin Basin	id=g:2130879
Dennis Knoll	id=g:2130880
David Spur	id=g:2130881
Crest Knoll	id=g:2130882
Crest Basin	id=g:2130883
Coulee Spur	id=g:2130884
Coulee Canyon	id=g:2130885
Constantine Valley	id=g:2130886
Chazhma Canyon	id=g:2130887
Cargo Canyon	id=g:2130888
Cape Knoll	id=g:2130889
Buldir Reef	id=g:2130890
Buldir Basin	id=g:2130891
Bukhti Canyon	id=g:2130892
Broad Canyon	id=g:2130893
Bowie Canyon	id=g:2130894
Bowers Seamount	id=g:2130895
Bowers Basin	id=g:2130896
Bowers Bank	id=g:2130897
Bird Canyon	id=g:2130898
Bering Spur	id=g:2130899
Ayugadak Canyon	id=g:2130900
August Canyon	id=g:2130901
ARLIS Spur	id=g:2130902
ARLIS Gap	id=g:2130903
Apache Trough	id=g:2130904
AN Rise	id=g:2130905
Amchitka Spur	id=g:2130906
Amchitka Canyon	id=g:2130907
Aleut Valley	id=g:2130908
Aleut Knoll	id=g:2130909
Aleutian Rise	id=g:2130910
Aleutian Basin	id=g:2130911
Agattu Canyon	id=g:2130912
Abraham Canyon	id=g:2130913
Kashevarov Bank	id=g:2131664
Piip Seamount	id=g:2131665
Vulkanolog Rise	id=g:2131666
Oden Spur	id=g:2132235
Sketty Belle Shoal	id=g:2149374
Cook Shoal	id=g:2170665
Coral Sea	id=g:2194166
Cook Strait	id=g:2194167
Bass Strait	id=g:2194168
Yasawa Trough	id=g:2205314
White Island Canyon	id=g:2205316
Whareama Canyon	id=g:2205317
Whareama Bank	id=g:2205318
Whangaroa Basin	id=g:2205319
West Norfolk Ridge	id=g:2205320
Washington Basin	id=g:2205321
Wanganella Trough	id=g:2205322
Wanganella Bank	id=g:2205323
Wairarapa Arm	id=g:2205324
Viwa Trough	id=g:2205325
Vityaz Trench	id=g:2205326
Visscher Valley	id=g:2205327
Veryan Seachannel	id=g:2205328
Veryan Bank	id=g:2205329
Van Diemen Bank	id=g:2205330
Urry Bank	id=g:2205331
Turnagain Canyon	id=g:2205333
Turnagain Banks	id=g:2205334
Tui Seamount	id=g:2205335
Torres Rise	id=g:2205336
Three Kings Trough	id=g:2205337
Three Kings Rise	id=g:2205338
Thomson Trough	id=g:2205339
Taupo Tablemount	id=g:2205340
Tasmantid Seamounts	id=g:2205341
Tasman Plateau	id=g:2205342
Tasman Plain	id=g:2205343
Tasman Fracture Zone	id=g:2205344
Tasman Basin	id=g:2205345
Taranui Valley	id=g:2205346
Taieri Canyon	id=g:2205347
Taiaroa Canyon	id=g:2205348
Strathmore Reef	id=g:2205349
Stradbroke Seamount	id=g:2205350
Standard Seamount	id=g:2205351
South Tasman Rise	id=g:2205352
South Seachannel	id=g:2205354
South Maria Ridge	id=g:2205355
South Madden Bank	id=g:2205356
South Honeycomb Canyon	id=g:2205357
Southern Viti Canyon	id=g:2205359
South Bellona Reefs	id=g:2205360
Solander Trough	id=g:2205361
Sau Sau Ridge	id=g:2205362
Saunders Canyon	id=g:2205363
San Cristobal Trench	id=g:2205365
Saint Vincent Fracture Zone	id=g:2205366
Rumble Three Seamount	id=g:2205367
Ruapuke Basin	id=g:2205368
Ritchie Banks	id=g:2205369
Resolution Ridge	id=g:2205370
Reserve Bank	id=g:2205371
Rennell Trough	id=g:2205372
Rennell Island Ridge	id=g:2205373
Reinga Ridge	id=g:2205374
Reinga Basin	id=g:2205375
Recorder Tablemount	id=g:2205376
Raukumara Plain	id=g:2205377
Rakiura Gap	id=g:2205378
Queensland Trough	id=g:2205379
Queensland Tablemount	id=g:2205380
Queensland Plateau	id=g:2205381
Puysegur Trench	id=g:2205382
Puysegur Bank	id=g:2205383
Pukaki Saddle	id=g:2205384
Pukaki Knoll	id=g:2205385
Pukaki Gap	id=g:2205386
Pukaki Canyon	id=g:2205387
Poverty Canyons	id=g:2205388
Pocklington Trough	id=g:2205389
Pickersgill Seamount	id=g:2205391
Pegasus Canyon	id=g:2205394
Parengarenga Canyon	id=g:2205395
Papua Plain	id=g:2205397
Papanui Canyon	id=g:2205398
Palliser Arm	id=g:2205401
Pahaoa Canyon	id=g:2205402
Oreti Bank	id=g:2205403
Opouawe Canyon	id=g:2205404
Nova Bank	id=g:2205405
Northwest Bellona Reef	id=g:2205406
North Tasman Seamounts	id=g:2205407
North Seachannel	id=g:2205408
North Maria Ridge	id=g:2205410
North Madden Bank	id=g:2205411
North Honeycomb Canyon	id=g:2205412
Northern Viti Canyon	id=g:2205414
Norrie Seamount	id=g:2205415
New Hebrides Trench	id=g:2205417
New Caledonia Trough	id=g:2205419
Motukura Bank	id=g:2205420
Moreton Seamount	id=g:2205421
Moore Ridge	id=g:2205423
Minerva Shoal	id=g:2205424
Middleton Basin	id=g:2205425
Middle Arm	id=g:2205426
Mernoo Bank	id=g:2205427
Mellish Rise	id=g:2205428
McDougall Trough	id=g:2205429
Mason Canyon	id=g:2205430
Marosszeky Gap	id=g:2205431
Mahia Banks	id=g:2205432
Madden Canyon	id=g:2205433
Madden Basin	id=g:2205434
Macquarie Trench	id=g:2205435
Macquarie Ridge	id=g:2205436
Loyalty Ridge	id=g:2205437
Loyalty Basin	id=g:2205438
Louisiade Plateau	id=g:2205439
Lord Howe Seamount Chain	id=g:2205441
Lord Howe Rise	id=g:2205442
Lord Howe Basin	id=g:2205443
Lansdowne Bank	id=g:2205444
Lachlan Ridge	id=g:2205445
Lachlan Banks	id=g:2205446
Koro Basin	id=g:2205448
Knights Terrace	id=g:2205449
Kiwi Seamount	id=g:2205450
Kelso Reef	id=g:2205451
Karitane Canyon	id=g:2205453
Kaiwhata Bank	id=g:2205454
Kaikoura Canyon	id=g:2205455
Kahutara Ridge	id=g:2205456
Hoopers Canyon	id=g:2205458
Hokitika Canyon	id=g:2205459
Hjort Trench	id=g:2205460
Hjort Seamount	id=g:2205461
Hikurangi Trough	id=g:2205462
Heaphy Valley	id=g:2205463
Hawkins Reef	id=g:2205465
Hawke Canyon	id=g:2205466
Hauraki Canyon	id=g:2205467
Haast Canyon	id=g:2205469
Grampian Trough	id=g:2205470
Gisborne Canyon	id=g:2205471
Gilbert Seamount	id=g:2205472
Gifford Tablemount	id=g:2205473
George V Fracture Zone	id=g:2205474
Gazelle Basin	id=g:2205475
Gascoyne Tablemount	id=g:2205476
Gambier Fracture Zone	id=g:2205477
Flinders Seamount	id=g:2205478
Flinders Canyon	id=g:2205479
Fiordland Basin	id=g:2205480
Fiji Plateau	id=g:2205481
Fairway Reef	id=g:2205482
Everard Canyon	id=g:2205484
Endeavour Spur	id=g:2205485
Emerald Basin	id=g:2205486
Egmont Terrace	id=g:2205487
East Tasman Plateau	id=g:2205488
East Cape Ridge	id=g:2205489
Durand Reef	id=g:2205490
Dolphin Spur	id=g:2205491
Devonport Seamount	id=g:2205493
Derwent Hunter Tablemount	id=g:2205494
Denham Trough	id=g:2205495
Denham Ridge	id=g:2205496
Dampier Ridge	id=g:2205497
Coriolis Trough	id=g:2205498
Coral Sea Basin	id=g:2205499
Cook Strait Canyon	id=g:2205500
Cook Seachannel	id=g:2205501
Cook Canyon	id=g:2205502
Conway Trough	id=g:2205503
Conway Ridge	id=g:2205504
Challenger Plateau	id=g:2205506
Centre Seachannel	id=g:2205507
Centre Bank	id=g:2205508
Central Viti Canyon	id=g:2205509
Cavalli Canyons	id=g:2205510
Cato Trough	id=g:2205511
Cathedral Trough	id=g:2205512
Caswell Spur	id=g:2205513
Capricorn Sill	id=g:2205514
Capel Tablemount	id=g:2205515
Campbell Rise	id=g:2205516
Campbell Seachannel	id=g:2205517
Campbell Plateau	id=g:2205518
Campbell Island Shelf	id=g:2205519
Campbell Bank	id=g:2205520
Bushett Reefs	id=g:2205521
Britannia Tablemounts	id=g:2205522
Britannia Tablemount	id=g:2205523
Brisbane Tablemount	id=g:2205524
Braemar Ridge	id=g:2205525
Bowling Bank	id=g:2205526
Bounty Trough	id=g:2205528
Bounty Seachannel	id=g:2205529
Bellona Valley	id=g:2205530
Bellona Shoal	id=g:2205531
Bellona Saddle	id=g:2205532
Bellona Reefs	id=g:2205533
Bass Canyon	id=g:2205535
Barwon Bank	id=g:2205536
Barrier Plateau	id=g:2205537
Barcoo Tablemount	id=g:2205538
Balmoral Reef	id=g:2205539
Aucklands Spur	id=g:2205540
Auckland Islands Shelf	id=g:2205541
Astrolabe Trough	id=g:2205542
Astrolabe Reefs	id=g:2205543
Ariel Bank	id=g:2205544
Argo Bank	id=g:2205545
Aotea Knoll	id=g:2205546
Alexa Bank	id=g:2205547
Adams Bank	id=g:2205548
Woolnough Knoll	id=g:2205549
Hockings Patches	id=g:2205637
Swan Shoal	id=g:2205638
Chamois Bank	id=g:2206483
Erromango Basin	id=g:2206531
Futuna Trough	id=g:2206532
Vate Trough	id=g:2206533
Glamis Castle Shoal	id=g:2206546
Cascade Seamount	id=g:2208234
East Tasman Saddle	id=g:2208235
Bounty Plateau	id=g:2208334
Pukaki Rise	id=g:2208335
North Norfolk Basin	id=g:2208336
Campbell Escarpment	id=g:2208337
Awatea Seamount	id=g:2208338
Heemskerck Seamount	id=g:2208339
Monowai Spur	id=g:2208340
Zeehaen Seamount	id=g:2208341
Needwonne Ridge	id=g:2208350
South Tasman Saddle	id=g:2208351
Tasman Escarpment	id=g:2208352
Toogee Ridge	id=g:2208353
L'Atalante Valley	id=g:2208354
Lowreenne Seamounts	id=g:2208355
Ninene Trough	id=g:2208356
Akitio Ridge	id=g:2208357
Alderman Trough	id=g:2208358
Aorangi Ridge	id=g:2208359
Awanui Valley	id=g:2208360
Bennett Knoll	id=g:2208361
Colville Basin	id=g:2208362
Colville Knolls	id=g:2208363
Kawitihu Seamounts	id=g:2208364
Lottin Ridge	id=g:2208365
Mahia Seamount	id=g:2208366
Matakoa Valley	id=g:2208367
Mayor Valley	id=g:2208368
Mercury Knoll	id=g:2208369
Ngatoro Basin	id=g:2208370
Ngatoro Ridge	id=g:2208371
North Chatham Slope	id=g:2208372
Ohena Ridge	id=g:2208373
Omakere Ridge	id=g:2208374
Pantin Banks	id=g:2208375
Pukeroro Ridge	id=g:2208376
Ruatoria Knoll	id=g:2208377
Rumble Four Seamount	id=g:2208378
Tauranga Trough	id=g:2208379
Gisborne Knolls	id=g:2208380
Telecom Knoll	id=g:2208381
Tuaheni Bank	id=g:2208382
Uruti Ridge	id=g:2208383
Whakatane Seamount	id=g:2208384
White Island Ridge	id=g:2208385
Young Nicks Seamount	id=g:2208386
Kingston Basin	id=g:2208387
North Tasman Seamount Seven	id=g:2208388
Aucklands Slope	id=g:2208389
South Chatham Slope	id=g:2208390
Endeavour Banks	id=g:2208391
Pukaki Seachannel	id=g:2208392
Cikobia Basin	id=g:2208393
Yadua Trough	id=g:2208394
Colwyn Ridge	id=g:2208397
Herald Ridge	id=g:2208398
Iberian Peninsula	id=g:2267430
Skerki Channel	id=g:2363253
Pacific Ocean	id=g:2363254
Gulf of Guinea	id=g:2363255
Strait of Gibraltar	id=g:2363256
Balearic Sea	id=g:2363257
Alborán Sea	id=g:2363258
Ionian Sea	id=g:2463713
Yusuf Ridge	id=g:2522512
Xauen Bank	id=g:2522513
Vittorio Emmanuel Seamount	id=g:2522514
Ville de Djibouti Bank	id=g:2522515
Vavilov Seamount	id=g:2522516
Ustica Trough	id=g:2522517
Ustica Ridge	id=g:2522518
Ustica Escarpment	id=g:2522519
Unicorn Seamount	id=g:2522520
Tyrrhenian Plain	id=g:2522521
Tyrrhenian Basin	id=g:2522522
Tore Seamount	id=g:2522523
Tofiño Bank	id=g:2522524
Three Points Spur	id=g:2522525
Terrible Bank	id=g:2522526
Talbot Shoal	id=g:2522527
Tagus Plain	id=g:2522528
Tagus Basin	id=g:2522529
Sylvia Knoll	id=g:2522530
Stvor Seamount	id=g:2522531
Strabo Seamount	id=g:2522532
South Alborán Basin	id=g:2522533
Skerki Bank	id=g:2522534
Sierra Leone Plain	id=g:2522535
Sierra Leone Basin	id=g:2522536
Sirte Plain	id=g:2522537
Sicily Terrace	id=g:2522538
Sicilia Plain	id=g:2522539
Sicilia Basin	id=g:2522540
Setúbal Canyon	id=g:2522541
Banc de la Sentinelle	id=g:2522542
Seine Seamount	id=g:2522543
Seine Plain	id=g:2522544
Sefsaf Canyon	id=g:2522545
Sebaou Canyon	id=g:2522546
Scuso Bank	id=g:2522547
Sardinia Terrace	id=g:2522548
São Vicente Canyon	id=g:2522549
San Vito Ridge	id=g:2522550
Sant'Eufemia Terrace	id=g:2522551
Saharan Seamounts	id=g:2522552
Romanche Gap	id=g:2522553
Romanche Fracture Zone	id=g:2522554
Rharb Valley	id=g:2522555
Prunes Seamount	id=g:2522556
Provençaux Bank	id=g:2522557
Poseidone Seamount	id=g:2522558
Policastro Terrace	id=g:2522559
Pliny Seamount	id=g:2522560
Pitiusas Canyon	id=g:2522561
Pinne Marine Patch	id=g:2522562
Pillsbury Seamount	id=g:2522563
Patti Canyon	id=g:2522564
Patella Bank	id=g:2522565
Pantelleria Shoal	id=g:2522566
Pantelleria Trough	id=g:2522567
Palomares Canyon	id=g:2522568
Palermo Basin	id=g:2522569
Orosei Terrace	id=g:2522570
Cornaglia Seamount	id=g:2522571
Ormonde Seamount	id=g:2522572
Nouakchott Canyon	id=g:2522573
Nil Canyon	id=g:2522574
Niger Fan	id=g:2522575
Nerita Patch	id=g:2522576
Nazaré Canyon	id=g:2522577
Mid-Atlantic Ridge	id=g:2522578
Medina Bank	id=g:2522579
Mazarrón Escarpment	id=g:2522580
Mauritania Canyon	id=g:2522581
Malta Trough	id=g:2522582
Malta Rise	id=g:2522583
Malta Ridge	id=g:2522584
Sicily-Malta Escarpment	id=g:2522585
Maimonide Ridge	id=g:2522586
Magnaghi Seamount	id=g:2522588
Madeira Ridge	id=g:2522589
Lisboa Canyon	id=g:2522590
Lipari Terrace	id=g:2522591
Lipari Ridge	id=g:2522592
Lion Seamount	id=g:2522593
Linosa Trough	id=g:2522594
Le Trou sans Fond	id=g:2522595
Khayr al-Din Bank	id=g:2522596
Khadra Canyon	id=g:2522597
Keith Reef	id=g:2522598
Kayar Canyon	id=g:2522599
Kane Gap	id=g:2522600
Josephine Seamount	id=g:2522601
Issel Seamount	id=g:2522602
Iberian Basin	id=g:2522603
Horseshoe Seamounts	id=g:2522605
Horseshoe Plain	id=g:2522606
Hirondelle II Seamount	id=g:2522607
Herodotus Seamount	id=g:2522608
Hecate Patch	id=g:2522609
Habibas Escarpment	id=g:2522610
Guinea Rise	id=g:2522611
Guinea Terrace	id=g:2522612
Guinea Plain	id=g:2522613
Guinea Basin	id=g:2522614
Guelta Canyon	id=g:2522615
Grattan Seamount	id=g:2522616
Graham Shoal	id=g:2522617
Gorringe Ridge	id=g:2522618
Gibraltar Valley	id=g:2522619
Gibraltar Canyon	id=g:2522620
Gettysburg Seamount	id=g:2522621
Gata Canyon	id=g:2522622
Garibaldi Seamount	id=g:2522623
Formentera Valley	id=g:2522624
Flavio Gioia Seamount	id=g:2522625
Emile Baudot Escarpment	id=g:2522626
El Mansour Seamount	id=g:2522627
Echo Seamount	id=g:2522628
Dragon Seamount	id=g:2522629
Djibouti Bank	id=g:2522630
Dakar Canyon	id=g:2522631
Dahra Valley	id=g:2522632
Dacia Seamount	id=g:2522633
Coral Patch Seamount	id=g:2522634
Congo Fan	id=g:2522635
Congo Canyon	id=g:2522636
Conception Bank	id=g:2522637
Chella Bank	id=g:2522638
Charles Quint	id=g:2522639
Chain Fracture Zone	id=g:2522640
Ceuta Canyon	id=g:2522641
Castellammare Canyon	id=g:2522642
Cascais Canyon	id=g:2522643
Cartagena Canyon	id=g:2522644
Carbonara Ridge	id=g:2522645
Cape Verde Terrace	id=g:2522646
Canary Ridge	id=g:2522647
Cagliari Trough	id=g:2522649
Cagliari Canyon	id=g:2522650
Câbliers Bank	id=g:2522651
Bizerte Canyon	id=g:2522652
Benidorm Canyon	id=g:2522653
Sardino-Balearic Plain	id=g:2522654
Azores-Gibraltar Ridge	id=g:2522655
Avon Canyon	id=g:2522656
Avenzoar Bank	id=g:2522657
Ashton Seamount	id=g:2522658
Ascension Fracture Zone	id=g:2522659
Ampère Seamount	id=g:2522660
Almería Canyon	id=g:2522661
Alidade Bank	id=g:2522662
Alicante Canyon	id=g:2522663
Algerian-Tyrrhenian Trough	id=g:2522664
Algerian Basin	id=g:2522665
Alga Bank	id=g:2522666
Alborán Trough	id=g:2522667
Alborán Ridge	id=g:2522668
Alborán Plain	id=g:2522669
Alborán Channel	id=g:2522670
Alborán Basin	id=g:2522671
Águilas Seamount	id=g:2522672
Agadir Canyon	id=g:2522673
Adventure Bank	id=g:2522674
Abubacer Ridge	id=g:2522675
Tyrrhenian Sea	id=g:2522836
Strait of Sicily	id=g:2523117
Anchise Seamount	id=g:2564961
Apulian Plateau	id=g:2564962
Drepano Seamount	id=g:2564963
Enareta Seamount	id=g:2564964
Mallorca Channel	id=g:2564965
Marsili Seamount	id=g:2564966
Oliva Bank	id=g:2564967
Otranto Valley	id=g:2564968
Palinuro Seamount	id=g:2564969
Sisifo Seamount	id=g:2564970
Stromboli Canyon	id=g:2564971
Taranto Valley	id=g:2564972
Valencia Basin	id=g:2564973
Eolo Seamount	id=g:2564975
Calabrian Rise	id=g:2565427
Malta Plateau	id=g:2565428
Alger Canyons	id=g:2566181
Annaba Canyons	id=g:2566182
Bejaïa Canyons	id=g:2566183
Carbonara Valley	id=g:2566184
Toro Canyon	id=g:2566185
El Kebir Canyon	id=g:2566186
Estafette Bank	id=g:2566187
Galite Channel	id=g:2566188
Galite Plateau	id=g:2566189
Le Sec Bank	id=g:2566190
Les Sorelles Reefs	id=g:2566191
Skerki Channel	id=g:2566192
Skikda Canyons	id=g:2566193
Spartivento Canyons	id=g:2566194
Sulcis Escarpment	id=g:2566195
Teulada Canyon	id=g:2566197
Prince Albert Seamount	id=g:2569679
Victor Hensen Hills	id=g:2570821
Aceste Seamount	id=g:2572239
Alfeo Seamount	id=g:2572240
Alfil Bank	id=g:2572241
Archimedes Seamount	id=g:2572242
Birsa Bank	id=g:2572243
Bouri Bank	id=g:2572244
Cefalù Basin	id=g:2572245
Egadi Valley	id=g:2572246
El Babouch Bank	id=g:2572247
El Haouaria Bank	id=g:2572248
Epicharmos Seamount	id=g:2572249
Fonkal Bank	id=g:2572250
Gela Basin	id=g:2572251
Halk el Menzel Bank	id=g:2572252
Heron Valley	id=g:2572253
Ionian Gap	id=g:2572254
Madrepore Bank	id=g:2572255
Medina Escarpment	id=g:2572256
Melita Valley	id=g:2572257
Messina Canyon	id=g:2572258
Pantelleria Valley	id=g:2572259
San Vito Canyon	id=g:2572260
Sirte Rise	id=g:2572261
Tripolitanian Valley	id=g:2572262
Tunisian Plateau	id=g:2572263
Stewart Seamount	id=g:2580061
Àrbatax Canyon	id=g:2580096
Il Catalano Canyon	id=g:2580097
Jaime Seamount	id=g:2580098
Jama Valley	id=g:2580099
Kène Plateau	id=g:2580100
Oristano Canyon	id=g:2580101
Quirra Mountains	id=g:2580102
San Antioco Canyon	id=g:2580103
San Lorenzo Canyon	id=g:2580212
Topaz Seamount	id=g:2589834
Nadir Seamount	id=g:2593732
Baldaque da Silva Gap	id=g:2593733
Camões Bank	id=g:2593734
Carlos Ribeiro Gap	id=g:2593735
Carvalho Araújo Trough	id=g:2593736
Choffat Valley	id=g:2593737
Estremadura Spur	id=g:2593738
Faro Canyon	id=g:2593739
Ferradura Plain	id=g:2593740
Filipe Folque Spur	id=g:2593741
Gago Coutinho Seamounts	id=g:2593742
Infante Dom Henrique Hill	id=g:2593743
Infante Dom Pedro Hill	id=g:2593744
Infante Santo Hill	id=g:2593745
Lagos Canyon	id=g:2593746
Duarte Pacheco Spur	id=g:2593747
Portimão Canyon	id=g:2593748
Príncipes de Avis Hills	id=g:2593749
São Pedro Canyon	id=g:2593750
Cordero Canyon	id=g:2593751
Lamjaybir Canyon	id=g:2593752
Nwayfadh Canyon	id=g:2593753
Chtoukane Canyon	id=g:2593754
Corveiro Canyon	id=g:2593755
Nouâdhibou Canyon	id=g:2593756
Tanoûdêrt Canyon	id=g:2593757
Banc d'Arguin	id=g:2593758
Jane Seamount	id=g:2593759
Porter Seamount	id=g:2593760
Mandingo Canyon	id=g:2593761
Oualo Canyon	id=g:2593762
Geba Canyon	id=g:2593763
Bijagós Canyon	id=g:2593764
Essaouira Rise	id=g:2595332
Arguin Spur	id=g:2595333
Saharan Fan	id=g:2595334
Rokel Seamount	id=g:2595335
Essaouira Seamount	id=g:2595979
Eolie Ridge	id=g:2596454
Melita Bank	id=g:2596455
Mişrātah Valley	id=g:2596456
Rybin Seamount	id=g:2597450
Aby Canyon	id=g:2597569
Baoulé Canyon	id=g:2597570
Cape Palmas Seamount	id=g:2597571
Côte d'Ivoire Escarpment	id=g:2597572
Grand Cess Canyon	id=g:2597573
Nzima Valley	id=g:2597574
Tabou Canyon	id=g:2597575
Kiel Bay	id=g:2618924
Baltic Sea	id=g:2633321
Hurd Deep	id=g:2646373
Skagerrak	id=g:2960845
Saint Georges Channel	id=g:2960846
Norwegian Sea	id=g:2960847
North Sea	id=g:2960848
Gulf of Lion	id=g:2960849
Kattegat	id=g:2960850
Greenland Sea	id=g:2960853
Faeroe-Shetland Channel	id=g:2960854
Celtic Sea	id=g:2960856
Bristol Channel	id=g:2960857
Bay of Biscay	id=g:2960858
Arctic Ocean	id=g:2960860
Aland Sea	id=g:2960861
Strait of Dover	id=g:3020870
Pomeranian Bay	id=g:3088387
Gulf of Gdansk	id=g:3099433
Catalunya	id=g:3125609
Ymir Ridge	id=g:3163612
Yermak Plateau	id=g:3163613
Wyville Thomson Ridge	id=g:3163614
Whittard Canyon	id=g:3163615
West Hinder	id=g:3163617
West European Basin	id=g:3163618
Well Bank	id=g:3163619
Vøring Plateau	id=g:3163620
Viking Trough	id=g:3163621
Viking Bank	id=g:3163622
Vigo Seamount	id=g:3163623
Vestfjord Valley	id=g:3163624
Vesteris Bank	id=g:3163625
Vestbakken	id=g:3163626
Verde Canyon	id=g:3163627
Valencia Trough	id=g:3163628
Corsica Trough	id=g:3163629
Tromsøflaket	id=g:3163630
Trevelyan Escarpment	id=g:3163631
Træna Bank	id=g:3163632
Torrelavega Canyon	id=g:3163633
Torreblanca Canyon	id=g:3163634
Thornton Bank	id=g:3163635
Theta Gap	id=g:3163636
Tampenflaket	id=g:3163637
Storfjordrenna	id=g:3163638
Spitsbergen Fracture Zone	id=g:3163639
Spar Fracture Zone	id=g:3163640
