Konechnoye	id=g:545529
Khleborob	id=g:550122
Khleborobovka	id=g:550123
Khleborobnyy	id=g:550124
Khleborobnoye	id=g:550125
Kolkhoz Khleborob	id=g:550126
Khleborob	id=g:550127
Khleborob	id=g:550128
Khleborob	id=g:550129
Khleborob	id=g:550130
Khleborob	id=g:550131
Khleborob	id=g:550132
Khleborob	id=g:550133
Khleborob	id=g:550134
Khleboradovo	id=g:550135
Khlebodarovskiy	id=g:550136
Khlebodarovka	id=g:550137
Khlebodarovka	id=g:550138
Khlebodarovka	id=g:550139
Khlebodarovka	id=g:550140
Khlebodarnoye	id=g:550141
Khlebnyy Rynok	id=g:550142
Ostrov Khlebnyy	id=g:550143
Khlebnyy	id=g:550144
Khlebnyy	id=g:550145
Khlebnyy	id=g:550146
Urochishche Khlebnyy	id=g:550147
Ozero Khlebnoye	id=g:550148
Khlebnoye	id=g:550149
Khlebnovka	id=g:550150
Khlebnovka	id=g:550151
Khlebnitsy	id=g:550152
Khlebnitsy	id=g:550153
Khlebnikovskiy	id=g:550154
Khlebnikovskiy	id=g:550155
Khlebnikovo	id=g:550156
Khlebnikovo	id=g:550157
Khlebnikovo	id=g:550158
Khlebnikovo	id=g:550159
Urochishche Khlebniki	id=g:550160
Khlebniki	id=g:550161
Khlebniki	id=g:550162
Khlebniki	id=g:550163
Khlebnevo	id=g:550164
Khlebnaya	id=g:550165
Khlebnaya	id=g:550166
Khlebnaya	id=g:550167
Khlebnaya	id=g:550168
Khlebnavolok	id=g:550169
Khlebishino	id=g:550170
Khlebinskiy	id=g:550171
Khlebinskiy	id=g:550172
Khlebino	id=g:550173
Khlebayevo	id=g:550174
Khlebanikha	id=g:550175
Kolkhoz Khlavitsa	id=g:550176
Khlavitsa	id=g:550177
Khlamovo	id=g:550178
Khlamovo	id=g:550179
Staryy Khkem	id=g:550180
Ozero Khiz-Yarvi	id=g:550181
Khiz-Ozero	id=g:550182
Khizovka	id=g:550183
Khizna	id=g:550184
Ozero Khizh-Yarvi	id=g:550185
Ozero Khizh-Yarvi	id=g:550186
Ozero Khizhozero	id=g:550187
Ozero Khizh-Ozero	id=g:550188
Khizhozero	id=g:550189
Khizhozero	id=g:550190
Khizh-Ozero	id=g:550191
Khizhëzero	id=g:550192
Khiyva	id=g:550193
Ozero Khiyeta-Yarvi	id=g:550194
Ostrov Khiyeta-Sari	id=g:550195
Khiyetala	id=g:550196
Khiyetala	id=g:550197
Ozero Khiyen-Yarvi	id=g:550198
Khiyekkalakhti	id=g:550199
Khivskiy Rayon	id=g:550200
Khiv	id=g:550201
Khitsovka	id=g:550202
Khitrovo	id=g:550203
Khitrovskiye Prudki	id=g:550204
Khitrovshchina	id=g:550205
Stantsiya Khitrovo	id=g:550206
Khitrovo	id=g:550207
Khitrovo	id=g:550208
Khitrovo	id=g:550209
Khitrovo	id=g:550210
Khitrovo	id=g:550211
Khitrovo	id=g:550212
Khitrovo	id=g:550213
Khitrovo	id=g:550214
Khitrovo	id=g:550215
Khitrovo	id=g:550216
Khitrovo	id=g:550217
Khitrovo	id=g:550218
Khitrovo	id=g:550219
Khitrovo	id=g:550220
Khitrov Lug	id=g:550221
Khitrovka	id=g:550222
Khitrovka	id=g:550223
Khitrovka	id=g:550224
Khitrovka	id=g:550225
Khitrovka	id=g:550226
Khitrovka	id=g:550227
Khitrovo	id=g:550228
Khitino	id=g:550229
Khitetsy	id=g:550230
Khitab	id=g:550231
Khisamutdinovo	id=g:550232
Khislavichskiy Rayon	id=g:550233
Khislavichi	id=g:550234
Khirvosti	id=g:550235
Ozero Khirvi-Yarvi	id=g:550236
Ozero Khirvis-Yarvi	id=g:550237
Khirvi-Sari	id=g:550238
Khirvisal’ma	id=g:550239
Khirvinavolok	id=g:550240
Ozero Khirvi-Lampi	id=g:550241
Ozero Khirvi	id=g:550242
Ozero Khirvas-Yarvi	id=g:550243
Ozero Khirvas-Yarvi	id=g:550244
Urochishche Khirvaskumpu	id=g:550245
Khirslampi	id=g:550246
Khirposi	id=g:550247
Khirovo	id=g:550248
Khirovo	id=g:550249
Khirnyy	id=g:550250
Ozero Khirmush-Yarvi	id=g:550251
Khirlesir	id=g:550252
Khirlepposi	id=g:550253
Khirlep	id=g:550254
Khirlep	id=g:550255
Khirino	id=g:550256
Khirino	id=g:550257
Khirino	id=g:550258
Khiriki	id=g:550259
Khiri	id=g:550260
Khippola	id=g:550261
Khetokh	id=g:550262
Khinub	id=g:550263
Khintshin-Oya	id=g:550264
Khinovino	id=g:550265
Staroye Khinkolovo	id=g:550266
Khini	id=g:550267
Khinetskoye	id=g:550268
Khinel’	id=g:550269
Razvaliny Khindukh	id=g:550270
Khindikalovo	id=g:550271
Ushchel’ye Khinderey	id=g:550272
Khindakh	id=g:550273
Goor-Khindakh	id=g:550274
Khindakh	id=g:550275
Khimrik	id=g:550276
Khima	id=g:550277
Khimkinskoye Vodokhranilishche	id=g:550278
Khimkinskiy Rayon	id=g:550279
Khimki	id=g:550280
Khimino	id=g:550281
Khimina	id=g:550282
Sovkhoz Khimik	id=g:550283
Khimik	id=g:550284
Khimichëv	id=g:550285
Khimenka	id=g:550286
Khimchenkov	id=g:550287
Khimatsuo	id=g:550288
Khimanevo	id=g:550289
Khimakolovo	id=g:550290
Khilpanvara	id=g:550291
Khilovo	id=g:550292
Khilovo	id=g:550293
Khilovka	id=g:550294
Khilok	id=g:550295
Khilkovo	id=g:550296
Khilkovo	id=g:550297
Khilkovo	id=g:550298
Khilkovo	id=g:550299
Khilkovo	id=g:550300
Khilki	id=g:550301
Khilipyai-yëki	id=g:550302
Ozero Khilipyai-Yarv	id=g:550303
Khilino	id=g:550304
Khilino	id=g:550305
Khilikh	id=g:550306
Khil’chiki	id=g:550307
Ozero Khikhnayarvi	id=g:550308
Khiitola	id=g:550309
Ozero Khiriyarvi	id=g:550310
Khidikus	id=g:550311
Khidi-Khutor	id=g:550312
Khidib	id=g:550313
Zaliv Khidensel’kya	id=g:550314
Ozero Khibul’skoye	id=g:550315
Gora Khibiny	id=g:550316
Khibiny	id=g:550317
Khibiny	id=g:550318
Khibiyatl’	id=g:550319
Ozero Kheyz-Yarvi	id=g:550320
Kheyyakha	id=g:550321
Ostrov Kheysa	id=g:550322
Kheynya-Yoki	id=g:550323
Boloto Kheynya-Suo	id=g:550324
Ostrov Kheynyasensari	id=g:550325
Kheynyasel’kya	id=g:550326
Ozero Kheynya-Lampi	id=g:550327
Kheynoye	id=g:550328
Kheynonen	id=g:550329
Kheynlakhti	id=g:550330
Ozero Kheyna-Lampi	id=g:550331
Ozero Kheyna-Lambi	id=g:550332
Ozero Kheyna	id=g:550333
Kheykhen”yarvi	id=g:550334
Ostrova Kheyglina	id=g:550335
Ozero Khev-Yarvi	id=g:550336
Khevron’ino	id=g:550337
Kheu	id=g:550339
Ozero Kheto-Yarvi	id=g:550340
Khetolambina	id=g:550341
Khersonskiy	id=g:550343
Khersonskiy	id=g:550344
Khersonskiy	id=g:550345
Khersonskiy	id=g:550346
Khersonskiy	id=g:550347
Khersonovka	id=g:550348
Khersonov	id=g:550349
Khersonka	id=g:550350
Khersonka	id=g:550351
Kherson	id=g:550352
Ruchey Kherpuz	id=g:550353
Kherla	id=g:550354
Kherenka Vtoraya	id=g:550355
Kherenka Pervaya	id=g:550356
Kherekhsta	id=g:550357
Kheran-Oya	id=g:550358
Zaliv Khepsiye-Lakhti	id=g:550359
Ozero Kheppoin-Lampi	id=g:550360
Ozero Khepoyarvi	id=g:550361
Ozero Khepo-Lampi	id=g:550362
Mys Khennoy Navolok	id=g:550363
Ostrov Khemminki	id=g:550364
Stantsiya Khemalda	id=g:550365
Khelyulya	id=g:550366
Khelmelya	id=g:550367
Mys Khellanda	id=g:550368
Kheli	id=g:550369
Kheleturi	id=g:550370
Khekselya	id=g:550371
Ozero Khek	id=g:550372
Ostrov Khedostrov	id=g:550373
Ostrov Khedostrov	id=g:550374
Ostrov Khedostrov	id=g:550375
Ozero Khedo	id=g:550376
Khech’-Yaga	id=g:550377
Malaya Khechemen’	id=g:550378
Ozero Khebo	id=g:550379
Kheb Boloto	id=g:550380
Khebatli	id=g:550381
Ozero Khead-Yarvi	id=g:550383
Khazyk Khulsuk	id=g:550384
Khazovo	id=g:550385
Khazovo	id=g:550386
Khaznidon	id=g:550387
Khaznidon	id=g:550388
Khazlovka	id=g:550389
Khazino	id=g:550390
Khazimukhametovo	id=g:550391
Khayrakh	id=g:550392
Khaypudyrskaya Guba	id=g:550393
Khaypudyra	id=g:550394
Khaymokaynen	id=g:550395
Khayminskoye Ozero	id=g:550396
Khayminskaya	id=g:550397
Mys Khaymina	id=g:550398
Khayma	id=g:550399
Ozero Khaykola	id=g:550400
Khaykola	id=g:550401
Khaygary	id=g:550402
Gora Khayet	id=g:550403
Khayduki	id=g:550404
Khaydon	id=g:550405
Khaybullinskiy Rayon	id=g:550406
Sovkhoz Khaybullinskiy	id=g:550407
Khaybullino	id=g:550408
Khaybatovo	id=g:550409
Khay	id=g:550410
Khavuvara	id=g:550411
Ostrov Khavus	id=g:550412
Khavus	id=g:550413
Khavrogory	id=g:550414
Khavki	id=g:550415
Khavitskiy	id=g:550416
Khavinskaya	id=g:550417
Khavikko	id=g:550418
Khavërtovo	id=g:550419
Khavenka	id=g:550420
Khava	id=g:550421
Stantsiya Khautavara	id=g:550422
Khautavaara	id=g:550423
Khaustovo	id=g:550424
Khaustovo	id=g:550425
Khaustovo	id=g:550426
Khaukkavara	id=g:550427
Khaukkavaara	id=g:550428
Khaukkaselkya	id=g:550429
Khaukkala	id=g:550430
Ozero Khauki-Yarvi	id=g:550431
Ozero Khauki-Yarvi	id=g:550432
Ozero Khauki-Lampi	id=g:550433
Gora Khaukilambivara	id=g:550434
Ozero Khauki-Lambi	id=g:550435
Ozero Khauki	id=g:550436
Khaukhcha	id=g:550437
Ozero Khaug-Yarvi	id=g:550438
Ozero Khaugi-Lambi	id=g:550439
Khauge	id=g:550440
Khatyps	id=g:550441
Khatyps	id=g:550442
Khatychka	id=g:550443
Khatusha	id=g:550444
Khatusha	id=g:550445
Khatusha	id=g:550446
Bol'shaya Khatunka	id=g:550447
Khatuni	id=g:550448
Khatuni	id=g:550449
Khatun’	id=g:550450
Khatun’	id=g:550451
Khatukay	id=g:550452
Khatta	id=g:550453
Khatrusovo	id=g:550454
Khotmanovo	id=g:550455
Khrebet Khatipara	id=g:550456
Khitinichi	id=g:550457
Khateyevka	id=g:550458
Khateslovichi	id=g:550459
Khatchikov	id=g:550460
Khatazhukay	id=g:550461
Khatayakha	id=g:550462
Khatayakha	id=g:550463
Khatavki	id=g:550464
Risor	id=g:550465
Khatanki	id=g:550466
Khataldon	id=g:550467
Khatakkala	id=g:550468
Khas’yanov	id=g:550469
Khassinmyaki	id=g:550470
Khasimov	id=g:550471
Khashtuk	id=g:550472
Khashov	id=g:550473
Khashki-Mokhk	id=g:550474
Razvaliny Khasheldoy	id=g:550475
Khasavyurtovskiy Rayon	id=g:550476
Stantsiya Khasavyurt	id=g:550477
Khasavyurt	id=g:550478
Khasaut-Grecheskoye	id=g:550479
Khasaut	id=g:550480
Khasaut	id=g:550481
Khasan’ya	id=g:550482
Khasanshaikh	id=g:550483
Khasanovo	id=g:550484
Khasanovo	id=g:550485
Pereval Khasan-Khoy-Syurul’gen	id=g:550486
Lednik Khasankhoy-Syurul’gen	id=g:550487
Khasanay	id=g:550488
Khasakovskiy	id=g:550489
Balka Khar-Zukha	id=g:550490
Kharyata	id=g:550491
Mys Kharyanpyan-Niyemi	id=g:550492
Khar’yakha	id=g:550493
Khar”yaga	id=g:550494
Khar’yakha	id=g:550495
Khar”yaga	id=g:550496
Kharuzheva Vtoroye	id=g:550497
Kharuzheva Pervoye	id=g:550498
Kharuta	id=g:550499
Khar-Usuk	id=g:550500
Kharsuvara	id=g:550501
Kharskoye	id=g:550502
Kharshino	id=g:550503
Kharshava	id=g:550504
Kharseyev	id=g:550505
Kharpayevo	id=g:550507
Kharpay	id=g:550508
Kharovskiy Rayon	id=g:550509
Kharovskaya Gryada	id=g:550510
Stantsiya Kharovskaya	id=g:550511
Kharovsk	id=g:550512
Kharny	id=g:550513
Kharmynka	id=g:550514
Kharlushino	id=g:550515
Kharlu	id=g:550516
Kharlovo	id=g:550517
Kharlovo	id=g:550518
Kharlovo	id=g:550519
Kharlovka	id=g:550520
Kharlovka	id=g:550521
Mys Kharlova	id=g:550522
Ostrov Kharlov	id=g:550523
Ostrov Kharli	id=g:550524
Kharlashkin	id=g:550525
Kharlanovo	id=g:550526
Kharlanikha	id=g:550527
Kharlanikha	id=g:550528
Kharlampeyevo	id=g:550529
Kharlamovskaya	id=g:550530
Kharlamovskaya	id=g:550531
Kharlamovo	id=g:550532
Kharlanovo	id=g:550533
Kharlamovo	id=g:550534
Kharlamovo	id=g:550535
Kharlamovka	id=g:550536
Kharlamovka	id=g:550537
Kharlamovka	id=g:550538
Kharlamova Gora	id=g:550539
Lesopunkt Kharkulya	id=g:550540
Kharkozero	id=g:550541
Khar’kovskoye	id=g:550542
Khar’kovskiy Vtoroy	id=g:550543
Khar’kovskiy Pervyy	id=g:550544
Khar’kovskiy	id=g:550545
Khar’kovskiy	id=g:550546
Khar’kovskiy	id=g:550547
Khar’kovskiy	id=g:550548
Khar’kovskiy	id=g:550549
Khar’kovskiy	id=g:550550
Khar’kovskiy	id=g:550551
Khar’kovskoye	id=g:550552
Khar’kovo-Poltavskoye	id=g:550553
Khar'kovo	id=g:550554
Khar’kovka	id=g:550555
Khar’kovka	id=g:550556
Khar’kovka	id=g:550557
Mys Kharknessa	id=g:550559
Kharkhata	id=g:550560
Razvaliny Kharkoroy	id=g:550561
Kharivon	id=g:550562
Khariuznyy	id=g:550563
Ozero Khariusnoye	id=g:550564
Khariusnaya	id=g:550565
Kharitonvskaya	id=g:550566
Kharitontsevo	id=g:550567
Kharitonovskaya	id=g:550568
Kharitonovskaya	id=g:550569
Kharitonovskaya	id=g:550570
Kharitonovskaya	id=g:550571
Kharitonov Pochinok	id=g:550572
Kharitonovo	id=g:550573
Kharitonovo	id=g:550574
Kharitonovo	id=g:550575
Kharitonovo	id=g:550576
Kharitonovo	id=g:550577
Kharitonovo	id=g:550578
Kharitonovo	id=g:550579
Kharitonovo	id=g:550580
Kharitonovo	id=g:550581
Kharitonovo	id=g:550582
Kharitonovka	id=g:550583
Kharitonovka	id=g:550584
Kharitonovka	id=g:550585
Kharitonovka	id=g:550586
Kharitonovka	id=g:550587
Kharitonikha	id=g:550588
Kharitonikha	id=g:550589
Kharitonikha	id=g:550590
Stantsiya Kharitonenko	id=g:550591
Kharisdzhin	id=g:550592
Kharintsy	id=g:550593
Kharinskoye	id=g:550594
Kharinskoye	id=g:550595
Kharinskiy Ruchey	id=g:550596
Kharinskaya	id=g:550597
Kharinskaya	id=g:550598
Kharinovo	id=g:550599
Kharino	id=g:550600
Kharino	id=g:550601
Kharina Gora	id=g:550602
Kharino	id=g:550603
Kharino	id=g:550604
Kharino	id=g:550605
Kharino	id=g:550606
Kharino	id=g:550607
Kharino	id=g:550608
Kharino	id=g:550609
Kharino	id=g:550610
Kharino	id=g:550611
Kharino	id=g:550612
Kharino	id=g:550613
Kharino	id=g:550614
Kharino	id=g:550615
Kharino	id=g:550616
Kharinki	id=g:550617
Kharinka	id=g:550618
Ostrova Kharina	id=g:550619
Kharino	id=g:550620
Kharino	id=g:550621
Kharino Ozero	id=g:550622
Kharina	id=g:550623
Kharin	id=g:550624
Kharikolo	id=g:550625
Kharichi	id=g:550626
Kharichi	id=g:550627
Kharichi	id=g:550628
Khrebet Khargu-Vara	id=g:550629
Khargora	id=g:550630
Guba Khargolaksi	id=g:550631
Ozero Khargo	id=g:550632
Khargata	id=g:550633
Kharevshchina	id=g:550634
Ozero Kharerga	id=g:550635
Stantsiya Kharenki	id=g:550636
Kharenki	id=g:550637
Kharenki	id=g:550638
Kharenki	id=g:550639
Khardinovo	id=g:550641
Khardikova	id=g:550642
Kharchekha	id=g:550643
Kharchik-Chay	id=g:550644
Yemel’yanovo	id=g:550645
Kharchevnya	id=g:550646
Kharchevnya	id=g:550647
Kharchevnya	id=g:550648
Kharchëvaya	id=g:550649
Kharbulya	id=g:550650
Khar- Buluk	id=g:550651
Kharbuk	id=g:550652
Kharbovo	id=g:550653
Kharba	id=g:550654
Khara-Zukha	id=g:550655
Khara-Zukha	id=g:550656
Kharaylovo	id=g:550657
Kharaseya	id=g:550658
Kharaseya	id=g:550659
Pereval Kharami	id=g:550660
Kharaley	id=g:550661
Gora Kharakhora	id=g:550662
Kharakhi	id=g:550663
Ozero Kharaginskoye	id=g:550664
Kharachoy	id=g:550665
Kharachi	id=g:550666
Kharabulukskiye	id=g:550667
Khorobrovichi	id=g:550668
Kharabalinskiy Rayon	id=g:550669
Stantsiya Kharabalinskaya	id=g:550670
Kharabali	id=g:550671
Khara	id=g:550672
Khara	id=g:550673
Khara	id=g:550674
Ozero Khap-Yarvi	id=g:550675
Il’men’ Khapta	id=g:550676
Khap-Sari	id=g:550677
Stantsiya Khapry	id=g:550678
Khapry	id=g:550679
Khappovara	id=g:550680
Gora Khappa-Vaara	id=g:550681
Khapovo	id=g:550682
Ozero Khapo-Lampi	id=g:550683
Ozero Khapo Kala-Yarvi	id=g:550684
Ozero Khapish’-Lambi	id=g:550685
Khapil’	id=g:550686
Khapchin	id=g:550687
Khapavarankyulya	id=g:550689
Khapavara	id=g:550690
Khapaniyemi	id=g:550691
Ostrov Khapaluoto	id=g:550692
Khapalampi	id=g:550693
Khapala	id=g:550694
Khapa-Kyula	id=g:550695
Khapachëv	id=g:550696
Ozero Khapa	id=g:550697
Khanzharovo	id=g:550698
Khanzha	id=g:550699
Khanyutino	id=g:550700
Khanyug	id=g:550701
Khanyki	id=g:550702
Urochishche Chanur	id=g:550703
Khantulovo	id=g:550704
Khansverkino	id=g:550705
Ozero Khanskoye	id=g:550706
Khanskiy	id=g:550707
Khanskaya	id=g:550708
Khanok	id=g:550709
Ostrov Khannustiensari	id=g:550710
Khannukkalanmyaki	id=g:550711
Khannolovo	id=g:550712
Stantsiya Khannila	id=g:550713
Khannika	id=g:550714
Khan’kov	id=g:550715
Banka Khankikari	id=g:550716
Khankhotinskiy	id=g:550717
Ozero Khankhi-Yarvi	id=g:550718
Khankhisel’kya	id=g:550719
Ostrov Khankhipasi	id=g:550720
Stantsiya Khankala	id=g:550721
Khankala	id=g:550722
Stantsiya Khanino	id=g:550723
Khanino	id=g:550724
Khanino	id=g:550725
Khanino	id=g:550726
Khang-Ozero	id=g:550727
Ostrov Khangeluda	id=g:550728
Khange-Beze	id=g:550729
Ozero Khangas-Yarvi	id=g:550730
Ozero Khangas-Yarvi	id=g:550731
Khangas-Ozero	id=g:550732
Khangas	id=g:550733
Khan’galu	id=g:550734
Khoneyevo	id=g:550735
Khaneyevka	id=g:550736
Khonëvo	id=g:550737
Khanëvo	id=g:550738
Khanëvo	id=g:550739
Khanëvo	id=g:550740
Khaneneyevka	id=g:550741
Khonenevo	id=g:550742
Khanenevka Vtoraya	id=g:550743
Khanenevka Pervaya	id=g:550744
Khanenevka	id=g:550745
Khandzhalkala	id=g:550746
Khandrovo	id=g:550747
Khandey	id=g:550748
Ozero Khanderskoye	id=g:550749
Khandera	id=g:550750
Khancha	id=g:550751
Khanaz	id=g:550752
Khanata	id=g:550753
Khanata	id=g:550754
Khanakova Novinka	id=g:550755
Khamzayurt	id=g:550756
Khamyshki	id=g:550757
Gora Khamyseda	id=g:550758
Khamulo-Beze	id=g:550759
Khamkhurka	id=g:550760
Khampunkolkka	id=g:550761
Khamovo	id=g:550762
Khamotyk	id=g:550763
Stantsiya Khamolovo	id=g:550764
Khamolovo	id=g:550765
Khamochkhamzako	id=g:550766
Khamketinskaya	id=g:550767
Khamitovo	id=g:550768
Khaminovo	id=g:550769
Khamidiye	id=g:550770
Ostrov Khamegen-Shaari	id=g:550771
Khambushëvo	id=g:550772
Khamantovo	id=g:550773
Khamanino	id=g:550774
Khamamatyurt	id=g:550775
Khal’zëvo	id=g:550776
Khal’zëvo	id=g:550777
Khalymovo	id=g:550778
Khal’yanskaya Viska	id=g:550779
Khaluzi	id=g:550780
Khalturka	id=g:550781
Orlovskiy Rayon	id=g:550782
Khalturino	id=g:550783
Khalturino	id=g:550784
Orlov	id=g:550785
Khalshchagino	id=g:550786
Khaloy-Bosi	id=g:550787
Khal’mer-Yu	id=g:550788
Khal’mer-Vis	id=g:550789
Ozero Khal’mer-Ty	id=g:550790
Ozero Khal’mer-To	id=g:550791
Sopka Khal’mer	id=g:550792
Ostrov Khallikarti	id=g:550793
Skala Khalli	id=g:550794
Gora Khalla-Vara	id=g:550795
Khallasel’kya	id=g:550796
Khallakhukhdon-Khovi	id=g:550797
Khal’kovo	id=g:550798
Khal-Kiloy	id=g:550799
Khalipovka	id=g:550800
Khalipino	id=g:550801
Khalino	id=g:550802
Khalimonovka	id=g:550803
Khalimbekaul	id=g:550804
Khalilovo	id=g:550805
Khalilovo	id=g:550806
Khalikeyevo	id=g:550807
Khalybo-Adabashev	id=g:550808
Khalgi-Oya	id=g:550809
Khalezevo	id=g:550810
Khalezevo	id=g:550811
Khaleyevichi	id=g:550812
Khaleva	id=g:550813
Ozëra Khale-To	id=g:550814
Khaldy	id=g:550815
Khaldeyevskaya Banka	id=g:550816
Mys Khaldeyev	id=g:550817
Khalatsa	id=g:550819
Raz”yezd Khalatovo	id=g:550820
Khalan’	id=g:550821
Pereval Khalakhurkats	id=g:550822
Khal	id=g:550823
Khakuch	id=g:550824
Khakmada	id=g:550825
Razvaliny Khakikent	id=g:550826
Khakhlëvo	id=g:550827
Khakhita	id=g:550828
Khakhaly	id=g:550829
Lednik Khakel’	id=g:550830
Gora Khakel’	id=g:550831
Khakaraynen	id=g:550832
Khakala	id=g:550833
Khakakhukhta	id=g:550834
Khaiseva	id=g:550835
Ozero Khago-Yarvi	id=g:550836
Khafizkin	id=g:550837
Stantsiya Hadzhoh	id=g:550838
Ozero Khadzhibeyskoye	id=g:550840
Gora Khadzhibeybashi	id=g:550841
Khrebet Khadzhibey	id=g:550842
Khadzhibey	id=g:550843
Khadzhalmakhi	id=g:550844
Stantsiya Khadyzhenskaya	id=g:550845
Khadyzhensk	id=g:550846
Khadiyal	id=g:550847
Khadis-Yurt	id=g:550848
Ruchey Khadau Pervyy	id=g:550849
Khachivan’	id=g:550850
Khachin-Sala	id=g:550851
Khachemziy	id=g:550852
Khachela	id=g:550853
Khabu-Sari	id=g:550854
Khabozërskaya Guba	id=g:550855
Khabozero	id=g:550856
Khapo-Oye	id=g:550857
Khabotskoye	id=g:550858
Khabotilovka	id=g:550859
Urochishche Khaboni	id=g:550860
Ozero Khabolovo	id=g:550861
Khabolovo	id=g:550862
Khabl’	id=g:550863
Khabl’	id=g:550864
Ozëra Khabide-Khobn-To	id=g:550865
Khabezskiy Rayon	id=g:550866
Khabez	id=g:550867
Khabez	id=g:550868
Khabaz	id=g:550869
Khabarskoye	id=g:550870
Khabarshchina	id=g:550871
Khabarovskiy Kanal	id=g:550872
Razvaliny Khabarovo	id=g:550873
Khabarovo	id=g:550874
Khabarovo	id=g:550875
Khabarovka	id=g:550876
Khabarovaraka	id=g:550877
Ostrov Khabarova	id=g:550878
Khabarnoye	id=g:550879
Ostrov Khabarka	id=g:550880
Khabarikha	id=g:550881
Khabalinka	id=g:550882
Khabal	id=g:550883
Ozero Khaapa-Yarvi	id=g:550884
Gora Khaapavaara	id=g:550885
Kezskiy Rayon	id=g:550886
Sovkhoz Kezskiy	id=g:550887
Kezoruchey	id=g:550888
Ozero Kezol’skoye	id=g:550889
Kezmino	id=g:550890
Kezinskaya	id=g:550891
Gora Kezgenbashi	id=g:550892
Kezevo	id=g:550893
Ozero Këzenoyam	id=g:550894
Kezelëvo	id=g:550895
Kezdur	id=g:550896
Ozero Kezadra	id=g:550897
Kezadra	id=g:550898
Keza	id=g:550899
Keza	id=g:550900
Stantsiya Kez	id=g:550901
Kez	id=g:550902
Vozvyshennost’ Keyvy	id=g:550903
Ozero Keyvotto	id=g:550904
Keyvina	id=g:550905
Mys Keyt-Niyemi	id=g:550906
Keyta-Lakhti	id=g:550907
Keyniyok	id=g:550908
Ostrov Keyna	id=g:550909
Keymekhki	id=g:550910
Keykula	id=g:550911
Keykinskoye Boloto	id=g:550912
Keykino	id=g:550913
Ozero Keyga	id=g:550914
Keyd-Oya	id=g:550915
Kevyat-Ozero	id=g:550916
Kevsala	id=g:550917
Kevsala	id=g:550918
Ozero Kevros-Yarvi	id=g:550919
Kevrola	id=g:550920
Kevot-Ozero	id=g:550921
Ozero Kevlyakh’yavr	id=g:550922
Keverëvo	id=g:550923
Kevdo-Mel’sitovo	id=g:550924
Kevda-Vershina	id=g:550925
Stantsiya Kevda	id=g:550926
Kevda	id=g:550927
Keva Salma	id=g:550928
Kevar	id=g:550929
Keushte	id=g:550930
Gora Keulik	id=g:550931
Kettula	id=g:550932
Ketros’	id=g:550933
Ostanovochnyy Punkt Dachnaya	id=g:550934
Ostrov Ketlitsa	id=g:550935
Ozero Keti	id=g:550936
Kes’yag	id=g:550937
Kestym	id=g:550938
Kestvazh	id=g:550939
Kestromka	id=g:550940
Kesten’ga	id=g:550941
Kestanty	id=g:550942
Kesshur	id=g:550943
Kesshur	id=g:550944
Kesshur	id=g:550945
Kesshur	id=g:550946
Kesovogorskiy Rayon	id=g:550947
Kesovo	id=g:550948
Kesova Gora	id=g:550949
Kesova	id=g:550950
Kes’ma	id=g:550951
Kes’ma	id=g:550952
Kesloma	id=g:550953
Keslerovo	id=g:550954
Keskozero	id=g:550955
Ozero Keski-Yarvi	id=g:550956
Keskitalo	id=g:550957
Banka Keskimatala	id=g:550958
Gora Keskas-Pakhk	id=g:550959
Keshtoma	id=g:550960
Ozero Keshkozero	id=g:550961
Ozero Keshkema	id=g:550962
Keshka	id=g:550963
Kesatikau	id=g:550964
Stantsiya Kerzhenets	id=g:550965
Kerzhenets	id=g:550966
Kerzhenets	id=g:550967
Kerzhemok	id=g:550968
Kerzhakovka	id=g:550969
Kerzhaki	id=g:550970
Ozero Kervarvi	id=g:550971
Kervanto	id=g:550972
Kerva	id=g:550973
Keruzino	id=g:550974
Kerttuv”ya	id=g:550975
Gora Kertmen	id=g:550976
Stantsiya Kerstovo	id=g:550977
Kerstovo	id=g:550978
Kerson’	id=g:550979
Kershinskiye Borki	id=g:550980
Kersha	id=g:550981
Kersha	id=g:550982
Kersha	id=g:550983
Kerro	id=g:550984
Ozero Kerozero	id=g:550985
Ozero Kerozero	id=g:550986
Kerosskaya	id=g:550987
Keros	id=g:550988
Keroma	id=g:550989
Kernovo	id=g:550990
Kernezhka	id=g:550991
Kermis’	id=g:550992
Kermis’	id=g:550993
Kermeshna	id=g:550994
Kerlakhta	id=g:550995
Kerkkyalya	id=g:550996
Kerkiyes	id=g:550997
Kerkiyes	id=g:550998
Stantsiya Kerki	id=g:550999
Kerki	id=g:551000
Gora Kerkchorr	id=g:551001
Kerkasher	id=g:551002
Kerkakedzh	id=g:551003
Kerisyur’ya	id=g:551004
Kerigo	id=g:551005
Këri	id=g:551006
Kergudy	id=g:551007
Ozero Kergozero	id=g:551008
Ozero Kergozero	id=g:551009
Ozero Kerg-Ozero	id=g:551010
Ozero Kergozero	id=g:551011
Kergany	id=g:551012
Kerga	id=g:551013
Kerga	id=g:551014
Kerety	id=g:551015
Mys Kerets	id=g:551016
Stantsiya Keret’	id=g:551017
Ozero Keret’	id=g:551018
Ostrov Keret’	id=g:551019
Guba Keret’	id=g:551020
Keret’	id=g:551021
Keret’	id=g:551022
Keresta	id=g:551023
Stantsiya Kerest’	id=g:551024
Kerest’	id=g:551025
