Puu Mala	id=g:5852979
Hakalau Mill (historical)	id=g:5855288
Hakalau Nui	id=g:5855289
Hakalau School	id=g:5855290
Hakalau Stream	id=g:5855291
Halapē	id=g:5855292
Hala Grove	id=g:5855293
Hakipu‘u	id=g:5855294
Hakioawa	id=g:5855295
Hakuhee Point	id=g:5855296
Hakuma Point	id=g:5855297
Hakuola Gulch	id=g:5855298
Halali‘i Lake	id=g:5855299
Hāla‘i	id=g:5855300
Hala Point	id=g:5855301
Hala Terrace	id=g:5855302
Halāli‘i	id=g:5855303
Halakaa	id=g:5855304
Halakaa	id=g:5855305
Cape Hālawa	id=g:5855306
Hālawa	id=g:5855307
Halaula School (historical)	id=g:5855308
Halaula	id=g:5855309
Halapē Trail	id=g:5855310
Battery Hasbrouck (historical)	id=g:5855311
Halaula	id=g:5855312
Battery Dudley (historical)	id=g:5855313
Halaula Reservoir	id=g:5855314
Halaula	id=g:5855315
Halaula	id=g:5855316
Hālawa	id=g:5855317
Halaulani Stream	id=g:5855318
Hālawa	id=g:5855319
Hālawa	id=g:5855320
Hālawa Hills	id=g:5855321
Halawa Camp (historical)	id=g:5855322
Battery Dodge (historical)	id=g:5855323
Hālawa Bay	id=g:5855324
Hālawa Beach Park	id=g:5855325
Battery Boyd (historical)	id=g:5855326
Hālawa Heights	id=g:5855327
Hālawa District Park	id=g:5855328
Halawa Gulch	id=g:5855329
Hālawa Valley	id=g:5855330
Hālawa Kai School	id=g:5855331
Hālawa Stream	id=g:5855332
Hālawa Stream	id=g:5855333
Haleakalā Satellite Tracking Station	id=g:5855334
Hale Na‘auao	id=g:5855335
Hale Kahawai	id=g:5855336
Hale Aloha Lokelani Tower	id=g:5855337
Hale Alaka‘i	id=g:5855338
East Loch	id=g:5855339
Hale Akala (historical)	id=g:5855340
Hale Aloha Lehua Tower	id=g:5855341
Hale Aloha	id=g:5855342
Hale Aloha Ilima Tower	id=g:5855343
Hale Ikena	id=g:5855344
Hale Anuenue	id=g:5855345
Battery Birkhimer (historical)	id=g:5855346
Hale Aloha Mokihana Tower	id=g:5855347
Barbers Point Naval Air Station Post Office (historical)	id=g:5855348
Hale Aloha Nazarene School	id=g:5855349
Barbers Point Naval Air Station (historical)	id=g:5855350
Hale Hoaloha	id=g:5855351
Hale Auhau	id=g:5855352
Hale Hālāwai	id=g:5855353
Hale Mohalu Hospital	id=g:5855354
Hale Kula Elementary School	id=g:5855355
Hale Kini	id=g:5855356
Hale Kanilehua	id=g:5855357
Hale Kehau	id=g:5855358
Hale Kuhina	id=g:5855359
Hale Kuahine	id=g:5855360
Hale Kuakini	id=g:5855361
Hale Manoa	id=g:5855362
Hale Lokelani	id=g:5855363
Hale La‘akea	id=g:5855364
Hale Laulima	id=g:5855365
Hale Mana‘opono	id=g:5855366
Hale Makua Rest Home	id=g:5855367
Hale Manaleo	id=g:5855368
Haleakalā National Park	id=g:5855369
Hale o Kane Heiau	id=g:5855370
Hale O Ulu School	id=g:5855371
Hale No‘eau	id=g:5855372
Hale Nani Hospital	id=g:5855373
Hale Nani Police Academy	id=g:5855374
Hale ‘O Papa Heiau	id=g:5855375
Hale Noelani	id=g:5855376
Barbers Point Elementary School	id=g:5855377
Hale O Kamalii School	id=g:5855378
Barbers Point Beach Park	id=g:5855379
Hale Wainani	id=g:5855380
Hale Pili	id=g:5855381
Banzai Beach	id=g:5855382
Hale Pa‘ahao	id=g:5855383
Hale Piilani Park	id=g:5855384
Banyan Golf Course	id=g:5855385
Hale Pulama Mau	id=g:5855386
Balthazar Bridge	id=g:5855387
Hale Pohaku	id=g:5855388
Hale Pohaku Ranger Station	id=g:5855389
Haleakalā Homesteads	id=g:5855390
Hale-ō-ka-puni Heiau	id=g:5855391
Hale o Lono Beach	id=g:5855392
Baldwin Park	id=g:5855393
Hale o Kapuni Heiau (historical)	id=g:5855394
Bailey House Museum	id=g:5855395
Hale o Keawe Heiau	id=g:5855396
Hale-Ho Aloha Rest Home	id=g:5855397
Hale o Lono Heiau	id=g:5855398
Hale o Mano Heiau	id=g:5855399
Haleakalā Crater	id=g:5855400
Hale‘aha	id=g:5855401
Haleaha	id=g:5855402
Hale‘aha	id=g:5855403
Baha'i World Faith Mid-Pacific Center	id=g:5855404
Haleakalā	id=g:5855405
Bachman Hall	id=g:5855406
Haleaha Gulch	id=g:5855407
Azeka Place Shopping Center	id=g:5855408
Hīnalenale Point	id=g:5855409
Hianaula Point	id=g:5855410
Hā‘ō‘ū	id=g:5855411
Hāna Airport	id=g:5855412
Haleolono	id=g:5855413
Halekipa Camp	id=g:5855414
Hale'iwa Ali'i Beach Park	id=g:5855415
Halehaku Gulch	id=g:5855416
East Kauai Methodist Church	id=g:5855417
Halehaha Stream	id=g:5855418
Halehaka Stream	id=g:5855419
Hale‘iwa	id=g:5855420
Hale‘iele Valley	id=g:5855421
Halehomaha	id=g:5855422
Halehui Palace (historical)	id=g:5855423
Haleili Haukalua One	id=g:5855424
Haleili	id=g:5855425
Halekini	id=g:5855426
Haleiwa Shopping Plaza Shopping Center	id=g:5855427
Hale‘iwa Boat Harbor	id=g:5855428
Hale‘iwa Army Beach	id=g:5855429
Hale‘iwa Beach Park	id=g:5855430
Haleiwa Landing Field (historical)	id=g:5855431
Haleiwa Bridge	id=g:5855432
Hale‘iwa Elementary School	id=g:5855433
Halekii Heiau	id=g:5855434
Halekamahina Two	id=g:5855435
Halekamahina	id=g:5855436
Halekamahina One	id=g:5855437
Halekii	id=g:5855438
Halekauwila Palace (historical)	id=g:5855439
Halekii	id=g:5855440
Haleokāne	id=g:5855441
Halemanu Stream	id=g:5855442
Halelaau	id=g:5855443
Halekou Waikaluakai Homesteads	id=g:5855444
Halekou	id=g:5855445
Halekou Pond	id=g:5855446
Halekua Stream	id=g:5855447
‘Āwini	id=g:5855448
Halemanu	id=g:5855449
Halelua	id=g:5855450
Halele‘a Forest Reserve	id=g:5855451
Halelua	id=g:5855452
‘Āwili Point	id=g:5855453
Halemano	id=g:5855454
Halelua Gulch	id=g:5855455
Haleohiu Homesteads	id=g:5855456
Hālena	id=g:5855457
Halema‘uma‘u Crater	id=g:5855458
Halemanu-Kōke‘e Trail	id=g:5855459
Halemaoli	id=g:5855460
Halema‘uma‘u Trail	id=g:5855461
Halema‘uma‘u Overlook	id=g:5855462
Halema‘uma‘u Parking Area	id=g:5855463
Haleohiu	id=g:5855464
East Branch Halawa Gulch	id=g:5855465
Halena Beach	id=g:5855466
Hālena Gulch	id=g:5855467
Dupont Trail	id=g:5855468
Halenanahu Reservoir	id=g:5855469
Halenanahu Stream	id=g:5855470
Hāna	id=g:5855471
Haloa Building	id=g:5855472
Haleuluhe Palace (historical)	id=g:5855473
Awalua Beach	id=g:5855474
Halepalaoa Beach	id=g:5855475
Haleone	id=g:5855476
Awalua	id=g:5855477
Haleolono Point	id=g:5855478
Awalua	id=g:5855479
Haleone	id=g:5855480
Awalua	id=g:5855481
Dry Dock Number 4	id=g:5855482
Haleone	id=g:5855483
Halepa‘akai Stream	id=g:5855484
Awalau Gulch	id=g:5855485
Halepuna	id=g:5855486
Halepiula Road	id=g:5855487
Halepalaoa Landing	id=g:5855488
Halepiula	id=g:5855489
Halepuaa	id=g:5855490
Halepōhāhā	id=g:5855491
Halepohaku	id=g:5855492
Haloa	id=g:5855493
Awahua Harbor	id=g:5855494
Haliimaile	id=g:5855495
‘Awahua Beach	id=g:5855496
Hāli‘i	id=g:5855497
Halfway Bridge	id=g:5855498
Halfway House	id=g:5855499
Hāli‘i Stream	id=g:5855500
Hali‘i	id=g:5855501
Hāli‘i Falls	id=g:5855502
Hālō	id=g:5855503
Hāli‘ipa‘akai	id=g:5855504
Haliimaile	id=g:5855505
Haliimaile Park	id=g:5855506
Halo	id=g:5855507
Hāliīpālala	id=g:5855508
Hālō	id=g:5855509
Hāmoa Beach	id=g:5855510
Hālona Cove	id=g:5855511
Hāloku Falls	id=g:5855512
Halona	id=g:5855513
Halona Stream	id=g:5855514
Hālona Kahakai Overlook	id=g:5855515
Hālona Point	id=g:5855516
Halulu	id=g:5855517
Lae ‘O Hālona	id=g:5855518
Halua Pond	id=g:5855519
Halulu Falls	id=g:5855520
Halulu Gulch	id=g:5855521
Hāmoa	id=g:5855522
Hamakua Marsh	id=g:5855523
Hamakua Ditch	id=g:5855524
Hamakua	id=g:5855525
Hāmākua District	id=g:5855526
Hamakua Forest Reserve	id=g:5855527
Hāmākua Forest Reserve	id=g:5855528
Hamakua Forest Reserve	id=g:5855529
Hāmoa	id=g:5855530
Hamakuapoko	id=g:5855531
Hamakualoa	id=g:5855532
Hamakuapoko	id=g:5855533
‘Āuwalolimu Playground	id=g:5855534
Hammer Point	id=g:5855535
August Ahrens Elementary School	id=g:5855536
Hamanamana	id=g:5855537
Hamanamana Homesteads	id=g:5855538
Auwae	id=g:5855539
Damien Museum	id=g:5855540
Hanalei Pavilion Beach Park	id=g:5855541
Hanakaoo Point	id=g:5855542
Hāna High School	id=g:5855543
Hāna Community Center	id=g:5855544
Hāna Bay	id=g:5855545
Hāna Beach Park	id=g:5855546
Hāna Forest Reserve	id=g:5855547
Hāna Cultural Center	id=g:5855548
Hāna District (historical)	id=g:5855549
‘Aukai Beach Park	id=g:5855550
Hanaimoa Gulch	id=g:5855551
Auau Point	id=g:5855552
Hāna Wharf	id=g:5855553
Hāna Medical Center	id=g:5855554
Hāna Shopping Center	id=g:5855555
Hanai	id=g:5855556
Hanahanapuni	id=g:5855557
Hanahau‘oli School	id=g:5855558
Hanakaoo Cemetery	id=g:5855559
Hanakaape Bay	id=g:5855560
Hanaipoe	id=g:5855561
Hanaipoe Gulch	id=g:5855562
Auau Channel	id=g:5855563
Hanakaape	id=g:5855564
Hanakaoo Beach Park	id=g:5855565
Donald Sherman Laboratory	id=g:5855566
Hanaka‘ilio Beach	id=g:5855567
Hanakamanene Valley	id=g:5855568
Hanakaoo	id=g:5855569
Hanakanae‘a Beach	id=g:5855570
Hanakaoe	id=g:5855571
Hanalei Pavilion	id=g:5855572
Hanakoa Stream	id=g:5855573
Hanakāpī‘ai Valley	id=g:5855574
Hanakāpī‘ai Beach	id=g:5855575
Hanakaoo Reservoir	id=g:5855576
Hanakāpī‘ai	id=g:5855577
Hanakāpī‘ai Stream	id=g:5855578
Hanakāpī‘ai Falls	id=g:5855579
Hanakāpī‘ai Falls Trail	id=g:5855580
Hanakoa Shack	id=g:5855581
Asa Thurston Physical Education Center	id=g:5855582
Hanakaulua Bay	id=g:5855583
Dole Playground	id=g:5855584
Hanakauhi	id=g:5855585
Hanakoa Falls	id=g:5855586
Hanakeaumoe	id=g:5855587
Arched Rock	id=g:5855588
Hanakoa	id=g:5855589
Hanalei Park	id=g:5855590
Hanalei Bay	id=g:5855591
‘Āpu‘uiki Gulch	id=g:5855592
Dole Hall	id=g:5855593
Dole Middle School	id=g:5855594
Hanakoa Valley	id=g:5855595
‘Āpua Point	id=g:5855596
Hanalei	id=g:5855597
Hanalei	id=g:5855598
‘Āpua Plain	id=g:5855599
Hanalei	id=g:5855600
‘Āpua (historical)	id=g:5855601
Hanalei National Wildlife Refuge	id=g:5855602
Hanalei District	id=g:5855603
‘Āpua	id=g:5855604
Hanalei Beach Park	id=g:5855605
Apole Point	id=g:5855606
Hanalei Bridge	id=g:5855607
Hanalei Landing	id=g:5855608
Api Spring	id=g:5855609
Hanalei Elementary School	id=g:5855610
Hanalei Homesteads	id=g:5855611
Hanonui Gulch	id=g:5855612
Hanapepe Valley	id=g:5855613
Hanamaulu Beach Park	id=g:5855614
Hanalua	id=g:5855615
Hanalei Valley	id=g:5855616
Hanalei River	id=g:5855617
Disappearing Sands Beach	id=g:5855618
Hanaloa Point	id=g:5855619
Dillingham Tennis Courts	id=g:5855620
Hanalilolilo	id=g:5855621
Hanamaulu Bay	id=g:5855622
Cape Hanamanioa	id=g:5855623
Hanamalo Point	id=g:5855624
Hanamanioa Light	id=g:5855625
Hanamaulu Airstrip	id=g:5855626
‘Ānuenue School	id=g:5855627
Hanamā‘ulu	id=g:5855628
Hanamaulu	id=g:5855629
Dillingham Airfield	id=g:5855630
Hanapēpē	id=g:5855631
Dillingham Hall	id=g:5855632
Anokaiole	id=g:5855633
Hanamā‘ulu Ditch	id=g:5855634
Hanamā‘ulu Stream	id=g:5855635
Hanapēpē Hawaiian Home Land	id=g:5855636
Hanapai	id=g:5855637
Hanapai	id=g:5855638
Hanapepe River	id=g:5855639
Hanapepe Ditch	id=g:5855640
Hanapepe Bay	id=g:5855641
Hanapepe Beach Park	id=g:5855642
Hanapepe Park	id=g:5855643
Hanapepe Heights	id=g:5855644
Hanapepe Light	id=g:5855645
Hānō	id=g:5855646
Hanawana Point	id=g:5855647
Diamond Head	id=g:5855648
Diamond Head Health Center	id=g:5855649
Diamond Head Lighthouse	id=g:5855650
Anne Knudsen Park	id=g:5855651
Hanapueo Stream	id=g:5855652
Hanaula Gulch	id=g:5855653
Hanaula	id=g:5855654
Hanaula	id=g:5855655
Hanawana Bay	id=g:5855656
Hanauma Bay	id=g:5855657
Hanaula Gulch	id=g:5855658
Hanaulaiki	id=g:5855659
Anipe‘ahi	id=g:5855660
Hanauma Bay State Underwater Park	id=g:5855661
Hanauma Bay Beach Park	id=g:5855662
Hanauma Bay Marine Life Conservation District	id=g:5855663
Anianikū Cove	id=g:5855664
Hanini Reservoir	id=g:5855665
Dean Hall	id=g:5855666
Anianikeha	id=g:5855667
Hanawī Springs	id=g:5855668
Hanawana Stream	id=g:5855669
Dewey Cone	id=g:5855670
Hanawī Stream	id=g:5855671
Hanawī Stream	id=g:5855672
Devastation Trail	id=g:5855673
De Corte Playground	id=g:5855674
Hanehoi Stream	id=g:5855675
Hanehoi	id=g:5855676
Hanehoi Point	id=g:5855677
Haneo‘o Gulch	id=g:5855678
De Mello Reservoir	id=g:5855679
Haneo‘o	id=g:5855680
Hinalele Falls	id=g:5855681
Lae Hi	id=g:5855682
Hawai‘iloa Ridge	id=g:5855683
Hawaii Baptist Academy	id=g:5855684
Haula	id=g:5855685
Harris United Methodist Church	id=g:5855686
Dafukuji Soto Mission	id=g:5855687
Hapahapai Gulch	id=g:5855688
Hā‘ō‘ū	id=g:5855689
Hāpapa Gulch	id=g:5855690
Damien Memorial High School	id=g:5855691
Hapai Alii Heiau	id=g:5855692
Hāpu‘u Camp	id=g:5855693
Hapuna Bay	id=g:5855694
Hapokele Park	id=g:5855695
Happy Valley	id=g:5855696
Andrews Outdoor Theatre	id=g:5855697
Hapuu Bay	id=g:5855698
Andrade Camp	id=g:5855699
Hapuna Beach	id=g:5855700
Hapuna Beach State Park	id=g:5855701
Hauko‘i	id=g:5855702
Anapuka	id=g:5855703
Hauhili Stream	id=g:5855704
Anapuka	id=g:5855705
Haua Gulch	id=g:5855706
Harry K Brown Park	id=g:5855707
Haua	id=g:5855708
Anapuka	id=g:5855709
Hauani Gulch	id=g:5855710
Anapuka	id=g:5855711
D T Fleming Beach Park	id=g:5855712
Hauākea Pali	id=g:5855713
Haukoi	id=g:5855714
Hauini	id=g:5855715
Crestview Community Park	id=g:5855716
Hauiki Homes	id=g:5855717
Haukoe Point	id=g:5855718
Haukalua	id=g:5855719
Haukalua Two Homesteads	id=g:5855720
Hawaii Agricultural Experiment Station	id=g:5855721
Hā‘upu	id=g:5855722
Hauola Gulch	id=g:5855723
Haunakea	id=g:5855724
Haula Beach	id=g:5855725
Haunaa	id=g:5855726
Hauola City of Refuge	id=g:5855727
Hauola	id=g:5855728
Hauola	id=g:5855729
Haupu	id=g:5855730
Hau‘oli Kamana‘o Church	id=g:5855731
Hauola Ridge	id=g:5855732
Hauola Stone	id=g:5855733
Haupa‘akea Peak	id=g:5855734
Hau‘oliwahine Gulch	id=g:5855735
Crestview	id=g:5855736
Hauwa Reef	id=g:5855737
Hauula Elementary School	id=g:5855738
Hau‘ula	id=g:5855739
Hā‘upu Bay	id=g:5855740
Hau‘ula	id=g:5855741
Hauula Congregational Church	id=g:5855742
Hau‘ula Beach Park	id=g:5855743
Hau‘ula Community Park	id=g:5855744
Hauula Stream	id=g:5855745
Hau‘ula Homesteads	id=g:5855746
Hauula Fire Station Number 15	id=g:5855747
Hau‘ula Forest Reserve	id=g:5855748
Hauula Seventh-Day Adventist Church	id=g:5855749
Hau‘ula Kai Shopping Center	id=g:5855750
Hauula Post Office	id=g:5855751
Crawford Hall	id=g:5855752
Hawaii State Library	id=g:5855753
Hawai‘i Kai	id=g:5855754
Hawai‘i Country Club	id=g:5855755
Hawaii Capital Historic District	id=g:5855756
Hawai‘i Beaches Estates	id=g:5855757
Hawaii Business College	id=g:5855758
Hawai‘i Convention Center	id=g:5855759
Hawaii Chinese Buddhist Society	id=g:5855760
Hawai‘i Community College	id=g:5855761
Hawai‘i Job Corps Center	id=g:5855762
Hawaii Falls	id=g:5855763
Anaehoomalu Point	id=g:5855764
Hawaii County	id=g:5855765
Hawaii County Building	id=g:5855766
Anaehoomalu Bay	id=g:5855767
Hawaii Institute of Geophysics	id=g:5855768
Hawaii Hall	id=g:5855769
Hawaii Infantry Training Camp (historical)	id=g:5855770
Hawai‘i State Hospital	id=g:5855771
Ana Kalakaua Shopping Center	id=g:5855772
Hawaii Medical Library	id=g:5855773
Amu	id=g:5855774
Hawaii Kai Recreation Center	id=g:5855775
Hawaii Kai Baptist Church	id=g:5855776
Hawai‘i Kai Golf Course	id=g:5855777
Hawaii Maritime Center	id=g:5855778
Hawaii Kai Shopping Center	id=g:5855779
Hawaii Loa College	id=g:5855780
Hawaii State Archives	id=g:5855781
Hawaii Pacific University Windward Hawaii Loa Campus	id=g:5855782
Hawai‘i Nature Center	id=g:5855783
Hawaii Pacific University Downtown Honolulu Campus	id=g:5855784
‘Alula Beach	id=g:5855785
Hawaii School for the Deaf and Blind	id=g:5855786
Hawaii Preparatory Academy	id=g:5855787
Aluea Rocks	id=g:5855788
Hawaii Raceway Park	id=g:5855789
Aloha Tower Marketplace Shopping Center	id=g:5855790
Hawaiilanui Gulch	id=g:5855791
Hawaiian Homes	id=g:5855792
Hawaii-Kai Public Library	id=g:5855793
Hawaii Volcanoes Wilderness	id=g:5855794
Hawaii Theatre	id=g:5855795
Hawai‘i Volcanoes National Park	id=g:5855796
Hawaii	id=g:5855797
Hawaii Yacht Club	id=g:5855798
Island of Hawai‘i	id=g:5855799
Hawaiian Historical Society Library	id=g:5855800
Aloha Center	id=g:5855801
Hawaiian Beaches	id=g:5855802
Hawaiian Acres	id=g:5855803
Hawaiian Baptist Academy	id=g:5855804
Hawaiian Hall	id=g:5855805
Hawaiian Beaches Park	id=g:5855806
Hawaiian Electric Beach Park	id=g:5855807
Hawaiian-Spanish Village	id=g:5855808
Hawaiian Paradise Park	id=g:5855809
Hawaiian Memorial Park	id=g:5855810
Hawai‘ian Islands	id=g:5855811
Hawaiian Islands National Wildlife Refuge	id=g:5855812
Hawaiian Ocean View Estates	id=g:5855813
Hawaiian Mission Academy	id=g:5855814
Hawaiian Ocean View	id=g:5855815
Hawaiian Volcano Observatory	id=g:5855816
Hawaiian Protestant Church	id=g:5855817
Hawaiian Paradise Park	id=g:5855818
Hawaiian Pentecostal Full Gospel Assembly Church	id=g:5855819
Hawaiian Village	id=g:5855820
Hawaiian Ranchos	id=g:5855821
Hawaiian Sugar Planters Association	id=g:5855822
Hinakapoula	id=g:5855823
All Saints Episcopal Church	id=g:5855824
Lae o Hiiaka	id=g:5855825
Herring Springs	id=g:5855826
Henry Perrine Baldwin High School	id=g:5855827
Alilipali Gulch	id=g:5855828
Hekili Point	id=g:5855829
Heaaula	id=g:5855830
Hawaloa	id=g:5855831
Crater Village	id=g:5855832
Haweleau Gulch	id=g:5855833
Hāwea	id=g:5855834
Hawea Point	id=g:5855835
Hawini Bay	id=g:5855836
Hawi	id=g:5855837
Hawelewele Gulch	id=g:5855838
Crater Hill	id=g:5855839
Hawi Post Office	id=g:5855840
Hawi	id=g:5855841
Hawi County Cemetery	id=g:5855842
Heiheiahulu	id=g:5855843
He‘eia Landing	id=g:5855844
Heeia Bay	id=g:5855845
Healani Stream	id=g:5855846
He‘eia	id=g:5855847
He‘eia Kea Boat Harbor	id=g:5855848
Alika Ruins	id=g:5855849
Heeia Elementary School	id=g:5855850
Heeia Japanese Cemetery	id=g:5855851
Heihei	id=g:5855852
He‘eia State Park	id=g:5855853
Heeia Playground	id=g:5855854
He‘eia Pond	id=g:5855855
Alika Bay	id=g:5855856
Heeka Point	id=g:5855857
He‘eia Stream	id=g:5855858
He‘eia	id=g:5855859
Hiiaka Crater	id=g:5855860
Hemmeter Fieldhouse	id=g:5855861
Henry Hall	id=g:5855862
Henke Hall	id=g:5855863
Helani	id=g:5855864
Helemano Elementary School	id=g:5855865
Heakalani Heiau	id=g:5855866
Helani Ridge	id=g:5855867
Helele‘ike‘ōhā Stream	id=g:5855868
‘Ālika	id=g:5855869
Heneheneula	id=g:5855870
Crashboat Channel	id=g:5855871
Helemano Reservoir Ditch	id=g:5855872
Helemano Stream	id=g:5855873
Aliiolani Elementary School	id=g:5855874
Hemenway Hall	id=g:5855875
Helu	id=g:5855876
Helumoa (historical)	id=g:5855877
Hii Flats	id=g:5855878
Higashi Camp	id=g:5855879
Hickam Harbor Beach	id=g:5855880
Hickam Elementary School	id=g:5855881
Alii Kai	id=g:5855882
Hickam Harbor	id=g:5855883
Hienaloli One-Six	id=g:5855884
Āliamanu School	id=g:5855885
Hickam Village	id=g:5855886
Hickman Field Wharf	id=g:5855887
Hihiu	id=g:5855888
Āliamanu Crater	id=g:5855889
Higashi Hongwanji Mission	id=g:5855890
Higashi Hongwanji Church	id=g:5855891
Higashi Hongwanji Mission	id=g:5855892
Hihimanu	id=g:5855893
Higashihara Park	id=g:5855894
Highlands Intermediate School	id=g:5855895
Ālia Stream	id=g:5855896
Hilo Hospital Heliport	id=g:5855897
Hilo Breakwater	id=g:5855898
Cooks Heiau	id=g:5855899
Country Garden Estates	id=g:5855900
Cove Park	id=g:5855901
Hiilawe Falls	id=g:5855902
Hiilawe Stream	id=g:5855903
Hikauhi Gulch	id=g:5855904
Hikapoloa	id=g:5855905
Hikauhi	id=g:5855906
Hikimoe Valley	id=g:5855907
Hikiau Heiau State Monument	id=g:5855908
Hikiau Falls	id=g:5855909
Hikiau Heiau	id=g:5855910
Hikimoe Ridge	id=g:5855911
Hikilei Valley	id=g:5855912
Cooks Monument	id=g:5855913
Hilo Boys and Girls Club	id=g:5855914
Cooke Hall	id=g:5855915
Cooke Library	id=g:5855916
Hikina o ka la Heiau	id=g:5855917
Hikiula Gulch	id=g:5855918
Hīlea Gulch	id=g:5855919
Hīlea	id=g:5855920
Hīlea (historical)	id=g:5855921
Hilo Bay	id=g:5855922
Hilina Pali	id=g:5855923
Hīlea Iki	id=g:5855924
Hīlea Nui	id=g:5855925
Alexander and Baldwin Building	id=g:5855926
Hilo	id=g:5855927
Hilina Pali Trail	id=g:5855928
Alexander Young Ward	id=g:5855929
Hillcrest	id=g:5855930
Alexander Mission Home	id=g:5855931
Hina Gulch	id=g:5855932
Alexander Hall	id=g:5855933
Hilo Lagoon Centre	id=g:5855934
Hilo Golf Course	id=g:5855935
Hilo Country Club	id=g:5855936
Alena	id=g:5855937
Hilo Church of the Nazarene	id=g:5855938
Hilo Closed Watershed	id=g:5855939
Hilo Forest Reserve	id=g:5855940
Hilo Daijingu	id=g:5855941
Hilo Day Care Activity Center	id=g:5855942
Alena	id=g:5855943
Hilo International Airport	id=g:5855944
Hilo Hongwanji Mission	id=g:5855945
Hilo Harbor	id=g:5855946
Hilo High School	id=g:5855947
Hilo Intermediate School	id=g:5855948
Hilo Hooganji Mission	id=g:5855949
Hilo Hospital	id=g:5855950
Hina Falls	id=g:5855951
Hilo Trail	id=g:5855952
Hilo Post Office	id=g:5855953
Hilo Medical Building	id=g:5855954
Hilo Missionary Church	id=g:5855955
Hilo Trail	id=g:5855956
Hilo Public Library	id=g:5855957
Aleamai Stream	id=g:5855958
Hilo Shopping Center	id=g:5855959
Lae ‘O Hilu‘ula	id=g:5855960
Hilo United Methodist Church	id=g:5855961
Hilo Union Elementary School	id=g:5855962
Hilo Union School Annex Number 1	id=g:5855963
Lae ‘O Hilukea	id=g:5855964
Hiloa Stream	id=g:5855965
Hilton Lagoon	id=g:5855966
Kahalepōhaku	id=g:5855967
Iolani Chapel	id=g:5855968
Homonū Stream	id=g:5855969
Church of the Nazarene	id=g:5855970
Holei	id=g:5855971
Hobron Point	id=g:5855972
Albert Spencer Wilcox Memorial Library	id=g:5855973
Community Church of Honolulu	id=g:5855974
Hi‘onamoa Gulch	id=g:5855975
