Kamay	id=g:2430927
Bédéïné	id=g:2435797
Bodéné	id=g:2435798
Bédégué	id=g:2435799
Bédé Dioul	id=g:2435800
Bédé	id=g:2435801
Bédé	id=g:2435802
Mbété	id=g:2435803
Bedbédi	id=g:2435804
Bédaya	id=g:2435805
Bédaya	id=g:2435806
Bédaya	id=g:2435807
Bedat	id=g:2435808
Bédara Lal	id=g:2435809
Bédara	id=g:2435810
Bédara	id=g:2435811
Bédaoyo	id=g:2435812
Bédanta	id=g:2435813
Bédan II	id=g:2435814
Bédan I	id=g:2435815
Bedanga	id=g:2435816
Bedane	id=g:2435817
Bédandié	id=g:2435818
Bédan	id=g:2435819
Bédann	id=g:2435820
Bédamoundou	id=g:2435821
Bédam	id=g:2435822
Bédakoussang	id=g:2435823
Bidakaridé	id=g:2435824
Bédaïdoura	id=g:2435825
Bécon Djoro	id=g:2435826
Béchirom	id=g:2435827
Bebwayo	id=g:2435828
Béboy	id=g:2435829
Béboye	id=g:2435830
Bebourou	id=g:2435831
Béboura	id=g:2435832
Béboukata	id=g:2435833
Bebougaï	id=g:2435834
Bébongay	id=g:2435835
Bébou	id=g:2435836
Béboto	id=g:2435837
Béboro	id=g:2435838
Béboro	id=g:2435839
Bebo Pen	id=g:2435840
Béboni	id=g:2435841
Bebomo	id=g:2435842
Bébolo	id=g:2435843
Bé Bobranga	id=g:2435844
Bébo	id=g:2435845
Bébo	id=g:2435846
Bébinga	id=g:2435847
Bebian	id=g:2435848
Bebian	id=g:2435849
Bébélem II	id=g:2435850
Bébélèm I	id=g:2435851
Bébé Labi	id=g:2435852
Bebekass	id=g:2435853
Bébédja	id=g:2435854
Bébé Bilbil	id=g:2435855
Bébé	id=g:2435856
Bébangueur	id=g:2435857
Bébanga	id=g:2435858
Bébandja	id=g:2435859
Bebanda	id=g:2435860
Bébanassa	id=g:2435861
Bébalèm	id=g:2435862
Bébala II	id=g:2435863
Bébala I	id=g:2435864
Bébala	id=g:2435865
Bébala	id=g:2435866
Bébala	id=g:2435867
Bébala	id=g:2435868
Bébal	id=g:2435869
Bébal	id=g:2435870
Bebal	id=g:2435871
Bèmbaïda II	id=g:2435872
Bebokasi	id=g:2435873
Biabo	id=g:2435874
Bazourga	id=g:2435875
Bayorom	id=g:2435876
Bayoro	id=g:2435877
Bayoro	id=g:2435878
Bayo	id=g:2435879
Bayo	id=g:2435880
Bayem	id=g:2435881
Bayam	id=g:2435882
Baydam	id=g:2435883
Bébo	id=g:2435884
Bayanga	id=g:2435885
Bayan	id=g:2435886
Bayakababa	id=g:2435887
Bayadinga	id=g:2435888
Baya	id=g:2435889
Bausa	id=g:2435890
Batri	id=g:2435891
Batoum Am Mak	id=g:2435892
Batoubo	id=g:2435893
Batoua	id=g:2435894
Batna	id=g:2435895
Gala Konoa	id=g:2435896
Batikam	id=g:2435897
Batifogora	id=g:2435898
Région du Batha	id=g:2435899
Batha	id=g:2435900
Batéba	id=g:2435901
Batchaoua	id=g:2435902
Batari	id=g:2435903
Batara	id=g:2435904
Batanamé	id=g:2435905
Batalay	id=g:2435906
Batal	id=g:2435907
Bata III	id=g:2435908
Bata II	id=g:2435909
Bata I	id=g:2435910
Bata	id=g:2435911
Bata	id=g:2435912
Bassi	id=g:2435913
Bassengui	id=g:2435914
Bassa	id=g:2435915
Baslo	id=g:2435916
Baskilin	id=g:2435917
Réserve de Faune du Bas Chari	id=g:2435918
Basao	id=g:2435919
Basali	id=g:2435920
Basal	id=g:2435921
Bassa	id=g:2435922
Barwala Haraz	id=g:2435923
Barwala Asil	id=g:2435924
Barwala Am Djèmèna	id=g:2435925
Barsa	id=g:2435926
Barsa	id=g:2435927
Baro	id=g:2435928
Barmoutou	id=g:2435929
Barlo	id=g:2435930
Barlo	id=g:2435931
Barlé	id=g:2435932
Barkou Balolou	id=g:2435933
Barkou	id=g:2435934
Barkmal	id=g:2435935
Barkevarba I	id=g:2435936
Barkevarba II	id=g:2435937
Barkéré	id=g:2435938
Barkayounga	id=g:2435939
Barkaya	id=g:2435940
Barkatchiganga	id=g:2435941
Barkal	id=g:2435942
Barka Kaya	id=g:2435943
Barkai Tohon	id=g:2435944
Bir Barkagnay	id=g:2435945
Bir Barka Dial	id=g:2435946
Barka Dandom	id=g:2435947
Barkabolou	id=g:2435948
Barka Askanga	id=g:2435949
Bir Barka	id=g:2435950
Bir Barka	id=g:2435951
Barka	id=g:2435952
Baka	id=g:2435953
Barka	id=g:2435954
Barintié	id=g:2435955
Barima	id=g:2435956
Mont Barilla	id=g:2435957
Bari Kolom	id=g:2435958
Baridondo	id=g:2435959
Baria	id=g:2435961
Baria	id=g:2435962
Baria	id=g:2435963
Bari	id=g:2435964
Bari	id=g:2435965
Bari	id=g:2435966
Bargarom	id=g:2435967
Bargarom	id=g:2435968
Bargarom	id=g:2435969
Bir Barga	id=g:2435970
Rahat Baréna	id=g:2435971
Ehi- Bardi	id=g:2435972
Bardé	id=g:2435973
Barde	id=g:2435974
Bardak	id=g:2435975
Bardaï	id=g:2435976
Enneri Bardagué	id=g:2435977
Barbouy	id=g:2435978
Barati	id=g:2435979
Bar Arkanga	id=g:2435980
Barao	id=g:2435981
Baranga	id=g:2435982
Baranga	id=g:2435983
Baram Atiko	id=g:2435984
Barama	id=g:2435985
Enneri Barakournida	id=g:2435986
Bara II	id=g:2435987
Bara I	id=g:2435988
Bara I	id=g:2435989
Bara	id=g:2435990
Bara	id=g:2435991
Bara	id=g:2435992
Bara	id=g:2435993
Bara	id=g:2435994
Bara	id=g:2435995
Bara	id=g:2435996
Bara	id=g:2435997
Goboro Bara	id=g:2435998
Bara	id=g:2435999
Bara	id=g:2436000
Bara	id=g:2436001
Bara	id=g:2436002
Bara	id=g:2436003
Bara	id=g:2436004
Rahat Bar	id=g:2436005
Bar	id=g:2436006
Bar	id=g:2436007
Bapaga	id=g:2436008
Baouyat	id=g:2436009
Baoun	id=g:2436010
Baoul Saoudji	id=g:2436011
Baoudjoro	id=g:2436012
Baouda	id=g:2436013
Baouda	id=g:2436014
Souli Baosoui	id=g:2436015
Bir Baosi	id=g:2436016
Baokoudou	id=g:2436017
Baogarada	id=g:2436018
Baogarada	id=g:2436019
Baoda	id=g:2436020
Baoaré	id=g:2436021
Bao	id=g:2436022
Bao	id=g:2436023
Bao	id=g:2436024
Bao I	id=g:2436025
Bantedout	id=g:2436026
Bantala	id=g:2436027
Banoua	id=g:2436028
Banki Tchokoto	id=g:2436029
Bankéri	id=g:2436030
Banker	id=g:2436031
Bani Asan	id=g:2436032
Bani	id=g:2436033
Bani	id=g:2436034
Banguissa	id=g:2436035
Banguira	id=g:2436036
Bangsi Laygué	id=g:2436037
Bangoum	id=g:2436038
Bangoul	id=g:2436039
Bango	id=g:2436040
Bango	id=g:2436041
Banga	id=g:2436042
Bangdo	id=g:2436043
Bangban	id=g:2436044
Bangaye	id=g:2436045
Bangas	id=g:2436046
Bangao	id=g:2436047
Banga	id=g:2436048
Banga	id=g:2436049
Bingo	id=g:2436050
Bang	id=g:2436051
Bané	id=g:2436052
Bangdogo	id=g:2436053
Ouadi Bandjia	id=g:2436054
Bandjia	id=g:2436055
Bandji	id=g:2436056
Bandjedid	id=g:2436057
Bandjafé	id=g:2436058
Bandésongoye	id=g:2436059
Bandaye	id=g:2436060
Bandar	id=g:2436061
Banda Madja	id=g:2436062
Banda II	id=g:2436063
Banda	id=g:2436064
Banda	id=g:2436065
Banda	id=g:2436066
Banda	id=g:2436067
Banda	id=g:2436068
Mayo Banba Daïna	id=g:2436069
Banate	id=g:2436070
Banari	id=g:2436071
Banangourou	id=g:2436072
Bana Ngoto	id=g:2436073
Mont Banama	id=g:2436074
Banama	id=g:2436075
Mont Banala	id=g:2436076
Banala	id=g:2436077
Banadjé	id=g:2436078
Banadjé	id=g:2436079
Banabodour	id=g:2436080
Bana	id=g:2436081
Bamdi	id=g:2436082
Bam Bodo	id=g:2436083
Bambo	id=g:2436084
Bambara	id=g:2436085
Bambara	id=g:2436086
Bamban	id=g:2436087
Bambane	id=g:2436088
Bambam	id=g:2436089
Bambalé	id=g:2436090
Bam	id=g:2436091
Baltoubay	id=g:2436092
Baltoua	id=g:2436093
Baloul	id=g:2436094
Balouay	id=g:2436095
Hadjer Balontchout	id=g:2436096
Balo	id=g:2436097
Balnimiri	id=g:2436098
Balnaka	id=g:2436099
Ballam	id=g:2436100
Balla	id=g:2436101
Balkomia	id=g:2436102
Mbalkabra	id=g:2436103
Balisako	id=g:2436104
Balinga	id=g:2436105
Balimba	id=g:2436106
Balili	id=g:2436107
Balgué	id=g:2436108
Balga	id=g:2436109
Balétoundou	id=g:2436110
Balémani	id=g:2436111
Balékoutou	id=g:2436112
Balékolo	id=g:2436113
Baleiniéré	id=g:2436114
Balé II	id=g:2436115
Balé I	id=g:2436116
Balèmbanga	id=g:2436117
Balé	id=g:2436118
Bale	id=g:2436119
Balé	id=g:2436120
Balé	id=g:2436121
Kariadou Baldoumgar	id=g:2436122
Baldjie	id=g:2436123
Bir Balboût	id=g:2436124
Balbout	id=g:2436125
Balazir	id=g:2436126
Balaya	id=g:2436127
Bir Balasi Toulo	id=g:2436128
Balasi Toulo	id=g:2436129
Balarti	id=g:2436130
Balaray	id=g:2436131
Balarahi	id=g:2436132
Balao Badjoda	id=g:2436133
Balao	id=g:2436134
Balao	id=g:2436135
Balani	id=g:2436136
Balani	id=g:2436137
Balanga	id=g:2436138
Bilama Issén	id=g:2436139
Balama	id=g:2436140
Rigil Balala	id=g:2436141
Balala	id=g:2436142
Bir Balal	id=g:2436143
Balakourgi	id=g:2436144
Balakoloula	id=g:2436145
Balakiousi	id=g:2436146
Bala Kaye	id=g:2436147
Balaïa	id=g:2436148
Balahouko	id=g:2436149
Bir Baladia	id=g:2436150
Bala Bogolo	id=g:2436151
Riguil Bala	id=g:2436152
Bala	id=g:2436153
Bala	id=g:2436154
Bala	id=g:2436155
Bakton	id=g:2436156
Bakrab	id=g:2436157
Bakourou	id=g:2436158
Bakoumro	id=g:2436159
Bakoul	id=g:2436160
Bakoul	id=g:2436161
Bakoui	id=g:2436162
Bakoua	id=g:2436163
Bakoua	id=g:2436164
Bakora	id=g:2436165
Bakora	id=g:2436166
Bakora	id=g:2436167
Bakomia	id=g:2436168
Bako	id=g:2436169
Bakna	id=g:2436170
Bakmal	id=g:2436171
Baklandjia	id=g:2436172
Baki Malaram	id=g:2436173
Bakhat Salman O. Diap	id=g:2436174
Bakès Soulis	id=g:2436175
Bakéré	id=g:2436176
Bakémaï	id=g:2436177
Bakélé	id=g:2436179
Baké	id=g:2436180
Bakchoro	id=g:2436181
Bakassa	id=g:2436182
Bakari	id=g:2436183
Bakao	id=g:2436184
Bakao	id=g:2436185
Bakao	id=g:2436186
Bakala	id=g:2436187
Bakaba	id=g:2436188
Baka	id=g:2436189
Baka	id=g:2436190
Baytomou	id=g:2436191
Baïtandi	id=g:2436192
Baïpadgué	id=g:2436193
Baiout	id=g:2436194
Baïntam	id=g:2436195
Baïngan	id=g:2436196
Bir Baïne	id=g:2436197
Baïnbal	id=g:2436198
Baïn	id=g:2436199
Baïmbayam	id=g:2436200
Ba Ili	id=g:2436201
Ba Ili	id=g:2436202
Ba-Illi	id=g:2436203
Baïla Nkankel	id=g:2436204
Baïla-Loutoï	id=g:2436205
Baila-Kali	id=g:2436206
Baïganda	id=g:2436207
Baïdoum	id=g:2436208
Baïda Djérassim	id=g:2436209
Baïda Bara	id=g:2436210
Baïda Baïla	id=g:2436211
Baïbokoum	id=g:2436212
Baibokoum	id=g:2436213
Baïbokom	id=g:2436214
Baïbelou	id=g:2436215
Monts Baibelé	id=g:2436216
Bahr Sakher	id=g:2436217
Bahr el Ghazal	id=g:2436218
Réserve de Faune du Bahr el Gazal	id=g:2436219
Bir Bahr Chari	id=g:2436220
Bahitra	id=g:2436221
Bahima	id=g:2436222
Bahima	id=g:2436223
Bahamoutou	id=g:2436224
Bahali	id=g:2436225
Bagui	id=g:2436226
Béguétibé	id=g:2436227
Baguémal	id=g:2436228
Baguélaye	id=g:2436229
Baguedjam	id=g:2436230
Bagoun	id=g:2436231
Bagoum	id=g:2436232
Bagoul	id=g:2436233
Bagoudam	id=g:2436234
Riguil Bagoua	id=g:2436235
Bagoua	id=g:2436236
Bagou	id=g:2436237
Bagodogo	id=g:2436238
Bagoara	id=g:2436239
Bago	id=g:2436240
Bangneu	id=g:2436241
Bagi	id=g:2436242
Bagay Déoué	id=g:2436243
Baguenda	id=g:2436244
Bagèlia	id=g:2436245
Bage	id=g:2436246
Bagdogo	id=g:2436247
Bagay Toua	id=g:2436248
Bagay Toua	id=g:2436249
Bagaye Tchilang	id=g:2436250
Domo Bargay	id=g:2436251
Bagat	id=g:2436252
Baga Sola	id=g:2436253
Bir Bagasi	id=g:2436254
Bir Bagar Régéd	id=g:2436255
Bagareye	id=g:2436256
Bir al Bagara	id=g:2436257
Bagania	id=g:2436258
Baga Ngolia	id=g:2436259
Bagan Batran	id=g:2436260
Mont Bagana	id=g:2436261
Bagama	id=g:2436262
Bagala	id=g:2436263
Baga Kouka	id=g:2436264
Baga Kiskra	id=g:2436265
Bagadengay	id=g:2436266
Bagadenga	id=g:2436267
Bagachi	id=g:2436268
Baga	id=g:2436269
Baga	id=g:2436270
Baga	id=g:2436271
Bafou	id=g:2436272
Badré	id=g:2436273
Badré	id=g:2436274
Badouan	id=g:2436275
Badogo	id=g:2436276
Bado	id=g:2436277
Badjirmi	id=g:2436278
Badjire	id=g:2436279
Badjiao	id=g:2436280
Badjia	id=g:2436281
Badjia	id=g:2436282
Badjé	id=g:2436284
Badjagi	id=g:2436285
Badio	id=g:2436286
Badiga	id=g:2436287
Badi	id=g:2436288
Badgué	id=g:2436289
Badéri	id=g:2436290
Baden	id=g:2436291
Badel	id=g:2436292
Badech	id=g:2436293
Badé	id=g:2436294
Badé	id=g:2436295
Badari	id=g:2436297
Bir Badangoul	id=g:2436298
Badanga	id=g:2436299
Badang	id=g:2436300
Badanbé	id=g:2436301
Badal	id=g:2436302
Badago	id=g:2436303
Bada	id=g:2436304
Léo Baktano	id=g:2436305
Bachoum	id=g:2436306
Bachoum	id=g:2436307
Bachèr	id=g:2436308
Bir Bachama	id=g:2436309
Bachama	id=g:2436310
Bachama	id=g:2436311
Babrr	id=g:2436312
Babrou	id=g:2436313
Baboul	id=g:2436314
Babon	id=g:2436315
Babo	id=g:2436316
Babnia	id=g:2436317
Babna	id=g:2436318
Babkédji	id=g:2436319
Barbina	id=g:2436320
Babilo	id=g:2436321
Babelo	id=g:2436322
Baba Tchioutcho	id=g:2436323
Babao	id=g:2436324
Babanga	id=g:2436325
Babanga	id=g:2436326
Baba Malik	id=g:2436327
Babalmi	id=g:2436328
Babala Sakerdanga	id=g:2436329
Babala Olonga	id=g:2436330
Babalao	id=g:2436331
Babala Mouley	id=g:2436332
Babala Géley	id=g:2436333
Babala Fangala	id=g:2436334
Babala Drousou	id=g:2436335
Baba Djimez	id=g:2436336
Baba Bornou	id=g:2436337
Baba	id=g:2436338
Baalé	id=g:2436339
Baala	id=g:2436340
Baal	id=g:2436341
Baadi	id=g:2436342
Baa	id=g:2436343
Baa	id=g:2436344
Ba	id=g:2436345
Ba	id=g:2436346
Ba	id=g:2436347
Rahat Azouma	id=g:2436348
Azoti	id=g:2436349
Ehi Azoboé	id=g:2436350
Aziz	id=g:2436351
Azimiri	id=g:2436352
Azimiri	id=g:2436353
Azi	id=g:2436354
Bir Azeyoursou	id=g:2436355
Azereff	id=g:2436356
Azenga	id=g:2436357
Azaragay	id=g:2436358
Azaraf	id=g:2436359
Azangey	id=g:2436360
Bir Azangay	id=g:2436361
Aziliguen	id=g:2436362
Azaba	id=g:2436363
Azaba	id=g:2436364
Ayouloumi	id=g:2436365
Ayouloum	id=g:2436366
Ayo	id=g:2436367
Aykolé	id=g:2436368
Ayiloum	id=g:2436369
Ayérom	id=g:2436370
Ayédéna	id=g:2436371
Ehi Ayantou	id=g:2436372
Ayanga	id=g:2436373
Enneri Ayana	id=g:2436374
Aya I	id=g:2436375
Hadjer Aya Didé	id=g:2436376
Ayaba	id=g:2436378
Bahr Aya	id=g:2436379
Aya	id=g:2436380
Awaydoulou	id=g:2436381
Avindjafa	id=g:2436382
Avendi	id=g:2436383
At Tomat	id=g:2436384
At Tawil	id=g:2436385
Attaouil	id=g:2436386
Ehi Atroum	id=g:2436387
Atron	id=g:2436388
Atron	id=g:2436389
Atrianga	id=g:2436390
Atourfa Dabkarin	id=g:2436391
Atoulou	id=g:2436392
Atoulaye	id=g:2436393
Atmani	id=g:2436394
Atmanda	id=g:2436395
Atinigech	id=g:2436396
Atimed	id=g:2436397
Ati Ardébé	id=g:2436398
Atia	id=g:2436399
Ati	id=g:2436400
Ati	id=g:2436401
Bir Atéléhay	id=g:2436402
Atel	id=g:2436403
Atéchan	id=g:2436404
Bir Atéala	id=g:2436405
Atchou	id=g:2436406
Atchinga	id=g:2436407
Atchibanna	id=g:2436408
Atché Fourta	id=g:2436409
Atbouné	id=g:2436410
Al Bou	id=g:2436411
Ataway	id=g:2436412
At Aouil	id=g:2436413
Atao	id=g:2436414
Atala	id=g:2436415
Atait	id=g:2436416
Ataït	id=g:2436417
Assouèt	id=g:2436418
Ossoyé	id=g:2436419
Assian	id=g:2436420
Es Sénit	id=g:2436421
Enneri Assassardé	id=g:2436422
Asafik	id=g:2436423
Asromi	id=g:2436424
Assourdjé	id=g:2436425
Ouadi Asoulba	id=g:2436426
Asouekté	id=g:2436427
Asoudi	id=g:2436428
Ehi Asoubdé	id=g:2436429
Assouala	id=g:2436430
Asnet	id=g:2436431
Askoya	id=g:2436432
Askodidinga	id=g:2436433
Téga Askinoa	id=g:2436434
Kourini Askinoa	id=g:2436435
Askina	id=g:2436436
Askawaloleu	id=g:2436437
Askanité	id=g:2436438
Askanit	id=g:2436439
Askaniété	id=g:2436440
Askanga	id=g:2436441
Askanda	id=g:2436442
Bir Askalifédé	id=g:2436443
Asireh	id=g:2436444
Asinet	id=g:2436445
Asinet	id=g:2436446
Bir Asilit	id=g:2436447
Asiget	id=g:2436448
Asidoronga	id=g:2436449
Asènét	id=g:2436450
Asay Yooura	id=g:2436451
Enneri Asasérdé	id=g:2436452
Asarte	id=g:2436453
Asaroa	id=g:2436454
Asankéri	id=g:2436455
Asankadori	id=g:2436456
Asan	id=g:2436457
Asairom	id=g:2436458
Arzat	id=g:2436459
Aryané	id=g:2436460
Artou	id=g:2436461
Artomasi	id=g:2436462
Artiéna	id=g:2436463
Artièna	id=g:2436464
Arti	id=g:2436465
Artéi	id=g:2436466
Arsohonlo	id=g:2436467
Arsi Dabono	id=g:2436468
Arsi	id=g:2436469
Arsa-Louili	id=g:2436470
Ehi Arsagori	id=g:2436471
Arraouor	id=g:2436472
Aourou	id=g:2436473
Arounga	id=g:2436474
Arounanga	id=g:2436475
Arou	id=g:2436476
Aromadi	id=g:2436478
Enneri Aro	id=g:2436479
Arnoua	id=g:2436480
Arniou	id=g:2436481
Arnaya	id=g:2436482
Arnaya	id=g:2436483
Arnab	id=g:2436484
Armkolinga	id=g:2436485
Bir Armi	id=g:2436486
Arméla	id=g:2436487
Enneri Armao	id=g:2436488
Ehi Armao	id=g:2436489
Armanga	id=g:2436490
Ar Magrada	id=g:2436491
Souli Arkoumanga	id=g:2436492
Arkoumanga	id=g:2436493
Arkoumanga	id=g:2436494
Enneri Arkouma	id=g:2436495
Arkouma	id=g:2436496
Arkoua	id=g:2436497
Arkope	id=g:2436498
Arkonono	id=g:2436499
Arkomou	id=g:2436500
Arkolo	id=g:2436501
Bir Arkiney	id=g:2436502
Arkiney	id=g:2436503
Arkinde	id=g:2436504
Arkénouga	id=g:2436505
Arkenmoni	id=g:2436506
Enneri Arkénia	id=g:2436507
Arkénia	id=g:2436508
Arkénéy	id=g:2436509
Arkéné	id=g:2436510
Arkéné	id=g:2436511
Arken-Ahon	id=g:2436512
Souli Arkemanga	id=g:2436513
Arkémanga	id=g:2436514
Arkémanga	id=g:2436515
Arkala	id=g:2436516
Arka Gérondo	id=g:2436517
Arkab	id=g:2436518
Ariourou	id=g:2436519
Arioungha	id=g:2436520
Aringa	id=g:2436521
Aringa	id=g:2436522
Rahat Ari Kaféranga	id=g:2436523
Arigeïk	id=g:2436524
Arige	id=g:2436525
Arienga	id=g:2436526
Arien	id=g:2436527
Oglat Ariel	id=g:2436528
Ariatjou	id=g:2436529
Bir Ariakarne	id=g:2436530
Ari	id=g:2436531
Arh	id=g:2436532
Arguei Bogarna	id=g:2436533
Rahat Argout	id=g:2436534
Bir Argout	id=g:2436535
Bir Argout	id=g:2436536
Argout	id=g:2436537
Argoudgafa	id=g:2436538
Ar Girfè	id=g:2436539
Argao	id=g:2436540
Arga	id=g:2436541
Arfi	id=g:2436542
Arfa	id=g:2436543
Enneri Areun	id=g:2436544
Aréssinia	id=g:2436545
Arénaba	id=g:2436546
Aréganga	id=g:2436547
Arédiba	id=g:2436548
Aré	id=g:2436549
Aré	id=g:2436550
Ardouzi Mare	id=g:2436551
Ard Koumanié	id=g:2436552
Ard Joûl	id=g:2436553
Ardioulo	id=g:2436554
Ardiafa	id=g:2436555
Enneri Ardemi	id=g:2436556
Ardébékossat	id=g:2436557
Ouadi Ardébédi	id=g:2436558
Gara Ardébe	id=g:2436559
Erdébé	id=g:2436560
Ardébé	id=g:2436561
Ardebé	id=g:2436562
Ardébé	id=g:2436563
Ardébé	id=g:2436564
Ardébé	id=g:2436565
Ardebe	id=g:2436566
Arda	id=g:2436567
Archi	id=g:2436568
Archi	id=g:2436569
Arboutchatak	id=g:2436570
Arbo	id=g:2436571
Arballa	id=g:2436572
Arballa	id=g:2436573
Arbaley	id=g:2436574
Arbala	id=g:2436575
Arazay	id=g:2436576
Arazafodri	id=g:2436577
Rahat Araza	id=g:2436578
Araza	id=g:2436579
Araza	id=g:2436580
Bir el Araz	id=g:2436581
Araz	id=g:2436582
Arayourou	id=g:2436583
Arayouro	id=g:2436584
Arayérou	id=g:2436585
Arayé	id=g:2436586
Enneri Aray	id=g:2436587
Ehi Aray	id=g:2436588
Aray	id=g:2436589
Enneri Araské	id=g:2436590
Araré	id=g:2436591
Aranha	id=g:2436592
Araminga	id=g:2436593
Bir Aramanga	id=g:2436594
Arakele	id=g:2436595
Arakay	id=g:2436596
Bir Arakay	id=g:2436597
Arakay	id=g:2436598
Arakay	id=g:2436599
Araka	id=g:2436600
Araka	id=g:2436601
Arak	id=g:2436602
Araïl	id=g:2436603
Aragoua	id=g:2436604
Aragi	id=g:2436605
Araga Dola	id=g:2436606
Aradip el Achra	id=g:2436607
Aradip	id=g:2436608
Aradib	id=g:2436609
Aradib	id=g:2436610
Arada	id=g:2436611
Arabi Sao	id=g:2436612
Enneri Arabi	id=g:2436613
Ehi Arabi	id=g:2436614
Arabaranga	id=g:2436615
Enneri Ar	id=g:2436616
Hadjer Aptom	id=g:2436617
Mont Aptalata	id=g:2436618
Bahr Apta	id=g:2436619
Bahr Apta	id=g:2436620
Bir Apo Malanga	id=g:2436621
Bir Apo Azinga	id=g:2436622
Ab Kous	id=g:2436623
Hadjer Apgouroun	id=g:2436624
Apaga	id=g:2436625
Enneri Aozou	id=g:2436626
Enneri Aozou	id=g:2436627
Aozou	id=g:2436628
Aozo	id=g:2436629
Tarso Aozi	id=g:2436630
Tarso Aozi	id=g:2436631
Aozi	id=g:2436632
Aouta	id=g:2436633
Aoussoudé	id=g:2436634
Aousoudé	id=g:2436635
Lac Aouro	id=g:2436636
Aouri	id=g:2436637
Aoura Polti	id=g:2436638
Bir Aou Ouaranga	id=g:2436639
Bir Aou Olonga	id=g:2436640
Aouni	id=g:2436641
Aoungété	id=g:2436642
Bir Aou Koulouga	id=g:2436643
Aoui-Toui	id=g:2436645
Ouadi Aouis	id=g:2436646
Bir Aouïe	id=g:2436647
Aouid Ellèl	id=g:2436648
Ehi Aouï	id=g:2436649
Aouhaya	id=g:2436650
Bir Aou Férimonga	id=g:2436651
Guelta Aouéda	id=g:2436652
Enneri Aoudour	id=g:2436653
Bir Aou Doudi	id=g:2436654
Aoudorom	id=g:2436655
Enneri Aoudo	id=g:2436656
Bir Aou Djongor	id=g:2436657
Aoudalou	id=g:2436658
Aouché Yasko	id=g:2436659
Aouarom	id=g:2436660
Enneri Aouani	id=g:2436661
Aouani	id=g:2436662
Massif d' Aossou	id=g:2436663
Enneri Aosou	id=g:2436664
Aosanga	id=g:2436665
Aorounga	id=g:2436666
Aolé	id=g:2436667
Aola	id=g:2436668
Aodo	id=g:2436669
Bir Aodja	id=g:2436670
Enneri Aodi	id=g:2436671
Aodanga	id=g:2436672
Ehi Aodadegoma	id=g:2436673
Aoda	id=g:2436674
Ao	id=g:2436675
Mont Anzi	id=g:2436676
Antous	id=g:2436677
Antous	id=g:2436678
Antous	id=g:2436679
Antou	id=g:2436680
Antéréné	id=g:2436681
Antchi Tchoulouma	id=g:2436682
Antarena	id=g:2436683
Anoukinga	id=g:2436684
Anouara	id=g:2436685
Enneri Anou	id=g:2436686
Am Nassar	id=g:2436687
Bini Ananga	id=g:2436688
Ankourdialaye	id=g:2436689
Ar Kiéhalla	id=g:2436690
Ankhar	id=g:2436691
Ankar	id=g:2436692
Anisidinga	id=g:2436693
Anirom	id=g:2436694
Mont Anguirémat	id=g:2436695
Enneri Angouro	id=g:2436696
Angouma	id=g:2436697
An Goudoum	id=g:2436698
Goz Angotré	id=g:2436699
Ango	id=g:2436700
Angela Kete	id=g:2436701
Angué	id=g:2436702
Angaranga	id=g:2436703
Anganranga	id=g:2436704
Falaise d' Angamma	id=g:2436705
Souli Angami	id=g:2436706
Angama	id=g:2436707
Angama	id=g:2436708
Angalbé	id=g:2436709
Angala Kété Babala	id=g:2436710
Angadjanga	id=g:2436711
Angabra	id=g:2436712
Anga	id=g:2436713
Anga	id=g:2436714
Anésoubi	id=g:2436715
Anegato	id=g:2436716
Anéfa	id=g:2436717
Enneri Aneda	id=g:2436718
Anéchanga	id=g:2436719
Andreï	id=g:2436720
Andra	id=g:2436721
Rahat Andouma	id=g:2436722
Anndoum	id=g:2436723
Andjimana	id=g:2436724
Andjialay	id=g:2436725
Andjia	id=g:2436726
Andji	id=g:2436727
Andja Iba	id=g:2436728
Andjab	id=g:2436729
Andi-Kamis	id=g:2436730
Andi Garbokoum	id=g:2436731
Andi	id=g:2436732
Andebia	id=g:2436733
Souli Andchama	id=g:2436734
Andam	id=g:2436735
Enneri Anaroa	id=g:2436736
Souli Anangay	id=g:2436737
Anan	id=g:2436738
Anam	id=g:2436739
Anam	id=g:2436740
Enneri Anaget	id=g:2436741
Anaget	id=g:2436742
Anabaga	id=g:2436743
Am Ziefa	id=g:2436744
Am Zerga	id=g:2436745
Am Zéréga	id=g:2436746
Am Zééfé	id=g:2436747
Am Zarga	id=g:2436748
Am Zarfaï	id=g:2436749
Am Zao	id=g:2436750
Am Yoma	id=g:2436751
Bir Am Troboli	id=g:2436752
Amtoup	id=g:2436753
Bir Am Toufi	id=g:2436754
Bir Am Toufi	id=g:2436755
Amtou	id=g:2436756
Bir Am Toléo Sounta	id=g:2436757
Bir Am Toléo Gourbat	id=g:2436758
Am Tiogo	id=g:2436759
Bir Am Tin	id=g:2436760
Am Timès	id=g:2436761
Am Timès	id=g:2436762
Am Tchokoro	id=g:2436763
Bir Am Tcharout	id=g:2436764
Am Tchaké	id=g:2436765
Am Targay	id=g:2436766
Am Tania	id=g:2436767
Am Tania	id=g:2436768
Station de pompage d’ Am Tanabo	id=g:2436769
Am Tanabo	id=g:2436770
Bir Am Talay	id=g:2436771
Bir Am Tala	id=g:2436772
Am Tagali	id=g:2436773
Am Tachouka	id=g:2436774
Am Tabarik	id=g:2436775
Am Souaasil	id=g:2436776
