Kūh-e Lāmīsh	id=g:6875556
Mūrchīn	id=g:6920307
Mūrdār	id=g:6920308
Ḩaẕrat-e Amīr	id=g:6920309
Gavan Chār	id=g:6920310
Boneh-ye Chāreh	id=g:6920311
Sangestān	id=g:6920312
Bāgh-e Now	id=g:6920313
Āstāneh	id=g:6920314
Gasht Gaz	id=g:6920315
‘Alam Kūh	id=g:6920316
Kūh-e Soveleh Beh	id=g:6920317
Hammīd	id=g:6920318
Kūh-e Dar Espīd	id=g:6920319
Anārū	id=g:6920320
Dahaneh	id=g:6920321
Dahūyeh	id=g:6920322
Kūh-e Anārū	id=g:6920323
Kūh-e Bāgh Faraj	id=g:6920324
Darg-e Zard	id=g:6920325
Bīd-e Shīrīn	id=g:6920326
Jowzūrg	id=g:6920327
Kūh-e Godār-e Narū	id=g:6920328
Dar Bādī	id=g:6920329
Cheshmeh-ye Ābād	id=g:6920330
Goz̄argāh-e Abū ol Faẕl	id=g:6920331
Dehnow	id=g:6920332
Mīānjovā	id=g:6920333
Mīr Aḩmadī	id=g:6920334
Kahnow	id=g:6920335
Kūh-e Hangar	id=g:6920336
Zīnqū	id=g:6920337
Darreh-ye Anjīr	id=g:6920338
Anjīrestān	id=g:6920339
Mozayyan-e Now	id=g:6920340
Moqavīyeh	id=g:6920341
Ādūrī	id=g:6920342
Desk	id=g:6920343
Deh Mazār	id=g:6920344
Darreh-ye Shāvāz-e Samtī	id=g:6920345
Mehr-e Seyyed	id=g:6920346
Zīāratgāh-e Amīr ol Mow’menīn	id=g:6920347
Nahr-e Nāqī	id=g:6920348
Nāqī	id=g:6920349
Dahāneh-ye Barf Āb	id=g:6920350
Rūdkhāneh-ye Moqavīyeh	id=g:6920351
Rūdkhāneh-ye Ādūrī	id=g:6920352
Karīmābād	id=g:6920353
Qodratābād	id=g:6920354
Qodratābād-e Moḩammad Ebrāhīm	id=g:6920355
Hemmatābād	id=g:6920356
Ẕīādābād	id=g:6920357
Davāzdah Emām	id=g:6920358
Ẕīādābād	id=g:6920359
Rūdkhāneh-ye Lashkareh	id=g:6920360
‘Alīābād-e Tadayyon	id=g:6920361
Eslāmābād	id=g:6920362
Emāmīyeh-ye Dovvom	id=g:6920363
Emāmīyeh-ye Avval	id=g:6920364
Kodūr-e Pā’īn	id=g:6920365
Kodūr-e Pā’īn	id=g:6920366
Amīnābād	id=g:6920367
Goz̄argāh-e Amīr ol Mow’menīn	id=g:6920368
‘Alī Kolī	id=g:6920369
‘Abbāsābād	id=g:6920370
Ḩaẕrat-e Abū ol Faẕl	id=g:6920371
Aḩmadīyeh	id=g:6920372
Shaltūkābād	id=g:6920373
Ferdows	id=g:6920374
Emām Ḩoseyn	id=g:6920375
Karīmābād	id=g:6920376
Fīrūzābād	id=g:6920377
Gholūrābād	id=g:6920378
Sūrdegār-e Karīmābād	id=g:6920379
Qadamgāh-e Abū ol Faẕl	id=g:6920380
Sūrnegān	id=g:6920381
Ḩasanī	id=g:6920382
Shīrūd	id=g:6920383
Yaḩyáābād	id=g:6920384
Yūzīābād	id=g:6920385
Shūrābād-e Nūr	id=g:6920386
Shūrābād-e Fahraj	id=g:6920387
Ḩaẕrat-e Abū ol Faẕl	id=g:6920388
Maḩmūdābād	id=g:6920389
Seh Gaz	id=g:6920390
Amīrābād	id=g:6920391
Fīrūzābād	id=g:6920392
Vāfūrābād	id=g:6920393
Sang Bād	id=g:6920394
Asadābād-e Angūrī	id=g:6920395
Asadābād-e Angūrī	id=g:6920396
Allāhābād-e Ḩājjīābād	id=g:6920397
Mīrābād	id=g:6920398
‘Abbāsābād	id=g:6920399
‘Abbāsābād	id=g:6920400
Reẕvānīyeh	id=g:6920401
Peshū	id=g:6920402
Mūtūr-e ‘Alī Cherāgh	id=g:6920403
Eslāmābād-e Kahūr Khoshk	id=g:6920404
Mūtūr-e Shahīd Ẕadūqī	id=g:6920405
Mowtowr-e Shomāreh Do-ye Poshtkhāneh	id=g:6920406
‘Abdolābād	id=g:6920407
Mūtūr-e Ḩeydarābād	id=g:6920408
Mūtūr-e Felfelābād	id=g:6920409
Moḩammadābād-e Sar Ḩaddī	id=g:6920410
Shūkhābād	id=g:6920411
Rūdkhāneh-ye Gaz Bahman	id=g:6920412
Deh-e Jamān	id=g:6920419
Dahāneh-ye Gezdān	id=g:6920420
Kūh-e Bon Dar Mīj	id=g:6920421
Yāl Kharī	id=g:6920422
Tang-e Nesā	id=g:6920423
Qal‘eh-ye Dokhtar	id=g:6920424
Gūr-e Kharī	id=g:6920425
Kam Jendī	id=g:6920426
Dāmaneh-ye Dāzh	id=g:6920427
Kūh-e Tam Bar	id=g:6920428
Goz̄argāh-e Ḩaẕrat-e ‘Alī	id=g:6920429
Tappeh-ye Āb Bārīk	id=g:6920430
Āb Bārīk	id=g:6920431
Āb Bād-e Chehel Tan	id=g:6920432
Goz̄argāh-e Ḩaẕrat-e ‘Alī	id=g:6920433
Cheshmeh-ye Ābegarm	id=g:6920434
Rūdkhāneh-ye Āb Bād-e Chehel Tan	id=g:6920435
Beklī	id=g:6920436
Qol Pāsgāh	id=g:6920437
Kūh-e Lakālakī	id=g:6920438
Na‘ī-ye Gaz Bahman	id=g:6920439
Kohan Tākh	id=g:6920440
Deh-e ‘Ālī-ye Gaz Bahman	id=g:6920441
Darreh-ye Mīgakī	id=g:6920442
Rūdkhāneh-ye Kazkak	id=g:6920443
Goz̄argāh-e Abū ol Faẕl	id=g:6920444
Zeynābād	id=g:6920445
Moḩammadābād-e Sheykh	id=g:6920446
Goz̄argāh-e Abū ol Faẕl	id=g:6920447
Nez̧āmābād	id=g:6920448
Deh-e Now	id=g:6920449
Narmāshīr	id=g:6920450
Moshg	id=g:6920451
Zīāratgāh-e Davāzdah Emām	id=g:6920452
Goz̄argāh-e Pīr-e Sabz	id=g:6920453
Rafī‘ābād	id=g:6920454
Goz̄argāh-e Emām ‘Alī	id=g:6920455
Goz̄argāh-e Amīr ol Mowmenīn	id=g:6920456
Qal‘eh Nesā’	id=g:6920457
Goz̄argāh-e Shāh Hāshem	id=g:6920458
Goz̄argāh-e Amīr ol Mow’menīn	id=g:6920459
Kānāl-e Āsīā’ī	id=g:6920460
Kheyrābād	id=g:6920461
Mowtowr Sīāhak	id=g:6920462
Qadamgāh-e Emām Ḩoseyn	id=g:6920463
Qadamgāh-e Amīr ol Mowmenīn	id=g:6920464
Shāh Solţān	id=g:6920465
Rūdkhāneh-ye Jamālī	id=g:6920466
Bālā Rūd	id=g:6920467
Goz̄argāh-e Ḩaẕrat-e ‘Alī	id=g:6920468
Qadamgāh-e Abū ol Faẕl	id=g:6920469
Qal‘eh-ye Jamālī	id=g:6920470
Goz̄argāh-e Amīr	id=g:6920471
Akbarābād	id=g:6920472
Maḩmūdābād-e Posht-e Rūd	id=g:6920473
Goz̄argāh-e Morteẕá ‘Alī	id=g:6920474
Goz̄argāh-e Abū ol Faẕl	id=g:6920475
Khīābān-e Farhang	id=g:6920476
Qadamgāh-e Emām Reẕā	id=g:6920477
Mowtowr-e Qal‘eh Shahīd	id=g:6920478
Mowtowr-e ‘Ashāyerī	id=g:6920479
Eslāmābād	id=g:6920480
Rostamābād	id=g:6920481
Kam Pūrī	id=g:6920482
Dowlatābād	id=g:6920483
Goz̄argāh-e Emām Reẕā	id=g:6920484
Goz̄argāh-e Abū ol Faẕl	id=g:6920485
Kāmrānīyeh	id=g:6920486
Goz̄argāh-e Abū ol Faẕl	id=g:6920487
Mehdīābād	id=g:6920488
Goz̄argāh-e Amīr ol Mowmenīn	id=g:6920489
Bāqerīyeh-ye Bālā	id=g:6920490
Rashk Razān	id=g:6920491
Āb Shīrīn	id=g:6920492
Goz̄argāh-e Abū ol Faẕl	id=g:6920493
Tah-e Rūd	id=g:6920494
Kharāmeh	id=g:6920495
Kūh-e Tīr	id=g:6920496
Kūh-e Dowmanī	id=g:6920497
Eslāmābād	id=g:6920498
Kūh-e Āb Gorāzī	id=g:6920499
Āhū Gorīzān	id=g:6920500
Valīābād	id=g:6920501
Āhū Gorīzān	id=g:6920502
Cheshmeh-ye Āb Gorāzī	id=g:6920503
Dahaneh-ye Bāghak	id=g:6920504
Kūh-e Namak Dān	id=g:6920505
Gardaneh-ye Namak Dān	id=g:6920506
Qadah Por	id=g:6920507
Tappehhā-ye Qadah Por	id=g:6920508
Ma‘ādan-e Sang-e Kohneh Morghāb	id=g:6920509
Shahrak-e Şan‘atī-ye Sarvestān	id=g:6920510
Chāh-e Qadah Por	id=g:6920511
Cheshmeh-ye Tarekīdeh	id=g:6920512
Tappeh-ye Vahlī	id=g:6920513
Chehel Cheshmeh	id=g:6920514
Sardasht-e Chehel Cheshmeh	id=g:6920515
Kūh-e La‘l-e Chehel Cheshmeh	id=g:6920516
Chāh-e Badaneh Shīr	id=g:6920517
Kūh-e Arreh	id=g:6920518
Tang Āb	id=g:6920519
Kūh-e Kūh Khīāreh	id=g:6920520
Tolombeh-ye Shīrvānī	id=g:6920521
Helālābād	id=g:6920522
Tolombeh-ye Dehqānān	id=g:6920523
Jahānābād	id=g:6920524
Kūh-e Bīkasī	id=g:6920525
Chāh Sorkh	id=g:6920526
Chāh Sorkh	id=g:6920527
Chāh Sorkh	id=g:6920528
Chāh Sorkh	id=g:6920529
Darreh-ye Badaneh Shīr	id=g:6920530
Zahr Sefīd	id=g:6920531
Cheshmeh-ye Bādāmak	id=g:6920532
Mardak	id=g:6920533
Mow’menābād	id=g:6920534
Post Chenār	id=g:6920535
Ḩoseynābād	id=g:6920536
Chīdgar	id=g:6920537
Shadīd	id=g:6920538
Emāmzādeh Pīr-e Ebrāhīm	id=g:6920539
Jangal-e Shadīd	id=g:6920540
Shadīd	id=g:6920541
Kūh-e Āb Gerdū	id=g:6920542
Cheshmeh-ye Āb Qalāt	id=g:6920543
Gardaneh-ye Shadīd	id=g:6920544
Kūh-e Barreh	id=g:6920545
Qeshqeh	id=g:6920546
Qeshqeh	id=g:6920547
Tang-e Bejeshk	id=g:6920548
Rūdkhāneh-ye Kap Kapū	id=g:6920549
Bejeshk	id=g:6920550
Āb Āsemānī	id=g:6920551
Darreh-ye Lāy Tārīk	id=g:6920552
Kūh-e Tūleh Zīreh	id=g:6920553
Mīān Jangal	id=g:6920554
Sarv Garm	id=g:6920555
Zardasht	id=g:6920556
Kūh-e Kamar Zard	id=g:6920557
Cheshmeh-ye Qanbarī	id=g:6920558
Cheshmeh-ye Mārī	id=g:6920559
Cheshmeh-ye Kamar Zard	id=g:6920560
Lah-e Qorbānī	id=g:6920561
Qanāt-e Shamsābād	id=g:6920562
Moḩammadābād	id=g:6920563
Ḩeydarābād	id=g:6920564
Shamsābād	id=g:6920565
Kūshk-e Sorkh	id=g:6920566
Āb Kāseh	id=g:6920567
Valīābād	id=g:6920568
Fatḩābād	id=g:6920569
Gowd-e Kalūr	id=g:6920570
Emāmzādeh Seyyed Mīr Ḩoseyn	id=g:6920571
Tūleh Zīreh	id=g:6920572
Soleymānābād	id=g:6920573
Āb Āsemānī	id=g:6920574
Kūh-e Ahram	id=g:6920575
Cheshmeh-ye Karmū	id=g:6920576
Yazdān	id=g:6920577
Kūh-e Kamleh Sīāh	id=g:6920578
Rūdkhāneh-ye Nārak	id=g:6920579
Deh-e Gār	id=g:6920580
Emāmzādeh Pīr-e Moḩammad	id=g:6920581
Zīāratgāh-e Pīr-e Gheyb Shahrī	id=g:6920582
Kūh-e Tang Āb	id=g:6920583
Kūh-e Gāgūsh	id=g:6920584
Kūh-e Gashtāsb	id=g:6920585
Tang-e Āb	id=g:6920586
Cheshmeh-ye Tang Āb	id=g:6920587
Āghol-e Kamarī	id=g:6920588
Gowd-e Nārenjī	id=g:6920589
Gowd-e Nārenjī	id=g:6920590
Cheshmeh Bāgh Lajeh	id=g:6920591
Cheshmeh-ye Bāgh Lajāḩ	id=g:6920592
‘Abbāsābād	id=g:6920593
Naşīrābād	id=g:6920594
Naşīrābād	id=g:6920595
Chehel Sang Āb	id=g:6920596
Tang Narreh	id=g:6920597
Kūh-e Sarv va Nokhvodī	id=g:6920598
Sarv va Nokhvodī	id=g:6920599
Qal‘eh Qol Qānchī	id=g:6920600
Ḩasanābād	id=g:6920601
Ḩasanābād	id=g:6920602
Emāmzādeh Pīr-e ‘Ābed	id=g:6920603
Chahār Ţāq	id=g:6920604
Cheshmeh-ye Nokhvodī	id=g:6920605
Cheshmeh-ye Sarv	id=g:6920606
Sarv va Nokhvodī	id=g:6920607
Kafeh Gol-e Khūn Gū	id=g:6920608
Tang-e Qāẕīābād	id=g:6920609
Tall-e Godār	id=g:6920610
Tall-e Goz̄argāneh	id=g:6920611
Bīd Zard	id=g:6920612
Kūh-e Mūsá Khānī	id=g:6920613
Kūh-e Sang-e Sūrākh	id=g:6920614
Kūh-e Marzeh	id=g:6920615
Manzābād	id=g:6920616
Emāmzādeh Māh-e Pīr	id=g:6920617
Tang-e Manzābād	id=g:6920618
Tang-e Moḩammadī	id=g:6920619
Kūh-e Degū Moḩammadī	id=g:6920620
Kāl Khāngāh	id=g:6920621
Emāmzādeh Pīr Cherāgh	id=g:6920622
‘Abbās Beygī	id=g:6920623
Dāmdārī-ye Shīrvānī	id=g:6920624
Konow	id=g:6920625
Qal‘eh Ḩoseynābād	id=g:6920626
Emāmzādeh Seyyed ‘Alī Ebn-e Esḩāq	id=g:6920627
Amīrābād	id=g:6920628
Amīrābād	id=g:6920629
Mazra‘eh-ye Tang Savāreh	id=g:6920630
Amān	id=g:6920631
Tang-e Khorūmī	id=g:6920632
Tang-e Savāreh	id=g:6920633
Kūh-e Mazāre‘	id=g:6920634
Tang-e Mazāre‘	id=g:6920635
Tang-e Bā Tanūr	id=g:6920636
Chāh ‘Alī	id=g:6920637
Tall-e Aḩmadābād	id=g:6920638
Gardaneh-ye Khūmeh’ī	id=g:6920639
Gardaneh-ye Rāh Shahrī	id=g:6920640
Aḩmadābād	id=g:6920641
Aḩmadābād	id=g:6920642
Aḩmadābād	id=g:6920643
Tappehhā-ye Sī Kalī	id=g:6920644
Cheshmeh-ye Talkh	id=g:6920645
Kūh-e Galū Na‘lī	id=g:6920646
Gardaneh-ye Seh Chāh	id=g:6920647
Kūh-e Arreh’ī	id=g:6920648
Kūh-e Por Mārī	id=g:6920649
Ja‘farābād	id=g:6920650
Valīābād	id=g:6920651
Gardaneh-ye Ghanīmī	id=g:6920652
Kūh-e Kal Bārī	id=g:6920653
Tang-e Ghanīmī	id=g:6920654
Tang-e Kal Bārī	id=g:6920655
Tolombeh Akbarī	id=g:6920656
Ma‘dan-e Sang-e Qalāt	id=g:6920657
Rabāţ	id=g:6920658
Tolombeh Ḩoseynī	id=g:6920659
Tall Pūk	id=g:6920660
Shahrak-e Qods	id=g:6920661
Ḩājjī Naz̧arī	id=g:6920662
Shahrak-e Şan‘atī-ye Sarvestān	id=g:6920663
Ḩoseynābād	id=g:6920664
Ebrāhīm Khānī	id=g:6920665
Sheykh Yūsef	id=g:6920666
Khīābān-e Emam Khomeynī	id=g:6920667
Borzū	id=g:6920668
Gol Nārī	id=g:6920669
Savāreh	id=g:6920670
Chāh Armakī	id=g:6920710
Gardān	id=g:6920711
Sheykh Ebrāhīm	id=g:6920712
Ghadīr Dezhgām	id=g:6920713
Kūrdān	id=g:6920714
La‘lamī	id=g:6920715
Kūh-e Sūr	id=g:6920716
Zīāratgāh-e Sheykh Ḩasan	id=g:6920717
Kārvānsarā-ye Dūk	id=g:6920718
Zīāratgāh-e Bī Bī	id=g:6920720
Forūdgāh-e Māsheh Qīs	id=g:6920721
Estās	id=g:6924671
Pūz Kareh	id=g:6924672
Kūh-e Estās	id=g:6924673
Barestān Kūh-e Kūchek	id=g:6924674
Cheshmeh-ye Yāmlū	id=g:6924675
Cheshmeh-ye Būkhīz	id=g:6924676
Mīntīrā	id=g:6924677
Barestān Kūh-e Bozorg	id=g:6924678
Barestān Chūr	id=g:6924679
Ghār-e Dādbonyān	id=g:6924680
Dādbonyān	id=g:6924681
Kūh-e Pat	id=g:6924682
Tang Falāt	id=g:6924683
Gāl-e Bedeh	id=g:6924684
Gāl-e Bedeh	id=g:6924685
Gāl-e Bedeh	id=g:6924686
Ḩūn	id=g:6924687
Maqbareh-ye Seyyed ‘Abdollāh	id=g:6924688
Pol-e Aḩmad Solţān	id=g:6924689
Chāh Rīgī	id=g:6924690
Ḩājjīābād	id=g:6924691
Bandū	id=g:6924692
Gerow	id=g:6924693
Owsheydān-e Pā’īn	id=g:6924694
Owsheydān-e Bālā	id=g:6924695
Emāmzādeh Seyyed ‘Alī	id=g:6924696
Ekhāsdeh	id=g:6924697
Cheshmeh-ye Darvīsh Aḩmad	id=g:6924698
Rūdkhāneh-ye Bīhag	id=g:6924699
Zīāratgāh-e Seyyed Kāmelpūr	id=g:6924700
Zīāratgāh-e Pīr-e Sajjādeh	id=g:6924701
Zīāratgāh-e Seyyed Khalīlollāh	id=g:6924702
Banū Pasband	id=g:6924703
Zīāratgāh-e Ḩājj Sheykh Aḩmad	id=g:6924704
Pas Kalāt	id=g:6924705
Sar Now	id=g:6924706
Zadashk	id=g:6924707
Kūh-e Kalā Sālār	id=g:6924708
Kā Arān	id=g:6924709
Bebadyā	id=g:6924710
Dīd’ī	id=g:6924711
Āb Zard	id=g:6924712
Sherkī	id=g:6924713
Kārvānsarā-ye Nīmeh Dūk	id=g:6924714
Kārvānsarā-ye Chek	id=g:6924715
Kārvānsarā-ye Banū	id=g:6924716
Lāhūrū	id=g:6924717
Zīāratgāh-e Seyyed Moḩammad	id=g:6924718
Pashtū	id=g:6924719
Ashkat Maneh	id=g:6924720
Āb Bād	id=g:6924721
Cheshmeh-ye Lāvarz	id=g:6924722
Lāvar	id=g:6924723
Qal‘eh-ye Khūn Jū	id=g:6924724
Kūh-e Gach	id=g:6924725
Bāydar	id=g:6924726
Lāvar Ebrāhīm	id=g:6924727
Heyū	id=g:6924728
Kā Arī	id=g:6924729
Gūy Mīyestān	id=g:6924730
Mīyestān	id=g:6924731
Zīāratgāh-e Sheykh Qāder	id=g:6924732
Pāsgāh-e Farāmarzān	id=g:6924733
Par Derāz	id=g:6924734
Mīr ‘Abbās	id=g:6924735
Shāh Fīrūz	id=g:6924736
Shāh Fīrūz	id=g:6924737
Deh Mū	id=g:6924738
Tang-e Mā’īn	id=g:6924739
Bī Bī Fāţemeh	id=g:6924740
Kūh-e Lāvarestān	id=g:6924741
Kalū	id=g:6924742
Pozkūh	id=g:6924743
Āqā-ye Shāh	id=g:6924744
Kūleh Vard	id=g:6924745
Moḩammad Morādī	id=g:6924746
Tangeh-ye Sedaneh	id=g:6924747
Mīr ‘Abdollāh	id=g:6924748
Tangeh-ye Mīlān	id=g:6924749
Pār‘ū	id=g:6924750
Pīr-e Ḩājjī	id=g:6924751
Ahl	id=g:6924752
Kolāh Farangī	id=g:6924753
Pīr-e Gheyb	id=g:6924754
Mīr Ḩasan	id=g:6924755
Seyyed Jalāl	id=g:6924756
Kalamdū	id=g:6924757
Ānū	id=g:6924758
Ānū	id=g:6924759
Tang-e Banū	id=g:6924760
Sost Pūsh	id=g:6924761
Aḩmadābād	id=g:6924762
Mīr Abūl Bah	id=g:6924763
Qal‘eh Salāvard	id=g:6924764
Emāmzādeh Shah Zand	id=g:6924765
Chāh Lerd	id=g:6924766
Balkhorūn	id=g:6924767
Ājsūn	id=g:6924768
Chāh Bābūn	id=g:6924769
Lasū	id=g:6924770
Qalandar	id=g:6924771
Shāh Solţān	id=g:6924772
Bī Bī Parhīz	id=g:6924773
Khargāh-e Jonūbī	id=g:6924774
Khargāh-e Shomālī	id=g:6924775
Tonb-e Kūshk	id=g:6924776
Posht-e Var	id=g:6924777
Eshkāteh	id=g:6924778
Kūh-e Tahar	id=g:6924779
Mīr Mobārak	id=g:6924780
Omal ol Fahmeh	id=g:6924781
Kūh-e Kowrzūt	id=g:6925188
Bībī Kheẕrī	id=g:6925189
Kūhestān	id=g:6925190
Mīr Ḩājjī Elīās	id=g:6925191
Zīāratgāh-e Pīr-e Borāzjān	id=g:6925192
Borāzjān	id=g:6925193
Gardaneh-ye Varā’	id=g:6925194
Kūh-e Evaz	id=g:6925195
Chadrūn	id=g:6925196
Chāh-e ‘Amīq-e Zīnband	id=g:6925197
‘Abdolābād	id=g:6925198
Chāh-e ‘Amīq-e Tall-e Evaz	id=g:6925199
Chāh-e ‘Amīq-e Kohneh Khalīl	id=g:6925200
Kohneh Khalīl	id=g:6925201
Eslāmābād	id=g:6925202
Kūh-e Barī Sar	id=g:6925203
Pehrūz	id=g:6925204
Evaz	id=g:6925205
Honarestān-e Şan‘atī-ye Rāfe‘ī	id=g:6925206
Kūh-e Seh Kalāt	id=g:6925207
Solţān-e Sabz Pūsh	id=g:6925208
Zeynalābād	id=g:6925209
Garan Mīrzā’ī	id=g:6925210
Maqdan	id=g:6925211
Būnīmāt	id=g:6925212
Band-e Gabrī	id=g:6925213
Pīr-e Shahrestān	id=g:6925214
Moḩammad Zeynā	id=g:6925215
Kūh-e Z̧olamāt	id=g:6925216
Eslāmābād-e Azad	id=g:6925217
Bībī Shāh Dokhtar	id=g:6925218
Zeynalābād	id=g:6925219
Khasmābād	id=g:6925220
Tombeh Chāh	id=g:6925221
Mīlūyeh	id=g:6925222
Aşgharābād	id=g:6925223
Kūh-e Khānī	id=g:6925224
Nakhl Pārū	id=g:6925225
Sheykh Abū ol Qāsem	id=g:6925226
Bāgh-e Band Kūchak	id=g:6925227
Dasht-e Kadū	id=g:6925228
Emāmzādeh Seyyed ‘Abd or Reẕā	id=g:6925229
Chehel Gazī	id=g:6925230
Aḩmadān	id=g:6925231
Şalāmeh	id=g:6925232
Benow	id=g:6925233
Darreh-ye Bādī	id=g:6925234
Darreh-ye Qalāvīz	id=g:6925235
Kūh-e Nargeh	id=g:6925236
Pācheh	id=g:6925237
Būjehī	id=g:6925238
Khalūmābād	id=g:6925239
Ḩājjīābād	id=g:6925240
Shāh Neshīn	id=g:6925241
Emāmzādeh Seyyed ‘Asgar	id=g:6925242
Ābīārī-ye Bīgherd	id=g:6925243
Sīmā’ī	id=g:6925244
Khvosh Nām	id=g:6925245
Garmeh	id=g:6925246
Bāgh-e Now	id=g:6925247
Pācheh	id=g:6925248
Emāmzādeh Mīr Ḩoseyn	id=g:6925249
Kūhestūn	id=g:6925250
Dar Posht	id=g:6925251
Por Mashīgū	id=g:6925252
Tang-e Sorkh	id=g:6925253
Ḩājj ‘Abdollāh	id=g:6925254
Chāh-e Bālā	id=g:6925255
Allāh Koreh	id=g:6925256
Amīrū	id=g:6925257
Barrī	id=g:6925258
Rūdkhāneh-ye Shīrīn	id=g:6925259
Rūdkhāneh-ye Kashīrī	id=g:6925260
Kūh-e Bahrāmī	id=g:6925261
Kūh-e Charkh Āb	id=g:6925262
Tangān	id=g:6925263
Kūh-e Gorāghān	id=g:6925264
Kūh-e Godār-e Zard	id=g:6925265
Band Kūh	id=g:6925266
Ḩoseynābād	id=g:6925267
Rīgābād	id=g:6925268
Godār-e Moghak	id=g:6925269
Kahraj	id=g:6925270
Kūh-e Farbarīj	id=g:6925271
Kūh-e Shīr Dar	id=g:6925272
Kūh-e Band-e Reẕvān	id=g:6925273
Kūh-e Sorkh	id=g:6925274
Ābgārīn	id=g:6925275
Kūh-e Bol Hādī	id=g:6925276
Lajārī	id=g:6925277
Deh-e ‘Abbāsī	id=g:6925278
Rūdkhāneh-ye Gazdān	id=g:6925279
Shahr-e Dūl	id=g:6925280
Yūsefābād	id=g:6925281
Rūdkhāneh-ye Āhangarān	id=g:6925282
Gandom Dozdī	id=g:6925283
Emāmzādeh Abū ol Faẕl	id=g:6925284
Kūh-e Bachcheh Shīr	id=g:6925285
Mīān Pol-e Gāraj	id=g:6925286
Rūstā-ye Shahīd Jahānbakhsh	id=g:6925287
Gahraj	id=g:6925288
Darreh Kash Qezel	id=g:6925289
Gorāghān	id=g:6925290
Pārk-e Jangalī-ye Moḩammadābād	id=g:6925291
Shahīd Sa‘īdī	id=g:6925292
Qal‘eh Javād	id=g:6925293
Cheshmeh Garm	id=g:6925294
Rūdkhāneh-ye Maskūn	id=g:6925295
Ḩoseynābād	id=g:6925296
Maskūn	id=g:6925297
Kūh-e Samm	id=g:6925298
Khorramābād	id=g:6925299
Maskūn	id=g:6925300
Gol Morīdān	id=g:6925301
Tang Darreh	id=g:6925302
Rūdkhāneh-ye Darīgūn	id=g:6925303
Zīāratgāh-e Abū ol Faẕl	id=g:6925304
‘Alīābād	id=g:6925305
Darb-e Patak	id=g:6925306
Sartangū	id=g:6925307
Mehrkān	id=g:6925308
Kūh-e Chenār	id=g:6925309
Mārī Gūjel	id=g:6925310
Kūh-e Sar Ḩadd	id=g:6925311
Kūh-e Sang-e Şayyād	id=g:6925312
Rūdkhāneh-ye Sang-e Şayyād	id=g:6925313
Kūh-e Sīāh Kohan	id=g:6925314
Chāh Kahī	id=g:6925315
Pāshkūh	id=g:6925316
Gerow	id=g:6925317
Jabāl-e Bārez	id=g:6925318
Darreh Morvārīd	id=g:6925319
Gorāghān	id=g:6925320
Kūh-e Shaţţ	id=g:6925321
Kūh-e Darū	id=g:6925322
Kūh-e Mehr Dūst	id=g:6925323
Sarvīmīn	id=g:6925324
Qadamgāh-e Ḩoseyn	id=g:6925325
Sartamīn	id=g:6925326
Kūh-e Sīāh	id=g:6925327
Kūh-e Shāh Jabāl-e Bārez	id=g:6925328
Rūdkhāneh-ye Gerdīn	id=g:6925329
Bādām-e ‘Olyā	id=g:6925330
Bādām-e Soflá	id=g:6925331
Kūh-e Darū	id=g:6925332
Kūh-e Por Gol-e Sorkh	id=g:6925333
Deh Now	id=g:6925334
Rūdkhāneh-ye Dūmār	id=g:6925335
Kūh-e Chahār Dīvār	id=g:6925336
Kūh-e Qaţār-e Sabz	id=g:6925337
Rūdkhāneh-ye Pīdengū’īyeh	id=g:6925338
Kūh-e Pīdengū’īyeh	id=g:6925339
Kūh-e Lajārī	id=g:6925340
Kal Naqshī	id=g:6925341
Kūh-e Mījū	id=g:6925342
Do Rūdkhāneh	id=g:6925343
Anjīr-e Sīāh	id=g:6925344
Polīs-e Rāh-e Jīroft-bandar ‘Abbās	id=g:6925345
Restūrān-e Ḩojjat	id=g:6925346
Ta’sīsāt-e Sīlandr Porkonī	id=g:6925347
Edāreh-ye Ghalleh va Sīlū-ye Shahīd Şedūqī-ye Jīroft	id=g:6925348
Zīāratgāh-e Ḩaẕrat-e ‘Alī	id=g:6925349
Shahrak-e Şan‘atī-ye Jīroft	id=g:6925350
Bolvār-e Shahīd Beheshtī	id=g:6925351
Meydān-e Enqelāb	id=g:6925352
Shahrak-e Barq-e Manţaqeh’ī-ye Jīroft	id=g:6925353
Kūh-e Chehel Tang	id=g:6925354
Golzār-e Shohadā-ye Jīroft	id=g:6925355
Bolvār-e Shohadā	id=g:6925356
Zīāratgāh-e Solţān ‘Abdollāh	id=g:6925357
Emāmābād	id=g:6925358
Dāneshgāh-e Āzādī-ye Eslāmī	id=g:6925359
Khīābān-e Mālek Ashtar	id=g:6925360
Kalāghābād	id=g:6925361
Jīroft	id=g:6925362
Khīābān-e Āzādī	id=g:6925363
Āmūzeshgāh-e Behvarzī	id=g:6925364
Zīāratgāh-e Emām Ḩoseyn	id=g:6925365
Zīāratgāh-e Ḩaẕrat-e Amīr	id=g:6925366
Mazra‘eh-ye Shahīd ‘Alīreẕā Ya‘qūbī	id=g:6925367
Zīāratgāh-e Ḩaẕrat-e Amīr	id=g:6925368
Qadamgāh-e Ḩaẕrat-e Moḩammad	id=g:6925369
Qadamgāh-e Ḩaẕrat-e ‘Alī	id=g:6925370
Qadamgāh-e Ḩaẕrat-e Abū ol Faẕl	id=g:6925371
Gazābād-e Deh Sheykh	id=g:6925372
