Mofraa	id=g:166849
‘Ayn Demeleh	id=g:170739
Dalḩah	id=g:170740
Dek	id=g:170741
Defenn	id=g:170742
Tall Débiâne	id=g:170743
Wādī Debesse	id=g:170744
Tall Debarsé	id=g:170745
Dbissâne	id=g:170746
Dayyil	id=g:170747
Dayshīyah	id=g:170748
Dayr ‘Uthmān	id=g:170749
Dayrūtān al Maḩālibah	id=g:170750
Dayrūtān	id=g:170751
Dayrūnah	id=g:170752
Dayrūnah	id=g:170753
Dayrūnah	id=g:170754
Dayrūnah	id=g:170755
Dayrūnah	id=g:170756
Dayrūnah	id=g:170757
Dīrwānā Aghā	id=g:170758
Dayr Tūmā	id=g:170759
Dayr Sunbul	id=g:170760
Dayr Sunbul	id=g:170761
Dayr Sirās	id=g:170762
Dayr Sim‘ān	id=g:170763
Dayr Shumayyil at Taḩtānī	id=g:170764
Dayr Shumayyil al Fawqānī	id=g:170765
Jabal Dayr Shumayyil	id=g:170766
Dayr Sharbīn	id=g:170767
Dayr Şawwān	id=g:170768
Dayr Salūnah	id=g:170769
Dayr Salmān	id=g:170770
Dayr Şalībah	id=g:170771
Dayr Qāq	id=g:170772
Dayr Qānūn	id=g:170773
Dayr Mār Ilyās	id=g:170774
Dayr Māmā	id=g:170775
Dayr Māmā	id=g:170776
Dayr Mākir	id=g:170777
Dayr Khabīyah	id=g:170778
Dayr ad Dijlah	id=g:170779
Dayr Ibrāhīm	id=g:170780
Wādī Dayr Ḩanţā	id=g:170781
Dayr Ḩanţā	id=g:170782
Dayr Ḩannā	id=g:170783
Dayr Ḩannā	id=g:170784
Dayr Ḩāfir	id=g:170785
Dayr Fūr	id=g:170786
Dayr Dūmā	id=g:170787
Dayr Dāmā	id=g:170788
Dayr Ballūţ	id=g:170789
Dayr Baḩdal	id=g:170790
Dayr Ba‘albah	id=g:170791
Muḩāfaz̧at Dayr az Zawr	id=g:170792
Minţaqat Dayr az Zawr	id=g:170793
Dayr az Zawr	id=g:170794
Dayr ‘Azīz	id=g:170795
Tall Dayr ‘Aţīyah	id=g:170796
Dayr ‘Aţīyah	id=g:170797
Ḑuhūr Dayrat Abū Nayţal	id=g:170798
Dayr as Salţ	id=g:170799
Dayr aş Şalīb	id=g:170800
Dayr ash Sharqī	id=g:170801
Wādī Dayr ash Shamīs	id=g:170802
Dayr ash Sha‘īr	id=g:170803
Dayr an Naşrānī	id=g:170804
Dayr al Waraq	id=g:170805
Dayr al Meyâs	id=g:170806
Dayr al Laban	id=g:170807
Dayr al Jurd	id=g:170808
Dayr al Jimāl	id=g:170809
Dayr ‘Alī	id=g:170810
Dayr al Ḩajar	id=g:170811
Dayr al Gharbī	id=g:170812
Dayr al Fardīs	id=g:170813
Dayr al Bukht	id=g:170814
Dayr al Bishl	id=g:170815
Dayr al ‘Awrā’	id=g:170816
Dayr al ‘Aşāfīr	id=g:170817
Dayr al ‘Adas	id=g:170818
Dayr al ‘Adas	id=g:170819
Wādī Dayr ad Dalīl	id=g:170820
Wādī ad Dayr	id=g:170821
Ra’s ad Dayr	id=g:170822
Khirbat ad Dayr	id=g:170823
Jabal ad Dayr	id=g:170824
Dayn	id=g:170825
Jabal ad Dayla‘	id=g:170826
Dāyij	id=g:170827
Wādī Daydabah	id=g:170828
Jabal Dawwās	id=g:170829
Dawwār al Jallāb	id=g:170830
Bi’r Dawwār	id=g:170831
Dāwūdīyah	id=g:170832
Khirbat Dāwūd	id=g:170833
Jabal Dawshān	id=g:170834
Dawshān	id=g:170835
Nahr Dawrīn	id=g:170836
Wādī ad Dawrāt	id=g:170837
Wādī ad Dawrāt	id=g:170838
Dawlī Dāgh	id=g:170839
Dawlī Dāgh	id=g:170840
Tall Dawlam	id=g:170841
Bi’r ad Dawlah	id=g:170842
‘Ayn ad Dawlah	id=g:170843
Mazra‘at Dawālīb al Ḩafar	id=g:170844
Dawālī	id=g:170845
Jabal aḑ Ḑawāḩikīyah	id=g:170846
Ḑahr ad Dawāhikīyah	id=g:170847
Dastah	id=g:170848
Dashīshah	id=g:170849
Rujm ad Da‘s	id=g:170850
Ḑahr ad Darzī	id=g:170851
Daryūs	id=g:170852
Darwīsh Ūbāsī	id=g:170853
Darwīshān	id=g:170854
Tulūl Darwīsh	id=g:170855
Dartī	id=g:170856
Dār Ta‘izzah	id=g:170857
Wādī Darrāj	id=g:170858
Tall Darqū	id=g:170859
Dār Muḩammad ‘Azīz	id=g:170860
Darmīnah	id=g:170861
Darmashkanlī	id=g:170862
Dār Ma‘arrāt	id=g:170863
‘Ayn Darkūsh	id=g:170864
Darkūsh	id=g:170865
Darkīr	id=g:170866
Dār Kharāb	id=g:170867
Darhla Bāsh	id=g:170868
Dār Ḩammūsh	id=g:170869
Dār Ghazālah	id=g:170870
Darflīt	id=g:170871
Dardūrīn	id=g:170872
Dardārīyah	id=g:170873
Dardārah	id=g:170874
‘Ayn ad Dardānah	id=g:170875
Darbul	id=g:170876
Dār Bsīdah	id=g:170877
Darb Jabbūl	id=g:170878
Darb Ḩasan	id=g:170879
Darbāzīn at Taḩtānī	id=g:170880
Darbāzīn al Wasţānī	id=g:170881
Darbāzīn al Fawqānī	id=g:170882
Darbāzīn	id=g:170883
Jabal Dār Bayḑā’	id=g:170884
Darb aţ Ţāḩūn	id=g:170885
Darb at Taḩt	id=g:170886
Darbāsīyah	id=g:170887
Darbāshīyah	id=g:170888
Darb an Nūb	id=g:170889
Arḑ ad Darb	id=g:170890
Jabal Dārayyā	id=g:170891
Dārayyā	id=g:170892
Dār as Suryānī	id=g:170893
Dār as Salamlam	id=g:170894
Dār as Salām	id=g:170895
Jabal ad Darānī	id=g:170896
Dār al Rhozzal	id=g:170897
Dār al ‘Abīd as Sūd	id=g:170898
Wādī ad Darajah	id=g:170899
Darah Yūrt	id=g:170900
Dārah ash Sharqī	id=g:170901
Dārah al Gharbī	id=g:170902
Muḩāfaz̧at Dar`ā	id=g:170903
Minţaqat Dar‘ā	id=g:170904
Dar‘ā	id=g:170905
Wādī ad Dār	id=g:170906
Daouar al Qtil	id=g:170907
Danḩah	id=g:170908
Dandūshān	id=g:170909
Danājī	id=g:170910
Dānā	id=g:170911
Damsarkhū	id=g:170912
Damlūgh Waraqah	id=g:170913
Damlakhīyah aş Şaghīrah	id=g:170914
Damlakhīyah Kabīrah	id=g:170915
Khirbat Dāmis	id=g:170916
Wādī Damīr Qābū	id=g:170917
Maḩaţţat Damīr Qābū	id=g:170918
Damīr Qābū	id=g:170919
Tall Dāmir	id=g:170920
Damīnat ash Sharqīyah	id=g:170921
Damīnat al Gharbīyah	id=g:170922
Khirbat Damīnah	id=g:170923
Damīm	id=g:170924
Khirbat Dâmène	id=g:170925
Dāmāt	id=g:170926
Damān	id=g:170927
Damān	id=g:170928
Damān	id=g:170929
Dāmā	id=g:170930
Dāmā	id=g:170931
Jubb ad Dam	id=g:170932
Dalwah	id=g:170933
Dallūzah	id=g:170934
Dallāwīyah aş Şaghīrah	id=g:170935
Dallāwīyah	id=g:170936
Wādī Dallah	id=g:170937
Jabal Dallah	id=g:170938
Bi’r Dallah	id=g:170939
Wādī ad Dāliyah	id=g:170940
Jabal Dāliyah	id=g:170941
Dalīl Bayt Nawfal	id=g:170942
Dālī Fa’r	id=g:170943
Wādī Dalhamīyah	id=g:170944
Surrat Dalḩah	id=g:170945
Khirbat Dalbūz	id=g:170946
Dalbūz	id=g:170947
Dalbīyah	id=g:170948
Dalbah	id=g:170949
Al Murayjāt	id=g:170950
Dalamātā	id=g:170951
Dakwānah	id=g:170952
Tall ad Dakwah	id=g:170953
Dakshūrīyah	id=g:170954
Dakshūrīyah	id=g:170955
Dakīkah	id=g:170956
Tall Dakari	id=g:170957
Dakar	id=g:170958
Dā‘il	id=g:170959
Ḑahr Rayḩān	id=g:170960
Ḑahr Maţrū	id=g:170961
Ḑahr Maţar	id=g:170962
Ḑahr Mār Ilyās	id=g:170963
Jabal Ḑahr Maqālid	id=g:170964
Ḑahr Bashīr	id=g:170965
Arḑ Ḑahrāt	id=g:170967
Wādī Ḑahr aş Şaghīr	id=g:170968
Ḑahr aş Şafrā’	id=g:170969
Tall Ḑahr ash Shuwayrah	id=g:170970
Daḩr an Naşrānī	id=g:170971
Ḑahr al Matn	id=g:170972
Ḑahr al Mahchalé	id=g:170973
Ḑahr al Kabīr	id=g:170974
Ḑahr al Ḩajar	id=g:170975
Ḑahr al Bayāţirah	id=g:170976
Wādī Ḑahrah	id=g:170977
Ḑahr ad Duwayr	id=g:170978
Ḑahr ad Dīs	id=g:170979
Jabal Ḑahr ad Dibés	id=g:170980
Ḑahr Abū Qurmah	id=g:170981
Ḑahr Abū Qurmah	id=g:170982
Khirbat Dahlam	id=g:170983
Daḩlah	id=g:170984
Sha‘īb ad Daḩl	id=g:170985
Ḑahīr	id=g:170986
Jabal Ḑāḩik ash Sharqī	id=g:170987
Jabal aḑ Ḑāḩik	id=g:170988
Tall Daḩdāḩ	id=g:170989
Maqbarat ad Daḩḑāḩ	id=g:170990
Dahâyek	id=g:170991
Dahal	id=g:170992
Dāgh Ūbāsī	id=g:170993
Daghlah	id=g:170994
Daghdaghān	id=g:170995
Daghdaghān	id=g:170996
Wādī Daghāghāt	id=g:170997
Wādī ad Dafīn	id=g:170998
Dafīl	id=g:170999
Wādī ad Daffā‘ī	id=g:171000
Jabal Daffā‘ī	id=g:171001
Daffah	id=g:171002
Da‘dūshīyah	id=g:171003
Dādlī	id=g:171004
Tall Dādis	id=g:171005
Dādīkh	id=g:171006
Dādāt	id=g:171007
Dabshīyah	id=g:171008
Dabyān	id=g:171009
Dābiyah	id=g:171010
Dābiq	id=g:171011
Dabbūsīyah	id=g:171012
Dabbūsīyah	id=g:171013
Dabbūrah	id=g:171014
Wādī ad Dabbūr	id=g:171015
Tall ad Dabbūr	id=g:171016
Dabbāyah	id=g:171017
Dābbat al Maghārah	id=g:171018
Dabbānah	id=g:171019
Wādī Ḑabbah	id=g:171020
Tall Dabbah	id=g:171021
Jabal Dābbah	id=g:171022
Dābbah	id=g:171023
Dabbābīyah	id=g:171024
Dabbā	id=g:171025
Rujm aḑ Ḑabb	id=g:171026
Ḑab‘at al Millī	id=g:171027
Ḑab‘ah aş Şaghīr	id=g:171028
Ḑab‘ah al Kabīr	id=g:171029
Tulaylat aḑ Ḑab‘ah	id=g:171030
Tall aḑ Ḑab‘ah	id=g:171031
Khirbat aḑ Ḑab‘ah	id=g:171032
Ḑab‘ah	id=g:171033
Wādī aḑ Ḑab‘	id=g:171034
Wādī aḑ Ḑab‘	id=g:171035
Wādī aḑ Ḑab‘ah	id=g:171036
Wādī aḑ Dab‘	id=g:171037
Wādī aḑ Ḑab‘	id=g:171038
Tall Ḑab‘	id=g:171039
Ḑahrat aḑ Ḑab‘	id=g:171040
Bi’r aḑ Ḑab‘	id=g:171041
Bi’r aḑ Ḑab‘	id=g:171042
Ḑab‘ah	id=g:171043
Ḑab‘	id=g:171044
Tall Chrennbé	id=g:171045
Choûra	id=g:171046
Chloûh	id=g:171047
Chertaane	id=g:171048
Khirbat Chehâlé	id=g:171049
Kharāb ash Chebeh	id=g:171050
Tall Chamma	id=g:171051
Chamma	id=g:171052
Chalâhmi	id=g:171053
Jabal ash Chahr	id=g:171054
Jabal ash Chahia	id=g:171055
Khirbat Chahadine	id=g:171056
Shaydkah	id=g:171057
Tall Chabb ad Dīn	id=g:171058
Jabal Chaarâte Nabī	id=g:171059
Bzaytah	id=g:171060
Bzarmū	id=g:171061
Bzaft	id=g:171062
Bzābūr	id=g:171063
Bzā‘ā	id=g:171064
Bwardah	id=g:171065
Būzlījah ash Sharqīyah	id=g:171066
Būzlījah al Gharbīyah	id=g:171067
Buzayz	id=g:171068
Buzaynah	id=g:171069
Būz Awghlān	id=g:171070
Būz	id=g:171071
Buyūk Jāqmaq	id=g:171072
Buyūk Ḩākūrah	id=g:171073
Buyūk Dabīsah	id=g:171074
Būyān	id=g:171075
Buwayţīyah	id=g:171076
Buwayţīyah	id=g:171077
Buwayţīkh	id=g:171078
Buwaytāt	id=g:171079
Buwaytah aş Şaghīrah	id=g:171080
Buwaytah al Kabīrah	id=g:171081
Khirbat Buwayrīt	id=g:171082
Wādī Buwayrah	id=g:171083
Buwaydir	id=g:171084
Buwayḑat Salamīyah	id=g:171085
Buwayḑat Ruwayḩīnī	id=g:171086
Buwayḑat as Suwayqāt	id=g:171087
Buwayḑān	id=g:171088
Buwayḑah ash Sharqīyah	id=g:171089
Khirbat Buwayḑah	id=g:171090
Jabal al Buwayḑah	id=g:171091
Buwayḑah	id=g:171092
Buwaybīyah	id=g:171093
Wādī al Buwayb	id=g:171094
Wādī al Buwayb	id=g:171095
Wādī al Buţum	id=g:171096
Jabal Buţum	id=g:171097
Tall Buţnān	id=g:171098
Wadī al Buţmīyāt	id=g:171099
Khirbat al Buţmīyāt	id=g:171100
Bi’r al Buţmīyāt	id=g:171101
Tall al Buţmah	id=g:171102
Shu‘bat al Buţmah	id=g:171103
Jabal Buţmah	id=g:171104
Buţmah	id=g:171105
Buthaynah	id=g:171106
Tall al Buţaynah	id=g:171107
Buţaynah	id=g:171108
Bi’r Buţaymān	id=g:171109
Buţaymān	id=g:171110
Buţaymān	id=g:171111
Khirbat al Buţayḩah	id=g:171112
Wādī al Būţah	id=g:171113
Bustās	id=g:171114
Bustān Şāliḩ	id=g:171115
Būstānjiq	id=g:171116
Bustān ar Rayḩān	id=g:171117
Bustān an Najjār	id=g:171118
Bustān al Qabbān	id=g:171119
Bustān al Ḩammām	id=g:171120
Bustān al Bāshā	id=g:171121
Bustān ad Dūkhā	id=g:171122
Wādī Bustān	id=g:171123
‘Ayn al Bustān	id=g:171124
‘Ayn al Bustān	id=g:171125
Buşrá ash Shām	id=g:171126
Buşrá al Ḩarīrī	id=g:171127
Bushayrīyah	id=g:171128
Buşayş at Taḩtānī	id=g:171129
Buşayş al Fawqānī	id=g:171130
Busaynah	id=g:171131
Buşaylīyah	id=g:171132
Buşaylīyah	id=g:171133
Wādī Buşaylān	id=g:171134
Wādī Būsān	id=g:171135
Būsān	id=g:171136
Tall Bur‘ūm	id=g:171137
Burtuqānah	id=g:171138
Burqush	id=g:171139
Tall Burm	id=g:171140
Burj ‘Uyūn al ‘Alaq	id=g:171141
Burj Qâayé	id=g:171142
Burj Najdah	id=g:171143
Burj Marj Şūfiyā	id=g:171144
Burj Janīn	id=g:171145
Ţāḩūnat al Burjīyāt	id=g:171146
Burj Islām	id=g:171147
Burj Iḩsān aḑ Ḑāhir	id=g:171148
Burj Ḩaydar	id=g:171149
Burj Ḩamām	id=g:171150
Burj Ghazzāwī	id=g:171151
Burjaylī	id=g:171152
Burj as Samā’	id=g:171153
Burj ar Rummān	id=g:171154
Burj ‘Arab	id=g:171155
Burj al Qaşab	id=g:171156
Burj al Qās	id=g:171157
Burj al Maksūr	id=g:171158
Burj al Aḩmar	id=g:171159
Burj ‘Abd Allāh	id=g:171160
Ra’s al Burj	id=g:171161
Burj	id=g:171162
Burj	id=g:171163
Al Manşūrah	id=g:171164
‘Ayn Burhān	id=g:171165
Burghūthīyah	id=g:171166
Burghuthī	id=g:171167
Tall al Burghūth	id=g:171168
Sabkhat al Burghūth	id=g:171169
Burghul Kūy	id=g:171170
Nahr al Burghul	id=g:171171
Arḑ al Burghul	id=g:171172
‘Ayn al Burayţimah	id=g:171173
Burayqah	id=g:171174
Tulūl al Buraykah	id=g:171175
Buraykah	id=g:171176
Burayj ar Rīḩ	id=g:171177
Tall Burayjah	id=g:171178
Burayjah	id=g:171179
Wādī al Burayj	id=g:171180
Tall Burayj	id=g:171181
Jabal Burayj	id=g:171182
Burayj	id=g:171183
Burayḩah	id=g:171184
Wādī Burayghīth	id=g:171185
Buraydīj	id=g:171186
Bāb al Burāq	id=g:171188
Arḑ al Burāq	id=g:171189
Burāq	id=g:171190
Burāq	id=g:171191
Burāq	id=g:171192
Burrāq	id=g:171193
‘Ayn al Būrah	id=g:171194
Mazra‘at Būrā	id=g:171195
Buqrus	id=g:171196
Buqrāqā	id=g:171197
Tall Buqayn	id=g:171198
Buqayn	id=g:171199
Buq‘ātā	id=g:171200
Būqa‘	id=g:171201
Tall Bunayyah	id=g:171202
‘Ayn Bunayyah	id=g:171203
Būlus	id=g:171204
Bul‘ūm Asrīyah	id=g:171205
Jabal Bul‘ūm al Jiḩār	id=g:171206
Rujm Būlīyah	id=g:171207
Jabal Būlīyah	id=g:171208
Buldūqlī Tabah	id=g:171209
Buldūq	id=g:171210
Buldūq	id=g:171211
Bulbul	id=g:171212
Bulbul	id=g:171213
Bulaykhah	id=g:171214
Tall Bulaybis	id=g:171215
Khirbat Bulaybī	id=g:171216
Būlād	id=g:171217
Khirbat Bukhshīn	id=g:171218
‘Ayn Bukhayrah	id=g:171219
Bi’r al Bukhārah	id=g:171220
Bujghāş	id=g:171221
‘Ayn al Bujayj	id=g:171222
Qārat al Bujārī	id=g:171223
Qabr al Bujārī	id=g:171224
Būjāq	id=g:171225
Būjāq	id=g:171226
Wādī al Buḩayrah	id=g:171227
Tall al Buḩayrah	id=g:171228
Sudd al Buḩayrah	id=g:171229
Bi’r Bughbugh	id=g:171230
Būghāz Ūghlū	id=g:171231
Būghāz aş Şaghīrah	id=g:171232
Būghāz al Kabīrah	id=g:171233
Būghāz	id=g:171234
Bughayrīt	id=g:171235
Bughaylīyah	id=g:171236
Bughaydīd	id=g:171237
Bughaydāt	id=g:171238
Bughā at Taḩtānī	id=g:171239
Tall Bughā aş Şaghīr	id=g:171240
Bughā al Fawqānī	id=g:171241
Tall Abū Far‘ah	id=g:171242
Tall Budayrī	id=g:171243
Wādī Budayrah	id=g:171244
Jabal Budayrah	id=g:171245
Buday‘ān	id=g:171246
Būblīn	id=g:171247
Bu’ayr	id=g:171248
Bu’ayr	id=g:171249
Khirbat Btūdīm	id=g:171250
Btiryās	id=g:171251
Btirghāmū	id=g:171252
Btindrah	id=g:171253
Bţīḩīyah	id=g:171254
Btībāt	id=g:171255
Khirbat Btarsé	id=g:171256
Bţārish	id=g:171257
Btirrīn	id=g:171258
Btārāt	id=g:171259
Btâr	id=g:171260
Bţammūsh	id=g:171261
Btammānā	id=g:171262
Bţallah	id=g:171263
Bta‘lah	id=g:171264
Bţābā	id=g:171265
Bsummāqah	id=g:171266
Bsoûte	id=g:171267
Bşirrāmā	id=g:171268
Bsīqā ash Sharqīyah	id=g:171269
Bsīqā al Gharbīyah	id=g:171270
Bsindiyānah	id=g:171271
Wādī Bsīlā	id=g:171272
Bshinnīn	id=g:171273
Bshimmānā	id=g:171274
Khirbat Bshillī	id=g:171275
Bshīlah	id=g:171276
Bshāwī	id=g:171277
Bsharfah	id=g:171278
Bshamshah	id=g:171279
Bshammān	id=g:171280
Bsham‘ah	id=g:171281
Bshalāmā	id=g:171282
Bshabţah	id=g:171283
Wādī Bséli	id=g:171284
Bsaysīn	id=g:171285
Wādī Bsayrīn	id=g:171286
Tall Bsayrīn	id=g:171287
Bsayrīn	id=g:171288
Bşawma‘ah	id=g:171289
Bsās	id=g:171290
Bşarşar	id=g:171291
Bşarmūn	id=g:171292
Bsaqlah	id=g:171293
Brummānat Ra‘d	id=g:171294
Brummānat al Mashā’ikh	id=g:171295
Wādī Brūmā	id=g:171296
Brūmā	id=g:171297
Briyānis	id=g:171298
Brīşīn	id=g:171299
Brīkīyah	id=g:171300
Brīkhīyah	id=g:171301
Brī‘ayn	id=g:171302
Wādī Buraybīsh	id=g:171303
Wādī al Brâta	id=g:171304
Brâta	id=g:171305
Khān Yūnis	id=g:171306
Brābishbū	id=g:171307
Bqaţţārūn	id=g:171308
Bqa‘sim	id=g:171309
Bqaryah	id=g:171310
Bqallī	id=g:171311
Boz Göçan	id=g:171312
Khirbat Bouzlia	id=g:171313
Tall Bourqa	id=g:171314
Boujoujé	id=g:171315
‘Ayn Boqaya	id=g:171316
‘Ayn Bohnana	id=g:171317
Tall Boabed	id=g:171318
Bnamrah	id=g:171319
Bnābil	id=g:171320
Bmannah	id=g:171321
Bmalkah	id=g:171322
Blūzat al Marqab	id=g:171323
Jabal Blūzah	id=g:171324
Blūzah	id=g:171325
Blūzah	id=g:171326
Blūzah	id=g:171327
Blūtān	id=g:171328
Blūsīn	id=g:171329
Blūnah	id=g:171330
Blūdān	id=g:171331
Blinnta	id=g:171332
Wādī Blimmānah	id=g:171333
Blimmānah	id=g:171334
Blayhūn	id=g:171335
Tall Blay	id=g:171336
Billī	id=g:171337
Blat‘ah	id=g:171338
Blaqsah	id=g:171339
Bla‘līn	id=g:171340
Blaḩlah	id=g:171341
Bkūt	id=g:171342
Bkhāsūn	id=g:171343
Bkās	id=g:171344
Bkarrāmā	id=g:171345
Bjīqīs	id=g:171346
Bjérié	id=g:171347
Bjāriz	id=g:171348
Bizzah	id=g:171349
Biznāyā	id=g:171350
Biyātis	id=g:171351
Biyānūn	id=g:171352
Bisţwār	id=g:171353
Bistūn	id=g:171354
Bisţīrūn	id=g:171355
Bissīn	id=g:171356
Bissīn	id=g:171357
Wādī Bissane	id=g:171358
Bissabt	id=g:171359
Bisqāyah	id=g:171360
Bisnādā	id=g:171361
Bismālikh	id=g:171362
Jabal Bishrī	id=g:171363
Jabal Bishrī	id=g:171364
Bishrā’īl	id=g:171365
Bishrāḩ	id=g:171366
Bishrāghī	id=g:171367
Bishrāghī	id=g:171368
Bishmis	id=g:171369
Bishmārūn	id=g:171370
Bishlāmūn	id=g:171371
Jabal Bishār	id=g:171372
Bīshah	id=g:171373
Rujm al Bīs	id=g:171374
Bi’r ‘Umar	id=g:171375
Bi’r Tuwaynān	id=g:171376
Bi’r Shallāl	id=g:171377
Bi’r Sālim	id=g:171378
Wādī Bi’r Sajīrī	id=g:171379
Bi’r Rāzah	id=g:171380
Bi’r Rāsh Zirwāl	id=g:171381
Bi’r Rāsh	id=g:171382
Bi’r Rāmī	id=g:171383
Bi’r Raḩūm	id=g:171384
Ḑahr Bi’r Quşūr	id=g:171385
Wādī Bi’r Qudayr	id=g:171386
‘Uyūn Bi’r Qudayr	id=g:171387
Khirbat Bi’r Qudaymīyah	id=g:171388
Khirbat Birqān	id=g:171389
Bi’r Nūḩ	id=g:171390
Tall Birnah	id=g:171391
Birnah	id=g:171392
Birnah	id=g:171393
Birmān	id=g:171394
Bi’r Māl	id=g:171395
Bi’r Ma‘ājilah	id=g:171396
Bi’r Khneïss	id=g:171397
Bi’r Khallū	id=g:171398
Birkat Tamsoun	id=g:171399
‘Ayn Birkat al Ḩabīb	id=g:171400
Birkat al Fukhtah	id=g:171401
Bi’r Kannah	id=g:171402
Wādī al Birkah	id=g:171403
‘Ayn al Birkah	id=g:171404
Birjān	id=g:171405
Bīrīn	id=g:171406
Bīrīn	id=g:171407
Wādī al Bīrī	id=g:171408
Bi’r al Bīrī	id=g:171409
Bi’r Ḩulw	id=g:171410
Bi’r Ḩulw	id=g:171411
Bi’r Ḩabash	id=g:171412
‘Ayn Birdhawn	id=g:171413
Bi’r Ḑahr al Faraj	id=g:171414
Bi’r Bāzīn	id=g:171415
Bi’r Bāzān	id=g:171416
Bi’r Bakâr	id=g:171417
Bīrāwī	id=g:171418
Bi’r ‘Aţwān	id=g:171419
Bīrat Kaftayn	id=g:171420
Bīrat Armanāz	id=g:171421
Bīrat al Jurd	id=g:171422
Bīrat al Jabal	id=g:171423
Bīrat al Bāb	id=g:171424
Jabal Bi’r aş Şayyāḩ	id=g:171425
Bi’r aş Şabāḩ	id=g:171426
Bi’r ash Shuqūm	id=g:171427
Bi’r ash Shamlī	id=g:171428
Bi’r ‘Arab	id=g:171429
Khirbat Bi’r an Namir	id=g:171430
Rujm Bi’r ‘Ammālah	id=g:171431
Bi’r al ‘Ubaydāt	id=g:171432
Bi’r al Jūḩ	id=g:171433
Bi’r al Fatlah	id=g:171434
Bi’r al A‘má	id=g:171435
Bi’r al ‘Ajam	id=g:171436
Tall Birāk	id=g:171437
Bīrak	id=g:171438
Bīrak	id=g:171439
Tall al Bīrah	id=g:171440
Jabal Bīrah	id=g:171441
Bi’r ad Dulay‘īyāt	id=g:171442
Bi’r ad Damm	id=g:171443
Bi’r Abū Shajarah	id=g:171444
Rujūm Bi’r Abū Qālāt	id=g:171445
Birābū	id=g:171446
Biqāţ	id=g:171447
Ḑahr al Biqā‘	id=g:171448
Binyāmīn	id=g:171449
Wādī Bin Sākir	id=g:171450
Binnish	id=g:171451
Binjārah	id=g:171452
Binār ‘Alī	id=g:171453
Billīn	id=g:171454
Billī	id=g:171455
Khirbat al Bil‘ās	id=g:171456
Jabal al Bil‘ās	id=g:171457
Biklifūn	id=g:171458
‘Ayn Bikhrah	id=g:171459
Bikhḑarmū at Taḩtā	id=g:171460
Bikhḑarmū al Fawqā	id=g:171461
Bikfalūn	id=g:171462
Bikfalah	id=g:171463
Bījān	id=g:171464
Bīdūrah	id=g:171465
Bidāyah	id=g:171466
Rawābī al Bīḑ	id=g:171467
Bi’ār Jum‘ah	id=g:171468
Ḑahr al Bi’ār	id=g:171469
Tulūl Bī‘ā	id=g:171470
Tall Bī‘ā	id=g:171471
Bḩūzī	id=g:171472
Bḩūrāyā	id=g:171473
Bḩizzīt	id=g:171474
Bharmayl	id=g:171475
Bḩannīn	id=g:171476
Bḩamrāt	id=g:171477
Bḩamrah	id=g:171478
Bghīdīn	id=g:171479
Bghamlīkh	id=g:171480
Bfaţmūn	id=g:171481
Bezbâss	id=g:171482
Sudd Beteur Arouf	id=g:171483
Ra’s al Bersem	id=g:171484
Tall Berléhîne	id=g:171485
Berléhîne	id=g:171486
Beqissa	id=g:171487
‘Ayn al Bennek	id=g:171488
Jubb al Bedjarîyé	id=g:171489
Bdūqah	id=g:171490
Bdīrah	id=g:171491
Bdayghān	id=g:171492
Bdamyūn	id=g:171493
Bdāmā	id=g:171494
Bdādā	id=g:171495
Kharāb Bchellâh	id=g:171496
Wādī Bchechmé	id=g:171497
Bchanntara	id=g:171498
Bchâkouh	id=g:171499
‘Uwaynāt al Bazzūn	id=g:171500
Bazzāq	id=g:171501
Bazzāq	id=g:171502
Tall Bazzām	id=g:171503
Tall al Bazūrīyah	id=g:171504
Tall al Bāzūq	id=g:171505
Bazūnah	id=g:171506
Bazintā	id=g:171507
Khirbat ‘Ubayd	id=g:171508
Tall Bāzārī	id=g:171509
Rujm al Bayyūḑ	id=g:171510
Bi’r al Bayyūḑ	id=g:171511
Bi’r Bayyūḑ	id=g:171512
Bayyā‘īyah aş Şaghīrah	id=g:171513
Bayyā‘īyah al Kabīrah	id=g:171514
Bustān al Bayyāḑīn	id=g:171515
Ba‘yūn	id=g:171516
Bayt Ziwān	id=g:171517
Bayt Zaynah	id=g:171518
Khirbat Bayt Zaydān	id=g:171519
Bayt Zantūt	id=g:171520
Bayt Zahrān	id=g:171521
Bayt Zahrah	id=g:171522
Bayt Wālī Ḩasan	id=g:171523
Bayt ‘Utq	id=g:171524
Bayt ‘Uthmān	id=g:171525
Bayt ‘Ubaydah	id=g:171526
Bayt Tāwūj	id=g:171527
Bayt Sumayrah	id=g:171528
Bayt Sulţān	id=g:171529
Bayt Sūhīn	id=g:171530
Bayt Shīḩān	id=g:171531
Bayt Shākūnī	id=g:171532
Bayt Sāqūr	id=g:171533
Bayt Sammūkhah	id=g:171534
Bayt Salāmah	id=g:171535
Bayt Saḩam	id=g:171536
Bayt Sābir	id=g:171537
Bayt Rīmah	id=g:171538
Bayt Rayḩān	id=g:171539
Bayt Rayḩān	id=g:171540
Bayt Raqţah	id=g:171541
Bayt Qurayn	id=g:171542
Bayt Qāsimīyah	id=g:171543
Bayt Nu’ājah	id=g:171544
Bayt Nāţir	id=g:171545
Bayt Nāşir	id=g:171546
Bayt Nāşir	id=g:171547
Bayt Nā‘isah	id=g:171548
Bayt Nā’im	id=g:171549
