Faith Wesleyan Church	id=g:4154850
Gonzalez Baptist Church	id=g:4156976
Gonzalez Lake	id=g:4156977
Good Day School	id=g:4156978
Good Hope	id=g:4156979
Good Hope African Methodist Episcopal Church	id=g:4156980
Good Hope Cemetery	id=g:4156981
Good Hope Church	id=g:4156982
Good Hope Church	id=g:4156983
Good Samaritan Chapel	id=g:4156984
Good Samaritan Episcopal Church	id=g:4156985
Good Samaritan Hospital	id=g:4156986
Good Samaritan Lutheran Church	id=g:4156987
Good Shepherd Baptist Church	id=g:4156988
Good Shepherd Catholic Church	id=g:4156989
Good Shepherd Catholic Church	id=g:4156990
Good Shepherd Catholic Church	id=g:4156991
Good Shepherd Catholic Church	id=g:4156992
Good Shepherd Church	id=g:4156993
Good Shepherd Church	id=g:4156994
Good Shepherd Church	id=g:4156995
Good Shepherd Church	id=g:4156996
Good Shepherd Church	id=g:4156997
Good Shepherd Day Care Center	id=g:4156998
Good Shepherd Deliverance Temple	id=g:4156999
Good Shepherd Lutheran Church	id=g:4157000
Good Shepherd Lutheran Church	id=g:4157001
Good Shepherd Lutheran Church	id=g:4157002
Good Shepherd Lutheran Preschool Center	id=g:4157003
Good Shepherd Lutheran School	id=g:4157004
Good Shepherd Memorial Gardens	id=g:4157005
Good Shepherd Presbyterian Church	id=g:4157006
Good Shepherd School	id=g:4157007
Good Shepherd United Methodist Church	id=g:4157008
Goodbread Hammock	id=g:4157009
Goodbys	id=g:4157010
Goodbys Creek	id=g:4157011
Gomez Keys	id=g:4157012
Goodbys Lake Church (historical)	id=g:4157013
Goodings Center	id=g:4157014
Goodland	id=g:4157015
Goodland Bay	id=g:4157016
Goodlet Park	id=g:4157017
Goodno	id=g:4157018
Goodson Creek	id=g:4157019
Goodbys Lake	id=g:4157020
Goodson Prairie	id=g:4157021
Lake Goodson	id=g:4157022
Goodwin Creek	id=g:4157023
Goodson Island	id=g:4157024
Goombs Point	id=g:4157025
Goose Bayou	id=g:4157026
Goose Branch	id=g:4157027
Googe Island	id=g:4157028
Goose Branch	id=g:4157029
Goose Creek	id=g:4157030
Goose Creek Bay	id=g:4157031
Goose Island	id=g:4157032
Goose Lake	id=g:4157033
Goose Lake	id=g:4157034
Goose Lake	id=g:4157035
Goose Pasture	id=g:4157036
Goose Point	id=g:4157037
Goose Pond	id=g:4157038
Goose Pond	id=g:4157039
Goose Pond	id=g:4157040
Goose Pond	id=g:4157041
Goose Pond	id=g:4157042
Goose Pond	id=g:4157043
Goose Pond	id=g:4157044
Gooseneck Lake	id=g:4157045
Gooseneck Pass	id=g:4157046
Gooski Prairie	id=g:4157047
Gopher Creek	id=g:4157048
Goose Island	id=g:4157049
Gopher Gully	id=g:4157050
Gopher Island	id=g:4157051
Gopher Key	id=g:4157052
Gopher Key Bay	id=g:4157053
Gopher Key Creek	id=g:4157054
Gopher Keys	id=g:4157055
Gopher Ridge	id=g:4157056
Gopher Ridge	id=g:4157057
Gopher Ridge	id=g:4157058
Gopher Ridge Tower	id=g:4157059
Gopher River	id=g:4157060
Gopher Slough	id=g:4157061
Gopher Swamp	id=g:4157062
La Gorce Island	id=g:4157063
Punta Gorda	id=g:4157064
Gordon	id=g:4157065
Gordon Chapel Cemetery	id=g:4157066
Gordon Chapel Community Church	id=g:4157067
Gordon Chapel Church	id=g:4157068
Gordon Pass	id=g:4157069
Gordon Pond	id=g:4157070
Gordon River	id=g:4157071
Gopher Key	id=g:4157072
Lake Gordon	id=g:4157073
Gordonville	id=g:4157074
Gore Airport	id=g:4157075
Gore Branch	id=g:4157076
Lake Gordon	id=g:4157077
Lake Gore	id=g:4157078
Gores Landing	id=g:4157079
Gornto Lake	id=g:4157080
Gorrie Junior High School	id=g:4157081
Gorrie School	id=g:4157082
Gortemoller Cemetery	id=g:4157083
Goshum Branch	id=g:4157084
Gore Lake	id=g:4157085
Gospel Assembly Christian School	id=g:4157086
Gospel Baptist Church	id=g:4157087
Sonshine Baptist Church (historical)	id=g:4157088
Gospel Island	id=g:4157089
Gospel Tabernacle	id=g:4157090
Gospel Tabernacle Church	id=g:4157091
Gotha	id=g:4157092
Gottfried Creek	id=g:4157093
Gosman Pond	id=g:4157094
Goulding	id=g:4157095
Goulding School	id=g:4157096
Goulds	id=g:4157097
Goulds Park	id=g:4157098
Goulds School	id=g:4157099
Goulds Shopping Center	id=g:4157100
Goulds Wayside Park	id=g:4157101
Gouldstein Landing Strip	id=g:4157102
Gourd Bay	id=g:4157103
Gottfried Creek Bridge	id=g:4157104
Gourd Neck	id=g:4157105
Gove School	id=g:4157106
Govenors Park	id=g:4157107
Government Cut	id=g:4157108
Government Cut	id=g:4157109
Government Dead Lake	id=g:4157110
Governor Hill Lake	id=g:4157111
Governors Bayou	id=g:4157112
Governors Creek	id=g:4157113
Gourd Lake	id=g:4157114
Governors Square Mall	id=g:4157115
Grace Presbyterian Church	id=g:4157116
Grace Baptist Academy	id=g:4157117
Grace Baptist Church	id=g:4157118
Grace Baptist Church	id=g:4157119
Grace Baptist Church	id=g:4157120
Grace Baptist Church	id=g:4157121
Grace Baptist Church	id=g:4157122
Grace Baptist Church	id=g:4157123
Grace Baptist Church	id=g:4157124
Grace Baptist Church	id=g:4157125
Grace Baptist Church	id=g:4157126
Grace Baptist Church	id=g:4157127
Grace Baptist Church	id=g:4157128
Grace Baptist Church	id=g:4157129
Grace Baptist Church	id=g:4157130
Grace Baptist Church of Hollywood	id=g:4157131
Grace Baptist Church of Ocala	id=g:4157132
Grace Bible Church	id=g:4157133
Grace Bible Church	id=g:4157134
Grace Brethren Bible Church	id=g:4157135
Grace Brethren Christian School	id=g:4157136
Grace Brethren Church	id=g:4157137
Grace Brethren Church of Maitland	id=g:4157138
Grace Brethren Church of North Lauderdale	id=g:4157139
Grace Brethren Church of Orlando	id=g:4157140
Grace Chapel	id=g:4157141
Grace Christian Fellowship	id=g:4157142
Grace Christian School	id=g:4157143
Grace Christian School	id=g:4157144
Grace Primitive Baptist Church	id=g:4157145
Grace Presbyterian Church	id=g:4157146
Grace Church	id=g:4157147
Grace Church	id=g:4157148
Grace Church	id=g:4157149
Grace Church	id=g:4157150
Grace Church	id=g:4157151
Grace Church	id=g:4157152
Grace Church	id=g:4157153
Grace Church	id=g:4157154
Grace Church	id=g:4157155
Grace Church	id=g:4157156
Grace Church Assemblies of God	id=g:4157157
Grace Church of Kendall	id=g:4157158
Grace Church of Tallahassee	id=g:4157159
Grace Community Church	id=g:4157160
Grace Covenant Church of Central Florida	id=g:4157161
Grace Covenant Presbyterian Church	id=g:4157162
Grace Episcopal Church	id=g:4157163
Grace Episcopal Church	id=g:4157164
Grace Episcopal Day School	id=g:4157165
Grace Episcopal School	id=g:4157166
Grace Episcopal School	id=g:4157167
Grace Evangelical Free Church	id=g:4157168
Grace Evangelical Free Church	id=g:4157169
Grace Fellowship Baptist Church	id=g:4157170
Grace Lake	id=g:4157171
Grace Lutheran Church	id=g:4157172
Grace Lutheran Church	id=g:4157173
Grace Lutheran Church	id=g:4157174
Grace Lutheran Church	id=g:4157175
Grace Lutheran Church School	id=g:4157176
Grace Lutheran Learning Center	id=g:4157177
Grace Lutheran School	id=g:4157178
Grace Memorial Gardens	id=g:4157179
Grace Mission Church (historical)	id=g:4157180
Grace PCA Presbyterian Church	id=g:4157181
Grace Presbyterian Church Associate Reformed Synod	id=g:4157182
Grace School	id=g:4157183
Grace Street Church of God	id=g:4157184
Grace United Methodist Church	id=g:4157185
Grace United Methodist Church	id=g:4157186
Grace United Methodist Church	id=g:4157187
Grace United Methodist Church	id=g:4157188
Lake Grace	id=g:4157189
Lake Grace	id=g:4157190
Graceland Heights Park (historical)	id=g:4157191
Graceland Memorial Park	id=g:4157192
Graceville	id=g:4157193
Graceville Elementary School	id=g:4157194
Graceville High School	id=g:4157195
Lake Gracie	id=g:4157196
Grady	id=g:4157197
Grady Elementary School	id=g:4157198
Grady Pond	id=g:4157199
Graham	id=g:4157200
Graham Baptist Church	id=g:4157201
Graham Baptist Church	id=g:4157202
Graham Bay	id=g:4157203
Graham Creek	id=g:4157204
Governors Mansion	id=g:4157205
Graham Marsh	id=g:4157206
Graham Mission	id=g:4157207
Graham Park	id=g:4157208
Graham School	id=g:4157209
Graham Swamp	id=g:4157210
Graham-Eckes Palm Beach Academy	id=g:4157211
Grahamsville	id=g:4157212
Grahamsville Landing	id=g:4157213
Gramercy Park	id=g:4157214
Gramlin Number Two	id=g:4157215
Granada Christian	id=g:4157216
Granada Golf Course	id=g:4157217
Granada Plaza	id=g:4157218
Granada Presbyterian Church	id=g:4157219
Granada Terrace Park	id=g:4157220
Grand Avenue Park	id=g:4157221
Grand Avenue Park	id=g:4157222
Grand Avenue School	id=g:4157223
Grand Bay	id=g:4157224
Grand Canal	id=g:4157225
Grand Canal	id=g:4157226
Grand Canal	id=g:4157227
Grand Crossing	id=g:4157228
Grand Cypress Resort Heliport	id=g:4157229
Grand Island	id=g:4157230
Grand Lagoon	id=g:4157231
Grand Lagoon Channel	id=g:4157232
Grand Lagoon Seaplane Base	id=g:4157233
Grand Park	id=g:4157234
Grand Park Kindergarten/Exceptional Center	id=g:4157235
Grand Prairie	id=g:4157236
Grand Ridge	id=g:4157237
Grand Ridge High School	id=g:4157238
Grand Ridge Lookout Tower	id=g:4157239
Grand View Grove	id=g:4157240
Grandaddy Branch	id=g:4157241
Graham Elementary School	id=g:4157242
Grandin	id=g:4157243
Lake Grandin	id=g:4157244
Grandview	id=g:4157245
Grange Island	id=g:4157246
Granit Point	id=g:4157247
Granny Bay	id=g:4157248
Granny Cove	id=g:4157249
Grant	id=g:4157250
Grant Cemetery	id=g:4157251
Grant Cemetery	id=g:4157252
Grant Center	id=g:4157253
Grant Center Hospital	id=g:4157254
Grant Center Hospital of Miami	id=g:4157255
Grant Farm Island	id=g:4157256
Grant Field	id=g:4157257
Grant Park	id=g:4157258
Grant Pond	id=g:4157259
Grant Slough	id=g:4157260
Grantham	id=g:4157261
Grape Hammock Slough	id=g:4157262
Grape Head Branch	id=g:4157263
Bayou Grande	id=g:4157264
Grape Swamp	id=g:4157265
Grapeland Heights Park	id=g:4157266
Grapeland Heights Park	id=g:4157267
Grapeland Park Preschool	id=g:4157268
Grapeyard Creek	id=g:4157269
Grape Head Pond	id=g:4157270
Grass Creek	id=g:4157271
Grass Bay	id=g:4157272
Grass Island	id=g:4157273
Grass Island	id=g:4157274
Grass Island	id=g:4157275
Grass Lake	id=g:4157276
Grass Lake	id=g:4157277
Grass Lake	id=g:4157278
Grass Lake	id=g:4157279
Grass Lake	id=g:4157280
Grass Lake	id=g:4157281
Grass Lake	id=g:4157282
Grass Lake	id=g:4157283
Grass Pond	id=g:4157284
Grass Pond	id=g:4157285
Grass Pond	id=g:4157286
Grass Pond	id=g:4157287
Grass Pond	id=g:4157288
Grass Pond	id=g:4157289
Grass Prairie	id=g:4157290
The Grasses	id=g:4157291
Grasshopper Island	id=g:4157292
Lake Grassmere	id=g:4157293
Grassy Bay	id=g:4157294
Grassy Bay	id=g:4157295
Grassy Branch	id=g:4157296
Grass Inlet	id=g:4157297
Grassy Creek	id=g:4157298
Grassy Cove	id=g:4157299
Grassy Creek	id=g:4157300
Grassy Creek	id=g:4157301
Grassy Creek	id=g:4157302
Grassy Creek	id=g:4157303
Grassy Island	id=g:4157304
Grassy Key	id=g:4157305
Grassy Key	id=g:4157306
Grassy Key	id=g:4157307
Grassy Key	id=g:4157308
Grassy Key Bank	id=g:4157309
Grassy Lake	id=g:4157310
Grassy Lake	id=g:4157311
Grassy Lake	id=g:4157312
Grassy Lake	id=g:4157313
Grassy Lake	id=g:4157314
Grassy Lake	id=g:4157315
Grassy Lake	id=g:4157316
Grassy Lake	id=g:4157317
Grassy Lake	id=g:4157318
Grassy Lake	id=g:4157319
Grassy Lake	id=g:4157320
Grassy Lake	id=g:4157321
Grassy Marsh	id=g:4157322
Grassy Point	id=g:4157323
Grassy Point	id=g:4157324
Grassy Point	id=g:4157325
Grassy Point	id=g:4157326
Grassy Point	id=g:4157327
Grassy Point	id=g:4157328
Grassy Point	id=g:4157329
Grassy Point	id=g:4157330
Grassy Point Bayou	id=g:4157331
Grassy Pond	id=g:4157332
Grassy Pond	id=g:4157333
Grassy Pond	id=g:4157334
Grassy Pond	id=g:4157335
Grassy Pond	id=g:4157336
Grassy Pond	id=g:4157337
Grassy Pond	id=g:4157338
Grassy Pond	id=g:4157339
Grassy Pond Recreation Area	id=g:4157340
Grassy Prairie	id=g:4157341
Gratigny Park	id=g:4157342
Gratigny Plateau Park	id=g:4157343
Gratigny School	id=g:4157344
Graves Creek	id=g:4157345
Grassy Island (historical)	id=g:4157346
Graves Creek	id=g:4157347
Graveyard Branch	id=g:4157348
Graveyard Creek	id=g:4157349
Graveyard Creek	id=g:4157350
Graveyard Lake	id=g:4157351
Graveyard Pond	id=g:4157352
Gray Gables Church	id=g:4157353
Gray Memorial Church	id=g:4157354
Gray Memorial United Methodist Church	id=g:4157355
Gray Park	id=g:4157356
Gray Sink	id=g:4157357
Grays Number One Landing	id=g:4157358
Grays Number Two Landing	id=g:4157359
Grayson Slough	id=g:4157360
Grayton Beach	id=g:4157361
Grayton Beach State Park	id=g:4157362
Grayvik	id=g:4157363
Graze Point	id=g:4157364
Grear Hope Pond	id=g:4157365
Great Marsh Island	id=g:4157366
Great Masterpiece Gardens	id=g:4157367
Great Pocket	id=g:4157368
Great White Heron National Wildlife Refuge	id=g:4157369
Greater AOH Church of God	id=g:4157370
Greater Bell United Methodist Church	id=g:4157371
Greater Bethel African Methodist Episcopal Church	id=g:4157372
Greater Bethlehem Baptist Church	id=g:4157373
Greater First Baptist Church of Cantonment	id=g:4157374
Greater Fountain Chapel African Methodist Episcopal Church	id=g:4157375
Graveyard Pole Lookout	id=g:4157376
Greater Hopewell Baptist Church	id=g:4157377
Greater Keys Baptist Church	id=g:4157378
Greater Liberty Hill Church	id=g:4157379
Greater Liberty Hill United Methodist Church	id=g:4157380
Greater Little Rock Baptist Church	id=g:4157381
Greater Love Church of God in Christ	id=g:4157382
Greater Miami Academy	id=g:4157383
Greater Morning Star Baptist Church	id=g:4157384
Greater Morning Star Baptist Church	id=g:4157385
Greater Mount Lilly Baptist Church	id=g:4157386
Greater Mount Olive AME Church	id=g:4157387
Greater Mount Pleasant Baptist Church	id=g:4157388
Greater Mount Zion Primitive Baptist Church	id=g:4157389
Greater New Bethel Baptist Church	id=g:4157390
Greater New Bethel Church	id=g:4157391
Greater New Bethel Missionary Baptist Church	id=g:4157392
Greater New Bethlehem Kindergarten	id=g:4157393
Greater New Providence Church	id=g:4157394
Greater New Zion Primitive Baptist Church	id=g:4157395
Greater Pine Grove Missionary Baptist Church	id=g:4157396
Greater Piney Grove Baptist Church	id=g:4157397
Greater Rock Hill Missionary Baptist Church	id=g:4157398
Greater Saint James Missionary Baptist Church	id=g:4157399
Greater Saint Joseph AME Church	id=g:4157400
Greater Saint Matthew Baptist Church	id=g:4157401
Greater Saint Paul African Methodist Episcopal Church	id=g:4157402
Greater Friendship Baptist Church	id=g:4157403
Greater Sun Center	id=g:4157404
Greater Union Baptist Church	id=g:4157405
Greater Union First Baptist Church	id=g:4157406
Greco Junior High School	id=g:4157407
Greek Orthodox Church Holy Mother of God	id=g:4157408
Greek Orthodox Church of the Annunciation	id=g:4157409
Greek Orthodox Church of the Holy Trinity	id=g:4157410
Green Bay	id=g:4157411
Green Bay	id=g:4157412
Green Bay	id=g:4157413
Green Bay	id=g:4157414
Green Bay	id=g:4157415
Green Bay Point	id=g:4157416
Green Bay Swamp	id=g:4157417
Green Bay Swamp	id=g:4157418
Green Branch	id=g:4157419
Greater Saint Paul Baptist Missionary Church	id=g:4157420
Green Branch	id=g:4157421
Green Branch	id=g:4157422
Green Branch	id=g:4157423
Green Bridge	id=g:4157424
Green Cove Plaza	id=g:4157425
Green Cove Point	id=g:4157426
Green Cove Springs	id=g:4157427
Green Cove Springs Assembly of God Church	id=g:4157428
Green Cove Springs Elementary School	id=g:4157429
Green Grove	id=g:4157430
Green Grove School	id=g:4157431
Green Head Branch	id=g:4157432
Green Bush Point	id=g:4157433
Green Key	id=g:4157434
Green Key	id=g:4157435
Green Lake	id=g:4157436
Green Lake	id=g:4157437
Green Lake	id=g:4157438
Green Mangrove Key	id=g:4157439
Green Pastures Worship Center	id=g:4157441
Green Playground	id=g:4157442
Green Point	id=g:4157443
Green Point	id=g:4157444
Green Point	id=g:4157445
Green Point	id=g:4157446
Green Point	id=g:4157447
Green Point	id=g:4157448
Green Point	id=g:4157449
Green Pond	id=g:4157450
Green Pond	id=g:4157451
Green Pond	id=g:4157452
Green Pond	id=g:4157453
Green Pond Church	id=g:4157454
Green Pond Swamp	id=g:4157455
Green Ponds	id=g:4157456
Green Ridge	id=g:4157457
Lake Green Sills	id=g:4157458
Green Slough	id=g:4157459
Green Swamp	id=g:4157460
Green Swamp Aerodrome	id=g:4157461
Green Swamp Run	id=g:4157462
Green Swamp Wildlife Management Area	id=g:4157463
Green Valley Golf Club	id=g:4157464
Green-Mar Acres	id=g:4157465
Greenacres Christian Academy	id=g:4157466
Greenacres City	id=g:4157467
Greenacres Country Day School	id=g:4157468
Greenacres Country Day School	id=g:4157469
Greenacres Country Day School	id=g:4157470
Greenacres Country Day School	id=g:4157471
Greenacres Elementary School	id=g:4157472
Greenback Lake	id=g:4157473
Greenback Lake	id=g:4157474
Greenbriar	id=g:4157475
Greene Park	id=g:4157476
Greenfield	id=g:4157477
Greenfield	id=g:4157478
Greenfield	id=g:4157479
Greenfield Creek	id=g:4157480
Green Key	id=g:4157481
Greenfield School	id=g:4157482
Greenglade Elementary School	id=g:4157483
Greenhead	id=g:4157484
Greenhead Branch	id=g:4157485
Greenfield Islands	id=g:4157486
Greenhead School	id=g:4157487
Greenhouse School	id=g:4157488
Greenland	id=g:4157489
Greenland Park	id=g:4157490
Greenlawn Cemetery	id=g:4157491
Greenleaf Bay	id=g:4157492
Greenleaf Key	id=g:4157493
Greenridge Point	id=g:4157494
Greens Bayou	id=g:4157495
Greens Bear Hole	id=g:4157496
Greens Creek	id=g:4157497
Greenhead Cemetery	id=g:4157498
Greens Waterhole	id=g:4157499
Greensboro	id=g:4157500
Greensboro Church	id=g:4157501
Greensboro Elementary School	id=g:4157502
Greensboro High School	id=g:4157503
Greensboro School	id=g:4157504
Greenville	id=g:4157505
Greenville Middle School	id=g:4157506
Greenville Primary School	id=g:4157507
Greenway Elementary School	id=g:4157508
Greenwood	id=g:4157509
Greenwood Airport	id=g:4157510
Greenwood Cemetery	id=g:4157511
Greenwood Cemetery	id=g:4157512
Greenwood Cemetery	id=g:4157513
Greenwood Cemetery	id=g:4157514
Greenwood Cemetery	id=g:4157515
Greenwood Cemetery	id=g:4157516
Greenwood Cemetery	id=g:4157517
Greenwood Cemetery	id=g:4157518
Greenwood Cemetery	id=g:4157519
Greenwood Cemetery	id=g:4157520
Greenwood Cemetery	id=g:4157521
Greenwood Chapel	id=g:4157522
Greenwood Elementary School	id=g:4157523
Greenwood Shopping Centre	id=g:4157524
Greenwood Urban Wetlands	id=g:4157525
Lake Greenwood	id=g:4157526
Greer Hill	id=g:4157527
Gregory Community Park	id=g:4157528
Gregory Drive Elementary School	id=g:4157529
Gregory Mill Creek	id=g:4157530
Greens Prairie	id=g:4157531
Grenada Plaza	id=g:4157532
Grenada Shopping Center	id=g:4157533
Grenada Shopping Center	id=g:4157534
Gress Swamp	id=g:4157535
Gretchen Everhart Trainable Center	id=g:4157536
Gretna	id=g:4157537
Gretna Elementary School	id=g:4157538
Grey Mare Pass	id=g:4157539
Grey Mare Rock	id=g:4157540
Greyknoll Lake	id=g:4157541
Greynolds Park	id=g:4157542
Greynolds Park School	id=g:4157543
Greys Swamp	id=g:4157544
Greystone Airport	id=g:4157545
Griffin	id=g:4157546
Griffin Blue Head Ranch Airport	id=g:4157547
Griffin Branch	id=g:4157548
Gregorys Child Development Center	id=g:4157549
Griffin Chapel Primitive Baptist Church	id=g:4157550
Griffin Elementary School	id=g:4157551
Griffin Elementary School	id=g:4157552
Griffin Junior High School	id=g:4157553
Griffin Mill Pond	id=g:4157554
Griffin Park	id=g:4157555
Griffin Road Church	id=g:4157556
Lake Griffin	id=g:4157557
Lake Griffin	id=g:4157558
Lake Griffin	id=g:4157559
Griffing Park	id=g:4157560
Griffins Corner	id=g:4157561
Griffins Day Care Nursery School	id=g:4157562
Griffins Main Office Heliport	id=g:4157563
Griffins Peace River Ranch Airport	id=g:4157564
Griffis Bay	id=g:4157565
Griffith Cemetery	id=g:4157566
Griffith Ferry Stretch	id=g:4157567
Grimes Bay	id=g:4157568
Grimes Cemetery	id=g:4157569
Grimes Lake	id=g:4157570
Grimsley Cove	id=g:4157571
Grimsley Neck	id=g:4157572
Grisset Pond	id=g:4157573
Grissom Hole	id=g:4157574
Griswold Pond	id=g:4157575
Gritney	id=g:4157576
Gritney Church	id=g:4157577
Lake Grizelle	id=g:4157578
Grocery Place	id=g:4157579
Grog Branch	id=g:4157580
Griffin Cemetery	id=g:4157581
Grooms Creek	id=g:4157582
Grogan Lake	id=g:4157583
Groover Branch	id=g:4157584
Grosh	id=g:4157585
Lake Gross	id=g:4157586
Grosse Pointe Plaza	id=g:4157587
Grossman Hammock	id=g:4157588
Grossman Hammock State Park	id=g:4157589
Grossman Ridge	id=g:4157590
Grouper Creek	id=g:4157591
