Zardū’īyeh	id=g:111332
Rūdkhāneh-ye Shams-e ‘Arab	id=g:115493
Kalāteh-ye Shams-e Long	id=g:115494
Shamsī Khān Qal‘eh	id=g:115495
Shamsī	id=g:115497
Kūh-e Shamshīrī Tūg	id=g:115498
Shamshīrī	id=g:115499
Shamshīr Gard	id=g:115500
Shamshīrān	id=g:115501
Shamshīrābād	id=g:115502
Shamshīr	id=g:115503
Shams-e Gaz	id=g:115504
Shamseh’ī	id=g:115505
Shams-e ‘Arab	id=g:115506
Sham‘-e ‘Alī	id=g:115507
Qarah Gozlū	id=g:115508
Shamsābād	id=g:115509
Shamsābād-e ‘Aqdā	id=g:115510
Rūd-e Shamsābād	id=g:115511
Ma`dan-e Shamsābād	id=g:115512
Kūh-e Shamsābād	id=g:115513
Kūh-e Shamsābād	id=g:115514
Cheshmeh-ye Shamsābād	id=g:115515
Shamsābād	id=g:115516
Shamsābād	id=g:115517
Shamsābād	id=g:115518
Shamsābād	id=g:115519
Shamsābād	id=g:115520
Shamsābād	id=g:115521
Shamsābād	id=g:115522
Shamsābād	id=g:115523
Shamsābād	id=g:115524
Shamsābād	id=g:115525
Shamsābād	id=g:115526
Shamsābād	id=g:115527
Shamsābād	id=g:115528
Shamsābād	id=g:115529
Samsūlābād	id=g:115530
Shamsābād	id=g:115531
Shamsābād	id=g:115532
Shamsābād	id=g:115533
Shamsābād	id=g:115534
Shamsābād	id=g:115535
Shamsābād	id=g:115536
Shamsābād	id=g:115537
Shamsābād	id=g:115538
Shamsābād	id=g:115539
Shamsābād	id=g:115540
Shamsābād	id=g:115541
Shamsābād	id=g:115542
Shamsābād	id=g:115543
Shamsābād	id=g:115544
Shamsābād	id=g:115545
Shamsābād	id=g:115546
Shamsābād	id=g:115547
Ḩowẕ-e Shams	id=g:115548
Shams	id=g:115549
Darreh-ye Shamoli	id=g:115550
Shomarīyeh-ye Bostān	id=g:115551
Shāmlū-ye Pā'īn	id=g:115552
Shāmlū	id=g:115553
Shāmkūh	id=g:115554
Shamkhāl	id=g:115555
Shāmkān	id=g:115556
Sho‘amyaţ-e Yek	id=g:115557
Shamīl	id=g:115558
Shamīl	id=g:115559
Shāmīāt	id=g:115560
Sho‘ameyţ	id=g:115561
Sho‘ameyţ-e Qarah	id=g:115562
Sham‘-e Ḩamd	id=g:115563
Shambīrān	id=g:115564
Shāmbarakān	id=g:115565
Āb-e Shīmbār	id=g:115566
Shamātgar	id=g:115567
Shām Asbī	id=g:115568
Shamarīyeh	id=g:115569
Beyt-e Bāvī	id=g:115570
Kūh-e Shamah Dasht	id=g:115571
Kūh-e Sham‘	id=g:115572
Chālvār	id=g:115573
Kolmot Shālū	id=g:115574
Shālū	id=g:115575
Shālqūn	id=g:115576
Chāh-e Shalqamī	id=g:115577
Shalmāsh	id=g:115578
Rūd-e Shālmān	id=g:115579
Shalmān	id=g:115580
Shalmā	id=g:115581
Āb-e Shol Lā	id=g:115582
Shālī Shal	id=g:115583
Shalīmjārān	id=g:115584
Shalīl-e Bālā	id=g:115585
Shalīlī-ye Kūchek	id=g:115586
Shalīlī-ye Bozorg	id=g:115587
Shalīl-e Pā’īn	id=g:115588
Salī	id=g:115589
Shalheh-ye Mo‘āvīyeh	id=g:115591
Shalheh	id=g:115592
Shaghlamī	id=g:115593
Shelgerd	id=g:115594
Shalgahī-ye Pā’īn	id=g:115595
Shahrak-e Shahīd Mehdī-ye Karīmī	id=g:115596
Shalgehī-ye Pā’īn	id=g:115597
Shāleh Shūrī	id=g:115598
Shāldeh (4)	id=g:115599
Shaldān-e Pā’īn	id=g:115600
Shaldān	id=g:115601
Sholdān	id=g:115602
Sholdān	id=g:115603
Shandān	id=g:115604
Kūh-e Shalam Zār	id=g:115605
Āb-e Shalamzār	id=g:115606
Shalamzār	id=g:115607
Shalamcheh	id=g:115609
Kūh-e Shalam	id=g:115610
Shālkū	id=g:115611
Shālak	id=g:115612
Kāl-e Shalābād	id=g:115613
Shāl	id=g:115614
Shāl	id=g:115615
Shākīn	id=g:115616
Shākhvon	id=g:115617
Shākh Kenār	id=g:115618
Rūdkhāneh-ye Shākhan	id=g:115619
Shākhen	id=g:115620
Shākheh-ye Ālbū Shahbāz	id=g:115621
Kūh-e Shākheh Nabāt	id=g:115622
Shākh Kūpāl	id=g:115623
Shākheh	id=g:115624
Shākheh-ye Ghānem	id=g:115625
Kūh-e Shākh-e Bīd	id=g:115626
Shākhdār	id=g:115627
Kūh-e Shākh	id=g:115628
Shākerīyeh	id=g:115629
Shokrī-ye Pā’īn	id=g:115630
Shokrī	id=g:115631
Khowr-e Shakarī	id=g:115632
Shekar Āb	id=g:115633
Shakālgūrāb (3)	id=g:115634
Shekāhem	id=g:115635
Shak	id=g:115636
Shajarāt	id=g:115637
Shajarīyāt	id=g:115638
Shāj	id=g:115639
Sho‘eyţeh	id=g:115640
Shāh Zīleh	id=g:115641
Shāhzeyd	id=g:115642
Shāh Zeyd-e ‘Olyā	id=g:115643
Emāmzādeh Shāhzeyd	id=g:115644
Kūh-e Shāh Zendeh	id=g:115645
Kūh-e Shāh Zakarīyā	id=g:115647
Shāhzādeh ‘Abdollāh	id=g:115648
Emāmzādeh Nūr ‘Alī	id=g:115649
Shāhzādeh Moslem	id=g:115650
Emāmzādeh Mohammad	id=g:115651
Emāmzādeh Moḩammad	id=g:115652
Zīāratgāh-e Shāhzādeh Moḩammad	id=g:115653
Shāhzādeh Moḩammad	id=g:115654
Shāhzādeh Moḩammad	id=g:115655
Shāhzādeh Moḩammad	id=g:115656
Shāhzādeh Moḩammad	id=g:115657
Shāhzādeh Maḩmūd	id=g:115658
Shāhzādeh Khvorshīd	id=g:115659
Shāhzādeh Ja‘far	id=g:115660
Shāhzādeh Soleymān	id=g:115661
Emāmzādeh Hāshem	id=g:115662
Shāhzādeh Ḩasan	id=g:115663
Shāhzādeh Gheyb	id=g:115664
Shāhzādeh Esmā‘īl	id=g:115665
Zīāratgāh-e Shāhzādeh Esmā‘īl	id=g:115666
Emāmzādeh Shāhzādeh Esmā‘īl	id=g:115667
Shāhzādeh Ebrāhīm	id=g:115668
Shāhzādeh Ebrāhīm	id=g:115669
Zīāratgāh-e Shāhzādeh Ebrāhīm	id=g:115670
Shāhzādeh Ebrāhīm	id=g:115671
Emāmzādeh-ye Shāhzādeh Aḩmad	id=g:115672
Shāhzādeh ‘Abd ol Qāsem	id=g:115673
Shāhzādeh `Abdollāh	id=g:115674
Rūdkhāneh-ye Shāhzādeh ‘Abbās	id=g:115675
Qa’emābād	id=g:115676
Shāh Vīrān-e Soflá	id=g:115677
Shāhverdīlū	id=g:115678
Shāhvar	id=g:115679
Shahveh	id=g:115680
Shāh Dārūq	id=g:115681
Shahbāzābād	id=g:115682
Rūd-e Shāhvar	id=g:115684
Shahvār	id=g:115685
Shāh Varī	id=g:115686
Shāh Valī	id=g:115687
Shāh Valī	id=g:115688
Shāh Valī	id=g:115689
Shāh Valeh	id=g:115690
Aḩmadābād	id=g:115691
Shāhūr	id=g:115693
Kūh-e Shāhū	id=g:115695
Shāhū	id=g:115696
Shāh Tūt	id=g:115697
Shāh Shams od Dīn	id=g:115698
Shāh Seyyed	id=g:115699
Eslāmābād	id=g:115700
Shāhsavārān	id=g:115701
Kūh-e Shāh Savār	id=g:115702
Shahsavār	id=g:115703
Shahsavār	id=g:115704
Shahvār	id=g:115705
Shahsavār	id=g:115706
Shāh Savan Kandī	id=g:115707
Shāh Savard	id=g:115708
Shāhsavan	id=g:115709
Shāh Sarā	id=g:115710
Shāh Salţaneh	id=g:115711
Shahrīār	id=g:115712
Shahrīār	id=g:115713
Shahrū’ī (1)	id=g:115714
Shāhrūd-e Fāreghān	id=g:115715
Shāh Rūd	id=g:115716
Rūdkhāneh-ye Shāhrūd	id=g:115717
Darreh-ye Shāhrūd	id=g:115719
Shāhrūd	id=g:115720
Kūh-e Shahrū	id=g:115721
Shahr-e Pūm	id=g:115722
Shahr-e Pīr	id=g:115723
Shāh Rostam	id=g:115724
Shāh Roknī	id=g:115725
Shāhrokhīyeh	id=g:115726
Shāhrokhābād	id=g:115727
Shāhrokhābād	id=g:115728
Shāhrokhābād	id=g:115729
Shāhrokhābād	id=g:115730
Shahr Meyān	id=g:115732
Shahr-e Kheẕr	id=g:115733
Shahrjerd	id=g:115734
Shahrīvar	id=g:115735
Shahrīkand	id=g:115736
Shāhrīk	id=g:115737
Shahr Chā’ī	id=g:115738
Kūh-e Shahrīārī	id=g:115739
Shahrīārī	id=g:115740
Shahrīārī	id=g:115741
Īstgāh-e Shahrīār	id=g:115742
Ābanbār-e Shahrīār	id=g:115743
Kūh-e Shahrī	id=g:115744
Kūh-e Shahrī	id=g:115745
Shahrī	id=g:115746
Shāh Rezā	id=g:115747
Shahr-e Vīrān	id=g:115748
Shahr-e Ţūs-e Bālā	id=g:115749
Shahrestān-e `Olyā	id=g:115750
Shahrestāneh	id=g:115751
Shahrestānak	id=g:115752
Shahrestānak	id=g:115753
Shahrestānak	id=g:115754
Shahrestānak	id=g:115755
Shahrestānak	id=g:115756
Shahrestān	id=g:115757
Bālā Maḩalleh-ye Shahrestān	id=g:115758
Shahrestan	id=g:115759
Shahrestān	id=g:115760
Shahr-e Somām	id=g:115761
Shahr-e Tārīkhī-ye Neyshābūr	id=g:115762
Shahr-e Sarāy	id=g:115763
Shahr-e Pīr	id=g:115765
Rūdkhāneh-ye Shahr-e Now	id=g:115766
Shahr-e Now	id=g:115767
Shahr-e Now	id=g:115768
Shahr-e Now	id=g:115769
Shahr-e Kord	id=g:115770
Shahr-e Kohneh	id=g:115771
Shahr-e Khvāst	id=g:115772
Shahr-e Khāş	id=g:115773
Shahr-e Kharāb	id=g:115774
Kūh-e Shahregī	id=g:115776
Shahr-e Belqīs	id=g:115777
Shahr-e Bast	id=g:115778
Shahr-e Bālā	id=g:115779
Shahr-e Bālā	id=g:115780
Shahr-e Bābak	id=g:115781
Shahr Dar	id=g:115782
Shahr Chāy	id=g:115783
Shahr Bīler	id=g:115784
Shahr Bījār-e Bālā Maḩalleh	id=g:115785
Shāh Rāzan	id=g:115786
Shahr Asb	id=g:115787
Shahr Āshūb	id=g:115788
Shahrāsar	id=g:115789
Shahr ‘Anbar	id=g:115790
Shahrān	id=g:115791
Shahrak-e Soflá	id=g:115792
Shahrak-e Pāʼīn	id=g:115793
Shahrak-e Jadīd-e Dehlorān	id=g:115794
Kūh-e Shahrak	id=g:115795
Darreh-ye Shahrak	id=g:115796
Shahrak	id=g:115797
Shahrak	id=g:115798
Shahrak	id=g:115799
Shahrak	id=g:115800
Shahrak	id=g:115801
Shahr-e Kīān	id=g:115802
Shahrak-e Abraj-e ‘Olyā	id=g:115803
Shāhrāh	id=g:115804
Shāhrag	id=g:115805
Shahr-e ‘Abbās	id=g:115806
Shahrābād-e Kord	id=g:115807
Shahrābād	id=g:115808
Shahrābād	id=g:115809
Shahrābād	id=g:115810
Shahrābād	id=g:115811
Shahrābād	id=g:115812
Shahrābād	id=g:115813
Shahrābād	id=g:115814
Shahrābād	id=g:115815
Shahrābād	id=g:115816
Shahrābād	id=g:115817
Shahrābād	id=g:115818
Mazra‘eh-ye Sharbā	id=g:115819
Kūh-e Shahrāb	id=g:115820
Īstgāh-e Rāh Āhan-e Shahrāb	id=g:115821
Shahrāb	id=g:115822
Shahr Āb	id=g:115823
Shahrāb	id=g:115824
Shāh Qūch	id=g:115825
Shāh Qoţb od Dīn ’eydar	id=g:115826
Shāh Qoţb od Dīn	id=g:115827
Kūh-e Chāqālī	id=g:115828
Shāh Qolī Beygī	id=g:115829
Shāh Qal‘eh	id=g:115830
Shāh Qal‘eh	id=g:115831
Shāh Qalandar	id=g:115832
Rūdkhāneh-ye Shāhpūrābād	id=g:115833
Shāhpūrābād	id=g:115834
Shāhpūrābād	id=g:115835
Kūh-e Shāhpūr	id=g:115836
Shāh Pesar Mard	id=g:115837
Shāh Pasand	id=g:115838
Kūh-e Shāh Pasand	id=g:115839
Shāh Pasand	id=g:115840
Shāh Pahneh	id=g:115841
Shāhvan	id=g:115842
Shāh Ojāq	id=g:115843
Shahīnā	id=g:115844
Kūh-e Shāh Neshīn-e Bozorg	id=g:115845
Kūh-e Shāh Neshīn	id=g:115846
Kūh-e Shāh Neshīn	id=g:115847
Kūh-e Shāh Neshīn	id=g:115848
Kūh-e Shāh Neshīn	id=g:115849
Kūh-e Shāh Neshīn	id=g:115850
Rūdkhāneh-ye Shāh Neshīn	id=g:115851
Shāh Neshīn	id=g:115853
Shāh Neshīn	id=g:115854
Shahneh	id=g:115855
Shah Naz̧arī	id=g:115856
Sadd-e Ekbātān	id=g:115857
Shahnavāz-e ‘Olyā	id=g:115858
Kūh-e Shāh Nāşer	id=g:115859
Shahnān	id=g:115860
Kūh-e Shāh Namīrān	id=g:115861
Shāh Najaf-e ‘Olyā	id=g:115862
Shāh Nabī-ye Pā’īn	id=g:115863
Shāh Nabī-ye ‘Olyā	id=g:115864
Shahnābād	id=g:115865
Shāh Morteẕá	id=g:115866
Shāh Morgh	id=g:115867
Rūd-e Shāh Morād	id=g:115868
Shāh Morād	id=g:115869
Mokhtār	id=g:115870
Shāh Moḩammadī	id=g:115871
Shahmīrzād	id=g:115872
Shāh Mīrān	id=g:115873
Shāh Mīr ‘Alī Ḩoseyn	id=g:115874
Shāh Mīr ‘Abd ol Ghanī	id=g:115875
Shāh Mazra‘eh	id=g:115876
Kūh-e Shāhmazār	id=g:115877
Shāh Marz	id=g:115878
Shahmorādī	id=g:115879
Moḩammadābād	id=g:115880
Shāhmārān	id=g:115881
Shāh Manşūrī	id=g:115882
Shahmān	id=g:115883
Shāh Malekī	id=g:115884
Shāmkān-e ‘Olyā	id=g:115885
Maḩmūdābād	id=g:115886
Nam Namī	id=g:115887
Shāh Kūh-e Pā’īn	id=g:115888
Shāh Kūh-e Bālā	id=g:115889
Shāh Kūh	id=g:115890
Shāh Kūh	id=g:115892
Shāh Kūh	id=g:115893
Shāskūh	id=g:115894
Shāh Kūh	id=g:115895
Shāh Kūh	id=g:115896
Robāţ-e Morād	id=g:115897
Shā Kīleh	id=g:115898
Shāh Khānī	id=g:115899
Shāh Kandī	id=g:115900
Shāh Kahrīzak	id=g:115901
Shāh Jūb	id=g:115902
Shāh Jerd	id=g:115903
Kūh-e Shāh Jebāl-e Bārez	id=g:115904
Shāh Jamshīdī	id=g:115905
Shāh Jahān Aḩmad	id=g:115906
Shāh Jahānābād	id=g:115907
Shāh-e Jahānābād	id=g:115908
Kūh-e Shāh Jahān	id=g:115909
Shāhīn Tappeh	id=g:115910
Gardaneh-ye Shāhīnī	id=g:115911
Shāhīnī	id=g:115912
Shāhīnī	id=g:115913
Shahnābād	id=g:115914
Kūh-e Shāhīn	id=g:115915
Shāhīn	id=g:115916
Şā'īn Qal‘eh	id=g:115917
Shāhījānī	id=g:115918
Shāhī Jān	id=g:115919
Shāhījān	id=g:115920
Bandargāh-e Bandar ‘Abbās	id=g:115921
Kamar-e Shāhī	id=g:115922
Shāyer	id=g:115923
Emāmzādeh Shahīd	id=g:115924
Shahīd	id=g:115925
Shahīd	id=g:115926
Jazīreh-ye Eslāmī	id=g:115927
Shāhī	id=g:115928
Shāh Ḩoseynī	id=g:115929
Golkhāneh	id=g:115930
Showsanī	id=g:115931
Cheshmeh-ye Shāh Ḩasan	id=g:115932
Zīāratgāh-e Shāh Ḩasan	id=g:115933
Kūh-e Shāh Golak	id=g:115934
Shāh Godār	id=g:115935
Shāh Godār	id=g:115936
Shāh Godār	id=g:115937
Kūh-e Shāh Gheyb	id=g:115938
Shāh Gharīb	id=g:115939
Shāh Fīrūz	id=g:115940
Shāh Farajollāh	id=g:115941
Shavvāz	id=g:115942
Sadd-e Shāh Esmā‘īl	id=g:115943
Emāmzādeh Shāh Esmā‘īl	id=g:115944
Emāmzādeh Esmā‘īl	id=g:115945
Ma‘şūmābād	id=g:115946
Shāh Najaf	id=g:115947
Emāmīyeh	id=g:115948
Shāh-e Khorāsān	id=g:115949
Shāh Gheyb	id=g:115950
Shāhcherāgh	id=g:115951
Shāh Bīderzā	id=g:115952
Shāh Derāz	id=g:115953
Kalānz̧ohūr	id=g:115954
Shāh Dāvūd	id=g:115955
Shāhdasht	id=g:115956
Eslāmābād	id=g:115957
Rūdkhāneh-ye Shahdād	id=g:115958
Namakzār-e Lūt-e Shahdād	id=g:115959
Shahdād	id=g:115960
Shāh-e Cherāgh	id=g:115961
Shāh Chāh	id=g:115962
Rūdkhāneh-ye Shāh Bolāghī	id=g:115963
Shāh Bolāghī	id=g:115964
Shāh Bolāghī	id=g:115965
Shāh Bolāgh	id=g:115966
Shāh Bolāgh-e Pāʼīn	id=g:115967
Shāh Bolāgh-e Bālā	id=g:115968
Shāh Bolāgh	id=g:115969
Shāh Bolāgh	id=g:115970
Eslāmābād	id=g:115971
Kalīlābād	id=g:115972
Marta‘ Bodāgh	id=g:115974
Shāh Bodāgh	id=g:115975
Zīāratgāh-e Shāh Bī Bī	id=g:115976
Shāh Beygī	id=g:115977
Shahbāz Khānī	id=g:115978
Shahbāz Khānī	id=g:115979
Īstgāh-e Shahbāzān	id=g:115980
Rūdkhāneh-ye Shah Bābak	id=g:115981
Shah Bābak	id=g:115982
Shāh Bahrāmī	id=g:115983
Rūdkhāneh-ye Shāh Bahrām	id=g:115984
Shāh Bahrām	id=g:115985
Shāh Bahrām	id=g:115986
Shāh Bekandī	id=g:115987
Shāhāz Kūh	id=g:115988
Zīāratgāh-e Shāh ʻAzīzollāh	id=g:115989
Shahārak	id=g:115990
Shahshanāh	id=g:115991
Shāhanjī	id=g:115992
Shāhanjazīn	id=g:115993
Kūh-e Shāhānī	id=g:115994
Lākh-e Shāhānī	id=g:115995
Kūh-e Shāhān	id=g:115996
Shāhān	id=g:115997
Shāh ‘Alī Akbar	id=g:115998
Shāh ‘Alī	id=g:115999
Shāh ‘Alamdār	id=g:116000
Kūh-e Shāh Aḩmadī	id=g:116001
Emāmzādeh Shāh Aḩmad	id=g:116002
Shāh Aḩmad	id=g:116003
Shāh Abū Zakarīā	id=g:116004
Shāh ‘Abdollāh	id=g:116005
Shahāb od Dīn	id=g:116006
Shahābīyeh	id=g:116007
Shamābīyeh	id=g:116008
Shahābī	id=g:116009
Shāh ‘Abd ol Vahhāb	id=g:116010
Emāmzādeh-ye Shāh ‘Abd ol Qāsem	id=g:116011
Shāh ‘Abd ol Qāsem	id=g:116012
Shāh ‘Abd ol ‘Az̧īm	id=g:116013
Shāh ‘Abd ol ‘Az̧īm	id=g:116014
Robāţ-e Shāh ‘Abbāsī	id=g:116015
Robāţ-e Shāh `Abbāsī	id=g:116016
Robāţ-e Shāh ‘Abbāsī	id=g:116017
Kārvānsarā-ye Shāh `Abbāsī	id=g:116018
Kārvānsarā-ye Shāh `Abbāsī	id=g:116019
Kārvānsarā-ye Shāh ‘Abbāsī	id=g:116020
Kārvānsarā-ye Shāh ‘Abbāsī	id=g:116021
Āb Anbār-e Shāh ‘Abbāsī	id=g:116022
Shāhābād	id=g:116023
Shahrābād-e Khāvar	id=g:116024
Shāhābād	id=g:116025
Shāhābād	id=g:116026
Shāhābād	id=g:116027
Shāhābād	id=g:116028
Shahrābād	id=g:116029
Eslāmābād	id=g:116030
Shāhābād	id=g:116031
Shahrak-e Dānesh	id=g:116032
Shāhābād	id=g:116033
Eslāmābād	id=g:116034
Shāhābād	id=g:116035
Shāhābād	id=g:116036
Shahābād	id=g:116037
Shāhābād	id=g:116038
Shāhābād	id=g:116039
Shāhābād	id=g:116040
Shāhābād	id=g:116041
Shāhābād	id=g:116042
Shāhābād	id=g:116043
Sehqaryeh	id=g:116044
Shāhābād	id=g:116045
Shāhābād	id=g:116046
Shāhābād	id=g:116048
Eslāmābād	id=g:116049
Shahābābād	id=g:116050
Shāhābād	id=g:116051
Shāhābād	id=g:116052
Shāhābād	id=g:116053
Shāhābād	id=g:116054
Kūh-e Shāh	id=g:116055
Kūh-e Shāh	id=g:116056
Kūh-e Shāh	id=g:116057
Kūh-e Shāh	id=g:116058
Kūh-e Shāh	id=g:116059
Kūh-e Shāh	id=g:116060
Kūh-e Shāh	id=g:116061
Kūh-e Shāh	id=g:116062
Cheshmeh-ye Shāh	id=g:116063
Cheshmeh-ye Shāh	id=g:116064
Shāh Cheshmeh	id=g:116065
Āb-e Shāh	id=g:116066
Darreh Shaguft Qal‘eh	id=g:116067
Shag Sefīd	id=g:116068
Shaqlān	id=g:116069
Shaghīn	id=g:116070
Kūh-e Sha‘ār	id=g:116071
Tall-e Shaghāl	id=g:116072
Shaghālī	id=g:116073
Shaghāb	id=g:116074
Ākhūndān	id=g:116075
Shaft	id=g:116076
Shīf	id=g:116077
Shafī‘ābād	id=g:116078
Shafī‘ābād	id=g:116079
Shafī`ābād	id=g:116080
Shafī‘ābād	id=g:116081
Shafī‘	id=g:116082
Shafā Rūd	id=g:116083
Kūh-e Sādūl	id=g:116084
Shādīn Zehī	id=g:116085
Shādmehr	id=g:116086
Shād Mehan	id=g:116087
Shādemāneh	id=g:116088
Shādmān	id=g:116089
Rūdkhāneh-ye Shādkām	id=g:116090
Shādkām	id=g:116092
Shādkām	id=g:116093
Shādīān	id=g:116094
Kūh-e Shādī	id=g:116096
Shād Ghūl	id=g:116097
Kūh-e Shādmāneh	id=g:116098
Shādeh	id=g:116099
Nahr-e Shādegān	id=g:116100
Nahr-e Shādegān	id=g:116101
Shādegān	id=g:116102
Shādegān	id=g:116103
Sho‘eyb	id=g:116104
Shādbād-e Mashāyekh	id=g:116105
Shādān	id=g:116106
Shādāb-e Pā’īn	id=g:116107
Kūh-e Shādāb	id=g:116108
Shādāb	id=g:116109
Shegoft Shādāb	id=g:116110
Shādāb	id=g:116111
Shādāf	id=g:116112
Shābohr	id=g:116113
Shab Māh	id=g:116114
Rūdkhāneh-ye Shablīz	id=g:116115
Rūdkhāneh-ye Shab Līz	id=g:116116
Kūh-e Shab Līz	id=g:116117
Shablīz	id=g:116118
Shab Līz	id=g:116119
Shablīz	id=g:116120
Shabkūrī	id=g:116121
Shab Kūh	id=g:116122
Shab Khāneh	id=g:116123
Sha‘b Jereh	id=g:116124
She‘bat-e Tūleh	id=g:116125
Shabestar	id=g:116126
Shabes	id=g:116127
Shabānkāreh	id=g:116128
Sha‘bānī	id=g:116129
Rūdkhāneh-ye Sha‘bāndar	id=g:116130
Sha‘bāndar	id=g:116131
Shabānak	id=g:116132
Sha‘bān	id=g:116133
Sha‘bān	id=g:116134
Sūlcheh	id=g:116135
Shabakeh-ye Bon Dasht	id=g:116136
Shabāb	id=g:116137
Kūh-e Shab	id=g:116139
Āb-e Sezār	id=g:116140
Sezār	id=g:116141
Zībā Moḩammad	id=g:116142
Seyyed Yūsof	id=g:116143
Seyyed Tamūl	id=g:116144
Seyyed Ţāleb	id=g:116145
Maqbareh-ye Seyyed Ţāher	id=g:116146
Seyyed Ţāher	id=g:116147
Seyyed Solţān	id=g:116148
Seyyed Sohrāb	id=g:116149
Seyyed Shekar	id=g:116150
Seyyed Shahāb	id=g:116151
Seyyed Şārem	id=g:116152
Seyyed Sāleh od Dīn	id=g:116153
Maqbareh-ye Şāleḩ od Dīn	id=g:116154
Emāmzādeh Seyyed	id=g:116155
Seyyed Şafā	id=g:116156
Seyyed Rāẕī	id=g:116157
Seyyed Rāzī	id=g:116158
Seyyed ‘Omeyr	id=g:116159
Seyyed Nūr Moḩammad	id=g:116160
Seyyed Ne‘matollāh	id=g:116161
Seyyed Nāşer	id=g:116162
Seyyed Mūsá	id=g:116163
Seyyed Morteẕá	id=g:116164
Seyyed Mortezá	id=g:116165
Sādāt-e Ḩayāt Gheybī	id=g:116166
Emāmzādeh Seyyed Moḩsen	id=g:116167
Emāmzādeh-ye Seyyed Moḩammad	id=g:116168
Emāmzādeh Seyyed Moḩammad	id=g:116170
Seyyed Mīrzā	id=g:116171
Seyyed Mīrzā	id=g:116172
Seyyed Mīrān	id=g:116173
Seyyed Mehdī	id=g:116174
Kūh-e Seyyed Mazār	id=g:116175
Seyyed Majīd	id=g:116176
Emāmzādeh Seyyed Maḩmūd	id=g:116177
Seyyedlū	id=g:116178
Seyyed Khashān	id=g:116180
Seyyed Khalīl	id=g:116181
Seyyed Khalīl	id=g:116182
Seyyed Khalaf	id=g:116183
Seyyed Khalaf	id=g:116184
Seyyed Karīm-e Kūshkī	id=g:116185
Seyyed Karam	id=g:116186
Sadd-e Kalāteh	id=g:116187
Seyyed Kolā	id=g:116188
Seyyed Jowzar	id=g:116189
Seyyed Jamāl od Dīn	id=g:116190
Emāmzādeh Ja‘far	id=g:116191
Seyyed Ja‘far	id=g:116192
Seyyed Jabrā'īl Dāghī	id=g:116193
Seyyed Jabāl od Dīn	id=g:116194
Seyyed Ḩoseyn	id=g:116195
Kūh-e Seyyed Ḩassan	id=g:116196
Seyyed Hāshemī	id=g:116197
Emāmzādeh-ye Seyyed Ḩasan	id=g:116198
Seyyed Ḩasan-e Do	id=g:116199
Maḩall-e Eḩdās̄-e Rūstāy-e Seyyed Ḩamīd	id=g:116200
Seyyed Tāj od Dīn	id=g:116201
Seyyed Gorg ‘Alī	id=g:116202
Seyyed Ghīās̄	id=g:116203
Zīāratgāh-e Seyyed Esmā‘īl	id=g:116204
Ma‘dan-e Ţalā-ye Senjedeh	id=g:116205
Emāmzādeh-ye Seyyed Ebrāhīm	id=g:116206
Emāmzādeh Seyyed Ebrāhīm	id=g:116207
Seyyed Ebrāhīm	id=g:116208
Seyyed Dam	id=g:116209
Seyyed Dakhīl-e Yek	id=g:116210
Seyyed Bāqer	id=g:116211
Kūh-e Sheykh Bahā od Dīn	id=g:116212
Seyyed Ayāz	id=g:116213
Seyyed Anjīrī	id=g:116214
Emāmzādeh Seyyedān	id=g:116215
Seyyedān	id=g:116216
Seyyedān	id=g:116217
Seyyedān	id=g:116218
Īstādegī	id=g:116219
Seyyedān	id=g:116220
Seydān	id=g:116221
Shāhzādeh ‘Abdollāh	id=g:116222
Sadd-e ‘Alīreẕā Khān	id=g:116223
Seyyed ‘Alī Ḩoseyn	id=g:116224
Emāmzādeh Ḩoseyn-e Bozorgvār	id=g:116225
Emāmzādeh Seyyed ‘Alī	id=g:116226
Seyyed ‘Alī	id=g:116227
‘Alīābād	id=g:116228
Seyyed ‘Alī	id=g:116229
Seyyed ‘Al Asghar	id=g:116230
Seyyed Aḩmad	id=g:116231
Seyyed ‘Abūd-e Şāken Shalveh	id=g:116233
Seyyed ‘Abdollāh	id=g:116234
Seyyed ‘Abbās	id=g:116235
Seyyedābād-e Sohrān	id=g:116236
Seyyedābād	id=g:116237
Seyyedābād-e Bālā	id=g:116238
Kūh-e Seyyedābād	id=g:116239
Seyyedābād	id=g:116240
Seyyedābād	id=g:116241
Seyyedābād	id=g:116242
Seyyedābād	id=g:116243
Seyyedābād	id=g:116244
Seyyedābād-e Bār Ma`dan	id=g:116245
Seyyedābād	id=g:116246
Seyyedābād	id=g:116247
Seyyedābād	id=g:116248
Seyyedābād	id=g:116249
Seyyedābād	id=g:116250
Seyyedābād	id=g:116251
Seyyedābād	id=g:116252
Shādābād	id=g:116253
Seyyedābād	id=g:116254
Seyyedābād	id=g:116255
Seyyedābād	id=g:116256
Seyyedābād	id=g:116257
Seyyedābād	id=g:116258
Seyyedābād	id=g:116259
Seyyedābād	id=g:116260
Seyyedābād	id=g:116261
Qabr-e Seyyed	id=g:116262
Deh-e Seyyed	id=g:116263
Seyyed	id=g:116264
Rūdkhāneh-ye Āb Sīūl	id=g:116265
Seytūn	id=g:116266
Seyqal Deh	id=g:116268
Şeyqalān (2)	id=g:116269
Şeyqalān	id=g:116270
Şeyqalān (4)	id=g:116271
Seyl Naz̧ar	id=g:116272
Seyl Mīsh-e Soflá	id=g:116273
