Ile Aūdany	id=g:1524128
Akkuduk	id=g:1526777
Aqqudyq	id=g:1526778
Ak-Kuduk	id=g:1526779
Ak-Kuduk	id=g:1526780
Akkuduk	id=g:1526781
Akkuduk	id=g:1526782
Ozero Akkoshkar	id=g:1526783
Akkora	id=g:1526784
Aqqora	id=g:1526785
Aqqoltyq	id=g:1526786
Sovkhoz Akkol’skiy	id=g:1526787
Akkol’skiy	id=g:1526788
Akkolka	id=g:1526789
Akkol' Zaliv	id=g:1526790
Aqköl	id=g:1526791
Ozero Akkol’	id=g:1526792
Ozero Akkol’	id=g:1526793
Aqköl	id=g:1526794
Ozero Akkol’	id=g:1526795
Akkol’	id=g:1526796
Akkol’	id=g:1526797
Aqköl	id=g:1526798
Akkol’	id=g:1526799
Akkol’	id=g:1526800
Aqköl	id=g:1526801
Aqköl	id=g:1526802
Akkol’	id=g:1526803
Akkol’	id=g:1526804
Aqköl	id=g:1526805
Sopka Ak-Kogyt	id=g:1526806
Pereval Ak-Kiya	id=g:1526807
Akkent	id=g:1526808
Aqkengse	id=g:1526809
Akkayrakty	id=g:1526810
Akkanskiy	id=g:1526811
Akkanburluk	id=g:1526812
Akkanburluk	id=g:1526813
Akkan	id=g:1526814
Akkabak	id=g:1526815
Akkabak	id=g:1526816
Akkabak	id=g:1526817
Akkabak	id=g:1526818
Akishke	id=g:1526819
Akishke	id=g:1526820
Gora Akirek	id=g:1526821
Akirek	id=g:1526822
Akimovskoye	id=g:1526823
Sovkhoz Akimovskiy	id=g:1526824
Akimovka	id=g:1526825
Akimovka	id=g:1526826
Ozero Akhmetzhansor	id=g:1526827
Akhmetshi	id=g:1526828
Mogila Akhmet	id=g:1526829
Mogila Akhmet	id=g:1526830
Akhmet	id=g:1526831
Akhmet	id=g:1526832
Akhintuma	id=g:1526833
Bugor Akhcha-Tyube	id=g:1526834
Mogila Ak-Gumbez	id=g:1526835
Gora Ak-Girek	id=g:1526836
Akespe	id=g:1526837
Aqespe	id=g:1526838
Akerme	id=g:1526839
Akdzhazyk	id=g:1526840
Mogila Ak-Dzhar	id=g:1526841
Akzhar	id=g:1526842
Peski Ak-Dzhal	id=g:1526843
Gory Ak-Dzhal	id=g:1526844
Aryk Ak-Dzhal	id=g:1526845
Ak-Dzhal	id=g:1526846
Gora Akdym	id=g:1526847
Ozero Akdalosor	id=g:1526848
Sovkhoz Akdalinskiy	id=g:1526849
Peski Akdala	id=g:1526850
Kolodets Ak-Dala	id=g:1526851
Aqdala	id=g:1526852
Akdala	id=g:1526853
Ak-Chungul’	id=g:1526854
Ak-Chulak	id=g:1526855
Sopka Ak-Choky	id=g:1526856
Akchokka	id=g:1526857
Akchiy	id=g:1526858
Akchiy	id=g:1526859
Ak-Chiy	id=g:1526860
Klyuch Ak-Chishek	id=g:1526861
Kolodets Ak-Chilik	id=g:1526862
Gora Ak-Cheku	id=g:1526863
Gora Ak-Chaganak	id=g:1526864
Ak-Chaganak	id=g:1526865
Akbuzau	id=g:1526866
Stantsiya Akbulat	id=g:1526867
Ak-Bulat	id=g:1526868
Akbulak	id=g:1526869
Qyzylzhetek	id=g:1526870
Karashilik	id=g:1526871
Akbulak	id=g:1526872
Ozero Akbota	id=g:1526873
Ak-Bota	id=g:1526874
Kolodets Akbiy	id=g:1526875
Kolodets Ak-Biy	id=g:1526876
Akbidaik	id=g:1526877
Gora Akbet	id=g:1526878
Akbent	id=g:1526879
Akbel’	id=g:1526880
Sopka Ak-Beit	id=g:1526881
Ak-Beit	id=g:1526882
Akbeit	id=g:1526883
Akbeit	id=g:1526884
Aqbaūyr	id=g:1526885
Akbasty Ostrov	id=g:1526886
Aqbasty	id=g:1526887
Gora Akbastobe	id=g:1526888
Aqbastaū	id=g:1526889
Akbastau	id=g:1526890
Akbastau	id=g:1526891
Akbastau	id=g:1526892
Boloto Akbas	id=g:1526893
Ozero Akbas	id=g:1526894
Akbas	id=g:1526895
Stantsiya Ak-Balyk	id=g:1526896
Stantsiya Akbalyk	id=g:1526897
Akbalyk	id=g:1526898
Aqbalyq	id=g:1526899
Aqbaqay	id=g:1526900
Ak-Bakan	id=g:1526901
Mogila Ak-Aydar	id=g:1526902
Akaryk	id=g:1526903
Akaryk	id=g:1526904
Akaryk	id=g:1526905
Akaryk	id=g:1526906
Akaryk	id=g:1526907
Akaral	id=g:1526908
Aqaral	id=g:1526909
Akaral	id=g:1526910
Sovkhoz Akanskiy	id=g:1526911
Akanbarak	id=g:1526912
Razvaliny Aytbuzuk	id=g:1526913
Kyzyltu	id=g:1526914
Molochno-Tovarnaya Ferma Sovkhoza Airtauskiy	id=g:1526915
Airtau	id=g:1526916
Airtas	id=g:1526917
Logovina Air-Say	id=g:1526918
Solonchak Malyy Ayyrkol’	id=g:1526919
Airkol’	id=g:1526920
Mogila Air-Bergek	id=g:1526921
Ain-Kuduk-Kazbek	id=g:1526922
Aimakan	id=g:1526923
Agyrek	id=g:1526924
Sovkhoz Agronomiya	id=g:1526925
Agaydarovskiy	id=g:1526926
Agaydar	id=g:1526927
Ozero Agashtykol’	id=g:1526928
Agashtykol’	id=g:1526929
Agashtykol’	id=g:1526930
Stantsiya Agashty	id=g:1526931
Agashoryn	id=g:1526932
Agartu	id=g:1526933
Aganokty	id=g:1526934
Aganay-Kemir-Bastau	id=g:1526935
Ozero Aganas	id=g:1526936
Aganas	id=g:1526937
Aganakty	id=g:1526938
Aganakty	id=g:1526939
Aqadyr Aūdany	id=g:1526940
Ozero Agachty-Kul’	id=g:1526941
Mogila Agach-Mazar	id=g:1526942
Afon’kino	id=g:1526943
Sovkhoz Afanas’yevskiy	id=g:1526944
Afanas’yevka	id=g:1526945
Afanas’yevka	id=g:1526946
Adyr	id=g:1526947
Kolodets Adylbek	id=g:1526948
Pervomayskoye	id=g:1526949
Aden-Su	id=g:1526950
Adel’su	id=g:1526951
Adebiyet	id=g:1526952
Ozero Adaykol’	id=g:1526953
Aday	id=g:1526954
Alga	id=g:1526955
Abyz	id=g:1526956
Abylkair	id=g:1526957
Abylay	id=g:1526958
Abray	id=g:1526959
Ablaketka	id=g:1526960
Ablaketka	id=g:1526961
Ozero Abishkol’	id=g:1526962
Kolodets Abdy-Kuduk	id=g:1526963
Abdem	id=g:1526964
Mogila Abdak	id=g:1526965
Abayskiy Rayon	id=g:1526966
Abay Aūdany	id=g:1526967
Pik Abaya	id=g:1526968
Abay	id=g:1526969
Abay	id=g:1526970
Abay	id=g:1526971
Abay	id=g:1526972
Abay	id=g:1526973
Abay	id=g:1526974
Abalsha	id=g:1526975
Mogila Abail’da	id=g:1526976
Stantsiya Abail	id=g:1526977
Toguzak	id=g:1527206
Sokutash	id=g:1527357
Ol’ginka	id=g:1527558
Chernaya Rechka	id=g:1528552
Balatopar	id=g:1528758
Ozero Koskol’	id=g:1528984
Komintern	id=g:1528985
Dzungarian Gate	id=g:1529527
Zhartas	id=g:1529685
Gornyy	id=g:1529686
Koktobe	id=g:1529687
Akdala	id=g:1529688
Kazakhstan	id=g:1529689
Ashchybulak	id=g:1529690
Shilibastau	id=g:1529691
Gora Daulastyshoky	id=g:1529692
Burgansu	id=g:1529693
Tolkyn	id=g:1529694
Qarashenggel	id=g:1529695
Chol-Bastau	id=g:1529696
Stantsiya Kurday	id=g:1529697
Stantsiya Kul’zhabasy	id=g:1529698
Stantsiya Kzyltan	id=g:1529699
Almaty Koryghy	id=g:1529700
Stantsiya Otar	id=g:1529701
Stantsiya Chil’bastau	id=g:1529702
Qonaev Atyndaghy Kanal	id=g:1529703
Akozek	id=g:1529704
Kerbulak	id=g:1529705
Sarybulak	id=g:1529706
Gory Shulak	id=g:1529707
Izgar	id=g:1529708
Kasypcha	id=g:1529709
Shagyrly	id=g:1529710
Kyrkense	id=g:1529711
Politotdel	id=g:1529712
Özkent	id=g:1529713
Maganiyyat	id=g:1529714
Urochishche Dzhilandy	id=g:1529715
Togusken	id=g:1529716
Uegent	id=g:1529717
Ozero Koylekata	id=g:1529718
Shora	id=g:1529719
Miyaly	id=g:1529720
Birlestik	id=g:1529721
Zhanaaul	id=g:1529722
Ozero Shukyroy	id=g:1529723
Shalqīya	id=g:1529724
Shalkayasay	id=g:1529725
Takhtamysh	id=g:1529726
Aktobe	id=g:1529727
Urochishche Kos-Uyunk	id=g:1529728
Imeni Voroshilova	id=g:1529729
Kenges	id=g:1529730
Mussakhan	id=g:1529731
Lenin-Kyariz	id=g:1529732
Yntaly	id=g:1529733
Baygabyl	id=g:1529734
Urochishche Kara-Uygur	id=g:1529735
Chebakty	id=g:1529736
Urochishche Shirandan	id=g:1529737
Imeni Kosiyenko	id=g:1529738
Raz”yezd Burtesken	id=g:1529739
Raz”yezd Zhailma	id=g:1529740
Stantsiya Yany-Kurgan	id=g:1529741
Raz”yezd Nomer Dvadtsat’ Shestoy	id=g:1529742
Raz”yezd Boroynak	id=g:1529743
Stantsiya Talap	id=g:1529744
Raz”yezd Bozdala	id=g:1529745
Kolodets Sormonak	id=g:1529746
Kolodets Zhyngyldy	id=g:1529747
Kolodets Alaty	id=g:1529748
Kolodets Akdala	id=g:1529749
Kolodets Keneli	id=g:1529750
Otgon Orynbay	id=g:1529751
Kolodets Ormakuduk	id=g:1529752
Kolodets Abuapan	id=g:1529754
Kolodets Dalakuduk	id=g:1529755
Kolodets Dyusebay	id=g:1529756
Bosaga	id=g:1529757
Kolodets Bosaga	id=g:1529758
Kolodets Chigara	id=g:1529759
Kolodets Amenchak	id=g:1529760
Kolodets Dzhangyr	id=g:1529762
Kolodets Dzhigit	id=g:1529763
Kolodets Dala	id=g:1529764
Kolodets Koby Ashcht	id=g:1529765
Kolodets Sardybay	id=g:1529766
Ferma Nomer Tri Sovkhoza Progress	id=g:1529767
Kolodets Alip Vtoroy	id=g:1529768
Kolodets Taldy Pervyy	id=g:1529770
Komintern	id=g:1529782
Vodokhranilishche Kol’togan	id=g:1529785
Kauk	id=g:1529786
Urochishche Borsha	id=g:1529787
Kladbishche Shmen’tam	id=g:1529788
Ozero Shmen’	id=g:1529789
Alibi	id=g:1529790
Urochishche Duvana	id=g:1529791
Urochishche Ushbalakopa	id=g:1529792
Log Kazymbay-Karasu	id=g:1529793
Zimovka Sorsha	id=g:1529794
Zimovka Akmola	id=g:1529795
Zimovka Asan	id=g:1529796
Mogila Kyzmola	id=g:1529797
Razvaliny Zharkum	id=g:1529798
Zimovka Kombar	id=g:1529799
Ozero Aynaakkol’	id=g:1529800
Kladbishche Kosay	id=g:1529801
Kladbishche Dubir	id=g:1529802
Kladbishche Kazymbaymola	id=g:1529803
Zimovka Karabala	id=g:1529804
Zimovka Sindazim	id=g:1529805
Kladbishche Shyn	id=g:1529806
Urochishche Ulendy	id=g:1529807
Mogila Aybaltytam	id=g:1529808
Zimovka Aybalta	id=g:1529809
Kladbishche Vulenditam	id=g:1529810
Zimovka Kubek	id=g:1529811
Zimovka Momynbay	id=g:1529812
Zimovka Ayakakkum	id=g:1529813
Kladbishche Voistam	id=g:1529814
Ozero Karakalpak-Karasu	id=g:1529815
Talguy	id=g:1529816
Zimovka Yegindi	id=g:1529817
Zimovka Alipbay	id=g:1529818
Zimovka Ortakuduk	id=g:1529819
Zimovka Taldykuduk	id=g:1529820
Altybay	id=g:1529821
Log Tenteksay	id=g:1529822
Mogila Zhaulbaytam	id=g:1529823
Urochishche Saryoba	id=g:1529824
Kolodets Terenkuduk	id=g:1529825
Kladbishche Meshittam	id=g:1529826
Gora Kyzyloba	id=g:1529827
Gora Tokalaktobe	id=g:1529828
Kladbishche Shoyyngap	id=g:1529829
Urochishche Bastybay	id=g:1529830
Zimovka Kindikti	id=g:1529831
Urochishche Tendikkoga	id=g:1529832
Zimovka Onnan	id=g:1529833
Razvaliny Besbidayyk	id=g:1529834
Urochishche Ushkolka	id=g:1529835
Meteorologicheskaya Stantsiya Sarytam	id=g:1529836
Solonchak Alasor	id=g:1529837
Ozero Alimbaykarasu	id=g:1529838
Kladbishche Sarytam	id=g:1529839
Kladbishche Besbidayyk	id=g:1529840
Zimovka Akkun	id=g:1529841
Zimovka Tandykoga	id=g:1529842
Urochishche Kindikti	id=g:1529843
Urochishche Alabidayyk	id=g:1529844
Urochishche Del’debay	id=g:1529845
Urochishche Sarytam	id=g:1529846
Kladbishche Tausorkem	id=g:1529847
Mogila Toimagambet	id=g:1529848
Urochishche Kokparkopa	id=g:1529849
Zimovka Kopa	id=g:1529850
Kolodets Karakuduk	id=g:1529851
Mogila Botpai	id=g:1529852
Karasu	id=g:1529853
Mogila Nausha	id=g:1529854
Urochishche Karadonkus	id=g:1529855
Zimovka Bisary	id=g:1529856
Kolodets Saykuduk	id=g:1529857
Zimovka Tul’kibay	id=g:1529858
Urochishche Zharykbidayyk	id=g:1529859
Urochishche Kopabidayyk	id=g:1529860
Solonchak Zhosalysor	id=g:1529861
Urochishche Sarytaban	id=g:1529862
Prud Ayakkanboget	id=g:1529863
Zimovka Aknazar	id=g:1529864
Urochishche Sazymbay	id=g:1529865
Urochishche Bektur	id=g:1529866
Kladbishche Bektur	id=g:1529867
Kladbishche Bespay	id=g:1529868
Zimovka Katon	id=g:1529869
Solonchak Tankeysor	id=g:1529870
Ozero Shukyrkol’	id=g:1529871
Shuqyrköl	id=g:1529872
Gora Dongelek	id=g:1529873
Zimovka Kopir	id=g:1529874
Zimovka Tentek	id=g:1529875
Zimovka Kemerzharyk	id=g:1529876
Zimovka Mektep	id=g:1529877
Kladbishche Agybai	id=g:1529878
Zimovka Baykadam	id=g:1529879
Urochishche Murat	id=g:1529880
Ozero Alakol’	id=g:1529881
Urochishche Karabidayyk	id=g:1529882
Zimovka Zhartogay	id=g:1529883
Razvaliny Aktubek	id=g:1529884
Urochishche Bestamak	id=g:1529885
Tenteksay	id=g:1529886
Zimovka Zharyk	id=g:1529887
Prud Zharyk	id=g:1529888
Plotina Bestamak	id=g:1529889
Damba Bestamak	id=g:1529890
Kladbishche Bokaytam	id=g:1529891
Zimovka Zhideksay	id=g:1529892
Kladbishche Barankol’	id=g:1529893
Bozmola	id=g:1529894
Zimovka Karasu	id=g:1529895
Zimovka Ospan	id=g:1529896
Urochishche Kokterek	id=g:1529897
Tel’kara	id=g:1529898
Zimovka Ayaktel’kara	id=g:1529899
Zimovka Bastel’kara	id=g:1529900
Karakoga	id=g:1529901
Damba Tel’kara	id=g:1529902
Zimovka Kostam	id=g:1529903
Zhartogay	id=g:1529904
Urochishche Kumyrtas	id=g:1529905
Zimovka Kolkamys	id=g:1529906
Ozero Kol’kamys	id=g:1529907
Ozero Shukyr	id=g:1529908
Damba Albarboget	id=g:1529909
Zimovka Karaagash	id=g:1529910
Zimovka Karasu	id=g:1529911
Zimovka Kishikol’	id=g:1529912
Zimovka Akteke	id=g:1529913
Damba Aktekenovskaya	id=g:1529914
Zhambay	id=g:1529915
Zimovka Zhalgyzkuduk	id=g:1529916
Damba Tileksay	id=g:1529917
Prud Dauletpike	id=g:1529918
Ozero Sor	id=g:1529919
Ozero Ul’kentay	id=g:1529920
Ozero Kishitay	id=g:1529921
Mogila Uski	id=g:1529922
Urochishche Karatorly	id=g:1529923
Ozero Aksaysor	id=g:1529924
Tileksay	id=g:1529925
Urochishche Kandysor	id=g:1529926
Kladbishche Shaldybay	id=g:1529927
Urochishche Kaymyrat-Zharyty	id=g:1529928
Kladbishche Sarytobe	id=g:1529929
Urochishche Tuleksor	id=g:1529930
Ozero Sarybay-Alakol’	id=g:1529931
Mogila Sayterek	id=g:1529932
Solonchak Taylakkol’zhuzin	id=g:1529933
Kuzdykkarasu	id=g:1529934
Kolodets Aspet	id=g:1529935
Mogila Sorelitam	id=g:1529936
Kolodets Tuymekuduk	id=g:1529937
Zimovka Teniz	id=g:1529938
Kolodets Akkuduk	id=g:1529939
Zimovka Sumentaybulak	id=g:1529940
Rodnik Sumentaybulak	id=g:1529941
Zimovka Sarylykkol’	id=g:1529942
Zimovka Atba	id=g:1529943
Zimovka Konyrozek	id=g:1529944
Zimovka Akshiy	id=g:1529945
Urochishche Kogaly	id=g:1529946
Zimovka Kogaly	id=g:1529947
Urochishche Aksay	id=g:1529948
Urochishche Zharykkopa	id=g:1529949
Urochishche Kenbay	id=g:1529950
Zimovka Daukara	id=g:1529951
Kolodets Shotay	id=g:1529952
Zimovka Kultykiyak	id=g:1529953
Rodnik Sarybulak	id=g:1529954
Zimovka Nurtay	id=g:1529955
Ozero Sorgul’kol’	id=g:1529956
Zimovka Mynbay	id=g:1529957
Razvaliny Olenti	id=g:1529958
Urochishche Zhumysty	id=g:1529959
Mogila Aksaymola	id=g:1529960
Zimovka Kokshebay	id=g:1529961
Aralbay	id=g:1529962
Zimovka Tobylgy	id=g:1529963
Razvaliny Zhideliozek	id=g:1529964
Zimovka Baydala	id=g:1529965
Zimovka Kubey	id=g:1529966
Ozero Akkulakkol’	id=g:1529967
Zimovka Makhambet	id=g:1529968
Peski Karakum	id=g:1529969
Zimovka Shalbay	id=g:1529970
Razvaliny Del’magambet	id=g:1529971
Zimovka Iman	id=g:1529972
Karakuduk	id=g:1529973
Zimovka Kandyozek	id=g:1529974
Kladbishche Aktam	id=g:1529975
Zimovka Shoptikol’	id=g:1529976
Solonchak Sarybulaksor	id=g:1529977
Solonchak Tabansor	id=g:1529978
Solonchak Bozshakol’	id=g:1529979
Mogila Zhideli	id=g:1529980
Zimovka Baytal	id=g:1529981
Zimovka Zharyspay	id=g:1529982
Zimovka Zhakyp	id=g:1529983
Urochishche Aynasor	id=g:1529984
Ozero Sasykkol’	id=g:1529985
Kladbishche Sasykkol’mola	id=g:1529986
Kladbishche Karynbay	id=g:1529987
Solonchak Itkyrylkansor	id=g:1529988
Zimovka Batpak	id=g:1529989
Log Batpak-Karasu	id=g:1529990
Solonchak Tuleusor	id=g:1529991
Gora Kesiktobe	id=g:1529992
Loshchinakarasay	id=g:1529993
Razvaliny Zharykbidayyk	id=g:1529994
Urochishche Balta	id=g:1529995
Urochishche Totykus	id=g:1529996
Zimovka Sarybidayyk	id=g:1529997
Solonchak Zhamantuzsor	id=g:1529998
Zimovka Bozhakan	id=g:1529999
Solonchak Zhamantuzsor	id=g:1530000
Zimovka Meshit	id=g:1530001
Urochishche Sarytubek	id=g:1530002
Akbasty	id=g:1530003
Zimovka Yeginkol’	id=g:1530004
Razvaliny Kabak	id=g:1530005
Qarasū	id=g:1530006
Ozero Donyz	id=g:1530007
Urochishche Kamysty Akkol’	id=g:1530008
Saga	id=g:1530009
Ozero Orta-Shomishkol’	id=g:1530010
Razvaliny Shomishkol’	id=g:1530011
Urochishche Satyrlau	id=g:1530012
Solonchak Satyrlau	id=g:1530013
Razvaliny Basshomishkol’	id=g:1530014
Ozero Malyy Akkol’	id=g:1530015
Ozero Uzyksor	id=g:1530016
Solonchak Kubensor	id=g:1530017
Urochishche Zhyngyldy	id=g:1530018
Ozero Alakamys	id=g:1530019
Solonchak Baubek	id=g:1530020
Urochishche Aksu	id=g:1530021
Zimovka Sapaly	id=g:1530022
Ozero Sapaly	id=g:1530023
Zimovka Kosbidayyk	id=g:1530024
Zimovka Zharykboget	id=g:1530025
Zimovka Malyy Kishikol’	id=g:1530026
Kishiköl	id=g:1530027
Urochishche Alakol’	id=g:1530028
Ozero Ul’kenkol’	id=g:1530029
Razvaliny Akuy	id=g:1530030
Urochishche Saryoy	id=g:1530031
Solonchak Kol’shik	id=g:1530032
Balka Taban	id=g:1530033
Shiylisay	id=g:1530034
Zimovka Kokay	id=g:1530035
Zimovka Duskan	id=g:1530036
Zimovka Bakyt	id=g:1530037
Qayyngdy	id=g:1530038
Ilaman	id=g:1530039
Zimovka Mektep	id=g:1530040
Zimovka Koyanbet	id=g:1530041
Razvaliny Magambet	id=g:1530042
Gora Ushtobe	id=g:1530043
Urochishche Zharyk	id=g:1530044
Gora Saryoba	id=g:1530045
Saymsa	id=g:1530046
Kanatkan	id=g:1530047
Zimovka Ospan	id=g:1530048
Akkoshkar	id=g:1530049
Razvaliny Akkoshkar	id=g:1530050
Zimovka Ospan	id=g:1530051
Zhaksy-Kayyndy	id=g:1530052
Sankasay	id=g:1530053
Gora Aytpike	id=g:1530054
Tiksay	id=g:1530055
Karasay	id=g:1530056
Mogila Karatam	id=g:1530057
Kol’tasay	id=g:1530058
Aksokyr	id=g:1530059
Zimovka Kabankul	id=g:1530060
Otdeleniye Nomer Chetyre Sovkhoza Kovyl’nyy	id=g:1530061
Gora Kushoky	id=g:1530062
Gora Kayyndy	id=g:1530063
Gora Yeshkitau	id=g:1530064
Tobylgysay	id=g:1530065
Gora Birtas	id=g:1530066
Gora Sulutas	id=g:1530067
Gora Kokdala	id=g:1530068
Gora Zhaubasar	id=g:1530069
Zimovka Unguly	id=g:1530070
Gora Akpit	id=g:1530071
Gora Suyktal	id=g:1530072
Talayryk	id=g:1530073
Zhaksysaba	id=g:1530074
Zhamansaba	id=g:1530075
Zimovka Sadman	id=g:1530076
Zimovka Ibor	id=g:1530077
Zhanakala	id=g:1530078
Zimovka Abish	id=g:1530079
Kladbishche Agaday	id=g:1530080
Zimovka Shenber	id=g:1530081
Zimovka Kylyshsay	id=g:1530082
Razvaliny Tokkozha	id=g:1530083
Zimovka Zhalanash	id=g:1530084
Zimovka Kalambay	id=g:1530085
Zimovka Shotayak	id=g:1530086
Zimovka Saugabay	id=g:1530087
Zimovka Zhuman	id=g:1530088
Zimovka Kara-Turgay	id=g:1530089
Mogila Yermagambet	id=g:1530090
Zimovka Zhangabyl	id=g:1530091
Kul’tay	id=g:1530092
Rodnik Kokyrak	id=g:1530093
Zimovka Kabyl	id=g:1530094
Karasu	id=g:1530095
Ozero Ashchykol’	id=g:1530096
Gora Bestobe	id=g:1530097
Zimovka Akkun	id=g:1530098
Tykasha	id=g:1530099
Shyndyasha	id=g:1530100
Razvaliny Tuyyemoynak	id=g:1530101
Aygyrzhal	id=g:1530102
Gory Aygyrzhal	id=g:1530103
Zimovka Aygyrzhal	id=g:1530104
Tuyyemoynak	id=g:1530105
Gora Nayzatas	id=g:1530106
Zimovka Kozhabay	id=g:1530107
Mogila Kozhabay	id=g:1530108
Mogila Satyy	id=g:1530109
Zimovka Baykadam	id=g:1530110
Ovrag Arykbaksy	id=g:1530111
Mogila Saden	id=g:1530112
Zimovka Amantay	id=g:1530113
Zimovka Koskora	id=g:1530114
Kyzylshik	id=g:1530115
Keneli	id=g:1530116
Razvaliny Beysen	id=g:1530117
Zimovka Beysen	id=g:1530118
Balka Kurboshke	id=g:1530119
Boshke	id=g:1530120
Zimovka Ryskel’di	id=g:1530121
Sopka Boshkemayke	id=g:1530122
Mayatas	id=g:1530123
Sopka Mayatas	id=g:1530124
Zimovka Amir	id=g:1530125
Koytas	id=g:1530126
Gora Aktas	id=g:1530127
Zimovka Baydaulet	id=g:1530128
Razvaliny Kyzyr	id=g:1530129
Urochishche Kyzylbay	id=g:1530130
Zimovka Kodar	id=g:1530131
Ozero Aralsor	id=g:1530132
Solonchak Ashchybulak	id=g:1530133
Zimovka Tulegen	id=g:1530134
Zimovka Zhamankol’	id=g:1530135
Zimovka Ortakum	id=g:1530136
Zimovka Ortakol’	id=g:1530137
Zimovka Karabay	id=g:1530138
Urochishche Aydarkum	id=g:1530139
Urochishche Baytemir	id=g:1530140
Zimovka Alkasor	id=g:1530141
Zimovka Tunkatar	id=g:1530142
Zimovka Saykuduk	id=g:1530143
Gory Dogalak	id=g:1530144
Urochishche Karatatyr	id=g:1530145
Urochishche Tausharal	id=g:1530146
Omaka	id=g:1530147
Taush	id=g:1530148
Ozero Ul’kentuz	id=g:1530149
Zimovka Karakuduk	id=g:1530150
Urochishche Baytaban	id=g:1530151
Solonchak Bayyeki	id=g:1530152
Kyzylbay	id=g:1530153
Zimovka Kol’kuduk	id=g:1530154
Ozero Kol’kuduk	id=g:1530155
Peski Koshalakkum	id=g:1530156
Zimovka Mekibay	id=g:1530157
Kyzylbaysay	id=g:1530158
Zimovka Zharsor	id=g:1530159
Sholaksay	id=g:1530160
Zimovka Mode	id=g:1530161
Zimovka Suinbekkystau	id=g:1530162
Letnik Myndykol’	id=g:1530163
Letnik Zhanbakty	id=g:1530164
Zimovka Birinshi May	id=g:1530165
Solonchak Zhamansor	id=g:1530166
Ozero Kumarozek	id=g:1530167
Kol’taban	id=g:1530168
Karashukyr	id=g:1530169
Tobylgy	id=g:1530170
Log Kuttybay	id=g:1530171
Zimovka Koshanotkel’	id=g:1530172
Log Shoktalsay	id=g:1530173
Zimovka Mausymbek	id=g:1530174
Zimovka Otes	id=g:1530175
Ozero Talaskupase	id=g:1530176
Ozero Tuztan-Karasu	id=g:1530177
Karasu	id=g:1530178
Sarysu	id=g:1530179
Zimovka Akshiy	id=g:1530180
Zimovka Karakuduk	id=g:1530181
Solonchak Salikmolda	id=g:1530182
Solonchak Mirambulak	id=g:1530183
Gora Isenbay	id=g:1530184
Zimovka Zharsor	id=g:1530185
Zimovka Karasay	id=g:1530186
Zimovka Kumkuduk	id=g:1530187
Gora Karakuduk	id=g:1530188
Surelyozen	id=g:1530189
Ozero Bidayyk	id=g:1530190
Ozero Buzauzhugen	id=g:1530191
Ozero Kiikbay	id=g:1530192
Baytemir	id=g:1530193
Zimovka Yerzhan	id=g:1530194
Zimovka Kabanbay-Karasu	id=g:1530195
Plotina Kabanbay	id=g:1530196
Log Tasoba	id=g:1530197
Ozero Kan	id=g:1530198
Kyzylaryk	id=g:1530199
Ozero Sulikti	id=g:1530200
Sulikty	id=g:1530201
Kokpektikol’	id=g:1530202
Makhat	id=g:1530203
Karatogay	id=g:1530204
Zimovka Kazybay	id=g:1530205
Ozero Koykopa	id=g:1530206
Zimovka Kokozek	id=g:1530207
Ozero Baytemir	id=g:1530208
Ozero Sorsha	id=g:1530209
Ozero Buzauzhugensor	id=g:1530210
Urochishche Suzhargan	id=g:1530211
Peski Karasay	id=g:1530212
Urochishche Doshantoktabay	id=g:1530213
Gora Dametken	id=g:1530214
Urochishche Omirzhana-Kunshen	id=g:1530215
Ozero Suzhargan	id=g:1530216
Ozero Yeginkol’	id=g:1530217
Zimovka Taldykol’	id=g:1530218
Ozero Taban	id=g:1530219
Ozero Kol’bike	id=g:1530220
Zimovka Otynkopa	id=g:1530221
Ozero Kuat	id=g:1530222
Kuat	id=g:1530223
Ozero Alakol’	id=g:1530224
Ozero Bosaga	id=g:1530225
Zimovka Biikkan	id=g:1530226
Zimovka Aralkun	id=g:1530227
Ozero Kulakkol’	id=g:1530228
Urochishche Koskodam	id=g:1530229
Ozero Shukyrkopa	id=g:1530230
Ozero Karasu	id=g:1530231
Ozero Shubalan	id=g:1530232
Zimovka Berkambay	id=g:1530233
Zimovka Bozyke	id=g:1530234
Kladbishche Beysentam	id=g:1530235
Ozero Sorkaska	id=g:1530236
Urochishche Tuzkuduk	id=g:1530237
Pionerlager’ Dalakonyrsu	id=g:1530238
Zimovka Kap’yankstau	id=g:1530239
Kalam-Karasu	id=g:1530240
Shuakbay	id=g:1530241
Ozero Shuakbay	id=g:1530242
Kladbishche Shoshaktam	id=g:1530243
Kladbishche Shuakbay	id=g:1530244
Ozero Sorsha	id=g:1530245
Ozero Akmyrza	id=g:1530246
Zimovka Tuleubidayyk	id=g:1530247
Urochishche Bidayyk	id=g:1530248
Kladbishche Dubirmola	id=g:1530249
Letnik Dubir	id=g:1530250
Solonchak Bol’shoy Maktasor	id=g:1530251
Urochishche Karakoga	id=g:1530252
Ozero Alakol’	id=g:1530253
Zimovka Gul’mis	id=g:1530254
Kladbishche Abray	id=g:1530255
Ozera Altykol’	id=g:1530256
Zimovka Baimbetshukyr	id=g:1530257
Zimovka Kyrzhigit	id=g:1530258
Zimovka Tesik	id=g:1530259
Karasu	id=g:1530260
Gora Akshat	id=g:1530261
Urochishche Azharkok	id=g:1530262
