Darah-ye Sūr Apan	id=g:1459724
Khānah-ye Khash Kōz	id=g:1465422
Qabristān-e Qezil Qorum	id=g:1465423
Kharābah-ye Dasht-e Mīrzā Morād	id=g:1465424
Bāy Qarah	id=g:1465425
Zimistānī-ye Warm	id=g:1465426
Gōrītīk	id=g:1465427
Chārtāsh	id=g:1465428
Daryā-ye Chārtāsh	id=g:1465429
Wādī-ye ‘Abdul ‘Ali	id=g:1465430
Zimistānī-ye Qabchal	id=g:1465431
Zimistānī-ye Qezel Ūtūr	id=g:1465432
Aīchkalī	id=g:1465433
Daryā-ye Tikilī	id=g:1465434
Daryā-ye Pakah Yūtīk	id=g:1465435
Daryā-ye Gazah	id=g:1465436
Mazār-e Agōrkan	id=g:1465437
Cheshmah-ye Īsīk Bulāq	id=g:1465438
Daryā-ye Tāsh Qazīq	id=g:1465439
Daryā-ye Jarsūt	id=g:1465440
Jōy-e Sekī	id=g:1465441
Daryā-ye Qabchal	id=g:1465442
Daryā-ye Jamansū	id=g:1465443
Daryā-ye Tetrikūmgī	id=g:1465444
Daryā-ye Moḩammad Naz̧ar Jelgah	id=g:1465445
Daryā-ye Kamansū	id=g:1465446
Wādī-ye Darwāzah	id=g:1465447
Zimistānī-ye Dōwansū	id=g:1465448
Zimistānī-ye Deldel	id=g:1465449
Zimistānī-ye Qarah Tāsh	id=g:1465450
Fatāḩ Khān Kêlay	id=g:1465453
Pāy Bōldak Ghar	id=g:1465454
Mulla-Khasan-Kalay	id=g:1465456
Pogranichnaya Zastava Makhtana	id=g:1465458
Rōghanay Māndêh	id=g:1465462
Wādī-ye Bīshūtek	id=g:1465464
Qarah Jelgah	id=g:1465465
Tāsh Serī	id=g:1465466
Tāsh Serī	id=g:1465467
Qezel Qorum	id=g:1465468
Kham-e Shaghlī	id=g:1465476
Bājowrī	id=g:1465477
Bājowrī	id=g:1465478
Nahr-e Kuhnah	id=g:1465479
Mangalhā	id=g:1465480
Ākā Khēl	id=g:1465481
Now Ābād	id=g:1465482
Dūn Qishlāq	id=g:1465483
Mullā Qūlī	id=g:1465484
Gar Tepah	id=g:1465485
Khwājah Gardāb	id=g:1465486
Kalbāt	id=g:1465487
Rōd-e Shāh Rawān	id=g:1465488
Chūragh	id=g:1465489
Chaghar Qishlāq	id=g:1465490
Qotan Qarghachī	id=g:1465491
Gajīr	id=g:1465492
Dilshād	id=g:1465493
Āb Firōsh	id=g:1465494
Bāykah	id=g:1465495
Kal Tepah	id=g:1465496
Dīwānah Qishlāq	id=g:1465497
Āftāb Lagh	id=g:1465498
Tepah-ye Khātūn Qal‘ah	id=g:1465499
Qishlāq-e Gurgurī	id=g:1465500
Qazāq Qishlāq	id=g:1465501
Tah-ye Kōltak	id=g:1465502
Jihlam Khōr	id=g:1465503
Jow Gadī	id=g:1465504
Daryā-ye Khwājah Ghār	id=g:1465505
Zard Kamar	id=g:1465506
Qarlugh	id=g:1465507
Min Choqor	id=g:1465508
Chaghatay	id=g:1465509
Qaryah-ye Dū Şad	id=g:1465511
Wraz Bachah	id=g:1465512
Khōsh Gildī	id=g:1465513
Tam ‘Alī	id=g:1465514
Lālah Maīdān	id=g:1465515
Darah-ye Qarah Būlāq	id=g:1465516
Chashmah-ye Shōr	id=g:1465517
Tahānah-ye Muḩammad Safayd	id=g:1465519
Tōr Bōldak Ghar	id=g:1465520
Naz̧ar Muḩammad Kêlay	id=g:1465521
Tangay Māndêh	id=g:1465522
Zōr Māndêh	id=g:1465523
Landay Māndêh	id=g:1465524
Ḩājī ‘Abdul Wāhid Kêlay	id=g:1465525
Khayro Kalay	id=g:1465526
Sūr Pāṉ	id=g:1465527
Khadzhi-Abbas	id=g:1465528
Wēsh	id=g:1465529
Tahānah-ye Bāqī	id=g:1465530
Rawānay Das̲h̲t	id=g:1465531
Tahānah-ye Ashraf	id=g:1465532
Rangīn Kêlay	id=g:1465533
Zīārat-e Ashtabakal	id=g:1465534
Nagay	id=g:1465535
Yekkeh Khāneh	id=g:1465536
Dê Tūbī Ghar	id=g:1465537
Khodāy Raḩm Kêlay	id=g:1465538
Gandzhisushela	id=g:1465539
Ganjīsō Ghar	id=g:1465540
Rūd-e Kārobār	id=g:1465542
Karkanayshela	id=g:1465543
Deh-e Ūzbak	id=g:1465544
Maqşūdābād	id=g:1465545
Mominābād	id=g:1465546
Qal‘eh-ye Ḩabīb Khān	id=g:1465547
Chakah	id=g:1465548
Kharābeh-ye Gāv Sīāh	id=g:1465549
Kūh-e Seh Poshteh	id=g:1465550
Sharqī Bayanzaī	id=g:1465551
Kārīz-e Dalarman	id=g:1465552
Kārīz-e Chāhendū	id=g:1465553
Dê Jalāt Kêlay	id=g:1465554
Cheshmeh-ye Khvājeh Moḩammad Kelki	id=g:1465555
Bāz Moḩammad Kêlay	id=g:1465556
Ghulām Moḩammad Kêlay	id=g:1465557
Shaykh	id=g:1465558
Lanḏay Kalay	id=g:1465559
Daryā-ye Khushk Gulugah	id=g:1465560
Kārēz-e Waīrān Shōrak	id=g:1465561
Ḩājī Faẕl Karam Kêlay	id=g:1465562
Zīārat-e Shaykh Mullā ‘Alī Jān	id=g:1465563
Sīngzaī	id=g:1465564
Qāẕīān	id=g:1465565
Chashmah-ye Khwājah Muḩammad Khāshākī	id=g:1465566
Tarakzay	id=g:1465567
Kharbūṯī	id=g:1465568
Līndō Kêlay	id=g:1465569
Kêrêl	id=g:1465570
Daryā-ye Āq Jelgah	id=g:1465651
Daryā-ye Āq Jelgah	id=g:1465652
Daryā-ye Achek Tāsh	id=g:1465653
Daryā-ye Bīrgūtā‘ī Jelgah Chelāb	id=g:1465654
Daryā-ye Aksa’ī	id=g:1465655
Daryā-ye Ūch Jelgah	id=g:1465656
Daryā-ye Echkelī Jelgah	id=g:1465657
Daryā-ye Irgaylī	id=g:1465658
Daryā-ye Mūl Qal‘ah	id=g:1465659
Daryā-ye Qarah Jelgah	id=g:1465660
Daryā-ye Qezel Jelgah	id=g:1465661
Daryā-ye Andaymīn	id=g:1465662
Daryā-ye Tāsh Serī	id=g:1465663
Manţaqeh-ye Takht-e Qubāḏ	id=g:1465664
Qal‘eh-ye Z̄āl	id=g:1465665
Daryā-ye Jar Turuq	id=g:1465666
Daryā-ye Qarah Jelgah	id=g:1465667
Kōtal-e Adaymīn Dowān	id=g:1465669
Mullā Ghulām Ḩaīdar Kêlay	id=g:1465670
Gul Moḩammad Kêlay	id=g:1465671
Zhaṟ Ghar	id=g:1465672
‘Abdul Ḩakīm Kêlay	id=g:1465673
Dād Moḩammad Kêlay	id=g:1465674
Sangīn	id=g:1465675
Shādī Kêlay	id=g:1465676
Zardād	id=g:1465677
Kowtal-e Tāsh Beyl	id=g:1465678
Shamālī Martanay	id=g:1465679
Tahānah-ye Khōsh Tapah	id=g:1465680
Kūh-e Chatrābād	id=g:1465681
Yangī Aregh Arabia	id=g:1465682
Khvājeh Murād	id=g:1465683
Bīnī Qoshom	id=g:1465684
Sêṟmêsī Ghar	id=g:1465685
Dowlatābād	id=g:1465686
Qorog	id=g:1465687
Sarḩad	id=g:1465691
Isīk	id=g:1465696
Neshkhōr	id=g:1465697
Kharābah-ye Qarah Jelgah	id=g:1465701
Kharābah-ye Bārzgīch	id=g:1465702
Qabr-e Mullā Arzī Wākhī	id=g:1465703
Kharābah-ye Zang Kisht	id=g:1465704
Zimistāni-ye Bahārak	id=g:1465705
Ḩājī ‘Abdul Kêlay	id=g:1465706
Zarō Kêlay	id=g:1465715
Lakaṟay Tahānah	id=g:1465737
Barakat Kêlay	id=g:1465738
Alêkī Chīnah	id=g:1465739
Shāgay	id=g:1465740
Langar	id=g:1465741
Mandz Shēlah	id=g:1465742
Wādī-ye Mayl-e Mār Paych	id=g:1465743
Karwaṟah	id=g:1465744
Kōtal-e Mīr-e Gach Kār	id=g:1465745
Kōtal-e Kōkōyūrmā	id=g:1465746
Kōtal-e Bāzd-e Qādir	id=g:1465747
Daryā-ye Darah-ye Sarḩad	id=g:1465748
Daryā-ye Bahārak	id=g:1465749
Dê Wunakē Kêlay	id=g:1465750
Daryā-ye Āb-e Badjins	id=g:1465751
Indzêrgay	id=g:1465752
Daryā-ye Darah	id=g:1465753
Daryā-ye Zang Kisht	id=g:1465754
Daryā-ye Ūchrāw	id=g:1465755
Daryā-ye Bāchtābesk	id=g:1465756
Dāmān Kêlay	id=g:1465757
Wunakē Tahānah	id=g:1465758
Pōṯay	id=g:1465759
Dê Bēts Indzêrgay	id=g:1465760
Mashā’allāh	id=g:1465761
Daryā-ye Yāl Kūnak	id=g:1465762
Qabr-e Bālmotīk	id=g:1465763
Khandūd	id=g:1465764
Kōh-e Komakh Būlūn	id=g:1465765
Kōh-e Qōqjar	id=g:1465766
Daryā-ye Karah Sū	id=g:1465767
Daryā-ye Ishmorgh	id=g:1465768
Daryā-ye Dargāh-e Qal‘ah-ye Panj	id=g:1465769
Daryā-ye Khandūd	id=g:1465770
Daryā-ye Agazday Kōl	id=g:1465771
Daryā-ye Showr	id=g:1465772
Daryā-ye Jelgah	id=g:1465775
Daryā-ye Yamīt	id=g:1465782
Daryā-ye Jorm	id=g:1465788
Ūrgūnt-e Pāyān	id=g:1465793
Daryā-ye Ūrgūnt-e Pāyān	id=g:1465797
Daryā-ye Kashkandyō	id=g:1465798
Chehelgazī Māndêh	id=g:1465836
Khwarah Ghar	id=g:1465845
Dê Bēts Ghrūnah	id=g:1465846
Indzêr Gwāl	id=g:1465847
Sūrkaī Gwāl	id=g:1465848
Zangī Ghunḏêy	id=g:1465849
Ks̲h̲atah Sīābat	id=g:1465850
Sambōghah	id=g:1465851
Qarah Bar	id=g:1465858
Sambōghē Ghunḏêy	id=g:1465863
Prīp	id=g:1465876
Ayshān	id=g:1465877
Dehqān Khāneh	id=g:1465878
Narghow	id=g:1465884
Āb Gach	id=g:1465887
Zōkōt	id=g:1465890
Kōtal-e Wīsh Kharū	id=g:1465892
Mīlīgad	id=g:1465897
Zang	id=g:1465898
Dashtak-e Bārshīd	id=g:1465901
Zamīn-e Zowasf	id=g:1465904
Zamīn-e Qōl Kār	id=g:1465912
Daūk	id=g:1465919
Zamīn-e Daūk Sikay	id=g:1465923
Wādī-ye Masīrt	id=g:1465928
Daryā-ye Tūghan Darah	id=g:1465929
Kōh-e Jelgert	id=g:1465930
Daryā-ye Daūk-e Shāh Tagī	id=g:1465932
Wādī-ye Jambol Dasht	id=g:1465933
Ghūmay	id=g:1465934
Daryā-ye Khūwand Darah	id=g:1465935
Kōh-e Waṟzak	id=g:1465936
Khundak	id=g:1465937
Khādarah	id=g:1465938
Ḩājī Moḩammad ‘Omar Kêlay	id=g:1465939
Chashmah-ye Jūgū Niyak	id=g:1465940
Mêhrabān Kalā	id=g:1465941
Darreh-ye Khowvand	id=g:1465942
Şāleḩ Moḩammad Kêlay	id=g:1465943
Khūwand	id=g:1465945
Zamīn-e Junāsādī	id=g:1465947
Wādī-ye Jangal	id=g:1465948
Payindi-Kalay	id=g:1465949
Deh-e Khwāh	id=g:1465950
Daryā-ye Yōpgās	id=g:1465951
Landi Kalay	id=g:1465952
Daryā-ye Zōkōt	id=g:1465953
Fark	id=g:1465954
Daryā-ye Por Sang	id=g:1465955
Būr Ghūr	id=g:1465956
Khwājah Mārbāz	id=g:1465957
Nirsād	id=g:1465958
Sai-i-Sar Chashmah	id=g:1465959
Dasht-e Rāgh	id=g:1465960
Sāy-e Gowbutah	id=g:1465961
Wādī-ye Por Sang	id=g:1465962
Wādī-ye Tashī	id=g:1465963
Burganzār	id=g:1465964
Darah-ye Deh-e Khwāh	id=g:1465965
Pur Tēl	id=g:1465966
Zamīn-e Rayg-e Rawān	id=g:1465967
Zamīn-e Īshpāj	id=g:1465974
Sundurzaī	id=g:1465976
Zhaṟ Ghar	id=g:1465978
Ghumay	id=g:1465980
Daryā-ye Ghumay Darah	id=g:1465986
Sūr Ghbargay	id=g:1465987
Wādī-ye Pāygatalah	id=g:1465991
Kāṟ	id=g:1465993
Daryā-ye Sakrak	id=g:1465995
Daryā-ye Nakhchirshītk	id=g:1465998
Wādī-ye Keshtgā	id=g:1465999
Waskū	id=g:1466000
Daryā-ye Ūchgār	id=g:1466001
Darah-ye Māy Mayk	id=g:1466003
Daryā-ye Jangal-e Aībak	id=g:1466006
Darah-ye Sang Lēch	id=g:1466009
Daryā-ye Warzanch	id=g:1466013
Maḩal-e Bāgh-e Langar	id=g:1466014
Daryā-ye Sanīn	id=g:1466015
Maḩal-e Dasht-e Asptāzī-ye Arzishk	id=g:1466016
Kōhhā-ye Showdāk	id=g:1466018
Zamīn-e Kundarīn	id=g:1466022
Dê Kāṟ Māndêh	id=g:1466033
Rafak-e Jārf	id=g:1466035
Srē Ghbargē Māndêh	id=g:1466041
Zamīn-e Shabdāk	id=g:1466042
Zamīn-e Ghōrāt	id=g:1466049
Kōtal-e Jūgānī	id=g:1466055
Būnī Bād	id=g:1466058
Hajdah Wun	id=g:1466106
Shērghah Māndêh	id=g:1466107
Mīnah Dū	id=g:1466108
Darah-ye Ghūyāb	id=g:1466109
Kōh-e Wād	id=g:1466110
Kham-e Kaskū	id=g:1466111
Srah Katsūnah	id=g:1466112
Dê Nārīn Zihêd	id=g:1466113
Darah-ye Kham-e Kaskū	id=g:1466114
Lēch	id=g:1466115
Ūlūn	id=g:1466116
Khwājah Qōl	id=g:1466117
Wish Khōrū	id=g:1466118
Jōy-ye Darah-ye Āb	id=g:1466119
Dur Khākh	id=g:1466120
Sar Jaway	id=g:1466121
Darah-ye Mazār	id=g:1466122
Kōtal-e Sang Lēch	id=g:1466123
Wurāchak	id=g:1466124
Jawah Dūk	id=g:1466125
Pāṉgay	id=g:1466126
Sal	id=g:1466127
Nārīn Māndêh	id=g:1466128
Kōh-e May Qurah	id=g:1466129
Kōh-e Wīdghaz	id=g:1466130
Zihêd Māndêh	id=g:1466131
Shālak	id=g:1466132
Ūspū	id=g:1466133
Mīānah Rayd Khwā	id=g:1466134
Sartāsh Māndêh	id=g:1466135
Kazdeh	id=g:1466136
Mizra Ahad Bili	id=g:1466137
Qezel Gardan	id=g:1466138
Mushtiw	id=g:1466139
Darreh-ye Khord	id=g:1466140
Arzīshk	id=g:1466141
Darah-ye Gariyū	id=g:1466142
Kōtal-e Khākī	id=g:1466143
Māylīng-e Bālā	id=g:1466144
Māyling-e Pā’īn	id=g:1466145
Ūrchow	id=g:1466146
Rafak-e Surkh Nōl	id=g:1466147
Torbat	id=g:1466148
Shīnaz̧m	id=g:1466149
Shīkach	id=g:1466150
Skemal	id=g:1466151
Diyāri Dū	id=g:1466152
Skemal	id=g:1466153
Darah-ye Shīnaz̧m	id=g:1466154
Tayshkhān	id=g:1466155
Firyam Bāb	id=g:1466156
Lanḏī Shēlah	id=g:1466157
Rawānak	id=g:1466158
Shīn Naraī	id=g:1466159
Dur Āb	id=g:1466160
Sar Shakh (2)	id=g:1466161
Valayj (1)	id=g:1466162
Darah-ye Bākāy	id=g:1466163
Valayj (2)	id=g:1466164
Wātkhīch	id=g:1466165
Maḩal-e Darah Wātkhīch	id=g:1466166
Duspī	id=g:1466167
Kumalashela	id=g:1466168
Shīn Naraī Ghar	id=g:1466169
Bāgh-e Mazār-e Qaryah-ye Sabz	id=g:1466170
Ḩujmak	id=g:1466171
Flun	id=g:1466172
Dargak	id=g:1466173
Kōtal-e Rafah-e Safayd	id=g:1466174
Maḩal-e Robāţak	id=g:1466175
Maḩal-e Darghōlak	id=g:1466176
Sar-e Sangāb	id=g:1466177
Maḩal-e Sar-e Guz̄ar-e Mārāwīz	id=g:1466178
Kōtal-e Gardangah	id=g:1466179
Kharābah-ye Pīdjīkh	id=g:1466180
Kōh-e Palmī	id=g:1466181
Shipūn	id=g:1466182
Kōh-e Khal Khān	id=g:1466183
Kōh-e Zarek	id=g:1466184
Darah-ye Fī	id=g:1466185
Dasht-e Ganjābād	id=g:1466186
Wādī-ye Kabūdak	id=g:1466187
Dashtak-e Kūf Āb	id=g:1466188
Daryā-ye Darah-ye Panjrow	id=g:1466189
Daryā-ye Keshnīkhān	id=g:1466190
Khirch	id=g:1466191
Pasraz	id=g:1466192
Daryā-ye Wark	id=g:1466193
Daryā-ye Darah-ye Sabz	id=g:1466194
Kōh-e Wāghēw	id=g:1466195
Dil Wākh	id=g:1466196
Khūfak	id=g:1466197
Darah-ye Deh-e Bālā	id=g:1466198
Chashmah-ye Safayd Kōh	id=g:1466199
Nūk Shār	id=g:1466200
Īmj	id=g:1466201
Fī	id=g:1466202
Now Ābād Nūk Sar	id=g:1466203
Pāshar	id=g:1466204
Gārīōn	id=g:1466205
Daryā-ye Ishkāshem	id=g:1466206
Āb Gard	id=g:1466207
Kōh-e Safayd Kōh	id=g:1466208
Kōh-e Labgard	id=g:1466209
Labgard	id=g:1466210
Darah-ye Harafsh	id=g:1466211
Daryā-ye Darah-ye Workat	id=g:1466212
Daryā-ye Darah-ye Yakh Darū	id=g:1466213
Daryā-ye Darah-ye Deh-e Pā’īn	id=g:1466214
Daryā-ye Darah-ye Sar Shakh	id=g:1466215
Daryā-ye Darah-ye Kurjow	id=g:1466216
Daryā-ye Darah-ye Valayj	id=g:1466217
Daryā-ye Darah-ye Jashlū	id=g:1466218
Sher	id=g:1466219
Kōh-e Ḩalqahhā-ye Shāhbash	id=g:1466220
Manah	id=g:1466221
Khrebet Kulaygar	id=g:1466222
Takṟaī Ghar	id=g:1466223
Samakay Ghar	id=g:1466224
Chāh-e Gombāz	id=g:1466225
Kōh-e Pada’ī	id=g:1466226
Bālā Zhaṟ Ghar	id=g:1466227
Ḩājī Faīẕ Moḩammad Kêlay	id=g:1466228
Qadam ‘Alī	id=g:1466229
Wurtskay	id=g:1466230
Yalman	id=g:1466231
Jabah-ye ‘Abdur Raḩmān	id=g:1466232
Sūrkāṉêy	id=g:1466233
Nārīn Māndêh	id=g:1466234
Qarah Khowāl	id=g:1466235
Jar-e Galah Qūdūq	id=g:1466236
Shākh-e Almah	id=g:1466237
Khvājeh Qolāb	id=g:1466238
Qurbān Būlāq	id=g:1466239
Qurbān Būlāq	id=g:1466240
Dahāneh-ye Darreh-ye Kalān	id=g:1466241
Rōyanchah	id=g:1466242
Nawazan (2)	id=g:1466243
Chapchal	id=g:1466244
Bishqab	id=g:1466245
Pāy Tāwah	id=g:1466246
Pāy Tāwah	id=g:1466247
Pāy Tāwah	id=g:1466248
Seyyed	id=g:1466249
Seyyed (2)	id=g:1466250
Seyyed (3)	id=g:1466251
Balghaly	id=g:1466252
Nūr Muḩammad Nāwêr	id=g:1466253
Balghaly	id=g:1466254
Āq Mazār	id=g:1466255
Āq Mazār	id=g:1466256
Mas‘ūd	id=g:1466257
Mas‘ūd	id=g:1466258
Kōh-e Rabāţurk	id=g:1466259
Jān Shāh Nāwêr	id=g:1466260
Shikārī Nāwêr	id=g:1466261
Kōh-e Yāl Khar	id=g:1466262
‘Omar Sar Das̲h̲t	id=g:1466263
Kōh-e Sowkhtah	id=g:1466264
Kōh-e Chābād	id=g:1466265
Khaīmah Nāwêr	id=g:1466266
Muḩammad Akbar Nāwêr	id=g:1466267
Bāburān	id=g:1466268
Kalā Wālī	id=g:1466269
Shayr Jān Nāwêr	id=g:1466270
Khuḏāy Dād Ākhūndzādah Kārēz	id=g:1466271
Khōsh Khāliq	id=g:1466272
Hōtal	id=g:1466273
Galahwān Sāy	id=g:1466274
Galawan Sai	id=g:1466275
Sar-e Sefīdkowtal	id=g:1466276
Ḩabash Nāwêrān	id=g:1466277
Lab Ābī	id=g:1466278
Lab Ābī	id=g:1466279
Lab Ābī	id=g:1466280
Chamkolī	id=g:1466281
Jam Qotan	id=g:1466282
Chamkolī	id=g:1466283
Chamkolī	id=g:1466284
Senjetak (2)	id=g:1466285
Pāy Tāwah	id=g:1466286
Madri (2)	id=g:1466287
Deh Khwāb	id=g:1466288
Deh Khwāb	id=g:1466289
Deh Khwāb	id=g:1466290
Deh Khwāb	id=g:1466291
Kham-e Jūnow	id=g:1466292
Kōchah Ārīq	id=g:1466293
Darreh-ye Dadel	id=g:1466294
Toghak	id=g:1466295
Ḩājī Muḩammad Khān Kêlay	id=g:1466296
Ādam Tāsh	id=g:1466297
Ādam Tāsh	id=g:1466298
Sang-e Burīdah	id=g:1466299
Khwājah Biland	id=g:1466300
Khwājah Biland	id=g:1466301
Band-e Sareg	id=g:1466302
Ḩamīd Kārēz	id=g:1466303
Tabeh Kandeh (2)	id=g:1466304
Tukan Āwar	id=g:1466305
Qizil Sāy	id=g:1466306
Pā’īn Kēlā	id=g:1466307
Qālīn Qāq	id=g:1466308
Qālīn Qāq	id=g:1466309
Qālīn Qāq	id=g:1466310
Boganmah	id=g:1466311
Orlamesh	id=g:1466312
Kaftar Khānah	id=g:1466313
Kowsh	id=g:1466314
Jowkārī	id=g:1466315
Fāţimah Chashmah	id=g:1466316
Shāh Anjīr	id=g:1466317
Khwājah Bandī	id=g:1466318
Khwājah Bandī	id=g:1466319
Sang-e Qal‘ah	id=g:1466320
Noway Kats	id=g:1466321
Qomzoreh	id=g:1466322
Shalghamay	id=g:1466323
Bābaghday	id=g:1466324
Qorcheh	id=g:1466325
Chahār Darah	id=g:1466326
Chahār Darreh	id=g:1466327
Boyrah Woinar	id=g:1466328
Mitrabel	id=g:1466329
Karmaghlī	id=g:1466330
Meskeh	id=g:1466331
Kāfir Qal‘eh	id=g:1466332
Sar-e Shahr	id=g:1466333
‘Arab	id=g:1466334
Tabah-ye Yekroyah	id=g:1466335
Ḩājī Muḩammad Yōsuf	id=g:1466336
Ākhir Sāy	id=g:1466337
Qizishkan	id=g:1466338
Surkh Khāk	id=g:1466339
Safid Chashma	id=g:1466340
Ghar	id=g:1466341
‘Alī Zaī	id=g:1466342
Īrghaylī	id=g:1466343
Ḩabībullāh	id=g:1466344
Jar-e Bayd	id=g:1466345
Ālmastī	id=g:1466346
Āq Lār	id=g:1466347
Rowzanak	id=g:1466348
Ulāgh	id=g:1466349
Archah Posh	id=g:1466350
Aylaghand	id=g:1466351
Kaftar Khāneh	id=g:1466352
Nil-e Bolteh	id=g:1466353
Kowtalcheh	id=g:1466354
Qareh Qāq	id=g:1466355
Zarad Koh	id=g:1466356
Qoroq Darreh	id=g:1466357
Gerd Chambar	id=g:1466358
Bachcheh Mordeh	id=g:1466359
Zangābād Ghar	id=g:1466360
Spērwān Ghunḏêy	id=g:1466361
Fateḩ Khān Kārēz	id=g:1466362
Ākhūnd Şāḩib	id=g:1466363
Ākhūnd Şāḩib Ghar	id=g:1466364
Kumāndêk Ghar	id=g:1466365
Qāsim Rabāţ Kārēz	id=g:1466366
Khaybarē Ghar	id=g:1466367
Shayrābād Kārēz	id=g:1466368
‘Azīm Jān Kārēz	id=g:1466369
Shāhī Kārēz	id=g:1466370
Kārēz-e Pada’ī	id=g:1466371
Kārēz-e Ghaysh	id=g:1466372
Kārēz-e Ganak	id=g:1466373
Chashmah-ye Ghaysh	id=g:1466374
Zīārat-e Fateḩ Muḩammad	id=g:1466375
Chāqmāq	id=g:1466376
Kōh-e Pōzah-ye Zardwālā	id=g:1466377
Zīārat-e Muḩammad Walī Jān	id=g:1466378
Zīārat-e Qadamgāh	id=g:1466379
Qal‘ah-ye Jowhar	id=g:1466380
Zīārat-e Khwājah-ye Ẕōr	id=g:1466381
Jūnow	id=g:1466382
Dūpushtah	id=g:1466383
Kōh-e Chāh Zīrak	id=g:1466384
Kōh-e Chāh-e Nakhchīr	id=g:1466385
Nāday	id=g:1466386
Chashmah-ye Dam	id=g:1466387
Bārêkzaī-ye Junūbī	id=g:1466388
Ḩājī Muḩammad Khān	id=g:1466389
‘Abdullāh Khān	id=g:1466390
Daryā-ye Khushk-e Qirān Darah	id=g:1466391
Aḩmad Khān	id=g:1466392
Dū Kōh	id=g:1466393
Nar Kārēz	id=g:1466394
Akhtar Muḩammad Khān	id=g:1466395
Archah Kōtal	id=g:1466396
Kōtal-e Khwājah Qushqār	id=g:1466397
Kūh-e Sīāhrīg	id=g:1466400
Darah-ye Aranjī	id=g:1466401
Darah-ye Bābā Qanbar	id=g:1466402
Darah-ye Shōr Qul	id=g:1466404
Darah-ye Khāk-e Safayd	id=g:1466405
Pul-e Āb-e Lamān	id=g:1466406
Sar-e Kundah-ye Pā’īn	id=g:1466407
Dara Morcha	id=g:1466408
Larghān	id=g:1466409
Gīrō	id=g:1466410
Maghzaī Nāwêrān	id=g:1466411
Darah-ye Zindān	id=g:1466412
Zaṟah Kalā	id=g:1466413
Sarāy	id=g:1466414
Īraklī	id=g:1466415
Takht-e Rustam	id=g:1466416
Kārwān	id=g:1466417
Tōghay-e Pā’īn	id=g:1466418
Zōrābī	id=g:1466419
Khwājah Ismā‘īl	id=g:1466420
Zinḏêy Kōṯ	id=g:1466421
Samangān-e Khōrd	id=g:1466422
Sang-e Burīdah	id=g:1466423
Khwājah Sang Bur	id=g:1466424
Lar Ghan	id=g:1466425
Zōr Kōt	id=g:1466426
Chughaī	id=g:1466427
‘Omar Khēl	id=g:1466428
Mangtāsh	id=g:1466429
Khwājah Qush	id=g:1466430
Nalgham	id=g:1466431
Khān Muḩammad Khān	id=g:1466432
Āsyā Bād	id=g:1466433
Āsyā Bāḏ	id=g:1466434
Sāy-e Bīnī Qushī	id=g:1466435
Kūh-e Dag	id=g:1466436
Bismullāh	id=g:1466437
Kōh-e Chapal	id=g:1466438
Darah-ye Khilmāw	id=g:1466439
Sāy-e Ispand Zar	id=g:1466440
Chahār Shnah	id=g:1466441
Sar-e Kajnow	id=g:1466442
Darah-ye Gardān	id=g:1466443
Tāj Muḩammad	id=g:1466444
Bārêkzaī-ye Shamālī	id=g:1466445
Shikh Kōh	id=g:1466446
Shāh Swār	id=g:1466447
Darah-ye Gāwān	id=g:1466448
Ḩājī Ibrāhīm	id=g:1466449
Şā’im Murshid Zīārat	id=g:1466450
Diwār	id=g:1466451
Mīr Walīān	id=g:1466452
Kōh-e Khilmāw	id=g:1466453
Bēlaṟsāy(2)	id=g:1466454
Ḩājī ‘Abdul Aḩad Khān	id=g:1466455
Narkūh	id=g:1466456
Malangīān	id=g:1466457
Ghunḏêy Kêlay	id=g:1466458
Sa‘īdullāh Khān	id=g:1466459
Hezāreh Qal‘eh	id=g:1466460
Tūrmadān (2)	id=g:1466461
Zākdān	id=g:1466462
Teray Ghar	id=g:1466463
Ghaljā’ī Māndêh	id=g:1466464
Tarakay	id=g:1466465
Cheshmeh-ye Ḩammām Cheshmeh	id=g:1466466
Pīrgharīb (2)	id=g:1466467
Kowtal-e Āq Kowtal	id=g:1466468
Darreh-ye ‘Abdollāh	id=g:1466469
Cheshmeh-ye Khvājeh Londeh	id=g:1466470
Gowākh	id=g:1466471
Kowtal-e Kowlīān	id=g:1466472
Katah Nāw	id=g:1466473
Daraygh	id=g:1466474
Kūh-e Ghezhdow	id=g:1466475
Kūh-e Qaravol Tappeh	id=g:1466476
Band Nāwêr	id=g:1466477
Darreh-ye Cheshmeh-ye Khvāb	id=g:1466478
Kalandar	id=g:1466479
Daryā-ye Khvājeh Ghar	id=g:1466480
Kōh-e Sag Dowak	id=g:1466481
Darreh-ye Robāţ	id=g:1466482
Sīāh Jar	id=g:1466483
Poshteh-ye Gandehqūrūgh	id=g:1466484
Kōh-e Taynow	id=g:1466485
Kūh-e Ghāl-e Tāveh	id=g:1466486
Kōh-e Gowākh	id=g:1466487
Kūh-e Ghāl-e Āsemān	id=g:1466488
Gardān-Awbakhsh	id=g:1466489
Kulālak	id=g:1466490
Nīshkamar	id=g:1466491
Tay-e Kōh	id=g:1466492
Ḩowẕ-e Shūr	id=g:1466493
Cheshmeh-ye Wāshak	id=g:1466494
Cheshmeh-ye Gāwash	id=g:1466495
Cheshmeh-ye Sefīddārak	id=g:1466496
Ḩowẕ-e Khūnī	id=g:1466497
