Plav	id=g:509074
Poddobryanka	id=g:623443
Podbzheze	id=g:623444
Podbud’ye	id=g:623445
Podbrodtsy	id=g:623446
Podbozhany	id=g:623447
Podboritsa	id=g:623448
Podbolot’ye	id=g:623449
Podbolot’ye	id=g:623450
Podbolot’ye	id=g:623451
Podberez’ye	id=g:623452
Podberez’ye	id=g:623453
Podbel’tsy	id=g:623454
Podbel’skiye Ogorodniki	id=g:623455
Pochuyki	id=g:623456
Pochtovaya Glinka	id=g:623457
Pochki	id=g:623458
Pochepy	id=g:623459
Pochepok	id=g:623460
Pochayevichi	id=g:623461
Pachapava	id=g:623462
Pobuzh’ye	id=g:623463
Pobolovo	id=g:623464
Pobokovichi	id=g:623465
Pobokovichi	id=g:623466
Pobeda	id=g:623467
Pnevshchina	id=g:623468
Plyussy	id=g:623469
Plyusna	id=g:623470
Plyusna	id=g:623471
Plyuskalovtsy	id=g:623472
Plyugovka	id=g:623473
Plyaushkety	id=g:623474
Plyateruv	id=g:623475
Pryluchyna	id=g:623476
Plyanta Bortnovshchizna	id=g:623477
Plotnitsa	id=g:623478
Plotki	id=g:623479
Ploskoye	id=g:623480
Ploskosh’	id=g:623481
Ploskin’	id=g:623482
Ploskaya	id=g:623483
Ploshchevo	id=g:623484
Plompyany	id=g:623485
Plitchanka	id=g:623486
Ozero Plissa	id=g:623487
Plissa	id=g:623488
Plissa	id=g:623489
Plissa	id=g:623490
Pliski	id=g:623491
Pliska	id=g:623492
Plisichino	id=g:623493
Plisa	id=g:623494
Plisa	id=g:623495
Plisa	id=g:623496
Plina	id=g:623497
Pligovki	id=g:623498
Pligovki	id=g:623499
Pligovka	id=g:623500
Pligavki	id=g:623501
Pletevishche	id=g:623502
Plessy	id=g:623503
Plesovichi	id=g:623504
Plesovetskaya Slobodka	id=g:623505
Pleshki	id=g:623506
Pleshki	id=g:623507
Pleshchitsy	id=g:623508
Plyeshchytsy	id=g:623509
Pleshchina	id=g:623510
Pleshchina	id=g:623511
Pleshchenitsy	id=g:623512
Pleshchany	id=g:623513
Ozero Plesetskoye	id=g:623514
Plekhovo	id=g:623515
Plebantsy	id=g:623516
Pleban’tse	id=g:623517
Plebanovtse	id=g:623518
Plebanishki	id=g:623519
Plavski	id=g:623520
Ozero Plavno	id=g:623521
Ozero Plav	id=g:623522
Plastok	id=g:623523
Plashyno	id=g:623524
Sovkhoz Plamya	id=g:623525
Plamya	id=g:623526
Plaksy	id=g:623527
Pivashi	id=g:623528
Piter’	id=g:623529
Pislyatin	id=g:623530
Piskuny	id=g:623531
Piskunovo	id=g:623532
Pishchiki	id=g:623533
Pishchalovo	id=g:623534
Pisarevo	id=g:623535
Pirunov Most	id=g:623536
Pirovshchyzna	id=g:623537
Pironim	id=g:623538
Pirogovo	id=g:623539
Pirogi	id=g:623540
Pirogi	id=g:623541
Pirogantsy	id=g:623542
Pirki	id=g:623543
Pirevichi	id=g:623544
Pirash	id=g:623545
Pinyany	id=g:623546
Stantsyya Pinsk	id=g:623547
Pinski Rayon	id=g:623548
Pinsk	id=g:623549
Pinkavichy	id=g:623550
Pina	id=g:623551
Pil’shchichi	id=g:623552
Pil’nyanskaya Rudnya	id=g:623553
Pil’nya	id=g:623554
Pilichi	id=g:623555
Pileshchino	id=g:623556
Pevtse	id=g:623558
Petukhovshchyzna	id=g:623559
Petukhovka	id=g:623560
Petukhovka	id=g:623561
Petrygi	id=g:623562
Petrule	id=g:623563
Petrovshchina	id=g:623564
Petrovka	id=g:623565
Petrovinka	id=g:623566
Petrovichi	id=g:623567
Petrovichi	id=g:623568
Petrovichi	id=g:623569
Petrovichi	id=g:623570
Petrovichi	id=g:623571
Petrovichi	id=g:623572
Petropol’ye	id=g:623573
Petrolevo	id=g:623574
Petrolayev Zavod	id=g:623575
Petritsk	id=g:623576
Petrishki	id=g:623577
Petrilovo	id=g:623578
Petrilovichi	id=g:623579
Pyetrykawski Rayon	id=g:623580
Pyetrykaw	id=g:623581
Petriki	id=g:623582
Petrevichi	id=g:623583
Petrevichi	id=g:623584
Petravichi	id=g:623585
Petrashovtse	id=g:623586
Petrashi	id=g:623587
Petralevichi	id=g:623588
Petrakhy	id=g:623589
Pet’ki	id=g:623590
Pyetkavichy	id=g:623591
Petishche	id=g:623592
Petevshchina	id=g:623593
Pesten’ki	id=g:623594
Pesochnoye	id=g:623595
Pesochno	id=g:623596
Pesochnaya Buda	id=g:623597
Pesochna	id=g:623598
Pesachanka	id=g:623599
Pesochanka	id=g:623600
Peskovtsy	id=g:623601
Peskovatka	id=g:623602
Peski	id=g:623603
Peski	id=g:623604
Peski	id=g:623605
Peski	id=g:623606
Peski	id=g:623607
Pyeski	id=g:623608
Peshkovtse	id=g:623609
Peshki	id=g:623610
Peshchanka	id=g:623611
Pesevichi	id=g:623612
Vozyera Pyaschanaye	id=g:623613
Peschanki	id=g:623614
Stantsiya Peschanka	id=g:623615
Peschanka	id=g:623616
Peschanka	id=g:623617
Peschanets Vtoroy	id=g:623618
Peschanets Pervyy	id=g:623619
Peschanaya Rudnya	id=g:623620
Pervyy Lyakhovik	id=g:623621
Pervyy Golynets	id=g:623622
Pervoye Selishche	id=g:623623
Pervoye Maya	id=g:623624
Pervoye Maya	id=g:623625
Pyershamayski Rayon	id=g:623626
Pyershamayski Rayon	id=g:623627
Pyershamayski Rayon	id=g:623628
Pervomayskiy	id=g:623629
Pervomayskiy	id=g:623630
Pervomayskiy	id=g:623631
Pervomayskiy	id=g:623632
Pervomayskiy	id=g:623633
Pervomayskaya	id=g:623634
Pervomayskaya	id=g:623635
Pervomaysk	id=g:623636
Pervomaysk	id=g:623637
Pervomaysk	id=g:623638
Pervomaysk	id=g:623639
Pervomay	id=g:623640
Perunovo	id=g:623641
Pertets	id=g:623642
Persyk	id=g:623643
Pyerasudavichy	id=g:623644
Pershino	id=g:623645
Pershay	id=g:623646
Perkhurovo-Glukhoye	id=g:623647
Perkhurovo	id=g:623648
Pyerkhavichy	id=g:623649
Perkhal’shchina	id=g:623650
Perinovka	id=g:623651
Perezhkivka	id=g:623652
Perezhiri	id=g:623653
Perezhir	id=g:623654
Perevozniki	id=g:623655
Perevoz	id=g:623656
Perevoz	id=g:623657
Perevoz	id=g:623658
Perevoz	id=g:623659
Perevoloka	id=g:623660
Perevoloka	id=g:623661
Perevolochnya	id=g:623662
Perevolochnaya	id=g:623663
Perevolochka	id=g:623664
Perevise	id=g:623665
Pereves’ye	id=g:623666
Peretut’	id=g:623667
Peretsyatki Vtoryye	id=g:623668
Peretsyatki Pervyye	id=g:623669
Peretoki	id=g:623670
Peretoki	id=g:623671
Peresyatinets	id=g:623672
Peresvyatoye	id=g:623673
Peresopnya	id=g:623674
Peresel’tsy	id=g:623675
Pereseka	id=g:623676
Peresechyno	id=g:623677
Peresady	id=g:623678
Pererub	id=g:623679
Pererov	id=g:623680
Pererost	id=g:623681
Perelevka	id=g:623682
Pereles’ye	id=g:623683
Perelesanka	id=g:623684
Perekrest’ye	id=g:623685
Perekopov	id=g:623686
Perekop	id=g:623687
Perekladovichi	id=g:623688
Perekhrest’ye	id=g:623689
Perekhodtsy	id=g:623690
Perekhod	id=g:623691
Peregon	id=g:623692
Peregon	id=g:623693
Peredel’sk	id=g:623694
Peredelki	id=g:623695
Peredelka	id=g:623696
Peredel	id=g:623697
Perebrod’ye	id=g:623698
Perebrody	id=g:623699
Perebitaya Gora	id=g:623700
Penyukha	id=g:623701
Penyugi	id=g:623702
Penklovichi	id=g:623703
Pen’ki	id=g:623704
Penenishki	id=g:623705
Penchin	id=g:623706
Pelyasa	id=g:623707
Pyelishcha	id=g:623708
Pelikshe	id=g:623709
Pelevtsy	id=g:623710
Peklichi	id=g:623711
Pekari	id=g:623712
Pekari	id=g:623713
Pekari	id=g:623714
Pekalin	id=g:623715
Pekalichi	id=g:623716
Pechyshche	id=g:623717
Pechory	id=g:623718
Pechnoye	id=g:623719
Pechkovka	id=g:623720
Khutor Pechki	id=g:623721
Pechishche	id=g:623722
Pechishche	id=g:623723
Pechishce	id=g:623724
Pechevka	id=g:623725
Pechënki	id=g:623726
Pechënka	id=g:623727
Pechary	id=g:623728
Pavoloka	id=g:623729
Pavlyushki	id=g:623730
Pavlyuchkovo	id=g:623731
Pavlovo	id=g:623732
Pavlovka	id=g:623733
Pavlovka	id=g:623734
Pavlovka	id=g:623735
Pavlovka	id=g:623736
Pavlovichi	id=g:623737
Pavlovichi	id=g:623738
Pavlovichi	id=g:623739
Pavlovichi	id=g:623740
Pavlovichi	id=g:623741
Pavlovichi	id=g:623742
Pavlopol’	id=g:623743
Pavlinka	id=g:623744
Pavlenka	id=g:623745
Pavelkovo	id=g:623746
Paul’ye	id=g:623747
Paukshtele	id=g:623748
Patsova-Sloboda	id=g:623749
Patskuny	id=g:623750
Patskovo	id=g:623751
Patskoviche	id=g:623752
Patseya	id=g:623753
Patsevichi	id=g:623754
Patseviche	id=g:623755
Pasyrëvo	id=g:623756
Pasynki	id=g:623757
Pasutichi	id=g:623758
Pastovichi	id=g:623759
Pastavy	id=g:623760
Pas’kovy Gorki	id=g:623761
Pasinich’ye	id=g:623762
Pasiki	id=g:623763
Pashuntsy	id=g:623764
Pashuki	id=g:623765
Pashkovtsy	id=g:623766
Pashkovo	id=g:623767
Pashkovo	id=g:623768
Pashkovichi	id=g:623769
Pashkishki	id=g:623770
Pashkany	id=g:623771
Pashino	id=g:623772
Pasemkovichi	id=g:623773
Paseki	id=g:623774
Paseka	id=g:623775
Paseka	id=g:623776
Paseka	id=g:623777
Partyzanski Rayon	id=g:623778
Parshino	id=g:623779
Parshchevshchina	id=g:623780
Stantsyya Parakhonsk	id=g:623781
Parahonsk	id=g:623782
Parnya	id=g:623783
Parnevo	id=g:623784
Parkhovo	id=g:623785
Parkhimovtse	id=g:623786
Parkhimkovichi	id=g:623787
Parichi	id=g:623788
Parfënovka	id=g:623789
Parfenoviche	id=g:623790
Paraf’yanovo	id=g:623791
Stantsiya Paraf’yanov	id=g:623792
Paradovshchyzna	id=g:623793
Paradino	id=g:623794
Pare	id=g:623795
Papshchytse	id=g:623796
Papshchitsy	id=g:623797
Paporotnoye	id=g:623798
Paporotno	id=g:623799
Paporotnaya	id=g:623800
Paporotki	id=g:623801
Papernya	id=g:623802
Papernya	id=g:623803
Papernya	id=g:623804
Panyshi	id=g:623805
Pantsovtsy	id=g:623806
Panskoye	id=g:623807
Pankry	id=g:623808
Pankraty	id=g:623809
Pankratovka	id=g:623810
Pankratovichi	id=g:623811
Ozero Panki	id=g:623812
Panki	id=g:623813
Panki	id=g:623814
Pan’ki	id=g:623815
Panichi	id=g:623816
Kanal Pangalasovskiy	id=g:623817
Panfilovshchina	id=g:623818
Panasyuki	id=g:623819
Panach	id=g:623820
Pamet Vtoroy	id=g:623821
Pamet Pervyy	id=g:623822
Palyadki	id=g:623823
Paluzh Vtoroy	id=g:623824
Paluzh Pervyy	id=g:623825
Paluzh	id=g:623826
Palushe	id=g:623827
Palubniki	id=g:623828
Palom	id=g:623829
Pal’nitsa	id=g:623830
Pal’minka	id=g:623831
Pal’kovichi	id=g:623832
Palki	id=g:623833
Ozero Palik	id=g:623834
Palik	id=g:623835
Palënovka	id=g:623836
Sovkhoz Palelyum	id=g:623837
Palavkoviche-Male	id=g:623838
Palavkoviche-Duzhe	id=g:623839
Polota	id=g:623840
Pakhar’	id=g:623841
Padzerki	id=g:623842
Pador	id=g:623843
Padnevichi	id=g:623844
Azyaty	id=g:623845
Ozloml’	id=g:623846
Ozhuny	id=g:623847
Ozginovichi	id=g:623848
Ozëry	id=g:623849
Ozëry	id=g:623850
Ozery	id=g:623851
Ozertsy	id=g:623852
Ozertsy	id=g:623853
Ozertsy	id=g:623854
Ozertso	id=g:623855
Ozërsko	id=g:623856
Ozërshchina	id=g:623857
Ozerody	id=g:623858
Ozerodoviche	id=g:623859
Ozero	id=g:623860
Ozërnoye	id=g:623861
Stantsiya Ozernitsa	id=g:623862
Ozernitsa	id=g:623863
Ozernitsa	id=g:623864
Ozerki	id=g:623865
Ozerki	id=g:623866
Ozerki	id=g:623867
Stantsiya Ozerishche	id=g:623868
Ozerishche	id=g:623869
Ozerishche	id=g:623870
Ozerchin	id=g:623871
Ozeravtse	id=g:623872
Ozerany	id=g:623873
Ozerany	id=g:623874
Ozerany	id=g:623875
Ozemlya	id=g:623876
Ozdyatichi	id=g:623877
Azdamichy	id=g:623878
Ozarichi	id=g:623879
Ozarichi	id=g:623880
Ozarichi	id=g:623881
Oyutsevichi	id=g:623882
Owzichy	id=g:623883
Ovsyukovo	id=g:623884
Ovsyanniki	id=g:623885
Ovsishche	id=g:623886
Ovsemerov	id=g:623887
Otyaty	id=g:623888
Otverzhichi	id=g:623889
Otskovichi	id=g:623890
Otruby	id=g:623891
Otrubok	id=g:623892
Otrubek	id=g:623893
Otrazh’ye	id=g:623894
Otor	id=g:623895
Ozero Otolovo	id=g:623896
Otnyanka	id=g:623897
Otminovo	id=g:623898
Otchin	id=g:623899
Osvobozhdeniye	id=g:623900
Ozero Osveyskoye	id=g:623901
Osveya	id=g:623902
Ostukhovo	id=g:623903
Ostryna	id=g:623904
Ostruv	id=g:623905
Ostrozhanka	id=g:623906
Ostrov Yur’yev	id=g:623907
Ostrovy	id=g:623908
Ostrovy	id=g:623909
Ostrovy	id=g:623910
Ostrovy	id=g:623911
Ostrovy	id=g:623912
Ostrovy	id=g:623913
Ostrovy	id=g:623914
Ostrovy	id=g:623915
Ostrovy	id=g:623916
Ostrovtsy	id=g:623917
Ostrovshchina	id=g:623918
Ostrovshchina	id=g:623919
Ostrovok	id=g:623920
Ostrovok	id=g:623921
Ostrovo	id=g:623922
Ostrovo	id=g:623923
Ostrovo	id=g:623924
Ostrovo	id=g:623925
Ostrovo	id=g:623926
Ozero Ostrovno	id=g:623927
Ostrovno	id=g:623928
Ostrovlyany	id=g:623929
Ostrovlyane	id=g:623930
Ostrovlyane	id=g:623931
Ostrovki	id=g:623932
Ostrovki	id=g:623933
Ostrovki	id=g:623934
Ostrovki	id=g:623935
Ostrovki	id=g:623936
Ostrovki	id=g:623937
Ostrovity	id=g:623938
Ostrovichi	id=g:623939
Astravyetski Rayon	id=g:623940
Astravyets	id=g:623941
Ostrovchitsy	id=g:623942
Ostrov	id=g:623943
Ostrov	id=g:623944
Ostrov	id=g:623945
Ostrov	id=g:623946
Ostrov	id=g:623947
Ostrov	id=g:623948
Ostrov	id=g:623949
Ostrov	id=g:623950
Ostrov	id=g:623951
Vostraw	id=g:623952
Vostraw	id=g:623953
Ostrov	id=g:623954
Ostroshitsy	id=g:623955
Ostroshitskiy Gorodok	id=g:623956
Astromichy	id=g:623957
Astramechava	id=g:623958
Ostroglyady	id=g:623959
Ostreni	id=g:623960
Ostraya Korma	id=g:623961
Osteviche	id=g:623962
Ostashkovichi	id=g:623963
Ostashkovichi	id=g:623964
Ostashin	id=g:623965
Ostashin	id=g:623966
Ostasha	id=g:623967
Ostankovo	id=g:623968
Ostankovichi	id=g:623969
Vosa	id=g:623970
Ospino	id=g:623971
Osovy	id=g:623972
Osovtsy	id=g:623973
Vosawtsy	id=g:623974
Asawtsy	id=g:623975
Osovshchina	id=g:623976
Osovok	id=g:623977
Osovo	id=g:623978
Osovo	id=g:623979
Osovo	id=g:623980
Osovo	id=g:623981
Osovo	id=g:623982
Osovo	id=g:623983
Osovo	id=g:623984
Osovo	id=g:623985
Osovo	id=g:623986
Osovnitsa	id=g:623987
Osovnik	id=g:623988
Osovlyany	id=g:623989
Stantsiya Osovets	id=g:623990
Osovets	id=g:623991
Osovets	id=g:623992
Osovets	id=g:623993
Osovets	id=g:623994
Osovets	id=g:623995
Osovets	id=g:623996
Osovets	id=g:623997
Osovets	id=g:623998
Osovchik	id=g:623999
Stantsiya Osova Polesskaya	id=g:624000
Osova	id=g:624001
Osova	id=g:624002
Osov	id=g:624003
Osov	id=g:624004
Osov	id=g:624005
Osov	id=g:624006
Osov	id=g:624007
Osov	id=g:624008
Osoka	id=g:624009
Asoshniki	id=g:624010
Osobin	id=g:624011
Asnyezhytsy	id=g:624012
Osmota	id=g:624013
Osmolovo	id=g:624014
Osmolovka	id=g:624015
Stantsiya Osmolovichi	id=g:624016
Osmolovichi	id=g:624017
Osmolova	id=g:624018
Osmalenik	id=g:624019
Oslyanka	id=g:624020
Oslik	id=g:624021
Oslavenyaty	id=g:624022
Osipovshchyzna	id=g:624023
Asipowka	id=g:624024
Osipovka	id=g:624025
Osipovka	id=g:624026
Osipovichskoye Vodokhranilishche	id=g:624027
Asipovitski Rayon	id=g:624028
Stantsiya Osipovichi Vtoryye	id=g:624029
Stantsiya Osipovichi Tret’i	id=g:624030
Stantsiya Osipovichi Pervyye	id=g:624031
Osipovichi	id=g:624032
Osipovichi	id=g:624033
Asipovichy	id=g:624034
Osipova Rudnya	id=g:624035
Osipova	id=g:624036
Osinuvka	id=g:624037
Osintorf	id=g:624038
Osinskoye	id=g:624039
Osinovyy Most	id=g:624040
Osinovshchyzna	id=g:624041
Osinovshchyzna	id=g:624042
Osinovka-Barsuki	id=g:624043
Osinovka	id=g:624044
Osinovka	id=g:624045
Osinovka	id=g:624046
Osinovka	id=g:624047
Osinovka	id=g:624048
Osinovka	id=g:624049
Osinovka	id=g:624050
Osinovka	id=g:624051
Osinovka	id=g:624052
Osinovka	id=g:624053
Osinovka	id=g:624054
Osinovka	id=g:624055
Osinovka	id=g:624056
Osinovka	id=g:624057
Osinovka	id=g:624058
Osinovka	id=g:624059
Osino-Gorodok	id=g:624060
Stantsiya Oshmyany	id=g:624061
Ashmyanski Rayon	id=g:624062
Oshmyanka	id=g:624063
Osetki	id=g:624064
Osetishche	id=g:624065
Osetishche	id=g:624066
Osetishche	id=g:624067
Osawtsy	id=g:624068
Khutora Oryzhnya	id=g:624069
Ortsyukhy	id=g:624070
Orsichi	id=g:624071
Orshitsa	id=g:624072
Orsheli	id=g:624073
Stantsiya Orsha Tsentral	id=g:624074
Orshany	id=g:624075
Orshansko-Mogilëvskoye Plato	id=g:624076
Arshanski Rayon	id=g:624077
Orshanskaya Vozvyshennost’	id=g:624078
Orsha	id=g:624079
Orpa	id=g:624080
Orlyanka	id=g:624081
Orlya	id=g:624082
Urochishche Orlovo Gnezdo	id=g:624083
Orlovo	id=g:624084
Orlovo	id=g:624085
Orlovka	id=g:624086
Orlovka	id=g:624087
Orlovichi	id=g:624088
Orlovichi	id=g:624089
Orlova	id=g:624090
Orlino	id=g:624091
Orkhov	id=g:624092
Orevichi	id=g:624093
Oressa	id=g:624094
Khutor Oreshniki	id=g:624095
Oreshkovskiy Prudok	id=g:624096
Oreshkovichi	id=g:624097
Oreshkovichi	id=g:624098
Orël	id=g:624099
Vozyera Arekhawskaye	id=g:624100
Orekhovskiy Kanal	id=g:624101
Orekhovsk	id=g:624102
Orekhovo	id=g:624103
Arekhava	id=g:624104
Orekhovno	id=g:624105
Orekhovka	id=g:624106
Orekhovka	id=g:624107
Orekhovka	id=g:624108
Orekhovka	id=g:624109
Orekhovka	id=g:624110
Orekhovka	id=g:624111
Ozero Orekhi	id=g:624112
Ordeya	id=g:624113
Ordat’	id=g:624114
Ordashi	id=g:624115
Orda	id=g:624116
Orcha	id=g:624117
Orany	id=g:624118
Stantsyya Aranchytsy	id=g:624119
Aranchytsy	id=g:624120
Or	id=g:624121
Opsa	id=g:624122
Opal’	id=g:624123
Opita	id=g:624124
Open’ki	id=g:624125
Opechki	id=g:624126
Onzhodovo	id=g:624127
Onufrovichi	id=g:624128
Onoshki	id=g:624129
Onoshki	id=g:624130
Aniskavichy	id=g:624131
Onilino	id=g:624132
Omnishevo	id=g:624133
Omgovichi	id=g:624134
Omel’no	id=g:624135
Omel’no	id=g:624136
Amyal’naya	id=g:624137
Omel’kovshchina	id=g:624138
Omeliny	id=g:624139
Olypen’	id=g:624141
Vozyera Altushskaye	id=g:624142
Oltush	id=g:624143
Ozero Ol’shitsa	id=g:624144
Ol’shino	id=g:624145
Ol’shëvo	id=g:624146
Ol’shëvo	id=g:624147
Ol’shëvo	id=g:624148
Ol’shëvka	id=g:624149
Stantsiya Ol’shev	id=g:624150
Ol’shany	id=g:624151
Al’shany	id=g:624152
Ol’shanka Malaya	id=g:624153
Ol’shanka	id=g:624154
Al’shanka	id=g:624155
Ol’shanitsa	id=g:624156
Ol’shaniki	id=g:624157
Ol’shaniki	id=g:624158
Ol’shanets	id=g:624159
Ol’sha	id=g:624160
Ol’seviche	id=g:624161
Ol’seviche	id=g:624162
Ol’sa	id=g:624163
Ol’sa	id=g:624164
Ol’nitsa	id=g:624165
Al’many	id=g:624166
Ol’manskaya Koshana	id=g:624167
Ol’kovichi	id=g:624168
Ol’khovtsy	id=g:624169
Al’khowtsy	id=g:624170
Ol’khovoye	id=g:624171
Ol’khovo	id=g:624172
Ol’khovka	id=g:624173
Ol’khovka	id=g:624174
Ol’khovka	id=g:624175
Ol’khovka	id=g:624176
Ol’khovaya	id=g:624177
Ol’govtsy	id=g:624178
Ol’gomel’	id=g:624179
Ol’ginyany-Malyye	id=g:624180
Oleynikovo	id=g:624181
Oleskoye	id=g:624182
Oleshonki	id=g:624183
Oleshkovichi Pervyye	id=g:624184
Oleshkovichi	id=g:624185
Olenets	id=g:624186
Olen’	id=g:624187
Olëkshitsa	id=g:624188
Stantsiya Olekhnovichi	id=g:624189
Olekhnoviche	id=g:624190
Ola	id=g:624191
Okuninovo	id=g:624192
Kastrychnitski Rayon	id=g:624193
Kastrychnitski Rayon	id=g:624194
Kastrychnitski Rayon	id=g:624195
Kastrychnitski Rayon	id=g:624196
Aktsyabrski Rayon	id=g:624197
Oktyabr’skiy	id=g:624198
Aktsyabrski	id=g:624199
Oktyabr’	id=g:624200
Oktyabr’	id=g:624201
Oktyabr’	id=g:624202
Oktyabr’	id=g:624203
Oktyabr’	id=g:624204
Oktyabr’	id=g:624205
Aktsyabr	id=g:624206
Okra	id=g:624207
Okopy	id=g:624208
Ozero Okono	id=g:624209
Okono	id=g:624210
Okono	id=g:624211
Okono	id=g:624212
Okono	id=g:624213
Okolovo	id=g:624214
Okol’niki	id=g:624215
Okolitsa Yanushevshchizna	id=g:624216
Okolitsa Vel’butovo	id=g:624217
Okolitsa Vaydagi	id=g:624218
Okolitsa Sosnovitsa	id=g:624219
Okolitsa Skladantsy	id=g:624220
Okolitsa Nosovichi	id=g:624221
Okolitsa Mitskantsy	id=g:624222
Okolitsa Machuntsy	id=g:624223
Okolitsa Korkutsyany	id=g:624224
Okolitsa Khodosy	id=g:624225
Okolitsa Bludeml’	id=g:624226
Okolitsa Balatniki	id=g:624227
Okmyanitsa	id=g:624228
Akhova	id=g:624229
Okhotichi	id=g:624230
Okhonovo	id=g:624231
Okhobnya	id=g:624232
Okanovichi	id=g:624233
Okachy	id=g:624234
Ogryzki	id=g:624235
Ogrodniki	id=g:624236
Ogrodniki	id=g:624237
Ogovo	id=g:624238
Ogorodnya-Gomel’skaya	id=g:624239
Ogorodniki	id=g:624240
Ogorodniki	id=g:624241
Ogorodniki	id=g:624242
Ogorodniki	id=g:624243
Ogorodniki	id=g:624244
Ogorodniki	id=g:624245
Aharodniki	id=g:624246
Ogorodniki	id=g:624247
Ogordniki	id=g:624248
Ogolitska Rudnya	id=g:624249
Ogolichi	id=g:624250
Ahinski Kanal	id=g:624251
Ahdemyer	id=g:624252
Aharevichy	id=g:624253
Oferovshchina	id=g:624254
Adryzhyn	id=g:624255
Odrinki	id=g:624256
Odnopol’ye	id=g:624257
Odkup	id=g:624258
Odel’sk	id=g:624259
Odakhovshchina	id=g:624260
Ochizha	id=g:624261
Ocheso-Rudnya	id=g:624262
Obukhovshchina	id=g:624263
Obukhovo	id=g:624264
Obukhovo	id=g:624265
Obukhovichi	id=g:624266
Ozero Obsterno	id=g:624267
Obryn’ Velikiy	id=g:624268
Obryn’ Malyy	id=g:624269
Obryn’	id=g:624270
Obruv	id=g:624271
Obrub	id=g:624272
Abrova	id=g:624273
Obrezkovo	id=g:624274
Obrab	id=g:624275
Obolyanka	id=g:624276
Obolon’ye	id=g:624277
Ozero Obole	id=g:624278
Obol’	id=g:624279
Obol’	id=g:624280
Obol’	id=g:624281
Obl’tsy	id=g:624282
Obidovichi	id=g:624283
Obidemlya	id=g:624284
Obel’kovichi	id=g:624285
Obech	id=g:624286
Obchuga	id=g:624287
Obchin	id=g:624288
Obcheye	id=g:624289
Obcha	id=g:624290
Obali	id=g:624291
Nyankuv	id=g:624292
Nudichi	id=g:624293
Novyy Svet	id=g:624294
Novyy Svet	id=g:624295
Novyy Svet	id=g:624296
Novyy Sverzhen’	id=g:624297
Novyy Strumen’	id=g:624298
Novyy Stepanov	id=g:624299
Novyy Sokol	id=g:624300
Novyy Selets	id=g:624301
Novyy Rozhan	id=g:624302
Novyy Radin	id=g:624303
Novyy Put’	id=g:624304
Novyy Put’	id=g:624305
Novyy Posëlok Pervyy	id=g:624306
Novyy Posëlok	id=g:624307
Novy Pahost	id=g:624308
Novyy Perevoz	id=g:624309
Novyy Ostrov	id=g:624310
Novyy Nakhov	id=g:624311
Novyy Myadel’	id=g:624312
Novyy Mosin	id=g:624313
Novyy Mokrets	id=g:624314
Novyy Mir	id=g:624315
Novyy Mir	id=g:624316
Novyy Mazalov	id=g:624317
Novyy Lyubuzh	id=g:624318
Novyy Lenin	id=g:624319
Novyy Kryvsk	id=g:624320
Novyy Krupets	id=g:624321
Novyy Kholoblin	id=g:624322
Novyy Katichev	id=g:624323
Novyy Gostov	id=g:624324
Novyy Gorodok	id=g:624325
Novyy Fol’vark	id=g:624326
Novyye Zhuravichi	id=g:624327
Novyye Zharki	id=g:624328
Sovkhoz Novyye Zelenki	id=g:624329
Novyye Voykhani	id=g:624330
Novyye Velichkovichi	id=g:624331
Novyye Terushki	id=g:624332
Novyye Tereshkovichi	id=g:624333
Novyye Stayki	id=g:624334
Novyye Slizhi	id=g:624335
Novyye Priborki	id=g:624336
Novyye Pirevichi	id=g:624337
Novyye Pechki	id=g:624338
Novyye Mezhany	id=g:624339
Novyye Malynichi	id=g:624340
Novyye Maksimovichi	id=g:624341
Novyye Lyady	id=g:624342
Novyye Luki	id=g:624343
Novyye Luki	id=g:624344
Novyye Kryuki	id=g:624345
Novyye Klenki	id=g:624346
Novyye Khrakovichi	id=g:624347
Novyye Kholmy	id=g:624348
Novyye Ivaki	id=g:624349
Novyye Isayevichi	id=g:624350
Novyye Gromyki	id=g:624351
Novyye Grinki	id=g:624352
Novyye Golovchitsy	id=g:624353
Novyye Gantsevichi	id=g:624354
Novyye Gaby	id=g:624355
Novyye Falichi	id=g:624356
Novyye Dyatlovichi	id=g:624357
Novyye Duntsy	id=g:624358
Novyye Dorogi	id=g:624359
Novyye Domamerichi	id=g:624360
Novyye Chemodany	id=g:624361
Novyye Botanichi	id=g:624362
Novyye Belichi	id=g:624363
Novyye Bakharevichi	id=g:624364
Novyye Avdeyenki	id=g:624365
Novyy Dvor	id=g:624366
Novyy Dvor	id=g:624367
Novyy Dvor	id=g:624368
Novy Dvor	id=g:624369
Novy Dvor	id=g:624370
Novyy Dedin	id=g:624371
Novyy Bykhov	id=g:624372
Novyy Bych	id=g:624373
Novyy Barsuk	id=g:624374
Novy Karatsk	id=g:624375
Novy Dvur	id=g:624376
Novy Dvur	id=g:624377
Novozer’ye	id=g:624378
Novozemovo	id=g:624379
Novo-Zalitvin’ye	id=g:624380
Novo-Zakharopol’ye	id=g:624381
Novoye Zhuknëvo	id=g:624382
Novoye Zapolov’ye	id=g:624383
Novoye Zales’ye	id=g:624384
Novoye Zaborov’ye	id=g:624385
Novoye Yanchino	id=g:624386
Novoye Selo	id=g:624387
Novoye Selo	id=g:624388
Novoye Selo	id=g:624389
Novoye Selo	id=g:624390
