Gilroy Community Day School	id=g:7237700
Constitution Marsh Audubon Center And Sanctuary	id=g:7239716
Union Cemetery	id=g:7239717
Parker-Ramsey Cemetery	id=g:7239718
Brown's Landing Cemetery	id=g:7239719
Richland Village Cemetery	id=g:7239720
Salmon River Cemetery	id=g:7239721
Gilbert Hill Cemetery	id=g:7239722
Stowell Drive Cemetery	id=g:7239723
Pekin Cemetery	id=g:7239724
Chateaugay Cemetery	id=g:7239725
Fort Ontario Cemetery	id=g:7239726
River of Life Assembly of God Church	id=g:7239727
Jersey City Engine Company Number 3 (historical)	id=g:7239728
Mayfield Mobile Home Park	id=g:7239729
Rex Hill Mobile Home Park	id=g:7239730
Trailer Village	id=g:7239731
Barberton Trailer Park (historical)	id=g:7239732
Bear's Mobile Home Park	id=g:7239733
Boal's Trailer Park	id=g:7239734
Comet Trailer Park	id=g:7239735
Coventry Estates	id=g:7239736
Derby Downs	id=g:7239737
Highland Mobile Home Park	id=g:7239738
Midway Trailer Court	id=g:7239739
Nemes Trailer Park	id=g:7239740
Plaza Trailer Court	id=g:7239741
Shamrock Trailer Park	id=g:7239742
Blossom Cemetery	id=g:7239743
South Road Rural Cemetery	id=g:7239744
Clifford Cemetery	id=g:7239745
Butterfly Cemetery	id=g:7239746
New Haven Rural Cemetery	id=g:7239747
New Haven United Methodist Church	id=g:7239748
Albion Center Cemetery	id=g:7239749
West Amboy Cemetery	id=g:7239750
Hannibal Center Cemetery	id=g:7239751
Hannibal Cemetery	id=g:7239752
Fairdale Rural Cemetery	id=g:7239753
Granby Center Cemetery	id=g:7239754
Palermo Center Cemetery	id=g:7239755
Gilberts Mills Cemetery	id=g:7239756
Roosevelt Cemetery	id=g:7239757
Upsons Corners Cemetery	id=g:7239758
Caughdenoy Cemetery	id=g:7239759
Mallory Cemetery	id=g:7239760
Union Settlement Cemetery	id=g:7239761
Amboy Center Cemetery	id=g:7239762
Kinney Family Plot	id=g:7239763
Constantia Center Cemetery	id=g:7239764
McAllister Cemetery	id=g:7239765
Toad Harbor Cemetery	id=g:7239766
Lakeside Rural Cemetery	id=g:7239767
Bernhards Bay Methodist Church	id=g:7239768
Cleveland Cemetery	id=g:7239769
Trinity Episcopal Cemetery	id=g:7239770
Pulaski Cemetery	id=g:7239771
Mexico Village Cemetery	id=g:7239772
Colosse Cemetery	id=g:7239773
Colosse Baptist Church	id=g:7239774
Beth Schmidt Park	id=g:7239775
Morgan Place Park	id=g:7239776
Freedom Church	id=g:7239777
Prince of Peace Anglican Church	id=g:7239778
Brighton Theatre (historical)	id=g:7239779
Eckel Theatre (historical)	id=g:7239780
Kallet Genesee Theatre (historical)	id=g:7239781
Landmark Theatre	id=g:7239782
Palace Theatre	id=g:7239783
Paramount Theater (historical)	id=g:7239784
Riviera Theatre (historical)	id=g:7239785
Keith's Theatre (historical)	id=g:7239786
American Theatre (historical)	id=g:7239787
Oxford Theatre (historical)	id=g:7239788
Palace Theatre (historical)	id=g:7239789
Proctor's Theatre (historical)	id=g:7239790
State Theatre (historical)	id=g:7239791
Clovesville	id=g:7239792
Clovesville Bible Baptist Church	id=g:7239793
Clovesville Cemetery	id=g:7239794
Greenville Electric Generating Station	id=g:7239795
First Free Methodist Church	id=g:7239796
Cornerstone Connection Church	id=g:7239797
Blessed Sacrament Church	id=g:7239798
Midland Church of the Brethren	id=g:7239799
Saint John's Lutheran Church	id=g:7239800
Good Shepherd Evangelical Lutheran Church	id=g:7239801
Calvary Baptist Church	id=g:7239802
Wesley Chapel	id=g:7239803
Church of Jesus Christ of Latter Day Saints	id=g:7239804
Midland Reformed Church	id=g:7239805
Saint John's Episcopal Church	id=g:7239806
Trinity Lutheran Church	id=g:7239807
Aldersgate United Methodist Church	id=g:7239808
Chapel Lane Presbyterian Church	id=g:7239809
Holy Family Episcopal Church	id=g:7239810
Church of Christ	id=g:7239811
First Baptist Church	id=g:7239812
New Life Vineyard Church	id=g:7239813
Unitarian Universalist Church	id=g:7239814
Midland Baptist Church	id=g:7239815
Community Church of the Nazarene	id=g:7239816
United Church of Christ	id=g:7239817
Seventh-Day Adventist Church	id=g:7239818
Eagle Ridge Church of God	id=g:7239819
Sunrise Baptist Church	id=g:7239820
Assumption Catholic Church	id=g:7239821
Open Door Baptist Church	id=g:7239822
Faith Ministries Baptist Church	id=g:7239823
Emmanuel Baptist Church	id=g:7239824
Faith Wesleyan Church	id=g:7239825
Pentecostal Temple	id=g:7239826
Christian Celebration Center	id=g:7239827
Midland Evangelical Free Church	id=g:7239828
Community of Christ Church	id=g:7239829
Midland Baha'i Community	id=g:7239830
Temple Beth-El	id=g:7239831
Faith Christian Assembly Church	id=g:7239832
Christian Science Reading Room	id=g:7239833
Rainbow Park	id=g:7239834
Stone Haven Mobile Home Park	id=g:7239835
Converse Road Mobile Home Park	id=g:7239836
Galloway Trailer Park	id=g:7239837
Anchor Mobile Home Park	id=g:7239838
Chelsea Mobile Home Park	id=g:7239839
Cokes Ridge Mobile Home Park	id=g:7239840
Countryside Mobile Home Park	id=g:7239841
Diamond J Mobile Home Park	id=g:7239842
Frady's Mobile Home Park	id=g:7239843
Gaines Mobile Home Park	id=g:7239844
Heatherwood Mobile Home Park	id=g:7239845
Lakewood Mobile Home Park	id=g:7239846
McGreegor Downs	id=g:7239847
Mountain View Mobile Home Park	id=g:7239848
Oasis Trailer Park	id=g:7239849
Palmetto West Mobile Home Park	id=g:7239850
Pinebrook Mobile Home Community	id=g:7239851
Reynolds Mobile Home Park	id=g:7239852
Thorn Ridge Mobile Home Park	id=g:7239853
Wellford Estates	id=g:7239854
Whitlock Park	id=g:7239855
Oakwood Village	id=g:7239856
Brookville Lakes Estates	id=g:7239857
McMahan Mobile Home Park	id=g:7239858
New Lebanon Mobile Home Park	id=g:7239859
Sunny Acres Mobile Home Park	id=g:7239860
Pineview Estates	id=g:7239861
Shady Acres Mobile Home Court	id=g:7239862
Shady Lawn Mobile Park	id=g:7239863
Voyager Village West	id=g:7239864
Woods Mobile Home Park	id=g:7239865
Gem City Estates	id=g:7239866
Maple Grove Mobile Home Park	id=g:7239867
Crown Village Mobile Park	id=g:7239868
Harmony Mobile Home Park	id=g:7239869
Cains Mobile Home Park	id=g:7239870
Castlewood Trailer Court	id=g:7239871
Circle Z Mobile Home Park	id=g:7239872
Hide A Way Mobile Home Park	id=g:7239873
Ideal Mobile Home Park	id=g:7239874
Lamme-Moraine Mobile Home Park	id=g:7239875
Laws Mobile Home Park	id=g:7239876
Catalpa Grove Mobile Home Park	id=g:7239877
Avondale Trailer Court	id=g:7239878
Timberlane Mobile Village	id=g:7239879
Drive In Mobile Home Park	id=g:7239880
Four Oaks Mobile Home Park	id=g:7239881
Keenan Avenue Mobile Home Park	id=g:7239882
Linda's Web Mobile Home Park	id=g:7239883
Deerpark Village	id=g:7239884
Woodland Hills Mobile Home Park	id=g:7239885
American Trailer Park	id=g:7239886
Dixie View Trailer Park	id=g:7239887
Main Meadows Mobile Home Park	id=g:7239888
Shook's Riverside Mobile Home Park	id=g:7239889
Lord of New Life Lutheran Church	id=g:7239890
Jefferson Avenue Church of God	id=g:7239891
First Church of Christ Scientist	id=g:7239892
Saint Timothy Lutheran Church	id=g:7239893
Midland Church of Christ	id=g:7239894
Jehovah's Witnesses	id=g:7239895
Our Savior Lutheran Church	id=g:7239896
Cross of Christ Lutheran Church	id=g:7239897
Free Methodist Church of Midland	id=g:7239898
Holy Scripture Lutheran Church	id=g:7239899
Ninety Six Cemetery	id=g:7239900
Deyo Cemetery	id=g:7239901
Oneida Lake Cemetery	id=g:7239902
Fenner Cemetery	id=g:7239903
Smith's Ridge Cemetery	id=g:7239904
Walker Corners Cemetery	id=g:7239905
Anguish Family Cemetery	id=g:7239906
Fyler Cemetery	id=g:7239907
Gates Cemetery	id=g:7239908
Harrington Cemetery	id=g:7239909
Sullivan Cemetery	id=g:7239910
Perryville Cemetery	id=g:7239911
Allis Cemetery	id=g:7239912
Walnut Grove Cemetery	id=g:7239913
Clockville Rural Cemetery	id=g:7239914
Cranson Cemetery	id=g:7239915
West Hill Cemetery	id=g:7239916
Bethel Cemetery	id=g:7239917
Saint Agnes Catholic Cemetery	id=g:7239918
Haight Cemetery	id=g:7239919
Chittenango Falls Cemetery	id=g:7239920
Needham Cemetery	id=g:7239921
Welsh Church Cemetery	id=g:7239922
Weaver Cemetery	id=g:7239923
Tog Hill Cemetery	id=g:7239924
Bliss Cemetery	id=g:7239925
Morrisville Rural Cemetery	id=g:7239926
Davis Corners Cemetery	id=g:7239927
Old Peterboro Cemetery	id=g:7239928
Peterboro Village Cemetery	id=g:7239929
Eisaman Corners Cemetery	id=g:7239930
Siloam Cemetery	id=g:7239931
Munnsville Village Cemetery	id=g:7239932
Madison Village Cemetery	id=g:7239933
Old Meeting House Hill Cemetery	id=g:7239934
New Woodstock Baptist Church Cemetery	id=g:7239935
Erieville Cemetery	id=g:7239936
Lebanon Valley Cemetery	id=g:7239937
West Eaton Village Cemetery	id=g:7239938
Eaton Village Cemetery	id=g:7239939
Colgate Cemetery	id=g:7239940
Poolville Rural Cemetery	id=g:7239941
Hamilton Center Cemetery	id=g:7239942
Graham Cemetery	id=g:7239943
North Brookfield Cemetery	id=g:7239944
Quaker Hill Cemetery	id=g:7239945
Brookfield Rural Cemetery	id=g:7239946
Leonardsville Cemetery	id=g:7239947
West Edmeston Cemetery	id=g:7239948
Waterman Cemetery	id=g:7239949
South Brookfield Memorial Park	id=g:7239950
Earlville Cemetery	id=g:7239951
Hazard Corners Cemetery	id=g:7239952
Upper Lisle Cemetery	id=g:7239953
Center Lisle Cemetery	id=g:7239954
Lisle Cemetery	id=g:7239955
Mount Hunger Cemetery	id=g:7239956
Dorchester Cemetery	id=g:7239957
Green Cemetery	id=g:7239958
Page Brook Cemetery	id=g:7239959
Taft Cemetery	id=g:7239960
Hyde Street Cemetery	id=g:7239961
South Street Cemetery	id=g:7239962
Oak Hill Cemetery	id=g:7239963
Chrysler Road Cemetery	id=g:7239964
Broas Family Cemetery	id=g:7239965
Choconut Center Cemetery	id=g:7239966
East Maine Cemetery	id=g:7239967
Baptist Church Cemetery	id=g:7239968
Glen Castle Cemetery	id=g:7239969
Ragsdale Road Mobile Home Park	id=g:7239970
Town And Country Mobile Home Park	id=g:7239971
Circle J Park	id=g:7239972
Manchester Mobile Home Park	id=g:7239973
Southgate Park	id=g:7239974
White Oak Trailer Park	id=g:7239975
Green Acres Mobile Home Park	id=g:7239976
Shady Grove Mobile Home Park	id=g:7239977
Stacey Anns Mobile Home Park	id=g:7239978
Summitville Trailer Park	id=g:7239979
Dimmick Hill Cemetery	id=g:7239980
Collins-Hall Cemetery	id=g:7239981
Sanitaria Springs Cemetery	id=g:7239982
Standley Cemetery	id=g:7239983
State Road Cemetery	id=g:7239984
Lord Road Cemetery	id=g:7239985
Vestal Center Cemetery	id=g:7239986
Vestal Park Cemetery	id=g:7239987
Willis Cemetery	id=g:7239988
Tiona	id=g:7239989
Memorial School	id=g:7239990
Brady Hill Cemetery	id=g:7239991
Hawleyton Cemetery	id=g:7239992
Conklin Center Cemetery	id=g:7239993
Corbettsville Cemetery	id=g:7239994
Levee Family Cemetery	id=g:7239995
Finch Family Cemetery	id=g:7239996
Methodist Church Cemetery	id=g:7239997
Riverside Cemetery	id=g:7239998
Riley Farm Cemetery	id=g:7239999
Windsor Village Cemetery	id=g:7240000
South Windsor Cemetery	id=g:7240001
East Windsor Cemetery	id=g:7240002
Old South Windsor Cemetery	id=g:7240003
Danville Cemetery	id=g:7240004
McClure Cemetery	id=g:7240005
Sanford Cemetery	id=g:7240006
Loomis Hill Cemetery	id=g:7240007
Saint Patrick Ryan Church	id=g:7240008
La Porte United Methodist Church	id=g:7240009
Add Post Office (historical)	id=g:7240010
Alger Post Office (historical)	id=g:7240011
Ammy Post Office (historical)	id=g:7240012
Antepast Post Office (historical)	id=g:7240013
Ayers Branch	id=g:7240014
Bar Creek Post Office (historical)	id=g:7240015
Barger Post Office (historical)	id=g:7240016
Benge Post Office (historical)	id=g:7240017
Bernice Post Office (historical)	id=g:7240018
Bernice Post Office (historical)	id=g:7240019
Big Creek Institute (historical)	id=g:7240020
Big Creek Post Office	id=g:7240021
Big Hill	id=g:7240022
Big Lick Branch	id=g:7240023
Big Rock Branch	id=g:7240024
Bluehole Post Office (historical)	id=g:7240025
Bluehole Post Office (historical)	id=g:7240026
Boston Gap Cemetery	id=g:7240027
Botto Post Office (historical)	id=g:7240028
Bright Shade Post Office (historical)	id=g:7240029
Brown Mission Cemetery	id=g:7240030
Brutus Post Office (historical)	id=g:7240031
Buck Branch	id=g:7240032
Burns Post Office (historical)	id=g:7240033
Caution Post Office (historical)	id=g:7240034
Cedral Post Office (historical)	id=g:7240035
Cherry Tree Lookout Tower	id=g:7240036
Pigeon Roost Post Office (historical)	id=g:7240037
Chestnutburg Post Office (historical)	id=g:7240038
Clark-Dun Well Hollow	id=g:7240039
Clay County High School	id=g:7240040
Coder Gap	id=g:7240041
Collins Station (historical)	id=g:7240042
Creekville Post Office (historical)	id=g:7240043
Culton Post Office (historical)	id=g:7240044
Dory Post Office (historical)	id=g:7240045
East Manchester Post Office (historical)	id=g:7240046
Elvira Post Office (historical)	id=g:7240047
Erline Post Office (historical)	id=g:7240048
Ethel Post Office (historical)	id=g:7240049
Fall Rock Post Office	id=g:7240050
Felty Post Office (historical)	id=g:7240051
Flatwoods	id=g:7240052
Fogerton Post Office (historical)	id=g:7240053
Ford Branch	id=g:7240054
Fuston Branch	id=g:7240055
Gardner Post Office (historical)	id=g:7240056
Garrard Post Office	id=g:7240057
Grace Post Office (historical)	id=g:7240058
Gray Fork	id=g:7240059
Greenbriar Branch	id=g:7240060
Greenbriar Presbyterian Church	id=g:7240061
Head of Bullskin School (historical)	id=g:7240062
Hector Post Office (historical)	id=g:7240063
Hensley Post Office (historical)	id=g:7240064
High Knob Post Office (historical)	id=g:7240065
Hogskin School	id=g:7240066
Hollingsworth Post Office (historical)	id=g:7240067
Hoskins Knob	id=g:7240068
House's Store Post Office (historical)	id=g:7240069
Hurd Branch	id=g:7240070
Ice Cliff Post Office (historical)	id=g:7240071
Ivy Point	id=g:7240072
Jacks Creek Post Office (historical)	id=g:7240073
Lebanon	id=g:7240074
Left Fork Dry Branch	id=g:7240075
Lincoln Post Office (historical)	id=g:7240076
Lockards Post Office (historical)	id=g:7240077
Lucey Branch	id=g:7240078
Malcolm Post Office (historical)	id=g:7240079
Maupin Gap Branch	id=g:7240080
Memorial Hospital	id=g:7240081
Mill Creek Church	id=g:7240082
Mill Pond Post Office (historical)	id=g:7240083
Mission of Mercy Church	id=g:7240084
Mount Welcome Post Office (historical)	id=g:7240085
The Narrows	id=g:7240086
Tinker Branch	id=g:7240087
Tinker Post Office (historical)	id=g:7240088
Trixie Post Office (historical)	id=g:7240089
Upper Horse Creek	id=g:7240090
Urban Post Office (historical)	id=g:7240091
Van Camp Post Office (historical)	id=g:7240092
Vine Post Office (historical)	id=g:7240093
Wages Post Office (historical)	id=g:7240094
Walker Knob	id=g:7240095
Wells Branch	id=g:7240096
Whitmore Branch	id=g:7240097
Wildcat Post Office (historical)	id=g:7240098
Willowdale Post Office (historical)	id=g:7240099
Yeager Branch	id=g:7240100
Charley Fork Dry Branch	id=g:7240101
Chestnutburg School	id=g:7240102
Deer Lick Post Office (historical)	id=g:7240103
Joshua Post Office (historical)	id=g:7240104
Little Furnace Creek	id=g:7240105
Lower Rader School	id=g:7240106
Marcum Post Office (historical)	id=g:7240107
Minton Branch	id=g:7240108
Seth Post Office (historical)	id=g:7240109
Silvermine Ridge	id=g:7240110
Asher Fork Post Office (historical)	id=g:7240111
Bishop Bend	id=g:7240112
Byron Post Office (historical)	id=g:7240113
Eros Post Office (historical)	id=g:7240114
Goose Rock Post Office	id=g:7240115
Hooker Post Office (historical)	id=g:7240116
Lipps Post Office (historical)	id=g:7240117
Orchard Knob	id=g:7240118
Pleasant Valley	id=g:7240119
Safe Post Office (historical)	id=g:7240120
Smallwood Post Office (historical)	id=g:7240121
Mouth of Hector	id=g:7240122
Mouth of Little Sextons Creek	id=g:7240123
Mullins Branch	id=g:7240124
Murry	id=g:7240125
Narrows Post Office (historical)	id=g:7240126
Needmore Branch	id=g:7240127
Newberry Hill	id=g:7240128
Newfound Post Office (historical)	id=g:7240129
Ogle Post Office (historical)	id=g:7240130
Old Stable Creek	id=g:7240131
Oneida Post Office	id=g:7240132
Oneida Seventh Day Adventist Church	id=g:7240133
Orford Railroad Station (historical)	id=g:7240134
Panco Post Office (historical)	id=g:7240135
Pancone Post Office (historical)	id=g:7240136
Park Valley	id=g:7240137
Plank Post Office (historical)	id=g:7240138
Ponder Post Office (historical)	id=g:7240139
Portersburg Post Office (historical)	id=g:7240140
Red Bird Hospital	id=g:7240141
Right Fork Island Creek	id=g:7240142
Road Run Post Office (historical)	id=g:7240143
Robinson School (historical)	id=g:7240144
Rock Gap Branch	id=g:7240145
Sacker Gap Post Office (historical)	id=g:7240146
Sams Branch	id=g:7240147
Sandlin Branch	id=g:7240148
Seeley Post Office (historical)	id=g:7240149
Sexton Creek Post Office	id=g:7240150
Sextons Creek Post Office	id=g:7240151
Sharp Branch	id=g:7240152
Shed Branch	id=g:7240153
Shin Bone Branch	id=g:7240154
Shop Bottom Branch	id=g:7240155
Sibert Post Office (historical)	id=g:7240156
Sidell Post Office (historical)	id=g:7240157
Skidmore Post Office (historical)	id=g:7240158
Sourwood Post Office (historical)	id=g:7240159
Spice Gap	id=g:7240160
Spring Creek Post Office (historical)	id=g:7240161
Spurlock Post Office (historical)	id=g:7240162
Stone Coal Branch	id=g:7240163
Taft Post Office (historical)	id=g:7240164
Tanard Hollow	id=g:7240165
Tanksley Post Office (historical)	id=g:7240166
Teges Post Office (historical)	id=g:7240167
Anchor Post Office (historical)	id=g:7240168
Artemus High School (historical)	id=g:7240169
Avis	id=g:7240170
Bailey School (historical)	id=g:7240171
Baker Cemetery	id=g:7240172
Baker School (historical)	id=g:7240173
Barbourville Post Office	id=g:7240174
