Temple Ner Tamid	id=g:6334684
New Beginning Free Will Baptist Church	id=g:6336645
Saint Pius V Catholic Church	id=g:6336646
First Korean Baptist Church	id=g:6336647
Fullerton Alliance Church	id=g:6336648
Grace Bible Chapel	id=g:6336649
New Wine Church	id=g:6336650
Orangethorpe Christian Church	id=g:6336651
Saint Luke Lutheran Church	id=g:6336652
Saint Philips Church	id=g:6336653
True Love Lutheran Church	id=g:6336654
West Fullerton Baptist Church	id=g:6336655
Bat Nha Buddhist Temple	id=g:6336656
Bethel Baptist Church	id=g:6336657
Brown Temple Christian Methodist Episcopal Church	id=g:6336658
Calvary Lutheran Church	id=g:6336659
Canaan Presbyterian Church	id=g:6336660
Graceland Community Baptist Church	id=g:6336661
Immaculate Heart of Mary Church	id=g:6336662
New Hope Community Church	id=g:6336663
Newhope Assembly of God Church	id=g:6336664
Saint Barbara's Catholic Church	id=g:6336665
Vietnamese American Baptist Church	id=g:6336666
Vietnamese First Christian Church	id=g:6336667
Wintersburg Presbyterian Church	id=g:6336668
First Baptist Church of Tustin	id=g:6336669
First Baptist Church	id=g:6336670
First Presbyterian Church	id=g:6336671
Kingdom Hall of Jehovahs Witnesses	id=g:6336672
Korean Christian Reformed Church	id=g:6336673
Mid-Cities Baptist Church	id=g:6336674
Vietnamese Full Gospel Church	id=g:6336675
Westminster Foursquare Church	id=g:6336676
Asamblea Apostolica Sion	id=g:6336677
Broadway Baptist Church	id=g:6336678
Episcopal Church of the Messiah	id=g:6336679
First Presbyterian Church	id=g:6336680
First United Methodist Church	id=g:6336681
Iglesia Bautista Vida Eterna	id=g:6336682
Iglesia De Cristo	id=g:6336683
Iglesia De Los Hermanos	id=g:6336684
Neighborhood Church	id=g:6336685
Our Lady of Guadalupe Church	id=g:6336686
Our Lady of Guadalupe Delhi Church	id=g:6336687
Saint Anne's Church	id=g:6336688
Seventh Day Adventist Church	id=g:6336689
Trinity Cristo Rey Church	id=g:6336690
First United Methodist Church	id=g:6336691
Kingdom Hall of Jehovahs Witnesses	id=g:6336692
Central Baptist Church	id=g:6336693
Evangelical Free Church of Huntington Beach	id=g:6336694
Faith Lutheran Church	id=g:6336695
Huntington Beach Baptist Church	id=g:6336696
Newland First Samoan Congregational Church	id=g:6336697
Pacific Coast Community Church	id=g:6336698
Saint Wilfrid's Episcopal Church	id=g:6336699
Friends Community Church	id=g:6336700
Vietnamese Alliance Church	id=g:6336701
Bethany Bible Fellowship Church	id=g:6336702
Christ Church of Westminster	id=g:6336703
Church of Jesus Christ of Latter Day Saints	id=g:6336704
Holy Trinity Episcopal Church	id=g:6336705
Rejoice Community Church	id=g:6336706
Saint Anselm's Episcopal Church	id=g:6336707
Saint Callistus Catholic Church	id=g:6336708
Saint Columban Catholic Church	id=g:6336709
Saint Olaf Lutheran Church	id=g:6336710
Saint Paul's Lutheran Church	id=g:6336711
Seventh Day Adventist Church	id=g:6336712
Vietnamese Presbyterian Church	id=g:6336713
Village Bible Church	id=g:6336714
Apostolic Church of Orange	id=g:6336715
Calvary Temple	id=g:6336716
Christ Lutheran Church of Orange	id=g:6336717
Covenant Family Fellowship Church	id=g:6336718
Covenant Presbyterian Church	id=g:6336719
Evangelical Free Church	id=g:6336720
First Christian Church of Orange	id=g:6336721
First Presbyterian Church	id=g:6336722
First United Methodist Church	id=g:6336723
Holy Family Cathedral	id=g:6336724
Immanuel Lutheran Church	id=g:6336725
Kingdom Hall of Jehovahs Witnesses	id=g:6336726
La Purisma Catholic Church	id=g:6336727
Orange Covenant Church	id=g:6336728
Orange Hills Baptist Church	id=g:6336729
Orange Seventh Day Adventist Church	id=g:6336730
Our Saviour's Lutheran Church	id=g:6336731
Reorganized Church of Jesus Christ of Latter Day Saints	id=g:6336732
Saint John's Lutheran Church	id=g:6336733
Trinity Episcopal Church	id=g:6336734
Congregation Adat Hamashiach Makomshalom	id=g:6336735
First Baptist Church of Santa Ana	id=g:6336736
First Christian Church of Santa Ana	id=g:6336737
Getsemani Church	id=g:6336738
Mantantiales De Vida	id=g:6336739
Saint Peter Lutheran Church	id=g:6336740
Santa Ana Congregational Church	id=g:6336741
Seventh Day Adventist Church	id=g:6336742
Temple Beth Sholom	id=g:6336743
Iglesia Biblica Fundamental	id=g:6336744
Impact Church	id=g:6336745
La Habra Four Square Mission	id=g:6336746
La Habra Hills Presbyterian Church	id=g:6336747
La Habra Seventh Day Adventist Church	id=g:6336748
La Habra United Methodist Church	id=g:6336749
Blessed Sacrament Episcopal Church	id=g:6336750
Holy Cross Melkite Greek Church	id=g:6336751
Placentia Presbyterian Church	id=g:6336752
Radha Raman Vedic Temple	id=g:6336753
Saint Joseph Catholic Church	id=g:6336754
First Baptist Church of Yorba Linda	id=g:6336755
Our Lady of Guadalupe Roman Catholic Church	id=g:6336756
Brazilian Evangelical Church	id=g:6336757
Chapman Avenue Baptist Church	id=g:6336758
Choonghyun Presbyterian Church	id=g:6336759
Church of Christ	id=g:6336760
Church of Christ of Garden Grove	id=g:6336761
Church of Jesus Christ of Latter Day Saints	id=g:6336762
Cross County Christian Church	id=g:6336763
Evangelical Formosan Church	id=g:6336764
Evangelical Free Church	id=g:6336765
First Baptist Church of Garden Grove	id=g:6336766
First Christian Church	id=g:6336767
First Presbyterian Church	id=g:6336768
Formosan Presbyterian Church	id=g:6336769
Garden Grove Church of God	id=g:6336770
Garden Grove Friends Church	id=g:6336771
Garden Grove Korean Church	id=g:6336772
Garden Grove Samoan Assembly Church	id=g:6336773
Garden Grove United Methodist Church	id=g:6336774
Glory Korean Methodist Church	id=g:6336775
King of Kings Lutheran Church	id=g:6336776
Lien Hoa Temple	id=g:6336777
Lighthouse Christian Church	id=g:6336778
Newland Street Church of Christ	id=g:6336779
Orange County Chinese Christian Church	id=g:6336780
Orange County Young Nak Presbyterian Church	id=g:6336781
Our Redeemer Lutheran Church	id=g:6336782
Saint Anne's Catholic Church	id=g:6336783
Christ Lutheran Church	id=g:6336784
Fairview Community Church	id=g:6336785
Harbor Light Christian Church	id=g:6336786
Iglesia De Nazareno	id=g:6336787
Lighthouse Coastal Community Church	id=g:6336788
Saint Joachim Church	id=g:6336789
Saint John's Episcopal Church	id=g:6336790
Saint Mary Armenian Church	id=g:6336791
South Coast Christian Church	id=g:6336792
Brea Baptist Church	id=g:6336793
Brea United Methodist Church	id=g:6336794
Jehovah Yireh Baptist Church	id=g:6336795
Landmark Missionary Baptist Church	id=g:6336796
Saint Angela Merici Catholic Church	id=g:6336797
California Martus Church	id=g:6336798
Church of Jesus Christ of Latter Day Saints	id=g:6336799
Dongshin Presbyterian Church	id=g:6336800
First Baptist Church of Fullerton	id=g:6336801
First Christian Church	id=g:6336802
First Church of Religious Science	id=g:6336803
First Presbyterian Church	id=g:6336804
Fullerton First Lutheran Church	id=g:6336805
Fullerton First United Methodist Church	id=g:6336806
Hanmaum Presbyterian Church	id=g:6336807
Korean Methodist Church	id=g:6336808
Orange Korean Church	id=g:6336809
Saint Andrews Episcopal Church	id=g:6336810
Saint Juliana Falconieri Catholic Church	id=g:6336811
Saint Mary's Catholic Church	id=g:6336812
Saint Stephen's Lutheran Church	id=g:6336813
Spiritual Rock Church	id=g:6336814
Alta Vista Baptist Mission	id=g:6336815
Community Bible Church	id=g:6336816
Crossroads Community Church	id=g:6336817
Emanuel Lutheran Church	id=g:6336818
Family Bible Church	id=g:6336819
First Fundamental Bible Church	id=g:6336820
First Missionary Baptist Church	id=g:6336821
Heights Evangelical Free Church	id=g:6336822
Saint Anthony Claret Catholic Church	id=g:6336823
Saint John Maron Church	id=g:6336824
Saint Justin the Martyr Church	id=g:6336825
Saint Verena Coptic Orthodox Church	id=g:6336826
First Southern Baptist Church	id=g:6336827
Unity Church of Anaheim	id=g:6336828
West Anaheim United Methodist Church	id=g:6336829
Anaheim First Church of the Nazarene	id=g:6336830
Anaheim Korean Church of the Nazarene	id=g:6336831
Church of Jesus Christ of Latter Day Saints	id=g:6336832
Seventh Day Adventist Church	id=g:6336833
Universal Church	id=g:6336834
Bethany Church	id=g:6336835
Bethel Baptist Church	id=g:6336836
Church of Christ	id=g:6336837
Church of Christ	id=g:6336838
Church of the Nazarene	id=g:6336839
First Presbyterian Church	id=g:6336840
Four Square Gospel Church (historical)	id=g:6336841
Free Methodist Episcopal Church (historical)	id=g:6336842
Grace Lutheran Church	id=g:6336843
Iglesia De Dios	id=g:6336844
Saint Boniface Roman Catholic Church	id=g:6336845
Saint Michael's Episcopal Church	id=g:6336846
White Temple Methodist Episcopal Church (historical)	id=g:6336847
Zion Evangelical Lutheran Church	id=g:6336848
Christ Church by the Sea	id=g:6336849
First Church of Christ Scientist	id=g:6336850
Our Lady of Mount Carmel Catholic Church	id=g:6336851
Saint Bonaventure Church	id=g:6336852
Saint James Anglican Church	id=g:6336853
Saint John Vianney Chapel	id=g:6336854
Harbour Community Church	id=g:6336855
Saint Mary's by the Sea Church	id=g:6336856
Church of Jesus Christ of Latter Day Saints	id=g:6336857
First Christian Church	id=g:6336858
First Church of Christ Scientist	id=g:6336859
First Methodist Episcopal Church (historical)	id=g:6336860
First United Methodist Church	id=g:6336861
Rosemead Foursquare Church	id=g:6336862
Rosemead Korean Seventh Day Adventist Church	id=g:6336863
Rosemead United Methodist Church	id=g:6336864
Testimony of Christ Mission	id=g:6336865
Zion Lutheran Church	id=g:6336866
Church of Our Saviour	id=g:6336867
Gideon Foursquare Church	id=g:6336868
Saint Anthony's Catholic Church	id=g:6336869
Saint Sava Serbian Orthodox Church	id=g:6336870
San Gabriel Presbyterian Church	id=g:6336871
Unity Church of San Gabriel	id=g:6336872
San Marino Congregational Church	id=g:6336873
Saint George Orthodox Church	id=g:6336874
San Antonio Heights Community Church	id=g:6336875
Calvary Chapel of the Chino Valley	id=g:6336876
Centro De Fe Iglesia	id=g:6336877
Chino Spanish Seventh Day Adventist Church	id=g:6336878
Chino United Methodist Church	id=g:6336879
Church of Jesus Christ of Latter Day Saints	id=g:6336880
Christ Lutheran Church	id=g:6336881
First United Reformed Church	id=g:6336882
Mexican Congregational Church	id=g:6336883
Our Lady of Guadalupe Church	id=g:6336884
Portuguese Speaking Seventh Day Adventist Church	id=g:6336885
Saint Margaret Mary Church	id=g:6336886
Prayer Tower Ministries	id=g:6336887
Anaheim United Methodist Church	id=g:6336888
Christian Fellowship Church of Orange County	id=g:6336889
Church In Anaheim	id=g:6336890
Church of Christ	id=g:6336891
Church of Christ	id=g:6336892
Faith Lutheran Church of Anaheim	id=g:6336893
First Baptist Church of Anaheim	id=g:6336894
First Congregational Church	id=g:6336895
Orange Avenue Baptist Church	id=g:6336896
Prince of Peace Lutheran Church	id=g:6336897
Rohthem Presbyterian Church	id=g:6336898
Iglesia Del Nazareno	id=g:6336899
Light of Love Mission Church	id=g:6336900
Mount Olive Lutheran Church	id=g:6336901
Pasadena Alliance Church	id=g:6336902
Pasadena Christian Church	id=g:6336903
Pasadena Jewish Center	id=g:6336904
Pasadena Mennonite Church	id=g:6336905
Shinji Shumeikai of America	id=g:6336906
Trinity Presbyterian Church	id=g:6336907
Victory Bible Church of Pasadena	id=g:6336908
Saint Edmund's Episcopal Church	id=g:6336909
Saints Felicitas and Perpetua Church	id=g:6336910
Countryside Baptist Church	id=g:6336911
First Christian Church - Disciples of Christ	id=g:6336912
Gainesville Community of Christ	id=g:6336913
Grace Baptist Church	id=g:6336914
Gainesville Church of God	id=g:6336915
Living Faith Fellowship	id=g:6336916
Faith Presbyterian Church	id=g:6336917
Annunciation Church	id=g:6336918
Arcadia Bible Church	id=g:6336919
Arcadia Congregational Church	id=g:6336920
Arcadia Friends Church	id=g:6336921
Bread of Life Church	id=g:6336922
Calvary Grace Church	id=g:6336923
Episcopal Church of the Transfiguration	id=g:6336924
Iglesia Faro De Luz Pentecoste	id=g:6336925
Serbian Orthodox Church of Christ	id=g:6336926
Village Presbyterian Church	id=g:6336927
Vineyard Christian Fellowship Church	id=g:6336928
Church of Jesus Christ of Latter Day Saints	id=g:6336929
First Baptist Church of Rosemead	id=g:6336930
First Evangelical Church	id=g:6336931
Kingdom Hall of Jehovahs Witnesses	id=g:6336932
Open Bible Church	id=g:6336933
Rosemead Christian Center	id=g:6336934
Rosemead Christian Church	id=g:6336935
Rosemead Church of the Nazarene	id=g:6336936
Church of the Nazarene	id=g:6336937
Church of Jesus Christ of Latter Day Saints	id=g:6336938
Cornerstone Bible Church	id=g:6336939
First Christian Church	id=g:6336940
Glendora Alliance Church	id=g:6336941
Grace Episcopal Church	id=g:6336942
Hope Lutheran Church	id=g:6336943
Loraine Avenue Baptist Church	id=g:6336944
Saint Dorothy's Church	id=g:6336945
United Methodist Church of Glendora	id=g:6336946
All Nation's Seventh Day Adventist Church	id=g:6336947
Antioch Church	id=g:6336948
Bethlehem Temple Apostolic Church	id=g:6336949
Calvary Road Baptist Church	id=g:6336950
First Baptist Church	id=g:6336951
First Church of the Nazarene	id=g:6336952
Greater Ambassador Church of God	id=g:6336953
Immaculate Conception Church	id=g:6336954
Fourth Presbyterian Church (historical)	id=g:6336955
Saint Andrew's Methodist Episcopal Church (historical)	id=g:6336956
Kingdom Hall of Jehovahs Witnesses	id=g:6336957
New Beginnings Baptist Church	id=g:6336958
Olive Branch Church	id=g:6336959
Open Door Church of God in Christ	id=g:6336960
Saint Luke's Episcopal Church	id=g:6336961
Saint Paul's Lutheran Church	id=g:6336962
San Gabriel Valley Methodist Church	id=g:6336963
Armenian Church of the Nazarene	id=g:6336964
Armenian Cilcia Congregational Church	id=g:6336965
Church of Jesus Christ of Latter Day Saints	id=g:6336966
First Church of the Nazarene	id=g:6336967
Zion Hope Baptist Church	id=g:6336968
Academy of the Sacred Heart Chapel	id=g:6336969
New Orleans Baptist Theological Seminary Chapel	id=g:6336970
Berean Presbyterian Church	id=g:6336971
Carrollton Presbyterian Church	id=g:6336972
Foothills Community Church	id=g:6336973
Church of the Recessional	id=g:6336974
Faith Center Church	id=g:6336975
Church of Jesus Christ of Latter Day Saints	id=g:6336976
Church of God	id=g:6336977
Broadway Methodist Church	id=g:6336978
First United Methodist Church	id=g:6336979
First Southern Baptist Church	id=g:6336980
Church of the Brethren	id=g:6336981
First Baptist Church	id=g:6336982
Zion Lutheran Church	id=g:6336983
Glendale Seventh Day Adventist Church	id=g:6336984
Vallejo Drive Seventh Day Adventist Church	id=g:6336985
Masjid Al - Aman	id=g:6336986
Calvary Bible Presbyterian Church	id=g:6336987
Second Church of Christ Scientist	id=g:6336988
Temple Sinai	id=g:6336989
Salem Lutheran Church	id=g:6336990
Grandview Presbyterian Church	id=g:6336991
First Church of the United Brethren	id=g:6336992
First Brethren Church	id=g:6336993
Church of Christ	id=g:6336994
Saint Matthews Lutheran Church	id=g:6336995
West Glendale Community Church	id=g:6336996
Lake Street Church of the Nazarene	id=g:6336997
Arcadia Presbyterian Church	id=g:6336998
Church of the Good Shepherd	id=g:6336999
Congregation Shaarei Torah	id=g:6337000
Mandarin Baptist Church	id=g:6337001
Victory Chapel	id=g:6337002
Church of Jesus Christ of Latter Day Saints	id=g:6337003
Emmanuel Baptist Church	id=g:6337004
First Assembly of God Church	id=g:6337005
First Presbyterian Church	id=g:6337006
Indonesian Evangelical Church	id=g:6337007
Saint Francis of Rome Church	id=g:6337008
Chinese Alliance Bible Church	id=g:6337009
Church of Christ	id=g:6337010
Church of the Foothills	id=g:6337011
Saint Gregory's Episcopal Church	id=g:6337012
Saint Joseph Church	id=g:6337013
Saint Luke's Evangelical Lutheran Church	id=g:6337014
Saint Maria Goretti Church	id=g:6337015
Saint Paul's Lutheran Church	id=g:6337016
Truett Memorial Baptist Church	id=g:6337017
University Baptist Church	id=g:6337018
Berea Baptist Church	id=g:6337019
Morrison United Methodist Church	id=g:6337020
Elohim Judah Ministries	id=g:6337021
Faith World	id=g:6337022
Catholic Community of Saint Paul	id=g:6337023
Leesburg Deliverance Center	id=g:6337024
Leesburg First Assembly of God	id=g:6337025
Glendale Presbyterian Church	id=g:6337026
Central Christian Church	id=g:6337027
United Community Church	id=g:6337028
Church of Christ	id=g:6337029
Bethel Chapel Assembly of God Church	id=g:6337030
Glendale Missionary Baptist Church	id=g:6337031
First Church of Christ Scientist	id=g:6337032
Free Methodist Church	id=g:6337033
Glendale Community Church of God	id=g:6337034
First Congregational Church	id=g:6337035
Immanuel Baptist Church	id=g:6337036
Pacific Avenue Methodist Church	id=g:6337037
Church of the Holy Family	id=g:6337038
Christian and Missionary Alliance Church	id=g:6337039
Parkview Christian Church	id=g:6337040
First Lutheran Church	id=g:6337041
Kingdom Hall of Jehovahs Witnesses	id=g:6337042
Glendale Gospel Chapel	id=g:6337043
Glendale Foursquare Church	id=g:6337044
