La Colpa	id=g:3695937
Pampas del Cenizo	id=g:3698601
Pampas del Cenizo	id=g:3698602
Río Cenepa	id=g:3698603
Cender	id=g:3698604
Cementera Muro	id=g:3698605
Celtiberia	id=g:3698606
Provincia de Celendín	id=g:3698607
Celendín	id=g:3698608
Ceibo Mocho	id=g:3698609
Quebrada Ceibal	id=g:3698610
Cedropampa	id=g:3698611
Isla Cedro	id=g:3698612
Cedro	id=g:3698613
Cecilia	id=g:3698614
Quebrada Cebruna	id=g:3698615
Cebadin	id=g:3698616
Quebrada Cazaderos	id=g:3698617
Cazaderos	id=g:3698618
Río Cayumba	id=g:3698619
Cayumba	id=g:3698620
Cerro Cayreg	id=g:3698621
Caypanda	id=g:3698622
Pampa Caylán	id=g:3698623
Cerros Caylán	id=g:3698624
Cayen	id=g:3698625
Quebrada Cayanya	id=g:3698626
Cayanchal	id=g:3698627
Cayán	id=g:3698628
Cayan	id=g:3698629
Cayaltí	id=g:3698630
Cayalti	id=g:3698631
Cayanca	id=g:3698632
Cavur	id=g:3698633
Cavache	id=g:3698634
Río Cautahuan	id=g:3698635
Cerro Cauque	id=g:3698636
Caupar	id=g:3698637
Quebrada Cauluy Grande	id=g:3698638
Cerro Caulle	id=g:3698639
Cerros Caullamaca	id=g:3698640
Cauday	id=g:3698641
Mesetas del Caucho	id=g:3698642
Cerro Caucho	id=g:3698643
Caucaya	id=g:3698644
Caucau	id=g:3698645
Río de Catuden	id=g:3698646
Quebrada de Catuay	id=g:3698647
Río Caterpiza	id=g:3698648
Catán	id=g:3698649
Cerro Cataluco	id=g:3698650
Quebrada Catalina	id=g:3698651
Punta Catalina	id=g:3698652
Cerros Catalina	id=g:3698653
Catalina	id=g:3698654
Catalina	id=g:3698655
Catalán	id=g:3698656
Catache	id=g:3698657
Catacaos	id=g:3698658
Catacaos	id=g:3698659
Catac	id=g:3698660
Casura	id=g:3698661
Cerro Casupe	id=g:3698662
Casupe	id=g:3698663
Pampas de Castro	id=g:3698664
Playa El Castillo	id=g:3698665
Huaca del Castillo	id=g:3698666
Loma Castilla	id=g:3698667
Castilla	id=g:3698668
Castilla	id=g:3698669
Castilla	id=g:3698670
Castilla	id=g:3698671
Castilla	id=g:3698672
Castaneda	id=g:3698673
Castaña	id=g:3698674
Caspizapa	id=g:3698675
Casman	id=g:3698676
Río Casma	id=g:3698677
Provincia de Casma	id=g:3698678
Bahía de Casma	id=g:3698679
Casma	id=g:3698680
Casma	id=g:3698681
Quebrada de Casitas	id=g:3698682
Quebrada Casitas	id=g:3698683
Casitas	id=g:3698684
Casitas	id=g:3698685
Playa La Casita	id=g:3698686
Cashuahuay	id=g:3698687
Cerro Cashua	id=g:3698688
Cashua	id=g:3698689
Río Cashiboya	id=g:3698690
Cashiboya	id=g:3698691
Río Cashibo	id=g:3698692
Cerros Cashibara	id=g:3698693
Quebrada Cashapite	id=g:3698694
Cerro Cashapite	id=g:3698695
Río Cashapampa	id=g:3698696
Cashamano	id=g:3698697
Cerro Casha	id=g:3698698
Casgabamba	id=g:3698699
Río Casga	id=g:3698700
Cerro Caseríos	id=g:3698701
Río Cascay	id=g:3698702
Cascay	id=g:3698703
Río Cascas	id=g:3698704
Cascas	id=g:3698705
Cascapara	id=g:3698706
Hacienda Cascapampa	id=g:3698707
Cerro Cascamache	id=g:3698708
Cascamache	id=g:3698709
Cascajal Derecho	id=g:3698710
Río del Cascajal	id=g:3698711
Río Cascajal	id=g:3698712
Cascajal	id=g:3698713
Cascajal	id=g:3698714
Cascajal	id=g:3698715
Cascajal	id=g:3698716
Minas de Cascabamba	id=g:3698717
Casca	id=g:3698718
Cerro Casas Viejas	id=g:3698719
Casas Negras	id=g:3698720
La Rosada	id=g:3698721
Casaraná	id=g:3698722
Casapampa	id=g:3698723
Cerro Casanacunca	id=g:3698724
Casana	id=g:3698725
Cerro Cashamatanga	id=g:3698726
Casa Grande	id=g:3698727
Casa Grande	id=g:3698728
Casa Grande	id=g:3698729
Casa Grande	id=g:3698730
Casa Embarrada	id=g:3698731
Casa de Torta	id=g:3698732
Casa de Chapana	id=g:3698733
Casa Corral	id=g:3698734
Casa Blanqueada	id=g:3698735
Casa Blanca	id=g:3698736
Casa Blanca	id=g:3698737
Casa Blanca	id=g:3698738
Casa Blanca	id=g:3698739
Casa Blanca	id=g:3698740
Casa Blanca	id=g:3698741
Casa Blanca	id=g:3698742
Cartavio	id=g:3698743
Cartavio	id=g:3698744
Cartajena	id=g:3698745
Cartagena	id=g:3698746
Cartagena	id=g:3698747
Quebrada el Carrizo	id=g:3698748
Quebrada Carrizo	id=g:3698749
Jaguay Carrizo	id=g:3698750
El Carrizo	id=g:3698751
Carrizo	id=g:3698752
El Carrizo	id=g:3698753
El Carrizo	id=g:3698754
Quebrada Carrizalillo	id=g:3698755
Quebrada Carrizalillo	id=g:3698756
Cerro Carrizalillo	id=g:3698757
Carrizalillo	id=g:3698758
Jaguay Carrizal Grande	id=g:3698759
Jaguay Carrizales	id=g:3698760
Carrizales	id=g:3698761
Carrizal	id=g:3698762
Río Carrizal	id=g:3698763
Quebrada Carrizal	id=g:3698764
Quebrada Carrizal	id=g:3698765
Quebrada Carrizal	id=g:3698766
Jaguay Carrizal	id=g:3698767
Cerro Carrizal	id=g:3698768
Cerro Carrizal	id=g:3698769
Cerro Carrizal	id=g:3698770
Cerro Carrizal	id=g:3698771
Carrizal	id=g:3698772
Carrizal	id=g:3698773
Hacienda Carrizal	id=g:3698774
Carrizal	id=g:3698775
Carrizal	id=g:3698776
Carrizal	id=g:3698777
Carrizal	id=g:3698778
Carrizal	id=g:3698779
Carricillo	id=g:3698780
Cerro Carretero	id=g:3698782
Carretera Patapo	id=g:3698783
Cerro Carretera	id=g:3698784
Cerro Carretera	id=g:3698785
Carrasquillo	id=g:3698786
Carrasquillo	id=g:3698787
Cerro Carrampón	id=g:3698788
Quebrada de Carpitas	id=g:3698789
Cerro Carpitas	id=g:3698790
Paso Carpish	id=g:3698791
Cerro Carpinteros	id=g:3698792
Cerro Carpintero	id=g:3698793
Cerro Carpintero	id=g:3698794
Carpinteros	id=g:3698795
Carpa	id=g:3698796
Carolina	id=g:3698797
Carolina	id=g:3698798
Caroancho	id=g:3698799
Hacienda Carniche Bajo	id=g:3698800
Carniche Alto	id=g:3698801
Cerro Carnerito Grande	id=g:3698802
Carmuchi	id=g:3698803
Cerro Carmona	id=g:3698804
Cerro El Carmen	id=g:3698805
Cármen	id=g:3698806
Carmen	id=g:3698807
Carmelo	id=g:3698808
Quebrada La Carmela	id=g:3698809
Cerro Carmela	id=g:3698810
Carita	id=g:3698811
Cari Pampa	id=g:3698812
Provincia de Carhuaz	id=g:3698813
Carhuaz	id=g:3698814
Carhuaquero	id=g:3698815
Carhuapampa	id=g:3698816
Cardonsol	id=g:3698817
Despoblado Cardo Mocho	id=g:3698818
Pampa Cardo Grande	id=g:3698819
Pampa Cardo Grande	id=g:3698820
Cerro Cardo de León	id=g:3698821
Quebrada el Cardo	id=g:3698822
Quebrada El Cardo	id=g:3698823
Quebrada del Cardo	id=g:3698824
Pampa El Cardo	id=g:3698825
Cerro Cardo	id=g:3698826
Cerro Cardo	id=g:3698827
Cerro Cardo	id=g:3698828
Cerro Cardo	id=g:3698829
Cardalito	id=g:3698830
Cardalito	id=g:3698831
Pampa Cardales	id=g:3698832
Cardal	id=g:3698833
Cardal	id=g:3698834
Cerro la Carcel	id=g:3698835
Carcarrillo	id=g:3698836
Cerro Carbon	id=g:3698837
Quebrada Carbajal	id=g:3698838
Carbajal	id=g:3698839
Corazón de María	id=g:3698840
Carás	id=g:3698841
Caray	id=g:3698842
Caravelí	id=g:3698843
Charasmamá	id=g:3698844
Carash	id=g:3698845
Cerro Carapamba	id=g:3698846
Caramarca	id=g:3698847
Carahuasi	id=g:3698848
Cara de Gato	id=g:3698849
Quebrada Caracucho	id=g:3698850
Caracucho	id=g:3698851
Hacienda Caracucho	id=g:3698852
Quebrada Caracoles	id=g:3698853
Quebrada del Caracol	id=g:3698854
Cerro Caracol	id=g:3698855
Cerro Carachanhuana	id=g:3698856
Caracha	id=g:3698857
Quebrada Caracal	id=g:3698858
Vega Calabazo	id=g:3698859
Río Carabambita	id=g:3698860
Río Carabamba	id=g:3698861
Carabamba	id=g:3698862
Quebrada Capullana	id=g:3698863
Punta Capullana	id=g:3698864
Cerro Capullana	id=g:3698865
Capullana	id=g:3698866
Capuli	id=g:3698867
Capsol	id=g:3698868
Capricho	id=g:3698869
Capote	id=g:3698870
Capote	id=g:3698871
Río Capones	id=g:3698872
Boca de Capones	id=g:3698873
Capitan Montes	id=g:3698874
Capitán Hoyle	id=g:3698875
Capitan Concha	id=g:3698876
Capitan Carlos Martinez de Pinillos	id=g:3698877
Capitán Bezada	id=g:3698878
Punta Capitala	id=g:3698879
Quebrada Capirona	id=g:3698880
Laguna Capirona	id=g:3698881
Capirona	id=g:3698882
Quebrada Capilla	id=g:3698883
Pampa Capilla	id=g:3698884
La Capilla	id=g:3698885
Capilla	id=g:3698886
Capillania	id=g:3698887
Capellanía	id=g:3698888
Capashio	id=g:3698889
Quebrada Capanahuillo	id=g:3698890
Quebrada Capanahuillo	id=g:3698891
Río Capanahua	id=g:3698892
Capanahua	id=g:3698893
Capanahua	id=g:3698894
Río Capahuari	id=g:3698895
Capahuari	id=g:3698896
Capachique	id=g:3698897
Canusán	id=g:3698898
Islotes Cantores	id=g:3698899
Canto León	id=g:3698900
Canto	id=g:3698901
Cantina	id=g:3698902
Cante	id=g:3698903
Cerro La Cantarilla	id=g:3698904
Canta Gallo	id=g:3698905
Cantagallo	id=g:3698906
Canrejera	id=g:3698907
Quebrada Canraz	id=g:3698908
Quebrada Canovitas	id=g:3698909
Canovas	id=g:3698910
Central Hidroeléctrica del Cañón del Pato	id=g:3698911
Laguna Cañoncillo	id=g:3698912
Cerro Cañoncillo	id=g:3698913
Quebrada Canoas	id=g:3698914
Cuchilla de Canoas	id=g:3698915
Cerro Canoas	id=g:3698916
Canoas	id=g:3698917
Canoas	id=g:3698918
Canizal	id=g:3698919
Cerro Canincara	id=g:3698920
Cangrejo	id=g:3698921
Río Cangaza	id=g:3698922
Cangaza	id=g:3698923
Río Cangaima	id=g:3698924
Río Canga	id=g:3698925
Río Candungos	id=g:3698926
Canduall Bajo	id=g:3698927
Río Canchis	id=g:3698928
Canchas	id=g:3698929
Río Canchaque	id=g:3698930
Canchaque	id=g:3698931
Canchahuayo	id=g:3698932
Cancas	id=g:3698933
Quebrada Cañaveralito	id=g:3698934
Quebrada Cañaveral	id=g:3698935
Cañaveral	id=g:3698936
Cerros las Cañas	id=g:3698937
Cerro Cañas	id=g:3698938
Cañas	id=g:3698939
Cañaris	id=g:3698940
Cañaris	id=g:3698941
Río Cananya	id=g:3698942
Caña Loma	id=g:3698943
Canales	id=g:3698944
Quebrada Caña Dulce	id=g:3698945
Quebrada Cañadulce	id=g:3698946
Cañadulce	id=g:3698947
Caña Cruz	id=g:3698948
Quebrada la Caña Brava	id=g:3698949
Quebrada Caña Brava	id=g:3698950
Quebrada Caña Brava	id=g:3698951
Jaguay Caña Brava	id=g:3698952
Cerro Caña Brava	id=g:3698953
Caña Brava	id=g:3698954
Caña Brava	id=g:3698955
Quebrada de la Caña	id=g:3698956
Camu-camu	id=g:3698957
Río Campuya	id=g:3698958
Campuya	id=g:3698959
Río Campulla	id=g:3698960
Cerro Campo Verde	id=g:3698961
Campo Verde	id=g:3698962
Campo Serio	id=g:3698963
Camporredondo	id=g:3698964
Cerros Campanquis	id=g:3698965
Campanillas	id=g:3698966
Campanilla	id=g:3698967
Cerro Campanas	id=g:3698968
Cerro Campanas	id=g:3698969
Cerro de Campanario	id=g:3698970
Cerro Campanario	id=g:3698971
Cerro Campanario	id=g:3698972
Cerro Campanario	id=g:3698973
Campanario	id=g:3698974
Punta Campana	id=g:3698975
Cerro Campana	id=g:3698976
Cerro Campana	id=g:3698977
Cerro Campana	id=g:3698978
Cerro Campana	id=g:3698979
Campana	id=g:3698980
Campana	id=g:3698981
Campamento Totoral	id=g:3698982
Campamento Palo Blanco	id=g:3698983
Campamento Lehy	id=g:3698984
Campamento	id=g:3698985
Río Camote	id=g:3698986
Quebrada Cameros	id=g:3698987
Río Camellón	id=g:3698988
Camellón	id=g:3698989
Cerro Lomo de Camello	id=g:3698990
Cambio Puente	id=g:3698991
Camball	id=g:3698992
Quebrada Camarones	id=g:3698993
Quebrada Camarones	id=g:3698994
Estero Camarones	id=g:3698995
Camarones	id=g:3698996
Cerro Camaculda	id=g:3698997
Calzón Urco	id=g:3698998
Cerro Calzón	id=g:3698999
Cerro Calzado	id=g:3699000
Calzada	id=g:3699001
Quebrada Calvo	id=g:3699002
Cerro Calvayuque	id=g:3699003
Río Calvas	id=g:3699004
Cerro Calvas	id=g:3699005
Calvas	id=g:3699006
Punta Calvario	id=g:3699007
Calvario	id=g:3699008
Calupe	id=g:3699009
Calunga	id=g:3699010
Calores	id=g:3699011
Calluán	id=g:3699012
Cerro Callingara	id=g:3699013
Callingara	id=g:3699014
Callhuas	id=g:3699015
Río Callhuan	id=g:3699016
Cerro Callejones	id=g:3699017
Callejones	id=g:3699018
Callejones	id=g:3699019
Cerro del Callejón	id=g:3699020
Callejon	id=g:3699021
Callayuc	id=g:3699022
Río Callería	id=g:3699023
Callao	id=g:3699024
Río Callancas	id=g:3699025
Callancas	id=g:3699026
Río Callanca	id=g:3699027
Callanca	id=g:3699028
Ruinas Callana Shaya	id=g:3699029
Paso de Callán	id=g:3699030
Callahuacán	id=g:3699031
Mina Callacuyan	id=g:3699032
Cerros de Calla Calla	id=g:3699033
Calla	id=g:3699034
Mina Caliza	id=g:3699035
Mina Caliza	id=g:3699036
Calipuy	id=g:3699037
Caleta Grau	id=g:3699038
Caleta Cruz	id=g:3699039
Caleta Chérrepe	id=g:3699040
Pampa Caleta	id=g:3699041
Caleta	id=g:3699042
Cerro Cabeza de León	id=g:3699043
Cerro Calera	id=g:3699044
Calera	id=g:3699045
Quebrada Calenya	id=g:3699046
Calemar	id=g:3699047
Caldereta	id=g:3699048
Calconga	id=g:3699049
Calchuday	id=g:3699050
Calcabamba	id=g:3699051
Calaveras	id=g:3699052
Calavera Grande	id=g:3699053
Calavera Grande	id=g:3699054
Cerros de la Calavera	id=g:3699055
Quebrada Calanloche	id=g:3699056
Punta Calanloche	id=g:3699057
Calamarca	id=g:3699058
Calamalca	id=g:3699059
Río Calaillo	id=g:3699060
Cerro Calabozo	id=g:3699061
Vega del Calabazo	id=g:3699062
Pampas del Calabazo	id=g:3699063
Altos de Calabazo	id=g:3699064
Calabazo	id=g:3699065
Calabazas	id=g:3699066
Cerro Calabacitos	id=g:3699067
Quebrada Calabacitas	id=g:3699068
Cerro de la Cal	id=g:3699069
Cajon	id=g:3699070
Isla Cajocuma	id=g:3699071
Playa Cajero Grande	id=g:3699072
Loma El Cajero	id=g:3699073
Cerro Cajatana	id=g:3699074
Cajas	id=g:3699075
Cajas	id=g:3699076
Cajas	id=g:3699077
Cajaruro	id=g:3699078
Cajaquis	id=g:3699079
Cerro Cajapuni	id=g:3699080
Cajapa	id=g:3699081
Cerro Cajamarquilla	id=g:3699082
Cajamarquilla	id=g:3699083
Río Cajamarca	id=g:3699084
Río Cajamarca	id=g:3699085
Provincia de Cajamarca	id=g:3699086
Departamento de Cajamarca	id=g:3699087
Cajamarca	id=g:3699088
Cajamarca	id=g:3699089
Cajamala	id=g:3699090
Cerro Caja Lobos	id=g:3699091
Cerro Caja Lobos	id=g:3699092
Cajalobos	id=g:3699093
Provincia de Cajabamba	id=g:3699094
Cajabamba	id=g:3699095
Cajabamba	id=g:3699096
Río Cainarache	id=g:3699097
Caín	id=g:3699098
Cailanayacu	id=g:3699099
Cerro Caihua	id=g:3699100
Quebrada de Caiguamarca	id=g:3699101
Cahuide	id=g:3699102
Río Cahuapanas	id=g:3699103
Río Cahuapanas	id=g:3699104
Cahuapanas	id=g:3699105
Islas Cahuacuri	id=g:3699106
Cahuacuri	id=g:3699107
Cahuacucho	id=g:3699108
Cahuac	id=g:3699109
Cahua	id=g:3699110
Cafetal	id=g:3699111
Café	id=g:3699112
Cadape	id=g:3699113
Cactuy	id=g:3699114
Quebrada Cacique	id=g:3699115
Río Cachiyaquillo	id=g:3699116
Río Cachiyacu	id=g:3699117
Río Cachiyacu	id=g:3699118
Cachiyacu	id=g:3699119
Cachiyacu	id=g:3699120
Cerro Cachiris	id=g:3699121
Cachiris	id=g:3699122
Cachipuerto	id=g:3699123
Cachipampa	id=g:3699124
Cachinche	id=g:3699125
Cachicoto	id=g:3699126
Cachicadán	id=g:3699127
Cachiaco	id=g:3699128
Cachaquito	id=g:3699129
Cachap	id=g:3699130
Quebrada Cachaco	id=g:3699131
Cachaco	id=g:3699132
Cachachi	id=g:3699133
Quebrada Caccha	id=g:3699134
Cerro Cacaturo	id=g:3699135
Cacaturo	id=g:3699136
Cacaturo	id=g:3699137
Cacatachi	id=g:3699138
Isla Cacao	id=g:3699139
Cerro Cacalón	id=g:3699140
Cacahuillo	id=g:3699141
Quebrada Cabuyo	id=g:3699142
Quebrada Cabuyal	id=g:3699143
Quebrada Cabuyal	id=g:3699144
Quebrada Cabuyal	id=g:3699145
Quebrada Cabuyal	id=g:3699146
Quebrada Cabuyal	id=g:3699147
Quebrada Cabuyal	id=g:3699148
Cerro Cabuyal	id=g:3699149
Cerro Cabuyal	id=g:3699150
Cabuyal	id=g:3699151
Cabuyal	id=g:3699152
Cabuyal	id=g:3699153
Cabuya	id=g:3699154
Cerro Cabullo	id=g:3699155
Cerro del Cabrero	id=g:3699156
Cabrería	id=g:3699157
Cabrería	id=g:3699158
Quebrada Cabrenia	id=g:3699159
Cabrejos	id=g:3699160
Cerro Cabras	id=g:3699161
Pampa Cabo Verde	id=g:3699162
Alto Cabo Verde	id=g:3699163
Cabo Verde	id=g:3699164
Cabo Verde	id=g:3699165
Cabo Inga	id=g:3699166
Quebrada Cabo Blanco	id=g:3699167
Punta Cabo Blanco	id=g:3699168
Cabo Blanco	id=g:3699169
Cerro Cabezón	id=g:3699170
Cerro Cabezón	id=g:3699171
Cerro Cabezon	id=g:3699172
Quebrada Cabeza de Vaca	id=g:3699173
Cerro Cabeza de Vaca	id=g:3699174
Cabeza de Vaca	id=g:3699175
Cabeza de Vaca	id=g:3699176
Cabeza de Vaca	id=g:3699177
Quebrada Cabeza de Toro	id=g:3699178
Cerro Cabeza de Toro	id=g:3699179
Cerro Cabeza del Toro	id=g:3699180
Cerro Cabeza de Capado	id=g:3699181
Cabeza	id=g:3699182
Quebrada de Cabana	id=g:3699183
Cabaña	id=g:3699184
Cabana	id=g:3699185
Río del Caballo Moro	id=g:3699186
Laguna Caballococha	id=g:3699187
Caballococha	id=g:3699188
Vega del Caballo	id=g:3699189
Pampa del Caballo	id=g:3699190
Quebrada Caballito	id=g:3699191
Cerro Caballito	id=g:3699192
Pampa La Victoria	id=g:3699193
Cerro los Burros	id=g:3699194
Burras	id=g:3699195
Quebrada Burgos	id=g:3699196
Quebrada Burgos	id=g:3699197
Burgos	id=g:3699198
Río Buncuya	id=g:3699199
Quebrada Bullosa	id=g:3699200
Buildibuyo	id=g:3699201
Cerro Buitres	id=g:3699202
Cerro Buitre	id=g:3699203
Cerro Buitres	id=g:3699204
Buitres	id=g:3699205
Loma Buitrera	id=g:3699206
Cerro Buitre	id=g:3699207
Cerro Buitres	id=g:3699208
Buitre	id=g:3699209
Quebrada Bufeo	id=g:3699210
Bufeo	id=g:3699211
Bufeo	id=g:3699212
Cerro Buenos Aires	id=g:3699213
Cerro Buenos Aires	id=g:3699214
Cerro Buenos Aires	id=g:3699215
Cerro Buenos Aires	id=g:3699216
Buenos Aires	id=g:3699217
Buenos Aires	id=g:3699218
Buenos Aires	id=g:3699219
Buenos Aires	id=g:3699220
Buenos Aires	id=g:3699221
Buenos Aires	id=g:3699222
Buenos Aires	id=g:3699223
Quebrada de Buena Vista	id=g:3699224
Buena Vista Baja	id=g:3699225
Buena Vista	id=g:3699226
Buenavista	id=g:3699227
Buena Vista	id=g:3699228
Buena Vista	id=g:3699229
Buena Vista	id=g:3699230
Buenavista	id=g:3699231
Buena Vista	id=g:3699232
Buena Vista	id=g:3699233
Buenaventura	id=g:3699234
Buena Fe	id=g:3699235
Cerro Brunos	id=g:3699236
Brunos	id=g:3699237
Punta Brujo Grabde	id=g:3699238
Punta del Brujo	id=g:3699239
Brocas	id=g:3699240
Brístol	id=g:3699241
Cerro Briceño	id=g:3699242
Briceño	id=g:3699243
Rio Breu	id=g:3699244
Breu	id=g:3699245
Bretaña	id=g:3699246
Breña	id=g:3699247
Río Breayacu	id=g:3699248
Brea-Pariñas	id=g:3699249
La Brea	id=g:3699250
Brazo Ramón	id=g:3699251
Río Brazo Ramón	id=g:3699252
Cerro Los Bravos	id=g:3699253
Cerro Bravo	id=g:3699254
Quebrada Brasil	id=g:3699255
Brasil	id=g:3699256
Río Bou	id=g:3699257
Quebrada Botija Rota	id=g:3699258
Cerro Botija Rota	id=g:3699259
Jaguay La Botija	id=g:3699260
Cerro Botija	id=g:3699261
Cerro Botija	id=g:3699262
Botador	id=g:3699263
Cerro Boro	id=g:3699264
Borja	id=g:3699265
Bordo Macho	id=g:3699266
Quebrada Boquerón	id=g:3699267
Boognesi	id=g:3699268
Provincia de Bongará	id=g:3699269
Río Boncuya	id=g:3699270
Bonaparte	id=g:3699271
Cerro Bomboncito	id=g:3699272
Cerro Bombón	id=g:3699273
Cerro Bombón	id=g:3699274
Quebrada Bombón	id=g:3699275
Bombo	id=g:3699276
Bomba de Pelingara	id=g:3699277
Cerro Bolsones	id=g:3699278
Bolsa del Diablo	id=g:3699279
Bolognesi	id=g:3699280
Bolognesi	id=g:3699281
Provincia de Bolívar	id=g:3699282
Bolívar	id=g:3699283
Bolívar	id=g:3699284
Quebrada Boliches	id=g:3699285
Cerro Bolas	id=g:3699286
Bodegones	id=g:3699287
Bocón	id=g:3699288
Boca Yavarí Mirím	id=g:3699289
Quebrada Bocapán	id=g:3699290
Bocapán	id=g:3699291
Bocana del Tongal	id=g:3699292
Bocanas	id=g:3699293
Bocana del Milagro	id=g:3699294
Bocana Del Griton	id=g:3699295
Bocana de Chao	id=g:3699296
Playa La Bocana	id=g:3699297
Laguna Bocana	id=g:3699298
Cerro Bocana	id=g:3699299
La Bocana	id=g:3699300
Boca de Tigre	id=g:3699301
Boca del Charán	id=g:3699302
Punta Boca de Ballena	id=g:3699303
Quebrada de Boca Chica	id=g:3699304
Boca Chica	id=g:3699305
Boca	id=g:3699306
Blas	id=g:3699307
Blanquita	id=g:3699308
Río Blanco	id=g:3699309
Río Blanco	id=g:3699310
Río Blanco	id=g:3699311
Punta Blanco	id=g:3699312
Médano Blanco	id=g:3699313
Cerro Blanco	id=g:3699314
Cerro Blanco	id=g:3699315
Cerro Blanco	id=g:3699316
Cerro Blanco	id=g:3699317
Cerro Blanco	id=g:3699318
Cerro Blanco	id=g:3699319
Cerro Blanco	id=g:3699320
Cerro Blanco	id=g:3699321
Cerro Blanco	id=g:3699322
Cabo Blanco	id=g:3699323
Barranco Blanco	id=g:3699324
Alto Blanco	id=g:3699325
Peñas Blancas	id=g:3699326
Lomas Blancas	id=g:3699327
Pampa Blanca Chutuco	id=g:3699328
Quebrada Blanca	id=g:3699329
Punta Blanca	id=g:3699330
Pampa Blanca	id=g:3699331
Pampa Blanca	id=g:3699332
Loma Blanca	id=g:3699333
Loma Blanca	id=g:3699334
Isla Blanca	id=g:3699335
Isla Blanca	id=g:3699336
Huaca Blanca	id=g:3699337
Huaca Blanca	id=g:3699338
Huaca Blanca	id=g:3699339
Cordillera Blanca	id=g:3699340
Cerro Bitín	id=g:3699341
Bitín	id=g:3699342
Río Biruya	id=g:3699343
Río Bigote	id=g:3699344
Río Bigote	id=g:3699345
Hacienda Bigote	id=g:3699346
Río Biavo	id=g:3699347
Quebrada Betilla	id=g:3699348
Isla Bernardino	id=g:3699349
Bernal	id=g:3699350
Berlín	id=g:3699351
Berlín	id=g:3699352
Berbenita	id=g:3699353
Benigno Barragan	id=g:3699354
Boca de Bendito	id=g:3699355
Bellveu	id=g:3699356
Bello Horizonte	id=g:3699357
Quebrada Bellavista	id=g:3699358
Cerro Bellavista	id=g:3699359
Bella Vista	id=g:3699360
Bellavista	id=g:3699361
Bellavista	id=g:3699362
Bellavista	id=g:3699363
Bellavista	id=g:3699364
Bellavista	id=g:3699365
Bellavista	id=g:3699366
Bellavista	id=g:3699367
Bellavista	id=g:3699368
Bellavista	id=g:3699369
Bellavista	id=g:3699370
Bellavista	id=g:3699371
Bellavista	id=g:3699372
Bellavista	id=g:3699373
Bellavista	id=g:3699374
Bellavista	id=g:3699375
Bellavista	id=g:3699376
Bellavista	id=g:3699377
Bellavista	id=g:3699378
Belisario	id=g:3699379
Belén	id=g:3699380
Belem	id=g:3699381
Belco	id=g:3699382
Quebrada Besucalito	id=g:3699383
Quebrada Bejucal	id=g:3699384
Bejucal	id=g:3699385
Bejucal	id=g:3699386
Cerro Bejucal	id=g:3699387
Becara	id=g:3699388
Bebederos	id=g:3699389
Bebedero	id=g:3699390
Quebrada Bazán	id=g:3699391
Bazán	id=g:3699392
Bayovar	id=g:3699393
Quebrada Baule	id=g:3699394
Batán Grande	id=g:3699395
Batanes	id=g:3699396
Batanes	id=g:3699397
Batán de Pilares	id=g:3699398
Batán de Piedra	id=g:3699399
Batancillo	id=g:3699400
Quebrada Batán	id=g:3699401
Quebrada Batán	id=g:3699402
Quebrada Batán	id=g:3699403
Cerro de Batán	id=g:3699404
Cerro Batán	id=g:3699405
Cerro Batán	id=g:3699406
Cerro Batán	id=g:3699407
Batán	id=g:3699408
Batán	id=g:3699409
Basilio	id=g:3699410
Bartra Nuevo	id=g:3699411
Quebrada Bartolo	id=g:3699412
Barro Negro	id=g:3699413
Barrios	id=g:3699414
Barrio Nuevo	id=g:3699415
Barrio Castilla	id=g:3699416
Barrio Bellavista	id=g:3699417
Barraza	id=g:3699418
Barranquita	id=g:3699419
Barranquita	id=g:3699420
Quebrada Barrancos	id=g:3699421
Cerro Barrancos	id=g:3699422
Barrancos	id=g:3699423
Quebrada Barranco Negro	id=g:3699424
Cerro Barranco Alto	id=g:3699425
Barranco	id=g:3699426
Barranca	id=g:3699427
Barranca	id=g:3699428
Quebrada Barnagan	id=g:3699429
Punta Barco Perdido	id=g:3699430
Cerro Barco	id=g:3699431
Cerro Barco	id=g:3699432
Barcia	id=g:3699433
Nevado Barcapalca	id=g:3699434
Cerros Barbones	id=g:3699435
Cerro Barbascal	id=g:3699436
Barbacobas	id=g:3699437
Quebrada Barbacobas	id=g:3699438
Barba	id=g:3699439
Río Baratillo	id=g:3699440
Baranes	id=g:3699441
Baradero	id=g:3699442
Quebrada Bapo	id=g:3699443
Punta Bapo	id=g:3699444
Baños	id=g:3699445
Banlanaque	id=g:3699446
Bandurria	id=g:3699447
Pampa La Bandera	id=g:3699448
Huacas de la Bandera	id=g:3699449
Huaca Bandera	id=g:3699450
Banco de la Canela	id=g:3699451
Bambas	id=g:3699452
Bambas	id=g:3699453
