Sperry's Restaurant	id=g:7288749
Clearwater Beach Family Aquatic Center	id=g:7306184
Clearwater Beach Recreation Complex	id=g:7306185
Cliff Stephens Park	id=g:7306186
Coachman Ridge Park	id=g:7306187
Cooper Bayou Park	id=g:7306188
Coopers Point Nature Park	id=g:7306189
Country Hollow Park	id=g:7306190
Countryside Community Park	id=g:7306191
Countryside Library Playground	id=g:7306192
Countryside Recreation Center	id=g:7306193
Countryside Sports Complex	id=g:7306194
Courtney Campbell Parkway	id=g:7306195
Cypress Bend Park	id=g:7306196
Cypress Point Park	id=g:7306197
D D Davis Park	id=g:7306198
David Martin Soccer Field	id=g:7306199
Del Oro Park	id=g:7306200
E. C. Moore Complex (1 - 7)	id=g:7306201
E. C. Moore Fields (8 - 9)	id=g:7306202
Edgewater Drive Park	id=g:7306203
Forest Run Park	id=g:7306204
Frank Tack Park	id=g:7306205
Garden Avenue Park	id=g:7306206
Glen Oaks Park	id=g:7306207
Glenwood Park	id=g:7306208
Harding Plaza	id=g:7306209
Henry L McMullen Tennis Complex	id=g:7306210
Hibiscus Lake	id=g:7306211
Hillcrest Park	id=g:7306212
Joe Dimaggio Fields	id=g:7306213
Kapok Park	id=g:7306214
Kings Highway Center	id=g:7306215
Lake Hobart South	id=g:7306216
Lawn Bowls and Shuffleboard Complex	id=g:7306217
Long Center	id=g:7306218
Mandalay Park	id=g:7306219
McKay Playfield	id=g:7306220
Memorial Causeway	id=g:7306221
Memorial Parks 1 and 2	id=g:7306222
Moccasin Lake Nature Park	id=g:7306223
Montclair Park	id=g:7306224
Morningside Recreation Complex	id=g:7306225
North Clearwater Nature Preserve	id=g:7306226
Northeast Coachman Park	id=g:7306227
Northwood Park	id=g:7306228
Pier 60 Park	id=g:7306229
Plaza Park	id=g:7306230
Ross Norton Recreation Complex	id=g:7306231
Salls Lake 1 and 2	id=g:7306232
Sand Key County Park	id=g:7306233
Sand Key Bayside Park	id=g:7306234
Soule Road Park	id=g:7306235
Spring Lake Park	id=g:7306236
State Street Park	id=g:7306237
Sunset Road Playfield	id=g:7306238
Sunset Sam Park at Island Estates	id=g:7306239
Terrace Lake	id=g:7306240
Town Place Park	id=g:7306241
U S 19 Soccer Practice Fields	id=g:7306242
Valencia Park	id=g:7306243
Woodgate Park	id=g:7306244
Broderick Recreation Center	id=g:7306245
Constitution Park	id=g:7306246
Del Bello Park	id=g:7306247
Duryea Park	id=g:7306248
White-Inyo Range	id=g:7306249
Dimmitt Community Center	id=g:7306250
Egan Park	id=g:7306251
Forbes Recreation Center	id=g:7306252
Gulfport Beach Area	id=g:7306253
Gulfport Recreation Center	id=g:7306254
Highland Family Aquatic Center	id=g:7306255
Lake Villa Park	id=g:7306256
McKenney Park	id=g:7306257
Sunset Beach Pavilion	id=g:7306258
Sunset Vista Park	id=g:7306259
Woodrow Avenue Park	id=g:7306260
Lido Park	id=g:7306261
Holland G Mangum Recreation Complex	id=g:7306262
Thelma Spitzer Park	id=g:7306263
Weckesser Park	id=g:7306264
Triangle Park	id=g:7306265
McLaughlin Park	id=g:7306266
Rosselli Park	id=g:7306267
Downtown Community Center and Park	id=g:7306268
Kingfish Park	id=g:7306269
Ian Tilmann Skatepark	id=g:7306270
Huffman Way Mini Park	id=g:7306271
Island Drive Mini Park	id=g:7306272
Fourteenth Avenue Mini Park	id=g:7306273
Hunter Park	id=g:7306274
Gardenia Park	id=g:7306275
Grass Plot	id=g:7306276
Wildwood Park	id=g:7306277
Fairview Park	id=g:7306278
Sunny Park	id=g:7306279
Rex Beach	id=g:7306280
The Mall	id=g:7306281
De Soto Park	id=g:7306282
Gaienne Park	id=g:7306283
Waterfall Park	id=g:7306284
Hallett Park	id=g:7306285
Park Avenue	id=g:7306286
Fountain Square	id=g:7306287
Magnolia Park	id=g:7306288
Magnolia Park	id=g:7306289
Magnolia Park	id=g:7306290
Thompson Park	id=g:7306291
Winston Park	id=g:7306292
22nd Street Park	id=g:7306293
AIDS Memorial Park	id=g:7306294
Al Lopez Park	id=g:7306295
Thirtyfirst Street Sports Complex	id=g:7306296
Seminole Tennis Club Park	id=g:7306297
Alfred "Al" Barnes Jr. Park	id=g:7306298
Al Palonis Park	id=g:7306299
Anderson Park	id=g:7306300
Babe Zaharias Golf Course	id=g:7306301
Bayshore Boulevard Linear Park	id=g:7306302
Ben T Davis Beach	id=g:7306303
Benito Park	id=g:7306304
Blackwater Hammock Park	id=g:7306305
Blake Trail	id=g:7306306
Alexander Park	id=g:7306307
Bobby Hicks Park	id=g:7306308
Borrell Park	id=g:7306309
Cal Dickson Tennis Center	id=g:7306310
Calvin Taylor Park	id=g:7306311
Cancer Survivors Plaza	id=g:7306312
Capaz Park	id=g:7306313
Centennial Park	id=g:7306314
Charles B Williams Park	id=g:7306315
Cheney Park	id=g:7306316
Columbus Statue Park	id=g:7306317
Convention Center Park	id=g:7306318
Copeland Park	id=g:7306319
Corona Park	id=g:7306320
Cotanchobee Fort Brooke Park	id=g:7306321
Curtis Hixon Park	id=g:7306322
Cypress Point Park	id=g:7306323
Cyrus Greene Park	id=g:7306324
David Barksdale Senior Citizen Center	id=g:7306325
David E West Park	id=g:7306326
Davis Island Park	id=g:7306327
Davis Island Seaplane Basin	id=g:7306328
Desoto Park	id=g:7306329
Dr. Martin Luther King Jr. Recreation Center	id=g:7306330
Duran Park	id=g:7306331
East Ybor Park	id=g:7306332
ELAPP Forty-Eight Park	id=g:7306333
Epps Park	id=g:7306334
Fair Oaks Park	id=g:7306335
Fernando Mesa Park	id=g:7306336
Forest Hills Park	id=g:7306337
Foster Park	id=g:7306338
Fred Ball Park	id=g:7306339
Freedom Park	id=g:7306340
Gadsden Park	id=g:7306341
George Bartholomew Center	id=g:7306342
Giddens Park	id=g:7306343
Grecco Softball Complex	id=g:7306344
Henry and Ola Park	id=g:7306345
Herman Massey Park	id=g:7306346
Aldermans Ford Park	id=g:7306347
Luvis Lake	id=g:7306348
Indian Spring Lake	id=g:7306349
High Point Elementary School	id=g:7306350
Big Salmon Falls	id=g:7306351
Brownes Creek	id=g:7306352
Salem Christian Church (historical)	id=g:7306353
Distant Fountain	id=g:7306354
East Fork Clearwater River	id=g:7306355
Metcalf Mountain	id=g:7306356
Nasukoin Lake	id=g:7306357
Currier House Historical Marker	id=g:7306358
Henry Stephens Memorial Library Historical Marker	id=g:7306359
Saint Patrick Church Historical Marker	id=g:7306360
Columbiaville Depot Historical Marker	id=g:7306361
United Methodist Church Historical Marker	id=g:7306362
William Peter Mansion Historical Marker	id=g:7306363
Ladies Library Hall Historical Marker	id=g:7306364
Lapeer County Historical Marker	id=g:7306365
Lapeer Public Library Historical Marker	id=g:7306366
Pioneer Bank Historical Marker	id=g:7306367
Tuttle House Historical Marker	id=g:7306368
Grand Trunk Depot Historical Marker	id=g:7306369
Imlay City Historical Marker	id=g:7306370
General Squire Park Historical Marker	id=g:7306371
Dryden Depot Historical Marker	id=g:7306372
Bryon Cemetery Historical Marker	id=g:7306373
Knaggs Bridge Area Historical Marker	id=g:7306374
Byron Historical Marker	id=g:7306375
Ellen May Tower Historical Marker	id=g:7306376
Spanish-American War Nurse Historical Marker	id=g:7306377
Michigan's First Coal Mine Historical Marker	id=g:7306378
Corunna Public Schools Historical Marker	id=g:7306379
Shiawassee Street School Historical Marker	id=g:7306380
First National Bank Historical Marker	id=g:7306381
Governor Andrew Parsons Historical Marker	id=g:7306382
Hugh McCurdy Historical Marker	id=g:7306383
Shiawassee County Courthouse Historical Marker	id=g:7306384
Durand Railroad History Historical Marker	id=g:7306385
Knights Templar Special Historical Marker	id=g:7306386
Durand Union Station Historical Marker	id=g:7306387
Judd's Corners Historical Marker	id=g:7306388
Saint Mary's Church Historical Marker	id=g:7306389
Methodist Episcopal Church Historical Marker	id=g:7306390
Birthplace of Thomas Edmund Dewey Historical Marker	id=g:7306391
Comstock Cabin Historical Marker	id=g:7306392
Curwood Castle Historical Marker	id=g:7306393
First Congregational Church and Society Historical Marker	id=g:7306394
Herman C Frieseke Historical Marker	id=g:7306395
Frederick Carl Frieseke Historical Marker	id=g:7306396
Old Perry Centre Historical Marker	id=g:7306397
Maple River Historical Marker	id=g:7306398
Central Utilities Building	id=g:7306399
Alumni House and Visitor Center	id=g:7306400
Ravine Center	id=g:7306401
Ravine Apartments	id=g:7306402
Arend D Lubbers Stadium	id=g:7306403
Icie Macy Hoobler Living Center	id=g:7306404
North Living Center	id=g:7306405
Edward J Frey Living Center	id=g:7306406
Richard M DeVos Living Center	id=g:7306407
Grace Olsen Kistler Living Center	id=g:7306408
James M Copeland Living Center	id=g:7306409
West Living Center	id=g:7306410
Robert Kleiner Commons	id=g:7306411
Robert C Pew Living Center	id=g:7306412
Arthur C Hills Living Center	id=g:7306413
William A Kirkpatrick Living Center	id=g:7306414
Dale Stafford Living Center	id=g:7306415
Maxine M Swanson Living Center	id=g:7306416
Bill and Sally Seidman Living Center	id=g:7306417
William F Pickard Living Center	id=g:7306418
Mackinac Hall	id=g:7306419
Manitou  Hall	id=g:7306420
The Commons	id=g:7306421
Ella Koeze Weed Living Center	id=g:7306422
Arnold C Ott Living Center	id=g:7306423
Paul A Johnson Living Center	id=g:7306424
Seymour and Esther Padnos Hall of Science	id=g:7306425
Loutit Lecture Hall	id=g:7306426
Henry Hall	id=g:7306427
Student Services Building	id=g:7306428
Little Mac Bridge	id=g:7306429
VanSteeland Arboretum	id=g:7306430
James H Zumberge Library	id=g:7306431
Lake Superior Hall	id=g:7306432
Lake Michigan Hall	id=g:7306433
Lake Ontario Hall	id=g:7306434
Seidman House	id=g:7306435
Lake Huron Hall	id=g:7306436
AuSable Hall	id=g:7306437
Alexander Calder Fine Arts Center	id=g:7306438
Calder Residence	id=g:7306439
Cook-DeWitt Center	id=g:7306440
Russel H Kirkhof Center	id=g:7306441
Cook Carillon Tower	id=g:7306442
Performing Arts Center	id=g:7306443
Laker Village Apartments	id=g:7306444
Campus Health Center	id=g:7306445
Ronald F VanSteeland Living Center	id=g:7306446
Mark A Murray Living Center	id=g:7306447
Glenn A Niemeyer West Living Center	id=g:7306448
Glenn A Niemeyer Honors Hall	id=g:7306449
Glenn A Niemeyer East Living Center	id=g:7306450
South Utilities Building	id=g:7306451
Grand Valley Apartments	id=g:7306452
Blending Landing Historical Marker	id=g:7306453
Interurban Depot Historical Marker	id=g:7306454
Jenison Museum Historical Marker	id=g:7306455
Central School Historical Marker	id=g:7306456
Grand Trunk Depot Historical Marker	id=g:7306457
Highland Park Association Historical Marker	id=g:7306458
Khardomah Lodge Historical Marker	id=g:7306459
Susan Hill Yerkes Historical Marker	id=g:7306460
Shipwrecks and the Coast Guard Historical Marker	id=g:7306461
The Escanaba Historical Marker	id=g:7306462
Cappon House Historical Marker	id=g:7306463
Isaac Cappon Historical Marker	id=g:7306464
Central Avenue Christian Reformed Church Historical Marker	id=g:7306465
Central Park Chapel Historical Marker	id=g:7306466
Dutch in Michigan Historical Marker	id=g:7306467
First United Methodist Church Historical Marker	id=g:7306468
Holland City Hall and Firehouse Number Two Historical Marker	id=g:7306469
Holland Post Office Historical Marker	id=g:7306470
Hope Church: Reformed Church in America Historical Marker	id=g:7306471
Hope College Historical Marker	id=g:7306472
Netherlands Museum Historical Marker	id=g:7306473
Ninth Street Christian Reformed Church Historical Marker	id=g:7306474
Ottawa Beach Historical Marker	id=g:7306475
Third Reformed Church Historical Marker	id=g:7306476
Van Raalte Farm Historical Marker	id=g:7306477
Van Vleck Hall Historical Marker	id=g:7306478
West Michigan Furniture Company Building Historical Marker	id=g:7306479
Western Theological Seminary Historical Marker	id=g:7306480
Noordeloos Historical Marker	id=g:7306481
Noordeloos Christian Reformed Church Historical Marker	id=g:7306482
Jamestown Reformed Church Historical Marker	id=g:7306483
South Olive Christian Reformed Church Historical Marker	id=g:7306484
Jacobus Klanderman Homestead Historical Marker	id=g:7306485
Holland Harbor Lighthouse Historical Marker	id=g:7306486
Holland Harbor Historical Marker	id=g:7306487
Marigold Lodge Historical Marker	id=g:7306488
Waukazoo Woods Historical Marker	id=g:7306489
DeWitt School Historical Marker	id=g:7306490
First Reformed Church Historical Marker	id=g:7306491
New Groningen Historical Marker	id=g:7306492
Jan Rabbers Historical Marker	id=g:7306493
Groningen Historical Marker	id=g:7306494
New Groningen Cemetery Historical Marker	id=g:7306495
Zeeland Cemetery Historical Marker	id=g:7306496
Eighteen Sixty-Nine Vriesland Reformed Church Historical Marker	id=g:7306497
Drenthe Christian Reformed Church Historical Marker	id=g:7306498
Woman's Literary Club Historical Marker	id=g:7306499
Aloys Bilz House Historical Marker	id=g:7306500
Alice Point	id=g:7306501
Ambush Pass	id=g:7306502
Azrael Ridge	id=g:7306503
Black Ridge	id=g:7306504
Boundary Ridge	id=g:7306505
Bow Ridge	id=g:7306506
Bullfrog County (historical)	id=g:7306548
Castellated Ridge	id=g:7306549
Castle Point	id=g:7306550
Cleft Ridge	id=g:7306551
Hinshaw Family Cemetery	id=g:7306552
Creosote Ridge	id=g:7306553
Augusta Arsenal (historical)	id=g:7306554
Desolation Point	id=g:7306555
Dune Wash	id=g:7306556
Full of Energy School	id=g:7306557
Ifetayo Cultural Arts Facility	id=g:7306558
John Dinkins School of Arts	id=g:7306559
La Salsa de Hoy Dance Studio	id=g:7306560
Latin Fever Dance Studio	id=g:7306561
Latin Fiesta Dance Studio	id=g:7306562
Lavanda Gornaya Dancing Studio	id=g:7306563
Maimouna Keita Dance School	id=g:7306564
New School of Dance	id=g:7306565
False Crest	id=g:7306566
Allen Cemetery	id=g:7306567
Ames Cemetery	id=g:7306568
The Apostolic Faith Church	id=g:7306569
Fran Ridge	id=g:7306570
Gaunt Ridge	id=g:7306571
Bethel Church	id=g:7306572
Robert Rodale Reserve	id=g:7306573
Hooked Ridge	id=g:7306574
South Mountain Preserve	id=g:7306575
Iron Ridge	id=g:7306576
Isolation Ridge	id=g:7306577
Isolation Ridge	id=g:7306578
Camp Creek Church	id=g:7306579
Ron Clark Academy	id=g:7306580
Naval Auxiliary Air Station Bar Harbor (historical)	id=g:7306581
Naval Auxiliary Air Facility Lewiston (historical)	id=g:7306582
Naval Auxiliary Air Station Rockland (historical)	id=g:7306583
Naval Auxiliary Air Station Sanford (historical)	id=g:7306584
Beltsville Naval Outer Landing Field (historical)	id=g:7306585
Piney Point Naval Outer Landing Field (historical)	id=g:7306586
Salisbury Naval Outer Landing Field (historical)	id=g:7306587
Robins Quarry	id=g:7306588
Bowser Quarry	id=g:7306589
Cedar Rapids Quarry	id=g:7306590
Olin Quarry	id=g:7306591
Iron Hill Quarry	id=g:7306592
Four County Quarry	id=g:7306593
Stonemill Quarry	id=g:7306594
Moscow Quarry	id=g:7306595
Nika Ballet Studio	id=g:7306596
Orchesis Center For Dance And Movement	id=g:7306597
Professional School of the Arts	id=g:7306598
Salsa Salsa Dance Studio II	id=g:7306599
Salsa Salsa Dance Studio	id=g:7306600
Sheldon Ruskin Karate School	id=g:7306601
Shu Du Dance Studio	id=g:7306602
Jake Ridge	id=g:7306603
Jet Ridge	id=g:7306604
Joey Ridge	id=g:7306605
Knotted Ridge	id=g:7306606
Lowden Quarry	id=g:7306607
Shaffton Quarry	id=g:7306608
Lyons Quarry	id=g:7306609
Behr Quarry	id=g:7306610
Evergreen Naval Outer Landing Field (historical)	id=g:7306611
Little Prow	id=g:7306612
Pagany Wash	id=g:7306613
Plug Hill	id=g:7306614
Quail Ridge	id=g:7306615
Sear Valley	id=g:7306616
Sever Wash	id=g:7306617
Elliot Barker State Wildlife Area	id=g:7306618
Jemez National Recreation Area	id=g:7306619
Honeycomb Natural Bridge	id=g:7306620
High Falls Natural Bridge	id=g:7306621
Natural Arch	id=g:7306622
Shepherd Wash	id=g:7306623
Kings Bay Army Terminal (historical)	id=g:7306624
Starlite Dance Studio	id=g:7306625
Terrace Dance Studio	id=g:7306626
Triple Essence Dance Studio	id=g:7306627
Universal Dance Studio	id=g:7306628
Vicky Simegiatos Dance School	id=g:7306629
Viva Salsa Dance Studio	id=g:7306630
Mount Carmel - Holy Rosary School	id=g:7306631
Highway Christian Academy	id=g:7306632
Amber Charter School	id=g:7306633
Harbor Science and Arts Charter School	id=g:7306634
Harlem Day Charter School	id=g:7306635
Stairs Ridge	id=g:7306636
Table Ridge	id=g:7306637
Teacup Wash	id=g:7306638
Tilted Ridge	id=g:7306639
Wagon Valley	id=g:7306640
West Ridge	id=g:7306641
Columbusville (historical)	id=g:7306642
Kings County Penitentiary (historical)	id=g:7306643
Yucca Crest	id=g:7306644
Petit Jean Natural Bridge	id=g:7306645
Natural Bridge of Arkansas	id=g:7306646
Indian Rockhouse	id=g:7306647
Arlberg Arch	id=g:7306648
Arch Rock	id=g:7306649
Buzzard Roost Rocks Natural Arch	id=g:7306650
Devils Den Natural Bridge	id=g:7306651
Lost Valley Natural Bridge	id=g:7306652
Andrea's Dance Studio	id=g:7306653
Bronx Academy of Arts and Dance	id=g:7306654
Bronx Charter School For Arts	id=g:7306655
Millenium Art Academy	id=g:7306656
Performers Edge Dance Academy	id=g:7306657
Theatre Arts School	id=g:7306658
Tremont School of Jujutsu	id=g:7306659
Morefield	id=g:7306660
Holdenville Cemetery	id=g:7306661
Hosanna Fellowship Church	id=g:7306662
Trinity Lutheran Church	id=g:7306663
Spring Valley Community Church	id=g:7306664
Allendale United Reformed Church	id=g:7306665
Christian Reformed Church	id=g:7306666
Allendale Baptist Church	id=g:7306667
Allendale Wesleyan Church	id=g:7306668
Lighthouse Community Church	id=g:7306669
Allendale Township Library	id=g:7306670
Allendale Fire Department	id=g:7306671
