Hārpur	id=g:7488963
Schillekensberg	id=g:2787043
Schillebeeklokte	id=g:2787044
Schillebeek	id=g:2787045
Schildeken	id=g:2787046
Schildeken	id=g:2787047
Schilde	id=g:2787048
Schilde	id=g:2787049
Schijtershoek	id=g:2787050
Schiethoek	id=g:2787051
Schiepsbos	id=g:2787052
Schiebeek	id=g:2787053
Schiebach	id=g:2787054
Scheutenbeek	id=g:2787055
Scheutbos	id=g:2787056
Scherpstukhoeve	id=g:2787057
Scherpenstein	id=g:2787058
Scherpensteenwinning	id=g:2787059
Scherpenheuvel	id=g:2787060
Scherpenheuvel	id=g:2787061
Scherpenberg	id=g:2787062
Scherpenberg	id=g:2787063
Scherminkelmolen	id=g:2787064
Schermershoek	id=g:2787065
Scheps	id=g:2787066
Scheppershof	id=g:2787067
Scheppelijke Nete	id=g:2787068
Schepken	id=g:2787069
Schepenijsel	id=g:2787070
Schepdaal	id=g:2787071
Schepdaal	id=g:2787072
Schendelbeke	id=g:2787073
Schendelbeke	id=g:2787074
Schemersberg	id=g:2787075
Schemersberg	id=g:2787076
Schellebelle	id=g:2787077
Schellebelle	id=g:2787078
Polder de Schelle	id=g:2787079
Schelle	id=g:2787080
Schelle	id=g:2787081
Schellandpolder	id=g:2787082
Schelfheide	id=g:2787083
Scheldewindeke	id=g:2787084
Scheldewindeke	id=g:2787085
Scheldeveld	id=g:2787086
Schelderode	id=g:2787087
Schelderode	id=g:2787088
Scheldekant	id=g:2787089
Scheldedijk	id=g:2787090
Schelde	id=g:2787091
Scheisselberghoeve	id=g:2787092
Scheiltjenseinde	id=g:2787093
Scheidingbeek	id=g:2787094
Scheidhoek	id=g:2787095
Scheewege	id=g:2787096
Scheewege	id=g:2787097
Scheepsdale	id=g:2787098
Scheepbeek	id=g:2787099
Scheebeek	id=g:2787100
Schavoliendries	id=g:2787101
Schavijk	id=g:2787102
Schavijhoeve	id=g:2787103
Schatsputte	id=g:2787104
Schartenknopf	id=g:2787105
Scharerijberg	id=g:2787106
Scharent	id=g:2787107
Scharebrug	id=g:2787108
Schare	id=g:2787109
Schapenvondert	id=g:2787110
Schapenhof	id=g:2787111
Schapendries	id=g:2787112
Schapenbrug	id=g:2787113
Schansheide	id=g:2787114
Schansbeemdebeek	id=g:2787115
Schansbeek	id=g:2787116
Schansbeek	id=g:2787117
Schans	id=g:2787118
Schans	id=g:2787119
Schans	id=g:2787120
Schanker	id=g:2787121
Schamperijbeek	id=g:2787122
Schamelwezezwijn	id=g:2787123
Schamelbeek	id=g:2787124
Schaluin	id=g:2787125
Schaltin	id=g:2787126
Schaltin	id=g:2787127
Schalkhoven	id=g:2787128
Schalkhoven	id=g:2787129
Schalkhoeve	id=g:2787130
Schalkenfürth	id=g:2787131
Schalkebeek	id=g:2787132
Schaliëveld	id=g:2787133
Schaliëplein	id=g:2787134
Schaliënhuis	id=g:2787135
Schaliënhuis	id=g:2787136
Schaliënhof	id=g:2787137
Schaliënhoeve	id=g:2787138
Schaliënhoeve	id=g:2787139
Schaliëndak	id=g:2787140
Schaliëndak	id=g:2787141
Schaliëhof	id=g:2787142
Schaliëhoeve	id=g:2787143
Schalbroek	id=g:2787144
Schakkebroek	id=g:2787145
Schaggelbeek	id=g:2787146
Schaffen	id=g:2787147
Schaffen	id=g:2787148
Schaarbeek	id=g:2787149
Schaarbeek	id=g:2787150
Schadeck	id=g:2787151
Schaatsbergen	id=g:2787152
Schaarbeekhoek	id=g:2787153
Schaarbeek	id=g:2787154
Schaar	id=g:2787155
Schaapsvijver	id=g:2787156
Schaapschoorbrug	id=g:2787157
Schaaphuizel	id=g:2787158
Schaaperve	id=g:2787159
Schaap Balir	id=g:2787160
Schaakse	id=g:2787161
Schaagterziep	id=g:2787162
Schaafstraat	id=g:2787163
Scaubecq	id=g:2787164
Scaubecq	id=g:2787165
Scarbotte	id=g:2787166
Scailmont	id=g:2787167
S'berchamp	id=g:2787168
Bois de Sayette	id=g:2787169
Savy	id=g:2787170
Château de Savenel	id=g:2787172
Savelon	id=g:2787173
Savatte	id=g:2787174
Sauvenière	id=g:2787175
Sauvenière	id=g:2787176
Sauvenière	id=g:2787177
Sauvegarde	id=g:2787178
Sauvagemont	id=g:2787179
Saut Picquet	id=g:2787180
Bois de Sautour	id=g:2787181
Sautour	id=g:2787182
Sautour	id=g:2787183
Sautin	id=g:2787184
Sautin	id=g:2787185
Saussois	id=g:2787187
Sausse Goor Heide	id=g:2787188
Saupont	id=g:2787189
Saupont	id=g:2787190
Bois de Saumont	id=g:2787191
Saule Pendu	id=g:2787192
Saule Gaillard	id=g:2787193
Saule Franchomme	id=g:2787194
Sauheid	id=g:2787195
Bois du Saucy	id=g:2787196
Ferme Sauchoir	id=g:2787197
Sas van Gent Wijk	id=g:2787198
Sassor	id=g:2787199
Sas-Slijkens	id=g:2787200
Sassenrode	id=g:2787201
Sassenhout	id=g:2787202
Sassegembeek	id=g:2787203
Sas	id=g:2787204
Sart Wesmael	id=g:2787205
Sart Tilman	id=g:2787206
Sart Saint-Nicolas	id=g:2787207
Sart-Saint-Laurent	id=g:2787208
Sart-Saint-Laurent	id=g:2787209
Ferme des Sarts	id=g:2787210
Sart Risbart	id=g:2787212
Sart Messire Guillaume	id=g:2787214
Sart Mélin	id=g:2787215
Sart lez Walhain	id=g:2787216
Rodt	id=g:2787217
Sart les Moines	id=g:2787218
Sartis	id=g:2787219
Sartine	id=g:2787220
Ruisseau de Sartiau	id=g:2787221
Sartiau	id=g:2787222
Sartiau	id=g:2787224
Sartiau	id=g:2787225
Sart Hennard	id=g:2787226
Sart-Eustache	id=g:2787227
Sart-Eustache	id=g:2787228
Sart-en-Fagne	id=g:2787229
Sart-en-Fagne	id=g:2787230
Sarte	id=g:2787231
Sart d'Hainaut	id=g:2787232
Bois de Sart des Dames	id=g:2787233
Sart d'Avril	id=g:2787234
Sart-Dames-Avelines	id=g:2787235
Sart-Dames-Avelines	id=g:2787236
Bois de Sart-Custinne	id=g:2787237
Sart-Custinne	id=g:2787238
Sart-Custinne	id=g:2787239
Sart Culpart	id=g:2787240
Sart Colin	id=g:2787241
Sart-Bernard	id=g:2787242
Sart-Bernard	id=g:2787243
Sartay	id=g:2787244
Sart-à-Rèves	id=g:2787245
Sart à Rèves	id=g:2787246
Ferme du Sart	id=g:2787247
Ferme de Sart	id=g:2787249
Bois du Sart	id=g:2787250
Bois du Sart	id=g:2787251
Sart	id=g:2787252
Sart	id=g:2787253
Sart	id=g:2787254
Sart	id=g:2787255
Sart	id=g:2787256
Sars Longchamps	id=g:2787257
Sars-la-Buissière	id=g:2787258
Sars-la-Buissière	id=g:2787259
Bois de Sars-la-Bruyère	id=g:2787260
Sars-la-Bruyère	id=g:2787261
Sarrewé	id=g:2787262
Sarrazin	id=g:2787263
Sarolay	id=g:2787264
Sarémont	id=g:2787265
Sardon	id=g:2787266
Sappaartsvaardeken	id=g:2787267
Bois de Sanzinne	id=g:2787268
Ruisseau Sans Fond	id=g:2787269
Sankt Vither Wald	id=g:2787270
Bois Sandron	id=g:2787271
Samson	id=g:2787272
Samson	id=g:2787273
Samrée	id=g:2787274
Samrée	id=g:2787275
Sampont	id=g:2787276
Samme	id=g:2787277
Samme	id=g:2787278
Samme	id=g:2787279
Samiette	id=g:2787280
Sambre	id=g:2787281
Samart	id=g:2787282
Samart	id=g:2787283
Bois de Salzinnes	id=g:2787284
Salzinnes	id=g:2787285
Salzinnes	id=g:2787286
Salvator	id=g:2787287
Salvacourt	id=g:2787288
Bois de Salmonsart	id=g:2787289
Salmonsart	id=g:2787290
Salmchâteau	id=g:2787291
Salm	id=g:2787292
Bois de Salles	id=g:2787293
Salles	id=g:2787294
Salles	id=g:2787295
Salle	id=g:2787296
Salinus	id=g:2787297
Salinnes	id=g:2787298
Polder Saliegem	id=g:2787299
Saliegem	id=g:2787300
Salet	id=g:2787301
Salchette	id=g:2787302
Ferme de Salazinne	id=g:2787303
Saiwiat	id=g:2787304
Saiwet	id=g:2787305
Saives	id=g:2787306
Saive	id=g:2787307
Saive	id=g:2787308
Saisinne	id=g:2787309
Coron du Marais	id=g:2787310
Château de Sainval	id=g:2787311
Sainval	id=g:2787312
Saint-Yvon	id=g:2787313
Saint-Vitu	id=g:2787314
Saint-Vith	id=g:2787315
Saint-Vith	id=g:2787316
Saint-Vincent	id=g:2787317
Saint-Vincent	id=g:2787318
Saint-Vaast	id=g:2787319
Saint-Vaast	id=g:2787320
Bois de Saint-Thibaut	id=g:2787321
Saint-Symphorien	id=g:2787322
Saint-Symphorien	id=g:2787323
Bois Saint-Séverin	id=g:2787324
Saint-Séverin	id=g:2787325
Saint-Séverin	id=g:2787326
Saint-Servais	id=g:2787327
Saint-Servais	id=g:2787328
Saint-Sauveur	id=g:2787329
Saint-Sauveur	id=g:2787330
Bois Saint-Roch	id=g:2787331
Saint-Roch	id=g:2787332
Saint-Remy-Geest	id=g:2787333
Saint-Remy-Geest	id=g:2787334
Bois de Saint-Remy	id=g:2787335
Bois de Saint-Remy	id=g:2787336
Saint-Remy	id=g:2787337
Saint-Remy	id=g:2787338
Saint-Remy	id=g:2787339
Saint-Remy	id=g:2787340
Saint-Remy	id=g:2787341
Saint-Remy	id=g:2787342
Bois de Saint-Remacle	id=g:2787343
Saint-Pierre Hez	id=g:2787344
Bois de Saint-Pierre	id=g:2787347
Saint-Pierre	id=g:2787348
Rau Saint-Pierre	id=g:2787349
Saint-Pierre	id=g:2787350
Saint-Pierre	id=g:2787351
Saint-Pierre	id=g:2787352
Saint-Pierre	id=g:2787353
Bois de Saint-Paul	id=g:2787354
Saint-Paul	id=g:2787355
Saint-Nicolas	id=g:2787356
Saint-Nicolas	id=g:2787357
Bois de Saint-Michel	id=g:2787358
Saint-Médard	id=g:2787359
Saint-Médard	id=g:2787360
Saint-Maur	id=g:2787361
Saint-Maur	id=g:2787362
L'Eau Saint-Martin	id=g:2787363
Ferme Saint-Martin	id=g:2787364
Bois de Saint-Martin	id=g:2787365
Bois Saint-Martin	id=g:2787366
Saint-Martin	id=g:2787367
Saint-Martin	id=g:2787368
Saint-Martin	id=g:2787369
Saint-Mard	id=g:2787370
Saint-Mard	id=g:2787371
Saint-Marcoult	id=g:2787372
Saint-Marc	id=g:2787373
Saint-Marc	id=g:2787374
Saint-Léonard	id=g:2787375
Bois de Saint-Léger	id=g:2787376
Saint-Léger	id=g:2787377
Saint-Léger	id=g:2787378
Saint-Léger	id=g:2787379
Saint-Léger	id=g:2787380
Bois de Saint-Laurent	id=g:2787381
Saint-Laurent	id=g:2787382
Château de Saint-Lambert	id=g:2787383
Saint-Lambert	id=g:2787384
Saint-Lambert	id=g:2787385
Saint-Lambert	id=g:2787386
Sint-Joost-ten-Node	id=g:2787387
Saint-Josse-ten-Noode	id=g:2787388
Saint-Joseph	id=g:2787389
Saint-Joseph	id=g:2787390
Sint-Job	id=g:2787391
Saint-Jean Sart	id=g:2787392
Saint-Jean-Geest	id=g:2787393
Saint-Jean-Geest	id=g:2787394
Bois de Saint-Jean Chanoine	id=g:2787395
Bois de Saint-Jean	id=g:2787396
Bois de Saint-Jean	id=g:2787397
Bois de Saint-Jean	id=g:2787398
Bois Saint-Jean	id=g:2787399
Bois de Saint-Jacques	id=g:2787400
Saint-Jacques	id=g:2787401
Ruisseau de Saint-Hubert	id=g:2787402
Bois de Saint-Hubert	id=g:2787403
Bois de Saint-Hubert	id=g:2787404
Bois de Saint-Hubert	id=g:2787405
Bois Saint-Hubert	id=g:2787406
Saint-Hubert	id=g:2787407
Saint-Hubert	id=g:2787408
Saint-Hubert	id=g:2787409
Fort de Saint-Héribert	id=g:2787411
Saint-Hadelin	id=g:2787412
Sint-Gillis	id=g:2787413
Saint-Gilles	id=g:2787414
Sint-Gillis	id=g:2787415
Saint-Ghislain	id=g:2787416
Saint-Ghislain	id=g:2787417
Saint-Géry	id=g:2787418
Saint-Géry	id=g:2787419
Saint-Germain	id=g:2787420
Saint-Germain	id=g:2787421
Saint-Germain	id=g:2787422
Saint-Gérard	id=g:2787423
Saint-Gérard	id=g:2787424
Saint-Georges	id=g:2787425
Saint-Georges	id=g:2787426
Saint-Fontaine	id=g:2787427
Saint-Fiacre	id=g:2787428
Sainte-Walburge	id=g:2787429
Saint-Ethon	id=g:2787430
Ferme du Saint-Esprit	id=g:2787431
Saintes	id=g:2787432
Saintes	id=g:2787433
Bois de Sainte-Ode	id=g:2787434
Sainte-Ode	id=g:2787435
Sainte-Marie-Geest	id=g:2787436
Ferme Sainte-Marie	id=g:2787437
Bois de Sainte-Marie	id=g:2787438
Sainte-Marie	id=g:2787439
Sainte-Marie	id=g:2787440
Sainte-Marie	id=g:2787441
Sainte-Marie	id=g:2787442
Sainte-Marie	id=g:2787443
Sainte-Marguerite	id=g:2787444
Saint-Éloi	id=g:2787445
Ruisseau de Sainte-Julienne	id=g:2787446
Bois de Sainte-Gertrude	id=g:2787447
Sainte-Gertrude	id=g:2787448
Sainte-Geneviève	id=g:2787449
Étang de Sainte-Fontaine	id=g:2787450
Bois de Sainte-Cécile	id=g:2787451
Sainte-Cécile	id=g:2787452
Sainte-Cécile	id=g:2787453
Ferme Sainte-Catherine	id=g:2787454
Bois Sainte-Catherine	id=g:2787455
Sainte-Brigitte	id=g:2787456
Sainte-Barbe	id=g:2787457
Sainte-Barbe	id=g:2787458
Sainte-Anne	id=g:2787459
Sainte-Anne	id=g:2787460
Sainte-Anne	id=g:2787461
Sainte-Anne	id=g:2787462
Sainte-Anne	id=g:2787464
Saint-Denis	id=g:2787465
Saint-Denis	id=g:2787466
Saint-Denis	id=g:2787467
Saint-Denis	id=g:2787468
Saint-Aubin	id=g:2787469
Saint-Aubin	id=g:2787470
Bois de Saint-Antoine	id=g:2787471
Saint-Antoine	id=g:2787472
Hameau de Saint-Antoine	id=g:2787473
Saint-Antoine	id=g:2787474
Saint-Antoine	id=g:2787475
Saint-André	id=g:2787476
Saint-André	id=g:2787477
Saint-Amand	id=g:2787478
Saint-Amand	id=g:2787479
Sainlez	id=g:2787480
Bois Sahut	id=g:2787481
Saftingen	id=g:2787482
Safraanberg	id=g:2787483
Saffraanberg	id=g:2787484
Saffraanberg	id=g:2787485
Kasteel Saffelberg	id=g:2787486
Sadzot	id=g:2787487
Sacramentsberg	id=g:2787488
Sabot	id=g:2787489
Ferme de la Sablonnière	id=g:2787490
Bois de la Sablonnière	id=g:2787491
Sablonnière	id=g:2787492
Sablon	id=g:2787493
Rys de Mosbeux	id=g:2787494
Ry Massart	id=g:2787495
Ruisseau de Ruyff	id=g:2787496
Ruyff	id=g:2787497
Ruyff	id=g:2787498
Ruy	id=g:2787499
Ruy	id=g:2787500
Rutten	id=g:2787501
Rutten	id=g:2787502
Ruthier	id=g:2787503
Rustoord	id=g:2787504
Russendorp	id=g:2787505
Russelt	id=g:2787506
Russelbeken	id=g:2787507
Russeignies	id=g:2787508
Russeignies	id=g:2787509
Rurhof	id=g:2787510
Rupelmondse Kreek	id=g:2787511
Rupelmonde	id=g:2787512
Rupelmonde	id=g:2787513
Rupel	id=g:2787514
Runschen	id=g:2787515
Runkst	id=g:2787516
Runkelen	id=g:2787517
Runkelen	id=g:2787518
Rundsvoort	id=g:2787519
Rumstse Beek	id=g:2787520
Rumst	id=g:2787521
Rumst	id=g:2787522
Rumsdorp	id=g:2787523
Rumsdorp	id=g:2787524
Rummen	id=g:2787525
Rummen	id=g:2787526
Rumillies	id=g:2787527
Rumillies	id=g:2787528
Rumez	id=g:2787529
Rumes	id=g:2787530
Rumes	id=g:2787531
Rumbeke	id=g:2787532
Rumbeke	id=g:2787533
Forêt de Rulles	id=g:2787534
Rulles	id=g:2787535
Rulles	id=g:2787536
Rulles	id=g:2787537
Rullen	id=g:2787538
Rukkelingen-Loon	id=g:2787539
Rukkelingen-Loon	id=g:2787540
Rukkelingen	id=g:2787541
Ruitersdries	id=g:2787542
Ruiterhoek	id=g:2787543
Ruiter	id=g:2787544
Ruitegem	id=g:2787545
Ruistraat	id=g:2787546
Ruiselede	id=g:2787547
Ruiselede	id=g:2787548
Ruisbroekhoeve	id=g:2787549
Ruisbroek	id=g:2787550
Ruisbroek	id=g:2787551
Ruisbroek	id=g:2787552
Ruisbroek	id=g:2787553
Ruisbroek	id=g:2787554
Ruisbeek	id=g:2787555
Ruipen Broek Polder	id=g:2787556
Ruilare	id=g:2787558
Ruien	id=g:2787559
Ruidenberg	id=g:2787560
Ruhr Busch	id=g:2787561
Ruhr Busch	id=g:2787562
Ruggeveld	id=g:2787563
Rugge	id=g:2787564
Bois de Ruette	id=g:2787565
Ruette	id=g:2787566
Ruette	id=g:2787567
Rue Haute	id=g:2787568
Rue de Viane	id=g:2787569
Rue d'en Haut	id=g:2787570
Rue d'Enfer	id=g:2787571
Ruddervoorde	id=g:2787572
Ruddervoorde	id=g:2787573
Ruddershove	id=g:2787574
Bois Ruchelet	id=g:2787575
Ruchaux	id=g:2787576
Rubignies	id=g:2787577
Rubiesté	id=g:2787578
Rubensgoed	id=g:2787579
Ruart	id=g:2787580
Rualette	id=g:2787581
Ruage	id=g:2787582
Rozeveldhoek	id=g:2787583
Rozenhoek	id=g:2787584
Rozenhoek	id=g:2787585
Rozenhilbeek	id=g:2787586
Rozendaal	id=g:2787587
Rozendaal	id=g:2787588
Rozenbroek	id=g:2787589
Rozen	id=g:2787590
Rozen	id=g:2787591
Rozemarijn	id=g:2787592
Rozeboom	id=g:2787593
Rozebeke	id=g:2787594
Rozebeke	id=g:2787595
Rozebeek	id=g:2787596
Royvaux	id=g:2787597
Royseux	id=g:2787598
Royompré	id=g:2787599
Roymont	id=g:2787600
Royère	id=g:2787601
Royen	id=g:2787602
Royen	id=g:2787603
Royaume	id=g:2787604
Ferme Royale	id=g:2787605
Château Royal d'Ardenne	id=g:2787606
Château Royal	id=g:2787607
Roy	id=g:2787608
Roy	id=g:2787609
Bois Rowelet	id=g:2787610
Rovorst	id=g:2787611
Rovert	id=g:2787612
Rovert	id=g:2787613
Roux-Miroir	id=g:2787614
Roux-Miroir	id=g:2787615
Roux	id=g:2787616
Roux	id=g:2787617
Rouwmortelsheide	id=g:2787618
Rouwleegd	id=g:2787619
Bois de Rouvroy	id=g:2787620
Rouvroy	id=g:2787621
Rouvroy	id=g:2787622
Rouvreux	id=g:2787623
Rouvreux	id=g:2787624
Rouveroy	id=g:2787625
Rouveroy	id=g:2787626
Rouveroy	id=g:2787627
Routisbas	id=g:2787628
Roussy	id=g:2787629
Roussart	id=g:2787630
Rousdamme	id=g:2787631
Rouscheweide	id=g:2787632
Roupage	id=g:2787633
Château de Roumont	id=g:2787634
Bois de Roumont	id=g:2787635
Roumont	id=g:2787636
Roumont	id=g:2787637
Roumez	id=g:2787638
Roulotte	id=g:2787639
Rouge Thier	id=g:2787640
Rougethier	id=g:2787641
Rouges Terres	id=g:2787642
Rouges Fosses	id=g:2787643
Rouge Minière	id=g:2787644
Ferme Rouge	id=g:2787645
Eau Rouge	id=g:2787646
Eau Rouge	id=g:2787647
Cense Rouge	id=g:2787648
Rouette	id=g:2787649
Roucourt	id=g:2787650
Roucourt	id=g:2787651
Rouchat	id=g:2787652
Roubrouck	id=g:2787653
Ferme de la Roubenne	id=g:2787654
Roua	id=g:2787655
Bois des Rotteux	id=g:2787656
Rotteleur	id=g:2787657
Rott	id=g:2787658
Rotstraat	id=g:2787659
Rotspoel	id=g:2787660
Rotsenheirweg	id=g:2787661
Rotselaar	id=g:2787662
Rotselaar	id=g:2787663
Rotheux-Rimière	id=g:2787664
Rotheux-Rimière	id=g:2787665
Rotem	id=g:2787666
Rotem	id=g:2787667
Rotem	id=g:2787668
Roteinde	id=g:2787669
Rot Bos	id=g:2787670
Rotbeek	id=g:2787671
Rotbeek	id=g:2787672
Rot	id=g:2787673
Rot	id=g:2787674
Rot	id=g:2787675
Rot	id=g:2787676
Rot	id=g:2787677
Rostuine	id=g:2787678
Rostijnegeleed	id=g:2787679
Rostijne	id=g:2787680
Rostenne	id=g:2787681
Rosteinestraat	id=g:2787682
Rostal	id=g:2787683
Rossom	id=g:2787684
Rossignol	id=g:2787685
Rossignol	id=g:2787686
Rossignol	id=g:2787687
Rossewale	id=g:2787688
Rossemhoek	id=g:2787689
Rossem	id=g:2787690
Rosselaarsloop	id=g:2787691
Rosselaar	id=g:2787692
Rosseignies	id=g:2787693
Rossart	id=g:2787694
Rosoux-Crenwick	id=g:2787695
Rosoux-Crenwick	id=g:2787696
Rosoir	id=g:2787697
Rosoir	id=g:2787699
Rosmeer	id=g:2787700
Rosmeer	id=g:2787701
Roskamstraat	id=g:2787702
Rosinbois	id=g:2787703
Rosières	id=g:2787704
Rosières	id=g:2787705
Rosière	id=g:2787706
Bois de Rosette	id=g:2787707
Ferme des Roses	id=g:2787708
Rosenhügel	id=g:2787709
Ferme Rosemont	id=g:2787710
Roselies	id=g:2787711
Roselies	id=g:2787712
Roselgoed	id=g:2787713
Bois de Rosée	id=g:2787714
Rosée	id=g:2787715
Rosée	id=g:2787716
Rosebloem	id=g:2787717
Rosdambeek	id=g:2787718
Rosdam	id=g:2787719
Rosbeek	id=g:2787720
Rosais	id=g:2787721
Roren	id=g:2787722
Roquette	id=g:2787723
Roquette	id=g:2787724
Bois Roptai	id=g:2787726
Bois de Ropete	id=g:2787727
Root	id=g:2787728
Rooswegbrug	id=g:2787729
Roosterbeek	id=g:2787730
Roost	id=g:2787731
Roosmeersbeek	id=g:2787732
Roosbeek	id=g:2787733
Roosbeek	id=g:2787734
Roosbeek	id=g:2787735
Roosbeek	id=g:2787736
Roon	id=g:2787737
Roomenbeek	id=g:2787738
Rooiveld	id=g:2787739
Rooigemdries	id=g:2787740
Rooigem	id=g:2787741
Rooigem	id=g:2787742
Rooigem	id=g:2787743
Rooigem	id=g:2787744
Rooigaarden	id=g:2787745
Rooierheide	id=g:2787746
Rooienberghof	id=g:2787747
Rooien	id=g:2787748
Rooien	id=g:2787749
Kasteel van Rooie	id=g:2787750
Rooie	id=g:2787751
Rooie	id=g:2787752
Rooie	id=g:2787753
Rooiaarde	id=g:2787754
Rooi	id=g:2787755
Rooi	id=g:2787756
Roodhoeve	id=g:2787757
Roode Pier	id=g:2787758
Roodebeek	id=g:2787759
Roodbaard	id=g:2787760
Ronzon	id=g:2787761
Ronxhy	id=g:2787762
Ronvaux	id=g:2787763
Rontsaartbeek	id=g:2787764
Ronsstraat	id=g:2787765
Ronseval	id=g:2787766
Ronsele	id=g:2787767
Ronsele	id=g:2787768
Ronse	id=g:2787769
Ronse	id=g:2787770
Ronsdonk	id=g:2787771
Ruisseau de Ronsart	id=g:2787772
Ronsart	id=g:2787773
Ronquières	id=g:2787774
Ronquières	id=g:2787775
Bois de Ronquière	id=g:2787776
Ronhieux	id=g:2787777
Bois de Rongy	id=g:2787778
Rongy	id=g:2787779
Rongy	id=g:2787780
Ronet	id=g:2787781
Ronehoek	id=g:2787782
Ronebeek	id=g:2787783
Rondu	id=g:2787784
Rond Punt	id=g:2787785
Rond Pery	id=g:2787786
Bois du Rond le Duc	id=g:2787787
Rond le Duc	id=g:2787788
Bois de Rondfahay	id=g:2787789
Rondeput	id=g:2787790
Rondenboshoeve	id=g:2787791
Rondenbos	id=g:2787792
Ronde Heide	id=g:2787793
Ronde Haye	id=g:2787794
Bois de Ronde Haie	id=g:2787795
Rond Buisson	id=g:2787796
Rond Bonnet	id=g:2787797
Bois de Ronchinne	id=g:2787798
Ronchamps	id=g:2787799
Ronchampay	id=g:2787800
Bois de Ronce	id=g:2787801
Ronce	id=g:2787802
Ronce	id=g:2787803
Ronce	id=g:2787804
Romsée	id=g:2787805
Romsée	id=g:2787806
Romponcel	id=g:2787807
Bois Romont	id=g:2787809
Romont	id=g:2787810
Romont	id=g:2787811
Rommersom	id=g:2787812
Rommersheide	id=g:2787813
Rommelaar	id=g:2787814
Romershoven	id=g:2787815
Romershoven	id=g:2787816
Romerée	id=g:2787817
Romerée	id=g:2787818
Romerée	id=g:2787819
Romeinskamp	id=g:2787820
Romedenne	id=g:2787821
Romedenne	id=g:2787822
Hof te Rome	id=g:2787823
Rome	id=g:2787824
Rome	id=g:2787825
Romarin	id=g:2787826
Ferme Romane	id=g:2787827
Bois de Roly	id=g:2787828
Bois Roly	id=g:2787829
Roly	id=g:2787830
Roly	id=g:2787831
Roloux	id=g:2787832
Roloux	id=g:2787833
Rolleweg	id=g:2787834
Rollegem-Kapelle	id=g:2787835
Rollegem-Kapelle	id=g:2787836
Rollegem	id=g:2787837
Rollegem	id=g:2787838
Rollebeek	id=g:2787839
Rollé	id=g:2787840
Rollé	id=g:2787841
Rolibuchy	id=g:2787842
Roksem	id=g:2787843
Roksem	id=g:2787844
Rokershoek	id=g:2787845
Rokegem	id=g:2787846
Rokalseide	id=g:2787847
Roisseleux	id=g:2787848
Bois de Roisseau	id=g:2787849
Roisin	id=g:2787850
Roisin	id=g:2787851
Bois des Rois	id=g:2787852
Roier Broek	id=g:2787853
Forêt du Roi Albert	id=g:2787854
Bois du Roi	id=g:2787855
Bois du Jardin	id=g:2787856
Bois du Roi	id=g:2787857
Bois du Roi	id=g:2787858
Bois du Roi	id=g:2787859
Bois du Roi	id=g:2787860
Bois du Roi	id=g:2787861
Bois de Rohaimont	id=g:2787862
Rognon	id=g:2787863
Rognée	id=g:2787864
Rognée	id=g:2787865
Rieu des Rognaux	id=g:2787866
Bois de Rognac	id=g:2787867
Rognac	id=g:2787868
Rognac	id=g:2787869
Rochelinval	id=g:2787870
Rogivaux	id=g:2787871
Rogissart	id=g:2787872
Roggeveld	id=g:2787873
Roggeman	id=g:2787874
Rogery	id=g:2787875
Rogerée	id=g:2787876
Rofessart	id=g:2787877
Roeulx	id=g:2787878
Le Roeulx	id=g:2787879
Roetershoek	id=g:2787880
Roetaardstraat	id=g:2787881
Roetaardshoek	id=g:2787882
Roesterberg	id=g:2787883
Roest	id=g:2787884
Roesselberg	id=g:2787885
Kanaal van Roeselare naar de Leie	id=g:2787886
Roeselare Kreek	id=g:2787887
Arrondissement Roeselare	id=g:2787888
Roeselare	id=g:2787889
Roeselare	id=g:2787890
Roeselare	id=g:2787891
Roesbrugge-Haringe	id=g:2787892
Roesbrugge-Haringe	id=g:2787893
Roesbeke	id=g:2787894
Roerberg	id=g:2787895
Roelerheide	id=g:2787896
Roelen	id=g:2787897
Roeleinde	id=g:2787898
Roelbeek	id=g:2787899
Roel	id=g:2787900
Roekshoeven	id=g:2787901
Roedesterkte	id=g:2787902
Roebeek	id=g:2787903
Roe	id=g:2787904
Rode Sluis	id=g:2787905
Roderhöhe	id=g:2787906
Roderhart	id=g:2787907
Rode Poorthof	id=g:2787908
Rodenrijt	id=g:2787909
Rodenpoort	id=g:2787910
Rodenloop	id=g:2787911
Arm van Rodenhuis	id=g:2787912
Rodenhuis	id=g:2787913
Rodenhoff	id=g:2787914
Rodenem	id=g:2787915
Rodendries	id=g:2787916
Rodenboom	id=g:2787917
Rodenberg	id=g:2787918
Rode Moerpolder	id=g:2787919
Rodelaak	id=g:2787920
Rode Kapel Hof	id=g:2787921
Rodehoeve	id=g:2787922
Rodehoeve	id=g:2787923
Rodegracht	id=g:2787924
Rodegoor	id=g:2787925
Rodebos	id=g:2787926
Rodeberg	id=g:2787927
Rode Berg	id=g:2787928
Rodebeek	id=g:2787929
Rodebeek	id=g:2787930
Rodebeek	id=g:2787931
Rode	id=g:2787932
Rode	id=g:2787933
Rode	id=g:2787934
Rocquette	id=g:2787935
Château de la Rocq	id=g:2787936
Rocourt	id=g:2787937
Rocourt	id=g:2787938
Roclenge-sur-Geer	id=g:2787939
Roclenge-sur-Geer	id=g:2787940
Rocheux	id=g:2787941
Bois de la Rochette	id=g:2787942
Rocherather Wald	id=g:2787943
Rocherath	id=g:2787944
