Averill Station (historical)	id=g:7272487
Sugar Springs Country Club	id=g:7275407
Weston Lakes Country Club	id=g:7275408
Meceola Country Club	id=g:7275409
Canadian Lakes Country Club	id=g:7275410
Birkdale Golf and Country Club	id=g:7275411
Brandermill Country Club	id=g:7275412
Country Club of Virginia Westhampton Course	id=g:7275413
Indian Creek Yacht and Country Club	id=g:7275414
Montclair Country Club	id=g:7275415
Mount Vernon Country Club	id=g:7275416
Salisbury Country Club	id=g:7275417
Two Rivers Country Club	id=g:7275418
Westlake Golf and Country Club	id=g:7275419
Woodside Country Club	id=g:7275420
Bishop Dargan Square	id=g:7275421
Getty Square	id=g:7275422
Saint George Reef Lighthouse	id=g:7275423
Mount Pleasant Country Club	id=g:7275424
Midland Country Club	id=g:7275425
Saginaw River Rear Range Lighthouse	id=g:7275426
Scenic Golf and Country Club	id=g:7275427
Pointe Aux Barques Lighthouse	id=g:7275428
Arrowhead Country Club	id=g:7275429
Vassar Golf and Country Club	id=g:7275430
Willow Tree Golf and Country Club	id=g:7275431
Marlette Country Club	id=g:7275432
Forest Hills Country Club	id=g:7275433
Lakeview Hills Country Club	id=g:7275434
Willow Springs Golf and Country Club	id=g:7275435
Indian Springs Country Club	id=g:7275436
Unorganized Territory of Klondike	id=g:7275437
Unorganized Territory of Peatland	id=g:7275438
Union Square	id=g:7275439
Children's Zoo at Celebration Square	id=g:7275440
Germania Town and Country Club	id=g:7275441
Unorganized Territory of Ree Heights	id=g:7275442
Unorganized Territory of Wyandotte	id=g:7275443
Country Club of Reese	id=g:7275444
Pershing Square	id=g:7275445
Roosevelt Square	id=g:7275446
Washington Square	id=g:7275447
Washington Square	id=g:7275448
Waverly Square	id=g:7275449
Greenville Country Club	id=g:7275450
Pine River Country Club	id=g:7275451
Gratiot Country Club	id=g:7275452
Bend Golf and Country Club	id=g:7275453
Manhattan Square (historical)	id=g:7275454
Highland Country Club	id=g:7275455
Crystal Springs Country Club	id=g:7275456
Broadmoor Country Club	id=g:7275457
Dix River Country Club (historical)	id=g:7275458
Egypt Valley Country Club	id=g:7275459
Shelby County Country Club	id=g:7275460
Hickory Hills Country Club (historical)	id=g:7275461
Country Club of the Rockies	id=g:7275462
Aberdeen Golf and Country Club	id=g:7275463
Heron Bay Golf & Country Club	id=g:7275464
Leelanau Narrows Access Site	id=g:7275467
Hunt Creek Fisheries Research Area	id=g:7275468
Jordan River National Fish Hatchery	id=g:7275469
Curtis Corners	id=g:7275470
Cheboygan County Dry Training Center	id=g:7275471
Oak Harbor Golf and Tennis Club	id=g:7275472
Ontario County Fair Grounds (historical)	id=g:7275473
Sparrows Point Industrial Complex	id=g:7275474
Fishers Trade Center	id=g:7275475
Nelson Office Park	id=g:7275476
Meridian Corporate Plaza	id=g:7275477
Meridian Technology Center	id=g:7275478
Carmel Executive Office Park	id=g:7275479
Brookshire Golf COurse	id=g:7275480
Lake of the Woods County Fairgrounds	id=g:7275481
Williams	id=g:7275482
Lady Slipper Park Rest Area	id=g:7275483
Baudette Rest Area	id=g:7275484
One Washington Circle	id=g:7275485
Eagle Lake Golf Center	id=g:7275486
Glen Lake Golf and Practice Center	id=g:7275487
Elm Creek Golf Links	id=g:7275488
Hennepin County Fairgrounds	id=g:7275489
Maple Plain	id=g:7275490
Rogers	id=g:7275491
Hook Windmill	id=g:7275492
Clare County Fairground	id=g:7275493
Springvale	id=g:7275494
Harrisville State Access Site	id=g:7275495
Edgemere Estate (historical)	id=g:7275496
Timberlee Ski Area	id=g:7275497
Maple Tree Corners	id=g:7275498
Continental Iron Works (historical)	id=g:7275499
Waukanha (historical)	id=g:7275500
Ranier	id=g:7275501
Pelland (historical)	id=g:7275502
Norden (historical)	id=g:7275503
Mizpah (historical)	id=g:7275504
Margie (historical)	id=g:7275505
Battle Lake Hills Ski Area	id=g:7275506
Northome (historical)	id=g:7275507
Arverne Incinerator	id=g:7275508
Incinerator Number 5	id=g:7275509
Ram Island Yacht Club	id=g:7275510
Sag Harbor Yacht Club	id=g:7275511
Shelter Island Yacht Club	id=g:7275512
Founders Landing	id=g:7275513
Tisdales Windmill (historical)	id=g:7275514
Lansing Environmental Center	id=g:7275515
Fishers Island Yacht Club	id=g:7275516
Saint Vincent (historical)	id=g:7275517
Noyes	id=g:7275518
Orleans	id=g:7275519
Northcote	id=g:7275520
Alden Sewer Plant	id=g:7275521
Bowling Green Golf and Tennis Club	id=g:7275522
Brockport Waterworks	id=g:7275523
Godfrey Preece Racing Stables (historical)	id=g:7275524
Hitchcock Race Track	id=g:7275525
L E Hitchcock Racing Stables	id=g:7275526
Locust Grove	id=g:7275527
Schiff Estate	id=g:7275528
Brewster Estate	id=g:7275529
E F McCann Estate (historical)	id=g:7275530
Wheatley Stables (historical)	id=g:7275531
J Clews Estate	id=g:7275532
Davison Estate (historical)	id=g:7275533
Makaroff Estate (historical)	id=g:7275534
Postley Estate	id=g:7275535
Daurenheim Estate (historical)	id=g:7275536
Freeport Disposal Plant	id=g:7275537
Salisbury Links (historical)	id=g:7275538
International Falls	id=g:7275539
Ray	id=g:7275540
Big Falls (historical)	id=g:7275541
Birchdale Rest Area	id=g:7275542
Reed Estate	id=g:7275543
Karlstad	id=g:7275544
Indianapolis Yacht Club	id=g:7275545
Firefly Golf Links	id=g:7275546
Snow Snake Mountain Ski Area	id=g:7275547
Kettunen Center	id=g:7275548
Eagle Boys Village	id=g:7275549
Bemidji	id=g:7275550
Hillman's RV Park	id=g:7275551
Tenstrike (historical)	id=g:7275552
Solway	id=g:7275553
Red Lake Tribal Fish Hatchery	id=g:7275554
Redby (historical)	id=g:7275555
Puposky (historical)	id=g:7275556
Hines (historical)	id=g:7275557
Blackduck (historical)	id=g:7275558
Bemidji Speedway	id=g:7275559
Royal Oaks RV Park	id=g:7275560
KOA Kampgrounds	id=g:7275561
Kennedy	id=g:7275562
Akers Rocks	id=g:7275563
Mission Hills Office Center	id=g:7275564
Otte Golf Center	id=g:7275565
Precedent South Business Center	id=g:7275566
Sierra Business Center	id=g:7275567
Neale's Hollow Spring Center	id=g:7275568
Saratoga Golf And Country Cub	id=g:7275569
Liberty Island	id=g:7275570
El Paso Landing (historical)	id=g:7275571
Jacksons Landing (historical)	id=g:7275572
Liberty Landing (historical)	id=g:7275573
Wayne City Landing (historical)	id=g:7275574
Maxwells Landing (historical)	id=g:7275575
Blue Mills Landing (historical)	id=g:7275576
Hiffners Landing (historical)	id=g:7275577
Westbury (historical)	id=g:7275578
McHugh (historical)	id=g:7275579
Burton Corners	id=g:7275580
Community Gun Club (historical)	id=g:7275581
Rochester Gun Club (historical)	id=g:7275582
Roseau RV Park	id=g:7275583
Niagara County Fairgrounds	id=g:7275584
Tracy's RV Park	id=g:7275585
Springsteel Resort	id=g:7275586
Warroad Estates RV Park	id=g:7275587
Becker County Fairgrounds	id=g:7275588
Forest Hills RV Resort	id=g:7275589
Sauers Lake Rest Area	id=g:7275590
Bad Medicine Lake Rest Area	id=g:7275591
Park 65 Office Center	id=g:7275592
Dixieland Flea Market	id=g:7275593
Indiana State Fairgrounds	id=g:7275594
Brookside Industrial Center	id=g:7275595
Franklin Road Business Center	id=g:7275596
Cherry Tree Professional Center	id=g:7275597
Eli Lilly Technology Center	id=g:7275598
Airport Business Center	id=g:7275599
South Point Professional Center	id=g:7275600
Southport Commons Retail Center	id=g:7275601
Marion County Fairgrounds	id=g:7275602
Plainfield Industrial Center	id=g:7275603
Martin US 131 Raceway	id=g:7275604
Wesleyan Conference Grounds	id=g:7275605
Yankee Springs	id=g:7275606
Butler Speedway	id=g:7275607
Golf Fore All	id=g:7275608
Precedent Office Park	id=g:7275609
Haverstick Office Park	id=g:7275610
Woodfield Office Park	id=g:7275611
Castleton Creek Corporate Park	id=g:7275612
Hillsdale Techne Center	id=g:7275613
Castleton Technical Center	id=g:7275614
Dow Venture Center	id=g:7275615
Lakeview Office Park	id=g:7275616
Crystal Yacht Club	id=g:7275617
Airport Tech Park	id=g:7275618
Colts Training Complex	id=g:7275619
Northern Technology Center	id=g:7275620
Cameron Ranch (historical)	id=g:7275621
De Bourgmont Access	id=g:7275622
Rancho Grande	id=g:7275623
Arledge Ranch	id=g:7275624
Henderson Ranch	id=g:7275625
Rose Ranch	id=g:7275626
Newman Ranch	id=g:7275627
Schnaubert Ranch	id=g:7275628
Obryane Ranch	id=g:7275629
J Fisher Ranch	id=g:7275630
Ingram Ranch	id=g:7275631
Nunnely Ranch (historical)	id=g:7275632
Davis Ranch	id=g:7275633
Hamilton Ranch	id=g:7275634
Fisher Ranch	id=g:7275635
Turner Ranch	id=g:7275636
Barksdale Ranch	id=g:7275637
Hutcherson Ranch	id=g:7275638
Williams Ranch	id=g:7275639
Brickner Ranch	id=g:7275640
Whitehead Ranch	id=g:7275641
Big Lozier Ranch	id=g:7275642
Rock Pens Ranch	id=g:7275643
Foster Ranch	id=g:7275644
DeWitt Government Center	id=g:7275645
W Baker Ranch	id=g:7275646
S Baker Ranch	id=g:7275647
R Prosser Ranch	id=g:7275648
Jarrett Ranch	id=g:7275649
Parchman Ranch	id=g:7275650
P Baker Ranch	id=g:7275651
P Kelly Ranch	id=g:7275652
J Kelly Ranch	id=g:7275653
Prosser - Walker Ranch	id=g:7275654
Martin - Rose Ranch	id=g:7275655
J Brite Ranch	id=g:7275656
Brotherton Ranch	id=g:7275657
Hinds Ranch	id=g:7275658
T Brite Ranch	id=g:7275659
Owen Ranch	id=g:7275660
Onondaga Dragway	id=g:7275661
Tennis Complex	id=g:7275662
Tennis Courts	id=g:7275663
Hockey Field	id=g:7275664
Student Commons Courtyard	id=g:7275665
Seymour Court	id=g:7275666
Walker Avenue Garage	id=g:7275667
Outdoor Sports Complex	id=g:7275668
Worsham Field	id=g:7275669
Soccer/Track Complex	id=g:7275670
English Baseball Field	id=g:7275671
Miller-Johnson Track/Soccer Complex	id=g:7275672
Mabel K Whiteside Amphitheature	id=g:7275673
North Star Mill (historical)	id=g:7275674
Village of Merrick Park	id=g:7275675
Homestead-Miami Speedway	id=g:7275676
Centennial Golf And Tennis Club	id=g:7275677
Sacramento Assembly Center (historical)	id=g:7275678
Beckjord Power Plant	id=g:7275679
Clermont Water Treatment Plant	id=g:7275680
Eastgate Commerce Center	id=g:7275681
Eastgate Pavillion	id=g:7275682
Park 50 Techne Center	id=g:7275683
Park 50 Retail Center	id=g:7275684
Hawk Knoll Picnic Area	id=g:7275685
Mushroom Glade Picnic Area	id=g:7275686
Kemper Commerce Center	id=g:7275687
Lazarus Distribution Center	id=g:7275688
Perimeter Park North	id=g:7275689
Triangle Office Park	id=g:7275690
Eagles View Office Park	id=g:7275691
Fairfield Business Center	id=g:7275692
Fairfield Executive Center	id=g:7275693
Hamilton Enterprise Park	id=g:7275694
Orchard Hill Professional Center	id=g:7275695
Timberview Office Park	id=g:7275696
Tri-State Dragway	id=g:7275697
Union Centre Office Park	id=g:7275698
Norman County Fairgrounds	id=g:7275699
Michigan International Speedway	id=g:7275700
Timber Ridge Ski Area	id=g:7275701
Almena Ponds State Fish Hatchery	id=g:7275702
Manchester Speedway	id=g:7275703
Thomas More Business Center	id=g:7275704
Airpark International	id=g:7275705
Alexandria Fairgrounds	id=g:7275706
Mount Bohemia Ski Area	id=g:7275707
Westbrook Corporate Center	id=g:7275708
Old Highland Business District	id=g:7275709
Denver Business Center	id=g:7275710
University Heights Recreation Area	id=g:7275711
One Drexel Plaza	id=g:7275712
Assumption Commons	id=g:7275713
Community Grove	id=g:7275714
Creekside Grove	id=g:7275715
Leo Court	id=g:7275716
Maria's Garden	id=g:7275717
Meditation Court	id=g:7275718
Monarch Court	id=g:7275719
Watson Courts	id=g:7275720
North Gate College Entrance	id=g:7275721
Athletic Stadium	id=g:7275722
Saint John's Archaeological Site	id=g:7275723
Townhouse Green	id=g:7275724
James W Garrett Sports Complex	id=g:7275725
Sassafras Complex	id=g:7275726
Kendall Residence Halls	id=g:7275727
Kessel Athletic Complex	id=g:7275728
McKean Residence Halls	id=g:7275729
Founder's Green	id=g:7275730
Galvin Terrace	id=g:7275731
Linden Plaza	id=g:7275732
Mullberry Plaza	id=g:7275733
Sheila Jordan Murray Memorial Rock Garden	id=g:7275734
President's Row	id=g:7275735
Schottland Tennis Pavilion	id=g:7275736
Carl D Johnson Commons	id=g:7275737
Schnaĝ	id=g:7275738
Chugix	id=g:7275739
Kitasiilux̂ Sitxa	id=g:7275740
Qagaadan Kadaa	id=g:7275741
Qagaadan Algaĝiiluĝii	id=g:7275742
Stinam Isana	id=g:7275743
Agisam Kuvruska	id=g:7275744
Magusim Qayaa	id=g:7275745
Iganatum Mayaakaa	id=g:7275746
Angax̂siqax̂	id=g:7275747
Sngaaĝim Chaxaa	id=g:7275748
Qawa Chiĝanaa	id=g:7275749
Kimischiilux̂	id=g:7275750
Numaadaa	id=g:7275751
Agaan-kinga	id=g:7275752
Kuluunkiĝlaaĝan	id=g:7275753
Numaadan Algaĝiiluĝii Chiĝanaada	id=g:7275754
Numadan Pristinaa	id=g:7275755
Numaadan Alaĝum Ulaada	id=g:7275756
Pristinam Staara	id=g:7275757
Pristinam Tagada	id=g:7275758
Krituuyax̂	id=g:7275759
Qakaan-kingan Chiĝanaa	id=g:7275760
Aagyuuĝim Nuĝa	id=g:7275761
Glensheen	id=g:7275762
Lake Superior Zoo	id=g:7275763
Holiday Center	id=g:7275764
Fitger's Brewery Complex	id=g:7275765
Great Lakes Floating Maritime Museum	id=g:7275766
Great Lakes Aquarium	id=g:7275767
DeWitt-Seitz Marketplace	id=g:7275768
Waterfront Visitor Information Center	id=g:7275769
Lake Superior Zoological Garden	id=g:7275770
Spirit Mountain Recreation Area	id=g:7275771
Duluth Municipal Golf Links	id=g:7275772
Waukesha County Fairgrounds	id=g:7275773
Brown Deer Corporation Park	id=g:7275774
Taylor's Landing Access	id=g:7275775
Milwaukee Mile	id=g:7275776
West Allis Public Works Annex	id=g:7275777
Ozaukee County Fairgrounds	id=g:7275778
Chatfield Arboretum	id=g:7275779
Coors Technology Center	id=g:7275780
Jefferson County Fairgrounds	id=g:7275781
Zimmermann's Kettle Hills	id=g:7275782
Louisville Corner	id=g:7275783
Louisville Landing (historical)	id=g:7275784
Richards Landing (historical)	id=g:7275785
Tracy Landing (historical)	id=g:7275786
MacArthur Maze	id=g:7275787
Coaldale Junction (historical)	id=g:7275788
Drafin School (historical)	id=g:7275789
Elwood Railroad Siding (historical)	id=g:7275790
Fishtrap	id=g:7275791
Colorado Technological Center	id=g:7275792
Meridian International Business Center	id=g:7275793
Indian Grave	id=g:7275794
Hamlack	id=g:7275795
Herman Siding (historical)	id=g:7275796
Indian Rock	id=g:7275797
Keyser Heights	id=g:7275798
South Harbor Terminal	id=g:7275799
Proctor Speedway/Fairgrounds	id=g:7275800
Embassy Corporate Park	id=g:7275801
Forest Heights RV and Mobile Park	id=g:7275802
Iron Junction	id=g:7275803
Saint Louis County Fairgrounds	id=g:7275804
Hull Rust Mine View	id=g:7275805
Hancock County Fairgrounds	id=g:7275806
Mount Ripley Ski Area	id=g:7275807
Mill Mine Junction (historical)	id=g:7275808
South Bay Sewer Authority Treatment Plant	id=g:7275809
Rocky Ford Water Works	id=g:7275810
Snow's Corner	id=g:7275811
York Plaza Shpping Center	id=g:7275812
Watersmeet Fish/Trout Hatchery	id=g:7275813
Gogebic County Fairgrounds	id=g:7275814
Mount Zion Ski Hill	id=g:7275815
Vermilion Fairways	id=g:7275816
Vermilion Motel and RV Park	id=g:7275817
Laurentian Divide Rest Area	id=g:7275818
Thompson Hill Travel Information Center	id=g:7275819
Floodwood Rest Area	id=g:7275820
Independence Rest Area	id=g:7275821
Anchor Lake Travel Information Center	id=g:7275822
Soudan Mine Overlook Rest Area	id=g:7275823
Cook Rest Area	id=g:7275824
Anheuser Busch Corporate Center	id=g:7275825
Brooksedge Corporate Center	id=g:7275826
Bethel Road Office Park	id=g:7275827
Columbus Corporate Park	id=g:7275828
Roberts Road Corporate Park	id=g:7275829
Westbrook Corporate Center	id=g:7275830
The Industrial Zone	id=g:7275831
Lucent Technologies	id=g:7275832
Crossroads Commerce Center	id=g:7275833
Eastgate Industrial Center	id=g:7275834
Columbus Corporate Center	id=g:7275835
East Broad Business Center	id=g:7275836
Alum Creek Office Center	id=g:7275837
Scarborough Corporate Park	id=g:7275838
Gateway Professional Park	id=g:7275839
Groveport Commerce Center	id=g:7275840
Dare Professional Park	id=g:7275841
International Center Business Center	id=g:7275842
Kiln Creek Corporate Center	id=g:7275843
Kings Creek Commerce Center	id=g:7275844
Kit Carson County Fairgrounds	id=g:7275845
Doctor Dimiter Ramadanoff Water Treatment Plant	id=g:7275846
Michigan State Travel Information Center	id=g:7275847
Norway Mountain Ski and Snowboard Resort	id=g:7275848
Springbrook Gardens Nursery	id=g:7275849
Pine Mountain Ski Resort	id=g:7275850
Pine Mountain Ski Jump	id=g:7275851
The Shoppes of Citrus Hills	id=g:7275852
Norway Speedway	id=g:7275853
Dickinson County Fairgrounds	id=g:7275854
Irwindale Speedway	id=g:7275855
Wild River Motel and RV Park	id=g:7275856
Iron River RV Park	id=g:7275857
Iron County Fairgrounds	id=g:7275858
Kelso Junction	id=g:7275859
Pecan Grove Picnic Area	id=g:7275860
Mineral Wells Picnic Area	id=g:7275861
Old Zoo Picnic Area	id=g:7275862
Ordnance Compound	id=g:7275863
Miracle Mile	id=g:7275864
Marquette County Fairgrounds	id=g:7275865
Brightwaters Beach And Cabana Club	id=g:7275866
Bay Shore Business Center	id=g:7275867
Thomas Field District Substation	id=g:7275868
The Stock Sale (historical)	id=g:7275869
Banks (historical)	id=g:7275870
Marquette Mountain Ski Area	id=g:7275871
Suicide Bowl Ski Jumps	id=g:7275872
Lucy Hill Naturbahn Luge Track	id=g:7275873
Country Village RV Park	id=g:7275874
Jasper Knob Scenic Overlook	id=g:7275875
Michigan Welcome Center	id=g:7275876
Marquette Fish Hatchery	id=g:7275877
Looney Railroad Siding (historical)	id=g:7275878
Lovers Leap Rock	id=g:7275879
Oranoco Mine (historical)	id=g:7275880
Rans Polly Bend	id=g:7275881
Red Bud	id=g:7275882
Riddles Crossing (historical)	id=g:7275883
Rockhouse	id=g:7275884
Shelby Junction (historical)	id=g:7275885
The Devils Bow (historical)	id=g:7275886
Turkey Foot	id=g:7275887
Upper Hurricane	id=g:7275888
Ward Siding	id=g:7275889
Porter's Store (historical)	id=g:7275890
Vansant's Mill (historical)	id=g:7275891
Watsons Store (historical)	id=g:7275892
