Ribeirão Tijucal	id=g:3386412
Santa Teresa	id=g:3389232
Santa Teresa	id=g:3389233
Santa Teresa	id=g:3389234
Santa Teresa	id=g:3389235
Santa Teresa	id=g:3389236
Santa Teresa	id=g:3389237
Santa Teresa	id=g:3389238
Santa Teresa	id=g:3389239
Santa Teresa	id=g:3389240
Santa Teresa	id=g:3389241
Santa Tereza	id=g:3389242
Santa Teresa	id=g:3389243
Santa Teresa	id=g:3389244
Santa Tereza	id=g:3389245
Santa Tereza	id=g:3389246
Santa Teresa	id=g:3389247
Santa Teresa	id=g:3389248
Santa Teresa	id=g:3389249
Santa Rosa (3)	id=g:3389250
Santa Rosa (2)	id=g:3389251
Santa Rosa (2)	id=g:3389252
Santa Rosa (1)	id=g:3389253
Santa Rosa (1)	id=g:3389254
Rio Santa Rosa	id=g:3389255
Rio Santa Rosa	id=g:3389256
Riacho Santa Rosa	id=g:3389257
Riacho Santa Rosa	id=g:3389258
Riacho Santa Rosa	id=g:3389259
Riacho Santa Rosa	id=g:3389260
Riacho Santa Rosa	id=g:3389261
Lago de Santa Rosa	id=g:3389262
Ilha Santa Rosa	id=g:3389263
Igarapé Santa Rosa	id=g:3389264
Banco Santa Rosa	id=g:3389265
Baía de Santa Rosa	id=g:3389266
Santa Rosa	id=g:3389267
Santa Rosa	id=g:3389268
Santa Rosa	id=g:3389269
Santa Rosa	id=g:3389270
Santa Rosa	id=g:3389271
Santa Rosa	id=g:3389272
Santa Rosa	id=g:3389273
Santa Rosa	id=g:3389274
Santa Rosa	id=g:3389275
Santa Rosa	id=g:3389276
Santa Rosa	id=g:3389277
Santa Rosa	id=g:3389278
Santa Rosa	id=g:3389279
Santa Rosa	id=g:3389280
Santa Rosa	id=g:3389281
Santa Rosa	id=g:3389282
Santa Rosa	id=g:3389283
Santa Rosa	id=g:3389284
Santa Rosa	id=g:3389285
Santa Rosa	id=g:3389286
Santa Rosa	id=g:3389287
Santa Rosa	id=g:3389288
Santa Rosa	id=g:3389289
Santa Rosa	id=g:3389290
Santa Rosa	id=g:3389291
Santa Rosa	id=g:3389292
Santa Rosa	id=g:3389293
Santa Rosa	id=g:3389294
Santa Rosa	id=g:3389295
Santa Rosa	id=g:3389296
Santa Rosa	id=g:3389297
Santa Rosa	id=g:3389298
Santa Rosa	id=g:3389299
Santa Rita Durão	id=g:3389300
Serra de Santa Rita	id=g:3389301
Serra de Santa Rita	id=g:3389302
Serra Santa Rita	id=g:3389303
Salina Santa Rita	id=g:3389304
Rio Santa Rita	id=g:3389305
Riacho de Santa Rita	id=g:3389306
Riacho Santa Rita	id=g:3389307
Ponta de Santa Rita	id=g:3389308
Ilha Santa Rita	id=g:3389309
Ilha Santa Rita	id=g:3389310
Santa Rita	id=g:3389311
Santa Rita	id=g:3389312
Santa Rita	id=g:3389313
Santa Rita	id=g:3389314
Santa Rita	id=g:3389315
Santa Rita	id=g:3389316
Santa Rita	id=g:3389317
Santa Rita	id=g:3389318
Santa Rita	id=g:3389319
Santa Rita	id=g:3389320
Santa Rita	id=g:3389321
Santa Rita	id=g:3389322
Santa Rita	id=g:3389323
Santa Rita	id=g:3389324
Santa Rita	id=g:3389325
Santa Rita	id=g:3389326
Santa Rita	id=g:3389327
Santa Rita	id=g:3389328
Santa Rita	id=g:3389329
Santa Rita	id=g:3389330
Santa Rita	id=g:3389331
Santa Rita	id=g:3389332
Santa Rita	id=g:3389333
Santa Rita	id=g:3389334
Santa Rita	id=g:3389335
Santa Rita	id=g:3389336
Santa Rita	id=g:3389337
Santa Rita	id=g:3389338
Santa Rita	id=g:3389339
Santa Rita	id=g:3389340
Santa Rita	id=g:3389341
Santa Rita	id=g:3389342
Santa Rita	id=g:3389343
Santa Rita	id=g:3389344
Santarém Novo	id=g:3389345
Ponta do Santarém	id=g:3389346
Ilha Santarém	id=g:3389347
Igarapé Santarém	id=g:3389348
Santarém	id=g:3389349
Santarém	id=g:3389350
Santarém	id=g:3389351
Santarém	id=g:3389352
Santarém	id=g:3389353
Santarém	id=g:3389354
Santarém	id=g:3389355
Santa Quitiria	id=g:3389356
Açude Santa Quitéria Velha	id=g:3389357
Santa Quitéria do Maranhão	id=g:3389358
Santa Quitéria	id=g:3389359
Santa Quitéria	id=g:3389360
Santa Quitéria	id=g:3389361
Santa Quiteria	id=g:3389362
Santa Polonia	id=g:3389363
Santa Paz	id=g:3389364
Santa Paula	id=g:3389365
Santa Paula	id=g:3389366
Ilha Santaninha	id=g:3389367
Santana (4)	id=g:3389368
Santana (3)	id=g:3389369
Santana (3)	id=g:3389370
Santana (3)	id=g:3389371
Santana (2)	id=g:3389372
Santana (2)	id=g:3389373
Santana (2)	id=g:3389374
Santana (1)	id=g:3389375
Santana (1)	id=g:3389376
Santana (1)	id=g:3389377
Santana (1)	id=g:3389378
Santana dos Garrotes	id=g:3389379
Santana do Mundaú	id=g:3389380
Santana do Matos	id=g:3389381
Santana do Mandaú	id=g:3389382
Santana do Ipanema	id=g:3389383
Santana do Ipanema	id=g:3389384
Santana do Cariri	id=g:3389385
Santana do Cariri	id=g:3389386
Santana do Acaraú	id=g:3389387
Santana de São Joaquim	id=g:3389388
Santana de Mangueira	id=g:3389389
Serrote Santana	id=g:3389390
Serra de Santana	id=g:3389391
Serra de Santana	id=g:3389392
Serra de Santana	id=g:3389393
Serra Santana	id=g:3389394
Rio Santana	id=g:3389395
Rio Santana	id=g:3389396
Rio Santana	id=g:3389397
Ribeirão Santana	id=g:3389398
Ribeirão Santana	id=g:3389399
Ribeirão Santana	id=g:3389400
Riacho de Santana	id=g:3389401
Riacho Santana	id=g:3389402
Riacho Santana	id=g:3389403
Riacho Santana	id=g:3389404
Riacho Santana	id=g:3389405
Riacho Santana	id=g:3389406
Riacho Santana	id=g:3389407
Riacho Santana	id=g:3389408
Riacho Santana	id=g:3389409
Riacho Santana	id=g:3389410
Riacho Santana	id=g:3389411
Riacho Santana	id=g:3389412
Riacho Santana	id=g:3389413
Recifes de Santana	id=g:3389414
Ilha de Santana	id=g:3389415
Ilha de Santana	id=g:3389416
Ilha Santana	id=g:3389417
Cachoeira Santana	id=g:3389418
Açude Santana	id=g:3389419
Santana	id=g:3389420
Santana	id=g:3389421
Santana	id=g:3389422
Santana	id=g:3389423
Santana	id=g:3389424
Santana	id=g:3389425
Santana	id=g:3389426
Santana	id=g:3389427
Santana	id=g:3389428
Santana	id=g:3389429
Santana	id=g:3389430
Santana	id=g:3389431
Santana	id=g:3389432
Santana	id=g:3389433
Santana	id=g:3389434
Santana	id=g:3389435
Santana	id=g:3389436
Santana	id=g:3389437
Santana	id=g:3389438
Santana	id=g:3389439
Santana	id=g:3389440
Santana	id=g:3389441
Santana	id=g:3389442
Santana	id=g:3389443
Santana	id=g:3389444
Santana	id=g:3389445
Santana	id=g:3389446
Santana	id=g:3389447
Santana	id=g:3389448
Santana	id=g:3389449
Santana	id=g:3389450
Santana	id=g:3389451
Santana	id=g:3389452
Santa Mônica	id=g:3389453
Santa Maria (3)	id=g:3389454
Santa Maria (2)	id=g:3389455
Santa Maria (1)	id=g:3389456
Travessão Santa Maria Velha	id=g:3389457
Santa Maria Velha	id=g:3389458
Santa Maria do Pará	id=g:3389459
Santa Maria de Baraúna	id=g:3389460
Santa Maria das Barreiras	id=g:3389461
Santa Maria da Boa Vista	id=g:3389462
Rio Santa Maria	id=g:3389463
Ribeirão Santa Maria	id=g:3389464
Ribeirão Santa Maria	id=g:3389465
Riacho Santa Maria	id=g:3389466
Riacho Santa Maria	id=g:3389467
Riacho Santa Maria	id=g:3389468
Riacho Santa Maria	id=g:3389469
Riacho Santa Maria	id=g:3389470
Riacho Santa Maria	id=g:3389471
Riacho Santa Maria	id=g:3389472
Riacho Santa Maria	id=g:3389473
Ilha de Santa Maria	id=g:3389474
Ilha Santa Maria	id=g:3389475
Ilha Santa Maria	id=g:3389476
Igarapé Santa Maria	id=g:3389477
Igarapé Santa Maria	id=g:3389478
Córrego de Santa Maria	id=g:3389479
Córrego Santa Maria	id=g:3389480
Cachoeira Santa Maria	id=g:3389481
Açude Santa Maria	id=g:3389482
Açude Santa Maria	id=g:3389483
Santa Maria	id=g:3389484
Santa Maria	id=g:3389485
Santa Maria	id=g:3389486
Santa Maria	id=g:3389487
Santa Maria	id=g:3389488
Santa Maria	id=g:3389489
Santa Maria	id=g:3389490
Santa Maria	id=g:3389491
Santa Maria	id=g:3389492
Santa Maria	id=g:3389493
Santa Maria	id=g:3389494
Santa Maria	id=g:3389495
Santa Maria	id=g:3389496
Santa Maria	id=g:3389497
Santa Maria	id=g:3389498
Santa Maria	id=g:3389499
Santa Maria	id=g:3389500
Santa Maria	id=g:3389501
Santa Maria	id=g:3389502
Santa Maria	id=g:3389503
Santa Maria	id=g:3389504
Santa Maria	id=g:3389505
Santa Maria	id=g:3389506
Santa Maria	id=g:3389507
Santa Maria	id=g:3389508
Santa Maria	id=g:3389509
Santa Maria	id=g:3389510
Santa Maria	id=g:3389511
Santa Maria	id=g:3389512
Santa Luzia	id=g:3389513
Santa Maria	id=g:3389514
Santa Maria	id=g:3389515
Santa Maria	id=g:3389516
Santa Maria	id=g:3389517
Santa Maria	id=g:3389518
Santa Maria	id=g:3389519
Santa Maria	id=g:3389520
Santa Maria	id=g:3389521
Santa Maria	id=g:3389522
Santa Maria	id=g:3389523
Santa Maria	id=g:3389524
Santa Maria	id=g:3389525
Santa Maria	id=g:3389526
Santa Maria	id=g:3389527
Santa Maria	id=g:3389528
Santa Maria	id=g:3389529
Santa Maria	id=g:3389530
Santa María	id=g:3389531
Santa Maria	id=g:3389532
Santa Márcia	id=g:3389533
Santa Madalena	id=g:3389534
Santa Luzia do Norte	id=g:3389535
Santa Luzia do Cariri	id=g:3389536
Santa Lúzia de Picuí	id=g:3389537
Serrote Santa Luzia	id=g:3389538
Serra de Santa Luzia	id=g:3389539
Serra Santa Luzia	id=g:3389540
Serra Santa Luzia	id=g:3389541
Ribeirão Santa Luzia	id=g:3389542
Riacho Santa Luzia	id=g:3389543
Açude Público Santa Lúzia	id=g:3389544
Santa Luzia	id=g:3389545
Santa Luzia	id=g:3389546
Santa Luzia	id=g:3389547
Santa Luzia	id=g:3389548
Santa Luzia	id=g:3389549
Santa Luzia	id=g:3389550
Santa Luzia	id=g:3389551
Santa Luzia	id=g:3389552
Santa Luzia	id=g:3389553
Santa Luzia	id=g:3389554
Santa Luzia	id=g:3389555
Santa Luzia	id=g:3389556
Santa Luzia	id=g:3389557
Santa Luzia	id=g:3389558
Santa Lúzia	id=g:3389559
Santa Luzia	id=g:3389560
Santa Luzia	id=g:3389561
Santa Luzia	id=g:3389562
Santa Luzia	id=g:3389563
Santa Luzia	id=g:3389564
Santa Lúzia	id=g:3389565
Santa Luzia	id=g:3389566
Santa Luzia	id=g:3389567
Santa Luzia	id=g:3389568
Santa Luzia	id=g:3389569
Santa Luzia	id=g:3389570
Santa Luzia	id=g:3389571
Santa Luzia	id=g:3389572
Santa Luzia	id=g:3389573
Santa Luzia	id=g:3389574
Santa Luzia	id=g:3389575
Santa Luiza	id=g:3389576
Santa Lúcia	id=g:3389577
Santa Lúcia	id=g:3389578
Santa Lúcia	id=g:3389579
Santa Júlia do Jurupari	id=g:3389580
Igarapé Santa Júlia	id=g:3389581
Santa Júlia	id=g:3389582
Santa Júlia	id=g:3389583
Santa Júlia	id=g:3389584
Santa Júlia	id=g:3389585
Santa Júlia	id=g:3389586
Santa Joana	id=g:3389587
Santa Izidio	id=g:3389588
Santa Izabel	id=g:3389589
Santa Isabel do Pará	id=g:3389590
Santa Isabel do Araguaia	id=g:3389591
Igarapé Santa Isabel	id=g:3389592
Cachoeira de Santa Isabel	id=g:3389593
Santa Isabel	id=g:3389594
Santa Isabel	id=g:3389595
Santa Isabel	id=g:3389596
Santa Isabel	id=g:3389597
Santa Isabel	id=g:3389598
Santa Isabel	id=g:3389599
Santa Isabel	id=g:3389600
Santa Isabel	id=g:3389601
Santa Isabel	id=g:3389602
Igarapé Santa Iria	id=g:3389603
Cachoeira de Santa Iria	id=g:3389604
Santa Inez	id=g:3389605
Riacho Santa Inês	id=g:3389606
Santa Inês	id=g:3389607
Santa Inês	id=g:3389608
Santa Inês	id=g:3389609
Santa Inês	id=g:3389610
Santa Inês	id=g:3389611
Corredeira Santa Helena	id=g:3389612
Cachoeira da Santa Helena	id=g:3389613
Santa Helena	id=g:3389614
Santa Helena	id=g:3389615
Santa Helena	id=g:3389616
Santa Helena	id=g:3389617
Santa Helena	id=g:3389618
Santa Helena	id=g:3389619
Santa Helena	id=g:3389620
Santa Helena	id=g:3389621
Santa Helena	id=g:3389622
Santa Gertrudes	id=g:3389623
Santa Gertrudes	id=g:3389624
Santa Filomena	id=g:3389625
Santa Filomena	id=g:3389626
Santa Filomena	id=g:3389627
Santa Filomena	id=g:3389628
Santa Filomena	id=g:3389629
Santa Filomena	id=g:3389630
Santa Felícia	id=g:3389631
Serra Santa Fé	id=g:3389632
Santa Fé	id=g:3389633
Santa Fé	id=g:3389634
Santa Fé	id=g:3389635
Santa Fé	id=g:3389636
Santa Fé	id=g:3389637
Santa Fé	id=g:3389638
Santa Fé	id=g:3389639
Santa Fé	id=g:3389640
Santa Fé	id=g:3389641
Santa Fe	id=g:3389642
Santa Fé	id=g:3389643
Santa Fé	id=g:3389644
Santa-Fé	id=g:3389645
Santa Fé	id=g:3389646
Santa Elízia	id=g:3389647
Santa Efigênia	id=g:3389648
Santa Cruz dos Milagres	id=g:3389649
Santa Cruz do Piauí	id=g:3389650
Santa Cruz do Deserto	id=g:3389651
Santa Cruz do Capibaribe	id=g:3389652
Santa Cruz Do Capibaribe	id=g:3389653
Santa Cruz do Arari	id=g:3389654
Santa Cruz da Baixa Verde	id=g:3389655
Serrote da Santa Cruz	id=g:3389656
Rio Santa Cruz	id=g:3389657
Riacho da Santa Cruz	id=g:3389658
Ilha Santa Cruz	id=g:3389659
Canal Santa Cruz	id=g:3389660
Cachoeira Santa Cruz	id=g:3389661
Açude Público Santa Cruz	id=g:3389662
Santa Cruz	id=g:3389663
Santa Cruz	id=g:3389664
Santa Cruz	id=g:3389665
Santa Cruz	id=g:3389666
Santa Cruz	id=g:3389667
Santa Cruz	id=g:3389668
Santa Cruz	id=g:3389669
Santa Cruz	id=g:3389670
Santa Cruz	id=g:3389671
Santa Cruz	id=g:3389672
Santa Cruz	id=g:3389673
Santa Cruz	id=g:3389674
Santa Cruz	id=g:3389675
Santa Cruz	id=g:3389676
Santa Cruz	id=g:3389677
Santa Cruz	id=g:3389678
Santa Cruz	id=g:3389679
Santa Cruz	id=g:3389680
Santa Cruz	id=g:3389681
Santa Cruz	id=g:3389682
Santa Cruz	id=g:3389683
Santa Cruz	id=g:3389684
Santa Cruz	id=g:3389685
Santa Cruz	id=g:3389686
Santa Cruz	id=g:3389687
Santa Cruz	id=g:3389688
Santa Cruz	id=g:3389689
Serra Santa Clara	id=g:3389690
Santa Clara	id=g:3389691
Santa Clara	id=g:3389692
Santa Clara	id=g:3389693
Santa Clara	id=g:3389694
Santa Clara	id=g:3389695
Santa Clara	id=g:3389696
Santa Clara	id=g:3389697
Santa Clara	id=g:3389698
Santa Clara	id=g:3389699
Santa Cecilia	id=g:3389700
Serra de Santa Catarina	id=g:3389701
Santa Catarina	id=g:3389702
Santa Catarina	id=g:3389703
Santa Catarina	id=g:3389704
Santa Catarina	id=g:3389705
Santa Catarina	id=g:3389706
Santa Brígida	id=g:3389707
Riacho Santa Bárbara	id=g:3389708
Ilha Santa Bárbara	id=g:3389709
Santa Bárbara	id=g:3389710
Santa Bárbara	id=g:3389711
Santa Bárbara	id=g:3389712
Santa Bárbara	id=g:3389713
Santa Bárbara	id=g:3389714
Santa Ana	id=g:3389715
Santa Amélia	id=g:3389716
Santa Adelaide	id=g:3389717
Sansão	id=g:3389718
Riacho do Sanim	id=g:3389719
Riacho Sanharó	id=g:3389720
Sanharó	id=g:3389721
Sanharó	id=g:3389722
Sanharó	id=g:3389723
Sanharao	id=g:3389724
Riacho do Sanhará	id=g:3389725
Sanguessuga	id=g:3389726
Riacho do Sangue	id=g:3389727
Riacho Sangue	id=g:3389728
Cachoeira do Sangue	id=g:3389729
Açude do Sangue	id=g:3389730
Sangue	id=g:3389731
Sangradouro	id=g:3389732
Sangradouro	id=g:3389733
Sangradouro	id=g:3389734
Sangradouro	id=g:3389735
Sangradouro	id=g:3389736
Sangrador	id=g:3389737
Sangrador	id=g:3389738
Igarapé Sangão	id=g:3389739
Sanganhã	id=g:3389740
Córrego Sancho	id=g:3389741
Baia do Sancho	id=g:3389742
Rio Sanabani	id=g:3389743
Lago Sampaio	id=g:3389744
Rio Sambito	id=g:3389745
Sambito	id=g:3389746
Samba Quixaba	id=g:3389747
Sambambia	id=g:3389748
Sambaibas	id=g:3389749
Riacho da Sambaíba	id=g:3389750
Sambaíba	id=g:3389751
Sambaiba	id=g:3389752
Sambaíba	id=g:3389753
Sambaíba	id=g:3389754
Ribeirão Samaúma	id=g:3389755
Lago Samaúma	id=g:3389756
Lago Samaúma	id=g:3389757
Ilha da Samaúma	id=g:3389758
Ilha da Samaúma	id=g:3389759
Ilha Samaúma	id=g:3389760
Ilha Samaúma	id=g:3389761
Igarapé Samaúma	id=g:3389762
Samaúma	id=g:3389763
Samará	id=g:3389764
Serra do Samanau	id=g:3389765
Ilha de Samanajós	id=g:3389766
Riacho Samambaia	id=g:3389767
Samambaia	id=g:3389768
Samambaia	id=g:3389769
Samambaia	id=g:3389770
Samambaia	id=g:3389771
Samambaia	id=g:3389772
Samambaia	id=g:3389773
Salva Vidas	id=g:3389774
Salva Vida	id=g:3389775
Salva Vida	id=g:3389776
Salvavida	id=g:3389777
Igarapé Salvaterra	id=g:3389778
Salvaterra	id=g:3389779
Salvaterra	id=g:3389780
Rio Salvador	id=g:3389781
Salvador	id=g:3389782
Salvador	id=g:3389783
Salui Pama	id=g:3389784
Cachoeira do Salto Grande	id=g:3389785
Saltões	id=g:3389786
Salto da Pedra	id=g:3389787
Salto da Pedra	id=g:3389788
Ribeirão do Salto	id=g:3389789
Riacho do Salto	id=g:3389790
Igarapé do Salto	id=g:3389791
Salto	id=g:3389792
Salto	id=g:3389793
Salsas	id=g:3389794
Igarapé Salsal	id=g:3389795
Cachoeira Salsal	id=g:3389796
Salomé	id=g:3389797
Salobro (2)	id=g:3389798
Salobro (1)	id=g:3389799
Serra do Salobro	id=g:3389800
Rio Salobro	id=g:3389801
Rio Salobro	id=g:3389802
Ribeirão Salobro	id=g:3389803
Riacho Salobro	id=g:3389804
Riacho Salobro	id=g:3389805
Riacho Salobro	id=g:3389806
Lagoa do Salobro	id=g:3389807
Salobro	id=g:3389808
Salobro	id=g:3389809
Salobro	id=g:3389810
Salobro	id=g:3389811
Salobro	id=g:3389812
Salobro	id=g:3389813
Salobro	id=g:3389814
Saloá	id=g:3389815
Sal Nascente	id=g:3389816
Rio Salitre	id=g:3389817
Riacho Salitre	id=g:3389818
Salitre	id=g:3389819
Salitre	id=g:3389820
Salinópolis	id=g:3389821
Salinópolis	id=g:3389822
Salinopolis	id=g:3389823
Salininha	id=g:3389824
Rio Salinas	id=g:3389825
Rio Salinas	id=g:3389826
Riacho das Salinas	id=g:3389827
Riacho Salinas	id=g:3389828
Riacho Salinas	id=g:3389829
Salinas	id=g:3389830
Salinas	id=g:3389831
Salinas	id=g:3389832
Salinas	id=g:3389833
Salinas	id=g:3389834
Salinas	id=g:3389835
Salinas	id=g:3389836
Salinas	id=g:3389837
Salina Grande	id=g:3389838
Salina de Cima	id=g:3389839
Vereda da Salina	id=g:3389840
Riacho da Salina	id=g:3389841
Riacho da Salina	id=g:3389842
Riacho da Salina	id=g:3389843
Riacho da Salina	id=g:3389844
Riacho Salina	id=g:3389845
Riacho Salina	id=g:3389846
Morro da Salina	id=g:3389847
Lagoa da Salina	id=g:3389848
Salina	id=g:3389849
Salina	id=g:3389850
Salina	id=g:3389851
Salina	id=g:3389852
Salina	id=g:3389853
Salina	id=g:3389854
Salina	id=g:3389855
Salina	id=g:3389856
Salina	id=g:3389857
Riacho do Salgueiro	id=g:3389858
Riacho Salgueiro	id=g:3389859
Salgueiro	id=g:3389860
Salgueirinho	id=g:3389861
Salgidinho	id=g:3389862
Salgado (4)	id=g:3389863
Salgado (3)	id=g:3389864
Salgado (2)	id=g:3389865
Salgado (2)	id=g:3389866
Salgado (1)	id=g:3389867
Salgado (1)	id=g:3389868
Riacho dos Salgados	id=g:3389869
Salgado do Nicolau	id=g:3389870
Salgado do Melão	id=g:3389871
Salgado do Canto	id=g:3389872
Salgado de São Félix	id=g:3389873
Serra do Salgado	id=g:3389874
Serra do Salgado	id=g:3389875
Rio Salgado	id=g:3389876
Rio Salgado	id=g:3389877
Rio Salgado	id=g:3389878
Rio Salgado	id=g:3389879
Rio Salgado	id=g:3389880
Rio Salgado	id=g:3389881
Riacho Salgado	id=g:3389882
Riacho Salgado	id=g:3389883
Riacho Salgado	id=g:3389884
Riacho Salgado	id=g:3389885
Riacho Salgado	id=g:3389886
Riacho Salgado	id=g:3389887
Riacho Salgado	id=g:3389888
Riacho Salgado	id=g:3389889
Riacho Salgado	id=g:3389890
Riacho Salgado	id=g:3389891
Riacho Salgado	id=g:3389892
Lagoa Salgada	id=g:3389893
Açude Salgado	id=g:3389894
Açude Salgado	id=g:3389895
Salgado	id=g:3389896
Salgado	id=g:3389897
Salgado	id=g:3389898
Salgado	id=g:3389899
Salgado	id=g:3389900
Salgado	id=g:3389901
Salgado	id=g:3389902
Salgado	id=g:3389903
Salgado	id=g:3389904
Salgado	id=g:3389905
Salgado	id=g:3389906
Salgado	id=g:3389907
Salgado	id=g:3389908
Salgado	id=g:3389909
Salgado	id=g:3389910
Salgado	id=g:3389911
Salgado	id=g:3389912
Salgado	id=g:3389913
Salgado	id=g:3389914
Salgado	id=g:3389915
Serrote Salgadinho	id=g:3389916
Rio Salgadinho	id=g:3389917
Riacho do Salgadinho	id=g:3389918
Riacho Salgadinho	id=g:3389919
Riacho Salgadinho	id=g:3389920
Riacho Salgadinho	id=g:3389921
Salgadinho	id=g:3389922
Salgadinho	id=g:3389923
Salgadinho	id=g:3389924
Salgadinho	id=g:3389925
Salgadinho	id=g:3389926
Salgadinho	id=g:3389927
Salgadinho	id=g:3389928
Salgadinho	id=g:3389929
Salgadinho	id=g:3389930
Salgadinho	id=g:3389931
Salgadinho	id=g:3389932
Salgadinho	id=g:3389933
Salgadinho	id=g:3389934
Salgadinho	id=g:3389935
Salgadinho	id=g:3389936
Salgadinho	id=g:3389937
Salgadinho	id=g:3389938
Salgadinho	id=g:3389939
Salgadinho	id=g:3389940
Salgadinho	id=g:3389941
Salgadinha	id=g:3389942
Riacho Salgade	id=g:3389943
Açude Salgada	id=g:3389944
Salgada	id=g:3389945
Igarapé Sales	id=g:3389946
