Mokotibe-Antanimavo	id=g:1058747
Labourdonnais	id=g:1063341
Laborano	id=g:1063342
Laborano	id=g:1063343
Forêt d’ Labohazo	id=g:1063344
Laboafo	id=g:1063345
Labandy	id=g:1063346
Labandy	id=g:1063347
Labandikely	id=g:1063348
Labandihely	id=g:1063349
Kovokovo	id=g:1063350
Kovokovo	id=g:1063351
Kovarafeno	id=g:1063352
Koumoukou	id=g:1063353
Kotrokotroka	id=g:1063354
Kotrokotroka	id=g:1063355
Kotria	id=g:1063356
Kotovintsy	id=g:1063357
Kotorabsy	id=g:1063358
Kotombona	id=g:1063359
Kotombolo	id=g:1063360
Kotolay	id=g:1063361
Kotoboka	id=g:1063362
Kotoalo	id=g:1063363
Kotoala-Tanambao	id=g:1063364
Kotipa	id=g:1063365
Korobe	id=g:1063366
Korikory	id=g:1063367
Kopoky	id=g:1063368
Kononoka	id=g:1063369
Konkaina	id=g:1063370
Kongory	id=g:1063371
Kongony	id=g:1063372
Kongony	id=g:1063373
Kondy	id=g:1063374
Vondrom-pasana Komoriana	id=g:1063375
Komihevitsy	id=g:1063376
Pointe Komatsana	id=g:1063377
Komaronga	id=g:1063378
Komania	id=g:1063379
Komangorokely Rivière	id=g:1063380
Komangorobe Rivière	id=g:1063381
Pic Komanga	id=g:1063382
Lohatanjon’ i Komamery	id=g:1063383
Komamery	id=g:1063384
Komajia Rivière	id=g:1063385
Komajiabe	id=g:1063386
Komajia	id=g:1063387
Komajara	id=g:1063388
Farihy Komadio	id=g:1063389
Kolokala	id=g:1063390
Kolojony	id=g:1063391
Kokomba	id=g:1063392
Kokoina	id=g:1063393
Koka	id=g:1063394
Kohaka	id=g:1063395
Kofay	id=g:1063396
Kofandra	id=g:1063397
Kobakara	id=g:1063398
Nosy Koba	id=g:1063399
Kizato Rivière	id=g:1063400
Nosy Kivinjy	id=g:1063401
Kivalo Est	id=g:1063402
Collines de Kitsonomby	id=g:1063403
Kitsingaly	id=g:1063404
Kitsamby	id=g:1063405
Kitsambikely	id=g:1063406
Kitromba	id=g:1063407
Kitranga	id=g:1063408
Kitranga	id=g:1063409
Kitraly	id=g:1063410
Kitoroa	id=g:1063411
Kitombo	id=g:1063412
Kiteny	id=g:1063413
Kitapa	id=g:1063414
Kita	id=g:1063415
Kisopa	id=g:1063416
Kisompy Rivière	id=g:1063417
Kisompy	id=g:1063418
Bois de Kisinjo	id=g:1063419
Nosy Kisimasy	id=g:1063420
Kisakoa Rivière	id=g:1063421
Kirotsy	id=g:1063422
Kiromby	id=g:1063423
Kiromby	id=g:1063424
Kirindy Rivière	id=g:1063425
Tahiry Manokan’ i Kirindy	id=g:1063426
Dongoandranon’ i Kirindy	id=g:1063427
Kirindy	id=g:1063428
Kirindy	id=g:1063429
Kirindimaty Rivière	id=g:1063430
Kirimosa	id=g:1063431
Kirimby	id=g:1063432
Kirikita	id=g:1063433
Kiriho	id=g:1063434
Kirihitrala	id=g:1063435
Kirihiry	id=g:1063436
Kiremba	id=g:1063437
Kirava	id=g:1063438
Kirano Rivière	id=g:1063439
Kiranomena Rivière	id=g:1063440
Kiranomenakely	id=g:1063441
Kiranomenabe	id=g:1063442
Kiranomena Afovoany	id=g:1063443
Kiranomena	id=g:1063444
Kiranomena	id=g:1063445
Kiranomena	id=g:1063446
Kiranomena	id=g:1063447
Kiranomena	id=g:1063448
Kiranomena	id=g:1063449
Kiranomena	id=g:1063450
Kiranomena	id=g:1063451
Kiranomena	id=g:1063452
Kiranobe Rivière	id=g:1063453
Kirano	id=g:1063454
Kirano	id=g:1063455
Kirano	id=g:1063456
Kiposa	id=g:1063457
Kipohipohy	id=g:1063458
Kipatso	id=g:1063459
Kintso	id=g:1063460
Toraky ny Kintana	id=g:1063461
Harandriakan’ ny Kintana	id=g:1063462
Kinotsa	id=g:1063463
Kinomby	id=g:1063464
Farihy Kinkony	id=g:1063465
Kingoro	id=g:1063466
Kingoribe	id=g:1063467
Kingany	id=g:1063468
Kingan Ny Somatika	id=g:1063469
Kingan ’lfiderika Rivière	id=g:1063470
Kinganingoty Rivière	id=g:1063471
Kingalalina Rivière	id=g:1063472
Kingalahy	id=g:1063473
Kingalahy	id=g:1063474
Kindoa	id=g:1063475
Kinangaly	id=g:1063476
Kinangaly	id=g:1063477
Kinangaly	id=g:1063478
Kinambao	id=g:1063479
Kinalopy	id=g:1063480
Kinajy	id=g:1063481
Kimosa	id=g:1063482
Kimony	id=g:1063483
Kimilaoka	id=g:1063484
Tanjona Kimby	id=g:1063485
Kimazimazy	id=g:1063486
Kimazimazy	id=g:1063487
Farihy Kimanomby	id=g:1063488
Kimangoro	id=g:1063489
Kimanambolo	id=g:1063490
Kilonjy	id=g:1063491
Kilivalo	id=g:1063492
Kilitoka	id=g:1063493
Kiliomara	id=g:1063494
Farihy Kiliolio	id=g:1063495
Kilimivory	id=g:1063496
Kilimihohoka	id=g:1063497
Kilimidega	id=g:1063498
Kilimasy	id=g:1063499
Kilimara	id=g:1063500
Kililaly	id=g:1063501
Kilifaly	id=g:1063502
Kilibory	id=g:1063503
Pointe Kilibé	id=g:1063504
Kiliarivo	id=g:1063505
Kiliambondro	id=g:1063506
Kiliabo	id=g:1063507
Kilero	id=g:1063508
Kilehanomby	id=g:1063509
Kilangala	id=g:1063510
Kilalo	id=g:1063511
Kilahindrano	id=g:1063512
Kilahindrano	id=g:1063513
Kijomboay	id=g:1063514
Kijaofotsy	id=g:1063515
Kijana	id=g:1063516
Kijabe	id=g:1063517
Kidoroala	id=g:1063518
Kidisay	id=g:1063519
Kidilanitra	id=g:1063520
Kidemoky	id=g:1063521
Kidamota	id=g:1063522
Kidamonta	id=g:1063523
Kiboy	id=g:1063524
Kiboy	id=g:1063525
Kibotondrotra	id=g:1063526
Nosy Kibondro	id=g:1063527
Kibanivato	id=g:1063528
Kiasaray Rivière	id=g:1063529
Kianla	id=g:1063530
Kianjavato	id=g:1063531
Kianjasoa	id=g:1063532
Kianjasoa	id=g:1063533
Kianjanomby	id=g:1063534
Kianjanomby	id=g:1063535
Kianjanomby	id=g:1063536
Kianjanomby	id=g:1063537
Kianjanomby	id=g:1063538
Kianjanomby	id=g:1063539
Kianjanomby	id=g:1063540
Kianjandrano	id=g:1063541
Kianjanarivo	id=g:1063542
Kianjanakanga	id=g:1063543
Kianjamarina	id=g:1063544
Kianja	id=g:1063545
Kianja	id=g:1063546
Kiangarakely	id=g:1063547
Kiangara	id=g:1063548
Kiananga	id=g:1063549
Kiananga	id=g:1063550
Kiananga	id=g:1063551
Kiamokara	id=g:1063552
Harandriaka Kiakala	id=g:1063553
Forêt de Kezabe	id=g:1063554
Kerinika	id=g:1063555
Kerembola Est	id=g:1063556
Kerembola Andrefana	id=g:1063557
Kenoarivo Korao	id=g:1063558
Kely Horombe	id=g:1063559
Toraka Kely	id=g:1063560
Nosy Kely	id=g:1063561
Matsabory Kely	id=g:1063562
Kellhanjana Rivière	id=g:1063563
Kelivondraka	id=g:1063564
Kelivondraka	id=g:1063565
Kelivondraka	id=g:1063566
Kelivohitra	id=g:1063567
Kelivohitra	id=g:1063568
Kelivikinina	id=g:1063569
Kelivaho	id=g:1063570
Kelimivola	id=g:1063571
Kelimidona	id=g:1063572
Kelimiadizokiny	id=g:1063573
Kelimasaka	id=g:1063574
Kelimanefy	id=g:1063575
Kelimamoa	id=g:1063576
Kelimaizina	id=g:1063577
Kelimaizina	id=g:1063578
Kelimaizina	id=g:1063579
Kelimahery	id=g:1063580
Kelimahery	id=g:1063581
Kelimahery	id=g:1063582
Kelimahery	id=g:1063583
Kelimafana	id=g:1063584
Kelimafana	id=g:1063585
Keliloha	id=g:1063586
Kelilemby	id=g:1063587
Kelilamosina	id=g:1063588
Kelilambo	id=g:1063589
Kelilalinda	id=g:1063590
Kelilalina Rivière	id=g:1063591
Kelilalina Rivière	id=g:1063592
Kelilalina Rivière	id=g:1063593
Kelilalina Ambony	id=g:1063594
Kelilalina	id=g:1063595
Kelilalina	id=g:1063596
Kelilalina	id=g:1063597
Kelilalina	id=g:1063598
Kelilalina	id=g:1063599
Kelilalina	id=g:1063600
Kelilalina	id=g:1063601
Kelilalina	id=g:1063602
Kelilalina	id=g:1063603
Kelilalina	id=g:1063604
Kelihorombe	id=g:1063605
Kelihorombe	id=g:1063606
Kelihorombe	id=g:1063607
Kelihandray	id=g:1063608
Kelifely Avaratra	id=g:1063609
Kelifely Atsimo	id=g:1063610
Kôsin’ i Kelifely	id=g:1063611
Kelifely	id=g:1063612
Keliberano	id=g:1063613
Keliambondro	id=g:1063614
Keliambia	id=g:1063615
Keliambia	id=g:1063616
Keliala	id=g:1063617
Keliada	id=g:1063618
Keliabondro	id=g:1063619
Kazao	id=g:1063620
Kazanga	id=g:1063621
Kavorondolo	id=g:1063622
Katsory	id=g:1063623
Katsongy	id=g:1063624
Pointe de Katsepy	id=g:1063625
Côte de Katsepy	id=g:1063626
Ararano Katsepy	id=g:1063627
Katsepy	id=g:1063628
Katsepy	id=g:1063629
Katsepe	id=g:1063630
Katsaoka Rivière	id=g:1063631
Katrakambatojob	id=g:1063632
Farihy Katondro	id=g:1063633
Katobevava Rivière	id=g:1063634
Katafa	id=g:1063635
Kasoa	id=g:1063636
Alan’ i Kasijy	id=g:1063637
Kasegy Rivière	id=g:1063638
Kasany	id=g:1063639
Karonga	id=g:1063640
Karonga	id=g:1063641
Karinoto	id=g:1063642
Karinoro	id=g:1063643
Karinoro	id=g:1063644
Karinony	id=g:1063645
Cap des Karimboly	id=g:1063646
Anse des Karimboly	id=g:1063647
Lembalemba Karimbola	id=g:1063648
Karimbelo	id=g:1063649
Karimbary	id=g:1063650
Karimbary	id=g:1063651
Karimbary	id=g:1063652
Karianga	id=g:1063653
Karaoka	id=g:1063654
Farihy Karana	id=g:1063655
Karambao Rivière	id=g:1063656
Karakaboa-Ambohimenabe	id=g:1063657
Karaby	id=g:1063658
Karabo Rivière	id=g:1063659
Nosy Karabo	id=g:1063660
Kapondro Rivière	id=g:1063661
Kapombo	id=g:1063662
Kapoky	id=g:1063663
Farihy Kapingo	id=g:1063664
Kapingo	id=g:1063665
Kapiloza	id=g:1063666
Kapiloza	id=g:1063667
Kapila	id=g:1063668
Kapazo	id=g:1063669
Kapaky Rivière	id=g:1063670
Kanovao	id=g:1063671
Kanilo	id=g:1063672
Kandreho	id=g:1063673
Kandreho	id=g:1063674
Massif de Kandrany	id=g:1063675
Kandrany	id=g:1063676
Kanakatsy	id=g:1063677
Farihy Kamotro	id=g:1063678
Kamotro	id=g:1063679
Kamorokely	id=g:1063680
Kamorobe	id=g:1063681
Tampoketsan’ i Kamoro	id=g:1063682
Tampoketsa du Kamoro	id=g:1063683
Kamoro	id=g:1063684
Kamoro	id=g:1063685
Kamoro	id=g:1063686
Kamorkely Rivière	id=g:1063687
Kamolandy Rivière	id=g:1063688
Kamolandy	id=g:1063689
Kamolandy	id=g:1063690
Kamolandy	id=g:1063691
Kamiza	id=g:1063692
Kamisy	id=g:1063693
Kamilandy	id=g:1063694
Kamendriky	id=g:1063695
Kamendriky	id=g:1063696
Kambolaza	id=g:1063697
Kambolaza	id=g:1063698
Kambo	id=g:1063699
Kambiaty	id=g:1063700
Kambiaty	id=g:1063701
Kamanja	id=g:1063702
Kamakama	id=g:1063703
Kamakama	id=g:1063704
Kamakama	id=g:1063705
Kamaka	id=g:1063706
Kamaka	id=g:1063707
Kamaka	id=g:1063708
Kalonjia	id=g:1063709
Kalonga	id=g:1063710
Kalonga	id=g:1063711
Kalomboro	id=g:1063712
Kalomalala	id=g:1063713
Kalofy	id=g:1063714
Kaloara	id=g:1063715
Kaliboro	id=g:1063716
Kalela	id=g:1063717
Kalariana Rivière	id=g:1063718
Kalariana	id=g:1063719
Kalapata Rivière	id=g:1063720
Kalapata	id=g:1063721
Kalaomba	id=g:1063722
Kalandy	id=g:1063723
Kalandy	id=g:1063724
Kalampobe	id=g:1063725
Kalampo	id=g:1063726
Kalamilotra	id=g:1063727
Tangorombohitr’ i Kalambatritra	id=g:1063728
Forêt de Kalambatritra	id=g:1063729
Kalalao	id=g:1063730
Nosy Kalakajoro	id=g:1063731
Kalafotsy	id=g:1063732
Harambaton’ i Kalabenono	id=g:1063733
Lake Kakobo	id=g:1063734
Kakaolo	id=g:1063735
Helodranon’ i Kakambana	id=g:1063736
Kakambana	id=g:1063737
Nosy Kajohy	id=g:1063738
Kaikarivo	id=g:1063739
Kaikarivo	id=g:1063740
Kaidambo	id=g:1063741
Kaflabe	id=g:1063742
Kaday	id=g:1063743
Kabotry	id=g:1063744
Kabondro	id=g:1063745
Kabo	id=g:1063746
Kabo	id=g:1063747
Nosy Kabija	id=g:1063748
Kabija	id=g:1063749
Kabevava Rivière	id=g:1063750
Kabatomena	id=g:1063751
Kabaosy	id=g:1063752
Baie de Kabamby	id=g:1063753
Kabamby	id=g:1063754
Junok	id=g:1063755
Jondrona Rivière	id=g:1063756
Jojahely	id=g:1063757
Joja	id=g:1063758
Joja	id=g:1063759
Jobahiny	id=g:1063760
Joasikily	id=g:1063761
Rocher Jio Jio	id=g:1063762
Jevola	id=g:1063763
Alan’ i Jarindrano	id=g:1063764
Jarindrano	id=g:1063765
Japemby Ambony	id=g:1063766
Japemby	id=g:1063767
Jaomavo	id=g:1063768
Jaomavo	id=g:1063769
Janjina	id=g:1063770
Janjina	id=g:1063771
Jangoany Rivière	id=g:1063772
Jangoany	id=g:1063773
Jangoa	id=g:1063774
Jangany Rivière	id=g:1063775
Jangany	id=g:1063776
Jangany	id=g:1063777
Lac de Jamo	id=g:1063778
Jamako	id=g:1063779
Jama	id=g:1063780
Torak’ i Jais	id=g:1063781
Jafaro	id=g:1063782
Jaborano	id=g:1063783
Jabo	id=g:1063784
Izavona	id=g:1063785
Izara	id=g:1063786
Izanaka	id=g:1063787
Izana	id=g:1063788
Ivovona	id=g:1063789
Ivovoky Rivière	id=g:1063790
Ivovoky	id=g:1063791
Ivovoka Rivière	id=g:1063792
Ivory Rivière	id=g:1063793
Ivory	id=g:1063794
Ivory	id=g:1063795
Ivory	id=g:1063796
Ivory	id=g:1063797
Ivory	id=g:1063798
Ivorondreo	id=g:1063799
Ivorondolo	id=g:1063800
Ivorona	id=g:1063801
Ivontaka	id=g:1063802
Ivonta	id=g:1063803
Ivonjena	id=g:1063804
Ivonje	id=g:1063805
Ivongo	id=g:1063806
Ivondrote	id=g:1063807
Helodranon’ Ivondro	id=g:1063808
Ivondro	id=g:1063809
Ivondro	id=g:1063810
Ivondro	id=g:1063811
Ivolotara	id=g:1063812
Ivolo Rivière	id=g:1063813
Ivolo Rivière	id=g:1063814
Ivolo Rivière	id=g:1063815
Ivoloina	id=g:1063816
Ivolo Ambia	id=g:1063817
Ivolo	id=g:1063818
Ivolo	id=g:1063819
Ivolo	id=g:1063820
Ivola	id=g:1063821
Ivola	id=g:1063822
Ivola	id=g:1063823
Ivohlbe	id=g:1063824
Ivohitra	id=g:1063825
Ivohipolo	id=g:1063826
Ivohimasy	id=g:1063827
Ivohimalaza	id=g:1063828
Ivohidrohy	id=g:1063829
Ivohiby	id=g:1063830
Ivohiby	id=g:1063831
Ivohibolo	id=g:1063832
Ivohibola	id=g:1063833
Ivohibe	id=g:1063834
Ivohibe	id=g:1063835
Ivohibe	id=g:1063836
Ivohibe	id=g:1063837
Ivohibe	id=g:1063838
Ivohibe	id=g:1063839
Ivohibe	id=g:1063840
Ivohibe	id=g:1063841
Ivohibe	id=g:1063842
Ivohibe	id=g:1063843
Ivohibe	id=g:1063844
Ivohibarika	id=g:1063845
Ivohena	id=g:1063846
Ivoenana	id=g:1063847
Ivoanana	id=g:1063848
Ivoamba	id=g:1063849
Ivato Savana	id=g:1063850
Ivato	id=g:1063851
Ivato	id=g:1063852
Ivato	id=g:1063853
Ivato	id=g:1063854
Ivato	id=g:1063855
Ivato	id=g:1063856
Ivato	id=g:1063857
Ivato	id=g:1063858
Ivato	id=g:1063859
Ivatanalialy	id=g:1063860
Ivasia	id=g:1063861
Ivary Sud	id=g:1063862
Ivary	id=g:1063863
Ivary	id=g:1063864
Ivaro Rivière	id=g:1063865
Ivaro	id=g:1063866
Ivaro	id=g:1063867
Ivaniditsy	id=g:1063868
Ivango Rivière	id=g:1063869
Ivango	id=g:1063870
Ivandrika	id=g:1063871
Ivandrika	id=g:1063872
Ivandrika	id=g:1063873
Ivanana	id=g:1063874
Tangorombohitr’ Ivakoany	id=g:1063875
Ivakoany	id=g:1063876
Ivakoana	id=g:1063877
Ivahony	id=g:1063878
Ivahona	id=g:1063879
Ivahona	id=g:1063880
Ivahaka	id=g:1063881
Itsotso	id=g:1063882
Itsondro	id=g:1063883
Itsimatsy	id=g:1063884
Itsiboka	id=g:1063885
Itsiakara	id=g:1063886
Cap Itsere	id=g:1063887
Itseoka Ambony	id=g:1063888
Itsara	id=g:1063889
Itrozona	id=g:1063890
Itroho	id=g:1063891
Itribiky	id=g:1063892
Vozontanin’ Itremo	id=g:1063893
Tangorombohitr’ Itremo	id=g:1063894
Itremo	id=g:1063895
Itremo	id=g:1063896
Itrema	id=g:1063897
Itrambo	id=g:1063898
Itrajavona	id=g:1063899
Itongafeno	id=g:1063900
Itonga	id=g:1063901
Itondy Rivière	id=g:1063902
Itondy Andrafiabe	id=g:1063903
Itondy	id=g:1063904
Itondy	id=g:1063905
Itona	id=g:1063906
Itombana	id=g:1063907
Itomampy	id=g:1063908
Itomampy	id=g:1063909
Itoloho	id=g:1063910
Itokila	id=g:1063911
Itilihitsy	id=g:1063912
Itialo	id=g:1063913
Itenina	id=g:1063914
Itembo	id=g:1063915
Itea	id=g:1063916
Farihy Itasy	id=g:1063917
Itaranta Rivière	id=g:1063918
Itaranta	id=g:1063919
Itaranaka	id=g:1063920
Roche Itaperina	id=g:1063921
Baie d’ Itaperina	id=g:1063922
Anse Itapère	id=g:1063923
Itaosy	id=g:1063924
Itanivory	id=g:1063925
Itandroka	id=g:1063926
Itandrano	id=g:1063927
Itandrano	id=g:1063928
Itampolo	id=g:1063929
Itampolo	id=g:1063930
Itammena	id=g:1063931
Dilan’ Itambono	id=g:1063932
Itambono	id=g:1063933
Italy	id=g:1063934
Itahy	id=g:1063935
Itahovelona	id=g:1063936
Itafoka	id=g:1063937
Itafia	id=g:1063938
Isotry	id=g:1063939
Isotabato	id=g:1063940
Isorana	id=g:1063941
Isoraka	id=g:1063942
Isono	id=g:1063943
Isondroka	id=g:1063944
Forêt d’ Isoky	id=g:1063945
Isoky	id=g:1063946
Isoky	id=g:1063947
Isobaka	id=g:1063948
Isoavualavo Rivière	id=g:1063949
Isoavualavo	id=g:1063950
Isoaninana	id=g:1063951
Isoanala	id=g:1063952
Isoanala	id=g:1063953
Isoanala	id=g:1063954
Isoamatamaho	id=g:1063955
Isoaka	id=g:1063956
Isitry	id=g:1063957
Isiranana	id=g:1063958
Isinko	id=g:1063959
Isinka	id=g:1063960
Isinja	id=g:1063961
Isingo	id=g:1063962
Isindro	id=g:1063963
Isimatahodaza	id=g:1063964
Isikiory	id=g:1063965
Isihy	id=g:1063966
Iseta	id=g:1063967
Isesy	id=g:1063968
Isatro	id=g:1063969
Isatrapoto	id=g:1063970
Isatra	id=g:1063971
Isata	id=g:1063972
Isarodrano	id=g:1063973
Isaonjo	id=g:1063974
Isangory	id=g:1063975
Isandrano Rivière	id=g:1063976
Isandrano	id=g:1063977
Isandra	id=g:1063978
Isandra	id=g:1063979
Isandra	id=g:1063980
Isanalava	id=g:1063981
Isampeza	id=g:1063982
Isalokely	id=g:1063983
Isaloha du Nosikely	id=g:1063984
Tangorombohitr’ Isalo	id=g:1063985
Massif Roiniforme de l’ Isalo	id=g:1063986
Massif de l’ Isalo	id=g:1063987
Isalo	id=g:1063988
Isalo	id=g:1063989
Isalaza	id=g:1063990
Isakia	id=g:1063991
Isakely	id=g:1063992
Isakatelo	id=g:1063993
Isaka-Ivondro	id=g:1063994
Isakabe	id=g:1063995
Isaka	id=g:1063996
Isaka	id=g:1063997
Isaka	id=g:1063998
Isaheny-Anivorano	id=g:1063999
Isahena	id=g:1064000
Isahara	id=g:1064001
Isahanato	id=g:1064002
Isahalava	id=g:1064003
Isahalava	id=g:1064004
Isaha	id=g:1064005
Isafotra	id=g:1064006
Irony	id=g:1064007
Ironona	id=g:1064008
Irondro	id=g:1064009
Iromba	id=g:1064010
Baie Mahalevona	id=g:1064011
Irodo	id=g:1064012
Irodo	id=g:1064013
Irizo	id=g:1064014
Iritsoka	id=g:1064015
Iritsoka	id=g:1064016
Irindra	id=g:1064017
Irina	id=g:1064018
Irina	id=g:1064019
Irijy-Soaserana	id=g:1064020
Irijy-Soaserana	id=g:1064021
Irijy	id=g:1064022
Irijy	id=g:1064023
Irihitra	id=g:1064024
Irihitra	id=g:1064025
Iriana	id=g:1064026
Irevo	id=g:1064027
Irevo	id=g:1064028
Iravoandriana	id=g:1064029
Irarona	id=g:1064030
Irarazy	id=g:1064031
Iranotsara	id=g:1064032
Iranomena	id=g:1064033
Iranjo Ruisseau	id=g:1064034
Nosy Iranja	id=g:1064035
Lac Irangy	id=g:1064036
Irangotsy	id=g:1064037
Irangedaloy	id=g:1064038
Irangahy	id=g:1064039
Iranana	id=g:1064040
Presqu’île Irampo	id=g:1064041
Iraho	id=g:1064042
Ipoy	id=g:1064043
Iponolaka	id=g:1064044
Ipongy Rivière	id=g:1064045
Ipongy	id=g:1064046
Ipingo	id=g:1064047
Ipiko	id=g:1064048
Ipetsa Avaratra	id=g:1064049
Ipetsa Atsimo	id=g:1064050
Ipanda	id=g:1064051
Ipaka Rivière	id=g:1064052
Ipaka	id=g:1064053
Lac Iotry	id=g:1064054
Iotry	id=g:1064055
Iotry	id=g:1064056
Iorenjalsy	id=g:1064057
Ioranjatsy	id=g:1064058
Iony	id=g:1064059
Ionisy	id=g:1064060
Ionisoa	id=g:1064061
Ioninarivo	id=g:1064062
Ioninarivo	id=g:1064063
Ionilahy	id=g:1064064
Ionilahy	id=g:1064065
Iondriky	id=g:1064066
Ionaivo	id=g:1064067
Ionadria	id=g:1064068
Ionadita	id=g:1064069
Iomindry	id=g:1064070
Iofika	id=g:1064071
Iofika	id=g:1064072
Iofa	id=g:1064073
Iobaka	id=g:1064074
Ioalbambo	id=g:1064075
Intsaka	id=g:1064076
Intsaka	id=g:1064077
Banc Intermédiaire	id=g:1064078
Farihy Inosy	id=g:1064079
Inosy	id=g:1064080
Inongoa	id=g:1064081
Initeraha	id=g:1064082
Ingolo	id=g:1064083
Ingaro	id=g:1064084
Ingaro	id=g:1064085
Ingalana	id=g:1064086
Indroamitsaka	id=g:1064087
Indroamita	id=g:1064088
Indranana	id=g:1064089
Indonto	id=g:1064090
Îlot Indien	id=g:1064091
Torak’ Indiana	id=g:1064092
Inatobe	id=g:1064093
Inanobe	id=g:1064094
Inanilaka Bas	id=g:1064095
Inango	id=g:1064096
Inandy	id=g:1064097
Inanavy	id=g:1064098
Inanarenana	id=g:1064099
Inanarena	id=g:1064100
Inanarena	id=g:1064101
Inanantonana	id=g:1064102
Inakatsa Ruisseau	id=g:1064103
Imotombe Sud	id=g:1064104
Imorona	id=g:1064105
Imorona	id=g:1064106
Imorona	id=g:1064107
Imonty	id=g:1064108
Imontsaka	id=g:1064109
Imonta	id=g:1064110
Imongy Taolo	id=g:1064111
Imongy Nord	id=g:1064112
Imongy Nord	id=g:1064113
Imongy Atsinanana	id=g:1064114
Farihin’ Imongy	id=g:1064115
Imolahy	id=g:1064116
Imito	id=g:1064117
Imikaiky	id=g:1064118
Imiavisy	id=g:1064119
Imeto Rivière	id=g:1064120
Imerintsiatosika	id=g:1064121
Imerinavaratra	id=g:1064122
Imerinavaratra	id=g:1064123
Imerinarivo	id=g:1064124
Torak Imerina	id=g:1064125
Imerina	id=g:1064126
Imerina	id=g:1064127
Imerina	id=g:1064128
Imerimandroso	id=g:1064129
Imerimandroso	id=g:1064130
Imerimandroso	id=g:1064131
Imendo Ambony	id=g:1064132
Imendo	id=g:1064133
Imenabe	id=g:1064134
Imehy	id=g:1064135
Imbay Rivière	id=g:1064136
Imbasy	id=g:1064137
Imatandika	id=g:1064138
Imaro	id=g:1064139
Ima Rivière	id=g:1064140
Imarevoky	id=g:1064141
Imara	id=g:1064142
Imaola	id=g:1064143
Imantsaky	id=g:1064144
Imantsaka	id=g:1064145
Imantsaka	id=g:1064146
Imantsaka	id=g:1064147
Imanombo	id=g:1064148
Imanolafaka	id=g:1064149
Imanjola	id=g:1064150
Imanjakely	id=g:1064151
Imanja	id=g:1064152
Imangory Rivière	id=g:1064153
Imangory	id=g:1064154
Imangory	id=g:1064155
Imangaika	id=g:1064156
Imanga	id=g:1064157
Imanga	id=g:1064158
Imanga	id=g:1064159
Imandriky	id=g:1064160
Imandazaka	id=g:1064161
Imanda	id=g:1064162
Imana	id=g:1064163
Imambe	id=g:1064164
Imamba Rivière	id=g:1064165
Imamaha	id=g:1064166
Imaloto	id=g:1064167
Imaloto	id=g:1064168
Imalaza	id=g:1064169
Imalaza	id=g:1064170
Imakarivo Nord	id=g:1064171
Imaha Rivière	id=g:1064172
Imaha	id=g:1064173
Imaha	id=g:1064174
Imady	id=g:1064175
Imabarivo	id=g:1064176
Ilovoka	id=g:1064177
Ilovo	id=g:1064178
Ilovo	id=g:1064179
Iloty	id=g:1064180
Ilona	id=g:1064181
Ilomotro	id=g:1064182
Ilomay	id=g:1064183
Alan’ Ilohony	id=g:1064184
Iloengy	id=g:1064185
Ilevika	id=g:1064186
Ilevika	id=g:1064187
Ilepo Rivière	id=g:1064188
Ilena	id=g:1064189
Ilemponarivo	id=g:1064190
Ilempona	id=g:1064191
Ilempona	id=g:1064192
Ilempona	id=g:1064193
Ilempombe	id=g:1064194
Debok’ Ilempo	id=g:1064195
Ilemby	id=g:1064196
Ilembo	id=g:1064197
Récif de l’ Île de Sable	id=g:1064198
Ilaza	id=g:1064199
Ilaza	id=g:1064200
Ilay Harandriaka Lehibe	id=g:1064201
Ilay Harandriaka Lehibe	id=g:1064202
Ilapality	id=g:1064203
Ilapality	id=g:1064204
Nosy Ilansambo	id=g:1064205
Ilanosy	id=g:1064206
Ilanana	id=g:1064207
Ilanana	id=g:1064208
Ilampy	id=g:1064209
Ilampy	id=g:1064210
Ilakatra	id=g:1064211
Ilakana	id=g:1064212
Ilakaka	id=g:1064213
Ilakaka	id=g:1064214
Ilakaka	id=g:1064215
Ilakaka	id=g:1064216
Ilaka Atsinanana	id=g:1064217
Ilaka Afovoany	id=g:1064218
Ilaka	id=g:1064219
Ilaka	id=g:1064220
Ilaimalaza	id=g:1064221
Ilafy	id=g:1064222
Ilafy	id=g:1064223
Iladilady	id=g:1064224
Ikovy	id=g:1064225
Ikoromatoby	id=g:1064226
Ikoroma	id=g:1064227
Ikorokota	id=g:1064228
Ikopa Rivière	id=g:1064229
Ikopa	id=g:1064230
Ikonka	id=g:1064231
Marais d’ Ikongo	id=g:1064232
Forêt d’ Ikongo	id=g:1064233
Ikongo	id=g:1064234
Ikongo	id=g:1064235
Ikonda	id=g:1064236
Ikonda	id=g:1064237
Ikoly	id=g:1064238
Ikokony	id=g:1064239
Ikoka	id=g:1064240
Ikobono	id=g:1064241
Ikoa	id=g:1064242
Ikilempaly	id=g:1064243
Ikianja	id=g:1064244
Ikelivaho	id=g:1064245
Ikelimahery	id=g:1064246
Ikato	id=g:1064247
Ikatelo	id=g:1064248
Ikatefa	id=g:1064249
Ikaroka	id=g:1064250
Ikaroaka	id=g:1064251
Ikaponga Rivière	id=g:1064252
Ikapibahy	id=g:1064253
Ikaosy	id=g:1064254
Ikana	id=g:1064255
Ikalamavony North	id=g:1064256
Lemak’ Ikalamavony	id=g:1064257
Ikalamavony	id=g:1064258
Ikalamavony	id=g:1064259
