Mirenda	id=g:422478
Kiniha	id=g:427799
Nyamigina	id=g:427800
Gasanda	id=g:427801
Rugari	id=g:427802
Rubimba	id=g:427803
Kiravumba	id=g:427804
Kirerama	id=g:427805
Kigari	id=g:427806
Rubirizi	id=g:427807
Nyabucugu	id=g:427808
Kinyamaganga	id=g:427809
Gitare	id=g:427810
Kanyomvyi	id=g:427811
Kirehe	id=g:427812
Nyarurambi	id=g:427813
Kobero	id=g:427814
Gasenyi	id=g:427815
Bubanga	id=g:427816
Mubona	id=g:427817
Kivumu	id=g:427818
Nyakarazo	id=g:427819
Mukungu	id=g:427820
Muntsito	id=g:427821
Rwingiri	id=g:427822
Gahabwa	id=g:427823
Mabago	id=g:427824
Gihoma	id=g:427825
Kivumu	id=g:427826
Rwimbogo	id=g:427827
Kayoba	id=g:427828
Kinyanderama	id=g:427829
Gitaba	id=g:427830
Gikushi	id=g:427831
Nyaruhengeri	id=g:427832
Rugabano	id=g:427833
Gasenyi	id=g:427834
Nyarumonyi	id=g:427835
Nyarubanga	id=g:427836
Kamiranzogera	id=g:427837
Gasenyi	id=g:427838
Butare	id=g:427839
Munyeregete	id=g:427840
Kibande	id=g:427841
Kinkwavu	id=g:427842
Buhemba	id=g:427843
Kadumbugu	id=g:427844
Nkamba	id=g:427845
Kigarama	id=g:427846
Rusange	id=g:427847
Mukoni	id=g:427848
Gasemo	id=g:427849
Gihoma	id=g:427850
Kagogo	id=g:427851
Ruvumu	id=g:427852
Kagogo	id=g:427853
Kirigiti	id=g:427854
Bugonza	id=g:427855
Nyagasenyi	id=g:427856
Kivumu	id=g:427857
Karinzi	id=g:427858
Taba	id=g:427859
Murenguko	id=g:427860
Nyankere	id=g:427861
Kavugangoma	id=g:427862
Kibongera	id=g:427863
Gasekera	id=g:427864
Kibande	id=g:427865
Ciyando	id=g:427866
Kwibuye	id=g:427867
Kibongera	id=g:427868
Marebo	id=g:427869
Mutagata	id=g:427870
Rutarabana	id=g:427871
Kadende	id=g:427872
Cogo	id=g:427873
Kiyanza	id=g:427874
Kibongera	id=g:427875
Kigomero	id=g:427876
Masata	id=g:427877
Ntembagare	id=g:427878
Nyamiyaga	id=g:427879
Nyamugari	id=g:427880
Kivumu	id=g:427881
Mudahanga	id=g:427882
Gikobe	id=g:427883
Kibwirwa	id=g:427884
Buheranyi	id=g:427885
Bubaji	id=g:427886
Muvyiru	id=g:427887
Butana	id=g:427888
Rubira	id=g:427889
Ngoma	id=g:427890
Muryamvubu	id=g:427891
Karambi	id=g:427892
Maruri	id=g:427893
Nyarurambi	id=g:427894
Karehe 2	id=g:427895
Kanyabututsi	id=g:427896
Musenga	id=g:427897
Rumanga	id=g:427898
Gasare	id=g:427899
Gahekenya	id=g:427900
Kagina	id=g:427901
Gasenyi	id=g:427902
Muzenga	id=g:427903
Kabari	id=g:427904
Karemera	id=g:427905
Kabizi	id=g:427906
Gafunzo	id=g:427907
Nyakabenga	id=g:427908
Rugora	id=g:427909
Kigajo	id=g:427910
Gahemba	id=g:427911
Butobwe	id=g:427912
Muyange	id=g:427913
Burara	id=g:427914
Mihama	id=g:427915
Gisuma	id=g:427916
Gakombe	id=g:427917
Nyamaganya	id=g:427918
Gakombe	id=g:427919
Bitagodoka	id=g:427920
Ruhwago	id=g:427921
Buniga	id=g:427922
Buhurana	id=g:427923
Rudogagu	id=g:427924
Mugamba	id=g:427925
Kabanga	id=g:427926
Ngara	id=g:427927
Nyabigugu	id=g:427928
Kagezi	id=g:427929
Kabombo	id=g:427930
Murambi	id=g:427931
Rugasari	id=g:427932
Kababi	id=g:427933
Mwihero	id=g:427934
Mugerero	id=g:427935
Mwakiro	id=g:427936
Maramvya	id=g:427937
Mugamba	id=g:427938
Kinyampongo	id=g:427939
Rutyazo	id=g:427940
Gihoza	id=g:427941
Mwakiro	id=g:427942
Nyamwondo	id=g:427943
Kivoga	id=g:427944
Kabuye	id=g:427945
Nyarurambi	id=g:427946
Mururinzi	id=g:427947
Kagombe	id=g:427948
Bucarenga	id=g:427949
Mazi	id=g:427950
Kinama	id=g:427951
Mitoza	id=g:427952
Karama	id=g:427953
Kagora	id=g:427954
Karambi	id=g:427955
Nyambozi	id=g:427956
Kinyamaganga	id=g:427957
Mwiyanike	id=g:427958
Kabingo	id=g:427959
Kagano	id=g:427960
Cogo	id=g:427961
Vyirongoza	id=g:427962
Rukoyoyo	id=g:427963
Rukoyoyo	id=g:427964
Nyamwondo	id=g:427965
Nyarurambi	id=g:427966
Kanywampene	id=g:427967
Nyagisuma	id=g:427968
Mwenene	id=g:427969
Mutsinga	id=g:427970
Kinyinya	id=g:427971
Nyankende	id=g:427972
Kanyamijima	id=g:427973
Gisuma	id=g:427974
Kwitaba	id=g:427975
Nyagisabo	id=g:427976
Karingara	id=g:427977
Karago	id=g:427978
Mbuyabuye	id=g:427979
Nyamutobo	id=g:427980
Mwishorero	id=g:427981
Kigarama	id=g:427982
Nyarusange	id=g:427983
Bibara	id=g:427984
Mugashinge	id=g:427985
Mugatare	id=g:427986
Mucagwa	id=g:427987
Gasaka	id=g:427988
Rurama	id=g:427989
Murufunzo	id=g:427990
Mugasenyi	id=g:427991
Muhama	id=g:427992
Rukombe	id=g:427993
Muremera	id=g:427994
Nkubara	id=g:427995
Gaharanyonga	id=g:427996
Kwijeri	id=g:427997
Manogo	id=g:427998
Murehe	id=g:427999
Kabangira	id=g:428000
Mukarira	id=g:428001
Mukiyagara	id=g:428002
Nyamugari	id=g:428003
Kirerama	id=g:428004
Nyamwondo	id=g:428005
Kamonge	id=g:428006
Mikuku	id=g:428007
Gitebuka	id=g:428008
Rudasenywa	id=g:428009
Rwangara	id=g:428010
Gicumboro	id=g:428011
Mukariba	id=g:428012
Bunogera	id=g:428013
Mutwenzi	id=g:428014
Karingara	id=g:428015
Gasumo	id=g:428016
Rabiro	id=g:428017
Nyamugari	id=g:428018
Gatabo	id=g:428019
Mukarira	id=g:428020
Mishindwe	id=g:428021
Mugatare	id=g:428022
Kagano	id=g:428023
Gitobe	id=g:428024
Gitonwe	id=g:428025
Nyarunazi	id=g:428026
Kamiranzovu	id=g:428027
Kanyomvyi	id=g:428028
Muryankuru	id=g:428029
Murubindi	id=g:428030
Nyamugari	id=g:428031
Kirima	id=g:428032
Kadumbugu	id=g:428033
Kurasiro	id=g:428034
Butare	id=g:428035
Mukabuye	id=g:428036
Ramvya	id=g:428037
Kuwisovu	id=g:428038
Murugoti	id=g:428039
Sinkangwa	id=g:428040
Minyare	id=g:428041
Mugaruro	id=g:428042
Rutovu	id=g:428043
Rutoke	id=g:428044
Busoro	id=g:428045
Kavumu	id=g:428046
Murugaragara	id=g:428047
Taba	id=g:428048
Rutoke	id=g:428049
Rubande	id=g:428050
Mwiyanike	id=g:428051
Nyamugari	id=g:428052
Rusumo	id=g:428053
Mvyeyi	id=g:428054
Kabumba	id=g:428055
Kidatemba	id=g:428056
Gasasa	id=g:428057
Kidogo	id=g:428058
Masango	id=g:428059
Gitaramuka	id=g:428060
Bukinga	id=g:428061
Rubavu	id=g:428062
Gatete	id=g:428063
Gisenyi	id=g:428064
Nyamujogo	id=g:428065
Mutsinda	id=g:428066
Kabanga	id=g:428067
Mutenza	id=g:428068
Busoro	id=g:428069
Kabanga	id=g:428070
Karico	id=g:428071
Buyogoma	id=g:428072
Rubande	id=g:428073
Mukabingo	id=g:428074
Karama	id=g:428075
Kayongozi	id=g:428076
Parc national de la Ruvubu	id=g:428077
Gasenyi	id=g:428078
Burarana	id=g:428079
Karambi	id=g:428080
Rusange	id=g:428081
Gacokwe	id=g:428082
Murwirambo	id=g:428083
Mwoya	id=g:428084
Runyinya	id=g:428085
Rweya	id=g:428086
Gikombe	id=g:428087
Ngayane	id=g:428088
Munyarwonga	id=g:428089
Nyogoro	id=g:428090
Kidahwe	id=g:428091
Borne Nyogoro	id=g:428092
Busaka	id=g:428093
Bugwana	id=g:428094
Bonero	id=g:428095
Munyinya	id=g:428096
Ruyogoro	id=g:428097
Bahanza	id=g:428098
Magamba	id=g:428099
Marenga	id=g:428100
Mumigazo	id=g:428101
Gasave	id=g:428102
Kibumbwe	id=g:428103
Magamba	id=g:428104
Kabizi	id=g:428105
Gihamagara	id=g:428106
Kagomogomo	id=g:428107
Butangaza	id=g:428108
Nyabiho	id=g:428109
Bureau de commune Buhiga	id=g:428110
Buhiga	id=g:428111
Buhiga	id=g:428112
Buhiga	id=g:428113
Mugende	id=g:428114
Nyabunigu	id=g:428115
Mariza	id=g:428116
Muririmbo	id=g:428117
Buhiga	id=g:428118
École normale Buhiga	id=g:428119
Mwigomba	id=g:428120
Gasenyi	id=g:428121
Bukinisha	id=g:428122
Hôpital Buhiga	id=g:428123
Bureau de zone Rugazi	id=g:428124
Buhiga	id=g:428125
Rugazi	id=g:428126
Myukwe	id=g:428127
Mayenzi	id=g:428128
Bikinga	id=g:428129
Kivoga	id=g:428130
Rusange	id=g:428131
Gashanga	id=g:428132
Shanga	id=g:428133
Mugina	id=g:428134
Buhindye	id=g:428135
Nyakabugu	id=g:428136
Nyabusare	id=g:428137
Rusengo	id=g:428138
Ruhuba	id=g:428139
Rwingoma	id=g:428140
Mutumba	id=g:428141
Mbundura	id=g:428142
Gikokora	id=g:428143
Rubavu	id=g:428144
Rwankonge	id=g:428145
Mikinya	id=g:428146
Mugikuyo	id=g:428147
Muyange	id=g:428148
Gitanga	id=g:428149
Kabingo	id=g:428150
Muyange	id=g:428151
Nyagoba	id=g:428152
Gahahe	id=g:428153
Rusyanane	id=g:428154
Kivoga	id=g:428155
Masango	id=g:428156
Kigarama	id=g:428157
Nyagoba	id=g:428158
Nyamashongore	id=g:428159
Gishikanwa	id=g:428160
Nyangati	id=g:428161
Ruvumu	id=g:428162
Burenza	id=g:428163
Gahe	id=g:428164
Mikingu	id=g:428165
Buhinda	id=g:428166
Kiyange	id=g:428167
Maramvya	id=g:428168
Mwigamba	id=g:428169
Karunyinya	id=g:428170
Ramvya	id=g:428171
Bihemba	id=g:428172
Kiranda	id=g:428173
Ntatemwa	id=g:428174
Vyerwa	id=g:428175
Kigufi	id=g:428176
Rudaraza	id=g:428177
Nyamirambo	id=g:428178
Kivumu	id=g:428179
Kinyamateke	id=g:428180
Gwaniro	id=g:428181
Gisorora	id=g:428182
Murama	id=g:428183
Kabande	id=g:428184
Rwinjugushu	id=g:428185
Karamba	id=g:428186
Rusheri	id=g:428187
Cogo	id=g:428188
Mugatare	id=g:428189
Cuba	id=g:428190
Rutegama	id=g:428191
Bugenyuzi	id=g:428192
Bitambi	id=g:428193
Rusimbuko	id=g:428194
Muramba	id=g:428195
Canzikiro	id=g:428196
Kigoma	id=g:428197
Kivoga	id=g:428198
Kanyange	id=g:428199
Bugenyuzi	id=g:428200
Bureau de commune Bugenyuzi	id=g:428201
Bugenyuzi	id=g:428202
Bugenyuzi	id=g:428203
Gisenyi	id=g:428204
Bugenyuzi	id=g:428205
Bugenyuzi	id=g:428206
Kibezi	id=g:428207
Musavu	id=g:428208
Ntamba	id=g:428209
Nyarurambi	id=g:428210
Rukingu	id=g:428211
Buhinyuza	id=g:428212
Ruvumu	id=g:428213
Ferme Karuzi	id=g:428214
Gisumo	id=g:428215
Karuzi	id=g:428216
Bureau d’arrondissement Karuzi	id=g:428217
iProvense ya Karuzi	id=g:428218
Karuzi	id=g:428219
Bushirambeho	id=g:428220
Kanazi	id=g:428221
Rusivya	id=g:428222
École agriculture Karuzi	id=g:428223
Rugomera	id=g:428224
Karuzi	id=g:428225
Rusheri	id=g:428226
Gashwabazi	id=g:428227
Rwimbogo	id=g:428228
Ntarika	id=g:428229
Karuzi	id=g:428230
Mudahanga	id=g:428231
Cugaro	id=g:428232
Karuri	id=g:428233
Mugwerera	id=g:428234
Mugano	id=g:428235
Kinyamaganga	id=g:428236
Twinyambo	id=g:428237
Ruharo	id=g:428238
Mwihorero	id=g:428239
Bihogana	id=g:428240
Mwisumo	id=g:428241
Mugoboka	id=g:428242
Gasaka	id=g:428243
Nyarure	id=g:428244
Mubavu	id=g:428245
Buhiga	id=g:428246
Buhinyuza	id=g:428247
Butaha	id=g:428248
Nyabisaka	id=g:428249
Rushombo	id=g:428250
Nyamutundwe	id=g:428251
Ramba	id=g:428252
Gasivya	id=g:428253
Kabingo	id=g:428254
Rusasa	id=g:428255
Muhweza	id=g:428256
Bukanya	id=g:428257
Kigarama	id=g:428258
Gisimbawaga	id=g:428259
Kibuye	id=g:428260
Bwasare	id=g:428261
Ruyogoro	id=g:428262
Gatanganikwa	id=g:428263
Nyenzi	id=g:428264
Rugerero	id=g:428265
Gasenyi	id=g:428266
Buniha	id=g:428267
Nyamabega	id=g:428268
Masabo	id=g:428269
Mwirata	id=g:428270
Gitanga	id=g:428271
Kiduguda	id=g:428272
Banda	id=g:428273
Karambi	id=g:428274
Nzigigwa	id=g:428275
Gatare	id=g:428276
Kibuye	id=g:428277
Kabungere	id=g:428278
Cogo	id=g:428279
Runywero	id=g:428280
Runyoni	id=g:428281
Rugomero	id=g:428282
Kidatemba	id=g:428283
Gasave	id=g:428284
Kabugu	id=g:428285
Rugenge	id=g:428286
Cumva	id=g:428287
Kabwira	id=g:428288
Gatare	id=g:428289
Kivoga	id=g:428290
Gihomoka	id=g:428291
Kajeri	id=g:428292
Nkoronko	id=g:428293
Nyamateke	id=g:428294
Rukamba	id=g:428295
Mavubi	id=g:428296
Gaswera	id=g:428297
Kigina	id=g:428298
Gasarara	id=g:428299
Nyabisaka	id=g:428300
Kigoma	id=g:428301
Cingwa	id=g:428302
Kinani	id=g:428303
Kivoga	id=g:428304
Nyarudehe	id=g:428305
Kamusenyi	id=g:428306
Kayogoro	id=g:428307
Kiremba	id=g:428308
Mumpame	id=g:428309
Buhurana	id=g:428310
Karago	id=g:428311
Rwinka	id=g:428312
Kinihura	id=g:428313
Muzenga 2	id=g:428314
Rugwiza	id=g:428315
Musenga	id=g:428316
Nyamugari	id=g:428317
Rusamaza	id=g:428318
Karuruma	id=g:428319
Karambi	id=g:428320
Gikobe	id=g:428321
Agasenyi	id=g:428322
Gahera	id=g:428323
Mubaragaza	id=g:428324
Rutemba	id=g:428325
Gasampara	id=g:428326
Kaganda	id=g:428327
Centre agronomigue Rusi	id=g:428328
Yagizo	id=g:428329
Gasivya	id=g:428330
Rusi	id=g:428331
Kiramira	id=g:428332
Mutara	id=g:428333
Mutumba	id=g:428334
Nyabisindu	id=g:428335
Gacana	id=g:428336
Rugungu	id=g:428337
Nyarukenke	id=g:428338
Musave	id=g:428339
Buyogoma	id=g:428340
Nyamugari	id=g:428341
Kidumbugu	id=g:428342
Rusabagi	id=g:428343
Rugwiza	id=g:428344
Gisebuzi	id=g:428345
Biherwa	id=g:428346
Nyakigezi	id=g:428347
Gitaba	id=g:428348
Mubungere	id=g:428349
Rusange	id=g:428350
Rwinkona	id=g:428351
Kibande	id=g:428352
Muyange	id=g:428353
Gisiza	id=g:428354
Bihembe	id=g:428355
Masam	id=g:428356
Rwigitsibati	id=g:428357
Jogo	id=g:428358
Mubaragaza	id=g:428359
Ndurumu	id=g:428360
Gaharo	id=g:428361
Rwera	id=g:428362
Rukindu	id=g:428363
Mazita	id=g:428364
Cezi	id=g:428365
Bigugo	id=g:428366
Sinini	id=g:428367
Nyabitare	id=g:428368
Kararo	id=g:428369
Gahoroba	id=g:428370
Shorero	id=g:428371
Karenga	id=g:428372
Gaterama	id=g:428373
Kumutende	id=g:428374
Kagari	id=g:428375
Bihembe	id=g:428376
Gifunzo	id=g:428377
Kirambi	id=g:428378
Mugoga	id=g:428379
Gasenyi	id=g:428380
Ruvumu	id=g:428381
Gatare	id=g:428382
Nyabwezi	id=g:428383
Kumuhera	id=g:428384
Mikore	id=g:428385
Murango	id=g:428386
Kidatemba	id=g:428387
Mujenjwa	id=g:428388
Rukamba	id=g:428389
Rwimpfizi	id=g:428390
Rutoke	id=g:428391
Rabiro	id=g:428392
Musenga	id=g:428393
Gikombe	id=g:428394
Cintama	id=g:428395
Butamenwa	id=g:428396
Mayanza	id=g:428397
Mutumba	id=g:428398
Rusi	id=g:428399
Nyamibara	id=g:428400
Nyakarambo	id=g:428401
Mukagwe	id=g:428402
Kigomero	id=g:428403
Gashinge	id=g:428404
Nyamugerera	id=g:428405
Ngonyi	id=g:428406
Inampore	id=g:428407
Muhotora	id=g:428408
Gashingi	id=g:428409
Migende	id=g:428410
Ruhogwe	id=g:428411
Rabiro	id=g:428412
Mushishwa	id=g:428413
Kagunizi	id=g:428414
Ruke	id=g:428415
Karonge	id=g:428416
Kiraba	id=g:428417
Mutobo	id=g:428418
Musorobwe	id=g:428419
Gihomba	id=g:428420
Nyarugonga	id=g:428421
Nyagonga	id=g:428422
Kiginga	id=g:428423
Busiga	id=g:428424
Ndava	id=g:428425
Muhanza	id=g:428426
Muramba	id=g:428427
Murira	id=g:428428
Rutobo	id=g:428429
Ngara	id=g:428430
Bureau d’arrondissement Ndava	id=g:428431
Munanira	id=g:428432
Ndava	id=g:428433
Ciya	id=g:428434
Mwanda	id=g:428435
Kiririma	id=g:428436
Ndava	id=g:428437
Gitenge	id=g:428438
Nyarusagare	id=g:428439
Karonge	id=g:428440
Nyakiriba	id=g:428441
Nimba	id=g:428442
Higiro	id=g:428443
Muhenga	id=g:428444
Kiziba	id=g:428445
Buziraguhindwa	id=g:428446
Nyenguga	id=g:428447
Mpimbiguye	id=g:428448
Kinaki	id=g:428449
Kivubera	id=g:428450
Rugomero	id=g:428451
Mudende	id=g:428452
Mugomgwa	id=g:428453
Nyabitore	id=g:428454
Mugumira	id=g:428455
Nyabukoziri	id=g:428456
Gacuba	id=g:428457
Gakowe	id=g:428458
Zina	id=g:428459
Kanazi	id=g:428460
Kivyuka	id=g:428461
Nyamugerera	id=g:428462
Gurazi	id=g:428463
Murusumbwe	id=g:428464
Karonge	id=g:428465
Nyabitaka	id=g:428466
Kigobogobo	id=g:428467
Kirama	id=g:428468
Rabiro	id=g:428469
Kivyiru	id=g:428470
Samumpemba	id=g:428471
Gitonganikwa	id=g:428472
Kigandu	id=g:428473
Kaniga	id=g:428474
Nyakabingo	id=g:428475
Rubanga	id=g:428476
Nyabitaka	id=g:428477
Kanonora	id=g:428478
Bihembe	id=g:428479
Buvyuko	id=g:428480
Gakindo	id=g:428481
Nyarusange	id=g:428482
Kagunuzi	id=g:428483
Bukinga	id=g:428484
Kabuyekere	id=g:428485
Gasumo	id=g:428486
Kabwitika	id=g:428487
Rurabo	id=g:428488
Kanama	id=g:428489
Nkuri	id=g:428490
Majambere	id=g:428491
Gahise	id=g:428492
Musigati	id=g:428493
Nyeskhiha	id=g:428494
Rugunda	id=g:428495
Nyarutovu	id=g:428496
Mutoha	id=g:428497
Musigati	id=g:428498
Musigati	id=g:428499
Bureau de commune Musigati	id=g:428500
Musigati	id=g:428501
Zina	id=g:428502
Giko	id=g:428503
Kinyamigogo	id=g:428504
Musigati	id=g:428505
Station de pompage Musigati	id=g:428506
Kigereka	id=g:428507
Nyamuhuhuma	id=g:428508
Kamahijo	id=g:428509
Nyarutovu	id=g:428510
Muhenga	id=g:428511
Gisovu	id=g:428512
Bubanza	id=g:428513
iProvense ya Bubanza	id=g:428514
Bubanza	id=g:428515
Kuvuruga	id=g:428516
Ritendeye	id=g:428517
Titi	id=g:428518
Masare	id=g:428519
Gatunguru	id=g:428520
Bubanza	id=g:428521
Kabobo	id=g:428522
Shari	id=g:428523
Bubanza	id=g:428524
Higiro	id=g:428525
Buhororo	id=g:428526
Buhurika	id=g:428527
Mpongora	id=g:428528
Cabire	id=g:428529
Kabirizi	id=g:428530
Busesamvu	id=g:428531
Rukwaba	id=g:428532
Rusagamba	id=g:428533
Nyagonga	id=g:428534
Inanjororo	id=g:428535
Nyaruzuru	id=g:428536
Kivoga	id=g:428537
Rugoma	id=g:428538
Buvyuko	id=g:428539
Bureau d’ arrondissement Buvyuko	id=g:428540
Gahongore	id=g:428541
Nyakabingo	id=g:428542
Nyamitanga	id=g:428543
Kajeke	id=g:428544
Ngara	id=g:428545
Buhandagaza	id=g:428546
Gitovu	id=g:428547
Rwamkoko	id=g:428548
Kabuga	id=g:428549
Kayange	id=g:428550
Ngomante	id=g:428551
Ndonde	id=g:428552
Nyarunazi	id=g:428553
Gatura	id=g:428554
Mudubugu	id=g:428555
Nyari	id=g:428556
Mubanga	id=g:428557
Gamba	id=g:428558
Kadakama	id=g:428559
Mwogandoge	id=g:428560
Rukarangwa	id=g:428561
Rutana	id=g:428562
Rugunga	id=g:428563
Mugombarima	id=g:428564
Migende	id=g:428565
Centrale électrique Ruziba	id=g:428566
Kuwintaba	id=g:428567
Kugurukumwe	id=g:428568
Ntabarwe	id=g:428569
Murama	id=g:428570
Butaha	id=g:428571
Kunyange	id=g:428572
Nyaburika	id=g:428573
Gasongati	id=g:428574
Cona	id=g:428575
Kayange-Buvyuko	id=g:428576
Rushakashaka	id=g:428577
Gashishi	id=g:428578
Kagwena	id=g:428579
Barrage Ruziba	id=g:428580
Ruziba	id=g:428581
Kivyihusha	id=g:428582
Muyange	id=g:428583
Bubenga	id=g:428584
Nyamugoma	id=g:428585
Mitakataka	id=g:428586
Nyabugoye	id=g:428587
Nyabuyumpu	id=g:428588
Muyebe	id=g:428589
Kanenga	id=g:428590
Gahwazi	id=g:428591
Kwitaba	id=g:428592
Rugera	id=g:428593
Nyarumihari	id=g:428594
Murengezi	id=g:428595
Mugoma	id=g:428596
Kiziba	id=g:428597
Buramata	id=g:428598
Butanuka	id=g:428599
Muyebe	id=g:428600
Bureau d’arrondissement Butanuka	id=g:428601
Butanuka	id=g:428602
Mukajembo	id=g:428603
Buramata	id=g:428604
Nyakadahwe	id=g:428605
Nyankoba	id=g:428606
Butanuka	id=g:428607
Butuhurana	id=g:428608
Kibangu	id=g:428609
Gahwazi	id=g:428610
Nyarundari	id=g:428611
Gishubi	id=g:428612
Ferme de Randa	id=g:428613
Butembe	id=g:428614
Station météorologique Randa	id=g:428615
Mukindu	id=g:428616
Zorya	id=g:428617
Gihungwe	id=g:428618
Runyinya	id=g:428619
Kidwebezi	id=g:428620
Rambwe	id=g:428621
Rutake	id=g:428622
Ruhahe	id=g:428623
Nyendago	id=g:428624
Gatagura	id=g:428625
Mugaruro	id=g:428626
Gatumba	id=g:428627
Mpanda	id=g:428628
Mubwiruka	id=g:428629
Mpanda	id=g:428630
Bureau de commune Mpanda	id=g:428631
Mpanda	id=g:428632
Mpanda	id=g:428633
Kibambwe	id=g:428634
Kazirabagore	id=g:428635
Nyarurambi	id=g:428636
Gatagura	id=g:428637
Kinywanuma	id=g:428638
Ruhora	id=g:428639
Château d’eau Murira	id=g:428640
Gifurwe	id=g:428641
Nyaruyaga	id=g:428642
Nzuruma	id=g:428643
Murira	id=g:428644
Masha	id=g:428645
Nyagatobo	id=g:428646
Busongo	id=g:428647
Ruzenga	id=g:428648
Nyamabere I	id=g:428649
Musenyi	id=g:428650
Mitakataka	id=g:428651
Nyomvyi	id=g:428652
Nyabikenke	id=g:428653
Gifurwe	id=g:428654
Gihanga	id=g:428655
Musenyi	id=g:428656
Musenyi	id=g:428657
Musenyi	id=g:428658
Station météorologique Gihanga	id=g:428659
Gihanga	id=g:428660
Ruvuruga	id=g:428661
Gihanga	id=g:428662
Ninga	id=g:428663
Mayenzi	id=g:428664
Gihanga	id=g:428665
Bureau d’arrondissement Gihanga	id=g:428666
Nyakiraba	id=g:428667
Nyampene	id=g:428668
Kibuye	id=g:428669
Nyeshanga	id=g:428670
Nyamirenda	id=g:428671
Masama	id=g:428672
Mpanda	id=g:428673
Kigwati	id=g:428674
Gitabi	id=g:428675
Kigerura	id=g:428676
Nyenkarange	id=g:428677
Butamenwa	id=g:428678
Nyunzwe	id=g:428679
Réservoir Nyunzwe	id=g:428680
Château d’eau Nyeshanga	id=g:428681
Mpanda	id=g:428682
Butavuka	id=g:428683
Kirengane	id=g:428684
Migende	id=g:428685
Nyarutovu	id=g:428686
Nyamabere Il	id=g:428687
Mubuga	id=g:428688
Ngara	id=g:428689
Nyakabanda	id=g:428690
Rugazi	id=g:428691
Kabuye	id=g:428692
Mubungere	id=g:428693
Cogo	id=g:428694
Miheto	id=g:428695
Kibasye	id=g:428696
Kayange	id=g:428697
Muzinda	id=g:428698
Karonge	id=g:428699
Rugazi	id=g:428700
Miheto	id=g:428701
Nyagahande	id=g:428702
Gafufu	id=g:428703
Gisuma	id=g:428704
Ninga	id=g:428705
Lac Kibenga	id=g:428706
Nyamivo	id=g:428707
Karambira	id=g:428708
Ninga	id=g:428709
Station météorologique Ninga	id=g:428710
Musenyi	id=g:428711
Ninga	id=g:428712
Kanyangwe	id=g:428713
Ruyange	id=g:428714
Butanyerera	id=g:428715
Muzinda	id=g:428716
Château d’eau Ninga	id=g:428717
Bugume	id=g:428718
Rugazi	id=g:428719
Nyagatobe	id=g:428720
Kajeke	id=g:428721
Imbo	id=g:428722
Mirwa	id=g:428723
Mugerero	id=g:428724
Gihungwe	id=g:428725
Nyarurambi	id=g:428726
Karambi	id=g:428727
Marangara	id=g:428728
Butwe	id=g:428729
Mikuba	id=g:428730
Bigugo	id=g:428731
Nyarurambi	id=g:428732
Camizi	id=g:428733
Rumira	id=g:428734
Gakenke	id=g:428735
Rudari	id=g:428736
Nyamifumba	id=g:428737
Gitaramuka	id=g:428738
Murago	id=g:428739
Shinya	id=g:428740
Mudutukura	id=g:428741
Kiziguro	id=g:428742
Kinama	id=g:428743
Nyakabindi	id=g:428744
Gitwe	id=g:428745
Kinyovu	id=g:428746
Kivuvuma	id=g:428747
Nyakabindi	id=g:428748
Shonge	id=g:428749
Ndumbugu	id=g:428750
Munyanana	id=g:428751
Migende	id=g:428752
Kavuvuma	id=g:428753
Munyinya	id=g:428754
Kariba	id=g:428755
Mukoni	id=g:428756
Warukwega	id=g:428757
Gahororo	id=g:428758
Gitwe	id=g:428759
Ngendo	id=g:428760
Rwankuba	id=g:428761
Nyakarago	id=g:428762
Rukoma	id=g:428763
Nyamitotoma	id=g:428764
Mburamazi	id=g:428765
Gasarara	id=g:428766
Gwiri	id=g:428767
Kabazi	id=g:428768
Nyamisesera	id=g:428769
Rukoni	id=g:428770
Matongo	id=g:428771
Kiziba	id=g:428772
Muhagaze	id=g:428773
Kabuye	id=g:428774
Gitwenge	id=g:428775
Musonge	id=g:428776
Shirugunya	id=g:428777
Nyagatovu	id=g:428778
Kinyovu	id=g:428779
Rutobo	id=g:428780
Ruhuna	id=g:428781
Gisyo	id=g:428782
Kirehe	id=g:428783
Gasenyi	id=g:428784
Carrière Kirehe	id=g:428785
Rurinzi	id=g:428786
Kivumu	id=g:428787
Monyi	id=g:428788
Rubanga	id=g:428789
Nteko	id=g:428790
Mvumvu	id=g:428791
Bihomvora	id=g:428792
Nzewe	id=g:428793
Kaganga	id=g:428794
Muramvya	id=g:428795
Nteko	id=g:428796
Mvumvu	id=g:428797
Kabukungo	id=g:428798
Mvumvu	id=g:428799
Gitobwe	id=g:428800
Nyarubara	id=g:428801
Mwenene	id=g:428802
Kibavu	id=g:428803
Migende	id=g:428804
Kabungo	id=g:428805
Matongo	id=g:428806
Matutu	id=g:428807
Ngoro	id=g:428808
Bureau de commune Matongo	id=g:428809
Matongo	id=g:428810
Shinya	id=g:428811
Musigati	id=g:428812
Nyakibingo	id=g:428813
Rwumba	id=g:428814
Gitazi	id=g:428815
Mudatemba	id=g:428816
Ngoro	id=g:428817
Gasare	id=g:428818
Rukanu	id=g:428819
Butwe	id=g:428820
Kabungo	id=g:428821
Ruganza	id=g:428822
Banda	id=g:428823
Kijuri	id=g:428824
Kigume	id=g:428825
Gatabo	id=g:428826
Rutenderi	id=g:428827
Buhanda	id=g:428828
Bwayi	id=g:428829
Mikamba	id=g:428830
Mpishi	id=g:428831
