Kapóremma	id=g:261111
Ákra Agrilós	id=g:265569
Ágrilos	id=g:265570
Ágrilos	id=g:265571
Ágrilos	id=g:265572
Órmos Agrilioú	id=g:265573
Ákra Agriliós	id=g:265574
Agrilióna	id=g:265575
Agrilíki	id=g:265576
Agrilídhion	id=g:265577
Agriliás	id=g:265578
Agriliá Óros	id=g:265579
Ákra Agriliá	id=g:265580
Agriliá	id=g:265581
Agriliá	id=g:265582
Agriliá	id=g:265583
Agriliá	id=g:265584
Agriliá	id=g:265585
Agrilés	id=g:265586
Agriléa	id=g:265587
Agridhomoúri	id=g:265588
Agrídion	id=g:265589
Agrídhion	id=g:265590
Agrídhion	id=g:265591
Agrídhion	id=g:265592
Agrídhion	id=g:265593
Ákra Gridiá	id=g:265594
Agrídhia	id=g:265595
Agridhákion	id=g:265596
Agriánoi	id=g:265597
Agrianá	id=g:265598
Agriakóna	id=g:265599
Nisís Ágria Gramvoúsa	id=g:265600
Agriá	id=g:265601
Agrelopón	id=g:265602
Agreliá	id=g:265603
Agrapidhoúla	id=g:265604
Agrapidhokhórion	id=g:265605
Agrapidhókambos	id=g:265606
Agrapidhiá	id=g:265607
Agrapidháki	id=g:265608
Agrámbela	id=g:265609
Agrámbela	id=g:265610
Agrámbela	id=g:265611
Agrafiótis Potamós	id=g:265612
Ágrafa	id=g:265613
Ágra	id=g:265614
Agóyia	id=g:265615
Agourítsi	id=g:265616
Limnothálassa Agoulinítsa	id=g:265617
Agóriani	id=g:265618
Agóriani	id=g:265619
Agorá	id=g:265620
Órmos Agnóndas	id=g:265621
Agnó	id=g:265622
Agnándion	id=g:265623
Agnantiá	id=g:265624
Ágnandi	id=g:265625
Agnándi	id=g:265626
Agnanterón	id=g:265627
Agnanderí	id=g:265628
Ágnanta	id=g:265629
Ágnanda	id=g:265630
Aglavísta	id=g:265631
Agdhínai	id=g:265632
Nisída Agathonísion	id=g:265633
Agathón	id=g:265634
Agápi	id=g:265635
Aganotaíika	id=g:265636
Agálo	id=g:265637
Agalianós	id=g:265638
Agalianós	id=g:265639
Agalianí	id=g:265640
Agalás	id=g:265641
Agakianá	id=g:265642
Agadhaíika	id=g:265643
Órmos Aftéli	id=g:265644
Afroxyliá	id=g:265645
Afrósi	id=g:265646
Ífalos Afrodhítis	id=g:265647
Afrayiás	id=g:265648
Afráton	id=g:265649
Afrátion	id=g:265650
Afrátion	id=g:265651
Afráta	id=g:265652
Aforesména Réma	id=g:265653
Afláouras	id=g:265654
Áfissos	id=g:265655
Afisión	id=g:265656
Sidhirodhromikós Stathmós Afidhnón	id=g:265657
Afídhnai	id=g:265658
Afétai	id=g:265659
Aféndis Khristós	id=g:265660
Aféndis	id=g:265661
Afanórrakhi	id=g:265662
Órmos Afándou	id=g:265663
Órmos Afáles	id=g:265664
Aëtóvouno	id=g:265665
Aëtóvigla	id=g:265666
Órmos Aëtoú	id=g:265667
Ákra Aëtós	id=g:265668
Aëtós	id=g:265669
Aëtós	id=g:265670
Aëtós	id=g:265671
Aëtós	id=g:265672
Aëtós	id=g:265673
Aëtós	id=g:265674
Aëtós	id=g:265675
Aëtorrákhi	id=g:265676
Aëtorrákhi	id=g:265677
Aëtorráchi	id=g:265678
Aëtorrákhi	id=g:265679
Aëtorráchi	id=g:265680
Aëtópetra	id=g:265681
Aëtópetra	id=g:265682
Aëtólofos	id=g:265683
Aëtokhórion	id=g:265684
Aëtoí	id=g:265685
Aëtofoliá	id=g:265686
Aëtofoliá	id=g:265687
Aëtofoliá	id=g:265688
Aëtofoliá	id=g:265689
Aëtofoliá	id=g:265690
Aëtofoléa	id=g:265691
Aërinós	id=g:265692
Aërinón	id=g:265693
Aeri	id=g:265694
Aegean Islands	id=g:265696
Adhrianós	id=g:265697
Adhrianí	id=g:265698
Adhravástos	id=g:265699
Adhravástoi	id=g:265700
Adhráktia	id=g:265701
Adhiákopos	id=g:265702
Óros Adéres	id=g:265703
Adhéres	id=g:265704
Adhéres	id=g:265705
Vrachonisídes Dýo Adélfia	id=g:265706
Vrachonisídes Adélfia	id=g:265707
Vrachonisída Adelfópoulo	id=g:265708
Ádhele	id=g:265709
Adhámion	id=g:265710
Adámas	id=g:265711
Achaea	id=g:265712
Óri Tsamandá	id=g:363224
Pindus Mountains	id=g:363258
Mourngána	id=g:363279
Léko	id=g:363306
Mal Khendel	id=g:363391
Ífalos Káto Aetoú	id=g:381337
Paganiá	id=g:381338
Ákra Akónia	id=g:381339
Xerovoúni	id=g:381402
Avathí Thiámidhos	id=g:381403
Nisís Kalámi	id=g:381404
Várathron	id=g:381405
Ákra Gouroúni	id=g:381406
Kápela	id=g:381407
Megáli Ráchi	id=g:381532
Liménas Moúrtos	id=g:381539
Ákra Aríllas	id=g:381621
Vráchoi Velónissa	id=g:381630
Marnóra	id=g:381631
Ákra Prióni	id=g:381632
Órmos Agía Kyriakí	id=g:381633
Ákra Kédros	id=g:381635
Limín Gáïos	id=g:381636
Ákra Orthólithos	id=g:381637
Vrachonisída Erimítis	id=g:381638
Stenón Paxón	id=g:381639
Ýfalos Áspra Vráchia	id=g:381640
Ákra Kountoúris	id=g:381641
Thálassa Paxón	id=g:381642
Ríza	id=g:381643
Nísoi Sývota	id=g:381677
Mállia	id=g:381844
Órmos Agriás	id=g:383405
Khersónisos Tríkeri	id=g:383406
Ákra Kefálas	id=g:383410
Khersónisos Magnisías	id=g:383411
Ormískos Granítsa	id=g:383412
Vrakhonisídhes Pódhia	id=g:386897
Ákra Glóssa	id=g:386910
Ífalos Dhimítris	id=g:386911
Ormískos Agnós	id=g:386914
Órmos Kátergo	id=g:386915
Ákra Apoklístria	id=g:386916
Órmos Alonáki	id=g:386917
Ákra Ármeno	id=g:386918
Ákra Xilopára	id=g:386919
Stenó Sarakinó	id=g:386920
Órmos Rénes	id=g:386921
Ákra Kalá	id=g:386922
Ormískos Glifádha	id=g:386923
Korifí Kédhros	id=g:386924
Ákra Piáto	id=g:386925
Stenó Piáto	id=g:386926
Stenó Mármara	id=g:386927
Ormískos Agnoú	id=g:386928
Ormískos Váles	id=g:386930
Korifí Karália	id=g:386931
Ákra Apoklístria	id=g:386933
Vrákhos Pláka	id=g:386934
Ormískos Nikoláou	id=g:386935
Ákra Éxo Míti	id=g:386936
Ákra Mésa Míti	id=g:386937
Ákra Khárakas	id=g:386938
Órmos Kolimbádha	id=g:386939
Ákra Psarína	id=g:386941
Órmos Linariás	id=g:386943
Ormískos Dhiapóri	id=g:386944
Stenó Valáxa	id=g:386945
Ormískos Tragopídhima	id=g:386946
Órmos Pévko	id=g:386947
Ákra Dhrépanon	id=g:386949
Vrakhonisídha Áyios Fokás	id=g:386951
Vrakhonisídha Thália	id=g:386953
Órmos Óros	id=g:386954
Ákra Petrinó	id=g:386955
Ákra Triplásia	id=g:386957
Ormískos Ayíou Pétrou	id=g:386959
Ákra Petrítsa	id=g:386961
Ormískos Theotókou	id=g:386962
Ífaloi Eriniés	id=g:386963
Ífalos Navtílos	id=g:386964
Vrachonisída Ágioi Apóstoloi	id=g:386965
Ífaloi Avláki	id=g:386966
Korifí Lemoní Rákhi	id=g:386967
Ákra Kopaniá	id=g:386968
Ákra Frángo	id=g:386969
Ákra Kasídhis	id=g:386970
Ákra Kolónes	id=g:386971
Ákra Tragopídhima	id=g:386972
Vrachonisída Prasonísi	id=g:386973
Ákra Prasonísi	id=g:386974
Órmos Limenária	id=g:386975
Nisída Ágios Nikólaos	id=g:386976
Ífalos Koukhópata	id=g:386977
Vrachonisída Daskaleió	id=g:386978
Ákra Poúnda Roúsou	id=g:386979
Ákra Moutsoúna	id=g:386980
Órmos Ayíou Ioánni	id=g:386981
Ákra Tsapí	id=g:386982
Vrachonisída Mediakó	id=g:386983
Ákra Mitáki	id=g:386984
Vrachonisída Skókia	id=g:386985
Vrachonisídes Zervoú	id=g:386986
Órmos Psarón	id=g:386987
Nisídes Ímia	id=g:389932
Hellenic Republic	id=g:390903
Rhodes	id=g:400665
Ródos	id=g:400666
Nomós Piraiós	id=g:406101
Eparchía Siteías	id=g:408627
Néa Alikarnassós	id=g:408628
Eparchía Ierapétras	id=g:408629
Eparchía Mirampéllou	id=g:408630
Eparchía Lasithíou	id=g:408631
Lató Etéra	id=g:408632
Ítanos	id=g:408633
Eparchía Mylopotámou	id=g:408635
Eparchía Amaríou	id=g:408636
Amárion	id=g:408637
Eparchía Agíou Vasileíou	id=g:408638
Eparchía Rethýmnis	id=g:408639
Epídavros	id=g:408651
Tíryns	id=g:408652
Neméa	id=g:408671
Asklipieíon	id=g:408683
Kremastí	id=g:408684
Afántou	id=g:408685
Archángelos	id=g:408686
Líndos	id=g:408687
Ákra Líndos	id=g:408688
Lárdos	id=g:408689
Órmos Athiniós	id=g:408690
Eparchía Viánnou	id=g:409521
Eparchía Kainourgíou	id=g:409524
Eparchía Malevizíou	id=g:409527
Ákra Karampásis	id=g:411171
Órmos Katsínia	id=g:411172
Ákra Válvi	id=g:411173
Óros Petros	id=g:411174
Vrachonisída Bógias	id=g:411175
Vrachonisída Profylakí	id=g:411176
Ákra Petrás	id=g:411177
Ormískos Mersínia	id=g:411178
Vrachonisídes Mersínia	id=g:411179
Nisída Pasás	id=g:411437
Ákra Spalmatópounta	id=g:411438
Órmos Bogázi	id=g:411440
Nisída Gaváthi	id=g:411442
Vrachonisída Archontóniso	id=g:411448
Nisída Pontikóniso	id=g:411450
Ormískos Kampí	id=g:411451
Órmos Pasás	id=g:411452
Nisída Vátos	id=g:411454
Vrachonisída Vatáki	id=g:411455
Ákra Toúrkos	id=g:411456
Ormískos Moschalíou	id=g:411877
Ormískos Chilandríou	id=g:411878
Ákra Kefála	id=g:411879
Ákra Pellí	id=g:411880
Óros Zíni	id=g:411881
Ormískos Skínou	id=g:411882
Órmos Gyalí	id=g:411883
Vráchoi Ágios Antónios	id=g:411884
Ákra Kaloutoí	id=g:411885
Ákra Kamára	id=g:411886
Chera Capo	id=g:411887
Gonia Baia	id=g:411888
Ákra Ágkistron	id=g:411889
Ormískos Skáfi	id=g:411890
Punta Bue	id=g:411891
Ormískos Lethrá	id=g:411892
Ba di San Giovanni	id=g:411893
Ákra Ágios Ioánnis	id=g:411894
Limenískos Agíou Stefánou	id=g:411895
Órmos Agíou Zacharía	id=g:411896
Punta Rossa	id=g:411897
Ákra Koutsoumpá	id=g:411898
Capo Cuzzuva	id=g:411899
Monte Cuzzuva	id=g:411900
Ákra Klotíri	id=g:411901
Ákra Kafká	id=g:411902
Ákra Azoiriá	id=g:411903
Vráchos Choironísi	id=g:411908
Órmos Agíou Sérgiou	id=g:411909
Órmos Tholós	id=g:411910
Ákra Pelagoúsa	id=g:411911
Vrachonisída Pelagoúsa	id=g:411912
Vrachonisída Ágios Konstantínos	id=g:411913
Órmos Stavrós	id=g:411914
Ba di San Costantino	id=g:411915
Órmos Megálo	id=g:411916
Vrachonisída Ágios Andréas	id=g:411917
Ákra Kamára	id=g:411918
Ormískos Kamára	id=g:411919
Ekklisía Ágios Pétros	id=g:411920
Ekklisía Ágios Minás	id=g:411921
Ormískos Agíou Andréa	id=g:411922
Ákra Alikí	id=g:411923
Órmos Limenári	id=g:411924
Ákra Akrotíri	id=g:411925
Vrachonisída Giakoumí	id=g:411926
Punta Volcheri	id=g:411927
Profítis Ilías	id=g:411928
Órmos Plágio	id=g:411929
Ágios Nikólaos	id=g:411930
Áyios Nikólaos	id=g:411931
Skála Agíou Antoníou	id=g:411932
Áyios Nikólaos	id=g:411933
Áyios Ioánnis	id=g:411934
Áyios Vasílios	id=g:411935
Áyios Konstandínos	id=g:411936
Áyios Yeóryios	id=g:411937
Áyios Yeóryios	id=g:411938
Áyios Ioánnis	id=g:411939
Lera	id=g:411940
Áyios Dhimítrios	id=g:411941
Moní Agíou Penteleímona	id=g:411942
Profítis Ilías	id=g:411943
Ákra Mólos	id=g:411945
Liménas Mandráki	id=g:411946
Ákra Akrotíri	id=g:411947
Limenískos Pálon	id=g:411948
Ákra Katsoúni	id=g:411949
Ákra Mávros	id=g:411950
Ákra Lefkós	id=g:411951
Ormískos Grána	id=g:411999
Aflákion	id=g:412000
Capo Sant’ Irene	id=g:412001
Órmos Lefro	id=g:412002
Baia delle Foche	id=g:412003
Kratíras Aléxandros	id=g:412004
Kratíras Stéfanos	id=g:412005
Moní Panagías Kyrás	id=g:412006
Ákra Mólyvos	id=g:412027
Kólposi Thérma Eftaloús	id=g:412028
Limenískos Skála Sykaminéas	id=g:412029
Skála Sykaminéas	id=g:412030
Ákra Tomári	id=g:412031
Órmos Néos Limín	id=g:412032
Órmos Lagkádas	id=g:412033
Nisídes Tomária	id=g:412034
Nisída Barmpaliás	id=g:412035
Vráchoi Fária	id=g:412036
Nisída Panagiá	id=g:412037
Vráchos Sélli	id=g:412038
Vrachonisída Mávri Plakoúda	id=g:412039
Nisída Aspróniso	id=g:412040
Nisída Tsoukalás	id=g:412041
Vráchos Áspri Plakoúda	id=g:412042
Agkáli Palió	id=g:412043
Ormískos Ágios Stéfanos	id=g:412044
Aspropótamos	id=g:412045
Vráchos Fítsos	id=g:412046
Vráchoi Navágia	id=g:412047
Ormískos Vinéto	id=g:412048
Skála Néon Kydonión	id=g:412049
Ákra Smyrniós	id=g:412051
Órmos Loutrá Thermís	id=g:412055
Ákra Mersínia	id=g:412056
Agkáli Tálantos	id=g:412057
Agkáli Kopéla	id=g:412058
Ákra Kopéla	id=g:412059
Ákra Mérichas	id=g:412060
Agkáli Agíou Sávva	id=g:412061
Ákra Potamós	id=g:412062
Liménas Plomaríou	id=g:412063
Agkáli Ágios Isídoros	id=g:412064
Ekklisía Agíou Isídorou	id=g:412065
Vráchoi Tríaina	id=g:412066
Melínta	id=g:412067
Ákra Ágios Pávlos	id=g:412236
Ákra Kakóvouno	id=g:412242
Ormískos Límni	id=g:412247
Vrachonisída Thermí	id=g:412255
Ntípion	id=g:412256
Neochórion	id=g:412257
Ákra Asfalí	id=g:412714
Afálonas	id=g:412715
Ormískos Tampákika	id=g:412716
Ákra Kástro	id=g:412717
Vóreios Liménas Mytilínis	id=g:412718
Nótios Liménas Mytilínis	id=g:412719
Ákra Léna	id=g:412720
Vrachonisída Chaviarópetra	id=g:412721
Vrachonisída Mikrí Chaviarópetra	id=g:412722
Ákra Éxo	id=g:412723
Ákra Aristeró	id=g:412724
Vráchos Kalógeros	id=g:412725
Ákra Kavourólimni	id=g:412726
Ormískos Kavourólimni	id=g:412727
Ákra Dexió	id=g:412728
Vrachonisída Vromonísi	id=g:412729
Vráchos Ágios Vasíleios	id=g:412730
Agkáli Palaióloutros	id=g:412731
Órmos Skálas Loutrón	id=g:412732
Nisída Ágios Isíderos	id=g:412733
Vrachonisída Megálo Kouroúkio	id=g:413310
Vrachonisída Mikró Kouroúkio	id=g:413311
Vrachonisída Pláka	id=g:413313
Vrachonisída Megálos Pontikós	id=g:413314
Vrachonisída Mikrós Pontikós	id=g:413315
Vrachonisída Koutsoumpoú	id=g:413316
Vrachonisída Nisáki	id=g:413320
Vráchos Sélli	id=g:413325
Vráchoi Feirá	id=g:413327
Vrachonisída Tráchilos	id=g:413329
Vrachonisída Prasonísi	id=g:413330
Vrachonisídes Nisáki	id=g:413331
Vráchoi Xóplakes	id=g:413334
Vrachonisída Diakóftis	id=g:413335
Vrachonisída Chalkiás	id=g:413336
Vrachonisída Megálo Trístomo	id=g:413345
Vrachonisída Mikró Trístomo	id=g:413346
Vrachonisída Prassonísi	id=g:413347
Nisída Despotikón	id=g:413350
Nisída Afóti	id=g:413351
Nisída Garónisos	id=g:413352
Vrachonisídes Astakída	id=g:413354
Vrachonisída Síal	id=g:413361
Vráchos Navágion	id=g:413368
Vráchos Katsikáki	id=g:413376
Vrachonisída Mesonísi	id=g:413394
Vrachonisída Kreváti	id=g:413443
Vrachonisída Soúka	id=g:413445
Vrachonisída Áno Prasoúda	id=g:413446
Vráchos Xéra	id=g:413447
Vrachonisída Maïlonísi	id=g:413448
Vrachonisída Káto Prasoúda	id=g:413449
Vrachonisída Nipoúri	id=g:413450
Vráchos Nisáki	id=g:413451
Vrachonisída Kolofónas	id=g:413452
Vrachonisída Exonísi	id=g:413453
Vrachonisída tou Archangélou	id=g:413454
Vrachonisídes Pentánisos	id=g:413455
Vráchos Paximáda	id=g:413456
Vráchoi Chína	id=g:413457
Vrachonisída Strongyló	id=g:413459
Nisídes Diavátes	id=g:413460
Vrachonisída Gialésino	id=g:413463
Vrachonisída Megalonísa	id=g:413464
Vrachonisída Karavalonísi	id=g:413465
Vráchos Prásso	id=g:413466
Vrachonisída Pláti	id=g:413467
Vráchoi Skýlos	id=g:413468
Vrachonisída Agía Marína	id=g:413469
Passimadi Scoglio	id=g:413470
Vrachonisída Teftloússa	id=g:413471
Vrachonisída Artikonísi	id=g:413472
Vrachonisída Troúmpetto	id=g:413473
Vrachonisída Tragónera	id=g:413475
Vrachonisída Savoúra	id=g:413476
Vrachonisída Psomí	id=g:413479
Vrachonisída Mávro Poïnáki	id=g:413480
Vrachonisída Mávro Poḯni	id=g:413481
Vrachonisída Ágios Geórgios	id=g:413482
Vrachonisída Agrieliá	id=g:413483
Vrachonisída Psoradiá	id=g:413484
Vrachonisída Polyfádos	id=g:413485
Vráchos Aspropníchti	id=g:413534
Vrachonisída Epáno	id=g:413535
Vrachonisída Aléxi	id=g:413536
Vrachonisída Vasilikí	id=g:413550
Vrachonisída Lígkia	id=g:413551
Vrachonisída Krevvatió	id=g:413552
Vráchoi Mermígkia	id=g:413553
Vrachonisídes Goúrna	id=g:413554
Placusa Isolotto	id=g:413555
Vrachonisída Koúdros	id=g:413556
Vrachonisída Panagiá	id=g:413557
Vrachonisída Agíou Foká	id=g:413559
Vráchoi Kavouronísia	id=g:413560
Skópeloi Trágos	id=g:413561
Vrachonisída Prasonísi	id=g:413562
Vráchoi Petrokáravo	id=g:413563
Vrachonisídes Balámou	id=g:413564
Vrachonisída Spalathronísi	id=g:413565
Vrachonisída Aváptisto	id=g:413566
Vrachonisída Tsoúkaki	id=g:413567
Vrachonisída Smyntronísi	id=g:413568
Vráchoi Stifís	id=g:413571
Vráchos Kapsarmídi	id=g:413572
Vrachonisída Piáto	id=g:413573
Vrachonisída Káppari	id=g:413574
Vrachonisída Piláfi	id=g:413575
Vrachonisída Stavrí	id=g:413576
Vrachonisídes Chaloí	id=g:413577
Vráchos Kritikó	id=g:413578
Vrachonisída Gialiskári	id=g:413579
Vrachonisída Kofinás	id=g:413580
Vráchos Xéra tou Agíou Miná	id=g:413583
Vrachonisída Prasonisáki	id=g:413584
Vrachonisída Mikró Anthropofágos	id=g:413585
Vrachonisída Megálos Anthropofágos	id=g:413586
Vrachonisídes Anthropofágoi	id=g:413587
Vrachonisída Makronísi	id=g:413588
Vrachonisída Strongyló	id=g:413589
Vrachonisída Platý	id=g:413590
Vráchos Xéra Plakáki	id=g:413591
Vrachonisída Mónos	id=g:413593
Vráchoi Xéra	id=g:413596
Vráchoi Petrokáravo	id=g:413597
Vrachonisída Thymaináki	id=g:413599
Vrachonisídes Katergákia	id=g:413600
Vrachonisída Diapóri	id=g:413604
Vrachonisída Prasonísi	id=g:413605
Vrachonisída Strongyló	id=g:413606
Vrachonisída Kasonísi	id=g:413607
Vrachonisída Vareloúdi	id=g:413608
Vrachonisída Karávotra	id=g:413609
Vráchos Nióvi	id=g:413610
Vrachonisída Agía Dýnamis	id=g:413626
Vrachonisída Pyrgíon	id=g:413627
Vrachonisída Moulá Pétra	id=g:413628
Vráchoi Xýlou	id=g:413629
Vrachonisída Skofidópetra	id=g:413630
Vrachonisída Diapória	id=g:413631
Vrachonisída Kolýmpia	id=g:413632
Vrachonisídes Agíou Stefánou	id=g:413633
Vrachonisída Ágios Stéfanos	id=g:413634
Vrachonisída Ágios Sóstis	id=g:413636
Vrachonisída Asprónisos	id=g:413637
Vrachonisída Foráda	id=g:413639
Vrachonisída Sarakinópetra	id=g:413643
Nisída Margaríti	id=g:413644
Vrachonisída Glastrí	id=g:413645
Vrachonisída Stróvilo	id=g:413646
Vrachonisída Távros	id=g:413647
Nisída Ágios Stéfanos	id=g:413648
Vrachonisídes Prasonísia	id=g:413650
Nisída Chálikas	id=g:413653
Nisída Papapontikoú	id=g:413654
Nisída Panteleímona	id=g:413655
Vráchos Monópetro	id=g:413657
Vrachonisídes Refoúlia	id=g:413720
Vrachonisída Aréfousa	id=g:413721
Vráchos Práso	id=g:413722
Vrachonisída Neró	id=g:413723
Vráchos Katasagáni	id=g:413724
Vrachonisída Erimonísi	id=g:413728
Vrachonisída Arkoúdi	id=g:413730
Vrachonisída Mína	id=g:413731
Vráchos Kaváki	id=g:413732
Vráchos Eláfi	id=g:413733
Vrachonisída Skordonísi	id=g:413734
Vrachonisída Sedoúsa	id=g:413735
Vráchoi Tourliá	id=g:413736
Vráchos Monólithos	id=g:413738
Vráchos Makrý	id=g:413739
Vráchos Mesaná	id=g:413740
Vráchos Deíktis	id=g:413741
Vráchos Peristéri	id=g:413742
Vrachonisída Ágios Ioánnis	id=g:413743
Vráchoi Myrmígkia	id=g:413744
Vrachonisída Megalonísi Gavathá	id=g:413745
Vrachonisída Gaváthas	id=g:413747
Nisída Pétra	id=g:413750
Vráchos Myrmígki	id=g:413752
Vráchos Mikronísi	id=g:413753
Vráchoi Skýles	id=g:413780
Vrachonisídes Pontikonísia	id=g:413781
Vrachonisída Trypití	id=g:413782
Vrachonisída Ágios Nikólaos	id=g:413783
Vrachonisída Karkalás	id=g:413784
Nisída Tigáni	id=g:413785
Vráchos Stívi	id=g:413786
Vrachonisída Tháskoloi	id=g:413787
Vrachonisídes Nisópoula	id=g:413788
Vrachonisídes Chaviarópetres	id=g:413793
Vrachonisída Kokkinonísi	id=g:413796
Vráchos Chelóna	id=g:413803
Vrachonisída Maragkoú	id=g:413810
Vráchos Chténi	id=g:413811
Vrachonisída Zargána	id=g:413812
Vrachonisída Kokkinonísi	id=g:413813
Vrachonisídes Dýo Adélfia	id=g:413814
Vráchos Chéli	id=g:413815
Vráchos Megálos Kalógeros	id=g:413816
Vráchos Mikrós Kalógeros	id=g:413817
Vráchoi Vlantoí	id=g:413820
Vráchos Élli	id=g:413821
Vrachonisída Chántra	id=g:413822
Vrachonisída Kavouronísi	id=g:413823
Vráchoi Kávouras	id=g:413824
Nisída Mikrós Rematiáris	id=g:413825
Nisída Megálos Rematiáris	id=g:413826
Vrachonisída Prasonísi	id=g:413835
Vráchos Kalypsó	id=g:413836
Kournonísi	id=g:413837
Vrachonisída Kténi	id=g:413838
Vrachonisída Fónisses	id=g:413839
Vrachonisídes Tourlítes	id=g:413840
Érimos	id=g:413841
Nisída Oikonómou	id=g:413842
Vrachonisída Mavronísi	id=g:413843
Vrachonisída Galiátsos	id=g:413844
Vrachonisída Détis	id=g:413845
Vrachonisída Petrokáravo	id=g:413846
Vráchos Drepáni	id=g:413848
Nisídes Pantieronísia	id=g:413849
Vrachonisída Kampána	id=g:413850
Vrachonisída Petalída	id=g:413851
Vráchos Kydóni	id=g:413852
Vrachonisída Xifiós	id=g:413853
Vráchos Pourí	id=g:413854
Vráchos Gópa	id=g:413855
Vráchos Frourós	id=g:413856
Vráchos Toúrlos	id=g:413858
Nisída Apóllonos	id=g:413859
Vráchoi Kleftonísia	id=g:413860
Nisída Mantó	id=g:413861
Vráchos Álki	id=g:413862
Vrachonisída Mávros Vráchos	id=g:413863
Vráchos Áspro	id=g:413864
Vráchoi Láros	id=g:413865
Vráchos Próskopos	id=g:413866
Vrachonisída Petalída	id=g:413867
Vráchos Fókia	id=g:413868
Vrachonisída Nisáki	id=g:413869
Nisída Chondró	id=g:413870
Vrachonisída Tigáni	id=g:413871
Vrachonisída Moní	id=g:413872
Vrachonisída Ftenó	id=g:413873
Vrachonisída Chondrópoulo	id=g:413874
Vráchos Mávro	id=g:413875
Vráchos Pánormos	id=g:413876
Vráchos Vái	id=g:413877
Vrachonisída Megálos Adelfós	id=g:413878
Vrachonisída Mésos Adelfós	id=g:413879
Vrachonisída Mikrós Adelfós	id=g:413880
Vrachonisída Ágios Nikólaos	id=g:413881
Vrachonisída Rokána	id=g:413882
Vrachonisída Ftená	id=g:413883
Vrachonisída Fliní	id=g:413884
Vrachonisída Skándia	id=g:413885
Vrachonisída Ligári	id=g:413886
Vrachonisída Venétiko	id=g:413887
Vrachonisídes Avelonísia	id=g:413888
Vrachonisída Mikrós Avélos	id=g:413889
Vrachonisída Megálos Avélos	id=g:413890
Nisída Diakoftó	id=g:413891
Nisída Porí	id=g:413892
Vrachonisída Ploutó	id=g:413893
Vráchos Stavólia	id=g:413894
Nisís Agíos Nikólaos	id=g:413895
Vrachonisís Kímina	id=g:413896
Nisís Christianí	id=g:413897
Nisída Petalídi	id=g:413899
Vráchos Psýllos	id=g:413900
Nisída Ágioi Pántes	id=g:413901
Prasonísi	id=g:413903
Vráchos Agía Eiríni	id=g:413904
Nisída Anavátis	id=g:413905
Nisída Kefalí	id=g:413906
Nisída Kavállos	id=g:413907
Mávros Vráchos	id=g:413908
Peristeróvrachoi	id=g:413909
Vráchos Megatzédes	id=g:413910
Vráchos Mávros	id=g:413911
Nisída Prasonísi	id=g:413912
Vráchos Prosforá	id=g:413913
Vrachonisída Agriómandra	id=g:413914
Vrachonisída Sochás	id=g:413915
Ýfalos Koutsoumpás	id=g:416285
Başak Adası	id=g:416311
Ákra Ágios Stéfanos	id=g:416365
Ákra Megálos Níftis	id=g:416367
South Hypsili Promontory	id=g:416368
Ákra Limenári	id=g:416369
Liménas Igoumenítsis	id=g:442614
Techníti Límni Aráchthou	id=g:442615
Díavlos Alexándrou Chrysánthi	id=g:442616
Stenó Kefallinías	id=g:442621
Ákra Kamaríki	id=g:442622
Geráni	id=g:442623
Choreftís	id=g:442624
Stíthos Ýdra	id=g:442625
Ýfalos Mesokánali	id=g:442626
Koríthion	id=g:442627
Nisída Árpyia	id=g:442628
Arápis	id=g:442629
Ákra Agía Paraskeví	id=g:443421
Liménas Sámou	id=g:443422
Órmos Asprochórti	id=g:443423
Ákra Daskaleió	id=g:443424
Ákra Kavonísi	id=g:443425
Agkáli Agía Paraskeví	id=g:443426
Agkáli Galázo	id=g:443427
Ákra Práson	id=g:443428
Órmos Mourtiás	id=g:443429
Agkáli Mourtiá	id=g:443430
Moní Zoodóchou Pigís	id=g:443431
Moní Agías Zónis	id=g:443432
Agkáli Mikrí Lákka	id=g:443433
Agkáli Megáli Lákka	id=g:443434
Órmos Kérveli	id=g:443435
Ákra Korthrákia	id=g:443436
Lofískos Chondró Vounó	id=g:443437
Ákra Gátos	id=g:443438
Órmos Gátos	id=g:443439
Ákra Gatítsa	id=g:443440
Ákra Pétra tou Samsón	id=g:443441
Órmos Poseidónion	id=g:443442
Poseidónion	id=g:443443
Ákra Griás Pódia	id=g:443444
Órmos Klíma	id=g:443445
Ákra Metzíki	id=g:443446
Órmos Psilí Ámmos	id=g:443447
Klíma	id=g:443448
Profítis Ilías	id=g:443449
Psilí Ámmos	id=g:443450
Órmos Mesókampos	id=g:443451
Potamós Mytiliniós	id=g:443452
Ákra Foniás	id=g:443453
Ákra Kanóni	id=g:443454
Liménas Pythagoreíou	id=g:443455
Órmos Karpovólos	id=g:443456
Vráchoi Záfeira	id=g:443457
Ákra Asprókavos	id=g:443458
Iraíon	id=g:443459
Potokáki	id=g:443460
Mýloi	id=g:443461
Ákra Kolóna	id=g:443462
Ormískos Kyriakoú	id=g:443463
Ákra Tsópela	id=g:443464
Ákra Arápis	id=g:443465
Ákra Kefáli	id=g:443466
Vráchos Tríton	id=g:443467
Ormískos Agía Pelagía	id=g:443468
Vráchos Chelóni	id=g:443469
Vráchos Médousa	id=g:443470
Óros Kerketéfs	id=g:443471
Agkáli Limnonáki	id=g:443472
Limnonáki	id=g:443473
