Arroyo de El Algarrobo	id=g:3685000
Cañaveral	id=g:3687672
Quebrada Cañauzales	id=g:3687673
Caño Canuare	id=g:3687674
Canata	id=g:3687675
Río Cañasgordas	id=g:3687676
Cañasgordas	id=g:3687677
Cañasgordas	id=g:3687678
Cañasgordas	id=g:3687679
Cañas Arriba	id=g:3687680
Cañas Abajo	id=g:3687681
Río Cañas	id=g:3687682
Alto de las Cañas	id=g:3687683
Cañarez	id=g:3687684
Quebrada Cañares	id=g:3687685
Canapote	id=g:3687686
Río Canapis	id=g:3687687
Cerro Canapiare	id=g:3687688
Caño Canapiare	id=g:3687689
Caño Canapabre	id=g:3687690
Cananguchal	id=g:3687691
Canangua	id=g:3687692
Río Cananarí	id=g:3687693
Canalitos	id=g:3687694
Río Canalete	id=g:3687695
Punta Canalete	id=g:3687696
Cuchilla de Canalete	id=g:3687697
Canalete	id=g:3687698
Canalete	id=g:3687699
Ciénaga Canaletal	id=g:3687700
Canaletal	id=g:3687701
Canaima	id=g:3687702
Cañaguate	id=g:3687703
Ciénaga Caña Fístula	id=g:3687704
Cañafístula	id=g:3687705
Cañafístola	id=g:3687706
Cañafístola	id=g:3687707
Cañadongo	id=g:3687708
Cuchilla la Cañada	id=g:3687709
Brazo la Cañada	id=g:3687710
Canadá	id=g:3687711
Canadá	id=g:3687712
Cañada	id=g:3687713
Caño Canacabare	id=g:3687714
Caño Caña Cabare	id=g:3687715
Caño Canacabare	id=g:3687716
Quebrada del Cañabraval	id=g:3687717
Quebrada Cañabraval	id=g:3687718
Quebrada Canabraval	id=g:3687719
Sabana de Caña Brava	id=g:3687720
Cañas Bravas	id=g:3687721
Cañaboba	id=g:3687722
Río Cana	id=g:3687723
Quebrada de Can	id=g:3687724
Río Camuya	id=g:3687725
Camuya	id=g:3687726
Sabanas de Camuara	id=g:3687727
Sabanas de Camuara	id=g:3687728
Caño Camuara	id=g:3687729
Camuara	id=g:3687730
Campo Viejo	id=g:3687731
Caño Campo Victoria	id=g:3687732
Campo Victoria	id=g:3687733
Campo Valdés	id=g:3687734
Campo Áltimo	id=g:3687735
Camposolo	id=g:3687736
Camposano	id=g:3687737
Campo Salado	id=g:3687738
Campo Raso	id=g:3687739
Campo Raso	id=g:3687740
Campo Pallares	id=g:3687741
Campo Pajuil	id=g:3687742
Campo Oscuro	id=g:3687743
Campo Nuevo	id=g:3687744
Campo Nuevo	id=g:3687745
Quebrada Campo Maranón	id=g:3687746
Campo Lindo	id=g:3687747
Campo Libre	id=g:3687748
Campo La Raya	id=g:3687749
Caño Campo Hermoso	id=g:3687750
Campohermoso	id=g:3687751
Campo Hermoso	id=g:3687752
Campohermoso	id=g:3687753
Campo Guayabo	id=g:3687754
Campo González	id=g:3687755
Campoflores	id=g:3687756
Campo Ele	id=g:3687757
Campo de la Cruz	id=g:3687758
Campo de la Cruz	id=g:3687759
Campo Chinato	id=g:3687760
Campo Bonito	id=g:3687761
Campobello	id=g:3687762
Campo Bello	id=g:3687763
Campo Belén	id=g:3687764
Campo Arrecho	id=g:3687765
Campoamor	id=g:3687766
Campoamor	id=g:3687767
Campo Amalia	id=g:3687768
Aeropuerto General Vargas Santos	id=g:3687769
Campo Alicia	id=g:3687770
Sabanas de Campoalegre	id=g:3687771
Sabanas de Angosturas	id=g:3687772
Río Campoalegre	id=g:3687773
Campoalegre	id=g:3687774
Campoalegre	id=g:3687775
Campoalegre	id=g:3687776
Campoalegre	id=g:3687777
Campo Alegre	id=g:3687778
Campo Alegre	id=g:3687779
Campoalegre	id=g:3687780
Campoalegre	id=g:3687781
Campo Alegre	id=g:3687782
Campo Alegre	id=g:3687783
Campo Alegre	id=g:3687784
Campoalegre	id=g:3687785
Campoalegre	id=g:3687786
Campoalegre	id=g:3687787
Campo Alegre	id=g:3687788
Hato Campo Alegre	id=g:3687789
Campoalegre	id=g:3687790
La Belleza	id=g:3687791
Campo Alegre	id=g:3687792
Campoalegre	id=g:3687793
Campoalegre	id=g:3687794
Campo Alegre	id=g:3687795
Campoalegre	id=g:3687796
Campoalegre	id=g:3687797
Campo Alegre	id=g:3687798
Campoalegre	id=g:3687799
Campoalegre	id=g:3687800
Campoalegre	id=g:3687801
Campo Alegre	id=g:3687802
Campoalegre	id=g:3687803
Campo Alegre	id=g:3687804
Campo Alegre	id=g:3687805
Campoalegre	id=g:3687806
Campoalegre	id=g:3687807
Campoalegre	id=g:3687808
Campo Abierto	id=g:3687809
Campo Abierto	id=g:3687810
Campiña	id=g:3687811
Sabanas el Campín	id=g:3687812
Campillo	id=g:3687813
Arroyo Camperucho	id=g:3687814
Camperucho	id=g:3687815
Campeche	id=g:3687816
Arroyo los Campanos	id=g:3687817
Campanital	id=g:3687818
Campana Rota	id=g:3687819
Lomas de Campanario	id=g:3687820
Campanario	id=g:3687821
Cuchilla la Campana	id=g:3687822
Cerro de la Campana	id=g:3687823
Cerro Campana	id=g:3687824
Alto de la Campana	id=g:3687825
Campana	id=g:3687826
San Miguel	id=g:3687827
Campamentos	id=g:3687828
Los Remedios	id=g:3687829
Los Jagueyes	id=g:3687830
Campamento de la Goulf Bomba	id=g:3687831
Campamento	id=g:3687832
Campamento	id=g:3687833
Campamento	id=g:3687834
Campamento	id=g:3687835
Campamento	id=g:3687836
Campamento	id=g:3687837
Campamento	id=g:3687838
Campamento	id=g:3687839
Campamento	id=g:3687840
Caño Camorucos	id=g:3687841
Camoruco	id=g:3687842
Camoruco	id=g:3687843
Camoruca	id=g:3687844
Caño Camoa	id=g:3687845
Camito	id=g:3687846
Camisamana	id=g:3687847
Caño Camimancito	id=g:3687848
Camilo Torres	id=g:3687849
Camilo Torres	id=g:3687850
Camilo C. Restrepo	id=g:3687851
Camilo	id=g:3687852
Camico	id=g:3687853
Río Cambrín	id=g:3687854
Río Cambrás	id=g:3687855
Cambrás	id=g:3687856
Cambio de Vida	id=g:3687857
Cambimba	id=g:3687858
Cambía	id=g:3687859
Cambao	id=g:3687860
Río Camarones	id=g:3687861
Camarones	id=g:3687862
Camarones	id=g:3687863
Quebrada Camargo	id=g:3687864
Cerro Camareto	id=g:3687865
Caño Camame	id=g:3687866
Camajoru	id=g:3687867
Camajón	id=g:3687868
Camajon	id=g:3687869
Arroyo Calzónblanco	id=g:3687870
Cerros de Calzón	id=g:3687871
Blanco Calzón	id=g:3687872
Arroyo Calzón	id=g:3687873
Calzón	id=g:3687874
Calzón	id=g:3687875
Alto Calvario	id=g:3687876
El Calvario	id=g:3687877
Calucé	id=g:3687878
Calubaima	id=g:3687879
Caloto	id=g:3687880
Caloto	id=g:3687881
Ciénaga Callinazo	id=g:3687882
Río Calli	id=g:3687883
Calle Nueva	id=g:3687884
Callemar	id=g:3687885
Callelarga	id=g:3687886
Callelarga	id=g:3687887
Callelarga	id=g:3687888
Callelarga	id=g:3687889
Calle Larga	id=g:3687890
Calle Larga	id=g:3687891
Callelarga	id=g:3687892
Calle Larga	id=g:3687893
Callejón	id=g:3687894
Callejón	id=g:3687895
Callejas	id=g:3687896
Callejas	id=g:3687897
Calle de Agua	id=g:3687898
Callebarrida	id=g:3687899
Calle Barrida	id=g:3687900
Callearriba	id=g:3687901
Río Callado	id=g:3687902
Calimita	id=g:3687903
Río Calima	id=g:3687904
Embalse Calima	id=g:3687905
Cuchilla Calima	id=g:3687906
Cerro Calima	id=g:3687907
Calima	id=g:3687908
California	id=g:3687909
California	id=g:3687910
California	id=g:3687911
California	id=g:3687912
California	id=g:3687913
California	id=g:3687914
California	id=g:3687915
California	id=g:3687916
California	id=g:3687917
California	id=g:3687918
California	id=g:3687919
Calicanto	id=g:3687920
Calicanto	id=g:3687921
Calibío	id=g:3687922
Río Cali	id=g:3687923
Farallones de Cali	id=g:3687924
Cali	id=g:3687925
Cali	id=g:3687926
Quebrada Caleto	id=g:3687927
Quebrada Calera	id=g:3687928
Río Calenturitas	id=g:3687929
Quebrada Calenturas	id=g:3687930
Calentura	id=g:3687931
Quebrada Caleño	id=g:3687932
Caldono	id=g:3687933
Caldono	id=g:3687934
Calderón Tejada	id=g:3687935
Río Calderón	id=g:3687936
Quebrada Calderón	id=g:3687937
Calderón	id=g:3687938
Calderón	id=g:3687939
Calderita	id=g:3687940
Calderina	id=g:3687941
Quebrada Calderera	id=g:3687942
Calderas	id=g:3687943
Caldera Arriba	id=g:3687944
Río Caldera	id=g:3687945
Alto Caldera	id=g:3687946
Caldera	id=g:3687947
Caldera	id=g:3687948
Caldas Viejo	id=g:3687949
Estación Caldas	id=g:3687950
Departamento de Caldas	id=g:3687951
Caldas	id=g:3687952
Caldas	id=g:3687953
Caldas	id=g:3687954
Caldas	id=g:3687955
Calcárea	id=g:3687956
Quebrada Calaveras	id=g:3687957
Morro de Las Calaveras	id=g:3687958
Isla de la Calavera	id=g:3687959
Cerro La Calavera	id=g:3687960
Cuchilla de Calarma	id=g:3687961
Cordillera de Calarma	id=g:3687962
Calarma	id=g:3687963
Calarcá	id=g:3687964
Calarcá	id=g:3687965
Calao	id=g:3687966
Cañada de Los Candalayes	id=g:3687967
Río Calandaima	id=g:3687968
Calandaima	id=g:3687969
Calandaima	id=g:3687970
Calambao	id=g:3687971
Calamar	id=g:3687972
Calamar	id=g:3687973
Calamar	id=g:3687974
Calamar	id=g:3687975
Calamar	id=g:3687976
Calamar	id=g:3687977
Calamaco	id=g:3687978
Calahorra	id=g:3687979
Río Calafitas	id=g:3687980
Quebrada Calacala	id=g:3687981
Calaca	id=g:3687982
Calaloo Point	id=g:3687983
Calabozo	id=g:3687984
Calabolo	id=g:3687985
Calabazos	id=g:3687986
Alto Calabazo	id=g:3687987
Isla Calabazal	id=g:3687988
Calabazal	id=g:3687989
Punta Calabacito	id=g:3687990
Arroyo Calabacito	id=g:3687991
Calabacito	id=g:3687992
Calabacito	id=g:3687993
Punta de Cal	id=g:3687994
Cal	id=g:3687995
Caño El Cajuy	id=g:3687996
Caño Cajúa	id=g:3687997
Cajones	id=g:3687998
Cajones	id=g:3687999
Río Cajón	id=g:3688000
Río Cajón	id=g:3688001
Quebrada del Cajón	id=g:3688002
Cajón	id=g:3688003
Cajomares	id=g:3688004
Quebrada de Cajitas	id=g:3688005
Cajicá	id=g:3688006
Cajicá	id=g:3688007
Río Cajibío	id=g:3688008
Cajibío	id=g:3688009
Cajibío	id=g:3688010
Cajete	id=g:3688011
Cajaraulí	id=g:3688012
Cajapí	id=g:3688013
Cajapí	id=g:3688014
Río Cajambre	id=g:3688015
Isla Cajambre	id=g:3688016
Boca Cajambre	id=g:3688017
Cajambre	id=g:3688018
Río Cajamarquita	id=g:3688019
Cajamarca	id=g:3688020
Cajamarca	id=g:3688021
Cajamarca	id=g:3688022
Caja de Ahorros	id=g:3688023
Río Caja	id=g:3688024
Cairano	id=g:3688025
Cascada Caira	id=g:3688026
Río Caindú	id=g:3688027
Río Cainacán	id=g:3688028
Caimito	id=g:3688029
Caimito	id=g:3688030
Caimito	id=g:3688031
Arroyo Caimitico	id=g:3688032
Estero Caimital	id=g:3688033
Caimital	id=g:3688034
Caimital	id=g:3688035
Caimital	id=g:3688036
Caimital	id=g:3688037
Caimital	id=g:3688038
Caimital	id=g:3688039
Caimital	id=g:3688040
Caimital	id=g:3688041
Río Caimán Viejo	id=g:3688042
Caimán Viejo	id=g:3688043
Caño Caimanera	id=g:3688044
Caimanera	id=g:3688045
Caimanera	id=g:3688046
Brazuelo Caimancito	id=g:3688047
Caimancito	id=g:3688048
Sabanas de Caimán	id=g:3688049
Río Caimán Nuevo	id=g:3688050
Río Caimán	id=g:3688051
Quebrada Caimán	id=g:3688052
Quebrada Caimán	id=g:3688053
Quebrada Caimán	id=g:3688054
Quebrada Caimán	id=g:3688055
Quebrada Caimán	id=g:3688056
Punta de Caimán	id=g:3688057
Punta Caimán	id=g:3688058
Punta Caimán	id=g:3688059
Laguna Caimán	id=g:3688060
Isla Caimán	id=g:3688061
Caño Caimán	id=g:3688062
Caño Caiman	id=g:3688063
Arroyo Caimán	id=g:3688064
Arroyo Caimán	id=g:3688065
Caimán	id=g:3688066
Caimán	id=g:3688067
Caimán	id=g:3688068
Quebrada Caima	id=g:3688069
Estación Caicedonia	id=g:3688070
Caicedonia	id=g:3688071
Caicedo	id=g:3688072
Caicedo	id=g:3688073
Quebrada Caibe	id=g:3688074
Río Cahuinarí	id=g:3688075
Caharias	id=g:3688076
Ciénaga Cagüi	id=g:3688077
Caño Caguapune	id=g:3688078
Quebrada Caguancito	id=g:3688079
Río Caguán	id=g:3688080
Caguán	id=g:3688081
Río Cafre	id=g:3688082
Cafifi	id=g:3688083
Quebrada de Cadillal	id=g:3688084
Río Cadá	id=g:3688085
Caño Cacuare	id=g:3688086
Cácota	id=g:3688087
Cácota	id=g:3688088
Río Cacique	id=g:3688089
Cerro Cacique	id=g:3688090
Cacique	id=g:3688091
Cuchilla de Cachumbamaque	id=g:3688092
Cachubana	id=g:3688093
Cachos	id=g:3688094
Cachorras	id=g:3688095
Alto Cacho Amarillo	id=g:3688096
Quebrada Cachiza	id=g:3688097
Cachiza	id=g:3688098
Cachiricito	id=g:3688099
Río Cachirí	id=g:3688100
Cachirí	id=g:3688101
Río Cáchira del Sur	id=g:3688102
Río Cáchira del Espíritu Santo	id=g:3688103
Playones de Cáchira	id=g:3688104
Páramo de Cáchira	id=g:3688105
Cáchira	id=g:3688106
Cáchira	id=g:3688107
Cáchira	id=g:3688108
Río Cachipay	id=g:3688109
Estación Cachipay	id=g:3688110
Cachipay	id=g:3688111
Cachipay	id=g:3688112
Cachipay	id=g:3688113
Cachipay	id=g:3688114
Cachipay	id=g:3688115
Playón de Cachimbero	id=g:3688116
Cachimbal	id=g:3688117
Río Cachichí	id=g:3688118
Raudal de Cachicamo	id=g:3688119
Caño Cachicamo	id=g:3688120
Cachicamo	id=g:3688121
Caño Cachicamito	id=g:3688122
Cachaya	id=g:3688123
Serranía de Cachatúa	id=g:3688124
Cachama	id=g:3688125
Laguna Cachalú	id=g:3688126
Río Cáceres	id=g:3688127
Cáceres	id=g:3688128
Cáceres	id=g:3688129
Cáceres	id=g:3688130
Quebrada Cacaual	id=g:3688131
Río Cacarica	id=g:3688132
Ciénagas de Cacarica	id=g:3688133
Arroyo Cacarañao	id=g:3688134
Cacaotal	id=g:3688135
Alto de los Cacaos	id=g:3688136
Caño Cacao	id=g:3688137
Cacao	id=g:3688138
Cacao	id=g:3688139
Cacao	id=g:3688140
Isla Cacagual	id=g:3688141
Boca Cacagual	id=g:3688142
Cacahual	id=g:3688143
Arroyo Cacagüero	id=g:3688144
Cacagüero	id=g:3688145
Quebrada del Cacagual	id=g:3688146
Cacagual	id=g:3688147
Cacagual	id=g:3688148
El Cabuyo	id=g:3688150
Cabuyaro	id=g:3688151
Río Cabuyarito	id=g:3688152
Cabuyarito	id=g:3688153
Caño Cabuyare	id=g:3688154
Cabuyales	id=g:3688155
Quebrada Cabuyal	id=g:3688156
Cabuyal	id=g:3688157
Cabuyal	id=g:3688158
Cabuya	id=g:3688159
Isla Cabruna	id=g:3688160
Cerro el Cabro	id=g:3688161
Cerro Cabrito	id=g:3688162
Lago del Cabrero	id=g:3688163
Río Cabrera	id=g:3688164
Quebrada Cabrera	id=g:3688165
Cabrera	id=g:3688166
Cabrera	id=g:3688167
Cabrera	id=g:3688168
Cabrera	id=g:3688169
Cabrera	id=g:3688170
Cabrera	id=g:3688171
Cabrera	id=g:3688172
Cabrera	id=g:3688173
Cabras	id=g:3688174
Cabra	id=g:3688175
Cabo Manglares	id=g:3688176
Bocana del Cabo	id=g:3688177
Cable Transporte	id=g:3688178
Caño Cabiona	id=g:3688179
Cabiona	id=g:3688180
Caño Cabina	id=g:3688181
Río Cabilia	id=g:3688182
Ciénaga de Cabildo	id=g:3688183
Isla Cabica	id=g:3688184
Río Cabí	id=g:3688185
Cabí	id=g:3688186
Punta Cabezón	id=g:3688187
Punta Cabeza de Zorra	id=g:3688188
Cabeza de Pava	id=g:3688189
Punta Cabeza de Negro	id=g:3688190
Cabecitas	id=g:3688191
Cabecera Salto	id=g:3688192
Isla Cabeceras	id=g:3688193
Brazo Cabeceras	id=g:3688194
Cabeceras	id=g:3688195
Cabeceras	id=g:3688196
Cabecera del Llano	id=g:3688197
Cabecera	id=g:3688198
Cabarcas	id=g:3688199
Cabanero	id=g:3688200
Sabana de los Caballos	id=g:3688201
Caballos	id=g:3688202
Cerro Caballo Rucio	id=g:3688203
Cerro de Caballitos	id=g:3688204
Quebrada Caballero	id=g:3688205
Quebrada Caballero	id=g:3688206
Quebrada Caballero	id=g:3688207
Caballería	id=g:3688208
Río Cabalalia	id=g:3688209
Canal C	id=g:3688210
Laguna Buzagá	id=g:3688211
Quebrada Buturama	id=g:3688212
Butumin	id=g:3688213
Busbanzá	id=g:3688214
Busbanzá	id=g:3688215
Caño Bururo	id=g:3688216
Burrusco	id=g:3688217
Burrunay	id=g:3688218
Isla Los Burros	id=g:3688219
Cuchilla del Burro	id=g:3688220
Ciénaga del Burro	id=g:3688221
Alto del Burro	id=g:3688222
Burrero	id=g:3688223
Quebrada de las Burras	id=g:3688224
Caño Burón	id=g:3688225
Buriticá	id=g:3688226
Río Buritaca	id=g:3688227
Punta Buritaca	id=g:3688228
Boca de Buritaca	id=g:3688229
Buritaca	id=g:3688230
Burila	id=g:3688231
Río Burí Burí	id=g:3688232
Burí Burí	id=g:3688233
Burgua	id=g:3688234
Ciénaga de Burgos	id=g:3688235
Bureche	id=g:3688236
Búrbura	id=g:3688237
Bura	id=g:3688238
Buntia	id=g:3688239
Río Bunque	id=g:3688240
Caño Bujumena	id=g:3688241
Picacho Bujío	id=g:3688242
Quebrada Bujías Adentro	id=g:3688243
Bujías Adentro	id=g:3688244
Quebrada Buitres	id=g:3688245
Alto la Buitrera	id=g:3688246
Cerro del Buitre	id=g:3688247
Alto del Buitre	id=g:3688248
Alto del Buitre	id=g:3688249
Builópolis	id=g:3688250
Caño de Bugre	id=g:3688251
Bugará	id=g:3688252
Río Bulgalagrande	id=g:3688253
Bugalagrande	id=g:3688254
Bugalagrande	id=g:3688255
Buga	id=g:3688256
Buga	id=g:3688257
Buga	id=g:3688258
Cerro de Buey Pelado	id=g:3688259
Alto Buey Pelado	id=g:3688260
Río Buey	id=g:3688261
Páramo del Buey	id=g:3688262
Alto del Buey	id=g:3688263
Buey	id=g:3688264
Buesaquillo	id=g:3688265
Buesaco	id=g:3688266
Buesaco	id=g:3688267
Buenos Aires/Santander	id=g:3688268
Sabanas de Buenos Aires	id=g:3688269
Punta Buenos Aires	id=g:3688270
Playón Buenos Aires	id=g:3688271
Isla Buenos Aires	id=g:3688272
Estación Buenos Aires	id=g:3688273
Caño Buenos Aires	id=g:3688274
Buenos Aires	id=g:3688275
Buenos Aires	id=g:3688276
Buenos Aires	id=g:3688277
Buenos Aires	id=g:3688278
Buenos Aires	id=g:3688279
Buenos Aires	id=g:3688280
Buenos Aires	id=g:3688281
Buenos Aires	id=g:3688282
Buenos Aires	id=g:3688283
Buenos Aires	id=g:3688284
Buenos Aires	id=g:3688285
Buenos Aires	id=g:3688286
Buenos Aires	id=g:3688287
Buenos Aires	id=g:3688288
Buenos Aires	id=g:3688289
Buenos Aires	id=g:3688290
Buenos Aires	id=g:3688291
Buenos Aires	id=g:3688292
Buenos Aires	id=g:3688293
Buenos Aires	id=g:3688294
Buenos Aires	id=g:3688295
Buenos Aires	id=g:3688296
Buenos Aires	id=g:3688297
Buenos Aires	id=g:3688298
Buenos Aires	id=g:3688299
Buenos Aires	id=g:3688300
Buenos Aires	id=g:3688301
Buenos Aires	id=g:3688302
Buenos Aires	id=g:3688303
Buenos Aires	id=g:3688304
Buenos Aires	id=g:3688305
Buenos Aires	id=g:3688306
Buenos Aires	id=g:3688307
Buenos Aires	id=g:3688308
Buenos Aires	id=g:3688309
Buenos Aires	id=g:3688310
Buenos Aires	id=g:3688311
Buenos Aires	id=g:3688312
Buenos Aires	id=g:3688313
Buenos Aires	id=g:3688314
Buenos Aires	id=g:3688315
Buenos Aires	id=g:3688316
Buenos Aires	id=g:3688317
Buenos Aires	id=g:3688318
Buenos Aires	id=g:3688319
Buenos Aires	id=g:3688320
Buenos Aires	id=g:3688321
Buenos Aires	id=g:3688322
Buenos Aires	id=g:3688323
Buenos Aires	id=g:3688324
Buenos Aires	id=g:3688325
Buenos Aires	id=g:3688326
Buenos Aires	id=g:3688327
Buenos Aires	id=g:3688328
Buenos Aires	id=g:3688329
Buenos Aires	id=g:3688330
Buenos Aires	id=g:3688331
Buenos Aires	id=g:3688332
Buenos Aires	id=g:3688333
Buenos Aires	id=g:3688334
Buenos Aires	id=g:3688335
Buenos Aires	id=g:3688336
Buenos Aires	id=g:3688337
Buenos Aires	id=g:3688338
Buenos Aires	id=g:3688339
Buenos Aires	id=g:3688340
Buenos Aires	id=g:3688341
Buenos Aires	id=g:3688342
Buenos Aires	id=g:3688343
Buenos Aires	id=g:3688344
Buenos Aires	id=g:3688345
Buenos Aires	id=g:3688346
Buenos Aires	id=g:3688347
Buenos Aires	id=g:3688348
Buenos Aires	id=g:3688349
Buenos Aires	id=g:3688350
Buenos Aires	id=g:3688351
Buenos Aires	id=g:3688352
Buenos Aires	id=g:3688353
Buenos Aires	id=g:3688354
Buenos Aires	id=g:3688355
Buenos Aires	id=g:3688356
Buenos Aires	id=g:3688357
Buenos Aires	id=g:3688358
Buenos Aires	id=g:3688359
Buenos Aires	id=g:3688360
Buen Negocio	id=g:3688361
Buenavista	id=g:3688362
Punta de Buenavista	id=g:3688363
Buenavista	id=g:3688364
Loma Buenavista	id=g:3688365
Isla Buenavista	id=g:3688366
Cuchilla de Buenavista	id=g:3688367
Cuchilla Buenavista	id=g:3688368
Ciénaga Buenavista	id=g:3688369
Ciénaga Buenavista	id=g:3688370
Cerro Buenavista	id=g:3688371
Cerro Buena Vista	id=g:3688372
Cerro Buenavista	id=g:3688373
Arroyo Buenavista	id=g:3688374
Alto de Buenavista	id=g:3688375
Alto Buenavista	id=g:3688376
Alto Buenavista	id=g:3688377
Alto Buenavista	id=g:3688378
Buenavista	id=g:3688379
Buenavista	id=g:3688380
Buenavista	id=g:3688381
Buenavista	id=g:3688382
Buenavista	id=g:3688383
Buenavista	id=g:3688384
Buenavista	id=g:3688385
Buenavista	id=g:3688386
Buenavista	id=g:3688387
Buenavista	id=g:3688388
Buenavista	id=g:3688389
Buenavista	id=g:3688390
Buenavista	id=g:3688391
Buenavista	id=g:3688392
Buenavista	id=g:3688393
Buenavista	id=g:3688394
Buenavista	id=g:3688395
Buenavista	id=g:3688396
Buenavista	id=g:3688397
Buenavista	id=g:3688398
Buenavista	id=g:3688399
Buenavista	id=g:3688400
Buenavista	id=g:3688401
Buena Vista	id=g:3688402
Buenavista	id=g:3688403
Buenavista	id=g:3688404
Buena Vista	id=g:3688405
Buenavista	id=g:3688406
Buenavista	id=g:3688407
Buena Vista	id=g:3688408
Buenavista	id=g:3688409
Buenavista	id=g:3688410
Buenavista	id=g:3688411
Buenavista	id=g:3688412
Buenavista	id=g:3688413
Buenavista	id=g:3688414
Buenavista	id=g:3688415
Buenavista	id=g:3688416
Buenavista	id=g:3688417
Buena Vista	id=g:3688418
Buenavista	id=g:3688419
Buenavista	id=g:3688420
Buenavista	id=g:3688421
Buenavista	id=g:3688422
Buenavista	id=g:3688423
Buenavista	id=g:3688424
Buenavista	id=g:3688425
Buenavista	id=g:3688426
Buenavista	id=g:3688427
Buenavista	id=g:3688428
Buenavista	id=g:3688429
Buenavista	id=g:3688430
Buenavista	id=g:3688431
Buenavista	id=g:3688432
Buenavista	id=g:3688433
Buenavista	id=g:3688434
Buena Vista	id=g:3688435
Buenavista	id=g:3688436
Buenavista	id=g:3688437
Buenavista	id=g:3688438
Buenavista	id=g:3688439
Buenavista	id=g:3688440
Buenavista	id=g:3688441
Buenavista	id=g:3688442
Buenavista	id=g:3688443
Quebrada Buenaventura	id=g:3688444
Caño Buenaventura	id=g:3688445
Bahía de Buenaventura	id=g:3688446
Buenaventura	id=g:3688447
Buenaventura	id=g:3688448
Buenaventura	id=g:3688449
Buenaventura	id=g:3688450
Buenaventura	id=g:3688451
Buenaventura	id=g:3688452
Buenanoche	id=g:3688453
Buena Fortuna	id=g:3688454
Buena Fe	id=g:3688455
Buena Esperanza	id=g:3688456
Buchitolo	id=g:3688457
Bucheli	id=g:3688458
Río Buchadó	id=g:3688459
Buchadó	id=g:3688460
Bucarest	id=g:3688461
Bucarasica	id=g:3688462
Bucarasica	id=g:3688463
Estación Bucaramanga	id=g:3688464
Bucaramanga	id=g:3688465
Bucaramanga	id=g:3688466
Bucaramanga	id=g:3688467
Punta Bucanera	id=g:3688468
Bubuy	id=g:3688469
Río Bubuey	id=g:3688470
Isla Bubuey	id=g:3688471
Río Bubuecito	id=g:3688472
Bubeta	id=g:3688473
Bruselas	id=g:3688474
Bruselas	id=g:3688475
Bruselas	id=g:3688476
Bruselas	id=g:3688477
Bruselas	id=g:3688478
Arroyo Bruno	id=g:3688479
Brunito	id=g:3688480
Isla Brujas	id=g:3688481
Brotaré	id=g:3688482
Río Broqueles	id=g:3688483
Punta Broqueles	id=g:3688484
Broqueles	id=g:3688485
Caño Brito	id=g:3688486
Brito	id=g:3688487
Caño de Bristol	id=g:3688488
Brisas de Yanacué	id=g:3688489
Brisas de Yanacué	id=g:3688490
Brisas de Oriente	id=g:3688491
Loma del Brinco	id=g:3688492
Caño el Brinco	id=g:3688493
Brillantina	id=g:3688494
Brillantina	id=g:3688495
Brillantina	id=g:3688496
Brillante	id=g:3688497
Briceño	id=g:3688498
Briceño	id=g:3688499
Briceño	id=g:3688500
Briceño	id=g:3688501
Briceño	id=g:3688502
Briceño	id=g:3688503
Providencia	id=g:3688504
Briceño	id=g:3688505
Bretania	id=g:3688506
Bretaña	id=g:3688507
Bretaña	id=g:3688508
Bretaña	id=g:3688509
Bremen	id=g:3688510
Bremen	id=g:3688511
Brazuelos	id=g:3688512
Isla del Brazuelo	id=g:3688513
Río Brazo Claro	id=g:3688514
Bravo Páez	id=g:3688515
Cerro Bravo	id=g:3688516
Caño Bravo	id=g:3688517
Quebrada Brava	id=g:3688518
Punta Brava	id=g:3688519
Punta Brava	id=g:3688520
Playa Brava	id=g:3688521
Laguna Brava	id=g:3688522
Ciénaga Brava	id=g:3688523
Ciénaga Brava	id=g:3688524
