Cisy	id=g:3101270
Aleksandrów	id=g:3104148
Aleksandrów	id=g:3104149
Aleksandrów	id=g:3104150
Aleksandrów	id=g:3104151
Aleksandrów	id=g:3104152
Aleksandria Pierwsza	id=g:3104153
Aleksandria Druga	id=g:3104154
Aleksandria	id=g:3104155
Albinów	id=g:3104156
Albinow	id=g:3104157
Albertowsko	id=g:3104158
Albertów	id=g:3104159
Albertów	id=g:3104160
Albertów	id=g:3104161
Akacyjki	id=g:3104162
Agnieszkowo	id=g:3104164
Agnieszków	id=g:3104165
Agnieszezyn	id=g:3104166
Adolfowo	id=g:3104167
Adolfowo	id=g:3104168
Adelinów	id=g:3104169
Stary Adamów	id=g:3104170
Adamowo	id=g:3104171
Adamowo	id=g:3104172
Adamowo	id=g:3104173
Adamowo	id=g:3104174
Adamowo	id=g:3104175
Adamowo	id=g:3104176
Nowy Adamów	id=g:3104177
Adamowice	id=g:3104178
Adamów	id=g:3104179
Adamów	id=g:3104180
Adamów	id=g:3104181
Adamów	id=g:3104182
Adamów	id=g:3104184
Adamów	id=g:3104185
Adamów	id=g:3104186
Adamów	id=g:3104187
Adamów	id=g:3104188
Adamów	id=g:3104189
Adamkowo	id=g:3104190
Adamkowa Rola	id=g:3104191
Adaminowo	id=g:3104192
Adamierz	id=g:3104193
Babie Doły	id=g:3230635
Demptowo	id=g:3230647
Wzgórze Nowotki	id=g:3230651
Przymorze	id=g:3230663
Przekop Wisły	id=g:3230687
Beeke	id=g:3313158
Wolimierz	id=g:3337422
Gierczyn	id=g:3337423
Miszkowice	id=g:3337424
Leszczyniec	id=g:3337425
Bukowiec	id=g:3337426
Gajowka	id=g:3337427
Województwo Dolnośląskie	id=g:3337492
Województwo Łódzkie	id=g:3337493
Województwo Lubuskie	id=g:3337494
Województwo Opolskie	id=g:3337495
Województwo Pomorskie	id=g:3337496
Województwo Śląskie	id=g:3337497
Województwo Wielkopolskie	id=g:3337498
Województwo Zachodniopomorskie	id=g:3337499
Województwo Kujawsko-Pomorskie	id=g:3337500
Kanał Elbląski	id=g:3345043
Jezioro Iławki	id=g:3424948
Hala Ludowa	id=g:6255068
Petrovka	id=g:6269615
Wawel	id=g:6269617
Violík	id=g:6269618
Vosecká bouda	id=g:6269623
Tvarožník	id=g:6269624
Karczowiska Górne	id=g:6269630
Bodzentyn - ruiny zamku	id=g:6284999
Mirów - ruiny zamku	id=g:6285000
Świecie - Zamek	id=g:6285001
Chełmno - Zamek	id=g:6285002
Grodno  Zagórze śl - Zamek muzeum	id=g:6285003
Bolków Zamek Bolków	id=g:6285004
Jelenia Góra - Zamek Chojnik	id=g:6285005
Krasiczyn - Zamek renesansowy	id=g:6285006
Wenecja - Zamek rycerski XIV w.	id=g:6285007
Panków  Ruiny renesansowo-barokowego zamku.	id=g:6285008
Sobótka Górka  Zamek	id=g:6285009
Podzamcze	id=g:6285010
Chęciny - Zamek biskupi XIIIw.	id=g:6285011
Malbork - Zamek Krzyżacki XIII-XV w.	id=g:6285012
Kraków - Zamek Królewski na Wawelu	id=g:6285013
Baranów Sandomierski -  Zamek XVIw.	id=g:6285014
Czocha - Zamek XIVw.	id=g:6285015
Niedzica - Zamek XIIIw.	id=g:6285016
Czorsztyn - Zamek obronny XIVw.	id=g:6285017
Gniew - Zamek Krzyżacki XIIIw.	id=g:6285018
Pieskowa Skala - Zamek królewski XIVw.	id=g:6285019
Trzebiatow - Zespol palacowo-zamkowy z XVIII w.	id=g:6285020
Darłowo - Gotycki zamek XIVw.	id=g:6285021
Szczecin - Zamek XIVw.	id=g:6285022
Tuczno - Zamek rycerski XIVw.	id=g:6285023
Drawno - Zamek rycerski XIV w.	id=g:6285024
Człuchów - Zamek krzyżacki z XIVw.	id=g:6285025
Kalisz Pomorski - Zamek XIV w.	id=g:6285026
Szczecinek - Zamek XIV w.	id=g:6285027
Połczyn Zdrój - Zamek książęcy XIIIw.	id=g:6285028
Świdwin - Zamek XIII-XIVw.	id=g:6285029
Krzyżtopór (Ujazd) - ruiny zamku	id=g:6285030
Mirow - straznica	id=g:6285031
Olsztyn k/Częstochowy - Ruiny zamku Książęcego z XIVw.	id=g:6285032
Ojców - Gotycki zamek Królewski XIVw.	id=g:6285033
Kwidzyn - Zamek XIVw.	id=g:6285034
Olsztyn - Zamek XIVw.	id=g:6285035
Radziejowice - renesansowy dwór obronny XV w.	id=g:6285036
Guzów - Zamek XIXw	id=g:6285037
Sobków - Zamek kasztelański z XVIw.	id=g:6285038
Mokrsko Górne - Zamek rycerski z XIVw.	id=g:6285039
Golub Dobrzyń - Zamek Krzyżacki XIII-XVw.	id=g:6285040
Łęczyca - Zamek Królewski XIVw.	id=g:6285041
Nidzica - Zamek Krzyżacki XIVw.	id=g:6285042
Lidzbark Warmiński - Zamek Biskupów Warmińskich XIVw.	id=g:6285043
Barciany - Zamek Krzyżacki XIVw.	id=g:6285044
Reszel - Zamek Biskupów Warmińskich XIV-XVw.	id=g:6285045
Brodnica - Ruiny Zamku Krzyżackiego	id=g:6285046
Ciechanów - Zamek Książąt Mazowieckich XIV-XVw.	id=g:6285047
Kętrzyn - Zamek Krzyżacki Rastenburg XIVw.	id=g:6285048
Ostróda - Zamek Krzyżacki XIVw.	id=g:6285049
Szymbark - Zamek warowny XIII-XIVw.	id=g:6285050
Radzyń Chełmiński - Zamek Krzyżacki XIII-XIVw.	id=g:6285051
Rawa Mazowiecka - Zamek Książąt Mazowieckich XIVw.	id=g:6285052
Skierniewice - Renesansowy Pałac w XVIIw.	id=g:6285053
Czersk - Zamek Książąt Mazowieckich XVw.	id=g:6285054
Kazimierz Dolny - ruiny zamku XIV w.	id=g:6285055
Głogów - zamek książęcy XII w.	id=g:6285056
Frombork - Warowna XIV w.	id=g:6285057
Bytów - Gotycki zamek krzyżacki XIV I XV w.	id=g:6285058
Brzeg - Zamek XIV w.	id=g:6285059
Babice - Ruiny gotyckiego zamku XIII w.	id=g:6285060
Liw - Zamek Książąt Mazowieckich XIVw.	id=g:6285061
Szczytno - Zamek Krzyżacki XIVw.	id=g:6285062
Rudno (Tęczyn)- Zamek XIVw.	id=g:6285063
Kluczowa - renesansowy dwór XVIIw.	id=g:6285064
Ścinawka Górna - Renesansowy dwór	id=g:6285065
Ratno Dolne - Zamek rycerski	id=g:6285066
Homole - ruiny zamku z XIII w.	id=g:6285067
Gorzanów - Pałac	id=g:6285068
Żelazno - Zamek	id=g:6285069
Kamieniec Ząbkowicki - Zamek	id=g:6285070
Otmuchów - Zamek	id=g:6285071
Moszna - Zamek	id=g:6285072
Dobra - Zamek	id=g:6285073
Noma Residence - Zameczek mysliwski	id=g:6285074
Palowice -Dworek	id=g:6285075
Zwonowice - Dwor mysliwski	id=g:6285076
Lyski - Zamek	id=g:6285077
Dzimierz - Zameczek	id=g:6285078
Rzuchow - Zameczek	id=g:6285079
Czernica - Dworek	id=g:6285080
Krupe - Zamek	id=g:6285081
Szydłowiec - Zamek	id=g:6285082
Chudow -Zamek z XVI w.	id=g:6285083
Iłża - Ruiny zamku XIV wieku.	id=g:6285084
Przegorzały - Zamek	id=g:6285085
Decjusza - Pałac	id=g:6285086
Tomaszowicach - Dwór	id=g:6285087
Rabsztyn - Zamek	id=g:6285088
Ogrodzieniec - Zamek	id=g:6285089
Korzkiew - Zamek	id=g:6285090
Otwock Wielki - Pałac	id=g:6285091
Siewierz - Zamek	id=g:6285092
Oporów - Zamek biskupi XV w. Muzeum.	id=g:6285093
Gołuchów - Zamek	id=g:6285094
Swiny - Ruiny zamku	id=g:6285095
Legnica - Zamek piastowski	id=g:6285096
Bobolice - Zamek	id=g:6285097
Płock - Zamek Książęcy XIII w.	id=g:6285098
Szczerba - Ruiny zanku	id=g:6285099
Zamek Joannitów z XIV w.	id=g:6285100
Leczyca - Zamek	id=g:6285101
Niedzica (Dunajec) - Zamek	id=g:6285102
Sandomierz -drewniany zamek grodowy XI w.	id=g:6285103
Rzucewo - Pałac Neogotycki 1840-1845	id=g:6285104
Szczytna	id=g:6285105
Kliczków - zamek	id=g:6285106
Bolczów - Ruiny	id=g:6285107
Rytro	id=g:6285108
Tropsztyn - Zamek	id=g:6285109
Koło - Ruiny zamku z XIV w.	id=g:6285110
Krokowo - Zamek	id=g:6285111
Muszyna - Ruiny Zamku	id=g:6285112
Dybow - Zamek	id=g:6285113
Torun - Zamek krzyzacki	id=g:6285114
Graboszycach - Ruina XVII w.	id=g:6285115
Wieruszyce - Dwór obronny	id=g:6285116
Grodziec - Zamek	id=g:6285117
Wojnowice -Zamek na wodzie	id=g:6285118
Morsko - Ruiny zamku	id=g:6285119
Szydłów - Ruiny Zamku XIII w.	id=g:6285120
Gdańsk - Centralne Morskie	id=g:6285121
Kończyce Małe - Zamek XV w.	id=g:6285122
Pokrzywno - Ruiny zamku XIII w.	id=g:6285123
Rudnica -Ruiny zamku	id=g:6285124
Ryczow - Ruiny	id=g:6285125
Stara Krasnica - Palac	id=g:6285126
Witostowice - Zamek XIV w.	id=g:6285127
Dabrowno - Ruiny zamku krzyzackiego XIV w.	id=g:6285128
Uraz - Ruiny	id=g:6285129
Wodzisław Śląski - Ruiny Baszty	id=g:6285130
Plawniowice - Zespół pałacowy XIX w.	id=g:6285131
Swierklaniec - Zespół pałacowy	id=g:6285132
Toszek - zamek	id=g:6285133
Opole - wieża Piastowska	id=g:6285134
Kopice - Ruiny pałacu	id=g:6285135
Poznań	id=g:6285136
Poznań	id=g:6285137
Wąsowo - Zamek 1870-72 r.	id=g:6285138
Szamotuły -Zamek póznogotycki	id=g:6285139
Sieraków -Zamek Opalińskich	id=g:6285140
Sielec Stary - Zamek XIV w.	id=g:6285141
Rydzyna - Zamek na wyspie.	id=g:6285142
Ostrzeszów  - Zamek	id=g:6285143
Osieczna - Zamek	id=g:6285144
Konin	id=g:6285145
Goraj - Zamek neorenesansowy 1910-1911 r.	id=g:6285146
Bugaj - Zameczek myśliwski	id=g:6285147
Gułtowy - Pałac	id=g:6285148
Czerlejno - Pałac z 1913.	id=g:6285149
Biedrusko - Pałac	id=g:6285150
Będlewo - Pałac	id=g:6285151
Gębice - Pałac	id=g:6285152
Garzyn - Pałac	id=g:6285153
Gałowo - Pałac	id=g:6285154
Drzeczkowo - Pałac	id=g:6285155
Dobrzyca - Pałac	id=g:6285156
Dłoń - Pałac	id=g:6285157
Dąbrówka Wlkp. - Pałac z XIX w.	id=g:6285158
Dakowy Mokre - Pałac	id=g:6285159
Czerwona Wieś - Pałac	id=g:6285160
Czerniejewo - Pałac	id=g:6285161
Czempiń - Pałac	id=g:6285162
Czacz - Pałac	id=g:6285163
Ciążeń - Pałac	id=g:6285164
Chwalibogowo - Pałac	id=g:6285165
Chraplewo - Pałac	id=g:6285166
Chobienice - Pałac	id=g:6285167
Bucz - Pałac XIX	id=g:6285168
Brody - Pałac	id=g:6285169
Brodnica - Pałac	id=g:6285170
Błociszewo - Pałac	id=g:6285171
Bieganowo - Pałac	id=g:6285172
Baszków - Pałac	id=g:6285173
Arcugowo - Pałac neogotycki	id=g:6285174
Antonin - Pałac myśliwski	id=g:6285175
Przedecz	id=g:6285176
Borysławice	id=g:6285177
Besiekiery -Ruiny zamku rycerskiego	id=g:6285178
Jabłonna - Pałac	id=g:6285179
Iwno - Pałac neorenesansowy	id=g:6285180
Iłówiec - Pałac z XVII/XVIII w.	id=g:6285181
Grzybno - Pałac	id=g:6285182
Grodzisk Wlkp.- Pałac	id=g:6285183
Granówko - Pałac	id=g:6285184
Grabonóg - Pałac	id=g:6285185
Górzno - Pałac	id=g:6285186
Górka Duchowna - Pałac	id=g:6285187
Gorzewo - Pałac z XIX w.	id=g:6285188
Goraj - Pałac neobarokowy	id=g:6285189
Golina Wielka - Pałac z 1888 r.	id=g:6285190
Golejewo - Pałac neorenesansowy	id=g:6285191
Gola - Pałac	id=g:6285192
Gogolewo - Pałac	id=g:6285193
Głuchowo - Pałac XVII w.	id=g:6285194
Kobylniki - Pałac neorenesansowy	id=g:6285195
Kąkolewo - Pałac XIX w.	id=g:6285196
Kazmierz - Pałac XIX w.	id=g:6285197
Kawcze - Pałac XIX w.	id=g:6285198
Karolew - Borek Wlkp. - Pałac	id=g:6285199
Jeziorki - Pałac XIX w.	id=g:6285200
Jaszkowo - Pałac	id=g:6285201
Jarocin -  Pałac	id=g:6285202
Jarogniewice -  Pałac	id=g:6285203
Jankowice Wlkp.- Pałac	id=g:6285204
krag zamek	id=g:6285205
Łopiszewo -Pałac XX w.	id=g:6285206
Łękno - Pałac eklektyczny	id=g:6285207
Lwówek - Pałac	id=g:6285208
Lubasz - Pałac XVII w.	id=g:6285209
Leszno - Pałac XVI w.	id=g:6285210
Krześlice - Pałac XIX w.	id=g:6285211
Kruszewo - Pałac	id=g:6285212
Kromolice - Pałac	id=g:6285213
Kotowo - Pałac	id=g:6285214
Kosowo - Pałac	id=g:6285215
Kopaszewo - Pałac	id=g:6285216
Konarzewo - Pałac	id=g:6285217
Osiek - Pałac neorenesansowy	id=g:6285218
Objezierze - Pałac z 1792-98	id=g:6285219
Nieszawa - Pałac z poł.XIX w.	id=g:6285220
Niegolewo - Pałac z 1895-96 r	id=g:6285221
Niechanowo - Pałac klasycystyczny	id=g:6285222
Nekla - Pałac	id=g:6285223
Napachanie - Pałac	id=g:6285224
Morownica - Pałac	id=g:6285225
Modrze - Pałac	id=g:6285226
Miłosław - Pałac neorenesansowy	id=g:6285227
Mierzewo - Pałac eklektyczny	id=g:6285228
Margonin - Pałac neogotycki	id=g:6285229
Marchwacz - Pałac	id=g:6285230
Posadowo - Pałac	id=g:6285231
Posada - Pałac eklektyczny	id=g:6285232
Połażejewo - Pałac	id=g:6285233
Pniewy - Pałac póznobarokowy	id=g:6285234
Piotrowo - Pałac eklektyczny	id=g:6285235
Pępowo - Pałac	id=g:6285236
Gębice - Pałac klasycystyczny	id=g:6285237
Pawłowice - Pałac	id=g:6285238
Pakosław -Pałac klasycystyczny	id=g:6285239
Poznań  Nowe Miasto - Pałac barokowy	id=g:6285240
Rossoszyca -Pałac XIX w.	id=g:6285241
Rościnno - Pałac	id=g:6285242
Rokosowo - Pałac	id=g:6285243
Rojęczyn - Pałac	id=g:6285244
Rogowo - Pałac	id=g:6285245
Rogalin - Pałac	id=g:6285246
Raszewy - Pałac klasycystyczny	id=g:6285247
Rakoniewice - Pałac	id=g:6285248
Racot - Pałac	id=g:6285249
Pudliszki - Pałac klasycystyczny	id=g:6285250
Psarskie - Pałac neogotycki XIX w.	id=g:6285251
Pożarowo - Pałac eklektyczny XIX w.	id=g:6285252
Psarskie - Pałac neogotycki XIX w.	id=g:6285253
Radosno - Ruiny	id=g:6285254
Rogowiec k.Głuszycy -Ruiny	id=g:6285255
Zwonowice - Dworek mysliwski	id=g:6285256
Będzin  - Zamek	id=g:6285257
Kórnik - Zamek renesansowy	id=g:6285258
Kurozweki - Pałac	id=g:6285259
Bunkry Beniaminow	id=g:6285260
Pszczyna - Pałac	id=g:6285261
Barbakan - Gotycka budowla obronna XV w.	id=g:6285262
Uniejów	id=g:6285263
Modlin  - Reduta Napoleona	id=g:6285264
Bielsko-Biała - Zamek Sułkowskich	id=g:6285265
Sancygniow - Zamek	id=g:6285266
Igolomia - pałacyk	id=g:6285267
Ujazdowski - Zamek	id=g:6285268
Bobrów - Zamek Rycerski XIV w.	id=g:6285269
Łosiów - Pałac	id=g:6285270
Miedzyrzecze - Sredniowieczne ruiny zamku	id=g:6285271
Trzebieszowice	id=g:6285272
Książ Wielki - Zamek	id=g:6285273
Dobczyce - Zamek XIII w.	id=g:6285274
Pyzdry - Zamek	id=g:6285275
Kolaczkowo - Pałac klasycystyczny XIX w.	id=g:6285276
Kórnik - Zamek renesansowy	id=g:6285277
Książ - zamek warowny XIIIw.	id=g:6285278
Wisnicz - Zamek	id=g:6285279
Opinogóra	id=g:6285280
Jaskinia Raj	id=g:6285281
Dolina Kościeliska	id=g:6285282
Jaskinia Nietoperzowa	id=g:6285283
Kraków. Jaskinia Jasna	id=g:6285284
Jaskinia Ciemna (Ojcowska)	id=g:6285285
Jaskinia Mamutowa (Wierzchowska Dolna)	id=g:6285286
Jaskinia Wierzchowska Górna	id=g:6285287
Kraków. Grota Twardowskiego	id=g:6285288
Jaskinia Mroźna	id=g:6285289
Kraków. Jaskinia Żydowska	id=g:6285290
Kielce. Rezerwat Kadzielnia	id=g:6285291
Olsztyn. Rezerwat Sokole Góry	id=g:6285292
Mechowo k/Pucka. Groty Mechowskie	id=g:6285293
Kletno. Jaskinia Niedźwiedzia	id=g:6285294
Gądecz k/Bydgoszczy. Jaskinia Bajka	id=g:6285295
Radochów. Jaskinia Radochowska	id=g:6285296
Jaskinia Łokietka	id=g:6285297
jaskinia w kielnikach	id=g:6285298
jaskinia ostrężnicka	id=g:6285299
j. Pod Sokolą Górą	id=g:6285300
Nidzkie - DO OCZKA	id=g:6285301
Ros - Ujscie Pisy	id=g:6285302
Ros - Ujscie kanalu Jeglinskiego	id=g:6285303
GUZIANKA - GUZIANKA W	id=g:6285304
Seksty - Ujscie kanalu Jeglinskiego	id=g:6285305
Beldany - Ujscie Krutyni	id=g:6285306
Taltowisko - Ujscie Kanalu Talckiego	id=g:6285307
Taltowisko - Kanal Lelecki	id=g:6285308
Kanal Lelecki	id=g:6285309
Kanal Miodunski	id=g:6285310
Szymon - Ujscie Kanalu Miodunskiego	id=g:6285311
Szymon - Ujscie Kanalu Szymonskiego	id=g:6285312
Jagodne - Ujscie Kanalu Szymonskiego	id=g:6285313
Kanal Kula	id=g:6285314
Niegocin - Ujscie Kanalu Niegocinskiego	id=g:6285315
Piekna Gora	id=g:6285316
Niegocin - Ujscie Kanalu Luczanskiego	id=g:6285317
Kisajno - LSZ3	id=g:6285318
Kisajno - Ujscie Kanalu Luczanskiego	id=g:6285319
Kisajno - LSZ2	id=g:6285320
Kisajno - LSZ1	id=g:6285321
Kisajno - Ciesnina Labedzi Szlak	id=g:6285322
Kisajno - Ciesnina KISB06	id=g:6285323
Dargin - Ujscie Kanalu Sztynorckiego	id=g:6285324
Dargin - Ujscie Kanalu Sztynorckiego	id=g:6285325
Sztynorckie - Ujscie Kanalu Sztynorckiego	id=g:6285326
Kirsajty - Ciesnina Kirsajty-Mamry	id=g:6285327
Bramka Kalska - Pomiedzy Swiecajny i Mamry	id=g:6285328
Swiecajny - SAPINA	id=g:6285329
Mamry - Ujscie Kanalu Mazurskiego	id=g:6285330
Mamry - Ujscie Wegorapy	id=g:6285331
Kanał pomiędzy jeziorem Łagowskim a Trześniowskim	id=g:6285332
Krynica Morska	id=g:6285333
Czołpino	id=g:6285334
Darłowo	id=g:6285335
Gąski	id=g:6285336
Hel	id=g:6285337
Jarosławiec	id=g:6285338
Jastarnia	id=g:6285339
Kikut	id=g:6285340
Kołobrzeg	id=g:6285341
Niechorze	id=g:6285342
Rozewie	id=g:6285343
Stilo	id=g:6285344
Świnoujście	id=g:6285345
Ustka	id=g:6285346
Gdańsk - Port Północny	id=g:6285347
Gdańsk - Nowy Port	id=g:6285348
Sopot	id=g:6285349
Beskid	id=g:6285350
Skrajna Turnia	id=g:6285351
Pośrednia Turnia	id=g:6285352
Szpiglasowy - 2172 m npm  Tatry	id=g:6285353
Wyżni Liptowski	id=g:6285354
Gładki Wierch	id=g:6285355
Walentkowy Wierch	id=g:6285356
Świnica	id=g:6285357
Wielka Buczynowa Turnia - 2184 m npm  Tatry	id=g:6285358
Pośredni Wołoszyn - 2117 m npm  Tatry	id=g:6285359
Turnia Nad Dziadem - 1901 m npm  Tatry	id=g:6285360
Swistowa Czuba - 1763 m npm  Tatry	id=g:6285361
Świstówka - 1706 m npm  Tatry	id=g:6285362
Opalony Wierch - 2115 m npm  Tatry	id=g:6285363
Miedziane - 2283 m npm  Tatry	id=g:6285364
Zadni Mnich - 2172 m npm  Tatry	id=g:6285365
Cubryna - 2376 m npm  Tatry	id=g:6285366
Mięguszowiecki - 2438 m npm  Tatry	id=g:6285367
Kazalnica	id=g:6285368
Chłopek - 2409 m npm  Tatry	id=g:6285369
Czarny Mięguszowiecki - 2409 m npm  Tatry	id=g:6285370
Hińczowa Turnia - 2376 m npm  Tatry	id=g:6285371
Wołowy Grzbiet - 2373 m npm  Tatry	id=g:6285372
Żabi Koń - 2291 m npm  Tatry	id=g:6285373
Niżnie Rysy	id=g:6285375
Spadowa Kopa	id=g:6285376
Wyżni Zabi	id=g:6285377
Kościelec	id=g:6285378
Zadni Kościelec	id=g:6285379
Zawratowa Turnia	id=g:6285380
Kołowa Czuba	id=g:6285381
Mały Kozi Wierch	id=g:6285382
Kozi Wierch - 2291 m npm  Tatry	id=g:6285383
Buczynowa Strażnica	id=g:6285384
Zadni Granat	id=g:6285385
Orla Baszta	id=g:6285386
Pośredni Granat	id=g:6285387
Skrajny Granat	id=g:6285388
Wierch Pod Fajką	id=g:6285389
Żółta Turnia	id=g:6285390
Wielka Kopka	id=g:6285391
Mała Buczynowa - 2172 m npm  Tatry	id=g:6285392
Waksmundzki Wierch	id=g:6285393
Wielki Wołoszyn - 2155 m npm  Tatry	id=g:6285394
Skrajny Wołoszyn - 2092 m npm  Tatry	id=g:6285395
Wielka Koszysta	id=g:6285396
Mała Koszysta - 2014 m npm  Tatry	id=g:6285397
Jasicowa Czuba - 1461 m npm  Tatry	id=g:6285398
Kobyła - 1232 m npm  Tatry	id=g:6285399
Kotlinowy Wierch - 1306 m npm  Tatry	id=g:6285400
Wielki Kopieniec - 1328 m npm  Tatry	id=g:6285401
Mały Kopieniec	id=g:6285402
Nosal	id=g:6285403
Krokiew	id=g:6285404
Giewont	id=g:6285405
Łysocina - 1188 m npm  Karkonosze	id=g:6285406
Borowa Góra - 1056 m npm  Karkonosze	id=g:6285407
Czoło - 1268 m npm  Karkonosze	id=g:6285408
Wołowa Góra - 1041 m npm  Karkonosze	id=g:6285409
Stankowa - 821 m npm  Karkonosze	id=g:6285410
Okraj - 1046 m npm  Karkonosze	id=g:6285411
Skalny Stół - 1281 m npm  Karkonosze	id=g:6285412
Czoło - 874 m npm  Karkonosze	id=g:6285413
Śnieżka	id=g:6285414
Smogornia - 1490 m npm  Karkonosze	id=g:6285415
Tępy Szczyt - 1388 m npm  Karkonosze	id=g:6285416
Mały Szyszak - 1435 m npm  Karkonosze	id=g:6285417
Ptasi Kamień - 1217 m npm  Karkonosze	id=g:6285418
Szerzawa - 706 m npm  Karkonosze	id=g:6285419
Żar - 683 m npm  Karkonosze	id=g:6285420
Chojnik - 627 m npm  Karkonosze	id=g:6285421
Grzybowiec - 750 m npm  Karkonosze	id=g:6285422
Płoszczań - 747 m npm  Karkonosze	id=g:6285423
Śląskie Kamienie - 1413 m npm  Karkonosze	id=g:6285424
Dziób - 1416 m npm  Karkonosze	id=g:6285425
Czarna - 1349 m npm  Karkonosze	id=g:6285426
Śmielec - 1424 m npm  Karkonosze	id=g:6285427
Wielki Szyszak - 1509 m npm  Karkonosze	id=g:6285428
Łabski Szczyt - 1472 m npm  Karkonosze	id=g:6285429
Mumlawski Wierch - 1217 m npm  Karkonosze	id=g:6285430
Szrenica - 1362 m npm  Karkonosze	id=g:6285431
Ślęża - 718 m npm3	id=g:6285432
Kasprowy Wierch	id=g:6285433
Wieżyca - 329 m npm  Szwajcaria Kaszubska3	id=g:6285434
Wysoki Dział - 731 m npm Pieniny	id=g:6285435
Nowa Góra - 902 m npm Pieniny	id=g:6285436
Ociemny Wierch - 740 m npm Pieniny	id=g:6285437
Góra Zamkowa - 779 m npm Pieniny	id=g:6285438
Trzy Korony - 982 m npm Pieniny	id=g:6285439
Łysina - 792 m npm Pieniny	id=g:6285440
Sokolica - 747 m npm Pieniny	id=g:6285442
Przedział - 1063 m npm Karkonosze	id=g:6285443
Sokolnik - 1384 m npm Karkonosze	id=g:6285444
Goły Wierch - 1202 m npm Tatry	id=g:6285445
Gęsia Szyja - 1489 m npm Tatry	id=g:6285446
Pośrednia Kopka	id=g:6285447
Przednia Kopka	id=g:6285448
Wielkie Spalenisko	id=g:6285449
Wielki Opalony Wierch	id=g:6285450
Diabliniec	id=g:6285451
Świńska Turnia	id=g:6285452
Hruby Regiel	id=g:6285453
Sarnia Skała	id=g:6285454
Samkowa Czuba	id=g:6285455
Ornak	id=g:6285456
Zadni Ornak	id=g:6285457
Czubik	id=g:6285458
Kończysta	id=g:6285459
Błyszcz	id=g:6285461
Smreczyński Wierch	id=g:6285462
Polski Tomanowy	id=g:6285463
Suchy Tomanowy	id=g:6285464
Upłazińska Kopa	id=g:6285465
Wysoka Turnia	id=g:6285466
Kobylarz	id=g:6285467
Kobylarzowa Turnia	id=g:6285468
Małołączniak	id=g:6285469
Wielka Królowa Kopa	id=g:6285470
Mała Królowa Kopa	id=g:6285471
Kopa Magury	id=g:6285472
Myślenickie Turnie	id=g:6285473
Bukowina Obidowa	id=g:6285474
Bukowinka - 935 m npm Gorce	id=g:6285475
Runek	id=g:6285476
Jaworzynki	id=g:6285477
Lubań	id=g:6285478
Wielki Wierch	id=g:6285479
Gorc	id=g:6285480
Przysłop	id=g:6285481
Czerwony Groń	id=g:6285482
Gorc Troszacki	id=g:6285483
Kudlon	id=g:6285484
Kopa	id=g:6285485
Turbaczyk	id=g:6285486
Groniki	id=g:6285487
Suchora	id=g:6285488
Obidowiec	id=g:6285489
Bukowina Miejska	id=g:6285490
Bukowina Waksmundzka	id=g:6285491
Wysznia	id=g:6285492
Borsuczyny	id=g:6285493
Sucha	id=g:6285494
Magurki	id=g:6285495
Kiczora	id=g:6285496
Jaworzyna Kamien	id=g:6285497
Mostownica	id=g:6285498
Suchy Groń	id=g:6285499
Kopieniec	id=g:6285500
Rozdziele	id=g:6285501
Średni Wierch	id=g:6285502
Solnisko	id=g:6285503
Czoło Turbacza	id=g:6285504
Turbacz	id=g:6285505
Łopiennik - 1069 m npm Bieszczady	id=g:6285506
Małe Jasło	id=g:6285507
Fereczata	id=g:6285508
Okrąglik	id=g:6285509
Szczawnik	id=g:6285510
Ptasza - 1162 m npm Bieszczady	id=g:6285511
Dziurkowiec - 1188 m npm Bieszczady	id=g:6285512
Rabia Skała - 1199 m npm Bieszczady	id=g:6285513
Czoło - 1159 m npm Bieszczady	id=g:6285514
Kamienna	id=g:6285515
Czerteż	id=g:6285517
Mogiłki	id=g:6285518
Zdegowa - 1065 m npm Bieszczady	id=g:6285519
Mylnów Wierch - 1041 m npm Bieszczady	id=g:6285520
Roh	id=g:6285521
Jawornik - 1047 m npm Bieszczady	id=g:6285523
Dwernik Kamień - 1004 m npm Bieszczady	id=g:6285524
Magura Stuposiańska	id=g:6285525
Mała Rawka	id=g:6285527
Wielka Semanowa - 1071 m npm Bieszczady	id=g:6285529
Mała Semanowa - 1071 m npm Bieszczady	id=g:6285530
Caresty - 998 m npm Bieszczady	id=g:6285531
Kańczowa - 1115 m npm Bieszczady	id=g:6285532
Beskid Wołoski - 1104 m npm Bieszczady	id=g:6285533
Wołowe Berdo - 1121 m npm Bieszczady	id=g:6285534
Menczył	id=g:6285535
Krzemień	id=g:6285537
Kiczerka	id=g:6285539
Kopa Bukowska	id=g:6285540
Wołowy	id=g:6285541
Rozsypaniec	id=g:6285543
Kińczyk Bukowski - 1251 m npm Bieszczady	id=g:6285544
Rozsypaniec - 1146 m npm Bieszczady	id=g:6285545
Opołonek - 1028 m npm Bieszczady	id=g:6285546
Piniaszkowy - 960 m npm Bieszczady	id=g:6285547
Durbaszka	id=g:6285548
Szafranówka - 742 m npm Pieniny	id=g:6285549
Palenica - 719 m npm Pieniny	id=g:6285550
Kopiec Wandy -  239 m n.p.m. (14 m)  Kraków	id=g:6285551
Kopiec Krakusa -  269 m n.p.m. (16 m)  Kraków	id=g:6285552
Kopiec Kościuszki -  327 m n.p.m. (34 m)  Kraków	id=g:6285553
