Darreh-ye Morgh Khān	id=g:123271
Kūh-e Kamalū	id=g:127416
Khomājīn	id=g:127417
Khomājīn	id=g:127418
Kholūzīn	id=g:127419
Kholūş	id=g:127420
Khalūz	id=g:127421
Khollār	id=g:127422
Khāledābād	id=g:127423
Kholshā’-e Chahārdeh	id=g:127424
Khodāvandābād	id=g:127425
Khodā Shahr (2)	id=g:127426
Khodā Shāh	id=g:127427
Khodā Qolī	id=g:127428
Khodā Khvāst	id=g:127429
Khodā’ī	id=g:127430
Khodā Dādegān	id=g:127431
Kalāteh-ye Khodā Bakhsh	id=g:127432
Khodā Āfarīn	id=g:127433
Khodā Āfarīd	id=g:127434
Khodāābād	id=g:127435
Khodāābād	id=g:127436
Tall-e Khodā	id=g:127437
Kūh-e Khodā	id=g:127438
Kheyţ-e Zargān	id=g:127439
Khūbrīz	id=g:127440
Khobeyneh-ye Soflá	id=g:127441
Khobeyneh-ye Vostá	id=g:127442
Khīz Āb	id=g:127443
Kheyreh Masjed	id=g:127444
Khīneh	id=g:127445
Kheyn-e Chomāqī	id=g:127446
Khīn-e ‘Arab	id=g:127447
Khīnāb	id=g:127448
Khīk Andeh	id=g:127449
Khīj	id=g:127450
Khīj	id=g:127451
Kūh-e Khīg Posht	id=g:127452
Khīgān	id=g:127453
Khīdar Sorkh	id=g:127454
Kīāv Chāy	id=g:127455
Khīārzār	id=g:127456
Kheyārū	id=g:127457
Khīārī	id=g:127458
Khīāreh	id=g:127459
Ḩīārān	id=g:127460
Khīārak	id=g:127461
Khīāraj	id=g:127462
Gardaneh-ye Khīālak	id=g:127463
Qal‘eh Khīābān	id=g:127464
Kūh-e Khazr Zendeh	id=g:127465
Kheẕerlū	id=g:127466
Khaẕrīāt	id=g:127467
Gardaneh-ye Khezrī	id=g:127468
Kheẕrī	id=g:127469
Kheẕrī	id=g:127470
Kheẕr-e Zendeh	id=g:127471
Khadarzendeh	id=g:127472
Khezr Beyg	id=g:127473
Khezrābād	id=g:127474
Khezrābād	id=g:127475
Kheẕrābād	id=g:127476
Khezrābād	id=g:127477
Kheẕrābād	id=g:127478
Emāmzādeh Khezr	id=g:127479
Kheẕr	id=g:127480
Kheẕerlū	id=g:127481
Kheẕerlū-ye Soflá	id=g:127482
Kheẕerlak	id=g:127483
Kūh-e Kheyz	id=g:127484
Kheydehchī	id=g:127485
Khayţ-e Ramleh	id=g:127486
Kheyţ ol ʻAmāreh	id=g:127487
Kheyr Rūd Kenār	id=g:127488
Kheyr Qolī	id=g:127489
Kūh-e Kheyr ol Masjed	id=g:127490
Kheyr od Dīn	id=g:127491
Kheyr Khvājeh	id=g:127492
Kheyrāt	id=g:127493
Kheyrābād-e Yek	id=g:127495
Kheyrābād-e Pā’īn	id=g:127496
Kheyrābād	id=g:127497
Kheyrābād-e Golvār	id=g:127498
Kheyrābād-e Mayāgh	id=g:127499
Kheyrābād-e Mashlūsh	id=g:127500
Beyt-e Sheykh-e Kūchek	id=g:127501
Kheyrābād-e Khāleşeh	id=g:127502
Kheyrābād-e Do	id=g:127503
Kheyrābād-e Gohar	id=g:127504
Kheyrābād-e Baghal	id=g:127505
Kheyrābād	id=g:127506
Rūdkhaneh-ye Kheyrābād	id=g:127507
Rūdkhāneh-ye Kheyrābād	id=g:127508
Kūh-e Kheyrābād	id=g:127509
Daqq-e Kheyrābād	id=g:127510
Kheyrābād	id=g:127511
Kheyrābād	id=g:127512
Kheyrābād	id=g:127513
Kheyrābād	id=g:127514
Kheyrābād	id=g:127515
Kheyrābād	id=g:127516
Kheyrābād	id=g:127517
Kheyrābād	id=g:127518
Kheyrābād	id=g:127519
Kheyrābād	id=g:127520
Kheyrābād	id=g:127521
Kheyrābād	id=g:127522
Kheyrābād	id=g:127523
Kheyrābād	id=g:127524
Kheyrābād	id=g:127525
Kheyrābād	id=g:127526
Kheyrābād	id=g:127527
Kheyrābād	id=g:127528
Kheyrābād	id=g:127529
Qal‘eh Kheyrābād	id=g:127530
Kheyrābād	id=g:127531
Kheyrābād	id=g:127532
Kheyrābād	id=g:127533
Kheyrābād	id=g:127534
Kheyrābād	id=g:127535
Kheyrābād	id=g:127536
Kheyrābād	id=g:127537
Kheyrābād	id=g:127538
Kheyrābād	id=g:127539
Kheyrābād	id=g:127540
Kheyrābād	id=g:127541
Kheyrābād	id=g:127542
Kheyrābād	id=g:127543
Kheyrābād	id=g:127544
Kheyrābād	id=g:127545
Kheyrābād	id=g:127546
Kheyrābād	id=g:127547
Kheyrābād	id=g:127548
Kheyrābād	id=g:127549
Kheyrābād	id=g:127550
Kheyrābād	id=g:127551
Kheyrābād	id=g:127552
Kheyrābād	id=g:127553
Kheyrābād	id=g:127554
Kheyrābād	id=g:127555
Kheyrābād	id=g:127556
Kheyrābād	id=g:127557
Kheyrābād	id=g:127558
Ḩeydarābād	id=g:127559
Kheyrābād	id=g:127561
Kheyrābād	id=g:127562
Kheyrābād	id=g:127563
Kheyrābād	id=g:127564
Kheyrābād	id=g:127565
Kheyrābād	id=g:127566
Kheyrābād	id=g:127567
Kheyrābād	id=g:127568
Kheyrābād	id=g:127569
Kheyrābād	id=g:127570
Ḩeydarābād	id=g:127571
Kheyrābād	id=g:127572
Kheyrābād	id=g:127573
Kheyrābād	id=g:127574
Kheyrābād	id=g:127575
Kheymeh Sar	id=g:127576
Kheyrmand	id=g:127577
Khar-e Nāşer Khān	id=g:127578
Kheydar	id=g:127579
Kūh-e Kheybar	id=g:127580
Kūh-e Khabīr	id=g:127581
Kūh-e Khabīr	id=g:127582
Kūh-e Kheybar	id=g:127583
Khevīd Jān	id=g:127584
Khesht Sar	id=g:127585
Khesht-e Masjed	id=g:127586
Khesht Masjed (2)	id=g:127587
Kheshtī Jān	id=g:127588
Kheshtīānak	id=g:127589
Kheshtī	id=g:127590
Kheshlī	id=g:127591
Khesht	id=g:127592
Khasht	id=g:127593
Tappeh-ye Khervalī	id=g:127594
Khers Kūh	id=g:127595
Khers Kānlū	id=g:127596
Kūh-e Khers Kanī	id=g:127597
Khersīn	id=g:127598
Gardaneh-ye Kherseh	id=g:127599
Kūh-e Takaltū	id=g:127600
Khers Dar	id=g:127601
Khersdar-e ‘Olyā	id=g:127602
Khersānak Mūgū’ī	id=g:127603
Rūdkhāneh-ye Khersān	id=g:127604
Rūdkhāneh-ye Khersān	id=g:127605
Rūdkhāneh-ye Khersān	id=g:127606
Khersān Kūh	id=g:127607
Khersān	id=g:127608
Kūh-e Khers	id=g:127609
Kherrehkhargī	id=g:127610
Kherreh	id=g:127611
Kharān	id=g:127612
Kharāmeh	id=g:127613
Kherak	id=g:127614
Khenẕīrī	id=g:127615
Kūh-e Abū Khenzīreh	id=g:127616
Kūh-e Ḩangeh Savāz	id=g:127617
Rūstā-ye Shahīd Fallāḩī	id=g:127618
Khenelū	id=g:127619
Khenāmān	id=g:127620
Khanā Darreh-ye Soflá	id=g:127622
Khanā Darreh-ye ‘Olyā	id=g:127623
Khames	id=g:127624
Kūh-e Khemarī	id=g:127625
Khelejān	id=g:127626
Khedrī	id=g:127627
Kheder Shāh	id=g:127628
Kūh-e Khedrī	id=g:127629
Khederābād	id=g:127630
Khederābād	id=g:127631
Khederābād	id=g:127632
Khederābād	id=g:127633
Khazrīyeh	id=g:127634
Kheẕerīāt	id=g:127635
Khazīneh	id=g:127636
Khaz'anābād	id=g:127637
Khazān	id=g:127638
Khazān	id=g:127639
Khaz‘alīyeh	id=g:127640
Khaz‘alīyeh	id=g:127641
Khaz‘alīyeh	id=g:127642
Bahmanbār	id=g:127643
Tall-e Khayyāţ	id=g:127644
Gholāmābād-e Khayyāţ	id=g:127645
Khayyām	id=g:127646
Khīţ-e Shalash	id=g:127647
Khāylār	id=g:127648
Khāyān	id=g:127649
Khavīdak	id=g:127650
Meys̄am-e Tammār	id=g:127651
Rūdkhāneh-ye Khāveh	id=g:127652
Khāveh	id=g:127653
Khāveh	id=g:127654
Khāveh	id=g:127655
Khāvāz	id=g:127656
Khāşeh Tarāsh	id=g:127657
Khāvarābād	id=g:127658
Īstgāh-e Khāvar	id=g:127659
Khavār	id=g:127660
Khāv	id=g:127661
Khowrah	id=g:127662
Khātūn Kandī	id=g:127663
Khātūn Gonāy	id=g:127664
Khātūnak	id=g:127665
Khātūnābād	id=g:127666
Khātūnābād	id=g:127668
Khātūnābād	id=g:127669
Khātūnābād	id=g:127670
Khātūnābād	id=g:127671
Khātūnābād	id=g:127672
Emāmzādeh Khātūn	id=g:127673
Khātūn	id=g:127674
Gardaneh-ye Khātūm Āqā	id=g:127675
Kūh-e Khaţţāb	id=g:127676
Khatm	id=g:127677
Khaţīr Kūh	id=g:127678
Khaţīrī	id=g:127679
Khaţībī	id=g:127680
Khaţīmī	id=g:127681
Khāţer-e `Olyā	id=g:127683
Khāţer	id=g:127684
Khaţāyān	id=g:127685
Kūh-e Khātūn	id=g:127687
Khaţţāb	id=g:127688
Raẕī Ḩamd	id=g:127689
Khasraj-e Jenādeleh	id=g:127690
Khasraj-e Mezbān	id=g:127691
Khasraj-e Khalaf	id=g:127692
Khesmakh (4)	id=g:127693
Khashāb	id=g:127694
Gardaneh-ye Hasharābād	id=g:127695
Khashm-e ‘Olyā	id=g:127696
Khāş‘alī	id=g:127697
Khaşāfīāt	id=g:127698
Kūh-e Khārzār	id=g:127699
Khārzār	id=g:127700
Kūh-e Khār Zan	id=g:127701
Maḩmūdābād-e Kharzān	id=g:127702
Khar Zahrendān	id=g:127703
Khar Zahreh	id=g:127704
Ra’s Kharyu	id=g:127705
Kharv-e Bālā	id=g:127706
Kharv-e Bālā	id=g:127707
Āb-e Kharvār	id=g:127708
Kharvānaq	id=g:127709
Kharvān	id=g:127710
Khārvān	id=g:127711
Khorvāj	id=g:127712
Khūrīk	id=g:127713
Khartūt	id=g:127714
Moḩammadābād	id=g:127715
Rūdkhāneh-ye Khartūt	id=g:127716
Kūh-e Kharshāsh	id=g:127717
Khersheh	id=g:127718
Kūh-e Charmaleh	id=g:127719
Shotor Gardan	id=g:127720
Khar Rūd	id=g:127721
Āb-e Khazīneh	id=g:127722
Kherreh Sīāh	id=g:127723
Kharrāţhā	id=g:127724
Kharrāb	id=g:127725
Kharaq	id=g:127726
Kharq	id=g:127727
Khar Poshteh	id=g:127728
Khar Poshteh	id=g:127729
Kūh-e Khar Posht	id=g:127730
Varposht	id=g:127731
Posht Kūh-e Khar Posht	id=g:127732
Farnaq	id=g:127733
Kūh-e Khvor Nafas	id=g:127734
Khar Mordeh	id=g:127735
Kharmenj	id=g:127736
Kharman Sūkhteh	id=g:127737
Kharman Kūh	id=g:127738
Kharman Khāk	id=g:127739
Kharman Deh	id=g:127740
Kharmand	id=g:127741
Kharman Kūh	id=g:127742
Kharmān	id=g:127743
Kūh-e Khar Magasdān	id=g:127744
Khārkū’īyeh	id=g:127745
Jazīreh-ye Khārkū	id=g:127746
Khārkū	id=g:127747
Kharkhasūn	id=g:127748
Kūh-e Khāl Khosrow	id=g:127749
Kherkheb	id=g:127750
Rūdkhāneh-ye Khar Kosh	id=g:127751
Kharakeh	id=g:127752
Kāl-e Kharkat	id=g:127753
Khār Kesh	id=g:127754
Āb-e Kharkas	id=g:127755
Kūh-e Khar Kalūn	id=g:127756
Jazīreh-ye Khārk	id=g:127757
Kharjegīl-e Bālā	id=g:127758
Khūrvān	id=g:127759
Kharīleh	id=g:127760
Kharīl	id=g:127761
Kharīj	id=g:127762
Kharkhasheh	id=g:127763
Khargūshgī	id=g:127764
Khargūsh Khānī	id=g:127765
Kūh-e Khargūshnāb	id=g:127766
Khargūshī	id=g:127767
Khargūsheh	id=g:127768
Kūh-e Khargūshān	id=g:127769
Khargūshābād	id=g:127770
Khargūsh	id=g:127771
Khar Gūneh	id=g:127772
Ra’s-e Khārgū	id=g:127773
Kheyrgū	id=g:127774
Khar Godāreh	id=g:127775
Khargī	id=g:127776
Kūh-e Khargehʼī	id=g:127777
Kharkat	id=g:127778
Kūh-e Khar Gar	id=g:127779
Kūh-e Kharreh Galān	id=g:127780
Ḩājjīābād	id=g:127781
Khār Fīrūzī	id=g:127782
Kher Fereḩ-e Bālā	id=g:127783
Kharaf Kām	id=g:127784
Shādgān	id=g:127785
Karfaleh-ye Do	id=g:127786
Khārestān-e Soflá	id=g:127787
Khārestān-e ‘Olyā	id=g:127788
Khārestān-e ‘Olyā	id=g:127789
Khārestān	id=g:127790
Khareh Eshgaft	id=g:127791
Rūdkhāneh-ye Khareshkī	id=g:127792
Khāres̄	id=g:127793
Khārengan	id=g:127794
Kherreh Sīāh	id=g:127795
Kūh-e Khareh Kosh	id=g:127797
Kūh-e Kharūneh	id=g:127798
Khardozd	id=g:127799
Tājābād	id=g:127800
Khārdān	id=g:127801
Khārdān	id=g:127802
Kharchūl	id=g:127803
Kharbozān	id=g:127804
Khar Barreh	id=g:127805
Rūdkhāneh-ye Kharmandeh	id=g:127806
Kharbandavān	id=g:127807
Kūh-e Kharbal	id=g:127808
Kharbal	id=g:127809
Kūh-e Khar Bahreh	id=g:127810
Kharrāzān	id=g:127811
Kharashtom	id=g:127812
Bālā Maḩalleh-ye Khereshk	id=g:127813
Kharashk-e Bālā	id=g:127814
Pā’īn Kharā Rūd	id=g:127815
Kharapū	id=g:127816
Kharān Rāh	id=g:127817
Kharānaq	id=g:127818
Khāreng	id=g:127819
Kharān-e Soflā	id=g:127820
Kharand	id=g:127821
Rūdkhāneh-ye Kharānaq	id=g:127822
Kūh-e Kharānaq	id=g:127823
Rūd-e Khārān	id=g:127824
Khārān	id=g:127825
Kharamkerū	id=g:127826
Khorramdeh-e Sharqī	id=g:127827
Kharakī-ye Barbarhā	id=g:127828
Kharakān-e Pā’īn	id=g:127829
Kharāj Şalvātī	id=g:127830
Kharājīān	id=g:127831
Kharājī	id=g:127832
Kharājī	id=g:127833
Kharājī	id=g:127834
Kūh-e Abū Kharaf Khvoneh	id=g:127835
Kherf	id=g:127836
Kharābeh Sādāt	id=g:127837
Kharābeh Kand	id=g:127838
Kūh-e Kharābeh	id=g:127839
Kharābānān-e Soflá	id=g:127840
Khārā	id=g:127841
Khorā’īyeh	id=g:127842
Kūh-e Khānūk	id=g:127843
Khānūk	id=g:127844
Khān Tīlīkūh	id=g:127845
Khān Teymūr	id=g:127846
‘Ebādāt-e Yek	id=g:127847
Khān Takhtī	id=g:127848
Khānom Kohneh	id=g:127849
Khānom Sheykhān	id=g:127850
Khānom Dāgh	id=g:127851
Khāneh Nahr	id=g:127852
Rūdkhāneh-ye Khānmīrzā	id=g:127853
Khān Makān	id=g:127854
Khān Laq	id=g:127855
Khānloq	id=g:127856
Sartak	id=g:127857
Khānlūk	id=g:127858
Khān Kūh	id=g:127859
Khāfkū‘īyeh	id=g:127860
Khān Kīshī	id=g:127861
Kūh-e Khān Khātūn	id=g:127862
Khān Kandī	id=g:127863
Khān Kandī	id=g:127864
Khanj	id=g:127865
Khonjūk	id=g:127866
Khenjīn	id=g:127867
Kūh-e Khān Javān Bīn	id=g:127868
Khanjar Khān	id=g:127869
Khanjarī-ye Pā'īn	id=g:127870
Khanjar Beyk	id=g:127871
Khān Jān Khānī	id=g:127872
Qal‘eh-ye Khānjān	id=g:127873
Khonj	id=g:127874
Khanj	id=g:127875
Kūh-e Khānī Yek	id=g:127876
Khānīk	id=g:127877
Khānī Yek	id=g:127878
Kūh-e Khānī Yek	id=g:127879
Khānī-ye Ḩasan	id=g:127880
Khāneshān	id=g:127881
Khānīman	id=g:127882
Khānīk Shāh	id=g:127883
Khūnīk	id=g:127884
Khānīk	id=g:127885
Khānīān	id=g:127886
Khānīān	id=g:127887
Khānīābād	id=g:127888
Khānīābād	id=g:127889
Khānī	id=g:127890
Khānī	id=g:127891
Khān Ḩeşārī	id=g:127892
Khān Ḩeşār	id=g:127893
Kūh-e Khān Gormaz	id=g:127894
Khānegah	id=g:127895
Khong	id=g:127896
Khānevāneh (1)	id=g:127897
Khāneqāh Sorkh	id=g:127898
Khāneqāh-e Sādāt	id=g:127899
Khān Āgāh	id=g:127900
Khāneqāh	id=g:127901
Khāneqāh Jūjū	id=g:127902
Khāneqāh-e Bafrājerd	id=g:127903
Khāneqāh	id=g:127904
Khāneqāh	id=g:127905
Khāneqāh	id=g:127906
Khāneqāh	id=g:127907
Khānqāh	id=g:127908
Khāneqāh	id=g:127909
Khāneqāh	id=g:127910
Khāneqāh	id=g:127911
Khāneqāh-e Vostá	id=g:127912
Khāneqāh-e Soflá	id=g:127913
Khanehkūk	id=g:127914
Khāneh Khamīs-e Soflá	id=g:127915
Khānjīn	id=g:127916
Khāneh Zenyān	id=g:127917
Qolleh-ye Khāneh-ye Sorkh	id=g:127918
Gardaneh-ye Khūn-e Sorkh	id=g:127919
Khūn Sorkh	id=g:127920
Khāneh-ye Shosh	id=g:127921
Khānh-ye Roknī	id=g:127922
Kūh-e Khāneh-ye Nīāz	id=g:127923
Khāneh-ye Marghzār	id=g:127924
Jān Khātūn	id=g:127925
Kūh-e Khāneh Ket	id=g:127926
Khāneh Kāhdān	id=g:127927
Khāneh-ye Gūrān	id=g:127928
Khāneh Gazān	id=g:127929
‘Alī Balūch	id=g:127930
Haç Gedik	id=g:127931
Khāneh Shīr	id=g:127932
Deh Qāzī	id=g:127933
Kūh-e Khāneh Nar	id=g:127934
Kūh-e Khāneh Nahrī	id=g:127935
Khāneh Mīrān	id=g:127936
Khāneh Khvodī	id=g:127937
Khāneh Khowreh	id=g:127938
Khāneh Ket	id=g:127939
Gardaneh-ye Khāneh Kandān	id=g:127940
Khāneh Kahdān	id=g:127941
Rūdkhāneh-ye Jovīn	id=g:127942
Kūh-e Khāneh’ī	id=g:127943
Khāneh Gadūk	id=g:127944
Khāneh Dām	id=g:127945
Chāh Khāneh	id=g:127946
Khān Dūz	id=g:127947
Khāndān Qolī	id=g:127948
Khandāb	id=g:127949
Gardaneh-ye Khān Chāy	id=g:127951
Khān Chāy	id=g:127952
Khan Chasman	id=g:127953
Khān Bolāghī	id=g:127954
Khān Bebīn	id=g:127955
Khānbāghī	id=g:127956
Khān Bāghī	id=g:127957
Khān ‘Avaẕī	id=g:127958
Ḩanaţīyeh	id=g:127959
Khāneqāh	id=g:127960
Khān Amīr	id=g:127961
Khānak	id=g:127962
Khānak	id=g:127963
Khān Aḩmad-e Ḩeşārī	id=g:127964
Khān Aḩmad-e Vasaţ	id=g:127965
Khān Aḩmad-e Pā’īn	id=g:127966
Khān Aḩmad	id=g:127967
Ḩanāfareh	id=g:127968
Khānābād	id=g:127969
Khānābād	id=g:127970
Khānābād	id=g:127971
Khānābād	id=g:127972
Khānābād	id=g:127973
Khānābād	id=g:127974
Khānābād	id=g:127975
Khānābād	id=g:127976
Emāmzādeh `Abdollāh	id=g:127977
Khānābād	id=g:127978
Khānābād	id=g:127979
Khānābād-e Sar Āsīāb	id=g:127980
Khānābād	id=g:127981
Khānābād	id=g:127982
Kūh-e Khān	id=g:127983
Kūh-e Khān	id=g:127984
Damāgheh-ye Khān	id=g:127985
Khompīch	id=g:127986
Khāmū	id=g:127987
Khamsābād	id=g:127988
Khāmeneh	id=g:127989
Khamās	id=g:127990
Khamīsī	id=g:127991
Bandar-e Khamīr	id=g:127992
Kalāt-e Khamgerd	id=g:127993
Khamestān	id=g:127994
Khameslū	id=g:127995
Khāmesān	id=g:127996
Khāmes	id=g:127997
Khomedeh	id=g:127998
Khamār	id=g:127999
Kūh-e Kham	id=g:128000
Khalvazeh	id=g:128001
Ma‘dan-e Khālū Ḩeydar	id=g:128002
Ḩowz-e Khālūgī	id=g:128003
Khālţī	id=g:128004
Khāl Sefīd	id=g:128005
Khāl Kūh	id=g:128006
Khalkhāneh	id=g:128007
Herowābād	id=g:128008
Khāl Khāl	id=g:128009
Khalkhāb	id=g:128010
Khalkānlū	id=g:128011
Kūh-e Bar Gol Khūng	id=g:128012
Gardaneh-ye Khalīzand	id=g:128013
Khalīfeh-ye Qadīm	id=g:128014
Khalīlān	id=g:128015
Khalīlvand	id=g:128016
Khalīl Kord	id=g:128017
Khalīlī	id=g:128018
Khalīlī	id=g:128019
Qal‘eh-ye Khalīleh	id=g:128020
Khalīlān-e Bālā	id=g:128021
Khalīlān	id=g:128022
Khalīl Akbar	id=g:128023
Kūh-e Khalīlābād	id=g:128024
Khalīlābād	id=g:128025
Khalīlābād	id=g:128026
Khalīlābād	id=g:128027
Khalīlābād	id=g:128028
Khalīlābād Khākī	id=g:128029
Khalīlābād	id=g:128030
Khalīlābād	id=g:128031
Khalīlābād	id=g:128032
Khalīlābād	id=g:128033
Khalīlābād	id=g:128034
Khalīlābād	id=g:128035
Khalīlābād	id=g:128036
Khowr-e Khalīl	id=g:128037
Chāh-e Khalīl	id=g:128038
Khalīl	id=g:128039
Khalīl	id=g:128040
Khalīfeh Qeshlāq	id=g:128042
Khalīfehlū	id=g:128043
Khalīfehlū	id=g:128044
Khalīfehlū	id=g:128045
Khalīfeh Kandī	id=g:128046
Khalīfeh’ī	id=g:128047
Khalīfeh Ḩeşār	id=g:128048
Khalīfeh Bolāghī	id=g:128049
Kūh-e Khalīfeh	id=g:128050
Khalīfeh	id=g:128051
Horīn Khalīfeh	id=g:128052
Deh-e Khalīfeh	id=g:128053
Khalīfehʼī	id=g:128054
Khalīfān	id=g:128055
Khalīchīān	id=g:128056
Khalījī-ye Pā’īn	id=g:128057
Khalfehlū	id=g:128058
Khalfānī	id=g:128059
Kūh-e Khālesht	id=g:128060
Khāleşeh Dīvānī	id=g:128061
Khāleşeh	id=g:128062
Khāleq Verdī	id=g:128063
Khāleqābād	id=g:128064
Khāleqābad	id=g:128065
Khaleqābād-e Khenāmān	id=g:128066
Khāleqābād	id=g:128067
Kelīdābād	id=g:128068
Khāleqābād	id=g:128069
Khāleqābād	id=g:128070
Khāleqābād	id=g:128071
Khāleqābād	id=g:128072
Khāleqābād	id=g:128073
Kūh-e Qāleh Dowreh	id=g:128074
Kūh-e Khāleh Ūshāghī	id=g:128075
Khāleh Sarā-ye Panjāh ow Haft	id=g:128076
Kūh-e Ḩalab	id=g:128077
Khāleh Dīnak	id=g:128078
Khāledeyn	id=g:128079
Khāledābād	id=g:128080
Khāledābād	id=g:128081
Khāl Deh	id=g:128082
Khāledah	id=g:128083
Khāldār	id=g:128084
Khal‘at Pūshān	id=g:128085
Khelālenjī	id=g:128086
Ḩalachrūd	id=g:128087
Khalājlū	id=g:128088
Khalaj-e Pā’īn	id=g:128089
Khalaj-e ‘Olyā	id=g:128090
Khalaj	id=g:128091
Khalaj-e Bālā	id=g:128092
Khalajābād	id=g:128094
Khalajābād	id=g:128095
Khalaj	id=g:128096
Khalaj-e Bālā	id=g:128097
Khalaj	id=g:128098
Khalaj	id=g:128099
Khalaj	id=g:128100
Khalaf Ţāhūneh	id=g:128101
Khalāfīāt	id=g:128102
Shahīd Sa‘īdī	id=g:128103
Khalaf Anşār	id=g:128104
Khalaf	id=g:128105
Khāk Vānaq	id=g:128106
Rūdkhāneh-ye Keshīn	id=g:128107
Khākū	id=g:128108
Khakshūr	id=g:128109
Khāk Rūzī	id=g:128110
Khākrīz	id=g:128111
Khākrīz	id=g:128112
Khāk Mardān	id=g:128113
Khākīneh-ye Soflá	id=g:128114
Khākīneh	id=g:128115
Kūh-e Khākī	id=g:128116
Khākī	id=g:128117
Khākī	id=g:128118
Kūh-e Khakū	id=g:128119
Kūh-e Khākestarī	id=g:128120
Khākestarān	id=g:128121
Khākestar	id=g:128122
Khāk-e Sefīd	id=g:128123
Khāk Narm	id=g:128124
Khāk Dāneh	id=g:128125
Rūdkhāneh-ye Khāk Batīyeh	id=g:128126
Khākbetīyeh	id=g:128127
Khāk-e ‘Alī	id=g:128128
Gardaneh-ye Khākābād	id=g:128129
Khākābād	id=g:128130
Rūdkhāneh-ye Khāh Marghar	id=g:128131
Khāftar	id=g:128132
Khafr	id=g:128133
Khafr	id=g:128134
Khafr	id=g:128135
Khāfī	id=g:128137
Khā’en	id=g:128138
Khadījeh	id=g:128139
Khadhar Hills	id=g:128140
Khādem Ānlū	id=g:128142
Darreh-ye Nagestān	id=g:128143
Khachīk	id=g:128144
Kūh-e Qāchāgham	id=g:128145
Khāchak	id=g:128146
Khabūshān	id=g:128147
Khabţ ol Şūbīān-e Soflá	id=g:128148
Khabţ ol Şūbīān-e ‘Olyā	id=g:128149
Khabarūyeh	id=g:128150
Khabar	id=g:128151
Khabīş	id=g:128152
Kūh-e Khabar	id=g:128153
Gardaneh-ye Khabeshkī	id=g:128154
Khabar Arkhī	id=g:128155
Khabr	id=g:128156
Gardaneh-ye Kezrī	id=g:128157
Kez Khān	id=g:128158
Kūh-e Kezhgerd	id=g:128159
Āqdāsh	id=g:128160
Kūh-e Gezelāleh	id=g:128161
Keyvareh	id=g:128162
Kītū	id=g:128163
Kūh-e Key Now	id=g:128164
Kūh-e Keymāsī	id=g:128165
Key Maqşūdī	id=g:128166
Kīmneh	id=g:128167
Kīleh Golān	id=g:128168
Keylāgh Kūh	id=g:128169
Keykhosravī	id=g:128170
Keykāvūs-e Bālā	id=g:128171
Kīgānlū	id=g:128172
Kepkaleh	id=g:128173
Key Gīn	id=g:128174
Keyz̄ūr	id=g:128175
Kīdī	id=g:128176
Keydān	id=g:128177
Kūh-e Keyālow	id=g:128179
Katshaşt-e Pā’īn	id=g:128180
Rūdkhāneh-ye Keteh	id=g:128181
Ketālem	id=g:128182
Kūh-e Ketābān	id=g:128183
Kesūj	id=g:128184
Kesmat	id=g:128185
Īstgāh-e Keshvar	id=g:128186
Kashtībān	id=g:128187
Kesht Varzeh	id=g:128188
Koshteh	id=g:128189
Kesht Bī	id=g:128190
Keshteh Bāgh	id=g:128191
Kesht	id=g:128192
Keshmān-e Bāgh	id=g:128194
Gīshītūnīyeh	id=g:128195
Keshīt	id=g:128196
Geshīt	id=g:128197
Kūh-e Kesh-e Qebleh	id=g:128198
Kesheh	id=g:128199
Kalāt-e Soleymān	id=g:128200
Keshār-e Sargap	id=g:128201
Rūdkhāneh-ye Kesgān	id=g:128202
Kesgān	id=g:128203
Kesed	id=g:128204
Kesb	id=g:128205
Korūzūm	id=g:128206
Rūdkhāneh-ye Kerzchī	id=g:128207
Kerūyeh	id=g:128208
Korūkān	id=g:128209
Rūd-e Gartīgh	id=g:128210
Kartābād	id=g:128211
Kartābād	id=g:128212
Rūdkhāneh-ye Kerreh	id=g:128213
Kūh-e Karreh	id=g:128214
Kerreh	id=g:128215
Kermū Kūh	id=g:128216
Kermū	id=g:128217
Karamtāb-e Pā’īn	id=g:128218
Kermestān	id=g:128219
Kermeh	id=g:128220
Kermarān	id=g:128221
Ostān-e Kermānshāh	id=g:128222
Kermānshāhān	id=g:128223
Kermānshāhān	id=g:128224
Kūh-e Kermānshāh	id=g:128225
Kermānshāh	id=g:128226
Kermānshāh	id=g:128227
Kermānshāh	id=g:128228
Kermeh Jow	id=g:128229
Kermānī	id=g:128230
Ostān-e Kermān	id=g:128231
Kūh-e Kermān	id=g:128232
Kermān	id=g:128233
Kermān	id=g:128234
Kermalak-e Pā’īn	id=g:128235
Kermalak-e Bālā	id=g:128236
Kermājān	id=g:128237
Kūh-e Kerkereh	id=g:128238
Kerk	id=g:128239
Kerīshān-e Bozorg	id=g:128240
Kerīk	id=g:128241
Gorgīn	id=g:128242
Koreh Zār	id=g:128243
Kerezā	id=g:128244
Kereydī	id=g:128245
Kartī	id=g:128246
Kereshkī	id=g:128248
Kereshk	id=g:128249
Karangān	id=g:128250
Rūdkhāneh-ye Kerend	id=g:128251
Kerend-e Gharb	id=g:128252
Kareh	id=g:128253
Kereft	id=g:128254
Kūh-e Kerch	id=g:128255
Kerch	id=g:128256
Kerdīl	id=g:128257
Kordī	id=g:128258
Kordovān-e Soflá	id=g:128259
Kordovān-e ‘Olyā	id=g:128260
