Bérétékounda	id=g:2460109
Saré-Sabilé	id=g:6687443
Diougouna	id=g:6687444
Noumabougou	id=g:6687445
Guédia	id=g:6687446
Saré-Paté	id=g:6687447
Banhorma	id=g:6687448
Diomou	id=g:6687449
Sourou Bongo	id=g:6687450
Diam Véli	id=g:6687451
Issèye	id=g:6687452
Gouar	id=g:6687453
Telkel	id=g:6687454
Baba Goungou	id=g:6687455
Diataka	id=g:6687456
Kokoro	id=g:6687457
Nambo	id=g:6687458
Niama	id=g:6687459
Roundé-Gouar	id=g:6687460
Toga	id=g:6687461
Gomoye	id=g:6687462
Milali	id=g:6687463
Gangan	id=g:6687464
Goumni	id=g:6687465
Sourou Nanaré	id=g:6687466
Bandoukouré	id=g:6687467
Doma	id=g:6687468
Woro	id=g:6687469
Sanbéri	id=g:6687470
Niga	id=g:6687471
Wango	id=g:6687472
Fatomare	id=g:6687473
Guindio-Ouro	id=g:6687474
Gourao Bozo	id=g:6687475
Gourao Foulbé	id=g:6687476
Aïré Gourao	id=g:6687477
Aïré Kadied Lévindou	id=g:6687478
Naon	id=g:6687479
Dintaka	id=g:6687480
Tchalole	id=g:6687481
Dintaka	id=g:6687482
Tioka	id=g:6687483
Niobi	id=g:6687484
Gaoun	id=g:6687485
Kawana	id=g:6687486
Silla	id=g:6687487
Toundou Kanbourou	id=g:6687488
Namana	id=g:6687489
Iari	id=g:6687490
Garadio	id=g:6687491
Bodie	id=g:6687492
Aouarach	id=g:6687496
I-n-Afarfar	id=g:6687497
Hamada el Hareïcha	id=g:6687498
Djedeyed	id=g:6687499
Barkéné	id=g:6687502
Maghel Téïdouma	id=g:6687504
El Sérabo	id=g:6687505
El Barka	id=g:6687506
El Mraye	id=g:6687507
Dianwéli	id=g:6687508
Gaïna	id=g:6687509
Got Lefkarine	id=g:6687510
Dimel-Ndola	id=g:6687511
Kara Teisir	id=g:6687512
Baraou	id=g:6687513
Boulenoir	id=g:6687514
Warako	id=g:6687515
Kara Lbahranis	id=g:6687516
Wartoum	id=g:6687517
El Gar	id=g:6687518
Tchofi	id=g:6687519
Oudiabé	id=g:6687520
Sogobara	id=g:6687521
Kourou	id=g:6687522
Karaguilé	id=g:6687523
Modi-Sabou	id=g:6687524
Karou Maoundé	id=g:6687525
Karou-Kolé	id=g:6687526
Merzamadié	id=g:6687527
Kalifa Gallo	id=g:6687528
Galou	id=g:6687529
Diougounta	id=g:6687530
Warangué	id=g:6687531
Koudana	id=g:6687532
Pounégui	id=g:6687533
Ligui	id=g:6687534
Manialé-Boué	id=g:6687535
Diabal	id=g:6687536
Niakéré-Ndondi	id=g:6687537
Selli-Hari	id=g:6687538
Mbélémounia	id=g:6687539
Nambo	id=g:6687540
Touldé	id=g:6687541
Tayama	id=g:6687542
Itabel Pobi	id=g:6687543
Fala	id=g:6687544
Belel-Bérédié	id=g:6687545
Fala	id=g:6687546
Matyon Goumba	id=g:6687549
Siragédou	id=g:6687550
Bouiret Diguig	id=g:6688512
’Erg Oumm el A’sel	id=g:6688513
Hadeb el Hâd	id=g:6688514
El Arjaïm	id=g:6688515
El M’atcha	id=g:6688516
Taouarachit	id=g:6688517
Djouf Djouder	id=g:6688518
El Kitbâne	id=g:6688519
’Erg Tesbeha	id=g:6688964
Tâyert el Djerâf	id=g:6688965
El Mdeïnât	id=g:6689437
Afoïni	id=g:6689438
Rozatreïs	id=g:6689439
Aoukâr	id=g:6689440
Dâyet Abeïdi	id=g:6689441
El Hareïcha	id=g:6689442
Achaiel	id=g:6689443
Elba Kourya	id=g:6689444
Vhar	id=g:6689445
Arouâkim	id=g:6689446
Touyat	id=g:6689447
Oummât Souid Lejouâf	id=g:6689448
Rouakim	id=g:6689449
Denader	id=g:6689450
Rouakim	id=g:6689451
Goûr Oulad Ahmed	id=g:6689452
’Erg Lahma	id=g:6689453
Rouakim	id=g:6689454
’Erg Foum el ’Alba	id=g:6689455
’Erîgât Ghoher	id=g:6689456
Goryo	id=g:6689794
Zadam	id=g:6689795
Gerou	id=g:6689796
Banbakari	id=g:6689797
I-n-Nivaré	id=g:6689798
Kelsi	id=g:6689799
I-n-Agar	id=g:6689800
I-n-Abogui	id=g:6689801
Gabero	id=g:6689802
Koundey	id=g:6689803
Zankam	id=g:6689804
Ti-n-Chinan	id=g:6689805
Kaykomamossou	id=g:6689806
Touasouk	id=g:6689807
Ti-n-Daran	id=g:6689808
I-n-Ditie	id=g:6689809
Amadou Dyadel	id=g:6689810
Abadoufata	id=g:6689811
I-n-Guirzigal	id=g:6689812
Ayaoyen	id=g:6689813
Taugouye	id=g:6689814
I-n-Bagholou	id=g:6689815
Silayen	id=g:6689816
Issikraf	id=g:6689817
Doro	id=g:6689818
Ti-n-Fagaguen	id=g:6689819
Mata	id=g:6689820
Toufagadoud	id=g:6689821
Ag Dembou	id=g:6689822
Ti-n-Elhrer	id=g:6689823
Ti-n-Tifakrout	id=g:6689824
Ekaraot	id=g:6689825
Ti-n-Goubarian	id=g:6689826
I-n-Agarouf	id=g:6689827
Ofalikin	id=g:6689828
I-n-Karana	id=g:6689829
I-n-Bardaharan	id=g:6689830
Azaykoz	id=g:6689831
I-n-Liouwaten	id=g:6689832
Archam	id=g:6689833
Belmatan	id=g:6689834
I-n-Anazeman	id=g:6689835
Koulanga	id=g:6689836
Darazouti	id=g:6689837
Ti-n-Elikaoualan	id=g:6689838
Ti-n-Taaté	id=g:6689839
Laouaye	id=g:6689840
Sanbalambatou	id=g:6689841
Amey Goura	id=g:6689842
Abankor	id=g:6689843
Ti-n-Taborar	id=g:6689844
Garbara	id=g:6689845
Torof Tyouba	id=g:6689846
Sossoro	id=g:6689847
Ti-n-Tanamaouart	id=g:6689848
Malel	id=g:6689849
Zara	id=g:6689850
Garbeysadya	id=g:6689851
Kogouryé	id=g:6689852
Ti-n-Fadimata	id=g:6689853
I-n-Nordi	id=g:6689854
I-n-Tajil	id=g:6689855
Adernacher	id=g:6689856
Ti-n-Tisori	id=g:6689857
Tiegoma	id=g:6689858
Kasselkoli	id=g:6689859
Momorédji	id=g:6689860
Changachila	id=g:6689861
Fatéré	id=g:6689862
Ti-n-Fadimata	id=g:6689863
Ti-n-Ténérin	id=g:6689864
Idémi	id=g:6689865
Goupenélou	id=g:6689866
Ti-n-Niyes	id=g:6689867
Ouled Chaouer	id=g:6689868
Tazaouarouart	id=g:6689869
I-n-Lefeyten	id=g:6689870
Akalafo	id=g:6689871
Gassel	id=g:6689872
Ti-n-Ebouz	id=g:6689873
I-n-Amassor	id=g:6689874
Tamarit	id=g:6689875
Tarojobo	id=g:6689876
I-n-Brom	id=g:6689877
Tinélemoum	id=g:6689878
Ti-n-Tamazeyguet	id=g:6689879
Ilouk	id=g:6689880
Ouadada	id=g:6689881
Ti-n-Zamé	id=g:6689882
I-n-Anaka	id=g:6689883
Ouchegui	id=g:6689884
Ti-n-Léleyten	id=g:6689885
Iknéouan	id=g:6689886
Tazemol	id=g:6689887
Ti-n-Sinana	id=g:6689888
I-n-Tasrokan	id=g:6689889
Ti-n-Nassarer	id=g:6689890
I-n-Elouan	id=g:6689891
Sitbagazi	id=g:6689892
Guidara	id=g:6689893
Dalba	id=g:6689894
Tadisi	id=g:6689895
I-n-Natan	id=g:6689896
Géséni	id=g:6689897
Kondya	id=g:6689898
Asset Idri	id=g:6689899
Mota	id=g:6689900
Timbaga	id=g:6689901
Aboulambo	id=g:6689902
Boundouguel	id=g:6689903
Dindé	id=g:6689904
Kounou	id=g:6689905
Tintadératé	id=g:6689906
Zinda	id=g:6689907
Bobo Bera	id=g:6689908
Gougorgo	id=g:6689909
Ti-n-Onor	id=g:6689910
Kala	id=g:6689911
Nora	id=g:6689912
Toubani	id=g:6689913
Talyenda	id=g:6689914
I-n-Leleyten	id=g:6689915
Ti-n-Siban	id=g:6689916
Aférer	id=g:6689917
Tarkandebou	id=g:6689918
Ti-n-Télout	id=g:6689919
I-n-Fiyakoum	id=g:6689920
Abarazeraz	id=g:6689921
Tabakat	id=g:6689922
Tantandabag	id=g:6689923
Ti-n-Tougast	id=g:6689924
Iménag	id=g:6689925
Ti Goulaf	id=g:6689926
Kes Mouziet	id=g:6689927
Gounhan	id=g:6689928
Haram	id=g:6689929
Ti-n-Harari	id=g:6689930
Tagalalt	id=g:6689931
Ti-n-Tarkden	id=g:6689932
Imiksan	id=g:6689933
I-n-Sakal	id=g:6689934
Tagalat	id=g:6689935
Oualigarey	id=g:6689936
Ouededi	id=g:6689937
Ti-n-Atassen	id=g:6689938
Ti-n-Borar	id=g:6689939
Amaidaral	id=g:6689940
Ti-n-Tafarat	id=g:6689941
Ti-n-Tamaya	id=g:6689942
Azaralha	id=g:6689943
Azouroum	id=g:6689944
Tiskeden	id=g:6689945
Alifoulaha	id=g:6689946
Adakakam	id=g:6689947
Badarya	id=g:6689948
I-n-Guimba	id=g:6689949
Ti-n-Taratas	id=g:6689950
Igui	id=g:6689951
Ti-n-Korbana	id=g:6689952
Algadri	id=g:6689953
Tabelbel	id=g:6689954
Tarada	id=g:6689955
Aguet Nali	id=g:6689956
Assor	id=g:6689957
Oy	id=g:6689958
Ouakourno	id=g:6689959
Lahayana	id=g:6689960
Babé Sergou	id=g:6689961
Ti Naha	id=g:6689962
Aza	id=g:6689963
Ti Galatin	id=g:6689964
Ougandi	id=g:6689965
Assabadéna	id=g:6689966
Tankakat	id=g:6689967
Ibeskat	id=g:6689968
Ti Enfagatam	id=g:6689969
Argou	id=g:6689970
Tabangart	id=g:6689971
Kimidissi	id=g:6689972
Tazidest	id=g:6689973
Ti-n-Ag Har	id=g:6689974
Gaïdi Gindé	id=g:6689975
Bitam	id=g:6689976
Ti-n-Ibet	id=g:6689977
Ti-n-Sareren	id=g:6689979
Tadoumbost	id=g:6689980
Ti-n-Tegalatin	id=g:6689981
I-n-Tabakat	id=g:6689982
Ti-n-Tabakart	id=g:6689983
I-n-Agholout	id=g:6689984
Ti-n-Tagart	id=g:6689985
Ezeur	id=g:6689986
Ouarouaran	id=g:6689987
Esseli	id=g:6689988
Ti-n-Tabalak	id=g:6689989
Ti-n-Gandayent	id=g:6689990
I-n-Massana	id=g:6689991
Ti-n-Fidina	id=g:6689992
Ti-n-Karani	id=g:6689993
Kissirani	id=g:6689994
Tissouag	id=g:6689995
Tarchet	id=g:6689996
Akarkar	id=g:6689997
Tarmedetin	id=g:6689998
Tabatelt	id=g:6689999
Ti-n-Amar	id=g:6690000
Agel Reuz	id=g:6690001
Ag i-n-Leman	id=g:6690002
Im Guezal	id=g:6690003
Majibo	id=g:6690004
Ouatari	id=g:6690005
I-n-Takat	id=g:6690006
I-n-Nimnez	id=g:6690007
Sitidimi	id=g:6690008
Ioualtaratin	id=g:6690009
I-n-Belmata	id=g:6690010
Tigui Satin	id=g:6690011
Ti-n-Keratin	id=g:6690012
Ti-n-Tinitin	id=g:6690013
Toaghagha	id=g:6690014
Assé Nédri	id=g:6690015
Igui Lana	id=g:6690016
Onda	id=g:6690017
Gougouma Koïna	id=g:6690018
Korotondi	id=g:6690019
Zangogounda	id=g:6690020
Tanson	id=g:6690021
Barkagounda	id=g:6690022
Ti-n-Amgazen	id=g:6690023
Fafa	id=g:6690024
Doubel	id=g:6690025
Korikoïko	id=g:6690026
Bobolo Baria	id=g:6690027
Gounigouni Dindé	id=g:6690028
Borotondi	id=g:6690029
Ondo Niné	id=g:6690030
Tina Touma	id=g:6690031
Gala	id=g:6690032
Kaïka	id=g:6690033
Koutou	id=g:6690034
Doundouy	id=g:6690035
Namadi	id=g:6690036
Agoufou	id=g:6690037
Toba	id=g:6690038
Bara	id=g:6690039
Souggan	id=g:6690040
Aguef Daou	id=g:6690041
Koubarédan	id=g:6690042
Akoukou	id=g:6690043
I-n-Aghata	id=g:6690045
I-n-Arkabey	id=g:6690046
Ti-n-Tifarat	id=g:6690047
Tagachélif	id=g:6690048
I-n-Tandiouan	id=g:6690049
I-n-Tasguey	id=g:6690050
Ti-n-Fagagan	id=g:6690051
Berkouan	id=g:6690052
Zéboug	id=g:6690053
I-n-Aguersaman	id=g:6690054
I-n-Borar	id=g:6690055
Tassameydet	id=g:6690056
Ti-n-Tagart	id=g:6690057
Ti-n-Zaouata	id=g:6690058
Bagawan	id=g:6690059
I-n-Bekat	id=g:6690060
I-n-Emdak	id=g:6690061
I-n-Borar	id=g:6690062
Ti-n-Akolan	id=g:6690063
Ti-n-Akoko	id=g:6690064
Léguis	id=g:6690065
Ko Foudran	id=g:6690066
Ag Massaoua	id=g:6690067
Agoum Moki	id=g:6690068
I-n-Tabalalak	id=g:6690069
I-n-Kin Deman	id=g:6690070
Zobar	id=g:6690071
Aylilé	id=g:6690072
Tanagaman	id=g:6690073
Sorori	id=g:6690074
I-n-Kilivi	id=g:6690075
Bani Bango	id=g:6690076
I-n-Tikar	id=g:6690077
I-n-Magaen	id=g:6690078
Ti-n-Azir	id=g:6690079
Amakas	id=g:6690080
Pétéou Tiegouma	id=g:6690081
Akoukou	id=g:6690082
Ambedjele Hotel	id=g:6691582
Makhouz	id=g:6699101
Aïn Askâf	id=g:6699106
El Chambi	id=g:6699107
’Oglat Assor	id=g:6699108
Guelb Chahaz	id=g:6699109
’Oglât Mohammed Ould Ahmed Regueïbi	id=g:6699111
’Oglât Tîlemsî	id=g:6699112
’Oglât Amguérénat	id=g:6699113
Goûr Areïs	id=g:6699114
Dakhlet Dzamrâne	id=g:6699121
Aguilâl Sbot	id=g:6699124
Toufourine	id=g:6699270
Boû Djébéha	id=g:6699271
Gâra Boû Cherb	id=g:6699272
Métraoukha	id=g:6699273
El Melhas	id=g:6699274
El Goub	id=g:6699275
Metemma	id=g:6699276
I-n-Katayan	id=g:6699277
I-n-Ténerèn	id=g:6699278
I-n-Fakao	id=g:6699279
I-n-Gita	id=g:6699280
Erayatan	id=g:6699281
Zagawi	id=g:6699282
I-n-Kakané	id=g:6699283
Ti-n-Tililt	id=g:6699284
Ti-n-Nora	id=g:6699285
I-n-Adag	id=g:6699286
I-n-Taraka	id=g:6699287
Andar i-n-Tékélit	id=g:6699288
I-n-Zigran	id=g:6699289
Ti Kakatèn	id=g:6699290
I-n-Terkérouazt	id=g:6699291
Esalsal	id=g:6699292
I Hagana	id=g:6699293
Es Sakan	id=g:6699294
I-n-Ahèz	id=g:6699295
Alagaga	id=g:6699296
Ikinewan	id=g:6699297
I-n-Fana	id=g:6699298
Jébouk	id=g:6699299
Tifagagèn	id=g:6699300
Ezar	id=g:6699301
Rabrak	id=g:6699302
Takédout	id=g:6699303
I Kakan	id=g:6699304
Tagérigéri	id=g:6699305
Tagora-Skaolèt	id=g:6699306
Ti Goulat	id=g:6699307
Oubèy	id=g:6699308
I-n-Nijan	id=g:6699309
Takawalèd	id=g:6699310
Tatézarat	id=g:6699311
Ti-n-Sorténit	id=g:6699312
Ti-n-Atakèy	id=g:6699313
I-n-Ahèz	id=g:6699314
Agérmam	id=g:6699315
Amilèn	id=g:6699316
I-n-Alakam	id=g:6699317
Ti-n-Azagès	id=g:6699318
I-n-Nanasman	id=g:6699319
Ti-n-Wiliwili	id=g:6699320
I-n-Nagam	id=g:6699321
Ti-n-Sataf	id=g:6699322
Ti-n-Tamdak	id=g:6699323
Ifagagèn	id=g:6699324
Azèy	id=g:6699325
Ararazraraz	id=g:6699326
I-n-Chakamak	id=g:6699327
Ti Bazabazé	id=g:6699328
I-n-Tadagotan	id=g:6699329
Ti-n-Taghamagh	id=g:6699330
Amil	id=g:6699331
I-n-Alkasèl	id=g:6699332
I-n-Eréhi	id=g:6699333
Arsikalèn	id=g:6699334
I-n-Akalafa	id=g:6699335
Ti-n-Agarof	id=g:6699336
Nasakwatèn	id=g:6699337
Dangarous	id=g:6699338
Nisékwa	id=g:6699339
Yéfontadèn	id=g:6699340
Engriaz	id=g:6699341
Engajeud	id=g:6699342
Ti-n-Tajemnt	id=g:6699343
Amilèn	id=g:6699344
I-n-Téfak	id=g:6699345
Karèn	id=g:6699346
Ti-n-Tamazgèt	id=g:6699347
Ti Soa	id=g:6699348
Adarèn Tikilit	id=g:6699349
Ti Joral	id=g:6699350
I-n-Ajim	id=g:6699351
Chin Ana	id=g:6699352
Balimatèn	id=g:6699353
Ti Dinbawi	id=g:6699354
Akabar	id=g:6699355
I-n-Touhount	id=g:6699356
Ti-n-Idi	id=g:6699357
I-n-Téhilalé	id=g:6699358
Chétolaka	id=g:6699359
Ti Daniwé	id=g:6699362
Taladé	id=g:6699363
Ti Nakolèl	id=g:6699364
Ti-n-Abarbal	id=g:6699365
Télaradad	id=g:6699366
Raghous	id=g:6699367
Tarorichir	id=g:6699368
I-n-Girmas	id=g:6699369
Igilimama	id=g:6699384
I-n-Gadayan	id=g:6699385
Banika	id=g:6699386
Banika	id=g:6699387
Ti-n-Amazor	id=g:6699395
Touférèn	id=g:6699399
Taratérit	id=g:6699400
I-n-Ahèz	id=g:6699401
Ti-n-Abalak	id=g:6699402
Ti-n-Gérsémni	id=g:6699403
I-n-Ajim	id=g:6699404
Taladé	id=g:6699405
I-n-Taladé	id=g:6699406
I Bokèt	id=g:6699407
Bingir	id=g:6699408
Ti Samèt	id=g:6699409
I-n-Maghagha	id=g:6699410
I-n-Terkérouazt	id=g:6699411
Ilouk	id=g:6699412
Bouli Kadiéré	id=g:6759272
Birouéli	id=g:6759274
Koliabe	id=g:6759432
Léwa Doubalédji	id=g:6759433
Bodé Tchové	id=g:6759444
Gourel Malal	id=g:6759445
Gavi Togossel	id=g:6759463
Farandala Toronké	id=g:6759464
Tchangol Janba	id=g:6759465
Aïre Séné Loumbo	id=g:6759477
Moussabougou	id=g:6759479
Balé	id=g:6759480
Tagal Aére	id=g:6759481
Vindo Gaoudé	id=g:6759483
Dabai Wali	id=g:6759485
Diamoukata	id=g:6759486
Gourel Diéboudou	id=g:6759487
El Arlal	id=g:6759490
El Boba	id=g:6759491
Oulalui Abouye	id=g:6759492
Laglala	id=g:6759493
Mare de Lorak	id=g:6759787
Mare de Zaraké	id=g:6759788
Bergerie de Lorak Bané	id=g:6759789
Talissi Dame	id=g:6759790
Dabai Ameidi	id=g:6759791
Palal	id=g:6759792
Kétouel	id=g:6759793
Gourel Abdoulaye	id=g:6759794
Dar Salam	id=g:6759795
Tchangol Sanbaour	id=g:6759796
Tchangol Maoundè	id=g:6759797
Gourel Dianbé	id=g:6759798
Sanbalade	id=g:6759799
Kalawal	id=g:6759800
Eolienne	id=g:6759802
Gourel Sénou	id=g:6759803
El Kelbi	id=g:6759804
Tchangol Kamana	id=g:6759805
Diawanbé	id=g:6759806
Gourel Modi	id=g:6759807
Gourel Abdoulaye	id=g:6759808
Diémodari	id=g:6759809
Gourel Baïdi Dia	id=g:6759810
Karaharo	id=g:6759811
Folonkidé Boundou	id=g:6759812
Goumbo	id=g:6759813
Diha	id=g:6759814
Gadiaba kadiel Diawanbé	id=g:6759815
Gadiaba Mbouhayabé	id=g:6759816
Gourel Abdou Karel	id=g:6759817
Touroussaba	id=g:6759818
Faka	id=g:6759819
Krobilé	id=g:6759821
Kamandapé	id=g:6759822
Nioro Rufis	id=g:6759824
Niamori	id=g:6759825
Kahi	id=g:6759827
Gourel Mousse	id=g:6759828
Gourel Sidi	id=g:6759829
Moudéré	id=g:6759830
Séoundé	id=g:6759831
Konbournavel	id=g:6759833
Windou Damal	id=g:6759834
El Gouassa	id=g:6759835
Mag ta Lenyib	id=g:6759859
Iossé	id=g:6759860
Nhalé	id=g:6759861
Manchan Bougou Lanbé	id=g:6759862
Labayé	id=g:6759865
Coudou Coudou	id=g:6759866
Bobo Lanbé	id=g:6759867
Bel el Sadio	id=g:6759868
Windou Fourdou	id=g:6759869
Kadiel	id=g:6759870
Touroumbou Sinia	id=g:6759871
Maligue	id=g:6759872
Cuémou	id=g:6759873
Gourélé Mamatierno	id=g:6759874
Cakana	id=g:6759875
Boulou Torabé	id=g:6759876
Karsala	id=g:6759877
Gourel Bei	id=g:6759878
Sédéga	id=g:6759880
Kerguédié	id=g:6759881
Arimanté	id=g:6759882
Goudou Goujou	id=g:6759883
Garna	id=g:6759884
Soubeï Bara	id=g:6759885
Soubai Bara	id=g:6759886
Larigue	id=g:6759887
Mare de Touemirt	id=g:6759888
Matabrou	id=g:6759889
Aïn el Anz	id=g:6759895
Zéreïla	id=g:6760784
Abiné	id=g:6760785
Bouaré	id=g:6760786
Mare de Bonié	id=g:6760787
Palol Kaïtane	id=g:6760789
Boubakar Oulouje Koura	id=g:6760790
Moujerigue Oulad Hamed	id=g:6760791
Boubakan Ould Mamoud	id=g:6760792
Ali Oumbark Akouroud	id=g:6760793
Guéléïbate Koïra	id=g:6760794
Mare de Siré Dala	id=g:6760795
Baniougou	id=g:6760796
Tourougoumbou	id=g:6760797
Lonirdé	id=g:6763804
Kan	id=g:6763805
Daka-Dontori	id=g:6763807
Daka-Takouma	id=g:6763808
Nama	id=g:6763809
Noussa	id=g:6763810
Calandiérí	id=g:6763811
Pio	id=g:6763812
Goua	id=g:6763813
Diakéra	id=g:6763814
Gandé-Dialaba	id=g:6763815
Nénabé	id=g:6763816
Mayel Dipouli	id=g:6763817
Fatoumao	id=g:6763819
Diakavel	id=g:6763820
Toguéré-Sanga	id=g:6763821
Gourel-Madié	id=g:6763822
Toguel-Amirou	id=g:6763823
Saré-Barké	id=g:6763824
Fombana	id=g:6763825
Wake-Ousmane	id=g:6763826
Ténéma	id=g:6763827
Roundé	id=g:6763828
Sili	id=g:6763829
Mahel Kourou	id=g:6763830
Sindé-Sala	id=g:6763831
Karsa	id=g:6763832
Kona-Mali	id=g:6763834
Pirata	id=g:6763835
Kona-Mali	id=g:6763836
Toguel-Kossam	id=g:6763837
Dierma	id=g:6763838
Bouncham	id=g:6763839
Goumavel	id=g:6763840
Gomou	id=g:6763842
Néné	id=g:6763843
Moalouna	id=g:6763844
Kori	id=g:6763845
Miehoul	id=g:6763846
Kouma	id=g:6763847
Bambiré	id=g:6763848
Kontanga	id=g:6763849
Sayné Vindou	id=g:6763969
Niamio	id=g:6764086
Koumbel-Alfa	id=g:6764087
Koumbel-Gouré	id=g:6764088
Teala	id=g:6764089
Toguel-Soulé	id=g:6764090
Niofouldou	id=g:6764091
Djoboèye	id=g:6764092
Bolel	id=g:6764093
Bolel-Maoundé	id=g:6764094
Gabi	id=g:6764095
Ndokoèye	id=g:6764096
Sana	id=g:6764097
Orjou	id=g:6764098
Toguel Biro	id=g:6764099
Toguel Guilé Saré	id=g:6764100
Bouari	id=g:6764101
Dondawel	id=g:6764102
Toguel Soke	id=g:6764103
Toguel Bougadie	id=g:6764104
Tiénel-Paka	id=g:6764105
Mouni Dani	id=g:6764106
Kounaguel	id=g:6764107
Naouré Pouchi	id=g:6764108
KanieKobo	id=g:6764109
Lougué	id=g:6764110
Niéhe	id=g:6764111
Naouré Yero	id=g:6764112
Fetodoundevi	id=g:6764114
Kountila	id=g:6764118
Niania	id=g:6764119
Kanou	id=g:6764120
Toguel Pobi	id=g:6764121
Toguel Bibé	id=g:6764122
Pimpé	id=g:6764123
Toguel Loundi	id=g:6764124
Toguel Teré Balé	id=g:6764125
Manga-Gourel	id=g:6764126
Toguel Liére	id=g:6764127
Arona	id=g:6764128
Guenewol	id=g:6764129
Guénéwol-Saré	id=g:6764130
Tchiougorde	id=g:6764131
Toguel Réoubé	id=g:6764132
Tougara	id=g:6764133
Naouréni Goro	id=g:6764134
Toguel	id=g:6764135
Vendé-Bouta	id=g:6764136
Aman-Nangou	id=g:6764137
Diougui-Maoundé	id=g:6764138
Diougui-Dimba	id=g:6764139
Toguel Dioungal	id=g:6764140
Toguel Tarasourouré	id=g:6764141
Dioulgoul	id=g:6764144
Naore Birama	id=g:6764145
Kotiala	id=g:6764146
Longuel	id=g:6764147
Saré-Toumou	id=g:6764148
Boki	id=g:6764149
Assi	id=g:6764150
Malangal	id=g:6764151
Saré-Matialou	id=g:6764152
Tarbaye	id=g:6764153
Tildé-Tarbaye	id=g:6764154
Tiéhel-Barka	id=g:6764155
Konssé	id=g:6764156
Goumel	id=g:6764157
Somoguiri	id=g:6764158
Tinta	id=g:6764159
Diba-Kona	id=g:6764160
Sandoro-Ouro-Bala	id=g:6764161
Sandoro-Mayo	id=g:6764162
Pinnkéna	id=g:6764163
Manguila	id=g:6764164
Gangal-Kékèye	id=g:6764165
Sahéré Ruines	id=g:6764166
Seini	id=g:6764167
Naouré Cuessé	id=g:6764168
Kéba	id=g:6764169
Madéhodi	id=g:6764170
Débéré Maoundé	id=g:6764171
Tidéré Koli	id=g:6764172
Naréyal	id=g:6764173
Naouré Songodé	id=g:6764174
Daka-Dondétia	id=g:6764176
Daka-Bibalé	id=g:6764177
Diougouni	id=g:6764178
Toya	id=g:6764179
Toumi-Diaka	id=g:6764180
Yalo	id=g:6764181
Passounté	id=g:6764526
Guéou	id=g:6764527
Wabou	id=g:6764529
Ouro-Ankona	id=g:6764530
Diambou	id=g:6764544
Pora-Somono	id=g:6764545
Abdoumagoni	id=g:6764546
Mayo Moura	id=g:6764547
Vakéna	id=g:6764548
Daïma	id=g:6764549
Daguéré Modi	id=g:6764551
Daguéré Digani	id=g:6764692
Digani	id=g:6764693
Wandjiré	id=g:6764694
Mountou	id=g:6764695
Tossa	id=g:6764696
Narou	id=g:6764697
Gabi	id=g:6764698
Lalovi-Ngoti	id=g:6764699
Ngouréma-Bakouré	id=g:6764700
Ngouréma Faya	id=g:6764701
Mayel Diboni	id=g:6764702
Velingara	id=g:6764703
Sandoua	id=g:6764704
Bélanguel	id=g:6764705
Toguéré-Saré	id=g:6764706
Narebadé	id=g:6764761
Niaouré Tindé	id=g:6764762
Mayel Moussou	id=g:6764763
Mayel Komana	id=g:6764764
Diarennde	id=g:6764765
Bena	id=g:6764766
Youré	id=g:6764767
Toguel Gongué	id=g:6764768
Toguel-Kadi	id=g:6764769
Caytadié	id=g:6764772
Koumboulou	id=g:6764773
Koumana	id=g:6764774
Tohalogoul	id=g:6764775
Peyoul	id=g:6764776
Séri Bantinéli	id=g:6764777
Nionégoul	id=g:6764778
Domono Tossokel	id=g:6764780
Domono	id=g:6765001
Ouro Galo	id=g:6765118
Ngayssi	id=g:6765120
Mayel Kana	id=g:6765123
Saré-Béré	id=g:6765124
Lolakarou	id=g:6765125
Koundouba	id=g:6765126
Sodoré	id=g:6765129
Mayel Tchenié	id=g:6765130
Pempa Dengueré	id=g:6765131
Mayel Tchegne	id=g:6765132
Sérendou	id=g:6765133
Bohu	id=g:6765363
Mayo Kotaba	id=g:6765365
Fatakara	id=g:6765366
Nofa	id=g:6765368
Sinnguino	id=g:6765369
Tiofa	id=g:6765370
Sono	id=g:6765371
Faïbaka	id=g:6765485
Fangaré- Daka	id=g:6765486
Daka-Dalaséré	id=g:6765487
Sanguira	id=g:6765488
Daka-Solemana	id=g:6765489
Naval	id=g:6765490
Kondila	id=g:6765491
Toumayé	id=g:6765492
Souman Bani	id=g:6765493
Noye	id=g:6765494
Koroboro	id=g:6765495
Souman-Bambara	id=g:6765496
Souman-Bozo	id=g:6765497
Foroudougou	id=g:6765833
Kaka	id=g:6765834
Montorobougou	id=g:6765835
Biba	id=g:6765836
Bana	id=g:6765837
Kabio	id=g:6765838
Toungué	id=g:6765839
Guitovéli	id=g:6765840
Abdoulkarimou	id=g:6765841
Tandaoura	id=g:6765842
Moupa	id=g:6765843
Saré-Koura	id=g:6765844
Dakeoulé	id=g:6765845
Diéme	id=g:6765846
Saré-Héré	id=g:6765847
Dakadïan	id=g:6765856
Sareba	id=g:6765857
Vétogaye	id=g:6765858
Saré-Bédari	id=g:6765859
Pagona	id=g:6765860
Kome	id=g:6765861
Taga	id=g:6765862
Noukouma	id=g:6765863
Taganiagay	id=g:6765864
Irndé	id=g:6765865
Yéré	id=g:6765866
Karana	id=g:6765867
Kemitaga	id=g:6765868
