Kungauma	id=g:928123
Chigunda Hill	id=g:931186
Chigumula School	id=g:931187
Chigumula Market	id=g:931188
Chigumukire	id=g:931189
Chigumukile Trading Centre	id=g:931190
Chigumba Hill	id=g:931191
Chiguluwindi Point	id=g:931192
Chiguluwindi	id=g:931193
Chigude	id=g:931194
Chigoti Hill	id=g:931195
Chigoneka	id=g:931196
Chigoneka	id=g:931197
Chigombe	id=g:931198
Chigoma	id=g:931199
Chigolo Dambo	id=g:931200
Chigogo	id=g:931201
Chigodi	id=g:931202
Chighachangombe	id=g:931203
Chigawa	id=g:931204
Chigaule	id=g:931205
Chigaru	id=g:931206
Chigandwa	id=g:931207
Chiganda	id=g:931208
Chigamula Forest Reserve	id=g:931209
Chigamba	id=g:931210
Chigadula	id=g:931211
Chifya Kandulu Chibere	id=g:931212
Chifuwa	id=g:931213
Chifuru Stream	id=g:931214
Chifundi	id=g:931215
Chifumbe	id=g:931216
Chifule	id=g:931217
Chifukula	id=g:931218
Chifomboti	id=g:931219
Chifisa	id=g:931220
Chifipo	id=g:931221
Chiendausiku	id=g:931222
Chiembekeza	id=g:931223
Chidzunda	id=g:931224
Chidzenji Stream	id=g:931225
Chidyaonga	id=g:931226
Chidumayo Nguruwe	id=g:931227
Chidumayo Lusale	id=g:931228
Chidumayo	id=g:931229
Chidumayo	id=g:931230
Chidothi	id=g:931231
Chidothi	id=g:931232
Chidothe	id=g:931233
Chidothe	id=g:931234
Chidote	id=g:931235
Chidiwo	id=g:931236
Chidiniba	id=g:931237
Chidimba	id=g:931238
Chidima	id=g:931239
Chidima	id=g:931240
Chidikha	id=g:931241
Chididi Mission	id=g:931242
Chididi	id=g:931243
Chidiampiri Island	id=g:931244
Chideru	id=g:931245
Chiderezi	id=g:931246
Chidawolo	id=g:931247
Chidatha	id=g:931248
Chidambo	id=g:931249
Chidambo	id=g:931250
Chidalanje Hills	id=g:931251
Chidakwende	id=g:931252
Chiculungueni	id=g:931253
Chicoleca	id=g:931254
Chico	id=g:931255
Chickumbeni	id=g:931256
Chickalamba	id=g:931257
Chichitike	id=g:931258
Chichiri	id=g:931259
Chichere	id=g:931260
Chibwinja	id=g:931261
Chibwe	id=g:931262
Chibwanateka	id=g:931263
Chibwana Nyangu	id=g:931264
Chibwana Mukhalipi	id=g:931265
Chibwana Mgemezulu	id=g:931266
Chibwana	id=g:931267
Chibwana	id=g:931268
Chibwana	id=g:931269
Chibwana	id=g:931270
Chibwana	id=g:931271
Chibwana	id=g:931272
Chibvura	id=g:931273
Chibunyu	id=g:931274
Chibungu	id=g:931275
Chibungo	id=g:931276
Chibuli	id=g:931277
Chibubu Hill	id=g:931278
Chibotero	id=g:931279
Chibonzi	id=g:931280
Chiboko	id=g:931281
Chiboko	id=g:931282
Chibisa Chirwa	id=g:931283
Chibisa	id=g:931284
Chibisa	id=g:931285
Chibeni	id=g:931286
Chibene	id=g:931287
Chibara	id=g:931288
Chibara	id=g:931289
Chibara	id=g:931290
Chibanzi	id=g:931291
Chibamba	id=g:931292
Chibako	id=g:931293
Chibako	id=g:931294
Chibaka	id=g:931295
Chibaka	id=g:931296
Chia River	id=g:931297
Chianse	id=g:931298
Chiam	id=g:931299
Chia Lagoon	id=g:931300
Chia	id=g:931301
Cheza	id=g:931302
Cheweta Hill	id=g:931303
Chewesa	id=g:931304
Chetedzi River	id=g:931305
Chesenda	id=g:931306
Chesen	id=g:931307
Chesamu Stream	id=g:931308
Cheroli Hill	id=g:931309
Cherenje	id=g:931310
Chenyentha	id=g:931311
Chenkumbi Hill	id=g:931312
Chenjeriani Islands	id=g:931313
Chenje Hill	id=g:931314
Chenje	id=g:931315
Chengwe River	id=g:931316
Chengwe	id=g:931317
Chenga	id=g:931318
Chenachena Falls	id=g:931319
Chemlima	id=g:931320
Chembe	id=g:931321
Chemave	id=g:931322
Chelonga	id=g:931323
Chelinda Hill	id=g:931324
Chelinda	id=g:931325
Chekunguza	id=g:931326
Chekopo Hill	id=g:931327
Chekhoma Hill	id=g:931328
Chekangombe Hill	id=g:931329
Chekandu Stream	id=g:931330
Cheka Hill	id=g:931331
Chejara Hill	id=g:931332
Chegwadja Forest Reserve	id=g:931333
Cheguma River	id=g:931334
Checufikeni	id=g:931335
Checheche	id=g:931336
Chazunda Market	id=g:931337
Chazuka	id=g:931338
Chazuka	id=g:931339
Chaziya	id=g:931340
Chazimya Hill	id=g:931341
Chazi Court	id=g:931342
Chazgama	id=g:931343
Chazama	id=g:931344
Chazama	id=g:931345
Chawuwa	id=g:931346
Chawuwa	id=g:931347
Chawuluma Jere	id=g:931348
Chawesa	id=g:931349
Chawanta	id=g:931350
Chawani	id=g:931351
Chawanda	id=g:931352
Chawa Mvula	id=g:931353
Chawala	id=g:931354
Chawala	id=g:931355
Chawala	id=g:931356
Chavura	id=g:931357
Chavukuka	id=g:931358
Chavina	id=g:931359
Chavikita Hills	id=g:931360
Chavara	id=g:931361
Chauwa	id=g:931362
Chauti Stream	id=g:931363
Chautela	id=g:931364
Chaumbara Hill	id=g:931365
Chaudris Estate	id=g:931366
Chaudre Estate	id=g:931367
Chatupa	id=g:931368
Chatile	id=g:931369
Chatewa	id=g:931370
Chateka Chipamphale	id=g:931371
Chatanga	id=g:931372
Chatanga	id=g:931373
Chatambalala	id=g:931374
Chatama	id=g:931375
Chatama	id=g:931376
Chatalala	id=g:931377
Chataika	id=g:931378
Chataika	id=g:931379
Chataghara Munthari	id=g:931380
Chasuku	id=g:931381
Chasowa	id=g:931382
Chasombo Hill	id=g:931383
Chaska Hill	id=g:931384
Chaseta	id=g:931385
Chaseta	id=g:931386
Chaseta	id=g:931387
Chaseta	id=g:931388
Chasefu	id=g:931389
Chasamba	id=g:931390
Charinda	id=g:931391
Charenga	id=g:931392
Chapwaitika	id=g:931393
Chapuwala	id=g:931394
Chapusi Hill	id=g:931395
Chapumbwa	id=g:931396
Chapuma	id=g:931397
Chapu	id=g:931398
Chapsinja	id=g:931399
Chapoli	id=g:931400
Chapola	id=g:931401
Chapola	id=g:931402
Chapita Stream	id=g:931403
Chapita	id=g:931404
Chapisi Hill	id=g:931405
Chapewa	id=g:931406
Chapenga School	id=g:931407
Chapendeha	id=g:931408
Chapata	id=g:931409
Chapasuka	id=g:931410
Chapanzi	id=g:931411
Chapanza	id=g:931412
Chapansaru	id=g:931413
Chapalapula	id=g:931414
Chaowa	id=g:931415
Chaoni Hill	id=g:931416
Chaoni	id=g:931417
Chaonanjiwa	id=g:931418
Chaolamokanda	id=g:931419
Chaola	id=g:931420
Chanzi	id=g:931421
Chanzamwana	id=g:931422
Chanyumbo Dambo	id=g:931423
Chanunkha Shawa	id=g:931424
Chanthanga Dambo	id=g:931425
Chanozga Hills	id=g:931426
Chankhwazi	id=g:931427
Chankhanga Stream	id=g:931428
Chankhamba Marsh	id=g:931429
Chankhamatete	id=g:931430
Chankhalamo Stream	id=g:931431
Chankha	id=g:931432
Chankaramo	id=g:931433
Chankanga Emanyaleni Dambo	id=g:931434
Chankhanga	id=g:931435
Chankali	id=g:931436
Chankakhala	id=g:931437
Chanika	id=g:931438
Chanika	id=g:931439
Changuma	id=g:931440
Changata Hill	id=g:931441
Changanjo Stream	id=g:931442
Chang’anga Stream	id=g:931443
Changaluwa	id=g:931444
Changalumi Cement Factory	id=g:931445
Changalumi	id=g:931446
Changali	id=g:931447
Chandiwu	id=g:931448
Chandiwira Moyo	id=g:931449
Chandeta	id=g:931450
Chande	id=g:931451
Chandamana Mwandira	id=g:931452
Chandamali	id=g:931453
Chanda Hill	id=g:931454
Chanda Hill	id=g:931455
Chanda	id=g:931456
Chanchepe	id=g:931457
Chanasa	id=g:931458
Chana	id=g:931459
Chamyeka	id=g:931460
Chamwavi Estate	id=g:931461
Chamvu	id=g:931462
Chamuhanya Gondwe	id=g:931463
Champoyo River	id=g:931464
Champongo	id=g:931465
Champira	id=g:931466
Champhumi	id=g:931467
Mount Champhila	id=g:931468
Champhezi Dambo	id=g:931469
Champhande	id=g:931470
Chamonsi	id=g:931471
Chamono	id=g:931472
Chamkoma Stream	id=g:931473
Chamkoma	id=g:931474
Chamkoma	id=g:931475
Chamkoma	id=g:931476
Chamkoma	id=g:931477
Chamkhonye Stream	id=g:931478
Lake Chamikombe	id=g:931479
Chamgwazo Hill	id=g:931480
Chamchere	id=g:931481
Chambwe	id=g:931482
Chambwe	id=g:931483
Chambwe	id=g:931484
Chambuluka	id=g:931485
Chambukira	id=g:931486
Chambo Dambo	id=g:931487
Chambiri	id=g:931488
Chambidzi	id=g:931489
Chambe Peak	id=g:931490
Chambe Market	id=g:931491
Chambe Court	id=g:931492
Chambe Basin	id=g:931493
Chambamkuya	id=g:931494
Chambala	id=g:931495
Chambala	id=g:931496
Chamba Court	id=g:931497
Chamba	id=g:931498
Chamawoya	id=g:931499
Chamaulambwe	id=g:931500
Chamatete	id=g:931501
Chamatete	id=g:931502
Chamatawa Stream	id=g:931503
Chamara	id=g:931504
Chamanga	id=g:931505
Chamanga	id=g:931506
Chamande	id=g:931507
Chamambo Hill	id=g:931508
Chamama Stores	id=g:931509
Chamama	id=g:931510
Chamama	id=g:931511
Chamaluza Stream	id=g:931512
Chamaliwa Stream	id=g:931513
Chamalala Stream	id=g:931514
Chamakuwi	id=g:931515
Chamakara Dam	id=g:931516
Chamakara	id=g:931517
Chamakala	id=g:931518
Chamakala	id=g:931519
Chamaka	id=g:931520
Chamadenga	id=g:931521
Chamadenga	id=g:931522
Chamachete Stream	id=g:931523
Chalundu Hill	id=g:931524
Chalunda	id=g:931525
Chalotwa	id=g:931526
Chalotwa	id=g:931527
Chaliwa	id=g:931528
Chalipweteka	id=g:931529
Chalilo	id=g:931530
Chalilima	id=g:931531
Chali	id=g:931532
Chaletuwa	id=g:931533
Chalera	id=g:931534
Chalendewa	id=g:931535
Chale	id=g:931536
Chale	id=g:931537
Chalangwero Hill	id=g:931538
Chakwawa Stream	id=g:931539
Chakwawa	id=g:931540
Chakwanila	id=g:931541
Chakuzamutu	id=g:931542
Chakuwara	id=g:931543
Chakupompha	id=g:931544
Chakupimba	id=g:931545
Chakuma	id=g:931546
Chakongwa	id=g:931547
Chakomanamkazi	id=g:931548
Chakhumbira	id=g:931549
Chakhumbira	id=g:931550
Chakhaza	id=g:931551
Chakhaza	id=g:931552
Chakhaza	id=g:931553
Chakhame	id=g:931554
Chakhala II	id=g:931555
Chakhala	id=g:931556
Chakazika	id=g:931557
Chakasa	id=g:931558
Chakapama	id=g:931559
Chakanza	id=g:931560
Chakalira	id=g:931561
Chakakamuka	id=g:931562
Chaiso Ndhlovu	id=g:931563
Chaiso Ndhlovu	id=g:931564
Chaima	id=g:931565
Chaima	id=g:931566
Chahumba Stream	id=g:931567
Chagwambala	id=g:931568
Chagwalugwa	id=g:931569
Chaguza	id=g:931570
Chagogo	id=g:931571
Chagocha	id=g:931572
Chagambatuka	id=g:931573
Chafuta	id=g:931574
Chafungwe Dambo	id=g:931575
Chafumukwa	id=g:931576
Chafumbwa	id=g:931577
Chafumbi	id=g:931578
Chafukira	id=g:931579
Chafudzika	id=g:931580
Chafiti Hill	id=g:931581
Chafisi Hill	id=g:931582
Chadzuka	id=g:931583
Chadza Mkwenda	id=g:931584
Chadza	id=g:931585
Chadza	id=g:931586
Chadika	id=g:931587
Chadagha	id=g:931588
Chadagha	id=g:931589
Chadagha	id=g:931590
Chabwera	id=g:931591
Chabwela	id=g:931592
Chabuka	id=g:931593
Chabinga Mission	id=g:931594
Cetsa	id=g:931595
Cesalino	id=g:931596
Central Region	id=g:931597
Cenjewazi Hill	id=g:931598
Cendesula	id=g:931599
Celemu	id=g:931600
Cefu Hill	id=g:931601
C D C Estates	id=g:931602
C D C Estates	id=g:931603
Cawola	id=g:931604
Cawanje	id=g:931605
Cawala	id=g:931606
Cavwelema	id=g:931607
Cavura	id=g:931608
Cavunguma	id=g:931609
Catewa School	id=g:931610
Cassapa	id=g:931611
Casato	id=g:931612
Casamwalala	id=g:931613
Capwawa	id=g:931614
Capuka	id=g:931615
Caphuka	id=g:931616
Cape Maclear School	id=g:931617
Cape Maclear	id=g:931618
Capamba School	id=g:931619
Capamba	id=g:931620
Caola	id=g:931621
Canyungu Stream	id=g:931622
Canyanga Hill	id=g:931623
Cantulo School	id=g:931624
Canthula Stream	id=g:931625
Cankhalamu	id=g:931626
Canicara	id=g:931627
Canganjo	id=g:931628
Camwala Hill	id=g:931629
Camsani	id=g:931630
Camphila	id=g:931631
Camphevu	id=g:931632
Camombo	id=g:931633
Camende	id=g:931634
Cambidzi	id=g:931635
Cambeyo	id=g:931636
Cambalekani	id=g:931637
Camanga School	id=g:931638
Camama	id=g:931639
Camalaza	id=g:931640
Camadji	id=g:931641
Caluwala	id=g:931642
Cakwila	id=g:931643
Cakwawa	id=g:931644
Cakwanika	id=g:931645
Cakuzizwa	id=g:931646
Cakutola	id=g:931647
Cakulembera	id=g:931648
Cakoloma	id=g:931649
Cakhuwi	id=g:931650
Cakaga Hill	id=g:931651
Cagweluka	id=g:931652
Cogaka	id=g:931653
Cafwamba	id=g:931654
Caera	id=g:931655
Caera	id=g:931656
Cadzowa	id=g:931657
Cacecedza	id=g:931658
Cabwedzeka	id=g:931659
Cabwato	id=g:931660
Cabvula	id=g:931661
Bwikito	id=g:931662
Bweya	id=g:931663
Bweteka	id=g:931664
Bwengu	id=g:931665
Bwemba	id=g:931666
Bwatalika	id=g:931667
Bwanthuwa	id=g:931668
Bwanje River	id=g:931669
Bwangu Stream	id=g:931670
Bwanasompho	id=g:931671
Bwana Mkumbwa Hill	id=g:931672
Bwanali	id=g:931673
Bwanali	id=g:931674
Bwanaisa	id=g:931675
Bwamba	id=g:931676
Bwala	id=g:931677
Bwaila	id=g:931678
Bwadzulu School	id=g:931679
Bwabwa Hill	id=g:931680
Bvumbwe School	id=g:931681
Bvumbwe Agricultural Experimental Station	id=g:931682
Buzi Hill	id=g:931683
Buzi	id=g:931684
Butari	id=g:931685
Butani Nyirenda	id=g:931686
Butani	id=g:931687
Burnett	id=g:931688
Burn Dam	id=g:931689
Bunyenga	id=g:931690
Bunyako Stream	id=g:931691
Buni	id=g:931692
Bungulo Hills	id=g:931693
Bungulo	id=g:931694
Bunganya Hill	id=g:931695
Bunganiro	id=g:931696
Bunduwundu Dambo	id=g:931697
Bundu Hill	id=g:931698
Bundi Hill	id=g:931699
Bunda Hill	id=g:931700
Bunda Forest Reserve	id=g:931701
Bunda Estate	id=g:931702
Bumphola	id=g:931703
Bumba Stream	id=g:931704
Bumba	id=g:931705
Buma Hill	id=g:931706
Buluzi	id=g:931707
Bulala Stream	id=g:931708
Bulala School	id=g:931709
Bulala	id=g:931710
Bula	id=g:931711
Buku	id=g:931712
Budu	id=g:931713
Bua River	id=g:931714
Bua Point	id=g:931715
Bua Estate	id=g:931716
Bua Drift	id=g:931717
Bua Bridge	id=g:931718
Bowoyo Stream	id=g:931719
Bowmande	id=g:931720
Bowi	id=g:931721
Bowe Hill	id=g:931722
Bowa	id=g:931723
Bowa	id=g:931724
Boti Kumwenda	id=g:931725
Boti	id=g:931726
Boti	id=g:931727
Bota	id=g:931728
Border Siding	id=g:931729
Bonongwe	id=g:931730
Boni	id=g:931731
Bongwe	id=g:931732
Bongoya	id=g:931733
Bongololo Hills	id=g:931734
Bongera	id=g:931735
Bonga Hill	id=g:931736
Bonga	id=g:931737
Bondo Hill	id=g:931738
Bondo	id=g:931739
Bondo	id=g:931740
Bondo	id=g:931741
Bondo	id=g:931742
Bondo	id=g:931743
Bonda	id=g:931744
Bomombo	id=g:931745
Bolero	id=g:931746
Bokosi Kunga	id=g:931747
Bokosi Kunga	id=g:931748
Bokosi Dindi	id=g:931749
Bokosi	id=g:931750
Boghoyo	id=g:931751
Boadzulu Island	id=g:931752
Bluegum Plantations	id=g:931753
Blantyre District	id=g:931754
Blantyre	id=g:931755
Blair	id=g:931756
Black Rock Hill	id=g:931757
Biziwamphanje Hill	id=g:931758
Bizi Hill	id=g:931759
Biwi Mzamba	id=g:931760
Biwi	id=g:931761
Biwi	id=g:931762
Bitoni Karuwa	id=g:931763
Biti Kalanje	id=g:931764
Bitchilipa	id=g:931765
Bisenti	id=g:931766
Bisai	id=g:931767
Bisa	id=g:931768
Bisa	id=g:931769
Bisa	id=g:931770
Biriwiri Trading Centre	id=g:931771
Binini	id=g:931772
Bingo	id=g:931773
Bimpi	id=g:931774
Bimbisi	id=g:931775
Bimbili Stream	id=g:931776
Bimbi	id=g:931777
Billiate	id=g:931778
Bilira	id=g:931779
Bilila Station	id=g:931780
Bilila	id=g:931781
Bilila	id=g:931782
Bile	id=g:931783
Bilale	id=g:931784
Bikivai	id=g:931785
Bichi	id=g:931786
Bibi	id=g:931787
Bibi	id=g:931788
Biambiri Mramu	id=g:931789
Bhumi Hill	id=g:931790
Besera	id=g:931791
Berenje	id=g:931792
Benula	id=g:931793
Beni	id=g:931794
Benga	id=g:931795
Benga	id=g:931796
Ben	id=g:931797
Bemvu Mission	id=g:931798
Bemberi	id=g:931799
Bembembe	id=g:931800
Bembeke Mission	id=g:931801
Bembe	id=g:931802
Belele	id=g:931803
Belekia	id=g:931804
Belekia	id=g:931805
Bechani	id=g:931806
Bechani	id=g:931807
Bazale Court	id=g:931808
Bawula School	id=g:931809
Bawi Trading Centre	id=g:931810
Bawe	id=g:931811
Bawa Banda	id=g:931812
Batamu Hande	id=g:931813
Basopo Lungu	id=g:931814
Basikolo	id=g:931815
Basange Point	id=g:931816
Basale	id=g:931817
Bartumeyo Tembo	id=g:931818
Barton Mzima	id=g:931819
Barton Jere	id=g:931820
Barambalala Stream	id=g:931821
Baquira	id=g:931822
Bano	id=g:931823
Bankala Hill	id=g:931824
Banja	id=g:931825
Bani	id=g:931826
Bangwe Hill	id=g:931827
Bangwe Hill	id=g:931828
Bangwe Hill	id=g:931829
Bangwe Forest Reserve	id=g:931830
Bangwa Hill	id=g:931831
Bangwa	id=g:931832
Bangula Halt	id=g:931833
Bango	id=g:931834
Bango	id=g:931835
Banga Stream	id=g:931836
Bangani	id=g:931837
Banga Estate	id=g:931838
Banga	id=g:931839
Banga	id=g:931840
Bang	id=g:931841
Bande	id=g:931842
Bandawe School	id=g:931843
Bandawe Point	id=g:931844
Bandawe Mission	id=g:931845
Bandawe	id=g:931846
Bandawe	id=g:931847
Bandawe	id=g:931848
Banda Hill	id=g:931849
Banda	id=g:931850
Banda	id=g:931851
Banda	id=g:931852
Banda	id=g:931853
Bana Swamp	id=g:931854
Bana	id=g:931855
Bambasi	id=g:931856
Bamba Church	id=g:931857
Balitse Dambo	id=g:931858
Balitsa	id=g:931859
Bali Hill	id=g:931860
Balala	id=g:931861
Balakasi	id=g:931862
Balakas	id=g:931863
Balakas	id=g:931864
Balaka	id=g:931865
Balaka	id=g:931866
Bala	id=g:931867
Bakile	id=g:931868
Bakhili	id=g:931869
Bakali	id=g:931870
Baghaya	id=g:931871
Azyuda	id=g:931872
Azimbare	id=g:931873
Awedsi Hill	id=g:931874
Austeni	id=g:931875
Aunde	id=g:931876
Augustino	id=g:931877
Asembe	id=g:931878
Antonio	id=g:931879
Anoki Mkhere	id=g:931880
Anjanzi	id=g:931881
Andreya	id=g:931882
Andama	id=g:931883
Amozi	id=g:931884
Amos Zakocera	id=g:931885
Amon Munthali	id=g:931886
Amonis	id=g:931887
Amoni	id=g:931888
Amon	id=g:931889
Amika Estate	id=g:931890
Amika	id=g:931891
Amenta	id=g:931892
Ambale Phaso	id=g:931893
Amazi	id=g:931894
Alumenda	id=g:931895
Alufasi	id=g:931896
Alufasi	id=g:931897
Alimenda Market	id=g:931898
Alimenda	id=g:931899
Alikishani	id=g:931900
Ali Kanyenda	id=g:931901
Alifandaka	id=g:931902
Alick Ndawandawa	id=g:931903
Alick Cisi School	id=g:931904
Alick Cisi	id=g:931905
Alexander Liti	id=g:931906
Alamu	id=g:931907
Akubilila	id=g:931908
Akoyo	id=g:931909
Agrippa Jere	id=g:931910
Agra Estate	id=g:931911
Agamonje	id=g:931912
Agabu	id=g:931913
Abute	id=g:931914
Abraham	id=g:931915
Abisai	id=g:931916
Abindanjoke	id=g:931917
Abele	id=g:931918
Abel Chunga	id=g:931919
Aaron	id=g:931920
Aaron	id=g:931921
Balaka District	id=g:1105840
Likoma District	id=g:1105841
Phalombe District	id=g:1105842
Chitipa	id=g:6297118
Dedza	id=g:6297119
Lilongwe International Airport	id=g:6297121
Nkhota Kota	id=g:6297122
Mangochi	id=g:6297123
Monkey Bay	id=g:6297124
Mzimba	id=g:6297125
Salima	id=g:6297126
Mzuzu	id=g:6297127
Mzuzu Hotel	id=g:6523922
The Namiwawa Blantyre	id=g:6531732
Mt. Mulanje	id=g:6942183
Santa Fe	id=g:1555414
Canal Wardlow	id=g:1818178
Los Carapilas	id=g:1818179
Aguaje del Laretto	id=g:1818180
Cañada El Oro	id=g:1948754
Paso Salinas	id=g:2593121
Chun Cedro	id=g:3411918
Tres Marías	id=g:3482868
Lorenzo del Real	id=g:3482869
Estero	id=g:3482870
Teresa	id=g:3482871
Benito Juárez	id=g:3482872
Maclovio Herrera	id=g:3482873
Estación El Esfuerzo	id=g:3482874
Estación San Carlitos	id=g:3482875
Cervantes	id=g:3482876
Tres de Mayo	id=g:3482877
La Colonia	id=g:3482878
El Fuerte	id=g:3482879
Laguna La Tortuga	id=g:3482880
Mata de Labra	id=g:3482881
Laguna Josecito	id=g:3482882
Vuelta de las Yeguas	id=g:3482883
Esteros	id=g:3482884
La Laguna	id=g:3482885
Cuauhtémoc	id=g:3482886
Las Palmas	id=g:3482887
Estación Los Plátanos	id=g:3482888
Paso de Mora	id=g:3482889
Santa Gertrudis	id=g:3482890
El Pentágono	id=g:3482891
El Palmar	id=g:3482892
Santa Patricia	id=g:3482893
El Progreso	id=g:3482894
Metate	id=g:3482895
Palo Hondo	id=g:3482896
La Azufrosa	id=g:3482897
Río El Cojo	id=g:3482898
Aureliano Caballero	id=g:3482899
El Carrizo de Opichán	id=g:3482900
El Nacimiento	id=g:3482901
El Palomo	id=g:3482902
El Lucero	id=g:3482903
Higinio Tanguma	id=g:3482904
El Carrizal Primero	id=g:3482905
Francisco I. Madero	id=g:3482906
El Carrizal Segundo	id=g:3482907
Laguna Los Españoles	id=g:3482908
La Gloria	id=g:3482909
Los Pericos	id=g:3482910
Garceño	id=g:3482911
Contrabando	id=g:3482912
Valles	id=g:3482913
Bellavista	id=g:3482914
La Reforma	id=g:3482915
Laguna La Salada	id=g:3482916
La Gloria	id=g:3482917
Rayoncito	id=g:3482918
López Rayón	id=g:3482919
Río El Comedor	id=g:3482920
Ruiz Cortines	id=g:3482921
Presa El Tigre	id=g:3482922
Campo Verde	id=g:3482923
Campo Nuevo	id=g:3482924
Nueva Esperanza	id=g:3482925
Santa Fé	id=g:3482926
Guadalupe Victoria	id=g:3482927
El Mayab	id=g:3482928
Gonzáles	id=g:3482929
Estación El Bernal	id=g:3482930
Estación de Microondas Cerro Bernal	id=g:3482931
Las Águilas del Bernal	id=g:3482932
El Salado	id=g:3482933
Lago P.Caballero	id=g:3482934
Graciano Sanchez	id=g:3482935
Francisco I. Madero	id=g:3482936
Tantoyuquita	id=g:3482937
Río Las Ánimas	id=g:3482938
Camotero	id=g:3482939
Bayo Verde	id=g:3482940
Corrales	id=g:3482941
Nueva Polonia	id=g:3482942
Los Aztecas	id=g:3482943
Río Guayalejo	id=g:3482944
Nuevo Tantoán	id=g:3482945
Santa Martha	id=g:3482946
Tantoán	id=g:3482947
El Triunfo	id=g:3482948
Lázaro Cárdenas	id=g:3482949
González Ortega	id=g:3482950
La Reforma	id=g:3482951
Los Olimpicos	id=g:3482952
División del Norte	id=g:3482953
Santa Clara	id=g:3482954
El Refugio	id=g:3482955
Las Ánimas	id=g:3482956
Triunfo Número Dos	id=g:3482957
Felipe Ángeles	id=g:3482958
Celaya	id=g:3482959
Estación Quintero	id=g:3482960
Río Las Ánimas	id=g:3482961
Santa Bárbara	id=g:3482962
Venustiano Carranza Número Uno	id=g:3482963
Ursulo Galván	id=g:3482964
Estación Villa	id=g:3482965
Morelos	id=g:3482966
San Rolando	id=g:3482967
Guayalejo	id=g:3482968
Gustavo A. Madero	id=g:3482969
Atizapán de Zaragoza	id=g:3482970
Presa Benito Juárez	id=g:3482971
Venustiano Carranza Número Dos	id=g:3482972
Nicolás Bravo	id=g:3482973
El Mezquital	id=g:3482974
Río El Sargento	id=g:3482975
Estación Guayales	id=g:3482976
Manuel Castaño Valiente	id=g:3482977
Primero de Mayo	id=g:3482978
La Azteca	id=g:3482979
Estación El Ejido	id=g:3482980
Melchor Ocampo	id=g:3482981
Estación Obregón	id=g:3482982
Las Águilas	id=g:3482983
La Vega	id=g:3482984
Benito Juárez	id=g:3482985
San Miguel de la Mora	id=g:3482986
Emiliano Zapata	id=g:3482987
Uat	id=g:3482988
El Abra	id=g:3482989
El Barranco	id=g:3482990
El Salvador	id=g:3482991
Las Flores	id=g:3482992
Río Los Galos	id=g:3482993
La Reforma	id=g:3482994
Praxedis G. Guerrero	id=g:3482995
México Libre	id=g:3482996
El Nacimiento	id=g:3482997
El Sauz	id=g:3482998
Tranquitas	id=g:3482999
Cuauhtémoc	id=g:3483000
Guayalejo	id=g:3483001
La Coma Borrada	id=g:3483002
Huacaleros	id=g:3483003
Ruben Jaramillo	id=g:3483004
Cinco de Mayo	id=g:3483005
Adolfo Lopez Mateos	id=g:3483006
Benito Juárez	id=g:3483007
La Isla de Ocampo	id=g:3483008
Loma Alta	id=g:3483009
Héroes de Chapultepec	id=g:3483010
Rancho Alegre	id=g:3483011
Plan de Guadalupe	id=g:3483012
La Escondida	id=g:3483013
Rancho Nuevo	id=g:3483014
Paso Real de Morelos	id=g:3483015
La Alhajilla	id=g:3483016
Tanlajas	id=g:3483017
Las Cortadas	id=g:3483018
Charco Largo	id=g:3483019
San Vicente	id=g:3483020
Laguna La Loca	id=g:3483021
Lago La Hilera	id=g:3483022
El Pensil	id=g:3483023
Ricardo Flores Magón	id=g:3483024
El Zopilote	id=g:3483025
Río Santa María de Guadalupe	id=g:3483026
Las Flores	id=g:3483027
Francisco Medrano	id=g:3483028
Nicolás Bravo	id=g:3483029
Las Canoas	id=g:3483030
Lázaro Cárdenas	id=g:3483031
El Paraíso	id=g:3483032
Aniceto Medrano	id=g:3483033
Santa María de Guadalupe	id=g:3483034
Praxedis G. Guerrero	id=g:3483035
El Peñon	id=g:3483036
Alberto Carrera Torres	id=g:3483037
San Francisco	id=g:3483038
Río Gallos Grandes	id=g:3483039
La Escondida	id=g:3483040
Lucio Vasquez	id=g:3483041
Rancho Nuevo	id=g:3483042
San Pedro	id=g:3483043
E. Aztecas	id=g:3483044
Valle de Cieneguilla	id=g:3483045
Ahuacales	id=g:3483046
Santo Tomás	id=g:3483047
San José de las Flores	id=g:3483048
Veinte de Noviembre	id=g:3483049
Tanque Blanco	id=g:3483050
Francisco I. Madero	id=g:3483051
Pastores	id=g:3483052
Santa Rita	id=g:3483053
Miguel Hidalgo	id=g:3483054
Magdaleno Cedillo	id=g:3483055
Emiliano Zapata	id=g:3483056
El Gavital	id=g:3483057
Alfonzo Terrones Benitez	id=g:3483058
Santa Ana de Arriba	id=g:3483059
