Jnaïdiyé	id=g:6278594
Gemeinde Planken	id=g:3042050
Ochsenkopf	id=g:3042051
Nendeln	id=g:3042052
Mittlerschellenberg	id=g:3042054
Mauren	id=g:3042055
Gemeinde Mauren	id=g:3042056
Mattajoch	id=g:3042057
Principality of Liechtenstein	id=g:3042058
Hinterschellenberg	id=g:3042060
Gamprin	id=g:3042062
Gemeinde Gamprin	id=g:3042063
Galinakopf	id=g:3042064
Fürstensteig	id=g:3042065
Frastanzer Sand	id=g:3042066
Eschen	id=g:3042068
Gemeinde Eschen	id=g:3042069
Drei Schwestern	id=g:3042070
Bendern	id=g:3042072
Balzers	id=g:3042073
Gemeinde Balzers	id=g:3042074
Mäls	id=g:3315349
Lawena	id=g:3315350
Wangerberg	id=g:3315351
Sücka	id=g:3315352
Rotenboden	id=g:3315353
Silum	id=g:3315354
Valüna	id=g:3315355
Masescha	id=g:3315356
Gaflei	id=g:3315357
Mühleholz	id=g:3315358
Ebenholz	id=g:3315359
Hotel Gorfion	id=g:6520526
Malbun	id=g:6545409
Steg	id=g:6545410
Plasteikopf	id=g:6938744
Mittlerspitz	id=g:6938746
Mittagsspitz	id=g:6938759
Hochspeler	id=g:6938779
Rappenstein	id=g:6938787
Rappastein	id=g:6938790
Langspitz	id=g:6938803
Koraspitz	id=g:6938805
Goldlochspitz	id=g:6938814
Spitz	id=g:6938835
Hubel	id=g:6938839
Kolme	id=g:6938843
Bödele	id=g:6938851
Nospitz	id=g:6938856
Heubühl	id=g:6938859
Heubüal	id=g:6938866
Kuegrat	id=g:6938892
Kirchlespitz	id=g:6938902
Krüppel	id=g:6938903
Chrüppel	id=g:6938905
Rauher Berg	id=g:6938908
Gamsgrad	id=g:6938920
Kirchle	id=g:6938945
Bergle	id=g:6938951
Stachlerkopf	id=g:6938956
Drei Kapuziner	id=g:6938960
Schönberg	id=g:6938974
Plattenspitz	id=g:6938981
Rucheck	id=g:6938994
Wurmtalkopf	id=g:6939018
Vorder-Alpspitz	id=g:6939024
Helwangspitz	id=g:6939034
Hächlaköpfe	id=g:6939061
Gafleispitz	id=g:6939093
Kuegrat	id=g:6939115
Garsellitürm	id=g:6939127
Haarkopf	id=g:6939130
Saroja	id=g:6939199
Garsellikopf	id=g:7303639
Alpspitz	id=g:7303643
Demmerahöhi	id=g:7303716
Hetabörgle	id=g:7303720
Kläusli	id=g:7303721
Naafkopf	id=g:7303726
Mazorahöhe	id=g:7303727
Rappasteinsattel	id=g:7303728
Tälihöhi	id=g:7303730
Augstenberg	id=g:7303736
Hahnenspiel	id=g:7303737
Silberhorn	id=g:7303739
Tuass	id=g:7303740
Karunkandalvannakulam	id=g:1222722
Karisal	id=g:1222723
Kattimahana	id=g:1222724
Karukkuliya Maha Wewa	id=g:1222725
Karunaldawetiya	id=g:1222726
Karukkuwatawana	id=g:1222727
Kattambuwawa	id=g:1222728
Kitagama	id=g:1222729
Karihattikulama	id=g:1222730
Karuppi Setta	id=g:1222731
Karawilahena	id=g:1222733
Karaimalaiyoothu	id=g:1222734
Chunkankeni	id=g:1222735
Zululand	id=g:1222736
Zowdegala	id=g:1222737
Yuillefield	id=g:1222738
Yugang Wewa	id=g:1222739
Yudaganawe Wewa	id=g:1222740
Yudaganawa	id=g:1222741
Ythanside	id=g:1222742
Yoxford	id=g:1222743
Yowungama	id=g:1222744
York Shoal	id=g:1222745
York Island	id=g:1222746
York Island	id=g:1222747
Yonpane	id=g:1222748
Yonganmulla	id=g:1222749
Yonagare	id=g:1222750
Yompana	id=g:1222751
Yombuwelthenna	id=g:1222752
Yogiyana	id=g:1222753
Yogamuwakanda	id=g:1222754
Yogama Estate	id=g:1222755
Yodiyankadu Aru	id=g:1222756
Yodian Kattu	id=g:1222757
Yodiankattu	id=g:1222758
Yodamalakapu Ara	id=g:1222759
Yodella	id=g:1222760
Yoda Wewa	id=g:1222761
Yoda Maha Wewa	id=g:1222762
Yodalipa	id=g:1222763
Yoda Kandiya Wewa	id=g:1222764
Yodakandiya Main Channel	id=g:1222765
Yodakandiya	id=g:1222766
Yodakanda	id=g:1222767
Yodagannawa	id=g:1222768
Yodagama	id=g:1222769
Yodagama	id=g:1222770
Yoda Ela Block B	id=g:1222771
Yoda Ela	id=g:1222772
Yoda Ela	id=g:1222773
Yoda Ela	id=g:1222774
Yoda Ela	id=g:1222775
Yoda Ela	id=g:1222776
Yoda Ela	id=g:1222777
Yoda Ela	id=g:1222778
Yodaela	id=g:1222779
Yodaela	id=g:1222780
Yodaela	id=g:1222781
Yoda Ela	id=g:1222782
Yoda Ela	id=g:1222783
Yoda Ela	id=g:1222784
Yetrimakkal Kudiyiruppu	id=g:1222785
Yelverton	id=g:1222786
Yellabeda	id=g:1222787
Yelatenne	id=g:1222788
Yaykattan Kulam	id=g:1222789
Yayegoda	id=g:1222790
Yayegedara	id=g:1222791
Yayewatta	id=g:1222792
Yayamulla	id=g:1222793
Yayagedara Ela	id=g:1222794
Yayagangoda	id=g:1222795
Yayedeniya	id=g:1222796
Yaya	id=g:1222797
Yaya	id=g:1222798
Yawitta Dola	id=g:1222799
Yavil	id=g:1222800
Yattowita	id=g:1222801
Yattogoda	id=g:1222802
Yattawatte	id=g:1222803
Yattaramulla	id=g:1222804
Yatthalgoda	id=g:1222805
Yattakula	id=g:1222806
Yatiyantota	id=g:1222807
Yatiyana	id=g:1222808
Yatiyana	id=g:1222809
Yatiyana	id=g:1222810
Yatiyana	id=g:1222811
Yatiyana	id=g:1222812
Yatiyana	id=g:1222813
Yatiwilla	id=g:1222814
Yatiwella	id=g:1222815
Yatiwehera	id=g:1222816
Yatiwawala	id=g:1222817
Yatiwara	id=g:1222818
Yatiwaldeniya	id=g:1222819
Yatiwala	id=g:1222820
Yatiwala	id=g:1222821
Yatirawanagammedda	id=g:1222822
Yatipola	id=g:1222823
Yatipiyangala	id=g:1222824
Yatipauwa Ela	id=g:1222825
Yatipahwwa	id=g:1222826
Yatipawwa	id=g:1222827
Yatipasgamuwe Ara	id=g:1222828
Yatipasgamuwa	id=g:1222829
Yatimiya	id=g:1222830
Yatimalkaduwa	id=g:1222831
Yatimahana	id=g:1222832
Yatimadura	id=g:1222833
Yatikaduruwa	id=g:1222834
Yatihenegedara Wewa	id=g:1222835
Yatihena	id=g:1222836
Yatihena	id=g:1222837
Yatihalgala Pallegama	id=g:1222838
Yatigammana	id=g:1222839
Yatigalpotta	id=g:1222840
Yatigaloluwa	id=g:1222841
Yatigala	id=g:1222842
Yatideriya	id=g:1222843
Yatawehora	id=g:1222844
Yatawehera	id=g:1222845
Yatawatura	id=g:1222846
Yatawatta	id=g:1222847
Yatawara	id=g:1222848
Yatawara	id=g:1222849
Yatawala	id=g:1222850
Yatawaka	id=g:1222851
Yatattawela	id=g:1222852
Yatattawala	id=g:1222853
Yatattawala	id=g:1222854
Yatapawula	id=g:1222855
Yatapana	id=g:1222856
Yatapana	id=g:1222857
Yatanwala	id=g:1222858
Yatantale	id=g:1222859
Yatangule	id=g:1222860
Yatamalagala	id=g:1222861
Yatalamatta	id=g:1222862
Yatala	id=g:1222863
Yatakulama	id=g:1222864
Yatakalan Oya	id=g:1222865
Yatakalanegama	id=g:1222866
Yatakalana	id=g:1222867
Yattogoda	id=g:1222868
Yatagare	id=g:1222869
Yatagampitiya Ganga	id=g:1222870
Yatagampitiya	id=g:1222871
Yatagama	id=g:1222872
Yatagama	id=g:1222873
Yatagama	id=g:1222874
Yatagala	id=g:1222875
Yatadolawatta	id=g:1222876
Yatadola	id=g:1222877
Yataderiya	id=g:1222878
Yasayawatta	id=g:1222879
Yasanampura	id=g:1222880
Yarrow	id=g:1222881
Yarravale	id=g:1222882
Yard Point	id=g:1222883
Yard Cove	id=g:1222884
Yapamma Udagama	id=g:1222885
Yapalana	id=g:1222886
Yapahuwa Wewa	id=g:1222887
Yapahuwa	id=g:1222888
Yapagama Wewa	id=g:1222889
Yapagama	id=g:1222890
Yapaau Dagoba	id=g:1222891
Yantanpolegama	id=g:1222892
Yantanpalawa	id=g:1222893
Yantampola	id=g:1222894
Yan Oya	id=g:1222895
Yan Oya	id=g:1222896
Yan Oya	id=g:1222897
Yankanathan Kulam	id=g:1222898
Yandure Ara	id=g:1222899
Yamarutan Kulam	id=g:1222900
Yamarutan Kulam	id=g:1222901
Yama Oya	id=g:1222902
Yamanmulla	id=g:1222903
Yamanakanda	id=g:1222904
Yalwela	id=g:1222905
Yaluwewa	id=g:1222906
Yaluwewa	id=g:1222907
Yaluwewa	id=g:1222908
Yalpota Tank	id=g:1222909
Yalpotha	id=g:1222910
Yalpatwela	id=g:1222911
Yalogama	id=g:1222912
Yalkumbura	id=g:1222913
Yalkumbura	id=g:1222914
Yalewala	id=g:1222915
Yalegoda	id=g:1222916
Yalegama	id=g:1222917
Yalegama	id=g:1222918
Yalagama	id=g:1222919
Yalegama	id=g:1222920
Yalawa	id=g:1222921
Yala Strict Natural Reserve	id=g:1222922
Yala Strict Natural Reserve	id=g:1222923
Yala Rock	id=g:1222924
Yala North Intermediate Zone	id=g:1222925
Yala North Intermediate Zone	id=g:1222926
Yala Natural Reserve	id=g:1222927
Yala National Park	id=g:1222928
Yala National Park	id=g:1222929
Yala National Park	id=g:1222930
Yala National Park	id=g:1222931
Yalakumbura	id=g:1222932
Yalagamuwa	id=g:1222933
Yalagala	id=g:1222934
Yala East Intermediate Zone	id=g:1222935
Yala East Intermediate Zone	id=g:1222936
Yala	id=g:1222937
Yakwila	id=g:1222938
Yakwila	id=g:1222939
Yakwala	id=g:1222940
Yakurawa	id=g:1222941
Yakuragala Oya	id=g:1222942
Yakupitiya	id=g:1222943
Yakunnawa	id=g:1222944
Yakungegala	id=g:1222945
Yakudegoda	id=g:1222946
Yakmaditta	id=g:1222947
Yakkure Wewa	id=g:1222948
Yakkure	id=g:1222949
Yakkuraw	id=g:1222950
Yakkuragala	id=g:1222951
Yakkumbura	id=g:1222952
Yakkilagama	id=g:1222953
Yakkawi	id=g:1222954
Yakkatuwa Forest Reserve	id=g:1222955
Yakkatuwa	id=g:1222956
Yakkannehara	id=g:1222957
Yakkandurawa	id=g:1222958
Yakkalamulla	id=g:1222959
Yakkala Kalapuwa	id=g:1222960
Yakkaduwa	id=g:1222961
Yakinikanda	id=g:1222962
Yakini Kanda	id=g:1222963
Yakinigeduwa	id=g:1222964
Yaggepitiya	id=g:1222965
Yakgahapitiya	id=g:1222966
Yakgahamulla	id=g:1222967
Yakgahagala Point	id=g:1222968
Yakgahagala	id=g:1222969
Yakgaha	id=g:1222970
Yakella	id=g:1222971
Yakdessawa	id=g:1222972
Yakdessagala	id=g:1222973
Yakdessa	id=g:1222974
Yakdehiwala	id=g:1222975
Yakberawagama	id=g:1222976
Yakbedda	id=g:1222977
Yakbedda	id=g:1222978
Yakbedda	id=g:1222979
Yakawewa	id=g:1222980
Yakawewa	id=g:1222981
Yakarawatta	id=g:1222982
Yaka Palugassewa	id=g:1222983
Yakanatuwanawala	id=g:1222984
Yakallaulpota	id=g:1222985
Yakallagama	id=g:1222986
Yakalla	id=g:1222987
Yakalla	id=g:1222988
Yakahalutenna	id=g:1222989
Yakahalpota	id=g:1222990
Yakagoda	id=g:1222991
Yakagala	id=g:1222992
Yakadawela	id=g:1222993
Yakadapota	id=g:1222994
Yakadapota	id=g:1222995
Yakadagolla	id=g:1222996
Yakadagoda	id=g:1222997
Yakada Gala	id=g:1222998
Yakedegalle	id=g:1222999
Yakadadutuwewa	id=g:1223000
Yakadabota Wewa	id=g:1223001
Yakabende Wewa	id=g:1223002
Yaka-andagaswewa	id=g:1223003
Yainna	id=g:1223004
Yahangala	id=g:1223005
Yahalmulla	id=g:1223006
Yahalgammedda	id=g:1223007
Yahalewela	id=g:1223008
Yahaletenna	id=g:1223009
Yahaletenna	id=g:1223010
Yahalekumbura	id=g:1223011
Yahelegedara	id=g:1223012
Yahalegama	id=g:1223013
Yahalearawa	id=g:1223014
Yahalakele	id=g:1223015
Yahalakanda	id=g:1223016
Yahaladuwa	id=g:1223017
Yahalabedda	id=g:1223018
Yahala	id=g:1223019
Yahala	id=g:1223020
Yahala	id=g:1223021
Yagodamulla	id=g:1223022
Yagoda	id=g:1223023
Yagirala Forest Reserve	id=g:1223024
Yagirala	id=g:1223025
Yaggasmulla	id=g:1223026
Yaggala	id=g:1223027
Yaganwela	id=g:1223028
Yaganwala	id=g:1223029
Yagamwela	id=g:1223030
Yagama	id=g:1223031
Yaddigedara	id=g:1223032
Yaddigama	id=g:1223033
Yaddigama	id=g:1223034
Yaddigama	id=g:1223035
Yaddigama	id=g:1223036
Yaddessawa	id=g:1223037
Yaddehigedara	id=g:1223038
Yaddehigedara	id=g:1223039
Yaddanpallam Kulam	id=g:1223040
Yaddamadu	id=g:1223041
Yadalgamuwa Wewa	id=g:1223042
Yadalgamu Talawa Pelessa	id=g:1223043
Yabara Wewa	id=g:1223044
Yabaraluwa	id=g:1223045
Wye	id=g:1223046
Wyamitta	id=g:1223047
Wowalswala	id=g:1223048
Wowala Kulam	id=g:1223049
Wowal	id=g:1223050
Wootton	id=g:1223051
Wood Thorpe	id=g:1223052
Woodstock	id=g:1223053
Woodlands	id=g:1223054
Woodlands	id=g:1223055
Woodland	id=g:1223056
Woodlake	id=g:1223057
Woodend	id=g:1223058
Wooden	id=g:1223059
Woodcote	id=g:1223060
Welpalla Pahalagama	id=g:1223061
Wlalhamalewa	id=g:1223062
Wiyaneliya	id=g:1223063
Wiyanduwa	id=g:1223064
Wiyanamulla	id=g:1223065
Wiyalapitiya	id=g:1223066
Wiyalagoda	id=g:1223067
Wiyalagoda	id=g:1223068
Witikale Wewa	id=g:1223069
Witigala	id=g:1223070
Witharandeniya	id=g:1223071
Witarampanguwa	id=g:1223072
Witanegoda	id=g:1223073
Witaketiya Number One	id=g:1223074
Wistarakanda	id=g:1223075
Wisiriyanwela	id=g:1223076
Wisamitura	id=g:1223077
Weera	id=g:1223078
Wirawila Wewa	id=g:1223079
Wirawila Bird Sanctuary	id=g:1223080
Wirawila Ara	id=g:1223081
Wirawila Ara	id=g:1223082
Wirawila	id=g:1223083
Wirawewa	id=g:1223084
Wirasurikanda	id=g:1223085
Weerasooriyagama	id=g:1223086
Wirasole	id=g:1223087
Wirasole	id=g:1223088
Wirasole	id=g:1223089
Wirasole	id=g:1223090
Wirasekeragama	id=g:1223091
Wirasangiliyagama	id=g:1223092
Wirappudikulama	id=g:1223093
Wirapokuna	id=g:1223094
Wirapana	id=g:1223095
Wiransole Wewa	id=g:1223096
Wirangula	id=g:1223097
Wiranegama	id=g:1223098
Wiranda Wewa	id=g:1223099
Wirandawatawana	id=g:1223100
Wirandagollewa	id=g:1223101
Wirandagoda Wewa	id=g:1223102
Wirandagoda	id=g:1223103
Wirandagaha Wewa	id=g:1223104
Weranundigama	id=g:1223105
Wirambuwa	id=g:1223106
Wirambugedara	id=g:1223107
Wiralmurippuwa	id=g:1223108
Wirakombandaluwa	id=g:1223109
Weerakodiyana Ihala	id=g:1223110
Wirakkuttigoda	id=g:1223111
Wirakkuttigama	id=g:1223112
Weeraketiya Wewa	id=g:1223113
Wiraketiya	id=g:1223114
Wirahingama	id=g:1223115
Wirahenegedara	id=g:1223116
Weerahena Part	id=g:1223117
Wirahena	id=g:1223118
Wiragolla	id=g:1223119
Wiragolla	id=g:1223120
Wiragoda	id=g:1223121
Wiragaswewa	id=g:1223122
Wiragaswewa	id=g:1223123
Wiragasellegoda	id=g:1223124
Weeragalla	id=g:1223125
Wiragahaella	id=g:1223126
Weeradadana Pahala	id=g:1223127
Winsar Park	id=g:1223128
Winifred	id=g:1223129
Windsor Forest	id=g:1223130
Winchfield Park	id=g:1223131
Wilweli	id=g:1223132
Wilwatta	id=g:1223133
Wilwatta	id=g:1223134
Wilwala	id=g:1223135
Wiltshire	id=g:1223136
Wilsons Plains	id=g:1223137
Wilsons Bungalow	id=g:1223138
Wilpotha Group	id=g:1223139
Wilpotha	id=g:1223140
Wilpotha	id=g:1223141
Wilpola	id=g:1223142
Wilpitare Wewa	id=g:1223143
Wilpita	id=g:1223144
Wilpita	id=g:1223145
Wilpita	id=g:1223146
Wilpattu West Sanctuary	id=g:1223147
Wilpattu North Sanctuary	id=g:1223148
Wilpattu National Park	id=g:1223149
Wilpasse	id=g:1223150
Wilpanakulam	id=g:1223151
Wilogedara	id=g:1223152
Wilmitiya Wewa	id=g:1223153
Willu Wewa	id=g:1223154
Willorawatta	id=g:1223155
Williyemulla	id=g:1223156
Williyagama	id=g:1223157
Villiyagama	id=g:1223158
Willigoda	id=g:1223159
Willarawadiya	id=g:1223160
Willa	id=g:1223161
Wili Wewa	id=g:1223162
Wilitapura	id=g:1223163
Wilimbula	id=g:1223164
Wilimbula	id=g:1223165
Wilimanne Wewa	id=g:1223166
Wilhera	id=g:1223167
Wilhena	id=g:1223168
Wilhelmina Group	id=g:1223169
Wilgomuwa	id=g:1223170
Wilgoda	id=g:1223171
Wilagandematawa	id=g:1223172
Wilgamuwa	id=g:1223173
Wilgama	id=g:1223174
Wile Wewa	id=g:1223175
Wilewewa	id=g:1223176
Wilewewa	id=g:1223177
Wilekulakanda Government Forest	id=g:1223178
Wilegoda	id=g:1223179
Wilegoda	id=g:1223180
Wilegoda	id=g:1223181
Wilegoda	id=g:1223182
Wilegama	id=g:1223183
Wilegama	id=g:1223184
Wilbawa	id=g:1223185
Wilbagedara	id=g:1223186
Wilawa Wewa	id=g:1223187
Wilawa	id=g:1223188
Wilattawa	id=g:1223189
Wilapola	id=g:1223190
Wilapola	id=g:1223191
Wilapola	id=g:1223192
Wilapala Wewa	id=g:1223193
Wila Oya	id=g:1223194
Wila Oya	id=g:1223195
Wila Oya	id=g:1223196
Wilangammulla	id=g:1223197
Wilanda Wala	id=g:1223198
Wilakatupota	id=g:1223199
Wilagoda Wewa	id=g:1223200
Wilagedera	id=g:1223201
Wilagama Wewa	id=g:1223202
Wilagama	id=g:1223203
Wilagama	id=g:1223204
Wilaatigoda	id=g:1223205
Wikirawita	id=g:1223206
Wikiliya	id=g:1223207
Wikiliya	id=g:1223208
Wikanda	id=g:1223209
Wikadenigama	id=g:1223210
Wijjagoda	id=g:1223211
Wijesiripura	id=g:1223212
Wijeriya	id=g:1223213
Wijebahukanda	id=g:1223214
Wijayapura	id=g:1223215
Wijayakatupotha Wewa	id=g:1223216
Wijayakatupotha	id=g:1223217
Wijanatkumbura	id=g:1223218
Wijahingama	id=g:1223219
Wihenpitiye Wewa	id=g:1223220
Wihenegama	id=g:1223221
Wihena	id=g:1223222
Wiharegodella	id=g:1223223
Wiharegama	id=g:1223224
Wiharegama	id=g:1223225
Wiharegamawatta	id=g:1223226
Wiharegalla	id=g:1223227
Wihara Wewa	id=g:1223228
Wiharawela	id=g:1223229
Wiharawela	id=g:1223230
Wiharatenne	id=g:1223231
Viharakanangoda	id=g:1223232
Wiharagama	id=g:1223233
Wiharagala	id=g:1223234
Wiguhumpola	id=g:1223235
Wigton	id=g:1223236
Wigoda	id=g:1223237
Wigamuwa	id=g:1223238
Wifield	id=g:1223239
Widurepola	id=g:1223240
Widiyawela	id=g:1223241
Widiyawatta	id=g:1223242
Weediyawatta	id=g:1223243
Widiyagoda	id=g:1223244
Widikanda	id=g:1223245
Widanegedara	id=g:1223246
Widagama	id=g:1223247
Wicklow Hill	id=g:1223248
Wicharanagama	id=g:1223249
Whyebeenea	id=g:1223250
Whyddonwatta	id=g:1223251
White Top Rock	id=g:1223252
Weymouth	id=g:1223253
Weyihena	id=g:1223254
Wey Ganga	id=g:1223255
Weygalla	id=g:1223256
Weyewelkulle	id=g:1223257
Weyangalla	id=g:1223258
Wewurukannala Temple	id=g:1223259
Wewtenna Wewa	id=g:1223260
Wewsirigama	id=g:1223261
Wewodagama	id=g:1223262
Wewita	id=g:1223263
Vavilihengoda	id=g:1223264
Wewila	id=g:1223265
Wewesse	id=g:1223266
Wewera Wewa	id=g:1223267
Wewelwatte	id=g:1223268
Wewelwela	id=g:1223269
Wewelwela	id=g:1223270
Weweltenna	id=g:1223271
Weweltalawa	id=g:1223272
Wewelpola	id=g:1223273
Wawelpanawa	id=g:1223274
Wewelobe Oya	id=g:1223275
Wewelobe	id=g:1223276
Wewelmaditta	id=g:1223277
Wewelmaditta	id=g:1223278
Wewelmadde	id=g:1223279
Wewelmada	id=g:1223280
Wewella	id=g:1223281
Wewalketiya	id=g:1223282
Wewelketiya	id=g:1223283
Wewelkandura	id=g:1223284
Weweliyadda	id=g:1223285
Wewelhinna	id=g:1223286
Wewelgala	id=g:1223287
Wewelduwa	id=g:1223288
Wewel Dola	id=g:1223289
Weweldeniya Pahalagama	id=g:1223290
Weweldeniya Ihalagama	id=g:1223291
Wewelagare	id=g:1223292
Wewegoda	id=g:1223293
Wewegedaragama	id=g:1223294
Wewegama	id=g:1223295
Wewatte Kandura	id=g:1223296
Wewatenne	id=g:1223297
Wewatenna	id=g:1223298
Wewathenna	id=g:1223299
Wewatenna	id=g:1223300
Wewatenna	id=g:1223301
Wewatenna	id=g:1223302
Wewaranawetiya	id=g:1223303
Wewarahinna	id=g:1223304
Wewalgoda	id=g:1223305
Wewala Wewa	id=g:1223306
Wewalapiyadda	id=g:1223307
Wewala Oya	id=g:1223308
Wewala Oya	id=g:1223309
Wewalagedara	id=g:1223310
Wewalagama	id=g:1223311
Wewaldeniya	id=g:1223312
Wewala Colony	id=g:1223313
Wewala	id=g:1223314
Wewala	id=g:1223315
Wewala	id=g:1223316
Wewala	id=g:1223317
Wewala	id=g:1223318
Wewala	id=g:1223319
Wewala	id=g:1223320
Wewala West	id=g:1223321
Wewala	id=g:1223322
Wewala	id=g:1223323
Wewakele	id=g:1223324
Wewakanda Wewa	id=g:1223325
Wewakanda Wewa	id=g:1223326
Wewakanda	id=g:1223327
Wewaihalagoda	id=g:1223328
Wewaideniya	id=g:1223329
Wewahamanduwa	id=g:1223330
Wewagoda	id=g:1223331
Wewagedara	id=g:1223332
Wewagedara	id=g:1223333
Wewagedara	id=g:1223334
Wewagedara	id=g:1223335
Wewagedara	id=g:1223336
Wewagedara	id=g:1223337
Wewagedara	id=g:1223338
Wewa Ganga	id=g:1223339
Wewagammedda	id=g:1223340
Wewagammedda	id=g:1223341
Wewagama	id=g:1223342
Wewagama	id=g:1223343
Wevelkelle	id=g:1223344
Wevekelle	id=g:1223345
Wevebedde	id=g:1223346
Weudagama	id=g:1223347
Weudagama	id=g:1223348
Weuda	id=g:1223349
Weuda	id=g:1223350
Wetunmalakanda	id=g:1223351
Wetumbegoda	id=g:1223352
Wettilekeni Aru	id=g:1223353
Wettewa	id=g:1223354
Wattewa	id=g:1223355
Wettewa	id=g:1223356
Wettewa	id=g:1223357
Wettehena	id=g:1223358
Wettaragoda	id=g:1223359
Wettankulama	id=g:1223360
Wettamurukkuwa Wewa	id=g:1223361
Wettamurukkuwa	id=g:1223362
Wettambuwana	id=g:1223363
Wetta Aru	id=g:1223364
Wetiye Wewa	id=g:1223365
Wetiyegedera	id=g:1223366
Wetiyegedara	id=g:1223367
Wetiyegedara	id=g:1223368
Wetiyegedara	id=g:1223369
Wetiyegadara	id=g:1223370
Wetiya Wewa	id=g:1223371
Wetiya Wewa	id=g:1223372
Wetiya Wewa	id=g:1223373
Wetiyawatta	id=g:1223374
Wetiya Pahalagama Wewa	id=g:1223375
Wetiyamulla	id=g:1223376
Wetiyakumbura	id=g:1223377
Wetiyagedara	id=g:1223378
Wetiya	id=g:1223379
Wetiya	id=g:1223380
Wetiya	id=g:1223381
Wetiya	id=g:1223382
Wetiya	id=g:1223383
Wetiepara	id=g:1223384
Wethkolawewa	id=g:1223385
Wetenne Wewa	id=g:1223386
Wethenna	id=g:1223387
Wetehepitiya	id=g:1223388
Weteggama	id=g:1223389
Wetasseyaya	id=g:1223390
Wetara	id=g:1223391
Wetalawa	id=g:1223392
Wethalawa	id=g:1223393
Wetakumhena Colony	id=g:1223394
Wetakuluwawa	id=g:1223395
Wetakoluwagama	id=g:1223396
Wetakoluwewa	id=g:1223397
Wetakoluwewa	id=g:1223398
Wetakoluwawa	id=g:1223399
Wetakoluwagama	id=g:1223400
Watakeiyagala	id=g:1223401
Wetakeyapota	id=g:1223402
Wetakepotha	id=g:1223403
Wetakeyawa	id=g:1223404
Wetakedeniya	id=g:1223405
Wetahirawagoda	id=g:1223406
Wetahirakanda	id=g:1223407
Wetagepotha	id=g:1223408
West Watta	id=g:1223409
Westward Ho	id=g:1223410
West Toune	id=g:1223411
Westmoreland	id=g:1223412
Westmoreland	id=g:1223413
Westminister Abbey	id=g:1223414
West Lynne	id=g:1223415
West Holyrood	id=g:1223416
West Haputale	id=g:1223417
Westhall	id=g:1223418
Wester Seaton Farm	id=g:1223419
Wester Seaton	id=g:1223420
Western Province	id=g:1223421
Western Channel	id=g:1223422
Wessiyaddewa	id=g:1223423
Wessigewela Wewa	id=g:1223424
Wessigewela	id=g:1223425
Wessibendagala	id=g:1223426
Weruppankulama	id=g:1223427
Werunkulama	id=g:1223428
Werunkulama	id=g:1223429
Werellepola	id=g:1223430
Werallapola	id=g:1223431
Werellapotha	id=g:1223432
Werellana	id=g:1223433
Werellagama	id=g:1223434
Werellagama	id=g:1223435
Werella	id=g:1223436
Werella	id=g:1223437
Werele	id=g:1223438
Wereagalla	id=g:1223439
Wera Wewa	id=g:1223440
Werawella Colony	id=g:1223441
Werawatta	id=g:1223442
Werawala	id=g:1223443
Weratota Meda Duwa	id=g:1223444
Weras Ganga	id=g:1223445
Werapola	id=g:1223446
Weerapokuna	id=g:1223447
Werapitiyawatta	id=g:1223448
Werapitiya	id=g:1223449
Waraniyagoda	id=g:1223450
Weeradiyagama	id=g:1223451
Weralupitiya	id=g:1223452
Weralupe	id=g:1223453
Weralugolla	id=g:1223454
Weralugastenna	id=g:1223455
Weralugasmankada	id=g:1223456
Weralugampola	id=g:1223457
Weralugama	id=g:1223458
Weralugahamula	id=g:1223459
Weralugahamada	id=g:1223460
Weralugahalanda	id=g:1223461
Weralanda	id=g:1223462
Weralagoda	id=g:1223463
Werakonkanda	id=g:1223464
Werakanda	id=g:1223465
Weraka	id=g:1223466
Werahunna	id=g:1223467
Weraherayagama	id=g:1223468
Weraherayagama	id=g:1223469
Weraherakotuwa	id=g:1223470
Weraheragama	id=g:1223471
Werahera	id=g:1223472
Werahera	id=g:1223473
Werahera	id=g:1223474
Werahera	id=g:1223475
Weragodayagama	id=g:1223476
Weragoda	id=g:1223477
Weragoda	id=g:1223478
Weragoda	id=g:1223479
Weragoda	id=g:1223480
Weragoda	id=g:1223481
Waragoda	id=g:1223482
Weragoda	id=g:1223483
Weragoda	id=g:1223484
Weragoda	id=g:1223485
Weragela Kanda	id=g:1223486
Weragantota	id=g:1223487
Weragampita	id=g:1223488
Weragama	id=g:1223489
Weragama	id=g:1223490
Weragama	id=g:1223491
Weragama	id=g:1223492
Weragama	id=g:1223493
Weragama	id=g:1223494
Weragola Wewa	id=g:1223495
Weragalawatta Wewa	id=g:1223496
Weragalawatta	id=g:1223497
Weragala Ruins	id=g:1223498
Weragalakanda	id=g:1223499
Weragala	id=g:1223500
Weragla	id=g:1223501
Weragala	id=g:1223502
Weragala	id=g:1223503
Weragala	id=g:1223504
Weragala	id=g:1223505
Weragala	id=g:1223506
Weragala	id=g:1223507
Weragala	id=g:1223508
Weragala	id=g:1223509
Weraduwa	id=g:1223510
Werabediyawa	id=g:1223511
Werabendiyawa Wewa	id=g:1223512
Werabenda	id=g:1223513
Werabendiyawa	id=g:1223514
Wepitiya	id=g:1223515
Wepatange	id=g:1223516
Wepatana	id=g:1223517
Wepataira	id=g:1223518
We Oya	id=g:1223519
Wennoruwa	id=g:1223520
Wennawatta	id=g:1223521
Wennappuwa Town	id=g:1223522
Weniwelpitiya	id=g:1223523
