Al ‘Aqm	id=g:402496
Bi’r Yahyā	id=g:408475
Jabal Dhanīb	id=g:408476
Bi’r ‘Umar	id=g:408477
Bi’r ‘Alawī	id=g:408478
Jabal Rehada	id=g:408479
Shi‘b ar Radu	id=g:408481
Aş Şarfāh	id=g:408482
Al Bayḑā	id=g:408483
Mulayḩah	id=g:408484
Wādī Mulayḩah	id=g:408485
Jalam	id=g:408486
Wādī Jalam	id=g:408487
An Nukhrah	id=g:408488
Jabal Radīf	id=g:408489
Al Ḩanakah	id=g:408490
Ḩabīl ad Dhanab	id=g:408491
Al Ḩabīlyah	id=g:408492
Bi’r Thamarī	id=g:408493
Aḑ Ḑahah	id=g:408494
Jabal Haqlah	id=g:408495
Wādī al Bubah	id=g:408496
Bayt Aḩmad Yahyā	id=g:408497
Dhil Ḩujayrah	id=g:408498
Jabal Radfār	id=g:408499
Jabal Thamarī	id=g:408500
Wādī Falhah	id=g:408501
Jabal Falhah	id=g:408502
Jabal al Qamarah	id=g:408503
Uqayb	id=g:408504
Bi’r al ‘Ayn	id=g:408505
Wādī Ḩardabah	id=g:408506
As Sūdā’	id=g:408553
Mansab	id=g:408559
Wādī Zirb	id=g:408561
Ash Shābiḩan	id=g:408562
Bi’r Sumbulah	id=g:408563
Umm Şa‘īd	id=g:408564
Al Jiblah	id=g:408565
Sākin Ahl Umm Ḩawzah	id=g:408566
‘Ubar Maswad	id=g:408567
Karīf Dawfān	id=g:408568
‘Aţţah	id=g:408592
Maflaḩī	id=g:408640
Azāriq	id=g:408641
‘Azāb	id=g:408645
Umm Buram	id=g:408736
Ḩabīl Umm Şūq	id=g:408737
Wādī Umm Buram	id=g:408738
Wādī al Ashjaḩ	id=g:408739
Wādī Umm Surqah	id=g:408740
Wādī Umm Sumuţuţ	id=g:408741
Wādī Şara	id=g:408742
Wādī Qaţā	id=g:408743
Wādī Şa‘am	id=g:408744
Jabal Qadam	id=g:408745
Najd Umm Foha	id=g:408746
Wādī al ‘Aţf	id=g:408747
Bi’r Muḩammad Aḩmad	id=g:408748
Al Khaḑrā	id=g:408749
Wādī Tarjam	id=g:408750
Wādī Umm Zāq	id=g:408751
Wādī al Qayyān	id=g:408752
Wādī Umm ‘Ujaymah	id=g:408753
Umm Hanaqah	id=g:408754
Wādī ar Raqmin	id=g:408755
Dhama	id=g:408756
Wādī Umm Ḩarīq	id=g:408757
Umm Ruqbah	id=g:408758
Wādī Mabaţiḩ	id=g:408759
Wādī Biddah	id=g:408760
Wādī Umm Rāq	id=g:408761
Wādī Athrā	id=g:408762
Wādī Ḩumus	id=g:408763
Wādī Ḩajal	id=g:408764
Al Qudaymah	id=g:408766
Wādī al Ma‘ish	id=g:408767
Wādī Falera	id=g:408768
Wādī al Marsad	id=g:408769
Wādī al Jūn	id=g:408770
Khābaqah	id=g:408771
Wādī ath Thuray	id=g:408772
Wādī ath Thurrī	id=g:408773
Wādī Juzayl	id=g:408774
Wādī Abād	id=g:408775
Wādī Masāl	id=g:408776
Wādī Midār	id=g:408777
Jabal Umm Qalat	id=g:408783
Maysarī	id=g:408784
Jabal Kabarān	id=g:408785
Ahl Damān	id=g:408786
Jabal Amthar	id=g:408787
Al Qara	id=g:408788
Jabal Hugomah	id=g:408789
Qaisat Sada	id=g:408790
Qaisat Hama	id=g:408791
Sākin Ahl Shubayḩī	id=g:408792
Maqbābah	id=g:408793
Umm Roqai	id=g:408794
Ḩişn Bin Maiam	id=g:408795
Ḩişn Asba	id=g:408796
Ḩajar	id=g:408797
Khirbat Afīq	id=g:408798
Ahl Faţḩān	id=g:408799
Ahl Manşur	id=g:408800
Al Mayfa’ah	id=g:408801
Jabal Wajr	id=g:408802
Wādī Khirbat ‘Afīq	id=g:408803
Sākin Ahl Wāqis	id=g:408804
Al Kawlah	id=g:408805
Umm Dura	id=g:408806
Sanabān	id=g:408807
Ad Da‘ayrah	id=g:408808
Al Harūj	id=g:408809
‘Abāşir	id=g:408810
Aaragah	id=g:408811
Umm Jenadiya	id=g:408812
Ahl Wulai	id=g:408813
Hakir	id=g:408814
Al Mijhal	id=g:408815
Bayt al Adwar	id=g:408816
Maqran	id=g:408817
Zughbah	id=g:408818
Jabal Kawkab	id=g:408819
Aş Şawma’ah	id=g:408820
Jabal Umm Sanad	id=g:408821
As Sārah	id=g:408822
Mawkal	id=g:408823
Mulziq	id=g:408824
Qaryat Ahl Umm ‘Asal	id=g:408825
Thabāq	id=g:408826
Dhī ‘Aţā’	id=g:408827
Khubaj	id=g:408828
Al Barrāq	id=g:408829
Bayt al Mişrī	id=g:408830
Wādī Sayḩān	id=g:408831
Jabal al Qama‘	id=g:408832
At Tālabī	id=g:408833
‘Arām	id=g:408834
Aş Şirm	id=g:408835
Umm Jaila	id=g:408836
Al Jawrān	id=g:408837
Wādī al Marsabah	id=g:408838
Jabal Tha‘man	id=g:408839
Makhshab	id=g:408840
Wādī Rind	id=g:408841
Quteishi	id=g:408842
Wādī al Qashib	id=g:408843
Wādī Jāyizah	id=g:408844
Juwar	id=g:408845
Ar Raḑmah	id=g:408846
Ahl Sha‘ith	id=g:408847
Jabal Kibs	id=g:408848
Bi’r Baghl	id=g:408850
Al ‘Llihīn	id=g:408851
Wādī Sabbān	id=g:408852
Qashbiri	id=g:408853
Umm Qaryah	id=g:408854
Wādī al Marhūbah	id=g:408855
Jabal Umm Suwaydā’	id=g:408856
Wādī Qihlān	id=g:408857
Nawbat Ahl Ma‘war	id=g:408858
Agaf	id=g:408859
Sākin Ahl Martan	id=g:408860
Sa‘īdī	id=g:408861
Jabal Mertan	id=g:408862
Umm Kaalif	id=g:408863
Shurayḩ	id=g:408864
Dathīnah	id=g:408865
Ḩammām Damt	id=g:408866
Dukaim	id=g:408867
Fashshāshī	id=g:408868
Wādī an Nasūq	id=g:408869
Wādī Ḑaḑan	id=g:408870
Hanashi	id=g:408871
Sa‘dī	id=g:408872
Ahl Mahathith	id=g:408873
Ahl Jadani	id=g:408874
Queinashi	id=g:408875
Mahwar	id=g:408876
Banī ‘Alī	id=g:408877
Az̧ Z̧āhirah	id=g:408878
Ḩaql al Fārid	id=g:408879
Al Maḩrūm	id=g:408880
Bayt aş Şuraymi	id=g:408881
Bayt an Nuwayrah	id=g:408882
Zakhim	id=g:408883
Bayt Maghnīz	id=g:408884
Khirbat Jarādah	id=g:408885
Al Bayḑā’	id=g:408886
Wādī Ḩalwajān	id=g:408887
Al Ḩājib	id=g:408888
Al Fuqāh	id=g:408889
Al Farāzi‘ah	id=g:408890
Ubayriq	id=g:408891
Wādī Thāh	id=g:408892
Ḩanakat Ahl Mas‘ūd	id=g:408893
Al Ḩijfah	id=g:408894
Al Jayf	id=g:408895
Shīḩāţ	id=g:408896
‘Aşarah	id=g:408897
Mawkā’	id=g:408898
Al Qaharah	id=g:408899
Al Qāhir	id=g:408900
Ḩammat Dār Sakrān	id=g:408901
Ḑuraybah	id=g:408902
Wādī Maswarah	id=g:408903
Wādī Ḩubābah	id=g:408904
Al Maḑāf	id=g:408905
Za‘ām	id=g:408906
Jabal Kanwab	id=g:408907
Jabal Ḩirwam	id=g:408908
Al Ḩajārā’	id=g:408909
Shubā‘ah	id=g:408910
Misaykah	id=g:408912
Yahar	id=g:408913
As Suwaydā’	id=g:408940
Ar Rukbah	id=g:408941
Ḩayd Larama	id=g:408942
Umm Ḩājilah	id=g:408943
Wadi am Habl	id=g:408944
Wādībah	id=g:408945
Radama	id=g:408946
Wādī Arashi	id=g:408947
Wādī Baţḩān	id=g:408948
Wādī Munāb	id=g:408949
Wādī Umm Shīfah	id=g:408950
Ja‘awalah	id=g:408951
Kuḩaydīyah	id=g:408952
Wādī Hallar	id=g:408953
As Sammah	id=g:408954
Munāb	id=g:408955
Wādī Umm Qashbīb	id=g:408956
Jabal Umm Sabal	id=g:408957
Wādī ash Shīrah	id=g:408958
‘Abbās	id=g:408959
Qabrat Thirrah	id=g:408960
Al Bayḑā’	id=g:408961
Masil	id=g:408962
Umm Kashab	id=g:408963
Bā Shaḩārah	id=g:408964
Musejid	id=g:408965
Shay‘ān	id=g:408968
Miris	id=g:408969
Maswarah	id=g:408970
Al Muraddam	id=g:408971
Muris	id=g:408972
Al ‘Ubarah	id=g:408973
Datharān	id=g:408974
Al Ḩamālah	id=g:408975
Aylah	id=g:408976
Al Qūwah	id=g:408977
Shabathān	id=g:408978
Ar Rūmīyah	id=g:408979
Al Massābigh	id=g:408980
Al ‘Ayyūf	id=g:408981
Al Quwayzah	id=g:408986
Wādī Ziqq	id=g:408987
Al Fanh	id=g:408988
Jabal Thamrān	id=g:408989
Jabal Khanfar	id=g:408990
Jabal Dumaynah	id=g:408991
Ad Darb	id=g:408992
Ar Rawās	id=g:408993
Al Junaybāt	id=g:408994
Marār	id=g:408995
Al Ḩarūr	id=g:408996
Shawḩaţ	id=g:409002
Masājid Adīm	id=g:409003
Dār am Miḩrāmah	id=g:409004
Shurayqal	id=g:409005
Humr	id=g:409006
Abū Bakr	id=g:409007
Maqra	id=g:409008
Az Zubayr	id=g:409009
Adh Dhanīb	id=g:409010
Muşayni‘ah	id=g:409011
Dār Sharārah	id=g:409012
Jabal al Qarn	id=g:409013
Wādī Mahsira	id=g:409015
Al Muzaydīyah	id=g:409016
Shurayjah	id=g:409017
Najd Thujahāt	id=g:409018
Ḩayt an Nawb	id=g:409019
Jabal Qura‘	id=g:409020
Jabal al Ḩarf	id=g:409022
Lakmat Maqsha	id=g:409023
Zilib	id=g:409024
Bi’r Zilib	id=g:409025
Bi’r Awrād	id=g:409026
Wādī aş Şulayb	id=g:409027
Lakmat Tuwayr	id=g:409028
Jabal as Suqmī	id=g:409029
Jabal Rukayzah	id=g:409034
Şafāt	id=g:409035
Qaryat al ‘Āmirah	id=g:409036
Saḩāwi	id=g:409037
Jā‘imah	id=g:409038
Dār al ‘Anid	id=g:409039
Al Mawkib	id=g:409040
Al Lukaymah	id=g:409041
Dār Qaḩilah	id=g:409043
Dār al Aqbūsh	id=g:409044
Za‘īmah	id=g:409045
Maqtarī	id=g:409046
Mishk	id=g:409047
Muqārimah	id=g:409048
Nābah	id=g:409049
Naqīl aş Şanūn	id=g:409050
Tawr al Bāḩah	id=g:409051
Ḩabīl as Sabt	id=g:409052
Wādī Ma‘adir	id=g:409053
Jabal Qa‘wah	id=g:409055
Bi’r al Lukaymah	id=g:409056
Sha‘b	id=g:409057
Al Qurayyah	id=g:409058
Al Ghuriqah	id=g:409059
Bi’r Shaykh Alī	id=g:409060
Bi’r al Khazajah	id=g:409061
Bi’r an Najd	id=g:409063
Sākin Qubānah	id=g:409064
Al Waradia	id=g:409066
Shaqbū	id=g:409067
Bi’r al Bariyat	id=g:409068
Bi’r al Barud	id=g:409069
‘Ubayyid	id=g:409070
Dubaynī	id=g:409071
Dār aḑ Ḑuwayḩah	id=g:409072
Wādī al ‘Ahaf	id=g:409073
Al Kadhārī	id=g:409074
Tulaqlat	id=g:409075
Al Ma‘ushah	id=g:409076
Wādī Ḩuqāt	id=g:409078
Huqāt	id=g:409079
Bi’r Birayn	id=g:409080
Tuqār	id=g:409081
Wādī Nifākhah	id=g:409082
Wādī Tuqār	id=g:409083
Wādī Siḩr	id=g:409084
Zaydī	id=g:409086
Ḩabīl ‘Ulya	id=g:409087
Tuqār	id=g:409088
Marḩūmah	id=g:409089
Mijhālah	id=g:409090
Shi‘b ‘Arīn	id=g:409092
Shi‘b Zuwāq	id=g:409093
Hayh	id=g:409094
Mashārij	id=g:409095
Naqil as Sanun	id=g:409096
Najd Umm Fidnah	id=g:409097
Jabal Umm Nab‘ah	id=g:409099
Wādī Umm Nab‘ah	id=g:409100
Wādī ar Rahūf	id=g:409101
Mandalīyah	id=g:409102
Qurayshī	id=g:409103
Al ‘Usrajī	id=g:409104
Bi’r Mukhayliyā	id=g:409105
Wādī as Saḩr	id=g:409106
Bi’r ‘Uzyah	id=g:409107
Sawāfa	id=g:409108
At Tur	id=g:409109
Bi’r Khatābīyah	id=g:409110
Bi’r ‘Antar	id=g:409111
Wādī ash Sha‘bah	id=g:409112
Shibrāmah	id=g:409113
Ḩājj	id=g:409114
Wādī Hatak	id=g:409115
Bi’r al ‘Uqārī	id=g:409116
Bi’r al Ḩadḩaḑīyah	id=g:409117
Walī am Qāḑī	id=g:409118
Bi’r al Qafi	id=g:409119
Bi’r Shāwar	id=g:409120
‘Ātifī	id=g:409121
Jabal Thawmah	id=g:409122
Jabal Hamdayn	id=g:409123
Umm Mimrīyah	id=g:409124
Jabal ‘Arf	id=g:409125
Jabal Buḩmān	id=g:409126
Al Qāhirah	id=g:409127
Bi’r Mahjalah	id=g:409128
Wādī Umm Dukhayl	id=g:409129
Jabal Maşna‘ah	id=g:409130
Birh Sha‘būb	id=g:409131
Ghayl Ḩāshabah	id=g:409132
Nawbat Lakmah	id=g:409133
Al Wajd	id=g:409134
Muţālī	id=g:409135
Al Muquz̧ah	id=g:409136
Al Ḩār	id=g:409137
Al Ḩujar	id=g:409138
Qaryat al Jūb	id=g:409139
Qaryat aş Şarām	id=g:409140
Ḩunwab	id=g:409141
Aş Şuqay‘	id=g:409142
Wādī al Jisr	id=g:409143
Al Ḩabīlayn	id=g:409144
Karāb	id=g:409145
Qafqāf	id=g:409146
Az̧ Z̧uhrah	id=g:409147
Al ‘Awābil	id=g:409148
Al Buhaym	id=g:409149
Al Khiyāmī	id=g:409150
Fawfalah	id=g:409151
Al Ukhanī	id=g:409152
Aş Şayyār	id=g:409153
Az̧ Z̧ahrayn	id=g:409154
Al Qābilah	id=g:409155
Al Manşūrah	id=g:409156
Al Barh	id=g:409157
Shi‘b al Awdīyah	id=g:409158
Jabal Thamarān Banī Yūsuf	id=g:409159
Al Maqşūş	id=g:409160
Dār ash Shurayf	id=g:409161
Adh Dhakhāf	id=g:409162
‘Āriḑah	id=g:409163
Jabal Ḩazmān	id=g:409164
Dhā al Qiyān	id=g:409165
Ash Sharaf	id=g:409166
Saleti	id=g:409170
Jabal Zouba	id=g:409171
Wādī Faltah	id=g:409174
Jabal Umm Khadam	id=g:409177
Āfar	id=g:409178
Wādī al Qiḩāf	id=g:409181
Tamārī Īblīs	id=g:409195
Haimadi	id=g:409226
Bayn al Qidr	id=g:409227
Wādī Qurabiin	id=g:409228
Wādī Ayman	id=g:409229
Wādī az Zurayqi	id=g:409230
Wādī Namah	id=g:409231
Wādī Mangal	id=g:409232
Wādī Rayk	id=g:409233
Miyāḑah al ‘Ulya	id=g:409234
Wādī Dam	id=g:409235
Miyāḑah as Suflá	id=g:409236
Shi‘b Dhil Uraima	id=g:409237
Jabal Ḩaqlah	id=g:409238
Ḩabīl Simhiya	id=g:409239
Quţaybī	id=g:409240
Wādī Dibsān	id=g:409241
Wādī al Balad	id=g:409242
Wādī Umm Kināyah	id=g:409243
Maqdah	id=g:409244
Wādī Umm Shi‘bayn	id=g:409245
Wādī Qada	id=g:409246
Al Quwayrah	id=g:409247
Nawbah	id=g:409248
Ḩabīl Aamr	id=g:409249
Wādī Dhil Islima	id=g:409250
Wādī Dhil Hurma	id=g:409251
Ḩabīl Farrer	id=g:409252
Wādī al Bakhi	id=g:409253
Ḩanakat az̧ Z̧anābir	id=g:409254
Wādī Wa‘rah	id=g:409255
Jabal as Samn	id=g:409256
Umm Shidyān	id=g:409261
Wādī Ra‘sah	id=g:409262
Wādī Şay‘am	id=g:409263
Wādī aş Şalḩaf	id=g:409264
Nimrah	id=g:409265
Wādī al Laqaf	id=g:409266
Luqmat Hattāt	id=g:409267
Wādī Fa‘ī	id=g:409268
Wādī Ţafwah	id=g:409269
Wādī al ‘Ashū	id=g:409270
Wādī Shi‘b as Sūq	id=g:409271
Wādī Qafal	id=g:409272
Jabal Mukhra	id=g:409273
Wādī Nakha’	id=g:409274
Wādī Mathān	id=g:409275
Al Qurayn	id=g:409276
Luqmat Banā	id=g:409277
Kutaymah	id=g:409278
Wādī Daḩīyah	id=g:409279
Kitimah	id=g:409280
Al Lakīdah	id=g:409281
Umm Jiblah	id=g:409282
Wādī al Jiz’	id=g:409283
Khayşayb	id=g:409284
Kelshat	id=g:409285
Qidhi	id=g:409286
Bin Suleimi	id=g:409287
Mahra	id=g:409288
Hureisi	id=g:409289
‘Ajlānīyah	id=g:409290
Yashḩar	id=g:409293
Tamīm	id=g:409294
Saybān	id=g:409305
Al Ja‘dah	id=g:409318
Zaḩr al Fawqānīyah	id=g:410878
Khabt Buḩayş	id=g:410889
Wādī al Jarr	id=g:410890
Baghtah	id=g:410891
Al ‘Aqm Nakhlān	id=g:410892
Wādī ash Shi‘bah	id=g:410893
Al Makhāfī	id=g:410894
Khamīs al Bakīlī	id=g:410895
Al Qambūr	id=g:410896
Jabal al Burum	id=g:410897
Al Mişbār	id=g:410898
Al Maţāyin	id=g:410899
Al Manādhir	id=g:410900
Al Masḩaţ	id=g:410901
Jabal al Manārah	id=g:410902
Dayr al Ḩisī	id=g:410903
Ar Rabū‘	id=g:410904
Ad Duraynah al ‘Ulyā	id=g:410905
Al Jarr	id=g:410906
Wādī al Jalḩūf	id=g:410907
Bayt Barakāt	id=g:410908
Al Matkā	id=g:410909
Jabal al Ḩaqqayn	id=g:410910
Wādī Nishibah	id=g:410911
Al Kadaḩah	id=g:410912
Al Mushāf al ‘Arīḑ	id=g:410913
Kushar	id=g:410914
Aslam	id=g:410915
Ghārib Banī Yūs	id=g:410935
Sūq al Muḩarraq	id=g:410936
Sūq al Badwī	id=g:410937
Ar Rişā‘ Nawsān	id=g:410938
Afşar	id=g:410939
Al ‘Abdādilah	id=g:410940
Na‘mān al ‘Īz	id=g:410941
Jabal ash Sharafayn	id=g:410942
Sūq ar Rubū‘	id=g:410943
Al Qurū	id=g:410944
Sūq Akḩal	id=g:410945
Si‘dān Banī Ghawth	id=g:410946
Al Mudayyirah	id=g:410947
Al Madākhinah	id=g:410948
Wādī Banī ‘Āmir	id=g:410949
Wādī Maşrūḩ	id=g:410950
Banī Ḩāmid	id=g:410951
Wādī al Mughasāl	id=g:410952
Wādī al ‘Arīḑ	id=g:410953
Jabal Maghar	id=g:410954
Jabal Talān	id=g:410955
Jamīmat Thamam	id=g:410956
Wādī Ra‘shā’	id=g:410957
Al Kharāb	id=g:410958
Banī ‘Umar	id=g:410959
Al Hayjah	id=g:410960
Qaym al ‘Abbaysah	id=g:410961
Al Marwī aş Şūfah	id=g:410962
Sūq Khadlān	id=g:410963
Qarn ath Thū‘ah	id=g:410964
Wādī Rām	id=g:410965
Al Ji‘āwinah	id=g:410966
Qaryat al Ahnūm	id=g:410967
Sūq Khadlān	id=g:410968
Jabal Qamar	id=g:410969
Jabal al Ma‘rad	id=g:410970
Jabal Bin Sa‘dān	id=g:410971
Jabal al Muḩarraq	id=g:410972
Ar Rabū‘	id=g:410973
Al Maghrabah	id=g:410974
Khamīs Mashhal	id=g:410975
Jabal al Qurrah	id=g:410976
Wādī Hidhá	id=g:410977
Jabal Washḩah	id=g:410978
Jibāl al Ḩiwayl	id=g:410979
Jabal Maḩşī	id=g:410980
Wādī Ibn Abd Allāh	id=g:411010
Ash Shi‘b	id=g:411011
Al Qişş	id=g:411012
Wādī ash Shi‘āb	id=g:411013
Al Mukhāzin	id=g:411014
Ash Sharāfīyah	id=g:411015
Al Farānitah	id=g:411016
Al Mi‘āwizah	id=g:411017
Al Kidf	id=g:411018
Al Qarn	id=g:411019
Al Mashārifah	id=g:411020
Banī al Jumā‘ī	id=g:411021
Al Qaşayrīyah	id=g:411022
Shi‘b al Malāwiḩah	id=g:411023
Jibāl al Ḩarīq	id=g:411024
Jabal al Ḩuşayn	id=g:411025
Shi‘b an Nab‘	id=g:411026
Wādī al Malāwiḩah	id=g:411027
Ḩawthalah	id=g:411028
Ḩaraḑ al Qadīm	id=g:411029
Al Kidf	id=g:411030
Ḩijāwirah	id=g:411031
Al Majdīrah	id=g:411032
Ash Sharīfīyah	id=g:411033
Aḑ Ḑabratayn	id=g:411034
Jabal al Hayjah	id=g:411035
Jabal Abū al Ḩirāb	id=g:411036
Khusha‘ah	id=g:411037
Sūq al Jummā‘	id=g:411038
Umm atTarāb	id=g:411039
Al Ma’āyn	id=g:411040
Al Wuqaysh	id=g:411041
Bay‘ar	id=g:411042
Al Miţrāq	id=g:411043
Wādī Şabrān	id=g:411044
Jabal Raḩbān	id=g:411045
Jabal Nawwah	id=g:411046
Jabal Alī as Sumayk	id=g:411049
Jabal Sha‘rān	id=g:411050
Jabal al ‘Urr	id=g:411051
Jabal Jaww ‘Alī	id=g:411052
Shi‘āb	id=g:411053
Az̧ Z̧āhir	id=g:411054
Ad Dawār	id=g:411055
Ḩaydān	id=g:411056
Al Hajar	id=g:411057
Ash Sharqī	id=g:411058
Aḑ Ḑay‘ah	id=g:411059
Sūq ath Thalūth	id=g:411060
Al Mashnaq	id=g:411061
Al Jarashah	id=g:411062
Wādī Badr	id=g:411063
Wādī Qudāmah	id=g:411064
Jabal al ‘Ayn	id=g:411065
Shihābah	id=g:411066
Jihārah	id=g:411067
Laḩmah	id=g:411068
Sa‘dān	id=g:411069
Jabal adh Dhīb	id=g:411075
Daban	id=g:413164
Jabal ad Dāhin	id=g:413165
Banī Faḑā’il	id=g:413166
Hayjat Madīkhah	id=g:413167
Jabal ash Sharafayn	id=g:413168
Al Mikshāb	id=g:413169
Al Miftāḩ	id=g:413170
Jabal al Jabar	id=g:413171
Jabal al Fā’ish	id=g:413172
Banī ‘Īd	id=g:413173
Beyot Rabou	id=g:413174
Quzzān	id=g:413175
Qafalah	id=g:413176
Miḩşām al Yāmī	id=g:413177
Wādī `Abbās	id=g:413178
Jabal Mukhtārah	id=g:413183
Wādī ‘Ayyān	id=g:413184
Ra’s al ‘Ushsh	id=g:413989
Shaykh Mālū	id=g:414011
Ḩayd al ‘Aqrabī	id=g:414014
Jabal Ḩasīs	id=g:414015
Jabal al Imām	id=g:414105
Khalīj al Mukhā	id=g:414151
Wādī Kunāyah	id=g:414152
Jabal Mahasin	id=g:414167
Al Qusharī	id=g:414176
Dayr al Qādirī	id=g:414177
Maḩall al Baynī	id=g:414178
Maḩall al Ḩanīnah	id=g:414179
Maḩall al Maqāni‘	id=g:414180
Maḩall ad Dawm	id=g:414184
Maḩall ad Duwāl	id=g:414185
Qushārīyah	id=g:414186
Dayr Muwadhdhan	id=g:414187
Al Murayqī	id=g:414188
Khawfān	id=g:414189
Dayr Rājiḩ	id=g:414190
Maḩall al Qayyim	id=g:414191
Al Mashrafīyah	id=g:414192
Al Jurb	id=g:414193
Bi’r ash Shū‘lī	id=g:414194
Al ‘Ursh	id=g:414195
Maḩall Ḩusayn al ‘Āqil	id=g:414196
Jarābiḩ	id=g:414197
Dayr Muḩammad	id=g:414198
Dayr al Qawzī	id=g:414199
Maḩall ‘Alī Ḩasan	id=g:414200
Maḩall al Ḩājj Jabrīl	id=g:414201
Falaise	id=g:415103
Jabal at Tawāhī	id=g:415160
Sapper Bay	id=g:415161
Fort Marbūţ	id=g:415162
Al Qaşr al Mudawwar	id=g:415163
Barrack Hill	id=g:415165
Chapel Hill	id=g:415166
Gold Mohur Valley	id=g:415167
Anadyr	id=g:415169
Fairway	id=g:415172
Salerno Camp	id=g:415173
Khusaf Valley	id=g:415176
Spion Kop	id=g:415177
Temple Cliff	id=g:415178
Tower of Silence	id=g:415179
Aidrus Hill	id=g:415180
Inscription Hill	id=g:415181
Al ‘Ulaybah	id=g:415182
Al Bargh	id=g:415183
Ma‘quilein	id=g:415184
Ma‘allah Wharf	id=g:415185
Ma‘allah Jetty	id=g:415186
Marshaq Lighthouse	id=g:415187
Gold Mohur Lighthouse	id=g:415188
‘Adan	id=g:415189
Prince of Wales Pier	id=g:415190
Post Office Pier	id=g:415191
Military Pier	id=g:415192
Pilot’s Pier	id=g:415193
Clock Tower Hill	id=g:415194
Bingisar West	id=g:415195
Abkārī	id=g:415196
Jabal Ḩujayf	id=g:415197
Admiralty Oil Installation	id=g:415198
Hedjuff Hill	id=g:415199
Tawela Gorge	id=g:415200
Hai al Qati	id=g:415201
Hai al Aidrus	id=g:415202
Hai al Huseini	id=g:415203
Hai Shamsan	id=g:415204
Al Hai al Ahli	id=g:415205
Al Hai at Tigari	id=g:415206
Petroleum Pier	id=g:415207
Obstruction Pier	id=g:415208
Ḩasy Bain Al Arahah	id=g:415968
Bi’r Wughyaina	id=g:415969
‘Ashrūt aş Şa‘dī	id=g:415970
Wādī Ḩishmān	id=g:415971
Ḩasy Maz‘rad	id=g:415972
Ra’s Ayrat Areel	id=g:443290
Ra’s aţ Ţawīl	id=g:443291
Jabal al Jinn	id=g:443292
Azalea Rock	id=g:443293
Ra’s Ibn al ‘Aqīl	id=g:443294
Jabal Assal	id=g:443295
Warner Point	id=g:443296
Black Rock	id=g:443297
Ayrat Batton	id=g:443298
Ra’s aţ Ţawīl	id=g:443299
Princes Shoal	id=g:443300
George Rocks	id=g:443301
Nimble Shoal	id=g:443302
Myrmidom Shoal	id=g:443303
Al Kudayḩah	id=g:449177
Dayr al Būwāḩ	id=g:449178
Qaryat al Kharābah	id=g:449179
Ar Rāfi‘ī	id=g:449180
Aḑ Ḑahr	id=g:449181
‘Izzān	id=g:449182
Khawlān	id=g:449183
Jabal an Naşīrī	id=g:449184
Ash Shu‘ūr	id=g:449185
Ramādah	id=g:449186
Ar Rawnah	id=g:449187
Quţayn	id=g:449188
Tan‘am	id=g:449189
Qā‘ al Artil	id=g:449227
Wādī Banī Ḩawāt	id=g:449228
Wādī Hamil	id=g:449229
Wādī Bayt Na‘am	id=g:449230
Wādī Madar	id=g:449231
B’ir Thawbah	id=g:449233
Maluelane	id=g:1041346
Maḩwā ash Sharaf	id=g:6193831
Bayt al Ka‘bī	id=g:6193832
Muḩāfaz̧at aḑ Ḑāli‘	id=g:6201193
Muḩāfaz̧at ‘Amrān	id=g:6201194
Muḩāfaz̧at Ḩajjah	id=g:6201195
Muḩāfaz̧at Ibb	id=g:6201196
Muḩāfaz̧at Laḩij	id=g:6201197
Aden	id=g:6300134
Riyan	id=g:6300135
Ataq	id=g:6300136
Hodeidah	id=g:6300137
Marib	id=g:6300138
Mokha	id=g:6300139
Mokha	id=g:6300140
Sa'Ada / Sadah	id=g:6300141
Sana'A	id=g:6300142
Socotra	id=g:6300143
Sayun	id=g:6300144
Taiz	id=g:6300145
Al-Hazm	id=g:6300146
Moevenpick Hotel Sana'a	id=g:6467129
Mercure Sana A Al Saeed 4	id=g:6506150
Taj Sheba Hotel	id=g:6507305
Sheraton Gold Mohur Htl Aden	id=g:6509709
Sheraton Sana A Hotel	id=g:6518118
Golden Tulip Aden Hotel	id=g:6522564
Arsh Bilqis	id=g:6545398
Amanat Al Asimah	id=g:6940571
Haydan	id=g:6940588
Abs	id=g:6940589
Qafl Shamer	id=g:6940590
Bani Qa'is	id=g:6940591
Hazm Al Udayn	id=g:6940592
Al Qafr	id=g:6940593
Al Maghrabah	id=g:6940594
Bani Al Harith	id=g:6940595
Sama	id=g:6940596
Al Misrakh	id=g:6940597
Sabir Al Mawadim	id=g:6940598
Dimnat Khadir	id=g:6940599
Ash Shamayatayn	id=g:6940600
Jabal Habashy	id=g:6940601
Az Zahir	id=g:6940602
Kharab Al Marashi	id=g:6940603
Al Mahabishah	id=g:6940604
Midi	id=g:6940605
Hayran	id=g:6940606
Bani Al Awam	id=g:6940607
Hajjah	id=g:6940608
Al Munirah	id=g:6940609
Ad Durayhimi	id=g:6940610
Al Marawi'ah	id=g:6940611
Al Hawak	id=g:6940612
As Salif	id=g:6940613
Jabal Ra's	id=g:6940614
Rakhyah	id=g:6940615
Dawran Aness	id=g:6940616
Usaylan	id=g:6940617
Al Hashwah	id=g:6940618
Ghamr	id=g:6940619
Qatabir	id=g:6940620
Monabbih	id=g:6940621
Arhab	id=g:6940622
Tuban	id=g:6940623
