Kominasaeo	id=g:2093584
Daru	id=g:2098329
Dart Reefs	id=g:2098330
Daroname Point	id=g:2098331
Daroakomana	id=g:2098332
Dark Hills	id=g:2098333
Dark Hill Point	id=g:2098334
Dark Hill	id=g:2098335
Darfentakin	id=g:2098336
Daren Creek	id=g:2098337
Dareki 2	id=g:2098338
Dareki 1	id=g:2098339
Dareeba Hill	id=g:2098340
Daratui	id=g:2098341
Darapap Entrance	id=g:2098342
Darapap	id=g:2098343
Darai Hills	id=g:2098344
Daraia	id=g:2098345
Dara	id=g:2098346
Dap Range	id=g:2098347
Daonda	id=g:2098348
Danyig	id=g:2098349
Danuagua Island	id=g:2098350
Danu	id=g:2098351
Dantutu	id=g:2098352
Dantenge River	id=g:2098353
Danorto Creek	id=g:2098354
Danolango River	id=g:2098355
Danmul River	id=g:2098356
Danlilian River	id=g:2098357
Daniwe Creek	id=g:2098358
Danir Creek	id=g:2098359
Danip	id=g:2098360
Daniavi Creek	id=g:2098361
Dangurum	id=g:2098362
Dangsai	id=g:2098363
Point Danger	id=g:2098364
Dangale	id=g:2098365
Dangakane	id=g:2098366
Mount Dangai	id=g:2098367
Danfu River	id=g:2098368
Danfu	id=g:2098369
Danethon Creek	id=g:2098370
Dandriuad River	id=g:2098371
Dande	id=g:2098372
Danawan	id=g:2098373
Danatum	id=g:2098374
Danaru	id=g:2098375
Danapai	id=g:2098376
Danal	id=g:2098377
Dana	id=g:2098378
Damur	id=g:2098379
Damul Plantation	id=g:2098380
Dampit Division	id=g:2098381
Dampit Bay	id=g:2098382
Dampit	id=g:2098383
Dampier Strait	id=g:2098384
Cape Dampier	id=g:2098385
Damon Entrance	id=g:2098386
Damoin	id=g:2098387
Damnorei River	id=g:2098388
Dami Research Station	id=g:2098389
Dami Forestry Experimental Station	id=g:2098390
Dami	id=g:2098391
Damer River	id=g:2098392
Dameratamu	id=g:2098393
Damera	id=g:2098394
Damein Creek	id=g:2098395
Damdamauk Island	id=g:2098396
Damburabere Hills	id=g:2098397
Dambi Peak	id=g:2098398
Dambakane	id=g:2098399
Dambach Islands	id=g:2098400
Damatang Creek	id=g:2098401
Damapamo	id=g:2098402
Damanum	id=g:2098403
Damanti	id=g:2098404
Damami River	id=g:2098405
Damaibari	id=g:2098406
Damage Point	id=g:2098407
Damagauma Number 2	id=g:2098408
Damagauma	id=g:2098409
Damadumane	id=g:2098410
Dama Creek	id=g:2098411
Dalum River	id=g:2098412
Dalum River	id=g:2098413
Dalum Plantation	id=g:2098414
Dalum Aid Post	id=g:2098415
Dalugilomon	id=g:2098416
Daluavu River	id=g:2098417
Dalua Creek	id=g:2098418
Dalua Bay	id=g:2098419
Dalua	id=g:2098420
Dalton Shoal	id=g:2098421
Dallman River	id=g:2098422
Dallman Passage	id=g:2098423
Dallman Harbour	id=g:2098424
Dali	id=g:2098425
D’Albertis Point	id=g:2098426
D’Albertis Junction	id=g:2098427
D’Albertis Island	id=g:2098428
D’Albertis Fairfax Group	id=g:2098429
D’Albertis Dome	id=g:2098430
Dalavu Creek	id=g:2098431
Dala Poupe River	id=g:2098432
Dalam	id=g:2098433
Dala Creek	id=g:2098434
Dakureie Bay	id=g:2098435
Dakum	id=g:2098436
Daku	id=g:2098437
Dakriro Bay	id=g:2098438
Dakit	id=g:2098439
Dakiamaia Creek	id=g:2098440
Dakfanbil	id=g:2098441
Dakevakomana	id=g:2098442
Lake Dakataua	id=g:2098443
Dakar	id=g:2098444
Dakamenai	id=g:2098445
Dakabus Creek	id=g:2098446
Daiuwa River	id=g:2098447
Dairabadina River	id=g:2098448
Daino River	id=g:2098449
Daindor Plantation	id=g:2098450
Daina	id=g:2098451
Dail	id=g:2098452
Daidem	id=g:2098453
Daia	id=g:2098454
Wai Dai	id=g:2098455
Dahungai	id=g:2098456
Dahu	id=g:2098457
Dahgo	id=g:2098458
Dahana	id=g:2098459
Dahabiga Villages	id=g:2098460
Dagua Lagoon	id=g:2098461
Daguala Creek	id=g:2098462
Daguala	id=g:2098463
Dagua	id=g:2098464
Dagua	id=g:2098465
Dagona Mission	id=g:2098466
Dagoi	id=g:2098467
Dagoda	id=g:2098468
Dagnome	id=g:2098469
Dagi School	id=g:2098470
Dagi River	id=g:2098471
Daginava Number 2	id=g:2098472
Daginava Number 1	id=g:2098473
Dagia River	id=g:2098474
Dagiam River	id=g:2098475
Dagi	id=g:2098476
Dages Range	id=g:2098477
Dagawat	id=g:2098478
Dadwai Island	id=g:2098479
Dadul	id=g:2098480
Dadimiak	id=g:2098481
Dadimfok	id=g:2098482
Dadi	id=g:2098483
Dadbur River	id=g:2098484
Dadbia	id=g:2098485
Dada Range	id=g:2098486
Dadalibi	id=g:2098487
Daburamuba Point	id=g:2098488
Daburaik	id=g:2098489
Dabunari	id=g:2098490
Dabora	id=g:2098491
Dabi River	id=g:2098492
Dabinot	id=g:2098493
Dabiap Point	id=g:2098494
Dabi	id=g:2098495
Dabero	id=g:2098496
Dabagara River	id=g:2098497
Ok Da	id=g:2098498
Cyclone Hill	id=g:2098499
Cutler Point	id=g:2098500
Cusacks Twin Peak	id=g:2098501
Curt von Hagen Monument	id=g:2098502
Curtis Reef	id=g:2098503
Cupola Plantation	id=g:2098504
Cape Cupola	id=g:2098505
Cape Cunningham South	id=g:2098506
Cape Cunningham North	id=g:2098507
Cape Cunningham	id=g:2098508
Mount Cubine	id=g:2098509
Cubertaun Plantation	id=g:2098510
Crummer Peaks	id=g:2098511
Crown Prince Range	id=g:2098512
Crown Island	id=g:2098513
Crook Patch	id=g:2098514
Crooked Creek	id=g:2098515
Cromwell Mountains	id=g:2098516
Cape Croisilles	id=g:2098517
Crocodile Point	id=g:2098518
Crocku	id=g:2098519
Cape Cretin	id=g:2098520
Credner Islands	id=g:2098521
Crater Point	id=g:2098522
Crater Peninsula	id=g:2098523
Crater Mountain	id=g:2098524
Crater Lake	id=g:2098525
Crater Lake	id=g:2098526
Craigs Pillar	id=g:2098527
Coxs Crossing	id=g:2098528
Cortilison Plantation	id=g:2098529
Cormoran Point	id=g:2098530
Conical Peak	id=g:2098531
Cone Peak	id=g:2098532
Cone Mountain	id=g:2098533
Cone Mountain	id=g:2098534
Cone	id=g:2098535
Condor Point	id=g:2098536
Condor Point	id=g:2098537
Cape Concordia	id=g:2098538
Cape Comoran	id=g:2098539
Community of the Visitation	id=g:2098540
Commodore Bay	id=g:2098541
Comet Harbour	id=g:2098542
Comb Peak	id=g:2098543
Mount Collins	id=g:2098544
Collingwood Bay	id=g:2098545
Cole Shoal	id=g:2098546
Cold Water Creek	id=g:2098547
Coirigegumuba Point	id=g:2098548
Coglan Head	id=g:2098549
Coeran Passage	id=g:2098550
Codys Point	id=g:2098551
Coconut Point	id=g:2098552
Cobra Hill	id=g:2098553
Clunas Creek	id=g:2098554
Clump Hill	id=g:2098555
Cloud Mountain	id=g:2098556
Clifton Plantation	id=g:2098557
Cliff Point	id=g:2098558
Clearwater Creek	id=g:2098559
Clear River	id=g:2098560
Clay River	id=g:2098561
Clarkes Fort	id=g:2098562
Clarke Patches	id=g:2098563
Mount Clarence	id=g:2098564
Clancys Knob	id=g:2098565
Claire Shoal	id=g:2098566
Circular Reef	id=g:2098567
Cigaregare Plantation	id=g:2098568
Cigaregare	id=g:2098569
Chuparhun Point	id=g:2098570
Chunpats River	id=g:2098571
Chungrebu	id=g:2098572
Chuinimbu	id=g:2098573
Chuinambu	id=g:2098574
Chuimondo	id=g:2098575
Chuave District	id=g:2098576
Chuave	id=g:2098577
Christmas Bay	id=g:2098578
Christian Training Centre	id=g:2098579
Chordillera	id=g:2098580
Chomoli Point	id=g:2098581
Cholossa	id=g:2098582
Chokua Island	id=g:2098583
Chivasing	id=g:2098584
Chissi Point	id=g:2098585
Chissi Island	id=g:2098586
Chisholm River	id=g:2098587
Chirimosh Island	id=g:2098588
Chirima River	id=g:2098589
Chinapelli	id=g:2098590
Chimbut	id=g:2098591
Chimbu River	id=g:2098592
Chimbu Province	id=g:2098593
Chimbuluk	id=g:2098594
Chimbian	id=g:2098595
Chimberonga	id=g:2098596
Chilling Island	id=g:2098597
Chiginambu	id=g:2098598
Chigiangu	id=g:2098599
Cherpmel	id=g:2098600
Cherokoro	id=g:2098601
Cheragum	id=g:2098602
Chenapian	id=g:2098603
Chemago	id=g:2098604
Chehovia	id=g:2098605
Mount Chayer	id=g:2098606
Chauwin Creek	id=g:2098607
Chaulagunem	id=g:2098608
Chauche	id=g:2098609
Charok	id=g:2098610
Charok	id=g:2098611
Charapa	id=g:2098612
Chaportauwi Point	id=g:2098613
Chapman Range	id=g:2098614
Mount Chapman	id=g:2098615
Changriwa	id=g:2098616
Changri Settlement	id=g:2098617
Changriman	id=g:2098618
Chamisso Channel	id=g:2098619
Chambri Mission	id=g:2098620
Chambri Lake	id=g:2098621
Chambo’ia Creek	id=g:2098622
Mount Chamberlain	id=g:2098623
Chama	id=g:2098624
Chalou Island	id=g:2098625
Chaloar Creek	id=g:2098626
Port Chalmers	id=g:2098627
Mount Chalmers	id=g:2098628
Challenger Shoal	id=g:2098629
Chalata Island	id=g:2098630
Chakol	id=g:2098631
Chahlossa Islet	id=g:2098632
Cerire Creek	id=g:2098633
Central Range	id=g:2098634
Cedar Bridge	id=g:2098635
Cecilia River	id=g:2098636
Cecilia Junction	id=g:2098637
Mount Cawston	id=g:2098638
Caution Point	id=g:2098639
Caution Bay	id=g:2098640
Catalina	id=g:2098641
Casuarina River	id=g:2098642
Casuarina Point	id=g:2098643
Casuarina Island	id=g:2098644
Mount Castle	id=g:2098645
Cassowary Island	id=g:2098646
Carrington River	id=g:2098647
Carola Bay	id=g:2098648
Carlton Island	id=g:2098649
Cardomom Farm	id=g:2098650
Mount Capella	id=g:2098651
Cape Creek	id=g:2098652
Canoe Island	id=g:2098653
Cannings Saddle	id=g:2098654
Cannac Island	id=g:2098655
Cam Point	id=g:2098656
Camp Creek	id=g:2098657
Lake Campbell	id=g:2098658
Cape Campbell	id=g:2098659
Camel Back	id=g:2098660
Caka Creek	id=g:2098661
Byron Strait	id=g:2098662
Bwussi River	id=g:2098663
Bwussi	id=g:2098664
Bworokwang	id=g:2098665
Bwilei River	id=g:2098666
Bwe River	id=g:2098667
Bweiuse	id=g:2098668
Bwasiununa	id=g:2098669
Bwasia	id=g:2098670
Bwaruada Point	id=g:2098671
Bwanayab	id=g:2098672
Bwana	id=g:2098673
Bwambi	id=g:2098674
Bwakugu	id=g:2098675
Bwakim	id=g:2098676
Buyuasi Bay	id=g:2098677
Buyawim River	id=g:2098678
Buyang	id=g:2098679
Buyang	id=g:2098680
Buyame Creek	id=g:2098681
Buwarame	id=g:2098682
Buwai	id=g:2098683
Buvassi Settlement Block	id=g:2098684
Mount Buvasi	id=g:2098685
Butuwa River	id=g:2098686
Butuwan Hospital	id=g:2098687
Butu Point	id=g:2098688
Butultman	id=g:2098689
Button Island	id=g:2098690
Button Island	id=g:2098691
Button	id=g:2098692
Butlivuan	id=g:2098693
Butjo Mokau Island	id=g:2098694
Butjo Luo Islets	id=g:2098695
Butjo Lang Island	id=g:2098696
Butipkawok	id=g:2098697
Butiolo	id=g:2098698
Butika	id=g:2098699
Butibum 1	id=g:2098700
Butibum River	id=g:2098701
Buten	id=g:2098702
Butemu	id=g:2098703
Butelkud	id=g:2098704
Buteilung River	id=g:2098705
Buteilung	id=g:2098706
Butei	id=g:2098707
But But Bay	id=g:2098708
Butaweng Creek	id=g:2098709
Butaweng	id=g:2098710
Mount Butat	id=g:2098711
Butangelu Island	id=g:2098712
Lake Butandana	id=g:2098713
Butala	id=g:2098714
Buta Creek	id=g:2098715
But	id=g:2098716
Busuwi Point	id=g:2098717
Busu River	id=g:2098718
Busu River	id=g:2098719
Busung	id=g:2098720
Busu Mountain	id=g:2098721
Busu Malaria Centre	id=g:2098722
Busseau Island	id=g:2098723
Buso River	id=g:2098724
Buso River	id=g:2098725
Buso Point	id=g:2098726
Buson Bay	id=g:2098727
Buson	id=g:2098728
Point Busom	id=g:2098729
Buso	id=g:2098730
Buso	id=g:2098731
Busip River	id=g:2098732
Busip	id=g:2098733
Busilmin Number 2	id=g:2098734
Busilmin Number 1	id=g:2098735
Busiga River	id=g:2098736
Busiga	id=g:2098737
Busian	id=g:2098738
Cape Bushing	id=g:2098739
Buseng	id=g:2098740
Buseki	id=g:2098741
Busega	id=g:2098742
Busa River	id=g:2098743
Busama	id=g:2098744
Busalamaga	id=g:2098745
Busaka	id=g:2098746
Busa	id=g:2098747
Buru’um	id=g:2098748
Buru River	id=g:2098749
Mount Burumsakia	id=g:2098750
Burume	id=g:2098751
Burumai	id=g:2098752
Buruka Point	id=g:2098753
Mount Buruk	id=g:2098754
Burui Villages	id=g:2098755
Burui Mission	id=g:2098756
Buruburu Base Camp	id=g:2098757
Buru	id=g:2098758
Burtemvip	id=g:2098759
Burowei	id=g:2098760
Buro Island	id=g:2098761
Buroa	id=g:2098762
Burns Peak	id=g:2098763
Burnett River	id=g:2098764
Buriwadi Island	id=g:2098765
Buri River	id=g:2098766
Buri	id=g:2098767
Buri	id=g:2098768
Buri	id=g:2098769
Buri	id=g:2098770
Buri	id=g:2098771
Burgers Mountain	id=g:2098772
Burevi	id=g:2098773
Burep River	id=g:2098774
Burema	id=g:2098775
Burei River	id=g:2098776
Burei Junction	id=g:2098777
Burei Junction	id=g:2098778
Burbura	id=g:2098779
Bura River	id=g:2098780
Bura	id=g:2098781
Bupu River	id=g:2098782
Bupu	id=g:2098783
Bupon	id=g:2098784
Bupa River	id=g:2098785
Buof River	id=g:2098786
Buo Creek	id=g:2098787
Buoc Creek	id=g:2098788
Buobuo	id=g:2098789
Bunyar River	id=g:2098790
Bunu 2	id=g:2098791
Bunu Point	id=g:2098792
Bunungom	id=g:2098793
Bunum River	id=g:2098794
Bunu	id=g:2098795
Bunsen Point	id=g:2098796
Bunoguna	id=g:2098797
Buni Ti-Au Creek	id=g:2098798
Buniok River	id=g:2098799
Bunima	id=g:2098800
Buniki	id=g:2098801
Bunigi	id=g:2098802
Mount Buni	id=g:2098803
Bunguf Creek	id=g:2098804
Bungerr Point	id=g:2098805
Bungbune	id=g:2098806
Bunga River	id=g:2098807
Bungaripma	id=g:2098808
Bungalamba	id=g:2098809
Bungain	id=g:2098810
Bune River	id=g:2098811
Lake Bune	id=g:2098812
Bundro Island	id=g:2098813
Bundralis Mission	id=g:2098814
Bundrahei	id=g:2098815
Bundo	id=g:2098816
Bundikara	id=g:2098817
Bundi	id=g:2098818
Mount Bundarn	id=g:2098819
Bundan River	id=g:2098820
Bun Creek	id=g:2098821
Cape Bunbun	id=g:2098822
Bunapas Mission	id=g:2098823
Bunapae	id=g:2098824
Bunam	id=g:2098825
Bunai River	id=g:2098826
Bunai	id=g:2098827
Bunaga	id=g:2098828
Bunabun Harbour	id=g:2098829
Bunabun	id=g:2098830
Buna	id=g:2098831
Buna	id=g:2098832
Bun	id=g:2098833
Bun	id=g:2098834
Bumi River	id=g:2098835
Bumerang Reef	id=g:2098836
Bumburata	id=g:2098837
Bumbunu Island	id=g:2098838
Bumbu	id=g:2098839
Bumbu	id=g:2098840
Bumborum Island	id=g:2098841
Bumbom River	id=g:2098842
Bumbin	id=g:2098843
Bumbera	id=g:2098844
Bumba	id=g:2098845
Bumayong	id=g:2098846
Bulwat	id=g:2098847
Buluwara	id=g:2098848
Bulus River	id=g:2098849
Bulu Settlement Blocks	id=g:2098850
Bulu River	id=g:2098851
Bulup River	id=g:2098852
Bulu Plantation	id=g:2098853
Bulu Plantation	id=g:2098854
Bulu Plantation	id=g:2098855
Bulu Plantation	id=g:2098856
Bulung Plantation	id=g:2098857
Bulumuri	id=g:2098858
Bulum River	id=g:2098859
Buluma Sawmill	id=g:2098860
Buluma	id=g:2098861
Buludava	id=g:2098862
Bulu	id=g:2098863
Bulu	id=g:2098864
Bulu	id=g:2098865
Bultem	id=g:2098866
Bulolo Watut Divide	id=g:2098867
Bulolo River	id=g:2098868
Bulolo	id=g:2098869
Buloleng	id=g:2098870
Bulldog Track	id=g:2098871
Bulldog	id=g:2098872
Bulldoburu	id=g:2098873
Bulla Creek	id=g:2098874
Buliva Lake	id=g:2098875
Buliva	id=g:2098876
Buliva	id=g:2098877
Bulihat	id=g:2098878
Bulihan	id=g:2098879
Bulidobura	id=g:2098880
Bulidobu	id=g:2098881
Bulgebi	id=g:2098882
Bulekia	id=g:2098883
Mount Bulebe	id=g:2098884
Bulcara	id=g:2098885
Bulbong River	id=g:2098886
Bulayang	id=g:2098887
Bulawate	id=g:2098888
Bulawa	id=g:2098889
Bulapan Creek	id=g:2098890
Bulantim	id=g:2098891
Bulamita	id=g:2098892
Bulamanong	id=g:2098893
Bula-A	id=g:2098894
Bula	id=g:2098895
Bukum	id=g:2098896
Bukulan Island	id=g:2098897
Bukul	id=g:2098898
Buko	id=g:2098899
Bukinaru	id=g:2098900
Bukienduan	id=g:2098901
Bukienduan	id=g:2098902
Buki	id=g:2098903
Bukevi Creek	id=g:2098904
Buke	id=g:2098905
Bukbuk River	id=g:2098906
Bukauasip	id=g:2098907
Bukaua	id=g:2098908
Buka River	id=g:2098909
Buka River	id=g:2098910
Buka Passage	id=g:2098911
Bukang River	id=g:2098912
Buka Island	id=g:2098913
Buka District	id=g:2098914
Buka	id=g:2098915
Buka	id=g:2098916
Buk	id=g:2098917
Buk	id=g:2098918
Buji	id=g:2098919
Buja	id=g:2098920
Buisaval River	id=g:2098921
Buin District	id=g:2098922
Buin	id=g:2098923
Buim	id=g:2098924
Buikwo Creek	id=g:2098925
Bui-Iebi	id=g:2098926
Buiem River	id=g:2098927
Buiane	id=g:2098928
Buiambum	id=g:2098929
Buiaimuba Point	id=g:2098930
Buhem River	id=g:2098931
Buhaw Point	id=g:2098932
Buharu	id=g:2098933
Bugwer	id=g:2098934
Buguinn River	id=g:2098935
Buguhai	id=g:2098936
Bugitu	id=g:2098937
Bugi Island	id=g:2098938
Bugiaui	id=g:2098939
Bugatabin	id=g:2098940
Bugarum	id=g:2098941
Bugang	id=g:2098942
Buganbang	id=g:2098943
Bugamute	id=g:2098944
Bugaim River	id=g:2098945
Bugaim	id=g:2098946
Buess Island	id=g:2098947
Bueri	id=g:2098948
Buengim	id=g:2098949
Buee River	id=g:2098950
Budup	id=g:2098951
Budum	id=g:2098952
Buduk	id=g:2098953
Budua	id=g:2098954
Budnenga River	id=g:2098955
Budip	id=g:2098956
Budelun Island	id=g:2098957
Budanga	id=g:2098958
Budamu	id=g:2098959
Budamank Creek	id=g:2098960
Buda Creek	id=g:2098961
Buckel Mountains	id=g:2098962
Balumara Island	id=g:2098963
Buceros Island	id=g:2098964
Bubwai	id=g:2098965
Bubusamabi	id=g:2098966
Bu-Bu River	id=g:2098967
Buburia	id=g:2098968
Bubuni Point	id=g:2098969
Bubuni	id=g:2098970
Bubum	id=g:2098971
Bubuji	id=g:2098972
Bububi	id=g:2098973
Bubuamo	id=g:2098974
Bubua	id=g:2098975
Bubu	id=g:2098976
Bubno	id=g:2098977
Bublsanga	id=g:2098978
Bubi Point	id=g:2098979
Bubi Creek	id=g:2098980
Buberin	id=g:2098981
Bubenjirin Mountain	id=g:2098982
Buat Point	id=g:2098983
Buas River	id=g:2098984
Buaru River	id=g:2098985
Buaroro	id=g:2098986
Buap River	id=g:2098987
Buansing	id=g:2098988
Buang River	id=g:2098989
Buangi	id=g:2098990
Buali Waibula	id=g:2098991
Buakup	id=g:2098992
Buai River	id=g:2098993
Buaikulu	id=g:2098994
Buai	id=g:2098995
Bua Bua Point	id=g:2098996
Bua	id=g:2098997
Bua	id=g:2098998
Brunai	id=g:2098999
Brugnowi	id=g:2099000
Brugap	id=g:2099001
Brown River Road	id=g:2099002
Brown River	id=g:2099003
Brown Island	id=g:2099004
Browne Island	id=g:2099005
Mount Browne	id=g:2099006
Mount Brown	id=g:2099007
Cape Brown	id=g:2099008
Wai Brom	id=g:2099009
Brokom River	id=g:2099010
Broken Water Bay	id=g:2099011
Broken Point	id=g:2099012
Broadview Estate	id=g:2099013
Mount Britannia	id=g:2099014
Bristow Island	id=g:2099015
Brisbane Rock	id=g:2099016
Briompene	id=g:2099017
Brinoka Gap	id=g:2099018
Bridges Point	id=g:2099019
Mount Bride	id=g:2099020
Bricelon Island	id=g:2099021
Brians Hill	id=g:2099022
Cape Bremen	id=g:2099023
Brel Creek	id=g:2099024
Cape Bredow	id=g:2099025
Breakfast Point	id=g:2099026
Bray Hill	id=g:2099027
Braunshweig Harbour	id=g:2099028
Brauniak	id=g:2099029
Brandi River	id=g:2099030
Brandi	id=g:2099031
Branda	id=g:2099032
Bramik	id=g:2099033
Bramfto	id=g:2099034
Braham Mission	id=g:2099035
Brag	id=g:2099036
Boze	id=g:2099037
Boyina Creek	id=g:2099038
Boyen Island	id=g:2099039
Bowye Creek	id=g:2099040
Bowye Anabranch	id=g:2099041
Bowwui Creek	id=g:2099042
Bowutu Mountains	id=g:2099043
Bowen Shoal	id=g:2099044
Bowat Number 2	id=g:2099045
Bowat Number 1	id=g:2099046
Bowat Bay	id=g:2099047
Bowami Mission	id=g:2099048
Bowali Primary School	id=g:2099049
Bovo River	id=g:2099050
Bovera	id=g:2099051
Bovalpun	id=g:2099052
Boutkes Knoll	id=g:2099053
Bouman Plantation	id=g:2099054
Mount Boulogolo	id=g:2099055
Bouleia	id=g:2099056
Boulder Creek	id=g:2099057
Bougainville Strait	id=g:2099058
Bougainville Island	id=g:2099059
Bougainville Bay	id=g:2099060
Mount Bougainville	id=g:2099061
Cape Bougainville	id=g:2099062
Boudeuse Bay	id=g:2099063
Bou	id=g:2099064
Botue	id=g:2099065
Bototo	id=g:2099066
Cape Botiangin	id=g:2099067
Bothu	id=g:2099068
Boteka	id=g:2099069
Botbot River	id=g:2099070
Botbot	id=g:2099071
Botana Reef	id=g:2099072
Botana	id=g:2099073
Bostrem Bay	id=g:2099074
Bospaira	id=g:2099075
Bosngun River	id=g:2099076
Bosman	id=g:2099077
Boskombo	id=g:2099078
Boset	id=g:2099079
Bosavi Mission	id=g:2099080
Mount Bosavi	id=g:2099081
Bosa Creek	id=g:2099082
Bosabura	id=g:2099083
Bosabi	id=g:2099084
Borvi	id=g:2099085
Borugasusu	id=g:2099086
Boru	id=g:2099087
Boru	id=g:2099088
Boru	id=g:2099089
Borsi	id=g:2099090
Borpop Harbour	id=g:2099091
Borowai	id=g:2099092
Borovia	id=g:2099093
Borou	id=g:2099094
Borora Bay	id=g:2099095
Borona	id=g:2099096
Boromura Island	id=g:2099097
Boromo River	id=g:2099098
Boroman	id=g:2099099
Boroma Creek	id=g:2099100
Boroko	id=g:2099101
Boroke	id=g:2099102
Boroi River	id=g:2099103
Boroi Hill	id=g:2099104
Boroi	id=g:2099105
Boroginimu	id=g:2099106
Boro Creek	id=g:2099107
Boro	id=g:2099108
Boro	id=g:2099109
Bornega Mountain	id=g:2099110
Bornbilr	id=g:2099111
Borkwa	id=g:2099112
Bo River	id=g:2099113
Borisubi	id=g:2099114
Borikiba	id=g:2099115
Boridi	id=g:2099116
Bori Bori	id=g:2099117
Mount Boria	id=g:2099118
Boria	id=g:2099119
Borgen Bay	id=g:2099120
Bore River	id=g:2099121
Boregaina	id=g:2099122
Mount Borebore	id=g:2099123
Boreberi	id=g:2099124
Boreara	id=g:2099125
Bore	id=g:2099126
Bore	id=g:2099127
Border Mountains	id=g:2099128
Borda	id=g:2099129
Borbuga	id=g:2099130
Boram Creek	id=g:2099131
Boram Bay	id=g:2099132
Cape Boram	id=g:2099133
Boram	id=g:2099134
Borakapu	id=g:2099135
Borakagere	id=g:2099136
Borabi	id=g:2099137
Bora	id=g:2099138
Bopirumpum	id=g:2099139
Bopire Plantation	id=g:2099140
Bopinbin River	id=g:2099141
Bopinapi	id=g:2099142
Bopa	id=g:2099143
Bootless Inlet	id=g:2099144
Bonyang Creek	id=g:2099145
Bonua	id=g:2099146
Bonta	id=g:2099147
Bononi	id=g:2099148
Bonkiman	id=g:2099149
Bonkembil	id=g:2099150
Bonivat	id=g:2099151
Bonito Bend	id=g:2099152
Mount Bonimartini	id=g:2099153
Boniboni Bay	id=g:2099154
Bongugl	id=g:2099155
Bongu	id=g:2099156
Bongos River	id=g:2099157
Bongos	id=g:2099158
Bongoi	id=g:2099159
Mount Bongmut	id=g:2099160
Bongmabil	id=g:2099161
Bongiora	id=g:2099162
Bongimasi	id=g:2099163
Bongimasi	id=g:2099164
Bonggogu	id=g:2099165
Bonggi	id=g:2099166
Bongganko	id=g:2099167
Bongabun	id=g:2099168
Bongabun	id=g:2099169
Bonga	id=g:2099170
Bonga	id=g:2099171
Bonga	id=g:2099172
Bonenepi	id=g:2099173
Bonenau	id=g:2099174
Bonela River	id=g:2099175
Boneia	id=g:2099176
Bonei	id=g:2099177
Bondong School	id=g:2099178
Bonaputa	id=g:2099179
Bonando River	id=g:2099180
Bonando Point	id=g:2099181
Bonando	id=g:2099182
Bonanamo	id=g:2099183
Bona Motu	id=g:2099184
Bonam	id=g:2099185
Bonahoitum	id=g:2099186
Bonahoi	id=g:2099187
Bonagai	id=g:2099188
Bona	id=g:2099189
Bomona War Cemetery	id=g:2099190
Bomegoro	id=g:2099191
Bomegoro	id=g:2099192
Bome	id=g:2099193
Bombita	id=g:2099194
Bombel Creek	id=g:2099195
Bomatu Point	id=g:2099196
Bomasea	id=g:2099197
Bomasa	id=g:2099198
Bomapau Island	id=g:2099199
Bomana Gaol	id=g:2099200
Bomana Creek	id=g:2099201
Bom	id=g:2099202
Bom	id=g:2099203
Bolubolu	id=g:2099204
Bol River	id=g:2099205
Bolpua	id=g:2099206
Bolo	id=g:2099207
Ok Bolk	id=g:2099208
Bolivip	id=g:2099209
Boliu Island	id=g:2099210
Boliu	id=g:2099211
Boli Point	id=g:2099212
Bolingbongen	id=g:2099213
Bolimang	id=g:2099214
Bolim	id=g:2099215
Bolgau’um	id=g:2099216
Bolegila Plantation	id=g:2099217
Cape Bolegila	id=g:2099218
Bolburo	id=g:2099219
Bolakomana	id=g:2099220
Bolain Island	id=g:2099221
Bola	id=g:2099222
Bol	id=g:2099223
Bokure	id=g:2099224
Bokuku	id=g:2099225
Bokukomana	id=g:2099226
Bokukomana	id=g:2099227
Boku	id=g:2099228
Boku	id=g:2099229
Bokongtata	id=g:2099230
Boki River	id=g:2099231
Boke	id=g:2099232
Mount Bokave	id=g:2099233
Bokasu	id=g:2099234
Bokapap	id=g:2099235
Bok	id=g:2099236
Boiwah	id=g:2099237
Boitalu	id=g:2099238
Boisi	id=g:2099239
Boi River	id=g:2099240
Boi River	id=g:2099241
Boira	id=g:2099242
Boini	id=g:2099243
Boine	id=g:2099244
Boinamu	id=g:2099245
Boinagi Island	id=g:2099246
Boim 2	id=g:2099247
Boim 1	id=g:2099248
Boimbi	id=g:2099249
Boimbalavu	id=g:2099250
Boiku	id=g:2099251
Boikmava	id=g:2099252
Boiken Creek	id=g:2099253
Boiken	id=g:2099254
Boi Ibi Kussa River	id=g:2099255
Boi’ia	id=g:2099256
Boig	id=g:2099257
Boif	id=g:2099258
Boieta	id=g:2099259
Boibienggauwa	id=g:2099260
Bohuai Number 2	id=g:2099261
Bohuai Number 1	id=g:2099262
Bogut	id=g:2099263
Cape Boguslauski	id=g:2099264
Cape Bogun	id=g:2099265
Bog River	id=g:2099266
Bogoro Inlet	id=g:2099267
Bogolis	id=g:2099268
Bogisago	id=g:2099269
Bogirohodobi	id=g:2099270
Bogim Harbour	id=g:2099271
Bogia Harbour	id=g:2099272
Bogia District	id=g:2099273
Bogia Creek	id=g:2099274
Bogia Bay	id=g:2099275
Bogia	id=g:2099276
Bogeba	id=g:2099277
Bogasu	id=g:2099278
Bogasip	id=g:2099279
Bogaramaka	id=g:2099280
Boganon	id=g:2099281
