Nahr al Braghūthīyat	id=g:6763876
Minţaqat Maqāli‘ Raml Karbalā	id=g:6780897
Nahr az Zāwī	id=g:6780898
Nahr adh Dhahbāt	id=g:6780899
Qaryat Ḑulay‘ah	id=g:6780900
Nahr al A‘má	id=g:6780901
Shaţţ Abū Kuţaywah	id=g:6780902
Qaryat al Ma‘āmirah	id=g:6780903
Nahr Umm ‘Awlaymah	id=g:6780904
Muḩammad Shāfi‘ī	id=g:6780905
Qaryat ‘Adah Zarqān	id=g:6780906
Qanāt al Kaţţah	id=g:6780907
Qaryat Banī Mālah	id=g:6780908
Qanāt al Kaţţah	id=g:6780909
Imām Sharīf	id=g:6780910
Qaryat Ḩamzah ad Dallī	id=g:6780911
Al Barā‘ah	id=g:6780912
Nahr Abū al Khayr	id=g:6780913
Nahr al Kishk	id=g:6780914
Baḩr al ‘Aman	id=g:6780915
Qaryat Nabī Ayyūb	id=g:6780916
Al ‘Ayfār	id=g:6780917
Dūr aḑ Ḑubbāţ	id=g:6780918
Al Mashtal	id=g:6780919
Qaryat Badr	id=g:6780920
Qaryat Ālbū ‘Iz̧ām al Jamā‘īyah	id=g:6780921
Qaryat al Wisād	id=g:6780922
Ālbū Jāsim	id=g:6780923
Ţabr ar Rābiţ Marqad	id=g:6780924
Nahr Nakhmāsh	id=g:6780925
Qaryat Ālbū Khalaf	id=g:6780926
Arḑ al Jazīrah	id=g:6780927
Qaryat al Ba‘th	id=g:6780928
Nahr Ţabr Ālbū Sa‘dūn	id=g:6780929
Qaryat Āl ‘Azzūz	id=g:6780930
Nahr ar Ruwwād	id=g:6780931
Qaryat Āl Ḩusayn	id=g:6780932
Āl Ghālib	id=g:6780933
Markaz Nāḩiyat al Khayrāt	id=g:6780934
Al Kaşş	id=g:6780935
Minţaqat al ‘Antākīyah	id=g:6780936
Al Ḩamamīyah al Garbīyah	id=g:6780937
‘Antākīyah	id=g:6780938
Al ‘Ufayrīyah	id=g:6780939
Qaryat Abū Jalīb	id=g:6780940
Nahr al Wisād	id=g:6780941
Qaryat ‘Awfī	id=g:6780942
Nahr ‘Awfī	id=g:6780943
Nahr Abū Zakrinī	id=g:6780944
Al Kaşş	id=g:6780945
Qaryat Kāz̧im Āl Mūsá	id=g:6780946
Qaryat an Niḑāl	id=g:6780947
Qaryat Kāz̧im Abū Qiţţah	id=g:6780948
Aş Şinā‘ah	id=g:6780949
Minţaqat an Nabī Ayyūb	id=g:6780950
Nahr al Jadwal	id=g:6780951
Qaryat al Majrīyah	id=g:6780952
Minţaqat al Majrīyah	id=g:6780953
Imām Sayyid ‘Īsá	id=g:6780954
Bid‘at ad Dūlāb	id=g:6780955
Qaryat ad Dūlāb	id=g:6780956
Nahr al Fāniyah	id=g:6780957
Minţaqat ar Rashīdīyah	id=g:6780958
An Nūr	id=g:6780959
Nahr Mukassar	id=g:6780960
Fahd al Ḩarrān	id=g:6780961
Qaryat Ţu‘mah al ‘Alī	id=g:6780962
Al Kaşş	id=g:6780963
Nahr Abū Namir	id=g:6780964
Al Kaţnah	id=g:6780965
Qaryat al Kaşş	id=g:6780966
Qaryat Kafshah	id=g:6780967
Nahr Marīrah	id=g:6780968
Ghadīr ‘Īdān	id=g:6780969
Nahr Muḩammad Āl ‘Abbūd	id=g:6780970
Nahr Ibrāhīm al ‘Abd Allāh	id=g:6780971
Nahr ath Thamāniyah	id=g:6780972
Qaryat ash Shāţi’	id=g:6780973
Minţaqat Āl Fatlah	id=g:6780974
Rāyz̧ah	id=g:6780975
Qaryat Karāyiţ	id=g:6780976
Qaryat al Qayyārah	id=g:6780977
Nahr ‘Abd Rasūl	id=g:6780978
Maţāyij	id=g:6780979
Ţufayl Āl al ‘Arabī	id=g:6780980
Ţufayl al ‘Arabī	id=g:6780981
Qaryat Ḩamzah	id=g:6780982
Qaryat Ālbū Ḩasan	id=g:6780983
Nahr Rayy at Tājīyah	id=g:6780984
Nahr al ‘Arabī	id=g:6780985
Ad Dawb	id=g:6780986
Qaryat Ḩuwaysh Sayyid	id=g:6780987
Minţaqat as Sa‘īdīyah	id=g:6780988
Minţaqat al ‘Arabī	id=g:6780989
Imām ‘Ukāb	id=g:6780990
Qaryat Juwayb	id=g:6780991
Qaryat at Tājīyah	id=g:6780992
Imām Zayd al ‘Ābidīn	id=g:6780993
Al Kaşş	id=g:6780994
Ghulays	id=g:6780995
Qaryat Kuţaywīyah	id=g:6780996
Ţaysah	id=g:6780997
Nahr Raḩmat Allāh	id=g:6780998
Nahr Ālbū Shāfī	id=g:6780999
Jadwal al Kifl al Ḩūrīyah	id=g:6781000
Qaryat Miḑakhkhāt al Qiyādah	id=g:6781001
Qaryat al Maḩmūd	id=g:6781002
Mibzal Kurayţ	id=g:6781003
Qaryat as Sajlah	id=g:6781004
Qārat Maqāli‘ ar Raml	id=g:6781005
Arḑ Şubḩah	id=g:6781006
Ālbū Maḩmūd	id=g:6781007
Ma‘barat an Nūr	id=g:6781008
Qaryat an Nūr	id=g:6781009
Mibzal Kurayţ	id=g:6781010
Nahr al Ya‘manah	id=g:6781011
Nahr al Yahūdīyah	id=g:6781012
Qaryat Şalkhah	id=g:6781013
Nahr Marī	id=g:6781014
Nahr at Tājīyah	id=g:6781015
Minţaqat Khaffājah	id=g:6781016
Ḩasan Jāsim	id=g:6781017
Hawr Shawk	id=g:6781018
Nahr Juwayb	id=g:6781019
Ālbū Zawīyah	id=g:6781020
Nahr al Muţawwa‘	id=g:6781021
Īshān ‘Arūr	id=g:6781022
Shamūn	id=g:6781023
Nahr Āl Ḩamas	id=g:6781024
Qaryat Āl Ḩamas	id=g:6781025
Umm Kadr	id=g:6781026
Qaryat Umm Qabbāzah	id=g:6781027
Qaryat al Īshān	id=g:6781028
Minţaqat Kurayţ	id=g:6781029
Minţaqat Umm Ḩalāl	id=g:6781030
Qaryat Umm Jadr	id=g:6781031
Nahr al Khubaybizah	id=g:6781032
Qaryat Umm Jadr	id=g:6781033
Fāyiq Ţufayl	id=g:6781034
Qaryat Āl Sahlān	id=g:6781035
Nahr Ḩāwī	id=g:6781036
Qaryat Ālbū Muţlak	id=g:6781037
Nāz̧irīyat an Nahḑah	id=g:6781038
Mahdī al ‘Alī	id=g:6781039
Ad Dawrah	id=g:6781040
Qaryat Şāliḩ al ‘Abd	id=g:6781041
Hawr Shawk	id=g:6781042
Nahr Juwayb	id=g:6781043
Nahr al Haymānīyah	id=g:6781044
Qaryat al Ḩakānīyah	id=g:6781045
Shākhat ath Thulth	id=g:6781046
Qaryat Khaffājah	id=g:6781047
Qaryat Abū Ḩajal	id=g:6781048
Nahr Ḩamad	id=g:6781049
Makhfar al Hindīyah	id=g:6781050
Maqāli‘ Raml Karbalā’	id=g:6781051
Makhfar al Ḩillah al Qadīm	id=g:6781052
Nahr Umm Ḩalāl al Qadīm	id=g:6781053
Qaryat al Ḩaydarīyah	id=g:6781054
Qaryat Qitāl al Janūbī	id=g:6781055
Qaryat Shumrān al Mūsá	id=g:6781056
Ar Rājiyah	id=g:6781057
Nahr Sayf	id=g:6781058
Jadwal Nūr	id=g:6781059
Imām Sayyid Şāliḩ	id=g:6781060
Imām Sayyid Ibrāhīm	id=g:6781061
Nahr al ‘Ullīyah	id=g:6781062
Nahr ar Rāranjīyah	id=g:6781063
Īshān Ḩammūd	id=g:6781064
Qaryat Āl Jamīl	id=g:6781065
Nahr al Ajda‘	id=g:6781066
Shaţţ al Ḩaydarīyah al Qadīm	id=g:6781067
Minţaqat al Ajda‘	id=g:6781068
Qaryat al Ajda‘	id=g:6781069
Ḩaydarīyah	id=g:6781070
Ālbū Hulayl	id=g:6781071
‘Ubayd al Jāsim	id=g:6781072
Qaryat ar Rāranjīyah	id=g:6781073
Qaryat Rab‘ Ibrāhīm	id=g:6781074
Nahr Abū Kaşabah	id=g:6781075
Qaryat al Jāzirīyah	id=g:6781076
Nahr al Jāzirīyah	id=g:6781077
Al Ḩamzāwīyah	id=g:6781078
Qaryat al Ḩamzāwīyah	id=g:6781079
Minţaqat al Ḩamzāwīyah	id=g:6781080
Minţaqat ar Rāranjīyah	id=g:6781081
Minţaqat Khaffājah	id=g:6781082
Qaryat ar Rashīdah	id=g:6781083
Nahr Abū Ghazl	id=g:6781084
Qaryat al Haymānīyah	id=g:6781085
Al Ḩamīsānīyah	id=g:6781086
Qaryat al Ḩayādir	id=g:6781087
Qaryat Āl ‘Abbās	id=g:6781088
Nāḩiyat al Ḩaydarīyah	id=g:6781089
Maqāli‘ Raml at Taḩrīr	id=g:6781090
Qaryat al Mazūkah	id=g:6781091
Jazīrat Karm al Ḩājj	id=g:6781092
Khiyāb al Ḩarş	id=g:6781093
Nahr al Khawş	id=g:6781094
Nahr ar Rustamīyah	id=g:6781095
Qaryat Turābah	id=g:6781096
Qaryat al Murādīyah	id=g:6781097
Minţaqat al Murādīyah	id=g:6781098
Qaryat al ‘Aylah	id=g:6781099
Minţaqat ar Rustamīyah	id=g:6781100
Qaryat ar Rustamīyah	id=g:6781101
Nahr al ‘Arāmīyah	id=g:6781102
Qaryat al Kuwām	id=g:6781103
Maqām al Mahdī	id=g:6781104
Al Ḩītān	id=g:6781105
Maqām Zayn al ‘Ābidīn	id=g:6781106
Qaryat al Kuwām	id=g:6781107
Qaryat Hawr as Sulţān	id=g:6781108
Minţaqat al Fayḑīyah	id=g:6781109
‘Abd al Ummah al ‘Ārūḑ	id=g:6781110
Ţarābah	id=g:6781111
Jazīrat Ḩājj Ḩabīb	id=g:6781112
Qaryat al Wasmīyah	id=g:6781113
Jiyād al Ḩuwayd	id=g:6781114
Qaryat al Kuray‘ah	id=g:6781115
Qaryat al Mazūkah al Janūbīyah	id=g:6781116
Al Mazū‘ah	id=g:6781117
An Najmah	id=g:6781118
Qaryat Banī Musallam	id=g:6781119
An Najmah	id=g:6781120
Qaryat ar Rustamīyah	id=g:6781121
Ţāriq Mātin	id=g:6781122
Qaryat ad Darāwīsh	id=g:6781123
Aḩmad ‘Ubayd	id=g:6781124
Minţaqat Abū Samak	id=g:6781125
‘Ābid Salmān	id=g:6781126
Qaryat Ibrāhīm Bin ‘Uqayl	id=g:6781127
Imām Muḩammad Bin al Ḩasan	id=g:6781128
Ḩabīb Mujbil	id=g:6781129
Qaryat as Sādah al ‘Awāwidah	id=g:6781130
Arkūb as Sādah al ‘Awāwidah	id=g:6781131
Kāz̧im ‘Aţwān	id=g:6781132
Qaryat al Kharābah	id=g:6781133
‘Abd al ‘Azīz	id=g:6781134
Nahr al ‘Alakamī	id=g:6781135
Minţaqat al Jubūr	id=g:6781136
Minţaqat al ‘Alakamī	id=g:6781137
Ayyūb Mūsá	id=g:6781138
Jazīrat Dughaymith	id=g:6781139
Khawr Rabbī	id=g:6781140
Abū Rijlayn	id=g:6781141
Minţaqat Abū Rijlayn	id=g:6781142
Nahr al Bid‘ah	id=g:6781143
Jam‘īyat ad Dawlah	id=g:6781144
Nahr al Jāzūnah	id=g:6781145
Qaryat Hawr Sulţān	id=g:6781146
Qaryat Ḩājjī Mardān	id=g:6781147
Şāliḩ ‘Abd	id=g:6781148
Qaryat az Zaynabīyah	id=g:6781149
Minţaqat az Zaynabīyah	id=g:6781150
Qaryat Ālbū Mahdī	id=g:6781151
Hawr, aş Şāfiyah	id=g:6781152
Nahr Abū Zayn	id=g:6781153
Qaryat al Maqbaḑīyah	id=g:6781154
Qaryat an Na‘īmīyah	id=g:6781155
Qaryat Dahshawīyah	id=g:6781156
Qaryat Dahbūshah	id=g:6781157
‘Abd al ‘Azīz Mūsá	id=g:6781158
Qaryat Ālbū Ḩushaybah	id=g:6781159
Qaryat Āl Bū Ḩushaybah	id=g:6781160
Al Muḩūţah ash Sharqīyah	id=g:6781161
Nahr al Muḩūţah	id=g:6781162
Ālbū Z̧āhir	id=g:6781163
Jazīrat Umm Shuhaybah	id=g:6781164
‘Ashā’ir Āl Jamīl	id=g:6781165
Miqdād Ḩasan	id=g:6781166
Kāz̧im ‘Abbās	id=g:6781167
Qaryat aş Şāfiyah	id=g:6781168
Qaryat Ālbū Shāmah	id=g:6781169
Nahr Ālbū Shāmah	id=g:6781170
Khān Khaḑ‘ān	id=g:6781171
Qaryat al Malyawīyah	id=g:6781172
Nahr aş Şāfī	id=g:6781173
Banī Ayyūb	id=g:6781174
Minţaqat Zayd Bin ‘Alī	id=g:6781175
Nahr aḑ Ḑab‘ah	id=g:6781176
Qaryat al Ḩājj ‘Ulaywī	id=g:6781177
Minţaqat al Ma‘āmirah	id=g:6781178
Jisr Raqm Arba‘ah	id=g:6781179
Nahr al Bardawīl	id=g:6781180
Qaryat al Barwīl	id=g:6781181
Qaryat al ‘Arā’īn	id=g:6781182
Imām Sayyid Yaḩyá	id=g:6781183
Banī Ḩasan	id=g:6781184
Ḩayy Sab‘ah Nīsān	id=g:6781185
Nāḩiyat al Kifl	id=g:6781186
Qaryat Āl ‘Īsá	id=g:6781187
Qaryat Imām Zayd Bin ‘Alī	id=g:6781188
Qaryat Ālbū Ghazāyy	id=g:6781189
Qaryat Ālbū Ḩājim	id=g:6781190
Nahr al Jadū‘	id=g:6781191
Qaryat Umm Na‘jah	id=g:6781192
Minţaqat al Jurf	id=g:6781193
Āl Bū Ghurayb	id=g:6781194
Al Majrīyah	id=g:6781195
Qaryat ad Dawlah	id=g:6781196
Minţaqat al Jufayrah	id=g:6781197
Āl ‘Īsá	id=g:6781198
Āl Bū Māhī	id=g:6781199
Qaryat Abū ‘Arbah	id=g:6781200
Minţaqat al Jazrah	id=g:6781201
Minţaqat Umm Na‘jah	id=g:6781202
Qaryat Umm Na‘jah	id=g:6781203
Minţaqat al Mayāthīm	id=g:6781204
Al Majānīm	id=g:6781205
Minţaqat Jūbān	id=g:6781206
Qaryat al Jufayrah	id=g:6781207
Juzrat Āl Şayda‘	id=g:6781208
Āl Bū ‘Ujayl	id=g:6781209
Qaryat Mayāthīm	id=g:6781210
Minţaqat Ālbū ‘Aryān	id=g:6781211
Minţaqat al Wahhābī	id=g:6781212
Qaryat al Ḩaydarī	id=g:6781213
Minţaqat al Qazāwinah	id=g:6781214
Minţaqat Umm Wanīnah	id=g:6781215
Duhaymish	id=g:6781216
Jisr Raqm Ithnān	id=g:6781217
Nahr al ‘Adl	id=g:6781218
Qaryat al ‘Adl	id=g:6781219
Nahr al Wahhābī	id=g:6781220
Qaryat ‘Abd az Zahrah	id=g:6781221
Salmān Makrūr	id=g:6781222
‘Ashā’ir al Budayr	id=g:6781223
Minţaqat at Tarman	id=g:6781224
Jadwal at Tarman	id=g:6781225
Qaryat at Tarman	id=g:6781226
Minţaqat al Muwayhī	id=g:6781227
Umm Wanīnah	id=g:6781228
Āl Budaywī	id=g:6781229
Khān ar Rab‘	id=g:6781230
Āl ‘Ābir	id=g:6781231
Minţaqat al Qazwīnīyah	id=g:6781232
Minţaqat an Nifākh	id=g:6781233
Qaryat Abū ‘Arab	id=g:6781234
Nahr Abū ‘Arab	id=g:6781235
Minţaqat as Samawayhī	id=g:6781236
Qaryat al ‘Aryān	id=g:6781237
Qaryat al Fatḩī	id=g:6781238
Minţaqat al A‘má	id=g:6781239
Nahr al Fatḩī	id=g:6781240
Nahr al ‘Arbah	id=g:6781241
Ālbū Fāris	id=g:6781242
Mashrū‘ Miţḩanat an Najaf	id=g:6781243
Nāḩiyat az Zarqā’	id=g:6781244
Qaryat az Zamān	id=g:6781245
Nahr al A‘má	id=g:6781246
Minţaqat al ‘Abbāsīyah	id=g:6781247
Al Majāshīm	id=g:6781248
Nahr az Zaydī	id=g:6781249
Minţaqat al ‘Ashwā’īyah	id=g:6781250
Jisr Raqm Thalāthah	id=g:6781251
Nāḩiyat al ‘Abbāsīyah	id=g:6781252
Qaryat Mujayli‘	id=g:6781253
Munkhafaḑ Baḩr an Najaf	id=g:6781254
Minţaqat Ālbū Ḩārī	id=g:6781255
Aţ Ţarīq	id=g:6781256
Qaryat Āl Duhaym	id=g:6781257
Qaryat al ‘Arabīyah	id=g:6781258
Qaryat Abū Hassūn	id=g:6781259
Qaryat az Zaydī	id=g:6781260
Qaryat Umm Dukhayy	id=g:6781261
Minţaqat al Ḩumayrāt	id=g:6781262
Wādī ar Ruhaymāwī	id=g:6781263
Jabal al ‘Aţţār	id=g:6781264
Al Ḩasan wa ar Ruhbān	id=g:6781265
Ar Ruhaymāwī	id=g:6781266
Minţaqat al Ḩayāḑīyah	id=g:6781267
Munkhafaḑ Baḩr an Najaf	id=g:6781268
Minţaqat ar Rumaylah	id=g:6781269
Āl Bū Māḑī	id=g:6781270
Qaryat Ālbū Mazrī	id=g:6781271
Minţaqat ‘Alī	id=g:6781272
Ţabr Āl Wādī	id=g:6781273
Şaḩawīyāt	id=g:6781274
Qaryat Āl Ḩawwāsh	id=g:6781275
Minţaqat as Sahlah	id=g:6781276
Ḩayy al ‘Urūbah	id=g:6781277
Minţaqat Maz̧lūm	id=g:6781278
Qaryat al Ḩayāḑīyah	id=g:6781279
Munkhafaḑ al ‘Aţţār	id=g:6781280
Qaḑā’ al Kūfah	id=g:6781281
Minţaqat as Sarāy	id=g:6781282
Jisr Raqm Wāḩid	id=g:6781283
Minţaqat Ālbū Nu‘mān	id=g:6781284
Ālbū Shaykh Mashhad	id=g:6781285
Tall Bū Ḑiyā‘	id=g:6781286
Minţaqat Sayyid Jarādah	id=g:6781287
Qaryat Āl Daḩḩām	id=g:6781288
Ţabr al Ba‘w	id=g:6781289
Ţabr al Ba‘w	id=g:6781290
Minţaqat Āl ‘Īsá	id=g:6781291
Ḩayy al Mutanabbī	id=g:6781292
Ḩayy ash Shurţah	id=g:6781293
Maqbarat ash Shuhadā’	id=g:6781294
Ḩayy an Nafţ	id=g:6781295
Ḩayy aḑ Ḑubbāţ	id=g:6781296
Ḩayy al Ghadīr	id=g:6781297
Mustashfá Qādisīyat Şaddām	id=g:6781298
Minţaqat al Kurayshāt	id=g:6781299
Ḩayy Sab‘at ‘Ashar Tamūl	id=g:6781300
Minţaqat at Tājīyāt	id=g:6781301
Al Qaryah al ‘Aşrīyah	id=g:6781302
Ţabr al Jufayrī	id=g:6781303
Ţabr al Jufayrī	id=g:6781304
Nahr Sayyid Jawād	id=g:6781305
Qaryat al Barākīyah	id=g:6781306
Al Ḩayy aş Şinā‘ī	id=g:6781307
Ḩayy al Ḩusayn	id=g:6781308
Maqbarat an Najaf	id=g:6781309
Minţaqat al Fatḩah	id=g:6781310
Ḩayy as Sa‘d	id=g:6781311
Ḩayy al Amīr	id=g:6781312
Ḩayy al Qādisīyah	id=g:6781313
Minţaqat al Barākīyah	id=g:6781314
Minţaqat al Māliḩah	id=g:6781315
Maqām al Khiḑr	id=g:6781316
Nahr ad Dūlāb	id=g:6781317
Nahr aţ Ţāhirīyah	id=g:6781318
Arāḑī Muḩīram	id=g:6781319
Qaryat as Sādat al Wurdan	id=g:6781320
Nahr Abū Ḩarbah	id=g:6781321
Ikhawān Ālbū Ḩaşr	id=g:6781322
Qaryat al Jawf	id=g:6781323
Qaryat Ibrāhīm	id=g:6781324
Ma‘bar as Sajlah	id=g:6781325
Al Khibāzah	id=g:6781326
Nahr Janīyah	id=g:6781327
Nahr al Ḩurrīyah	id=g:6781328
Nahr al Bid‘ah	id=g:6781329
Mutnazat al Gharbī	id=g:6781330
‘Uyūn Mā’ ar Ruhaymāwī	id=g:6781331
Umm aţ Ţabr	id=g:6781332
Nahr az Zaydī	id=g:6781333
Nahr Āl Ghāzī	id=g:6781334
Shaţţ al Hawr	id=g:6781335
Ma‘āfāt	id=g:6781336
Qanāt al Mabzil ash Sharqī	id=g:6781337
Nahr al Khamās	id=g:6781338
Tall Abū Furaywah	id=g:6782238
Mawqi‘ Nāz̧im Dhirā‘ Dijlah	id=g:6782239
Arāḑī Jazīrat al Karmah	id=g:6782240
Tulūl aţ Ţāyirah	id=g:6782241
Nahr al Kaşāwī	id=g:6782242
Mawḩān ad Dahish	id=g:6782243
Tall al Mujaybirah	id=g:6782244
Nahr Sulaymān Khanfar	id=g:6782245
Nahr al Janā’in	id=g:6782246
Minţaqat al Mullā Ḩasan	id=g:6782247
Minţaqat ash Shāmīyah	id=g:6782248
Qaryat al ‘Abasī	id=g:6782249
Qaryat ash Shahābī al Ūwlá	id=g:6782250
Qaryat ‘Īd al Fayyāḑ	id=g:6782251
‘Arab Hādī al Jarād	id=g:6782252
Sharikat al Jazīrah lil Muqāwalāt	id=g:6782253
‘Arab Nājī	id=g:6782254
Aḩmad Mashraḩ	id=g:6782255
‘Arab Jumaykah	id=g:6782256
‘Arab Ţahmān	id=g:6782257
‘Arab ash Shītī	id=g:6782258
Hadī al ‘Afan	id=g:6782259
Al Ḩaşwah	id=g:6782260
Haşwat Ku‘ayţān	id=g:6782261
Nahr Māljī	id=g:6782262
‘Arab ash Shamīyah	id=g:6782263
Qaryat al Mu‘āmīr	id=g:6782264
Sarḩān ad Dīn	id=g:6782265
Qaryat as Sa‘dān	id=g:6782266
‘Arab Nūrī	id=g:6782267
‘Urkūb ad Duwwār	id=g:6782268
‘Arab Şāliḩ	id=g:6782269
‘Arab Sa‘īd	id=g:6782270
‘Arab al Khiḑr	id=g:6782271
Nāḩiyat al ‘Āmirīyah	id=g:6782272
Al Ḩawījah	id=g:6782273
Qaryat al ‘Āmirīyah	id=g:6782274
Qaryat ad Dawsah	id=g:6782275
Nahr ath Tharthār-Dhirā‘ Dijlah	id=g:6782276
As Sarāy	id=g:6782277
Mashrū‘ al Jadwal	id=g:6782278
Mashrū‘ Qanāt Dhirā‘ Dijlah	id=g:6782279
Arāḑī Umm al Ghuwayr	id=g:6782280
Markaz Sayyid al Atharī	id=g:6782281
Nahr aş Şiḩāb	id=g:6782282
Tulūl Abū Şakhr	id=g:6782283
Nāḩiyat aş Şaqlāwīyah	id=g:6782284
Nāḩiyat al Khālidīyah	id=g:6782285
Nahr al Karmah	id=g:6782286
Jadwal at Tamīmī	id=g:6782287
Mashrū‘ at Tamīmī	id=g:6782288
Minţaqat Kumruk al Mawad	id=g:6782289
Ath Thaqīlah	id=g:6782290
Nāḩiyat al Karmah	id=g:6782291
Qaryat al Līfīyah	id=g:6782292
Qanāt Nāz̧im adh Dhibbān	id=g:6782293
Arāḑī Kuşaybah	id=g:6782294
Ḩaşá	id=g:6782295
Al Haḑabah	id=g:6782296
Al Munsha’ah al ‘Āmmah li Mashrū‘ ath Tharthār	id=g:6782297
Nahr al Aḩbaḩ	id=g:6782298
Dā’irat az Zirā‘ah	id=g:6782299
Nahr al Ḩayawī	id=g:6782300
‘Arab Shalāl	id=g:6782301
Wādī Rashīd	id=g:6782302
Mukhayyamāt aş Şayyādīn	id=g:6782303
Mukhayyamāt aş Şayyādīn	id=g:6782304
Nāz̧im adh Dhibbān	id=g:6782305
Mujama‘ Ḩaşwah	id=g:6782306
Qaryat as Sa‘dān	id=g:6782307
‘Urkūb ad Duwwār	id=g:6782308
Nahr ar Ruḑwu‘ī	id=g:6782309
Nahr al Işlāḩ	id=g:6782310
Nahr ar Rufūsh	id=g:6782311
Nahr Faza‘ Shayz	id=g:6782312
Nahr al Ḩasbah	id=g:6782313
Qanāt ar Raḑwānīyah	id=g:6782314
Nahr ad Dakhār	id=g:6782315
Khalīfat al ‘Azīz	id=g:6782316
Nahr ‘Abd	id=g:6782317
Munkhafaḑ ad Daūbah	id=g:6782318
Nahr al Kharr	id=g:6782319
Hawrat ad Daūbah	id=g:6782320
Tall Ḩaşwah al Aşīl	id=g:6782321
Ālbū ‘Akkāsh	id=g:6782322
Madrasat al Majarrah	id=g:6782323
Mashru‘ Bruksī	id=g:6782324
Nāz̧im al Majarrah	id=g:6782325
Bayūt Āl Hanāl	id=g:6782326
Sūq Samākat Matrūk	id=g:6782327
Shujayrāt	id=g:6782328
‘Abd Ḩusayn ‘Alī	id=g:6782446
Firās Khalaf Dashlī	id=g:6782447
Ibrāhīm Khāţr Ḩusayn	id=g:6782448
Khalaf Khāţr Ḩusayn	id=g:6782449
‘Abd Ghaḑbān Dashīr	id=g:6782450
Şabār Ḩabīb	id=g:6782451
Ḩusayn Aḩmad	id=g:6782452
Arāḑī Duhaywah	id=g:6782453
‘Arab ‘Aţīyat Dakhīl	id=g:6782454
Ḩusayn Barhān	id=g:6782455
Aḩmad Ismā‘īl	id=g:6782456
‘Abd al Majīd Ḩusayn	id=g:6782457
‘Arab Ḩamād ‘Alī Ḩamad	id=g:6782458
Yāsir ‘Abd Allāh	id=g:6782459
Laţīf Naşīf Jāsim	id=g:6782460
Naşīf Jāsim	id=g:6782461
‘Arab Ḩasan Dawīj	id=g:6782462
Yāsīn ‘Akāb	id=g:6782463
Ḩanash Rashīd Muḩaymīd	id=g:6782464
‘Alī Ghaḑīb	id=g:6782465
Ḩalbūş Adulaymī	id=g:6782466
‘Ulaywī Haydī	id=g:6782467
Ḩamīd al Ḩasūn	id=g:6782468
Ghaz̧nafar Khalaf	id=g:6782469
Dughaymar al Khalaf	id=g:6782470
Rashīd Khalaf	id=g:6782471
Minţaqat Arāḑī Sharīţah	id=g:6782472
‘Awād al Aḩmad	id=g:6782473
Shukr Hadhūd	id=g:6782474
Şāliḩ ‘Abd	id=g:6782475
Jāsim Aḩmad ‘Abd Allāh	id=g:6782476
Rashīd Ḩamād	id=g:6782477
‘Arāk ‘Abd Ḩamad	id=g:6782478
‘Aftān ‘Abd Ḩamad	id=g:6782479
Khalaf Fayāḑ	id=g:6782480
Ḩamīd ‘Abd Hilāl	id=g:6782481
‘Alī Ḩanfīsh Ḩanash	id=g:6782482
‘Abd ‘Asal	id=g:6782483
Ḩasan Mukhlaf Ḩamādī	id=g:6782484
Muḩammad Samīr	id=g:6782485
‘Awdat Marzat Ḩamad	id=g:6782486
Nājī Zaydān Khalaf	id=g:6782487
Ḩalībī Ḩusayn ‘Adhāb	id=g:6782488
‘Abd Ḩulylīḩ	id=g:6782489
Nāyaf Muḩammad	id=g:6782490
Sa‘ūd Muḩammad ‘Abbās	id=g:6782491
‘Alī Muḩammad Aḩmad	id=g:6782492
Khuḑayr Sadrān	id=g:6782493
Muḩammad Sadrān	id=g:6782494
Maḩmūd Khalaf	id=g:6782495
Khuḑayr Aaḩmad Jarādah	id=g:6782496
Ḩusayn Muflaḩ	id=g:6782497
Tall Ḩamzat Khalīfah	id=g:6782498
Ḩusayn ‘Alī ‘Āyid	id=g:6782499
Shākir ‘Alī ‘Āyid	id=g:6782500
Arāḑī al Ḩadīdī	id=g:6782501
Maḩmūd Ḩusayn Mashāwakh	id=g:6782502
Ţāhā ‘Azāwī Muḩammad	id=g:6782503
Ţāhā Karīm Muḩammad	id=g:6782504
Maḩmūd ‘Alwān	id=g:6782505
Khalaf Muḩammad Ḩamūd	id=g:6782506
Badr ‘Awīd	id=g:6782507
Aḩmad Ḩasan Jawād	id=g:6782508
Muḩammad Ḩasan Jawād	id=g:6782509
Şāliḩ Khalaf	id=g:6782510
Rashīd Ḩabīb Şāliḩ	id=g:6782511
Farḩān Hadhad	id=g:6782512
Ibrāhīm Ḩasan ‘Alwān	id=g:6782513
Kalībān Ḩasan	id=g:6782515
Karīm Ḩasan ‘Az̧īm	id=g:6782516
Baḩr Ḩasan	id=g:6782517
Khamīs Muḩammad Sanḩīrah	id=g:6782518
Ḩamad Ḩabīb Khalaf	id=g:6782519
‘Abd Allāh Zaydān	id=g:6782520
Salmān as Sayyid ‘Alī	id=g:6782521
‘Arab Naşīf Aḩmad ‘Abd Allāh	id=g:6782522
Aḩmad Yūsuf	id=g:6782523
Ţāhā Aḩmad	id=g:6782524
Ḩātim Naşīf	id=g:6782525
Maktab Ţāhā	id=g:6782526
Ismā‘īl Gharbaş as Sāmrā’ī	id=g:6782527
Karīm al Gharb	id=g:6782528
‘Arab Majbal Māḑī	id=g:6782529
Mazhar Khanjar	id=g:6782530
