Bukii Tikup	id=g:6971345
Salu Moyobua Besar	id=g:7031311
Salu Moyobua Kecil	id=g:7031312
Salu Kutadolon	id=g:7031313
Ongkag Lomboit	id=g:7031314
Salu Modoinding Kecil	id=g:7031315
Salu Modoinding Besar	id=g:7031316
Salu Motuyung	id=g:7031317
Salu Pancuran	id=g:7031318
Salu Modopolok	id=g:7031319
Royongan Karowa	id=g:7031320
Royongan Lanuon	id=g:7031321
Royongan Tualan	id=g:7031322
Royongan Sekuyung	id=g:7031323
Royongan Pinongtalan	id=g:7031324
Royongan Tumaluntung	id=g:7031325
Royongan Ponosien	id=g:7031326
Royongan Sinayaab	id=g:7031327
Royongan Pompang	id=g:7031328
Royongan Bolangitan	id=g:7031329
Royongan Konarom	id=g:7031330
Royongan Pinobian	id=g:7031331
Royongan Polimaan	id=g:7031332
Royongan Pangi	id=g:7031333
Royongan Sibon	id=g:7031334
Royongan Simboke	id=g:7031335
Bandar Udara Juanda	id=g:7031337
Kecamatan Pucanglaban	id=g:7034454
Kecamatan Tanggunggunung	id=g:7034455
Kecamatan Kalidawir	id=g:7034456
Desa Rejosari	id=g:7034457
Desa Ngranti	id=g:7034458
Desa Sanggrahan	id=g:7034459
Desa Wates	id=g:7034460
Desa Mirigambar	id=g:7034461
Desa Pandansari	id=g:7034462
Desa Sambidoplang	id=g:7034463
Desa Betak	id=g:7034464
Desa Tanggung	id=g:7034465
Desa Pojok	id=g:7034466
Desa Tanjung	id=g:7034467
Desa Domasan	id=g:7034468
Desa Balesono	id=g:7034469
Desa Selorejo	id=g:7034470
Desa Samir	id=g:7034471
Desa Tunggangri	id=g:7034472
Desa Pelem	id=g:7034473
Desa Pagersari	id=g:7034474
Desa Jabon	id=g:7034475
Desa Salakkembang	id=g:7034476
Desa Pakisrejo	id=g:7034477
Desa Kalidawir	id=g:7034478
Desa Karangtalun	id=g:7034479
Desa Pakisaji	id=g:7034480
Desa Joho	id=g:7034481
Desa Tenggarejo	id=g:7034482
Desa Winong	id=g:7034483
Desa Panggunguni	id=g:7034484
Desa Sukorejo Kulon	id=g:7034485
Desa Kaligentong	id=g:7034486
Desa Banyuurip	id=g:7034487
Desa Manding	id=g:7034488
Desa Tanggunggunung	id=g:7034489
Desa Kresikan	id=g:7034490
Kalimenur	id=g:7034491
Wonojoyo	id=g:7034492
Miren Satu	id=g:7034493
Depok	id=g:7034494
Tawang	id=g:7034495
Tanggung	id=g:7034496
Ngrengit	id=g:7034497
Kebonsukun	id=g:7034498
Kendit	id=g:7034499
Glodokan	id=g:7034500
Pasir Kidul	id=g:7034501
Karanglo	id=g:7034502
Duwet	id=g:7034503
Wates	id=g:7034504
Jambu	id=g:7034505
Kemiri	id=g:7034506
Miridudo	id=g:7034507
Jatisari	id=g:7034508
Pandansari	id=g:7034509
Sumberingin Kulon	id=g:7034510
Jati Lor	id=g:7034511
Jati Kidul	id=g:7034512
Selorejo	id=g:7034513
Selorejo Lor	id=g:7034514
Sanan	id=g:7034515
Balesono	id=g:7034516
Mirigambar	id=g:7034517
Candi	id=g:7034518
Sambidoplang	id=g:7034519
Genengan	id=g:7034520
Nglegok	id=g:7034521
Manding	id=g:7034522
Betak	id=g:7034523
Krajan Tiga	id=g:7034524
Krajan Dua	id=g:7034525
Gunung Betak	id=g:7034526
Gunung Budeg	id=g:7034527
Gemblung	id=g:7034528
Sendang	id=g:7034529
Jatibangi	id=g:7034530
Pojok	id=g:7034531
Kebon	id=g:7034532
Glotan	id=g:7034533
Gedangsewu	id=g:7034534
Jambu	id=g:7034535
Gunung Bagir	id=g:7034536
Secang	id=g:7034537
Kali Nongko	id=g:7034538
Tondo	id=g:7034539
Krajan Satu	id=g:7034540
Ngenjeran	id=g:7034541
Sambirejo	id=g:7034542
Brandil	id=g:7034543
Pakel	id=g:7034544
Tunggangri	id=g:7034545
Tanjung	id=g:7034546
Tuban	id=g:7034547
Banjaran	id=g:7034548
Balekambang	id=g:7034549
Selorejo Kidul	id=g:7034550
Salakan Lor	id=g:7034551
Saluran Pembuang Lodo Agung	id=g:7034552
Cangkring	id=g:7034553
Bonsarijeruk	id=g:7034554
Bonsari	id=g:7034555
Gondang	id=g:7034556
Ciwukbetak	id=g:7034557
Karangnongko	id=g:7034558
Gunung Butak	id=g:7034559
Bagir	id=g:7034560
Bangak	id=g:7034561
Tambak	id=g:7034562
Pelem	id=g:7034563
Mundu	id=g:7034564
Golong	id=g:7034565
Jingring	id=g:7034566
Pagersari	id=g:7034567
Ngumbo	id=g:7034568
Ciwuk	id=g:7034569
Genengan	id=g:7034570
Tawang	id=g:7034571
Jeruk	id=g:7034572
Jabon	id=g:7034573
Maung	id=g:7034574
Ngrawan	id=g:7034575
Gempol	id=g:7034576
Clangap	id=g:7034577
Bangunsari	id=g:7034578
Clangapkalidawir	id=g:7034579
Kembangan	id=g:7034580
Salakan Kidul	id=g:7034581
Ngubalan Tiga	id=g:7034582
Krandegan	id=g:7034583
Boto	id=g:7034584
Ngelokarangsono	id=g:7034585
Jabon Kidul	id=g:7034586
Ngejring	id=g:7034587
Karangsonojabon	id=g:7034588
Jigang	id=g:7034589
Ngampel	id=g:7034590
Banyakbang	id=g:7034591
Kelampok	id=g:7034592
Bukit Kelampok	id=g:7034593
Ngledok Lor	id=g:7034594
Jirak	id=g:7034595
Tumpakduwet	id=g:7034596
Pakisrejo	id=g:7034597
Jatirejo	id=g:7034598
Tanggungbaran	id=g:7034599
Kali Mongkrong	id=g:7034600
Ngledok Kidul	id=g:7034601
Kali Bendobanger	id=g:7034602
Bukit Ampel	id=g:7034603
Kali Banyakbang	id=g:7034604
Ngrejo	id=g:7034605
Joho	id=g:7034606
Karangsono	id=g:7034607
Karangtalun Lor	id=g:7034608
Ngelo	id=g:7034609
Nganggrek	id=g:7034610
Saluran Irigasi Lodoagung	id=g:7034611
Kalidawir Wetan	id=g:7034612
Kalidawir Kulon	id=g:7034613
Gunung Cilik	id=g:7034614
Ngepeh	id=g:7034615
Karangtalun Kidul	id=g:7034616
Sawahan	id=g:7034617
Jatirejo	id=g:7034618
Bocor	id=g:7034619
Kali Kedungsepikul	id=g:7034620
Tumpakjoho	id=g:7034621
Ponggok Wetan	id=g:7034622
Kali Tanggungbaran	id=g:7034623
Ponggok Kalon	id=g:7034624
Tenggar	id=g:7034625
Turi	id=g:7034626
Branjang	id=g:7034627
Kali Pawon	id=g:7034628
Bukit Ngambal	id=g:7034629
Ngambal	id=g:7034630
Telaga Ngambal	id=g:7034631
Grati	id=g:7034632
Bendiljet	id=g:7034633
Bareng	id=g:7034634
Gunungcilik	id=g:7034635
Sukorejo Kulon	id=g:7034636
Kali Kedunglele	id=g:7034637
Kedunglele	id=g:7034638
Tirtosinawang	id=g:7034639
Kali Belikbatok	id=g:7034640
Belikbatok	id=g:7034641
Kedungdowo	id=g:7034642
Glodokan	id=g:7034643
Tumpakbendil	id=g:7034644
Mbaran Wetan	id=g:7034645
Telaga Mbaran	id=g:7034646
Mbaran Kulon	id=g:7034647
Bukit Mbaran	id=g:7034648
Ngambalwinong	id=g:7034649
Winong	id=g:7034650
Ngrancah	id=g:7034651
Kali Aren	id=g:7034652
Mongkrong	id=g:7034653
Nglorok	id=g:7034654
Kali Blundo	id=g:7034655
Kalitalun Kulon	id=g:7034656
Kali Talun	id=g:7034657
Kalitalun Wetan	id=g:7034658
Ngresah	id=g:7034659
Kali Klotok	id=g:7034660
Brubus	id=g:7034661
Banyuurip	id=g:7034662
Parang	id=g:7034663
Kali Glodokan	id=g:7034664
Kalireco	id=g:7034665
Kali Reco	id=g:7034666
Kalisoko	id=g:7034667
Pandean	id=g:7034668
Manding	id=g:7034669
Kali Umbulmanding	id=g:7034670
Kali Soko	id=g:7034671
Tumpaknongko	id=g:7034672
Tekik Wetan	id=g:7034673
Tekikbanyuurip	id=g:7034674
Darungan	id=g:7034675
Tumpakgempol	id=g:7034676
Klumpit Lor	id=g:7034677
Kali Babadan	id=g:7034678
Gunung Babadan	id=g:7034679
Tanggunggunung	id=g:7034680
Ngipik	id=g:7034681
Krajan	id=g:7034682
Kali Ngipik	id=g:7034683
Tumpakgempol	id=g:7034684
Kali Klumpit	id=g:7034685
Galihrejo	id=g:7034686
Kresikan	id=g:7034687
Tumpakkambil	id=g:7034688
Berjo	id=g:7034689
Kalibatur Kulon	id=g:7034690
Kalibatur Wetan	id=g:7034691
Tekik Kulon	id=g:7034692
Rejosari Kulon	id=g:7034693
Rejosari Wetan	id=g:7034694
Orooroombo	id=g:7034695
Kaligentong	id=g:7034696
Kali Orooroombo	id=g:7034697
Putuk Lor	id=g:7034698
Kali Sumberceleng	id=g:7034699
Kalilombok	id=g:7034700
Lungurduwur	id=g:7034701
Kali Lombok	id=g:7034702
Tumpakgedang	id=g:7034703
Papar	id=g:7034704
Banaran	id=g:7034705
Godong	id=g:7034706
Ngebes	id=g:7034707
Kembangan	id=g:7034708
Piyajaya	id=g:7034709
Klumpit Kidul	id=g:7034710
Jengglungharjo	id=g:7034711
Ngemplaksari	id=g:7034712
Krajan	id=g:7034713
Kaligede	id=g:7034714
Pule	id=g:7034715
Tanggulasi	id=g:7034716
Salam	id=g:7034717
Tumpakwedas	id=g:7034718
Plandaan	id=g:7034719
Kaliwungu	id=g:7034720
Dawung	id=g:7034721
Kali Tengul	id=g:7034722
Pakel	id=g:7034723
Kali Batur	id=g:7034724
Kecamatan Rejotangan	id=g:7034732
Kecamatan Kademangan	id=g:7034733
Desa Sumberingin Kidul	id=g:7034734
Desa Karangsari	id=g:7034735
Desa Blimbing	id=g:7034736
Desa Jimbe	id=g:7034737
Desa Pakisrejo	id=g:7034738
Desa Tegalrejo	id=g:7034739
Desa Banjarejo	id=g:7034740
Desa Tenggur	id=g:7034741
Desa Tugu	id=g:7034742
Desa Panjerejo	id=g:7034743
Desa Kacangan	id=g:7034744
Desa Jatidowo	id=g:7034745
Desa Sumberagung	id=g:7034746
Desa Plumpungrejo	id=g:7034747
Desa Karangsono	id=g:7034748
Desa Tenggong	id=g:7034749
Desa Sukerejo Wetan	id=g:7034750
Desa Tanen	id=g:7034751
Desa Ngubalan	id=g:7034752
Desa Sumberjo	id=g:7034753
Desa Maron	id=g:7034754
Desa Demuk	id=g:7034755
Desa Suruhwadang	id=g:7034756
Desa Kebonsari	id=g:7034757
Desa Panggungduwet	id=g:7034758
Desa Sumberdadap	id=g:7034759
Desa Bendosari	id=g:7034760
Desa Pakisaji	id=g:7034761
Desa Sumberbendo	id=g:7034762
Desa Lorejo	id=g:7034763
Desa Kedungbanteng	id=g:7034764
Desa Ngrejo	id=g:7034765
Desa Pulerejo	id=g:7034766
Kalangan Dua	id=g:7034767
Baran	id=g:7034768
Wonokromo	id=g:7034769
Padangan	id=g:7034770
Karangsari	id=g:7034771
Jatirejo	id=g:7034772
Pakisaji	id=g:7034773
Tenggur	id=g:7034774
Banjarsari Lor	id=g:7034775
Banjarsari Kidul	id=g:7034776
Tegalrejo	id=g:7034777
Klaten	id=g:7034778
Nakeran	id=g:7034779
Pakisrejo	id=g:7034780
Blimbing	id=g:7034781
Begelenan	id=g:7034782
Ngremang	id=g:7034783
Baran	id=g:7034784
Barankates	id=g:7034785
Sumberagungbaran	id=g:7034786
Gunung Panji	id=g:7034787
Jimbe	id=g:7034788
Kali Jimbe	id=g:7034789
Tutul	id=g:7034790
Krajan	id=g:7034791
Pelang	id=g:7034792
Wadang	id=g:7034793
Ngipik	id=g:7034794
Giring	id=g:7034795
Tugu	id=g:7034796
Troboyo	id=g:7034797
Kacangan	id=g:7034798
Bendorubuh	id=g:7034799
Samir	id=g:7034800
Panjerejo Kidul	id=g:7034801
Soko	id=g:7034802
Jabon	id=g:7034803
Jabung	id=g:7034804
Jatidowo	id=g:7034805
Jerukgulung	id=g:7034806
Dungingas	id=g:7034807
Tanen	id=g:7034808
Sumberagung Kidul	id=g:7034809
Sumberagung	id=g:7034810
Kebon	id=g:7034811
Plumpungrejo Lor	id=g:7034812
Plumpungrejo	id=g:7034813
Gunung Luweng	id=g:7034814
Panggungploso	id=g:7034815
Mentaraman	id=g:7034816
Gunung Semampir	id=g:7034817
Purwodadi	id=g:7034818
Rowoubeng	id=g:7034819
Kali Lo	id=g:7034820
Kali Lungur	id=g:7034821
Ringinrejo	id=g:7034822
Sukorejo	id=g:7034823
Kepuhrejo	id=g:7034824
Cemenung	id=g:7034825
Gunung Cemenung	id=g:7034826
Tenggong	id=g:7034827
Karangsono	id=g:7034828
Ngluweng Satu	id=g:7034829
Ngluweng Dua	id=g:7034830
Klaten	id=g:7034831
Sucen	id=g:7034832
Putuk Kerlop	id=g:7034833
Sawahan	id=g:7034834
Bangunsari	id=g:7034835
Suronenggalan	id=g:7034836
Gunung Gadang	id=g:7034837
Jambangan	id=g:7034838
Putuk Marki	id=g:7034839
Tumpakpuri	id=g:7034840
Kali Kandung	id=g:7034841
Kali Sumbertepus	id=g:7034842
Kali Tirno	id=g:7034843
Kasrepan	id=g:7034844
Gajahoyo	id=g:7034845
Ngebel	id=g:7034846
Kali Ngebel	id=g:7034847
Sumberjo	id=g:7034848
Putuk Gede	id=g:7034849
Putuk Dulu	id=g:7034850
Kali Jambangan	id=g:7034851
Dam Sumberejo	id=g:7034852
Sumberto	id=g:7034853
Kali Ngemplak	id=g:7034854
Baran	id=g:7034855
Kowangjengking	id=g:7034856
Jatirejo	id=g:7034857
Panggungwaluh	id=g:7034858
Kali Judelan	id=g:7034859
Demuk	id=g:7034860
Kali Kedungkancu	id=g:7034861
Rowoagung	id=g:7034862
Kebon	id=g:7034863
Sonokembang	id=g:7034864
Dam Pengendali	id=g:7034865
Kampungtengah	id=g:7034866
Maron	id=g:7034867
Kebonsari	id=g:7034868
Ile-ile	id=g:7034869
Wungurejo	id=g:7034870
Jodansan	id=g:7034871
Widodaren	id=g:7034872
Delemo	id=g:7034873
Jatikunci	id=g:7034874
Gentungan	id=g:7034875
Kali Kedungrawis	id=g:7034876
Kali Tumpaksablah	id=g:7034877
Botorejo	id=g:7034878
Panggungduwet	id=g:7034879
Magersari	id=g:7034880
Panggunguni	id=g:7034881
Dam Panggunguni	id=g:7034882
Sumberdadap	id=g:7034883
Gunung Banon	id=g:7034884
Pakisaji	id=g:7034885
Ringinrejo	id=g:7034886
Gero	id=g:7034887
Bendosari	id=g:7034888
Koripan	id=g:7034889
Kedunggayam	id=g:7034890
Kali Tumpang	id=g:7034891
Kali Ciwuk	id=g:7034892
Dam Ringinrejo Timur	id=g:7034893
Dam Ringinrejo Barat	id=g:7034894
Gunung Paseban	id=g:7034895
Gunung Gong	id=g:7034896
Pakel	id=g:7034897
Kali Gadu	id=g:7034898
Gunung Tumpaksablah	id=g:7034899
Kali Tumpakpuring	id=g:7034900
Panggungrejo	id=g:7034901
Sumberdadap Kidul	id=g:7034902
Padas Wetan	id=g:7034903
Padas Kulon	id=g:7034904
Kedunganti	id=g:7034905
Kali Padas	id=g:7034906
Kali Jirak	id=g:7034907
Sumberbendo	id=g:7034908
Kalijirak	id=g:7034909
Krisik	id=g:7034910
Kali Kedungbanteng	id=g:7034911
Lorejo	id=g:7034912
Ngebruk	id=g:7034913
Kedungbanteng	id=g:7034914
Kedunggong	id=g:7034915
Kali Doso	id=g:7034916
Ngrejo	id=g:7034917
Kalipucung	id=g:7034918
Kali Pucung	id=g:7034919
Kali Miribanteng	id=g:7034920
Gledug	id=g:7034921
Gunung Gede	id=g:7034922
Miribanteng	id=g:7034923
Prodo	id=g:7034924
Redonkrapyak	id=g:7034925
Banaran	id=g:7034926
Sumberjambe	id=g:7034927
Klumprit	id=g:7034928
Kali Klumprit	id=g:7034929
Kecamatan Kromengan	id=g:7034953
Kecamatan Sumberpucung	id=g:7034954
Kecamatan Kalipare	id=g:7034955
Desa Kromengan	id=g:7034956
Desa Selorejo	id=g:7034957
Desa Pagergunung	id=g:7034958
Desa Sumberpucung	id=g:7034959
Desa Karangkates	id=g:7034960
Desa Pohgajih	id=g:7034961
Desa Sukoanyar	id=g:7034962
Desa Jatiguwi	id=g:7034963
Desa Sambigede	id=g:7034964
Desa Sukowilangun	id=g:7034965
Desa Kalirejo	id=g:7034966
Desa Arjowilangun	id=g:7034967
Desa Arjosari	id=g:7034968
Desa Kalipare	id=g:7034969
Desa Sukorame	id=g:7034970
Desa Sumberpetung	id=g:7034971
Desa Tumpakrejo	id=g:7034972
Desa Putukrejo	id=g:7034973
Desa Ngreco	id=g:7034974
Kebonrejo	id=g:7034975
Kalilegi	id=g:7034976
Darungan	id=g:7034977
Sumberagung	id=g:7034978
Plenggong Timur	id=g:7034979
Kali Tejokaton	id=g:7034980
Kali Kletek	id=g:7034981
Kali Boro	id=g:7034982
Kromengan	id=g:7034983
Kali Lungu	id=g:7034984
Kali Luncu	id=g:7034985
Kali Pekalongan	id=g:7034986
Kali Pelaganga	id=g:7034987
Kali Rubijah	id=g:7034988
Rekesan	id=g:7034989
Jatirejo	id=g:7034990
Bulurejo	id=g:7034991
Karanganom	id=g:7034992
Kater	id=g:7034993
Kali Itian	id=g:7034994
Kali Manunggal	id=g:7034995
Baloan	id=g:7034996
Ngreco	id=g:7034997
Ngaglik	id=g:7034998
Sumberejo	id=g:7034999
Gunung Sedayu	id=g:7035000
Gunung Selorejo	id=g:7035001
Sukoanyar	id=g:7035002
Sembung	id=g:7035003
Kali Sembung	id=g:7035004
Kali Manis	id=g:7035005
Krajan	id=g:7035006
Tambak	id=g:7035007
Pehlumbu	id=g:7035008
Gunung Golo	id=g:7035009
Gunung Selokajang	id=g:7035010
Kali Kasin	id=g:7035011
Bendungan Laor	id=g:7035012
Waduk Laor	id=g:7035013
Pakel	id=g:7035014
Mentaraman	id=g:7035015
Krajan	id=g:7035016
Saluran Irigasi Molek	id=g:7035017
Jatiguwi	id=g:7035018
Melati	id=g:7035019
Krajan	id=g:7035020
Jaya	id=g:7035021
Saluran Irigasi Molek	id=g:7035022
Lolaras	id=g:7035023
Bandung	id=g:7035024
Karangkates	id=g:7035025
Pohgajih Timur	id=g:7035026
Stasiun Pohgajih	id=g:7035027
Soponyono	id=g:7035028
Kebonrejo	id=g:7035029
Bangunrejo	id=g:7035030
Pagergunung	id=g:7035031
Gunung Selumban	id=g:7035032
Kendalrejo	id=g:7035033
Gunung Tretes	id=g:7035034
Bendungan Karangkates	id=g:7035035
Pembangkit Listrik Tenaga Air Insinyur Sutami	id=g:7035036
Suko	id=g:7035037
Jatimulyo	id=g:7035038
Duren	id=g:7035039
Kali Sumberpokis	id=g:7035040
Gunung Korowedus	id=g:7035041
Barisan	id=g:7035042
Pangganglele	id=g:7035043
Kali Mangutan Satu	id=g:7035044
Kali Mangutan Dua	id=g:7035045
Baru	id=g:7035046
Tawang	id=g:7035047
Kopral	id=g:7035048
Sumbergombang	id=g:7035049
Sukorejo	id=g:7035050
Darungan	id=g:7035051
Bakalan	id=g:7035052
Kalijinggo	id=g:7035053
Sidodadi Barat	id=g:7035054
Sidodadi	id=g:7035055
Lodalem	id=g:7035056
Kaliasem	id=g:7035057
Kampungkembang	id=g:7035058
Kali Puringan	id=g:7035059
Dadapan	id=g:7035060
Putuk	id=g:7035061
Duro	id=g:7035062
Kampungtengah	id=g:7035063
Kampungpasar	id=g:7035064
Ledok	id=g:7035065
Krajan	id=g:7035066
Kali Kedungsuru	id=g:7035067
Kali Sumberbelis	id=g:7035068
Kali Jinggo	id=g:7035069
Cekdam Sidodadi	id=g:7035070
Kedungwaru Dua	id=g:7035071
Sukodadi	id=g:7035072
Kedungwaru Satu	id=g:7035073
Sumbertimo	id=g:7035074
Gunung Sumbertimo	id=g:7035075
Mentaraman	id=g:7035076
Lotekol	id=g:7035077
Ngembul	id=g:7035078
Kali Sumberkombang	id=g:7035079
Pitrang	id=g:7035080
Kali Supiturang	id=g:7035081
Kali Pare	id=g:7035082
Kauman	id=g:7035083
Sumbermaron	id=g:7035084
Kali Kepuh	id=g:7035085
Judeg	id=g:7035086
Pohjejer	id=g:7035087
Gunung Sekarputih	id=g:7035088
Gunung Kendeng	id=g:7035089
Jurangdandan	id=g:7035090
Selempang	id=g:7035091
Sukomulyo	id=g:7035092
Tumpakmiring	id=g:7035093
Gunung Klitik	id=g:7035094
Sumbersari	id=g:7035095
Sumbersari Barat	id=g:7035096
Krajan Dua	id=g:7035097
Pitrang Kidul	id=g:7035098
Petit	id=g:7035099
Sempol Lor	id=g:7035100
Plenggong Lor	id=g:7035101
Plenggong Barat	id=g:7035102
Krajan Tiga	id=g:7035103
Krajan Dua	id=g:7035104
Krajan Satu	id=g:7035105
Krajan Timur	id=g:7035106
Krajan Satu	id=g:7035107
Mbulurejo	id=g:7035108
Karangrejo Lor	id=g:7035109
Sumbersari Selatan	id=g:7035110
Sumberoto	id=g:7035111
Sumberoto Timur	id=g:7035112
Karangrejo	id=g:7035113
Cekdam Bonce	id=g:7035114
Kalitelo Lor	id=g:7035115
Cekdam Sumberbedengan	id=g:7035116
Alastledek Lor	id=g:7035117
Cekdam Sumberbuntung	id=g:7035118
Selorejo	id=g:7035119
Kalipare	id=g:7035120
Kecamatan Wlingi	id=g:7035127
Kecamatan Talun	id=g:7035128
Desa Wonorejo	id=g:7035129
Desa Bendosewu	id=g:7035130
Desa Ngaringan	id=g:7035131
Desa Duren	id=g:7035132
Desa Slumbung	id=g:7035133
Desa Semen	id=g:7035134
Desa Sragi	id=g:7035135
Desa Plumbangan	id=g:7035136
Desa Ngadirenggo	id=g:7035137
Kelurahan Babadan	id=g:7035138
Desa Tembalang	id=g:7035139
Desa Gandusari	id=g:7035140
Desa Butun	id=g:7035141
Desa Tambakan	id=g:7035142
Kecamatan Purwosari	id=g:7035143
Desa Sambeng	id=g:7035144
Desa Petak	id=g:7035145
Desa Kliteh	id=g:7035146
Desa Sudah	id=g:7035147
Desa Talok	id=g:7035148
Desa Cengungklung	id=g:7035149
Desa Manukan	id=g:7035150
Desa Kacangan	id=g:7035151
Desa Sidomukti	id=g:7035152
Desa Besah	id=g:7035153
Desa Betet	id=g:7035154
Desa Kemiri	id=g:7035155
Desa Sudu	id=g:7035156
Desa Sumengko	id=g:7035157
Desa Tembeling	id=g:7035158
Desa Banjarjo	id=g:7035159
Desa Sukosewu	id=g:7035160
Desa Sumberagung	id=g:7035161
Desa Kotes	id=g:7035162
Desa Jajar	id=g:7035163
Desa Gondang	id=g:7035164
Kelurahan Kaweron	id=g:7035165
Desa Kendalrejo	id=g:7035166
Desa Jeblog	id=g:7035167
Desa Pasirharjo	id=g:7035168
Kelurahan Kamulan	id=g:7035169
Kelurahan Talun	id=g:7035170
Kelurahan Bajang	id=g:7035171
Kelurahan Beru	id=g:7035172
Kelurahan Wlingi	id=g:7035173
Desa Suru	id=g:7035174
Desa Doko	id=g:7035175
Desa Genengan	id=g:7035176
Desa Slorok	id=g:7035177
Kelurahan Tangkil	id=g:7035178
Kelurahan Klemunan	id=g:7035179
Desa Tegalrejo	id=g:7035180
Desa Jambewangi	id=g:7035181
Kali Jawarok	id=g:7035182
Semenur	id=g:7035183
Patungombo	id=g:7035184
Ngusri Satu	id=g:7035185
Ngusri Dua	id=g:7035186
Bintang	id=g:7035187
Kali Soso	id=g:7035188
Kali Pucung	id=g:7035189
Donomulyo	id=g:7035190
Tegalrejo	id=g:7035191
Wonosari	id=g:7035192
Dewi	id=g:7035193
Kali Parang	id=g:7035194
Putukmiri	id=g:7035195
Praneman	id=g:7035196
Belah	id=g:7035197
Bintang Dua	id=g:7035198
Sukosari	id=g:7035199
Kali Panas	id=g:7035200
Patukrejo	id=g:7035201
Sukomulyo Satu	id=g:7035202
Ringinrejo	id=g:7035203
Sumberrejo	id=g:7035204
Njangankalung	id=g:7035205
Sukomulyo Dua	id=g:7035206
Sandangrejo	id=g:7035207
Ngaringan Dua	id=g:7035208
Soso Satu	id=g:7035209
Slumbung	id=g:7035210
Kali Srondol	id=g:7035211
Putu	id=g:7035212
Kali Kupu	id=g:7035213
Sidodadi	id=g:7035214
Kampung Tengah	id=g:7035215
Modang	id=g:7035216
Bokmanten	id=g:7035217
Kacar Dua	id=g:7035218
Kebonsinyu	id=g:7035219
Kali Gambang	id=g:7035220
Kali Genjong	id=g:7035221
Soso Dua	id=g:7035222
Gondoroso	id=g:7035223
Ngaringan Satu	id=g:7035224
Kali Sumbersugih	id=g:7035225
Dawuan	id=g:7035226
Gadungan	id=g:7035227
Dermosari	id=g:7035228
Sukoreno Dua	id=g:7035229
Sukoreno Satu	id=g:7035230
Rejoketon	id=g:7035231
Kali Putih	id=g:7035232
Mbloko Satu	id=g:7035233
Sabrangan	id=g:7035234
Mbloko Dua	id=g:7035235
Kali Sloro	id=g:7035236
Purwosari	id=g:7035237
Leding	id=g:7035238
Rejosari	id=g:7035239
Kali Besi	id=g:7035240
Balong	id=g:7035241
Purwosari	id=g:7035242
Maguan	id=g:7035243
Tegalsari	id=g:7035244
Tancen	id=g:7035245
Kacar Satu	id=g:7035246
Ngapa Dua	id=g:7035247
Ngapa Satu	id=g:7035248
Watulumpang	id=g:7035249
Luksongo Satu	id=g:7035250
Luksongo Dua	id=g:7035251
Ngolaan	id=g:7035252
Coban	id=g:7035253
Tejo	id=g:7035254
Duren Satu	id=g:7035255
Baos	id=g:7035256
Plosorejo	id=g:7035257
Sukosewu Satu	id=g:7035258
Sukosewu Dua	id=g:7035259
Candirotes	id=g:7035260
Sumberagung Satu	id=g:7035261
Pucungkaler	id=g:7035262
Sidorejo	id=g:7035263
Sumberagung Dua	id=g:7035264
Tambakan	id=g:7035265
Butun	id=g:7035266
Mendengasem	id=g:7035267
Jetis	id=g:7035268
Duren Dua	id=g:7035269
Sendung	id=g:7035270
Semanding	id=g:7035271
Depok Satu	id=g:7035272
Depok Dua	id=g:7035273
Barekbabakan	id=g:7035274
Pagak	id=g:7035275
Paridoplang	id=g:7035276
Precet	id=g:7035277
Bareklawing	id=g:7035278
Talor	id=g:7035279
Kali Barek	id=g:7035280
Kali Ngambok	id=g:7035281
Kali Semut	id=g:7035282
Tekik	id=g:7035283
Pagelaran Satu	id=g:7035284
Semanding	id=g:7035285
Kotes	id=g:7035286
Kali Menjangankalung	id=g:7035287
Pantimulyo	id=g:7035288
Sanan	id=g:7035289
Kali Ronggo	id=g:7035290
Jajar	id=g:7035291
Pagelaran Dua	id=g:7035292
Jengglong	id=g:7035293
Babadan	id=g:7035294
Tembalang	id=g:7035295
Krebet	id=g:7035296
Barek	id=g:7035297
Sanan	id=g:7035298
Brintik	id=g:7035299
Bebekan	id=g:7035300
Banaran	id=g:7035301
Slumpang	id=g:7035302
Sebeng	id=g:7035303
Babakanbadran	id=g:7035304
Kali Bambang	id=g:7035305
Plumbangan	id=g:7035306
Tanggung	id=g:7035307
Bening	id=g:7035308
Gurit	id=g:7035309
Majegan	id=g:7035310
Kaweron	id=g:7035311
Gogolatar	id=g:7035312
Kali Sumberwaru	id=g:7035313
Kamulan	id=g:7035314
Jati	id=g:7035315
Gondang	id=g:7035316
Kali Dander	id=g:7035317
Glagahombo	id=g:7035318
Sonogunting	id=g:7035319
Bendelonje Satu	id=g:7035320
Sumberharjo	id=g:7035321
Pagak	id=g:7035322
Gogosuket	id=g:7035323
Bajang	id=g:7035324
Bogoangin	id=g:7035325
Beru	id=g:7035326
Kromasan Satu	id=g:7035327
Pandean	id=g:7035328
Tangkil	id=g:7035329
Nangkan	id=g:7035330
Karangan	id=g:7035331
Badran	id=g:7035332
Suru	id=g:7035333
Kali Doko	id=g:7035334
Besole	id=g:7035335
Ngadirejo Satu	id=g:7035336
Ngadirejo Dua	id=g:7035337
Kali Besole	id=g:7035338
Slorok Satu	id=g:7035339
Carang Kembang	id=g:7035340
Suru	id=g:7035341
Tumpuk	id=g:7035342
Tenggong	id=g:7035343
Kromasan Dua	id=g:7035344
