Pakuria	id=g:1260809
Kūrband	id=g:1265528
Kurāwar	id=g:1265529
Kurāwān	id=g:1265530
Kuravalangād	id=g:1265531
Kurauli	id=g:1265532
Kurār Nadī	id=g:1265533
Kurāra	id=g:1265534
Kurāon	id=g:1265535
Kurān Sarāi	id=g:1265536
Kurankhed	id=g:1265537
Kuranga	id=g:1265538
Kurandvād	id=g:1265539
Kurandi	id=g:1265540
Kūran	id=g:1265541
Kuran	id=g:1265542
Kuram	id=g:1265543
Kuram	id=g:1265544
Kūrāli	id=g:1265545
Kurāl	id=g:1265546
Kuraitha	id=g:1265547
Kurābar	id=g:1265548
Kurabalakota	id=g:1265549
Kura	id=g:1265550
Kuppili	id=g:1265551
Kuppigud	id=g:1265552
Kuppam River	id=g:1265553
Kuppam	id=g:1265554
Kuppam	id=g:1265555
Kuppagallu	id=g:1265556
Kuppagadde	id=g:1265557
Kupat	id=g:1265558
Kupar Lāhr	id=g:1265559
Kupāri	id=g:1265560
Kupand	id=g:1265561
Kūp	id=g:1265562
Kunwarpur	id=g:1265563
Kunwar Kotri	id=g:1265564
Kunwāri River	id=g:1265565
Kunwārī Nadī	id=g:1265566
Kunwar	id=g:1265567
Kunu River	id=g:1265568
Kunti Nadī	id=g:1265569
Kunsang Group	id=g:1265570
Kunria	id=g:1265571
Kunria	id=g:1265572
Kunrāghat	id=g:1265573
Kunore	id=g:1265574
Kunol	id=g:1265575
Kunnur	id=g:1265576
Kunnattūr	id=g:1265577
Kunnattūr	id=g:1265578
Kunnamkulam	id=g:1265579
Kunnamangalam	id=g:1265580
Kunma	id=g:1265581
Kunkuri	id=g:1265582
Kunkuri	id=g:1265583
Kunkavav	id=g:1265584
Kunkapal	id=g:1265585
Kunjrod	id=g:1265586
Kunjpura	id=g:1265587
Kūnjer	id=g:1265588
Kunjara	id=g:1265589
Kūni River	id=g:1265590
Kunigal	id=g:1265591
Kuni	id=g:1265592
Kun-li-pin-li Shan-k’ou	id=g:1265593
Kungi La	id=g:1265594
Kungi La	id=g:1265595
Kundurpi	id=g:1265596
Kundūr	id=g:1265597
Kundulūru	id=g:1265598
Kundrupāni	id=g:1265599
Kundri	id=g:1265600
Kundra Nadī	id=g:1265601
Kundolu	id=g:1265602
Kundlu	id=g:1265603
Kundli	id=g:1265604
Kundla	id=g:1265605
Kundil Bāzār	id=g:1265606
Kundgol	id=g:1265607
Kunderu River	id=g:1265608
Kundela	id=g:1265609
Kundei	id=g:1265610
Kund Bāra	id=g:1265611
Kundauli	id=g:1265612
Kundarkhi	id=g:1265613
Kundaria	id=g:1265614
Kundara	id=g:1265615
Kundara	id=g:1265616
Kundanpur	id=g:1265617
Kundanganj	id=g:1265618
Kundam	id=g:1265619
Kundalika River	id=g:1265620
Kundalika River	id=g:1265621
Kundāli	id=g:1265622
Kundalgaon	id=g:1265623
Kundal	id=g:1265624
Kondakal	id=g:1265625
Kundah River	id=g:1265626
Kundahit	id=g:1265627
Kundagal Point	id=g:1265628
Kundagal Channel	id=g:1265629
Kundadam	id=g:1265630
Kunda	id=g:1265631
Kunda	id=g:1265632
Kunda	id=g:1265633
Kunda	id=g:1265634
Kundā	id=g:1265635
Kund	id=g:1265636
Kund	id=g:1265637
Kund	id=g:1265638
Kūnchmalanga Nadī	id=g:1265639
Kunchanapalle	id=g:1265640
Kūnavaram	id=g:1265641
Kunamanūr	id=g:1265642
Kūmudi	id=g:1265643
Kumta	id=g:1265644
Kumta	id=g:1265645
Kumsi	id=g:1265646
Kumritār	id=g:1265647
Kumrikhāta	id=g:1265648
Kumrābād	id=g:1265649
Kumon Range	id=g:1265650
Kumnūr	id=g:1265651
Kumki	id=g:1265652
Kronjawng	id=g:1265653
Kumirta Nadī	id=g:1265654
Kūmher	id=g:1265655
Kumhau	id=g:1265656
Kumhārsain	id=g:1265657
Kumhāri Tank	id=g:1265658
Kumhāri	id=g:1265659
Kumhāri	id=g:1265660
Kumhari	id=g:1265661
Kūmha	id=g:1265662
Kumguri	id=g:1265663
Kumerhin	id=g:1265664
Kumehri Tāl	id=g:1265665
Kumdok	id=g:1265666
Kumdih	id=g:1265667
Kumdan Group	id=g:1265668
Kumbla	id=g:1265669
Kumbhrāj	id=g:1265670
Kumbhoj	id=g:1265671
Kumbhir	id=g:1265672
Kumbhikota	id=g:1265673
Kumbhārvāda	id=g:1265674
Kumbhāriput	id=g:1265675
Kumbhāri	id=g:1265676
Kumbhāri	id=g:1265677
Kūmbhalgarh	id=g:1265678
Kumbhagiri	id=g:1265679
Kumbaru Point	id=g:1265680
Kumbaru Bay	id=g:1265681
Kumbalgod	id=g:1265682
Kumbakonam	id=g:1265683
Kumaun	id=g:1265684
Kumashi	id=g:1265685
Kumārmunda	id=g:1265686
Kumārkera	id=g:1265687
Kumārkara	id=g:1265688
Kumari	id=g:1265689
Kumārgrām	id=g:1265690
Kumardubhi	id=g:1265691
Kumār Bāzidpur	id=g:1265692
Kumāraswāmi Betta	id=g:1265693
Kumāraswāmi	id=g:1265694
Kumārapuram	id=g:1265695
Kumāramangalam	id=g:1265696
Kumaralingam	id=g:1265697
Kumaragam	id=g:1265698
Kumāradhāri River	id=g:1265699
Kumār	id=g:1265700
Kumār	id=g:1265701
Kumandī	id=g:1265702
Kumai	id=g:1265703
Kumadvati River	id=g:1265704
Kūm	id=g:1265705
Kulwa	id=g:1265706
Kulurkudrū	id=g:1265707
Kulua	id=g:1265708
Kulu	id=g:1265709
Kulu	id=g:1265710
Kulti	id=g:1265711
Kulsi River	id=g:1265712
Kulriān	id=g:1265713
Kulpi Roads	id=g:1265714
Kulpi	id=g:1265715
Kulpahār	id=g:1265716
Kūl Nadī	id=g:1265717
Kullichettippatti	id=g:1265718
Kulli	id=g:1265719
Kullanchāvadi	id=g:1265720
Kullāda	id=g:1265721
Kulkulapalli	id=g:1265722
Kulittalai	id=g:1265723
Kūlipālaiyam	id=g:1265724
Kulik River	id=g:1265725
Kulikhati	id=g:1265726
Kuliāna	id=g:1265727
Kulholi	id=g:1265728
Kulhāria	id=g:1265729
Kulhār	id=g:1265730
Kulhān Nadī	id=g:1265731
Kulgod	id=g:1265732
Kulgeri	id=g:1265733
Kulgām	id=g:1265734
Kuldihā	id=g:1265735
Kuldharan	id=g:1265736
Kulbehera River	id=g:1265737
Kulattūr	id=g:1265738
Kulattūr	id=g:1265739
Kulattūr	id=g:1265740
Kulasekharapatnam	id=g:1265741
Kulasegaram	id=g:1265742
Kulārān	id=g:1265743
Kulang	id=g:1265744
Kulan	id=g:1265745
Kulāli	id=g:1265746
Kulaisilā	id=g:1265747
Kulag	id=g:1265748
Kulāba	id=g:1265749
Kukunūru	id=g:1265750
Kuktoli	id=g:1265751
Kukshi	id=g:1265752
Kukri Ser	id=g:1265753
Kukra Khāpa	id=g:1265754
Kukrai Jhīl	id=g:1265755
Kukrāhāti Reach	id=g:1265756
Kukra	id=g:1265757
Kūknūrpalli	id=g:1265758
Kuknūr	id=g:1265759
Kukma	id=g:1265760
Kukkudākhandi	id=g:1265761
Kūkkāl	id=g:1265762
Kūkichara	id=g:1265763
Kukdi River	id=g:1265764
Kukdia	id=g:1265765
Kukdeshwar	id=g:1265766
Kūkatpalli	id=g:1265767
Kukarmunda	id=g:1265768
Kukāna	id=g:1265769
Kukadsar	id=g:1265770
Kukadgaon	id=g:1265771
Kūk	id=g:1265772
Kuju	id=g:1265773
Kujang	id=g:1265774
Kūīwāli	id=g:1265775
Kuināna	id=g:1265776
Kuimbum	id=g:1265777
Kui	id=g:1265778
Kuhurhi	id=g:1265779
Kūhi	id=g:1265780
Kūhi	id=g:1265781
Kuher	id=g:1265782
Kugtī	id=g:1265783
Kūfrī	id=g:1265784
Kue Dakhru	id=g:1265785
Kudūru	id=g:1265786
Kudurgaon	id=g:1265787
Kudumuluguma	id=g:1265788
Kudsu	id=g:1265789
Kudremukh	id=g:1265790
Kudra	id=g:1265791
Kudpura	id=g:1265792
Kudor	id=g:1265793
Kudmalpādu	id=g:1265794
Kūdligi	id=g:1265795
Kudgaon	id=g:1265796
Kūderu	id=g:1265797
Kudayattūr	id=g:1265798
Kudavāsa	id=g:1265799
Kudatini	id=g:1265800
Kudarsāhi	id=g:1265801
Kudarkot	id=g:1265802
Kuda Point	id=g:1265803
Kūdangulam	id=g:1265804
Kudān	id=g:1265805
Kūdaliār River	id=g:1265806
Kudālia	id=g:1265807
Kudāl	id=g:1265808
Kudāl	id=g:1265809
Kudāda	id=g:1265810
Kudachi	id=g:1265811
Kudābāga	id=g:1265812
Kuda	id=g:1265813
Kuda	id=g:1265814
Kūd	id=g:1265815
Kuchrod	id=g:1265816
Kuchi	id=g:1265817
Kuchhila	id=g:1265818
Kuchesar Road	id=g:1265819
Kuchesar	id=g:1265820
Kuchera	id=g:1265821
Kuchenga	id=g:1265822
Kuchchri	id=g:1265823
Kuchāwan Road	id=g:1265824
Kuchavāda	id=g:1265825
Kuchaur	id=g:1265826
Kuchāman City	id=g:1265827
Kuchāman	id=g:1265828
Kuchai Kot	id=g:1265829
Kuchaiburi	id=g:1265830
Kuchāi	id=g:1265831
Kuchai	id=g:1265832
Kuberpur	id=g:1265833
Kuba	id=g:1265834
Kuārsi	id=g:1265835
Kuarpur	id=g:1265836
Kuāri	id=g:1265837
Kuānri	id=g:1265838
Kuānr	id=g:1265839
Kuāmara	id=g:1265840
Kuala	id=g:1265841
Kuākonda	id=g:1265842
Kuakhera	id=g:1265843
Kuā	id=g:1265844
Kseh Kynthang	id=g:1265845
Ksehkma Bāzār	id=g:1265846
Krosūru	id=g:1265847
Krishnūr	id=g:1265848
Krishnāyapālem	id=g:1265849
Krishnāwati Nadī	id=g:1265850
Krishnarājpur	id=g:1265851
Krishnarājpet	id=g:1265852
Krishnarājāsāgara Reservoir	id=g:1265853
Krishnarājāsāgara	id=g:1265854
Krishnarājanagara	id=g:1265855
Krishnāpuram	id=g:1265856
Krishnapur	id=g:1265857
Krīshnāpatnam	id=g:1265858
Krishnanagar	id=g:1265859
Krishnai River	id=g:1265860
Krishnai	id=g:1265861
Krishnagiri	id=g:1265862
Krishnagiri	id=g:1265863
Krishnadevipeta	id=g:1265864
Krishnachandrapur	id=g:1265865
Krishna Canal	id=g:1265866
Mouths of the Krishna	id=g:1265867
Krishna	id=g:1265868
Krishna	id=g:1265869
Krawnaon River	id=g:1265870
Krar	id=g:1265871
Kozhinjampāra	id=g:1265872
Calicut	id=g:1265873
Kozhikode	id=g:1265874
Kozhancheri	id=g:1265875
Koyyūru	id=g:1265876
Koyyalagūdem	id=g:1265877
Koyül	id=g:1265878
Koyna River	id=g:1265879
Koyna Reservoir	id=g:1265880
Koynanagar	id=g:1265881
Koyali	id=g:1265882
Koyākhai River	id=g:1265883
Kowdhalli	id=g:1265884
Kowār	id=g:1265885
Kovvūr	id=g:1265886
Kovūrupalle	id=g:1265887
Kovūr	id=g:1265888
Kovilūr	id=g:1265889
Kovilūr	id=g:1265890
Kovilpatti	id=g:1265891
Kovilpālaiyam	id=g:1265892
Kovilnattam	id=g:1265893
Kovillūr	id=g:1265894
Kovalam Point	id=g:1265895
Kovalam	id=g:1265896
Kovakulam	id=g:1265897
Koubru	id=g:1265898
Kotwār Pahār	id=g:1265899
Kotwa	id=g:1265900
Kotwa	id=g:1265901
Kotul	id=g:1265902
Kottūru	id=g:1265903
Kottūru	id=g:1265904
Kottūru	id=g:1265905
Kottur	id=g:1265906
Kottūr	id=g:1265907
Kottuchcheri	id=g:1265908
Kotte Kunnu	id=g:1265909
Kottayam	id=g:1265910
Kottayam	id=g:1265911
Kottayam	id=g:1265912
Kottavalasa	id=g:1265913
Kottatti	id=g:1265914
Kottarāvupeta	id=g:1265915
Kottārakara	id=g:1265916
Kottara	id=g:1265917
Kottappatti	id=g:1265918
Kottapeta	id=g:1265919
Kottapeta	id=g:1265920
Kottapatnam	id=g:1265921
Kottapatnam	id=g:1265922
Kottapalli	id=g:1265923
Kottapalle	id=g:1265924
Kottapālem	id=g:1265925
Kottāmpatti	id=g:1265926
Kottamangalam	id=g:1265927
Kottalgi	id=g:1265928
Kottakota	id=g:1265929
Kottakota	id=g:1265930
Kottakkarai Ār	id=g:1265931
Kottakkal	id=g:1265932
Kottaiyūr	id=g:1265933
Kottaippattanam	id=g:1265934
Kottai Malai	id=g:1265935
Kottagudi	id=g:1265936
Kottagūdem	id=g:1265937
Kottagūdem	id=g:1265938
Kotta Agrahāram	id=g:1265939
Kot Sartharā	id=g:1265940
Kotri River	id=g:1265941
Kotri Kalān	id=g:1265942
Kotri Kalān	id=g:1265943
Kotri	id=g:1265944
Kotrī	id=g:1265945
Kotri	id=g:1265946
Kotri	id=g:1265947
Kotri	id=g:1265948
Kotra Pitha	id=g:1265949
Kotrapalle	id=g:1265950
Kotra Nes	id=g:1265951
Kotra	id=g:1265952
Kotra	id=g:1265953
Kotra	id=g:1265954
Kotrā	id=g:1265955
Kotra	id=g:1265956
Kotra	id=g:1265957
Kotra	id=g:1265958
Kotra	id=g:1265959
Kot Qāsim	id=g:1265960
Kot Pūtli	id=g:1265961
Kotmi Kalān	id=g:1265962
Kotmi	id=g:1265963
Kotma	id=g:1265964
Kotli Sūrat Malli	id=g:1265965
Kotli Maurān	id=g:1265966
Kotla Gūjrān	id=g:1265967
Kotla Branch	id=g:1265968
Kotla	id=g:1265969
Kotla	id=g:1265970
Kotla	id=g:1265971
Kot Khāi	id=g:1265972
Kot Kapūra	id=g:1265973
Kot Ïsa Khān	id=g:1265974
Kotipalle	id=g:1265975
Kotikulam	id=g:1265976
Kothulna	id=g:1265977
Kothili	id=g:1265978
Kothian	id=g:1265979
Kothia	id=g:1265980
Kothia	id=g:1265981
Kothi	id=g:1265982
Kothi	id=g:1265983
Kothi	id=g:1265984
Kothi	id=g:1265985
Kothi	id=g:1265986
Koth Gangad	id=g:1265987
Kothāri River	id=g:1265988
Kotharia	id=g:1265989
Kothāri	id=g:1265990
Kothāri	id=g:1265991
Kothāra	id=g:1265992
Kothār	id=g:1265993
Kothar	id=g:1265994
Kothar	id=g:1265995
Kothāpet	id=g:1265996
Kothamba	id=g:1265997
Kothala	id=g:1265998
Kothal	id=g:1265999
Kothakota	id=g:1266000
Kotha Gūru	id=g:1266001
Koth	id=g:1266002
Kotgīr	id=g:1266003
Kotgarh	id=g:1266004
Kotgarh	id=g:1266005
Kotgal	id=g:1266006
Kot Fatuhi	id=g:1266007
Kot Fateh	id=g:1266008
Koteshwār	id=g:1266009
Koteshvar	id=g:1266010
Koterki	id=g:1266011
Kotepalli	id=g:1266012
Kotegangūr	id=g:1266013
Kotdwāra	id=g:1266014
Kotdi Creek	id=g:1266015
Kot Dharmūn	id=g:1266016
Kotda Sāngāni	id=g:1266017
Kotda Nāyāni	id=g:1266018
Kot Bhai	id=g:1266019
Kot Bakhtu	id=g:1266020
Kot Bainka	id=g:1266021
Kotba	id=g:1266022
Kota Uratla	id=g:1266023
Kōtatattu	id=g:1266024
Kotasamalāi	id=g:1266025
Kotarlia	id=g:1266026
Kotara Anchorage	id=g:1266027
Kotār	id=g:1266028
Kotapārh	id=g:1266029
Kotanandūru	id=g:1266030
Kotamangalam	id=g:1266031
Kotālpur	id=g:1266032
Kotālbāri	id=g:1266033
Kotakunda	id=g:1266034
Kota Jilga	id=g:1266035
Kotah Junction	id=g:1266036
Kotah City	id=g:1266037
Kotagiri	id=g:1266038
Kotagarh	id=g:1266039
Kotadi	id=g:1266040
Kotada Bluff	id=g:1266041
Kotada	id=g:1266042
Kotada	id=g:1266043
Kotada	id=g:1266044
Kotabommāli	id=g:1266045
Kotabommāli	id=g:1266046
Kota Bāgh	id=g:1266047
Kotā	id=g:1266048
Kota	id=g:1266049
Kota	id=g:1266050
Kota	id=g:1266051
Kota	id=g:1266052
Kota	id=g:1266053
Kota	id=g:1266054
Kot	id=g:1266055
Kot	id=g:1266056
Kot	id=g:1266057
Kot	id=g:1266058
Koswari Island	id=g:1266059
Kosumkhuta	id=g:1266060
Kosrangi	id=g:1266061
Kosma	id=g:1266062
Koslu	id=g:1266063
Kosli	id=g:1266064
Kosithal	id=g:1266065
Kosi River	id=g:1266066
Kosi River	id=g:1266067
Kosi River	id=g:1266068
Kosi Plain	id=g:1266069
Kosigi	id=g:1266070
Kosi Dhār	id=g:1266071
Kosi Dhār	id=g:1266072
Kosi	id=g:1266073
K’o-shih-erh-ts’un	id=g:1266074
Kosgi	id=g:1266075
Kosemba	id=g:1266076
Koselao	id=g:1266077
Kosdani	id=g:1266078
Kosarsār	id=g:1266079
Kosa Road	id=g:1266080
Kosapuram	id=g:1266081
Kosāna	id=g:1266082
Kosamri	id=g:1266083
Kosam Khirāj	id=g:1266084
Kosamba	id=g:1266085
Kosamba	id=g:1266086
Kosamba	id=g:1266087
Kosa	id=g:1266088
Korwātānr	id=g:1266089
Korwār	id=g:1266090
Korwai Kethora	id=g:1266091
Korwai	id=g:1266092
Korukonda	id=g:1266093
Korukollu	id=g:1266094
Korttalaiyār River	id=g:1266095
Kortimadugu	id=g:1266096
Korti	id=g:1266097
Korta	id=g:1266098
Koroth	id=g:1266099
Korosavāda	id=g:1266100
Korondi	id=g:1266101
Korna	id=g:1266102
Kormangala	id=g:1266103
Korlai	id=g:1266104
Korla	id=g:1266105
Korkop	id=g:1266106
Korkat	id=g:1266107
Korkai	id=g:1266108
Korirās	id=g:1266109
Korila Bīl	id=g:1266110
Korid	id=g:1266111
Kori Creek	id=g:1266112
Koriāpatti	id=g:1266113
Korh Road	id=g:1266114
Korhalli	id=g:1266115
Koregaon	id=g:1266116
Koregaon	id=g:1266117
Korea	id=g:1266118
Korda River	id=g:1266119
Korda	id=g:1266120
Korbo	id=g:1266121
Korba	id=g:1266122
Korattūr	id=g:1266123
Koratla	id=g:1266124
Koratgi	id=g:1266125
Koratagere	id=g:1266126
Korat	id=g:1266127
Koraput	id=g:1266128
Koraput	id=g:1266129
Korappula River	id=g:1266130
Korān Nadī	id=g:1266131
Korangal	id=g:1266132
Korandh	id=g:1266133
Korampallam Tank	id=g:1266134
Korampallam	id=g:1266135
Koral	id=g:1266136
Koraiyār River	id=g:1266137
Koraiyār River	id=g:1266138
Korai	id=g:1266139
Koragbal	id=g:1266140
Korādih	id=g:1266141
Koradi	id=g:1266142
Koradgaon	id=g:1266143
Koradāchcheri	id=g:1266144
Kora	id=g:1266145
Kora	id=g:1266146
Kora	id=g:1266147
Kora	id=g:1266148
Kora	id=g:1266149
Kopup	id=g:1266150
Koprā Nadī	id=g:1266151
Kopra	id=g:1266152
Kopra	id=g:1266153
Koppal	id=g:1266154
Koppa	id=g:1266155
Koppa	id=g:1266156
Kopili River	id=g:1266157
Kopela	id=g:1266158
Koparpāda	id=g:1266159
Koparli	id=g:1266160
Koparia	id=g:1266161
Kopargaon	id=g:1266162
Kopāi	id=g:1266163
Kopāganj	id=g:1266164
Kopa	id=g:1266165
Konvāli	id=g:1266166
Konta	id=g:1266167
Kont	id=g:1266168
Konsar Nāg	id=g:1266169
Konrra	id=g:1266170
Konri	id=g:1266171
Konpāra	id=g:1266172
Konpāra	id=g:1266173
Konoli	id=g:1266174
Konokjora	id=g:1266175
Konnur Tank	id=g:1266176
Konnūr	id=g:1266177
Konnūr	id=g:1266178
Konnagar	id=g:1266179
Kon Nāg	id=g:1266180
Konkan	id=g:1266181
Konka La	id=g:1266182
Koni	id=g:1266183
Koni	id=g:1266184
Kongtal	id=g:1266185
K’ai-lu Shan-k’ou	id=g:1266186
Kongnolli	id=g:1266187
Kongka La	id=g:1266188
Konganāpuram	id=g:1266189
Kongan	id=g:1266190
Kongād	id=g:1266191
Konen Agrahār	id=g:1266192
Kone La	id=g:1266193
Kondya	id=g:1266194
Kondūru	id=g:1266195
Kondūr	id=g:1266196
Kondul Island	id=g:1266197
Kondul Harbour	id=g:1266198
Kondrāpole	id=g:1266199
Kondotti	id=g:1266200
Kondlapalli	id=g:1266201
Kondi	id=g:1266202
Kondhāli	id=g:1266203
Kondguli	id=g:1266204
Kondavīdu	id=g:1266205
Kondāpuram	id=g:1266206
Kondapur	id=g:1266207
Kondapalle Reserve Forest	id=g:1266208
Kondapalle	id=g:1266209
Kondalwādi	id=g:1266210
Kondālseri	id=g:1266211
Kondakomarla	id=g:1266212
Kondakarla Āva	id=g:1266213
Kondakamberu	id=g:1266214
Kondagunta	id=g:1266215
Kondagaon	id=g:1266216
Konch	id=g:1266217
Konasamudram	id=g:1266218
Konār Nadī	id=g:1266219
Konārka	id=g:1266220
Konapeta	id=g:1266221
Konanūr	id=g:1266222
Konalūr	id=g:1266223
Konakanametla	id=g:1266224
Konāda	id=g:1266225
Kona	id=g:1266226
Kon	id=g:1266227
Komsing	id=g:1266228
Komra	id=g:1266229
Komordungi	id=g:1266230
Kommi	id=g:1266231
Kommeri	id=g:1266232
Kommarapūdi	id=g:1266233
Kommārahalli	id=g:1266234
Kommamūr Canal	id=g:1266235
Kommālapādu	id=g:1266236
Komdi	id=g:1266237
Kombu	id=g:1266238
Kombong	id=g:1266239
Kombai	id=g:1266240
Komattiyūr	id=g:1266241
Komatlapeta	id=g:1266242
Komatipalle	id=g:1266243
Komarolu	id=g:1266244
Komarākshi	id=g:1266245
Komana	id=g:1266246
Komākhān	id=g:1266247
Kolvan	id=g:1266248
Kolur	id=g:1266249
Kolur	id=g:1266250
Kolūkheri	id=g:1266251
Koludi	id=g:1266252
Koluāhi	id=g:1266253
Kolu	id=g:1266254
Kolu	id=g:1266255
Kolshet	id=g:1266256
Kolsa	id=g:1266257
Kolosib	id=g:1266258
Kolnūr	id=g:1266259
Kollūru River	id=g:1266260
Kollūru	id=g:1266261
Kollūru	id=g:1266262
Kollidam	id=g:1266263
Kolleru River	id=g:1266264
Kolleru Lake	id=g:1266265
Kollengode	id=g:1266266
Kollegāl	id=g:1266267
Kollam	id=g:1266268
Kolli Hills	id=g:1266269
Kollaigūda	id=g:1266270
Kolkole Kalān	id=g:1266271
Kolki	id=g:1266272
Kolkhādoa	id=g:1266273
Koliyāk	id=g:1266274
Kolitottattuturu	id=g:1266275
Kolithar	id=g:1266276
Kolipura	id=g:1266277
Kolinjivādi	id=g:1266278
Kolimuruka Reef	id=g:1266279
Kolimigundla	id=g:1266280
Kolia	id=g:1266281
Kolhui	id=g:1266282
Kolhār Budrukh	id=g:1266283
Kolhār	id=g:1266284
Kolhāpur	id=g:1266285
Kolhāpur	id=g:1266286
Kolhāpur	id=g:1266287
Kolgiri	id=g:1266288
Kolghar	id=g:1266289
Kolgaon	id=g:1266290
Kolgaon	id=g:1266291
Kolgaon	id=g:1266292
Kolebīra	id=g:1266293
Kolāyat	id=g:1266294
Kolattupuzha	id=g:1266295
Kolat-kuno	id=g:1266296
Kola-rue	id=g:1266297
Kolār River	id=g:1266298
Kolār Nadī	id=g:1266299
Kolāri	id=g:1266300
Kolār Gold Fields	id=g:1266301
Kolāras	id=g:1266302
Kolāra	id=g:1266303
Kolar	id=g:1266304
Kolār	id=g:1266305
Kolār	id=g:1266306
Kolanukonda	id=g:1266307
Kolānalli	id=g:1266308
Kolambi	id=g:1266309
Kolāl	id=g:1266310
Kolak River	id=g:1266311
Kolaki	id=g:1266312
Kolakambe	id=g:1266313
Kolakalūru	id=g:1266314
Kolak	id=g:1266315
Kolaibahāl	id=g:1266316
Kolahoi	id=g:1266317
Kolaghat	id=g:1266318
Kolāghāt	id=g:1266319
Kolagallu	id=g:1266320
Kolād	id=g:1266321
Kolachel	id=g:1266322
Kolāb River	id=g:1266323
Kolābira	id=g:1266324
Kolaba Fort	id=g:1266325
Kola	id=g:1266326
Kokthang	id=g:1266327
Koksara	id=g:1266328
Kokri Kalān	id=g:1266329
Kokrajhar	id=g:1266330
Kokpāra Narsinghgarh	id=g:1266331
Kokpāra	id=g:1266332
Kokori	id=g:1266333
Kokkulāncheri	id=g:1266334
Kokkanti	id=g:1266335
Kokkānisseri	id=g:1266336
Kokilāmukh	id=g:1266337
Kokesra	id=g:1266338
Kokcho	id=g:1266339
Kokavāda	id=g:1266340
Kokatnūr	id=g:1266341
Kokarjaola	id=g:1266342
Kokanār	id=g:1266343
Kokalda	id=g:1266344
Koka	id=g:1266345
Koiridih	id=g:1266346
Koiri	id=g:1266347
Koīra	id=g:1266348
Koipuram	id=g:1266349
Koinjara	id=g:1266350
Koina Nadī	id=g:1266351
Koi-mekeah	id=g:1266352
Koilkuntla	id=g:1266353
Koilkonda	id=g:1266354
Koili	id=g:1266355
Koilāwān	id=g:1266356
Koila Tāl	id=g:1266357
Koilāri	id=g:1266358
Koila	id=g:1266359
Koi-hōa	id=g:1266360
Kohoj	id=g:1266361
Kohnia	id=g:1266362
Kohli	id=g:1266363
Kohīr	id=g:1266364
Kohina	id=g:1266365
Kohīma	id=g:1266366
Kohīma	id=g:1266367
Kohdaibāri	id=g:1266368
Kohar Garī	id=g:1266369
Kohalli	id=g:1266370
Kognur	id=g:1266371
Koelwār	id=g:1266372
Koel River	id=g:1266373
Koelibeda	id=g:1266374
Koelā	id=g:1266375
Kodwa	id=g:1266376
Kodwa	id=g:1266377
Kodūru	id=g:1266378
Kodūru	id=g:1266379
Kodūru	id=g:1266380
Kodūru	id=g:1266381
Kodūr	id=g:1266382
Kodūr	id=g:1266383
Kodunigud	id=g:1266384
Kodungallūr	id=g:1266385
Kodumūru	id=g:1266386
Kodumudi	id=g:1266387
Kodram	id=g:1266388
Kodolibad	id=g:1266389
Kodoli	id=g:1266390
Kodmiāl	id=g:1266391
Kodlipet	id=g:1266392
Kodiyakkarai	id=g:1266394
Kodi Point	id=g:1266395
Kodinga	id=g:1266396
Kodīnar	id=g:1266397
Kodikulam	id=g:1266398
Kodikonda	id=g:1266399
Kodikkarai	id=g:1266400
Kodihalli	id=g:1266401
Kodigenahalli	id=g:1266402
Kodi	id=g:1266403
Kodh	id=g:1266404
Koder	id=g:1266405
Kodekal	id=g:1266406
Kodayār River	id=g:1266407
Kodayār Lake	id=g:1266408
Kodavanār River	id=g:1266409
Kodavalūru	id=g:1266410
Kodasseri Kūmban	id=g:1266411
Kodarma Reserved Forest	id=g:1266412
Kodarma	id=g:1266413
Kodarma	id=g:1266414
Kodaria	id=g:1266415
Kodār	id=g:1266416
Kodāpākha	id=g:1266417
Kodandarāmaswāmi	id=g:1266418
Kodandarāmankoil	id=g:1266419
Kodanād	id=g:1266420
Kodamdesar	id=g:1266421
Kodala	id=g:1266422
Kodak	id=g:1266423
Kodaikānal Road	id=g:1266424
Kodaikānāl	id=g:1266425
Kodagu	id=g:1266426
Kodaganur	id=g:1266427
Kodāe	id=g:1266428
Kodachadri	id=g:1266429
Kod	id=g:1266430
Kod	id=g:1266431
Kochugaon	id=g:1266432
Kochinda	id=g:1266433
Kochiāna	id=g:1266434
Kochedega	id=g:1266435
Koch Bihār	id=g:1266436
Koch Bihār	id=g:1266437
Kochas	id=g:1266438
Koch	id=g:1266439
Kobrāgarhi Nadī	id=g:1266440
Kobo	id=g:1266441
Kobirāli	id=g:1266442
Kobīr	id=g:1266443
Kobak	id=g:1266444
Koba	id=g:1266445
Koba	id=g:1266446
Koba	id=g:1266447
Koāth	id=g:1266448
Koaria	id=g:1266449
Koal-ta-Pain	id=g:1266450
Kizhillam	id=g:1266451
Kizhake Chālakudi	id=g:1266452
Kiyekhu	id=g:1266453
Kivarli	id=g:1266454
Kiul River	id=g:1266455
Kiul	id=g:1266456
Kiuhnus	id=g:1266457
Kittur	id=g:1266458
Kittanūru	id=g:1266459
Kitshom	id=g:1266460
Kithor	id=g:1266461
Kithar	id=g:1266462
Kitham	id=g:1266463
Kitāri	id=g:1266464
Kitagha	id=g:1266465
Kita	id=g:1266466
Kisumpet	id=g:1266467
Kistna	id=g:1266468
Kistāram	id=g:1266469
Kistāram	id=g:1266470
Kistama	id=g:1266471
