Wādī ‘Aţshān	id=g:107975
Khashm al ‘Abd	id=g:110704
Khabrat al ‘Abd	id=g:110705
Jaww al ‘Abd	id=g:110706
Jāl al ‘Abd	id=g:110707
Jabal al ‘Abd	id=g:110708
Jabal al ‘Abd	id=g:110709
Jabal ‘Abd	id=g:110710
‘Ayn al ‘Abd	id=g:110711
‘Abd	id=g:110712
Jabal ‘Abbūd	id=g:110713
Bi’r ‘Abbās	id=g:110714
Wādī Abā an Nās	id=g:110715
Wādī Abāthir	id=g:110716
Wādī al ‘Abasah	id=g:110717
Khashm Absah	id=g:110718
Abarahee aţ Ţaybī	id=g:110719
Ra’s ‘Abarah	id=g:110720
Jibāl Abān al Asmar	id=g:110721
Jibāl Abān al Aḩmar	id=g:110722
Abal Taiy	id=g:110723
Sha‘īb Abaljid	id=g:110724
Wādī al Abaliaha	id=g:110725
Abal Diman	id=g:110726
Abal Dharman	id=g:110727
Abalah	id=g:110728
Sha‘īb ‘Abal	id=g:110729
A‘bal	id=g:110730
A‘bal	id=g:110731
Jabal al Abakkayn	id=g:110732
‘Abādilah	id=g:110734
Abab	id=g:110735
Qaşr Abā as Su‘ūd	id=g:110736
Abā as Su‘ūd	id=g:110737
Jabal Abā aş Şabbān	id=g:110738
Wādī Abā ar Ruwāth	id=g:110739
Sha‘īb Abā Ruwāth	id=g:110740
Sabkhat Abā ar Rūs	id=g:110741
Sha‘īb Abā al Qūr	id=g:110742
‘Aythat Abā al Qūr	id=g:110743
Wādī Abā al Qidd	id=g:110744
Wādī Abā al Qazāz	id=g:110745
Bi’r Abā al Qazāz	id=g:110746
Abā al Marw	id=g:110747
Jibāl Abā al Liqāḩ	id=g:110748
Sha‘īb Abā al Kurūsh	id=g:110749
Abū al Khirrān	id=g:110750
Abā al Khādim	id=g:110751
Wādī Abā al Jirfān	id=g:110752
Sha‘īb Abā al Jirfān	id=g:110753
Abā al Jirfān	id=g:110754
Wādī Abā al Jal‘	id=g:110755
Khashm Abā al ‘Iqbān	id=g:110756
Ibl Ḩinshān	id=g:110757
Abā al Ḩinshān	id=g:110758
Khashm Abā al Hayyāl	id=g:110759
Sabkhat Abā al Ḩamām	id=g:110760
Abā al ‘Akrish	id=g:110761
Wādī Abā al ‘Ajjāj	id=g:110762
Bi’r Abā al ‘Ajjāj	id=g:110763
Bi’r Abā al ‘Ajjāj	id=g:110764
Abā ad Dūr	id=g:110765
Abā ad Dufūf	id=g:110766
Sha‘īb Abā ad Dūd	id=g:110767
Jabal Abā ad Dūd	id=g:110768
Abā ad Dūd	id=g:110769
Barq Abd al ‘Azīz	id=g:110770
Wādī Mabrak	id=g:248371
Ḩismá	id=g:249089
Wādī al Abyaḑ	id=g:250860
Wādī Ḩuşayyidat Umm Qilāt	id=g:251118
Wādī Itima	id=g:251122
Wādī Ta‘ashshar	id=g:251124
Wādī Dahn	id=g:251126
Wādī Sil‘ah	id=g:251127
Wādī Khabb	id=g:251129
Wādī Ḩadraj	id=g:251131
Wādī aş Şalādīkh	id=g:251132
Wādī Ḩuşayyidat Umm Nakhlah	id=g:251135
Wādī Ḩuşayyidat Umm Ţalḩah	id=g:251136
Wādī Mahd	id=g:251138
Wādī Tulayl al Jumū‘	id=g:251144
Wādī Difā‘ah	id=g:251152
‘Awjat al Bāţin	id=g:285664
Ra’s Ma‘yūb	id=g:290563
Jabal al ‘Udayd	id=g:290621
Ra’s Siyād	id=g:290739
Rawḑat Shāmān	id=g:290850
Jabal Ma‘yūb	id=g:291463
Jazīrat Hadhbah	id=g:292045
Bi’r Duwayhin	id=g:292213
Dawḩat Duwayhin	id=g:292214
Jaww Buţayḩīn	id=g:292329
Al Kuwayfirīyah	id=g:292809
Ra’s Abū Qamīş	id=g:292982
Qu’r aş Şafā al Fawqī	id=g:383005
Jibāl Ḑuraybīnāt	id=g:383006
Jabal al Huwaymil	id=g:383007
Nāziyat al Qaḩşā’	id=g:383008
Nāziyat al Fuhaydīyah	id=g:383009
Nāziyat Umm Quway‘	id=g:383010
Ţi‘s al Midwar	id=g:383011
Ţi‘s Farḩān	id=g:383012
Jabal al Gharrā’	id=g:383013
Jabal ‘Unayzah	id=g:383014
Jabal al Ushayhib	id=g:383015
Nāziyat Umm Khashm	id=g:383016
Bi’r Khunayşir	id=g:383017
Nāziyat Muwājihah	id=g:383018
Nāziyat Maḩajjah	id=g:383019
Nāziyat az Zuwaymilīyah	id=g:383020
Ţi‘s al Jumay‘āniyah	id=g:383021
Ţu‘ays al Mafajj	id=g:383022
Nāziyat ash Sharmā’	id=g:383023
Nāziyat an Nafjīyah	id=g:383024
Nāziyat Umm ‘Inqūr	id=g:383025
Ţi‘s Ghurāfah	id=g:383026
Nāziyat ash Sha‘lā’	id=g:383027
Ţi‘s Ghubayn	id=g:383028
Ţi‘s Abū Ḩijrah	id=g:383029
Ţi‘s Mugharriz	id=g:383030
Nāziyat Qaddāḩah	id=g:383031
Nāziyat Nādir	id=g:383032
Nāziyat al Luwaymī	id=g:383033
Nāziyat Maţrūd	id=g:383034
Ţi‘s Abā Juwād	id=g:383035
Nāziyat aş Şān‘īyah	id=g:383036
Ţi‘s Zawmān	id=g:383037
Nāziyat al Baqarah	id=g:383038
Nāziyat Zawmah	id=g:383039
Nāziyat Diqīyah	id=g:383040
Nāziyat ad Dawḩānīyah	id=g:383041
Nāziyat al ‘Āmirīyah	id=g:383042
Nāziyat Dawsah	id=g:383043
Nāziyat Thākib	id=g:383044
Nāziyat Subaytat al Ghaḑá	id=g:383045
Nāziyat al ‘Ulayyāniyah	id=g:383046
Nāziyat al Murayqib	id=g:383047
Ţi‘s al Ghirāh	id=g:383048
Jar‘ā’ al Faras	id=g:383049
Ţi‘s ‘Iţrah	id=g:383050
Ḩafīrat Sidrah	id=g:383051
Nāziyat ‘Uţayrā’	id=g:383052
Nāziyat Umm adh Dhuwānīn	id=g:383053
Ḩafīrat al Ḩawīyah	id=g:383054
Nāziyat ash Shuway‘irīyah	id=g:383055
Nāziyat al Qabbā’	id=g:383056
Bi’r al Jafr	id=g:383057
Nāziyat as Siḩḩah	id=g:383058
Nāziyat Ḩakmāh	id=g:383059
Nāziyat adh Dhi’b	id=g:383060
Nāziyat Qamrā’	id=g:383061
Al Ḩafā’ir	id=g:383062
Nāziyat Umm ‘Uşayy	id=g:383063
Nāziyat Sumayḩah	id=g:383064
Khabb aḑ Ḑabb	id=g:383065
Khabb at Tayyim	id=g:383066
Khabb ash Sharārī	id=g:383067
Qalīb Jiḩrān	id=g:383068
Qalīb al Juḩayr	id=g:383069
Khabb ‘Uţaysh	id=g:383070
Khabb al Khayl	id=g:383071
Khabb Abū Sunayyif	id=g:383072
Khabb Muwājih	id=g:383073
Khabb aḑ Ḑab‘ah	id=g:383074
Khabb al ‘Ifrītīyah	id=g:383075
Khabb al Fuhūd	id=g:383076
Khabb Furayḩ	id=g:383077
Khabb Abū Ghaḑá	id=g:383078
Nāziyat al Kubayyir	id=g:383079
Qalīb Shi‘lah	id=g:383080
Nāziyat aḑ Ḑil‘ah	id=g:383081
Nāziyat Kiḩlah	id=g:383082
Ţi‘s Abā Ra’sayn	id=g:383083
Ţi‘s al Barāzī	id=g:383084
Khabb az̧ Z̧ibā’	id=g:383085
Khabb Abū Kiyaḩ	id=g:383086
Khabb Abū Khaşām	id=g:383087
Khabb aş Şayyāḩ	id=g:383088
Khabb Abū ‘Adām	id=g:383089
Khabb ath Thawr	id=g:383090
Khabb Abū Dabá	id=g:383091
Ţi‘s al Jaḩsh	id=g:383092
Khabb Qamrā’	id=g:383093
Bi’r Niqdhah	id=g:383094
Ţu‘ūs al ‘Iqāb	id=g:383095
Ţi‘s al Qalb	id=g:383096
Ţu‘ūs as Sarbīd	id=g:383097
Ţu‘ūs al Wulaydāt	id=g:383098
Ţi‘s an Niqā	id=g:383099
Ţi‘s Abū Ḩajrah	id=g:383100
Jar‘ā’ al Bāridah	id=g:383101
Jar‘ā’ al Ḩaqbānī	id=g:383102
Jar‘ā’ al ‘Arjā’	id=g:383103
Khabb as Suwaylimīyah	id=g:383104
Khabb Fayḑah	id=g:383105
Khabb al Faḑīl	id=g:383106
Nāziyat Umm Udhn	id=g:383107
Nāziyat al Barad	id=g:383108
Khabb Abū Ḩādh	id=g:383109
Bi’r Umm ad Dilá	id=g:383110
Khabb al Kirā‘	id=g:383111
Khabb al Mudawwaḩ	id=g:383112
Nāziyat Rukhaymah	id=g:383113
Jar‘ā’ ad Da‘am	id=g:383114
Ţi‘s al Qulayb	id=g:383115
Nāziyat at Birkah	id=g:383116
Khabb Abū Riḩlah	id=g:383117
Nāziyat Shaqrān	id=g:383118
Jar‘ā’ Balshah	id=g:383119
Jar‘ā’ ar Ru‘aylah	id=g:383120
Jar‘ā’ al Qumayrā’	id=g:383121
Ţi‘s Ashraf	id=g:383122
Ţi‘s Ḩazbān	id=g:383123
Khabb Abū Da‘am	id=g:383124
Khabb Abū Athlah	id=g:383125
Khabb Abū Kuwānīn	id=g:383126
Khabb ad Duraybisī	id=g:383127
Khabb Şubayḩā’	id=g:383128
Khabb Nu‘ayyim	id=g:383129
Khabb Dubayyah	id=g:383130
Ţi‘s as Sīf	id=g:383131
Ţi‘s Abū Ra’sayn	id=g:383132
Khabb al ‘Ishāsh	id=g:383133
Khabb al Ashhab	id=g:383134
Ţu‘ūs al Ma‘ārīḑ	id=g:383135
Khabb Abū ‘Amārāt	id=g:383136
Khabb Abū ‘Adām	id=g:383137
Khabb Abū Rujūm	id=g:383138
Nāziyat Mihāwish	id=g:383139
Nāziyat al Maghrah	id=g:383140
Khabb Abū Arţá	id=g:383141
Khabb al Muwadhdhar	id=g:383142
Nāziyat Shīmah	id=g:383143
Khabb al Munshariḩ	id=g:383144
Bi’r aḑ Ḑawwī	id=g:383145
Nāziyat Muţayrā’	id=g:383146
Khabb Khayrān	id=g:383147
Khabb Abū ‘Alqā’	id=g:383148
Khabb Shuţayḩ	id=g:383149
Jar‘ā’ Shiţnah	id=g:383150
Ţu‘ūs Ghanīyāt	id=g:383151
Jar‘ā’ al Ma‘ārīḑ	id=g:383152
Jar‘ā’ ar Ra‘ādah	id=g:383153
Khabb Zibd al Hawá	id=g:383154
Ţu‘ūs Juwayzā’	id=g:383155
Ţi‘s al Muhrah	id=g:383156
Ţi‘s aḑ Ḑulal	id=g:383157
Khabb al Mu‘abbā’	id=g:383158
Sha‘fat al ‘Irtābah	id=g:383159
Nāziyat as Sāddah	id=g:383160
Ţi‘s al Khurayji	id=g:383161
Khabb Qubaysī	id=g:383162
Khabb Faljā’	id=g:383163
Nāziyat ash Sha‘thā’	id=g:383164
Khabb al ‘Alwakī	id=g:383165
Nāziyat Damghā’	id=g:383166
Nāziyat ‘Ubaydān	id=g:383167
Ţi‘s Qayşir	id=g:383168
Ţi‘s ‘Umayr	id=g:383169
Khabb Ḩishmah	id=g:383170
Ţi‘s al Quşayş	id=g:383171
Khabb Abū Jawād	id=g:383172
Nāziyat al Mikkāḩah	id=g:383173
Khabb al Muqaţţa‘	id=g:383174
Nāziyat Shuqayrā’	id=g:383175
Khabb al Mindass	id=g:383176
Bi’r az Zumaylī	id=g:383177
Ţu‘ūs aḑ Ḑallah	id=g:383178
Nāziyat Şāliḩ	id=g:383179
Nāziyat Fahd	id=g:383180
Nāziyat Mallūḩ	id=g:383181
Nāziyat ‘Atīq	id=g:383182
Ţi‘s ‘Umayrah	id=g:383183
Ţi‘s Duhayrib	id=g:383184
Khabb Siḩībah	id=g:383185
Nāziyat al Ghaḑāh	id=g:383186
Nāziyat an Nuhūd	id=g:383187
Ţu‘ays ath Thawr	id=g:383188
Ţu‘ays al Julayd	id=g:383189
Nāziyat Umm ‘Inqūr	id=g:383190
Nāziyat adh Dhi’bīyah	id=g:383191
Ţu‘ays al Qarrāb	id=g:383192
Nāziyat Wā’il	id=g:383193
Nāziyat al Ghaḑāh	id=g:383194
Nāziyat Şayyād	id=g:383195
Khabb al Bashīr	id=g:383196
Khabb Khuḑayr	id=g:383197
Nāziyat ‘Ulayyān	id=g:383198
Nāziyat Barzah	id=g:383199
Khabb Umm an Niyişah	id=g:383200
Khabb al Ghubāshah	id=g:383201
Khabb al Faḑīl	id=g:383202
Ţi‘s Abū Shajarah	id=g:383203
Khabb al Ḩişān	id=g:383204
Khabb Ḩammād	id=g:383205
Khabb Ghāzī	id=g:383206
Khabb as Sirrah	id=g:383207
Khabb Khalaf	id=g:383208
Nāziyat al Af‘á	id=g:383209
Khabb al Asḩam	id=g:383210
Khabb Ḩumayd	id=g:383211
Ţi‘s al Ḩaḑf	id=g:383212
Ţi‘s al Karrāthīyah	id=g:383213
Khabb al ‘Arādah	id=g:383214
Jar‘ā’ al Ḩīfah	id=g:383215
Nāziyat ar Rukhaymā’	id=g:383216
Nāziyat al Waqqādīyah	id=g:383217
Nāziyat al Athālī	id=g:383218
Ţi‘s Zibidān	id=g:383219
Khabb Ḩasnā’	id=g:383220
Khabb Dughaym	id=g:383221
Khabb Khamīs	id=g:383222
Khabb al Ḩubaylī	id=g:383223
Khabb ar Rakhīş	id=g:383224
Khabb Abū Zuwayyid	id=g:383225
Khabb Abū Khaşām	id=g:383226
Ţi‘s Mushrif	id=g:383227
Khabb Muşbuţ	id=g:383228
Ţi‘s Faţūm	id=g:383229
Nāziyat aḑ Ḑal‘ah	id=g:383230
Ţi‘s Khalaf	id=g:383231
Qalīb al Bayḑā’	id=g:383232
Khabb al Buşayşī	id=g:383233
Ţi‘s al Qaşş	id=g:383234
Ţi‘s Ḩaţţāb	id=g:383235
Khabb Sumayr	id=g:383236
Khabb Khayrān	id=g:383237
Ţi‘s Abā Ra’sayn	id=g:383238
Jar‘ā’ ash Shuyūkh	id=g:383239
Nāziyat Sallūm	id=g:383240
Ţi‘s Abū Shajarah	id=g:383241
Ţi‘s Hā’il	id=g:383242
Nāziyat al Waţnīyah	id=g:383243
Khabb aş Şafā	id=g:383244
Khabb Ḩubaytir	id=g:383245
Nāziyat Ḩasnā’	id=g:383246
Nāziyat al Maqraş	id=g:383247
Nāziyat Wu‘aylat al Ḩarīm	id=g:383248
Nāziyat al Ḩarīm	id=g:383249
Nāziyat Fayḑah	id=g:383250
Khabb al Mutalaţţimah	id=g:383251
Nāziyat ‘Anqā’	id=g:383252
Nāziyat aḑ Ḑab‘ah	id=g:383253
Ţu‘ūs ar Rimāḩ	id=g:383254
Ţu‘ūs Ashbāh al Quşayşāt	id=g:383255
Nāziyat ar Raqţā’	id=g:383256
Ţi‘s ‘Awdah	id=g:383257
Ţu‘ūs Ashbāh ar Rimāḩ	id=g:383258
Jar‘ā’ al Mu‘ayyad	id=g:383259
Farsh aş Şa‘dah	id=g:383260
Farsh Abū ‘Adāmah	id=g:383261
Ţu‘aysāt al Khath‘	id=g:383262
Nuwāzī al Qaţar	id=g:383263
Nuwāzī ar Ruwaywāt	id=g:383264
Nuwāzī al Ḩumr	id=g:383265
Nuwāzī Muţalliq	id=g:383266
Ḩafīrat Umm Ţuwayqīyah	id=g:383267
Qā‘ al Luwaymī	id=g:383268
Nuwāzī Muşādāt	id=g:383269
Farsh Shajā‘	id=g:383270
Nuwāzī ar Radā’if	id=g:383271
Farsh Fahhād	id=g:383272
Farsh Ma‘yūf	id=g:383273
Ḩafīrat Samrān	id=g:383274
Farsh Ḩamdah	id=g:383275
Farsh Nimr	id=g:383276
Ḩafīrat Salāmah	id=g:383277
Ḩafīrat Milqāţ	id=g:383278
Ḩazm al Uşayli‘	id=g:383279
Ḩafīrat Rāḑī	id=g:383280
Ḩafīrat Mijwal	id=g:383281
Ḩafīrat Ma‘ārikīyah	id=g:383282
Nuwāzī Khams ash Shaqīq	id=g:383283
Ḩafīrat al Khalaf	id=g:383284
Farsh Şumay‘	id=g:383285
Nuwāzī Zibadānāt	id=g:383286
Farsh al Muşabbaḩ	id=g:383287
Ḩafīrat Suwaylim	id=g:383288
Ḩafīrat Farrāj	id=g:383289
Farsh al Jubaylīyah	id=g:383290
Nuwāzī aş Şattah	id=g:383291
Nuwāzī ‘Adhah	id=g:383292
Al Burq	id=g:383293
Nuwāzī Khams al Ḩafr	id=g:383294
Nuwāzī al Qumuşīyāt	id=g:383295
Ţu‘aysāt Ghurbah	id=g:383296
Nuwāzī al Quşayşāt	id=g:383297
Ḩafīrat Munāḩī	id=g:383298
Ḩafīrat Qurţān	id=g:383299
Nuwāzī aţ Ţarā’if	id=g:383300
Nuwāzī al Minwir	id=g:383301
Nuwāzī al Ḩarādilah	id=g:383302
Nufūd Su‘ayd	id=g:383303
Nawāzī al Ghurr	id=g:383304
Ḩafīrat ‘Īd	id=g:383305
Nuwāzī al Qaţar	id=g:383306
Ḩafīrat Bunayyān	id=g:383307
Nuwāzī al Ḩadrah	id=g:383308
Nuwāzī ‘Adhah	id=g:383309
Nawāzī Umm ar Rimam	id=g:383310
As Sāddah	id=g:383311
Mazra‘at al Fayşalīyah	id=g:383312
Mazra‘at al ‘Azīzīyah	id=g:383313
Jīlān at Tayyim	id=g:383314
Qā‘ al Mindassah	id=g:383315
An Nufūd al Kabīr	id=g:383316
Nufūd as Sayf	id=g:383317
Khabb Jubbah	id=g:383318
Jibāl ar Rawḑ	id=g:383319
Ḑulay‘ Ḑirās	id=g:383320
Falq as Sūr	id=g:383321
Fulūq al Majāfil	id=g:383322
Falq al Kaḩlā’	id=g:383323
Al Khuţţah ash Sharqīyah	id=g:383324
Falq Shafaq	id=g:383325
Falq Ḩabsah	id=g:383326
Al Amghar	id=g:383327
Falq Walmān	id=g:383328
Binīyat Ibn Qā’id	id=g:383331
Binīyat Nā’if	id=g:383332
Binīyat at Tājir	id=g:383333
Binīyat Manşūr	id=g:383334
Binīyat Hilāl	id=g:383335
Binīyat al ‘Abd	id=g:383336
Binīyat Zighrīr	id=g:383337
Binīyat Z̧ubayyāt	id=g:383338
Binīyat Ḩamad	id=g:383339
Binīyat al Ḩişān	id=g:383340
Buwaytāt al Farā’id	id=g:383341
Buwaytāt Sumayḩah	id=g:383342
Binīyat Ḩawwās	id=g:383343
Binīyat Mallūḩ	id=g:383344
Binīyat Munāḩī	id=g:383346
Binīyat al Ḩanfā’	id=g:383347
Al Widyān	id=g:384861
Ghadīr as Saysabī	id=g:384862
Markaz as Saysabī	id=g:384864
Khubayrā’ as Sarb	id=g:384865
Khubayrā’ as Sarb	id=g:384866
Al Qaşr al Yamīnī	id=g:386741
Al Qaşr ash Shamālī	id=g:386742
‘Irq al Ghurāb	id=g:386746
Shi‘b Qubbayn	id=g:386747
Abū Nalhah	id=g:386757
Al Wasţānī	id=g:386758
Al Kharrūbah al Baḩrīyah	id=g:386761
Shi‘b al Kabīr	id=g:386764
Umm as Sayl	id=g:386766
Al Ḩarīq	id=g:386767
Shi‘b Umm al Khalkhalah	id=g:386768
Jāl al Kharmā’	id=g:386814
Ḩazm Umm al Arjām	id=g:386815
Fayḑat Umm Qulayb	id=g:386816
Fayḑat Umm Huwayshir	id=g:386817
Fayḑat Umm al Ḩirān	id=g:386818
Markaz Umm al Ḩīrān	id=g:386819
Rawḑat Habbās	id=g:386829
Al Khushaybī	id=g:386830
Qārat al Julaydah	id=g:386832
Hazm Faljā’	id=g:386833
Karīm	id=g:386841
Birkat az̧ Z̧afīrī	id=g:386842
Markaz al ‘Ulavvimah	id=g:386856
Makhfar Ḩudūd Khālid	id=g:386857
Al Wishḩ	id=g:386883
Qārat Umm ash Shu‘arā’	id=g:386884
Fayḑat Umm ash Sha‘arā’	id=g:386885
Fayḑat Umm al ‘Abīd	id=g:386886
Markaz al ‘Awjā’	id=g:386909
Fayḑat Umm al ‘Aşāfīr	id=g:386988
Qalīb Ibn ‘Annāz	id=g:386989
Al Mujaylis	id=g:386990
Fayḑat ‘Āqūlat Abā Ruwāth	id=g:386991
Zibālā	id=g:386992
Sha‘īb ash Shāḩūf	id=g:386993
Sha‘īb Abā ar Rimam	id=g:386994
Sha‘īb as Sayyārī	id=g:386995
Sha‘īb Mudaysīs	id=g:386996
Sha‘īb Mudaysīs Abā Ruwāth	id=g:386997
Sha‘īb an Nāshibī	id=g:386998
Al Mināshibīyāt	id=g:386999
Fayḑat Umm Ruḑumah	id=g:387000
Shi‘bān Mudaysīsāt	id=g:387001
Mazra‘at Mudaysīs	id=g:387002
Khaţţ at Tamr	id=g:387003
Shuhaybūn	id=g:387005
Qalīb Ibn Shuraym	id=g:387006
Markaz al Baţn	id=g:387007
Sāddat al Ḩanīyah	id=g:387013
Khawr Ghunaym	id=g:387014
Markaz az̧ Z̧ahrah	id=g:387015
Shu‘ayyib al Jardā’	id=g:387044
Sha‘īb al Ḩufayyirah	id=g:387045
Sha‘īb Umm Nuwayţīr	id=g:387046
Sha‘īb al Muşandaq	id=g:387047
Fayḑat Umm Mantiris	id=g:387048
Fayḑat Umm Nuwayţīr	id=g:387049
Fayḑat Umm ‘Awāqīl	id=g:387050
Rijm Umm Nuwayţīr	id=g:387051
Darb al Ḩufayyirah	id=g:387052
Qulbān aş Şunaydīq	id=g:387056
Al Muşandaq	id=g:387057
Fayḑat az Zaml	id=g:387058
Fayḑat Abā Ruwāth	id=g:387059
Hushūm aḑ Ḑab‘ah	id=g:387062
Hashm Qamrān	id=g:387063
Juraybān	id=g:387064
Sāddat al Baţn	id=g:387065
Maḩīr al A‘waj	id=g:387071
Fayḑat aş Şulubī	id=g:387072
Fayḑat aş Şāni‘	id=g:387073
Sha‘īb Majţal	id=g:387074
Ḑulay‘āt al Himmal	id=g:387083
Fiyāḑ al Mulayḩā’	id=g:387084
Sha‘īb al Himmal	id=g:387085
Abū Şawr	id=g:387090
Sha‘īb aş Şawr	id=g:387091
Jaww Za‘ballī	id=g:387093
`Unaynah Fay?at al	id=g:387094
Ḩafā’ir Nukhaylān	id=g:387095
Mafakk Fay?at	id=g:387096
Fiyāḑ Quşūrīyāt	id=g:387098
Darb al Jil‘ūdīyah	id=g:387101
Jaww ‘Urayfij	id=g:387104
Fayḑat Umm Şīr	id=g:387105
Jaww Rubaythān	id=g:387106
Muzaywá Fay?at al	id=g:387107
Sawḩ Jawkhā’	id=g:387108
Markaz Rubaythān	id=g:387109
Fiyāḑ Umm Nughūr	id=g:387148
Qārat Kharbaqā’	id=g:387149
Sha‘īb Nişāb	id=g:387150
Fayḑat ar Righlīyah	id=g:387160
Ghār Ibn Sharhān	id=g:387161
As Sāddah	id=g:387162
Sawḩ al Mujayrīr	id=g:387163
Fayḑat al Kasr	id=g:387164
Fayḑat al Mulaysā’	id=g:387165
Fayḑat ar Rajjāl	id=g:387166
Qalīb al Majrūr	id=g:387167
Aş Şidāwī	id=g:387792
Binīyāt ‘Ayfān	id=g:387803
Dibāyat aḑ Ḑab‘īyah	id=g:387805
Dibāyat ‘Uşayfīrah	id=g:387806
Şulay‘ā’ al Arānib	id=g:387807
Rawḑat al Jibū	id=g:387808
Dabbāyat al ‘Ādhirīyah	id=g:387809
Markaz al Jibū	id=g:387811
Markaz al Musannah	id=g:387812
Markaz Umm ‘Amārah	id=g:387841
Qalmat az Zabr	id=g:388033
Al Qar‘ah	id=g:388035
Ash Shiqq	id=g:388038
Markaz al Hamātīyāt	id=g:388044
Sabkhat Rumādān	id=g:388148
Sabkhat Nāyif	id=g:388149
Bi’r Ibn Rizqān	id=g:388150
‘Urūq Abā al Marīs	id=g:388151
‘Ushayrah	id=g:388152
‘Ayn Umm Ḩīshah	id=g:388153
Manfadh al Khafjī	id=g:388161
Mishāsh Qa‘amah	id=g:388163
Markaz ar Rāfi‘īyah	id=g:388165
Qalīb Şulayḩah	id=g:388168
Qalīb Rughayw	id=g:388169
Qulbān Rughwah	id=g:388170
Qulbān ‘Aţāriz	id=g:388171
Markaz ‘Arq	id=g:388172
Ghumayḑ	id=g:388173
Markaz Rughwah	id=g:388175
Mishāsh Rukayb	id=g:388232
Ḑulay‘ al Khillah	id=g:388233
Ḑulay‘āt al Khayl	id=g:388234
Ra’s al Khawwārī	id=g:388298
Al Khawwārī	id=g:388304
‘Adāmat Wushayḩā’	id=g:388307
Ābār al Murayr	id=g:388310
Ra’s al Khaţţ	id=g:388312
Ra’s an Na‘āmah	id=g:388313
Sabkhat al Mazharah	id=g:388426
Jaww al Wathan	id=g:388427
Ḩazm Umm al Ghirbān	id=g:388428
Sabkhat Umm az̧ Z̧ibā’	id=g:388429
Sabkhat al Muqayţi‘	id=g:388430
Mishāsh al Ḩīş	id=g:388431
Ābār Umm as Sūwād	id=g:388432
Rīsh Shiz̧āz̧	id=g:388433
Ābār Abū Khuwaymah	id=g:388434
Ḩuzūm as Sumr	id=g:388435
Ābār al Magharah	id=g:388437
Ţal‘at Abū Sāḩib	id=g:389424
Zibārat al ‘Azabah	id=g:389427
Al Mawākir	id=g:389428
Sabkhat al ‘Azabah	id=g:389429
Qulumat al ‘Azabah	id=g:389430
Ḩanwā’	id=g:389431
Al ‘Alam	id=g:389432
Muwayh al Hāwin	id=g:389434
Qulumat an Nafkhah	id=g:389435
Khushūm an Nafkhah	id=g:389436
Bi’r an Nibā‘	id=g:389437
An Nakhlah	id=g:389438
Mā’ an Nakhlah	id=g:389439
Mā’ Khayţ Rayyā’	id=g:389440
Markaz al Kirī	id=g:389441
Ţi‘s ‘Ubayd	id=g:389442
Aţ Ţi‘s al Mu‘tariḑ	id=g:389443
Ramlat ‘Abalān	id=g:389444
Umm Qurayn	id=g:389445
‘Idd al Kirī	id=g:389446
Ḩazm Muwayh Khaḑrā’	id=g:389447
Jaww as Salāmah	id=g:389448
Ţi‘s Nāşif	id=g:389449
Mudayfīnat al Ḩadabah	id=g:389483
Mudayfīnat al Khuyūţ	id=g:389488
Khuyūţ al Qudayrāt	id=g:389489
Jāl Mudayfīnah	id=g:389490
Jāl al ‘Awāmir	id=g:389491
Khayţ as Sibāq	id=g:389492
Khashm ash Shāhī	id=g:389493
‘Adāmat as Sa‘īdī	id=g:389494
Khuyūţ Shiţfān	id=g:389498
Khayţ Ţīthāb	id=g:389500
Ābār Abū ‘Irzīlah	id=g:389512
Zibārat Faşl Abū ‘Irzīlah	id=g:389545
Khuyūţ Faşl Abū ‘Irzīlah	id=g:389546
Jaww Abū ‘Irzīlah	id=g:389547
Ābār al Hamdānīyah	id=g:389549
Ḩazm al Hamdānīyah	id=g:389551
Khuyūţ al ‘Unqurīyah	id=g:389553
Ābār al ‘Unqurīyah	id=g:389555
Khuyūţ Bu‘ayj	id=g:389556
Bi’r Maţ‘ūnah	id=g:389557
Khayţ Hudayb	id=g:389558
Zā’idat Hudayb	id=g:389559
Zā‘idat Abū Khayālah	id=g:389560
Qulumat al Mashūrah	id=g:389561
Sabkhat al Miḩdār	id=g:389562
Qulumat al Miḩdār	id=g:389563
Jāl al Miḩdār	id=g:389565
Ābār al ‘Ushayyir	id=g:389572
Bi’r Ibn ‘Ujaym	id=g:389574
Al Bāzūm	id=g:389575
Jāl al ‘Ushayyir	id=g:389576
Qulumat as Sīf	id=g:389577
Zabā’ir al Miqīl	id=g:389682
Khuyūţ al Mashūrah	id=g:389683
Ābār Ghabrā’ ar Rishā’	id=g:389684
Ābār al Ḩamrūr	id=g:389685
Ra’s Murayqiţ	id=g:389725
Shāţi’ Nişf al Qamar	id=g:389726
Ra’s Munaysif	id=g:389727
Al Kaz̧z̧ūm	id=g:389728
Shāţi’ al Ghurūb	id=g:389729
Jazīrat Şulayfīḩ	id=g:389730
Linyah	id=g:389731
Niqyān Linyah	id=g:389732
Abū Saylah	id=g:389733
‘Idd al Khawr	id=g:389734
Baţīn az̧ Z̧ahrān	id=g:389735
Sārūq al Khushubīyāt	id=g:389736
Bi’r al Qalā’ib	id=g:389737
Al Maqţa‘	id=g:389738
Jāl Qadḩah	id=g:389740
Jāl al Ḩafā’ir	id=g:389741
Jaww Qadḩah	id=g:389742
