Astakhnovo	id=g:7080483
Trestyanka	id=g:7094730
Melecha	id=g:7094731
Chichilovka	id=g:7094732
Urochishche Mokh	id=g:7094733
Deden’ka	id=g:7094734
Ozero Gorbovskoye	id=g:7094735
Shalkovka	id=g:7094736
Urochishche Solov’yëvo	id=g:7094737
Ilomlya	id=g:7094738
Ozero Chërnoye	id=g:7094739
Ozero Beloye	id=g:7094740
Urochishche Baldikha	id=g:7094741
Khani	id=g:7094742
Bol’shoy	id=g:7094743
Liskunovka	id=g:7094744
Ozëra Lobanovskiye	id=g:7094745
Ozero Pestovskoye	id=g:7094746
Pestovo	id=g:7094747
Ozero Nevery	id=g:7094748
Nakladets	id=g:7094749
Danilovo	id=g:7094750
Tesny	id=g:7094751
Krivsko	id=g:7094752
Krasnaya Lyadina	id=g:7094753
Bagrovka	id=g:7094754
Urochishche Bagrovo	id=g:7094755
Levoshkino	id=g:7094756
Kluksovo	id=g:7094757
Khakhili	id=g:7094758
Sopki	id=g:7094759
Klenka	id=g:7094760
Kamenka	id=g:7094761
Kovry	id=g:7094762
Shumilovo	id=g:7094763
Serki	id=g:7094764
Petrovskoye	id=g:7094765
Skrobtsovo	id=g:7094766
Ozero Chërnoye	id=g:7094767
Krivkino	id=g:7094768
Mitroshino	id=g:7094769
Neverka	id=g:7094770
Dunayevshchina	id=g:7094771
Ozero Glybotsko	id=g:7094772
Ozero Khvoshno	id=g:7094773
Lyuteyka	id=g:7094774
Ozero Gorshevets	id=g:7094775
Slavitsy	id=g:7094776
Cheresitsa	id=g:7094777
Sbyl’nitsy	id=g:7094778
Zales’ye	id=g:7094779
Borovitsy	id=g:7094780
Lipitsa	id=g:7094781
Kamenka	id=g:7094782
Zaozër’ye	id=g:7094783
Ozero Mosylinskoye	id=g:7094784
Dobrosli	id=g:7094785
Ol’zi	id=g:7094786
Voloch’ya	id=g:7094787
Paseka	id=g:7094788
Podnovinka	id=g:7094789
Novoye Sokhnovo	id=g:7094790
Staroye Sokhnovo	id=g:7094791
Penno	id=g:7094792
Urochishche Slutki	id=g:7094793
Novyy Brod	id=g:7094794
Staryy Brod	id=g:7094795
Yamnik	id=g:7094796
Annino	id=g:7094797
Sychëvka	id=g:7094798
Rostunka	id=g:7094799
Boldyri	id=g:7094800
Pokrovka	id=g:7094801
Usad’ba	id=g:7094802
Gibno	id=g:7094803
Shul’gina Gora	id=g:7094804
Golovinets	id=g:7094805
Zarapachevo	id=g:7094806
Goristitsy	id=g:7094807
Lipets	id=g:7094808
Podberëza	id=g:7094809
Ozero Gorodilovskoye	id=g:7094810
Filippovshchina	id=g:7094811
Polonets	id=g:7094812
Korzovo	id=g:7094813
Ozero Stramilovo	id=g:7094814
Chërnaya	id=g:7094815
Polzuny	id=g:7094816
Rogovichi	id=g:7094817
Krutusha	id=g:7094818
Urochishche Garitsy	id=g:7094819
Moshino	id=g:7094820
Kuznetsovo	id=g:7094821
Nameshchi	id=g:7094822
Boldyr’ka	id=g:7094823
Zadnyaya	id=g:7094824
Pustoshnaya	id=g:7094825
Meglinka	id=g:7094826
Zaleska	id=g:7094827
Okhrinka	id=g:7094828
Narezka	id=g:7094829
Porogi	id=g:7094830
Kostygovka	id=g:7094831
Chërnaya	id=g:7094832
Meglino	id=g:7094833
Borok	id=g:7094834
Mikheyevo	id=g:7094835
Potsepovo	id=g:7094836
Zelënaya	id=g:7094837
Zaruchev’ye	id=g:7094838
Pakhomovshchina	id=g:7094839
Grablenka	id=g:7094840
Syropyatovo	id=g:7094841
Chërnaya	id=g:7094842
Ozero Saminets	id=g:7094843
Ozero Volochko	id=g:7094844
Lavrovo	id=g:7094845
Zykovshchina	id=g:7094846
Krasota	id=g:7094847
Krivaya Kletka	id=g:7094848
Ozero Gnil’skoye	id=g:7094849
Osotno	id=g:7094850
Devyatovshchina	id=g:7094851
Andrekhnovo	id=g:7094852
Vasil’yevshchina	id=g:7094853
Usad’ba	id=g:7094854
Medyanki	id=g:7094855
Lashkovo	id=g:7094856
Ozero Mstizhskoye	id=g:7094857
Pleshchëvo	id=g:7094858
Markovo	id=g:7094859
Vyazovnya	id=g:7094860
Leonikha	id=g:7094861
Urochishche Kamennik	id=g:7094862
Urochishche Krasavets	id=g:7094863
Vysokusha	id=g:7094864
Stroilovo	id=g:7094865
Koryshevo	id=g:7094866
Ozheyedka	id=g:7094867
Dymtsevka	id=g:7094868
Andreyevskoye	id=g:7094869
Dubets	id=g:7094870
Porozhki	id=g:7094871
Ozero Rysnevo	id=g:7094872
Antonovo	id=g:7094873
Dyagilevo	id=g:7094874
Bol’shaya	id=g:7094875
Ostrovnya	id=g:7094876
Kornëvo	id=g:7094877
Krutoy	id=g:7094878
Lunëvo	id=g:7094879
Zabolot’ye	id=g:7094880
Rybinka	id=g:7094881
Ozero Ol’techko	id=g:7094882
Zaborov’ye	id=g:7094883
Zamoshenka	id=g:7094884
Ostrechina	id=g:7094885
Shepelëvo	id=g:7094886
Moksheya	id=g:7094887
Vayno	id=g:7094888
Linenka	id=g:7094889
Kopylovka	id=g:7094890
Ozero Kushelovskoye	id=g:7094891
Lekhovo	id=g:7094892
Ozero Lekhovskoye	id=g:7094893
Staroye Guchevo	id=g:7094894
Urochishche Novoye Guchevo	id=g:7094895
Kaban	id=g:7094896
Borok	id=g:7094897
Kochedykovo	id=g:7094898
Lepekha	id=g:7094899
Vydomir’ Pervaya	id=g:7094900
Dolmatovo	id=g:7094901
Zaruchev’ye	id=g:7094902
Urochishche Perelog	id=g:7094903
Bor	id=g:7094904
Dubrovka	id=g:7094905
Belka	id=g:7094906
Pavlovo	id=g:7094907
Sidorovo	id=g:7094908
Pervomayskiy	id=g:7094909
Naumovo	id=g:7094910
Spasovo	id=g:7094911
Voskresenskoye	id=g:7094912
Sopki	id=g:7094913
Zasel’ye	id=g:7094914
Chërnyye Luki	id=g:7094915
Sivushcheno	id=g:7094916
Kotovka	id=g:7094917
Bokovo	id=g:7094918
Gogolino	id=g:7094919
Shavlovo	id=g:7094920
Ol’khovets	id=g:7094921
Kirilkovo	id=g:7094922
Shabanovo	id=g:7094923
Kozhino	id=g:7094924
Kadnikovo	id=g:7094925
Mezhnik	id=g:7094926
Vyselki	id=g:7094927
Derenka	id=g:7094928
Sel’nya	id=g:7094929
Gornoye	id=g:7094930
Zaborov’ye	id=g:7094931
Stabenka	id=g:7094932
Ol’shanka	id=g:7094933
Polenovshchina	id=g:7094934
Bobrovets	id=g:7094935
Rodivanovshchina	id=g:7094936
Krasnyy Bor	id=g:7094937
Borisovo	id=g:7094938
Morozovo	id=g:7094939
Sukhaya Niva	id=g:7094940
Khvalevo	id=g:7094941
Kholodnyy	id=g:7094942
Kosaritsa	id=g:7094943
Ozero Lastso	id=g:7094944
Peschanka Vtoraya	id=g:7094945
Urochishche Dorishche	id=g:7094946
Beresnëvo	id=g:7094947
Ozero Stroyno	id=g:7094948
Zuyevka	id=g:7094949
Ozero Bol’shoy Zhetoneg	id=g:7094950
Dubrovka	id=g:7094951
Gorka	id=g:7094952
Posel’ye	id=g:7094953
Luchki	id=g:7094954
Ozero Sredneye	id=g:7094955
Ozero Barkun	id=g:7094956
Ozero Dolgoye	id=g:7094957
Ozero Chërnoye	id=g:7094958
Ryazanovshchina	id=g:7094959
Gvozdovo	id=g:7094960
Malyy Chashchivets	id=g:7094961
Ozero Shcheberikha	id=g:7094962
Vlasovo	id=g:7094963
Popovka	id=g:7094964
Star’	id=g:7094965
Vladychno	id=g:7094966
Ozerënka	id=g:7094967
Maloye Dëmkino	id=g:7094968
Galicheno	id=g:7094969
Staroye Lukoshkino	id=g:7094970
Novoye Lukoshkino	id=g:7094971
Ozerechnya	id=g:7094972
Goryayevo	id=g:7094973
Kartsevo	id=g:7094974
Antonovo	id=g:7094975
Sukhonogovo	id=g:7094976
Goshchino	id=g:7094977
Bokovo	id=g:7094978
Trostyanka	id=g:7094979
Lavrovo	id=g:7094980
Leshkino	id=g:7094981
Shipulino	id=g:7094982
Izmaylovo	id=g:7094983
Izlomlya	id=g:7094984
Polovinets	id=g:7094985
Krasnaya Niva	id=g:7094986
Krutovka	id=g:7094987
Sizovka	id=g:7094988
Staraya Dolgusha	id=g:7094989
Novaya Dolgusha	id=g:7094990
Stepanovshchina	id=g:7094991
Yelkino	id=g:7094992
Ozero Ozerechki	id=g:7094993
Savina Gora	id=g:7094994
Trestino	id=g:7094995
Ozero Trestinskoye	id=g:7094996
Chayenka	id=g:7094997
Kornëvo	id=g:7094998
Peschanka	id=g:7094999
Zhegalovo	id=g:7095000
Dmitrovshchina	id=g:7095001
Zhalybnya	id=g:7095002
Podgor’ye	id=g:7095003
Bol’shoy Chashchivets	id=g:7095004
Berëzovskiy Ryadok	id=g:7095005
Uskroynya	id=g:7095006
Kartun’	id=g:7095007
Knyazhoye	id=g:7095008
Pristan’ Knyazhoye	id=g:7095009
Svyatoye	id=g:7095010
Sal’nikovshchina	id=g:7095011
Klimova Gora	id=g:7095012
Dubovo	id=g:7095013
Pristan’ Dubovo	id=g:7095014
Pristan’ Stepanovshchina	id=g:7095015
Laskorevshchina	id=g:7095016
Zaborki	id=g:7095017
Novyye Yel’tsy	id=g:7095018
Pristan’ Novyye Yel’tsy	id=g:7095019
Shilovka	id=g:7095020
Tretniki	id=g:7095021
Pristan’ Zimnik	id=g:7095022
Lonnitsa	id=g:7095023
Berëzovskiy Plës	id=g:7095024
Tarasovo	id=g:7095025
Pristan’ Svapushche	id=g:7095026
Ozero Chayatsy	id=g:7095027
Ozero Posemtsy	id=g:7095028
Volga	id=g:7095029
Novinka	id=g:7095030
Pristan’ Novinka	id=g:7095031
Alekseyevskoye	id=g:7095032
Kokovkino	id=g:7095033
Pristan’ Kokovkino	id=g:7095034
Ozero Stergut	id=g:7095035
Glushitsa	id=g:7095036
Urochishche Plavuchiy Most	id=g:7095037
Ozero Krivskoye	id=g:7095038
Baranovo	id=g:7095039
Turbaza Sokol	id=g:7095040
Okolinka	id=g:7095041
Ozero Borovoye	id=g:7095042
Ozero Bol’shoye Shchuch’ye	id=g:7095043
Uzgovo	id=g:7095044
Vorovskoye	id=g:7095045
Urochishche Chistik	id=g:7095046
Pristan’ Gorodok	id=g:7095047
Ivanovskoye	id=g:7095048
Pristan’ Ivanovskoye	id=g:7095049
Zales’ye	id=g:7095050
Bol’shoye Slobodskoye	id=g:7095051
Ozero Polеvoye	id=g:7095052
Ozero Alkhimtsevo	id=g:7095053
Ozero Lyubtsy	id=g:7095054
Kolpino Vtoroye	id=g:7095055
Perevoloka	id=g:7095056
Meglinka	id=g:7095057
Zaruchev’ye	id=g:7095058
Pristan’ Belka	id=g:7095059
Kozhuritsa	id=g:7095060
Vysokoye	id=g:7095061
Pogost Ivatsy	id=g:7095062
Palikha	id=g:7095063
Gorka	id=g:7095064
Khutora-Dubskiye	id=g:7095065
Sabrovka	id=g:7095066
Konets	id=g:7095067
Vesetskiy Plës	id=g:7095068
Gluchitsa	id=g:7095069
Kononovo	id=g:7095070
Ozero Yezzhinitsa	id=g:7095071
Yezzhinitsa	id=g:7095072
Golovkino	id=g:7095073
Chernushka	id=g:7095074
Zaborovka	id=g:7095075
Bitukha	id=g:7095076
Klinskaya Plotina	id=g:7095077
Runskiy	id=g:7095078
Alfërovo	id=g:7095079
Starina	id=g:7095080
Chisten’kaya	id=g:7095081
Plotitsa	id=g:7095082
Vasilëvo	id=g:7095083
Krivosheyevo	id=g:7095084
Gorodënka	id=g:7095085
Komarovo	id=g:7095086
Astratovo	id=g:7095087
Dokunayevo	id=g:7095088
Val’no	id=g:7095089
Urochishche Dubnyag	id=g:7095090
Koreno	id=g:7095091
Ozero Lopino	id=g:7095092
Ozero Koreno	id=g:7095093
Krutik	id=g:7095094
Ozero Dolgoye	id=g:7095095
Novosëlok	id=g:7095096
Ozero Slautinskoye	id=g:7095097
Ozero Chaitsy	id=g:7095098
Ozero Skorbino	id=g:7095099
Potapovo	id=g:7095100
Pustoshka	id=g:7095101
Ozero Berezug	id=g:7095102
Pristan’ Advoritsa	id=g:7095103
Pristan’ Shirkovo	id=g:7095104
Sintsovo	id=g:7095105
Pristan’ Kositskoye	id=g:7095106
Teplen’	id=g:7095107
Gorbukha	id=g:7095108
Lyubimka	id=g:7095109
Nosovitsy	id=g:7095110
Trostyanka	id=g:7095111
Ozero Atal’skoye	id=g:7095112
Glazovo	id=g:7095113
Urochishche Zhernovichi	id=g:7095114
Ozero Bol’shoye Chërnoye	id=g:7095115
Bobovishche	id=g:7095116
Borki	id=g:7095117
Boloto Dolgushinskiy Mokh	id=g:7095118
Torg	id=g:7095119
Krutik	id=g:7095120
Pavlikha	id=g:7095121
Cherety	id=g:7095122
Poloviz’ma	id=g:7095123
Ozero Polovskoye	id=g:7095124
Mostovlyanka	id=g:7095125
Ozero Obreten’ye	id=g:7095126
Ozero Zakachuzh’ye	id=g:7095127
Ozero Lopastitsa	id=g:7095128
Gora Meluayvish	id=g:7095200
Ozero Malyy Payyavr	id=g:7095201
Ostanovochnyy Punkt 61 km	id=g:7095202
Platforma 54 km	id=g:7095203
Il’ina	id=g:7095208
Urochishche Mostovitsa	id=g:7095209
Osinovaya	id=g:7095210
Urochishche Chetl	id=g:7095211
Borovaya	id=g:7095212
Chetl	id=g:7095213
Volbaz	id=g:7095214
Zakharovskaya	id=g:7095215
Zakharovskiy Vystavok	id=g:7095216
Grezovo	id=g:7095217
Myasovskaya	id=g:7095218
Uga	id=g:7095219
Pristan’ Charki	id=g:7095220
Ushkinskiy Vystavok	id=g:7095221
Lel’	id=g:7095222
Barak Ust’-Uga	id=g:7095223
Chiryug	id=g:7095224
Urochishche Kamen’	id=g:7095225
Raz”yezd Dvadtsat’ Tri Kvartal	id=g:7095226
Razvaliny Barak Lebeda	id=g:7095227
Urochishche Pushma	id=g:7095228
Lachug	id=g:7095229
Terekhovskaya	id=g:7095230
Gorchi Vystavok	id=g:7095231
Koskovo	id=g:7095232
Perevoz	id=g:7095233
Griboshinskiy Vystavok	id=g:7095234
Berëzovka	id=g:7095235
Griboshino	id=g:7095236
Pristan’ Vymsk	id=g:7095237
Izganka	id=g:7095238
Urochishche Sumorok	id=g:7095239
Marnevka	id=g:7095240
Pristan’ Griboshino	id=g:7095241
Simkino	id=g:7095242
Plishkino	id=g:7095243
Kharitonovo	id=g:7095244
Timoshinskaya	id=g:7095245
Burkovskaya	id=g:7095246
Urochishche Zakuz’minka	id=g:7095247
Zakuz’minka	id=g:7095248
Bushkovskaya	id=g:7095249
Lopotovo	id=g:7095250
Nasonovskaya	id=g:7095251
Paskhalinskaya	id=g:7095252
Spirina Gora	id=g:7095253
Komel’skaya	id=g:7095254
Pristan’ Andreyevskoye	id=g:7095255
Nekrasovo	id=g:7095256
Dryagino	id=g:7095257
Gladyshevskaya	id=g:7095258
Antipino	id=g:7095259
Moiseyeva Gora	id=g:7095260
Sologda	id=g:7095261
Berëzovka	id=g:7095262
Sorvozh	id=g:7095263
Serp”yël’	id=g:7095264
Nefed’yevka	id=g:7095265
Razvaliny Nefed’yevka	id=g:7095266
Yelovka	id=g:7095267
Pristan’ Papulovo	id=g:7095268
Prokoshevskaya	id=g:7095269
Varzha	id=g:7095270
Raz”yezd 19 km	id=g:7095271
Yeshtom”yël’	id=g:7095272
Cherëmushka	id=g:7095273
Boloto Zimirevo	id=g:7095274
Severnaya Lebeda	id=g:7095275
Boloto Chal’skoye	id=g:7095276
Boloto Kovrizhnoye	id=g:7095277
Ozero Lëkhotskoye	id=g:7095278
Vinogradovo	id=g:7095279
Urochishche Karail’	id=g:7095280
Karail’	id=g:7095281
Lekmash	id=g:7095282
Rzhavka	id=g:7095283
Razvaliny Malyy Lekmash	id=g:7095284
Gorevoy Lekvazh	id=g:7095285
Sredniy Lekvazh	id=g:7095286
Kumlas	id=g:7095287
Vozh”yël’	id=g:7095288
Lunchugran	id=g:7095289
Ser’yu	id=g:7095290
Kerkashor	id=g:7095291
Lunponos	id=g:7095292
Boloto Dëb	id=g:7095293
Verkhnyaya Okhta	id=g:7095294
Porubok	id=g:7095295
Urochishche Sytkonyrtod	id=g:7095296
Prokop’yevka	id=g:7095297
Shordyv	id=g:7095298
Dav	id=g:7095299
Raschoy	id=g:7095300
Kartagikt	id=g:7095301
Khvalovtsy	id=g:7095302
Semanovtsy	id=g:7095303
Yasnorechka	id=g:7095304
Kit	id=g:7095305
Pomiyv	id=g:7095306
Shuchi	id=g:7095307
Ivanovtsy	id=g:7095308
Bubdor	id=g:7095309
Ulichpom	id=g:7095310
Savukovchi	id=g:7095311
Ybpom	id=g:7095312
Boloto Rakovozh	id=g:7095313
Kuz”yël’	id=g:7095314
Dëbyr	id=g:7095315
Zetya	id=g:7095316
Sert”yu	id=g:7095317
Rotch	id=g:7095318
Nilech	id=g:7095319
Vi	id=g:7095320
Rytyvvozh	id=g:7095321
Udr’	id=g:7095322
Urochishche Kobvozh	id=g:7095323
Vizinga	id=g:7095324
Ser’yu	id=g:7095325
Urochishche Kruglyye	id=g:7095326
Izeg”yël’	id=g:7095327
Urochishche Ul’yanshor	id=g:7095328
Urochishche Nekrasovskiy	id=g:7095329
Razvaliny Poponshor	id=g:7095330
Razvaliny Poshnik	id=g:7095331
Kalapyr’	id=g:7095332
Voril’	id=g:7095333
Urochishche Kiroslanskaya	id=g:7095334
Yug	id=g:7095335
Rusashor	id=g:7095336
Urochishche Rusa	id=g:7095337
Nyula	id=g:7095338
Zagarets	id=g:7095339
An’ga	id=g:7095340
Lapi	id=g:7095341
Malaya Nyula	id=g:7095342
Nyulador	id=g:7095343
Urnyshevskaya	id=g:7095344
Vyrvozh	id=g:7095345
Cheryug	id=g:7095346
Raskil’	id=g:7095347
Sotchem”yël’	id=g:7095348
Pentyura	id=g:7095349
Dingul’	id=g:7095350
Kuznetsovskaya	id=g:7095351
Ivanovskaya	id=g:7095352
Nyur’yu	id=g:7095353
Kerkayu	id=g:7095354
Yemval’	id=g:7095355
Burbey	id=g:7095356
Peter	id=g:7095357
Vazh”yël’	id=g:7095358
Yus”yël’	id=g:7095359
Raka	id=g:7095360
Kolapyr’	id=g:7095361
Urochishche Kuznetsov Bor	id=g:7095362
Karpovskaya	id=g:7095363
Urkinskaya	id=g:7095364
Zapol’skaya	id=g:7095365
Urochishche Anfimovka	id=g:7095366
Matveyevskaya	id=g:7095367
Votinskaya	id=g:7095368
Urochishche Sukhoy Bor	id=g:7095369
Semongosh	id=g:7095370
Lelyug	id=g:7095371
Sor’ya	id=g:7095372
Bertem	id=g:7095373
Pristan’ Chitayevo	id=g:7095374
Kuzhas	id=g:7095375
Pristan’ Mikhalëvo	id=g:7095376
Urochishche Nisyul’	id=g:7095377
Dingul’	id=g:7095378
Lep”yu	id=g:7095379
Urochishche Vukhtym	id=g:7095380
Tarachevo	id=g:7095381
Van’vozh	id=g:7095382
Urochishche Chinog	id=g:7095383
Chinog	id=g:7095384
Urochishche Davydkovo	id=g:7095385
Urochishche Borovaya	id=g:7095386
Urochishche Gusikha	id=g:7095387
Urochishche Lesouchastok Vtoroy	id=g:7095388
Pozhmador	id=g:7095389
Pozhma	id=g:7095390
Panevskiy	id=g:7095391
Malyy Syv	id=g:7095392
Dvelim	id=g:7095393
Kolavozh	id=g:7095394
Ostapovskaya	id=g:7095395
Ozhindor	id=g:7095396
Non	id=g:7095397
Bol’shoy Sovrazh	id=g:7095398
Lukin	id=g:7095399
Nirimda	id=g:7095400
Pilopi	id=g:7095401
Urochishche Tsymlel’	id=g:7095402
Bol’shoy Yaglel’	id=g:7095403
Zhak	id=g:7095404
Urochishche Sto Pyat’desyat Devyatyy Kvartal	id=g:7095405
Noshul’	id=g:7095406
Edym	id=g:7095407
Kycha	id=g:7095408
Urochishche Edym	id=g:7095409
Urochishche Pyatidvorka	id=g:7095410
Orys’	id=g:7095411
Klimovskaya	id=g:7095412
Ulchekshimodpov	id=g:7095413
Urochishche Mel’nitsa Din	id=g:7095414
Din”yël’	id=g:7095415
Urochishche Anok	id=g:7095416
Nizhnyaya Ucheksha	id=g:7095417
Lukinchi	id=g:7095418
Likhachovskaya	id=g:7095419
Pyr	id=g:7095420
Poksitan	id=g:7095421
Vaymos	id=g:7095422
Krishor	id=g:7095423
Urochishche Sto Sem’desyat Chetvërtyy Kvartal	id=g:7095424
Bed’vozh	id=g:7095425
Ser”yël’	id=g:7095426
Urochishche Ser”yël’	id=g:7095427
Urochishche Devyanosto Vos’moy Kvartal	id=g:7095428
Urochishche Ayvozh	id=g:7095429
Urochishche Dubok	id=g:7095430
Raz”yezd 31 km	id=g:7095431
Zon	id=g:7095432
Goriy	id=g:7095433
Mezhdurech’ye	id=g:7095434
Raz”yezzhiy	id=g:7095435
Ozero Dal’neye	id=g:7095436
Ozero Baykal’skoye	id=g:7095437
Tulp”yavr	id=g:7095438
Ozero Lavnenskoye Pervoye	id=g:7095439
Ozero Lavnenskoye Vtoroye	id=g:7095440
Ozero Lavnenskoye Tret’ye	id=g:7095441
Ozero Lavnenskoye Chetvërtoye	id=g:7095442
Ozero Kump”yavr	id=g:7095443
Gora Malyy Meluayvish	id=g:7095444
Nyal	id=g:7095445
Stantsiya Nyal	id=g:7095446
Ozero Urklubol	id=g:7095447
Ozero Nosk”yavr	id=g:7095448
Stantsionnyy	id=g:7095449
Kilp”yavr	id=g:7095450
Gora Kyldoyarvi	id=g:7095451
Ozëra Vil”yavr	id=g:7095452
Ozero Vyl”yavr	id=g:7095453
Gora Salzhvyd	id=g:7095454
Ozero Portlubol	id=g:7095455
Ozero Portlubol	id=g:7095456
Gora Olen’ya	id=g:7095457
Ozero Nozh”yavr	id=g:7095458
Ozero Kuyrk”vrlubol	id=g:7095459
Ozero Kuyrk”yavr	id=g:7095460
Ozero Val’seyavr	id=g:7095461
Pristan’ Ura-Guba	id=g:7095462
Ozero Peschanoye	id=g:7095463
Urochishche Chertov Pereval	id=g:7095464
Gora Kat	id=g:7095465
Zapadnaya Litsa	id=g:7095466
Poligon	id=g:7095467
Dal’nyaya	id=g:7095468
Ozero Soltayarvi	id=g:7095469
Ozero Kotyyarvi	id=g:7095470
Ozero Sat	id=g:7095471
Bol’shoye	id=g:7095472
Ozero Olin’	id=g:7095473
Ozero Sarvi	id=g:7095474
Ozero Dikoye	id=g:7095475
Vodopad Zabornyy Padun	id=g:7095476
Vodopad Vtoroy Padun	id=g:7095477
Yanchany	id=g:7095478
Ozero Kotteliyarvi	id=g:7095479
Ozero Oyra	id=g:7095480
Ozero Ivre	id=g:7095481
Ozërnaya	id=g:7095482
Ozero Medvezh’ye	id=g:7095483
Proliv Vostochnyy	id=g:7095484
Pikshuyev	id=g:7095485
Mayak Pikshuyev	id=g:7095486
Mys Monastyrskiy	id=g:7095487
Sukhaya	id=g:7095488
Punkt A	id=g:7095489
Malaya Eyna	id=g:7095490
Ozero Pakkas	id=g:7095491
Lonskiy	id=g:7095492
Pyayva	id=g:7095493
Ozero Pyayvayarvi	id=g:7095494
Gora Chërnaya	id=g:7095495
Gora Lazar’	id=g:7095496
Zapadnaya Mayka	id=g:7095497
Ozero Saukko	id=g:7095498
Ozero Syuvya	id=g:7095499
Ozero Lokhi	id=g:7095500
Ozero Kervanto	id=g:7095501
Gora Tulp”yavr	id=g:7095502
Ozero Ingur	id=g:7095503
Ozero Obry	id=g:7095504
Ozëra Golubyye	id=g:7095505
Pad’ Taradailova	id=g:7107671
Pad’ Vymoynaya	id=g:7107672
Gora Pasechnaya	id=g:7107673
Ozero Bologurovskoye	id=g:7107674
Pad’ Bologurova	id=g:7107675
Pad’ Glukhaya	id=g:7107676
Pad’ Dikusha	id=g:7107677
Gora Lapina	id=g:7107678
Borisov Klyuch	id=g:7107679
Gora Golaya	id=g:7107680
Levaya Mennaya	id=g:7107681
Kedrovyy	id=g:7107682
Gora Komarinaya	id=g:7107683
Gora Pasechnaya	id=g:7107684
Gora Vedernaya	id=g:7107685
Pad’ Mennaya	id=g:7107686
Gora Bol’shaya Grushevaya	id=g:7107687
Gora Grushevaya	id=g:7107688
Gora Pyrey	id=g:7107689
Pereval Berëzovyy	id=g:7107690
Gora Bazovaya	id=g:7107691
Gora Mennaya	id=g:7107692
Gora Domashenkova	id=g:7107693
Gora Golaya	id=g:7107694
Gora Zubr	id=g:7107695
Pad’ Shirokaya	id=g:7107696
Gniloy	id=g:7107697
Gora Tura	id=g:7107698
Gora Tumanovka	id=g:7107699
Gora Uglovaya	id=g:7107700
Pad’ Shirokaya	id=g:7107701
Bazovyy	id=g:7107702
Pad’ Levaya Grushevaya	id=g:7107703
Gora Gvozd’	id=g:7107704
Gora Melovaya	id=g:7107705
Kavalerovskiye Gory	id=g:7107706
Vetvistyy	id=g:7107707
Gora Khrebet	id=g:7107708
Gora Akhtyrtseva	id=g:7107709
Gora Gorokhovaya Yuzhnaya	id=g:7107710
Gora Brusilovka	id=g:7107711
Pad’ Ovsyanikova	id=g:7107712
Gora Trudnaya	id=g:7107713
Ozero Utinoye	id=g:7107714
Gora Zerkal’naya	id=g:7107715
Pad’ Gorokhovaya	id=g:7107716
Pereval Krutoy	id=g:7107717
Gora Marochnaya	id=g:7107718
Sadovaya	id=g:7107719
Gora Kravchuka	id=g:7107720
Pasechnyy	id=g:7107721
Lesopil’nyy	id=g:7107722
Gora Sovkhoznaya	id=g:7107723
Gora Kedrovaya	id=g:7107724
Pad’ Kedrovaya	id=g:7107725
Gora Zmeinaya	id=g:7107726
Gora Kavalerovo	id=g:7107727
Gora Vstavnaya	id=g:7107728
Gora Saraynaya	id=g:7107729
Ustinovka	id=g:7107730
Kravchukovskiy	id=g:7107731
Pestrushka	id=g:7107732
Gora Kamennaya	id=g:7107733
Gora Suvorova	id=g:7107734
Kurchumka	id=g:7107735
Gora Gorokhovaya	id=g:7107736
Svetlyy	id=g:7107737
Pad’ Storozhenkova	id=g:7107738
Gora Khrebtovaya	id=g:7107739
Gora Primorskaya	id=g:7107740
Pad’ Okeanskaya	id=g:7107741
Gora Okeanskaya	id=g:7107742
Gora Lugovaya	id=g:7107743
Pad’ Kisina	id=g:7107744
Gora Bogopol’	id=g:7107745
Gora Khrebtovaya	id=g:7107746
Gora Gorelaya	id=g:7107747
Kavalerovka	id=g:7107748
Sinegor’ye	id=g:7107749
Gora Tochil’naya	id=g:7107750
Gora San’kina	id=g:7107751
Gora Ostraya	id=g:7107752
Pad’ Kolobenkova	id=g:7107753
Razvaliny Khutor Voznyy	id=g:7107754
Pereval Dal’negorskiy	id=g:7107755
Gora Pereval’naya	id=g:7107756
Pereval’naya	id=g:7107757
Kisinskiy Klyuch	id=g:7107758
Gora Vysokaya	id=g:7107759
Gora Brusnichnaya	id=g:7107760
Pad’ Derevyankina	id=g:7107761
Gora Otrog	id=g:7107762
Sukhoy Klyuch	id=g:7107763
Gora Tigrovaya	id=g:7107764
Skala Povorotnaya	id=g:7107765
Gora Olovyannaya	id=g:7107766
Vetvistyy	id=g:7107767
Rudnik Yubileynyy	id=g:7107768
Gora Tsinkovaya	id=g:7107769
Gora Khrustal’naya	id=g:7107770
Gora Silinskaya	id=g:7107771
Silinskiy	id=g:7107772
Balagannyy	id=g:7107773
Gora Tochil’naya	id=g:7107774
Belyayevskiy	id=g:7107775
Marshrutnyy	id=g:7107776
Gora Golaya	id=g:7107777
Gora Dorozhnaya	id=g:7107778
Gora Skalistaya	id=g:7107779
Gora Pryamaya	id=g:7107780
Tretiy Sovetskiy	id=g:7107781
Ozero Vas’kovskoye	id=g:7107782
Smychka	id=g:7107783
Kanal	id=g:7107784
Gora Nakhalovka	id=g:7107785
Pereval Lidovskiy	id=g:7107786
Gora Pasechnaya	id=g:7107787
Pryamaya	id=g:7107788
Gora Gorelaya	id=g:7107789
Vetvistyy	id=g:7107790
Kedrovyy	id=g:7107791
Gora Balagannaya	id=g:7107792
