Kinjačka	id=g:3198146
Paripovići	id=g:3217819
Vukelići	id=g:3217822
Lukaševića Draga	id=g:3217824
Sveti Tranjo	id=g:3217826
Oborovo	id=g:3217827
Bela Gorica	id=g:3217828
Crna Voda	id=g:3217830
Goljak	id=g:3217847
Klobučari	id=g:3217848
Petranović	id=g:3217849
Velika Rudinka	id=g:3217850
Draškovići	id=g:3217851
Selište	id=g:3217852
Stakić Selo	id=g:3217853
Kućišta	id=g:3217854
Trolokve	id=g:3217856
Glumačko Selo	id=g:3217857
Zamršten	id=g:3217858
Kosinjski	id=g:3217859
Ruja	id=g:3217861
Oštrika	id=g:3217863
Goli Vrh	id=g:3217864
Veliki Lubenovac	id=g:3217866
Bakovac	id=g:3217868
Gornji Starigrad	id=g:3217871
Velike Ivanča	id=g:3217872
Mala Ivanča	id=g:3217873
Kirini	id=g:3217874
Jurkuša	id=g:3217875
Lisac	id=g:3217876
Vičići	id=g:3217877
Miškovići	id=g:3217878
Male Brisnice	id=g:3217880
Vlaka	id=g:3217881
Peljica	id=g:3217882
Struga	id=g:3217884
Stiničke Staze	id=g:3217886
Stinički Dolac	id=g:3217888
Dunovića Podi	id=g:3217889
Balenska Draga	id=g:3217891
Gornji Bileni	id=g:3217892
Donji Bileni	id=g:3217893
Dundovići	id=g:3217894
Donja Pila	id=g:3217896
Stubička Slatina	id=g:3217897
Sevet	id=g:3217898
Kampor	id=g:3217900
Sveti Mihovil	id=g:3217903
Sveti Martin	id=g:3217904
Pizin	id=g:3217905
Otok Galiola	id=g:3217912
Besnica	id=g:3217915
Kapelski Vrh	id=g:3217929
Senkovec	id=g:3217931
Mali Javornik	id=g:3217957
Mirnovec	id=g:3217992
Uvalica	id=g:3217994
Terhaj	id=g:3217996
Samoborska Gora	id=g:3217997
Petricko Selo	id=g:3217999
Žumberak	id=g:3218010
Goljak	id=g:3218011
Strmac	id=g:3218012
Bihac	id=g:3218016
Jastrebarsko	id=g:3218019
Goli Vrh	id=g:3218020
Sluki	id=g:3218021
Buti	id=g:3218022
Vukmirovići	id=g:3218044
Sječivica	id=g:3218045
Kmezina Poljana	id=g:3218046
Seoce	id=g:3218047
Železnička Stanica Vrhovine Plitvička Jezera	id=g:3218049
Crna Vlast	id=g:3218050
Majerovo Vrelo	id=g:3218052
Bogdanovići	id=g:3218053
Pupavci	id=g:3218054
Rozan Breg	id=g:3218056
Otocac	id=g:3218057
Blainica	id=g:3218058
Markovićevo Selo	id=g:3218059
Gornja Dubrava	id=g:3218060
Sveti Marko	id=g:3218061
Brakusova Čelina	id=g:3218062
Brakusova Draga	id=g:3218063
Dujmovići	id=g:3218064
Kovaćići	id=g:3218065
Tupale	id=g:3218066
Klobučare	id=g:3218067
Pećina	id=g:3218068
Mlada Nedelja	id=g:3218069
Poljice	id=g:3218070
Vivoze	id=g:3218072
Šumećica	id=g:3218073
Kostelčevo Selo	id=g:3218074
Gerovo Selo	id=g:3218075
Gorići	id=g:3218076
Obilje	id=g:3218077
Tisovac	id=g:3218079
Poljana	id=g:3218080
Lulić	id=g:3218081
Tučki Kapelski	id=g:3218082
Sporčići	id=g:3218083
Dolci	id=g:3218084
Carski Breg	id=g:3218085
Zajačko Selo	id=g:3218086
Velika Kosa	id=g:3218088
Stanica Zorkovac	id=g:3218089
Polaki	id=g:3218090
Jasetići	id=g:3218092
Donji Prozor	id=g:3218093
Ponorsko Jezero	id=g:3218095
Stanica Zaluka	id=g:3218097
Stanica Kamenje	id=g:3218098
Stanica Brlog Grad	id=g:3218099
Rukavine	id=g:3218102
Grozdanići	id=g:3218105
Krč	id=g:3218107
Anići	id=g:3218109
Jarnevići	id=g:3218110
Gornje Grići	id=g:3218111
Glavaši	id=g:3218112
Samarožila	id=g:3218113
Vukelići	id=g:3218114
Devčići	id=g:3218115
Lemić Dolac	id=g:3218118
Vukelić Goljak	id=g:3218119
Orije	id=g:3218120
Oltari	id=g:3218121
Seline	id=g:3218123
Razbojište	id=g:3218128
Skorupov Dolac	id=g:3218129
Strug	id=g:3218131
Vujinac	id=g:3218132
Babici	id=g:3218135
Jatare	id=g:3218136
Markovac	id=g:3218137
Lokva	id=g:3218138
Trnovac	id=g:3218140
Biluća	id=g:3218141
Ječmište	id=g:3218144
Ognjanovas	id=g:3218148
Miškulin	id=g:3218149
Donji Legci	id=g:3218151
Sveti Petar	id=g:3218190
Sveti Rok	id=g:3218192
Sveta Orsola	id=g:3218194
Irinovac	id=g:3218226
Cvetičko Selo	id=g:3218228
Arapov Dol	id=g:3218277
Zaklopača	id=g:3218278
Stara Kršlja	id=g:3218279
Prosječeni Kamen	id=g:3218281
Veliko Bilo	id=g:3218286
Brajdići	id=g:3218292
Sabljaki	id=g:3218294
Donje Biljevina	id=g:3218296
Kuselj	id=g:3218298
Čorkova Uvala	id=g:3218300
Ravni Lug	id=g:3218301
Čikare	id=g:3218303
Živica	id=g:3218305
Železnička Stanica Lička Jesenica	id=g:3218306
Železnička Stanica Javornik	id=g:3218308
Smolčići	id=g:3218309
Rajkovići	id=g:3218310
Bobići	id=g:3218312
Zapolje	id=g:3218313
Selište	id=g:3218315
Zabare	id=g:3218317
Petrinić Polje	id=g:3218318
Brezovac	id=g:3218319
Draženovići	id=g:3218325
Rumenovići	id=g:3218327
Lasići	id=g:3218328
Lokmeri	id=g:3218330
Vučetići	id=g:3218331
Perkovići	id=g:3218332
Fumići	id=g:3218333
Vičići	id=g:3218334
Pepin Vrh	id=g:3218336
Žakule	id=g:3218338
Brlog Štacija	id=g:3218340
Laliči	id=g:3218341
Lončari	id=g:3218346
Tukljace	id=g:3218348
Staro Selo	id=g:3218351
Orovac	id=g:3218352
Bjeljevine	id=g:3218353
Stubalj	id=g:3218356
Smiljaniči	id=g:3218359
Blažani	id=g:3218360
Prokički Grabar	id=g:3218365
Dobrica	id=g:3218367
Rapain Klanac	id=g:3218368
Rapain Dol	id=g:3218369
Rapaići	id=g:3218370
Podbrdo	id=g:3218371
Vrzići	id=g:3218372
Žukalj	id=g:3218373
Jadićeva Plan	id=g:3218375
Tuževac	id=g:3218376
Rakita	id=g:3218378
Rostrun	id=g:3218379
Francikovac	id=g:3218392
Sveti Mihovil	id=g:3218393
Nehaj	id=g:3218396
Spasovác	id=g:3218398
Planinkovac	id=g:3218399
Duliba	id=g:3218401
Turine	id=g:3218405
Ljubežina	id=g:3218407
Liskovac	id=g:3218414
Hrmotine	id=g:3218417
Burnjak	id=g:3218418
Batinovica	id=g:3218420
Glavaši	id=g:3218421
Rukavine	id=g:3218424
Lopci	id=g:3218429
Lopci	id=g:3218432
Pod	id=g:3218437
Žerovnica	id=g:3218440
Duboka	id=g:3218442
Bilopolje	id=g:3218443
Matešić	id=g:3218445
Vidohlam	id=g:3218458
Juran-Dvor	id=g:3218461
Rt Rebica	id=g:3218462
Kur	id=g:3218465
Rt Šilo	id=g:3218466
Uvala Hrušćica	id=g:3218472
Draga	id=g:3218473
Batomalj	id=g:3218474
Sveta Ursula	id=g:3218480
Sveti Kuzma	id=g:3218482
Čule	id=g:3218483
Batajne	id=g:3218484
Sveti Minovil	id=g:3218485
Sveti Marko	id=g:3218486
Zbičina	id=g:3218487
Grabrovica	id=g:3218489
Cerovica	id=g:3218492
Krasa	id=g:3218493
Papini	id=g:3218494
Valhova	id=g:3218495
Brovinje	id=g:3218496
Sveta Agneza	id=g:3218497
Brusini	id=g:3218498
Šegotići	id=g:3218499
Veli Osir	id=g:3218566
Mataci	id=g:3218573
Krbava	id=g:3218602
Rakita	id=g:3218608
Kurozeb	id=g:3218929
Cvjetnić	id=g:3218964
Ljubelj	id=g:3219007
Lugarnica - Smrekova Draga	id=g:3219064
Orehov Hrib	id=g:3219071
Makov Hrib	id=g:3219073
Mandli	id=g:3219088
Zamost	id=g:3219089
Rijeka/Krk	id=g:3219203
Galići	id=g:3219238
Vagan Popinski	id=g:3219241
Stanica Oštarije	id=g:3219259
Stanica Kukača	id=g:3219262
Stanica Ostarije-Ravnice	id=g:3219267
Stanica Josipdol	id=g:3219270
Brezovica	id=g:3219275
Blanka	id=g:3219277
Stanica Vojnovac	id=g:3219294
Stanica Latin	id=g:3219298
Munjava	id=g:3219308
Stanica Blata	id=g:3219334
Hum	id=g:3219341
Karajlovichi	id=g:3219346
Devići	id=g:3219348
Roknići	id=g:3219351
Klanac Perjasički	id=g:3219361
Bojanici	id=g:3219363
Majstorovići	id=g:3219365
Vladajski Pavlovac	id=g:3219368
Obrovčevmost	id=g:3219369
Zečeva Varoš	id=g:3219378
Ceravac	id=g:3219379
Matešići	id=g:3219380
Novo Selo	id=g:3219381
Lađevac	id=g:3219382
Momčilovici	id=g:3219394
Trbovići	id=g:3219396
Srednji Vrh	id=g:3219398
Oštarski Stanovi	id=g:3219399
Rupe	id=g:3219400
Tatar Varoš	id=g:3219402
Donja Brusovača	id=g:3219403
Sveti Jacob	id=g:3219724
Sveti Pelag	id=g:3219751
Sveta Fuma	id=g:3219753
Vranovci	id=g:3220160
Donji Kraj	id=g:3220162
Prevlaka	id=g:3220206
Stanica Šopot	id=g:3220349
Zadar	id=g:3220360
Mali Iž	id=g:3220367
Genda Vučkovići	id=g:3220369
Mandičevac	id=g:3220370
Kokić	id=g:3220373
Simurina	id=g:3220374
Vlašnović	id=g:3220375
Dugopolje	id=g:3220379
Uvala Stara Novalja	id=g:3220410
Piplica	id=g:3220414
Sveta Petka	id=g:3220415
Donja Ploča	id=g:3220459
Mirković	id=g:3220460
Gornji Rebić	id=g:3220465
Vukšić	id=g:3220472
Časka	id=g:3220478
Luka Ul	id=g:3220483
Lomnica	id=g:3220485
Velika Branjevina Pusta	id=g:3220493
Uremovic	id=g:3220497
Kopački Rit	id=g:3220510
Price	id=g:3220539
Ilova	id=g:3220553
Podborski Kravjak	id=g:3220554
Kajgana	id=g:3220568
Rt Šilak	id=g:3220573
Rt Malin	id=g:3220574
Sever	id=g:3220579
Lonja	id=g:3220624
Neteča	id=g:3220640
Kosova Buljina	id=g:3220687
Francikovac	id=g:3220691
Klarićevac	id=g:3220700
Kučinić-Selo	id=g:3220702
Salopek-Selo	id=g:3220703
Nikolići	id=g:3220726
Hum-Zabočki	id=g:3222255
Hruševec	id=g:3222264
Družilovec	id=g:3222265
Draše	id=g:3222270
Lukavec Klanječki	id=g:3222271
Sopot	id=g:3222278
Bezavina	id=g:3222313
Brezna	id=g:3222326
Kuna Gora	id=g:3222327
Plešćina	id=g:3222377
Strižnja	id=g:3222383
Mala Dajnica	id=g:3222384
Mali Pašman	id=g:3222407
Tošići	id=g:3229284
Zminjak	id=g:3229497
Sokol	id=g:3229498
Spačva	id=g:3234507
Vučjak	id=g:3235258
Vladisovo	id=g:3235259
Sokol	id=g:3235261
Garvanov Greb	id=g:3235349
Bilišič	id=g:3235359
Porača	id=g:3235391
Srim	id=g:3235395
Velebić	id=g:3235406
Rasoja	id=g:3235414
Visoki Rt	id=g:3235426
Crveno Brdo	id=g:3235479
Jastrebac	id=g:3235480
Kurjačana	id=g:3235481
Trešnjica	id=g:3235488
Božur	id=g:3235559
Dranče	id=g:3235560
Ravnina	id=g:3235561
Kutnjače	id=g:3235562
Kamen	id=g:3235563
Topolik	id=g:3235564
Šabanov Orah	id=g:3235565
Seoci	id=g:3235566
Škrabutnik Na Brdu	id=g:3235567
Sveta Jelena	id=g:3235568
Sokolovac	id=g:3235569
Vrhovački Grad	id=g:3235570
Velika Kobila	id=g:3235571
Čirakov Vrh	id=g:3235572
Kozijak	id=g:3235573
Drškovci	id=g:3235585
Završje Požeško	id=g:3235588
Donje Polje	id=g:3235590
Tukovo	id=g:3235591
Nurkovac	id=g:3235595
Albinac	id=g:3235596
Dolac	id=g:3235597
Duminac	id=g:3235598
Zavinje	id=g:3235599
Duge	id=g:3235603
Starci	id=g:3235604
Češljevac	id=g:3235605
Kraljevo Brdo	id=g:3235606
Mernovac	id=g:3235607
Starčevac	id=g:3235608
Sadovi	id=g:3235609
Velika Međa	id=g:3235610
Metala	id=g:3235611
Ogradice	id=g:3235614
Grkovac	id=g:3235617
Vučjak	id=g:3235618
Kamendrica	id=g:3235620
Koletnice	id=g:3235624
Oštro Brdo	id=g:3235625
Hrastovac	id=g:3235626
Previje	id=g:3235633
Votnjak	id=g:3235634
Raškovica	id=g:3235635
Komušina	id=g:3235740
Glogovac	id=g:3235742
Loznica	id=g:3235743
Emovački Potok	id=g:3235744
Bukovica	id=g:3235748
Donji Gučani	id=g:3235786
Gornji Gučani	id=g:3235787
Ivan-Dol	id=g:3235788
Kapavac	id=g:3235789
Ovčara	id=g:3235793
Stara Lipa	id=g:3235799
Emovački Lug	id=g:3235802
Nova Lipa	id=g:3235816
Glavica	id=g:3235825
Perenački Potok	id=g:3235826
Sovinjak	id=g:3235829
Željeznička Stanica Mihaljevci	id=g:3235849
Štintjak	id=g:3235855
Marin Dvor	id=g:3235861
Cerik	id=g:3235863
Boričevci	id=g:3235864
Žigerovci	id=g:3235871
Novi Mihaljevci	id=g:3235872
Bankovci Požeški	id=g:3235873
Krivaja Požeška	id=g:3235874
Blatni Potok	id=g:3235875
Požeški Milanovac	id=g:3235876
Perenci	id=g:3235877
Trnovac	id=g:3235878
Herčan	id=g:3235977
Oljački Potok	id=g:3235997
Bratuljevci	id=g:3236002
Veliki Jošik	id=g:3236017
Rasna	id=g:3236040
Crljenci	id=g:3236046
Vranić	id=g:3236050
Oštri Vrh	id=g:3236059
Markovac Požeški	id=g:3236064
Paric	id=g:3236112
Jovac	id=g:3236115
Zukva	id=g:3236124
Jazavčine	id=g:3236126
Šeovci Kamenski	id=g:3236128
Amatovci	id=g:3236129
Nježići	id=g:3236131
Smoljanovci	id=g:3236139
Sokolina	id=g:3236141
Stražemanka	id=g:3236183
Bozara	id=g:3236186
Mala Velika	id=g:3236189
Kiseli Potok	id=g:3236190
Lisćica	id=g:3236191
Potočani Požeški	id=g:3236192
Doljanci	id=g:3236193
Kantarovci	id=g:3236194
Gredina	id=g:3236195
Mihajlije	id=g:3236196
Kruševo	id=g:3236197
Umac	id=g:3236198
Umitalce	id=g:3236279
Radovanka	id=g:3236297
Toplička Glava	id=g:3236306
Kaniška Glava	id=g:3236311
Pliš	id=g:3236317
Grad	id=g:3236340
Oštro Brdo	id=g:3236345
Šušnjari Kamenski	id=g:3236350
Macutan	id=g:3236355
Gosted	id=g:3236359
Lipovac	id=g:3236376
Lapjak	id=g:3236378
Mališćak	id=g:3236381
Tisovac	id=g:3236385
Željeznička Stanica Trenkovo	id=g:3236431
Ždernica	id=g:3236436
Krivaj Pustara	id=g:3236439
Dubočanka	id=g:3236468
Sječanska Kosa	id=g:3236509
Mrkopska Kosa	id=g:3236510
Vranovo	id=g:3236511
Tabakovo Brdo	id=g:3236512
Žabarka	id=g:3236613
Brajnovac	id=g:3236631
Rijeka	id=g:3236639
Veliki Kamen	id=g:3236649
Bašče	id=g:3236663
Kruščik	id=g:3236674
Žežnica	id=g:3236677
Razbošna	id=g:3236691
Spasovnjak	id=g:3236699
Kovačić	id=g:3236727
Sveti Martin	id=g:3236737
Bukovac	id=g:3236741
Bukovac	id=g:3236743
Vlasolje	id=g:3236745
Poljana	id=g:3236749
Jasikovac	id=g:3236751
Češljuge	id=g:3236752
Debeljak	id=g:3236754
Klišanica	id=g:3236764
Klisa Požeška	id=g:3236766
Konjsko Brdo	id=g:3236770
Puhovo	id=g:3236773
Sovjak	id=g:3236777
Jazmaci	id=g:3236779
Mladica	id=g:3236780
Labanovke	id=g:3236783
Kruzi	id=g:3236786
Trnovci	id=g:3236788
Trnovac Požeški	id=g:3236794
Skrbice	id=g:3236801
Usilo	id=g:3236804
Turski Grad	id=g:3236807
Kamenac	id=g:3236810
Pasjače	id=g:3236812
Galovac	id=g:3236817
Sokolina	id=g:3236821
Glavica	id=g:3236823
Milovitovac	id=g:3236824
Kovačev Greb	id=g:3236826
Podlazje	id=g:3236828
Krš	id=g:3238552
Zagulin	id=g:3238594
Vis	id=g:3238595
Radanovo Brdo	id=g:3238596
Arapovac	id=g:3238597
Lužansko Brdo	id=g:3238599
Crljenica	id=g:3238600
Radanovka	id=g:3238601
Lončara	id=g:3238602
Točak	id=g:3238603
Lisice	id=g:3238604
Golo Brdo	id=g:3238605
Keserovka	id=g:3238607
Bodliš	id=g:3238608
Ðurino Brdo	id=g:3238609
Luke	id=g:3238610
Duga Kosa	id=g:3238611
Radanovo Brdo	id=g:3238613
Visoka Glavica	id=g:3238614
Kaptolka	id=g:3238619
Vidovci	id=g:3238625
Rosulje	id=g:3238626
Padež	id=g:3238629
Alaginci	id=g:3238630
Turnić	id=g:3238632
Šeovci	id=g:3238633
Kljunovac	id=g:3238634
Salaši	id=g:3238636
Gaić	id=g:3238638
Zgonovi	id=g:3238640
Olovni Potok	id=g:3238646
Brezik	id=g:3238648
Bistra	id=g:3238650
Komarovci	id=g:3238651
Golo Brdo	id=g:3238654
Osredak	id=g:3238655
Petkova Glava	id=g:3238656
Doljanovačka Rijeka	id=g:3238657
Rastova Greben	id=g:3238658
Vrebac	id=g:3238659
Dervišaga	id=g:3238660
Svetinja	id=g:3238661
Volovnjak	id=g:3238662
Kišaljevac	id=g:3238674
Mladi Gaj	id=g:3238676
Mikića Greben	id=g:3238677
Loparna	id=g:3238678
Tisovačka Kosa	id=g:3238679
Majdan	id=g:3238696
Lugovi	id=g:3238698
Alaginačko Polje	id=g:3238699
Kozjak	id=g:3238700
Novi Bešinci	id=g:3238701
Cipalovac	id=g:3238702
Cipalovac	id=g:3238703
Žervanjski Potok	id=g:3238706
Ravno Brdo	id=g:3238707
Kaptol	id=g:3238708
Gibaljšte	id=g:3238709
Bazova Glava	id=g:3238710
Ravna Kosa	id=g:3238711
Slavujak	id=g:3238712
Pogana Gradina	id=g:3238713
Velika Krča	id=g:3238714
Brodac	id=g:3238715
Vranovac	id=g:3238716
Pribarevac	id=g:3238717
Trbušnjak	id=g:3238718
Bajin Gradac	id=g:3238719
Bešinci	id=g:3238720
Vražjak	id=g:3238721
Kozjak	id=g:3238722
Ričica	id=g:3238724
Ðurak	id=g:3238727
Crnica	id=g:3238729
Krnce	id=g:3238730
Dilovi	id=g:3238733
Klin	id=g:3238735
Vukovac	id=g:3238755
Ješevac	id=g:3238756
Jabučice	id=g:3238758
Šivac	id=g:3238760
Gradina	id=g:3238763
Ograđenica	id=g:3238764
Dilberovac	id=g:3238765
Kormanovac	id=g:3238766
Abdovnići	id=g:3238767
Požeška Kotlina	id=g:3238780
Vršani	id=g:3238781
Bertelovci	id=g:3238782
Sabin Mlin	id=g:3238783
Požanja	id=g:3238784
Glogovac	id=g:3238785
Kanlije	id=g:3238786
Vinogradine	id=g:3238787
Podlužine	id=g:3238788
Krčevine	id=g:3238789
Blacko-Jakšić	id=g:3238790
Vetovka	id=g:3238791
Kuzmica	id=g:3238792
Orljavska Kosa	id=g:3238793
Željeznička Stanica Blacko-Jakšić	id=g:3238808
Viskovci-Požeški	id=g:3238809
Lepoglava	id=g:3238810
Biliš	id=g:3238811
Tromeđa	id=g:3238814
Vražjak	id=g:3238816
Starac	id=g:3238817
Mirkovica	id=g:3238819
Selište	id=g:3238820
Muve	id=g:3238821
Lažnjak	id=g:3238827
Bzenički Potok	id=g:3238829
Bzenica	id=g:3238830
Lasci	id=g:3238834
Blatnjače	id=g:3238838
Banovke	id=g:3238839
Samardžinke	id=g:3238841
Drnje	id=g:3238844
Frkljevci	id=g:3238847
Korija	id=g:3238855
Zadnjački Dol	id=g:3238857
Zorjanovica	id=g:3238861
Okrugljak	id=g:3238865
Mihaljevići	id=g:3238869
Trešnjica	id=g:3238874
Župa	id=g:3238875
Brđani	id=g:3238876
Dragljenovac	id=g:3238877
Didovac	id=g:3238878
Mintenac	id=g:3238880
Paučak	id=g:3238881
Odžinka	id=g:3238883
Karniševac	id=g:3238884
Sveti Martin	id=g:3238885
Jasalnik	id=g:3238886
Dervić	id=g:3238889
Ćosinac	id=g:3238890
Mlada Vodica	id=g:3238891
Pavlovo Brdo	id=g:3238903
Topolov Gaj	id=g:3238904
Ciprovac	id=g:3238907
Petrovci	id=g:3238909
Grac	id=g:3238912
Božjak	id=g:3238917
Peratovac	id=g:3238922
Podilje	id=g:3238925
Grbavac	id=g:3238929
Orlovac	id=g:3238935
Međudolovi	id=g:3238939
Kozarka	id=g:3238943
Drenovac	id=g:3238947
Vilovnice	id=g:3238952
Pepelane	id=g:3238953
Razvale	id=g:3238958
Tromeđa	id=g:3238971
Priod	id=g:3238972
Jezerac	id=g:3238973
Obriščica	id=g:3238979
Pametni Hrast	id=g:3238981
Armanjišće	id=g:3238987
Orijevac	id=g:3238990
Križice	id=g:3238991
Svilna	id=g:3238993
Resnik Požeški	id=g:3238994
Trubače	id=g:3238995
Skočinovac	id=g:3238996
Sokolovac	id=g:3238997
Duboki Dol	id=g:3238998
Lipašnik	id=g:3238999
Bresnica Požeška	id=g:3239000
Željeznička Stanica Pleternica	id=g:3239001
Smiljanka	id=g:3239024
Široke	id=g:3239028
Željeznička Stanica Novoselci	id=g:3239034
Gložđe	id=g:3239035
Zatoke	id=g:3239036
Klasije	id=g:3239041
Gložnik	id=g:3239045
Markovac	id=g:3239046
Zagušče	id=g:3239047
Vučjak	id=g:3239048
Cvitkovac	id=g:3239049
Rebro	id=g:3239055
Kamenjača	id=g:3239058
Vital	id=g:3239060
Palež	id=g:3239063
Markovci	id=g:3239064
Rit	id=g:3239067
Marevac	id=g:3239068
Bile Vode	id=g:3239074
Osovlje	id=g:3239079
Ruševo	id=g:3239085
Krekovac	id=g:3239089
Fjerić	id=g:3239092
Djedovac	id=g:3239097
Crnac	id=g:3239102
Dobrovac	id=g:3239106
Majz-Dol	id=g:3239108
Starac	id=g:3239109
Djetelovac	id=g:3239122
Lazine	id=g:3239123
Vrbovac	id=g:3239124
Kotline	id=g:3239125
Dragan-Lug	id=g:3239126
Manastir Sveti Petar	id=g:3239127
Kamenik	id=g:3239128
Šljivice	id=g:3239129
Vražjak	id=g:3239130
Glogovac	id=g:3239131
Bečevi	id=g:3239150
Lug	id=g:3239152
Duga Brazda	id=g:3239159
Vrbova	id=g:3239160
Otsijek	id=g:3239161
Novoselci Jakšićki	id=g:3239163
Lakušije	id=g:3239164
Šilkovac	id=g:3239165
Cerovac Jakšićki	id=g:3239178
Granje	id=g:3239182
Radnovac	id=g:3239183
Borinovac	id=g:3239201
Veliki Potok	id=g:3239206
Bjeliševka	id=g:3239208
Preka Međa	id=g:3239210
Filipovica	id=g:3239212
Velebit	id=g:3239218
Omečak	id=g:3239223
Srdan	id=g:3239225
Panovski Potok	id=g:3239228
Zarilac	id=g:3239232
Ribnjak	id=g:3239236
Grabovac	id=g:3239239
Bogdinci	id=g:3239240
Brezići	id=g:3239242
Nova Lipa	id=g:3239244
Ternovac	id=g:3239246
Pustare	id=g:3239254
Crkveno Polje	id=g:3239258
Dolovi	id=g:3239260
Donji Jasik	id=g:3239267
Krajna	id=g:3239269
Lug	id=g:3239271
Rastovac	id=g:3239273
Topolovac	id=g:3239276
Bedenić	id=g:3239281
Gornji Jasik	id=g:3239315
Selište	id=g:3239316
Krakatica	id=g:3239317
Ležane	id=g:3239319
Vukojevica	id=g:3239320
Medenik	id=g:3239321
Beg-Lug	id=g:3239322
Hajderovac	id=g:3239323
Duboki Potok	id=g:3239324
Klisa	id=g:3239325
Zgon	id=g:3239326
Oljasi	id=g:3239327
Brizovka	id=g:3239328
Lipine	id=g:3239329
Veliko Polje	id=g:3239330
Jelovac	id=g:3239331
Duljine	id=g:3239332
Medino Polje	id=g:3239333
Cicvarevac	id=g:3239335
Ferovac	id=g:3239337
Ovčara	id=g:3239342
Gornje Polje	id=g:3239343
Brest	id=g:3239345
Kratelji	id=g:3239347
Puci-Polje	id=g:3239348
Kuštrevac	id=g:3239350
Plandište	id=g:3239351
Spainsko Polje	id=g:3239352
Dubočnjak	id=g:3239353
Keser	id=g:3239356
Radulovački Potok	id=g:3239357
Saračevac	id=g:3239360
Venjski Kanal	id=g:3239361
Grabarje	id=g:3239363
Dilke	id=g:3239364
Mitrovačko Polje	id=g:3239365
Ravnice	id=g:3239366
Šokački Čairi	id=g:3239367
Vinkomir	id=g:3239369
Velike Osoje	id=g:3239370
Suvare	id=g:3239371
Hajderovac	id=g:3239372
Matavulja	id=g:3239374
Dragaljevački Potok	id=g:3239376
Građenik	id=g:3239378
Bošnjaci	id=g:3239379
Gavranići	id=g:3239380
Bošnjačko Brdo	id=g:3239381
Čukurski Potok	id=g:3239383
Runčarka	id=g:3239384
Višnjevačka Kosa	id=g:3239385
Jasički Brijeg	id=g:3239386
Gradac	id=g:3239387
Čot-Kosa	id=g:3239388
Slatina	id=g:3239389
Otmanov Vis	id=g:3239390
Klanac	id=g:3239391
Dugi Hrt	id=g:3239392
Dugačka Kosa	id=g:3239393
Kranjčevo Brdo	id=g:3239394
Rijeka-Dol	id=g:3239395
Crna Glava	id=g:3239396
Gradina	id=g:3239397
Risvenik	id=g:3239398
Palučak	id=g:3239399
Kovačica	id=g:3239400
Kolarište	id=g:3239401
Božin Grob	id=g:3239402
Cangerovac	id=g:3239403
Malovan	id=g:3239404
Biliš	id=g:3239405
Dobra Voda	id=g:3239406
Strmen	id=g:3239407
Bazovac	id=g:3239408
Mlaka	id=g:3239409
Grabovište	id=g:3239410
Draga	id=g:3239411
Graorišće	id=g:3239412
Radlovac	id=g:3239413
Mačevo Brdo	id=g:3239414
Gaj	id=g:3239415
Kagovac	id=g:3239416
Sovinjac	id=g:3239417
Gradac	id=g:3239418
Plana	id=g:3239419
Trgovišća	id=g:3239420
Velika Rijeka	id=g:3239421
Vranovački Potok	id=g:3239422
Rastovac	id=g:3239423
Javor	id=g:3239424
Lipe	id=g:3239425
Male Vincine	id=g:3239426
Velike Vincine	id=g:3239427
Tromeđa	id=g:3239428
Jarčevac	id=g:3239429
Bukova Glava	id=g:3239430
Tomarička Kosa	id=g:3239431
Remetska Rijeka	id=g:3239432
Mala Rijeka	id=g:3239433
Rovišćak	id=g:3239434
Dil	id=g:3239435
Vrletina	id=g:3239436
Gračev Potok	id=g:3239437
Ravne	id=g:3239438
Zovićko Brdo	id=g:3239439
Kutjev Put	id=g:3239440
Mračaja	id=g:3239441
Peskovi	id=g:3239442
Staklana	id=g:3239443
Marijental	id=g:3239444
Kerekuš	id=g:3239445
Šaša	id=g:3239446
Svilajinac	id=g:3239447
Kurjačara	id=g:3239448
Kojčin Gaj	id=g:3239449
Skapavac	id=g:3239450
Hrastovac	id=g:3239451
Paljevina	id=g:3239452
Srednjak	id=g:3239453
Razbijeno Kolo	id=g:3239454
Deljino Brdo	id=g:3239455
Jazovina	id=g:3239456
Kolut	id=g:3239457
Ravno Brdo	id=g:3239458
Šumedsko Brdo	id=g:3239459
Petrov Vrh	id=g:3239460
Dedov Nos	id=g:3239461
Oršuljica	id=g:3239462
Javor	id=g:3239463
Rastova Kosa	id=g:3239464
Duga Kosa	id=g:3239465
Mali Vis	id=g:3239466
Šaševo	id=g:3239467
Poljoprivredni Kombinat Ivanin Dvor	id=g:3239473
Slovinjak	id=g:3239475
Krčevine	id=g:3239476
Sički Dol	id=g:3239477
Zdenački Dol	id=g:3239478
Rogulj	id=g:3239492
Slatka Voda	id=g:3239494
Kostiševac	id=g:3239497
Suvodol	id=g:3239498
Poljoprivredni Kombinat Kutjevo	id=g:3239502
Gornji Mitrovac	id=g:3239506
Velika Rijeka	id=g:3239510
Zmajevac	id=g:3239512
Lanište	id=g:3239540
Rijeka	id=g:3239547
Babina Voda	id=g:3239548
Iskrica	id=g:3239555
Tisovac	id=g:3239556
Hercegovac	id=g:3239620
Ninkovački Potok	id=g:3239622
Kaptolački Jarak	id=g:3239640
Kanal Londža	id=g:3239677
Gradina	id=g:3239738
