Childs Lake Dam	id=g:4187746
Crooked Creek	id=g:4190122
Crooked Creek	id=g:4190123
Crooked Creek Cemetery	id=g:4190124
Crooked Creek Church	id=g:4190125
Crooked Creek Church	id=g:4190126
Crooked Dogwood Gap	id=g:4190127
Crooked Lake	id=g:4190128
Crooked Lake	id=g:4190129
Crooked River	id=g:4190130
Crooked Creek Church	id=g:4190131
Crooked River Plantation	id=g:4190132
Crooked River State Park	id=g:4190133
Crooked Sapling Point	id=g:4190134
Crooked Shank	id=g:4190135
Crooked River Elementary School	id=g:4190136
Crosland	id=g:4190137
Cross Bay	id=g:4190138
Cross Bay	id=g:4190139
Cross Cemetery	id=g:4190140
Cross Church (historical)	id=g:4190141
Cross Country Office Park	id=g:4190142
Cross Country Plaza Shopping Center	id=g:4190143
Cross Creek	id=g:4190144
Cross Creek	id=g:4190145
Crosby Chapel United Methodist Church	id=g:4190146
Cross Creek	id=g:4190147
Cross Creek	id=g:4190148
Cross Creek Estates	id=g:4190149
Cross Creek Golf Course	id=g:4190150
Cross Creek Shopping Center	id=g:4190151
Cross Keys	id=g:4190152
Cross Keys Christian Academy	id=g:4190153
Cross Keys High School	id=g:4190154
Cross Lake	id=g:4190155
Cross Mountain Branch	id=g:4190156
Cross Creek	id=g:4190157
Cross Plains Cemetery	id=g:4190158
Cross Plains Cemetery	id=g:4190159
Cross Plains Church	id=g:4190160
Cross Plains Church	id=g:4190161
Cross Plains Church	id=g:4190162
Cross Plains Church	id=g:4190163
Cross Road Church	id=g:4190164
Cross Road Farms	id=g:4190165
Cross Road School (historical)	id=g:4190166
Cross Roads	id=g:4190167
Cross Roads	id=g:4190168
Cross Roads	id=g:4190169
Cross Roads Baptist Church	id=g:4190170
Cross Roads Cemetery	id=g:4190171
Cross Roads Cemetery	id=g:4190172
Cross Roads Church	id=g:4190173
Cross Roads Church	id=g:4190174
Cross Roads Church	id=g:4190175
Cross Roads Church	id=g:4190176
Cross Roads Church	id=g:4190177
Cross Roads Church	id=g:4190178
Cross Roads Church	id=g:4190179
Cross Roads School (historical)	id=g:4190180
Cross Roads School (historical)	id=g:4190181
Cross Roads School (historical)	id=g:4190182
Cross Roads Wesleyan Methodist Church	id=g:4190183
Cross Slough	id=g:4190184
Cross Plains	id=g:4190185
Cross Swamp	id=g:4190186
Cross Station Shopping Center	id=g:4190187
Cross Swamp	id=g:4190188
Cross Tide Creek	id=g:4190189
Cross Tides	id=g:4190190
Cross Trail Shelter	id=g:4190191
Cross Trails	id=g:4190192
Cross and Green	id=g:4190193
Cross of Calvary Church	id=g:4190194
Crossgate	id=g:4190195
Crossgate	id=g:4190196
Crossroad Church	id=g:4190197
Crossroad Church	id=g:4190198
Crossroad Church	id=g:4190199
Crossroad Church	id=g:4190200
Crossroad Church	id=g:4190201
Crossroad Recreation Area	id=g:4190202
Crossroads	id=g:4190203
Crossroads	id=g:4190204
Crossroads	id=g:4190205
Crossroads	id=g:4190206
Crossroads Baptist Church	id=g:4190207
Crossroads Bay	id=g:4190208
Crossroads Cemetery	id=g:4190209
Crossroads Cemetery	id=g:4190210
Crossroads Christian School	id=g:4190211
Crossroads Church	id=g:4190212
Crossroads Church	id=g:4190213
Crossroads Church	id=g:4190214
Crossroads Church	id=g:4190215
Crossroads Church	id=g:4190216
Crossroads Church	id=g:4190217
Crossroads Church	id=g:4190218
Crossroads Church	id=g:4190219
Crossroads Church	id=g:4190220
Crossroads Church	id=g:4190221
Crossroads Church of God	id=g:4190222
Crossroads Memorial Church	id=g:4190223
Crossroads School	id=g:4190224
Crossroads School (historical)	id=g:4190225
Crossroads School (historical)	id=g:4190226
Crossroads School (historical)	id=g:4190227
Crossroads Shopping Center	id=g:4190228
Crossroads Shopping Center	id=g:4190229
Crossroads South Shopping Center	id=g:4190230
Crossties	id=g:4190231
Crossville Village Shopping Center	id=g:4190232
Crossway Branch	id=g:4190233
Cross Swamp	id=g:4190234
Crouch Cemetery	id=g:4190235
Crouch Dam Number One	id=g:4190236
Crouch Lake Dam Number Three	id=g:4190237
Crouch Lake Dam Number Two	id=g:4190238
Crouch Lake Number Three	id=g:4190239
Crouch Lake Number Two	id=g:4190240
Crow Branch	id=g:4190241
Crow Cemetery	id=g:4190242
Crow Creek	id=g:4190243
Crossway Mission Church	id=g:4190244
Crow Gap	id=g:4190245
Crow Harbor Island	id=g:4190246
Crow Harbor Reach	id=g:4190247
Crow Hop	id=g:4190248
Crow Island	id=g:4190249
Crow Mountain	id=g:4190250
Crow Mountain	id=g:4190251
Crow Mountain	id=g:4190252
Crow Mountain	id=g:4190253
Crow Spring	id=g:4190254
Crow Springs Church	id=g:4190255
Crow Valley	id=g:4190256
Crow Gap	id=g:4190257
Crow Valley Creek	id=g:4190258
Crowder (historical)	id=g:4190259
Crowder Ford	id=g:4190260
Crowder Lick	id=g:4190261
Crowders Crossing	id=g:4190262
Crowe Airport	id=g:4190263
Crowe Lake	id=g:4190264
Crowe Lake Dam	id=g:4190265
Crowell Cemetery	id=g:4190266
Crowells Church	id=g:4190267
Crowes Lake	id=g:4190268
Crowes Lake Dam	id=g:4190269
Crowley Cemetery	id=g:4190270
Crown Hill Cemetery	id=g:4190271
Crown Mill Historic District	id=g:4190272
Crown Mill Lake	id=g:4190273
Crown Mill Lake Dam	id=g:4190274
Crown Mill Village	id=g:4190275
Crown Mountain	id=g:4190276
Crown Mountain Cuts	id=g:4190277
Crown Mountain Power Plant (historical)	id=g:4190278
Crown Point	id=g:4190279
Crown School	id=g:4190280
Crown View Baptist Church	id=g:4190281
Crows	id=g:4190282
Crows Academy (historical)	id=g:4190283
Crows Lake	id=g:4190284
Crowville	id=g:4190285
Croxton Crossroads	id=g:4190286
Cruce Dam	id=g:4190287
Cruce Lake	id=g:4190288
Crukleton Cemetery	id=g:4190289
Crukleton Ridge	id=g:4190290
Crum Cemetery	id=g:4190291
Crumbley Lake	id=g:4190292
Crumbley Lake Dam	id=g:4190293
Crumbly Knob	id=g:4190294
Crumbly Mountain	id=g:4190295
Crumley Creek	id=g:4190296
Crowder Cemetery	id=g:4190297
Crump Creek	id=g:4190298
Crumley Store (historical)	id=g:4190299
Crutchfield (historical)	id=g:4190300
Crutchfield Cemetery	id=g:4190301
Crutchfield Spring	id=g:4190302
Cry Creek	id=g:4190303
Crumpton Lake	id=g:4190304
Crystal Hill Cemetery	id=g:4190305
Crystal Hills	id=g:4190306
Crystal Lake	id=g:4190307
Crystal Lake	id=g:4190308
Crystal Lake	id=g:4190309
Crystal Lake Airpark	id=g:4190310
Crystal Lake Dam	id=g:4190311
Crystal Pine Plaza Shopping Center	id=g:4190312
Crystal Spring	id=g:4190313
Crystal Springs	id=g:4190314
Crystal Springs	id=g:4190315
Crystal Springs	id=g:4190316
Crystal Springs Church	id=g:4190317
Crystal Springs Mill Pond	id=g:4190318
Crystal Valley	id=g:4190319
Cub Island	id=g:4190320
Cuba	id=g:4190321
Cuba Church	id=g:4190322
Cubb Creek	id=g:4190323
Crystal Acres	id=g:4190324
Cubbage Creek	id=g:4190325
Cubbage Island	id=g:4190326
Culbertson Cemetery	id=g:4190327
Culbertson School	id=g:4190328
Culbreth Bridge	id=g:4190329
Cullen Cemetery	id=g:4190330
Cullen Grove Church	id=g:4190331
Cullen School (historical)	id=g:4190332
Cullens Store (historical)	id=g:4190333
Cullins School (historical)	id=g:4190334
Culloden	id=g:4190335
Culloden City Cemetery	id=g:4190336
Culloden High School (historical)	id=g:4190337
Culloden Historic District	id=g:4190338
Culloden Post Office	id=g:4190339
Culp Hunt Camp	id=g:4190340
Culp Lake	id=g:4190341
Culp Lake Dam	id=g:4190342
Culpepper Cemetery	id=g:4190343
Culpepper Cemetery	id=g:4190344
Culpepper Creek	id=g:4190345
Cuffietown	id=g:4190346
Culpepper Store (historical)	id=g:4190347
Culver Chapel Cemetery	id=g:4190348
Culvers Chapel (historical)	id=g:4190349
Culvert Swamp	id=g:4190350
Culverton	id=g:4190351
Culverton Cemetery	id=g:4190352
Culverton Church	id=g:4190353
Cumbee Park	id=g:4190354
Cumberland	id=g:4190355
Cumberland Bridge	id=g:4190356
Cumberland Business Park	id=g:4190357
Cumberland Cemetery	id=g:4190358
Cumberland Church	id=g:4190359
Cumberland Crossing Shopping Center	id=g:4190360
Cumberland Dividings	id=g:4190361
Cumberland Forest	id=g:4190362
Cumberland Forest	id=g:4190363
Cumberland Green	id=g:4190364
Cumberland Hill	id=g:4190365
Cumberland Island	id=g:4190366
Cumberland Island National Seashore	id=g:4190367
Cumberland Island Wilderness	id=g:4190368
Cumberland Mall Shopping Center	id=g:4190369
Cumberland River	id=g:4190370
Cumberland Sound	id=g:4190371
Cumberland Wharf	id=g:4190372
Cumby Spring Branch	id=g:4190373
Culpepper Spring	id=g:4190374
Cumming City Cemetery	id=g:4190375
Cumming City Hall	id=g:4190376
Cumming City Park	id=g:4190377
Cumming Elementary School	id=g:4190378
First Baptist Church	id=g:4190379
Cumming First Methodist Church	id=g:4190380
Cumming Grove Baptist Church	id=g:4190381
Cumming Industrial Park	id=g:4190382
Cumming Post Office	id=g:4190383
Cumming School	id=g:4190384
Cumming Twin Lake Number One	id=g:4190385
Cumming Twin Lake Number One Dam	id=g:4190386
Cumming Twin Lake Number Two	id=g:4190387
Cumming Twin Lake Number Two Dam	id=g:4190388
Cumming Twin Lakes	id=g:4190389
Cummings Cemetery	id=g:4190390
Cummings Landing	id=g:4190391
Cumslo	id=g:4190392
Cunard Cemetery	id=g:4190393
Cunningham	id=g:4190394
Cunningham Branch	id=g:4190395
Cumming	id=g:4190396
Cunningham Corner	id=g:4190397
Cunningham Crossroads	id=g:4190398
Cunningham Hill	id=g:4190399
Cunningham Lake	id=g:4190400
Cunningham Lake Dam	id=g:4190401
Cunningham School (historical)	id=g:4190402
Cunningham Shoals	id=g:4190403
Cureton Springs (historical)	id=g:4190404
Currahee Cemetery	id=g:4190405
Currahee Church	id=g:4190406
Currahee Lookout Tower	id=g:4190407
Currahee Mountain	id=g:4190408
Currie Creek	id=g:4190409
Cunningham Cemetery	id=g:4190410
Currie Lake Dam	id=g:4190411
Curry Cemetery	id=g:4190412
Curry Creek	id=g:4190413
Currie Lake	id=g:4190414
Curry Creek	id=g:4190415
Curry Hill	id=g:4190416
Curry Hill Church	id=g:4190417
Curry Lake	id=g:4190418
Curry Lake Dam	id=g:4190419
Curryville	id=g:4190420
Curryville Church	id=g:4190421
Curtis	id=g:4190422
Curtis	id=g:4190423
Curtis Baptist Church	id=g:4190424
Curtis Baptist High School	id=g:4190425
Curtis Cemetery	id=g:4190426
Curtis Cemetery	id=g:4190427
Curtis Cemetery	id=g:4190428
Curtis Creek	id=g:4190429
Curry Hill	id=g:4190430
Curtis Creek	id=g:4190431
Cushing Memorial Park (historical)	id=g:4190432
Cushner Pond	id=g:4190433
Cusseta	id=g:4190434
Cusseta Heights	id=g:4190435
Cusseta Post Office	id=g:4190436
Cusseta Road Elementary School	id=g:4190437
Custer Park	id=g:4190438
Custer Road Terrace	id=g:4190439
Custer Street Cemetery	id=g:4190440
Custer Terrace School	id=g:4190441
Cut Bank Bridge	id=g:4190442
Cut Locust Gap	id=g:4190443
Cut Locust Ridge	id=g:4190444
Cut-off Gap	id=g:4190445
Cutcane	id=g:4190446
Cutcane Church (historical)	id=g:4190447
Cutcane Creek	id=g:4190448
Cushingville (historical)	id=g:4190449
Cutcane School	id=g:4190450
Cuthbert	id=g:4190451
Cuthbert Historic District	id=g:4190452
Cuthbert Post Office	id=g:4190453
Cuthbert Presbyterian Church	id=g:4190454
Cuthbert United Methodist Church	id=g:4190455
Cuthbert-Grant Cemetery	id=g:4190456
Cuthbert-Randolph Airport	id=g:4190457
Cutoff	id=g:4190458
Cutoff Branch	id=g:4190459
Cutcane Ridge	id=g:4190460
Cutoff Number 7a	id=g:4190461
Cutting	id=g:4190462
Cutting Bone Creek	id=g:4190463
Cutoff Number 7-A	id=g:4190464
Cynth Creek	id=g:4190465
Cynthia Knob	id=g:4190466
Cypher Cove	id=g:4190467
Cyphus Pond Church	id=g:4190468
Cypress Bay	id=g:4190469
Cypress Bay Church	id=g:4190470
Cypress Branch	id=g:4190471
Cycloneta Church (historical)	id=g:4190472
Cypress Creek	id=g:4190473
Cypress Creek	id=g:4190474
Cypress Creek	id=g:4190475
Cypress Creek	id=g:4190476
Cypress Creek	id=g:4190477
Cypress Creek	id=g:4190478
Cypress Creek	id=g:4190479
Cypress Creek	id=g:4190480
Cypress Creek	id=g:4190481
Cypress Creek	id=g:4190482
Cypress Creek	id=g:4190483
Cypress Flat Creek	id=g:4190484
Cypress Grove Church	id=g:4190485
Cypress Lake	id=g:4190486
Cypress Lake	id=g:4190487
Cypress Lake	id=g:4190488
Cypress Lake	id=g:4190489
Cypress Lake Dam	id=g:4190490
Cypress Lake Estates	id=g:4190491
Cypress Log Pond	id=g:4190492
Cypress Mill Creek	id=g:4190493
Cypress Grove Church	id=g:4190494
Cypress Mills (historical)	id=g:4190495
Cypress Pond	id=g:4190496
Cypress Pond	id=g:4190497
Cypress Pond	id=g:4190498
Cypress Pond	id=g:4190499
Cypress Pond	id=g:4190500
Cypress Pond	id=g:4190501
Cypress Pond	id=g:4190502
Cypress Pond	id=g:4190503
Cypress Pond	id=g:4190504
Cypress Pond	id=g:4190505
Cypress Pond School (historical)	id=g:4190506
Cypress River	id=g:4190507
Cypress Mills	id=g:4190508
Cypress Siding	id=g:4190509
Cypress Slash Cemetery	id=g:4190510
Cypress Swamp	id=g:4190511
Cypresshead Branch	id=g:4190512
Cypress School (historical)	id=g:4190513
D D Memorial Church	id=g:4190514
D F Douglas Elementary School	id=g:4190515
D F Greene Cemetery	id=g:4190516
D H Stanton Elementary School	id=g:4190517
D L Lake	id=g:4190518
D L Lake Dam	id=g:4190519
D M Smith Building	id=g:4190520
D'Antignac Swamp	id=g:4190521
Dabneys Hill	id=g:4190522
Dacula	id=g:4190523
Dacula Baptist Cemetery	id=g:4190524
Dacula City Hall	id=g:4190525
Dacula High School	id=g:4190526
Dacula Middle School	id=g:4190527
Dacula Park	id=g:4190528
Dacula Post Office	id=g:4190529
Dade County	id=g:4190530
Dade County Courthouse	id=g:4190531
Dade Elementary School	id=g:4190532
Dade Middle School	id=g:4190533
Dade Mine	id=g:4190534
Dads Creek	id=g:4190535
Cyrene	id=g:4190536
Daes Chapel Methodist Church	id=g:4190537
Daffin Heights	id=g:4190538
Daffin Park	id=g:4190539
Daffron Ford	id=g:4190540
Dafron	id=g:4190541
Dahlonega	id=g:4190542
Dahlonega Baptist Church	id=g:4190543
Dahlonega Church of God	id=g:4190544
Dahlonega City Hall	id=g:4190545
Dahlonega Methodist Church	id=g:4190546
Dahlonega Post Office	id=g:4190547
Dailey Dam	id=g:4190548
Dailey Grove Church	id=g:4190549
Dailey Hill	id=g:4190550
Dailey Lake	id=g:4190551
Dailys Mill (historical)	id=g:4190552
Dainiel Stanton Park	id=g:4190553
Daisy	id=g:4190554
Daisy Methodist Church	id=g:4190555
Dakota	id=g:4190556
Dakota Cemetery	id=g:4190557
Dakota Church	id=g:4190558
Dakota Consolidated School (historical)	id=g:4190559
Dakwa Lake	id=g:4190560
Dale Branch	id=g:4190561
Dads Ridge	id=g:4190562
Dale Way Park	id=g:4190563
Daley Creek	id=g:4190564
Dale Creek Park	id=g:4190565
Dallas Cemetery	id=g:4190566
Dallas Church	id=g:4190567
Dallas City Hall	id=g:4190568
Dallas City Park	id=g:4190569
Dallas Elementary School	id=g:4190570
Dallas Industrial Park North	id=g:4190571
Dallas Industrial Park South	id=g:4190572
Dallas Mill (historical)	id=g:4190573
Dallas Post Office	id=g:4190574
Dallas Road Day Use Area	id=g:4190575
Dallas Street Community Building	id=g:4190576
Dallondale	id=g:4190577
Dally Cemetery	id=g:4190578
Dally Gap	id=g:4190579
Dalton	id=g:4190580
Dalton	id=g:4190581
Dalton Childrens Home	id=g:4190582
Dalton Church	id=g:4190583
Dalton City Hall	id=g:4190584
Dalton Civic Park	id=g:4190585
Dalton Commercial Historic District	id=g:4190586
Dalton Ford	id=g:4190587
Dalton Grade School (historical)	id=g:4190588
Dalton High School	id=g:4190589
Dalton State College	id=g:4190590
Dalton Municipal Airport	id=g:4190591
Dalton Post Office	id=g:4190592
Dalton Public Library	id=g:4190593
Dalton Rock Products Lake	id=g:4190594
Dalton Rock Products Lake Dam	id=g:4190595
Dalton Shopping Center	id=g:4190596
Dam Branch	id=g:4190597
Dallas	id=g:4190598
Dam Number 26	id=g:4190599
Dam Number 65	id=g:4190600
Dam Number Six	id=g:4190601
Dam Y16	id=g:4190602
Dam Y3	id=g:4190603
Damascus	id=g:4190604
Damascus	id=g:4190605
Damascus Baptist Church	id=g:4190606
Damascus Cemetery	id=g:4190607
Damascus Cemetery	id=g:4190608
Damascus Cemetery	id=g:4190609
Damascus Cemetery	id=g:4190610
Damascus Cemetery	id=g:4190611
Damascus Cemetery	id=g:4190612
Damascus Church	id=g:4190613
Damascus Church	id=g:4190614
Damascus Church	id=g:4190615
Damascus Church	id=g:4190616
Damascus Church	id=g:4190617
Damascus Church	id=g:4190618
Damascus Church	id=g:4190619
Damascus Primitive Baptist Church	id=g:4190620
Damascus Church	id=g:4190621
Damascus Church	id=g:4190622
Damascus Church	id=g:4190623
Damascus Church	id=g:4190624
Damascus Methodist Episcopal Church (historical)	id=g:4190625
Damascus Post Office	id=g:4190626
Damascus School (historical)	id=g:4190627
Dame Cemetery	id=g:4190628
Dames Ferry	id=g:4190629
Dames Ferry (historical)	id=g:4190630
Dames Ferry Baptist Church	id=g:4190631
Dampier Branch	id=g:4190632
Dam Number 10	id=g:4190633
Damsite Overlook	id=g:4190634
Damsite Recreation Area	id=g:4190635
Dan Bland Bay	id=g:4190636
Dan Dunkins Lake	id=g:4190637
Dan Gap	id=g:4190638
Dan Gap	id=g:4190639
Dan Mountain	id=g:4190640
Dan Ridge	id=g:4190641
Danburg	id=g:4190642
Danburg Cemetery	id=g:4190643
Danburg Church	id=g:4190644
Danburg School	id=g:4190645
Danbury Village	id=g:4190646
Dance Branch	id=g:4190647
Damron Cemetery	id=g:4190648
Danforth School	id=g:4190649
Daniel	id=g:4190650
Daniel	id=g:4190651
Daniel B Pilcher Cemetery	id=g:4190652
Daniel Bridge	id=g:4190653
Daniel Camp Gap	id=g:4190654
Daniel Cemetery	id=g:4190655
Daniel Cemetery	id=g:4190656
Daniel Cemetery	id=g:4190657
Daniel Cemetery	id=g:4190658
Daniel Cemetery	id=g:4190659
Daniel Cemetery	id=g:4190660
Daniel Church	id=g:4190661
Daniel Creek	id=g:4190662
Daniel Creek	id=g:4190663
Danes Meadow	id=g:4190664
Daniel Field	id=g:4190665
Daniel Grove Church	id=g:4190666
Daniel Grove Church	id=g:4190667
Daniel Grove Church	id=g:4190668
Daniel Grove Church	id=g:4190669
Daniel Grove Church	id=g:4190670
Daniel Grove Church (historical)	id=g:4190671
Daniel Junior High School	id=g:4190672
Daniel Laboratory	id=g:4190673
Daniel Lake	id=g:4190674
Daniel Lake	id=g:4190675
Daniel Lake Dam	id=g:4190676
Daniel Landing	id=g:4190677
Daniel Merner Chapel	id=g:4190678
Daniel Plantation	id=g:4190679
Daniel School (historical)	id=g:4190680
Daniel School (historical)	id=g:4190681
Daniel School (historical)	id=g:4190682
Daniel Shoals	id=g:4190683
Daniel Springs	id=g:4190684
Daniel Springs	id=g:4190685
Daniel Subdivision	id=g:4190686
Daniel Usry Cemetery	id=g:4190687
Daniel Village Shopping Center	id=g:4190688
Daniel-Lane Cemetery	id=g:4190689
Daniell Dam	id=g:4190690
Daniell Lake	id=g:4190691
Daniell Lake	id=g:4190692
Daniell Lake Dam	id=g:4190693
Daniell Middle School	id=g:4190694
Daniell Mill Estates	id=g:4190695
Daniells Mill (historical)	id=g:4190696
Daniels	id=g:4190697
Daniels	id=g:4190698
Daniels Airport	id=g:4190699
Daniels Branch	id=g:4190700
Daniel Dam	id=g:4190701
Daniels Cemetery	id=g:4190702
Daniels Cemetery	id=g:4190703
Daniels Cemetery	id=g:4190704
Daniels Creek	id=g:4190705
Daniels Cemetery	id=g:4190706
Daniels Gift Cemetery	id=g:4190707
Daniels Lake	id=g:4190708
Daniels Lake Dam	id=g:4190709
Daniels Mill Creek	id=g:4190710
Daniels Ferry (historical)	id=g:4190711
Daniels Pond	id=g:4190712
Daniels Pond	id=g:4190713
Daniels Pond	id=g:4190714
Daniels Pond	id=g:4190715
Daniels Pond	id=g:4190716
Daniels Pond	id=g:4190717
Daniels Pond Dam	id=g:4190718
Daniels Pond Dam	id=g:4190719
Daniels Pond Dam	id=g:4190720
Danielsville	id=g:4190721
Danielsville Elementary School	id=g:4190722
Danielsville High School (historical)	id=g:4190723
Dankel Chapel	id=g:4190724
Danley Branch	id=g:4190725
Daniels Millpond	id=g:4190726
Danson Woods	id=g:4190727
Danton (historical)	id=g:4190728
Danville	id=g:4190729
Danville (historical)	id=g:4190730
Danville Airpark	id=g:4190731
Danville Baptist Church	id=g:4190732
Danville Bluff	id=g:4190733
Danville Post Office	id=g:4190734
Daphne (historical)	id=g:4190735
Darbys Academy (historical)	id=g:4190736
Darden Branch	id=g:4190737
Danley Cemetery	id=g:4190738
Darden Lake	id=g:4190739
Darden-Crain Cemetery	id=g:4190740
