Beji	id=g:6388519
Ci Taman	id=g:6399805
Desa Cihaur	id=g:6399806
Mekarmulya	id=g:6399807
Gunung Muyung	id=g:6399808
Mekarmulya	id=g:6399809
Sukamenak	id=g:6399810
Datarduwet	id=g:6399811
Pasir Paranyembe	id=g:6399812
Neglasari	id=g:6399813
Sinargalih	id=g:6399814
Jagahayu	id=g:6399815
Sukamulya	id=g:6399816
Kecamatan Bantarujeg	id=g:6399817
Ci Barengkok	id=g:6399818
Sukamanah	id=g:6399819
Landeuh	id=g:6399820
Gara Tengah	id=g:6399821
Sukaresmi	id=g:6399822
Wates	id=g:6399823
Girimulya	id=g:6399824
Ci Pamarakan	id=g:6399825
Desa Girimulya	id=g:6399826
Citando	id=g:6399827
Margahayu	id=g:6399828
Sangiang Lama	id=g:6399829
Sangiangrahayu	id=g:6399830
Maranggi	id=g:6399831
Pendetan	id=g:6399832
Tamanbaru	id=g:6399833
Gunung Putri	id=g:6399834
Legok	id=g:6399835
Neglasari	id=g:6399836
Teja	id=g:6399837
Kecamatan Talaga	id=g:6399838
Tagerang	id=g:6399839
Pamalengan	id=g:6399840
Ci Jambu	id=g:6399841
Kareo	id=g:6399842
Cilobang	id=g:6399843
Babakan	id=g:6399844
Ci Pari	id=g:6399845
Sukahurang	id=g:6399846
Panyindangan	id=g:6399847
Panyindangan Landeuh	id=g:6399848
Cimeong	id=g:6399849
Situsari	id=g:6399850
Bantrangsana	id=g:6399851
Mekarasih	id=g:6399852
Buniasih	id=g:6399853
Kadongdong	id=g:6399854
Haurgeulis	id=g:6399855
Gunung Kiara	id=g:6399856
Gunung Pamutih	id=g:6399857
Cidomas	id=g:6399858
Sindangsari	id=g:6399859
Cikidang	id=g:6399860
Babakan	id=g:6399861
Ci Waru	id=g:6399862
Sukalaya	id=g:6399863
Kagok	id=g:6399864
Ci Pager	id=g:6399865
Landeuh	id=g:6399866
Kebonwana	id=g:6399867
Banjaran	id=g:6399868
Banjaran Hilir	id=g:6399869
Sukawangi	id=g:6399870
Banjaran Girang	id=g:6399871
Tenjoraja	id=g:6399872
Gorolong	id=g:6399873
Sindangpala	id=g:6399874
Sunia	id=g:6399875
Cilandeuh	id=g:6399876
Sukamukti	id=g:6399877
Cilimus	id=g:6399878
Cilancang	id=g:6399879
Ketrahayu	id=g:6399880
Kancana Girang	id=g:6399881
Pasirwangi	id=g:6399882
Ci Carihiang	id=g:6399883
Darmalarang	id=g:6399884
Ragamaya	id=g:6399885
Cililin	id=g:6399886
Hegarmanah	id=g:6399887
Ci Tisuk	id=g:6399888
Ci Buruy	id=g:6399889
Babakan	id=g:6399890
Sarangpeuteuy	id=g:6399891
Sukamanah	id=g:6399892
Cigumawang	id=g:6399893
Ci Pamintar	id=g:6399894
Cigadog	id=g:6399895
Cikanyep	id=g:6399896
Sukamandi	id=g:6399897
Cilamur	id=g:6399898
Langkara	id=g:6399899
Senangrasa	id=g:6399900
Dahu	id=g:6399901
Batubarok	id=g:6399902
Sukamaju	id=g:6399903
Margaluyu	id=g:6399904
Cipari	id=g:6399905
Gunung Balukbuk	id=g:6399906
Sukasari	id=g:6399907
Ci Bitung	id=g:6399908
Sukahurip	id=g:6399909
Cibitung	id=g:6399910
Cijogjo	id=g:6399911
Cigintung	id=g:6399912
Jatisari	id=g:6399913
Sukaluyu	id=g:6399914
Cikonang	id=g:6399915
Pasir Kadongdong	id=g:6399916
Cisampih	id=g:6399917
Sukamukti	id=g:6399918
Ciroyom	id=g:6399919
Burujul	id=g:6399920
Pasapen	id=g:6399921
Karanganyar	id=g:6399922
Kamoja	id=g:6399923
Kadawung	id=g:6399924
Astana	id=g:6399925
Calincing	id=g:6399926
Surabaya	id=g:6399927
Pasanggrahan	id=g:6399928
Situraja	id=g:6399929
Genteng	id=g:6399930
Cigowong	id=g:6399931
Cikandang	id=g:6399932
Sedatani	id=g:6399933
Cinenjo	id=g:6399934
Gunungsari	id=g:6399935
Gunung Laya	id=g:6399936
Gunungmanik	id=g:6399937
Babakan	id=g:6399938
Winusakti	id=g:6399939
Sukapancar	id=g:6399940
Nanggewer	id=g:6399941
Mekarsari	id=g:6399942
Kencana	id=g:6399943
Pabuaran	id=g:6399944
Ci Sarongge	id=g:6399945
Mawarsari	id=g:6399946
Warnasari	id=g:6399947
Sunalari	id=g:6399948
Sarirasa	id=g:6399949
Sarimanik	id=g:6399950
Cikadu Wetan	id=g:6399951
Cikadu	id=g:6399952
Kadusari	id=g:6399953
Legasari	id=g:6399954
Salado	id=g:6399955
Ganeas	id=g:6399956
Kajawan	id=g:6399957
Campaga	id=g:6399958
Cipeucang Dua	id=g:6399959
Cipeucang Satu	id=g:6399960
Kaum Kaler	id=g:6399961
Kaum Kidul	id=g:6399962
Babakan	id=g:6399963
Cungkilak	id=g:6399964
Ciranca	id=g:6399965
Sadahurippangkalan	id=g:6399966
Nyalindung	id=g:6399967
Pasir Cilakar	id=g:6399968
Hegarmanah	id=g:6399969
Ci Sampora	id=g:6399970
Parakan	id=g:6399971
Silihwangi	id=g:6399972
Gunung Raweang	id=g:6399973
Sukanagara	id=g:6399974
Cianiwung	id=g:6399975
Sarikuning	id=g:6399976
Gunung Jambubarange	id=g:6399977
Babakan	id=g:6399978
Ci Legok	id=g:6399979
Gunung Buligir	id=g:6399980
Gunung Gula	id=g:6399981
Cibogo	id=g:6399982
Pasir Kancahnangkub	id=g:6399983
Sukajadi	id=g:6399984
Sadahurip	id=g:6399985
Pasirangin	id=g:6399986
Lamping	id=g:6399987
Cilengsar	id=g:6399988
Pasir Payung	id=g:6399989
CiCamas	id=g:6399990
Cekdam Cicamas	id=g:6399991
Lampegan	id=g:6399992
Cicanir	id=g:6399993
Ci Canir	id=g:6399994
Pangampiran	id=g:6399995
Sunapulo	id=g:6399996
Legok	id=g:6399997
Desa Windujanten	id=g:6400552
Kelurahan Cigadung	id=g:6400553
Desa Cipondok	id=g:6400554
Desa Bayuning	id=g:6400555
Kelurahan Sukamulya	id=g:6400556
Desa Cileuleuy	id=g:6400557
Desa Jambar	id=g:6400558
Desa Tinggar	id=g:6400559
Desa Ciherang	id=g:6400560
Desa Bakom	id=g:6400561
Desa Darma	id=g:6400562
Desa Karanganyar	id=g:6400563
Desa Cipulus	id=g:6400564
Desa Situsari	id=g:6400565
Desa Karangsari	id=g:6400566
Desa Gunungsirah	id=g:6400567
Desa Sagarahiang	id=g:6400568
Desa Puncak	id=g:6400569
Desa Cisantana	id=g:6400570
Kelurahan Cigugur	id=g:6400571
Desa Gunungkeling	id=g:6400572
Kelurahan Winduherang	id=g:6400573
Kelurahan Cigintung	id=g:6400574
Kelurahan Cirendang	id=g:6400575
Desa Kasturi	id=g:6400576
Kelurahan Purwawinangun	id=g:6400577
Kelurahan Kuningan	id=g:6400578
Kelurahan Winduhaji	id=g:6400579
Kelurahan Cijoho	id=g:6400580
Desa Cilowa	id=g:6400581
Desa Cikaso	id=g:6400582
Desa Kramatmulya	id=g:6400583
Desa Kalapagunung	id=g:6400584
Desa Cibentang	id=g:6400585
Desa Gandasoli	id=g:6400586
Desa Ragawacana	id=g:6400587
Desa Pajambon	id=g:6400588
Desa Sidamulya	id=g:6400589
Desa Jalaksana	id=g:6400590
Desa Padamenak	id=g:6400591
Desa Nengerang	id=g:6400592
Desa Manis Kidul	id=g:6400593
Desa Manis Lor	id=g:6400594
Desa Sembawa	id=g:6400595
Desa Peusing	id=g:6400596
Desa Babakanmulya	id=g:6400597
Desa Sangkanerang	id=g:6400598
Desa Sayana	id=g:6400599
Desa Bandorasa Kulon	id=g:6400600
Desa Linggasana	id=g:6400601
Desa Linggamekar	id=g:6400602
Desa Bandorasa Wetan	id=g:6400603
Desa Linggajati	id=g:6400604
Desa Setianegara	id=g:6400605
Desa Argamukti	id=g:6400606
Kelurahan Ciporang	id=g:6400607
Cigobang	id=g:6400608
Pon	id=g:6400609
Manis	id=g:6400610
Pahing	id=g:6400611
Keliwon	id=g:6400612
Pon	id=g:6400613
Wage	id=g:6400614
Sawahrangru	id=g:6400615
Cantilan	id=g:6400616
Pon	id=g:6400617
Pahing	id=g:6400618
Mawar Satu	id=g:6400619
Manis	id=g:6400620
Pahing	id=g:6400621
Pon	id=g:6400622
Keliwon	id=g:6400623
Wage	id=g:6400624
Manis	id=g:6400625
Sayana Dua	id=g:6400626
Pon	id=g:6400627
Pon	id=g:6400628
Manis	id=g:6400629
Pahing	id=g:6400630
Wage	id=g:6400631
Manis	id=g:6400632
Pahing	id=g:6400633
Randulawang	id=g:6400634
Tembongrea Kidul	id=g:6400635
Keliwon	id=g:6400636
Pahing	id=g:6400637
Pon	id=g:6400638
Keliwon	id=g:6400639
Wage	id=g:6400640
Cempaka	id=g:6400641
Manis	id=g:6400642
Wage	id=g:6400643
Pon	id=g:6400644
Dusun Empat	id=g:6400645
Ciniru	id=g:6400646
Manis	id=g:6400647
Dusun Satu	id=g:6400648
Manis	id=g:6400649
Manis Kidul	id=g:6400650
Wage	id=g:6400651
Keliwon	id=g:6400652
Dusun Tiga	id=g:6400653
Dusun Dua	id=g:6400654
Peusing	id=g:6400655
Keliwon	id=g:6400656
Pahing	id=g:6400657
Wage	id=g:6400658
Puhun	id=g:6400659
Pon	id=g:6400660
Keliwon	id=g:6400661
Manis	id=g:6400662
Wage	id=g:6400663
Sayana Satu	id=g:6400664
Sangkanerang	id=g:6400665
Sangkanerang Satu	id=g:6400666
Sangkanerang Dua	id=g:6400667
Pahing	id=g:6400668
Cimalina	id=g:6400669
Gunung Putri	id=g:6400670
Gunung Pucuk	id=g:6400671
Babakanmulya	id=g:6400672
Cilengek	id=g:6400673
Manis	id=g:6400674
Dusun Dua	id=g:6400675
Kecamatan Cilimus	id=g:6400676
Dusun Satu	id=g:6400677
Padamulya	id=g:6400678
Padaasih	id=g:6400679
Puhun	id=g:6400680
Puhun	id=g:6400681
Pahing	id=g:6400682
Wage	id=g:6400683
Manis	id=g:6400684
Karangmangu	id=g:6400685
Pahing	id=g:6400686
Manis	id=g:6400687
Keliwon	id=g:6400688
Cikaso	id=g:6400689
Pahing	id=g:6400690
Puhun	id=g:6400691
Dusun Empat	id=g:6400692
Manis	id=g:6400693
Kramatmulya	id=g:6400694
Keliwon Satu	id=g:6400695
Dusun Tiga	id=g:6400696
Keliwon Dua	id=g:6400697
Manis Satu	id=g:6400698
Dangdeur	id=g:6400699
Cipedek	id=g:6400700
Cantilan	id=g:6400701
Sidamulya	id=g:6400702
Pajawan	id=g:6400703
Cikondang	id=g:6400704
Dusun Dua	id=g:6400705
Dusun Satu	id=g:6400706
Wage Dua	id=g:6400707
Wage Satu	id=g:6400708
Keliwon	id=g:6400709
Leles	id=g:6400710
Pariuk	id=g:6400711
Keliwon	id=g:6400712
Wage	id=g:6400713
Cikedung	id=g:6400714
Cilame	id=g:6400715
Manis Dua	id=g:6400716
Pahing	id=g:6400717
Pon	id=g:6400718
Manis	id=g:6400719
Dusun Dua	id=g:6400720
Pajambon	id=g:6400721
Gunung Argapura	id=g:6400722
Palutungan	id=g:6400723
Erpah	id=g:6400724
Dusun Satu	id=g:6400725
Gunungkeling	id=g:6400726
Manis	id=g:6400727
Puhun	id=g:6400728
Pahing	id=g:6400729
Cikedung Dua	id=g:6400730
Karoya	id=g:6400731
Cilame	id=g:6400732
Ciharendong	id=g:6400733
Wage	id=g:6400734
Manis	id=g:6400735
Keliwon	id=g:6400736
Puhun	id=g:6400737
Manis	id=g:6400738
Wage	id=g:6400739
Perumahan Pepabri	id=g:6400740
Jatimulya	id=g:6400741
Ciarja Kulon	id=g:6400742
Aton	id=g:6400743
Dago	id=g:6400744
Cigintung	id=g:6400745
Karanganyar	id=g:6400746
Cikedung Satu	id=g:6400747
Cipari Dua	id=g:6400748
Cipari Satu	id=g:6400749
Kecamatan Kramatmulya	id=g:6400750
Pahing	id=g:6400751
Pasir Muncul	id=g:6400752
Malaraman	id=g:6400753
Cisantana	id=g:6400754
Jengkol	id=g:6400755
Dano	id=g:6400756
Sukamanah	id=g:6400757
Kadurama	id=g:6400758
Mulyaasih	id=g:6400759
Gunung Purnajiwa	id=g:6400760
Wage	id=g:6400761
Manis	id=g:6400762
Ciinjuk	id=g:6400763
Semplo	id=g:6400764
Pasir Batang	id=g:6400765
Jambu	id=g:6400766
Pahing	id=g:6400767
Keliwon	id=g:6400768
Pakembaran	id=g:6400769
Ciwuni Dua	id=g:6400770
Ciwuni Satu	id=g:6400771
Cirabak	id=g:6400772
Karangnyar	id=g:6400773
Tarikolot	id=g:6400774
Parenca	id=g:6400775
Cibapang	id=g:6400776
Keliwon	id=g:6400777
Wage	id=g:6400778
Puhun	id=g:6400779
Manis	id=g:6400780
Kramatjaya	id=g:6400781
Linggaharapan	id=g:6400782
Linggakamuning	id=g:6400783
Wage	id=g:6400784
Buana	id=g:6400785
Ci Lagadar	id=g:6400786
Buana Kidul	id=g:6400787
Bubulak	id=g:6400788
Awirarangan	id=g:6400789
Lamepayung	id=g:6400790
Ci Kurutuk	id=g:6400791
Keliwon	id=g:6400792
Pahing	id=g:6400793
Manis	id=g:6400794
Cipicung	id=g:6400795
Pasapen	id=g:6400796
Pasir Bungkirit	id=g:6400797
Pahing	id=g:6400798
Gunungluhur	id=g:6400799
Kamukten	id=g:6400800
Ciwaru	id=g:6400801
Gibug	id=g:6400802
Manis	id=g:6400803
Puhun	id=g:6400804
Pahing	id=g:6400805
Puhun	id=g:6400806
Wage	id=g:6400807
Salia	id=g:6400808
Cicangkrung	id=g:6400809
Wage	id=g:6400810
Cicangkrung Barat	id=g:6400811
Cibadak	id=g:6400812
Sukamaju	id=g:6400813
Pahing	id=g:6400814
Puhun	id=g:6400815
Gunungsirah	id=g:6400816
Wage	id=g:6400817
Pahing	id=g:6400818
Manis	id=g:6400819
Keliwon	id=g:6400820
Situsari	id=g:6400821
Segog	id=g:6400822
Puhun	id=g:6400823
Pahing	id=g:6400824
Manis	id=g:6400825
Wage	id=g:6400826
Keliwon	id=g:6400827
Manis	id=g:6400828
Puhun	id=g:6400829
Wage	id=g:6400830
Manis	id=g:6400831
Bojong	id=g:6400832
Pasir Gubah	id=g:6400833
Pasir Wangi	id=g:6400834
Dukuh	id=g:6400835
Pasirwangi	id=g:6400836
Paleben	id=g:6400837
Cilame	id=g:6400838
Ci Herang	id=g:6400839
Cigodeg	id=g:6400840
Liangparas	id=g:6400841
Bojong	id=g:6400842
Ciketug	id=g:6400843
Ci Rendang	id=g:6400844
Karanganyar	id=g:6400845
Lebakburang	id=g:6400846
Wangun	id=g:6400847
Talahab	id=g:6400848
Pahing	id=g:6400849
Manis	id=g:6400850
Gunung Putri	id=g:6400851
Cikopo	id=g:6400852
Pasir Gula	id=g:6400853
Cibinuang	id=g:6400854
Keliwon	id=g:6400855
Wage	id=g:6400856
Manis	id=g:6400857
Cimanggu	id=g:6400858
Manis	id=g:6400859
Puhun	id=g:6400860
Wage	id=g:6400861
Keliwon	id=g:6400862
Pahing	id=g:6400863
Pahing	id=g:6400864
Cikadu	id=g:6400865
Desa Sadamantra	id=g:6400866
Cimenut	id=g:6400867
Babakan	id=g:6400868
Burungjangku	id=g:6400869
Wage	id=g:6400870
Pahing	id=g:6400871
Bakom	id=g:6400872
Puhun	id=g:6400873
Ci Liangkerud	id=g:6400874
Cibolerang	id=g:6400875
Pahing	id=g:6400876
Keliwon	id=g:6400877
Manis	id=g:6400878
Pasir Randaminang	id=g:6400879
Ci Waluran	id=g:6400880
Ci Jurang	id=g:6400881
Ci Manceng	id=g:6400882
Ci Jungkulon	id=g:6400883
Ci Hurang	id=g:6400884
Ci Galagah	id=g:6400885
Ci Pager	id=g:6400886
Ci Porang	id=g:6400887
Ci Jengkol	id=g:6400888
Ci Wuni	id=g:6400889
Ci Binuang	id=g:6400890
Ci Guranteng	id=g:6400891
Ci Malubang	id=g:6400892
Ci Tando	id=g:6400893
Ci Kentrungan	id=g:6400894
Mukti	id=g:6400895
Ci Langkap	id=g:6400896
Ci Sarongge	id=g:6400897
Ci Dano	id=g:6400898
Ci Nawingan	id=g:6400899
Ci Bitung	id=g:6400900
Ci Leuweung	id=g:6400901
Ci Waru	id=g:6400902
Kecamatan Jalaksana	id=g:6400903
Kecamatan Cigugur	id=g:6400904
Kecamatan Kuningan	id=g:6400905
Ci Pulus	id=g:6400906
Cipasir	id=g:6400907
Ci Sarongge	id=g:6400908
Puhun	id=g:6400909
Cibungur	id=g:6400910
Puhun	id=g:6400911
Ci Binuang	id=g:6400912
Ci Saninten	id=g:6400913
Babakan	id=g:6400914
Ci Teureup	id=g:6400915
Ci Joho	id=g:6400916
Ci Kadu	id=g:6400917
Ci Awi	id=g:6400918
Desa Babakanmulya	id=g:6400919
Desa Cisukadana	id=g:6400920
Desa Balongan	id=g:6400921
Desa Sukaurip	id=g:6400922
Kali Kesambi	id=g:6400923
Pesisir Wetan	id=g:6400924
Gablog	id=g:6400925
Kesambi	id=g:6400926
Sukareja Lama	id=g:6400927
Kali Prawiradarung	id=g:6400928
Tanjung Waledan	id=g:6400930
Kali Babasan Satu	id=g:6400931
Kali Babasan Dua	id=g:6400932
Teluk Merni	id=g:6400933
Teluk Lengkongan	id=g:6400934
Teluk Cimanuk	id=g:6400935
Ci Manuklama	id=g:6400936
Kali Purwa	id=g:6400937
Kali Rambatanbaru	id=g:6400938
Muara Tegur	id=g:6400939
Kali Keri	id=g:6400940
Kali Lawas	id=g:6400941
Ujung Cimanuk Baru	id=g:6400942
Desa Cipanas	id=g:6400943
Desa Girinata	id=g:6400944
Desa Jerukleueut	id=g:6400945
Desa Lengkong Kulon	id=g:6400946
Desa Lengkong Wetan	id=g:6400947
Desa Bobos	id=g:6400948
Desa Cikalahang	id=g:6400949
Desa Padaherang	id=g:6400950
Desa Balad	id=g:6400951
Desa Dukupuntang	id=g:6400952
Desa Cikeduk	id=g:6400953
Desa Cangkoak	id=g:6400954
Desa Sindangmekar	id=g:6400955
Desa Sindangjawa	id=g:6400956
Desa Cisaat	id=g:6400957
Desa Mandala	id=g:6400958
Desa Kaduela	id=g:6400959
Desa Padamatang	id=g:6400960
Desa Ciwiru	id=g:6400961
Desa Cidahu	id=g:6400962
Desa Cimara	id=g:6400963
Desa Matangaji	id=g:6400964
Desa Sindangwangi	id=g:6400965
Desa Kenanga	id=g:6400966
Desa Tukmudal	id=g:6400967
Margamulya	id=g:6400968
Kelurahan Sumber	id=g:6400969
Kelurahan Perbutulan	id=g:6400970
Desa Kemantren	id=g:6400971
Desa Wanasaba Lor	id=g:6400972
Desa Gegunung	id=g:6400973
Kelurahan Babakan	id=g:6400974
Desa Kerandon	id=g:6400975
Desa Kubang	id=g:6400976
Desa Tenjolayar	id=g:6400977
Desa Mekarjaya	id=g:6400978
Desa Rajawetan	id=g:6400979
Desa Mandirancan	id=g:6400980
Desa Nangela	id=g:6400981
Desa Sindangkempeng	id=g:6400982
Desa Sumbakeling	id=g:6400983
Desa Pancalang	id=g:6400984
Desa Tajurbuntu	id=g:6400985
Desa Nanggerangjaya	id=g:6400986
Desa Sukasari	id=g:6400987
Desa Kertawinangun	id=g:6400988
Desa Paniis	id=g:6400989
Desa Cirea	id=g:6400990
Desa Singkup	id=g:6400991
Desa Pasawahan	id=g:6400992
Desa Bantaragung	id=g:6400993
Desa Padabeunghar	id=g:6400994
Desa Randobawa Ilir	id=g:6400995
Desa Salakadomas	id=g:6400996
Desa Kahiyangan	id=g:6400997
Desa Silebu	id=g:6400998
Desa Pakembangan	id=g:6400999
Desa Kaliaren	id=g:6401000
Desa Linggaindah	id=g:6401001
Desa Bojong	id=g:6401002
Desa Cibeureum	id=g:6401003
Desa Randobawa Girang	id=g:6401004
Desa Seda	id=g:6401005
Desa Trijaya	id=g:6401006
Desa Cibuntu	id=g:6401007
Desa Warugede	id=g:6401008
Pasir Jagojawa	id=g:6401009
Gunung Goong	id=g:6401010
Ci Pancur	id=g:6401011
Tarikolot	id=g:6401012
Beledug	id=g:6401013
Karanganyar	id=g:6401014
Jatisarang	id=g:6401015
Simbang	id=g:6401016
Blokdesa	id=g:6401017
Gunung Nawa	id=g:6401018
Ci Jambe	id=g:6401019
Gunung Embe	id=g:6401020
Gunung Jajar	id=g:6401021
Gunung Sembalong	id=g:6401022
Gunung Putri	id=g:6401023
Lojiawi	id=g:6401024
Pengkolan Kaler	id=g:6401025
Gunung Kuda	id=g:6401026
Dusun Tiga	id=g:6401027
Gunung Lumpang	id=g:6401028
Wanggungwangi	id=g:6401029
Blok Dua	id=g:6401030
Blok Tiga	id=g:6401031
Blok Satu	id=g:6401032
Sawabeunjar	id=g:6401033
Gambir	id=g:6401034
Sawahdeukeut	id=g:6401035
Pilang	id=g:6401036
Cikondang	id=g:6401037
Ci Gambreng	id=g:6401038
Pasir Cirawat	id=g:6401039
Cirawat	id=g:6401040
Benggoi	id=g:6401041
Kedoya	id=g:6401042
Ci Buntu	id=g:6401043
Pesantren	id=g:6401044
Gunungpong	id=g:6401045
Lenggoko	id=g:6401046
Dukuhtengah	id=g:6401047
Dukuhmalang	id=g:6401048
Kramat	id=g:6401049
Patuanan Kulon	id=g:6401050
Patuanan	id=g:6401051
Bunut	id=g:6401052
Dukuhdalem	id=g:6401053
Patuanan Wetan	id=g:6401054
Cigoang	id=g:6401055
Puntang Kulon	id=g:6401056
Puntang Wetan	id=g:6401057
Jayem	id=g:6401058
Dukuhdemang	id=g:6401059
Dusun Tiga	id=g:6401060
Dusun Satu	id=g:6401061
Dusun Dua	id=g:6401062
Cidemit	id=g:6401063
Ci Santi	id=g:6401064
Karangdawa	id=g:6401065
Cibiyuk	id=g:6401066
Kali Leuwimulya	id=g:6401067
Kecamatan Pembantu Sindangwangi	id=g:6401068
Pegambuan	id=g:6401069
Lebak	id=g:6401070
Cileat	id=g:6401071
Karangdesa	id=g:6401072
Karangsantri	id=g:6401073
Gunung Kamplong	id=g:6401074
Panyingkiran	id=g:6401075
Paguyuban	id=g:6401076
Batuloro	id=g:6401077
Kadutilu	id=g:6401078
Lopang	id=g:6401079
Bunut	id=g:6401080
Blokdesa Selatan	id=g:6401081
Blok Desa Utara	id=g:6401082
Karadenan Barat	id=g:6401083
Binuang	id=g:6401084
Penggulaan	id=g:6401085
Karangduwur	id=g:6401086
Karadenan Tengah	id=g:6401087
Karangasem	id=g:6401088
Singakerta	id=g:6401089
Blokdesa	id=g:6401090
Cikadu	id=g:6401091
Bojong	id=g:6401092
Karang Luwuk	id=g:6401093
Cigoek	id=g:6401094
Rukunguyup	id=g:6401095
Dusun Dua	id=g:6401096
Dusun Satu	id=g:6401097
Dusun Tiga	id=g:6401098
Kali Rajapana	id=g:6401099
Mekarkoja	id=g:6401100
Karangjati	id=g:6401101
Blokwarung	id=g:6401102
Jorogan	id=g:6401103
Kliwon	id=g:6401104
Ci Bulakan	id=g:6401105
Dukuhtengah	id=g:6401106
Blokdesa	id=g:6401107
Karanggayam	id=g:6401108
Blok Tengah	id=g:6401109
Kecamatan Sumber	id=g:6401110
Blokpentas	id=g:6401111
Walemanggung	id=g:6401112
Bloktukbonan	id=g:6401113
Jatisari	id=g:6401114
Kranten	id=g:6401115
Pesantren	id=g:6401116
Lebak	id=g:6401117
Pontas	id=g:6401118
Wanakerta Selatan	id=g:6401119
Ci Kuya	id=g:6401120
Mukedin	id=g:6401121
Kali Serut	id=g:6401122
Lingkunganmanis	id=g:6401123
Bukit Batujaran	id=g:6401124
Kali Tengah	id=g:6401125
Karangmulya	id=g:6401126
Karangtengah Satu	id=g:6401127
Karangasem	id=g:6401128
Balongasem	id=g:6401129
Lingkungankliwon	id=g:6401130
Lingkunganwage	id=g:6401131
Lingkunganpahing	id=g:6401132
Lingkunganpon	id=g:6401133
Tukgumer	id=g:6401134
Dukuhmalang	id=g:6401135
Padesan	id=g:6401136
Wanakerta Utara	id=g:6401137
Griyacempakaasri	id=g:6401138
Karangmoncol	id=g:6401139
Blok Bantenan	id=g:6401140
Penosogan	id=g:6401141
Kemuneng	id=g:6401142
Kukulu	id=g:6401143
Gombang	id=g:6401144
Pelinggihan	id=g:6401145
Gondang	id=g:6401146
Jepura	id=g:6401147
Pakuwon	id=g:6401148
Karangampel	id=g:6401149
Jurang	id=g:6401150
Pataraksa	id=g:6401151
Kebayunan	id=g:6401152
Jabadesa	id=g:6401153
Koroyom	id=g:6401154
Karangtengah Dua	id=g:6401155
Tuksaji	id=g:6401156
Bukit Plangon	id=g:6401157
Rahayu Satu	id=g:6401158
Rahayu Dua	id=g:6401159
Makmur	id=g:6401160
Lunjukan	id=g:6401161
Blok Desa	id=g:6401162
Dalem	id=g:6401163
Mentrik	id=g:6401164
Pesukunan	id=g:6401165
Pekolman	id=g:6401166
Karangbawang	id=g:6401167
Pesantren	id=g:6401168
Siduet	id=g:6401169
Silebak	id=g:6401170
Blokmasjid	id=g:6401171
Bojong	id=g:6401172
Karanganyar	id=g:6401173
Sendang Kulon	id=g:6401174
Ci Depok	id=g:6401175
Pelinggihan	id=g:6401176
Babat	id=g:6401177
Pejerukan	id=g:6401178
Pegambuan	id=g:6401179
Karanganyar	id=g:6401180
Paleben Satu	id=g:6401181
Paleben Dua	id=g:6401182
Sindangmangu	id=g:6401183
Kalibunut	id=g:6401184
Kampungmasjid	id=g:6401185
Tanjung	id=g:6401186
Sipeti	id=g:6401187
Cikapundung	id=g:6401188
Kroya	id=g:6401189
Mulya	id=g:6401190
Jebo	id=g:6401191
Tukjasi	id=g:6401192
Nangkagede	id=g:6401193
Serang	id=g:6401194
Siampel	id=g:6401195
Krandon	id=g:6401196
Dusunwage	id=g:6401197
Dusunkliwon	id=g:6401198
Dusunpon	id=g:6401199
Dusunmanis	id=g:6401200
Dusunpahing	id=g:6401201
Dusunmanis	id=g:6401202
Dusunpon	id=g:6401203
Dusunkliwon	id=g:6401204
Dusunwage	id=g:6401205
Ci Keuyeup	id=g:6401206
Gunung Siang	id=g:6401207
Tespong	id=g:6401208
Ci Karoya	id=g:6401209
Wanantera	id=g:6401210
Kaputran	id=g:6401211
Tonggoh	id=g:6401212
Dusunkliwon	id=g:6401213
Dusunwage	id=g:6401214
Ajigulung	id=g:6401215
Dusunpon	id=g:6401216
Bumiwangi	id=g:6401217
Banjarwangi	id=g:6401218
Mulya	id=g:6401219
Ci Biru	id=g:6401220
Ci Rembay	id=g:6401221
Tersana	id=g:6401222
Ci Nangka	id=g:6401223
Lamelaut	id=g:6401224
Lebakwangi	id=g:6401225
Karangwangi	id=g:6401226
Dayeuhwangi	id=g:6401227
Dusunpahing	id=g:6401228
Pesantren	id=g:6401229
Cantilan	id=g:6401230
Cikadu	id=g:6401231
Cigayam	id=g:6401232
Capar Satu	id=g:6401233
Cimanis	id=g:6401234
Ci Kapundung	id=g:6401235
Cikondang	id=g:6401236
Sipedang	id=g:6401237
Karangmining	id=g:6401238
Ci Barugak	id=g:6401239
Dusunkliwon	id=g:6401240
Dusunmanis	id=g:6401241
Dusunwage	id=g:6401242
Dusunpon	id=g:6401243
Dusunpahing	id=g:6401244
Ci Kotok	id=g:6401245
Dusun Dua	id=g:6401246
Dusun Satu	id=g:6401247
Sukawangi	id=g:6401248
Neglasari	id=g:6401249
Dusunkliwon	id=g:6401250
Dusunwage	id=g:6401251
Dusunmanis	id=g:6401252
Cimalati	id=g:6401253
Karyaraharja	id=g:6401254
Karyasembada	id=g:6401255
Karyabineka	id=g:6401256
Matangaji	id=g:6401257
Cijambu	id=g:6401258
Karangmulya	id=g:6401259
Ciwareng	id=g:6401260
Sipetir	id=g:6401261
Sigendang	id=g:6401262
Karangpawitan	id=g:6401263
Karangkencana	id=g:6401264
Padaleman	id=g:6401265
Bojong	id=g:6401266
Gunung Mangger	id=g:6401267
Seureuhbeureum	id=g:6401268
Capar Tiga	id=g:6401269
Ci Talaga	id=g:6401270
