Shi‘b Hājir	id=g:7344167
Al Jūlah	id=g:7346630
Marmā’ adh Dhīb	id=g:7346631
Al Qaymah	id=g:7346632
Al Ḩaşşār	id=g:7346633
Şaraḩah	id=g:7346634
Wādī aḑ Ḑayq	id=g:7346635
Al Kharāyij	id=g:7346636
Jabal Mirārah	id=g:7346637
Wādī al Qaharah	id=g:7346638
Jabal ‘Ātib	id=g:7346639
Al ‘Irq al Aḩmar	id=g:7346640
Jabal Qufayyān	id=g:7346641
Jabal Sinsilah	id=g:7346642
Jabal al Hajar	id=g:7346643
Wādī Tha‘b	id=g:7346644
Wādī ‘Afar	id=g:7346645
Jabal al ‘Ishāsh	id=g:7346646
Jabal Shamr	id=g:7346647
Jibāl Ba‘lān	id=g:7346648
Jibāl al Birkah	id=g:7346649
Jabal al ‘Arīf	id=g:7346650
Wādī Dhī Duţţ	id=g:7346651
Wādī Dhubāb	id=g:7346652
Wādī ar Rawnah	id=g:7346653
Jibāl Sha‘ār	id=g:7346654
Jawf Ḩublá	id=g:7346655
Ḑa‘ān	id=g:7346656
Alt Hidayyān	id=g:7346657
Shi‘b Alt Hidayyān	id=g:7346658
Wādī ‘Asāyah	id=g:7346659
Al Kharāb	id=g:7346660
Shidān	id=g:7346661
Farthah	id=g:7346662
Alt Tiḩiddin	id=g:7346663
Jabal Sakhraw	id=g:7346664
Tishdān	id=g:7346665
Al Maşna‘ah	id=g:7346666
Taḩawjam	id=g:7346667
Al ‘Amarah	id=g:7346668
Furād	id=g:7346669
Jabal al Murayyish	id=g:7346670
Jurn Āl Shawār	id=g:7346671
Az̧ Z̧aharah	id=g:7346672
Masan al Qidd	id=g:7346673
Qullat ‘Alayq	id=g:7346674
Al Buq‘ah	id=g:7346675
Alt ‘Uţayf	id=g:7346676
Qullat al ‘Inab	id=g:7346677
Ad Dārah	id=g:7346678
Wādī al Qawr	id=g:7346796
Al Khawr	id=g:7346797
Maḩfūz̧ah	id=g:7346798
Al Maghāfilah	id=g:7346799
Al Jalḩūfah	id=g:7346800
Al Aswadīyah	id=g:7346801
Al Faqīhīyah	id=g:7346802
Al ‘Umarīyah	id=g:7346803
Banī al Qirās	id=g:7346804
Al Khaḑrā’	id=g:7346805
Al Maţārīyah	id=g:7346806
Ḩasy al Jinnah	id=g:7346807
Al Ḩarāmilah	id=g:7346808
Banī al Mukhāwī	id=g:7346809
Al Khabrāyah	id=g:7346810
Jabal ‘Uqayrah	id=g:7354200
Ad Darābī	id=g:7354201
Ad Dārah	id=g:7354202
Aḑ Ḑuwayḩah	id=g:7354203
Adh Dhinab	id=g:7354204
Al ‘Aqabah	id=g:7354205
Al Khuzānah	id=g:7354206
Al Madāḩīyah	id=g:7354207
Al Malāqī	id=g:7354208
Al Malwā’	id=g:7354209
Al Maqşab	id=g:7354210
Al Mathbūt	id=g:7354211
Al Yahūdī	id=g:7354212
An Nawbah	id=g:7354213
An Nawbah	id=g:7354214
Ar Rābişīyah	id=g:7354215
Ar Rawḩān	id=g:7354216
Ar Rushaḩ	id=g:7354217
Aş Şawfah	id=g:7354218
Aş Şayfīyah	id=g:7354219
Aş Şurārah	id=g:7354220
Ash Shaţţ al Muḩarraq	id=g:7354221
Aţ Ţawī	id=g:7354222
Aţ Ţubayqīyah	id=g:7354223
Jabal al ‘Awjā’	id=g:7354224
Az̧ Z̧āḩiyah	id=g:7354225
Az̧ Z̧uwayḩāh	id=g:7354226
Wādī al Barādah	id=g:7354227
Jabal al Baraqah	id=g:7354228
Dār ‘Alwān	id=g:7354229
Dār al Qash‘ah Khadīyah	id=g:7354230
Dār Da‘sayn	id=g:7354231
Jabal adh Dhakar	id=g:7354232
Wādī al Ghayl ‘Awāshiqah	id=g:7354233
Jabal al Haqī	id=g:7354234
Wādī Ḩarthah	id=g:7354235
Ḩasy al Aḩmar	id=g:7354236
Ḩasy al Ḩaraz	id=g:7354237
Jabal al Ḩaţabah	id=g:7354238
Hīmah	id=g:7354239
Jabal Ḩinnah	id=g:7354240
Wādī ar Rijāḩ	id=g:7354241
Jabal aş Şafī	id=g:7354242
Wādī aş Şāliḩīyah	id=g:7354243
Wādī ash Shuqayrā’	id=g:7354244
Jabal ash Shuqūq	id=g:7354245
Wādī Shurayrah	id=g:7354246
Jabal as Sībārah	id=g:7354247
Jabal as Sidrah	id=g:7354248
Jabal as Sijī	id=g:7354249
Jabal Surādah	id=g:7354250
Jabal al Ukay‘	id=g:7354251
Yādim	id=g:7354252
Shi‘b Zinah	id=g:7354253
Al Khunihā	id=g:7354254
Al Malāqī	id=g:7354255
Al Muntaşar	id=g:7354256
An Najīb	id=g:7354257
Bayt al Mu‘ayzī	id=g:7354258
Jabal al Ḩamām	id=g:7354259
Ḩaymat Sha‘bū	id=g:7354260
Al Ba‘ayşī	id=g:7354261
Al Bakrah	id=g:7354262
Al Barādah	id=g:7354263
Al Barādah	id=g:7354264
Al Baraqah	id=g:7354265
Al Ḩadabah	id=g:7354266
Al Ḩajīr	id=g:7354267
Al Ḩarazah	id=g:7354268
Al Jawnī	id=g:7354269
Al Juruf	id=g:7354270
Al Ka‘bīyah	id=g:7354271
Al Kādhīyah	id=g:7354272
Jisr Wādī Risyān	id=g:7354273
Jabal al Juzay‘ah	id=g:7354274
Wādī Khadīyah	id=g:7354275
Mawragh	id=g:7354276
Qaḩqaḩ	id=g:7354277
Jabal Qannū	id=g:7354278
Wādī Qarḩah	id=g:7354279
Qaryat aḑ Ḑāḩiyah	id=g:7354280
Qaryat al ‘Arāf	id=g:7354281
Qaryat al Buzayqah	id=g:7354282
Qaryat al Jannah	id=g:7354283
Qaryat al Manşūrah	id=g:7354284
Qaryat al Muḩtarafah	id=g:7354285
Qaryat al Qaḩfah	id=g:7354286
Qaryat al Qamārah	id=g:7354287
Qaryat as Subulah	id=g:7354288
Qaryat as Subulah	id=g:7354289
Qaryat Khadīyah	id=g:7354290
Qaryat Shaţţ Ghurāb	id=g:7354291
Qaryat ‘Uraydān	id=g:7354292
Qaryat Wāḩijah	id=g:7354293
Jabal al Qu‘ūd	id=g:7354294
Jabal Rābiş	id=g:7354295
Wādī Rābiş	id=g:7354296
Shaţţ al Ḩasy	id=g:7354297
Jabal Udhnayn	id=g:7354298
Wādī al Waḩiz	id=g:7354299
Jabal al Warik	id=g:7354300
Wādī ‘Anazah	id=g:7354301
At Tuḩaywah	id=g:7354302
Az Zajarah	id=g:7354303
Az Zuraybah	id=g:7354304
Banī Durayghim	id=g:7354305
Banī Ghālib	id=g:7354306
Banī Ḩajjāj	id=g:7354307
Banī Ja‘far	id=g:7354308
Banī Ja‘far	id=g:7354309
Buraydah	id=g:7354310
Dāḩiyah	id=g:7354311
Dār al Khuţţāf	id=g:7354312
Ḑarā‘ah	id=g:7354313
Dharjiḩ	id=g:7354314
Al Ḩaraḑah	id=g:7354315
Al Ḩaysham	id=g:7354316
Al Hayūj	id=g:7354317
Al Hindī	id=g:7354318
Al Ḩudayyah	id=g:7354319
Al Ḩumar	id=g:7354320
Al Huqam	id=g:7354321
Al Huqayf	id=g:7354322
Al Jabratī	id=g:7354323
Al Jarā’ib	id=g:7354324
Al Jarūbah	id=g:7354325
Al Jāzi‘ah	id=g:7354326
Al Jund	id=g:7354327
Al Jushaym	id=g:7354328
Al Kabbah	id=g:7354329
Al Kadīd	id=g:7354330
Al Khaw‘ah	id=g:7354331
Jabal ad Dubaylah	id=g:7354332
Dujayn	id=g:7354333
Wādī Duqār	id=g:7354334
Fid‘ān	id=g:7354335
Fukaykah	id=g:7354336
Wādī al Ghabīb	id=g:7354337
Wādī al Ghuwayn	id=g:7354338
Ḩaḑān	id=g:7354339
Ḩammām ‘Alī	id=g:7354340
Ḩāmūrah	id=g:7354341
Hawb az Zawhar	id=g:7354342
Ḩayaymah	id=g:7354343
Jabal Ḩimyar	id=g:7354344
Ḩizāz	id=g:7354345
Ḩubābī	id=g:7354346
Wādī Ḩujayj	id=g:7354347
Ḩuqān	id=g:7354348
Janadayn	id=g:7354349
Jubrān	id=g:7354350
Wādī Jurāḩif	id=g:7354351
Jurunzah	id=g:7354352
Karīf al Qadasī	id=g:7354353
Karūbīyah	id=g:7354354
Khadīyah	id=g:7354355
Kidfah	id=g:7354356
Jabal Ku‘ālah	id=g:7354357
Wādī al Laslum	id=g:7354358
Jabal al Luqaym	id=g:7354359
Jabal al Maghdar	id=g:7354360
Jabal al Makhdūsh	id=g:7354361
Māqibah	id=g:7354362
Jabal al Mashā‘irah	id=g:7354363
Mashāwilat as Suflá	id=g:7354364
Mashjab	id=g:7354365
Mashrafah	id=g:7354366
Wādī Mawthab	id=g:7354367
Midhāfah	id=g:7354368
Muhallaşā’	id=g:7354369
Munīf	id=g:7354370
Wādī an Nashamah	id=g:7354371
Jabal an Nuwayd	id=g:7354372
Wādī al Qa‘ā’iz̧ah	id=g:7354373
Qaḩfat ad Dājinī	id=g:7354374
Qaḩfat Ghurqah	id=g:7354375
Qaryat Adrūs	id=g:7354376
Qaryat ad Dār	id=g:7354377
Qaryat al Wādī Mawthab	id=g:7354378
Qaryat as Sabīl	id=g:7354379
Qaryat ash Shāmīyah	id=g:7354380
Qaryat Ḩāmid	id=g:7354381
Qaryat Ḩumarah	id=g:7354382
Qaţanah	id=g:7354383
Wādī Qayyah	id=g:7354384
Wādī Qirţās	id=g:7354385
Najd Qusaym	id=g:7354386
Ra’s	id=g:7354387
Jabal Raḩnaj	id=g:7354388
Rāmah	id=g:7354389
‘Anşabah	id=g:7354390
‘Arid	id=g:7354391
Jabal ‘Arid	id=g:7354392
‘Ayā’ al Janad	id=g:7354393
Wādī al ‘Aynayn	id=g:7354394
Wādī ‘Irāfāt	id=g:7354395
‘Ufayrah	id=g:7354396
‘Uqmah	id=g:7354397
Aḑ Ḑāribah	id=g:7354398
Aḑ Ḑāribah	id=g:7354399
Ad Dimnah	id=g:7354400
Aḑ Ḑubbay‘ah	id=g:7354401
Aḑ Ḑubr	id=g:7354402
Adh Dhanabah	id=g:7354403
Adh Dhanabah	id=g:7354404
Adh Dhārī	id=g:7354405
Adh Dhirā‘	id=g:7354406
Adh Dhirā‘	id=g:7354407
Akamat Miyāḩ	id=g:7354408
Al ‘Anşāb	id=g:7354409
Al ‘Arḑ	id=g:7354410
Al ‘Āriḑah	id=g:7354411
Al ‘Ashshah	id=g:7354412
Al ‘Azīr	id=g:7354413
Al ‘Ikād	id=g:7354414
Al ‘Ukāsh	id=g:7354415
Al ‘Uraynah	id=g:7354416
Al A‘bān	id=g:7354417
Al A‘rūd	id=g:7354418
Al Adhhūb	id=g:7354419
Al Akamah	id=g:7354420
Al Akamah	id=g:7354421
Al Akamah al Ḩamrā’	id=g:7354422
Al Ashrūḩ	id=g:7354423
Al Barḩ	id=g:7354424
Al Buqarayn	id=g:7354425
Al Buwīb	id=g:7354426
Al Ḩadīyah	id=g:7354427
Al Ḩajr	id=g:7354429
Al Ḩarazah	id=g:7354430
Al Ḩarf	id=g:7354431
Al Ḩaşbarī	id=g:7354432
Al Hawb	id=g:7354433
Al Hayājī	id=g:7354434
Al Haydayn	id=g:7354435
Al Ḩinnāyah	id=g:7354436
Al Ḩişn	id=g:7354437
Al Ḩumaydī	id=g:7354438
Al Ḩumayrā’	id=g:7354439
Al Ḩummayn	id=g:7354440
Al Iblī	id=g:7354441
Al Jāb	id=g:7354442
Al Junnaḩī	id=g:7354443
Al Jurjūr	id=g:7354444
Al Juwayḩ	id=g:7354445
Al Kabb	id=g:7354446
Al Kubab	id=g:7354447
Al Kudam	id=g:7354448
Al Kudamah	id=g:7354449
Al Kuwayḩah	id=g:7354450
Al Ma‘ţab	id=g:7354451
Al Madāfin	id=g:7354452
Al Madāhif	id=g:7354453
Al Madīnah	id=g:7354454
Al Madrasah	id=g:7354455
Al Majrūb	id=g:7354456
Al Makāshah	id=g:7354457
Al Makhnaqah	id=g:7354458
Al Malikah	id=g:7354459
Al Manşūrah	id=g:7354460
Al Marba‘ah	id=g:7354461
Al Marqub	id=g:7354462
Al Mazākhiţ	id=g:7354463
Al Mi‘lāf	id=g:7354464
Al Mi‘rāsah	id=g:7354465
Al Mibţāḩah	id=g:7354466
Al Mīhāl	id=g:7354467
Al Miḩrās	id=g:7354468
Al Mijdāmah	id=g:7354469
Al Minḩāţah	id=g:7354470
Al Minwab	id=g:7354471
Al Minz̧āfah	id=g:7354472
Al Mirḩūḑ	id=g:7354473
Al Mish‘ār	id=g:7354474
Al Mishrāḩ	id=g:7354475
Al Muqdār	id=g:7354476
Al Muzbār	id=g:7354477
Al Qar‘ā’	id=g:7354478
Al Qara‘	id=g:7354479
Al Qash‘ah	id=g:7354480
Al Qūz	id=g:7354481
An Na’mī	id=g:7354482
An Najd	id=g:7354483
An Nusayţān	id=g:7354484
An Nuwayr	id=g:7354485
Ar Rāḩah	id=g:7354486
Ar Raḩbah	id=g:7354487
Ar Raḩbah	id=g:7354488
Ar Rajḩah	id=g:7354489
Ar Rawnah	id=g:7354490
Ar Ruway‘ī	id=g:7354491
Aş Şafā’	id=g:7354492
As Saḩb	id=g:7354493
As Su‘ayr	id=g:7354494
As Su‘ayr	id=g:7354495
As Sumay‘ah	id=g:7354496
As Suwaydā’	id=g:7354497
Ash Shāriq	id=g:7354498
Ash Shayḩah	id=g:7354499
Ash Shi‘b	id=g:7354500
Ash Shi‘bah	id=g:7354501
Aţ Ţarāţīr	id=g:7354502
At Ti‘birah	id=g:7354503
Ruhabah	id=g:7354504
Wādī Ruhabah	id=g:7354505
Jabal ar Rujayb	id=g:7354506
Jabal Rumishmush	id=g:7354507
Sula‘ah	id=g:7354508
Sharaf al Iblī	id=g:7354509
Shārat	id=g:7354510
Jabal Shariq	id=g:7354511
Jabal ash Shaykh Sa‘īd	id=g:7354512
Shi‘b ash Shaykh	id=g:7354513
Wādī as Suḩayḩah	id=g:7354514
Şuhbah	id=g:7354515
Sūq al Barḩ Duba‘	id=g:7354516
Wādī Suqāh	id=g:7354517
Ţahbān	id=g:7354518
Tha‘ab	id=g:7354519
Unum	id=g:7354520
Jabal Unum	id=g:7354521
Wādī Shubayyah	id=g:7354522
Jabal al Waḩīd	id=g:7354523
Z̧ahrat Birdād	id=g:7354524
Z̧ayyah	id=g:7354525
Z̧ubāh	id=g:7354526
Zubud	id=g:7354527
Wādī al ‘Ajnad	id=g:7354528
Wādī al ‘Arrāmīyah	id=g:7354529
Aş Şulayḩ	id=g:7354530
As Sūq	id=g:7354531
As Sūqīyah	id=g:7354532
Ash Shalabīyah	id=g:7354533
Ash Sharqayn	id=g:7354534
Ash Shu‘ayb	id=g:7354535
Ash Shu‘ūb	id=g:7354536
Ash Shurayrah al ‘Ulyā	id=g:7354537
Aţ Ţurayrah	id=g:7354538
Az Zarībah	id=g:7354539
Az Zawq	id=g:7354540
Az Zuhayb	id=g:7354541
Az Zurayrah	id=g:7354542
Banī Sulaymān	id=g:7354543
Barḩ al Banaq	id=g:7354544
Wādī al Baţnah	id=g:7354545
Bindaḩ	id=g:7354546
Bukhaytah	id=g:7354547
Jabal ad Dāmighah	id=g:7354548
Dār ar Rāḩah	id=g:7354549
Shi‘b ad Darāhīm	id=g:7354550
Jabal Dhī ‘Ahdah	id=g:7354551
Dhī ‘Ayyān	id=g:7354552
Dhī al Khayr	id=g:7354553
Ḩabwat al Madad	id=g:7354554
Ḩabwat al Waynī	id=g:7354555
Wādī Hajam	id=g:7354556
Ḩājir	id=g:7354557
Ḩannah	id=g:7354558
Ḩasab ar Rāḩah	id=g:7354559
Ḩaşīb al Kathayrah	id=g:7354560
Ḩumūrah	id=g:7354561
Wādī al Huqayf	id=g:7354562
Ḩuţāmah	id=g:7354563
Jabal al Juruf	id=g:7354564
Wādī al Kādhīyah	id=g:7354565
Karabāt	id=g:7354566
Jabal Liblabah	id=g:7354567
Ma‘marī	id=g:7354568
Wādī Mā’ilah	id=g:7354569
Jabal al Majzir	id=g:7354570
Jabal al Manār	id=g:7354571
Maqā‘	id=g:7354572
Jabal al Mawqa‘	id=g:7354573
Shi‘b al Muq‘ad	id=g:7354574
Muşayni‘ah	id=g:7354575
Muşrān	id=g:7354576
Jabal Naman	id=g:7354577
Nukhayrah	id=g:7354578
Qā‘idat al Baţal	id=g:7354579
Wādī al Qaḩf aţ Ţawīl	id=g:7354580
Qaḩfat Ḩumayd	id=g:7354581
Jabal Qarfān	id=g:7354582
Qarfīş	id=g:7354583
Qaryat aţ Ţayy	id=g:7354584
Jabal al Qasha‘	id=g:7354585
Qubţah	id=g:7354586
Jabal Qurā‘ah	id=g:7354587
Qurar	id=g:7354588
Quzayl	id=g:7354589
Jabal ar Radmah	id=g:7354590
Jabal Ramādī	id=g:7354591
Qaryat al Mashāhirah	id=g:7354592
As Su‘ayr	id=g:7354593
Wādī az Zūm	id=g:7354594
Z̧urayfah	id=g:7354595
Wādī al ‘Ajram	id=g:7354596
‘Awzamah	id=g:7354597
Jabal al ‘Ayli	id=g:7354598
Jabal al A‘ţaf	id=g:7354599
Wādī al A‘ţaf	id=g:7354600
Aḑ Ḑunni‘	id=g:7354601
Adh Dhirā‘	id=g:7354602
Adh Dhirā‘	id=g:7354603
Al ‘Ādiyah	id=g:7354604
Al ‘Afilah	id=g:7354605
Al ‘Alifah	id=g:7354606
Al ‘Āriḑah	id=g:7354607
Al ‘Indhiqī	id=g:7354608
Al ‘Umaysīyah	id=g:7354609
Al ‘Uqaydah	id=g:7354610
Al ‘Uqdah	id=g:7354611
Al Ajraf	id=g:7354612
Al ‘Ariḑah	id=g:7354613
Al Baţaḩah	id=g:7354614
Al Buzayqah	id=g:7354615
Al Ghurayf	id=g:7354616
Al Ḩaḑārah	id=g:7354617
Al Ḩajājī	id=g:7354618
Al Ḩājj Şalāḩ	id=g:7354619
Al Ḩāmiyah	id=g:7354620
Al Kishrār	id=g:7354621
Al Kuddāḩī	id=g:7354622
Al Kudmah	id=g:7354623
Al Kuwayrah	id=g:7354624
Al Lawş	id=g:7354625
Al Ma‘aynah	id=g:7354626
Al Madfa‘	id=g:7354627
Al Madrajah	id=g:7354628
Al Maghrabah	id=g:7354629
Al Maḩawlīyah	id=g:7354630
Al Maḩkamah	id=g:7354631
Al Mahzubayr	id=g:7354632
Al Manz̧arah	id=g:7354633
Al Maqhāyah	id=g:7354634
Al Maşāfirah	id=g:7354635
Al Mashāhirah	id=g:7354636
Al Matīn	id=g:7354637
Al Mawqa‘	id=g:7354638
Al Midhār	id=g:7354639
Al Miḩwar	id=g:7354640
Al Mizḩājah	id=g:7354641
Al Mu‘ay‘ah	id=g:7354642
Al Mudayḩīs	id=g:7354643
Al Muḩarraqah	id=g:7354644
Al Muḩayfir	id=g:7354645
Al Mukhayshib	id=g:7354646
Al Qā‘idah	id=g:7354647
Al Qaḩfah	id=g:7354648
Al Qaḩfah	id=g:7354649
Al Qāhir	id=g:7354650
Al Qarīb	id=g:7354651
Al Qaş‘ah	id=g:7354652
Al Qasha‘ah	id=g:7354653
Al Qubbā‘īn	id=g:7354654
Al Qubbah	id=g:7354655
Al Quray‘ah	id=g:7354656
Wādī Amqayn	id=g:7354657
An Nabkhayn	id=g:7354658
Ar Raddaynah	id=g:7354659
Ar Rawḩah	id=g:7354660
Ar Rawqanah	id=g:7354661
Ar Riqqah	id=g:7354662
Ar Ruhayţah al ‘Ulyā	id=g:7354663
Ar Ruhayţah as Suflá	id=g:7354664
Ar Ruşāḩ	id=g:7354665
Ar Ruwayyah	id=g:7354666
Wādī al Ghabbayshah	id=g:7354667
‘Ubād	id=g:7354668
Shi‘b ‘Umrayn	id=g:7354669
Naqīl Abū Rubāḩ	id=g:7354670
Aḑ Ḑa‘ah	id=g:7354671
Ad Dabādib	id=g:7354672
Ad Dawmalah	id=g:7354673
Ad Dayra’	id=g:7354674
Aḑ Ḑayyah	id=g:7354675
Ad Dimnāt	id=g:7354676
Ad Diyyar	id=g:7354677
Ad Duhaynah	id=g:7354678
Adh Dhā’ibah	id=g:7354679
Adh Dhanīb	id=g:7354680
Adh Dhī‘f	id=g:7354681
Adh Dhunayb	id=g:7354682
Wādī al Aḩkūm	id=g:7354683
Akamat aḑ Ḑubbah	id=g:7354684
Akamat al Ḩamāţ	id=g:7354685
Akamat al Kalbayn	id=g:7354686
Akhmūr	id=g:7354687
Wādī Akhmūr	id=g:7354688
Al ‘Ujaylah	id=g:7354689
Al ‘Adan	id=g:7354690
Al ‘Akab	id=g:7354691
Al ‘Aqqaybah	id=g:7354692
Al ‘Āriḑah	id=g:7354693
Al ‘Āriḑah	id=g:7354694
Al ‘Āriḑah	id=g:7354695
Al ‘Armah	id=g:7354696
Al ‘Ayn	id=g:7354697
Al ‘Azzayrah	id=g:7354698
Al ‘Unayn	id=g:7354699
Al ‘Uraymah	id=g:7354700
Al ‘Uraynah	id=g:7354701
Al ‘Uwayriḑah	id=g:7354702
Al ‘Uzzir	id=g:7354703
Al Adhmūr	id=g:7354704
Al Ahjūr	id=g:7354705
Al Akamah	id=g:7354706
Al Anjud	id=g:7354707
Al Ashrūḩ	id=g:7354708
Al Awdāsh	id=g:7354709
Al Awrāth	id=g:7354710
Al Bushayrah	id=g:7354711
Al Farāwish	id=g:7354712
Al Ghabrā’	id=g:7354713
‘Arkab	id=g:7354714
Wādī al ‘Armah	id=g:7354716
‘Arrādah	id=g:7354717
‘Arsh	id=g:7354718
Al Ghirās	id=g:7354719
Al Ḩafar	id=g:7354720
Al Ḩajr	id=g:7354721
Al Ḩakūm	id=g:7354722
Al Ḩaqīb	id=g:7354723
Al Hashmah	id=g:7354724
Al Hawb	id=g:7354725
Al Hawb Bukyān	id=g:7354726
Al Ḩawjalah	id=g:7354727
Al Ḩāz	id=g:7354728
Al Ḩūd	id=g:7354729
Al Ḩujar	id=g:7354730
Al Ḩujrayn	id=g:7354731
Al Ḩujrayn	id=g:7354732
Al Huraybah	id=g:7354733
Al Ḩussīyah	id=g:7354734
Al Jabbānah	id=g:7354735
Al Jabrayn	id=g:7354736
Al Jāhilī	id=g:7354737
Al Jammaymah	id=g:7354738
Al Jarif	id=g:7354739
Al Junayd	id=g:7354740
Al Junid	id=g:7354741
Al Junnayd	id=g:7354742
Al Juraynah	id=g:7354743
Al Jurjūr Shubāţ	id=g:7354744
Al Juwwah	id=g:7354745
Al Kadarah	id=g:7354746
Al Kadarah	id=g:7354747
Al Kādhīyah	id=g:7354748
Al Khalab	id=g:7354749
Al Khalil	id=g:7354750
Al Khalil	id=g:7354751
Al Khanaf	id=g:7354752
Al Kharā’ib	id=g:7354753
Al Khunayn	id=g:7354754
Al Khūrah	id=g:7354755
Al Kishrār	id=g:7354756
Al Kudānī	id=g:7354757
Al Kudmah	id=g:7354758
Al Kurb	id=g:7354759
Al Kusr	id=g:7354760
Al Ma‘aynah	id=g:7354761
Al Ma‘qam	id=g:7354762
Al Mafraq	id=g:7354763
Al Maghdar	id=g:7354764
Al Maḩall	id=g:7354765
Al Maḩdad	id=g:7354766
Al Maḩjar	id=g:7354767
Al Maḩjar	id=g:7354768
Al Majdarah	id=g:7354769
Al Makhnūq	id=g:7354770
Al Makrūth	id=g:7354771
Al Manārah	id=g:7354772
Al Manhī	id=g:7354773
Al Maqārimah	id=g:7354774
Al Maqrūḑ	id=g:7354775
Al Marāfid	id=g:7354776
Al Mashā‘ir	id=g:7354777
Al Mashāhīd	id=g:7354778
Al Midhār	id=g:7354779
Al Mīhāl	id=g:7354780
Al Miḩlāf	id=g:7354781
Al Mijhāsh	id=g:7354782
Al Mimţar	id=g:7354783
Al Mīnām	id=g:7354784
Al Miqţār	id=g:7354785
Al Mīsār	id=g:7354786
Al Mukayshah	id=g:7354787
Al Muqar‘ah	id=g:7354788
Al Musā‘adīyah	id=g:7354789
Al Muşallah	id=g:7354790
Al Mushayrīḩ	id=g:7354791
Al Qaddāḩ	id=g:7354792
Al Qāhir	id=g:7354793
Al Qaṭab	id=g:7354794
Al Qayyāḩah	id=g:7354795
Al Qiḩāf	id=g:7354796
Al Qiḩāf	id=g:7354797
Al Qilā‘	id=g:7354798
Al Qub‘ah	id=g:7354799
Al Quḩaym	id=g:7354800
Al Quḩuf	id=g:7354801
Al Qurḑiyayn	id=g:7354802
Al Qurf	id=g:7354803
Al Qūs	id=g:7354804
Al Quţayn	id=g:7354805
Al Ukaymah	id=g:7354806
Al Ukaymah	id=g:7354807
Al Waţif	id=g:7354808
An Nabāhinah	id=g:7354809
An Nāj	id=g:7354810
An Nawbah	id=g:7354811
An Nijādah	id=g:7354812
An Nujaybah	id=g:7354813
An Nujayd	id=g:7354814
An Nujayd	id=g:7354815
An Nujayd	id=g:7354816
Ar Rafşah	id=g:7354817
Ar Rakab	id=g:7354818
Ar Rāzī	id=g:7354819
Ar Razūḩ	id=g:7354820
Wādī Arsh	id=g:7354821
Aş Şafā’	id=g:7354822
As Sāhūn	id=g:7354823
As Salf	id=g:7354824
As Salm	id=g:7354825
Aş Şarārī	id=g:7354826
Aş Şayrāt	id=g:7354827
As Subāb	id=g:7354828
As Suwaydah	id=g:7354829
Aş Şuwayrah	id=g:7354830
Ash Shamsarah	id=g:7354831
Ash Sharaf	id=g:7354832
Ash Shū‘arīyah	id=g:7354833
Wādī al Ashrūḩ	id=g:7354834
Qaryat al Ma‘ādin	id=g:7354835
Qaryat al Madājir	id=g:7354836
Qaryat al Madfa‘	id=g:7354837
Qaryat al Malaḩah	id=g:7354838
Qaryat al Midhābah	id=g:7354839
Qaryat al Miqţār	id=g:7354840
Qaryat al Qurf	id=g:7354841
Qaryat al Ukaymah	id=g:7354842
Qaryat an Nabīrah	id=g:7354843
Qaryat ar Raḩbah	id=g:7354844
Qaryat ash Sha‘bān	id=g:7354845
Qaryat ash Shaqb	id=g:7354846
Qaryat Ḩalaqān	id=g:7354847
Qaryat Jabā’	id=g:7354848
Qaryat Khadāshah	id=g:7354849
Qaryat Mawḩajah	id=g:7354850
Qaryat Sa‘dah	id=g:7354851
Qura‘	id=g:7354852
Wādī Qura‘	id=g:7354853
Quţayn	id=g:7354854
Wādī al Quţayn	id=g:7354855
Radā‘	id=g:7354856
Raha̧bah	id=g:7354857
Raḩbān	id=g:7354858
Najd ar Rihāwī	id=g:7354859
Ruddi‘	id=g:7354860
Ruhsh	id=g:7354861
Sā’ilat al Awrāth	id=g:7354862
Wādī Şabūn Qadas	id=g:7354863
Wādī aş Şafā’	id=g:7354864
Saḩar	id=g:7354865
Sarabayt A‘lá	id=g:7354866
Sarabayt Asfal	id=g:7354867
Wādī Sarabayt	id=g:7354868
Sha‘bah wa Thawrayn	id=g:7354869
Sharār	id=g:7354870
Sharī‘ Sāmi‘	id=g:7354871
Jabal Shawkah	id=g:7354872
Jabal ash Shawwār	id=g:7354873
Wādī ash Shaykh	id=g:7354874
Shayşarān	id=g:7354875
Shi’b al Mahā’ibah	id=g:7354876
Shibām	id=g:7354877
Shimār	id=g:7354878
Shubāriqah	id=g:7354879
Shubaylah	id=g:7354880
Shurḩ	id=g:7354881
Shuţayfah	id=g:7354882
Wādī Shuţayfah	id=g:7354883
Wādī as Subāb	id=g:7354884
Şubayrah	id=g:7354885
Sukhārah	id=g:7354886
Sūq al Aḩad	id=g:7354887
Suqamān	id=g:7354888
Şurādīd	id=g:7354889
Şurwān	id=g:7354890
Wādī Şurwān	id=g:7354891
Suwāmah	id=g:7354892
Ukaymat Bashīr	id=g:7354893
‘Utayn	id=g:7354894
Wa‘rah	id=g:7354895
Jabal Wādī Khamūr	id=g:7354896
Ra’s al Wādī	id=g:7354897
Waraqah	id=g:7354898
Warazān	id=g:7354899
Wāsiţah	id=g:7354900
Yahanmān	id=g:7354901
Z̧afar	id=g:7354902
Zanafān	id=g:7354903
Wādī az Zubayr	id=g:7354904
Zuraybat al Jazārayn	id=g:7354905
Ath Thijā‘	id=g:7354906
