Ea Snô	id=g:1567834
Phù Khang	id=g:1570558
Kinh Phú Huyên	id=g:1570559
Phú Hữu (4)	id=g:1570560
Phú Hữu (3)	id=g:1570561
Trạm Phú Hữu	id=g:1570562
Phú Hữu	id=g:1570563
Phú Hữu	id=g:1570564
Phu Hưu	id=g:1570565
Phú Hữu	id=g:1570566
Phú Hữu	id=g:1570567
Phú Hữu	id=g:1570568
Phú Hữu	id=g:1570569
Phú Hữu	id=g:1570570
Phú Hưng	id=g:1570571
Phú Hưng	id=g:1570572
Phú Hưng	id=g:1570573
Phú Hùng	id=g:1570574
Phú Hộp	id=g:1570575
Phú Hội (2)	id=g:1570576
Phú Hội (2)	id=g:1570577
Phú Hội (1)	id=g:1570578
Phú Hội (1)	id=g:1570579
Phú Hội	id=g:1570580
Phú Hội	id=g:1570581
Phú Hội	id=g:1570582
Phú Hội	id=g:1570583
Phú Hội	id=g:1570584
Phú Hòa (3)	id=g:1570585
Phú Hòa (2)	id=g:1570586
Phú Hòa (1)	id=g:1570587
Phú Hòa	id=g:1570588
Phủ Hoa	id=g:1570589
Phú Hòa	id=g:1570590
Phú Hòa	id=g:1570591
Phú Hòa	id=g:1570592
Phú Hòa	id=g:1570593
Phú Hòa	id=g:1570594
Phú Hòa	id=g:1570595
Phu Hó	id=g:1570596
Phú Hiệp (2)	id=g:1570597
Phú Hiệp (2)	id=g:1570598
Phú Hiệp (1)	id=g:1570599
Phú Hiệp	id=g:1570600
Phù Hiên	id=g:1570601
Phú Heui	id=g:1570602
Phú Hà (2)	id=g:1570603
Phú Hậu (3)	id=g:1570604
Phú Hậu (1)	id=g:1570605
Phú Hậu (1)	id=g:1570606
Phú Hậu	id=g:1570607
Phú Hậu	id=g:1570608
Phu Hau	id=g:1570609
Phú Hào (2)	id=g:1570610
Phú Hào (1)	id=g:1570611
Phú Hạnh (5)	id=g:1570612
Phú Hạnh Ðông	id=g:1570613
Phú Hải	id=g:1570614
Phu Ha	id=g:1570615
Phú Gia (2)	id=g:1570616
Phú Giáo (2)	id=g:1570617
Phu Giao	id=g:1570618
Phu Giáo	id=g:1570619
Phu Giáo	id=g:1570620
Phú Giang (4)	id=g:1570621
Phú Giang (1)	id=g:1570622
Phú Giang	id=g:1570623
Hầm Phú Gia	id=g:1570624
Phù Gia	id=g:1570625
Phú Gia	id=g:1570626
Phú Gia	id=g:1570627
Phú Gia	id=g:1570628
Phú Duyệt	id=g:1570629
Phú Dương (1)	id=g:1570630
Phú Ðức (4)	id=g:1570631
Phù Ðức	id=g:1570632
Phú Ðức	id=g:1570633
Phú Ðức	id=g:1570634
Phú Ðức	id=g:1570635
Phú Ðức	id=g:1570636
Phú Dong (2)	id=g:1570637
Phú Ðộng	id=g:1570638
Phù Ðổng	id=g:1570639
Phú Ðôi	id=g:1570640
Forêt du Phu Do	id=g:1570641
Phú Ðô	id=g:1570642
Phú Ðổ	id=g:1570643
Phú Ðinh	id=g:1570644
Vũng Phủ Diễn	id=g:1570645
Phú Ðiềm (2)	id=g:1570646
Phú Ða (3)	id=g:1570647
Phú Danh	id=g:1570648
Phú Ðai	id=g:1570649
Phú Ða Hậu	id=g:1570650
Phú Ða	id=g:1570651
Phú Ða	id=g:1570652
Phú Ða	id=g:1570653
Phú Ða	id=g:1570654
Phú Ða	id=g:1570655
Phúc Yên	id=g:1570656
Phúc Yên	id=g:1570657
Phúc Xá	id=g:1570658
Phu Cưu	id=g:1570659
Phú Cường (2)	id=g:1570660
Phú Cường (1)	id=g:1570661
Phù Cư	id=g:1570662
Phúc Tuy	id=g:1570663
Phúc Tường	id=g:1570664
Trạm Phúc Từ	id=g:1570665
Phúc Tư	id=g:1570666
Phúc Trì	id=g:1570667
Phúc Trạch	id=g:1570668
Phúc Tinh	id=g:1570669
Phuc Tỉnh	id=g:1570670
Phúc Tiên	id=g:1570671
Phuc Thuy	id=g:1570672
Phúc Thuong	id=g:1570673
Phúc Thọ	id=g:1570674
Phục Thiện	id=g:1570675
Phúc Thiêm	id=g:1570676
Phúc Thành	id=g:1570677
Phúc Thắng	id=g:1570678
Phúc Thắng	id=g:1570679
Phúc Thạch	id=g:1570680
Phúc Tập	id=g:1570681
Phúc Tằng	id=g:1570682
Phúc Tang	id=g:1570683
Phúc Sơn	id=g:1570684
Phúc Sơn	id=g:1570685
Phúc Sơn	id=g:1570686
Phúc Sơn	id=g:1570687
Phúc Quả	id=g:1570688
Phú Cốc	id=g:1570689
Phú Cốc	id=g:1570690
Phú Cốc	id=g:1570691
Phú Co	id=g:1570692
Phúc Ninh	id=g:1570693
Phúc Nhạc	id=g:1570694
Phúc Lý	id=g:1570695
Phúc Lương	id=g:1570696
Phúc Lợi	id=g:1570697
Phúc Long	id=g:1570698
Phúc Lợi	id=g:1570699
Phúc Lộc	id=g:1570700
Phúc Lộc	id=g:1570701
Phúc Lộc	id=g:1570702
Phúc Linh	id=g:1570703
Phúc Linh	id=g:1570704
Phuc Liêt	id=g:1570705
Phúc Lễ	id=g:1570706
Phúc Lễ	id=g:1570707
Phục Lễ	id=g:1570708
Phục Lễ	id=g:1570709
Phuc Lễ	id=g:1570710
Phúc Lập	id=g:1570711
Phúc Lâm Thôn	id=g:1570712
Phúc Lâm	id=g:1570713
Phúc Lâm	id=g:1570714
Phúc Lâm	id=g:1570715
Phúc Lâm	id=g:1570716
Phúc Lâm	id=g:1570717
Phúc Lai	id=g:1570718
Phúc Lai	id=g:1570719
Phúc Lai	id=g:1570720
Phúc Kiện	id=g:1570721
Phủc Kiệm	id=g:1570722
Phúc Khê	id=g:1570723
Phúc Hội	id=g:1570724
Phúc Hội	id=g:1570725
Phục Hòa	id=g:1570726
Phú Châu (1)	id=g:1570727
Phúc Hậu	id=g:1570728
Phù Chánh	id=g:1570729
Phù Chân	id=g:1570730
Phúc Hải	id=g:1570731
Phúc Hải	id=g:1570732
Phúc Gioi	id=g:1570733
Phúc Giáp	id=g:1570734
Phúc Giang	id=g:1570735
Phúc Ðương	id=g:1570736
Phúc Dương	id=g:1570737
Phúc Ðức	id=g:1570738
Phúc Ðức	id=g:1570739
Phúc Duệ	id=g:1570740
Phúc Ðình	id=g:1570741
Phúc Ðiền	id=g:1570742
Phúc Ða	id=g:1570743
Phúc Cương	id=g:1570744
Phúc Cư	id=g:1570745
Phúc Cốc	id=g:1570746
Phục Cổ	id=g:1570747
Phúc Cổ	id=g:1570748
Phúc Chư	id=g:1570749
Phúc Cầu	id=g:1570750
Ga Phù Cát	id=g:1570751
Phù Cát	id=g:1570752
Phú Cao	id=g:1570753
Phú Cang (2)	id=g:1570754
Phúc An	id=g:1570755
Phúc Âm Thôn	id=g:1570756
Phúc Am	id=g:1570757
Phúc Ấm	id=g:1570758
Phúc Am	id=g:1570759
Nam Phuc	id=g:1570760
Phú Bình (3)	id=g:1570761
Phú Bình (1)	id=g:1570762
Phú Bình (1)	id=g:1570763
Phú Bình	id=g:1570764
Phú Binh	id=g:1570765
Phù Biêng	id=g:1570766
Phú Bạt	id=g:1570767
Phù Bao (2)	id=g:1570768
Phù Bao (1)	id=g:1570769
Phù Bao	id=g:1570770
Phù Bản	id=g:1570771
Sông Phú Bài	id=g:1570772
Ga Phú Bài	id=g:1570773
Phú Bai	id=g:1570774
Ga Phú Bac	id=g:1570775
Phù Anh	id=g:1570776
Phú An	id=g:1570777
Phú Ân	id=g:1570778
Phú An	id=g:1570779
Phú An	id=g:1570780
Phú An	id=g:1570781
Phú An	id=g:1570782
Pho Yiring	id=g:1570783
Kinh Phó Xuân	id=g:1570784
Ga Phô Vị	id=g:1570785
Phố Vi	id=g:1570786
Houei Phou Sa	id=g:1570787
Pho Tu	id=g:1570788
Phô Trung Thảng	id=g:1570789
Phố Trỉnh Lê	id=g:1570790
Phố Trinh	id=g:1570791
Phò Trì	id=g:1570792
Ga Phô Trạm	id=g:1570793
Pho Trach	id=g:1570794
Phố Trạch	id=g:1570795
Pho To	id=g:1570796
Núi Phô Tinh	id=g:1570797
Núi Pho Ti	id=g:1570798
Phô Tây (1)	id=g:1570799
Ngòi Pho Tao	id=g:1570800
Phố Tà Căng	id=g:1570801
Pho Tabou	id=g:1570802
Pho Ra	id=g:1570803
Phò Phươc	id=g:1570804
Phơng Vực	id=g:1570805
Houei Phono	id=g:1570806
Phó Nham	id=g:1570807
Phong Ý	id=g:1570808
Phong Xuyên	id=g:1570809
Phong Xá	id=g:1570810
Phô Ngữ	id=g:1570811
Phong Triều	id=g:1570812
Phong Thử (1)	id=g:1570813
Phong Thuần	id=g:1570814
Phong Thổ	id=g:1570815
Phong Thạnh Tây	id=g:1570816
Phong Thạnh Tây	id=g:1570817
Phong Thạnh Tây	id=g:1570818
Phong Thạnh	id=g:1570819
Phong Thạnh	id=g:1570820
Phong Thạnh	id=g:1570821
Phong Thạnh	id=g:1570822
Phong Thạnh	id=g:1570823
Phong Thái Ðoài	id=g:1570824
Phong Sơn	id=g:1570825
Phong Sổ	id=g:1570826
Phong Phú (2)	id=g:1570827
Phong Phú (1)	id=g:1570828
Phong Phú	id=g:1570829
Phong Phu	id=g:1570830
Phong Phú	id=g:1570831
Phong Phú	id=g:1570832
Ga Phong Niên	id=g:1570833
Phong Niên	id=g:1570834
Phong Niên	id=g:1570835
Phong Nhiêu	id=g:1570836
Grotte Phong Nha	id=g:1570837
Phong Nha	id=g:1570838
Phong Ngũ (1)	id=g:1570839
Ngòi Phong Nẫm	id=g:1570840
Phong Nẫm	id=g:1570841
Phong Nẫm	id=g:1570842
Phong Nấm	id=g:1570843
Phong Mỹ (3)	id=g:1570844
Phong Mỹ (2)	id=g:1570845
Phong Mỹ (1)	id=g:1570846
Phong Mục	id=g:1570847
Phong Lộc	id=g:1570848
Phong Lệ (1)	id=g:1570849
Phong Lãnh (2)	id=g:1570850
Phong Lâm	id=g:1570851
Phong Lạc	id=g:1570852
Phong Hồ (1)	id=g:1570853
Phong Hòa	id=g:1570854
Phong Hậu (2)	id=g:1570855
Phong Hậu (1)	id=g:1570856
Phong Hậu	id=g:1570857
Phong Hậu	id=g:1570858
Phong Hà	id=g:1570859
Phông Giêp	id=g:1570860
Phong Ðước	id=g:1570861
Phong Dụ	id=g:1570862
Phong Ðiền	id=g:1570863
Phong Ðiền	id=g:1570864
Phong Côt	id=g:1570865
Phong Cồc	id=g:1570866
Phong Cao (1)	id=g:1570867
Phong Bái	id=g:1570868
Phong Bái	id=g:1570869
Phong An (2)	id=g:1570870
Phong An	id=g:1570871
Cao Phong	id=g:1570872
Phố Nam Thượng Hạ	id=g:1570873
Phò Muồng	id=g:1570874
Pho Mới	id=g:1570875
Phom Dau Tuk	id=g:1570876
Phô Mấn	id=g:1570877
Pho Maa Lam	id=g:1570878
Phổ Lý	id=g:1570879
Phố Lu	id=g:1570880
Pho Long	id=g:1570881
Pho Lang Bah	id=g:1570882
Pho La Ha	id=g:1570883
Pho Ka Tiouk	id=g:1570884
Pho Kabou	id=g:1570885
Ðak Phoi	id=g:1570886
Phó Hương	id=g:1570887
Pho Hou Hou	id=g:1570888
Phó Hóp	id=g:1570889
Phó Hội	id=g:1570890
Pho Gnan	id=g:1570891
Phố Ðồng (2)	id=g:1570892
Phố Ðồng	id=g:1570893
Pho Ðon	id=g:1570894
Phò Déo	id=g:1570895
Pho Da Ouork	id=g:1570896
Kinh Phó Cửu	id=g:1570897
Sông Phố Cũ	id=g:1570898
Phố Cũ	id=g:1570899
Phố Cò	id=g:1570900
Phố Châu	id=g:1570901
Kinh Phò Chất	id=g:1570902
Phố Chang	id=g:1570903
Pho Chà	id=g:1570904
Phô Cẩm	id=g:1570905
Phố Bến Sung	id=g:1570906
Pho Bang	id=g:1570907
Pho Ballay	id=g:1570908
Phố Ba Chè	id=g:1570909
Phổ An (2)	id=g:1570910
Hội Pho	id=g:1570911
Phnom Tiem Pring (2)	id=g:1570912
Phi To (2)	id=g:1570913
Phi Tô (1)	id=g:1570914
Phi Thùa	id=g:1570915
Phi Sua	id=g:1570916
Phi Sroïn	id=g:1570917
Phi Phung	id=g:1570918
Phi Phoung	id=g:1570919
Phi Ong	id=g:1570920
Phin Pao	id=g:1570921
Phìn Ngan	id=g:1570922
Phin May	id=g:1570923
Phin Hò	id=g:1570924
Phìn Hồ	id=g:1570925
Phin Hô	id=g:1570926
Phinh Kouei	id=g:1570927
Phinh Hồ	id=g:1570928
Phing Hoang	id=g:1570929
Phing Chay	id=g:1570930
Phi Mô	id=g:1570931
Houei Phi Ma	id=g:1570932
Phi Lọc	id=g:1570933
Phi Liệt	id=g:1570934
Phi Liệt	id=g:1570935
Phi Liêng	id=g:1570936
Phi Lễ	id=g:1570937
Phì Già	id=g:1570938
Núi Phiêu Sơn	id=g:1570939
Phiến Thôn	id=g:1570940
Phien Lien	id=g:1570941
Phien Lang	id=g:1570942
Phiên Lai	id=g:1570943
Phien Kouen	id=g:1570944
Phiêng Tòn	id=g:1570945
Phiêng Tăng	id=g:1570946
Phiêng Quyết Thắng	id=g:1570947
Phieng Quang	id=g:1570948
Phiêng Quan	id=g:1570949
Phiêng Quái	id=g:1570950
Phiêng Phuc	id=g:1570951
Phiêng Phin	id=g:1570952
Phiềng Phía	id=g:1570953
Phieng Phat	id=g:1570954
Phiêng Phát	id=g:1570955
Phiêng Pê	id=g:1570956
Phiêng Nua	id=g:1570957
Phiêng Ngùa	id=g:1570958
Phiêng Nát	id=g:1570959
Phieng Mút	id=g:1570960
Phiêng Mụ	id=g:1570961
Phiêng Mo	id=g:1570962
Phu Phieng Mit	id=g:1570963
Phiêng Mân	id=g:1570964
Phiêng Lâu (1)	id=g:1570965
Phiêng Lập	id=g:1570966
Phiêng Lanh	id=g:1570967
Phieng Kuan	id=g:1570968
Phiêng Khá	id=g:1570969
Phieng Kanh	id=g:1570970
Phiêng Hay	id=g:1570971
Phiêng Ðài	id=g:1570972
Phieng Cun	id=g:1570973
Phiêng Con Xác Lao	id=g:1570974
Phiêng Chiềng Lề	id=g:1570975
Phiêng Cang (1)	id=g:1570976
Phiêng Cại	id=g:1570977
Phiêng Bàu	id=g:1570978
Phiêng Ban	id=g:1570979
Phu Phiêng	id=g:1570980
Phiên Dư	id=g:1570981
Phien Dien	id=g:1570982
Phiên Cha	id=g:1570983
Huôi Phiến	id=g:1570984
Phiêm Ban	id=g:1570985
Phi Dung	id=g:1570986
Phi Ðơn	id=g:1570987
Phi Ði Ya	id=g:1570988
Phi Ði Bot	id=g:1570989
Phi Dang	id=g:1570990
Phia Trì	id=g:1570991
Phia Tắp	id=g:1570992
Phiang Ta Man	id=g:1570993
Phiang Louong	id=g:1570994
Phiang Kou	id=g:1570995
Phiang Ban	id=g:1570996
Phia Ma	id=g:1570997
Phia Ma	id=g:1570998
Phia Khuân	id=g:1570999
Phia Khao (2)	id=g:1571000
Phia Khao	id=g:1571001
Phia Hoảng	id=g:1571002
Phia Hien	id=g:1571003
Phia Deng	id=g:1571004
Phia Ðeng	id=g:1571005
Phia Ðén	id=g:1571006
Phia Dán	id=g:1571007
Phia Cum	id=g:1571008
Phia Chin	id=g:1571009
Phia Chiều	id=g:1571010
Nam Phi	id=g:1571011
Suối Pheo	id=g:1571012
Rào Pheo	id=g:1571013
Khe Phèn	id=g:1571014
Phê Loun	id=g:1571015
Nam Phe	id=g:1571016
Phay Cau	id=g:1571017
Phu Pha Vi	id=g:1571018
Phu Pha Vi	id=g:1571019
Phu Pha Vat	id=g:1571020
Phu Pha Văn	id=g:1571021
Phu Pha Ủ	id=g:1571022
Nằm Pha Ủ	id=g:1571023
Phật Tích	id=g:1571024
Phất Não	id=g:1571025
Phất Lộc	id=g:1571026
Phật Lộc	id=g:1571027
Phu Pha Thong	id=g:1571028
Phát Diệm	id=g:1571029
Phát Chi	id=g:1571030
Ngòi Phat	id=g:1571031
Ðộng Phất	id=g:1571032
Phu Pha Song	id=g:1571033
Phu Pha Sang	id=g:1571034
Phu Pha Sa	id=g:1571035
Ngok Pha Ria	id=g:1571036
Pháp Kệ	id=g:1571037
Phu Pha Phái	id=g:1571038
Pháp Cổ	id=g:1571039
Pháp Chế	id=g:1571040
Pháo Vạn	id=g:1571041
Phu Pha Oung	id=g:1571042
Phao Thanh	id=g:1571043
Núi Phao	id=g:1571044
Phan Xi Chắo	id=g:1571045
Phan Xá (2)	id=g:1571046
Phan Xá	id=g:1571047
Phan Xa	id=g:1571048
Phân Vinh	id=g:1571049
Núi Pha Nuôi	id=g:1571050
Phần Trì (1)	id=g:1571051
Phan Ti Tchai	id=g:1571052
Phán Thủy	id=g:1571053
Phân Thôn	id=g:1571054
Phan Thon	id=g:1571055
Phan Thôn	id=g:1571056
Vịnh Phan Thiết	id=g:1571057
Phan Thiết	id=g:1571058
Phần Thất (1)	id=g:1571059
Phấn Sức	id=g:1571060
Phan Sui Lin	id=g:1571061
Phấn Sơn	id=g:1571062
Phần Sa	id=g:1571063
Vũng Phan Rí	id=g:1571064
Phan Rí	id=g:1571065
Vũng Phan Rang	id=g:1571066
Phan Rang-Tháp Chàm	id=g:1571067
Phan Noc	id=g:1571068
Phan Ngam	id=g:1571069
Phấn Mễ	id=g:1571070
Phan Lý	id=g:1571071
Phần Lương	id=g:1571072
Phan Long	id=g:1571073
Phan Lông	id=g:1571074
Phấn Lôi	id=g:1571075
Phan Lân	id=g:1571076
Phan Kơng Su	id=g:1571077
Nam Pha Niếc	id=g:1571078
Phu Pha Nha	id=g:1571079
Phang Xá	id=g:1571080
Phu Phang U Quen	id=g:1571081
Pha Ngữ	id=g:1571082
Phu Phang Ngài	id=g:1571083
Phang Nga	id=g:1571084
Phu Phang	id=g:1571085
Nam Phang	id=g:1571086
Cao Phang	id=g:1571087
Phan Dung	id=g:1571088
Huôi Phá Nach	id=g:1571089
Sông Phan	id=g:1571090
Núi Phận	id=g:1571091
Nam Phán	id=g:1571092
Khao Phan	id=g:1571093
Dak Phan	id=g:1571094
Phạm Xá	id=g:1571095
Phạm Lãnh	id=g:1571096
Phạm Lâm	id=g:1571097
Pointe Phami	id=g:1571098
Pha Long	id=g:1571099
Phu Pha Lom	id=g:1571100
Houei Pha Lom	id=g:1571101
Phu Pha Len	id=g:1571102
Phu Pha Len	id=g:1571103
Pha Len	id=g:1571104
Phả Lễ	id=g:1571105
Phá Lang	id=g:1571106
Phá Lan	id=g:1571107
Pha Lạn	id=g:1571108
Phu Phá Lai	id=g:1571109
Phả Lại	id=g:1571110
Phả Lại	id=g:1571111
Phá Lài	id=g:1571112
Ngok Pha Kung Tial	id=g:1571113
Huôi Pha Khong	id=g:1571114
Pha Kanh	id=g:1571115
Phái Tây (3)	id=g:1571116
Phu Phai Tao	id=g:1571117
Phai Piong	id=g:1571118
Phai Pán	id=g:1571119
Phái Lang	id=g:1571120
Phái Khôn	id=g:1571121
Phai Ha	id=g:1571122
Phai Chang	id=g:1571123
Phái Bầy	id=g:1571124
Khău Phai	id=g:1571125
Pha Dat	id=g:1571126
Phu Pha Dan	id=g:1571127
Phu Pha Cu	id=g:1571128
Phác Thôn	id=g:1571129
Phac So	id=g:1571130
Phác Môn	id=g:1571131
Phu Phac Mo	id=g:1571132
Phác Hòa	id=g:1571133
Phu Phà Cao	id=g:1571134
Phu Pha Bun	id=g:1571135
Pha Binh	id=g:1571136
Sông Pha	id=g:1571137
Nằm Pha	id=g:1571138
Khao Pha	id=g:1571139
Khao Pha	id=g:1571140
Khao Pha	id=g:1571141
Khao Pha	id=g:1571142
Chư Phă	id=g:1571143
Ðồn Ðiền Peysson	id=g:1571144
Ngok Pe Xar	id=g:1571145
Peu Ma Hồ	id=g:1571146
Peu Hô	id=g:1571147
Ia Pett	id=g:1571148
Pe Touang (2)	id=g:1571149
Petit Mirador	id=g:1571150
Petite Catwick	id=g:1571151
Petai Pac	id=g:1571152
Ðak Pet	id=g:1571153
Pé Ré Khóno	id=g:1571154
Ðang Péo	id=g:1571155
Pen Po	id=g:1571156
Penn Po	id=g:1571157
Pên Ngai Chai	id=g:1571158
Ngok Hoye	id=g:1571159
Nam Pen Ho	id=g:1571160
Ngok Peng Tauk	id=g:1571161
Peng Sial Tonôt (2)	id=g:1571162
Peng Sial Peng	id=g:1571163
Peng Sial Dok (1)	id=g:1571164
Peng Prong Pơlei Kao (2)	id=g:1571165
Peng Plon	id=g:1571166
Ngok Peng Pek	id=g:1571167
Ngok Peng Krang	id=g:1571168
Ngok Peng Dieng	id=g:1571169
Ngok Peng Dia	id=g:1571170
Ngok Peng Bum	id=g:1571171
Ngok Peng Buk	id=g:1571172
Pè Ngai Tso	id=g:1571173
Pe Ngai	id=g:1571174
Ia Peng	id=g:1571175
Da Penang	id=g:1571176
Phu Pen	id=g:1571177
Kinh Pellé	id=g:1571178
Pé Ker	id=g:1571179
Dak Pek	id=g:1571180
Núi Pé Hen	id=g:1571181
Da Pêh	id=g:1571182
Kong Pedaa	id=g:1571183
Phu Peck	id=g:1571184
Roche des Pêcheurs	id=g:1571185
Îles des Pêcheurs	id=g:1571186
Ia Pèch	id=g:1571187
Pa Yon	id=g:1571188
Pay Kin	id=g:1571189
Pa Xa	id=g:1571190
Pa Vùi Sủ	id=g:1571191
Pá Vinh	id=g:1571192
Pa Tsưa	id=g:1571193
Pa Tsiou Ping	id=g:1571194
Chư Pa To	id=g:1571195
Pa Tien	id=g:1571196
Pa Tiang	id=g:1571197
Pa Ti	id=g:1571198
Pa Ti	id=g:1571199
Dông Pa Thiên	id=g:1571200
Pat Gol Lớn	id=g:1571201
Pa Téou	id=g:1571202
Pa Tcho Pin	id=g:1571203
Pa Tchia	id=g:1571204
Pa Tcheo Pin	id=g:1571205
Pa Tché	id=g:1571206
Pa Tập	id=g:1571207
Pả Tan	id=g:1571208
Phu Pát	id=g:1571209
Nằm Pát	id=g:1571210
Nam Pat	id=g:1571211
Nam Pat	id=g:1571212
Khe Pat	id=g:1571213
Pa Siéou	id=g:1571214
Pa Sha	id=g:1571215
Pa Seu Lung	id=g:1571216
Pá Sãn	id=g:1571217
Ðèo Pa Sa	id=g:1571218
Ðèo Partisans	id=g:1571219
Col des Partisans	id=g:1571220
Île Parseval	id=g:1571221
Núi Parniane	id=g:1571222
Parglo	id=g:1571223
Núi Paran	id=g:1571224
Núi Paran	id=g:1571225
Pá Ràn	id=g:1571226
Banc de Pâques	id=g:1571227
Pa Quan	id=g:1571228
Pa Pou	id=g:1571229
Pá Po	id=g:1571230
Dak Pap Mam	id=g:1571231
O Bâphlŏâm	id=g:1571232
Pa Phon	id=g:1571233
Phu Pa Phin	id=g:1571234
Pa Pei	id=g:1571235
Pa Pé	id=g:1571236
Pa Pé	id=g:1571237
Phu Pa Paou	id=g:1571238
Pà Páo	id=g:1571239
Pa Pan	id=g:1571240
Paou So	id=g:1571241
Núi Pa Ou	id=g:1571242
Páo Ngàm	id=g:1571243
Pao Lao	id=g:1571244
Pắo Cap	id=g:1571245
Phu Pao	id=g:1571246
Phu Pao	id=g:1571247
Nam Pao	id=g:1571248
Nậm Pao	id=g:1571249
Nam Pao	id=g:1571250
Khao Pao	id=g:1571251
Khao Pao	id=g:1571252
Pan Xa	id=g:1571253
Pan Tsin	id=g:1571254
Pan Tsin	id=g:1571255
Ðak Panton	id=g:1571256
Pan Ting Et	id=g:1571257
M”neun Pantar	id=g:1571258
Pantar	id=g:1571259
Pantar	id=g:1571260
Pan Sen	id=g:1571261
Pan Sa	id=g:1571262
Pản Pô	id=g:1571263
Pán Pò	id=g:1571264
Pan Pho (2)	id=g:1571265
Pan Pho (1)	id=g:1571266
Pan Phó Tchay	id=g:1571267
Pan Pho Piao Bong	id=g:1571268
Pán Pho Ko Kai	id=g:1571269
Pan Pho	id=g:1571270
Pan Pho	id=g:1571271
Chư Pan Phan	id=g:1571272
Ngok Pa Not	id=g:1571273
B”nöm Pan Lon	id=g:1571274
B”nom Pan Lon	id=g:1571275
Pan Linh	id=g:1571276
Pan Linh	id=g:1571277
Pan Kéo	id=g:1571278
Mont Panian	id=g:1571279
Pan Hop	id=g:1571280
Pa Nhie	id=g:1571281
Pang Xim	id=g:1571282
Pang Ting Ðơng	id=g:1571283
Pang Tang	id=g:1571284
Nam Pang Pói	id=g:1571285
Pang Phey Dan	id=g:1571286
Chư Pangon	id=g:1571287
Pang Mi	id=g:1571288
B”nöm Pang Ko	id=g:1571289
B”nöm Pang Hya	id=g:1571290
Pang Giong	id=g:1571291
Pang Deung	id=g:1571292
Pang Ba	id=g:1571293
Phu Pang	id=g:1571294
Nam Pang	id=g:1571295
Dak Pang	id=g:1571296
Chư Pang	id=g:1571297
Pandioum	id=g:1571298
Pan Chan	id=g:1571299
Pan Ca	id=g:1571300
Pan Ber	id=g:1571301
Pa Nat	id=g:1571302
Pa Nai	id=g:1571303
Nằm Pán	id=g:1571304
Nằm Pan	id=g:1571305
Nam Pan	id=g:1571306
Khao Pan	id=g:1571307
Khao Pan	id=g:1571308
Bù Pan	id=g:1571309
Pá Mùng	id=g:1571310
Pá Mu	id=g:1571311
M”neun Pamplou	id=g:1571312
Pampé Nơm	id=g:1571313
Pampé Da R”ging	id=g:1571314
Pa Mou	id=g:1571315
Pa Mi	id=g:1571316
Pá Men	id=g:1571317
Pa Mao Ping	id=g:1571318
Nam Pa Má	id=g:1571319
Pa Ma	id=g:1571320
Pa Ma	id=g:1571321
Pa Ma	id=g:1571322
Phu Pa Lồng	id=g:1571323
Pa Lo Dau	id=g:1571324
Pa Lo	id=g:1571325
Pa Ling (3)	id=g:1571326
Pa Ling (2)	id=g:1571327
Sé Pa Ling	id=g:1571328
Núi Pa Lep	id=g:1571329
Pa Leng	id=g:1571330
Khao Pa Lên	id=g:1571331
Pa Larr	id=g:1571332
Pa Lao	id=g:1571333
Pa Lao	id=g:1571334
Pa Lao	id=g:1571335
Pa Lẳn (2)	id=g:1571336
Pa Lẳn (1)	id=g:1571337
Pa La	id=g:1571338
Ia Pal	id=g:1571339
Ea Păl	id=g:1571340
Ea Pal	id=g:1571341
Da Pal	id=g:1571342
Pak Son Kong Pai	id=g:1571343
Youk Pakso	id=g:1571344
Phou Pa Kó	id=g:1571345
Pa Kiep	id=g:1571346
Phu Pa Khôm	id=g:1571347
Pak Hom	id=g:1571348
Pakhôm	id=g:1571349
Pa Khom	id=g:1571350
Pa Khao	id=g:1571351
Pak Ha Mun	id=g:1571352
Pa Kham	id=g:1571353
Pa Kha	id=g:1571354
Pa Khà	id=g:1571355
Pa Ke	id=g:1571356
Pak Bo	id=g:1571357
Pa Kâng	id=g:1571358
Pakan	id=g:1571359
Pa Ka	id=g:1571360
Île de la Paix	id=g:1571361
Pai Tiou La Ma	id=g:1571362
Ðak Pair	id=g:1571363
Ðèo Pai Chim Ai	id=g:1571364
Phu Pà Houei Lắng	id=g:1571365
Pa Hoc	id=g:1571366
Pa Hiem (1)	id=g:1571367
Pa Hàm	id=g:1571368
Pa Ha	id=g:1571369
Pointe de la Pagode	id=g:1571370
Pointe Pagode	id=g:1571371
Pa Gai	id=g:1571372
Tam Paét	id=g:1571373
Pa Ét	id=g:1571374
Pa Du (2)	id=g:1571375
Pa Du (1)	id=g:1571376
Pá Dưng	id=g:1571377
Pá Dôn	id=g:1571378
Baie de Padaran	id=g:1571379
Padan	id=g:1571380
Pac Ye	id=g:1571381
Pac Ya	id=g:1571382
Sông Pac Xum	id=g:1571383
Pac Xóm	id=g:1571384
Pac Xin	id=g:1571385
Pấc Vuồng	id=g:1571386
Pac Van	id=g:1571387
Pác Vá	id=g:1571388
Phu Pa Cú	id=g:1571389
Pac Tou	id=g:1571390
Pac Thuôt	id=g:1571391
Pàc Thọ	id=g:1571392
Pác Than	id=g:1571393
Núi Pac Tam	id=g:1571394
Pac Tac	id=g:1571395
Pac Tà	id=g:1571396
Pắc Ta	id=g:1571397
Pac Soa	id=g:1571398
Pac Sliec	id=g:1571399
