Tītīn Darah	id=g:1474234
Kōh-e Kaj Ghōlak	id=g:1477502
Shaylah-ye Sāqbur	id=g:1477503
Kōh-e Khushk	id=g:1477504
Chowzārē Band	id=g:1477505
Chowzārē Māndêh	id=g:1477506
Jar-e Rāh-e Ramah	id=g:1477507
Jar-e Tākak	id=g:1477508
Mīān Kōh	id=g:1477509
Sīāh Kōh	id=g:1477510
Anārakē Pus̲h̲tah	id=g:1477511
Kāfar Kōh	id=g:1477512
Shêrghōtānē Ghar	id=g:1477524
Sangān	id=g:1477580
Mohmand	id=g:1477702
Qal‘ah-ye Rashīd Kalā	id=g:1477740
Z̧arīf Kêlay	id=g:1477741
Faqīr	id=g:1477745
‘Omarzaī	id=g:1477754
‘Alī Moḩammad Kêlay	id=g:1477756
Chingaī	id=g:1477762
Chingaī	id=g:1477763
Mandōzaī	id=g:1477764
Qal‘ah-ye Burj-e Sangī	id=g:1477766
Zhēṟah Tapah	id=g:1477767
Kandīl	id=g:1477772
Khūlgaī	id=g:1477819
Kārēzgaī	id=g:1477820
Khundakaī	id=g:1477821
Shinkalūn Ghar	id=g:1477822
Shamāwūn Ghar	id=g:1477823
Shamāwūn	id=g:1477824
‘Omar Khēl	id=g:1477825
Mīr Ḩamzah Kêlay	id=g:1477826
Līkak	id=g:1477827
Kūṟêy Ghar	id=g:1477828
Malghat Band	id=g:1477829
Chīnah	id=g:1477830
Wêch Kêlay	id=g:1477831
Lakaṟaī Ghar	id=g:1477833
Tōr Shēlah	id=g:1477834
Dê Lēwanī Ghar	id=g:1477835
Karamō Ghar	id=g:1477836
Dê Sīn Ghar	id=g:1477837
Dê Sāwut Ghar	id=g:1477838
Sāwut Khēl	id=g:1477839
Sūrkaī Zhawarah	id=g:1477840
Sūrkaī Tangaī	id=g:1477841
Dê Maṯē Ghar	id=g:1477842
Dê Sūrkaī Tangaī Ghar	id=g:1477843
Rōzêk	id=g:1477844
Srah Mandzah Ghrūnah	id=g:1477845
Sêway	id=g:1477846
Chowgay	id=g:1477847
Spandān	id=g:1477848
Dê Wêchē Marghē Nāwah	id=g:1477849
Dê Ākhūnd Gêrdah	id=g:1477867
Qal‘ah-ye Sa‘dullāh	id=g:1477868
Tōrkat	id=g:1477869
Isī Khēl	id=g:1477870
Mānjar Khēl	id=g:1477871
‘Omarzaī	id=g:1477872
Dê Tsakêy Ghar	id=g:1477873
Dê Nêwī Band Ghar	id=g:1477874
Naşrullāh Khēl	id=g:1477876
‘Alam ud Dīn Mēnah	id=g:1477877
Pūtaī	id=g:1477892
Tapah-ye Kōh-e Jezhah	id=g:1477893
Khalīlaī	id=g:1477894
Kārēz	id=g:1477895
Jangī Kêlay	id=g:1477896
Têrkhah Rūd	id=g:1477908
Khān Kalā	id=g:1477909
Dargaī	id=g:1477910
Dargaī Chīnah	id=g:1477911
Lwaṟgaī Rūd	id=g:1477912
Zīrak Kārēz	id=g:1477913
Zīrak Rūd	id=g:1477914
Naz̧ar Moḩammad Ghat	id=g:1477915
Gharbī Kālīzaī	id=g:1477916
Ghaṯ	id=g:1477918
Zīārat-e Faqīr Na‘m ud Dīn	id=g:1477922
Shēr Jān Tsāh	id=g:1477926
Batay Tsāh	id=g:1477927
Aslam Tsāh	id=g:1477930
Mandzakaī Ghar	id=g:1477931
Pīrānē Tsāhgānē	id=g:1477933
Kaz̲h̲akaī Tsāh	id=g:1477945
Pratêy Tsāh	id=g:1477951
Moṟêy Tsāh	id=g:1477954
Spīnkaī	id=g:1477955
Spīnkêy Darah	id=g:1477956
Spīnkêy Ḏagar	id=g:1477957
Spīnkêy Tsāh	id=g:1477958
Adērē Māndêh	id=g:1478013
Kārēzgaī	id=g:1478014
Sarkêṟē Māndêh	id=g:1478015
Pilan Tsāh	id=g:1478016
Lwaṟgaī Chīnah	id=g:1478017
Lwaṟgaī Chīnah	id=g:1478018
Cheshmah-ye Nābarhū	id=g:1478019
Nahār Das̲h̲t	id=g:1478020
Ādam Tsāh	id=g:1478021
Spīrêh Ghar	id=g:1478022
Ismā‘īl Ghar	id=g:1478025
Ghūz̲h̲êy Tsāh	id=g:1478026
Zīārat-e Ismā‘īl Khāk	id=g:1478027
Zuhrah Malik Māndêh	id=g:1478034
‘Ālim Chīnah	id=g:1478038
Cheshmah-ye Zuhrah Malek	id=g:1478041
Nohmand	id=g:1478042
Cheshmah-ye Nohmand	id=g:1478044
Bāshah	id=g:1478045
Lwaṟ Naraī	id=g:1478046
Saīfō Chīnah	id=g:1478047
Mushkaṉêy Ghar	id=g:1478064
Algaḏ	id=g:1478065
Kōkaṟī	id=g:1478066
Bārī Ghar	id=g:1478067
Dê Shīn Shōbay Ghar	id=g:1478068
Dê Sūr Tangaī Ghar	id=g:1478069
Lahṟêy Tsāh	id=g:1478070
Lahṟêy Dagar	id=g:1478071
Zāwêy Ḏagar	id=g:1478072
Shāhgêy Māndêh	id=g:1478073
Shāhgêy Das̲h̲tah	id=g:1478074
Shīn Chīnah	id=g:1478075
Sūr Gul Manţaqah	id=g:1478086
Sūr Gul Chīnah	id=g:1478087
Sūr Gul Ghar	id=g:1478088
Shahīdānō Māndêh	id=g:1478089
Ghbargêy Māndêh	id=g:1478090
Lwaṟ Naraī	id=g:1478091
Ḩabīb Chīnah	id=g:1478092
Ḩaẕrat Tsakay	id=g:1478093
Srah Ghaṯah	id=g:1478094
Gūnī Band	id=g:1478097
Shênglānē Ghar	id=g:1478102
Katsē Band	id=g:1478105
Sūrkaī Ghaṯah	id=g:1478116
Kūṟêy Ghar	id=g:1478117
Mullā Moḩammad A‘z̧am Zīārat	id=g:1478118
Tōr Nīkêh Zīārat	id=g:1478119
Pēwur Khūlah Jar	id=g:1478120
Kōkachêy	id=g:1478121
Ādam Kandah	id=g:1478122
Khuram Ghar	id=g:1478123
Purs̲h̲êy	id=g:1478124
Lmarkhēzī	id=g:1478128
Barghūlaī Ghar	id=g:1478132
Tangaī	id=g:1478134
Prēkêṟī Ghar	id=g:1478135
Shīnkaī Kats Ghar	id=g:1478136
Tangaī	id=g:1478139
Ūrghūmikāl Ghar	id=g:1478141
Ḩājjī Bowyen	id=g:1478145
Pūs̲h̲ Sar Ghar	id=g:1478147
Khuṯ Kandaī Ghar	id=g:1478160
Şāhib Ghar	id=g:1478168
Srē Khūlē Ghrūnah	id=g:1478170
Spīrêh Pitāw Ghar	id=g:1478171
Sandzêlē Chowgaī	id=g:1478172
Moḩammad Jān Chowgay	id=g:1478173
Tī Chīnah	id=g:1478174
Shā‘êr Shāh Ghar	id=g:1478175
Tsarī Tsāh	id=g:1478207
Ṯūṯ Chīnah	id=g:1478208
Dangar Chīnah Tarkhah	id=g:1478209
Ādam Tsāh	id=g:1478210
Shahīdānō Kārēz	id=g:1478215
Senzar Nīkêh Zīārat	id=g:1478216
Ḩusaīnkaī Tsāh	id=g:1478219
Shnakhdzgêy Tsāh	id=g:1478221
Daymagūr	id=g:1478245
Sūrkaī Ghar	id=g:1478248
Ghunḏêy Islām Chāh	id=g:1478251
Bābur Ghar	id=g:1478257
Dasht-e Islām Chāh-e Shamāl	id=g:1478272
Islām Chāh	id=g:1478330
Darwāzē Tangaī	id=g:1478331
Zhowbay Ghar	id=g:1478332
Kyākhtū Māndêh	id=g:1478339
Spīnkêy Tsāh	id=g:1478342
Sūzkaī Tangaī	id=g:1478360
Kūchnêy Mālkanḏêy Ghar	id=g:1478455
Dê ‘Alá Jirgē Ḏagar	id=g:1478456
‘Alá Jirgah	id=g:1478457
‘Alá Jirgah Kêlay	id=g:1478458
Tōr Kats Māndêh	id=g:1478459
Tōrwakay Māndêh	id=g:1478461
Sarkārī Kārēz	id=g:1478463
Pastah Owbah	id=g:1478464
Fayfōl	id=g:1478468
Lēwanaī Kārēz	id=g:1478472
Rodnik Khutkandaychina	id=g:1478486
Ghbargē Chīnah	id=g:1478487
Dê Sōhay Wozhah Ghar	id=g:1478492
Ghbargē Māndêh	id=g:1478493
Push Māndêh	id=g:1478499
Dê Push Pitāw Ghar	id=g:1478500
Gardghunay Ghar	id=g:1478513
Rodnik Sargasechina	id=g:1478514
Mēlah Gāh Chīnah	id=g:1478515
Tāndē Māndêh	id=g:1478516
Sêladwārah Ghar	id=g:1478524
Sêladwārah Māndêh	id=g:1478525
Sêladwārah	id=g:1478526
Sêrkay Tsāh	id=g:1478527
Sōray Ghar	id=g:1478528
Terkhah Māndah	id=g:1478529
Jum‘ah Gul Chīnah	id=g:1478530
Pushêy Chīnah	id=g:1478531
Tōr Kats Chīnah	id=g:1478532
Kuchnay Mālkandī Ghar	id=g:1478593
Indzêr Chīnah	id=g:1478595
Chowgay	id=g:1478597
Lōy Chūrah	id=g:1478598
Spīnkaī Kêlay	id=g:1478599
Wuchkêy Tsāh	id=g:1478600
Shinay	id=g:1478601
Shinay Māndêh	id=g:1478602
Murghakaī	id=g:1478603
‘Aţā Muḩammad Tangaī	id=g:1478604
Lōghay Māndêh	id=g:1478605
Gêrdī Daryā	id=g:1478606
Lōghay Kārēz	id=g:1478617
Wêch Ōbē Māndêh	id=g:1478618
Logaymandekh	id=g:1478619
‘Aţā Muḩammad Tangaī	id=g:1478673
Wêch Māndêh	id=g:1478674
Mēlah Gāh Chīnah	id=g:1478675
Laklum Māndêh	id=g:1478677
Mullā Fēruzaī Chīnak	id=g:1479242
Dê Muḩammad ‘Alī Sarāy	id=g:1479264
Chahārşad Khānah	id=g:1479360
Tōkarak Shaylah	id=g:1479375
Zarḏatu Shēlah	id=g:1479376
Shēlah-ye Petāw	id=g:1479377
Nāveh-ye Taṟkichah	id=g:1479378
Maktab-e Dehātī	id=g:1479379
Shaylah-ye Muḩammadābād	id=g:1479381
Darah-ye Khiẕir	id=g:1479392
Dahān-e Dū Āb	id=g:1479394
Kāfar Kūh	id=g:1479399
Mayḏān	id=g:1479402
Zambūray Māndêh	id=g:1479408
Chaghārīk Māndêh	id=g:1479409
Bāzgīr Māndêh	id=g:1479411
Urochishche Aliabad	id=g:1479422
Kachakum	id=g:1479423
Kachakum	id=g:1479424
Urochishche Chakhardara	id=g:1479425
Aryk Khazara-Tugay	id=g:1479426
Urochishche Khazaratiksar	id=g:1479427
Kaymah Guz̄ar	id=g:1479428
Pattakesar	id=g:1479429
Pogranichnyy Post Dzhangaly	id=g:1479430
Urochishche Khayrotan	id=g:1479431
Bālā Ḩişār	id=g:1479432
Tashguzar	id=g:1479433
Mullā Naz̧ar	id=g:1479453
Ẕiyā Jān	id=g:1479455
Posht-e Cheshmeh	id=g:1479462
Shaftālak	id=g:1479463
Rasanah	id=g:1479476
Şūfī	id=g:1479478
Shōr Tepah	id=g:1479479
Kāfir Tepah	id=g:1479481
Band	id=g:1479494
Gilaq	id=g:1479496
Tandutiz	id=g:1479497
Lālah Maīdān	id=g:1479498
Saybak	id=g:1479499
Garmīn	id=g:1479500
Zōr Gar	id=g:1479501
Arzī	id=g:1479503
Marmul	id=g:1479504
Mūshak Tapah	id=g:1479506
Āsīā-ye Jangal	id=g:1479507
‘Aţā Muḩammad Khān	id=g:1479509
Ḩājī Pīādah Bābā	id=g:1479510
Alaman Tapah	id=g:1479512
Chamand-e Yut	id=g:1479513
Manşowr Tapah	id=g:1479514
Maīdān-e Hawā’ī	id=g:1479515
Robāţ Sīāhgīr	id=g:1479517
Shōr	id=g:1479519
Shāh Taymōr	id=g:1479521
Kowl Ravānkul	id=g:1479623
Rīg Ravānkul	id=g:1479626
Tahānah-ye Qazāq Guz̄ar	id=g:1479628
Kazakguzar	id=g:1479629
Āwdān Sāy	id=g:1479642
Gumbaz̄	id=g:1479643
Khadzhkha	id=g:1479646
Kandjugay Tappeh	id=g:1479648
Kurgan Tappeh	id=g:1479649
Khazara	id=g:1479650
Ozbak	id=g:1479651
Ḩalqeh Kowl	id=g:1479652
Zastava Buttakashan	id=g:1479653
Tahānah-ye Yakah Tūt	id=g:1479654
Maḩal-e Shāh Maḩmūd	id=g:1479655
Kōl-e Māhī Kōl	id=g:1479656
Karaul	id=g:1479657
Kalacha	id=g:1479658
Jazīrah-ye Patah Manzil	id=g:1479659
Tahānah-ye Qarāwul	id=g:1479661
Toblaki	id=g:1479768
Darreh-ye Kakṟi	id=g:1479871
Darah-ye Baṉaṉbahgal	id=g:1480054
Jalgah	id=g:1480223
Gīruh	id=g:1480404
Karuh	id=g:1480405
Kāsh	id=g:1480406
Mangōz Khūlah	id=g:1480407
Khōlbar	id=g:1480408
Adkhānah	id=g:1480409
Barghōlay	id=g:1480410
Angūr Aḏah	id=g:1480413
Pīādah Rāh Shaylah	id=g:1480414
Darūshak Ghar	id=g:1480415
Faqīr Bābā Zīārat	id=g:1480416
Ikīr	id=g:1480417
Bārīkī Ghar	id=g:1480418
Lōy Kuchurghān Shaylah	id=g:1480419
Tulkōn Ghar	id=g:1480420
Ispīn Khāk	id=g:1480421
Ālah	id=g:1480422
Bāylōgh	id=g:1480423
Ḩājī Mullā Rashīd Zīārat	id=g:1480426
Dê Sandzêlay Ghar	id=g:1480427
Gōrnang Darah	id=g:1480428
Darū	id=g:1480429
Dê Eghzō Kêlay	id=g:1480430
Dê Eghzō Māndêh	id=g:1480431
Dê Agarī Māndêh	id=g:1480432
Dê Khalīl Pītāw Ghaṯē	id=g:1480433
Korum Shēlah	id=g:1480434
Gory Turazigar	id=g:1480435
Tūrah Zīrah Ghar	id=g:1480436
Iskhêr	id=g:1480437
Kārēz	id=g:1480438
Ḏimah	id=g:1480439
Gaṟang	id=g:1480440
‘Abdullāh Kalā	id=g:1480444
Sāntōl	id=g:1480445
Khīnjagtū	id=g:1480446
Sām Tōl	id=g:1480447
Naz̧ar Khēl	id=g:1480448
Kārēztū	id=g:1480449
Tsalah	id=g:1480450
Lahāṟêy Shēlah	id=g:1480451
Aprān Māndêh	id=g:1480452
Bayān Tsêlī Shēlah	id=g:1480453
Şūp	id=g:1480454
Tōrah	id=g:1480455
Shēkhgaī Shēlah	id=g:1480456
Kêlay Shaylah	id=g:1480457
Ghunḏī Shēlah	id=g:1480458
Rōd-e Shāhāk	id=g:1480460
Ya‘qūb Rōd	id=g:1480461
Zōṟ Rōd	id=g:1480462
Najmuddīn Kārēz	id=g:1480463
Zowarkān	id=g:1480464
Kūchnêy Darwāzahgêy Māndêh	id=g:1480465
Cheshmah-ye Bābā Kêrē	id=g:1480466
Jilō Khēlō Kārēz	id=g:1480510
Srē Kārēz	id=g:1480511
Pitāw Kārēz	id=g:1480526
S‘ādat Tangaī	id=g:1480528
Dzangalī Das̲h̲tah	id=g:1480533
Pōrtah Kārēz	id=g:1480546
Tōrē Māndêh	id=g:1480548
Dê Sayyidō Khān Tangaī	id=g:1480549
Sadur	id=g:1480569
Khamaṯ Khēl	id=g:1480571
Awal Manā Khēl Kārēz	id=g:1480573
Lōy Muḩammad Khān Kārēz	id=g:1480574
Kamkaī Muḩammad Khān Kārēz	id=g:1480575
Zabīrgay	id=g:1480576
Gārōṟ Kārēz	id=g:1480577
Amānullāh Kārēz	id=g:1480578
Bōkō Band	id=g:1480579
Gāryō Māndêh	id=g:1480580
Zmaraī Kêlay	id=g:1480582
‘Abd ol Vahhāb Kalay	id=g:1480583
Dê Muḩammad Zamān Wastah	id=g:1480584
Kandil	id=g:1480585
Now Jōy	id=g:1480586
Shpēligh	id=g:1480587
Kuchkēl	id=g:1480588
Srē Khūlē Māndêh	id=g:1480589
Chinār Nāwah	id=g:1480590
Zarīn Kārēz	id=g:1480591
Marḏghwāṟē Māndêh	id=g:1480592
Tangaī Māndêh	id=g:1480593
Gora Garangera	id=g:1480595
Kaz̲h̲ah Gāṟah	id=g:1480596
Zāṟah Kārēz	id=g:1480597
Spīn Bolḏak	id=g:1480598
S̲h̲aran	id=g:1480599
Dabaray	id=g:1480600
Narghān	id=g:1480601
Pṟāng Shaylah	id=g:1480602
Wêchah Shaylah	id=g:1480603
Hindū Kāṉay	id=g:1480605
Waṟah	id=g:1480606
Kharkotī Ghar	id=g:1480607
Srilā	id=g:1480608
Kamkaī Zhawêr	id=g:1480609
Dād Muḩammad Kārēz	id=g:1480610
Tsowkêy	id=g:1480611
Têrwak	id=g:1480612
Mullā Muḩammad Barāt Kārēz	id=g:1480614
Sulţān Muḩammad Barāt Kārēz	id=g:1480615
Wat Kārēz	id=g:1480616
Shāh Māndah	id=g:1480617
Khwājahlāl Zīārat	id=g:1480618
Aḩmad Shāh Chīnah	id=g:1480619
Lōy Rāghah	id=g:1480620
Shēr Chīnah	id=g:1480621
Tsak	id=g:1480622
Kandah	id=g:1480623
Lakah Tiz̲h̲ah	id=g:1480624
Tsāhgêy	id=g:1480625
Lakaṟ Gaṟanday	id=g:1480626
Ākhwund Gaṟanday	id=g:1480627
Faīẕullāh Şāḩibzādah	id=g:1480628
Ādam	id=g:1480629
Shēr ‘Alī Khānah	id=g:1480630
Akhtar Muḩammad Barāt Kārēz	id=g:1480631
Shamboṯay Kārēz	id=g:1480632
Akān Zīārat	id=g:1480633
Surkh Bayd Shaylah	id=g:1480634
Burj-e Shāhzādah	id=g:1480635
Ikhtyārkhēlō Kārēz	id=g:1480636
Kalāgay Khūlah	id=g:1480637
Zard Glūnay	id=g:1480638
Tarkūsī Kārēz	id=g:1480639
Dê Khānān Qal‘ah	id=g:1480640
Aḩmad Jān Kārēz	id=g:1480641
Bibī Mārā	id=g:1480642
‘Abdulī Band	id=g:1480643
Gūḏêy Ghar	id=g:1480644
Shpēlay	id=g:1480645
Patanay	id=g:1480646
Bās̲h̲ah	id=g:1480647
Sarghēsūnay	id=g:1480648
Kōṯanay Band	id=g:1480649
Khwājaṟ Nāwah	id=g:1480650
Mārū	id=g:1480651
Gaṯah	id=g:1480652
Jūṟjūṟay	id=g:1480653
Kōtān	id=g:1480654
Khūsaīūnkay	id=g:1480655
Dê ‘Abdul Qādir Nīkêh Zīārat	id=g:1480656
Lōy Chaman	id=g:1480657
Sūraī Kāṉay	id=g:1480658
Shīnkay Chīnah	id=g:1480659
Ma‘rūfkhēlō Lār	id=g:1480660
Ma‘rūfkhēlo Lār	id=g:1480661
Drēsarāy	id=g:1480662
Krāstah Kārēz	id=g:1480663
Sharminday Kārēz	id=g:1480664
Tsabakaray Kārēz	id=g:1480665
Sharminday	id=g:1480666
Bālā Sar	id=g:1480667
Naday Rāghêh	id=g:1480668
Shādī Khān Kārēz	id=g:1480669
Ibrāhīm Kārēz	id=g:1480670
Mīrzakay Zhawêr	id=g:1480671
Balā Jāy Zawar	id=g:1480672
Ḩājī Khaṯak Kārēz	id=g:1480673
Bāruzgān Kārēz	id=g:1480674
Maktak	id=g:1480675
Dê Gārī Shēlah	id=g:1480676
Maḩmūd Khānah	id=g:1480677
‘Alamkhān Akhwundzādah	id=g:1480678
Kālō Khēl	id=g:1480679
Pāṟay	id=g:1480680
Daldār Khōray	id=g:1480681
Lōy Kārēz	id=g:1480682
Lōy Shēlah	id=g:1480686
Nīāzī Kārēz	id=g:1480687
Aḩmad Khēl	id=g:1480689
Sōnak	id=g:1480691
Lōyah Kandah	id=g:1480692
Māmā Gaṟanday	id=g:1480693
Naşr ud Dīn Gaṟanday	id=g:1480695
Pīrkam	id=g:1480699
Sūr Ghunḏêy	id=g:1480700
Shāhī Qanāt	id=g:1480703
Shīnkay Ghar	id=g:1480704
Khānah	id=g:1480705
Qanāt-e ‘Alambēg	id=g:1480706
Faqīr Pāyendah	id=g:1480707
Mullā Ikhlāş	id=g:1480708
Adinay	id=g:1480709
Barābnay Kārēz	id=g:1480710
Shaykh ‘Omar Kārēz	id=g:1480711
‘Alī Khān Kārēz	id=g:1480712
Nālah	id=g:1480837
Spīnkay Kārēz	id=g:1480838
Charkhay Kārēz	id=g:1480841
Akbar Khēl Kārēz	id=g:1480842
Chanāw Kārēz	id=g:1480843
Muḩammad Chīnah	id=g:1480844
Ramaẕān Kārēz	id=g:1480852
Khazān Kārēz	id=g:1480855
Sheykh A‘z̧am Kārēz	id=g:1480858
Lōy Shīrzādah Kārēz	id=g:1480859
Sūr Kamand Kārēz	id=g:1480861
Pāyō Āshtah	id=g:1480863
Ḩājī Pahlawān Kārēz	id=g:1480866
Barābnay Kārēz	id=g:1480868
Teryow Kārīz	id=g:1480870
Tsakī Kārēz	id=g:1480873
Tarkhah Chīnah	id=g:1480875
Lājmīr Chīnah	id=g:1480876
Dzalkhēlō Kārēz	id=g:1480879
Jangī Khān Kārēz	id=g:1480880
Kūṟam Māndêh	id=g:1480902
Shādak Chīnah	id=g:1480903
Nūr ud Dīn Chīnah	id=g:1480904
Bakhtīār Tangaī	id=g:1480910
Bakhtyār Ghar	id=g:1480912
Ambārgay Māndêh	id=g:1480913
Gul Bārān Kōr	id=g:1480914
Ambārgay Ghar	id=g:1480915
Ōbē Das̲h̲tah	id=g:1480916
Tangah Khūlah	id=g:1480917
Sorkay Wgāndē	id=g:1480918
Ghulām Sarwar Khānah	id=g:1480919
Wêch Mêṟī	id=g:1480920
Z̧abtō Khān Kōr	id=g:1480924
Nākhīl Chīnah	id=g:1480926
Ghbargē Das̲h̲tah	id=g:1480927
Dād Muḩammad Kōrūnah	id=g:1480929
Ḩājī ‘Abdul Ghanī Kōr	id=g:1480931
Dê Kākaṟ Chīnah	id=g:1480932
Isanah	id=g:1480933
Wêch Mêṟī Māndêh	id=g:1480934
Ḩājī Rāz Muḩammad Kōr	id=g:1480935
Laṯ Das̲h̲tah	id=g:1480936
Kandahār Tsāh	id=g:1480937
Chatray Das̲h̲tah	id=g:1480938
Kachkōl Das̲h̲tah	id=g:1480939
Mārtsā Zhawêr	id=g:1480940
Zêz̲h̲êh Tsāh	id=g:1480941
Zarbakhtē Tsāh	id=g:1480942
Zarbakhtē Māndêh	id=g:1480944
Shāh Zamān Māndêh	id=g:1480945
Kamkaī Kōṯêy Māndêh	id=g:1480946
Shāh Zamān Band	id=g:1480947
Ghafār Khān Māndêh	id=g:1480948
Kōṯêy Ghar	id=g:1480949
Mastārē Māndêh	id=g:1480950
Lōyah Chīnah	id=g:1480951
Dê Mastārē Māndêh	id=g:1480952
Jelgêy Māndêh	id=g:1480953
Dzangalē Tsāhān	id=g:1480954
Dzangalē Ghar	id=g:1480955
Ḏomêy Chīnah	id=g:1480956
Spīnah Chīnah	id=g:1480957
Ḏomêy Ghar	id=g:1480958
Shāhīn Kārēz	id=g:1480959
Marghē Chīnah	id=g:1480960
Tsapêraī Bābā	id=g:1480961
Wazīr Kārēz	id=g:1480962
Khudāī Mīr Kārēz	id=g:1480964
Anḏī Kārēz	id=g:1480965
Dê Mullā Lawang Nīkêh Zīārat	id=g:1480966
Têrkhêh Das̲h̲tah	id=g:1480967
Pāyendah Kārēz	id=g:1480968
Dê Pāṯ Shaylah	id=g:1480969
Murdār Tsāh	id=g:1480970
Lāndām Zhawêr	id=g:1480971
Anḏay Kārēz	id=g:1480972
Dê Mīnzayō Kārēz	id=g:1480973
Banūtsay Lahāṟah	id=g:1480974
Nāranj Kārēz	id=g:1480975
Mūsáwāl Kārēz	id=g:1480976
Mūsáwāl	id=g:1480977
Wrābanī Kārēz	id=g:1480978
Kārēzak	id=g:1480979
Lōy Ja‘far	id=g:1480980
Kārēzak Kārēz	id=g:1480981
Mamas̲h̲ah Kārēz	id=g:1480982
Asak Braj	id=g:1480983
Kamkaī Jāfar	id=g:1480984
Tangaī	id=g:1480985
Dê Dzangalē Ghar	id=g:1480986
Charmas̲h̲kay Ghar	id=g:1480987
Gora Gbarglunay	id=g:1480988
Kaṟmay Kārēz	id=g:1480989
Charmas̲h̲kay	id=g:1480990
Nanay Nāwah	id=g:1480992
Khūn Sayyid	id=g:1480993
Ambārgay	id=g:1480994
Shīn Band	id=g:1480995
Iskirā	id=g:1480997
Bās̲h̲ī Ghar	id=g:1480998
Zīārat	id=g:1480999
Srah Dargāh	id=g:1481000
Srē Dargāh Ghar	id=g:1481001
Lanḏêy Band	id=g:1481002
Lōy Gaṟang	id=g:1481003
Shīn Ghar	id=g:1481004
Pāy Bālā	id=g:1481005
Ghwarēzah	id=g:1481006
Shamawāl	id=g:1481007
Spērawūnay	id=g:1481008
Lōr Kamar Chīnah	id=g:1481009
Shahīn Kêlay	id=g:1481010
Wêchah Marghah	id=g:1481011
Wacham Kārēz	id=g:1481012
Nābarhū	id=g:1481013
Marjānē Kārēz	id=g:1481014
Tarkhah Kārēz	id=g:1481015
Asak Kārēz	id=g:1481016
Shnē Wunē Kārēz	id=g:1481017
Dê Srōkamrō Chīnah	id=g:1481019
‘Abdul Şamad Chīnah	id=g:1481020
Qurbān Chīnah	id=g:1481021
Muḩammad Amīn Māndêh	id=g:1481022
Nahārē Das̲h̲tah	id=g:1481023
Garang Srah	id=g:1481024
Dê S̲h̲ātsē Māndêh	id=g:1481025
Dê S̲h̲ātsē Chīnah	id=g:1481026
Lūdīn	id=g:1481027
Dê Srōkamrō Māndêh	id=g:1481028
Dê Mêgêh Trap Srē	id=g:1481029
Ḏabar Ghar	id=g:1481030
Shnakhdzgī Band	id=g:1481031
Ḩabīb Khān Chīnah	id=g:1481032
Tsêray Khūlah	id=g:1481034
S̲h̲angalay	id=g:1481035
Dê Khās̲h̲ī Chīnah	id=g:1481036
Dê Āzād Khān Chīnah	id=g:1481037
Srah Kamrūnah	id=g:1481038
Dê Sapazay Māndêh	id=g:1481039
Warghaṟ Māndêh	id=g:1481040
Ghūnḏ Rāghêh	id=g:1481042
Srē Khūlē Māndêh	id=g:1481043
Spalwī Ghar	id=g:1481053
Dê Dêm Tsakay	id=g:1481054
Tōrwām	id=g:1481058
Dê Ghazgī Kārēz	id=g:1481059
Anḏay	id=g:1481060
Tsapkaray Kārēz	id=g:1481061
Dê Mīr Kārēz	id=g:1481062
Dê Jum‘ah Kārēz	id=g:1481063
Raḩmānwāl Kārēz	id=g:1481064
Dê Mangī Kārēz	id=g:1481068
Dê Srah Tangaī Māndêh	id=g:1481070
Lōyah Kandah	id=g:1481071
Dê Salīm Jān Chīnah	id=g:1481072
Shīn Tsāh	id=g:1481073
Lōy Têsay	id=g:1481074
Dê Sangīn Kārēz	id=g:1481075
Dê Shayrdil Chīnah	id=g:1481080
Dê Batkī Tsāh	id=g:1481081
Dê Suhil Māndêh	id=g:1481082
Dê Mullāyānō Kārēz	id=g:1481083
Dê ‘Ashuq Khēlō Kārēz	id=g:1481084
Dê Shpānêh Ghunḏêy	id=g:1481085
Dê Qāsim Chīnah	id=g:1481086
Dê Zīārat Gardanah	id=g:1481087
Dê Zīārat Pālaw	id=g:1481088
Warghaṟ Chīnah	id=g:1481089
Wazah Khwā	id=g:1481090
Kamkaī Wāzah Khwā	id=g:1481091
Dê Spērkêy Māndêh	id=g:1481092
Dê Chōkah-ye Kundil Māndêh	id=g:1481094
Naray Tirkhah	id=g:1481095
Dê Bōrak Ghar	id=g:1481096
Dê Srah Ghrêh Māndêh	id=g:1481097
Lōyah Naday Kārēz	id=g:1481098
Naray Kārēz	id=g:1481099
Barnas Kārēz	id=g:1481100
‘Aţā’ullāh	id=g:1481101
Maktab-e Muḩammad ‘Alī	id=g:1481102
Sūrlay Kārēz	id=g:1481103
Lōy Kārēz	id=g:1481104
Shah Khēl	id=g:1481105
Tāshkah Kārēz	id=g:1481107
Aḩmad Shāh Khēl Kārēz	id=g:1481108
Ṯājgul Kārēz	id=g:1481109
Sōrghisī Dashtah	id=g:1481110
Dê Muqām Tūrah	id=g:1481111
Gwāshtah	id=g:1481112
Dê Nowrang Algaḏ	id=g:1481113
Dê ‘Omar Khān Chambar	id=g:1481114
Sharqī Akhtar Chīnah	id=g:1481115
Būyan Das̲h̲tah	id=g:1481116
Būyan Kārēz	id=g:1481117
Sarwānday	id=g:1481118
‘Omar Khān Kārēz	id=g:1481119
Nghar Algaḏ	id=g:1481120
Dê ‘Azīz Chīnah	id=g:1481121
Sūrghisī Ghar	id=g:1481122
