Kafr Ibrāsh	id=g:354241
‘Ezbet Haddûta Egeîla	id=g:356419
Wādī Ḩaddūnah	id=g:356420
Jabal Ḩaddūnah	id=g:356421
Qārat Ḩadd al Baḩr	id=g:356422
Jazīrat al Ḩaddādīyah	id=g:356423
Mandaret el-Haddâdîya	id=g:356424
Tall al Ḩaddādīn	id=g:356425
Qārat al Ḩaddādīn	id=g:356426
Ḩaţīyat al Ḩaddādīn	id=g:356427
Kawm al Ḩaddādī	id=g:356428
Jazīrat al Ḩaddādī	id=g:356429
Bir el Haddad	id=g:356430
Bîr el Haddab	id=g:356431
‘Aîn el-Hadbû	id=g:356432
Ḩawshat al Ḩaḑarī	id=g:356433
Wādī Hadamīyah	id=g:356434
Wâdi Hadal Shisheib	id=g:356435
Ḩadā’iq al Qubbah	id=g:356436
Wādī Ḩadā’ib	id=g:356437
Jabal Ḩadā’ib	id=g:356438
Wādī Hadāhid	id=g:356439
Jabal Hadāhid	id=g:356440
Naq‘at al Ḩadabah	id=g:356441
Jabal al Ḩadá	id=g:356442
Wadi el Hâd	id=g:356443
Nuseib el-Had	id=g:356444
Qārat al Hablūk	id=g:356445
Qalt el Habl	id=g:356446
Wādī Ḩabīq	id=g:356447
Wādī Ḩabībī	id=g:356448
‘Izbat Ḩabīb Būlād at Taḩtānīyah	id=g:356449
Wādī Ḩabīb	id=g:356450
Bi’r Ḩabāţah	id=g:356451
Alam el Habâta	id=g:356452
Al Jazīrah al Ḩabashīyah	id=g:356453
Kathīb al Ḩabashī	id=g:356454
Jabal Ḩabashī	id=g:356455
‘Izbat al Ḩabārī	id=g:356456
Habakat el-Gimal	id=g:356457
Bîr el Guzbû	id=g:356458
Bi’r al Juwaysah	id=g:356459
Jabal al Ḩūfah	id=g:356460
Wâdî el-Gûs	id=g:356461
Wādī al Jarf	id=g:356462
Wādī al Jurn	id=g:356463
Bîr Gurmashin 3	id=g:356464
Bîr Gurmashīn 1	id=g:356465
Wâdi Gurdi el- Soghair	id=g:356466
Karâdîd Gûnet el- Maqât	id=g:356467
Wâdi Gumudlum	id=g:356468
Bir-el Gumla	id=g:356469
Guhr el-Dab‘a	id=g:356470
Sawâni el-Gudiya	id=g:356471
Al Jazīrat al Khaḑrā’	id=g:356472
Great Sand Sea	id=g:356473
Great Pyramid	id=g:356475
Wâdi Grâîya	id=g:356476
Grafton Reef	id=g:356477
Jawz al Mukābirah	id=g:356478
Jabal al Jawz	id=g:356479
Bîr el Goyâ	id=g:356480
Bîr Gourmashine 6	id=g:356481
Bîr Gourmashine	id=g:356482
Gourmashine	id=g:356483
Bîr Goumashine 2	id=g:356484
Got el- Harf	id=g:356485
Gof el-Awam	id=g:356486
Jabal Janithil	id=g:356487
Juzr al Fulayfilī	id=g:356488
Wâdî el-Giwiy	id=g:356489
Qaret el Giwai	id=g:356490
‘Alam el Giwai	id=g:356491
Deir el Girw	id=g:356492
Bîr el Girid	id=g:356493
Wâdî Girgir	id=g:356494
Wâdî el Girfât	id=g:356495
Wâdî Girfa	id=g:356496
Bîr el Gird	id=g:356497
Abâr el-Giraidât	id=g:356498
Wâdî el-Girâfî	id=g:356499
Kolet el Gîr	id=g:356500
Wādī al Junaynah	id=g:356501
Maṣraf el-Gineina	id=g:356502
Abâr Gineidi	id=g:356503
Bîr el Gindi	id=g:356504
Wādī Jindālī	id=g:356505
Bîr Gînah 4	id=g:356506
Bîr Ginah 2	id=g:356507
Sanyet Gimeima	id=g:356508
Deir el Gimâl	id=g:356509
Deir el Gill	id=g:356510
Alam el Gill	id=g:356511
Jabal Qulayb ad Dīnār	id=g:356512
Masrab el Giheish	id=g:356513
Wādī al Jihayīr	id=g:356514
Qabr el Gihali	id=g:356515
Geham	id=g:356516
Wâdi Gihab Abu Darb	id=g:356517
Gifei ‘Sa‘d	id=g:356518
Abâr el Gifeira	id=g:356519
Ra’s al Jīfah	id=g:356520
Jabal Jiddat al ‘Ulā	id=g:356521
‘Ayn Jad‘ah	id=g:356522
Kûlet el-Gidaîy	id=g:356523
Wâdi el-Gibw	id=g:356524
Makhzan el-Gibw	id=g:356525
Jabal Jibw	id=g:356526
Bîr Gibrîn	id=g:356527
Abâr el Gibîbât	id=g:356528
Haḑabat al Chulaybī	id=g:356529
Sha‘b Gibeisa	id=g:356530
Bîr el Gibb	id=g:356531
Alam el Gibârât	id=g:356532
Ra’s Jibāl	id=g:356533
Gebel Giala	id=g:356534
Wādī al Ghuzz	id=g:356535
Ţal‘at al Ghuzz	id=g:356536
Kawm al Ghuzz	id=g:356537
Raqabet el-Ghuzlâni	id=g:356538
Jabal Ghuwaybah	id=g:356539
Jabal Ghuwayrib	id=g:356540
Qabr Ghuwayl	id=g:356541
Jabal Ghuwayl	id=g:356542
Wādī Ghuwaydir	id=g:356543
Wādī Ghuwaybah	id=g:356544
Rawḑ al Ghurrān	id=g:356545
Farsh al Ghurrān	id=g:356546
Būghāz al Ghurrah	id=g:356547
Ghurfân el- Gimâl	id=g:356548
Gebel el-Ghûrfa	id=g:356549
‘Ezbet el-Ghûrfa	id=g:356550
Dayr al Ghurd	id=g:356551
‘Alam al Ghurd	id=g:356552
Ḩawḑ al Ghurayzāt	id=g:356553
Ḩawḑ al Ghurayyib	id=g:356554
Jazīrat Ghurayshah aş Şughrá	id=g:356555
Jazīrat Ghurayshah	id=g:356556
Wādī Ghuraybūn	id=g:356557
Wādī Ghuraybūn	id=g:356558
Jabal Ghuraybūn	id=g:356559
Kawm al Ghuraf	id=g:356560
Jabal Ghurāb Rayyān	id=g:356561
Wâdi Ghurabiya	id=g:356562
Jabal Ghurābī al Kabīr	id=g:356563
Wādī Ghurābī	id=g:356564
Jabal Ghurābī	id=g:356565
Jabal Ghurābī	id=g:356566
Ghurd Ghurābī	id=g:356567
Ghurd Ghurābī	id=g:356568
Jabal Ghurāb ‘Aţshān	id=g:356569
Wādī Ghurāb	id=g:356570
Wādī Ghurāb	id=g:356571
Saţḩ Ghurāb	id=g:356572
Rawḑ Ghurāb	id=g:356573
Rawḑ Ghurāb	id=g:356574
Naqb Ghurāb	id=g:356575
Jabal Ghurāb	id=g:356576
‘Alam el-Ghurâb	id=g:356577
Maqāţi‘ al Ghunaymīyah	id=g:356578
Khashm Ghunaym	id=g:356579
Bi’r al Ghumayr	id=g:356580
Qabr Ghûla	id=g:356581
Tallat al Ghūl	id=g:356582
Naqb Ghūl	id=g:356583
Ra’s al Ghubbah	id=g:356584
Jabal Ghubbah	id=g:356585
Ra’s al Ghūb	id=g:356586
Kawm Ghubaysh	id=g:356587
Wādī al Ghubah	id=g:356588
Wâdi Ghreibûn	id=g:356589
Qabr Ghozlan	id=g:356590
Ghot Libsas	id=g:356591
Ghot el Walu	id=g:356592
Ghôṭ el Shafshâf	id=g:356593
Ghôṭ el Qatrâni	id=g:356594
Ghot el Mahatta	id=g:356595
Ghot el- Kanala	id=g:356596
Ghot el- Hazar	id=g:356597
Ghot Adhidiba	id=g:356598
‘Ilw el-Ghorûd	id=g:356599
Kolet el Ghorâb	id=g:356600
Jabal Ghazlāná	id=g:356601
Majrá al Ghizlān	id=g:356602
Jazīrat al Ghizlān	id=g:356603
Jazīrat al Ghizlān	id=g:356605
Farsh al Ghizlān	id=g:356607
Jūnat Ghiţās	id=g:356608
Buḩayrat Ghiţās	id=g:356609
Bāb Ghiţās	id=g:356610
Ghītah	id=g:356611
Bi’r al Ghirq	id=g:356612
Deir el Ghirimb	id=g:356613
Bîr Ghineiwa Rihaiyim	id=g:356614
Naqb Ghilm	id=g:356615
Jabal al Ghijījah	id=g:356616
Bi’r Jumaymilī	id=g:356617
Wādī al Ughaydirā	id=g:356618
‘Ain Gheit Um Nozo	id=g:356619
Bîr Gheith	id=g:356620
Wādī Ghaytah	id=g:356621
Bi’r Ghaytah	id=g:356622
Wādī Farsh al Ghizlān	id=g:356623
Qārat al Ghāzīyah	id=g:356624
Ghazālat al Khīs	id=g:356625
Ghazālat Abū ‘Abdūn	id=g:356626
Qārat al Ghazālāt	id=g:356627
Jazīrat al Ghazālāt	id=g:356628
‘Ayn Ghazāl al Mustajiddah	id=g:356629
Wādī Ghazālah	id=g:356630
Tall Ghazālah	id=g:356631
Qurdūdat Ghazālah	id=g:356632
Ghazālah	id=g:356633
Jabal Ghazālah	id=g:356634
Tall al Ghazāl	id=g:356635
Kûlet el-Ghazāl	id=g:356636
Kawm Ghazāl	id=g:356637
Jazīrat al Ghazāl	id=g:356638
‘Ezbet Ghazâl	id=g:356639
‘Ayn al Ghazāl	id=g:356640
‘Ayn al Ghazāl	id=g:356641
‘Alam el-Ghazal	id=g:356642
Ghazāl	id=g:356643
Qabr Ghayyāz̧ah	id=g:356644
Ghayyāḑah ash Sharqīyah	id=g:356645
Ghayyādah al Gharbīyah	id=g:356646
Wādī Ghayyādah	id=g:356647
‘Ayn Ghayţ Ḩakkūk	id=g:356648
Ḩaţīyat Ghayţ al Faqīh	id=g:356649
Ghawţ Muḩafrish	id=g:356650
Wādī ar Raghwá	id=g:356651
Jabal Ghawāb	id=g:356652
Ghaţāţī	id=g:356653
Qâret el-Ghasûri	id=g:356654
‘Ilwat al Ghāsūlah	id=g:356655
Tall Ghaşīn	id=g:356656
Wādī Ghāsī	id=g:356657
Qūr al Gharsah	id=g:356658
Bāb Gharrāqat as Suddah	id=g:356659
Jabal al Gharrah	id=g:356660
Jabal Gharrah	id=g:356661
Jabal Gharrah	id=g:356662
Ra’s al Gharqān	id=g:356663
Wādī Gharqadah	id=g:356664
Nuqrat al Gharqā’	id=g:356665
Jabal al Ghawrīyah	id=g:356666
Wādī al Ghawrīyah	id=g:356667
Tall Gharīr	id=g:356668
Jazīrat al Gharīq al Qiblī	id=g:356669
Jazā’ir al Gharīq al Baḩrī	id=g:356670
Ghârîf el-Ghuzlân	id=g:356671
Bi’r Ghārif ad Dukhkhān	id=g:356672
Qar‘at Gharīf	id=g:356673
Kawm Gharībah	id=g:356674
Ghariba	id=g:356675
Wādī Ghārib	id=g:356676
Ra’s Ghārib	id=g:356677
Jabal Ghārib	id=g:356678
Bi’r Ghārib	id=g:356679
Tall al Ghardaqah	id=g:356680
Ḩaţīyat al Ghardaq	id=g:356681
Maşrif al Gharbīyah ar Ra’īsī	id=g:356682
Ḩawḑ al Gharbīyah	id=g:356683
Western Desert	id=g:356684
Al ‘Ayn al Gharbīyah	id=g:356685
Gharbîya el- Saqrîya	id=g:356686
Al Bāb al Gharbī al Kabīr	id=g:356687
Ḩawḑ Gharb ar Rannān	id=g:356688
Maḩaţţat al Gharbānīyāt	id=g:356689
Wādī Gharbah	id=g:356690
Wādī Gharbah	id=g:356691
Wâdî Gharba	id=g:356692
Baḩr al Gharaq	id=g:356693
Wādī Gharandal	id=g:356694
Jabal Gharamūl	id=g:356695
Jazīrat al Gharāyiqah	id=g:356696
‘Alāwī al Gharā’iq	id=g:356697
Jabal al Ghār	id=g:356698
Sāniyat al Ghannāwiyāt	id=g:356699
Tallet Ghannâm	id=g:356700
Jabal Ghanīmah	id=g:356701
Qabr Ghânim	id=g:356702
Jazīrat Ghānim	id=g:356703
Khashm al Ghanam	id=g:356704
Ghamrīn	id=g:356705
Ghamrah	id=g:356706
Bi’r al Ghamr	id=g:356707
Ghammāzah aş Şughrá	id=g:356708
Ghammāzah al Kubrá	id=g:356709
Birkat al Ghalyūn	id=g:356710
‘Alam el-Ghalqa	id=g:356711
Bi’r Ghallah	id=g:356712
Mallāḩat Ghāliyah	id=g:356713
Wādī Ghalim	id=g:356714
Jabal Ghalīm	id=g:356715
Bi’r al Ghalīm	id=g:356716
Wâdi Ghalib	id=g:356717
Wādī al Ghāl	id=g:356718
Bi’r al Ghā’ish	id=g:356719
Wādī al Ghā’ib	id=g:356720
Ra’s al Ḩujām	id=g:356721
Abar Ghâf Abu Rileigat	id=g:356722
Wâdî Ghadîr-ib	id=g:356723
Gebel Ghadîr-ib	id=g:356724
Bîr Ghadîr el Liqâh	id=g:356725
Ghadīr Abū Kalb	id=g:356726
Wādī Ghadīr	id=g:356727
Kawlat al Ghadīr	id=g:356728
Jabal Ghadīr	id=g:356729
Bi’r Ghadīr	id=g:356730
Bi’r Ghadīr	id=g:356731
Ghadir	id=g:356732
Qūr al Ghadā’	id=g:356733
Maḩaţţat Ghabriyāl	id=g:356734
Wādī al Ghabīyah	id=g:356735
‘Ayn Ghābat Qirdī	id=g:356736
‘Ayn Ghābat Azmūrī	id=g:356737
‘Ayn Ghābat ar Rasūl	id=g:356738
‘Ayn Ghābat al Quwayţī	id=g:356739
‘Ayn Ghābat ‘Alī Makkīyah	id=g:356740
‘Ayn Ghābat al Baḩr	id=g:356741
‘Izbat al Ghābah	id=g:356742
Gezîret el-Dûmarîya	id=g:356743
Jarhah	id=g:356744
Bîr Germashin 4	id=g:356745
Wâdi el-Geriyat	id=g:356746
Gebel Germeimli el-Hadaba	id=g:356747
Thamīlat Jurayyah	id=g:356748
Wâdi Gerabiyat	id=g:356749
Wâdi Gerâ‘a	id=g:356750
Genel el- Zabâra	id=g:356751
Gebel el-Geisi	id=g:356752
‘Aîn el-Geineiza	id=g:356753
Lighāb Jihāmī	id=g:356754
Naqb el-Gedid	id=g:356755
Gebel el- Gafra Station	id=g:356756
Gebel Atâqa Summer Resort	id=g:356757
Wādī Jibāh	id=g:356758
Bîr Gebab	id=g:356759
Wâdi el-Gâyifa	id=g:356760
Kathīb Quwāz al Jarād	id=g:356761
Qâret el-Gawâmi	id=g:356762
‘Aîn el Gawah	id=g:356763
Abâr Gauwâd el Danfiri	id=g:356764
Ābār Jāwand Māridī	id=g:356765
Bîr el Gasir	id=g:356766
Bîr Gâryet Giweih	id=g:356767
Garyet el- ‘Agram	id=g:356768
Bi’r Jāriyat ‘Abd al Laţīf	id=g:356769
Bîr el Garrdra	id=g:356770
Wâdi el-Garrarîya	id=g:356771
Qabr el Garrâri	id=g:356772
Qabr el Garrâri	id=g:356773
Garâwla	id=g:356774
Jarawān	id=g:356775
Wâdî Garâra	id=g:356776
Qabr el-Garar	id=g:356777
Gannâbîyet Shabshîr	id=g:356778
Qaret Gamusa	id=g:356779
Bîr el Gamûsa	id=g:356780
Jamjamūn	id=g:356781
Nuweidîret el Gamal	id=g:356782
Birkat al Jamal	id=g:356783
Jabal al Jalāyid	id=g:356784
Khashm al Jalālah	id=g:356785
Deir el Gahili	id=g:356786
Ghurûd Gahannam	id=g:356787
Gaḥaf el Qireitat	id=g:356788
Qarat el Gaḥaf	id=g:356789
‘Aîn Gagâ	id=g:356790
‘Alam el Gady	id=g:356791
‘Ilwet Gaddûret Mukhtâr	id=g:356792
Qabr Gadalla	id=g:356793
Abâr Gadalla	id=g:356794
Khashm al Jād	id=g:356795
Ḍarîḥ el-Gâbûsîya	id=g:356796
Qaret el Gabsh	id=g:356797
Qabr Gâbis	id=g:356798
‘Alam Gaballa	id=g:356799
‘Aîn el-Gabal	id=g:356800
Fy	id=g:356801
Bi’r al Fuzrah	id=g:356802
Gezîret el-Fuza	id=g:356803
Tall Fūz	id=g:356804
Markaz Fuwah	id=g:356805
Fuwah	id=g:356806
Fuţayḩah	id=g:356807
Fury Shoal	id=g:356808
‘Ayn al Furţājah	id=g:356809
Wadi el-Furrûga	id=g:356810
Furquş	id=g:356811
Wādī al Furn	id=g:356812
Şawwānat al Furn	id=g:356813
‘Ilw el-Furn	id=g:356814
Jabal al Furayyid	id=g:356815
Ma‘ţan Furayn	id=g:356816
Ma‘āţin al Furaykhāt	id=g:356817
Wādī Furād	id=g:356818
Al Fuqahā’ al Qiblīyah	id=g:356819
Fumm aş Şāfūrīyah	id=g:356820
Jazīrat Fumm al Ghizlān	id=g:356821
Fumm al Būhīyah	id=g:356822
Kawm al Fulūs	id=g:356823
Ḩawshat al Fulayw	id=g:356824
Jabal Fulaytah	id=g:356825
Wādī al Fūl	id=g:356826
Fūkah	id=g:356827
Fūkah	id=g:356828
Qabr Fujrah	id=g:356829
Tur‘at al Fu’ādīyah	id=g:356830
‘Izbat Fu’ād Bey Rajab	id=g:356831
Bi’r Fu’ād	id=g:356832
Freiset el- Qeiqab	id=g:356833
Ma‘tin Frein	id=g:356834
Franken Point	id=g:356835
Fowakhir Gold Mine	id=g:356836
‘Four Tin’ Hill	id=g:356837
Foul Bay	id=g:356838
Wādī Fawqah	id=g:356839
Jabal Fawqah	id=g:356840
Wādī al Fawqīyah	id=g:356841
‘Ayn Fiţnās	id=g:356842
Fīshā Salīm	id=g:356843
Fīsha Banā	id=g:356844
Fīshā al Kubrá	id=g:356845
‘Ayn Fīshā	id=g:356846
Fīshā	id=g:356847
Kūbrī al Firdān	id=g:356848
Kathīb al Firdān	id=g:356849
Tall Fir‘awn	id=g:356850
Maşţabat Fir‘awn	id=g:356851
Maşraf Far‘ūn	id=g:356852
Jazīrat Fira‘wn	id=g:356853
Wādī al Firāq	id=g:356854
‘Izbat al Fiqī	id=g:356855
Jabal al Finţās	id=g:356856
‘Ayn Fillā	id=g:356857
Jabal Fīlāt	id=g:356858
Philae	id=g:356859
Wâdi el-Fîl	id=g:356860
Bi’r Fiktūriyā	id=g:356861
Bîr el Fiksha	id=g:356862
Fig Tree Well	id=g:356863
Fidīmīn al Qiblīyah	id=g:356864
Fidīmīn al Baḩrī	id=g:356865
Fidīmīn	id=g:356866
Tall al Fiḑḑah	id=g:356867
Khashmayn Fardī	id=g:356868
Fellowes Rocks	id=g:356869
Wāḩat Fayrān	id=g:356870
Jabal Fayrānī	id=g:356871
Wādī Fegoh	id=g:356872
Wādī al Quday‘ī	id=g:356873
Qaret el Fazra	id=g:356874
Fazārah bi al Qaryah	id=g:356875
Fazārah	id=g:356876
Fazārah	id=g:356877
Fazārah	id=g:356878
Fazārah	id=g:356879
Minqār al Fayyāḑah	id=g:356880
Bi’r Fayrī	id=g:356881
‘Ayn Fayrī	id=g:356882
Wādī Fayrān	id=g:356883
Sânyet Fâyiz Abû Bakr	id=g:356884
Sânyet Fâyiz Abû Bakr	id=g:356885
Wādī al Fayḩī	id=g:356886
‘Izbat Fawzī Bāshā al Muţay‘ī	id=g:356887
‘Ayn al Fawqīyah	id=g:356888
Fāw Qiblī	id=g:356889
‘Ayn Fawq	id=g:356890
ad Dawm, ‘Ayn Fawq	id=g:356891
Fāwjilay	id=g:356892
Naq‘at Fawdah	id=g:356893
Fāw Baḩrī	id=g:356894
‘Ayn al Fawāris	id=g:356895
‘Ayn al Fawākhīr	id=g:356896
Maḩaţţat Fa’w	id=g:356897
Ḩawshat Fa’w	id=g:356898
Qabr Fattûm	id=g:356899
Abâr Fatma	id=g:356900
Wādī Faţīrah az Zarqā’	id=g:356901
Wādī Faţīrah	id=g:356902
Jabal Faţīrah	id=g:356903
Faţīrah	id=g:356904
Wadi Fatîra el- Beida	id=g:356905
Ḩawḑ al Fātir	id=g:356906
Khashm Fāţimah	id=g:356907
‘Ezbet Fat-hi Pasha el- Baharîya	id=g:356908
‘Ezbet Fatḥi Mansûr el- Kebîra	id=g:356909
Qaret el-Fatha	id=g:356910
Qâret el Fatha	id=g:356911
Qâret el Fatha	id=g:356912
Qâret el Fatha	id=g:356913
Wādī al Fatḩ	id=g:356914
Sāniyat al Fatfūtīyah	id=g:356915
Fassulet el-Senussi	id=g:356916
‘Alāwī al Fassākhah	id=g:356917
Buḩayrat al Fāsidah	id=g:356918
‘Ayn al Fashsh	id=g:356919
Ḩamrāyat al Fashnī wa al Basyūnī	id=g:356920
Hôd el-Farwa	id=g:356921
‘Izbat Fārūz Jirjis	id=g:356922
Fārūqīyat al Ashrāf	id=g:356923
Qārat al Farūq	id=g:356924
Ghâbet Faruq	id=g:356925
Ra‘s Farūklī	id=g:356926
Kawlat al Fartillah	id=g:356927
Wâdî el-Fartilla	id=g:356928
Farsīs	id=g:356929
Farsīs	id=g:356930
Farsīs	id=g:356931
Ḩawshat al Farshūţī	id=g:356932
Farshūţ	id=g:356933
Kawm Farsh aţ Ţayrah	id=g:356934
Jazīrat al Farshah	id=g:356935
Ţābiyat al Farsh	id=g:356936
Jabal al Farsh	id=g:356937
Jabal Farsh	id=g:356938
Farnawá	id=g:356939
Wâdi el-Farkha	id=g:356940
‘Farîya	id=g:356941
Fāriskūr al Balad	id=g:356942
Markaz Fāriskūr	id=g:356943
Fāriskūr	id=g:356944
Fāriskūr	id=g:356945
Jazīrat al Fārisīyah	id=g:356946
‘Ayn Fāris	id=g:356947
Fāris	id=g:356948
Wâdi el-Fârigh	id=g:356949
Wādī al Fārigh	id=g:356950
‘Izbat Farīd Bānūb	id=g:356951
Qārat al Farīd	id=g:356952
‘Ilw el-Farîd	id=g:356953
Qarādīd Farī	id=g:356954
Kôlet Fargond	id=g:356955
Farghân	id=g:356956
Tall Farghal	id=g:356957
Ḩawḑ Farīwa	id=g:356958
Hammam Fara‘ûn	id=g:356959
Jazīrat Farāsh aţ Ţūb	id=g:356960
Ḩawḑ al Farāsh al Qiblī	id=g:356961
Ḩawḑ al Farāsh al Baḩrī	id=g:356962
Farāshah	id=g:356963
Faras Gharb	id=g:356964
Ra’s al Faras	id=g:356965
Qārat al Faras	id=g:356966
Qārat al Faras	id=g:356967
Nuqrat al Faras	id=g:356968
Jazīrat al Faras	id=g:356969
Ghurd al Faras	id=g:356970
‘Izbat Faransīskū	id=g:356971
‘Izbat al Faransāwī	id=g:356972
Bi’r Faraj Hayūb	id=g:356973
‘Izbat Faraj ‘Aţīyah	id=g:356974
Khawr Faraj Allāh	id=g:356975
Kawm Faraj Allāh	id=g:356976
Bi’r al Faraj	id=g:356977
Kawm al Farā‘īn	id=g:356978
Jabal al Farā’id	id=g:356979
Faraḥât	id=g:356980
Wādī al Faraḩ	id=g:356981
Wādī al Far‘	id=g:356982
‘Ujayrat al Qārah	id=g:356983
Bîr Farag Husein	id=g:356984
Wāḩāt al Farāfirah	id=g:356985
‘Alam al Fa’r	id=g:356986
Fāqūs al Balad	id=g:356987
Markaz Fāqūs	id=g:356988
Fāqūs	id=g:356989
Bi’r Faqrūn	id=g:356990
Khôr Faqîr Dik el-Qibli	id=g:356991
Wādī Faqīrah	id=g:356992
Qārat al Faqīr	id=g:356993
Khawr Faqīr	id=g:356994
‘Ilwat al Faqīh	id=g:356995
Kawm Faq‘ah al Qiblī	id=g:356996
Kawm Faq‘ah al Baḩrī	id=g:356997
Jūnat al Faq‘ah	id=g:356998
Buḩayrat al Faq‘ah	id=g:356999
Fānūs	id=g:357000
Maḩaţţat al Fant	id=g:357001
Maḩaţţat Fanārah	id=g:357002
Mīnā‘ Fanārah	id=g:357003
Fanārah	id=g:357004
Bîr Fanag	id=g:357005
Wādī Falq al Hunūd	id=g:357006
Jazīrat al Falq	id=g:357007
Wādī al Falalī	id=g:357008
Marsá al Fallāḩ	id=g:357009
Wādī Fāliq as Sahl	id=g:357010
Wādī Fāliq al Wa‘r	id=g:357011
Wādī al Fālik	id=g:357012
Wādī al Fāliq	id=g:357013
Rawḑ al Fāliq	id=g:357014
Jabal al Fāliq	id=g:357015
Tallat Fāliḩ	id=g:357016
Wādī al Fāliq	id=g:357017
Wâdi el-Fâlig	id=g:357018
Gebel el-Fâlig	id=g:357019
Bi’r al Fakshah	id=g:357020
‘Izbat al Fākhūrah	id=g:357021
‘Ayn al Fākhūrah	id=g:357022
Bîr el Fakhrt	id=g:357023
Alam el-Fakhrl	id=g:357024
Tall al Fakhrī	id=g:357025
Nuqrat Fakhr ad Dīn	id=g:357026
‘Aîn el-Fakhoura el-Qibleya	id=g:357027
Khawr Fakhārī al Baḩrī	id=g:357028
Qaret el Fakhâr	id=g:357029
Kawm Fajnūn	id=g:357030
Jazīrat Fajnūn	id=g:357031
Tall al Fāji‘	id=g:357032
Mallāḩat al Fajfājah al Qiblīyah	id=g:357033
Fairway Reefs	id=g:357035
Wādī al Fā’iḑ	id=g:357036
Qar‘at Fā’iḑ	id=g:357037
Maḩaţţat Fā’id	id=g:357038
Fāyīd	id=g:357039
Kawm al Faḩm	id=g:357040
‘Urf al Fāhid	id=g:357041
Sāniyat al Faḩḩāmīyah	id=g:357042
Karm al Faḩḩām	id=g:357043
Wādī al Fahdī	id=g:357044
Jabal Fahdī	id=g:357045
‘Alam el-Faghûr	id=g:357046
Tôr el-Faghash	id=g:357047
‘Izbat Faḑl Sa‘īd	id=g:357048
Bi’r Faḑl Abū Sharshīr	id=g:357049
Bi’r Faḑl	id=g:357050
Maḩaţţat Fāḑil Bāshā	id=g:357051
Bi’r Fāḑil ‘Alī	id=g:357052
Jazīrat Fāḑil	id=g:357053
‘Ezbet el-Fâdi	id=g:357054
Hôshet Fadâla	id=g:357055
‘Ezbet Zulfiqâr Pasha	id=g:357056
‘Ezbet Zuheil	id=g:357057
‘Izbat Zawba‘	id=g:357058
‘Izbat Zayn al Abidīn Īsa	id=g:357060
‘Ezbet Zeinab	id=g:357061
‘Ezbet Zeid	id=g:357062
‘Ezbet Zagdûn	id=g:357063
‘Ezbet Yusri	id=g:357064
‘Ezbet Yûser Muḩammed Dabâsha	id=g:357065
‘Ezbet Yûsef Sâuiq	id=g:357066
‘Ezbet Yusef Muḥammad	id=g:357067
‘Izbat Yousif Hasan al Qarqāwi Sarābiyūm	id=g:357068
‘Izbat Yūsuf al ‘Askarī	id=g:357069
‘Ezbet Yûsef-el-‘Abd	id=g:357070
‘Ezbet Yûsef ‘Abd el- Nabi	id=g:357071
‘Ezbet Yûsef	id=g:357072
‘Ezbet Yasîn Khalîfa	id=g:357073
‘Ezbet Yasîn Abû el-Makârim	id=g:357074
‘Ezbet Ya‘qûb Mabrûk	id=g:357075
‘Ezbet Ya‘qûb Farag	id=g:357076
‘Izbat Waḩaysh	id=g:357077
‘Ezbet Wazir	id=g:357078
‘Izbat Wāqīm	id=g:357079
‘Ezbet Umm Sin el- Fûqâniya	id=g:357080
‘Ezbet Umm Riḍa	id=g:357081
‘Izbat Umm Mashāq	id=g:357082
‘Ezbet Umm el-Hasan	id=g:357083
‘Ezbet Ṭutba ‘Eid	id=g:357084
Turūjah	id=g:357085
‘Ezbet Tulba Sha‘râwi	id=g:357086
‘Ezbet Tell	id=g:357087
‘Ezbet Ṭarâbamba	id=g:357088
‘Ezbet Ṭamba	id=g:357089
‘Izbat Tall ar Rakham	id=g:357090
‘Izbat Tall ad Daqīq	id=g:357091
‘Ezbet Sursuq	id=g:357092
‘Izbat Sursuq	id=g:357093
‘Ezbet Sultân	id=g:357094
‘Ezbet Sultân	id=g:357095
‘Ezbet Sulṭân	id=g:357096
‘Izbat Sulīman Marzūq	id=g:357097
‘Ezbet Sulîmân el- Ṭawîl	id=g:357098
‘Ezbet Ṣirâg el- Dîn Pasha Shanîn	id=g:357099
‘Ezbet Ṣimeida Farrâg	id=g:357100
‘Ezbet Silîni Ḥabîb	id=g:357101
‘Ezbet Silîm wa Sam‘ân Sidnâoui	id=g:357102
‘Ezbet Silîm ‘Alî	id=g:357103
‘Ezbet Sîdi ‘Îsa	id=g:357104
‘Ezbet Sîdi Abu el-Nûr	id=g:357105
‘Ezbet Si’dâwi	id=g:357106
‘Ezbet Shurba el-Sharqîya	id=g:357107
‘Ezbet Shu‘eib	id=g:357108
‘Ezbet Shôlah	id=g:357109
‘Izbat Sharīf	id=g:357110
‘Ezbet Shireif	id=g:357111
‘Ezbet Shîha	id=g:357112
‘Ezbet Sharikât Wardan	id=g:357113
‘Ezbet Sharâra	id=g:357114
‘Ezbet Sharaf el-Dîn Ghâzi	id=g:357115
‘Izbat Shalābī ar Rūdī	id=g:357116
‘Ezbet Shahîn	id=g:357117
‘Ezbet Shafqa Khasro	id=g:357118
‘Ezbet Serando	id=g:357119
‘Ezbet Sanâ	id=g:357120
‘Izbat Sālim Jād	id=g:357121
‘Ezbet Ṣâlih Zaki	id=g:357122
‘Ezbet Ṣâliḥ Rashwân	id=g:357123
