Ras Ain Rhamna	id=g:6546513
Dabovići	id=g:3202237
Dabezići	id=g:3202238
Cvilin	id=g:3202255
Ćurke	id=g:3202268
Ćurilo	id=g:3202269
Ćurilac	id=g:3202270
Ćurčići	id=g:3202272
Čumojevica	id=g:3202278
Čučka	id=g:3202306
Rt Crvena Stijena	id=g:3202322
Crno Jezero	id=g:3202337
Rijeka Crnojevića	id=g:3202338
Crnogorsko Primorje	id=g:3202340
Crni Vrh	id=g:3202355
Crni Vrh	id=g:3202356
Crni Vrh	id=g:3202405
Crni Vrh	id=g:3202406
Crniš	id=g:3202407
Crni Rt	id=g:3202409
Crni Krš	id=g:3202422
Gornji Crnci	id=g:3202447
Crnča	id=g:3202451
Crna Planina	id=g:3202458
Crna Gora	id=g:3202467
Crna Glava	id=g:3202471
Crmnica	id=g:3202480
Crmnica	id=g:3202481
Crljenice	id=g:3202482
Crljena Greda	id=g:3202484
Crkvine	id=g:3202486
Crepuljni Vrh	id=g:3202509
Ckla	id=g:3202550
Cijevna	id=g:3202602
Čevo	id=g:3202635
Opština Cetinje	id=g:3202640
Cetinje	id=g:3202641
Čestin	id=g:3202653
Češljari	id=g:3202665
Cerovo	id=g:3202677
Cerovo	id=g:3202679
Cerovci	id=g:3202686
Cerova Lokva	id=g:3202687
Cerovac	id=g:3202693
Ćemovsko Polje	id=g:3202761
Čeluga	id=g:3202775
Čelobrdo	id=g:3202777
Ceklinštak	id=g:3202805
Ćeklići	id=g:3202806
Cecuni	id=g:3202815
Čavanj	id=g:3202836
Čardak	id=g:3202858
Čardak	id=g:3202862
Uvala Čanj	id=g:3202879
Rt Čanj	id=g:3202880
Ćafa	id=g:3202909
Busovnik	id=g:3202953
Bušnje	id=g:3202959
Buronji	id=g:3202972
Burenj	id=g:3202978
Buren	id=g:3202979
Rikavac	id=g:3202991
Uvala Buljarica	id=g:3202999
Buljarica	id=g:3203000
Bunetina	id=g:3203004
Bukovik	id=g:3203037
Bukovica	id=g:3203052
Bukova Glava	id=g:3203072
Bukovac	id=g:3203082
Bujake	id=g:3203095
Budza	id=g:3203103
Opština Budva	id=g:3203104
Budvanski Zaliv	id=g:3203105
Budva	id=g:3203106
Budoš	id=g:3203114
Budoš	id=g:3203115
Budimlja	id=g:3203128
Buče	id=g:3203167
Bubrežak	id=g:3203169
Bršno	id=g:3203210
Brskut	id=g:3203214
Donji Broćanac	id=g:3203250
Broćanac Nikšićki	id=g:3203251
Brljevo	id=g:3203269
Briska Gora	id=g:3203285
Brijestovo	id=g:3203303
Brijeg	id=g:3203310
Brezovi Vrh	id=g:3203333
Brezovik	id=g:3203334
Brezojevica	id=g:3203362
Brežine	id=g:3203401
Brestica	id=g:3203442
Brdela	id=g:3203495
Brčve	id=g:3203519
Brca	id=g:3203526
Bratonožići	id=g:3203537
Bratica	id=g:3203544
Bratešići	id=g:3203545
Brajše	id=g:3203573
Brajkovača	id=g:3203579
Braćeni	id=g:3203593
Božurni Vrh	id=g:3203596
Božići	id=g:3203605
Buturiće	id=g:3203613
Botun	id=g:3203616
Baščinovići	id=g:3203641
Borovo Brdo	id=g:3203669
Borova	id=g:3203696
Boronjina	id=g:3203698
Borkovići	id=g:3203706
Boričje	id=g:3203719
Boreti	id=g:3203721
Boljevići	id=g:3203752
Boljanina	id=g:3203756
Boljanići	id=g:3203757
Bolesestra	id=g:3203761
Bokovo	id=g:3203771
Bojovići	id=g:3203784
Bojke	id=g:3203789
Bojišta	id=g:3203791
Bojići	id=g:3203794
Bojčin	id=g:3203796
Bojati	id=g:3203798
Bogmilovići	id=g:3203825
Bogišići	id=g:3203826
Bogićevići	id=g:3203828
Bogetići	id=g:3203829
Donji Bogdašići	id=g:3203832
Bogajići	id=g:3203845
Bobovo	id=g:3203868
Bobovište	id=g:3203869
Bobotov Kuk	id=g:3203879
Bobija	id=g:3203886
Boan	id=g:3203896
Blizna	id=g:3203907
Blizikuće	id=g:3203908
Bliškovo	id=g:3203913
Blatina	id=g:3203957
Bjeloši	id=g:3203984
Bjeloševina	id=g:3203985
Bjeloš	id=g:3203988
Bjeliši	id=g:3203999
Bjelice	id=g:3204002
Bjelasica	id=g:3204011
Bjelasica	id=g:3204012
Bistrica Moračka	id=g:3204045
Bistrica	id=g:3204058
Bistrica	id=g:3204059
Bistrica	id=g:3204060
Bistrica	id=g:3204061
Bistrica	id=g:3204074
Biogradsko Jezero	id=g:3204118
Biogradska Rijeka	id=g:3204119
Nacionalni Park Biogradska Gora	id=g:3204120
Biograd	id=g:3204124
Bioče	id=g:3204128
Bioč	id=g:3204130
Kruševice	id=g:3204172
Opština Bijelo Polje	id=g:3204173
Bijelo Polje	id=g:3204176
Bijelo Polje	id=g:3204177
Bijelo Polje	id=g:3204198
Bijela Gora	id=g:3204208
Bijela	id=g:3204214
Bijedići	id=g:3204215
Uvala Bigovo	id=g:3204223
Bigor	id=g:3204224
Bezuje	id=g:3204242
Bezjovo	id=g:3204245
Beška	id=g:3204259
Bes	id=g:3204265
Berova	id=g:3204268
Berislavci	id=g:3204273
Beri	id=g:3204276
Begovići	id=g:3204368
Bečići	id=g:3204388
Bavčića Reka	id=g:3204394
Baštik	id=g:3204426
Bastahe	id=g:3204435
Bartula	id=g:3204457
Barsko Sidrište	id=g:3204459
Barski Zaliv	id=g:3204460
Barni Do	id=g:3204461
Barlaj	id=g:3204464
Barjamovica	id=g:3204467
Barice	id=g:3204472
Bare Šumanovića	id=g:3204477
Bare	id=g:3204487
Beran Selo	id=g:3204503
Opština Bar	id=g:3204508
Bar	id=g:3204509
Baošići	id=g:3204511
Manastir Banja	id=g:3204548
Balosave	id=g:3204564
Bolj	id=g:3204575
Balj	id=g:3204576
Balabani	id=g:3204592
Bakovići	id=g:3204596
Bakoči	id=g:3204602
Bajovo Polje	id=g:3204617
Lumer	id=g:3204693
Babljak	id=g:3204702
Babin Zub	id=g:3204706
Babin Vrh	id=g:3204707
Babin Vrh	id=g:3204708
Babin	id=g:3204715
Babići	id=g:3204737
Babaići	id=g:3204745
Azanje	id=g:3204752
Arza	id=g:3204763
Arbneš	id=g:3204779
Anteševac	id=g:3204809
Andželati	id=g:3204814
Andrijevica	id=g:3204816
Ambula	id=g:3204825
Aluga	id=g:3204828
Gojkovići	id=g:3205482
Knež Do	id=g:3205502
Toljevina	id=g:3205549
Kosmata Glava	id=g:3205550
Stolovan	id=g:3205597
Sominsko Katunište	id=g:3205600
Kaoa	id=g:3205603
Rudetina Glava	id=g:3205610
Obijest	id=g:3205611
Biteljica	id=g:3205612
Ružarica	id=g:3205613
Bobija	id=g:3205614
Vagan	id=g:3205616
Redžove Kose	id=g:3206134
Zminjac	id=g:3206135
Bucetov Do	id=g:3206136
Osoje	id=g:3206137
Donje Čarađe	id=g:3206138
Gornje Čarađe	id=g:3206139
Zlostup	id=g:3206140
Stajišta	id=g:3206141
Do	id=g:3206142
Kučine	id=g:3206143
Miljev Do	id=g:3206217
Klačina	id=g:3206218
Gornji Kazanci	id=g:3206219
Šeničišta	id=g:3206220
Uretini Podi	id=g:3206221
Jasikova Kita	id=g:3206223
Međene Glavice	id=g:3206224
Vrh	id=g:3206225
Bukova Gradina	id=g:3206229
Ramo	id=g:3206233
Vjetrno	id=g:3206234
Vujadinov Katun	id=g:3206235
Brštevac	id=g:3206236
Kraguj	id=g:3206237
Potkraguj	id=g:3206238
Dobreljica	id=g:3206239
Velike Strane	id=g:3206240
Vučja Brda	id=g:3206241
Bogoševica	id=g:3206242
Srednje Latično	id=g:3206243
Pivški Katuni	id=g:3206244
Korlati	id=g:3206245
Bučinje	id=g:3206246
Jezerački Potok	id=g:3206247
Obla Glava	id=g:3206248
Ruda Brda	id=g:3206249
Zukovska Gora	id=g:3206250
Zmijin Krš	id=g:3206328
Manita Gora	id=g:3206329
Javorov Vrh	id=g:3206330
Turska Glava	id=g:3206346
Mramor	id=g:3206347
Krivodo	id=g:3206348
Kita	id=g:3206349
Poljana	id=g:3206350
Miletići	id=g:3206352
Bare	id=g:3206353
Lisina	id=g:3206354
Komasovica	id=g:3206355
Kozji Pogled	id=g:3206356
Barna Gora	id=g:3206357
Zukovska Reka	id=g:3206358
Brštevac	id=g:3206359
Lalova Gora	id=g:3206360
Zaglavak	id=g:3206361
Pamušnica	id=g:3206362
Zemunica	id=g:3206363
Govedi Do	id=g:3206364
Košara	id=g:3206367
Kručica	id=g:3206368
Prodoli	id=g:3206448
Viljište	id=g:3206450
Ordeni Dolovi	id=g:3206454
Trzivka	id=g:3206458
Rudinske Kolibe	id=g:3206461
Kom	id=g:3206484
Studenac	id=g:3206485
Klekovi Kom	id=g:3206486
Šarena Lastva	id=g:3206487
Maglić	id=g:3206496
Mala Jastrebica	id=g:3207771
Jastrebica	id=g:3207775
Vilinjak	id=g:3207879
Poljice	id=g:3207880
Vučji Do	id=g:3207881
Mihaljev Do	id=g:3207882
Prodoli	id=g:3207883
Kruševice	id=g:3207884
Nugline	id=g:3207886
Ždrijelo	id=g:3207887
Velika Lješeva Glava	id=g:3207888
Golišavac	id=g:3207890
Izvod	id=g:3207892
Zmajevo Ždrijelo	id=g:3207914
Duboki Do	id=g:3207921
Siljevik	id=g:3207923
Ćederski Do	id=g:3207925
Kamenska Planina	id=g:3207931
Bukovo Ždrijelo	id=g:3207936
Brezovačke Planine	id=g:3207939
Velji Kabao	id=g:3207941
Reovačka Kita	id=g:3207942
Jarčeva Tvrđa	id=g:3207944
Buganja Greda	id=g:3207945
Ivanov Do	id=g:3207949
Babina Gora	id=g:3207998
Pašovića Prodo	id=g:3208000
Zaslapnica	id=g:3208001
Velika Sniježnica	id=g:3208002
Veliko Ilijino Brdo	id=g:3208003
Dugunja	id=g:3208007
Vukasovići	id=g:3208009
Savići	id=g:3208011
Ivovići	id=g:3208012
Vukićevići	id=g:3208014
Jančići	id=g:3208016
Dragojlovići	id=g:3208018
Sunjava	id=g:3208020
Donje Ledenice	id=g:3208025
Gornje Ledenice	id=g:3208026
Polje	id=g:3208032
Bara	id=g:3208038
Umac	id=g:3208039
Nugo	id=g:3208043
Krivodo	id=g:3208044
Rojevići	id=g:3208045
Dugi Do	id=g:3208046
Donja Spila	id=g:3208047
Gornja Spila	id=g:3208048
Padež	id=g:3208051
Knežlaz	id=g:3208055
Unijerina	id=g:3208056
Dvrsnik	id=g:3208107
Grahovo	id=g:3208108
Droškorički Dolovi	id=g:3208109
Šiljkov Do	id=g:3208110
Ševeljski Do	id=g:3208112
Ðelovi Do	id=g:3208113
Rženi Do	id=g:3208115
Krstače	id=g:3208117
Gomilice	id=g:3208119
Ramadića Do	id=g:3208120
Zagorski Do	id=g:3208122
Brankov Do	id=g:3208123
Okolišta	id=g:3208124
Crno Osoje	id=g:3208131
Tupanska Ravan	id=g:3208142
Štrpca	id=g:3208143
Cerovice	id=g:3208144
Rt Mačka	id=g:3208214
Grabi	id=g:3208227
Kapor	id=g:3208341
Pitoma Gradina	id=g:3208342
Trojanovići	id=g:3208343
Kumbor	id=g:3208374
Žvinje	id=g:3208409
Tušupi	id=g:3208410
Obradovići	id=g:3208411
Stijepčići	id=g:3208412
Rikavačko Jezero	id=g:3208677
Stražbenica	id=g:3212985
Lastvica	id=g:3213016
Široki Do	id=g:3213017
Pod Duge	id=g:3213203
Kovači	id=g:3220269
Bigovo	id=g:3220270
Radovanići	id=g:3220271
Vukovići	id=g:3220288
Brković	id=g:3220297
Mandići	id=g:3220301
Tivat	id=g:3220313
Dolovi	id=g:3220350
Mirac	id=g:3220351
Kuk	id=g:3220352
Gornić	id=g:3220353
Žanjev Do	id=g:3220354
Orašani	id=g:3220355
Kopito	id=g:3220356
Radimiri	id=g:3220357
Selo	id=g:3220358
Mali Zalazi	id=g:3220359
Ceklin	id=g:3220361
Hum	id=g:3220362
Zečevo Selo	id=g:3220363
Lapčići	id=g:3220364
Stojanovići	id=g:3220365
Ljubotinj	id=g:3220366
Višnjevo	id=g:3220368
Zabes	id=g:3220371
Jasen	id=g:3220372
Leskovac	id=g:3220408
Mali Mikulići	id=g:3220409
Bljaca	id=g:3220411
Madguš	id=g:3220412
Donja Dubova	id=g:3220413
Popratnice	id=g:3220416
Čukovići	id=g:3220417
Zelenika	id=g:3220418
Donja Gorica	id=g:3220419
Gornja Gorica	id=g:3220420
Baloči	id=g:3220421
Milati	id=g:3220422
Orasi	id=g:3220458
Titograd	id=g:3220461
Dušići	id=g:3220462
Paškala	id=g:3220463
Gošići	id=g:3220464
Rakića Kuće	id=g:3220466
Donji Mileš	id=g:3220467
Lazorci	id=g:3220468
Orahovo	id=g:3220469
Zagorič	id=g:3220470
Potkrajnica	id=g:3220471
Stjepovo	id=g:3220473
Stražnica	id=g:3220474
Masline	id=g:3220475
Benkaj	id=g:3220476
Krnji Do	id=g:3220477
Grkavac	id=g:3220479
Crkvice	id=g:3220480
Han	id=g:3220481
Crni Nugli	id=g:3220482
Rokoči	id=g:3220484
Podbukovica	id=g:3220486
Jovičina Voda	id=g:3220487
Popov Do	id=g:3220488
Pišteti	id=g:3220489
Petkovići	id=g:3220490
Razmuće	id=g:3220491
Škuljevac	id=g:3220492
Ublice	id=g:3220494
Jasikovica	id=g:3220495
Miške	id=g:3220496
Bata	id=g:3220498
Dobronjež Do	id=g:3220499
Rpavac	id=g:3220500
Stražišta	id=g:3220501
Bijele Poljane	id=g:3220502
Milojevići	id=g:3220503
Kragujev Do	id=g:3220504
Meoca	id=g:3220505
Viti Jasen	id=g:3220506
Krug	id=g:3220507
Međeđe	id=g:3220508
Savina Kruška	id=g:3220509
Svračine	id=g:3220511
Ivanj-Ubao	id=g:3220512
Jablan	id=g:3220513
Ćetni Do	id=g:3220514
Štitovica	id=g:3220515
Turija	id=g:3220516
Brezov Do	id=g:3220517
Lopušna Dolina	id=g:3220518
Seoca	id=g:3220519
Vasiljevići	id=g:3220520
Krivača	id=g:3220521
Poljica	id=g:3220522
Popov Do	id=g:3220523
Dobri Do	id=g:3220524
Musterovići	id=g:3220525
Jabuke	id=g:3220526
Plana	id=g:3220527
Novo Selo	id=g:3220528
Kruševi Do	id=g:3220529
Dromira	id=g:3220530
Zrzava	id=g:3220531
Pokrajak	id=g:3220532
Gornje Stravče	id=g:3220533
Šujaci	id=g:3220534
Radunovići	id=g:3220535
Milunovići	id=g:3220536
Brezevice	id=g:3220537
Zavala	id=g:3220538
Brezove Rupe	id=g:3220546
Ošlja	id=g:3220547
Vjetrina	id=g:3220548
Ptič	id=g:3220549
Mijoljica	id=g:3220550
Okrugli Do	id=g:3220551
Granica	id=g:3220552
Konjuhe	id=g:3220555
Han Drndarski	id=g:3220556
Donja Čuka	id=g:3220557
Trešnjevik	id=g:3220558
Katun Velja Rupa	id=g:3220559
Katun Božički	id=g:3220560
Han Garančića	id=g:3220561
Katun Carine	id=g:3220562
Savrdak	id=g:3220563
Katun Velja Ćura	id=g:3220564
Katun Luke	id=g:3220565
Katun Zagon	id=g:3220566
Prosica	id=g:3220567
Salevići	id=g:3220569
Šekular	id=g:3220570
Spaljevići	id=g:3220571
Krivače	id=g:3220576
Katunište	id=g:3220577
Pepiće	id=g:3220578
Zarunica	id=g:3220580
Cosovići	id=g:3220581
Lazi	id=g:3220582
Greben	id=g:3220583
Babića Mala	id=g:3220585
Trepčanska Reka	id=g:3220586
Ivangrad	id=g:3220587
Delevići	id=g:3220588
Brzava	id=g:3220590
Prijelozi	id=g:3220591
Bioča	id=g:3220592
Rujišta	id=g:3220593
Petnjica	id=g:3220594
Jodole	id=g:3220595
Katun Riva	id=g:3220597
Donja Štitarica	id=g:3220598
Podbišće	id=g:3220599
Slatko Brdo	id=g:3220600
Ravna Rijeka	id=g:3220601
Kovačica	id=g:3220602
Suva Gora	id=g:3220603
Lugovi	id=g:3220604
Brajića Brijeg	id=g:3220605
Otmičevac	id=g:3220606
Pocerep	id=g:3220607
Gornja Rijeka	id=g:3220608
Sirovac	id=g:3220609
Somina	id=g:3220610
Vratlo	id=g:3220611
Bokvica	id=g:3220612
Svrčke Bare	id=g:3220613
Barice	id=g:3220614
Nikonovac	id=g:3220615
Vocje	id=g:3220616
Pčinja	id=g:3220617
Mijoska	id=g:3220618
Smočje	id=g:3220619
Katun Barski	id=g:3220620
Prisoje	id=g:3220621
Podplaninik	id=g:3220622
Lukavica	id=g:3220623
Dažnik	id=g:3220625
Bršanski Katun	id=g:3220626
Vodni Do	id=g:3220627
Javorje	id=g:3220636
Puštala	id=g:3220637
Cer	id=g:3220638
Dobra Sela	id=g:3220639
Gornja Brezna	id=g:3220641
Donja Brezna	id=g:3220642
Štirni Do	id=g:3220643
Čeline	id=g:3220644
Nozdra	id=g:3220645
Presjeka	id=g:3220646
Dubrave	id=g:3220647
Jelovi Vrh	id=g:3220648
Donja Trepča	id=g:3220650
Trusina	id=g:3220651
Gornja Tisa	id=g:3220652
Šume	id=g:3220653
Jasenovo Polje	id=g:3220654
Rakita	id=g:3220655
Straševina	id=g:3220656
Kapino Polje	id=g:3220657
Loza	id=g:3220658
Rudine	id=g:3220660
Usputnica	id=g:3220661
Drpe	id=g:3220664
Ristopolje	id=g:3220665
Alagin Do	id=g:3220666
Lastva	id=g:3220667
Renovac	id=g:3220668
Ništice	id=g:3220670
Šipova Dola	id=g:3220671
Utes	id=g:3220672
Zanugline	id=g:3220673
Gornje Dubočke	id=g:3220674
Dubočke	id=g:3220675
Kapavice	id=g:3220676
Jasenovi Do	id=g:3263575
Meki Do	id=g:3263576
Visoka Glava	id=g:3263580
Jelovica	id=g:3263586
Žukovica	id=g:3263587
Bratostan	id=g:3263588
Kruška	id=g:3263589
Dubovo Brdo	id=g:3263590
Čardak	id=g:3263591
Klopotnik	id=g:3263593
Drenovac	id=g:3263594
Drenovac	id=g:3263595
Tomaševići	id=g:3263597
Dizdarev Do	id=g:3263598
Petijevići	id=g:3263599
Svrčuge	id=g:3263600
Meteriz	id=g:3263601
Lazarevići	id=g:3263602
Lepetići	id=g:3263603
Sveti Vašilije	id=g:3263604
Obalenica	id=g:3263605
Dugi Do	id=g:3263617
Kačunica	id=g:3263620
Gradac	id=g:3263622
Ravni Brijeg	id=g:3263624
Odijevo	id=g:3263642
Brisina	id=g:3263644
Kabao	id=g:3263651
Lećevišta	id=g:3263653
Meterizi	id=g:3263654
Veliki Kaoc	id=g:3263657
Ljut	id=g:3263658
Kapavica	id=g:3263659
Veliko Kabao	id=g:3263661
Pećavorje	id=g:3263663
Jarčeva Glava	id=g:3263682
Grab	id=g:3263684
Lokva	id=g:3263687
Ubajska Planina	id=g:3263696
Brezov Do	id=g:3263697
Kriva Glavica	id=g:3263705
Duboki Do	id=g:3263711
Lazine	id=g:3263715
Borova Glava	id=g:3263717
Gumbar	id=g:3263926
Somulj	id=g:3263927
Žestikova Kita	id=g:3263929
Gladni Katun	id=g:3263932
Jarčišta	id=g:3263942
Sitnica	id=g:3264248
Rupe	id=g:3264251
Bjelotina	id=g:3264259
Sovic	id=g:3264265
Varišta	id=g:3264266
Oble Glavice	id=g:3264299
Jabuke	id=g:3264303
Velja Glavica	id=g:3264304
Osoje	id=g:3264306
Mala Pećina	id=g:3264313
Velika Pećina	id=g:3264321
Prčanj	id=g:3264324
Kape	id=g:3264328
Ponori	id=g:3264361
Siljevica	id=g:3264365
Škrbina	id=g:3264371
Vrbanj	id=g:3264374
Međugorje	id=g:3264377
Borovik	id=g:3264382
Duge	id=g:3264383
Bekov Ubao	id=g:3264401
Lupoglav	id=g:3264403
Balješina Lokva	id=g:3264408
Studenac	id=g:3264415
Orjen-Sedlo	id=g:3264420
Grdni Do	id=g:3264423
Bakočev Do	id=g:3264452
Reovac	id=g:3264459
Crveni Do	id=g:3264461
Orjen	id=g:3264482
Prasa	id=g:3264487
Reovci	id=g:3264489
Runjava Glava	id=g:3264515
Borovi Do	id=g:3264520
Borova Glava	id=g:3264522
Bjelanova Ravan	id=g:3264541
Kapavica	id=g:3264544
Bajgorovica	id=g:3264549
Borovi Do	id=g:3264554
Međugorje	id=g:3264557
Nakovan	id=g:3264566
Bijele Kamenice	id=g:3264567
Kešeljevi Katuni	id=g:3264574
Ilijin Do	id=g:3264578
Opaljika	id=g:3264580
Vučetuša	id=g:3264582
Osredak	id=g:3264584
Visoka Glavica	id=g:3264585
Pakalj-Do	id=g:3264588
Jelovo Šljeme	id=g:3264590
Lokvanj	id=g:3264595
Gradine	id=g:3264599
Timor	id=g:3264603
Voluj-Korita	id=g:3264606
Kamiševo	id=g:3264607
Dugi Do	id=g:3264631
Meteriz	id=g:3264632
Velika Gradina	id=g:3264635
Pištalica	id=g:3264646
Jabuka	id=g:3264647
Bovan	id=g:3264649
Ðatlo	id=g:3264651
Skorča Gora	id=g:3264652
Pareški Do	id=g:3264658
Selina	id=g:3264660
Dobričin Ubao	id=g:3264675
Kamenica	id=g:3264677
Galić	id=g:3264682
Cerova Lokva	id=g:3264685
Bukovik	id=g:3264692
Krš	id=g:3264695
Kućišta	id=g:3264699
Zaušje	id=g:3264700
Građevina	id=g:3264704
Škuljevac	id=g:3264706
Perčin	id=g:3264738
Kovačica	id=g:3264739
Zebljak	id=g:3264743
Mirotinske Grede	id=g:3264753
Bišenice	id=g:3264773
Žugljaj	id=g:3264776
Račevina	id=g:3264808
Kaporov Gradac	id=g:3264813
Rasova	id=g:3264945
Sapalj Do	id=g:3265050
Veliki Kum	id=g:3265060
Lazareva Voda	id=g:3265105
Kamenice	id=g:3265107
Vlake	id=g:3265113
Kokotović Gradina	id=g:3265119
Velica	id=g:3265132
Vladova Voda	id=g:3265133
Korita	id=g:3265135
Zvjerinica	id=g:3265150
Donji Ledenik	id=g:3265232
Gornji Ledenik	id=g:3265234
Dubovik	id=g:3265298
Lokanj	id=g:3265305
Kopitnik	id=g:3265309
Vjetreni Mlin	id=g:3265312
Debela Ljut	id=g:3265315
Velika Pećina	id=g:3265331
Ljutina	id=g:3266180
Mali Kabao	id=g:3266200
Gvozd	id=g:3266202
Memedov Gradac	id=g:3266230
Burići	id=g:3269192
Dolina	id=g:3269193
Plani	id=g:3269194
Poljana	id=g:3269198
Kreće	id=g:3269243
Bukova Šuma	id=g:3269246
Prisoje	id=g:3269254
Hadžovina	id=g:3269258
Vrhovina	id=g:3269262
Vis	id=g:3269266
Ivljak	id=g:3269267
Lokva	id=g:3269279
Gradina	id=g:3269281
Ðuli	id=g:3269283
Stubica	id=g:3269284
Koprivni Do	id=g:3269305
Krčevine	id=g:3269322
Klakorina	id=g:3269326
Miholja	id=g:3269334
Stražice	id=g:3269340
Bavčića Rijeka	id=g:3269356
Vranjača	id=g:3269358
Ilisija	id=g:3269367
Dužice	id=g:3269375
Bavčići	id=g:3269376
Debelo Brdo	id=g:3269378
Ilijina Strana	id=g:3269381
Krušavači Vrh	id=g:3269393
Šapići	id=g:3269395
Plansko	id=g:3269401
Rudići	id=g:3269402
Močevići	id=g:3269408
Budojevići	id=g:3269421
Meljena	id=g:3269424
Čejirenci	id=g:3269427
Ðenovići	id=g:3269429
Crni Vrh	id=g:3269430
Malinjak	id=g:3269443
Geuši	id=g:3269444
Zabavlje	id=g:3269446
Debelo Brdo	id=g:3269448
Radava	id=g:3269451
Madžari	id=g:3269454
Osoje	id=g:3269455
Jelov Brijeg	id=g:3269465
Krst	id=g:3269466
Alibašina Voda	id=g:3269475
Mekote	id=g:3269479
Sovina Voda	id=g:3269498
Lisičiji Do	id=g:3269500
Bavčići	id=g:3269538
Beljanica	id=g:3270967
Dobra Voda	id=g:3270971
Avlija	id=g:3270986
Vranić	id=g:3272329
Rijetki Gaj	id=g:3272483
Kave	id=g:3272891
Stančića Rit	id=g:3273173
Kavski Vranj	id=g:3273196
Ravni	id=g:3273299
Stražbenica	id=g:3274387
Vragolija	id=g:3274393
Rovište	id=g:3286210
Rogači	id=g:3294598
Lunjeva Poljica	id=g:3294603
Šljeme	id=g:3294611
Gornje Crkvice	id=g:3294616
Oputna Rudina	id=g:3294621
Zabavlje	id=g:3295431
Gvozd	id=g:3295546
Pijevac	id=g:3295562
Srečanje	id=g:3295564
Rujevica	id=g:3295566
Vojnići	id=g:3295568
Kržavska Rijeka	id=g:3295572
Kosovica	id=g:3295587
Kunovnik	id=g:3295589
Hajlovina	id=g:3295592
Hajlovska Ravan	id=g:3295594
Cicmilske Vlake	id=g:3295646
Mrčići	id=g:3295680
Vukasovići	id=g:3295682
Gredelj	id=g:3295688
Lubura	id=g:3295691
Vrsta	id=g:3295711
Trovrh	id=g:3295718
Košarice	id=g:3295749
Bubreg	id=g:3295752
Bljuštur	id=g:3295754
Razvršje	id=g:3295760
Oblik	id=g:3295771
Nož	id=g:3295773
Previja	id=g:3295778
Debelo Brdo	id=g:3295795
Javorak	id=g:3295804
Podvoda	id=g:3295807
Barna Voda	id=g:3295811
Grebenarica	id=g:3295815
Vagan	id=g:3295821
Bobetin Vrh	id=g:3295828
Ježevo Brdo	id=g:3295831
Međeđe Brdo	id=g:3295834
Košara	id=g:3295837
Gladišta	id=g:3295838
Govedar	id=g:3295849
Kezunovo Ždrijelo	id=g:3295853
Teljevića Lastva	id=g:3295858
Bjelačka Voda	id=g:3295864
Biočke Grede	id=g:3295870
Ðokov Do	id=g:3295873
Kljusjne	id=g:3295874
Jajac	id=g:3295876
Velika Glavica	id=g:3295878
Velika Pećina	id=g:3295894
Pandurica	id=g:3295896
Ober	id=g:3295897
Gornje Suvodo	id=g:3295901
Javorak	id=g:3295904
Prvi Do	id=g:3295906
Smederevo	id=g:3295907
Nadbrežak	id=g:3295910
Tisovi Do	id=g:3295911
Sumorova Gora	id=g:3295917
Krčevine	id=g:3295922
Gornji Unač	id=g:3295925
Donji Unač	id=g:3295929
Jezik	id=g:3295933
Radojevina	id=g:3295936
Sokolina	id=g:3295937
Ulasci	id=g:3295938
Nozdruć	id=g:3295944
Sušica	id=g:3295955
Karaula	id=g:3295967
Stolaš	id=g:3295969
Odrag	id=g:3295970
Brezovi Rt	id=g:3295971
Brljevski Brijeg	id=g:3295972
Krstača	id=g:3295981
Međudo	id=g:3295983
Štirno	id=g:3295984
Četka	id=g:3295985
Borovnik	id=g:3295987
Suvodo	id=g:3295988
Šiljak	id=g:3295989
Siljevac	id=g:3295991
Rupe	id=g:3295992
Džudov Do	id=g:3295995
Klekova Kosa	id=g:3295996
Bojatski Katuni	id=g:3295999
Bogdan	id=g:3296000
Berino Brdo	id=g:3296002
Lokva	id=g:3296003
Gornje Crkvice	id=g:3296006
Crni Vrh	id=g:3296007
Ljeljenak	id=g:3296008
Orlović	id=g:3296009
Preseci	id=g:3296011
Ðatlo	id=g:3296188
Zmajevac	id=g:3296192
Suvodanj	id=g:3296200
Šisman	id=g:3296202
Podine	id=g:3296204
Grede	id=g:3296206
Sedlari	id=g:3296208
Sedlarska Pećina	id=g:3296210
Bjelanovac	id=g:3296212
Studenac	id=g:3296213
Kolješevina	id=g:3296214
Budanj	id=g:3296217
Priljepi	id=g:3296218
Debelo Brdo	id=g:3296219
Kulina	id=g:3296220
Podvode	id=g:3296222
Lijepa Glavica	id=g:3296224
Kruška	id=g:3296227
Zujača	id=g:3296231
Borikovac	id=g:3296234
Prstenak	id=g:3296237
Jasikovac	id=g:3296241
Vlaška Usov	id=g:3296251
Trešteno Brdo	id=g:3296254
Dobrilovići	id=g:3296256
Jezero	id=g:3296265
Osojnica	id=g:3296268
Kolo	id=g:3296270
Donje Crkvice	id=g:3296271
Koprivnjaća	id=g:3296272
Kobilja Glava	id=g:3296289
Grede	id=g:3296294
Madžarski Kraj	id=g:3296296
Zarisnik	id=g:3296297
Seoca	id=g:3296301
Grabač Vrh	id=g:3296303
Krastavica	id=g:3296304
Krstače	id=g:3296310
Kragujevo Brdo	id=g:3296311
Panos	id=g:3296313
Jagodnjak	id=g:3296314
Razvršje	id=g:3296315
Crevena Brda	id=g:3296317
