Thomas Hollow	id=g:4736560
Vesper Lake Dam	id=g:4739102
Vessey	id=g:4739103
Vestal Branch	id=g:4739104
Verde Springs	id=g:4739105
Vestal School	id=g:4739106
Veteran Park	id=g:4739107
Veterans Administration Dam	id=g:4739108
Veterans Administration Hospital Historic District	id=g:4739109
Veterans Administration Lake	id=g:4739110
Veterans Affairs Medical Center Heliport	id=g:4739111
Veterans Memorial Baseball Park	id=g:4739112
Veterans Memorial High School	id=g:4739113
Veterans Memorial Monument	id=g:4739114
Veterans Memorial Park	id=g:4739115
Veterans Memorial United Methodist Church	id=g:4739116
Veterans Middle School	id=g:4739117
Veterans Park	id=g:4739118
Veterans Park Trail	id=g:4739119
Veterans of Foreign Wars Park	id=g:4739120
Vial Elementary School	id=g:4739121
Vial Lake	id=g:4739122
Vial Lake Dam	id=g:4739123
Vibora Windmill	id=g:4739124
Viboras	id=g:4739125
Viboras Oil Field	id=g:4739126
Viboras Pasture	id=g:4739127
Viboras Well	id=g:4739128
Viboras Well	id=g:4739129
Viboras Windmill	id=g:4739130
Vic Robertson Elementary School	id=g:4739131
Vicente Sandoval Colonia	id=g:4739132
Vicinity Cemetery	id=g:4739133
Vick Cemetery	id=g:4739134
Vick Pond	id=g:4739135
Vick Spring	id=g:4739136
Vickers Cemetery	id=g:4739137
Vickers Elementary School	id=g:4739138
Vickery Baptist Church	id=g:4739139
Vickery Meadows School	id=g:4739140
Vickery School	id=g:4739141
Vickery School	id=g:4739142
Vickery Temple Church of God in Christ	id=g:4739143
Vickie Lynn Oil Field	id=g:4739144
Vickle Church	id=g:4739145
Vickory Lake	id=g:4739146
Vickrey House	id=g:4739147
Victor	id=g:4739148
Victor	id=g:4739149
Victor Braunig Dam	id=g:4739150
Victor Braunig Lake	id=g:4739151
Victor H Hexter Elementary School	id=g:4739152
Victor Park	id=g:4739153
Victor Park	id=g:4739154
Victor Saint Bible Chapel Church	id=g:4739155
Victoria	id=g:4739156
Victoria	id=g:4739157
Victoria Acres Colonia	id=g:4739158
Victoria Bank and Trust Motor Garage Heliport	id=g:4739159
Victoria Baptist Church	id=g:4739160
Victoria Barge Canal	id=g:4739161
Victoria Belen Colonia	id=g:4739162
Victoria College	id=g:4739163
Victoria Colonia	id=g:4739164
Victoria Colored School	id=g:4739165
Victoria Country Club	id=g:4739166
Victoria County	id=g:4739167
Victoria County Courthouse	id=g:4739168
Victoria Creek	id=g:4739169
Vestal Elementary School	id=g:4739170
Victoria Heights Elementary School	id=g:4739171
Victoria High School	id=g:4739172
Victoria Oil Field	id=g:4739173
Victoria Park	id=g:4739174
Victoria Park	id=g:4739175
Victoria Regional Airport	id=g:4739176
Victoria Vera Colonia	id=g:4739177
Victoria Warm Springs Rehabilitation Hospital	id=g:4739178
Victory	id=g:4739179
Victory Assembly of God Church	id=g:4739180
Victory Assembly of God Church	id=g:4739181
Victory Baptist Church	id=g:4739182
Victory Baptist Church	id=g:4739183
Victory Baptist Church	id=g:4739184
Victory Baptist Church	id=g:4739185
Victory Baptist Church	id=g:4739186
Victory Baptist Church	id=g:4739187
Victory Baptist Church	id=g:4739188
Victory Baptist Church	id=g:4739189
Victory Baptist Church	id=g:4739190
Victory Baptist Church	id=g:4739191
Victory Baptist Church	id=g:4739192
Victory Baptist Church	id=g:4739193
Victory Baptist Church	id=g:4739194
Victory Branch	id=g:4739195
Victoria Grist Windmill	id=g:4739196
Victory Church	id=g:4739197
Victory Church	id=g:4739198
Victory Church	id=g:4739199
Victory Church	id=g:4739200
Victory Church of God in Christ	id=g:4739201
Victory Church of God in Christ	id=g:4739202
Victory City	id=g:4739203
Victory Drive Church of God in Christ	id=g:4739204
Victory Fellowship Baptist Church	id=g:4739205
Victory Fellowship Church	id=g:4739206
Victory Independent Baptist Church	id=g:4739207
Victory Life Fellowship Church	id=g:4739208
Victory Life Fellowship Church	id=g:4739209
Victory Missionary Baptist Church	id=g:4739210
Victory New Testament Fellowship Church	id=g:4739211
Victory Park	id=g:4739212
Victory Place Colonia	id=g:4739213
Victory Tabernacle Apostolic Church	id=g:4739214
Victory Temple Assembly of God Church	id=g:4739215
Victory Temple Assembly of God Church	id=g:4739216
Victory Temple Church of God	id=g:4739217
Victory Temple Church of God in Christ	id=g:4739218
Victory Temple Missionary Baptist Church	id=g:4739219
Victory in Jesus Apostolic Pentecostal Church	id=g:4739220
Vidal Tank	id=g:4739221
Vidaurri	id=g:4739222
Vidaurri Lake	id=g:4739223
Vidaurri Lake Dam	id=g:4739224
Vidaurri Park	id=g:4739225
Vidor	id=g:4739226
Vidor High School	id=g:4739227
Vidor High School Football Stadium and Track	id=g:4739228
Vidor Junior High School	id=g:4739229
Vidor Middle School	id=g:4739230
Vidor North Oil Field	id=g:4739231
Vienna	id=g:4739232
Vienna Church	id=g:4739233
Vienna Gas Field	id=g:4739234
Viente dos Windmill	id=g:4739235
Viertel Cemetery	id=g:4739236
Vieth Lake	id=g:4739237
Vieth Lake Dam	id=g:4739238
Vietnames Evangelical Church	id=g:4739239
Vietnamese Baptist Church	id=g:4739240
Vietnamese Baptist Church of Garland	id=g:4739241
Vietnamese Catholic Church	id=g:4739242
Vietnamese Evangelical Church	id=g:4739243
Vietnamese Faith Baptist Church	id=g:4739244
Vietnamese Martyrs Catholic Center	id=g:4739245
View	id=g:4739246
Mount View	id=g:4739247
Viewpoint School	id=g:4739248
Viewpoint School	id=g:4739249
Viking Hills Elementary School	id=g:4739250
Viking Hills Park	id=g:4739251
Viking Park Baseball - Bryan High School	id=g:4739252
Viking Park Softball - Bryan High School	id=g:4739253
Viking Stadium	id=g:4739254
Viking Stadium	id=g:4739255
Vilas	id=g:4739256
Vilbig Lakes	id=g:4739257
Villa	id=g:4739258
Villa Capri Colonia	id=g:4739259
Villa Cavazos	id=g:4739260
Villa Cavazos Colonia	id=g:4739261
Villa Coronado Park	id=g:4739262
Villa Creek	id=g:4739263
Victory Church	id=g:4739264
Villa Donna Colonia	id=g:4739265
Villa Estates Colonia	id=g:4739266
Incarnate Word Academy	id=g:4739267
Villa Nueva	id=g:4739268
Villa Nueva Colonia	id=g:4739269
Villa Nueva Elementary School	id=g:4739270
Villa Pancho	id=g:4739271
Villa Pancho Colonia	id=g:4739272
Villa Queen of Peace	id=g:4739273
Villa Rosa School	id=g:4739274
Villa Siesta Retirement Village	id=g:4739275
Villa Tank	id=g:4739276
Villa Verde	id=g:4739277
Villa Verde Colonia	id=g:4739278
Villa de Frontera Colonia	id=g:4739279
Villa de Martinez Colonia	id=g:4739280
Villa del Mundo Colonia	id=g:4739281
Villa del Sol	id=g:4739282
Villa del Sol Colonia	id=g:4739283
Villa del Sol Colonia	id=g:4739284
Village Baptist Church	id=g:4739285
Village Bend	id=g:4739286
Village Bend	id=g:4739287
Village Creek	id=g:4739288
Villa DeMatel	id=g:4739289
Village Creek	id=g:4739290
Village Creek	id=g:4739291
Village Creek	id=g:4739292
Village Creek	id=g:4739293
Village Creek	id=g:4739294
Village Creek	id=g:4739295
Village Creek	id=g:4739296
Village Creek	id=g:4739297
Village Creek Historical Area Trail	id=g:4739298
Village Creek Lake Dam	id=g:4739299
Village Creek Park	id=g:4739300
Village Creek School	id=g:4739301
Village Creek State Park	id=g:4739302
Village Creek State Park Trail	id=g:4739303
Village East Colonia	id=g:4739304
Village Grove Number 2 Colonia	id=g:4739305
Village Mills	id=g:4739306
Village Mills Cemetery	id=g:4739307
Village Slough	id=g:4739308
Village Creek Lake	id=g:4739309
Village Slough	id=g:4739310
Village at West Oaks	id=g:4739311
Villareal Cemetery	id=g:4739312
Villareal Colonia	id=g:4739313
Villareales	id=g:4739314
Villarreal Artesian Well	id=g:4739315
Villarreal Elementary School	id=g:4739316
Villarreales Banco Number 136	id=g:4739317
Villarreo Ranch	id=g:4739318
Villas del Valle Colonia	id=g:4739319
Villegas Street Baptist Church	id=g:4739320
Villitas Banco Number 24	id=g:4739321
Vina Windmill	id=g:4739322
Vinateria Tank	id=g:4739323
Vinatero Well	id=g:4739324
Vince Bayou	id=g:4739325
Village of Tiki Island	id=g:4739326
Vincent Cemetery	id=g:4739327
Vincent Creek	id=g:4739328
Vincent Beck Stadium	id=g:4739329
Vincent Lake Dam	id=g:4739330
Vincent Middle School	id=g:4739331
Vincent Street Park	id=g:4739332
Vine Grove Church	id=g:4739333
Vine Grove School	id=g:4739334
Vine Life Fellowship Church	id=g:4739335
Vinegar Hill	id=g:4739336
Vines High School	id=g:4739337
Viney Bend	id=g:4739338
Viney Pond	id=g:4739339
Vineyard	id=g:4739340
Vineyard Baptist Church	id=g:4739341
Vineyard Grove Cemetery	id=g:4739342
Vingt-et-un Islands	id=g:4739343
Vinie Slough	id=g:4739344
Vinson	id=g:4739345
Vinson Branch Library	id=g:4739346
Vinson Cemetery	id=g:4739347
Vinson Slough	id=g:4739348
Vintage Flying Museum	id=g:4739349
Viola	id=g:4739350
Viola Channel	id=g:4739351
Viola Cobb Elementary School	id=g:4739352
Viola Courts Apartments	id=g:4739353
Viola Mahanay Elementary School	id=g:4739354
Viola School (historical)	id=g:4739355
Viola Turning Basin	id=g:4739356
Violet	id=g:4739357
Violet Creek	id=g:4739358
Vincent Lake	id=g:4739359
Violets Creek	id=g:4739360
Violet Museum	id=g:4739361
Virgen de San Juan del Valle Shrine Church	id=g:4739362
Virginia A Myers Elementary School	id=g:4739363
Virginia A Stacey Junior and Senior High School	id=g:4739364
Virginia Avenue Historic District	id=g:4739365
Virginia Field Park	id=g:4739366
Virginia Hall	id=g:4739367
Virginia Hill	id=g:4739368
Virginia Hill Church	id=g:4739369
Virginia Lakes	id=g:4739370
Virginia Point	id=g:4739371
Virginia Point Church	id=g:4739372
Virginia Reinhardt Elementary School	id=g:4739373
Vision Chapel Church	id=g:4739374
Visnaga Well	id=g:4739375
Vista	id=g:4739376
Laguna Vista Cove	id=g:4739377
Vista Mountain	id=g:4739378
Vista Ridge Baptist Church	id=g:4739379
Vista Ridge Methodist Church	id=g:4739380
Vistula	id=g:4739381
Vistula Church	id=g:4739382
Vitek Field	id=g:4739383
Viterbo	id=g:4739384
Viterbo Reservoir	id=g:4739385
Vittitoe Cemetery	id=g:4739386
Vivian	id=g:4739387
Vivian	id=g:4739388
Vivian Chapel Methodist Church	id=g:4739389
Vivian Field Stadium	id=g:4739390
Vivian Fowler Elementary School	id=g:4739391
Vivian Oil Field	id=g:4739392
Voca	id=g:4739393
Vocation School	id=g:4739394
Vogel Belt Complex	id=g:4739395
Vogel Cemetery	id=g:4739396
Vogel Cemetery	id=g:4739397
Vogel Creek	id=g:4739398
Violott Church	id=g:4739399
Vogel Gully	id=g:4739400
Vogel Elementary School	id=g:4739401
Vogels Peak	id=g:4739402
Voges Cemetery	id=g:4739403
Vogtsberger Oil Field	id=g:4739404
Vogtsberger Ranch	id=g:4739405
Voigt Lake	id=g:4739406
Voigt Lake Dam	id=g:4739407
Volente	id=g:4739408
Volga (historical)	id=g:4739409
Volkmann Draw	id=g:4739410
Vogel-Sang Cemetery	id=g:4739411
Volpe Tank	id=g:4739412
Volpe Tank Dam	id=g:4739413
Von Ormy	id=g:4739414
Von Ormy Oil Field	id=g:4739415
Voss	id=g:4739416
Voss Cemetery	id=g:4739417
Voss Lake	id=g:4739418
Voss Lake	id=g:4739419
Voss Lake	id=g:4739420
Voss Lake Dam	id=g:4739421
Voss Lake Dam	id=g:4739422
Voss Lake Dam	id=g:4739423
Votaw	id=g:4739424
Voth	id=g:4739425
Voth Oil Field	id=g:4739426
Voth-Rosedale School	id=g:4739427
Voyles Lazy V Ranch	id=g:4739428
Vrbas Lake	id=g:4739429
Vrbas Lake Dam	id=g:4739430
Vsetin	id=g:4739431
Vsetin	id=g:4739432
Vysehrad Elementary School	id=g:4739433
Vysehrad School	id=g:4739434
W O Barnes Stadium	id=g:4739435
W W Thorne Stadium	id=g:4739436
W A Blair Elementary School	id=g:4739437
W A Minus	id=g:4739438
W A Porter Elementary School	id=g:4739439
W A Smith Lake Number 1	id=g:4739440
W A Smith Lake Number 1 Dam	id=g:4739441
W A Strain House	id=g:4739442
W A Todd Middle School	id=g:4739443
W A V Cash House	id=g:4739444
W B Burris Airport	id=g:4739445
W B Forrest House	id=g:4739446
W B Moore House	id=g:4739447
W B Reinmiller House	id=g:4739448
W C Barnes House	id=g:4739449
W C Cotton Stadium	id=g:4739450
W C Ranch Airport	id=g:4739451
W C and Kate Vaden House	id=g:4739452
W D Cornilius Ranch Airport	id=g:4739453
W D Kury Dam	id=g:4739454
W D Smith House	id=g:4739455
W E Dennis Dam	id=g:4739456
W E Dennis Reservoir	id=g:4739457
W E Greiner Middle School	id=g:4739458
W E Hoover Elementary School	id=g:4739459
W E Pete Ford Middle School	id=g:4739460
W E Seelhorst House	id=g:4739461
W F George Middle School	id=g:4739462
W F Rover	id=g:4739463
W F Thomson House	id=g:4739464
W G Jones State Forest	id=g:4739465
W H Adamson High School	id=g:4739466
W H Atwell Middle School	id=g:4739467
W H Burnett Elementary School	id=g:4739468
W H Byrd Junior High School	id=g:4739469
W H Crain House	id=g:4739470
W H Gaston Middle School	id=g:4739471
W H Stark House	id=g:4739472
W I Howard Lake	id=g:4739473
W I Howard Lake Dam	id=g:4739474
W J E Airport	id=g:4739475
W J Four Lateral	id=g:4739476
W J Knox Elementary School	id=g:4739477
W J Lateral	id=g:4739478
W J Ranch Colonia	id=g:4739479
W J Turner Elementary School	id=g:4739480
W J Venable House	id=g:4739481
W K and Kate Makemson House	id=g:4739482
W L Foley Building	id=g:4739483
W L Hauke Alternative School	id=g:4739484
W L Higgins Elementary School	id=g:4739485
W L Kissam Intermediate School	id=g:4739486
W M Pearce Primary School	id=g:4739487
W O Gross Jr Dam	id=g:4739488
W O Haggard, Junior Library	id=g:4739489
W P Lateral	id=g:4739490
W R Hatfield Intermediate School	id=g:4739491
W R Hill House	id=g:4739492
W S Permenter Middle School	id=g:4739493
W S and Mary Trigg House	id=g:4739494
W Scott Frost Reservoir Number 1	id=g:4739495
W Scott Frost Reservoir Number 1	id=g:4739496
W Scott Frost Reservoir Number 1 Levee	id=g:4739497
W Scott Frost Reservoir Number 1 Levee	id=g:4739498
W Scott Frost Reservoir Number 3	id=g:4739499
W Scott Frost Reservoir Number 3 Levee	id=g:4739500
W T Carter Junior House	id=g:4739501
W T Francisco Elementary School	id=g:4739502
W T Hall School	id=g:4739503
W T Waggoner Building	id=g:4739504
W T White High School	id=g:4739505
W T and Clotilde V Williams House	id=g:4739506
W W Browning House	id=g:4739507
W W Bushman Elementary School	id=g:4739508
W W Samuell High School	id=g:4739509
W Wallace	id=g:4739510
W.D. McKinney Cotton Gin (historical)	id=g:4739511
WACO-AM (Waco)	id=g:4739512
WACO-FM (Waco)	id=g:4739513
WACO-FM (Waco)	id=g:4739514
WBAP-AM (Fort Worth)	id=g:4739515
WBS School	id=g:4739516
WE Four Ranch	id=g:4739517
WF George	id=g:4739518
WFAA-TV (Dallas)	id=g:4739519
WOAI-AM (San Antonio)	id=g:4739520
WRR-FM (Dallas)	id=g:4739521
WT Maddox Park	id=g:4739522
WTAW-AM (College Station)	id=g:4739523
Wachel Lake	id=g:4739524
Wachel Lake Dam	id=g:4739525
Waco	id=g:4739526
Waco Bay	id=g:4739527
Waco Bend	id=g:4739528
Waco Bible Chapel Church	id=g:4739529
Waco Boys Camp	id=g:4739530
Waco Center for Youth	id=g:4739531
Waco Charter School	id=g:4739532
Waco Community Baptist Church	id=g:4739533
Waco Creek	id=g:4739534
Waco Creek	id=g:4739535
Volo Cemetery	id=g:4739536
Waco Episcopal Youth Community Church	id=g:4739537
Waco High School	id=g:4739538
Waco Independent School District Stadium	id=g:4739539
Waco Lake	id=g:4739540
Waco Memorial Park	id=g:4739541
Waco Motorcycle Club	id=g:4739542
Waco Municipal Stadium	id=g:4739543
Waco Pre Kindergarten Center	id=g:4739544
Waco Regional Airport	id=g:4739545
Waco Spanish Seventh Day Adventist Church	id=g:4739546
Waco Spring	id=g:4739547
Waco Springs (historical)	id=g:4739548
Waco State Home	id=g:4739549
Waco Suspension Bridge	id=g:4739550
Waddell Cemetery	id=g:4739551
Waddell Ranch Dam Number 3	id=g:4739552
Waddell Ranch Lake Number 1	id=g:4739553
Waddell Ranch Lake Number 1 Dam	id=g:4739554
Waddell Ranch Lake Number 3	id=g:4739555
Waddill Church	id=g:4739556
Waddle Cemetery (historical)	id=g:4739557
Waddle Hollow	id=g:4739558
Waco Dam	id=g:4739559
Wade Cemetery	id=g:4739560
Wade Hollow	id=g:4739561
Wade Park	id=g:4739562
Wade Ranch	id=g:4739563
Wade Reeves Hollow	id=g:4739564
Wade Cemetery	id=g:4739565
Wadeside Addition Colonia	id=g:4739566
Wadley	id=g:4739567
Wadley Regional Medical Center	id=g:4739568
Wadley Regional Medical Center Heliport	id=g:4739569
Wadsworth	id=g:4739570
Wadsworth Creek	id=g:4739571
Wades Chapel	id=g:4739572
Wadsworth Slough	id=g:4739573
Waelder	id=g:4739574
Wafer Creek	id=g:4739575
Waffelow Creek	id=g:4739576
Wagenschein Ranch	id=g:4739577
Wager Lake Dam	id=g:4739578
Waggoner Branch	id=g:4739579
Wager Lake	id=g:4739580
Waggoner Estate Lake Number 1	id=g:4739581
Waggoner Estate Lake Number 1 Dam	id=g:4739582
Waggoner Gap	id=g:4739583
Waggoner Lake Number 1	id=g:4739584
Waggoner Lake Number 1 Dam	id=g:4739585
Waggoner Lake Number 2	id=g:4739586
Waggoner Lake Number 2 Dam	id=g:4739587
Waggoner Lake Number 3	id=g:4739588
Waggoner Lake Number 3 Dam	id=g:4739589
Waggoner Lake Number 4	id=g:4739590
Waggoner Lake Number 4 Dam	id=g:4739591
Waggoner Lake Number 5	id=g:4739592
Waggoner Lake Number 5 Dam	id=g:4739593
Waggoner Lake Number 6	id=g:4739594
Waggoner Lake Number 6 Dam	id=g:4739595
Waggoner Mansion	id=g:4739596
Waggoner Park	id=g:4739597
Waggoner Park	id=g:4739598
Waggoner Ranch Lake Number 1	id=g:4739599
Waggoner Ranch Lake Number 1 Dam	id=g:4739600
Waggoner Ranch Lake Number 2	id=g:4739601
Waggoner Ranch Lake Number 2 Dam	id=g:4739602
Waggoner Ranch Lake Number 3	id=g:4739603
Waggoner Ranch Lake Number 3 Dam	id=g:4739604
Waggoner Ranch Lake Number 4	id=g:4739605
Waggoner Ranch Lake Number 4 Dam	id=g:4739606
Waggoner Ranch Lake Number 5	id=g:4739607
Waggoner Ranch Lake Number 5 Dam	id=g:4739608
Waggoner Ranch Lake Number 6	id=g:4739609
Waggoner Ranch Lake Number 6 Dam	id=g:4739610
Waggoner Ranch Lake Number 7	id=g:4739611
Waggoner Ranch Lake Number 7 Dam	id=g:4739612
Waggoner Ranch Lake Number 8	id=g:4739613
Waggoner Ranch Lake Number 8 Dam	id=g:4739614
Waggoner Tank	id=g:4739615
Wagner	id=g:4739616
Wagner Creek	id=g:4739617
Waggoner Cemetery	id=g:4739618
Wagner Heliport	id=g:4739619
Wagner Hill Cemetery	id=g:4739620
Wagner Hill Cemetery	id=g:4739621
Wagner Pond	id=g:4739622
Wagner Spring	id=g:4739623
Wagner-Braxdale Airport	id=g:4739624
Wagon Bed Draw	id=g:4739625
Palacios Community Hospital	id=g:4739626
Wagon Branch	id=g:4739627
Wagon Creek	id=g:4739628
Wagon Timber Creek	id=g:4739629
Wagon Top	id=g:4739630
Wagram Cemetery	id=g:4739631
Wahoo Lake	id=g:4739632
Wahoo Park	id=g:4739633
Wahrenberger House	id=g:4739634
Wainwright Elementary SPARK Park Trail	id=g:4739635
Wainwright Elementary School	id=g:4739636
Wainwright School	id=g:4739637
Wainwright Station Post Office	id=g:4739638
Waite Cemetery	id=g:4739639
Carl C Waitz Elementary School	id=g:4739640
Wake Village	id=g:4739641
Wakefield	id=g:4739642
Wakefield Cemetery	id=g:4739643
Wakefield Church	id=g:4739644
Wakefield Elementary School	id=g:4739645
Wakefield Lookout Tower	id=g:4739646
