Happy Valley Gardens	id=g:7150656
Christian Life Commission	id=g:7153089
Church Iglesia de Christo	id=g:7153090
Church in Austin	id=g:7153091
Church of Christ of Highland Village	id=g:7153092
Church of Christ of South Austin	id=g:7153093
Church of Christ of University Avenue	id=g:7153094
Church of Christ Southwest	id=g:7153095
Church of Conscious Harmony	id=g:7153096
Church of God Seventh Day Alfa and Omega	id=g:7153097
Church of Scientology of Texas	id=g:7153098
Church of the New Covenant	id=g:7153099
Church of the New Testament	id=g:7153101
Community of Christ Church	id=g:7153102
Congregation Beth-El	id=g:7153103
Congregation Kol Halev	id=g:7153104
Congregational Church of Austin	id=g:7153105
Corinth Baptist Church	id=g:7153106
Covenant Presbyterian Church	id=g:7153107
Crestview Baptist Church	id=g:7153108
Crestview United Methodist Church	id=g:7153109
Crosspointe Church	id=g:7153110
Dayspring Chapel	id=g:7153111
Dolores Catholic Church Family Center	id=g:7153112
Door of Hope Church	id=g:7153113
Eastside Baptist Church	id=g:7153114
El Buen Pastor Assembly of God	id=g:7153115
El Buen Pastor Presbyterian Church	id=g:7153116
El Buen Samaritano Episcopal Mission	id=g:7153117
Embassy Nation Church	id=g:7153118
Emmanuel Baptist Church	id=g:7153119
Episcopal Church of the Resurrection	id=g:7153120
Eternal Way Center	id=g:7153121
Ethiopian Evangelical Church of Austin Texas	id=g:7153122
Fairview Family Center	id=g:7153123
Faith and Trust Community Bible Church	id=g:7153124
Faith Cathedral	id=g:7153125
Faith Lutheran Church	id=g:7153126
Faith Partners Church	id=g:7153127
Faith Presbyterian Church	id=g:7153128
Faith Victory Church	id=g:7153129
Family History Center	id=g:7153130
Family Life Center	id=g:7153131
First Baptist Church of Austin	id=g:7153132
First Baptist Church of Heflin	id=g:7153133
First Baptist Church of Oak Hill	id=g:7153134
First Church of Christ Scientist	id=g:7153135
First Church of Christ Scientist	id=g:7153136
Unity Church of Austin	id=g:7153137
Unity Hill Missionary Baptist Church	id=g:7153138
Universal Church	id=g:7153139
University Avenue Church of Christ	id=g:7153140
University Christian Church	id=g:7153141
University Presbyterian Church	id=g:7153142
University United Methodist Church	id=g:7153143
Victorious Life Church	id=g:7153144
Victory Out Reach Church	id=g:7153145
Victory Outreach Church	id=g:7153146
Vineyard Christian Fellowship	id=g:7153147
Virtuous Reality Ministries	id=g:7153148
Wesley Foundation of Austin-Campus Ministry	id=g:7153149
Western Hills Church of Christ	id=g:7153150
Westlake United Methodist Church	id=g:7153151
Westover Hills Church of Christ	id=g:7153152
Willie Chapel Church	id=g:7153153
Zion Messiaic Church	id=g:7153154
Zion Rest Baptist Church	id=g:7153155
Austin American Sleep Diagnostic Center	id=g:7153156
Austin Heart Center	id=g:7153157
Austin Office of Rural Health	id=g:7153158
Austin Women's Hospital	id=g:7153159
Disability and Impairment Assessment Center	id=g:7153160
Health South Surgical Hospital	id=g:7153161
HealthSouth Rehabilitation Hospital of Austin	id=g:7153162
Professional Medical Care Center South	id=g:7153163
Saint David's Day Surgery Center	id=g:7153164
Saint David's Occupational Health Services	id=g:7153165
Saint Jude Medical Center	id=g:7153166
Seton League House	id=g:7153167
Seton Southwest-Shivers Center	id=g:7153168
Surgicare of South Austin	id=g:7153169
Texan Surgery Center	id=g:7153170
Texas State Mental Health and Mental Retardation Department	id=g:7153171
Anderson Arbor Shopping Center	id=g:7153172
Anderson Mill Center Shopping Center	id=g:7153173
Arboretum Crossing Shopping Center	id=g:7153174
Balcones Woods Shopping Center	id=g:7153175
Barton Ridge Plaza Shopping Center	id=g:7153176
Boardwalk Shopping Center	id=g:7153177
Braker Lane Crossing Shopping Center	id=g:7153178
Brodie Oaks Shopping Center	id=g:7153179
Cannon West Shopping Center	id=g:7153180
Center of the Hills Shopping Center	id=g:7153181
Central Park Shopping Center	id=g:7153182
Century South Shopping Center	id=g:7153183
Crossroads Shopping Center	id=g:7153184
Eastland Plaza Shopping Center	id=g:7153185
Gateway Market Shopping Center	id=g:7153186
Gateway Square Shopping Center	id=g:7153187
Great Hill Station Shopping Center	id=g:7153188
Great Hills Market Shopping Center	id=g:7153189
Hesters Crossing Shopping Center	id=g:7153190
Highland Village Shopping Center	id=g:7153191
House and Home Center Shopping Center	id=g:7153192
La Frontera Shopping Center	id=g:7153193
Lake Creek Festival Shopping Center	id=g:7153194
Lake Hills Plaza Shopping Center	id=g:7153195
Lakeline Plaza Shopping Center	id=g:7153196
Lantern Lane Shopping Center	id=g:7153197
Lincoln Village Shopping Center	id=g:7153198
Lohmans Crossing Shopping Center	id=g:7153199
McNeil Crossing Shopping Center	id=g:7153200
North Fork Plaza Shopping Center	id=g:7153201
Northwest Hills Village Shopping Center	id=g:7153202
Parmer Crossing Shopping Center	id=g:7153203
Renaissance Square Shopping Center	id=g:7153204
Riverside Place Shopping Center	id=g:7153205
Rock Creek Plaza Shopping Center	id=g:7153206
Round Rock West Shopping Center	id=g:7153207
South Brook Town Center Shopping Center	id=g:7153208
Southridge Plaza Shopping Center	id=g:7153209
Southtowne Square Shopping Center	id=g:7153210
Springdale Shopping Center	id=g:7153211
Stassney Heights Shopping Center	id=g:7153212
Sunset Valley Marketfair Shopping Center	id=g:7153213
Sunset Valley Village Shopping Center	id=g:7153214
The Market at Parmer Lane Shopping Center	id=g:7153215
The Market at Wells Branch Shopping Center	id=g:7153216
The Village at Westlake Shopping Center	id=g:7153217
The Woodland Shopping Center	id=g:7153218
Town and Country Mall Shopping Center	id=g:7153219
West Anderson Plaza Shopping Center	id=g:7153220
West Bank Market Shopping Center	id=g:7153221
West Woods Shopping Center	id=g:7153222
Clark Field	id=g:7153223
Red and Charlie McCombs Field	id=g:7153224
Dessau Fountains	id=g:7153225
Balcones Post Office	id=g:7153226
Cedar Park Post Office	id=g:7153227
Central Park Station Post Office	id=g:7153228
Chimney Corners Post Office	id=g:7153229
Del Valle Post Office	id=g:7153230
East Austin Post Office	id=g:7153231
Hutto Post Office	id=g:7153232
Lake Travis Post Office	id=g:7153233
Mockingbird Post Office	id=g:7153234
Northcross Post Office	id=g:7153235
Northeast Austin Post Office	id=g:7153236
Oak Hill Station Post Office	id=g:7153237
Pflugerville Post Office	id=g:7153238
Southeast Post Office	id=g:7153239
Town North Post Office	id=g:7153240
West Austin Post Office	id=g:7153241
All Saints Episcopal Day School	id=g:7153242
Alternative Learning Center	id=g:7153243
American Youthworks Charter School	id=g:7153244
Blazier Elementary School	id=g:7153245
Casey Elementary School	id=g:7153246
Cedar Park Middle School	id=g:7153247
Cedars International Academy	id=g:7153248
Christ Community Christian School	id=g:7153249
Cowan Elementary School	id=g:7153251
Crestview United Methodist Preschool	id=g:7153252
Faith United Methodist Preschool	id=g:7153253
First Presbyterian Church Day School	id=g:7153254
First United Methodist Church of Austin Preschool	id=g:7153255
Garcia Middle School	id=g:7153256
Good Shepherd Episcopal School	id=g:7153257
Great Hills Baptist Church Preschool	id=g:7153258
Harmony Science Academy	id=g:7153259
Harmony Science Elementary School	id=g:7153260
Hudson Bend Middle School	id=g:7153261
John P Ojeda Junior High School	id=g:7153262
Kathy Caraway Elementary School	id=g:7153263
La Esquelita Day School and Kindergarten	id=g:7153264
Lake Pointe Elementary School	id=g:7153265
McCullough Academy of Excellence	id=g:7153266
Mount Olive Lutheran Church Preschool	id=g:7153267
Murchison Elementary School	id=g:7153268
Overton Elementary School	id=g:7153269
Peace Lutheran Preschool	id=g:7153270
Read Pre-Kindergarten Demonstration School	id=g:7153271
Richards School For Young Women Leaders	id=g:7153272
Rodriguez Elementary School	id=g:7153273
Saint Matthews Episcopal Day School	id=g:7153274
Small Middle School	id=g:7153275
Southeast Middle School	id=g:7153276
Southwest Middle School	id=g:7153277
Stony Point Ninth Grade Campus	id=g:7153278
Travis County Juvenile Justice Alternative Education Center	id=g:7153279
University Of Texas Elementary Charter School	id=g:7153280
Wesley School	id=g:7153281
Westlake Alternative School	id=g:7153282
Holy Family Roman Catholic Church	id=g:7153283
North Street Cemetery	id=g:7153284
Central High School	id=g:7153285
Saint Mary's Roman Catholic Church	id=g:7153286
Saint Mary's Parochial School	id=g:7153287
Saint Peters Episcopal Church	id=g:7153288
Saint Peters Parish House	id=g:7153289
Cayuga County Court House	id=g:7153290
Metcalf Plaza	id=g:7153291
Westminster Church	id=g:7153292
Cayuga County Jail	id=g:7153293
Cayuga County Office Building	id=g:7153294
Seymour Library	id=g:7153295
Case Memorial Building	id=g:7153296
Westminster Manor Home For The Aged	id=g:7153297
First Methodist Church	id=g:7153298
Auburn Memorial City Hall	id=g:7153299
Auburn Police Station	id=g:7153300
Auburn Fire Department Headquarters	id=g:7153301
First Presbyterian Church	id=g:7153302
Saint Luke's United Church of Christ	id=g:7153303
Congregation B'nai Israel Synagogue	id=g:7153304
Church of the Nazarene	id=g:7153305
Seventh Day Adventist Church	id=g:7153306
City of Auburn Central Garage	id=g:7153307
Saint Nicolas Greek Catholic Russian Church	id=g:7153308
Saint Alphonsus Convent	id=g:7153309
Saint Alphonsus Roman Catholic Church	id=g:7153310
Saint Alphonsus Parochial School	id=g:7153311
Calvary Presbyterian Church	id=g:7153312
Saint John's Episcopal Church	id=g:7153313
Hillside Convalescent Home	id=g:7153314
Trinity Methodist Episcopal Church	id=g:7153315
Immanuel Baptist Church	id=g:7153316
Auburn Hose Company Number 2	id=g:7153317
Cayuga Home For Children	id=g:7153318
Auburn Shopping Plaza Shopping Center	id=g:7153319
Saint Aloysious Roman Catholic Church	id=g:7153320
Wall Street Methodist Episcopal Church	id=g:7153321
Union Neighborhood House	id=g:7153322
Auburn Hose Company Number 3 (historical)	id=g:7153323
Roman Social And Athletic Club	id=g:7153324
Coyuga Museum of History and Art	id=g:7153325
First Baptist Church	id=g:7153326
Convent of Sisters of Saint Joseph	id=g:7153327
Thompson Memorial Zion African Methodist Episcopal Church	id=g:7153328
Genesee Street Public School	id=g:7153329
Saint Francis Italian Catholic Church (historical)	id=g:7153330
Saint Francis Parochial School	id=g:7153331
Saint Hyacinth's Polish Catholic Church	id=g:7153332
Saint Hyacinth's School	id=g:7153333
Convent of Saint Hyacinth	id=g:7153334
Ukrainian Greek Catholic Church of Saint Peter and Saint Paul	id=g:7153335
Saint Peter and Paul Parochial School	id=g:7153336
Owasco Elementary School	id=g:7153337
Fire Station Number 1	id=g:7153338
Mercy Hospital of Auburn	id=g:7153339
Roosevelt Memorial Baptist Church	id=g:7153340
Cayuga County Rehabilitation Center	id=g:7153341
Central Church of Christ	id=g:7153342
Holy Family Parochial School	id=g:7153343
Church of Saint Francis of Assisi	id=g:7153344
Saint Peter's Roman Catholic Church	id=g:7153345
Our Lady of Mount Carmel Church	id=g:7153346
Holy Comforter Episcopal Church	id=g:7153347
Beulah Baptist Church	id=g:7153348
Saint Pauls Episcopal Church	id=g:7153349
Dutchess County Jail	id=g:7153350
Second Baptist Church	id=g:7153351
Cunneen-Hackett Cultural Center	id=g:7153352
Saint Joseph's Polish Roman Catholic Church	id=g:7153353
Saint Joseph's Convent	id=g:7153354
Poughkeepsie City Hall	id=g:7153355
First Baptist Church	id=g:7153356
Mid-Hudson Civic Center	id=g:7153357
Civic Center Plaza	id=g:7153358
First German Evangelical Lutheran Church	id=g:7153359
Trinity Temple Church	id=g:7153360
Congregation Schomre Hadath (historical)	id=g:7153361
Dutchess County Court House	id=g:7153362
Dutchess County Office Building	id=g:7153363
Mid-Hudson Arts And Science Center	id=g:7153364
Saint John The Baptist Roman Catholic Church	id=g:7153365
Bardavon Building	id=g:7153366
Hudson Heights	id=g:7153367
Kaal Rock Park	id=g:7153368
Adriance Memorial Library	id=g:7153369
Governor George Clinton School	id=g:7153370
Mid-Hudson Church of Christ	id=g:7153371
First Presbyterian Church	id=g:7153372
Our Lady of Lourdes High School	id=g:7153373
Ebenezer Baptist Church	id=g:7153374
Reservoir Square	id=g:7153375
Church of Saint Mary's	id=g:7153376
O H Booth Hose Company Number 2 (historical)	id=g:7153377
Poughkeepsie High School	id=g:7153378
Free Maygar Reformed Church	id=g:7153379
Christ Episcopal Church	id=g:7153380
Trinity Methodist Episcopal Church	id=g:7153381
Pine Street Medical Building	id=g:7153382
Joe E Tower Nurses Home	id=g:7153383
Tabernacle Baptist Church	id=g:7153384
Eden Park Nursing Home	id=g:7153385
Faith Assembly of God Church	id=g:7153386
New Beginnings Church	id=g:7153387
Poughkeepsie Middle School	id=g:7153388
Holy Trinity Roman Catholic Church	id=g:7153389
Saint Andrew's Episcopal Church	id=g:7153390
Arlington Reformed Church	id=g:7153391
Juliet Theatre (historical)	id=g:7153392
Arlington High School	id=g:7153393
Unitarian Fellowship of Poughkeepsie	id=g:7153394
Temple Beth-El	id=g:7153395
Sadlier Nurses Home	id=g:7153396
Roosevelt Building	id=g:7153397
Mid-Hudson Workshop For The Disabled	id=g:7153398
Poughkeepsie Fire Station Number 7	id=g:7153399
Hooker Plaza Shopping Center	id=g:7153400
First Congregational Church of the United Church of Christ	id=g:7153401
Davy Crockett Hook And Labber Company Number 1 (historical)	id=g:7153402
Cataract Steamer Company Number 4 (historical)	id=g:7153403
Poughkeepsie Fire Department Niagara Company Number 2 (historical)	id=g:7153404
Poughkeepsie Fire Department Lady Washington Company (historical)	id=g:7153405
Phoenix Hose Company Number 1	id=g:7153406
Nativity Parochial School (historical)	id=g:7153407
Church of Regina Coeli	id=g:7153408
Hyde Park Methodist Episcopal Church	id=g:7153409
James Roosevelt Memorial Library	id=g:7153410
Hotel Adams	id=g:7153411
Schwanbeck Family Cemetery	id=g:7153412
Firemen's Park	id=g:7153413
B F Shaw Family Cemetery	id=g:7153414
Mussel Shoals Bridge (historical)	id=g:7153415
Brown Cemetery	id=g:7153416
Caney Cemetery (historical)	id=g:7153417
Cole Cemetery	id=g:7153418
Combs Cemetery	id=g:7153419
Conley Cemetery	id=g:7153420
Deboard Cemetery	id=g:7153421
Fergerson Cemetery	id=g:7153422
Ferguson Cemetery	id=g:7153423
Greear Cemetery	id=g:7153424
Morris Cemetery	id=g:7153425
Murphy Fork Cemetery	id=g:7153426
Old Grassy Cemetery (historical)	id=g:7153427
Oney Cemetery	id=g:7153428
Peiratt Cemetery	id=g:7153429
Salem Cemetery	id=g:7153430
Skaggs Cemetery	id=g:7153431
Stinson Cemetery	id=g:7153432
Taulbee Cemetery	id=g:7153433
Wells Cemetery	id=g:7153434
Blairs Mill Church of Christ	id=g:7153435
Brushy Fork United Baptist Church	id=g:7153436
Centerville Enterprise Baptist Church	id=g:7153437
Goodwins Chapel (historical)	id=g:7153438
Grassy Valley Church	id=g:7153439
McKinney Church (historical)	id=g:7153440
Oak Hill Church of God	id=g:7153441
Rockcastle Baptist Church	id=g:7153442
Salem Fork Christian Church	id=g:7153443
Whte Oak Christian Church	id=g:7153444
Saints Bottom	id=g:7153445
Bear Wallow	id=g:7153446
Caskey Fork (historical)	id=g:7153447
Caskey Settement	id=g:7153448
Ditney School (historical)	id=g:7153449
Fannin	id=g:7153450
Head of Stacy Fork	id=g:7153451
Hickory Grove	id=g:7153452
Jericho	id=g:7153453
Lost Creek	id=g:7153454
Oak Hill	id=g:7153455
Perry Bend	id=g:7153456
Rockhouse	id=g:7153457
Rockhouse	id=g:7153458
Straight Creek	id=g:7153459
Upper White Oak Creek	id=g:7153460
Wheelrim Fork	id=g:7153461
Alice Post Office (historical)	id=g:7153462
Apple Post Office (historical)	id=g:7153463
Arnette Post Office (historical)	id=g:7153464
Bangor Post Office (historical)	id=g:7153465
Blairs Mill Post Office (historical)	id=g:7153466
Blaze Post Office (historical)	id=g:7153467
Bonny Post Office (historical)	id=g:7153468
Burg Post Office (historical)	id=g:7153469
Cannel City Post Office (historical)	id=g:7153470
Cattle Post Office (historical)	id=g:7153471
Demund Post Office (historical)	id=g:7153472
Dingus Post Office (historical)	id=g:7153473
Ebon Post Office (historical)	id=g:7153474
Elamton Post Office (historical)	id=g:7153475
Elamton Post Office (historical)	id=g:7153476
Elder Post Office (historical)	id=g:7153477
Elk Fork Post Office (historical)	id=g:7153478
Elna Post Office (historical)	id=g:7153479
Essex Post Office (historical)	id=g:7153480
Ezel Post Office	id=g:7153481
Flores Post Office (historical)	id=g:7153482
Forest Post Office (historical)	id=g:7153483
Fyffe Post Office (historical)	id=g:7153484
Goodsey Post Office (historical)	id=g:7153485
Gordon Ford Post Office (historical)	id=g:7153486
Grassy Creek Post Office (historical)	id=g:7153487
Greear Post Office (historical)	id=g:7153488
