Cervera del Río Alhama	id=g:6359037
Torrecilla del Rebollar	id=g:6361622
Torre de Arcas	id=g:6361623
Torre de las Arcas	id=g:6361624
Torre del Compte	id=g:6361625
Torrelacárcel	id=g:6361626
Torre los Negros	id=g:6361627
Torremocha de Jiloca	id=g:6361628
Torres de Albarracín	id=g:6361629
Torrevelilla	id=g:6361630
Torrijas	id=g:6361631
Torrijo del Campo	id=g:6361632
Tramacastiel	id=g:6361633
Tramacastilla	id=g:6361634
Tronchón	id=g:6361635
Urrea de Gaén	id=g:6361636
Utrillas	id=g:6361637
Valacloche	id=g:6361638
Valbona	id=g:6361639
Valdealgorfa	id=g:6361640
Valdecuenca	id=g:6361641
Valdelinares	id=g:6361642
Valdeltormo	id=g:6361643
Valderrobres	id=g:6361644
Valjunquera	id=g:6361645
Vallecillo (El)	id=g:6361646
Veguillas de la Sierra	id=g:6361647
Villafranca del Campo	id=g:6361648
Villahermosa del Campo	id=g:6361649
Villanueva del Rebollar de la Sierra	id=g:6361650
Villar del Cobo	id=g:6361651
Villar del Salz	id=g:6361652
Villarluengo	id=g:6361653
Villarquemado	id=g:6361654
Villarroya de los Pinares	id=g:6361655
Villastar	id=g:6361656
Villel	id=g:6361657
Vinaceite	id=g:6361658
Visiedo	id=g:6361659
Vivel del Río Martín	id=g:6361660
Zoma (La)	id=g:6361661
Ajofrín	id=g:6361662
Alameda de la Sagra	id=g:6361663
Albarreal de Tajo	id=g:6361664
Alcabón	id=g:6361665
Alcañizo	id=g:6361666
Alcaudete de la Jara	id=g:6361667
Alcolea de Tajo	id=g:6361668
Aldea en Cabo	id=g:6361669
Aldeanueva de Barbarroya	id=g:6361670
Aldeanueva de San Bartolomé	id=g:6361671
Almendral de la Cañada	id=g:6361672
Almonacid de Toledo	id=g:6361673
Almorox	id=g:6361674
Añover de Tajo	id=g:6361675
Arcicóllar	id=g:6361676
Argés	id=g:6361677
Azután	id=g:6361678
Barcience	id=g:6361679
Bargas	id=g:6361680
Belvís de la Jara	id=g:6361681
Borox	id=g:6361682
Buenaventura	id=g:6361683
Burguillos de Toledo	id=g:6361684
Burujón	id=g:6361685
Cabañas de la Sagra	id=g:6361686
Cabañas de Yepes	id=g:6361687
Cabezamesada	id=g:6361688
Calera y Chozas	id=g:6361689
Caleruela	id=g:6361690
Calzada de Oropesa	id=g:6361691
Camarena	id=g:6361692
Camarenilla	id=g:6361693
Campillo de la Jara (El)	id=g:6361694
Camuñas	id=g:6361695
Cardiel de los Montes	id=g:6361696
Carmena	id=g:6361697
Carpio de Tajo (El)	id=g:6361698
Carranque	id=g:6361699
Carriches	id=g:6361700
Casar de Escalona (El)	id=g:6361701
Casarrubios del Monte	id=g:6361702
Casasbuenas	id=g:6361703
Castillo de Bayuela	id=g:6361704
Cazalegas	id=g:6361705
Cebolla	id=g:6361706
Cedillo del Condado	id=g:6361707
Cerralbos (Los)	id=g:6361708
Cervera de los Montes	id=g:6361709
Ciruelos	id=g:6361710
Cobeja	id=g:6361711
Cobisa	id=g:6361712
Consuegra	id=g:6361713
Corral de Almaguer	id=g:6361714
Cuerva	id=g:6361715
Chozas de Canales	id=g:6361716
Chueca	id=g:6361717
Domingo Pérez	id=g:6361718
Dosbarrios	id=g:6361719
Erustes	id=g:6361720
Escalona	id=g:6361721
Escalonilla	id=g:6361722
Espinoso del Rey	id=g:6361723
Esquivias	id=g:6361724
Estrella (La)	id=g:6361725
Fuensalida	id=g:6361726
Gálvez	id=g:6361727
Garciotum	id=g:6361728
Gerindote	id=g:6361729
Guadamur	id=g:6361730
Guardia (La)	id=g:6361731
Herencias (Las)	id=g:6361732
Herreruela de Oropesa	id=g:6361733
Hinojosa de San Vicente	id=g:6361734
Hontanar	id=g:6361735
Hormigos	id=g:6361736
Huecas	id=g:6361737
Huerta de Valdecarábanos	id=g:6361738
Iglesuela (La)	id=g:6361739
Illán de Vacas	id=g:6361740
Illescas	id=g:6361741
Lagartera	id=g:6361742
Layos	id=g:6361743
Lillo	id=g:6361744
Lominchar	id=g:6361745
Lucillos	id=g:6361746
Madridejos	id=g:6361747
Magán	id=g:6361748
Malpica de Tajo	id=g:6361749
Manzaneque	id=g:6361750
Maqueda	id=g:6361751
Marjaliza	id=g:6361752
Marrupe	id=g:6361753
Mascaraque	id=g:6361754
Mata (La)	id=g:6361755
Mazarambroz	id=g:6361756
Mejorada	id=g:6361757
Menasalbas	id=g:6361758
Méntrida	id=g:6361759
Mesegar de Tajo	id=g:6361760
Miguel Esteban	id=g:6361761
Mocejón	id=g:6361762
Mohedas de la Jara	id=g:6361763
Montearagón	id=g:6361764
Montesclaros	id=g:6361765
Mora	id=g:6361766
Nambroca	id=g:6361767
Nava de Ricomalillo (La)	id=g:6361768
Navahermosa	id=g:6361769
Navalcán	id=g:6361770
Navalmoralejo	id=g:6361771
Navalmorales (Los)	id=g:6361772
Navalucillos (Los)	id=g:6361773
Navamorcuende	id=g:6361774
Noblejas	id=g:6361775
Noez	id=g:6361776
Nombela	id=g:6361777
Novés	id=g:6361778
Numancia de la Sagra	id=g:6361779
Nuño Gómez	id=g:6361780
Ocaña	id=g:6361781
Olías del Rey	id=g:6361782
Ontígola	id=g:6361783
Orgaz	id=g:6361784
Oropesa	id=g:6361785
Otero	id=g:6361786
Palomeque	id=g:6361787
Pantoja	id=g:6361788
Paredes de Escalona	id=g:6361789
Parrillas	id=g:6361790
Pelahustán	id=g:6361791
Pepino	id=g:6361792
Polán	id=g:6361793
Portillo de Toledo	id=g:6361794
Puebla de Almoradiel (La)	id=g:6361795
Puebla de Montalbán (La)	id=g:6361796
Pueblanueva (La)	id=g:6361797
Puente del Arzobispo (El)	id=g:6361798
Puerto de San Vicente	id=g:6361799
Pulgar	id=g:6361800
Quero	id=g:6361801
Quintanar de la Orden	id=g:6361802
Quismondo	id=g:6361803
Real de San Vicente (El)	id=g:6361804
Recas	id=g:6361805
Retamoso de la Jara	id=g:6361806
Rielves	id=g:6361807
Robledo del Mazo	id=g:6361808
Romeral (El)	id=g:6361809
San Bartolomé de las Abiertas	id=g:6361810
San Martín de Montalbán	id=g:6361811
San Martín de Pusa	id=g:6361812
San Pablo de los Montes	id=g:6361813
San Román de los Montes	id=g:6361814
Santa Ana de Pusa	id=g:6361815
Santa Cruz de la Zarza	id=g:6361816
Santa Cruz del Retamar	id=g:6361817
Santa Olalla	id=g:6361818
Sartajada	id=g:6361819
Segurilla	id=g:6361820
Seseña	id=g:6361821
Sevilleja de la Jara	id=g:6361822
Sonseca	id=g:6361823
Sotillo de las Palomas	id=g:6361824
Talavera de la Reina	id=g:6361825
Tembleque	id=g:6361826
Toboso (El)	id=g:6361827
Toledo	id=g:6361828
Torralba de Oropesa	id=g:6361829
Torrecilla de la Jara	id=g:6361830
Torre de Esteban Hambrán (La)	id=g:6361831
Torrico	id=g:6361832
Torrijos	id=g:6361833
Totanés	id=g:6361834
Turleque	id=g:6361835
Ugena	id=g:6361836
Urda	id=g:6361837
Valdeverdeja	id=g:6361838
Valmojado	id=g:6361839
Velada	id=g:6361840
Ventas con Peña Aguilera (Las)	id=g:6361841
Ventas de Retamosa (Las)	id=g:6361842
Ventas de San Julián (Las)	id=g:6361843
Villacañas	id=g:6361844
Villa de Don Fadrique (La)	id=g:6361845
Villafranca de los Caballeros	id=g:6361846
Villaluenga de la Sagra	id=g:6361847
Villamiel de Toledo	id=g:6361848
Villaminaya	id=g:6361849
Villamuelas	id=g:6361850
Villanueva de Alcardete	id=g:6361851
Villanueva de Bogas	id=g:6361852
Villarejo de Montalbán	id=g:6361853
Villarrubia de Santiago	id=g:6361854
Villaseca de la Sagra	id=g:6361855
Villasequilla	id=g:6361856
Villatobas	id=g:6361857
Viso de San Juan (El)	id=g:6361858
Yébenes (Los)	id=g:6361859
Yeles	id=g:6361860
Yepes	id=g:6361861
Yuncler	id=g:6361862
Yunclillos	id=g:6361863
Yuncos	id=g:6361864
Santo Domingo-Caudilla	id=g:6361865
Ademuz	id=g:6361866
Ador	id=g:6361867
Atzeneta d'Albaida	id=g:6361868
Agullent	id=g:6361869
Alaquàs	id=g:6361870
Albaida	id=g:6361871
Albal	id=g:6361872
Albalat de la Ribera	id=g:6361873
Albalat dels Sorells	id=g:6361874
Albalat dels Tarongers	id=g:6361875
Alberic	id=g:6361876
Alborache	id=g:6361877
Alboraya	id=g:6361878
Albuixech	id=g:6361879
Alcàsser	id=g:6361880
Alcàntera de Xúquer	id=g:6361881
Alzira	id=g:6361882
Alcublas	id=g:6361883
Alcúdia (l')	id=g:6361884
Alcúdia de Crespins (l')	id=g:6361885
Aldaia	id=g:6361886
Alfafar	id=g:6361887
Alfauir	id=g:6361888
Alfara de Algimia	id=g:6361889
Alfara del Patriarca	id=g:6361890
Alfarp	id=g:6361891
Alfarrasí	id=g:6361892
Algar	id=g:6361893
Algemesí	id=g:6361894
Algimia de Alfara	id=g:6361895
Alginet	id=g:6361896
Almàssera	id=g:6361897
Almiserà	id=g:6361898
Almoines	id=g:6361899
Almussafes	id=g:6361900
Alpuente	id=g:6361901
Alqueria de la Comtessa (l')	id=g:6361902
Andilla	id=g:6361903
Anna	id=g:6361904
Antella	id=g:6361905
Aras de los Olmos	id=g:6361906
Aielo de Malferit	id=g:6361907
Aielo de Rugat	id=g:6361908
Ayora	id=g:6361909
Barxeta	id=g:6361910
Barx	id=g:6361911
Bèlgida	id=g:6361912
Bellreguard	id=g:6361913
Bellús	id=g:6361914
Benagéber	id=g:6361915
Benaguasil	id=g:6361916
Benavites	id=g:6361917
Beneixida	id=g:6361918
Benetússer	id=g:6361919
Beniarjó	id=g:6361920
Beniatjar	id=g:6361921
Benicolet	id=g:6361922
Benifairó de les Valls	id=g:6361923
Benifairó de la Valldigna	id=g:6361924
Benifaió	id=g:6361925
Beniflá	id=g:6361926
Benigánim	id=g:6361927
Benimodo	id=g:6361928
Benimuslem	id=g:6361929
Beniparrell	id=g:6361930
Benirredrà	id=g:6361931
Benisanó	id=g:6361932
Benissoda	id=g:6361933
Benisuera	id=g:6361934
Bétera	id=g:6361935
Bicorp	id=g:6361936
Bocairent	id=g:6361937
Bolbaite	id=g:6361938
Bonrepòs i Mirambell	id=g:6361939
Bufali	id=g:6361940
Bugarra	id=g:6361941
Buñol	id=g:6361942
Burjassot	id=g:6361943
Calles	id=g:6361944
Camporrobles	id=g:6361945
Canals	id=g:6361946
Canet d'En Berenguer	id=g:6361947
Carcaixent	id=g:6361948
Càrcer	id=g:6361949
Carlet	id=g:6361950
Carrícola	id=g:6361951
Casas Altas	id=g:6361952
Casas Bajas	id=g:6361953
Casinos	id=g:6361954
Castelló de Rugat	id=g:6361955
Castellonet de la Conquesta	id=g:6361956
Castielfabib	id=g:6361957
Catadau	id=g:6361958
Catarroja	id=g:6361959
Caudete de las Fuentes	id=g:6361960
Cerdà	id=g:6361961
Cofrentes	id=g:6361962
Corbera	id=g:6361963
Cortes de Pallás	id=g:6361964
Cotes	id=g:6361965
Quart de les Valls	id=g:6361966
Quart de Poblet	id=g:6361967
Quartell	id=g:6361968
Quatretonda	id=g:6361969
Cullera	id=g:6361970
Chelva	id=g:6361971
Chella	id=g:6361972
Chera	id=g:6361973
Cheste	id=g:6361974
Xirivella	id=g:6361975
Chiva	id=g:6361976
Chulilla	id=g:6361977
Daimús	id=g:6361978
Domeño	id=g:6361979
Dos Aguas	id=g:6361980
Eliana (l')	id=g:6361981
Emperador	id=g:6361982
Enguera	id=g:6361983
Ènova (l')	id=g:6361984
Estivella	id=g:6361985
Estubeny	id=g:6361986
Faura	id=g:6361987
Favara	id=g:6361988
Fontanars dels Alforins	id=g:6361989
Fortaleny	id=g:6361990
Foios	id=g:6361991
Font d'En Carròs (la)	id=g:6361992
Font de la Figuera (la)	id=g:6361993
Fuenterrobles	id=g:6361994
Gavarda	id=g:6361995
Gandia	id=g:6361996
Genovés	id=g:6361997
Gestalgar	id=g:6361998
Gilet	id=g:6361999
Godella	id=g:6362000
Godelleta	id=g:6362001
Granja de la Costera (la)	id=g:6362002
Guadasequies	id=g:6362003
Guadassuar	id=g:6362004
Guardamar de la Safor	id=g:6362005
Higueruelas	id=g:6362006
Jalance	id=g:6362007
Xeraco	id=g:6362008
Jarafuel	id=g:6362009
Xàtiva	id=g:6362010
Xeresa	id=g:6362011
Llíria	id=g:6362012
Loriguilla	id=g:6362013
Losa del Obispo	id=g:6362014
Llutxent	id=g:6362015
Llocnou d'En Fenollet	id=g:6362016
Llocnou de la Corona	id=g:6362017
Llocnou de Sant Jeroni	id=g:6362018
Llanera de Ranes	id=g:6362019
Llaurí	id=g:6362020
Llombai	id=g:6362021
Llosa de Ranes (la)	id=g:6362022
Macastre	id=g:6362023
Manises	id=g:6362024
Manuel	id=g:6362025
Marines	id=g:6362026
Masalavés	id=g:6362027
Massalfassar	id=g:6362028
Massamagrell	id=g:6362029
Massanassa	id=g:6362030
Meliana	id=g:6362031
Millares	id=g:6362032
Miramar	id=g:6362033
Mislata	id=g:6362034
Mogente/Moixent	id=g:6362035
Moncada	id=g:6362036
Montserrat	id=g:6362037
Montaverner	id=g:6362038
Montesa	id=g:6362039
Montichelvo	id=g:6362040
Montroy	id=g:6362041
Museros	id=g:6362042
Náquera	id=g:6362043
Navarrés	id=g:6362044
Novelé/Novetlè	id=g:6362045
Oliva	id=g:6362046
Olocau	id=g:6362047
Olleria (l')	id=g:6362048
Ontinyent	id=g:6362049
Otos	id=g:6362050
Paiporta	id=g:6362051
Palma de Gandía	id=g:6362052
Palmera	id=g:6362053
Palomar (el)	id=g:6362054
Paterna	id=g:6362055
Pedralba	id=g:6362056
Petrés	id=g:6362057
Picanya	id=g:6362058
Picassent	id=g:6362059
Piles	id=g:6362060
Pinet	id=g:6362061
Polinyà de Xúquer	id=g:6362062
Potríes	id=g:6362063
la Pobla de Farnals	id=g:6362064
Pobla del Duc (la)	id=g:6362065
Puebla de San Miguel	id=g:6362066
Pobla de Vallbona (la)	id=g:6362067
Pobla Llarga (la)	id=g:6362068
Puig	id=g:6362069
Puçol	id=g:6362070
Quesa	id=g:6362071
Rafelbunyol/Rafelbuñol	id=g:6362072
Rafelcofer	id=g:6362073
Rafelguaraf	id=g:6362074
Ráfol de Salem	id=g:6362075
Real de Gandía	id=g:6362076
Real de Montroi	id=g:6362077
Requena	id=g:6362078
Riba-roja de Túria	id=g:6362079
Riola	id=g:6362080
Rocafort	id=g:6362081
Rotglà i Corberà	id=g:6362082
Rótova	id=g:6362083
Rugat	id=g:6362084
Sagunto/Sagunt	id=g:6362085
Salem	id=g:6362086
San Juan de Énova	id=g:6362087
Sedaví	id=g:6362088
Segart	id=g:6362089
Sellent	id=g:6362090
Sempere	id=g:6362091
Senyera	id=g:6362092
Serra	id=g:6362093
Siete Aguas	id=g:6362094
Silla	id=g:6362095
Simat de la Valldigna	id=g:6362096
Sinarcas	id=g:6362097
Sollana	id=g:6362098
Sot de Chera	id=g:6362099
Sueca	id=g:6362100
Sumacàrcer	id=g:6362101
Tavernes Blanques	id=g:6362102
Tavernes de la Valldigna	id=g:6362103
Teresa de Cofrentes	id=g:6362104
Terrateig	id=g:6362105
Titaguas	id=g:6362106
Torrebaja	id=g:6362107
Torrella	id=g:6362108
Torrent	id=g:6362109
Torres Torres	id=g:6362110
Tous	id=g:6362111
Tuéjar	id=g:6362112
Turís	id=g:6362113
Utiel	id=g:6362114
Valencia	id=g:6362115
Vallada	id=g:6362116
Vallanca	id=g:6362117
Venta del Moro	id=g:6362118
Villalonga	id=g:6362119
Vilamarxant	id=g:6362120
Castelló de la Ribera	id=g:6362121
Villar del Arzobispo	id=g:6362122
Villargordo del Cabriel	id=g:6362123
Vinalesa	id=g:6362124
Yátova	id=g:6362125
La Yesa	id=g:6362126
Zarra	id=g:6362127
Gátova	id=g:6362128
Adalia	id=g:6362129
Aguasal	id=g:6362130
Aguilar de Campos	id=g:6362131
Alaejos	id=g:6362132
Alcazarén	id=g:6362133
Aldea de San Miguel	id=g:6362134
Aldeamayor de San Martín	id=g:6362135
Almenara de Adaja	id=g:6362136
Amusquillo	id=g:6362137
Arroyo de la Encomienda	id=g:6362138
Ataquines	id=g:6362139
Bahabón	id=g:6362140
Barcial de la Loma	id=g:6362141
Barruelo del Valle	id=g:6362142
Becilla de Valderaduey	id=g:6362143
Benafarces	id=g:6362144
Bercero	id=g:6362145
Berceruelo	id=g:6362146
Berrueces	id=g:6362147
Bobadilla del Campo	id=g:6362148
Bocigas	id=g:6362149
Bocos de Duero	id=g:6362150
Boecillo	id=g:6362151
Bolaños de Campos	id=g:6362152
Brahojos de Medina	id=g:6362153
Bustillo de Chaves	id=g:6362154
Cabezón de Pisuerga	id=g:6362155
Cabezón de Valderaduey	id=g:6362156
Cabreros del Monte	id=g:6362157
Campaspero	id=g:6362158
Campillo (El)	id=g:6362159
Camporredondo	id=g:6362160
Canalejas de Peñafiel	id=g:6362161
Canillas de Esgueva	id=g:6362162
Carpio	id=g:6362163
Casasola de Arión	id=g:6362164
Castrejón de Trabancos	id=g:6362165
Castrillo de Duero	id=g:6362166
Castrillo-Tejeriego	id=g:6362167
Castrobol	id=g:6362168
Castrodeza	id=g:6362169
Castromembibre	id=g:6362170
Castromonte	id=g:6362171
Castronuevo de Esgueva	id=g:6362172
Castronuño	id=g:6362173
Castroponce	id=g:6362174
Castroverde de Cerrato	id=g:6362175
Ceinos de Campos	id=g:6362176
Cervillego de la Cruz	id=g:6362177
Cigales	id=g:6362178
Ciguñuela	id=g:6362179
Cistérniga	id=g:6362180
Cogeces de Íscar	id=g:6362181
Cogeces del Monte	id=g:6362182
Corcos	id=g:6362183
Corrales de Duero	id=g:6362184
Cubillas de Santa Marta	id=g:6362185
Cuenca de Campos	id=g:6362186
Curiel de Duero	id=g:6362187
Encinas de Esgueva	id=g:6362188
Esguevillas de Esgueva	id=g:6362189
Fombellida	id=g:6362190
Fompedraza	id=g:6362191
Fontihoyuelo	id=g:6362192
Fresno el Viejo	id=g:6362193
Fuensaldaña	id=g:6362194
Fuente el Sol	id=g:6362195
Fuente-Olmedo	id=g:6362196
Gallegos de Hornija	id=g:6362197
Gatón de Campos	id=g:6362198
Geria	id=g:6362199
Herrín de Campos	id=g:6362200
Hornillos de Eresma	id=g:6362201
Íscar	id=g:6362202
Laguna de Duero	id=g:6362203
Langayo	id=g:6362204
Lomoviejo	id=g:6362205
Llano de Olmedo	id=g:6362206
Manzanillo	id=g:6362207
Marzales	id=g:6362208
Matapozuelos	id=g:6362209
Matilla de los Caños	id=g:6362210
Mayorga	id=g:6362211
Medina del Campo	id=g:6362212
Medina de Rioseco	id=g:6362213
Megeces	id=g:6362214
Melgar de Abajo	id=g:6362215
Melgar de Arriba	id=g:6362216
Mojados	id=g:6362217
Monasterio de Vega	id=g:6362218
Montealegre de Campos	id=g:6362219
Montemayor de Pililla	id=g:6362220
Moral de la Reina	id=g:6362221
Moraleja de las Panaderas	id=g:6362222
Morales de Campos	id=g:6362223
Mota del Marqués	id=g:6362224
Mucientes	id=g:6362225
Mudarra (La)	id=g:6362226
Muriel	id=g:6362227
Nava del Rey	id=g:6362228
Nueva Villa de las Torres	id=g:6362229
Olivares de Duero	id=g:6362230
Olmedo	id=g:6362231
Olmos de Esgueva	id=g:6362232
Olmos de Peñafiel	id=g:6362233
Palazuelo de Vedija	id=g:6362234
Parrilla (La)	id=g:6362235
Pedraja de Portillo (La)	id=g:6362236
Pedrajas de San Esteban	id=g:6362237
Pedrosa del Rey	id=g:6362238
Peñafiel	id=g:6362239
Peñaflor de Hornija	id=g:6362240
Pesquera de Duero	id=g:6362241
Piña de Esgueva	id=g:6362242
Piñel de Abajo	id=g:6362243
Piñel de Arriba	id=g:6362244
Pollos	id=g:6362245
Portillo	id=g:6362246
Pozal de Gallinas	id=g:6362247
Pozaldez	id=g:6362248
Pozuelo de la Orden	id=g:6362249
Puras	id=g:6362250
Quintanilla de Arriba	id=g:6362251
Quintanilla del Molar	id=g:6362252
Quintanilla de Onésimo	id=g:6362253
Quintanilla de Trigueros	id=g:6362254
Rábano	id=g:6362255
Ramiro	id=g:6362256
Renedo de Esgueva	id=g:6362257
Roales de Campos	id=g:6362258
Robladillo	id=g:6362259
Roturas	id=g:6362260
Rubí de Bracamonte	id=g:6362261
Rueda	id=g:6362262
Saelices de Mayorga	id=g:6362263
Salvador de Zapardiel	id=g:6362264
San Cebrián de Mazote	id=g:6362265
San Llorente	id=g:6362266
San Martín de Valvení	id=g:6362267
San Miguel del Arroyo	id=g:6362268
San Miguel del Pino	id=g:6362269
San Pablo de la Moraleja	id=g:6362270
San Pedro de Latarce	id=g:6362271
San Pelayo	id=g:6362272
San Román de Hornija	id=g:6362273
Santa Eufemia del Arroyo	id=g:6362274
Santervás de Campos	id=g:6362275
Santibáñez de Valcorba	id=g:6362276
Santovenia de Pisuerga	id=g:6362277
San Vicente del Palacio	id=g:6362278
Sardón de Duero	id=g:6362279
Seca (La)	id=g:6362280
Serrada	id=g:6362281
Siete Iglesias de Trabancos	id=g:6362282
Simancas	id=g:6362283
Tamariz de Campos	id=g:6362284
Tiedra	id=g:6362285
Tordehumos	id=g:6362286
Tordesillas	id=g:6362287
Torrecilla de la Abadesa	id=g:6362288
Torrecilla de la Orden	id=g:6362289
Torrecilla de la Torre	id=g:6362290
Torre de Esgueva	id=g:6362291
Torre de Peñafiel	id=g:6362292
Torrelobatón	id=g:6362293
Torrescárcela	id=g:6362294
Traspinedo	id=g:6362295
Trigueros del Valle	id=g:6362296
Tudela de Duero	id=g:6362297
Unión de Campos (La)	id=g:6362298
Urones de Castroponce	id=g:6362299
Urueña	id=g:6362300
Valbuena de Duero	id=g:6362301
Valdearcos de la Vega	id=g:6362302
Valdenebro de los Valles	id=g:6362303
Valdestillas	id=g:6362304
Valdunquillo	id=g:6362305
Valoria la Buena	id=g:6362306
Valverde de Campos	id=g:6362307
Valladolid	id=g:6362308
Vega de Ruiponce	id=g:6362309
Vega de Valdetronco	id=g:6362310
Velascálvaro	id=g:6362311
Velilla	id=g:6362312
Velliza	id=g:6362313
Ventosa de la Cuesta	id=g:6362314
Viana de Cega	id=g:6362315
Viloria	id=g:6362316
Villabáñez	id=g:6362317
Villabaruz de Campos	id=g:6362318
Villabrágima	id=g:6362319
Villacarralón	id=g:6362320
Villacid de Campos	id=g:6362321
Villaco	id=g:6362322
Villafrades de Campos	id=g:6362323
Villafranca de Duero	id=g:6362324
Villafrechós	id=g:6362325
Villafuerte	id=g:6362326
Villagarcía de Campos	id=g:6362327
Villagómez la Nueva	id=g:6362328
Villalán de Campos	id=g:6362329
Villalar de los Comuneros	id=g:6362330
Villalba de la Loma	id=g:6362331
Villalba de los Alcores	id=g:6362332
Villalbarba	id=g:6362333
Villalón de Campos	id=g:6362334
Villamuriel de Campos	id=g:6362335
Villán de Tordesillas	id=g:6362336
Villanubla	id=g:6362337
Villanueva de Duero	id=g:6362338
Villanueva de la Condesa	id=g:6362339
Villanueva de los Caballeros	id=g:6362340
Villanueva de los Infantes	id=g:6362341
Villanueva de San Mancio	id=g:6362342
Villardefrades	id=g:6362343
Villarmentero de Esgueva	id=g:6362344
Villasexmir	id=g:6362345
Villavaquerín	id=g:6362346
Villavellid	id=g:6362347
Villaverde de Medina	id=g:6362348
Villavicencio de los Caballeros	id=g:6362349
Wamba	id=g:6362350
Zaratán	id=g:6362351
Zarza (La)	id=g:6362352
Abadiño	id=g:6362353
Amorebieta-Etxano	id=g:6362354
Amoroto	id=g:6362355
Arakaldo	id=g:6362356
Arantzazu	id=g:6362357
Munitibar-Arbatzegi Gerrikaitz	id=g:6362358
Artzentales	id=g:6362359
Arrieta	id=g:6362360
Arrigorriaga	id=g:6362361
Bakio	id=g:6362362
Barrika	id=g:6362363
Berango	id=g:6362364
Bermeo	id=g:6362365
Berriatua	id=g:6362366
Berriz	id=g:6362367
Bilbao	id=g:6362368
Artea	id=g:6362369
Zeanuri	id=g:6362370
Zeberio	id=g:6362371
Durango	id=g:6362372
Ea	id=g:6362373
Etxebarri	id=g:6362374
Etxebarria	id=g:6362375
Elantxobe	id=g:6362376
Elorrio	id=g:6362377
Ereño	id=g:6362378
Ermua	id=g:6362379
Fruiz	id=g:6362380
Galdakao	id=g:6362381
Galdames	id=g:6362382
Gamiz-Fika	id=g:6362383
Garai	id=g:6362384
Gatika	id=g:6362385
Gautegiz Arteaga	id=g:6362386
Gorliz	id=g:6362387
Getxo	id=g:6362388
Güeñes	id=g:6362389
Gernika-Lumo	id=g:6362390
Gizaburuaga	id=g:6362391
Ibarrangelu	id=g:6362392
Ispaster	id=g:6362393
Izurtza	id=g:6362394
Lanestosa	id=g:6362395
Larrabetzu	id=g:6362396
Laukiz	id=g:6362397
Leioa	id=g:6362398
Lemoiz	id=g:6362399
Lekeitio	id=g:6362400
Mallabia	id=g:6362401
Mañaria	id=g:6362402
Markina-Xemein	id=g:6362403
Maruri-Jatabe	id=g:6362404
Mendata	id=g:6362405
Mendexa	id=g:6362406
Meñaka	id=g:6362407
Ugao-Miraballes	id=g:6362408
Morga	id=g:6362409
Muxika	id=g:6362410
Mundaka	id=g:6362411
Mungia	id=g:6362412
Muskiz	id=g:6362413
Otxandio	id=g:6362414
Ondarroa	id=g:6362415
Urduña-Orduña	id=g:6362416
Sukarrieta	id=g:6362417
Plentzia	id=g:6362418
Portugalete	id=g:6362419
Errigoiti	id=g:6362420
Lezama	id=g:6362421
Santurtzi	id=g:6362422
Ortuella	id=g:6362423
Sestao	id=g:6362424
Sopelana	id=g:6362425
Trucios-Turtzioz	id=g:6362426
Ubide	id=g:6362427
Urduliz	id=g:6362428
Balmaseda	id=g:6362429
Atxondo	id=g:6362430
Bedia	id=g:6362431
Areatza	id=g:6362432
Igorre	id=g:6362433
Zaldibar	id=g:6362434
Zaratamo	id=g:6362435
Erandio	id=g:6362436
Loiu	id=g:6362437
Sondika	id=g:6362438
Zamudio	id=g:6362439
Forua	id=g:6362440
Kortezubi	id=g:6362441
Murueta	id=g:6362442
Nabarniz	id=g:6362443
