Fundo Las Moritas	id=g:3635650
Punta La Crucita	id=g:3638310
La Crucita	id=g:3638311
La Crucesita	id=g:3638312
Montañas de La Cruces	id=g:3638313
La Cruces	id=g:3638314
Punta La Crucecita	id=g:3638315
Finca Las Crucecitas	id=g:3638316
La Crucecita	id=g:3638317
La Cronuda	id=g:3638318
La Cotiza	id=g:3638319
Quebrada La Costumbre	id=g:3638320
La Costumbre	id=g:3638321
La Costa	id=g:3638322
Quebrada La Cosineta	id=g:3638323
La Cortado	id=g:3638324
La Cortada	id=g:3638325
La Cortada	id=g:3638326
La Correría	id=g:3638327
Pico La Corona	id=g:3638328
Hacienda La Corona	id=g:3638329
Cerro La Corona	id=g:3638330
Caño La Corona	id=g:3638331
La Corona	id=g:3638332
La Corona	id=g:3638333
La Corona	id=g:3638334
La Corona	id=g:3638335
Sabanas de La Coromoto	id=g:3638336
Hato La Coromoto	id=g:3638337
Hacienda La Coromoto	id=g:3638338
Fundo La Coromoto	id=g:3638339
Fundo La Coromoto	id=g:3638340
Caño de La Coromoto	id=g:3638341
La Coromoto	id=g:3638342
Caño La Coroba	id=g:3638343
La Coroba	id=g:3638344
La Corinera	id=g:3638345
La Cordillera	id=g:3638346
Quebrada La Corcovada	id=g:3638347
La Corcovada	id=g:3638348
La Corcovada	id=g:3638349
La Corcoba	id=g:3638350
Laguna La Coqueta	id=g:3638351
Hato La Copla	id=g:3638352
Fundo La Constancia	id=g:3638353
La Constancia	id=g:3638354
La Constancia	id=g:3638355
La Conquista	id=g:3638356
La Conquista	id=g:3638357
La Conopia	id=g:3638358
La Concordia	id=g:3638359
Concordia	id=g:3638360
La Concordia	id=g:3638361
Caño La Conchita	id=g:3638362
Pico La Concha	id=g:3638363
Hato La Concepción	id=g:3638364
Quebrada La Concepción	id=g:3638365
Parcelemiento La Concepcion	id=g:3638366
Hato La Concepción	id=g:3638367
Hato La Concepción	id=g:3638368
Caño La Concepción	id=g:3638369
Campo La Concepción	id=g:3638370
La Concepción	id=g:3638371
La Concepción	id=g:3638372
La Concepción	id=g:3638373
La Concepción	id=g:3638374
La Concepción	id=g:3638375
La Concepción	id=g:3638376
La Concepción	id=g:3638377
La Concepción	id=g:3638378
La Concepción	id=g:3638379
La Concepción	id=g:3638380
La Concepción	id=g:3638381
La Concepción	id=g:3638382
La Concepción	id=g:3638383
La Concepción	id=g:3638384
La Concepción	id=g:3638385
La Concepción	id=g:3638386
La Concepción	id=g:3638387
La Concepción	id=g:3638388
La Concepción	id=g:3638389
La Concepción	id=g:3638390
La Concepción	id=g:3638391
La Concepción	id=g:3638392
La Concepción	id=g:3638393
La Concepción	id=g:3638394
La Concepción	id=g:3638395
La Concepción	id=g:3638396
La Comunidad	id=g:3638397
La Comunidad	id=g:3638398
La Comunidad	id=g:3638399
La Compañía	id=g:3638400
La Compañía	id=g:3638401
La Columna	id=g:3638402
Quebrada La Colorada	id=g:3638403
La Colonia	id=g:3638404
La Colonia	id=g:3638405
La Colonera	id=g:3638406
La Colmena	id=g:3638407
La Colmena	id=g:3638408
La Colmena	id=g:3638409
La Colmena	id=g:3638410
La Colmena	id=g:3638411
La Colina	id=g:3638412
Sabanas de La Cocuizas	id=g:3638413
Quebrada La Cocuiza	id=g:3638414
La Cocuiza	id=g:3638415
La Cocuiza	id=g:3638416
La Cocuicita	id=g:3638417
La Cocinera	id=g:3638418
La Cochinera	id=g:3638419
Caño La Cochina de la Pica	id=g:3638420
Morichal La Cochina	id=g:3638421
Morichal La Cochina	id=g:3638422
La Cochina	id=g:3638423
Laguna La Clinuda	id=g:3638424
La Clinuda	id=g:3638425
La Clementera	id=g:3638426
Laguna La Clemencia	id=g:3638427
Hato La Clemencia	id=g:3638428
La Clemencia	id=g:3638429
La Clemencia	id=g:3638430
Las Clavellinas	id=g:3638431
La Cirilera	id=g:3638432
Páramo La Cimarronera	id=g:3638433
Picacho La Cieneguita	id=g:3638434
Cieneguita	id=g:3638435
La Ciénaga	id=g:3638436
Páramo La Ciénega	id=g:3638437
Cerro La Ciénega	id=g:3638438
La Ciénega	id=g:3638439
La Ciénega	id=g:3638440
La Ciénega	id=g:3638441
La Ciénega	id=g:3638442
La Ciénega	id=g:3638443
La Ciénega	id=g:3638444
La Ciénega	id=g:3638445
Río La Ciénaga	id=g:3638446
La Ciénega	id=g:3638447
La Ciénaga	id=g:3638448
La Ciénaga	id=g:3638449
La Ciénaga	id=g:3638450
La Ciénaga	id=g:3638451
La Ciega	id=g:3638452
La Chorrerosa	id=g:3638453
Quebrada La Chorrera	id=g:3638454
Punta La Chorrera	id=g:3638455
Parcelamiento La Chorrera	id=g:3638456
La Chorrera	id=g:3638457
La Chorrera	id=g:3638458
La Chorrera	id=g:3638459
La Chorrera	id=g:3638460
Fila La Chivera	id=g:3638461
La Chivera	id=g:3638462
La Chivera	id=g:3638463
La Chivera	id=g:3638464
Laguna La Chiva	id=g:3638465
La Chirima	id=g:3638466
La Chiricoa	id=g:3638467
La Chiquita	id=g:3638468
Hacienda La Chiquinquirá	id=g:3638469
La Chiquinquira	id=g:3638470
La Chiquinquirá	id=g:3638471
La Chiquinquira	id=g:3638472
La Chiquinquira	id=g:3638473
La Chinita Internacional	id=g:3638474
Quebrada La China	id=g:3638475
La China	id=g:3638476
La China	id=g:3638477
La Chimenea	id=g:3638478
Sabanas La Chichitera	id=g:3638479
Hato La Chichitera	id=g:3638480
La Chicharra	id=g:3638481
Quebrada La Chica	id=g:3638482
Quebrada La Chica	id=g:3638483
Punta La Chica	id=g:3638484
La Chica	id=g:3638485
La Chica	id=g:3638486
Laguna La Cherna	id=g:3638487
La Cherna	id=g:3638488
La Cherna	id=g:3638489
La Chepera	id=g:3638490
Caño La Charretera	id=g:3638491
Cerro La Chapa	id=g:3638492
La Chapa	id=g:3638493
La Chapa	id=g:3638494
Fundo La Chapa	id=g:3638495
La Chapa	id=g:3638496
Chameta	id=g:3638497
La Chalpa	id=g:3638498
La Chaguaramita	id=g:3638499
La Chaguarama	id=g:3638500
La Chaguarama	id=g:3638501
La Chaguarama	id=g:3638502
Bajada La Chaguarama	id=g:3638503
La Chaguarama	id=g:3638504
La Chaguarama	id=g:3638505
La Chaga	id=g:3638506
Hato La Chacra	id=g:3638507
La Chacra	id=g:3638508
Lacero	id=g:3638509
La Cercada	id=g:3638510
La Cerca	id=g:3638511
Serranía de La Cerbatana	id=g:3638512
La Centellita	id=g:3638513
La Centella	id=g:3638514
La Centella	id=g:3638515
La Centella	id=g:3638516
La Centella	id=g:3638517
La Ceniza	id=g:3638518
La Ceniza	id=g:3638519
La Cejita	id=g:3638520
La Ceibita de Camovo	id=g:3638521
Sabanas de La Ceibita	id=g:3638522
Morichal La Ceibita	id=g:3638523
Morichal La Ceibita	id=g:3638524
Hato La Ceibita	id=g:3638525
Fundo La Ceibita	id=g:3638526
Fundo La Ceibita	id=g:3638527
Fundo La Ceibita	id=g:3638528
Fila La Ceibita	id=g:3638529
Caño La Ceibita	id=g:3638530
La Ceibita	id=g:3638531
La Ceibita	id=g:3638532
La Ceibita	id=g:3638533
La Ceibita	id=g:3638534
La Ceibita	id=g:3638535
La Ceibita	id=g:3638536
La Ceibita	id=g:3638537
La Ceibita	id=g:3638538
La Ceiba de Quisandal	id=g:3638539
La Ceiba del Jabillo	id=g:3638540
Sabanas de La Ceiba	id=g:3638541
Río La Ceiba	id=g:3638542
Quebrada La Ceiba	id=g:3638543
Quebrada La Ceiba	id=g:3638544
Quebrada La Ceiba	id=g:3638545
Quebrada La Ceiba	id=g:3638546
Morichal La Ceiba	id=g:3638547
Isla La Ceiba	id=g:3638548
Isla La Ceiba	id=g:3638549
Isla La Ceiba	id=g:3638550
Hato La Ceiba	id=g:3638551
Hato La Ceiba	id=g:3638552
Hato La Ceiba	id=g:3638553
Hato La Ceiba	id=g:3638554
Hato La Ceiba	id=g:3638555
Fila La Ceiba	id=g:3638556
Cerro La Ceiba	id=g:3638557
Caño La Ceiba	id=g:3638558
Caño La Ceiba	id=g:3638559
Caño La Ceiba	id=g:3638560
La Ceiba	id=g:3638561
La Ceiba	id=g:3638562
La Ceiba	id=g:3638563
La Ceiba	id=g:3638564
La Ceiba	id=g:3638565
La Ceiba	id=g:3638566
La Ceiba	id=g:3638567
La Ceiba	id=g:3638568
La Ceiba	id=g:3638569
La Ceiba	id=g:3638570
La Ceiba	id=g:3638571
La Ceiba	id=g:3638572
La Ceiba	id=g:3638573
La Ceiba	id=g:3638574
La Ceiba	id=g:3638575
La Ceiba	id=g:3638576
La Ceiba	id=g:3638577
La Ceiba	id=g:3638578
La Ceiba	id=g:3638579
La Ceiba	id=g:3638580
La Ceiba	id=g:3638581
La Ceiba	id=g:3638582
La Ceiba	id=g:3638583
La Ceiba	id=g:3638584
La Ceiba	id=g:3638585
La Ceiba	id=g:3638586
La Ceiba	id=g:3638587
La Ceiba	id=g:3638588
La Ceiba	id=g:3638589
La Ceiba	id=g:3638590
La Ceiba	id=g:3638591
La Ceiba	id=g:3638592
La Ceiba	id=g:3638593
La Ceiba	id=g:3638594
La Ceiba	id=g:3638595
La Ceiba	id=g:3638596
La Ceiba	id=g:3638597
La Ceiba	id=g:3638598
La Ceiba	id=g:3638599
La Ceiba	id=g:3638600
La Ceiba	id=g:3638601
La Ceiba	id=g:3638602
La Ceiba	id=g:3638603
La Ceiba	id=g:3638604
La Ceiba	id=g:3638605
La Ceiba	id=g:3638606
La Ceiba	id=g:3638607
La Ceiba	id=g:3638608
La Cedeñera	id=g:3638609
La Cecilia	id=g:3638610
Quebrada La Cebolla	id=g:3638611
Hacienda La Cebolla	id=g:3638612
La Cebada	id=g:3638613
Loma La Cava	id=g:3638614
La Cava	id=g:3638615
Hato La Catira	id=g:3638616
La Cataneja	id=g:3638617
Quebrada La Catalda	id=g:3638618
Hato La Catalda	id=g:3638619
La Catalda	id=g:3638620
Ensenada La Catalana	id=g:3638621
Hato La Castera	id=g:3638622
La Castellana	id=g:3638623
Cerro La Casimira	id=g:3638624
Fundo La Casildera	id=g:3638625
Cerro La Casa	id=g:3638626
Quebrada La Carreta	id=g:3638627
Caño La Carreta	id=g:3638628
Hato La Carolina	id=g:3638629
La Caroa	id=g:3638630
La Carmonera	id=g:3638631
Cerro La Carmera	id=g:3638632
Cerro La Carmelita	id=g:3638633
La Carmelita	id=g:3638634
La Carmelita	id=g:3638635
La Carmelera	id=g:3638636
La Carlota	id=g:3638637
Fundo La Carita	id=g:3638638
Fundo La Carita	id=g:3638639
La Carita	id=g:3638640
La Carita	id=g:3638641
La Caripucha	id=g:3638642
La Carilla	id=g:3638643
La Caridad	id=g:3638644
La Caridad	id=g:3638645
Hato La Caribera	id=g:3638646
La Cariba	id=g:3638647
Quebrada La Carbonera	id=g:3638648
La Carbonera	id=g:3638649
La Carbonera	id=g:3638650
La Caratica	id=g:3638651
La Carata	id=g:3638652
La Carata	id=g:3638653
La Caraqueña	id=g:3638654
Caramuca	id=g:3638655
Fundo La Carama	id=g:3638656
La Carama	id=g:3638657
La Caracara	id=g:3638658
La Caracara	id=g:3638659
La Carabela	id=g:3638660
La Capullera	id=g:3638661
Hacienda La Capilla	id=g:3638662
La Capilla	id=g:3638663
La Capilla	id=g:3638664
Quebrada La Capellanía	id=g:3638665
Quebrada La Capacha	id=g:3638666
La Cantina	id=g:3638667
La Cantina	id=g:3638668
La Canopia	id=g:3638669
Paso de La Cañonera	id=g:3638670
Paso La Canoa	id=g:3638671
Caño La Canoa	id=g:3638672
La Canoa	id=g:3638673
La Canoa	id=g:3638674
La Canoa	id=g:3638675
La Canoa	id=g:3638676
Hato La Candelaria	id=g:3638677
Hato La Candelaria	id=g:3638678
Hato La Candelaria	id=g:3638679
Hacienda La Candelaria	id=g:3638680
Cerro La Candelaria	id=g:3638681
La Candelaria	id=g:3638682
La Candelaria	id=g:3638683
La Candelaria	id=g:3638684
La Candelaria	id=g:3638685
Hato La Candelaria	id=g:3638686
La Candelaria	id=g:3638687
La Candelaria	id=g:3638688
La Candelaria	id=g:3638689
La Candelaria	id=g:3638690
La Candelaria	id=g:3638691
La Candelaria	id=g:3638692
La Candelaria	id=g:3638693
La Candelaria	id=g:3638694
La Canal	id=g:3638695
La Cañada	id=g:3638696
La Cañada	id=g:3638697
La Cañada	id=g:3638698
La Cañada	id=g:3638699
La Cañada	id=g:3638700
La Cañada	id=g:3638701
La Caña Brava	id=g:3638702
La Caña	id=g:3638703
La Caña	id=g:3638704
La Campanita	id=g:3638705
La Campanita	id=g:3638706
Hato La Campana	id=g:3638707
Cerro La Campana	id=g:3638708
Fila La Camacha	id=g:3638709
La Calzeta	id=g:3638710
Sabanas de La Calzada de Páez	id=g:3638711
Sabana de La Calzada de Páez	id=g:3638712
La Calzada	id=g:3638713
La Calle	id=g:3638714
La California	id=g:3638715
La California	id=g:3638716
La Calico	id=g:3638717
La Calichoza	id=g:3638718
La Caleta	id=g:3638719
La Calera	id=g:3638720
La Calería	id=g:3638721
Hacienda La Caldereña	id=g:3638722
La Caldereña	id=g:3638723
La Caldera	id=g:3638724
Asentamiento La Calceta	id=g:3638725
La Calceta	id=g:3638726
La Calceta	id=g:3638727
La Calceta	id=g:3638728
La Calceta	id=g:3638729
Pico de La Calavera	id=g:3638730
Punta La Caja	id=g:3638731
La Caimana	id=g:3638732
La Caimana	id=g:3638733
La Cagüita	id=g:3638734
La Cadena	id=g:3638735
La Cachino	id=g:3638736
La Cachaza	id=g:3638737
La Cachamita	id=g:3638738
Hato La Cachama	id=g:3638739
La Cacalona	id=g:3638740
Península de La Cabrera	id=g:3638741
Hacienda La Cabrera	id=g:3638742
Fila La Cabrera	id=g:3638743
La Cabrera	id=g:3638744
La Cabrera	id=g:3638745
La Cabrera	id=g:3638746
Punta La Cabra	id=g:3638747
La Cabeza	id=g:3638748
La Cabeza	id=g:3638749
La Cabaña	id=g:3638750
La Cabaña	id=g:3638751
La Cabaña	id=g:3638752
La Busca	id=g:3638753
Hato La Busaca	id=g:3638754
La Busaca	id=g:3638755
Fundo La Busaca	id=g:3638756
Cerro La Burrera	id=g:3638757
La Buena Estrella	id=g:3638758
La Bruquita	id=g:3638759
La Bruja	id=g:3638760
La Brisa	id=g:3638761
La Brigideña	id=g:3638762
La Brigida (abandonado)	id=g:3638763
Punta Cidral	id=g:3638764
Caño Brea	id=g:3638765
Labra	id=g:3638766
Quebrada La Boyera	id=g:3638767
La Boyera	id=g:3638768
La Boyera	id=g:3638769
Ciénaga La Botijuela	id=g:3638770
La Botija	id=g:3638771
La Botella	id=g:3638772
La Botalona	id=g:3638773
La Botalona	id=g:3638774
La Botalona	id=g:3638775
La Bosta	id=g:3638776
Isla La Borracha	id=g:3638777
Cerro La Borona	id=g:3638778
La Boraliza	id=g:3638779
La Boquita	id=g:3638780
La Boquita	id=g:3638781
La Boquerita	id=g:3638782
Fundo La Bonita	id=g:3638783
La Bonita	id=g:3638784
La Bonita	id=g:3638785
La Bonanza	id=g:3638786
La Bonanza	id=g:3638787
La Bonanza	id=g:3638788
La Bonanza	id=g:3638789
La Bombita	id=g:3638790
La Bomba Negra	id=g:3638791
La Bomba	id=g:3638792
La Bomba	id=g:3638793
La Bomba	id=g:3638794
Esteros La Bolivera	id=g:3638795
La Bolivera	id=g:3638796
La Bolivera	id=g:3638797
La Bolica	id=g:3638798
La Bola	id=g:3638799
La Bodega	id=g:3638800
La Bocaina	id=g:3638801
La Boca de Queregua	id=g:3638802
Quesera La Boca del Tigre	id=g:3638803
La Boca de Corcovado	id=g:3638804
La Boca de Cojedes	id=g:3638805
Punta La Boca	id=g:3638806
Ensenada La Boca	id=g:3638807
La Boca	id=g:3638808
La Boca	id=g:3638809
La Boca	id=g:3638810
La Boca	id=g:3638811
La Boca	id=g:3638812
La Boca	id=g:3638813
La Boca	id=g:3638814
La Blanquita	id=g:3638815
Laguna La Blanquera	id=g:3638816
Fundo La Blanquera	id=g:3638817
Quebrada La Blanca	id=g:3638818
Hacienda La Blanca	id=g:3638819
La Blanca	id=g:3638820
La Blanca	id=g:3638821
La Birraca	id=g:3638822
La Berruga	id=g:3638823
Cerro La Berrenda	id=g:3638824
Raudal Laberinto	id=g:3638825
Fundo La Benedición	id=g:3638826
La Bendición Diera	id=g:3638827
Fundo La Bendición	id=g:3638828
Fundo La Bendición	id=g:3638829
La Bendición	id=g:3638830
La Bendición	id=g:3638831
La Bendición	id=g:3638832
La Bencomo	id=g:3638833
La Belleza	id=g:3638834
La Belleza	id=g:3638835
Quebrada La Bellaca	id=g:3638836
La Bellaca	id=g:3638837
La Bellaca	id=g:3638838
Alto La Belén	id=g:3638839
La Belén	id=g:3638840
La Begonia	id=g:3638841
Hato La Begoña	id=g:3638842
La Becerrera	id=g:3638843
Fundo La Becerrera	id=g:3638844
Río La Becerra	id=g:3638845
Morichal La Becerra	id=g:3638846
Morichal La Becerra	id=g:3638847
La Becerra	id=g:3638848
La Becerra	id=g:3638849
La Becerra	id=g:3638850
Hato La Beatriz	id=g:3638851
La Beatriz	id=g:3638852
La Baticola	id=g:3638853
Quebrada La Batea	id=g:3638854
Fundo La Batea	id=g:3638855
Fila La Batea	id=g:3638856
La Batea	id=g:3638857
La Batea	id=g:3638858
La Batallita	id=g:3638859
Quesera La Batalla	id=g:3638860
La Basura	id=g:3638861
La Barua	id=g:3638862
Hato La Bartola	id=g:3638863
La Bartola	id=g:3638864
Quebrada La Barrosa	id=g:3638865
Quebrada La Barrosa	id=g:3638866
Quebrada La Barrosa	id=g:3638867
Hato La Barrosa	id=g:3638868
Hato La Barrosa	id=g:3638869
Cerro La Barrosa	id=g:3638870
Laguna La Barretera	id=g:3638871
La Barrera	id=g:3638872
La Barranca	id=g:3638873
Punta La Barra	id=g:3638874
La Barquera	id=g:3638875
La Barca	id=g:3638876
La Barbona	id=g:3638877
La Barbona	id=g:3638878
Loma La Barbareña	id=g:3638879
Pozo de La Baqueta	id=g:3638880
Hacienda La Baqueta	id=g:3638881
Fila La Baqueta	id=g:3638882
Loma La Bandera	id=g:3638883
Cerro La Bandera	id=g:3638884
Cerro La Bandera	id=g:3638885
La Bandera	id=g:3638886
La Bancada	id=g:3638887
La Bananera	id=g:3638888
La Balza	id=g:3638889
La Balsa	id=g:3638890
Balona	id=g:3638891
La Balicola	id=g:3638892
Cerro La Balena	id=g:3638893
Fundo La Baldallera	id=g:3638894
La Balbinera	id=g:3638895
La Bajura	id=g:3638896
Caño La Báguira	id=g:3638897
Sabanas de La Baecera	id=g:3638898
Hato La Baecera	id=g:3638899
La Baecera	id=g:3638900
La Bacerrera	id=g:3638901
Quebrada La Baba	id=g:3638902
La Baba	id=g:3638903
La Azulita	id=g:3638904
Río La Avenosa	id=g:3638905
La Avanzada	id=g:3638906
Quebrada La Aurora	id=g:3638907
Hato La Aurora	id=g:3638908
Fundo La Aurora	id=g:3638909
La Aurora	id=g:3638910
La Aurora	id=g:3638911
La Aurora	id=g:3638912
La Aurora	id=g:3638913
La Aurora	id=g:3638914
La Aurora	id=g:3638915
Quebrada La Atascosa	id=g:3638916
La Atascosa	id=g:3638917
La Atascosa	id=g:3638918
La Asunción	id=g:3638919
La Asuncion	id=g:3638920
La Asunción	id=g:3638921
La Asunción	id=g:3638922
La Asomada	id=g:3638923
Asunción	id=g:3638924
La Arriaga	id=g:3638925
Sabanas de La Argentina	id=g:3638926
Laguna La Argentina	id=g:3638927
La Argentina	id=g:3638928
La Restinga	id=g:3638929
La Arepa	id=g:3638930
Quebrada Arenosa	id=g:3638931
Quebrada La Arenosa	id=g:3638932
Laguna La Arenosa	id=g:3638933
Fundo La Arenosa	id=g:3638934
La Arenosa	id=g:3638935
La Arenosa	id=g:3638936
La Arenosa	id=g:3638937
La Arenosa	id=g:3638938
La Arenosa	id=g:3638939
La Arenosa	id=g:3638940
La Arenosa	id=g:3638941
La Arenosa	id=g:3638942
La Arenosa	id=g:3638943
La Arenosa	id=g:3638944
La Arenosa	id=g:3638945
La Arenosa	id=g:3638946
La Arenosa	id=g:3638947
La Arenosa	id=g:3638948
La Arenosa	id=g:3638949
La Arenosa	id=g:3638950
La Arena	id=g:3638951
Caño La Ardita	id=g:3638952
La Ardita	id=g:3638953
Fundo La Araquera	id=g:3638954
Cerritos de La Araña	id=g:3638955
La Araguata	id=g:3638956
La Araguata	id=g:3638957
La Aquadita	id=g:3638958
Caño La Aquada	id=g:3638959
La Angostura	id=g:3638960
La Angostura	id=g:3638961
La Angostura	id=g:3638962
La Angostura	id=g:3638963
La Angoleta	id=g:3638964
La Anegación	id=g:3638965
Granja La Andina	id=g:3638966
La América	id=g:3638967
La Amarilla	id=g:3638968
La Amarilla	id=g:3638969
La Amarilla	id=g:3638970
La Alvareña	id=g:3638971
La Almita	id=g:3638972
La Alejandría	id=g:3638973
Quebrada La Alegría	id=g:3638974
Hato La Alegría	id=g:3638975
La Alegría	id=g:3638976
La Alegría	id=g:3638977
La Alegría	id=g:3638978
La Alegría	id=g:3638979
La Alegría	id=g:3638980
Hacienda Aldea	id=g:3638981
La Alcancía	id=g:3638982
La Alcancía	id=g:3638983
La Alcabala	id=g:3638984
La Albertera	id=g:3638985
La Agüta	id=g:3638986
Caño La Aguada	id=g:3638987
Caño La Aguadita	id=g:3638988
La Aguadita	id=g:3638989
La Aguadita	id=g:3638990
La Aguadita	id=g:3638991
La Aguadita	id=g:3638992
La Aguadita	id=g:3638993
La Aguadita	id=g:3638994
La Aguadita	id=g:3638995
La Aguadita	id=g:3638996
La Aguada del Medio	id=g:3638997
La Aguada de Barrosa	id=g:3638998
Quebrada La Aguada	id=g:3638999
Hato La Aguada	id=g:3639000
Fila La Aguada	id=g:3639001
Estero La Aguada	id=g:3639002
Caño La Aguada	id=g:3639003
Caño La Aguada	id=g:3639004
La Aguada	id=g:3639005
La Aguada	id=g:3639006
La Aguada	id=g:3639007
La Aguada	id=g:3639008
La Aguada	id=g:3639009
La Agonía	id=g:3639010
La Aduana	id=g:3639011
La Aduana	id=g:3639012
La Aduana	id=g:3639013
La Aduana	id=g:3639014
La Aduana	id=g:3639015
La Adjunta	id=g:3639016
La Acequia	id=g:3639017
La Acequia	id=g:3639018
Quebrada La Acaña	id=g:3639019
La Abra	id=g:3639020
Punta Cusia	id=g:3639021
Caño Cusia	id=g:3639022
Caño Kunuka	id=g:3639023
Cerro Kuneque	id=g:3639024
Caño Kuima	id=g:3639025
Cuima	id=g:3639026
Cerro Kueki-hede	id=g:3639027
Caño Corocoina Anaburo	id=g:3639028
Caño Korokoima	id=g:3639029
Isla Koribana	id=g:3639030
Caño Koidamita	id=g:3639031
Río Koidama	id=g:3639032
Caño Kobaira	id=g:3639033
Kilómetro Veintiseis	id=g:3639034
Kilómetro Veintidos	id=g:3639035
Kilómetro Treintinueve	id=g:3639036
Kilómetro Treinta y Cinco	id=g:3639037
Kilómetro Siete	id=g:3639038
Kilómetro Sesentitres	id=g:3639039
Kilómetro Ocho	id=g:3639040
Kilometro Ochenta y Dos	id=g:3639041
Kilómetro Nueve	id=g:3639042
Kilómetro Doce	id=g:3639043
Kilómetro Cuarenta y Tres	id=g:3639044
Kilometro Cuarenta y Dos	id=g:3639045
Kilómetro Cincuentiocho	id=g:3639046
Quebrada Kempis	id=g:3639047
Kempis	id=g:3639048
Kanavayén	id=g:3639049
Caño Kabanoto	id=g:3639050
Laguna Juy	id=g:3639051
Pico Juviote	id=g:3639052
Distrito Justo Briceño	id=g:3639053
Río Jusepín	id=g:3639054
Jusepín	id=g:3639055
Caño Jururúcaro	id=g:3639056
Cerro Jurumato	id=g:3639057
Caño Jurúlauain	id=g:3639058
Jurubá	id=g:3639059
Caño Juruaisamana	id=g:3639060
Río Juriepe	id=g:3639061
Caño Juriepe	id=g:3639062
Distrito Junín	id=g:3639063
Junín	id=g:3639064
Juncialito	id=g:3639065
Cerro Juncalito	id=g:3639066
Juncalito	id=g:3639067
Juncalito	id=g:3639068
Juncalito	id=g:3639069
Juncalito	id=g:3639070
Juncalito	id=g:3639071
Juncalito	id=g:3639072
Juncalillo	id=g:3639073
Ciénaga Juncales	id=g:3639074
Río Jumpetiri	id=g:3639075
Cerro Jumpetiri	id=g:3639076
Jumopo	id=g:3639077
Caño Jumipurini	id=g:3639078
Caño Jumeta	id=g:3639079
Jumancal	id=g:3639080
Julianote	id=g:3639081
La Juliana	id=g:3639082
Páramo Judío	id=g:3639083
Cerro Judima	id=g:3639084
Punta Judibana	id=g:3639085
Judibana	id=g:3639086
Río Jucuncomo	id=g:3639087
Caño Juco	id=g:3639088
Juasjual	id=g:3639089
Juasjual	id=g:3639090
Punta Juan Tambor	id=g:3639091
Río Juan Palacios	id=g:3639092
Médanos de Juan Pablo	id=g:3639093
Hato Juan Mateo	id=g:3639094
Juan Mateo	id=g:3639095
Juan Martín	id=g:3639096
Juan Marín	id=g:3639097
Laguna Juan Manuel de Aguas Muertas	id=g:3639098
Cerro Juan Lorenzo	id=g:3639099
Juan Lorenzo	id=g:3639100
Quesera Juan Juanico	id=g:3639101
Juanito	id=g:3639102
Juanita	id=g:3639103
Juan Ignacio	id=g:3639104
Hato Juanico	id=g:3639105
Bahía de Juangriego	id=g:3639106
Juan Griego	id=g:3639107
