Oslávia	id=g:3171846
Gaiole in Chianti	id=g:3176411
Gaiola	id=g:3176412
Gaino	id=g:3176413
Gaida	id=g:3176414
Gaico	id=g:3176415
Gaibanella	id=g:3176416
Gaibana	id=g:3176417
Gaiba	id=g:3176418
Gaiato	id=g:3176419
Gaiarine	id=g:3176420
Gaianigo	id=g:3176421
Torrente Gaiana	id=g:3176422
Gaia	id=g:3176423
Gagno	id=g:3176424
Gaglioli	id=g:3176425
Gagliole	id=g:3176426
Gaglietole	id=g:3176427
Gagliano Aterno	id=g:3176428
Gagliano	id=g:3176429
Gagliano	id=g:3176430
Gagliano	id=g:3176431
Gaglianico	id=g:3176432
Gaggio Montano	id=g:3176433
Gaggio	id=g:3176434
Gaggio	id=g:3176435
Gaggiano	id=g:3176436
Golfo di Gaeta	id=g:3176437
Gaeta	id=g:3176438
Rio Gader	id=g:3176439
Gad	id=g:3176440
Gaby	id=g:3176441
Gabrovizza San Primo	id=g:3176442
Gabii	id=g:3176443
Gabicce Mare	id=g:3176444
Gabiano	id=g:3176445
Gabiano	id=g:3176446
Gabellino	id=g:3176447
Gabelletta	id=g:3176448
Gabbro	id=g:3176449
Gabbione	id=g:3176450
Gabbio	id=g:3176451
Gabbiano	id=g:3176452
Gabbiano	id=g:3176453
Gabbiana	id=g:3176454
Monte Gabbia	id=g:3176455
Futani	id=g:3176456
Passo della Futa	id=g:3176457
Fustagnano	id=g:3176458
Fosso Fusola	id=g:3176459
Stazione di Fusine Laghi	id=g:3176460
Fusine in Valromana	id=g:3176461
Laghi di Fusine	id=g:3176462
Fusine	id=g:3176463
Fusine	id=g:3176464
Canale di Fusina	id=g:3176465
Fusina	id=g:3176466
Fusignano	id=g:3176467
Fuscoli	id=g:3176468
Lago del Fusaro	id=g:3176469
Foce Nuova del Fusaro	id=g:3176470
Monte Furros	id=g:3176471
Furore	id=g:3176472
Furnolo	id=g:3176473
Furci	id=g:3176474
Punta Furana	id=g:3176475
Stazione Fuorigrotta	id=g:3176476
Fuorigrotta	id=g:3176477
Funti	id=g:3176478
Riu Funtana Cannas	id=g:3176479
Monte Fungaia	id=g:3176480
Fungaia	id=g:3176481
Rio di Fundres	id=g:3176482
Passo di Fundres	id=g:3176483
Fundres	id=g:3176484
Funchio	id=g:3176485
Fumone	id=g:3176486
Rauchkofel	id=g:3176487
Fosso di Fumo	id=g:3176488
Fumane	id=g:3176489
Monte Fumaiolo	id=g:3176490
Monte Fumaiolo	id=g:3176491
Fosso Fuligine	id=g:3176492
Caletta di Fuili	id=g:3176493
Cala Fuile e Mare	id=g:3176494
Monte Fugo	id=g:3176495
Fugazzolo di Sopra	id=g:3176496
Punta di Fuente	id=g:3176497
Ancoraggio di Fuente	id=g:3176498
Valle Fuddi	id=g:3176499
Rio Fucino	id=g:3176500
Conca del Fucino	id=g:3176501
Fucine	id=g:3176502
Fucignano	id=g:3176503
Fucecchio	id=g:3176504
Fubine	id=g:3176505
Monte Frusciu	id=g:3176506
Monte Frusciu	id=g:3176507
Frusci	id=g:3176508
Frugarolo	id=g:3176510
Lago Fruer	id=g:3176511
Frosolone	id=g:3176512
Provincia di Frosinone	id=g:3176513
Fïume Frosinone	id=g:3176514
Frosinone	id=g:3176515
Frontone	id=g:3176516
Frontino	id=g:3176517
Frontin	id=g:3176518
Frontignano	id=g:3176519
Frontale	id=g:3176520
Front	id=g:3176521
Fosso Fronsina	id=g:3176522
Frondarola	id=g:3176523
Monte Fromma	id=g:3176524
Friuli-Venezia Giulia	id=g:3176525
Frisanco	id=g:3176526
Frisa	id=g:3176527
Friola	id=g:3176528
Frigole	id=g:3176529
Frignano	id=g:3176530
Fiume Frigido	id=g:3176531
Riu Frigiano	id=g:3176532
Frigento	id=g:3176533
Colle Friello	id=g:3176534
Torrente Frida	id=g:3176535
Fresonara	id=g:3176536
Fresine	id=g:3176537
Fresagrandinaria	id=g:3176538
Riu Frentari	id=g:3176539
Frena	id=g:3176540
Pointe de Fréjus	id=g:3176541
Tunnel du Mont Cenis	id=g:3176542
Fregona	id=g:3176543
Fregene	id=g:3176544
Monte Freddo	id=g:3176545
Monte Freddo	id=g:3176546
Monte Freddi	id=g:3176547
Torrente Freddana	id=g:3176548
Torrente Fredane	id=g:3176549
Frattura	id=g:3176550
Frattuccia	id=g:3176551
Frattocchie	id=g:3176552
Monte Fratto	id=g:3176553
Fratticciola Selvatica	id=g:3176554
Fratticciola	id=g:3176555
Fratte	id=g:3176556
Fratte	id=g:3176557
Fratta Todina	id=g:3176558
Fratta Polesine	id=g:3176559
Frattaminore	id=g:3176560
Frattamaggiore	id=g:3176561
Frattaguida	id=g:3176562
Torrente Fratta	id=g:3176563
Rio Fratta	id=g:3176564
Monte Fratta	id=g:3176565
Fosso della Fratta	id=g:3176566
Fosso Fratta	id=g:3176567
Fiume Fratta	id=g:3176568
Fratta	id=g:3176570
Frasso Telesino	id=g:3176571
Frasso Sabino	id=g:3176572
Frassinoro	id=g:3176573
Monte Frassino	id=g:3176574
Frassino	id=g:3176575
Frassinetto	id=g:3176576
Frassinetto	id=g:3176577
Frassineto Po	id=g:3176578
Frassineto	id=g:3176579
Frassineta	id=g:3176580
Frassinello Monferrato	id=g:3176581
Frassine	id=g:3176582
Frassinara	id=g:3176583
Rio dei Frassi	id=g:3176584
Frassenè	id=g:3176585
Frassenè	id=g:3176586
Frassenè	id=g:3176587
Frasnedo	id=g:3176588
Frascati	id=g:3176589
Frascaro	id=g:3176590
Frascaro	id=g:3176591
Frantoio Massabo	id=g:3176592
Frantoio	id=g:3176593
Frangarto	id=g:3176594
Franconi	id=g:3176595
Francolise	id=g:3176596
Francolino	id=g:3176597
Porto Franco	id=g:3176598
Punta di li Francesi	id=g:3176599
Cala Francesi	id=g:3176600
Valle Francesca	id=g:3176601
Francavilla in Sinni	id=g:3176602
Francavilla Fontana	id=g:3176603
Francavilla d'Ete	id=g:3176604
Francavilla al Mare	id=g:3176605
Franca	id=g:3176606
Framura	id=g:3176607
Mont Fraitève	id=g:3176608
Fraisse	id=g:3176609
Fraioli	id=g:3176610
Fraine	id=g:3176611
Monte Fraidorzu	id=g:3176612
Fragno	id=g:3176613
Fragneto Monforte	id=g:3176614
Fragneto l'Abate	id=g:3176615
Fragagnano	id=g:3176616
Fraforeano	id=g:3176617
Fraelacco	id=g:3176618
Ghiacciaio di Fradusta	id=g:3176619
Cima di Fradusta	id=g:3176620
Fradegola	id=g:3176621
Valle Fracida	id=g:3176622
Fraccia	id=g:3176623
Fraccia	id=g:3176624
Fracchie	id=g:3176625
Fraccano	id=g:3176626
Frabosa Soprana	id=g:3176627
Foza	id=g:3176628
Fossone d’Adige	id=g:3176629
Fossombrone	id=g:3176630
Fossolo	id=g:3176631
Fossoli	id=g:3176632
Fosso	id=g:3176633
Canale della Fossetta	id=g:3176634
Fossato di Vico	id=g:3176635
Fossato	id=g:3176636
Fossatillo	id=g:3176637
Rio Fossatallo	id=g:3176638
Fossano	id=g:3176639
Fossamerlo	id=g:3176640
Fossalunga	id=g:3176641
Torrente Fossalto	id=g:3176642
Rio Fossalto	id=g:3176643
Fossalto	id=g:3176644
Fossalta di Portogruaro	id=g:3176645
Fossalta di Piave	id=g:3176646
Fossalta	id=g:3176647
Fossalta	id=g:3176648
Valle Fossa di Porto	id=g:3176649
Fossa del Santo	id=g:3176650
Fossacoccola	id=g:3176651
Fossacesia	id=g:3176652
Fossa Caprara	id=g:3176653
Torrente Fossa	id=g:3176654
Fiume di Fossa	id=g:3176655
Fossa	id=g:3176656
Fossa	id=g:3176657
Fosio	id=g:3176658
Fosini	id=g:3176659
Fosdondo	id=g:3176660
Fosdinovo	id=g:3176661
Fosco	id=g:3176662
Passo di Foscagno	id=g:3176663
Rio la Fosa	id=g:3176664
Monte Forzano	id=g:3176665
Fortunago	id=g:3176666
Fiume Fortore	id=g:3176667
Fortogna	id=g:3176668
Forti	id=g:3176669
Monte della Fortezza	id=g:3176670
Fortezza - Franzensfeste	id=g:3176671
Fortezza	id=g:3176672
Forte di Bibbona	id=g:3176673
Forte dei Marmi	id=g:3176674
Monte Forte	id=g:3176675
Monte Forte	id=g:3176676
Forsivo	id=g:3176677
Forotondo	id=g:3176678
Fiume Foro	id=g:3176679
Fornovo San Giovanni	id=g:3176680
Fornovolasco	id=g:3176681
Fornovo di Taro	id=g:3176682
Stazione Fornola	id=g:3176683
Forno di Zoldo	id=g:3176684
Stazione di Forno d’Allione	id=g:3176685
Forno d’Allione	id=g:3176686
Forno Canavese	id=g:3176687
Forno Alpi Graie	id=g:3176688
Costa del Forno	id=g:3176690
Cala di Forno	id=g:3176691
Forno	id=g:3176692
Forno	id=g:3176693
Forno	id=g:3176694
Forni di Val d’Astico	id=g:3176695
Forni di Sotto	id=g:3176696
Forni di Sopra	id=g:3176697
Forni di Gavorrano	id=g:3176698
Forni dell’Accesa	id=g:3176699
Forni Avoltri	id=g:3176700
Fornetti	id=g:3176701
Rio Forneris	id=g:3176702
Fornello	id=g:3176703
Fornello	id=g:3176704
Fornello	id=g:3176705
Fosso dei Fornelli	id=g:3176706
Fornelli	id=g:3176707
Fornelli	id=g:3176708
Fosso Fornari	id=g:3176709
Rio della Fornara	id=g:3176710
Fornaci di Barga	id=g:3176711
Torrente Fornaci	id=g:3176712
Fornaci	id=g:3176713
Fornaci	id=g:3176714
Fornaci	id=g:3176715
Fornaci	id=g:3176716
Fornace Visentini	id=g:3176717
Fornacette	id=g:3176718
Fornace Mutinella	id=g:3176719
Fornace Mattioli	id=g:3176720
Fosso Fornacelle	id=g:3176721
Fornacelle	id=g:3176722
Fornace Benassati	id=g:3176723
Fornace	id=g:3176724
Fornace	id=g:3176725
Fornace	id=g:3176726
Fornacchia	id=g:3176727
Fornaca	id=g:3176728
Torrente Formone	id=g:3176729
Monte Formiosu	id=g:3176730
Formignana	id=g:3176731
Formigliana	id=g:3176732
Formigine	id=g:3176733
Formigara	id=g:3176734
Formicola	id=g:3176735
Formiche di Grosseto	id=g:3176736
Isola Formica di Burano	id=g:3176737
Formia	id=g:3176738
Formello	id=g:3176739
Forme	id=g:3176740
Formazza	id=g:3176741
Colle Formalicchi	id=g:3176742
Forlimpopoli	id=g:3176743
Forlì del Sannio	id=g:3176744
Provincia di Forlì	id=g:3176745
Forlì	id=g:3176746
Forleta	id=g:3176747
Forio	id=g:3176748
Forino	id=g:3176749
Foria	id=g:3176750
Forgaria	id=g:3176751
Forfi	id=g:3176752
Foresto	id=g:3176753
Monte della Foresta	id=g:3176754
Foresta	id=g:3176755
Foresta	id=g:3176756
Forenza	id=g:3176757
Forcoli	id=g:3176758
Monte Forcino	id=g:3176759
Monte Forchidda	id=g:3176760
Forchia	id=g:3176761
Monte Forcellona	id=g:3176762
Forcelle	id=g:3176763
Monte la Forcella	id=g:3176764
Forcella	id=g:3176765
Forcella	id=g:3176766
Forcella	id=g:3176767
Forcella	id=g:3176768
Forcatura	id=g:3176769
Forca di Valle	id=g:3176770
Forca	id=g:3176771
Forano	id=g:3176772
Forame	id=g:3176773
Foppolo	id=g:3176774
Foppa	id=g:3176775
Foppa	id=g:3176776
Foppa	id=g:3176777
Fonzaso	id=g:3176778
Capo di Fonza	id=g:3176779
Fontignano	id=g:3176780
Bognanco	id=g:3176781
Fontevivo	id=g:3176782
Fonterutoli	id=g:3176783
Sella Fontelacasa	id=g:3176784
