Lake Ji	id=g:2336149
Gidan Mainu Native Area Forest Reserve	id=g:2340875
Gidan Maimadaji	id=g:2340876
Guidan Mai-Kwazo	id=g:2340877
Gidan Maikudu	id=g:2340878
Gidan Maikudi	id=g:2340879
Gidan Maikeri	id=g:2340880
Maikasuwa	id=g:2340881
Gidan Maikarfi	id=g:2340882
Guidan Mai-Jatau	id=g:2340883
Gidan Maiguru	id=g:2340884
Gidan Maigemi	id=g:2340885
Gidan Maigaru	id=g:2340886
Gidan Mai Garu	id=g:2340887
Gidan Maigari Boka	id=g:2340888
Gidan Maiganga	id=g:2340889
Gidan Maifada	id=g:2340890
Gidan Maidowa	id=g:2340891
Gidan Maichibi	id=g:2340892
Gidan Maibeli	id=g:2340893
Gidan Maiawaki	id=g:2340894
Gidan Mai Akwiya	id=g:2340895
Gidan Maiaki	id=g:2340896
Mahabi	id=g:2340897
Gidan Magwi	id=g:2340898
Gidang Magudu Hill	id=g:2340899
Guidan Mage	id=g:2340900
Gidan-Magana	id=g:2340901
Guidan Magajin Toga	id=g:2340902
Gidan Magajia	id=g:2340903
Guidan Magagi	id=g:2340904
Gidan Mafidaji	id=g:2340905
Gidan Madugu	id=g:2340906
Gidan Madugu	id=g:2340907
Gidan Madi	id=g:2340908
Gidan Madawakin Tugulbi	id=g:2340909
Gidan Madawaki	id=g:2340910
Gidan Madatsi	id=g:2340911
Gidan Madakin Antan	id=g:2340912
Gidan Madaki	id=g:2340913
Gidan Madaiki	id=g:2340914
Guidan Machido	id=g:2340915
Gidan Liman	id=g:2340916
Gidan Liman	id=g:2340917
Gidan Liman	id=g:2340918
Gidan Liman	id=g:2340919
Gidan Limam	id=g:2340920
Gidan Lifidi	id=g:2340921
Guidan Ladi	id=g:2340922
Guidan Labo	id=g:2340923
Gidan Labo	id=g:2340924
Gidan Kyambo	id=g:2340925
Gidan Kwaso	id=g:2340926
Gidan Kwanni	id=g:2340927
Gidan Kwali	id=g:2340928
Gidan Kuyambana	id=g:2340929
Guidan Kurau	id=g:2340930
Gidan Kurao	id=g:2340931
Gidan Kunama	id=g:2340932
Gidan Kuka	id=g:2340933
Gulbin Kuka	id=g:2340934
Guidan Kuje	id=g:2340935
Gidan Koshi	id=g:2340936
Gidan-Konkoni	id=g:2340937
Guidan Kolo	id=g:2340938
Gidan Kiriya	id=g:2340939
Gidan Kigudu	id=g:2340940
Gidan Kauyen Bassawa	id=g:2340941
Gidan Katipidna	id=g:2340942
Gidan Karowi	id=g:2340943
Gidan Karma	id=g:2340944
Guidan Karte	id=g:2340945
Guidan Karbo	id=g:2340946
Gidan Karauku	id=g:2340947
Gidan Kano	id=g:2340948
Gidan Kaki	id=g:2340949
Gidan Kaduna	id=g:2340950
Gidan Kado	id=g:2340951
Guidan Kadiri	id=g:2340952
Guidan Kadi	id=g:2340953
Guidan Kada	id=g:2340954
Gidanjo	id=g:2340955
Gidan Jilehi	id=g:2340956
Gidan-Jigo	id=g:2340957
Guidan Jibo	id=g:2340958
Guidan Jibo	id=g:2340959
Gidan Jibir	id=g:2340960
Gidan Jero	id=g:2340961
Gida Jebo	id=g:2340962
Guidan Jatto	id=g:2340963
Gidan Jatto	id=g:2340964
Gidan Jatto	id=g:2340965
Gidan Jatto	id=g:2340966
Gidan Jato	id=g:2340967
Gidan Jato	id=g:2340968
Gidan Jatau	id=g:2340969
Gidan Jatau	id=g:2340970
Gidan Jatao Bataro	id=g:2340971
Gidan Jaro	id=g:2340972
Gidan Jara	id=g:2340973
Gidan Jan Bako	id=g:2340974
Guidan Janari	id=g:2340975
Jajaye	id=g:2340976
Gidan Isubu	id=g:2340977
Gidan Isa	id=g:2340978
Gidan Isa	id=g:2340979
Gidan Isa	id=g:2340980
Guidan Imoru	id=g:2340981
Gidan Le	id=g:2340982
Guidan Idi	id=g:2340983
Gidan Idi	id=g:2340984
Gidan Ibrahim	id=g:2340985
Gidan Ibrahim	id=g:2340986
Gidan Ibrahim	id=g:2340987
Guidan Husaini	id=g:2340988
Gidan Hunu	id=g:2340989
Gidan Hassan	id=g:2340990
Gidan Hassan	id=g:2340991
Gidan Hashimu	id=g:2340992
Gidan Hashimu	id=g:2340993
Gidan Hardo Dangana	id=g:2340994
Hardo	id=g:2340995
Gidan Hamman	id=g:2340996
Guidan Halilu	id=g:2340997
Gidan Haikimi	id=g:2340998
Guidan Hagu	id=g:2340999
Gidan Gwari	id=g:2341000
Gidan Gwano	id=g:2341001
Gidan Gwaja	id=g:2341002
Gidan Gutiya	id=g:2341003
Gidan Gurmayi	id=g:2341004
Gidan Gulbi	id=g:2341005
Guidan Gula	id=g:2341006
Gidan Gona	id=g:2341007
Gidan Gona	id=g:2341008
Gidan Goma	id=g:2341009
Guidan Goje	id=g:2341010
Gidan Goberawa	id=g:2341011
Gidan Gizo	id=g:2341012
Gidan Giwa	id=g:2341013
Gidan Giwa	id=g:2341014
Gidan Giwa	id=g:2341015
Guidan Girbi	id=g:2341016
Guidan Gibo	id=g:2341017
Guidan Giasa	id=g:2341018
Gidan Gesa	id=g:2341019
Gidan Gayan	id=g:2341020
Gidan Gawo	id=g:2341021
Gidan Gashi	id=g:2341022
Guidan Garso	id=g:2341023
Gidan Garkwa	id=g:2341024
Gidan Garba	id=g:2341025
Gidan Ganuwa	id=g:2341026
Gidan Ganga	id=g:2341027
Gandu	id=g:2341028
Gidan Gamahimani	id=g:2341029
Gidan Galadima	id=g:2341030
Gidan Galadima	id=g:2341031
Gidan Galadima	id=g:2341032
Gidan Galadima	id=g:2341033
Gidan Galadima	id=g:2341034
Gidan Galadima	id=g:2341035
Gidan Galadima	id=g:2341036
Gidan Gajere	id=g:2341037
Gidan Gajere	id=g:2341038
Gidan Gagaru	id=g:2341039
Guidan Gagare	id=g:2341040
Gidan-Fulani	id=g:2341041
Gidan Fatuma	id=g:2341042
Guidan Fakkam	id=g:2341043
Guidan Fadama	id=g:2341044
Gidan el Haji	id=g:2341045
Gidan Dutsi	id=g:2341046
Gidan Duna	id=g:2341047
Gidan Dujere	id=g:2341048
Gidan Dubu	id=g:2341049
Gidan Doke	id=g:2341050
Gidan Donka	id=g:2341051
Guidan Dogon Daji	id=g:2341052
Guidan Dogo	id=g:2341053
Gidan Dogo	id=g:2341054
Gidan Dogo	id=g:2341055
Gidan Dogo	id=g:2341056
Gidan Dodo	id=g:2341057
Gidan Dikon Sulare	id=g:2341058
Gidan Dikko-Siria	id=g:2341059
Gidan Dedi	id=g:2341060
Gidan Debe	id=g:2341061
Gidan-Debe	id=g:2341062
Guidan Dawai	id=g:2341063
Gidan Dawa	id=g:2341064
Guidan Dan Umoru	id=g:2341065
Gidan Dan Tape	id=g:2341066
Guidan Dan Makwayo	id=g:2341067
Guidan Dan Mai-Zare	id=g:2341068
Gidan Dan Lami	id=g:2341069
Gidan Dan Lami	id=g:2341070
Gidan Danlaji	id=g:2341071
Gidan Dan Ladi	id=g:2341072
Guidan Dan Hagu	id=g:2341073
Gidan Dango	id=g:2341074
Gidan Dan Giwa	id=g:2341075
Garin Danga	id=g:2341076
Gidan Dan Damo	id=g:2341077
Gidan Dan Baki	id=g:2341078
Gidan Danbabba	id=g:2341079
Gidan Dan Azumi	id=g:2341080
Gidan-Dan-Abai	id=g:2341081
Guidan Damo	id=g:2341082
Gidan Damau	id=g:2341083
Gidan Damao Imagu	id=g:2341084
Gidan Damao	id=g:2341085
Gidan Dalawi	id=g:2341086
Gidan Dala	id=g:2341087
Gidan Dajeru	id=g:2341088
Gidan Dago	id=g:2341089
Guidan Dadago	id=g:2341090
Gidan Debo	id=g:2341091
Gidan Chigo	id=g:2341092
Chida	id=g:2341093
Guidan Buzu	id=g:2341094
Butai	id=g:2341095
Gidan Busa	id=g:2341096
Gidan Busa	id=g:2341097
Gidan Buhari	id=g:2341098
Gidan Buhari	id=g:2341099
Gidan Bugaji	id=g:2341100
Gidan-Budu	id=g:2341101
Guidan Buda	id=g:2341102
Guidan Buda	id=g:2341103
Gidan Boro	id=g:2341104
Gidan Biza	id=g:2341105
Gidan Biko	id=g:2341106
Gidan Bidawa	id=g:2341107
Gidanbi	id=g:2341108
Guidan Beriberi	id=g:2341109
Guidan Begini	id=g:2341110
Gidan Baura	id=g:2341111
Bawa Gaga	id=g:2341112
Guidan Bawa	id=g:2341113
Guidan Bawa	id=g:2341114
Guidan Bawa	id=g:2341115
Guidan Bawa	id=g:2341116
Gidan Bawa	id=g:2341117
Gidan Bawa	id=g:2341118
Gidan Bauchi	id=g:2341119
Gidan Bature	id=g:2341120
Gidan Bature	id=g:2341121
Gidan Bassa	id=g:2341122
Gidan Bashu	id=g:2341123
Gidan Basamu	id=g:2341124
Gidan Basakuri	id=g:2341125
Gidan Barde	id=g:2341126
Gidan Barde	id=g:2341127
Gidan-Barawo	id=g:2341128
Gidan Barau	id=g:2341129
Gidan Baraji	id=g:2341130
Gidan Bani	id=g:2341131
Gidan Bango	id=g:2341132
Gidan Bango	id=g:2341133
Gidan Balla Abude	id=g:2341134
Gidan-Bala	id=g:2341135
Gidan Bala	id=g:2341136
Guidan Bako	id=g:2341137
Guidan Bako	id=g:2341138
Gidan Bako	id=g:2341139
Gidan Bako	id=g:2341140
Gidan Baki	id=g:2341141
Gidan Bakai	id=g:2341142
Gidan Baji	id=g:2341143
Gidan Bahawa	id=g:2341144
Gidan Bahago	id=g:2341145
Gidan Bagudu	id=g:2341146
Gidan Baguda	id=g:2341147
Gidan Bagadu	id=g:2341148
Gidan Badua	id=g:2341149
Gidan Baballe	id=g:2341150
Guidan Babagoji	id=g:2341151
Gidan Azara	id=g:2341152
Gidana Yanmu	id=g:2341153
Gidan Awane	id=g:2341154
Guidan Awala	id=g:2341155
Gidan Ausa	id=g:2341156
Guidan Atu	id=g:2341157
Gidan Atta	id=g:2341158
Gidan Atoro	id=g:2341159
Gidan Ati	id=g:2341160
Gidan Ashafa	id=g:2341161
Guidan Arna	id=g:2341162
Gidan Ardo Ali	id=g:2341163
Gidan Ardo	id=g:2341164
Guidan Ardo	id=g:2341165
Gidan Anju	id=g:2341166
Gidan Ango	id=g:2341167
Guidan Anache	id=g:2341168
Gidan Amamata	id=g:2341169
Gidan Amale	id=g:2341170
Gidan Amale	id=g:2341171
Guidan Amadu	id=g:2341172
Gidan Amadu	id=g:2341173
Gidan Amadu	id=g:2341174
Guidan Alu	id=g:2341175
Gidan Almuwa	id=g:2341176
Gidan Almustafa	id=g:2341177
Gidan Alkuru	id=g:2341178
Gidan Alkali	id=g:2341179
Guidan Aljeni	id=g:2341180
Guidan Ali	id=g:2341181
Gidan Ali	id=g:2341182
Guidan Alhasan	id=g:2341183
Gidan Alhaji	id=g:2341184
Gidan Akwaja	id=g:2341185
Gidan Aka	id=g:2341186
Ajia	id=g:2341187
Gidan Aji	id=g:2341188
Gidan Agudu	id=g:2341189
Gidan Aguda	id=g:2341190
Gidan Agata	id=g:2341191
Guidan Agama	id=g:2341192
Gidan Adori	id=g:2341193
Gidan Adogo	id=g:2341194
Gidan Adi	id=g:2341195
Gidan Adamu	id=g:2341196
Guidan Adamu	id=g:2341197
Gidan Adamu	id=g:2341198
Gidan Adamu	id=g:2341199
Gidan Adaji	id=g:2341200
Guidan Ada	id=g:2341201
Gidan-Ada	id=g:2341202
Guidan Abu	id=g:2341203
Abba	id=g:2341204
Gidam	id=g:2341205
Gidago	id=g:2341206
Gida	id=g:2341207
Gibirawa	id=g:2341208
River Giba	id=g:2341209
Giba	id=g:2341210
Giagodna	id=g:2341211
Giade	id=g:2341212
Ghung	id=g:2341213
Ghana Quarters	id=g:2341214
Ghamgwa	id=g:2341215
Gezoji	id=g:2341216
Gezeriya	id=g:2341217
Gezawa	id=g:2341218
Geta	id=g:2341219
Gever	id=g:2341220
Gevel	id=g:2341221
Getso	id=g:2341222
Gatere	id=g:2341223
River Getamiya	id=g:2341224
Getamiya	id=g:2341225
Gesheru	id=g:2341226
Geshare	id=g:2341227
Gese	id=g:2341228
River Gesaki	id=g:2341229
Gesada	id=g:2341230
Gesa	id=g:2341231
Gesa	id=g:2341232
Gesa	id=g:2341233
Gerti Station	id=g:2341234
Gerti Kloof Forest Reserve	id=g:2341235
Gerti	id=g:2341236
Gero Umoru	id=g:2341237
Gero	id=g:2341238
Gero	id=g:2341239
Gero	id=g:2341240
Gero	id=g:2341241
Gerla Najarowa	id=g:2341242
Gerla	id=g:2341243
Gerki	id=g:2341244
Gerkawa	id=g:2341245
Gerje	id=g:2341246
Lake Geriyo	id=g:2341247
Gerinya	id=g:2341248
Gerin Gada	id=g:2341249
Geriam	id=g:2341250
Geri	id=g:2341251
Lake Gergbakai	id=g:2341252
Gergbakai	id=g:2341253
Gerete	id=g:2341254
Geren Sama	id=g:2341255
Geren Madaki	id=g:2341256
Gerengi	id=g:2341257
Gereng	id=g:2341258
Geregu	id=g:2341259
Gerefita Hills	id=g:2341260
Gere	id=g:2341261
Gerawa	id=g:2341262
Geraba	id=g:2341263
Ger	id=g:2341264
George’s Camp	id=g:2341265
Genya	id=g:2341266
Genu	id=g:2341267
Gennaret	id=g:2341268
Gengi	id=g:2341269
Gengere Kibo	id=g:2341270
Gengan	id=g:2341271
Gendinni	id=g:2341272
Gende Kila	id=g:2341273
Gemendi	id=g:2341274
Gembu	id=g:2341275
Gembeusi	id=g:2341276
Geltur	id=g:2341277
Geltomu	id=g:2341278
Gelode	id=g:2341279
Gellar	id=g:2341280
Gellami	id=g:2341281
Gella	id=g:2341282
Geli	id=g:2341283
Gelermi	id=g:2341284
Geleng	id=g:2341285
Gele	id=g:2341286
Gela	id=g:2341287
Gejiwo	id=g:2341288
Geji Bauchi	id=g:2341289
Geji	id=g:2341290
Geji	id=g:2341291
Geji	id=g:2341292
Geiga Hill	id=g:2341293
Geidam	id=g:2341294
Geidam	id=g:2341295
Gehuru	id=g:2341296
Gehere	id=g:2341297
Gegu	id=g:2341298
Gege	id=g:2341299
Gege	id=g:2341300
Geduwa	id=g:2341301
Gediya	id=g:2341302
Gedibo	id=g:2341303
Gede Sauna	id=g:2341304
Gedere	id=g:2341305
Gede Haikimi	id=g:2341306
Gedegi	id=g:2341307
Gedegede	id=g:2341308
Gedege	id=g:2341309
Gedege	id=g:2341310
Gedeba	id=g:2341311
Gede	id=g:2341312
Gedan	id=g:2341313
Gebo	id=g:2341314
Guidan Margau	id=g:2341315
Geben Hills	id=g:2341316
Geben Dama	id=g:2341317
Geba	id=g:2341318
River Gyauri	id=g:2341319
Geauri	id=g:2341320
Gbyudu	id=g:2341321
Gbuwe	id=g:2341322
Gbuusu	id=g:2341323
Gbusumi	id=g:2341324
Gbushum	id=g:2341325
Gburuku	id=g:2341326
Gourudu	id=g:2341327
Gbure	id=g:2341328
Gbungy	id=g:2341329
Lake Gbundu	id=g:2341330
Gbundu	id=g:2341331
Ugbukurusu	id=g:2341332
Gbugbu River	id=g:2341333
Gbugbudu	id=g:2341334
Gbugbu	id=g:2341335
Gbudu	id=g:2341336
Gboule	id=g:2341337
Gbotikale	id=g:2341338
Gbotebo Creek	id=g:2341339
Ogbotobo	id=g:2341340
Gbotagi	id=g:2341341
Gbosun	id=g:2341342
Ugbosien Island	id=g:2341343
Gborun	id=g:2341344
Gboroko Kekere	id=g:2341345
Gboro	id=g:2341346
Gbor	id=g:2341347
Gbopaehin	id=g:2341348
Gbonko	id=g:2341349
Gbonke	id=g:2341350
Gbonka	id=g:2341351
Gbongo	id=g:2341352
Gbongboru	id=g:2341353
Gbongbon	id=g:2341354
Gbongan	id=g:2341355
Gbongala	id=g:2341356
Gbondu	id=g:2341357
Gbondo	id=g:2341358
Gbolola	id=g:2341359
Gboloko	id=g:2341360
Gboloko	id=g:2341361
Gbolasire	id=g:2341362
Gbol	id=g:2341363
Gbokutaru Sewu	id=g:2341364
Gbokutaru	id=g:2341365
Gbokuta	id=g:2341366
Gbokote	id=g:2341367
Gbokoluba	id=g:2341368
Gbokolu	id=g:2341369
Ugbekoko	id=g:2341370
Gboko Forest Reserve	id=g:2341371
Gbokoda	id=g:2341372
Gboko	id=g:2341373
Gboko	id=g:2341374
Gbokedo	id=g:2341375
Gbogun Hill	id=g:2341376
Gbogun	id=g:2341377
Gbogun	id=g:2341378
Gbogiri	id=g:2341379
Gbogi Market	id=g:2341380
Gbogije	id=g:2341381
Gbogbota	id=g:2341382
Gbogbolowo	id=g:2341383
Gbogbo	id=g:2341384
Gboga	id=g:2341385
Gbog	id=g:2341386
Gbodo	id=g:2341387
Tsaunin Gbodna	id=g:2341388
Gbodna	id=g:2341389
Gbodi	id=g:2341390
Gbobo	id=g:2341391
Gbirafu	id=g:2341392
Gbira	id=g:2341393
Gbinde	id=g:2341394
Gbinde	id=g:2341395
Gbimigi	id=g:2341396
Gbimidaka	id=g:2341397
Gbiliya	id=g:2341398
Gbiin	id=g:2341399
Gbide	id=g:2341400
Gbide	id=g:2341401
Gbeta	id=g:2341402
Gbesinra	id=g:2341403
Gbero	id=g:2341404
Gberndier	id=g:2341405
Gberia	id=g:2341406
Gberegbe	id=g:2341407
Gberedu	id=g:2341408
Gbeoba	id=g:2341409
Gbentu	id=g:2341410
Gbeno Gbeno	id=g:2341411
Gbenku	id=g:2341412
Gbengel	id=g:2341413
Gbendu	id=g:2341414
Gbena Gbena	id=g:2341415
Gbena	id=g:2341416
Gben	id=g:2341417
Gbemi	id=g:2341418
Gbem	id=g:2341419
Gbelvieghel	id=g:2341420
Gbeleyi	id=g:2341421
Gbelemotin Oke	id=g:2341422
Gbelemotin-Odo	id=g:2341423
Gbelemotin	id=g:2341424
Gbeleko	id=g:2341425
Gbelekegan	id=g:2341426
Gbelekale	id=g:2341427
Gbeleju Oke	id=g:2341428
Gbelegu	id=g:2341429
Gbelegu	id=g:2341430
Gbelegan	id=g:2341431
Gbelebu	id=g:2341432
Gbekebor	id=g:2341433
Gbegunde	id=g:2341434
Gbeghka	id=g:2341435
Gbegbinlawo	id=g:2341436
Gbedun	id=g:2341437
Gbedeogun	id=g:2341438
Gbedege Forest Reserve	id=g:2341439
Gbede	id=g:2341440
Gbebonge	id=g:2341441
Gbeagh	id=g:2341442
Gbe	id=g:2341443
Gbe	id=g:2341444
Gbazan	id=g:2341445
Gbaza	id=g:2341446
Gbayam	id=g:2341447
Gbawuan	id=g:2341448
Gbawai	id=g:2341449
Gbautsu	id=g:2341450
Gbashima	id=g:2341451
Gbasemo Iye Esulu	id=g:2341452
Gbasha	id=g:2341453
Gbasan	id=g:2341454
Gbaro Allah	id=g:2341455
Gbanyada	id=g:2341456
Gbarogolo	id=g:2341457
Gbararo	id=g:2341458
Gbarantoru	id=g:2341459
Gbarangbene	id=g:2341460
Gbaran	id=g:2341461
Gbarame	id=g:2341462
Gbarama	id=g:2341463
Gbara Bagbimo	id=g:2341464
Gbanwuan	id=g:2341465
Gbanuwa	id=g:2341466
Gbanu	id=g:2341467
Gbansegodan	id=g:2341468
Gbano	id=g:2341469
Gbanla	id=g:2341470
Gbankoroko	id=g:2341471
Gbanko	id=g:2341472
Gbani	id=g:2341473
Gbanginigi	id=g:2341474
Gbangi	id=g:2341475
Gbangba	id=g:2341476
Gbangba	id=g:2341477
Gbando	id=g:2341478
Gbando	id=g:2341479
Gbande	id=g:2341480
Gban	id=g:2341481
Gbamuna	id=g:2341482
Gbamola	id=g:2341483
Gbam	id=g:2341484
Gbam	id=g:2341485
Gbalede	id=g:2341486
Gbaleasun	id=g:2341487
Gbaleasun	id=g:2341488
Gbaleasun	id=g:2341489
Gbalashe Hill	id=g:2341490
Abalama	id=g:2341491
Gbalajobi	id=g:2341492
Gbala	id=g:2341493
Gbakusum	id=g:2341494
Gbakpo	id=g:2341495
Gbakpee	id=g:2341496
Gbakopai	id=g:2341497
Gbakogi	id=g:2341498
River Gbako	id=g:2341499
Gbako	id=g:2341500
Gbaki	id=g:2341501
Gbakel	id=g:2341502
Gbaka	id=g:2341503
Gbajor	id=g:2341504
Gbajimba Branch	id=g:2341505
Gbajimba	id=g:2341506
Gbajili	id=g:2341507
Gbajigbo	id=g:2341508
Gbaji	id=g:2341509
Gbajawi	id=g:2341510
Gbaikho	id=g:2341511
River Gbaigo	id=g:2341512
Gbagusha	id=g:2341513
Gbagum	id=g:2341514
Gbagota	id=g:2341515
Gbagoita	id=g:2341516
Gbago	id=g:2341517
Gbagil	id=g:2341518
Gbagidan	id=g:2341519
Gbagede	id=g:2341520
Gbaqede	id=g:2341521
Gbagba Koto	id=g:2341522
Gbagba Hill	id=g:2341523
Gbagbachi	id=g:2341524
Gbagba	id=g:2341525
Gbagba	id=g:2341526
Gbadema	id=g:2341527
Gbade	id=g:2341528
Gbadamosi	id=g:2341529
Gbadama	id=g:2341530
Gbada Efon	id=g:2341531
Gbada	id=g:2341532
Gbachiki	id=g:2341533
Gbachike	id=g:2341534
Gbabu	id=g:2341535
Gbabu	id=g:2341536
Gbabi	id=g:2341537
Gbabe	id=g:2341538
Gba	id=g:2341539
Gba	id=g:2341540
Ga-Zumta Hill	id=g:2341541
Gazori	id=g:2341542
Gezoji	id=g:2341543
Gazobi Tsohuwa	id=g:2341544
Gazobi Hill	id=g:2341545
Gazhe	id=g:2341546
Gazawa	id=g:2341547
River Gazare	id=g:2341548
Gazara	id=g:2341549
Gazana	id=g:2341550
Gazamba Hill	id=g:2341551
Gazama Buri	id=g:2341552
Gazal	id=g:2341553
Gazabure	id=g:2341554
River Gazabu	id=g:2341555
Hosere Gazabu	id=g:2341556
Gazabu	id=g:2341557
Gazabu	id=g:2341558
Gazabu	id=g:2341559
Gazabu	id=g:2341560
Gaza	id=g:2341561
Gaza	id=g:2341562
Gaza	id=g:2341563
Gayril	id=g:2341564
Gayri	id=g:2341565
Gayo Kura	id=g:2341566
Gayo Gana	id=g:2341567
Gayio	id=g:2341568
Gayi Native Area Forest Reserve	id=g:2341569
Gayi	id=g:2341570
Gayawa	id=g:2341572
Gayawa	id=g:2341573
Gayawa	id=g:2341574
River Gayasa	id=g:2341575
Gayan Gulbe	id=g:2341576
Gayama	id=g:2341577
Gayama	id=g:2341578
Gayam	id=g:2341579
Gaya	id=g:2341580
Gawule	id=g:2341581
Gawu Dabara	id=g:2341582
Gawu	id=g:2341583
Gawon	id=g:2341584
Gawo	id=g:2341585
Gawo	id=g:2341586
Gawasu	id=g:2341587
Gawasu	id=g:2341588
Gawasu	id=g:2341589
Gawasa	id=g:2341590
Gawani	id=g:2341591
Gawakuke	id=g:2341592
Gawakoke	id=g:2341593
Gawaiyasokam	id=g:2341594
Gawa	id=g:2341595
Gawa	id=g:2341596
Gawa	id=g:2341597
Gaval	id=g:2341598
Gauzumbe	id=g:2341599
Gauza	id=g:2341600
Gauza	id=g:2341601
Gurau	id=g:2341602
Gauraye	id=g:2341603
Gauraka	id=g:2341604
Gaura	id=g:2341605
Gaulire	id=g:2341606
Gau Kura	id=g:2341607
Gauji	id=g:2341608
Gauji	id=g:2341609
Gaudi	id=g:2341610
Gaude	id=g:2341611
Gauda	id=g:2341612
Gaubi	id=g:2341613
Gau	id=g:2341614
Gau	id=g:2341615
Gatobisa Hills	id=g:2341616
Gatiro	id=g:2341617
Ga Tila Hill	id=g:2341618
Gatijum	id=g:2341619
Gati Hill	id=g:2341620
Gati	id=g:2341621
Gateri	id=g:2341622
Gategi	id=g:2341623
Gate	id=g:2341624
Gatawa	id=g:2341625
Gatataro	id=g:2341626
Gatari	id=g:2341627
Gatari	id=g:2341628
Gatamarua Bula-Tumur	id=g:2341629
Gatamarua Bula-Sanya	id=g:2341630
Gatamarua Bula-Gaji	id=g:2341631
Rafin Gatamarua	id=g:2341632
Gatakawa	id=g:2341633
Gatafoa	id=g:2341634
Gatafo	id=g:2341635
River Gata	id=g:2341636
Gata	id=g:2341637
Gata	id=g:2341638
Gasura	id=g:2341639
Gassol	id=g:2341640
Gassol	id=g:2341641
Gassima	id=g:2341642
Gassima	id=g:2341643
Gassanye	id=g:2341644
Gassamu	id=g:2341645
Gasor	id=g:2341646
Gasna	id=g:2341647
Gasna	id=g:2341648
Gaskora	id=g:2341649
Gaskiya	id=g:2341650
Gaskia Mana	id=g:2341651
Gaske	id=g:2341652
Gaska	id=g:2341653
Gaska	id=g:2341654
Gasi	id=g:2341655
Gashua	id=g:2341656
Gashiya	id=g:2341657
Gashish	id=g:2341658
Gashish	id=g:2341659
Gashish	id=g:2341660
Gashiri	id=g:2341661
Gashinge	id=g:2341662
Gashina	id=g:2341663
Gashim	id=g:2341664
Gashiga	id=g:2341665
Gashiga	id=g:2341666
Gashifa	id=g:2341667
River Gashi	id=g:2341668
Gashala-Mamuda	id=g:2341669
Gashaka Forest Reserve	id=g:2341670
River Gashaka	id=g:2341671
Gashaka	id=g:2341672
Gashaka	id=g:2341673
Gashagar	id=g:2341674
Gasge	id=g:2341675
Gasgainu	id=g:2341676
Gasavalam	id=g:2341677
Gasa Noppi	id=g:2341678
Gasan	id=g:2341679
Gasali	id=g:2341680
Gasakole	id=g:2341681
Gasakole	id=g:2341682
Gasakba	id=g:2341683
Garza	id=g:2341684
Garyaro Hills	id=g:2341685
Garwura	id=g:2341686
Garwada	id=g:2341687
Garwa Babba	id=g:2341688
Rafin Garwa	id=g:2341689
Garwa	id=g:2341690
Garwa	id=g:2341691
Garwa	id=g:2341692
Garuwa	id=g:2341693
Garupti	id=g:2341694
Garum Malam	id=g:2341695
Garun Kurama	id=g:2341696
Garun Gwanki	id=g:2341697
Garunguna	id=g:2341698
Garun Gabbas	id=g:2341699
Garun Gabbas	id=g:2341700
Garun Gabas	id=g:2341701
Garun Doile	id=g:2341702
Garundana	id=g:2341703
Garunda	id=g:2341704
Garu Native Area Forest Reserve	id=g:2341705
Garun Ali	id=g:2341706
Garun Abaya	id=g:2341707
Garum Malam	id=g:2341708
Garumbu	id=g:2341709
Garu Kime	id=g:2341710
Garuhiza	id=g:2341711
Garubula	id=g:2341712
Garubula	id=g:2341713
Garubani Babba	id=g:2341714
Garuba Gaya	id=g:2341715
Garuba	id=g:2341716
Garua	id=g:2341717
Garu II	id=g:2341718
Garu I	id=g:2341719
Garu	id=g:2341720
Garu	id=g:2341721
Garu	id=g:2341722
Garu	id=g:2341723
Garu	id=g:2341724
Garu	id=g:2341725
Garu	id=g:2341726
Garu	id=g:2341727
Gartu Buna	id=g:2341728
Gartsana	id=g:2341729
Gartawa	id=g:2341730
Garta Sama	id=g:2341731
Garta	id=g:2341732
Garsungu	id=g:2341733
Garshinci	id=g:2341734
Garshelek	id=g:2341735
Garrei	id=g:2341736
Garrarak	id=g:2341737
Garra	id=g:2341738
Garoza	id=g:2341739
Garo	id=g:2341740
Garo	id=g:2341741
Garnua	id=g:2341742
Garnia	id=g:2341743
Rafin Garni	id=g:2341744
Garnbulun	id=g:2341745
Garmuda	id=g:2341746
Garmanda	id=g:2341747
Garmakwa Yamma	id=g:2341748
Garmadi	id=g:2341749
Garma	id=g:2341750
Garkwanda	id=g:2341751
River Garkuwa	id=g:2341752
Garkuwa	id=g:2341753
Garkowa	id=g:2341754
Garko	id=g:2341755
Garko	id=g:2341756
Garko	id=g:2341757
Garko	id=g:2341758
Garko	id=g:2341759
Garko	id=g:2341760
Garko	id=g:2341761
Garkida	id=g:2341762
Garkida	id=g:2341763
Garkida	id=g:2341764
Garki	id=g:2341765
Garki	id=g:2341766
Garke	id=g:2341767
Garka	id=g:2341768
Garji	id=g:2341769
Garjanlat Peak	id=g:2341770
Garjam	id=g:2341771
Garin Zamna	id=g:2341772
Garin Zaka	id=g:2341773
Garin Yelwa	id=g:2341774
Garin Yaro	id=g:2341775
Garin Yarima Musa	id=g:2341776
Garin Tudu	id=g:2341777
Garintor	id=g:2341778
Garin Suya	id=g:2341779
Garin Sabo	id=g:2341780
Garin Sarkin Janga	id=g:2341781
Garin Sarkin Fada	id=g:2341782
