Arthur Lakes Library	id=g:7130628
Tower-Soudan Junior-Senior High School	id=g:7133187
Tower City Hall	id=g:7133188
Tower Police Department	id=g:7133189
Saint Martins Catholic Church	id=g:7133190
Saint James Presbyterian Church	id=g:7133191
Immaculate Lutheran Church	id=g:7133192
Jehovahs Witnesses	id=g:7133193
Trinity Lutheran Church	id=g:7133194
Covenant Church	id=g:7133195
First Baptist Church	id=g:7133196
Saint Marys Church	id=g:7133197
Cook Post Office	id=g:7133198
Cook School	id=g:7133199
Cook Hospital and Nursing Care	id=g:7133200
Cook Public Library	id=g:7133201
Cook Police Department	id=g:7133202
Cook City Hall	id=g:7133203
Cook Fire Department	id=g:7133204
Chisholm Assembly of God Church	id=g:7133205
Grace Lutheran Church	id=g:7133206
Chisholm First Baptist Church	id=g:7133207
Saint Vasilije of Ostrag Serbian Church	id=g:7133208
Faith Lutheran Church	id=g:7133209
Chisholm United Methodist Church	id=g:7133210
Saint Josephs Church	id=g:7133211
Minnesota Museum of Mining	id=g:7133212
Spruce Shadows Mobile Home Park	id=g:7133213
Fairview Mesabi Clinic-Chisholm	id=g:7133214
Heritage Manor Health Care Center	id=g:7133215
Buchanan Nursing Home	id=g:7133216
Duluth Clinic-Chisholm	id=g:7133217
Chisholm Medical Clinic	id=g:7133218
Chisholm Middle School	id=g:7133219
Redeemer Lutheran Church	id=g:7133220
Our Saviours Lutheran Church	id=g:7133221
Jehovahs Witnesses	id=g:7133222
Palo City Fire Hall	id=g:7133223
Palo Post Office (historical)	id=g:7133224
Palo Congregational Church	id=g:7133225
Side Lake Post Office	id=g:7133226
Makinen Post Office	id=g:7133227
Kinney Post Office	id=g:7133228
Kinney Public Library	id=g:7133229
Kinney Police Station	id=g:7133230
United Methodist Church	id=g:7133231
Kelly Lake Post Office	id=g:7133232
Forbes Post Office	id=g:7133233
Embarrass Post Office	id=g:7133234
Embarrass Volunteer Fire Department	id=g:7133235
Embarrass Police Department	id=g:7133236
Mountain Iron Mine Historical Marker	id=g:7133237
Mesabi Range Ore Discovery Historical Marker	id=g:7133238
Orr Roadside Parking Area	id=g:7133239
Old Oliver Bridge	id=g:7133240
Lake Place Tunnel	id=g:7133241
Minnesota Slip Bridge	id=g:7133242
London Road Tunnel	id=g:7133243
Aerial Lift Bridge	id=g:7133244
Lester River Bridge Historical Markder	id=g:7133245
Lester Bridge	id=g:7133246
Clifton-French River Historical Marker	id=g:7133247
Hull-Rust-Mahoning Mine Historical Marker	id=g:7133248
Geology of the Mesabi Region Geological Marker	id=g:7133249
Bennett Park Geological Marker	id=g:7133250
Laurentian Divide Geological Marker	id=g:7133251
Laurentian Divide Superior National Forest Historical Marker	id=g:7133252
Minnesotas Seaport Historical Marker	id=g:7133253
Geology of Duluth Harbor Geological Marker	id=g:7133254
Floodwood Historical Marker	id=g:7133255
Floodwood Wayside Park	id=g:7133256
Three-Way Continental Divide Historical Marker	id=g:7133257
Soudan Mine Historical Marker	id=g:7133258
Lion Springs Wayside Park	id=g:7133259
Jasper Peak Wayside Park	id=g:7133260
New Duluth Scenic Overlook	id=g:7133261
French River Wayside Park	id=g:7133262
Janet Lake Wayside Park	id=g:7133263
Saint Marys Lake Wayside Park	id=g:7133264
Embarrass Lake (3) Wayside Park	id=g:7133265
Embarrass Lake (2) Wayside Park	id=g:7133266
Embarrass Lake (1) Wayside Park	id=g:7133267
Pillsbury Mine Overlook	id=g:7133268
Sturgeon River Wayside Park	id=g:7133269
Pike River Wayside Park	id=g:7133270
Tower Wayside Park	id=g:7133271
First Iron Mine Historical Marker	id=g:7133272
Tower Historical Marker	id=g:7133273
Old Vermilion Trail and Winton City Historical Marker	id=g:7133274
First Test Pit on the Mesabi Historical Marker	id=g:7133275
Origin of McCarthy Beach Geological Marker	id=g:7133276
COTA Administrative Office	id=g:7133277
School Number 83 (historical)	id=g:7133278
School Number 89 (historical)	id=g:7133279
School Number 278 (historical)	id=g:7133280
Lake View School (historical)	id=g:7133281
School Number 203 (historical)	id=g:7133282
School Number 62 (historical)	id=g:7133283
School Number 125 (historical)	id=g:7133284
School Number 111 (historical)	id=g:7133285
School Number 86 (historical)	id=g:7133286
School Number 34 (historical)	id=g:7133287
School Number 230 (historical)	id=g:7133288
School Number 36 (historical)	id=g:7133289
School Number 208 (historical)	id=g:7133290
School Number 80 (historical)	id=g:7133291
School Number 28 (historical)	id=g:7133292
School Number 92 (historical)	id=g:7133293
School Number 96 (historical)	id=g:7133294
School Number 226 (historical)	id=g:7133295
School Number 222 (historical)	id=g:7133296
School Number 29 (historical)	id=g:7133297
Cliff Mine	id=g:7133298
Taylor Mine	id=g:7133299
Mutton Mine	id=g:7133300
Caldwell Mine	id=g:7133301
Lopeman Mine	id=g:7133302
Babington And Kear Mine	id=g:7133303
Eagle Mine	id=g:7133304
Turk Mine	id=g:7133305
Hunt Mine	id=g:7133306
Davis Number 1 Mine	id=g:7133307
Illinois Valley Number 1 Mine	id=g:7133308
Crew Mine	id=g:7133309
Wall Mine	id=g:7133310
Sparr Mine	id=g:7133311
Bavar Mine	id=g:7133312
Simpson Number 3 Mine	id=g:7133313
Crew Number 3 Mine	id=g:7133314
Illinois Valley Number 3 Mine	id=g:7133315
Illinois Valley Number 2 Mine	id=g:7133316
Sparland Mine	id=g:7133317
Blue Blaze Number 1 Mine	id=g:7133318
Owl Mine	id=g:7133319
Dobrich Mine	id=g:7133320
Crew Mine	id=g:7133321
Newman Park	id=g:7133322
Johnsons Park	id=g:7133323
Thomas A Edison Bridge	id=g:7133324
Governor Alfred E Driscoll Bridge	id=g:7133325
Cedar Valley Shopping Center	id=g:7133326
Shady Banks Shopping Center	id=g:7133327
Shops At Yorktown Shopping Center	id=g:7133328
Village Square At Kiln Creek Shopping Center	id=g:7133329
Butter Bean Beach	id=g:7133330
Butter Bean Beach	id=g:7133331
Concepcion Creek	id=g:7133332
Elkington Creek	id=g:7133333
Knutson Creek	id=g:7133334
Lake Margritte	id=g:7133335
Martin Lake	id=g:7133336
Comfort Creek	id=g:7133337
Miemois Creek	id=g:7133338
Wright Lake	id=g:7133339
Crystal Creek	id=g:7133340
Mount Caetano	id=g:7133341
Ackerman Run	id=g:7133342
Argyle-Woodland Run	id=g:7133343
Glen Echo Run	id=g:7133344
Spoon River	id=g:7133345
Walhalla Creek	id=g:7133346
Yankee Ridge	id=g:7133347
Bridlemile Creek	id=g:7133348
Humphreys Run	id=g:7133349
North Branch Sewickley Creek	id=g:7133350
Hickory Creek Gulf	id=g:7133351
Brown Ridge	id=g:7133352
Skaggs Caudle Cemetery	id=g:7133353
Longway Post Office (historical)	id=g:7133354
Alfrey Church	id=g:7133355
Coswell School (historical)	id=g:7133356
McKinsey School (historical)	id=g:7133357
Paragon School (historical)	id=g:7133358
Poppin Hill	id=g:7133359
Mount Hope School (historical)	id=g:7133360
Island Fork School (historical)	id=g:7133361
Waltz Post Office (historical)	id=g:7133362
Waltz School (historical)	id=g:7133363
Pine Spring Post Office (historical)	id=g:7133364
Sardis Church	id=g:7133365
Clear Fork School (historical)	id=g:7133366
Cranston School (historical)	id=g:7133367
Munson Post Office (historical)	id=g:7133368
Triplett Post Office (historical)	id=g:7133369
Clark School (historical)	id=g:7133370
Adams Davis School (historical)	id=g:7133371
Smile Post Office (historical)	id=g:7133372
Sharkey Church	id=g:7133373
Sharkey School (historical)	id=g:7133374
Ramey Post Office (historical)	id=g:7133375
Blue Bank School (historical)	id=g:7133376
Slatey School (historical)	id=g:7133377
Hilda Post Office (historical)	id=g:7133378
Hilda School (historical)	id=g:7133379
Moore School (historical)	id=g:7133380
Licking Post Office (historical)	id=g:7133381
Millstone Post Office (historical)	id=g:7133382
Wright Post Office (historical)	id=g:7133383
Rockhouse Post Office (historical)	id=g:7133384
Lucas Post Office (historical)	id=g:7133385
Arch Post Office (historical)	id=g:7133386
Thornton Post Office (historical)	id=g:7133387
Sergeant Post Office (historical)	id=g:7133388
Cap Post Office (historical)	id=g:7133389
Tillie Post Office (historical)	id=g:7133390
Ulvah Post Office (historical)	id=g:7133391
Whitco Post Office (historical)	id=g:7133392
Burlington Municipal Airport (historical)	id=g:7133393
Saint John II Baptist Church	id=g:7133394
Sand Creek Massacre National Historic Site	id=g:7133395
Victims of Communism Memorial	id=g:7133396
First Missionary Baptist Church	id=g:7133397
Memorial Baptist Church	id=g:7133398
Waldo Church of Christ	id=g:7133399
Waldo Water Tower	id=g:7133400
Glen Park Municipal Swimming Pool	id=g:7133401
School Number 24 (historical)	id=g:7133402
School Number 14 (historical)	id=g:7133403
School Number 12 (historical)	id=g:7133404
School Number 39 (historical)	id=g:7133405
Pelican Lake School (historical)	id=g:7133406
Dunn School (historical)	id=g:7133407
Grove Lake School (historical)	id=g:7133408
Bangor School (historical)	id=g:7133409
School Number 48 (historical)	id=g:7133410
School Number 26 (historical)	id=g:7133411
School Number 18 (historical)	id=g:7133412
School Number 52 (historical)	id=g:7133413
School Number 79 (historical)	id=g:7133414
School Number 276 (historical)	id=g:7133415
School Number 156N (historical)	id=g:7133416
School Number 156S (historical)	id=g:7133417
School Number 35E (historical)	id=g:7133418
School Number 35W (historical)	id=g:7133419
School Number 87 (historical)	id=g:7133420
School Number 194 (historical)	id=g:7133421
School Number 60 (historical)	id=g:7133422
School Number 280 (historical)	id=g:7133423
School Number 78 (historical)	id=g:7133424
Clear View	id=g:7133425
Elson Creek	id=g:7133426
Hathaway Creek	id=g:7133427
The Rapids Ski Trail	id=g:7133428
Otterslide Ski Trail	id=g:7133429
Whitewater Ski Trail	id=g:7133430
Big Bear Ski Trail	id=g:7133431
Log Jam Ski Trail	id=g:7133432
Double Doodle Ski Trail	id=g:7133433
Spillway Ski Trail	id=g:7133434
Hot Cider Ski Trail	id=g:7133435
North Forty Ski Trail	id=g:7133436
Homestead Ski Trail	id=g:7133437
Sunrise Ski Trail	id=g:7133438
Snow Shoe Ski Trail	id=g:7133439
Timberdoodle Ski Trail	id=g:7133440
Maple Syrup Ski Trail	id=g:7133441
Tuscaloosa Fire Station Number 2 (historical)	id=g:7133442
Tuscaloosa Fire Station Number 1	id=g:7133443
Clear Fork School (historical)	id=g:7133444
Cranston School (historical)	id=g:7133445
Clark School (historical)	id=g:7133446
Greenlawn Methodist Church	id=g:7133447
Greenlawn Cemetery	id=g:7133448
Burlington Christian Church	id=g:7133449
Burlington United Methodist Church	id=g:7133450
Church of Christ	id=g:7133451
Evangelical Free Church	id=g:7133452
First Baptist Church	id=g:7133453
First Christian Church	id=g:7133454
Saint Catherine Catholic Church	id=g:7133455
Trinity Lutheran Church	id=g:7133456
Burlington Elementary School	id=g:7133457
Burlington High School	id=g:7133458
Burlington Post Office	id=g:7133459
Burlington Public Library	id=g:7133460
Burlington Middle School	id=g:7133461
Parmer Park	id=g:7133462
Outback Territory Park	id=g:7133463
Kit Carson Memorial Hospital	id=g:7133464
Kit Carson County Courthouse	id=g:7133465
Bethune Junior-Senior High School	id=g:7133466
Farrah Hall	id=g:7133467
Dickinson County Memorial Gardens Cemetery	id=g:7133468
White Birch Estates	id=g:7133469
Park Ridge Mobile Home Park	id=g:7133470
Northern Light Christian Church	id=g:7133471
First Baptist Church	id=g:7133472
House of Yesteryear Museum	id=g:7133473
Church of Jesus Christ of Latter Day Saints	id=g:7133474
Bay De Noc Community Colllege-West Campus	id=g:7133475
Dickinson Family Practice Center	id=g:7133476
Freemans Convalescent Home	id=g:7133477
Mount Olive Evangelical Lutheran Church	id=g:7133478
Queen of Peace Saint Mary Church	id=g:7133479
Church of Jesus Christ of Latter Day Saints	id=g:7133480
American Martyrs Church	id=g:7133481
Our Redeemer Lutheran Church	id=g:7133482
Maranatha Assembly of God Church	id=g:7133483
Family Baptist Church	id=g:7133484
First Presbyterian Church	id=g:7133485
Immanuel Baptist Church	id=g:7133486
Balsam Street Christian Church	id=g:7133487
Church of Christ	id=g:7133488
Jehovahs Witnesses	id=g:7133489
Kingsford Middle School	id=g:7133490
Kingsford High School	id=g:7133491
Woodland Elementary School	id=g:7133492
Kingsford Police Department	id=g:7133493
Kingsford Fire Department	id=g:7133494
Kingsford Post Office	id=g:7133495
Balzola Field	id=g:7133496
Menominee River Recreation Area	id=g:7133497
Lodal Park	id=g:7133498
Hanbury Lake Park	id=g:7133499
Lake View	id=g:7133500
Strawberry Lake	id=g:7133501
Strawberry Lake Park	id=g:7133502
West Mud Lake	id=g:7133503
East Side Park	id=g:7133504
Ford Park	id=g:7133505
Flivver Field	id=g:7133506
West Side Park	id=g:7133507
Dickinson County Healthcare System	id=g:7133508
Dickinson County Courthouse	id=g:7133509
Cowboy Lake Park	id=g:7133510
Seventh Day Adventist Church	id=g:7133511
Pine Mountain Christian School	id=g:7133512
First United Methodist Church	id=g:7133513
Immaculate Conception Church	id=g:7133514
Saint Mary and Saint Joseph Church	id=g:7133515
Trinity United Methodist Church	id=g:7133516
Saint Marys Orthodox Church	id=g:7133517
Our Saviours Lutheran Church	id=g:7133518
New Hope Church of God	id=g:7133519
Mount Olive Evangelical Lutheran Church	id=g:7133520
Classic Park	id=g:7133521
Montebello Village Hall	id=g:7133522
Ki-a-kuts Bicycle and Pedestrian Bridge	id=g:7133523
Ophir New Cemetery	id=g:7133524
Ophir Old Cemetery	id=g:7133525
Mercur Cemetery	id=g:7133526
Montefiore Cemetery	id=g:7133527
Sharey Tzedick Cemetery	id=g:7133528
Utah Veterans Memorial Park	id=g:7133529
Mount Olive Cemetery	id=g:7133530
Joannes Field	id=g:7133531
North Shore Airport (historical)	id=g:7133532
Doctor James P Burlingham Memorial Park	id=g:7133533
Stephen Washington Park	id=g:7133534
Robert Rich Senior All High Stadium	id=g:7133535
Rod Marinelli Stadium	id=g:7133536
Sanchez Cemetery	id=g:7133537
Southside Fire Department Station 1	id=g:7133538
Sioux Falls Stadium	id=g:7133539
Howard Wood Field	id=g:7133540
McEneaney Field	id=g:7133541
Molt Elementary School	id=g:7133542
Jasper Spring	id=g:7133543
Edward Valentine Building	id=g:7133544
La Vina Building	id=g:7133545
Wingate Building	id=g:7133546
East Patient Tower	id=g:7133547
Agee Cemetery	id=g:7133548
Leo Frigo Memorial Bridge	id=g:7133549
Daniel Hoan Memorial Bridge	id=g:7133550
Soldiers Memorial Field	id=g:7133551
Metro Homes Field	id=g:7133552
Tatlock Sports Complex	id=g:7133553
Roselle Catholic High School	id=g:7133554
Holy Trinity Episcopal Church	id=g:7133555
First Lutheran Church	id=g:7133556
First Covenant Church	id=g:7133557
Cornerstone Community Church	id=g:7133558
Hyland Nursing Home	id=g:7133559
Iron Mountain Senior High School	id=g:7133560
Central School	id=g:7133561
East Elementary School	id=g:7133562
North Elementary School	id=g:7133563
Saint Mary and Saint Joseph School	id=g:7133564
Dickinson County Library	id=g:7133565
Iron Mountain Police Department	id=g:7133566
Iron Mountain Fire Department	id=g:7133567
Dickinson County Sheriffs Department	id=g:7133568
Iron Mountain Post Office	id=g:7133569
Dickinson Internal Medicine Clinic	id=g:7133570
Upper Peninsula Sports Hall of Fame	id=g:7133571
Upper Peninsula Vietnam Veterans Memorial	id=g:7133572
Cornish Pump Museum	id=g:7133573
Cornish Pump Historical Marker	id=g:7133574
United States Veterans Hospital	id=g:7133575
Quinnesec Park	id=g:7133576
Sawyer Lake County Park	id=g:7133577
Lake Charles	id=g:7133578
Hancock Creek Flowage	id=g:7133579
Hardwood Impoundment	id=g:7133580
Stromberg County Park	id=g:7133581
Lake Mary Park	id=g:7133582
Randville Bible Church	id=g:7133583
Floodwood Post Office (historical)	id=g:7133584
Waucedah Post Office (historical)	id=g:7133585
Gilbert High School-West	id=g:7133586
Hope Trainable Mentally Retarded School	id=g:7133587
Fairmont High School	id=g:7133588
Miles College North Campus	id=g:7133589
Gilbert High School-South	id=g:7133590
Our Lady of the Pillar School (historical)	id=g:7133591
Dee Field	id=g:7133592
Glover Stadium	id=g:7133593
Eddie West Field	id=g:7133594
Saint Boniface School (historical)	id=g:7133595
Trinidad Lake State Park	id=g:7133596
School Number 161 (historical)	id=g:7133597
School Number 145 (historical)	id=g:7133598
School Number 137 (historical)	id=g:7133599
School Number 129 (historical)	id=g:7133600
School Number 241 (historical)	id=g:7133601
School Number 251 (historical)	id=g:7133602
School Number 24 (historical)	id=g:7133603
School Number 193 (historical)	id=g:7133604
Edwards School (historical)	id=g:7133605
Elliott School (historical)	id=g:7133606
School Number 169 (historical)	id=g:7133607
School Number 207 (historical)	id=g:7133608
School Number 120 (historical)	id=g:7133609
School Number 22 (historical)	id=g:7133610
School Number 146 (historical)	id=g:7133611
School Number 247 (historical)	id=g:7133612
School Number 143 (historical)	id=g:7133613
School Number 12 (historical)	id=g:7133614
School Number 109 (historical)	id=g:7133615
School Number 112 (historical)	id=g:7133616
School Number 270 (historical)	id=g:7133617
School Number 257 (historical)	id=g:7133618
School Number 162 (historical)	id=g:7133619
School Number 231 (historical)	id=g:7133620
School Number 43 (historical)	id=g:7133621
School Number 214 (historical)	id=g:7133622
Hernando Park	id=g:7133623
Hernando Cemetery	id=g:7133624
Shepherd's Way Baptist Church	id=g:7133625
Beverly Hills Community Park	id=g:7133626
Beverly Hills Recreation Association	id=g:7133627
Central Ridge District Park	id=g:7133628
Richardsburg Post Office (historical)	id=g:7133629
Randville Post Office (historical)	id=g:7133630
Ralph Post Office (historical)	id=g:7133631
Metropolitan Post Office (historical)	id=g:7133632
Loretto Post Office (historical)	id=g:7133633
Hardwood Post Office (historical)	id=g:7133634
Granite Bluff Post Office (historical)	id=g:7133635
Alfred Post Office (historical)	id=g:7133636
Saint Barbara's Catholic Church	id=g:7133637
Iron Mountain Iron Mine	id=g:7133638
